ID;Sectoren;Perioden;TotaalMiddelen_1;InvoerVanGoederenEnDiensten_2;TotaalProductie_3;Marktproductie_4;OutputVoorEigenFinaalGebruik_5;OverigeNietMarktproductie_6;SaldoVanProductgebBelastEnSubs_7;VerschilToegerekendeEnAfgedragenBTW_8;TotaalBeloningVanWerknemers_9;Lonen_10;SocialePremiesTLVWerkgevers_11;TotaalBelastingenProductieEnInvoer_12;TotaalBelastProdEnInvoerProductg_13;BelastingOverToegevoegdeWaardeBTW_14;BelastingOpInvoerExclBTW_15;OverigeProductgebondenBelastingen_16;BelastOpProdEnInvoerNietProductg_17;TotaalSubsidies_18;SubsidiesProductgebonden_19;SubsidiesNietProductgebonden_20;TotaalInkomenUitVermogen_21;Rente_22;TotaalWinstuitkeringen_23;Dividenden_24;InkomenOnttrokkenAanQuasiVennootsch_25;IngehoudenWinstenOpDirBuitenlInv_26;InkUitVermToegerAanPolishouders_27;InkomenUitGrondEnMineraleReserves_28;TotaalBelastingenInkomenEnVermogen_29;BelastingenOpInkomen_30;BelastingenOpVermogen_31;TotaalSocialePremiesEnUitkeringen_32;TotaalSocialePremies_33;TotaalWerkelijkeSocialePremies_34;PremiesWettelijkeSocialeVerzekering_35;Pensioenpremies_36;OverigeParticuliereSocialePremies_37;ToegerekendeSocialePremies_38;TotaalSocialeUitkeringenInGeld_39;UitkeringenWettelSocialeVerzekering_40;TotPartUitkSocVerzFondsvorm_41;Pensioenuitkeringen_42;OverigeParticuliereSocialeUitkeringen_43;UitkeringenRechtstreeksDoorWerkgevers_44;UitkeringenSocialeVoorzieningInGeld_45;TotaalOverigeInkomensoverdrachten_46;Schadeverzekeringspremies_47;Schadeverzekeringsuitkeringen_48;InkomensoverdrachtenBinnenDeOverheid_49;InkOverdrIvmInternatSamenwerking_50;OverigeInkomensoverdrachtenNEG_51;CorrectiePensioenvoorziening_52;TotaalKapitaaloverdrachten_53;Vermogensheffingen_54;TotaalKapOverdrExclVermogensheff_55;Investeringsbijdragen_56;OverigeKapitaaloverdrachten_57;TotaalBestedingen_58;UitvoerVanGoederenEnDiensten_59;IntermediairVerbruik_60;TotaalBeloningVanWerknemers_61;Lonen_62;SocialePremiesTLVWerkgevers_63;TotaalBelastingenProductieEnInvoer_64;BelastOpProdEnInvoerProductg_65;BelastOpProdEnInvoerNietProductg_66;TotaalSubsidies_67;SubsidiesProductgebonden_68;SubsidiesNietProductgebonden_69;TotaalInkomenUitVermogen_70;Rente_71;TotaalWinstuitkeringen_72;Dividenden_73;InkomenOnttrokkenAanQuasiVennootsch_74;IngehoudenWinstenOpDirBuitenlInv_75;InkUitVermToegerAanPolishouders_76;InkomenUitGrondEnMineraleReserves_77;TotaalBelastingenInkomenEnVermogen_78;BelastingenOpInkomen_79;BelastingenOpVermogen_80;TotaalSocialePremiesEnUitkeringen_81;TotaalSocialePremies_82;TotaalWerkelijkeSocialePremies_83;PremiesWettelijkeSocialeVerzekering_84;Pensioenpremies_85;OverigeParticuliereSocialePremies_86;ToegerekendeSocialePremies_87;TotaalSocialeUitkeringenInGeld_88;UitkeringenWettelSocialeVerzekering_89;TotPartUitkSocVerzFondsvorm_90;Pensioenuitkeringen_91;OverigeParticuliereSocialeUitkeringen_92;UitkeringenRechtstreeksDoorWerkgevers_93;UitkeringenSocialeVoorziening_94;TotaalOverigeInkomensoverdrachten_95;Schadeverzekeringspremies_96;Schadeverzekeringsuitkeringen_97;InkomensoverdrachtenBinnenDeOverheid_98;InkOverdrIvmInternatSamenwerking_99;OverigeInkomensoverdrachtenNEG_100;TotaalConsumptieveBestedingen_101;CollectieveConsumptie_102;TotaalIndividueleConsumptie_103;TotaalSocialeOverdrachtenInNatura_104;TotaalSocialeUitkeringenInNatura_105;UitkeringenSocVoorzieningInNatura_106;WettUitkSocVerzekeringInNatura_107;SocOverdrIndividueleNietMarktprod_108;OverigeIndividueleConsumptieHuish_109;TotaalKapitaaloverdrachten_110;Vermogensheffingen_111;TotaalKapOverdrExclVermogensheff_112;Investeringsbijdragen_113;OverigeKapitaaloverdrachten_114;TotaalInvesteringen_115;TotaalInvesteringenVasteActivaBruto_116;Afschrijvingen_117;InvesteringenInVasteActivaNetto_118;TotVerandInVoorradenInclKostb_119;VeranderingenInVoorraden_120;SaldoAanEnVerkopenKostbaarheden_121;SaldoAVNietGeprodNietFinActiva_122
532;Wett. soc. verzek.inst. (geconsolideerd);2006 4e kwartaal;22517.0;0.0;1123.0;133.0;1.0;989.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-277.0;0.0;-277.0;147.0;147.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18782.0;18782.0;18764.0;18764.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2742.0;0.0;0.0;2742.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23274.0;0.0;681.0;418.0;310.0;108.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9270.0;0.0;0.0;0.0;0.0;0.0;0.0;9270.0;9252.0;0.0;0.0;0.0;18.0;0.0;101.0;0.0;0.0;101.0;0.0;0.0;12783.0;989.0;11794.0;11794.0;11794.0;0.0;11794.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;23.0;-9.0;0.0;0.0;0.0;0.0
533;Wett. soc. verzek.inst. (geconsolideerd);2006;92421.0;0.0;3901.0;441.0;4.0;3456.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1200.0;0.0;-1200.0;556.0;556.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75680.0;75680.0;75610.0;75610.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13484.0;0.0;0.0;13484.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93886.0;0.0;2378.0;1425.0;1079.0;346.0;5.0;0.0;5.0;0.0;0.0;0.0;37.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39963.0;0.0;0.0;0.0;0.0;0.0;0.0;39963.0;39893.0;0.0;0.0;0.0;70.0;0.0;453.0;0.0;0.0;453.0;0.0;0.0;49574.0;3456.0;46118.0;46118.0;46118.0;0.0;46118.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;51.0;93.0;-42.0;0.0;0.0;0.0;0.0
534;Wett. soc. verzek.inst. (geconsolideerd);2007 1e kwartaal;25235.0;0.0;804.0;84.0;1.0;719.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-244.0;0.0;-244.0;125.0;125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20936.0;20936.0;20920.0;20920.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3614.0;0.0;0.0;3614.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22896.0;0.0;483.0;300.0;226.0;74.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9434.0;0.0;0.0;0.0;0.0;0.0;0.0;9434.0;9418.0;0.0;0.0;0.0;16.0;0.0;169.0;0.0;0.0;169.0;0.0;0.0;12460.0;719.0;11741.0;11741.0;11741.0;0.0;11741.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;21.0;-12.0;0.0;0.0;0.0;0.0
535;Wett. soc. verzek.inst. (geconsolideerd);2007 2e kwartaal;22696.0;0.0;881.0;95.0;1.0;785.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-499.0;0.0;-499.0;118.0;118.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18217.0;18217.0;18198.0;18198.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3979.0;0.0;0.0;3979.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25602.0;0.0;476.0;383.0;292.0;91.0;1.0;0.0;1.0;0.0;0.0;0.0;38.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11778.0;0.0;0.0;0.0;0.0;0.0;0.0;11778.0;11759.0;0.0;0.0;0.0;19.0;0.0;165.0;0.0;0.0;165.0;0.0;0.0;12752.0;785.0;11967.0;11967.0;11967.0;0.0;11967.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;21.0;-12.0;0.0;0.0;0.0;0.0
536;Wett. soc. verzek.inst. (geconsolideerd);2007 3e kwartaal;23162.0;0.0;840.0;88.0;1.0;751.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-319.0;0.0;-319.0;140.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18704.0;18704.0;18683.0;18683.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3797.0;0.0;0.0;3797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23227.0;0.0;519.0;297.0;228.0;69.0;2.0;0.0;2.0;0.0;0.0;0.0;33.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9601.0;0.0;0.0;0.0;0.0;0.0;0.0;9601.0;9580.0;0.0;0.0;0.0;21.0;0.0;169.0;0.0;0.0;169.0;0.0;0.0;12597.0;751.0;11846.0;11846.0;11846.0;0.0;11846.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;22.0;-13.0;0.0;0.0;0.0;0.0
537;Wett. soc. verzek.inst. (geconsolideerd);2007 4e kwartaal;23763.0;0.0;927.0;133.0;1.0;793.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-194.0;0.0;-194.0;137.0;137.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19274.0;19274.0;19262.0;19262.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3619.0;0.0;0.0;3619.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23757.0;0.0;512.0;391.0;297.0;94.0;2.0;0.0;2.0;0.0;0.0;0.0;28.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9483.0;0.0;0.0;0.0;0.0;0.0;0.0;9483.0;9471.0;0.0;0.0;0.0;12.0;0.0;200.0;0.0;0.0;200.0;0.0;0.0;13131.0;793.0;12338.0;12338.0;12338.0;0.0;12338.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;22.0;-12.0;0.0;0.0;0.0;0.0
538;Wett. soc. verzek.inst. (geconsolideerd);2007;94856.0;0.0;3452.0;400.0;4.0;3048.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1256.0;0.0;-1256.0;520.0;520.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77131.0;77131.0;77063.0;77063.0;0.0;0.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15009.0;0.0;0.0;15009.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95482.0;0.0;1990.0;1371.0;1043.0;328.0;5.0;0.0;5.0;0.0;0.0;0.0;140.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40296.0;0.0;0.0;0.0;0.0;0.0;0.0;40296.0;40228.0;0.0;0.0;0.0;68.0;0.0;703.0;0.0;0.0;703.0;0.0;0.0;50940.0;3048.0;47892.0;47892.0;47892.0;0.0;47892.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;37.0;86.0;-49.0;0.0;0.0;0.0;0.0
539;Wett. soc. verzek.inst. (geconsolideerd);2008 1e kwartaal;27042.0;0.0;861.0;102.0;1.0;758.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-292.0;0.0;-292.0;140.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22478.0;22478.0;22462.0;22462.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3855.0;0.0;0.0;3855.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23991.0;0.0;535.0;306.0;230.0;76.0;1.0;0.0;1.0;0.0;0.0;0.0;73.0;73.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9773.0;0.0;0.0;0.0;0.0;0.0;0.0;9773.0;9757.0;0.0;0.0;0.0;16.0;0.0;188.0;0.0;0.0;188.0;0.0;0.0;13105.0;758.0;12347.0;12347.0;12347.0;0.0;12347.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;19.0;-9.0;0.0;0.0;0.0;0.0
540;Wett. soc. verzek.inst. (geconsolideerd);2008 2e kwartaal;26076.0;0.0;962.0;92.0;1.0;869.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-330.0;0.0;-330.0;139.0;139.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22049.0;22049.0;22031.0;22031.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3256.0;0.0;0.0;3256.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26683.0;0.0;551.0;390.0;296.0;94.0;1.0;0.0;1.0;0.0;0.0;0.0;75.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11998.0;0.0;0.0;0.0;0.0;0.0;0.0;11998.0;11980.0;0.0;0.0;0.0;18.0;0.0;218.0;0.0;0.0;218.0;0.0;0.0;13440.0;869.0;12571.0;12571.0;12571.0;0.0;12571.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;20.0;-10.0;0.0;0.0;0.0;0.0
541;Wett. soc. verzek.inst. (geconsolideerd);2008 3e kwartaal;23244.0;0.0;888.0;95.0;1.0;792.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-333.0;0.0;-333.0;159.0;159.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19345.0;19345.0;19329.0;19329.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3185.0;0.0;0.0;3185.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24324.0;0.0;553.0;314.0;239.0;75.0;1.0;0.0;1.0;0.0;0.0;0.0;77.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9904.0;0.0;0.0;0.0;0.0;0.0;0.0;9904.0;9888.0;0.0;0.0;0.0;16.0;0.0;192.0;0.0;0.0;192.0;0.0;0.0;13274.0;792.0;12482.0;12482.0;12482.0;0.0;12482.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;20.0;-11.0;0.0;0.0;0.0;0.0
542;Wett. soc. verzek.inst. (geconsolideerd);2008 4e kwartaal;26537.0;0.0;1049.0;109.0;1.0;939.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-341.0;0.0;-341.0;197.0;197.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22460.0;22460.0;22442.0;22442.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3172.0;0.0;0.0;3172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24979.0;0.0;656.0;371.0;280.0;91.0;2.0;0.0;2.0;0.0;0.0;0.0;81.0;81.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9752.0;0.0;0.0;0.0;0.0;0.0;0.0;9752.0;9734.0;0.0;0.0;0.0;18.0;0.0;205.0;0.0;0.0;205.0;0.0;0.0;13902.0;939.0;12963.0;12963.0;12963.0;0.0;12963.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;20.0;-10.0;0.0;0.0;0.0;0.0
543;Wett. soc. verzek.inst. (geconsolideerd);2008;102899.0;0.0;3760.0;398.0;4.0;3358.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1296.0;0.0;-1296.0;635.0;635.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86332.0;86332.0;86264.0;86264.0;0.0;0.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13468.0;0.0;0.0;13468.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99977.0;0.0;2295.0;1381.0;1045.0;336.0;5.0;0.0;5.0;0.0;0.0;0.0;306.0;306.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41427.0;0.0;0.0;0.0;0.0;0.0;0.0;41427.0;41359.0;0.0;0.0;0.0;68.0;0.0;803.0;0.0;0.0;803.0;0.0;0.0;53721.0;3358.0;50363.0;50363.0;50363.0;0.0;50363.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;39.0;79.0;-40.0;0.0;0.0;0.0;0.0
544;Wett. soc. verzek.inst. (geconsolideerd);2009 1e kwartaal;26829.0;0.0;1076.0;126.0;0.0;950.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-498.0;0.0;-498.0;104.0;104.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21673.0;21673.0;21657.0;21657.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4474.0;0.0;0.0;4474.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25667.0;0.0;684.0;371.0;276.0;95.0;1.0;0.0;1.0;0.0;0.0;0.0;33.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10081.0;0.0;0.0;0.0;0.0;0.0;0.0;10081.0;10065.0;0.0;0.0;0.0;16.0;0.0;186.0;0.0;0.0;186.0;0.0;0.0;14299.0;950.0;13349.0;13349.0;13349.0;0.0;13349.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;20.0;-8.0;0.0;0.0;0.0;0.0
545;Wett. soc. verzek.inst. (geconsolideerd);2009 2e kwartaal;23271.0;0.0;1211.0;118.0;0.0;1093.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-579.0;0.0;-579.0;111.0;111.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18289.0;18289.0;18264.0;18264.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4239.0;0.0;0.0;4239.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28525.0;0.0;707.0;482.0;362.0;120.0;1.0;0.0;1.0;0.0;0.0;0.0;32.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12466.0;0.0;0.0;0.0;0.0;0.0;0.0;12466.0;12441.0;0.0;0.0;0.0;25.0;0.0;219.0;0.0;0.0;219.0;0.0;0.0;14606.0;1093.0;13513.0;13513.0;13513.0;0.0;13513.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;21.0;-9.0;0.0;0.0;0.0;0.0
546;Wett. soc. verzek.inst. (geconsolideerd);2009 3e kwartaal;24151.0;0.0;1103.0;118.0;0.0;985.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-504.0;0.0;-504.0;108.0;108.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19387.0;19387.0;19365.0;19365.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4057.0;0.0;0.0;4057.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26212.0;0.0;701.0;381.0;287.0;94.0;1.0;0.0;1.0;0.0;0.0;0.0;30.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10483.0;0.0;0.0;0.0;0.0;0.0;0.0;10483.0;10461.0;0.0;0.0;0.0;22.0;0.0;184.0;0.0;0.0;184.0;0.0;0.0;14421.0;985.0;13436.0;13436.0;13436.0;0.0;13436.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;20.0;-9.0;0.0;0.0;0.0;0.0
547;Wett. soc. verzek.inst. (geconsolideerd);2009 4e kwartaal;25214.0;0.0;1297.0;128.0;2.0;1167.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-506.0;0.0;-506.0;68.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19922.0;19922.0;19902.0;19902.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4433.0;0.0;0.0;4433.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27579.0;0.0;815.0;459.0;343.0;116.0;2.0;0.0;2.0;0.0;0.0;0.0;31.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10836.0;0.0;0.0;0.0;0.0;0.0;0.0;10836.0;10816.0;0.0;0.0;0.0;20.0;0.0;219.0;0.0;0.0;219.0;0.0;0.0;15205.0;1167.0;14038.0;14038.0;14038.0;0.0;14038.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;12.0;21.0;-9.0;0.0;0.0;0.0;0.0
548;Wett. soc. verzek.inst. (geconsolideerd);2009;99465.0;0.0;4687.0;490.0;2.0;4195.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2087.0;0.0;-2087.0;391.0;391.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79271.0;79271.0;79188.0;79188.0;0.0;0.0;83.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17203.0;0.0;0.0;17203.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107983.0;0.0;2907.0;1693.0;1268.0;425.0;5.0;0.0;5.0;0.0;0.0;0.0;126.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43866.0;0.0;0.0;0.0;0.0;0.0;0.0;43866.0;43783.0;0.0;0.0;0.0;83.0;0.0;808.0;0.0;0.0;808.0;0.0;0.0;58531.0;4195.0;54336.0;54336.0;54336.0;0.0;54336.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;47.0;82.0;-35.0;0.0;0.0;0.0;0.0
549;Wett. soc. verzek.inst. (geconsolideerd);2010 1e kwartaal;27758.0;0.0;1073.0;115.0;1.0;957.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-532.0;0.0;-532.0;38.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22507.0;22507.0;22491.0;22491.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4672.0;0.0;0.0;4668.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26954.0;0.0;670.0;383.0;291.0;92.0;1.0;0.0;1.0;0.0;0.0;0.0;25.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10861.0;0.0;0.0;0.0;0.0;0.0;0.0;10861.0;10845.0;0.0;0.0;0.0;16.0;0.0;213.0;0.0;0.0;213.0;0.0;0.0;14795.0;957.0;13838.0;13838.0;13838.0;0.0;13838.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;19.0;-13.0;0.0;0.0;0.0;0.0
550;Wett. soc. verzek.inst. (geconsolideerd);2010 2e kwartaal;24932.0;0.0;1194.0;109.0;1.0;1084.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-562.0;0.0;-562.0;42.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19580.0;19580.0;19555.0;19555.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4678.0;0.0;0.0;4674.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29907.0;0.0;678.0;496.0;380.0;116.0;1.0;0.0;1.0;0.0;0.0;0.0;25.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13355.0;0.0;0.0;0.0;0.0;0.0;0.0;13355.0;13330.0;0.0;0.0;0.0;25.0;0.0;252.0;0.0;0.0;252.0;0.0;0.0;15094.0;1084.0;14010.0;14010.0;14010.0;0.0;14010.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;19.0;-13.0;0.0;0.0;0.0;0.0
551;Wett. soc. verzek.inst. (geconsolideerd);2010 3e kwartaal;25030.0;0.0;1067.0;108.0;1.0;958.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-462.0;0.0;-462.0;47.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19712.0;19712.0;19691.0;19691.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4666.0;0.0;0.0;4661.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27060.0;0.0;664.0;383.0;294.0;89.0;1.0;0.0;1.0;0.0;0.0;0.0;37.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10849.0;0.0;0.0;0.0;0.0;0.0;0.0;10849.0;10828.0;0.0;0.0;0.0;21.0;0.0;216.0;0.0;0.0;216.0;0.0;0.0;14904.0;958.0;13946.0;13946.0;13946.0;0.0;13946.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;19.0;-13.0;0.0;0.0;0.0;0.0
552;Wett. soc. verzek.inst. (geconsolideerd);2010 4e kwartaal;32723.0;0.0;1281.0;121.0;0.0;1160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-419.0;0.0;-419.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21391.0;21391.0;21372.0;21372.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4677.0;0.0;0.0;4672.0;5.0;0.0;0.0;5774.0;0.0;5774.0;0.0;5774.0;28223.0;0.0;783.0;477.0;363.0;114.0;2.0;0.0;2.0;0.0;0.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10895.0;0.0;0.0;0.0;0.0;0.0;0.0;10895.0;10876.0;0.0;0.0;0.0;19.0;0.0;266.0;0.0;0.0;266.0;0.0;0.0;15780.0;1160.0;14620.0;14620.0;14620.0;0.0;14620.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;19.0;-12.0;0.0;0.0;0.0;0.0
