ID;Sectoren;Perioden;TotaalMiddelen_1;InvoerVanGoederenEnDiensten_2;TotaalProductie_3;Marktproductie_4;OutputVoorEigenFinaalGebruik_5;OverigeNietMarktproductie_6;SaldoVanProductgebBelastEnSubs_7;VerschilToegerekendeEnAfgedragenBTW_8;TotaalBeloningVanWerknemers_9;Lonen_10;SocialePremiesTLVWerkgevers_11;TotaalBelastingenProductieEnInvoer_12;TotaalBelastProdEnInvoerProductg_13;BelastingOverToegevoegdeWaardeBTW_14;BelastingOpInvoerExclBTW_15;OverigeProductgebondenBelastingen_16;BelastOpProdEnInvoerNietProductg_17;TotaalSubsidies_18;SubsidiesProductgebonden_19;SubsidiesNietProductgebonden_20;TotaalInkomenUitVermogen_21;Rente_22;TotaalWinstuitkeringen_23;Dividenden_24;InkomenOnttrokkenAanQuasiVennootsch_25;IngehoudenWinstenOpDirBuitenlInv_26;InkUitVermToegerAanPolishouders_27;InkomenUitGrondEnMineraleReserves_28;TotaalBelastingenInkomenEnVermogen_29;BelastingenOpInkomen_30;BelastingenOpVermogen_31;TotaalSocialePremiesEnUitkeringen_32;TotaalSocialePremies_33;TotaalWerkelijkeSocialePremies_34;PremiesWettelijkeSocialeVerzekering_35;Pensioenpremies_36;OverigeParticuliereSocialePremies_37;ToegerekendeSocialePremies_38;TotaalSocialeUitkeringenInGeld_39;UitkeringenWettelSocialeVerzekering_40;TotPartUitkSocVerzFondsvorm_41;Pensioenuitkeringen_42;OverigeParticuliereSocialeUitkeringen_43;UitkeringenRechtstreeksDoorWerkgevers_44;UitkeringenSocialeVoorzieningInGeld_45;TotaalOverigeInkomensoverdrachten_46;Schadeverzekeringspremies_47;Schadeverzekeringsuitkeringen_48;InkomensoverdrachtenBinnenDeOverheid_49;InkOverdrIvmInternatSamenwerking_50;OverigeInkomensoverdrachtenNEG_51;CorrectiePensioenvoorziening_52;TotaalKapitaaloverdrachten_53;Vermogensheffingen_54;TotaalKapOverdrExclVermogensheff_55;Investeringsbijdragen_56;OverigeKapitaaloverdrachten_57;TotaalBestedingen_58;UitvoerVanGoederenEnDiensten_59;IntermediairVerbruik_60;TotaalBeloningVanWerknemers_61;Lonen_62;SocialePremiesTLVWerkgevers_63;TotaalBelastingenProductieEnInvoer_64;BelastOpProdEnInvoerProductg_65;BelastOpProdEnInvoerNietProductg_66;TotaalSubsidies_67;SubsidiesProductgebonden_68;SubsidiesNietProductgebonden_69;TotaalInkomenUitVermogen_70;Rente_71;TotaalWinstuitkeringen_72;Dividenden_73;InkomenOnttrokkenAanQuasiVennootsch_74;IngehoudenWinstenOpDirBuitenlInv_75;InkUitVermToegerAanPolishouders_76;InkomenUitGrondEnMineraleReserves_77;TotaalBelastingenInkomenEnVermogen_78;BelastingenOpInkomen_79;BelastingenOpVermogen_80;TotaalSocialePremiesEnUitkeringen_81;TotaalSocialePremies_82;TotaalWerkelijkeSocialePremies_83;PremiesWettelijkeSocialeVerzekering_84;Pensioenpremies_85;OverigeParticuliereSocialePremies_86;ToegerekendeSocialePremies_87;TotaalSocialeUitkeringenInGeld_88;UitkeringenWettelSocialeVerzekering_89;TotPartUitkSocVerzFondsvorm_90;Pensioenuitkeringen_91;OverigeParticuliereSocialeUitkeringen_92;UitkeringenRechtstreeksDoorWerkgevers_93;UitkeringenSocialeVoorziening_94;TotaalOverigeInkomensoverdrachten_95;Schadeverzekeringspremies_96;Schadeverzekeringsuitkeringen_97;InkomensoverdrachtenBinnenDeOverheid_98;InkOverdrIvmInternatSamenwerking_99;OverigeInkomensoverdrachtenNEG_100;TotaalConsumptieveBestedingen_101;CollectieveConsumptie_102;TotaalIndividueleConsumptie_103;TotaalSocialeOverdrachtenInNatura_104;TotaalSocialeUitkeringenInNatura_105;UitkeringenSocVoorzieningInNatura_106;WettUitkSocVerzekeringInNatura_107;SocOverdrIndividueleNietMarktprod_108;OverigeIndividueleConsumptieHuish_109;TotaalKapitaaloverdrachten_110;Vermogensheffingen_111;TotaalKapOverdrExclVermogensheff_112;Investeringsbijdragen_113;OverigeKapitaaloverdrachten_114;TotaalInvesteringen_115;TotaalInvesteringenVasteActivaBruto_116;Afschrijvingen_117;InvesteringenInVasteActivaNetto_118;TotVerandInVoorradenInclKostb_119;VeranderingenInVoorraden_120;SaldoAanEnVerkopenKostbaarheden_121;SaldoAVNietGeprodNietFinActiva_122
697;Lokale overheid;2006 1e kwartaal;32576.0;0.0;15091.0;2854.0;193.0;12044.0;0.0;0.0;0.0;0.0;0.0;1038.0;0.0;0.0;0.0;0.0;1038.0;-573.0;-451.0;-122.0;566.0;411.0;60.0;0.0;60.0;0.0;0.0;95.0;723.0;0.0;723.0;494.0;494.0;0.0;0.0;0.0;0.0;494.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14558.0;0.0;66.0;14408.0;0.0;84.0;0.0;679.0;0.0;679.0;581.0;98.0;32360.0;0.0;5550.0;7347.0;5515.0;1832.0;121.0;0.0;121.0;-110.0;0.0;-110.0;498.0;497.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1559.0;0.0;0.0;0.0;0.0;0.0;0.0;1559.0;0.0;0.0;0.0;0.0;494.0;1065.0;2002.0;66.0;0.0;1670.0;0.0;266.0;12590.0;5996.0;6594.0;6594.0;546.0;546.0;0.0;6048.0;0.0;545.0;0.0;545.0;493.0;52.0;2745.0;2738.0;2183.0;555.0;7.0;0.0;7.0;-487.0
698;Lokale overheid;2006 2e kwartaal;38234.0;0.0;17832.0;3313.0;200.0;14319.0;0.0;0.0;0.0;0.0;0.0;1039.0;0.0;0.0;0.0;0.0;1039.0;-580.0;-459.0;-121.0;1213.0;406.0;712.0;652.0;60.0;0.0;0.0;95.0;722.0;0.0;722.0;542.0;542.0;0.0;0.0;0.0;0.0;542.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16656.0;0.0;66.0;16499.0;0.0;91.0;0.0;810.0;0.0;810.0;713.0;97.0;37465.0;0.0;5925.0;9676.0;7279.0;2397.0;127.0;0.0;127.0;-109.0;0.0;-109.0;505.0;504.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1794.0;0.0;0.0;0.0;0.0;0.0;0.0;1794.0;0.0;0.0;0.0;0.0;542.0;1252.0;1991.0;66.0;0.0;1659.0;0.0;266.0;14842.0;7112.0;7730.0;7730.0;523.0;523.0;0.0;7207.0;0.0;543.0;0.0;543.0;490.0;53.0;2979.0;2973.0;2213.0;760.0;6.0;0.0;6.0;-808.0
699;Lokale overheid;2006 3e kwartaal;32865.0;0.0;15430.0;3008.0;197.0;12225.0;0.0;0.0;0.0;0.0;0.0;1037.0;0.0;0.0;0.0;0.0;1037.0;-582.0;-461.0;-121.0;886.0;400.0;388.0;328.0;60.0;0.0;0.0;98.0;720.0;0.0;720.0;448.0;448.0;0.0;0.0;0.0;0.0;448.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14240.0;0.0;66.0;14109.0;0.0;65.0;0.0;686.0;0.0;686.0;590.0;96.0;32909.0;0.0;5649.0;7585.0;5717.0;1868.0;119.0;0.0;119.0;-105.0;0.0;-105.0;499.0;498.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1487.0;0.0;0.0;0.0;0.0;0.0;0.0;1487.0;0.0;0.0;0.0;0.0;448.0;1039.0;1935.0;66.0;0.0;1604.0;0.0;265.0;12741.0;6016.0;6725.0;6725.0;516.0;516.0;0.0;6209.0;0.0;511.0;0.0;511.0;455.0;56.0;2860.0;2853.0;2182.0;671.0;7.0;0.0;7.0;-372.0
700;Lokale overheid;2006 4e kwartaal;35411.0;0.0;17175.0;3008.0;202.0;13965.0;0.0;0.0;0.0;0.0;0.0;1038.0;0.0;0.0;0.0;0.0;1038.0;-585.0;-467.0;-118.0;576.0;422.0;60.0;0.0;60.0;0.0;0.0;94.0;717.0;0.0;717.0;538.0;538.0;0.0;0.0;0.0;0.0;538.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14344.0;0.0;65.0;14191.0;0.0;88.0;0.0;1608.0;1.0;1607.0;1417.0;190.0;36608.0;0.0;6246.0;8655.0;6412.0;2243.0;119.0;0.0;119.0;-107.0;0.0;-107.0;529.0;529.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1613.0;0.0;0.0;0.0;0.0;0.0;0.0;1613.0;0.0;0.0;0.0;0.0;538.0;1075.0;1957.0;65.0;0.0;1627.0;0.0;265.0;14385.0;6963.0;7422.0;7422.0;420.0;420.0;0.0;7002.0;0.0;530.0;0.0;530.0;473.0;57.0;3395.0;3390.0;2262.0;1128.0;5.0;0.0;5.0;-714.0
701;Lokale overheid;2006;139086.0;0.0;65528.0;12183.0;792.0;52553.0;0.0;0.0;0.0;0.0;0.0;4152.0;0.0;0.0;0.0;0.0;4152.0;-2320.0;-1838.0;-482.0;3241.0;1639.0;1220.0;980.0;240.0;0.0;0.0;382.0;2882.0;0.0;2882.0;2022.0;2022.0;0.0;0.0;0.0;0.0;2022.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59798.0;0.0;263.0;59207.0;0.0;328.0;0.0;3783.0;1.0;3782.0;3301.0;481.0;139342.0;0.0;23370.0;33263.0;24923.0;8340.0;486.0;0.0;486.0;-431.0;0.0;-431.0;2031.0;2028.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;6453.0;0.0;0.0;0.0;0.0;0.0;0.0;6453.0;0.0;0.0;0.0;0.0;2022.0;4431.0;7885.0;263.0;0.0;6560.0;0.0;1062.0;54558.0;26087.0;28471.0;28471.0;2005.0;2005.0;0.0;26466.0;0.0;2129.0;0.0;2129.0;1911.0;218.0;11979.0;11954.0;8840.0;3114.0;25.0;0.0;25.0;-2381.0
702;Lokale overheid;2007 1e kwartaal;34857.0;0.0;15999.0;3146.0;190.0;12663.0;0.0;0.0;0.0;0.0;0.0;1083.0;0.0;0.0;0.0;0.0;1083.0;-605.0;-491.0;-114.0;592.0;431.0;62.0;0.0;62.0;0.0;0.0;99.0;760.0;0.0;760.0;568.0;568.0;0.0;0.0;0.0;0.0;568.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15633.0;0.0;67.0;15479.0;0.0;87.0;0.0;827.0;1.0;826.0;757.0;69.0;34505.0;0.0;5943.0;7708.0;5715.0;1993.0;119.0;0.0;119.0;-99.0;0.0;-99.0;515.0;515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1604.0;0.0;0.0;0.0;0.0;0.0;0.0;1604.0;0.0;0.0;0.0;0.0;568.0;1036.0;2082.0;67.0;0.0;1732.0;0.0;283.0;13455.0;6393.0;7062.0;7062.0;792.0;792.0;0.0;6270.0;0.0;612.0;0.0;612.0;537.0;75.0;3033.0;3032.0;2328.0;704.0;1.0;0.0;1.0;-467.0
703;Lokale overheid;2007 2e kwartaal;40252.0;0.0;18513.0;3126.0;213.0;15174.0;0.0;0.0;0.0;0.0;0.0;1073.0;0.0;0.0;0.0;0.0;1073.0;-632.0;-519.0;-113.0;1532.0;434.0;999.0;937.0;62.0;0.0;0.0;99.0;759.0;0.0;759.0;638.0;638.0;0.0;0.0;0.0;0.0;638.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17194.0;0.0;67.0;17017.0;1.0;109.0;0.0;1175.0;2.0;1173.0;1138.0;35.0;40138.0;0.0;6150.0;9970.0;7469.0;2501.0;128.0;0.0;128.0;-104.0;0.0;-104.0;539.0;538.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1877.0;0.0;0.0;0.0;0.0;0.0;0.0;1877.0;0.0;0.0;0.0;0.0;638.0;1239.0;2234.0;67.0;0.0;1890.0;0.0;277.0;15987.0;7555.0;8432.0;8432.0;813.0;813.0;0.0;7619.0;0.0;600.0;0.0;600.0;551.0;49.0;3232.0;3227.0;2369.0;858.0;5.0;0.0;5.0;-475.0
704;Lokale overheid;2007 3e kwartaal;35566.0;0.0;16307.0;3259.0;199.0;12849.0;0.0;0.0;0.0;0.0;0.0;1086.0;0.0;0.0;0.0;0.0;1086.0;-585.0;-473.0;-112.0;824.0;432.0;294.0;233.0;61.0;0.0;0.0;98.0;767.0;0.0;767.0;410.0;410.0;0.0;0.0;0.0;0.0;410.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15825.0;0.0;66.0;15690.0;0.0;69.0;0.0;932.0;1.0;931.0;817.0;114.0;34976.0;0.0;6097.0;7855.0;5916.0;1939.0;120.0;0.0;120.0;-104.0;0.0;-104.0;534.0;533.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1357.0;0.0;0.0;0.0;0.0;0.0;0.0;1357.0;0.0;0.0;0.0;0.0;410.0;947.0;2293.0;66.0;0.0;1953.0;0.0;274.0;13632.0;6451.0;7181.0;7181.0;783.0;783.0;0.0;6398.0;0.0;579.0;0.0;579.0;524.0;55.0;3054.0;3051.0;2339.0;712.0;3.0;0.0;3.0;-441.0
705;Lokale overheid;2007 4e kwartaal;37065.0;0.0;18184.0;3199.0;192.0;14793.0;0.0;0.0;0.0;0.0;0.0;1077.0;0.0;0.0;0.0;0.0;1077.0;-520.0;-410.0;-110.0;624.0;442.0;82.0;20.0;62.0;0.0;0.0;100.0;778.0;0.0;778.0;495.0;495.0;0.0;0.0;0.0;0.0;495.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15310.0;0.0;67.0;15131.0;0.0;112.0;0.0;1117.0;1.0;1116.0;861.0;255.0;39279.0;0.0;6604.0;9143.0;6816.0;2327.0;125.0;0.0;125.0;-107.0;0.0;-107.0;579.0;578.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1417.0;0.0;0.0;0.0;0.0;0.0;0.0;1417.0;0.0;0.0;0.0;0.0;495.0;922.0;2266.0;67.0;0.0;1928.0;0.0;271.0;15614.0;7196.0;8418.0;8418.0;821.0;821.0;0.0;7597.0;0.0;492.0;0.0;492.0;429.0;63.0;3610.0;3609.0;2419.0;1190.0;1.0;0.0;1.0;-464.0
706;Lokale overheid;2007;147740.0;0.0;69003.0;12730.0;794.0;55479.0;0.0;0.0;0.0;0.0;0.0;4319.0;0.0;0.0;0.0;0.0;4319.0;-2342.0;-1893.0;-449.0;3572.0;1739.0;1437.0;1190.0;247.0;0.0;0.0;396.0;3064.0;0.0;3064.0;2111.0;2111.0;0.0;0.0;0.0;0.0;2111.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63962.0;0.0;267.0;63317.0;1.0;377.0;0.0;4051.0;5.0;4046.0;3573.0;473.0;148898.0;0.0;24794.0;34676.0;25916.0;8760.0;492.0;0.0;492.0;-414.0;0.0;-414.0;2167.0;2164.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;6255.0;0.0;0.0;0.0;0.0;0.0;0.0;6255.0;0.0;0.0;0.0;0.0;2111.0;4144.0;8875.0;267.0;0.0;7503.0;0.0;1105.0;58688.0;27595.0;31093.0;31093.0;3209.0;3209.0;0.0;27884.0;0.0;2283.0;0.0;2283.0;2041.0;242.0;12929.0;12919.0;9455.0;3464.0;10.0;0.0;10.0;-1847.0
707;Lokale overheid;2008 1e kwartaal;36690.0;0.0;16711.0;3141.0;185.0;13385.0;0.0;0.0;0.0;0.0;0.0;1111.0;0.0;0.0;0.0;0.0;1111.0;-558.0;-454.0;-104.0;625.0;457.0;71.0;7.0;64.0;0.0;0.0;97.0;829.0;0.0;829.0;558.0;558.0;0.0;0.0;0.0;0.0;558.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16354.0;0.0;68.0;16183.0;0.0;103.0;0.0;1060.0;1.0;1059.0;1031.0;28.0;36987.0;0.0;6226.0;8013.0;5966.0;2047.0;131.0;0.0;131.0;-93.0;0.0;-93.0;587.0;586.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1521.0;0.0;0.0;0.0;0.0;0.0;0.0;1521.0;0.0;0.0;0.0;0.0;558.0;963.0;2484.0;68.0;0.0;2145.0;0.0;271.0;14256.0;6795.0;7461.0;7461.0;871.0;871.0;0.0;6590.0;0.0;656.0;0.0;656.0;588.0;68.0;3555.0;3550.0;2434.0;1116.0;5.0;0.0;5.0;-349.0
708;Lokale overheid;2008 2e kwartaal;43339.0;0.0;19440.0;3278.0;187.0;15975.0;0.0;0.0;0.0;0.0;0.0;1110.0;0.0;0.0;0.0;0.0;1110.0;-543.0;-436.0;-107.0;1960.0;495.0;1368.0;1304.0;64.0;0.0;0.0;97.0;849.0;0.0;849.0;478.0;478.0;0.0;0.0;0.0;0.0;478.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19038.0;0.0;69.0;18845.0;0.0;124.0;0.0;1007.0;0.0;1007.0;899.0;108.0;43083.0;0.0;6492.0;10375.0;7797.0;2578.0;138.0;0.0;138.0;-98.0;0.0;-98.0;648.0;647.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1599.0;0.0;0.0;0.0;0.0;0.0;0.0;1599.0;0.0;0.0;0.0;0.0;478.0;1121.0;3022.0;69.0;0.0;2681.0;0.0;272.0;16805.0;7946.0;8859.0;8859.0;830.0;830.0;0.0;8029.0;0.0;650.0;0.0;650.0;551.0;99.0;3646.0;3644.0;2533.0;1111.0;2.0;0.0;2.0;-194.0
709;Lokale overheid;2008 3e kwartaal;37997.0;0.0;17097.0;3249.0;186.0;13662.0;0.0;0.0;0.0;0.0;0.0;1092.0;0.0;0.0;0.0;0.0;1092.0;-523.0;-422.0;-101.0;537.0;363.0;77.0;13.0;64.0;0.0;0.0;97.0;858.0;0.0;858.0;473.0;473.0;0.0;0.0;0.0;0.0;473.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17323.0;0.0;69.0;17172.0;0.0;82.0;0.0;1140.0;0.0;1140.0;1088.0;52.0;37323.0;0.0;6459.0;8133.0;6128.0;2005.0;115.0;0.0;115.0;-97.0;0.0;-97.0;600.0;599.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1496.0;0.0;0.0;0.0;0.0;0.0;0.0;1496.0;0.0;0.0;0.0;0.0;473.0;1023.0;2852.0;69.0;0.0;2511.0;0.0;272.0;14511.0;6966.0;7545.0;7545.0;849.0;849.0;0.0;6696.0;0.0;718.0;0.0;718.0;624.0;94.0;3081.0;3078.0;2487.0;591.0;3.0;0.0;3.0;-545.0
710;Lokale overheid;2008 4e kwartaal;40184.0;0.0;19836.0;3344.0;198.0;16294.0;0.0;0.0;0.0;0.0;0.0;1160.0;0.0;0.0;0.0;0.0;1160.0;-680.0;-580.0;-100.0;514.0;268.0;147.0;92.0;55.0;0.0;0.0;99.0;732.0;0.0;732.0;459.0;459.0;0.0;0.0;0.0;0.0;459.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16806.0;0.0;69.0;16606.0;0.0;131.0;0.0;1357.0;0.0;1357.0;1199.0;158.0;43539.0;0.0;7381.0;9856.0;7344.0;2512.0;128.0;0.0;128.0;-118.0;0.0;-118.0;389.0;388.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1362.0;0.0;0.0;0.0;0.0;0.0;0.0;1362.0;0.0;0.0;0.0;0.0;459.0;903.0;3054.0;69.0;0.0;2680.0;0.0;305.0;17191.0;8159.0;9032.0;9032.0;897.0;897.0;0.0;8135.0;0.0;1011.0;0.0;1011.0;923.0;88.0;3492.0;3489.0;2589.0;900.0;3.0;0.0;3.0;-207.0
711;Lokale overheid;2008;158210.0;0.0;73084.0;13012.0;756.0;59316.0;0.0;0.0;0.0;0.0;0.0;4473.0;0.0;0.0;0.0;0.0;4473.0;-2304.0;-1892.0;-412.0;3636.0;1583.0;1663.0;1416.0;247.0;0.0;0.0;390.0;3268.0;0.0;3268.0;1968.0;1968.0;0.0;0.0;0.0;0.0;1968.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69521.0;0.0;275.0;68806.0;0.0;440.0;0.0;4564.0;1.0;4563.0;4217.0;346.0;160932.0;0.0;26558.0;36377.0;27235.0;9142.0;512.0;0.0;512.0;-406.0;0.0;-406.0;2224.0;2220.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;5978.0;0.0;0.0;0.0;0.0;0.0;0.0;5978.0;0.0;0.0;0.0;0.0;1968.0;4010.0;11412.0;275.0;0.0;10017.0;0.0;1120.0;62763.0;29866.0;32897.0;32897.0;3447.0;3447.0;0.0;29450.0;0.0;3035.0;0.0;3035.0;2686.0;349.0;13774.0;13761.0;10043.0;3718.0;13.0;0.0;13.0;-1295.0
712;Lokale overheid;2009 1e kwartaal;38691.0;0.0;17697.0;3345.0;187.0;14165.0;0.0;0.0;0.0;0.0;0.0;1169.0;0.0;0.0;0.0;0.0;1169.0;-582.0;-486.0;-96.0;507.0;303.0;104.0;42.0;62.0;0.0;0.0;100.0;852.0;0.0;852.0;616.0;616.0;0.0;0.0;0.0;0.0;616.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17545.0;0.0;68.0;17378.0;0.0;99.0;0.0;887.0;1.0;886.0;858.0;28.0;39200.0;0.0;6643.0;8443.0;6291.0;2152.0;135.0;0.0;135.0;-103.0;0.0;-103.0;451.0;450.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1548.0;0.0;0.0;0.0;0.0;0.0;0.0;1548.0;0.0;0.0;0.0;0.0;616.0;932.0;2649.0;68.0;0.0;2303.0;0.0;278.0;15105.0;7125.0;7980.0;7980.0;940.0;940.0;0.0;7040.0;0.0;520.0;0.0;520.0;473.0;47.0;3606.0;3611.0;2579.0;1032.0;-5.0;0.0;-5.0;203.0
713;Lokale overheid;2009 2e kwartaal;45629.0;0.0;20520.0;3288.0;192.0;17040.0;0.0;0.0;0.0;0.0;0.0;1179.0;0.0;0.0;0.0;0.0;1179.0;-576.0;-478.0;-98.0;1546.0;312.0;1134.0;1071.0;63.0;0.0;0.0;100.0;860.0;0.0;860.0;484.0;484.0;0.0;0.0;0.0;0.0;484.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20494.0;0.0;67.0;20307.0;0.0;120.0;0.0;1122.0;1.0;1121.0;1050.0;71.0;45650.0;0.0;6915.0;10911.0;8181.0;2730.0;140.0;0.0;140.0;-105.0;0.0;-105.0;552.0;551.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1651.0;0.0;0.0;0.0;0.0;0.0;0.0;1651.0;0.0;0.0;0.0;0.0;484.0;1167.0;3222.0;67.0;0.0;2858.0;0.0;297.0;17918.0;8515.0;9403.0;9403.0;878.0;878.0;0.0;8525.0;0.0;634.0;0.0;634.0;571.0;63.0;3758.0;3758.0;2659.0;1099.0;0.0;0.0;0.0;54.0
714;Lokale overheid;2009 3e kwartaal;41207.0;0.0;17969.0;3183.0;187.0;14599.0;0.0;0.0;0.0;0.0;0.0;1137.0;0.0;0.0;0.0;0.0;1137.0;-570.0;-472.0;-98.0;637.0;381.0;159.0;96.0;63.0;0.0;0.0;97.0;857.0;0.0;857.0;480.0;480.0;0.0;0.0;0.0;0.0;480.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18138.0;0.0;67.0;17999.0;0.0;72.0;0.0;2559.0;1.0;2558.0;1035.0;1523.0;41698.0;0.0;6810.0;8541.0;6433.0;2108.0;117.0;0.0;117.0;-105.0;0.0;-105.0;464.0;463.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1581.0;0.0;0.0;0.0;0.0;0.0;0.0;1581.0;0.0;0.0;0.0;0.0;480.0;1101.0;3136.0;67.0;0.0;2770.0;0.0;299.0;15789.0;7480.0;8309.0;8309.0;1190.0;1190.0;0.0;7119.0;0.0;1185.0;0.0;1185.0;691.0;494.0;3559.0;3554.0;2606.0;948.0;5.0;0.0;5.0;621.0
715;Lokale overheid;2009 4e kwartaal;42858.0;0.0;20753.0;3314.0;202.0;17237.0;0.0;0.0;0.0;0.0;0.0;1243.0;0.0;0.0;0.0;0.0;1243.0;-566.0;-467.0;-99.0;513.0;251.0;161.0;98.0;63.0;0.0;0.0;101.0;846.0;0.0;846.0;474.0;474.0;0.0;0.0;0.0;0.0;474.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18210.0;0.0;68.0;18013.0;0.0;129.0;0.0;1385.0;1.0;1384.0;1342.0;42.0;45512.0;0.0;7621.0;10404.0;7767.0;2637.0;130.0;0.0;130.0;-105.0;0.0;-105.0;365.0;364.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1530.0;0.0;0.0;0.0;0.0;0.0;0.0;1530.0;0.0;0.0;0.0;0.0;474.0;1056.0;3221.0;68.0;0.0;2873.0;0.0;280.0;18176.0;8765.0;9411.0;9411.0;939.0;939.0;0.0;8472.0;0.0;954.0;0.0;954.0;920.0;34.0;3679.0;3666.0;2703.0;963.0;13.0;0.0;13.0;-463.0
716;Lokale overheid;2009;168385.0;0.0;76939.0;13130.0;768.0;63041.0;0.0;0.0;0.0;0.0;0.0;4728.0;0.0;0.0;0.0;0.0;4728.0;-2294.0;-1903.0;-391.0;3203.0;1247.0;1558.0;1307.0;251.0;0.0;0.0;398.0;3415.0;0.0;3415.0;2054.0;2054.0;0.0;0.0;0.0;0.0;2054.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74387.0;0.0;270.0;73697.0;0.0;420.0;0.0;5953.0;4.0;5949.0;4285.0;1664.0;172060.0;0.0;27989.0;38299.0;28672.0;9627.0;522.0;0.0;522.0;-418.0;0.0;-418.0;1832.0;1828.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;6310.0;0.0;0.0;0.0;0.0;0.0;0.0;6310.0;0.0;0.0;0.0;0.0;2054.0;4256.0;12228.0;270.0;0.0;10804.0;0.0;1154.0;66988.0;31885.0;35103.0;35103.0;3947.0;3947.0;0.0;31156.0;0.0;3293.0;0.0;3293.0;2655.0;638.0;14602.0;14589.0;10547.0;4042.0;13.0;0.0;13.0;415.0
717;Lokale overheid;2010 1e kwartaal;40458.0;0.0;18038.0;3282.0;190.0;14566.0;0.0;0.0;0.0;0.0;0.0;1196.0;0.0;0.0;0.0;0.0;1196.0;-578.0;-484.0;-94.0;532.0;345.0;85.0;20.0;65.0;0.0;0.0;102.0;894.0;0.0;894.0;588.0;588.0;0.0;0.0;0.0;0.0;588.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18812.0;0.0;68.0;18614.0;0.0;130.0;0.0;976.0;0.0;976.0;954.0;22.0;39849.0;0.0;6683.0;8663.0;6451.0;2212.0;136.0;0.0;136.0;-102.0;0.0;-102.0;416.0;414.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1624.0;0.0;0.0;0.0;0.0;0.0;0.0;1624.0;0.0;0.0;0.0;0.0;588.0;1036.0;2890.0;68.0;0.0;2517.0;0.0;305.0;15590.0;7408.0;8182.0;8182.0;1024.0;1024.0;0.0;7158.0;0.0;691.0;0.0;691.0;611.0;80.0;3324.0;3310.0;2658.0;652.0;14.0;0.0;14.0;-66.0
