ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Waarde_3;CumulatieveWaarde_4
341;62-63 IT- en informatiedienstverlening;2011 2e kwartaal;131.0;132.0;3.5;2.5
342;62-63 IT- en informatiedienstverlening;2011 3e kwartaal;130.0;134.0;6.2;3.7
343;62-63 IT- en informatiedienstverlening;2011 4e kwartaal;145.0;134.0;2.2;3.3
344;62-63 IT- en informatiedienstverlening;2011;134.0;134.0;3.3;3.3
345;62-63 IT- en informatiedienstverlening;2012 1e kwartaal;132.0;134.0;0.3;0.3
346;62-63 IT- en informatiedienstverlening;2012 2e kwartaal;130.0;134.0;-1.3;-0.5
347;62-63 IT- en informatiedienstverlening;2012 3e kwartaal;126.0;133.0;-2.7;-1.2
348;62-63 IT- en informatiedienstverlening;2012 4e kwartaal;134.0;131.0;-7.2;-2.8
349;62-63 IT- en informatiedienstverlening;2012;131.0;131.0;-2.8;-2.8
350;62 IT-dienstverlening;2003 1e kwartaal;;;;
351;62 IT-dienstverlening;2003 2e kwartaal;;;;
352;62 IT-dienstverlening;2003 3e kwartaal;;;;
353;62 IT-dienstverlening;2003 4e kwartaal;;;;
354;62 IT-dienstverlening;2003;;;;
355;62 IT-dienstverlening;2004 1e kwartaal;;;;
356;62 IT-dienstverlening;2004 2e kwartaal;;;;
357;62 IT-dienstverlening;2004 3e kwartaal;;;;
358;62 IT-dienstverlening;2004 4e kwartaal;;;;
359;62 IT-dienstverlening;2004;;;;
360;62 IT-dienstverlening;2005 1e kwartaal;95.0;;;
361;62 IT-dienstverlening;2005 2e kwartaal;97.0;;;
362;62 IT-dienstverlening;2005 3e kwartaal;94.0;;;
363;62 IT-dienstverlening;2005 4e kwartaal;113.0;100.0;;
364;62 IT-dienstverlening;2005;100.0;100.0;;
365;62 IT-dienstverlening;2006 1e kwartaal;107.0;103.0;12.0;12.0
366;62 IT-dienstverlening;2006 2e kwartaal;107.0;105.0;9.9;11.0
367;62 IT-dienstverlening;2006 3e kwartaal;105.0;108.0;11.0;11.0
368;62 IT-dienstverlening;2006 4e kwartaal;127.0;111.0;12.4;11.4
369;62 IT-dienstverlening;2006;111.0;111.0;11.4;11.4
370;62 IT-dienstverlening;2007 1e kwartaal;120.0;115.0;12.5;12.5
371;62 IT-dienstverlening;2007 2e kwartaal;121.0;118.0;13.0;12.8
372;62 IT-dienstverlening;2007 3e kwartaal;119.0;122.0;13.6;13.0
373;62 IT-dienstverlening;2007 4e kwartaal;138.0;124.0;8.4;11.7
374;62 IT-dienstverlening;2007;124.0;124.0;11.7;11.7
375;62 IT-dienstverlening;2008 1e kwartaal;128.0;126.0;6.4;6.4
376;62 IT-dienstverlening;2008 2e kwartaal;132.0;129.0;8.9;7.7
377;62 IT-dienstverlening;2008 3e kwartaal;128.0;131.0;7.8;7.7
378;62 IT-dienstverlening;2008 4e kwartaal;144.0;133.0;4.7;6.9
379;62 IT-dienstverlening;2008;133.0;133.0;6.9;6.9
380;62 IT-dienstverlening;2009 1e kwartaal;134.0;135.0;5.3;5.3
381;62 IT-dienstverlening;2009 2e kwartaal;131.0;135.0;-0.4;2.4
382;62 IT-dienstverlening;2009 3e kwartaal;120.0;133.0;-6.0;-0.4
383;62 IT-dienstverlening;2009 4e kwartaal;138.0;131.0;-4.2;-1.4
384;62 IT-dienstverlening;2009;131.0;131.0;-1.4;-1.4
385;62 IT-dienstverlening;2010 1e kwartaal;130.0;130.0;-3.5;-3.5
386;62 IT-dienstverlening;2010 2e kwartaal;127.0;129.0;-3.2;-3.3
387;62 IT-dienstverlening;2010 3e kwartaal;122.0;129.0;1.3;-1.9
388;62 IT-dienstverlening;2010 4e kwartaal;142.0;130.0;2.9;-0.6
389;62 IT-dienstverlening;2010;130.0;130.0;-0.6;-0.6
390;62 IT-dienstverlening;2011 1e kwartaal;132.0;131.0;1.4;1.4
391;62 IT-dienstverlening;2011 2e kwartaal;131.0;132.0;3.4;2.4
392;62 IT-dienstverlening;2011 3e kwartaal;130.0;134.0;6.6;3.7
393;62 IT-dienstverlening;2011 4e kwartaal;145.0;134.0;1.9;3.2
394;62 IT-dienstverlening;2011;134.0;134.0;3.2;3.2
395;62 IT-dienstverlening;2012 1e kwartaal;132.0;134.0;-0.1;-0.1
396;62 IT-dienstverlening;2012 2e kwartaal;129.0;134.0;-1.8;-0.9
397;62 IT-dienstverlening;2012 3e kwartaal;126.0;133.0;-3.0;-1.6
398;62 IT-dienstverlening;2012 4e kwartaal;134.0;130.0;-7.6;-3.2
399;62 IT-dienstverlening;2012;130.0;130.0;-3.2;-3.2
400;6201 Software-ontwikkeling;2003 1e kwartaal;;;;
401;6201 Software-ontwikkeling;2003 2e kwartaal;;;;
402;6201 Software-ontwikkeling;2003 3e kwartaal;;;;
403;6201 Software-ontwikkeling;2003 4e kwartaal;;;;
404;6201 Software-ontwikkeling;2003;;;;
405;6201 Software-ontwikkeling;2004 1e kwartaal;;;;
406;6201 Software-ontwikkeling;2004 2e kwartaal;;;;
407;6201 Software-ontwikkeling;2004 3e kwartaal;;;;
408;6201 Software-ontwikkeling;2004 4e kwartaal;;;;
409;6201 Software-ontwikkeling;2004;;;;
410;6201 Software-ontwikkeling;2005 1e kwartaal;97.0;;;
411;6201 Software-ontwikkeling;2005 2e kwartaal;97.0;;;
412;6201 Software-ontwikkeling;2005 3e kwartaal;94.0;;;
413;6201 Software-ontwikkeling;2005 4e kwartaal;112.0;100.0;;
414;6201 Software-ontwikkeling;2005;100.0;100.0;;
415;6201 Software-ontwikkeling;2006 1e kwartaal;104.0;102.0;7.3;7.3
416;6201 Software-ontwikkeling;2006 2e kwartaal;104.0;103.0;6.4;6.8
417;6201 Software-ontwikkeling;2006 3e kwartaal;99.0;105.0;5.2;6.3
418;6201 Software-ontwikkeling;2006 4e kwartaal;122.0;107.0;9.1;7.1
419;6201 Software-ontwikkeling;2006;107.0;107.0;7.1;7.1
420;6201 Software-ontwikkeling;2007 1e kwartaal;112.0;109.0;7.9;7.9
421;6201 Software-ontwikkeling;2007 2e kwartaal;115.0;112.0;11.5;9.7
422;6201 Software-ontwikkeling;2007 3e kwartaal;113.0;116.0;13.7;11.0
423;6201 Software-ontwikkeling;2007 4e kwartaal;131.0;118.0;7.3;10.0
424;6201 Software-ontwikkeling;2007;118.0;118.0;10.0;10.0
425;6201 Software-ontwikkeling;2008 1e kwartaal;123.0;120.0;9.8;9.8
426;6201 Software-ontwikkeling;2008 2e kwartaal;128.0;124.0;11.2;10.5
427;6201 Software-ontwikkeling;2008 3e kwartaal;121.0;126.0;7.4;9.5
428;6201 Software-ontwikkeling;2008 4e kwartaal;136.0;127.0;3.5;7.8
429;6201 Software-ontwikkeling;2008;127.0;127.0;7.8;7.8
430;6201 Software-ontwikkeling;2009 1e kwartaal;123.0;127.0;0.0;0.0
431;6201 Software-ontwikkeling;2009 2e kwartaal;121.0;125.0;-5.8;-3.0
432;6201 Software-ontwikkeling;2009 3e kwartaal;109.0;122.0;-9.9;-5.2
433;6201 Software-ontwikkeling;2009 4e kwartaal;129.0;120.0;-5.0;-5.2
434;6201 Software-ontwikkeling;2009;120.0;120.0;-5.2;-5.2
435;6201 Software-ontwikkeling;2010 1e kwartaal;120.0;120.0;-2.1;-2.1
436;6201 Software-ontwikkeling;2010 2e kwartaal;120.0;120.0;-0.3;-1.2
437;6201 Software-ontwikkeling;2010 3e kwartaal;114.0;121.0;4.3;0.5
438;6201 Software-ontwikkeling;2010 4e kwartaal;133.0;122.0;3.3;1.2
439;6201 Software-ontwikkeling;2010;122.0;122.0;1.2;1.2
440;6201 Software-ontwikkeling;2011 1e kwartaal;120.0;122.0;0.3;0.3
441;6201 Software-ontwikkeling;2011 2e kwartaal;121.0;122.0;0.1;0.2
442;6201 Software-ontwikkeling;2011 3e kwartaal;120.0;124.0;5.5;1.9
443;6201 Software-ontwikkeling;2011 4e kwartaal;134.0;124.0;0.9;1.6
444;6201 Software-ontwikkeling;2011;124.0;124.0;1.6;1.6
445;6201 Software-ontwikkeling;2012 1e kwartaal;;;;
446;6201 Software-ontwikkeling;2012 2e kwartaal;;;;
447;6201 Software-ontwikkeling;2012 3e kwartaal;;;;
448;6201 Software-ontwikkeling;2012 4e kwartaal;;;;
449;6201 Software-ontwikkeling;2012;;;;
450;63 Diensten op het gebied van informatie;2003 1e kwartaal;;;;
451;63 Diensten op het gebied van informatie;2003 2e kwartaal;;;;
452;63 Diensten op het gebied van informatie;2003 3e kwartaal;;;;
453;63 Diensten op het gebied van informatie;2003 4e kwartaal;;;;
454;63 Diensten op het gebied van informatie;2003;;;;
455;63 Diensten op het gebied van informatie;2004 1e kwartaal;;;;
456;63 Diensten op het gebied van informatie;2004 2e kwartaal;;;;
457;63 Diensten op het gebied van informatie;2004 3e kwartaal;;;;
458;63 Diensten op het gebied van informatie;2004 4e kwartaal;;;;
459;63 Diensten op het gebied van informatie;2004;;;;
460;63 Diensten op het gebied van informatie;2005 1e kwartaal;95.0;;;
461;63 Diensten op het gebied van informatie;2005 2e kwartaal;97.0;;;
462;63 Diensten op het gebied van informatie;2005 3e kwartaal;94.0;;;
463;63 Diensten op het gebied van informatie;2005 4e kwartaal;113.0;100.0;;
464;63 Diensten op het gebied van informatie;2005;100.0;100.0;;
465;63 Diensten op het gebied van informatie;2006 1e kwartaal;107.0;103.0;12.0;12.0
466;63 Diensten op het gebied van informatie;2006 2e kwartaal;107.0;105.0;9.9;11.0
467;63 Diensten op het gebied van informatie;2006 3e kwartaal;105.0;108.0;11.0;11.0
468;63 Diensten op het gebied van informatie;2006 4e kwartaal;127.0;111.0;12.4;11.4
469;63 Diensten op het gebied van informatie;2006;111.0;111.0;11.4;11.4
470;63 Diensten op het gebied van informatie;2007 1e kwartaal;120.0;115.0;12.5;12.5
471;63 Diensten op het gebied van informatie;2007 2e kwartaal;121.0;118.0;13.0;12.8
472;63 Diensten op het gebied van informatie;2007 3e kwartaal;119.0;122.0;13.6;13.0
473;63 Diensten op het gebied van informatie;2007 4e kwartaal;138.0;124.0;8.4;11.7
474;63 Diensten op het gebied van informatie;2007;124.0;124.0;11.7;11.7
475;63 Diensten op het gebied van informatie;2008 1e kwartaal;128.0;126.0;6.4;6.4
476;63 Diensten op het gebied van informatie;2008 2e kwartaal;132.0;129.0;8.9;7.7
477;63 Diensten op het gebied van informatie;2008 3e kwartaal;128.0;131.0;7.8;7.7
478;63 Diensten op het gebied van informatie;2008 4e kwartaal;144.0;133.0;4.7;6.9
479;63 Diensten op het gebied van informatie;2008;133.0;133.0;6.9;6.9
480;63 Diensten op het gebied van informatie;2009 1e kwartaal;133.0;134.0;4.2;4.2
481;63 Diensten op het gebied van informatie;2009 2e kwartaal;131.0;134.0;-0.7;1.7
482;63 Diensten op het gebied van informatie;2009 3e kwartaal;121.0;132.0;-5.7;-0.7
483;63 Diensten op het gebied van informatie;2009 4e kwartaal;139.0;131.0;-3.5;-1.5
484;63 Diensten op het gebied van informatie;2009;131.0;131.0;-1.5;-1.5
485;63 Diensten op het gebied van informatie;2010 1e kwartaal;124.0;129.0;-7.0;-7.0
486;63 Diensten op het gebied van informatie;2010 2e kwartaal;122.0;127.0;-6.6;-6.8
487;63 Diensten op het gebied van informatie;2010 3e kwartaal;124.0;127.0;2.7;-3.8
488;63 Diensten op het gebied van informatie;2010 4e kwartaal;138.0;127.0;-0.7;-3.0
489;63 Diensten op het gebied van informatie;2010;127.0;127.0;-3.0;-3.0
490;63 Diensten op het gebied van informatie;2011 1e kwartaal;131.0;129.0;5.4;5.4
491;63 Diensten op het gebied van informatie;2011 2e kwartaal;130.0;131.0;6.1;5.7
492;63 Diensten op het gebied van informatie;2011 3e kwartaal;125.0;131.0;0.4;3.9
493;63 Diensten op het gebied van informatie;2011 4e kwartaal;148.0;133.0;7.0;4.8
494;63 Diensten op het gebied van informatie;2011;133.0;133.0;4.8;4.8
495;63 Diensten op het gebied van informatie;2012 1e kwartaal;138.0;135.0;5.8;5.8
496;63 Diensten op het gebied van informatie;2012 2e kwartaal;139.0;137.0;7.2;6.5
497;63 Diensten op het gebied van informatie;2012 3e kwartaal;134.0;140.0;7.3;6.8
498;63 Diensten op het gebied van informatie;2012 4e kwartaal;147.0;139.0;-0.8;4.7
499;63 Diensten op het gebied van informatie;2012;139.0;139.0;4.7;4.7
