ID;BronTechniek;Perioden;GenormaliseerdeBrutoProductie_1;BrutoElektriciteitsproductie_2;NettoElektriciteitsproductie_3;GenormaliseerdeBrutoProductie_4;BrutoElektriciteitsproductie_5;NettoElektriciteitsproductie_6;OpgesteldeInstallatiesEindeVanJaar_7;OpgesteldElektrischVermogenEindeJaar_8
297;Bij- en meestoken biomassa in centrales;2007;1816.0;1816.0;1711.0;1.48;1.48;1.44;;
298;Bij- en meestoken biomassa in centrales;2008;2248.0;2248.0;2116.0;1.82;1.82;1.78;;
299;Bij- en meestoken biomassa in centrales;2009;2615.0;2615.0;2472.0;2.21;2.21;2.17;;
300;Bij- en meestoken biomassa in centrales;2010;3237.0;3237.0;3043.0;2.65;2.65;2.58;;
301;Bij- en meestoken biomassa in centrales;2011;3182.0;3182.0;2979.0;2.59;2.59;2.51;;
302;Bij- en meestoken biomassa in centrales;2012;2953.0;2953.0;2802.0;2.45;2.45;2.41;;
303;Bij- en meestoken biomassa in centrales;2013;1814.0;1814.0;1699.0;1.51;1.51;1.47;;
304;Bij- en meestoken biomassa in centrales;2014;933.0;933.0;867.0;0.79;0.79;0.76;;
305;Bij- en meestoken biomassa in centrales;2015;514.0;514.0;485.0;0.43;0.43;0.43;;
306;Bij- en meestoken biomassa in centrales;2016;442.0;442.0;419.0;0.37;0.37;0.36;;
307;Bij- en meestoken biomassa in centrales;2017;530.0;530.0;503.0;0.44;0.44;0.43;;
308;Bij- en meestoken biomassa in centrales;2018;654.0;654.0;608.0;0.54;0.54;0.51;;
309;Bij- en meestoken biomassa in centrales;2019;1865.0;1865.0;1730.0;1.53;1.53;1.46;;
310;Bij- en meestoken biomassa in centrales;2020;4762.0;4762.0;4407.0;3.94;3.95;3.76;;
311;Bij- en meestoken biomassa in centrales;2021 ;6770.0;6770.0;6311.0;5.53;5.53;5.34;;
312;Bij- en meestoken biomassa in centrales;2022;5541.0;5541.0;5155.0;4.72;4.72;4.56;;
313;Bij- en meestoken biomassa in centrales;2023;3775.0;3776.0;3518.0;3.26;3.26;3.14;;
314;Bij- en meestoken biomassa in centrales;2024 ;;3294.0;3093.0;;2.77;2.67;;
315;Biomassaketels bedrijven, WKK;1990;34.0;34.0;33.0;0.04;0.04;0.04;;
316;Biomassaketels bedrijven, WKK;1991;34.0;34.0;32.0;0.04;0.04;0.04;;
317;Biomassaketels bedrijven, WKK;1992;30.0;30.0;29.0;0.04;0.04;0.03;;
318;Biomassaketels bedrijven, WKK;1993;25.0;25.0;24.0;0.03;0.03;0.03;;
319;Biomassaketels bedrijven, WKK;1994;31.0;31.0;29.0;0.03;0.03;0.03;;
320;Biomassaketels bedrijven, WKK;1995;36.0;36.0;35.0;0.04;0.04;0.04;;
321;Biomassaketels bedrijven, WKK;1996;30.0;30.0;29.0;0.03;0.03;0.03;;
322;Biomassaketels bedrijven, WKK;1997;31.0;31.0;29.0;0.03;0.03;0.03;;
323;Biomassaketels bedrijven, WKK;1998;27.0;27.0;25.0;0.03;0.03;0.03;;
324;Biomassaketels bedrijven, WKK;1999;66.0;66.0;62.0;0.06;0.06;0.06;;
325;Biomassaketels bedrijven, WKK;2000;234.0;234.0;216.0;0.22;0.22;0.21;4.0;
326;Biomassaketels bedrijven, WKK;2001;239.0;239.0;221.0;0.22;0.22;0.21;5.0;
327;Biomassaketels bedrijven, WKK;2002;233.0;233.0;216.0;0.21;0.21;0.2;4.0;
328;Biomassaketels bedrijven, WKK;2003;223.0;223.0;205.0;0.2;0.2;0.19;5.0;
329;Biomassaketels bedrijven, WKK;2004;235.0;235.0;217.0;0.2;0.2;0.19;5.0;
330;Biomassaketels bedrijven, WKK;2005;253.0;253.0;235.0;0.21;0.21;0.21;5.0;
331;Biomassaketels bedrijven, WKK;2006;256.0;256.0;236.0;0.21;0.21;0.2;6.0;
332;Biomassaketels bedrijven, WKK;2007;279.0;279.0;254.0;0.23;0.23;0.21;13.0;
333;Biomassaketels bedrijven, WKK;2008;741.0;741.0;664.0;0.6;0.6;0.56;17.0;
334;Biomassaketels bedrijven, WKK;2009;1009.0;1009.0;895.0;0.85;0.85;0.79;17.0;
335;Biomassaketels bedrijven, WKK;2010;1015.0;1015.0;894.0;0.83;0.83;0.76;18.0;
336;Biomassaketels bedrijven, WKK;2011;794.0;806.0;705.0;0.65;0.66;0.59;18.0;
337;Biomassaketels bedrijven, WKK;2012;1007.0;1007.0;885.0;0.84;0.84;0.76;18.0;
338;Biomassaketels bedrijven, WKK;2013;1084.0;1084.0;961.0;0.9;0.9;0.83;20.0;
339;Biomassaketels bedrijven, WKK;2014;1166.0;1166.0;1021.0;0.99;0.99;0.9;18.0;
340;Biomassaketels bedrijven, WKK;2015;1388.0;1388.0;1219.0;1.16;1.16;1.07;19.0;
341;Biomassaketels bedrijven, WKK;2016;1465.0;1465.0;1281.0;1.22;1.22;1.11;18.0;
342;Biomassaketels bedrijven, WKK;2017;1242.0;1242.0;1050.0;1.03;1.03;0.9;19.0;
343;Biomassaketels bedrijven, WKK;2018;849.0;849.0;692.0;0.7;0.7;0.58;21.0;
344;Biomassaketels bedrijven, WKK;2019;972.0;972.0;814.0;0.8;0.8;0.69;;
345;Biomassaketels bedrijven, WKK;2020;1022.0;1022.0;870.0;0.85;0.85;0.74;;
346;Biomassaketels bedrijven, WKK;2021 ;580.0;1071.0;886.0;0.47;0.88;0.75;;
347;Biomassaketels bedrijven, WKK;2022;209.0;1214.0;1011.0;0.18;1.03;0.89;;
348;Biomassaketels bedrijven, WKK;2023;1030.0;1150.0;971.0;0.89;0.99;0.87;;
349;Biomassaketels bedrijven, WKK;2024 ;;1029.0;858.0;;0.86;0.74;;
350;Totaal biogas;1990;94.0;91.0;88.0;0.12;0.11;0.11;;19.0
351;Totaal biogas;1991;125.0;120.0;116.0;0.15;0.14;0.14;;21.0
352;Totaal biogas;1992;144.0;129.0;125.0;0.17;0.15;0.15;;22.0
353;Totaal biogas;1993;194.0;180.0;175.0;0.22;0.21;0.21;;35.0
354;Totaal biogas;1994;238.0;225.0;219.0;0.26;0.25;0.25;;45.0
355;Totaal biogas;1995;266.0;254.0;247.0;0.29;0.27;0.28;;51.0
356;Totaal biogas;1996;283.0;272.0;264.0;0.29;0.28;0.29;;55.0
357;Totaal biogas;1997;279.0;267.0;259.0;0.28;0.27;0.27;;52.0
358;Totaal biogas;1998;271.0;257.0;249.0;0.26;0.25;0.25;;54.0
359;Totaal biogas;1999;294.0;276.0;268.0;0.28;0.26;0.26;;56.0
360;Totaal biogas;2000;305.0;286.0;277.0;0.28;0.26;0.26;;59.0
361;Totaal biogas;2001;328.0;310.0;301.0;0.3;0.28;0.28;;61.0
362;Totaal biogas;2002;348.0;333.0;323.0;0.31;0.3;0.3;;66.0
363;Totaal biogas;2003;339.0;327.0;317.0;0.3;0.29;0.29;;65.0
364;Totaal biogas;2004;310.0;293.0;284.0;0.26;0.25;0.25;;59.0
365;Totaal biogas;2005;312.0;295.0;286.0;0.26;0.25;0.25;;68.0
366;Totaal biogas;2006;379.0;361.0;351.0;0.32;0.3;0.3;;89.0
367;Totaal biogas;2007;529.0;511.0;496.0;0.43;0.42;0.42;;124.0
368;Totaal biogas;2008;751.0;733.0;711.0;0.61;0.59;0.6;;167.0
369;Totaal biogas;2009;934.0;916.0;888.0;0.79;0.77;0.78;;186.0
370;Totaal biogas;2010;1044.0;1028.0;997.0;0.86;0.84;0.85;;200.0
371;Totaal biogas;2011;1045.0;1036.0;1005.0;0.85;0.84;0.85;;217.0
372;Totaal biogas;2012;1031.0;1009.0;979.0;0.86;0.84;0.84;;219.0
373;Totaal biogas;2013;1028.0;980.0;951.0;0.86;0.82;0.82;;230.0
374;Totaal biogas;2014;1077.0;1005.0;976.0;0.91;0.85;0.86;;237.0
375;Totaal biogas;2015;1130.0;1036.0;1005.0;0.95;0.87;0.88;;239.0
376;Totaal biogas;2016;1098.0;993.0;961.0;0.91;0.83;0.83;;221.0
377;Totaal biogas;2017;1053.0;923.0;896.0;0.87;0.76;0.77;;221.0
378;Totaal biogas;2018;1026.0;887.0;860.0;0.84;0.73;0.72;;229.0
379;Totaal biogas;2019;1092.0;895.0;865.0;0.89;0.73;0.73;;203.0
380;Totaal biogas;2020;1143.0;870.0;843.0;0.95;0.72;0.72;;205.0
381;Totaal biogas;2021 ;756.0;868.0;842.0;0.62;0.71;0.71;;180.0
382;Totaal biogas;2022;390.0;840.0;815.0;0.33;0.72;0.72;;179.0
383;Totaal biogas;2023;368.0;699.0;678.0;0.32;0.6;0.61;;184.0
384;Totaal biogas;2024 ;;691.0;670.0;;0.58;0.58;;
385;Biogas uit stortplaatsen;1990;19.0;17.0;16.0;0.02;0.02;0.02;;4.0
386;Biogas uit stortplaatsen;1991;34.0;29.0;28.0;0.04;0.03;0.03;;6.0
387;Biogas uit stortplaatsen;1992;47.0;32.0;31.0;0.06;0.04;0.04;;7.0
388;Biogas uit stortplaatsen;1993;92.0;78.0;76.0;0.11;0.09;0.09;;17.0
389;Biogas uit stortplaatsen;1994;136.0;124.0;120.0;0.15;0.14;0.14;;27.0
390;Biogas uit stortplaatsen;1995;153.0;142.0;138.0;0.17;0.15;0.15;;31.0
391;Biogas uit stortplaatsen;1996;171.0;160.0;155.0;0.18;0.17;0.17;;35.0
392;Biogas uit stortplaatsen;1997;157.0;145.0;141.0;0.16;0.15;0.15;;32.0
393;Biogas uit stortplaatsen;1998;163.0;149.0;145.0;0.16;0.14;0.15;;33.0
394;Biogas uit stortplaatsen;1999;171.0;153.0;149.0;0.16;0.15;0.15;;34.0
395;Biogas uit stortplaatsen;2000;177.0;158.0;153.0;0.16;0.15;0.15;;35.0
396;Biogas uit stortplaatsen;2001;182.0;165.0;160.0;0.16;0.15;0.15;;37.0
397;Biogas uit stortplaatsen;2002;197.0;181.0;176.0;0.18;0.16;0.16;;40.0
398;Biogas uit stortplaatsen;2003;183.0;171.0;166.0;0.16;0.15;0.15;;38.0
399;Biogas uit stortplaatsen;2004;155.0;138.0;134.0;0.13;0.12;0.12;;32.0
400;Biogas uit stortplaatsen;2005;148.0;131.0;127.0;0.13;0.11;0.11;;31.0
401;Biogas uit stortplaatsen;2006;144.0;127.0;123.0;0.12;0.11;0.11;;32.0
402;Biogas uit stortplaatsen;2007;132.0;114.0;111.0;0.11;0.09;0.09;;30.0
403;Biogas uit stortplaatsen;2008;126.0;109.0;106.0;0.1;0.09;0.09;;31.0
404;Biogas uit stortplaatsen;2009;118.0;100.0;97.0;0.1;0.08;0.08;;29.0
405;Biogas uit stortplaatsen;2010;109.0;93.0;90.0;0.09;0.08;0.08;;28.0
406;Biogas uit stortplaatsen;2011;87.0;82.0;79.0;0.07;0.07;0.07;;27.0
407;Biogas uit stortplaatsen;2012;74.0;68.0;66.0;0.06;0.06;0.06;;23.0
408;Biogas uit stortplaatsen;2013;60.0;55.0;53.0;0.05;0.05;0.05;;24.0
409;Biogas uit stortplaatsen;2014;55.0;46.0;46.0;0.05;0.04;0.04;;20.0
410;Biogas uit stortplaatsen;2015;50.0;43.0;42.0;0.04;0.04;0.04;;20.0
411;Biogas uit stortplaatsen;2016;40.0;34.0;33.0;0.03;0.03;0.03;;21.0
412;Biogas uit stortplaatsen;2017;36.0;30.0;29.0;0.03;0.02;0.02;;21.0
413;Biogas uit stortplaatsen;2018;29.0;23.0;21.0;0.02;0.02;0.02;;19.0
414;Biogas uit stortplaatsen;2019;28.0;21.0;17.0;0.02;0.02;0.01;;20.0
415;Biogas uit stortplaatsen;2020;21.0;14.0;12.0;0.02;0.01;0.01;;19.0
416;Biogas uit stortplaatsen;2021 ;19.0;13.0;13.0;0.02;0.01;0.01;;12.0
417;Biogas uit stortplaatsen;2022;20.0;14.0;13.0;0.02;0.01;0.01;;10.0
418;Biogas uit stortplaatsen;2023;22.0;16.0;16.0;0.02;0.01;0.01;;10.0
419;Biogas uit stortplaatsen;2024 ;;16.0;16.0;;0.01;0.01;;
420;Biogas rioolwaterzuiveringsinstallaties;1990;71.0;71.0;68.0;0.09;0.09;0.09;;14.0
421;Biogas rioolwaterzuiveringsinstallaties;1991;87.0;87.0;84.0;0.1;0.1;0.1;;13.0
422;Biogas rioolwaterzuiveringsinstallaties;1992;92.0;92.0;89.0;0.11;0.11;0.11;;13.0
423;Biogas rioolwaterzuiveringsinstallaties;1993;95.0;95.0;92.0;0.11;0.11;0.11;;16.0
424;Biogas rioolwaterzuiveringsinstallaties;1994;98.0;98.0;96.0;0.11;0.11;0.11;;17.0
425;Biogas rioolwaterzuiveringsinstallaties;1995;106.0;106.0;103.0;0.11;0.11;0.12;;17.0
426;Biogas rioolwaterzuiveringsinstallaties;1996;102.0;102.0;99.0;0.11;0.11;0.11;;17.0
427;Biogas rioolwaterzuiveringsinstallaties;1997;113.0;113.0;110.0;0.11;0.11;0.11;;17.0
428;Biogas rioolwaterzuiveringsinstallaties;1998;98.0;98.0;95.0;0.1;0.1;0.1;;18.0
429;Biogas rioolwaterzuiveringsinstallaties;1999;109.0;109.0;106.0;0.1;0.1;0.1;;19.0
430;Biogas rioolwaterzuiveringsinstallaties;2000;111.0;111.0;107.0;0.1;0.1;0.1;;19.0
431;Biogas rioolwaterzuiveringsinstallaties;2001;129.0;129.0;125.0;0.12;0.12;0.12;;20.0
432;Biogas rioolwaterzuiveringsinstallaties;2002;130.0;130.0;126.0;0.12;0.12;0.12;;20.0
433;Biogas rioolwaterzuiveringsinstallaties;2003;129.0;129.0;125.0;0.11;0.11;0.11;;20.0
434;Biogas rioolwaterzuiveringsinstallaties;2004;133.0;133.0;129.0;0.11;0.11;0.11;;22.0
435;Biogas rioolwaterzuiveringsinstallaties;2005;123.0;123.0;120.0;0.1;0.1;0.1;;23.0
436;Biogas rioolwaterzuiveringsinstallaties;2006;132.0;132.0;128.0;0.11;0.11;0.11;;28.0
437;Biogas rioolwaterzuiveringsinstallaties;2007;143.0;143.0;139.0;0.12;0.12;0.12;;34.0
438;Biogas rioolwaterzuiveringsinstallaties;2008;150.0;150.0;145.0;0.12;0.12;0.12;;34.0
439;Biogas rioolwaterzuiveringsinstallaties;2009;151.0;151.0;146.0;0.13;0.13;0.13;;34.0
440;Biogas rioolwaterzuiveringsinstallaties;2010;164.0;164.0;159.0;0.13;0.13;0.13;;36.0
441;Biogas rioolwaterzuiveringsinstallaties;2011;173.0;173.0;168.0;0.14;0.14;0.14;;37.0
442;Biogas rioolwaterzuiveringsinstallaties;2012;185.0;185.0;179.0;0.15;0.15;0.15;;40.0
443;Biogas rioolwaterzuiveringsinstallaties;2013;194.0;194.0;188.0;0.16;0.16;0.16;;41.0
444;Biogas rioolwaterzuiveringsinstallaties;2014;201.0;201.0;195.0;0.17;0.17;0.17;;44.0
445;Biogas rioolwaterzuiveringsinstallaties;2015;206.0;206.0;200.0;0.17;0.17;0.18;;43.0
446;Biogas rioolwaterzuiveringsinstallaties;2016;208.0;208.0;200.0;0.17;0.17;0.17;;38.0
447;Biogas rioolwaterzuiveringsinstallaties;2017;196.0;196.0;190.0;0.16;0.16;0.16;;38.0
448;Biogas rioolwaterzuiveringsinstallaties;2018;198.0;195.0;189.0;0.16;0.16;0.16;;44.0
449;Biogas rioolwaterzuiveringsinstallaties;2019;207.0;202.0;196.0;0.17;0.17;0.17;;41.0
450;Biogas rioolwaterzuiveringsinstallaties;2020;218.0;205.0;199.0;0.18;0.17;0.17;;42.0
451;Biogas rioolwaterzuiveringsinstallaties;2021 ;200.0;180.0;174.0;0.16;0.15;0.15;;39.0
452;Biogas rioolwaterzuiveringsinstallaties;2022;184.0;163.0;158.0;0.16;0.14;0.14;;41.0
453;Biogas rioolwaterzuiveringsinstallaties;2023;184.0;157.0;152.0;0.16;0.14;0.14;;41.0
454;Biogas rioolwaterzuiveringsinstallaties;2024 ;;157.0;152.0;;0.13;0.13;;
455;Biogas, co-vergisting van mest;1990;;;;;;;;
456;Biogas, co-vergisting van mest;1991;;;;;;;;
457;Biogas, co-vergisting van mest;1992;;;;;;;;
458;Biogas, co-vergisting van mest;1993;;;;;;;;
459;Biogas, co-vergisting van mest;1994;;;;;;;;
460;Biogas, co-vergisting van mest;1995;;;;;;;;
461;Biogas, co-vergisting van mest;1996;;;;;;;;
462;Biogas, co-vergisting van mest;1997;;;;;;;;
463;Biogas, co-vergisting van mest;1998;;;;;;;;
464;Biogas, co-vergisting van mest;1999;;;;;;;;
465;Biogas, co-vergisting van mest;2000;;;;;;;;
466;Biogas, co-vergisting van mest;2001;;;;;;;;
467;Biogas, co-vergisting van mest;2002;;;;;;;;
468;Biogas, co-vergisting van mest;2003;;;;;;;;
469;Biogas, co-vergisting van mest;2004;;;;;;;;
470;Biogas, co-vergisting van mest;2005;9.0;9.0;9.0;0.01;0.01;0.01;17.0;5.0
471;Biogas, co-vergisting van mest;2006;59.0;59.0;57.0;0.05;0.05;0.05;34.0;18.0
472;Biogas, co-vergisting van mest;2007;187.0;187.0;181.0;0.15;0.15;0.15;52.0;43.0
473;Biogas, co-vergisting van mest;2008;370.0;370.0;359.0;0.3;0.3;0.3;74.0;76.0
474;Biogas, co-vergisting van mest;2009;528.0;528.0;512.0;0.45;0.45;0.45;85.0;94.0
475;Biogas, co-vergisting van mest;2010;575.0;575.0;557.0;0.47;0.47;0.47;92.0;98.0
476;Biogas, co-vergisting van mest;2011;562.0;562.0;545.0;0.46;0.46;0.46;98.0;113.0
477;Biogas, co-vergisting van mest;2012;550.0;550.0;534.0;0.46;0.46;0.46;95.0;117.0
478;Biogas, co-vergisting van mest;2013;525.0;525.0;510.0;0.44;0.44;0.44;95.0;121.0
479;Biogas, co-vergisting van mest;2014;525.0;525.0;509.0;0.44;0.44;0.45;101.0;131.0
480;Biogas, co-vergisting van mest;2015;553.0;553.0;537.0;0.46;0.46;0.47;97.0;133.0
481;Biogas, co-vergisting van mest;2016;524.0;524.0;508.0;0.44;0.44;0.44;95.0;119.0
482;Biogas, co-vergisting van mest;2017;509.0;509.0;494.0;0.42;0.42;0.42;95.0;119.0
483;Biogas, co-vergisting van mest;2018;520.0;493.0;479.0;0.43;0.4;0.4;91.0;123.0
484;Biogas, co-vergisting van mest;2019;541.0;471.0;457.0;0.44;0.39;0.39;95.0;100.0
485;Biogas, co-vergisting van mest;2020;565.0;447.0;434.0;0.47;0.37;0.37;95.0;104.0
486;Biogas, co-vergisting van mest;2021 ;327.0;457.0;443.0;0.27;0.37;0.38;142.0;93.0
487;Biogas, co-vergisting van mest;2022;77.0;447.0;434.0;0.07;0.38;0.38;142.0;97.0
488;Biogas, co-vergisting van mest;2023;56.0;323.0;314.0;0.05;0.28;0.28;142.0;101.0
489;Biogas, co-vergisting van mest;2024 ;;323.0;314.0;;0.27;0.27;;
490;Overig biogas;1990;4.0;4.0;4.0;0.01;0.01;0.01;;1.0
491;Overig biogas;1991;4.0;4.0;4.0;0.0;0.0;0.0;;1.0
492;Overig biogas;1992;5.0;5.0;5.0;0.01;0.01;0.01;;1.0
493;Overig biogas;1993;7.0;7.0;7.0;0.01;0.01;0.01;;2.0
494;Overig biogas;1994;3.0;3.0;3.0;0.0;0.0;0.0;;1.0
495;Overig biogas;1995;7.0;7.0;7.0;0.01;0.01;0.01;;2.0
496;Overig biogas;1996;10.0;10.0;9.0;0.01;0.01;0.01;;2.0
497;Overig biogas;1997;8.0;8.0;8.0;0.01;0.01;0.01;;2.0
498;Overig biogas;1998;10.0;10.0;10.0;0.01;0.01;0.01;;2.0
499;Overig biogas;1999;14.0;14.0;13.0;0.01;0.01;0.01;;3.0
500;Overig biogas;2000;17.0;17.0;16.0;0.02;0.02;0.02;;4.0
501;Overig biogas;2001;17.0;17.0;16.0;0.01;0.01;0.02;;4.0
502;Overig biogas;2002;22.0;22.0;21.0;0.02;0.02;0.02;;5.0
503;Overig biogas;2003;28.0;28.0;27.0;0.02;0.02;0.02;;7.0
504;Overig biogas;2004;22.0;22.0;21.0;0.02;0.02;0.02;;6.0
505;Overig biogas;2005;32.0;32.0;31.0;0.03;0.03;0.03;;8.0
506;Overig biogas;2006;44.0;44.0;42.0;0.04;0.04;0.04;;11.0
507;Overig biogas;2007;67.0;67.0;65.0;0.05;0.05;0.05;;17.0
508;Overig biogas;2008;104.0;104.0;101.0;0.08;0.08;0.08;;26.0
509;Overig biogas;2009;137.0;137.0;133.0;0.12;0.12;0.12;;29.0
510;Overig biogas;2010;196.0;196.0;190.0;0.16;0.16;0.16;;38.0
511;Overig biogas;2011;223.0;219.0;212.0;0.18;0.18;0.18;;40.0
512;Overig biogas;2012;221.0;206.0;200.0;0.18;0.17;0.17;;40.0
513;Overig biogas;2013;248.0;206.0;200.0;0.21;0.17;0.17;;43.0
514;Overig biogas;2014;296.0;233.0;226.0;0.25;0.2;0.2;;43.0
515;Overig biogas;2015;320.0;233.0;226.0;0.27;0.2;0.2;;43.0
516;Overig biogas;2016;326.0;227.0;219.0;0.27;0.19;0.19;;43.0
517;Overig biogas;2017;312.0;189.0;183.0;0.26;0.16;0.16;;43.0
518;Overig biogas;2018;279.0;175.0;170.0;0.23;0.14;0.14;;41.0
519;Overig biogas;2019;317.0;201.0;195.0;0.26;0.16;0.16;;42.0
520;Overig biogas;2020;340.0;204.0;198.0;0.28;0.17;0.17;;40.0
521;Overig biogas;2021 ;209.0;218.0;212.0;0.17;0.18;0.18;;37.0
522;Overig biogas;2022;108.0;216.0;209.0;0.09;0.18;0.18;;31.0
523;Overig biogas;2023;106.0;203.0;197.0;0.09;0.18;0.18;;33.0
524;Overig biogas;2024 ;;195.0;189.0;;0.16;0.16;;
