ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
2007;Bodegraven-Reeuwijk;2018;10.7;8.7;1.1;56.3;0.3
2008;Bodegraven-Reeuwijk;1e halfjaar 2019;10.0;10.6;1.3;56.1;0.2
2009;Bodegraven-Reeuwijk;2e halfjaar 2019;10.5;9.5;1.3;47.9;
2010;Bodegraven-Reeuwijk;2019;12.1;9.3;1.4;53.4;0.2
2011;Bodegraven-Reeuwijk;1e halfjaar 2020;10.1;9.2;1.3;47.4;0.2
2012;Bodegraven-Reeuwijk;2e halfjaar 2020;9.9;10.1;1.2;44.4;
2013;Bodegraven-Reeuwijk;2020;12.1;8.8;1.3;44.6;0.2
2014;Boekel;1e kwartaal 2015;7.1;;0.7;;
2015;Boekel;1e halfjaar 2015;8.3;4.3;0.7;;
2016;Boekel;2e halfjaar 2015;8.3;;0.7;;
2017;Boekel;2015;10.8;;0.7;;
2018;Boekel;1e halfjaar 2016;7.7;;0.7;;
2019;Boekel;2e halfjaar 2016;7.9;;0.7;;
2020;Boekel;2016;9.4;;0.9;;
2021;Boekel;1e halfjaar 2017;8.0;5.6;0.7;;
2022;Boekel;2e halfjaar 2017;8.7;5.1;0.7;;
2023;Boekel;2017;9.8;4.5;0.7;;
2024;Boekel;1e halfjaar 2018;8.1;8.3;0.9;;
2025;Boekel;2e halfjaar 2018;8.4;5.3;0.9;;
2026;Boekel;2018;9.9;6.8;0.9;;
2027;Boekel;1e halfjaar 2019;7.7;5.8;0.9;;
2028;Boekel;2e halfjaar 2019;8.2;5.6;0.7;;
2029;Boekel;2019;9.8;4.7;0.9;;
2030;Boekel;1e halfjaar 2020;7.4;;0.5;;
2031;Boekel;2e halfjaar 2020;8.0;;0.7;;
2032;Boekel;2020;9.7;;0.7;;
2033;Ten Boer;1e kwartaal 2015;9.6;10.7;0.7;61.5;
2034;Ten Boer;1e halfjaar 2015;10.4;9.8;0.7;61.5;
2035;Ten Boer;2e halfjaar 2015;10.4;8.7;0.6;72.7;
2036;Ten Boer;2015;12.1;8.4;0.8;64.3;
2037;Ten Boer;1e halfjaar 2016;9.9;14.9;0.9;76.9;
2038;Ten Boer;2e halfjaar 2016;10.5;11.1;0.6;;
2039;Ten Boer;2016;11.7;12.5;0.9;76.9;
2040;Ten Boer;1e halfjaar 2017;11.8;12.8;0.6;100.0;1.0
2041;Ten Boer;2e halfjaar 2017;11.8;13.0;0.6;;1.0
2042;Ten Boer;2017;13.3;11.4;0.6;;1.0
2043;Ten Boer;1e halfjaar 2018;10.8;8.6;0.6;;
2044;Ten Boer;2e halfjaar 2018;10.8;8.7;0.6;;
2045;Ten Boer;2018;12.0;10.2;0.9;76.9;
2046;Ten Boer;1e halfjaar 2019;;;;;
2047;Ten Boer;2e halfjaar 2019;;;;;
2048;Ten Boer;2019;;;;;
2049;Ten Boer;1e halfjaar 2020;;;;;
2050;Ten Boer;2e halfjaar 2020;;;;;
2051;Ten Boer;2020;;;;;
2052;Borger-Odoorn;1e kwartaal 2015;8.9;7.1;1.2;31.0;0.3
2053;Borger-Odoorn;1e halfjaar 2015;9.9;7.1;1.2;31.6;0.3
2054;Borger-Odoorn;2e halfjaar 2015;11.1;8.5;1.2;41.4;0.2
2055;Borger-Odoorn;2015;11.9;8.0;1.2;40.0;0.3
2056;Borger-Odoorn;1e halfjaar 2016;10.6;10.9;1.4;55.6;
2057;Borger-Odoorn;2e halfjaar 2016;10.1;10.4;1.4;53.0;
2058;Borger-Odoorn;2016;11.6;10.9;1.5;58.0;0.3
2059;Borger-Odoorn;1e halfjaar 2017;10.7;12.2;1.4;62.5;
2060;Borger-Odoorn;2e halfjaar 2017;11.3;12.5;1.3;58.3;
2061;Borger-Odoorn;2017;12.0;11.7;1.4;53.0;0.3
2062;Borger-Odoorn;1e halfjaar 2018;11.8;14.1;1.5;60.6;
2063;Borger-Odoorn;2e halfjaar 2018;12.1;13.9;1.7;54.1;
2064;Borger-Odoorn;2018;13.6;13.1;1.8;57.0;
2065;Borger-Odoorn;1e halfjaar 2019;12.2;15.7;1.8;61.7;
2066;Borger-Odoorn;2e halfjaar 2019;11.7;14.4;1.9;52.9;0.3
2067;Borger-Odoorn;2019;13.4;14.3;2.0;59.8;0.3
2068;Borger-Odoorn;1e halfjaar 2020;10.9;14.5;2.2;53.2;
2069;Borger-Odoorn;2e halfjaar 2020;11.5;14.9;2.2;57.9;
2070;Borger-Odoorn;2020;12.8;15.1;2.3;60.0;
2071;Borne;1e kwartaal 2015;5.9;8.6;0.7;45.7;
2072;Borne;1e halfjaar 2015;6.7;8.5;0.8;46.2;
2073;Borne;2e halfjaar 2015;7.0;8.5;0.8;40.5;
2074;Borne;2015;8.0;8.2;1.0;39.6;
2075;Borne;1e halfjaar 2016;7.3;12.9;0.7;55.6;
2076;Borne;2e halfjaar 2016;7.6;12.3;0.8;51.3;
2077;Borne;2016;8.7;12.0;0.9;46.5;
2078;Borne;1e halfjaar 2017;7.4;12.3;0.9;45.5;
2079;Borne;2e halfjaar 2017;7.9;15.3;1.1;35.7;
2080;Borne;2017;8.9;13.7;1.2;40.3;
2081;Borne;1e halfjaar 2018;7.9;16.7;1.2;51.7;
2082;Borne;2e halfjaar 2018;8.6;15.4;1.1;61.4;0.3
2083;Borne;2018;9.2;15.4;1.3;53.0;0.3
2084;Borne;1e halfjaar 2019;8.2;17.4;1.3;63.5;0.3
2085;Borne;2e halfjaar 2019;8.6;15.4;1.2;50.0;0.3
2086;Borne;2019;9.5;15.9;1.3;61.5;0.3
2087;Borne;1e halfjaar 2020;8.3;12.2;1.1;37.0;0.3
2088;Borne;2e halfjaar 2020;9.2;11.0;1.1;46.3;
2089;Borne;2020;10.5;11.5;1.2;49.2;0.3
2090;Borsele;1e kwartaal 2015;6.7;15.5;0.8;55.0;0.3
2091;Borsele;1e halfjaar 2015;8.0;14.7;0.8;57.1;0.3
2092;Borsele;2e halfjaar 2015;8.3;15.3;0.7;63.9;
2093;Borsele;2015;9.7;14.3;0.9;60.0;0.3
2094;Borsele;1e halfjaar 2016;8.2;14.4;0.8;61.0;
2095;Borsele;2e halfjaar 2016;8.8;14.5;0.7;67.6;
2096;Borsele;2016;10.1;13.7;0.9;68.2;
2097;Borsele;1e halfjaar 2017;8.5;20.3;0.8;78.9;
2098;Borsele;2e halfjaar 2017;9.2;17.7;0.8;73.2;
2099;Borsele;2017;10.5;17.3;0.9;69.8;
2100;Borsele;1e halfjaar 2018;9.8;12.7;1.0;50.0;
2101;Borsele;2e halfjaar 2018;10.5;9.8;0.8;47.6;
2102;Borsele;2018;11.4;10.8;1.0;49.0;
2103;Borsele;1e halfjaar 2019;10.7;11.7;1.0;50.0;
2104;Borsele;2e halfjaar 2019;11.3;11.9;0.8;59.5;
2105;Borsele;2019;13.1;10.4;1.1;56.6;
2106;Borsele;1e halfjaar 2020;11.3;10.3;1.0;56.8;
2107;Borsele;2e halfjaar 2020;10.7;10.9;0.8;62.5;
2108;Borsele;2020;12.9;9.9;1.1;52.1;
2109;Boxmeer;1e kwartaal 2015;8.9;7.8;0.9;43.8;0.3
2110;Boxmeer;1e halfjaar 2015;10.3;7.1;0.9;40.4;0.4
2111;Boxmeer;2e halfjaar 2015;10.4;7.5;0.8;39.1;0.4
2112;Boxmeer;2015;12.2;7.6;1.0;41.1;0.4
2113;Boxmeer;1e halfjaar 2016;9.9;7.4;0.7;25.6;0.4
2114;Boxmeer;2e halfjaar 2016;9.8;6.5;0.9;20.8;0.3
2115;Boxmeer;2016;11.6;6.3;1.0;18.9;0.4
2116;Boxmeer;1e halfjaar 2017;10.3;8.9;1.0;26.3;
2117;Boxmeer;2e halfjaar 2017;10.6;9.5;1.2;39.1;
2118;Boxmeer;2017;12.2;9.1;1.2;37.9;0.3
2119;Boxmeer;1e halfjaar 2018;10.8;8.8;1.0;28.3;
2120;Boxmeer;2e halfjaar 2018;10.4;8.2;1.0;17.5;
2121;Boxmeer;2018;12.3;8.5;1.2;23.1;
2122;Boxmeer;1e halfjaar 2019;10.9;9.7;1.1;27.3;
2123;Boxmeer;2e halfjaar 2019;10.7;9.0;1.2;32.8;
2124;Boxmeer;2019;13.0;8.9;1.3;29.4;
2125;Boxmeer;1e halfjaar 2020;10.4;9.4;1.1;35.1;0.3
2126;Boxmeer;2e halfjaar 2020;10.7;10.9;1.4;42.9;0.3
2127;Boxmeer;2020;12.3;9.5;1.5;41.1;0.3
2128;Boxtel;1e kwartaal 2015;7.4;16.0;1.2;53.8;0.4
2129;Boxtel;1e halfjaar 2015;8.6;15.2;1.4;56.5;0.4
2130;Boxtel;2e halfjaar 2015;9.4;14.2;1.2;61.8;0.4
2131;Boxtel;2015;10.4;14.3;1.5;54.8;0.5
2132;Boxtel;1e halfjaar 2016;9.8;14.1;1.5;56.2;0.5
2133;Boxtel;2e halfjaar 2016;9.7;12.5;1.4;47.6;0.5
2134;Boxtel;2016;11.9;12.1;1.5;46.9;0.5
2135;Boxtel;1e halfjaar 2017;8.9;14.5;1.4;52.3;0.4
2136;Boxtel;2e halfjaar 2017;9.3;15.6;1.5;54.9;0.2
2137;Boxtel;2017;10.8;13.4;1.6;55.6;0.4
2138;Boxtel;1e halfjaar 2018;9.0;11.8;1.4;53.6;0.4
2139;Boxtel;2e halfjaar 2018;9.7;10.2;1.3;56.3;0.4
2140;Boxtel;2018;10.9;11.3;1.5;54.9;0.5
2141;Boxtel;1e halfjaar 2019;10.4;10.4;1.2;60.8;0.2
2142;Boxtel;2e halfjaar 2019;10.1;10.7;1.2;56.3;0.4
2143;Boxtel;2019;11.9;9.7;1.3;55.6;0.4
2144;Boxtel;1e halfjaar 2020;9.3;10.9;1.0;59.3;0.2
2145;Boxtel;2e halfjaar 2020;9.0;12.2;1.0;75.0;0.2
2146;Boxtel;2020;10.9;11.6;1.1;70.3;0.2
2147;Breda;1e kwartaal 2015;6.2;13.7;1.0;46.2;0.4
2148;Breda;1e halfjaar 2015;7.0;13.5;1.0;47.8;0.5
2149;Breda;2e halfjaar 2015;8.1;11.7;1.0;49.1;0.4
2150;Breda;2015;8.9;12.2;1.1;47.8;0.5
2151;Breda;1e halfjaar 2016;7.4;14.9;0.9;56.3;0.4
2152;Breda;2e halfjaar 2016;7.9;14.4;0.9;56.8;0.4
2153;Breda;2016;8.9;14.2;1.0;58.7;0.4
2154;Breda;1e halfjaar 2017;7.3;14.0;0.8;56.9;0.3
2155;Breda;2e halfjaar 2017;8.0;12.9;0.8;53.4;0.3
2156;Breda;2017;9.1;12.6;0.9;54.0;0.4
2157;Breda;1e halfjaar 2018;8.1;10.6;0.7;52.1;0.3
2158;Breda;2e halfjaar 2018;9.0;10.0;0.7;55.3;0.3
2159;Breda;2018;10.1;10.0;0.9;54.8;0.4
2160;Breda;1e halfjaar 2019;8.9;8.7;0.7;48.8;0.4
2161;Breda;2e halfjaar 2019;8.3;3.9;0.7;13.5;0.4
2162;Breda;2019;10.6;7.7;0.9;45.3;0.5
2163;Breda;1e halfjaar 2020;9.0;5.0;0.8;21.8;0.4
2164;Breda;2e halfjaar 2020;9.4;6.8;0.8;19.3;0.4
2165;Breda;2020;11.5;6.2;0.9;23.6;0.5
2166;Brielle;1e kwartaal 2015;6.5;4.0;0.8;;
2167;Brielle;1e halfjaar 2015;7.6;4.3;1.0;;
2168;Brielle;2e halfjaar 2015;8.5;;1.0;;
2169;Brielle;2015;9.8;3.3;1.0;;
2170;Brielle;1e halfjaar 2016;7.5;8.7;1.0;46.9;
2171;Brielle;2e halfjaar 2016;7.5;8.7;1.3;38.5;
2172;Brielle;2016;8.5;7.6;1.3;38.5;
2173;Brielle;1e halfjaar 2017;6.7;7.2;1.1;28.6;
2174;Brielle;2e halfjaar 2017;6.9;4.7;1.0;;
2175;Brielle;2017;8.3;7.9;1.5;22.2;
2176;Brielle;1e halfjaar 2018;6.4;5.1;0.8;;
2177;Brielle;2e halfjaar 2018;7.9;6.3;0.7;;
2178;Brielle;2018;8.3;8.0;0.8;;
2179;Brielle;1e halfjaar 2019;7.5;8.8;0.7;55.6;
2180;Brielle;2e halfjaar 2019;7.5;11.2;0.5;66.7;
2181;Brielle;2019;9.1;10.9;0.7;52.6;
2182;Brielle;1e halfjaar 2020;7.1;14.2;0.3;;
2183;Brielle;2e halfjaar 2020;6.9;14.5;0.7;52.6;
2184;Brielle;2020;8.2;16.3;0.7;45.5;
2185;Bronckhorst;1e kwartaal 2015;6.2;12.9;0.9;63.2;
2186;Bronckhorst;1e halfjaar 2015;7.0;12.1;1.0;60.0;0.2
2187;Bronckhorst;2e halfjaar 2015;7.4;12.7;1.0;60.3;
2188;Bronckhorst;2015;8.3;11.4;1.0;61.6;0.2
2189;Bronckhorst;1e halfjaar 2016;7.0;13.1;0.9;62.5;
2190;Bronckhorst;2e halfjaar 2016;7.6;12.0;0.8;62.5;
2191;Bronckhorst;2016;8.7;11.4;0.9;63.5;
2192;Bronckhorst;1e halfjaar 2017;7.9;13.0;0.9;77.6;
2193;Bronckhorst;2e halfjaar 2017;8.7;12.5;0.8;78.9;0.2
2194;Bronckhorst;2017;9.6;12.1;0.9;73.8;0.2
2195;Bronckhorst;1e halfjaar 2018;9.5;11.0;1.0;65.2;
2196;Bronckhorst;2e halfjaar 2018;9.4;11.1;1.0;62.5;
2197;Bronckhorst;2018;10.9;10.2;1.1;60.0;0.2
2198;Bronckhorst;1e halfjaar 2019;9.6;12.1;1.2;56.3;0.2
2199;Bronckhorst;2e halfjaar 2019;9.8;12.6;1.3;54.2;0.2
2200;Bronckhorst;2019;11.3;12.3;1.4;56.8;0.2
2201;Bronckhorst;1e halfjaar 2020;9.9;12.9;1.5;53.8;
2202;Bronckhorst;2e halfjaar 2020;10.1;11.9;1.6;45.9;
2203;Bronckhorst;2020;11.7;11.6;1.7;52.9;
2204;Brummen;1e kwartaal 2015;6.7;12.0;1.1;51.2;
2205;Brummen;1e halfjaar 2015;7.7;11.0;1.1;52.3;0.4
2206;Brummen;2e halfjaar 2015;7.8;12.9;1.2;56.5;0.4
2207;Brummen;2015;9.2;10.9;1.2;57.4;0.4
2208;Brummen;1e halfjaar 2016;7.3;12.4;1.2;44.4;0.4
2209;Brummen;2e halfjaar 2016;7.9;11.3;1.0;51.3;0.4
2210;Brummen;2016;9.2;9.7;1.3;40.8;0.4
2211;Brummen;1e halfjaar 2017;7.4;14.4;1.1;59.5;
2212;Brummen;2e halfjaar 2017;8.0;13.1;1.1;64.1;
2213;Brummen;2017;8.9;11.8;1.1;61.0;
2214;Brummen;1e halfjaar 2018;8.7;10.9;1.1;65.8;
2215;Brummen;2e halfjaar 2018;9.9;11.0;1.2;56.8;
2216;Brummen;2018;11.0;9.9;1.2;63.8;
2217;Brummen;1e halfjaar 2019;9.5;11.8;1.3;56.8;
2218;Brummen;2e halfjaar 2019;9.7;11.6;1.4;40.8;
2219;Brummen;2019;11.4;9.9;1.4;40.0;
2220;Brummen;1e halfjaar 2020;10.3;9.7;1.1;47.6;
2221;Brummen;2e halfjaar 2020;10.4;9.6;1.4;40.8;
2222;Brummen;2020;11.7;9.8;1.4;40.0;
2223;Brunssum;1e kwartaal 2015;8.9;13.7;1.4;53.7;0.9
2224;Brunssum;1e halfjaar 2015;10.3;12.7;1.5;51.4;0.9
2225;Brunssum;2e halfjaar 2015;11.5;13.5;1.7;48.1;0.8
2226;Brunssum;2015;13.0;12.8;1.8;46.6;1.0
2227;Brunssum;1e halfjaar 2016;11.6;13.7;1.8;41.2;1.1
2228;Brunssum;2e halfjaar 2016;12.1;12.1;1.9;39.8;1.0
2229;Brunssum;2016;13.8;12.2;2.1;40.0;1.1
2230;Brunssum;1e halfjaar 2017;12.2;14.1;1.9;38.9;1.0
2231;Brunssum;2e halfjaar 2017;12.8;13.4;1.8;41.7;0.8
2232;Brunssum;2017;14.2;13.6;2.2;40.4;1.1
2233;Brunssum;1e halfjaar 2018;13.1;16.7;1.6;52.6;0.7
2234;Brunssum;2e halfjaar 2018;13.6;15.3;1.4;47.6;0.5
2235;Brunssum;2018;15.0;15.4;1.8;50.6;0.7
2236;Brunssum;1e halfjaar 2019;13.8;14.6;1.6;50.0;0.5
2237;Brunssum;2e halfjaar 2019;14.2;15.7;1.5;54.7;0.5
2238;Brunssum;2019;16.0;14.6;1.7;47.9;0.7
2239;Brunssum;1e halfjaar 2020;13.4;17.0;1.7;46.1;0.5
2240;Brunssum;2e halfjaar 2020;13.8;17.5;1.8;57.7;0.7
2241;Brunssum;2020;15.7;17.6;2.1;55.6;0.7
2242;Bunnik;1e kwartaal 2015;6.5;6.3;0.6;40.0;
2243;Bunnik;1e halfjaar 2015;7.6;5.4;0.6;40.0;
2244;Bunnik;2e halfjaar 2015;7.6;7.4;0.5;52.9;
2245;Bunnik;2015;9.0;6.3;0.6;45.0;
2246;Bunnik;1e halfjaar 2016;7.3;8.4;0.6;52.6;
2247;Bunnik;2e halfjaar 2016;7.8;8.1;0.5;66.7;
2248;Bunnik;2016;9.0;6.9;0.6;52.6;
2249;Bunnik;1e halfjaar 2017;7.2;6.2;0.3;;
2250;Bunnik;2e halfjaar 2017;7.5;6.0;0.5;62.5;
2251;Bunnik;2017;8.9;6.8;0.5;62.5;
2252;Bunnik;1e halfjaar 2018;7.3;8.1;0.4;66.7;
2253;Bunnik;2e halfjaar 2018;7.8;7.7;0.6;55.6;
2254;Bunnik;2018;9.0;6.6;0.6;55.6;
2255;Bunnik;1e halfjaar 2019;7.5;8.0;0.6;52.6;
2256;Bunnik;2e halfjaar 2019;7.7;7.9;0.6;52.6;
2257;Bunnik;2019;9.0;8.3;0.6;47.6;
2258;Bunnik;1e halfjaar 2020;7.5;6.0;0.5;58.8;
2259;Bunnik;2e halfjaar 2020;6.5;9.3;0.5;62.5;
2260;Bunnik;2020;8.9;6.8;0.6;55.6;
2261;Bunschoten;1e kwartaal 2015;5.3;7.9;0.3;47.1;
2262;Bunschoten;1e halfjaar 2015;6.5;6.2;0.3;47.1;
2263;Bunschoten;2e halfjaar 2015;6.9;5.8;0.4;42.1;
2264;Bunschoten;2015;8.3;5.5;0.4;47.4;
2265;Bunschoten;1e halfjaar 2016;8.9;7.8;0.3;58.8;
2266;Bunschoten;2e halfjaar 2016;9.9;9.0;0.4;71.4;
2267;Bunschoten;2016;11.2;8.8;0.5;87.0;
2268;Bunschoten;1e halfjaar 2017;9.0;6.6;0.4;71.4;
2269;Bunschoten;2e halfjaar 2017;10.1;5.9;0.6;53.6;
2270;Bunschoten;2017;11.8;5.1;0.6;53.6;
2271;Bunschoten;1e halfjaar 2018;11.8;5.0;0.6;48.4;
2272;Bunschoten;2e halfjaar 2018;13.5;5.1;0.8;39.5;
2273;Bunschoten;2018;14.6;4.7;0.8;51.3;
2274;Bunschoten;1e halfjaar 2019;10.4;6.7;0.9;45.5;
2275;Bunschoten;2e halfjaar 2019;10.9;5.4;0.9;44.4;
2276;Bunschoten;2019;12.5;6.4;1.0;48.1;
2277;Bunschoten;1e halfjaar 2020;9.1;8.6;0.8;47.6;
2278;Bunschoten;2e halfjaar 2020;9.3;8.5;0.9;42.6;
2279;Bunschoten;2020;11.4;7.8;1.0;52.1;
2280;Buren;1e kwartaal 2015;5.7;15.1;0.9;63.5;
2281;Buren;1e halfjaar 2015;6.8;12.9;1.0;63.0;
2282;Buren;2e halfjaar 2015;7.8;10.6;0.8;66.0;0.2
2283;Buren;2015;8.8;10.2;1.0;60.7;
2284;Buren;1e halfjaar 2016;8.2;12.2;0.8;69.8;0.3
2285;Buren;2e halfjaar 2016;9.0;10.1;0.7;61.0;0.3
2286;Buren;2016;10.0;10.0;0.8;56.8;0.3
2287;Buren;1e halfjaar 2017;7.6;10.9;0.7;62.5;0.3
2288;Buren;2e halfjaar 2017;8.6;8.5;0.8;44.4;
2289;Buren;2017;9.7;8.5;0.8;53.2;0.3
2290;Buren;1e halfjaar 2018;9.3;10.1;1.1;51.7;
2291;Buren;2e halfjaar 2018;10.1;10.2;1.1;51.7;
2292;Buren;2018;11.1;10.2;1.2;55.6;
2293;Buren;1e halfjaar 2019;9.2;8.2;0.9;43.5;
2294;Buren;2e halfjaar 2019;10.0;6.7;1.0;39.2;
2295;Buren;2019;11.1;6.9;1.0;35.7;
2296;Buren;1e halfjaar 2020;9.7;10.0;1.2;48.4;
2297;Buren;2e halfjaar 2020;9.8;9.9;1.2;43.1;
2298;Buren;2020;11.3;8.5;1.3;38.5;
2299;Bussum;1e kwartaal 2015;5.1;8.2;0.6;45.2;
2300;Bussum;1e halfjaar 2015;6.1;8.2;0.6;44.7;
2301;Bussum;2e halfjaar 2015;6.5;7.6;0.7;44.0;
2302;Bussum;2015;7.7;8.0;0.8;43.3;
2303;Bussum;1e halfjaar 2016;;;;;
2304;Bussum;2e halfjaar 2016;;;;;
2305;Bussum;2016;;;;;
2306;Bussum;1e halfjaar 2017;;;;;
2307;Bussum;2e halfjaar 2017;;;;;
2308;Bussum;2017;;;;;
2309;Bussum;1e halfjaar 2018;;;;;
2310;Bussum;2e halfjaar 2018;;;;;
2311;Bussum;2018;;;;;
2312;Bussum;1e halfjaar 2019;;;;;
2313;Bussum;2e halfjaar 2019;;;;;
2314;Bussum;2019;;;;;
2315;Bussum;1e halfjaar 2020;;;;;
2316;Bussum;2e halfjaar 2020;;;;;
2317;Bussum;2020;;;;;
2318;Capelle aan den IJssel;1e kwartaal 2015;10.1;13.5;1.8;44.9;0.8
2319;Capelle aan den IJssel;1e halfjaar 2015;12.1;12.2;1.9;46.1;0.8
2320;Capelle aan den IJssel;2e halfjaar 2015;12.3;11.1;1.7;46.1;0.8
2321;Capelle aan den IJssel;2015;14.6;10.9;2.1;44.6;0.9
2322;Capelle aan den IJssel;1e halfjaar 2016;10.5;12.8;1.6;46.7;0.7
2323;Capelle aan den IJssel;2e halfjaar 2016;10.1;13.2;1.7;44.6;0.6
2324;Capelle aan den IJssel;2016;12.3;12.4;1.9;44.6;0.8
2325;Capelle aan den IJssel;1e halfjaar 2017;9.9;14.8;1.7;48.2;0.6
2326;Capelle aan den IJssel;2e halfjaar 2017;9.5;15.0;1.6;46.1;0.7
2327;Capelle aan den IJssel;2017;11.5;14.4;1.9;46.2;0.7
2328;Capelle aan den IJssel;1e halfjaar 2018;8.3;14.0;1.5;46.6;0.6
2329;Capelle aan den IJssel;2e halfjaar 2018;10.0;12.4;1.5;50.3;0.5
2330;Capelle aan den IJssel;2018;10.7;12.6;1.8;47.9;0.7
2331;Capelle aan den IJssel;1e halfjaar 2019;10.1;12.4;1.4;51.1;0.5
2332;Capelle aan den IJssel;2e halfjaar 2019;10.7;12.4;1.3;52.3;0.5
2333;Capelle aan den IJssel;2019;12.0;11.7;1.6;51.7;0.6
2334;Capelle aan den IJssel;1e halfjaar 2020;11.0;11.2;1.3;53.9;0.5
2335;Capelle aan den IJssel;2e halfjaar 2020;12.1;10.8;1.1;54.8;0.5
2336;Capelle aan den IJssel;2020;13.4;10.6;1.4;52.8;0.6
2337;Castricum;1e kwartaal 2015;5.5;7.0;0.6;34.2;
2338;Castricum;1e halfjaar 2015;6.3;6.8;0.7;31.8;
2339;Castricum;2e halfjaar 2015;6.9;7.2;0.5;40.6;
2340;Castricum;2015;7.7;6.8;0.6;33.3;
2341;Castricum;1e halfjaar 2016;6.6;7.9;0.5;45.5;
2342;Castricum;2e halfjaar 2016;7.0;6.5;0.5;29.4;
2343;Castricum;2016;7.9;7.6;0.6;39.5;
2344;Castricum;1e halfjaar 2017;5.9;7.6;0.6;25.0;
2345;Castricum;2e halfjaar 2017;6.0;8.7;0.6;25.6;
2346;Castricum;2017;7.0;7.4;0.7;31.9;
2347;Castricum;1e halfjaar 2018;6.3;7.2;0.7;34.9;
2348;Castricum;2e halfjaar 2018;7.1;7.4;0.7;30.6;
2349;Castricum;2018;7.7;8.8;0.7;38.5;
2350;Castricum;1e halfjaar 2019;7.2;8.4;0.9;33.9;
2351;Castricum;2e halfjaar 2019;7.6;8.9;0.9;43.1;
2352;Castricum;2019;8.6;8.7;1.0;46.9;
2353;Castricum;1e halfjaar 2020;7.6;9.0;0.8;47.2;
2354;Castricum;2e halfjaar 2020;8.1;8.5;0.8;41.7;
2355;Castricum;2020;9.4;7.2;0.8;38.5;
2356;Coevorden;1e kwartaal 2015;7.7;8.0;0.6;41.9;0.2
2357;Coevorden;1e halfjaar 2015;8.5;8.5;0.6;46.5;0.2
2358;Coevorden;2e halfjaar 2015;8.9;8.8;0.6;55.0;0.2
2359;Coevorden;2015;9.7;9.4;0.7;53.1;0.2
2360;Coevorden;1e halfjaar 2016;7.6;9.3;0.5;45.5;0.2
2361;Coevorden;2e halfjaar 2016;7.9;9.9;0.5;57.1;0.2
2362;Coevorden;2016;8.6;9.9;0.6;51.3;0.3
2363;Coevorden;1e halfjaar 2017;8.7;11.7;0.6;62.5;0.2
2364;Coevorden;2e halfjaar 2017;9.2;11.8;0.7;63.8;0.3
2365;Coevorden;2017;9.7;11.9;0.7;61.2;0.3
2366;Coevorden;1e halfjaar 2018;9.0;11.4;0.8;54.5;0.3
2367;Coevorden;2e halfjaar 2018;9.4;12.5;1.0;46.9;0.3
2368;Coevorden;2018;10.5;11.9;1.0;44.8;0.3
2369;Coevorden;1e halfjaar 2019;9.4;12.8;1.0;53.8;0.2
2370;Coevorden;2e halfjaar 2019;9.3;13.8;1.1;58.0;0.2
2371;Coevorden;2019;10.8;13.9;1.1;60.8;0.3
2372;Coevorden;1e halfjaar 2020;9.2;10.9;1.0;53.8;0.2
2373;Coevorden;2e halfjaar 2020;9.4;11.5;1.1;62.5;
2374;Coevorden;2020;10.6;10.8;1.2;55.6;0.2
2375;Cranendonck;1e kwartaal 2015;6.1;12.2;0.7;31.0;
2376;Cranendonck;1e halfjaar 2015;6.9;11.9;0.9;29.4;
2377;Cranendonck;2e halfjaar 2015;6.8;8.4;0.9;27.3;
2378;Cranendonck;2015;8.2;11.4;1.0;30.8;
2379;Cranendonck;1e halfjaar 2016;6.7;9.9;0.8;66.7;
2380;Cranendonck;2e halfjaar 2016;6.9;9.5;0.5;45.5;
2381;Cranendonck;2016;7.7;10.1;0.8;51.7;
2382;Cranendonck;1e halfjaar 2017;6.9;11.5;0.7;55.6;
2383;Cranendonck;2e halfjaar 2017;7.9;10.1;0.7;37.0;
2384;Cranendonck;2017;8.5;10.9;0.8;50.0;
2385;Cranendonck;1e halfjaar 2018;7.4;9.2;1.0;27.8;
2386;Cranendonck;2e halfjaar 2018;8.2;8.3;0.8;32.3;
2387;Cranendonck;2018;9.1;9.0;1.1;26.3;
2388;Cranendonck;1e halfjaar 2019;8.0;12.0;0.8;50.0;
2389;Cranendonck;2e halfjaar 2019;8.6;11.2;1.0;45.5;
2390;Cranendonck;2019;9.8;11.2;1.0;41.7;
2391;Cranendonck;1e halfjaar 2020;7.8;12.1;0.9;42.9;
2392;Cranendonck;2e halfjaar 2020;8.4;14.4;0.9;54.1;
2393;Cranendonck;2020;9.9;12.2;1.1;50.0;
2394;Cromstrijen;1e kwartaal 2015;7.4;6.0;0.4;;
2395;Cromstrijen;1e halfjaar 2015;8.9;6.8;0.4;;
2396;Cromstrijen;2e halfjaar 2015;9.8;7.0;;;
2397;Cromstrijen;2015;10.6;6.4;0.4;;
2398;Cromstrijen;1e halfjaar 2016;9.8;6.3;0.4;;
2399;Cromstrijen;2e halfjaar 2016;9.6;6.4;0.4;;
2400;Cromstrijen;2016;11.2;7.3;0.4;;
2401;Cromstrijen;1e halfjaar 2017;8.8;9.4;0.6;;
2402;Cromstrijen;2e halfjaar 2017;9.2;11.3;0.6;62.5;
2403;Cromstrijen;2017;11.1;9.4;0.6;58.8;
