ID;Perioden;TotaalUitkeringenInGeldEnNatura_1;WettSocUitkeringenInGeldEnNatura_2;AlgArbeidsongeschiktheidswetAAW_3;WetOpDeArbeidsongeschiktheidWAO_4;WerkEnInkomenArbeidsvermogenWIA_5;WetArbeidsongeschiktheidZelfstWAZ_6;WetArbeidEnZorgWAZO_7;WerkloosheidswetWW_8;ZiektewetZWVangnet_9;ZiektewetZW_10;AlgemeneOuderdomswetAOW_11;AlgemeneNabestaandenwetANWAWW_12;AlgemeneKinderbijslagwetAKW_13;ZiekenfondswetVerplichtZFWVp_14;ZorgverzekeringswetZVW_15;AlgemeneWetBijzondereZiekteknAWBZ_16;VoorzieningenInGeldEnNatura_17;UitkeringenOorlogsslachtoffers_18;WetArbeidsongJonggehandicWajong_19;InkomensvoorzOuderenIOAWIOAZ_20;AlgemeneKinderbijslagwetAKW_21;Studiebeurzen_22;PremiesKoopwoningen_23;WetWerkEnBijstandABWWWB_24;AanvInkomensvoorzieningOuderenAIO_25;WetInvesterenInJongerenWIJ_26;ToeslagenwetTW_27;Zorgtoeslag_28;TegemoetkomingAOWANWErs_29;KindgebondenBudget_30;TegemoetkomingBuitengewUitgavenTBU_31;WetWerkloosheidsvoorzieningWWV_32;FlexibeleUittredingsregelingen_33;WetVoorzieningenGehandicaptenWVG_34;WetMaatschOndersteuningWMO_35;IndividueleHuursubsidiesIHS_36;OVJaarkaartStuderenden_37;Rechtsbijstand_38;BijdrageOnderwijsInAcZiekenhuizen_39;Kinderopvang_40;Leerlingenvervoer_41;RegelingSpecUitkJeugdgezondheidszorg_42;Bejaardenoorden_43;ReintegratiefondsREA_44;GezinsverzorgingGezinshulpGG_45;BijdragenAsielzoekersEnMinderheden_46;Schoolboeken_47;Overig_48;TotaalSocialeUitkeringenInGeld_49;TotaalWettelijkeSocialeUitkInGeld_50;AlgArbeidsongeschiktheidswetAAW_51;TotaalArbeidsongeschiktheidsfonds_52;WetOpDeArbeidsongeschiktheidWAO_53;WerkEnInkomenArbeidsvermogenWIA_54;WetArbeidsongeschiktheidZelfstWAZ_55;WetArbeidEnZorgWAZO_56;WerkEnInkomenArbeidsvermogenWIA_57;WetOpDeArbeidsongeschiktheidWAO_58;WetArbeidsongeschiktheidZelfstWAZ_59;TotaalAlgemeenWerkloosheidsfonds_60;WerkloosheidswetWW_61;ZiektewetZWVangnet_62;WetArbeidEnZorgWAZO_63;TotaalSectorfondsen_64;WerkloosheidswetWW_65;WerkEnInkomenArbeidsvermogenWIA_66;ZiektewetZWVangnet_67;TotaalUitvoeringsfondsVoorDeOverheid_68;WerkloosheidswetWW_69;WerkEnInkomenArbeidsvermogenWIA_70;ZiektewetZWVangnet_71;WetArbeidEnZorgWAZO_72;ZiektewetZW_73;AlgemeneOuderdomswetAOW_74;AlgemeneNabestaandenwetANWAWW_75;AlgemeneKinderbijslagwetAKW_76;TotaalSocialeVoorzieningenInGeld_77;UitkeringenOorlogsslachtoffers_78;WetArbeidsongJonggehandicWajong_79;InkomensvoorzOuderenIOAWIOAZ_80;AlgemeneKinderbijslagwetAKW_81;Studiebeurzen_82;PremiesKoopwoningen_83;WetWerkEnBijstandWWBABW_84;AanvInkomensvoorzieningOuderenAIO_85;WetInvesterenInJongerenWIJ_86;ToeslagenwetTW_87;Zorgtoeslag_88;TegemoetkomingAOWANWErs_89;KindgebondenBudget_90;TegemoetkomingBuitengewUitgavenTBU_91;WetWerkloosheidsvoorzieningWWV_92;FlexibeleUittredingsregelingen_93;Overig_94;TotaalSocialeUitkeringenInNatura_95;TotaalWettelijkSocialeUitkInNatura_96;AlgArbeidsongeschiktheidswetAAW_97;ZiekenfondswetVerplichtZFWVp_98;ZorgverzekeringswetZVW_99;AlgemeneWetBijzondereZiekteknAWBZ_100;TotaalSocialeVoorzieningenInNatura_101;WetWerkEnBijstandABWWWB_102;WetVoorzieningenGehandicaptenWVG_103;WetMaatschOndersteuningWMO_104;IndividueleHuursubsidiesIHS_105;OVJaarkaartStuderenden_106;Rechtsbijstand_107;BijdrageOnderwijsInAcZiekenhuizen_108;Kinderopvang_109;Leerlingenvervoer_110;RegelingSpecUitkJeugdgezondheidszorg_111;Bejaardenoorden_112;ReintegratiefondsREA_113;GezinsverzorgingGezinshulpGG_114;BijdragenAsielzoekersEnMinderheden_115;Schoolboeken_116;Overig_117
35;2006 1e kwartaal;25776.0;20958;;1943;30.0;121.0;167.0;1014;382.0;;5714;317;;;6331.0;4939;4818.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13058.0;9688;;1716;1565;30.0;121.0;;;378.0;;1068;710;222.0;136.0;406;261;;145.0;89.0;43.0;;15.0;31.0;;5714;317;;3370.0;;;;;;;;;;;;;;;;;;12718;11270;;;6331.0;4939;1448;;;;;;;;;;;;;;;;
36;2006 2e kwartaal;28470.0;23310;;2382;39.0;130.0;196.0;1117;423.0;;7019;393;;;6464.0;5147;5160.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15421.0;11699;;2154;1985;39.0;130.0;;;397.0;;1179;780;248.0;151.0;429;276;;153.0;128.0;61.0;;22.0;45.0;;7019;393;;3722.0;;;;;;;;;;;;;;;;;;13049;11611;;;6464.0;5147;1438;;;;;;;;;;;;;;;;
37;2006 3e kwartaal;25484.0;20697;;1836;31.0;92.0;155.0;801;329.0;;5701;309;;;6215.0;5228;4787.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12626.0;9254;;1669;1546;31.0;92.0;;;290.0;;885;558;203.0;124.0;306;197;;109.0;94.0;46.0;;17.0;31.0;;5701;309;;3372.0;;;;;;;;;;;;;;;;;;12858;11443;;;6215.0;5228;1415;;;;;;;;;;;;;;;;
38;2006 4e kwartaal;25859.0;21046;;1809;31.0;98.0;159.0;790;328.0;;5735;302;;;6336.0;5458;4813.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12738.0;9252;;1683;1554;31.0;98.0;;;255.0;;875;548;203.0;124.0;310;200;;110.0;92.0;42.0;;15.0;35.0;;5735;302;;3486.0;;;;;;;;;;;;;;;;;;13121;11794;;;6336.0;5458;1327;;;;;;;;;;;;;;;;
39;2006;105589.0;86011;;7970;131.0;441.0;677.0;3722;1462.0;;24169;1321;;;25346.0;20772;19578.0;346.0;1525.0;126.0;3263.0;968.0;22.0;4479.0;;;372.0;2503.0;295.0;;87.0;;;823.0;;2026.0;155.0;345.0;509.0;882.0;179.0;196.0;;99.0;;29.0;;349.0;53843.0;39893;;7222;6650;131.0;441.0;;;1320.0;;4007;2596;876.0;535.0;1451;934;;517.0;403.0;192.0;;69.0;142.0;;24169;1321;;13950.0;346.0;1525.0;126.0;3263.0;968.0;22.0;4218.0;;;372.0;2503.0;295.0;;87.0;;;225.0;51746;46118;;;25346.0;20772;5628;261.0;823.0;;2026.0;155.0;345.0;509.0;882.0;179.0;196.0;;99.0;;29.0;;124.0
40;2007 1e kwartaal;26646.0;21159;;1820;83.0;87.0;172.0;735;351.0;;5856;314;;;6607.0;5134;5487.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12918.0;9418;;1690;1567;36.0;87.0;;35.0;253.0;;821;495;192.0;134.0;353;199;12.0;142.0;96.0;41.0;;17.0;38.0;;5856;314;;3500.0;;;;;;;;;;;;;;;;;;13728;11741;;;6607.0;5134;1987;;;;;;;;;;;;;;;;
41;2007 2e kwartaal;29638.0;23726;;2380;128.0;115.0;200.0;826;395.0;;7324;391;;;6758.0;5209;5912.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15626.0;11759;;2245;2076;54.0;115.0;;61.0;304.0;;925;557;217.0;151.0;386;217;13.0;156.0;123.0;52.0;;22.0;49.0;;7324;391;;3867.0;;;;;;;;;;;;;;;;;;14012;11967;;;6758.0;5209;2045;;;;;;;;;;;;;;;;
42;2007 3e kwartaal;26835.0;21426;;1893;100.0;92.0;166.0;679;329.0;;6016;305;;;6682.0;5164;5409.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13055.0;9580;;1796;1661;43.0;92.0;;47.0;232.0;;789;470;192.0;127.0;296;167;10.0;119.0;99.0;42.0;;18.0;39.0;;6016;305;;3475.0;;;;;;;;;;;;;;;;;;13780;11846;;;6682.0;5164;1934;;;;;;;;;;;;;;;;
43;2007 4e kwartaal;27313.0;21809;;1851;113.0;93.0;166.0;681;310.0;;6002;255;;;6800.0;5538;5504.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12946.0;9471;;1818;1676;49.0;93.0;;54.0;175.0;;777;474;175.0;128.0;294;166;10.0;118.0;96.0;41.0;;17.0;38.0;;6002;255;;3475.0;;;;;;;;;;;;;;;;;;14367;12338;;;6800.0;5538;2029;;;;;;;;;;;;;;;;
44;2007;110432.0;88120;;7944;424.0;387.0;704.0;2921;1385.0;;25198;1265;;;26847.0;21045;22312.0;347.0;1716.0;103.0;3348.0;786.0;16.0;4226.0;;;356.0;2706.0;437.0;;207.0;;;;1954.0;2148.0;115.0;355.0;527.0;1982.0;195.0;237.0;;62.0;;39.0;;450.0;54545.0;40228;;7549;6980;182.0;387.0;;197.0;964.0;;3312;1996;776.0;540.0;1329;749;45.0;535.0;414.0;176.0;;74.0;164.0;;25198;1265;;14317.0;347.0;1716.0;103.0;3348.0;786.0;16.0;3959.0;;;356.0;2706.0;437.0;;207.0;;;336.0;55887;47892;;;26847.0;21045;7995;267.0;;1954.0;2148.0;115.0;355.0;527.0;1982.0;195.0;237.0;;62.0;;39.0;;114.0
45;2008 1e kwartaal;28309.0;22104;;1846;163.0;85.0;193.0;613;334.0;;6228;295;;;7479.0;4868;6205.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13698.0;9757;;1856;1687;77.0;85.0;7.0;64.0;159.0;;728;402;177.0;149.0;342;178;21.0;143.0;85.0;33.0;1.0;14.0;37.0;;6228;295;;3941.0;;;;;;;;;;;;;;;;;;14611;12347;;;7479.0;4868;2264;;;;;;;;;;;;;;;;
46;2008 2e kwartaal;31017.0;24551;;2462;210.0;113.0;218.0;676;370.0;;7569;362;;;7625.0;4946;6466.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16190.0;11980;;2477;2252;103.0;113.0;9.0;83.0;210.0;;789;436;192.0;161.0;379;197;23.0;159.0;111.0;43.0;1.0;19.0;48.0;;7569;362;;4210.0;;;;;;;;;;;;;;;;;;14827;12571;;;7625.0;4946;2256;;;;;;;;;;;;;;;;
47;2008 3e kwartaal;28649.0;22370;;1832;172.0;85.0;186.0;594;323.0;;6409;287;;;7457.0;5025;6279.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13978.0;9888;;1876;1706;78.0;85.0;7.0;73.0;126.0;;696;385;169.0;142.0;335;175;20.0;140.0;86.0;34.0;1.0;14.0;37.0;;6409;287;;4090.0;;;;;;;;;;;;;;;;;;14671;12482;;;7457.0;5025;2189;;;;;;;;;;;;;;;;
48;2008 4e kwartaal;28713.0;22697;;1851;180.0;87.0;191.0;600;326.0;;6240;259;;;7663.0;5300;6016.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13478.0;9734;;1904;1731;79.0;87.0;7.0;79.0;120.0;;702;388;170.0;144.0;338;176;21.0;141.0;92.0;36.0;1.0;15.0;40.0;;6240;259;;3744.0;;;;;;;;;;;;;;;;;;15235;12963;;;7663.0;5300;2272;;;;;;;;;;;;;;;;
49;2008;116688.0;91722;;7991;725.0;370.0;788.0;2483;1353.0;;26446;1203;;;30224.0;20139;24966.0;338.0;1894.0;105.0;3390.0;590.0;5.0;4162.0;;;363.0;3357.0;482.0;823.0;250.0;;;;2086.0;2159.0;129.0;382.0;546.0;2738.0;204.0;238.0;;11.0;;52.0;;662.0;57344.0;41359;;8113;7376;337.0;370.0;30.0;299.0;615.0;;2915;1611;708.0;596.0;1394;726;85.0;583.0;374.0;146.0;4.0;62.0;162.0;;26446;1203;;15985.0;338.0;1894.0;105.0;3390.0;590.0;5.0;3831.0;;;363.0;3357.0;482.0;823.0;250.0;;;557.0;59344;50363;;;30224.0;20139;8981;331.0;;2086.0;2159.0;129.0;382.0;546.0;2738.0;204.0;238.0;;11.0;;52.0;;105.0
50;2009 1e kwartaal;29908.0;23414;;1782;225.0;77.0;198.0;742;329.0;;6434;278;;;8147.0;5202;6494.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14100.0;10065;;1888;1693;113.0;77.0;5.0;82.0;89.0;;718;390;174.0;154.0;485;316;28.0;141.0;91.0;36.0;2.0;14.0;39.0;;6434;278;;4035.0;;;;;;;;;;;;;;;;;;15808;13349;;;8147.0;5202;2459;;;;;;;;;;;;;;;;
51;2009 2e kwartaal;32894.0;25954;;2292;301.0;101.0;248.0;960;428.0;;7775;336;;;8267.0;5246;6940.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16995.0;12441;;2465;2198;159.0;101.0;7.0;101.0;94.0;;868;471;211.0;186.0;675;439;39.0;197.0;127.0;50.0;2.0;20.0;55.0;;7775;336;;4554.0;;;;;;;;;;;;;;;;;;15899;13513;;;8267.0;5246;2386;;;;;;;;;;;;;;;;
52;2009 3e kwartaal;31018.0;23897;;1756;236.0;77.0;227.0;909;404.0;;6582;270;;;8105.0;5331;7121.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14984.0;10461;;1916;1711;122.0;77.0;6.0;74.0;45.0;;820;445;199.0;176.0;650;423;38.0;189.0;104.0;41.0;2.0;16.0;45.0;;6582;270;;4523.0;;;;;;;;;;;;;;;;;;16034;13436;;;8105.0;5331;2598;;;;;;;;;;;;;;;;
53;2009 4e kwartaal;31630.0;24854;;1739;252.0;77.0;244.0;1005;446.0;;6789;264;;;8384.0;5654;6776.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15264.0;10816;;1923;1710;130.0;77.0;6.0;77.0;29.0;;873;474;212.0;187.0;743;484;43.0;216.0;118.0;47.0;2.0;18.0;51.0;;6789;264;;4448.0;;;;;;;;;;;;;;;;;;16366;14038;;;8384.0;5654;2328;;;;;;;;;;;;;;;;
54;2009;125450.0;98119;;7569;1014.0;332.0;917.0;3616;1607.0;;27580;1148;;;32903.0;21433;27331.0;331.0;2085.0;129.0;3401.0;507.0;16.0;4382.0;;9.0;768.0;3570.0;1236.0;942.0;303.0;;;;2220.0;2135.0;145.0;402.0;573.0;2997.0;225.0;238.0;;6.0;;60.0;306.0;345.0;61343.0;43783;;8192;7312;524.0;332.0;24.0;334.0;257.0;;3279;1780;796.0;703.0;2553;1662;148.0;743.0;440.0;174.0;8.0;68.0;190.0;;27580;1148;;17560.0;331.0;2085.0;129.0;3401.0;507.0;16.0;4035.0;;9.0;768.0;3570.0;1236.0;942.0;303.0;;;228.0;64107;54336;;;32903.0;21433;9771;347.0;;2220.0;2135.0;145.0;402.0;573.0;2997.0;225.0;238.0;;6.0;;60.0;306.0;117.0
55;2010 1e kwartaal;31600.0;24651;;1703;332.0;70.0;193.0;1106;463.0;;6712;260;;;8373.0;5439;6949.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15274.0;10839;;1945;1685;181.0;70.0;9.0;82.0;18.0;;843;507;192.0;144.0;878;555;69.0;254.0;101.0;44.0;0.0;17.0;40.0;;6712;260;;4435.0;;;;;;;;;;;;;;;;;;16326;13812;;;8373.0;5439;2514;;;;;;;;;;;;;;;;
56;2010 2e kwartaal;35054.0;27342;;2192;409.0;90.0;254.0;1292;537.0;;8243;315;;;8495.0;5515;7712.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18541.0;13332;;2526;2191;234.0;90.0;11.0;104.0;1.0;;1095;658;250.0;187.0;908;574;71.0;263.0;140.0;60.0;0.0;24.0;56.0;;8243;315;;5209.0;;;;;;;;;;;;;;;;;;16513;14010;;;8495.0;5515;2503;;;;;;;;;;;;;;;;
57;2010 3e kwartaal;32129.0;24762;;1652;312.0;68.0;233.0;1077;442.0;;6799;248;;;8367.0;5564;7367.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15520.0;10831;;1905;1652;176.0;68.0;9.0;85.0;0.0;;1023;615;233.0;175.0;649;410;51.0;188.0;122.0;52.0;0.0;21.0;49.0;;6799;248;;4689.0;;;;;;;;;;;;;;;;;;16609;13931;;;8367.0;5564;2678;;;;;;;;;;;;;;;;
58;2010 4e kwartaal;32268.0;25445;;1640;449.0;68.0;236.0;1072;306.0;;6864;242;;;8698.0;5870;6823.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15347.0;10877;;1890;1638;175.0;68.0;9.0;93.0;2.0;;1033;620;236.0;177.0;627;397;181.0;49.0;126.0;55.0;0.0;21.0;50.0;;6864;242;;4470.0;;;;;;;;;;;;;;;;;;16921;14568;;;8698.0;5870;2353;;;;;;;;;;;;;;;;
59;2010;131051.0;102200;;7187;1502.0;296.0;916.0;4547;1748.0;;28618;1065;;;33933.0;22388;28851.0;326.0;2230.0;152.0;3371.0;473.0;28.0;4380.0;202.0;270.0;799.0;3835.0;1178.0;896.0;303.0;;;;2486.0;2213.0;114.0;416.0;557.0;2946.0;214.0;238.0;;2.0;;61.0;311.0;850.0;64682.0;45879;;8266;7166;766.0;296.0;38.0;364.0;21.0;;3994;2400;911.0;683.0;3062;1936;372.0;754.0;489.0;211.0;0.0;83.0;195.0;;28618;1065;;18803.0;326.0;2230.0;152.0;3371.0;473.0;28.0;4007.0;202.0;270.0;799.0;3835.0;1178.0;896.0;303.0;;;733.0;66369;56321;;;33933.0;22388;10048;373.0;;2486.0;2213.0;114.0;416.0;557.0;2946.0;214.0;238.0;;2.0;;61.0;311.0;117.0
60;2011 1e kwartaal;32849.0;25548;;1558;424.0;63.0;209.0;1062;471.0;;7132;239;;;8678.0;5712;7301.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15952.0;11158;;1877;1558;247.0;63.0;9.0;84.0;;;943;546;234.0;163.0;771;467;90.0;214.0;112.0;49.0;3.0;23.0;37.0;;7132;239;;4794.0;;;;;;;;;;;;;;;;;;16897;14390;;;8678.0;5712;2507;;;;;;;;;;;;;;;;
61;2011 2e kwartaal;36162.0;28341;;2053;539.0;83.0;306.0;1400;617.0;;8723;283;;;8641.0;5696;7821.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19326.0;14004;;2473;2053;325.0;83.0;12.0;111.0;;;1419;821;352.0;246.0;848;514;99.0;235.0;147.0;65.0;4.0;30.0;48.0;;8723;283;;5322.0;;;;;;;;;;;;;;;;;;16836;14337;;;8641.0;5696;2499;;;;;;;;;;;;;;;;
62;2011 3e kwartaal;33053.0;25350;;1520;405.0;62.0;203.0;963;426.0;;7050;224;;;8671.0;5826;7703.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15891.0;10853;;1831;1520;240.0;62.0;9.0;86.0;;;888;514;220.0;154.0;651;394;76.0;181.0;123.0;55.0;3.0;25.0;40.0;;7050;224;;5038.0;;;;;;;;;;;;;;;;;;17162;14497;;;8671.0;5826;2665;;;;;;;;;;;;;;;;
63;2011 4e kwartaal;33044.0;25800;;1543;470.0;63.0;231.0;939;334.0;;7091;223;;;9132.0;5774;7244.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15811.0;10894;;1859;1543;244.0;63.0;9.0;84.0;;;984;569;244.0;171.0;497;301;138.0;58.0;156.0;69.0;4.0;32.0;51.0;;7091;223;;4917.0;;;;;;;;;;;;;;;;;;17233;14906;;;9132.0;5774;2327;;;;;;;;;;;;;;;;
64;2011;135108.0;105039;;6674;1838.0;271.0;949.0;4364;1848.0;;29996;969;;;35122.0;23008;30069.0;311.0;2381.0;161.0;3346.0;434.0;8.0;4495.0;212.0;435.0;815.0;4714.0;1108.0;976.0;145.0;;;;2365.0;2311.0;111.0;416.0;586.0;2866.0;216.0;259.0;;;;56.0;312.0;1030.0;66980.0;46909;;8040;6674;1056.0;271.0;39.0;365.0;;;4234;2450;1050.0;734.0;2767;1676;403.0;688.0;538.0;238.0;14.0;110.0;176.0;;29996;969;;20071.0;311.0;2381.0;161.0;3346.0;434.0;8.0;4123.0;212.0;435.0;815.0;4714.0;1108.0;976.0;145.0;;;902.0;68128;58130;;;35122.0;23008;9998;372.0;;2365.0;2311.0;111.0;416.0;586.0;2866.0;216.0;259.0;;;;56.0;312.0;128.0
65;2012 1e kwartaal;33771.0;26399;;1447;517.0;57.0;211.0;1198;448.0;;7312;214;;;8823.0;6172;7372.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16384.0;11404;;1835;1447;320.0;57.0;11.0;89.0;;;1024;616;246.0;162.0;806;523;103.0;180.0;124.0;59.0;5.0;22.0;38.0;;7312;214;;4980.0;;;;;;;;;;;;;;;;;;17387;14995;;;8823.0;6172;2392;;;;;;;;;;;;;;;;
66;2012 2e kwartaal;37343.0;29620;;1880;665.0;74.0;275.0;1546;578.0;;9079;256;;;8908.0;6359;7723.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19703.0;14353;;2383;1880;415.0;74.0;14.0;115.0;;;1343;808;323.0;212.0;1016;660;129.0;227.0;161.0;78.0;6.0;28.0;49.0;;9079;256;;5350.0;;;;;;;;;;;;;;;;;;17640;15267;;;8908.0;6359;2373;;;;;;;;;;;;;;;;
67;2012 3e kwartaal;34065.0;26759;;1416;506.0;56.0;236.0;1249;469.0;;7465;199;;;8672.0;6491;7306.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16388.0;11596;;1796;1416;313.0;56.0;11.0;90.0;;;1136;684;273.0;179.0;759;492;97.0;170.0;151.0;73.0;6.0;26.0;46.0;;7465;199;;4792.0;;;;;;;;;;;;;;;;;;17677;15163;;;8672.0;6491;2514;;;;;;;;;;;;;;;;
68;2012 4e kwartaal;34809.0;27684;;1409;512.0;55.0;226.0;1240;466.0;;7559;175;;;9169.0;6873;7125.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16604.0;11642;;1787;1409;312.0;55.0;11.0;94.0;;;1101;662;265.0;174.0;790;512;101.0;177.0;136.0;66.0;5.0;24.0;41.0;;7559;175;;4962.0;;;;;;;;;;;;;;;;;;18205;16042;;;9169.0;6873;2163;;;;;;;;;;;;;;;;
69;2012;139988.0;110462;;6152;2200.0;242.0;948.0;5233;1961.0;;31415;844;;;35572.0;25895;29526.0;293.0;2515.0;197.0;3236.0;454.0;38.0;4575.0;200.0;452.0;845.0;4589.0;1124.0;911.0;71.0;;;;2290.0;2288.0;106.0;430.0;581.0;2393.0;208.0;307.0;;;;35.0;322.0;1066.0;69079.0;48995;;7801;6152;1360.0;242.0;47.0;388.0;;;4604;2770;1107.0;727.0;3371;2187;430.0;754.0;572.0;276.0;22.0;100.0;174.0;;31415;844;;20084.0;293.0;2515.0;197.0;3236.0;454.0;38.0;4213.0;200.0;452.0;845.0;4589.0;1124.0;911.0;71.0;;;946.0;70909;61467;;;35572.0;25895;9442;362.0;;2290.0;2288.0;106.0;430.0;581.0;2393.0;208.0;307.0;;;;35.0;322.0;120.0
70;2013 1e kwartaal;34640.0;27302;;1332;614.0;50.0;200.0;1509;433.0;;7391;180;;;9080.0;6513;7338.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16767.0;11709;;1774;1332;381.0;50.0;11.0;90.0;;;1141;747;242.0;152.0;1000;693;136.0;171.0;133.0;69.0;7.0;20.0;37.0;;7391;180;;5058.0;;;;;;;;;;;;;;;;;;17873;15593;;;9080.0;6513;2280;;;;;;;;;;;;;;;;
71;2013 2e kwartaal;38193.0;30373;;1744;775.0;66.0;274.0;2006;578.0;;9492;222;;;9080.0;6136;7820.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20729.0;15157;;2322;1744;498.0;66.0;14.0;95.0;;;1580;1035;335.0;210.0;1269;879;173.0;217.0;177.0;92.0;9.0;26.0;50.0;;9492;222;;5572.0;;;;;;;;;;;;;;;;;;17464;15216;;;9080.0;6136;2248;;;;;;;;;;;;;;;;
72;2013 3e kwartaal;35112.0;27507;;1317;596.0;50.0;231.0;1603;466.0;;7997;167;;;8824.0;6256;7605.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17623.0;12427;;1754;1317;376.0;50.0;11.0;82.0;;;1321;865;280.0;176.0;951;658;130.0;163.0;155.0;80.0;8.0;23.0;44.0;;7997;167;;5196.0;;;;;;;;;;;;;;;;;;17489;15080;;;8824.0;6256;2409;;;;;;;;;;;;;;;;
73;2013 4e kwartaal;35488.0;27882;;1295;619.0;49.0;236.0;1589;463.0;;7837;143;;;9270.0;6381;7606.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17787.0;12231;;1728;1295;373.0;49.0;11.0;116.0;;;1357;889;287.0;181.0;895;620;122.0;153.0;155.0;80.0;8.0;23.0;44.0;;7837;143;;5556.0;;;;;;;;;;;;;;;;;;17701;15651;;;9270.0;6381;2050;;;;;;;;;;;;;;;;
74;2013;143433.0;113064;;5688;2604.0;215.0;941.0;6707;1940.0;;32717;712;;;36254.0;25286;30369.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72906.0;51524;;7578;5688;1628.0;215.0;47.0;383.0;;;5399;3536;1144.0;719.0;4115;2850;561.0;704.0;620.0;321.0;32.0;92.0;175.0;;32717;712;;21382.0;;;;;;;;;;;;;;;;;;70527;61540;;;36254.0;25286;8987;;;;;;;;;;;;;;;;
