ID;Sterklassen;RegioS;Perioden;ZakelijkeOvernachtingen_1
544;Accommodaties zonder ster;Amsterdam;2024 3e kwartaal;30
545;Accommodaties zonder ster;Amsterdam;2024 oktober;10
546;Accommodaties zonder ster;Amsterdam;2024 november;10
547;Accommodaties zonder ster;Amsterdam;2024 december;10
548;Accommodaties zonder ster;Amsterdam;2024 4e kwartaal;40
549;Accommodaties zonder ster;Amsterdam;2024;110
550;Accommodaties zonder ster;Amsterdam;2025 januari;10
551;Accommodaties zonder ster;Amsterdam;2025 februari;10
552;Accommodaties met 1 ster;Nederland;2017 januari;10
553;Accommodaties met 1 ster;Nederland;2017 februari;10
554;Accommodaties met 1 ster;Nederland;2017 maart;10
555;Accommodaties met 1 ster;Nederland;2017 1e kwartaal;30
556;Accommodaties met 1 ster;Nederland;2017 april;20
557;Accommodaties met 1 ster;Nederland;2017 mei;10
558;Accommodaties met 1 ster;Nederland;2017 juni;10
559;Accommodaties met 1 ster;Nederland;2017 2e kwartaal;40
560;Accommodaties met 1 ster;Nederland;2017 juli;10
561;Accommodaties met 1 ster;Nederland;2017 augustus;10
562;Accommodaties met 1 ster;Nederland;2017 september;10
563;Accommodaties met 1 ster;Nederland;2017 3e kwartaal;40
564;Accommodaties met 1 ster;Nederland;2017 oktober;10
565;Accommodaties met 1 ster;Nederland;2017 november;10
566;Accommodaties met 1 ster;Nederland;2017 december;10
567;Accommodaties met 1 ster;Nederland;2017 4e kwartaal;30
568;Accommodaties met 1 ster;Nederland;2017;150
569;Accommodaties met 1 ster;Nederland;2018 januari;10
570;Accommodaties met 1 ster;Nederland;2018 februari;20
571;Accommodaties met 1 ster;Nederland;2018 maart;10
572;Accommodaties met 1 ster;Nederland;2018 1e kwartaal;40
573;Accommodaties met 1 ster;Nederland;2018 april;20
574;Accommodaties met 1 ster;Nederland;2018 mei;10
575;Accommodaties met 1 ster;Nederland;2018 juni;20
576;Accommodaties met 1 ster;Nederland;2018 2e kwartaal;50
577;Accommodaties met 1 ster;Nederland;2018 juli;10
578;Accommodaties met 1 ster;Nederland;2018 augustus;10
579;Accommodaties met 1 ster;Nederland;2018 september;20
580;Accommodaties met 1 ster;Nederland;2018 3e kwartaal;40
581;Accommodaties met 1 ster;Nederland;2018 oktober;20
582;Accommodaties met 1 ster;Nederland;2018 november;20
583;Accommodaties met 1 ster;Nederland;2018 december;10
584;Accommodaties met 1 ster;Nederland;2018 4e kwartaal;50
585;Accommodaties met 1 ster;Nederland;2018;180
586;Accommodaties met 1 ster;Nederland;2019 januari;10
587;Accommodaties met 1 ster;Nederland;2019 februari;10
588;Accommodaties met 1 ster;Nederland;2019 maart;20
589;Accommodaties met 1 ster;Nederland;2019 1e kwartaal;40
590;Accommodaties met 1 ster;Nederland;2019 april;20
591;Accommodaties met 1 ster;Nederland;2019 mei;20
592;Accommodaties met 1 ster;Nederland;2019 juni;20
593;Accommodaties met 1 ster;Nederland;2019 2e kwartaal;60
594;Accommodaties met 1 ster;Nederland;2019 juli;20
595;Accommodaties met 1 ster;Nederland;2019 augustus;20
596;Accommodaties met 1 ster;Nederland;2019 september;20
597;Accommodaties met 1 ster;Nederland;2019 3e kwartaal;50
598;Accommodaties met 1 ster;Nederland;2019 oktober;20
599;Accommodaties met 1 ster;Nederland;2019 november;20
600;Accommodaties met 1 ster;Nederland;2019 december;10
601;Accommodaties met 1 ster;Nederland;2019 4e kwartaal;50
602;Accommodaties met 1 ster;Nederland;2019;200
603;Accommodaties met 1 ster;Nederland;2020 januari;10
604;Accommodaties met 1 ster;Nederland;2020 februari;10
605;Accommodaties met 1 ster;Nederland;2020 maart;10
606;Accommodaties met 1 ster;Nederland;2020 1e kwartaal;30
607;Accommodaties met 1 ster;Nederland;2020 april;0
608;Accommodaties met 1 ster;Nederland;2020 mei;10
609;Accommodaties met 1 ster;Nederland;2020 juni;0
610;Accommodaties met 1 ster;Nederland;2020 2e kwartaal;10
611;Accommodaties met 1 ster;Nederland;2020 juli;10
612;Accommodaties met 1 ster;Nederland;2020 augustus;10
613;Accommodaties met 1 ster;Nederland;2020 september;10
614;Accommodaties met 1 ster;Nederland;2020 3e kwartaal;20
615;Accommodaties met 1 ster;Nederland;2020 oktober;10
616;Accommodaties met 1 ster;Nederland;2020 november;0
617;Accommodaties met 1 ster;Nederland;2020 december;0
618;Accommodaties met 1 ster;Nederland;2020 4e kwartaal;10
619;Accommodaties met 1 ster;Nederland;2020;70
620;Accommodaties met 1 ster;Nederland;2021 januari;0
621;Accommodaties met 1 ster;Nederland;2021 februari;0
622;Accommodaties met 1 ster;Nederland;2021 maart;0
623;Accommodaties met 1 ster;Nederland;2021 1e kwartaal;10
624;Accommodaties met 1 ster;Nederland;2021 april;0
625;Accommodaties met 1 ster;Nederland;2021 mei;10
626;Accommodaties met 1 ster;Nederland;2021 juni;10
627;Accommodaties met 1 ster;Nederland;2021 2e kwartaal;20
628;Accommodaties met 1 ster;Nederland;2021 juli;10
629;Accommodaties met 1 ster;Nederland;2021 augustus;10
630;Accommodaties met 1 ster;Nederland;2021 september;10
631;Accommodaties met 1 ster;Nederland;2021 3e kwartaal;20
632;Accommodaties met 1 ster;Nederland;2021 oktober;10
633;Accommodaties met 1 ster;Nederland;2021 november;10
634;Accommodaties met 1 ster;Nederland;2021 december;0
635;Accommodaties met 1 ster;Nederland;2021 4e kwartaal;20
636;Accommodaties met 1 ster;Nederland;2021;70
637;Accommodaties met 1 ster;Nederland;2022 januari;0
638;Accommodaties met 1 ster;Nederland;2022 februari;10
639;Accommodaties met 1 ster;Nederland;2022 maart;10
640;Accommodaties met 1 ster;Nederland;2022 1e kwartaal;10
641;Accommodaties met 1 ster;Nederland;2022 april;10
642;Accommodaties met 1 ster;Nederland;2022 mei;10
643;Accommodaties met 1 ster;Nederland;2022 juni;0
644;Accommodaties met 1 ster;Nederland;2022 2e kwartaal;20
645;Accommodaties met 1 ster;Nederland;2022 juli;0
646;Accommodaties met 1 ster;Nederland;2022 augustus;10
647;Accommodaties met 1 ster;Nederland;2022 september;10
648;Accommodaties met 1 ster;Nederland;2022 3e kwartaal;20
649;Accommodaties met 1 ster;Nederland;2022 oktober;10
650;Accommodaties met 1 ster;Nederland;2022 november;10
651;Accommodaties met 1 ster;Nederland;2022 december;0
652;Accommodaties met 1 ster;Nederland;2022 4e kwartaal;20
653;Accommodaties met 1 ster;Nederland;2022;70
654;Accommodaties met 1 ster;Nederland;2023 januari;0
655;Accommodaties met 1 ster;Nederland;2023 februari;10
656;Accommodaties met 1 ster;Nederland;2023 maart;10
657;Accommodaties met 1 ster;Nederland;2023 1e kwartaal;20
658;Accommodaties met 1 ster;Nederland;2023 april;10
659;Accommodaties met 1 ster;Nederland;2023 mei;10
660;Accommodaties met 1 ster;Nederland;2023 juni;10
661;Accommodaties met 1 ster;Nederland;2023 2e kwartaal;30
662;Accommodaties met 1 ster;Nederland;2023 juli;10
663;Accommodaties met 1 ster;Nederland;2023 augustus;10
664;Accommodaties met 1 ster;Nederland;2023 september;10
665;Accommodaties met 1 ster;Nederland;2023 3e kwartaal;30
666;Accommodaties met 1 ster;Nederland;2023 oktober;10
667;Accommodaties met 1 ster;Nederland;2023 november;10
668;Accommodaties met 1 ster;Nederland;2023 december;10
669;Accommodaties met 1 ster;Nederland;2023 4e kwartaal;30
670;Accommodaties met 1 ster;Nederland;2023;110
671;Accommodaties met 1 ster;Nederland;2024 januari;10
672;Accommodaties met 1 ster;Nederland;2024 februari;10
673;Accommodaties met 1 ster;Nederland;2024 maart;10
674;Accommodaties met 1 ster;Nederland;2024 1e kwartaal;20
675;Accommodaties met 1 ster;Nederland;2024 april;10
676;Accommodaties met 1 ster;Nederland;2024 mei;10
677;Accommodaties met 1 ster;Nederland;2024 juni;10
678;Accommodaties met 1 ster;Nederland;2024 2e kwartaal;30
679;Accommodaties met 1 ster;Nederland;2024 juli;10
680;Accommodaties met 1 ster;Nederland;2024 augustus;10
681;Accommodaties met 1 ster;Nederland;2024 september;10
682;Accommodaties met 1 ster;Nederland;2024 3e kwartaal;20
683;Accommodaties met 1 ster;Nederland;2024 oktober;10
684;Accommodaties met 1 ster;Nederland;2024 november;10
685;Accommodaties met 1 ster;Nederland;2024 december;10
686;Accommodaties met 1 ster;Nederland;2024 4e kwartaal;20
687;Accommodaties met 1 ster;Nederland;2024;90
688;Accommodaties met 1 ster;Nederland;2025 januari;10
689;Accommodaties met 1 ster;Nederland;2025 februari;10
690;Accommodaties met 1 ster;Amsterdam;2017 januari;0
691;Accommodaties met 1 ster;Amsterdam;2017 februari;0
692;Accommodaties met 1 ster;Amsterdam;2017 maart;0
693;Accommodaties met 1 ster;Amsterdam;2017 1e kwartaal;10
694;Accommodaties met 1 ster;Amsterdam;2017 april;10
695;Accommodaties met 1 ster;Amsterdam;2017 mei;0
696;Accommodaties met 1 ster;Amsterdam;2017 juni;0
697;Accommodaties met 1 ster;Amsterdam;2017 2e kwartaal;10
698;Accommodaties met 1 ster;Amsterdam;2017 juli;0
699;Accommodaties met 1 ster;Amsterdam;2017 augustus;0
700;Accommodaties met 1 ster;Amsterdam;2017 september;0
701;Accommodaties met 1 ster;Amsterdam;2017 3e kwartaal;10
702;Accommodaties met 1 ster;Amsterdam;2017 oktober;0
703;Accommodaties met 1 ster;Amsterdam;2017 november;0
704;Accommodaties met 1 ster;Amsterdam;2017 december;0
705;Accommodaties met 1 ster;Amsterdam;2017 4e kwartaal;10
706;Accommodaties met 1 ster;Amsterdam;2017;30
707;Accommodaties met 1 ster;Amsterdam;2018 januari;10
708;Accommodaties met 1 ster;Amsterdam;2018 februari;10
709;Accommodaties met 1 ster;Amsterdam;2018 maart;10
710;Accommodaties met 1 ster;Amsterdam;2018 1e kwartaal;20
711;Accommodaties met 1 ster;Amsterdam;2018 april;10
712;Accommodaties met 1 ster;Amsterdam;2018 mei;10
713;Accommodaties met 1 ster;Amsterdam;2018 juni;10
714;Accommodaties met 1 ster;Amsterdam;2018 2e kwartaal;20
715;Accommodaties met 1 ster;Amsterdam;2018 juli;10
716;Accommodaties met 1 ster;Amsterdam;2018 augustus;10
717;Accommodaties met 1 ster;Amsterdam;2018 september;10
718;Accommodaties met 1 ster;Amsterdam;2018 3e kwartaal;30
719;Accommodaties met 1 ster;Amsterdam;2018 oktober;10
720;Accommodaties met 1 ster;Amsterdam;2018 november;10
721;Accommodaties met 1 ster;Amsterdam;2018 december;10
722;Accommodaties met 1 ster;Amsterdam;2018 4e kwartaal;20
723;Accommodaties met 1 ster;Amsterdam;2018;90
724;Accommodaties met 1 ster;Amsterdam;2019 januari;0
725;Accommodaties met 1 ster;Amsterdam;2019 februari;10
726;Accommodaties met 1 ster;Amsterdam;2019 maart;10
727;Accommodaties met 1 ster;Amsterdam;2019 1e kwartaal;10
728;Accommodaties met 1 ster;Amsterdam;2019 april;10
729;Accommodaties met 1 ster;Amsterdam;2019 mei;10
730;Accommodaties met 1 ster;Amsterdam;2019 juni;10
731;Accommodaties met 1 ster;Amsterdam;2019 2e kwartaal;20
732;Accommodaties met 1 ster;Amsterdam;2019 juli;10
733;Accommodaties met 1 ster;Amsterdam;2019 augustus;10
734;Accommodaties met 1 ster;Amsterdam;2019 september;10
735;Accommodaties met 1 ster;Amsterdam;2019 3e kwartaal;20
736;Accommodaties met 1 ster;Amsterdam;2019 oktober;10
737;Accommodaties met 1 ster;Amsterdam;2019 november;0
738;Accommodaties met 1 ster;Amsterdam;2019 december;10
739;Accommodaties met 1 ster;Amsterdam;2019 4e kwartaal;20
740;Accommodaties met 1 ster;Amsterdam;2019;70
741;Accommodaties met 1 ster;Amsterdam;2020 januari;0
742;Accommodaties met 1 ster;Amsterdam;2020 februari;10
743;Accommodaties met 1 ster;Amsterdam;2020 maart;0
744;Accommodaties met 1 ster;Amsterdam;2020 1e kwartaal;10
745;Accommodaties met 1 ster;Amsterdam;2020 april;0
746;Accommodaties met 1 ster;Amsterdam;2020 mei;0
747;Accommodaties met 1 ster;Amsterdam;2020 juni;0
748;Accommodaties met 1 ster;Amsterdam;2020 2e kwartaal;0
749;Accommodaties met 1 ster;Amsterdam;2020 juli;0
750;Accommodaties met 1 ster;Amsterdam;2020 augustus;0
751;Accommodaties met 1 ster;Amsterdam;2020 september;0
752;Accommodaties met 1 ster;Amsterdam;2020 3e kwartaal;0
753;Accommodaties met 1 ster;Amsterdam;2020 oktober;0
754;Accommodaties met 1 ster;Amsterdam;2020 november;0
755;Accommodaties met 1 ster;Amsterdam;2020 december;0
756;Accommodaties met 1 ster;Amsterdam;2020 4e kwartaal;0
757;Accommodaties met 1 ster;Amsterdam;2020;20
758;Accommodaties met 1 ster;Amsterdam;2021 januari;0
759;Accommodaties met 1 ster;Amsterdam;2021 februari;0
760;Accommodaties met 1 ster;Amsterdam;2021 maart;0
761;Accommodaties met 1 ster;Amsterdam;2021 1e kwartaal;0
762;Accommodaties met 1 ster;Amsterdam;2021 april;0
763;Accommodaties met 1 ster;Amsterdam;2021 mei;0
764;Accommodaties met 1 ster;Amsterdam;2021 juni;0
765;Accommodaties met 1 ster;Amsterdam;2021 2e kwartaal;0
766;Accommodaties met 1 ster;Amsterdam;2021 juli;0
767;Accommodaties met 1 ster;Amsterdam;2021 augustus;0
768;Accommodaties met 1 ster;Amsterdam;2021 september;0
769;Accommodaties met 1 ster;Amsterdam;2021 3e kwartaal;0
770;Accommodaties met 1 ster;Amsterdam;2021 oktober;0
771;Accommodaties met 1 ster;Amsterdam;2021 november;0
772;Accommodaties met 1 ster;Amsterdam;2021 december;0
773;Accommodaties met 1 ster;Amsterdam;2021 4e kwartaal;0
774;Accommodaties met 1 ster;Amsterdam;2021;10
775;Accommodaties met 1 ster;Amsterdam;2022 januari;0
776;Accommodaties met 1 ster;Amsterdam;2022 februari;0
777;Accommodaties met 1 ster;Amsterdam;2022 maart;0
778;Accommodaties met 1 ster;Amsterdam;2022 1e kwartaal;10
779;Accommodaties met 1 ster;Amsterdam;2022 april;0
780;Accommodaties met 1 ster;Amsterdam;2022 mei;0
781;Accommodaties met 1 ster;Amsterdam;2022 juni;0
782;Accommodaties met 1 ster;Amsterdam;2022 2e kwartaal;10
783;Accommodaties met 1 ster;Amsterdam;2022 juli;0
784;Accommodaties met 1 ster;Amsterdam;2022 augustus;0
785;Accommodaties met 1 ster;Amsterdam;2022 september;0
786;Accommodaties met 1 ster;Amsterdam;2022 3e kwartaal;10
787;Accommodaties met 1 ster;Amsterdam;2022 oktober;0
788;Accommodaties met 1 ster;Amsterdam;2022 november;0
789;Accommodaties met 1 ster;Amsterdam;2022 december;0
790;Accommodaties met 1 ster;Amsterdam;2022 4e kwartaal;10
791;Accommodaties met 1 ster;Amsterdam;2022;20
792;Accommodaties met 1 ster;Amsterdam;2023 januari;0
793;Accommodaties met 1 ster;Amsterdam;2023 februari;0
794;Accommodaties met 1 ster;Amsterdam;2023 maart;0
795;Accommodaties met 1 ster;Amsterdam;2023 1e kwartaal;10
796;Accommodaties met 1 ster;Amsterdam;2023 april;0
797;Accommodaties met 1 ster;Amsterdam;2023 mei;0
798;Accommodaties met 1 ster;Amsterdam;2023 juni;0
799;Accommodaties met 1 ster;Amsterdam;2023 2e kwartaal;0
800;Accommodaties met 1 ster;Amsterdam;2023 juli;0
801;Accommodaties met 1 ster;Amsterdam;2023 augustus;0
802;Accommodaties met 1 ster;Amsterdam;2023 september;0
803;Accommodaties met 1 ster;Amsterdam;2023 3e kwartaal;10
804;Accommodaties met 1 ster;Amsterdam;2023 oktober;10
805;Accommodaties met 1 ster;Amsterdam;2023 november;0
806;Accommodaties met 1 ster;Amsterdam;2023 december;0
807;Accommodaties met 1 ster;Amsterdam;2023 4e kwartaal;10
808;Accommodaties met 1 ster;Amsterdam;2023;30
809;Accommodaties met 1 ster;Amsterdam;2024 januari;0
810;Accommodaties met 1 ster;Amsterdam;2024 februari;0
811;Accommodaties met 1 ster;Amsterdam;2024 maart;0
812;Accommodaties met 1 ster;Amsterdam;2024 1e kwartaal;0
813;Accommodaties met 1 ster;Amsterdam;2024 april;0
814;Accommodaties met 1 ster;Amsterdam;2024 mei;0
815;Accommodaties met 1 ster;Amsterdam;2024 juni;0
816;Accommodaties met 1 ster;Amsterdam;2024 2e kwartaal;10
817;Accommodaties met 1 ster;Amsterdam;2024 juli;0
818;Accommodaties met 1 ster;Amsterdam;2024 augustus;0
819;Accommodaties met 1 ster;Amsterdam;2024 september;0
820;Accommodaties met 1 ster;Amsterdam;2024 3e kwartaal;10
821;Accommodaties met 1 ster;Amsterdam;2024 oktober;0
822;Accommodaties met 1 ster;Amsterdam;2024 november;0
823;Accommodaties met 1 ster;Amsterdam;2024 december;0
824;Accommodaties met 1 ster;Amsterdam;2024 4e kwartaal;10
825;Accommodaties met 1 ster;Amsterdam;2024;30
826;Accommodaties met 1 ster;Amsterdam;2025 januari;0
827;Accommodaties met 1 ster;Amsterdam;2025 februari;0
828;Accommodaties met 2 sterren;Nederland;2017 januari;30
829;Accommodaties met 2 sterren;Nederland;2017 februari;30
830;Accommodaties met 2 sterren;Nederland;2017 maart;40
831;Accommodaties met 2 sterren;Nederland;2017 1e kwartaal;110
832;Accommodaties met 2 sterren;Nederland;2017 april;50
833;Accommodaties met 2 sterren;Nederland;2017 mei;50
834;Accommodaties met 2 sterren;Nederland;2017 juni;50
835;Accommodaties met 2 sterren;Nederland;2017 2e kwartaal;150
836;Accommodaties met 2 sterren;Nederland;2017 juli;40
837;Accommodaties met 2 sterren;Nederland;2017 augustus;40
838;Accommodaties met 2 sterren;Nederland;2017 september;40
839;Accommodaties met 2 sterren;Nederland;2017 3e kwartaal;130
840;Accommodaties met 2 sterren;Nederland;2017 oktober;40
841;Accommodaties met 2 sterren;Nederland;2017 november;40
842;Accommodaties met 2 sterren;Nederland;2017 december;30
843;Accommodaties met 2 sterren;Nederland;2017 4e kwartaal;110
844;Accommodaties met 2 sterren;Nederland;2017;500
845;Accommodaties met 2 sterren;Nederland;2018 januari;30
846;Accommodaties met 2 sterren;Nederland;2018 februari;40
847;Accommodaties met 2 sterren;Nederland;2018 maart;40
848;Accommodaties met 2 sterren;Nederland;2018 1e kwartaal;110
849;Accommodaties met 2 sterren;Nederland;2018 april;40
850;Accommodaties met 2 sterren;Nederland;2018 mei;50
851;Accommodaties met 2 sterren;Nederland;2018 juni;50
852;Accommodaties met 2 sterren;Nederland;2018 2e kwartaal;140
853;Accommodaties met 2 sterren;Nederland;2018 juli;60
854;Accommodaties met 2 sterren;Nederland;2018 augustus;40
855;Accommodaties met 2 sterren;Nederland;2018 september;60
856;Accommodaties met 2 sterren;Nederland;2018 3e kwartaal;150
857;Accommodaties met 2 sterren;Nederland;2018 oktober;60
858;Accommodaties met 2 sterren;Nederland;2018 november;50
859;Accommodaties met 2 sterren;Nederland;2018 december;30
860;Accommodaties met 2 sterren;Nederland;2018 4e kwartaal;140
861;Accommodaties met 2 sterren;Nederland;2018;550
862;Accommodaties met 2 sterren;Nederland;2019 januari;40
863;Accommodaties met 2 sterren;Nederland;2019 februari;30
864;Accommodaties met 2 sterren;Nederland;2019 maart;50
865;Accommodaties met 2 sterren;Nederland;2019 1e kwartaal;110
866;Accommodaties met 2 sterren;Nederland;2019 april;50
867;Accommodaties met 2 sterren;Nederland;2019 mei;60
868;Accommodaties met 2 sterren;Nederland;2019 juni;50
869;Accommodaties met 2 sterren;Nederland;2019 2e kwartaal;170
870;Accommodaties met 2 sterren;Nederland;2019 juli;50
871;Accommodaties met 2 sterren;Nederland;2019 augustus;60
872;Accommodaties met 2 sterren;Nederland;2019 september;60
873;Accommodaties met 2 sterren;Nederland;2019 3e kwartaal;170
874;Accommodaties met 2 sterren;Nederland;2019 oktober;70
875;Accommodaties met 2 sterren;Nederland;2019 november;40
876;Accommodaties met 2 sterren;Nederland;2019 december;30
877;Accommodaties met 2 sterren;Nederland;2019 4e kwartaal;140
878;Accommodaties met 2 sterren;Nederland;2019;600
879;Accommodaties met 2 sterren;Nederland;2020 januari;40
880;Accommodaties met 2 sterren;Nederland;2020 februari;50
881;Accommodaties met 2 sterren;Nederland;2020 maart;20
882;Accommodaties met 2 sterren;Nederland;2020 1e kwartaal;110
883;Accommodaties met 2 sterren;Nederland;2020 april;20
884;Accommodaties met 2 sterren;Nederland;2020 mei;10
885;Accommodaties met 2 sterren;Nederland;2020 juni;20
886;Accommodaties met 2 sterren;Nederland;2020 2e kwartaal;50
887;Accommodaties met 2 sterren;Nederland;2020 juli;30
888;Accommodaties met 2 sterren;Nederland;2020 augustus;20
889;Accommodaties met 2 sterren;Nederland;2020 september;30
890;Accommodaties met 2 sterren;Nederland;2020 3e kwartaal;80
891;Accommodaties met 2 sterren;Nederland;2020 oktober;20
892;Accommodaties met 2 sterren;Nederland;2020 november;10
893;Accommodaties met 2 sterren;Nederland;2020 december;10
894;Accommodaties met 2 sterren;Nederland;2020 4e kwartaal;40
895;Accommodaties met 2 sterren;Nederland;2020;280
896;Accommodaties met 2 sterren;Nederland;2021 januari;10
897;Accommodaties met 2 sterren;Nederland;2021 februari;10
898;Accommodaties met 2 sterren;Nederland;2021 maart;10
899;Accommodaties met 2 sterren;Nederland;2021 1e kwartaal;30
900;Accommodaties met 2 sterren;Nederland;2021 april;10
901;Accommodaties met 2 sterren;Nederland;2021 mei;10
902;Accommodaties met 2 sterren;Nederland;2021 juni;20
903;Accommodaties met 2 sterren;Nederland;2021 2e kwartaal;40
904;Accommodaties met 2 sterren;Nederland;2021 juli;20
905;Accommodaties met 2 sterren;Nederland;2021 augustus;30
906;Accommodaties met 2 sterren;Nederland;2021 september;30
907;Accommodaties met 2 sterren;Nederland;2021 3e kwartaal;90
908;Accommodaties met 2 sterren;Nederland;2021 oktober;40
909;Accommodaties met 2 sterren;Nederland;2021 november;30
910;Accommodaties met 2 sterren;Nederland;2021 december;10
911;Accommodaties met 2 sterren;Nederland;2021 4e kwartaal;80
912;Accommodaties met 2 sterren;Nederland;2021;250
913;Accommodaties met 2 sterren;Nederland;2022 januari;10
914;Accommodaties met 2 sterren;Nederland;2022 februari;20
915;Accommodaties met 2 sterren;Nederland;2022 maart;20
916;Accommodaties met 2 sterren;Nederland;2022 1e kwartaal;40
917;Accommodaties met 2 sterren;Nederland;2022 april;40
918;Accommodaties met 2 sterren;Nederland;2022 mei;30
919;Accommodaties met 2 sterren;Nederland;2022 juni;40
920;Accommodaties met 2 sterren;Nederland;2022 2e kwartaal;110
921;Accommodaties met 2 sterren;Nederland;2022 juli;20
922;Accommodaties met 2 sterren;Nederland;2022 augustus;20
923;Accommodaties met 2 sterren;Nederland;2022 september;30
924;Accommodaties met 2 sterren;Nederland;2022 3e kwartaal;80
925;Accommodaties met 2 sterren;Nederland;2022 oktober;40
926;Accommodaties met 2 sterren;Nederland;2022 november;30
927;Accommodaties met 2 sterren;Nederland;2022 december;20
928;Accommodaties met 2 sterren;Nederland;2022 4e kwartaal;90
929;Accommodaties met 2 sterren;Nederland;2022;320
930;Accommodaties met 2 sterren;Nederland;2023 januari;20
931;Accommodaties met 2 sterren;Nederland;2023 februari;20
932;Accommodaties met 2 sterren;Nederland;2023 maart;20
933;Accommodaties met 2 sterren;Nederland;2023 1e kwartaal;70
934;Accommodaties met 2 sterren;Nederland;2023 april;30
935;Accommodaties met 2 sterren;Nederland;2023 mei;30
936;Accommodaties met 2 sterren;Nederland;2023 juni;30
937;Accommodaties met 2 sterren;Nederland;2023 2e kwartaal;90
938;Accommodaties met 2 sterren;Nederland;2023 juli;30
939;Accommodaties met 2 sterren;Nederland;2023 augustus;30
940;Accommodaties met 2 sterren;Nederland;2023 september;30
941;Accommodaties met 2 sterren;Nederland;2023 3e kwartaal;90
942;Accommodaties met 2 sterren;Nederland;2023 oktober;40
943;Accommodaties met 2 sterren;Nederland;2023 november;30
944;Accommodaties met 2 sterren;Nederland;2023 december;20
945;Accommodaties met 2 sterren;Nederland;2023 4e kwartaal;90
946;Accommodaties met 2 sterren;Nederland;2023;330
947;Accommodaties met 2 sterren;Nederland;2024 januari;20
948;Accommodaties met 2 sterren;Nederland;2024 februari;20
949;Accommodaties met 2 sterren;Nederland;2024 maart;40
950;Accommodaties met 2 sterren;Nederland;2024 1e kwartaal;80
951;Accommodaties met 2 sterren;Nederland;2024 april;40
952;Accommodaties met 2 sterren;Nederland;2024 mei;30
953;Accommodaties met 2 sterren;Nederland;2024 juni;50
954;Accommodaties met 2 sterren;Nederland;2024 2e kwartaal;120
955;Accommodaties met 2 sterren;Nederland;2024 juli;30
956;Accommodaties met 2 sterren;Nederland;2024 augustus;30
957;Accommodaties met 2 sterren;Nederland;2024 september;30
958;Accommodaties met 2 sterren;Nederland;2024 3e kwartaal;90
959;Accommodaties met 2 sterren;Nederland;2024 oktober;30
960;Accommodaties met 2 sterren;Nederland;2024 november;40
961;Accommodaties met 2 sterren;Nederland;2024 december;30
962;Accommodaties met 2 sterren;Nederland;2024 4e kwartaal;100
963;Accommodaties met 2 sterren;Nederland;2024;390
964;Accommodaties met 2 sterren;Nederland;2025 januari;20
965;Accommodaties met 2 sterren;Nederland;2025 februari;20
966;Accommodaties met 2 sterren;Amsterdam;2017 januari;10
967;Accommodaties met 2 sterren;Amsterdam;2017 februari;10
968;Accommodaties met 2 sterren;Amsterdam;2017 maart;10
969;Accommodaties met 2 sterren;Amsterdam;2017 1e kwartaal;20
970;Accommodaties met 2 sterren;Amsterdam;2017 april;10
971;Accommodaties met 2 sterren;Amsterdam;2017 mei;10
972;Accommodaties met 2 sterren;Amsterdam;2017 juni;10
973;Accommodaties met 2 sterren;Amsterdam;2017 2e kwartaal;30
974;Accommodaties met 2 sterren;Amsterdam;2017 juli;10
975;Accommodaties met 2 sterren;Amsterdam;2017 augustus;10
976;Accommodaties met 2 sterren;Amsterdam;2017 september;10
977;Accommodaties met 2 sterren;Amsterdam;2017 3e kwartaal;20
978;Accommodaties met 2 sterren;Amsterdam;2017 oktober;10
979;Accommodaties met 2 sterren;Amsterdam;2017 november;10
980;Accommodaties met 2 sterren;Amsterdam;2017 december;10
981;Accommodaties met 2 sterren;Amsterdam;2017 4e kwartaal;20
982;Accommodaties met 2 sterren;Amsterdam;2017;90
983;Accommodaties met 2 sterren;Amsterdam;2018 januari;10
984;Accommodaties met 2 sterren;Amsterdam;2018 februari;10
985;Accommodaties met 2 sterren;Amsterdam;2018 maart;0
986;Accommodaties met 2 sterren;Amsterdam;2018 1e kwartaal;20
987;Accommodaties met 2 sterren;Amsterdam;2018 april;10
988;Accommodaties met 2 sterren;Amsterdam;2018 mei;10
989;Accommodaties met 2 sterren;Amsterdam;2018 juni;10
990;Accommodaties met 2 sterren;Amsterdam;2018 2e kwartaal;30
991;Accommodaties met 2 sterren;Amsterdam;2018 juli;20
992;Accommodaties met 2 sterren;Amsterdam;2018 augustus;10
993;Accommodaties met 2 sterren;Amsterdam;2018 september;10
994;Accommodaties met 2 sterren;Amsterdam;2018 3e kwartaal;40
995;Accommodaties met 2 sterren;Amsterdam;2018 oktober;10
996;Accommodaties met 2 sterren;Amsterdam;2018 november;10
997;Accommodaties met 2 sterren;Amsterdam;2018 december;10
998;Accommodaties met 2 sterren;Amsterdam;2018 4e kwartaal;30
999;Accommodaties met 2 sterren;Amsterdam;2018;130
1000;Accommodaties met 2 sterren;Amsterdam;2019 januari;20
1001;Accommodaties met 2 sterren;Amsterdam;2019 februari;10
1002;Accommodaties met 2 sterren;Amsterdam;2019 maart;10
1003;Accommodaties met 2 sterren;Amsterdam;2019 1e kwartaal;30
1004;Accommodaties met 2 sterren;Amsterdam;2019 april;10
1005;Accommodaties met 2 sterren;Amsterdam;2019 mei;20
1006;Accommodaties met 2 sterren;Amsterdam;2019 juni;10
1007;Accommodaties met 2 sterren;Amsterdam;2019 2e kwartaal;50
