ID;Sterklassen;RegioS;Perioden;ZakelijkeOvernachtingen_1
1879;Accommodaties met 5 sterren;Amsterdam;2022 januari;0
1880;Accommodaties met 5 sterren;Amsterdam;2022 februari;10
1881;Accommodaties met 5 sterren;Amsterdam;2022 maart;30
1882;Accommodaties met 5 sterren;Amsterdam;2022 1e kwartaal;40
1883;Accommodaties met 5 sterren;Amsterdam;2022 april;40
1884;Accommodaties met 5 sterren;Amsterdam;2022 mei;40
1885;Accommodaties met 5 sterren;Amsterdam;2022 juni;50
1886;Accommodaties met 5 sterren;Amsterdam;2022 2e kwartaal;130
1887;Accommodaties met 5 sterren;Amsterdam;2022 juli;40
1888;Accommodaties met 5 sterren;Amsterdam;2022 augustus;30
1889;Accommodaties met 5 sterren;Amsterdam;2022 september;40
1890;Accommodaties met 5 sterren;Amsterdam;2022 3e kwartaal;120
1891;Accommodaties met 5 sterren;Amsterdam;2022 oktober;40
1892;Accommodaties met 5 sterren;Amsterdam;2022 november;40
1893;Accommodaties met 5 sterren;Amsterdam;2022 december;30
1894;Accommodaties met 5 sterren;Amsterdam;2022 4e kwartaal;110
1895;Accommodaties met 5 sterren;Amsterdam;2022;400
1896;Accommodaties met 5 sterren;Amsterdam;2023 januari;40
1897;Accommodaties met 5 sterren;Amsterdam;2023 februari;50
1898;Accommodaties met 5 sterren;Amsterdam;2023 maart;50
1899;Accommodaties met 5 sterren;Amsterdam;2023 1e kwartaal;140
1900;Accommodaties met 5 sterren;Amsterdam;2023 april;50
1901;Accommodaties met 5 sterren;Amsterdam;2023 mei;60
1902;Accommodaties met 5 sterren;Amsterdam;2023 juni;50
1903;Accommodaties met 5 sterren;Amsterdam;2023 2e kwartaal;160
1904;Accommodaties met 5 sterren;Amsterdam;2023 juli;50
1905;Accommodaties met 5 sterren;Amsterdam;2023 augustus;40
1906;Accommodaties met 5 sterren;Amsterdam;2023 september;50
1907;Accommodaties met 5 sterren;Amsterdam;2023 3e kwartaal;140
1908;Accommodaties met 5 sterren;Amsterdam;2023 oktober;50
1909;Accommodaties met 5 sterren;Amsterdam;2023 november;50
1910;Accommodaties met 5 sterren;Amsterdam;2023 december;50
1911;Accommodaties met 5 sterren;Amsterdam;2023 4e kwartaal;150
1912;Accommodaties met 5 sterren;Amsterdam;2023;580
1913;Accommodaties met 5 sterren;Amsterdam;2024 januari;40
1914;Accommodaties met 5 sterren;Amsterdam;2024 februari;30
1915;Accommodaties met 5 sterren;Amsterdam;2024 maart;40
1916;Accommodaties met 5 sterren;Amsterdam;2024 1e kwartaal;110
1917;Accommodaties met 5 sterren;Amsterdam;2024 april;40
1918;Accommodaties met 5 sterren;Amsterdam;2024 mei;50
1919;Accommodaties met 5 sterren;Amsterdam;2024 juni;60
1920;Accommodaties met 5 sterren;Amsterdam;2024 2e kwartaal;150
1921;Accommodaties met 5 sterren;Amsterdam;2024 juli;50
1922;Accommodaties met 5 sterren;Amsterdam;2024 augustus;40
1923;Accommodaties met 5 sterren;Amsterdam;2024 september;50
1924;Accommodaties met 5 sterren;Amsterdam;2024 3e kwartaal;140
1925;Accommodaties met 5 sterren;Amsterdam;2024 oktober;40
1926;Accommodaties met 5 sterren;Amsterdam;2024 november;40
1927;Accommodaties met 5 sterren;Amsterdam;2024 december;30
1928;Accommodaties met 5 sterren;Amsterdam;2024 4e kwartaal;110
1929;Accommodaties met 5 sterren;Amsterdam;2024;500
1930;Accommodaties met 5 sterren;Amsterdam;2025 januari;40
1931;Accommodaties met 5 sterren;Amsterdam;2025 februari;30
