ID;LeisureAccommodation;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
197;All leisure accommodation;2011 September;1013.8;818.0;195.8;194.0;143.1;30.9;7.2;3.8;;1.3;;;;3.4;1.9;;;;;4561.7;3528.5;1033.2;1024.1;820.0;117.6;33.1;12.7;;4.6;;;;17.7;7.8;;;;
198;All leisure accommodation;2011 3rd Quarter;3860.0;3003.1;856.8;844.6;546.6;154.6;31.8;29.1;9.0;23.1;9.6;8.9;3.1;13.9;14.9;4.4;4.0;2.5;1.3;22201.8;17380.0;4821.8;4762.5;3505.1;694.6;155.1;92.3;45.0;62.6;33.3;41.1;10.6;66.6;56.3;18.3;24.3;8.6;8.0
199;All leisure accommodation;2011 October;996.9;763.7;233.2;231.7;170.0;44.1;4.5;7.0;1.3;;;;;1.2;1.3;;;;;4026.0;3019.1;1006.9;1000.2;784.3;143.8;19.1;24.4;6.6;;;;;7.2;5.6;;;;
200;All leisure accommodation;2011 November;533.2;409.2;124.0;123.6;51.5;65.5;1.3;2.5;;;;;;;;;;;;2057.7;1513.9;543.7;541.8;254.1;260.8;5.1;7.9;;;;;;;;;;;
201;Camp sites;2000 January;5.7;3.1;2.5;2.5;1.9;;;;;;;;;;;;;;;37.9;23.4;14.5;14.5;11.7;;;;;;;;;;;;;;
202;Camp sites;2000 February;8.2;7.0;1.2;1.2;;;;;;;;;;;;;;;;37.2;30.8;6.4;6.3;;;;;;;;;;;;;;;
203;Camp sites;2000 March;15.1;10.6;4.5;4.5;3.5;;;;;;;;;;;;;;;116.0;72.9;43.1;43.0;34.5;;;;;;;;;;;;;;
204;Camp sites;2000 1st Quarter;29.0;20.7;8.3;8.2;6.1;;;;;;;;;;;;;;;191.0;127.1;63.9;63.8;48.5;;;;;;;;;;;;;;
205;Camp sites;2000 April;208.7;118.0;90.8;89.8;62.2;4.8;6.5;4.9;;6.9;;1.4;;;1.8;;;;;851.1;486.5;364.6;362.5;280.3;19.8;23.4;9.8;;16.9;;3.9;;;5.4;;;;
206;Camp sites;2000 May;354.0;289.7;64.3;62.4;41.8;6.4;4.1;5.4;1.4;;;;;;1.6;;;1.0;;1606.9;1361.8;245.2;241.1;169.7;26.2;14.5;16.3;4.4;;;;;;5.8;;;2.2;
207;Camp sites;2000 June;718.4;545.6;172.8;169.3;125.9;10.6;8.3;5.4;1.4;2.7;2.5;2.9;;;9.4;1.7;;1.6;;3429.2;2762.0;667.1;658.3;526.6;40.7;26.9;12.3;4.2;6.4;7.0;7.4;;;26.7;4.2;;4.1;
208;Camp sites;2000 2nd Quarter;1281.3;953.3;328.0;321.5;229.8;21.8;18.9;15.8;3.8;10.5;3.0;5.0;;;12.8;2.9;;3.1;;5887.5;4610.3;1277.2;1261.8;976.5;86.7;64.8;38.4;10.9;25.2;8.5;13.0;;;37.9;6.7;;7.3;
209;Camp sites;2000 July;755.2;549.8;205.5;201.0;113.5;14.3;7.8;13.3;3.8;15.9;10.1;7.0;;;15.2;2.2;;1.7;;5118.6;4096.1;1022.4;1012.3;731.8;68.1;29.4;30.7;11.3;43.0;30.6;19.8;;;47.5;5.2;;4.0;
210;Camp sites;2000 August;1035.8;761.1;274.7;270.6;119.2;20.7;17.2;24.4;4.1;56.7;16.8;2.2;;;9.2;1.3;;2.1;;7330.8;6225.3;1105.4;1095.9;684.9;88.9;59.6;54.2;12.3;116.2;40.7;5.7;;;33.3;2.9;;5.0;
211;Camp sites;2000 September;263.4;199.9;63.5;59.3;40.5;3.8;4.7;3.6;;2.3;1.0;;;;2.4;1.6;;2.4;;1408.6;1115.4;293.2;283.9;209.6;16.7;18.5;9.4;;5.9;3.6;;;;17.3;3.2;;5.7;
212;Camp sites;2000 3rd Quarter;2054.4;1510.7;543.7;530.9;273.2;38.8;29.7;41.4;8.4;74.8;28.0;9.9;;;26.8;5.1;;6.1;;13858.1;11436.9;2421.2;2392.1;1626.3;173.7;107.6;94.4;25.0;165.0;75.0;27.0;;;98.1;11.3;;14.8;
213;Camp sites;2000 October;133.6;95.6;38.0;36.5;30.8;1.4;1.8;;;;;;;;;;;1.0;;885.3;633.3;251.9;248.5;222.1;8.3;8.5;;;;;;;;;;;2.6;
214;Camp sites;2000 November;10.2;6.2;3.9;3.8;1.3;;;;;;;;;;;;;;;52.1;35.4;16.7;16.4;6.3;;;;;;;;;;;;;;
215;Camp sites;2000 December;9.5;6.6;2.9;2.9;1.1;;;;;;;;;;;;;;;59.5;34.5;25.0;25.0;5.5;;;;;;;;;;;;;;
216;Camp sites;2000 4th Quarter;153.3;108.4;44.9;43.3;33.2;2.2;3.1;1.2;;1.2;;;;;1.5;;;1.1;;997.2;703.3;293.9;289.9;233.8;11.5;15.3;9.2;;3.0;;;;;14.5;;;2.8;
217;Camp sites;2000 Total;3518.0;2593.2;924.9;903.8;542.3;63.8;52.1;58.5;12.5;86.9;31.5;15.0;;;41.3;8.4;1.4;10.3;;20933.8;16877.5;4056.3;4007.6;2885.2;278.7;191.2;143.9;37.2;193.9;84.9;40.5;;;152.1;19.0;2.6;24.9;
218;Camp sites;2001 January;6.4;3.2;3.1;3.1;1.6;;;;;;;;;;;;;;;29.6;15.4;14.2;14.1;7.7;;;;;;;;;;;;;;
219;Camp sites;2001 February;5.3;3.0;2.4;2.3;1.7;;;;;;;;;;;;;;;18.5;9.5;8.9;8.9;5.5;;;;;;;;;;;;;;
220;Camp sites;2001 March;9.5;6.5;3.0;2.8;1.6;;;;;;;;;;;;;;;48.5;32.4;16.1;15.6;9.1;;;;;;;;;;;;;;
221;Camp sites;2001 1st Quarter;21.1;12.7;8.4;8.2;5.0;1.3;;;;;;;;;;;;;;96.7;57.4;39.2;38.5;22.3;5.1;;;;;;;;;;;;;
222;Camp sites;2001 April;142.8;92.7;50.1;49.3;32.8;5.3;3.4;3.2;;1.5;;;;;1.4;;;;;644.2;407.2;237.0;235.7;173.0;21.8;15.8;6.4;;2.3;;;;;11.3;;;;
223;Camp sites;2001 May;477.1;413.4;63.8;62.2;45.1;6.6;3.0;3.7;;;;;;;1.6;;;;;2072.3;1837.9;234.4;230.8;165.2;28.1;12.5;8.9;;;;;;;9.9;;;;
224;Camp sites;2001 June;559.3;444.6;114.7;110.7;82.2;6.3;5.9;4.4;;2.1;2.1;3.1;;;4.0;1.5;;2.1;;3076.8;2511.8;565.0;549.3;414.5;40.4;24.6;14.4;;7.7;10.1;13.1;;;22.8;6.5;;8.2;
225;Camp sites;2001 2nd Quarter;1179.2;950.7;228.6;222.2;160.1;18.3;12.3;11.3;1.4;4.5;2.8;4.5;;;7.1;2.3;;3.2;;5793.3;4756.8;1036.4;1015.8;752.8;90.3;52.8;29.6;4.0;12.4;12.2;17.7;;;43.9;8.0;;10.7;
226;Camp sites;2001 July;806.4;594.3;212.1;205.9;126.2;12.8;9.8;12.2;4.0;14.3;6.0;8.4;;;12.3;2.6;;2.5;;5144.5;4179.8;964.7;949.6;690.4;62.8;35.7;28.0;11.3;37.9;17.6;26.9;;;38.8;6.5;;6.5;
227;Camp sites;2001 August;1024.3;760.8;263.5;260.0;128.0;17.8;15.6;18.0;1.9;46.3;21.7;1.6;;;9.0;1.2;;1.4;;7256.5;6184.5;1072.0;1063.4;661.8;82.1;61.1;43.2;6.6;109.4;53.3;4.6;;;41.2;3.0;;3.9;
228;Camp sites;2001 September;197.4;145.1;52.3;50.0;27.1;3.0;7.0;2.3;;2.6;5.2;;;;2.3;;;1.4;;1164.8;902.6;262.3;255.9;151.4;12.2;35.3;5.5;;10.3;23.8;;;;15.0;;;3.7;
229;Camp sites;2001 3rd Quarter;2028.1;1500.2;527.9;515.9;281.3;33.5;32.5;32.5;6.0;63.2;32.9;10.3;;;23.6;4.5;1.4;5.4;;13565.8;11266.9;2298.9;2268.8;1503.7;157.2;132.2;76.7;18.7;157.7;94.7;33.1;;;95.0;11.7;2.4;14.0;
230;Camp sites;2001 October;122.1;86.7;35.4;34.4;29.5;1.3;;;;;;;;;1.1;;;;;880.6;621.6;259.0;256.3;222.9;6.8;;;;;;;;;16.7;;;;
231;Camp sites;2001 November;12.8;8.1;4.8;4.6;2.2;1.3;;;;;;;;;;;;;;50.0;25.7;24.2;23.8;10.0;4.2;;;;;;;;;;;;;
232;Camp sites;2001 December;6.0;3.1;2.9;2.9;;;;;;1.2;;;;;;;;;;32.5;19.6;12.9;12.8;;;;;;2.9;;;;;;;;;
233;Camp sites;2001 4th Quarter;140.9;97.9;43.1;41.9;32.5;2.9;1.4;;;1.8;;;;;1.7;;;;;963.1;667.0;296.1;292.8;236.1;12.3;6.7;;;4.7;;;;;27.1;;;;
234;Camp sites;2001 Total;3369.5;2561.5;808.0;788.3;478.9;56.0;46.7;44.9;7.8;70.2;36.0;15.1;;;32.8;7.0;2.0;9.5;1.1;20418.8;16748.1;3670.7;3615.9;2514.9;265.0;193.8;111.3;23.7;176.7;107.9;51.7;;;170.9;20.6;3.8;27.1;3.3
235;Camp sites;2002 January;12.8;9.9;2.9;2.8;2.2;;;;;;;;;;;;;;;64.0;45.9;18.2;18.0;12.8;;;;;;;;;;;;;;
236;Camp sites;2002 February;8.3;5.0;3.3;3.3;2.4;;;;;;;;;;;;;;;38.8;21.6;17.2;17.0;13.0;;;;;;;;;;;;;;
237;Camp sites;2002 March;29.2;17.8;11.4;11.3;8.4;;;;;;;;;;;;;;;124.1;74.3;49.8;49.5;38.2;;;;;;;;;;;;;;
238;Camp sites;2002 1st Quarter;50.3;32.7;17.6;17.3;13.0;1.3;1.2;;;;;;;;;;;;;226.9;141.7;85.2;84.5;64.0;5.4;7.8;;;;;;;;;;;;
239;Camp sites;2002 April;171.4;105.6;65.8;65.3;43.7;4.2;5.1;5.5;;3.3;;;;;1.1;;;;;740.4;456.2;284.1;282.9;203.3;14.1;24.7;13.0;;9.8;;;;;11.7;;;;
240;Camp sites;2002 May;646.1;538.4;107.7;106.7;84.4;8.7;3.4;4.9;;1.6;;;;;1.5;;;;;3191.1;2802.5;388.6;386.0;318.0;27.3;14.4;10.9;;3.8;;;;;4.5;;;;
241;Camp sites;2002 June;430.9;319.6;111.3;110.3;77.4;7.8;5.6;6.8;1.2;2.9;1.2;2.4;1.4;1.2;2.4;;;;;2392.2;1875.1;517.1;514.3;383.1;34.5;23.0;27.9;4.5;10.4;6.8;8.8;4.7;2.8;7.8;;;;
242;Camp sites;2002 2nd Quarter;1248.5;963.6;284.8;282.3;205.5;20.8;14.1;17.1;2.2;7.8;1.8;3.7;1.7;2.7;5.0;1.2;;1.0;;6323.6;5133.8;1189.8;1183.2;904.3;75.9;62.1;51.8;7.1;24.1;9.0;12.3;5.4;7.2;24.0;3.8;;2.3;
243;Camp sites;2002 July;743.1;556.9;186.2;184.5;112.5;9.9;16.4;12.2;2.4;5.1;2.3;7.0;4.0;2.2;10.4;;;;;4929.9;4107.4;822.5;818.9;592.3;39.8;58.6;31.8;7.6;11.5;7.4;21.7;10.3;10.3;27.5;;;;
244;Camp sites;2002 August;1032.0;734.9;297.1;293.4;150.1;17.8;13.9;14.8;9.6;47.6;25.8;2.8;;3.3;7.0;1.2;;1.5;;7611.4;6207.2;1404.2;1395.0;953.1;77.8;68.4;37.3;25.9;114.3;68.0;7.0;;9.3;32.2;3.3;;3.4;
245;Camp sites;2002 September;256.5;192.1;64.3;62.3;43.6;5.0;4.7;2.3;;1.6;1.2;;;;2.1;;;1.2;;1332.0;1042.4;289.6;284.6;207.5;16.5;19.4;6.2;;4.3;5.9;;;;17.1;;;2.9;
246;Camp sites;2002 3rd Quarter;2031.5;1483.9;547.6;540.2;306.3;32.8;35.0;29.3;12.4;54.3;29.3;10.3;4.9;6.2;19.6;2.5;1.5;3.0;;13873.3;11356.9;2516.3;2498.5;1753.0;134.1;146.4;75.2;34.5;130.1;81.2;29.7;12.3;24.9;76.9;6.4;3.6;6.9;
247;Camp sites;2002 October;132.9;91.5;41.4;40.3;35.1;1.7;1.1;;;;;;;;;;;;;952.0;684.6;267.4;264.9;244.9;7.5;4.5;;;;;;;;;;;;
248;Camp sites;2002 November;10.3;6.0;4.3;4.2;2.0;;;;;;;;;;;;;;;51.2;32.1;19.1;18.8;10.8;;;;;;;;;;;;;;
249;Camp sites;2002 December;8.5;5.4;3.1;3.0;1.0;;;;;;;;;;;;;;;41.1;28.7;12.4;12.2;5.5;;;;;;;;;;;;;;
250;Camp sites;2002 4th Quarter;151.7;103.0;48.7;47.5;38.2;3.2;1.7;;;1.6;;;;;;;;;;1044.3;745.3;298.9;295.9;261.1;12.2;6.9;;;3.0;;;;;;;;;
251;Camp sites;2002 Total;3482.0;2583.2;898.7;887.3;562.9;58.1;51.9;47.9;14.9;64.0;31.7;14.4;6.7;9.4;25.5;4.3;2.0;4.6;;21468.2;17377.8;4090.3;4062.1;2982.5;227.7;223.2;131.5;42.4;158.4;92.0;43.5;18.0;34.6;108.5;11.7;4.5;10.7;
252;Camp sites;2003 January;8.8;4.7;4.1;4.0;1.8;;;;;;;;;;;;;;;58.7;30.2;28.4;28.0;11.0;;;;;;;;;;;;;;
253;Camp sites;2003 February;5.5;4.1;1.4;1.3;;;;;;;;;;;;;;;;21.4;15.8;5.6;5.5;;;;;;;;;;;;;;;
254;Camp sites;2003 March;27.1;17.6;9.4;9.3;6.7;1.4;;;;;;;;;;;;;;141.3;85.6;55.6;55.3;41.1;8.0;;;;;;;;;;;;;
255;Camp sites;2003 1st Quarter;41.4;26.5;14.9;14.6;9.2;1.9;;;;;;;;;;;;;;221.4;131.7;89.7;88.8;54.4;9.8;;;;;;;;;;;;;
256;Camp sites;2003 April;256.0;158.0;98.0;97.5;67.7;6.7;5.0;5.9;;4.2;;1.3;1.7;2.4;1.3;;;;;965.1;568.2;396.9;395.6;301.1;22.5;22.9;14.0;;10.7;;4.1;3.3;11.3;2.9;;;;
257;Camp sites;2003 May;443.0;364.7;78.2;77.2;53.2;6.3;4.4;6.4;;1.7;;;;;2.0;;;;;1887.4;1622.3;265.1;262.6;183.4;19.0;21.4;18.3;;3.5;;;;;8.6;;;;
258;Camp sites;2003 June;817.4;628.4;189.0;187.5;148.6;12.7;4.4;6.6;;4.0;1.6;2.8;2.2;1.3;2.7;;;;;4255.5;3424.7;830.8;826.5;675.8;55.3;14.0;24.7;;16.7;7.1;9.4;9.8;4.9;6.8;;;;
259;Camp sites;2003 2nd Quarter;1516.3;1151.1;365.3;362.2;269.5;25.7;13.8;18.9;2.0;9.9;2.5;5.0;4.2;4.7;6.0;1.3;;1.4;;7108.0;5615.2;1492.8;1484.6;1160.2;96.9;58.2;57.0;4.9;30.9;10.5;15.4;13.6;18.8;18.3;3.9;;3.3;
260;Camp sites;2003 July;861.6;660.7;201.0;195.0;97.8;16.7;17.4;17.5;5.6;9.6;3.5;9.2;5.9;4.0;7.8;2.4;;2.9;;5537.8;4688.1;849.8;826.7;460.5;65.0;79.7;58.0;21.4;34.7;12.3;32.2;21.2;18.1;23.6;9.0;;12.4;
261;Camp sites;2003 August;1151.5;814.6;336.8;334.0;191.8;28.6;12.8;21.4;2.2;36.4;25.0;4.2;1.9;4.0;5.9;;;1.1;;7859.1;6211.7;1647.4;1638.9;1154.1;109.4;64.6;57.8;8.4;104.1;78.4;21.2;6.9;10.1;23.9;;;2.8;
262;Camp sites;2003 September;291.7;208.8;82.9;80.8;56.9;5.1;5.7;3.5;;3.0;2.6;;;;2.1;;;1.2;;1504.0;1038.2;465.8;460.1;353.5;24.3;25.1;11.9;;11.6;12.4;;;;13.9;;;2.9;
263;Camp sites;2003 3rd Quarter;2304.8;1684.1;620.7;609.8;346.5;50.4;35.8;42.3;8.3;49.0;31.1;14.2;8.1;8.5;15.7;3.8;1.4;5.2;;14900.9;11937.9;2963.0;2925.7;1968.0;198.7;169.4;127.8;31.5;150.3;103.2;56.3;28.9;30.3;61.3;13.2;4.5;18.2;
264;Camp sites;2003 October;127.9;95.1;32.8;31.9;26.8;1.5;;;;;;;;;;;;;;820.1;626.3;193.8;191.4;168.2;9.1;;;;;;;;;;;;;
265;Camp sites;2003 November;9.7;5.5;4.2;4.1;2.0;;;;;;;;;;;;;;;54.1;29.3;24.8;24.6;17.5;;;;;;;;;;;;;;
266;Camp sites;2003 December;6.9;4.4;2.5;2.5;;;;;;;;;;;;;;;;41.8;26.5;15.2;15.1;;;;;;;;;;;;;;;
267;Camp sites;2003 4th Quarter;144.5;104.9;39.6;38.5;29.5;3.1;1.7;;;;;;;;1.2;;;;;916.0;682.1;233.9;231.1;191.3;14.6;8.9;;;;;;;;6.5;;;;
268;Camp sites;2003 Total;4007.1;2966.6;1040.4;1025.0;654.7;81.0;52.0;62.9;10.6;60.6;34.1;19.5;12.4;14.1;23.3;5.5;1.9;7.4;;23146.3;18367.0;4779.3;4730.2;3373.8;320.0;240.6;196.6;37.5;186.7;115.4;72.9;42.6;56.7;87.4;18.6;5.6;23.3;
269;Camp sites;2004 January;7.9;4.2;3.7;3.6;1.9;;;;;;;;;;;;;;;49.4;29.8;19.5;19.4;11.9;;;;;;;;;;;;;;
270;Camp sites;2004 February;11.7;6.6;5.1;5.0;4.2;;;;;;;;;;;;;;;46.8;22.3;24.5;24.2;21.3;;;;;;;;;;;;;;
271;Camp sites;2004 March;15.6;11.3;4.3;4.2;2.7;;;;;;;;;;;;;;;128.7;87.0;41.7;41.3;29.3;;;;;;;;;;;;;;
272;Camp sites;2004 1st Quarter;35.2;22.1;13.1;12.9;8.8;1.0;;;;1.1;;;;;;;;;;225.0;139.2;85.8;85.0;62.6;10.8;;;;3.4;;;;;;;;;
273;Camp sites;2004 April;207.2;126.5;80.6;80.1;53.8;5.7;3.9;8.3;;2.9;;1.6;;;1.4;;;;;974.1;618.2;355.9;354.2;262.3;19.5;18.2;29.5;;8.8;;5.1;;;3.0;;;;
274;Camp sites;2004 May;616.6;515.3;101.2;100.4;73.8;8.6;4.9;7.5;;2.1;;;;;;;;;;2966.9;2602.7;364.2;362.4;265.7;29.7;21.3;25.8;;7.7;;;;;;;;;
275;Camp sites;2004 June;505.3;397.0;108.2;106.9;82.4;4.1;4.6;5.1;1.4;2.4;;2.4;;1.3;2.0;;;;;2862.1;2361.7;500.4;496.6;401.5;18.5;19.5;19.3;4.9;8.3;;9.5;;5.1;7.0;;;;
276;Camp sites;2004 2nd Quarter;1329.0;1038.9;290.1;287.4;209.9;18.4;13.4;20.9;3.0;7.5;1.3;4.7;1.0;3.0;4.4;1.1;;1.1;;6803.1;5582.6;1220.5;1213.1;929.4;67.8;59.0;74.6;9.5;24.8;3.6;17.2;2.4;11.9;12.8;3.4;;3.0;
277;Camp sites;2004 July;718.6;561.9;156.7;154.2;76.8;13.3;12.3;17.7;5.6;6.6;2.3;7.0;3.3;2.5;6.8;1.1;;;;5316.3;4569.9;746.4;740.2;452.2;66.6;52.0;58.9;20.5;18.9;7.4;27.0;10.4;8.0;18.4;2.8;;;
278;Camp sites;2004 August;1016.7;752.9;263.7;261.0;154.5;16.2;9.6;12.9;10.5;30.8;17.1;2.1;;2.8;3.8;;;1.4;;7516.6;6179.0;1337.6;1329.8;906.9;68.4;49.8;35.2;50.6;110.9;74.1;8.3;;9.7;13.3;;;4.0;
279;Camp sites;2004 September;279.8;214.8;65.0;63.7;43.3;4.7;3.9;3.2;;3.0;2.0;;;1.4;1.6;;;;;1583.5;1233.8;349.7;346.3;262.1;17.1;15.1;11.6;;11.5;8.6;;;7.2;10.7;;;;
280;Camp sites;2004 3rd Quarter;2015.1;1529.6;485.5;478.8;274.6;34.2;25.7;33.8;16.5;40.3;21.4;9.3;4.2;6.6;12.2;2.4;;3.2;;14416.4;11982.6;2433.8;2416.2;1621.2;152.1;116.9;105.8;72.0;141.4;90.1;36.5;13.1;24.9;42.4;6.6;;8.7;
281;Camp sites;2004 October;138.4;109.8;28.6;28.1;23.7;1.3;1.1;;;;;;;;;;;;;972.7;740.9;231.8;230.3;205.2;11.4;6.6;;;;;;;;;;;;
282;Camp sites;2004 November;13.6;8.9;4.7;4.6;2.2;1.6;;;;;;;;;;;;;;57.0;35.0;22.0;21.7;10.1;7.0;;;;;;;;;;;;;
283;Camp sites;2004 December;7.6;5.5;2.1;2.1;;;;;;;;;;;;;;;;34.5;25.5;9.0;8.8;;;;;;;;;;;;;;;
284;Camp sites;2004 4th Quarter;159.6;124.2;35.4;34.7;26.5;3.2;2.0;1.0;;;;;;;;;;;;1064.3;801.5;262.7;260.7;218.2;20.2;10.3;3.6;;;;;;;;;;;
285;Camp sites;2004 Total;3538.9;2714.8;824.1;813.7;519.7;56.8;41.6;56.1;19.8;49.3;23.2;14.2;5.4;9.9;17.8;3.8;1.3;4.7;;22508.8;18505.9;4002.8;3975.1;2831.4;250.9;188.3;184.8;82.6;171.4;95.9;54.2;15.9;39.6;59.9;11.0;2.9;12.8;
286;Camp sites;2005 January;5.8;3.1;2.7;2.5;1.2;;;;;;;;;;;;;;;21.3;12.9;8.4;7.7;3.7;;;;;;;;;;;;;;
287;Camp sites;2005 February;9.1;5.5;3.7;3.6;1.2;2.0;;;;;;;;;;;;;;27.7;19.4;8.3;8.2;4.2;2.6;;;;;;;;;;;;;
288;Camp sites;2005 March;33.3;19.7;13.6;13.5;10.6;1.1;;;;;;;;;;;;;;136.5;84.4;52.0;51.5;42.2;3.4;;;;;;;;;;;;;
289;Camp sites;2005 1st Quarter;48.3;28.3;20.0;19.6;13.1;3.2;1.1;;;1.1;;;;;;;;;;185.5;116.7;68.8;67.4;50.2;6.3;3.9;;;3.0;;;;;;;;;
290;Camp sites;2005 April;139.9;101.8;38.1;37.8;21.9;4.4;3.7;3.4;;1.3;;;;;;;;;;604.4;443.5;160.9;160.1;102.8;16.5;18.3;8.4;;3.7;;;;;;;;;
291;Camp sites;2005 May;651.2;516.9;134.2;133.2;107.1;8.4;4.7;5.4;;1.3;;1.1;2.3;;1.2;;;;;3189.5;2697.0;492.5;490.2;401.5;28.1;20.9;18.2;;3.6;;3.8;2.8;;6.3;;;;
292;Camp sites;2005 June;430.1;362.6;67.5;66.6;43.6;6.0;5.2;3.4;;1.8;1.4;1.3;;;1.9;;;;;2676.6;2318.1;358.5;356.0;270.9;27.9;19.0;10.7;;4.3;6.0;3.1;;;9.3;;;;
293;Camp sites;2005 2nd Quarter;1221.2;981.3;239.9;237.7;172.6;18.9;13.7;12.2;1.4;4.4;2.3;3.0;3.2;2.4;3.6;1.1;;;;6470.5;5458.6;1011.9;1006.2;775.1;72.5;58.2;37.3;4.1;11.7;8.6;8.7;4.7;7.2;18.3;3.0;;;
294;Camp sites;2005 July;758.5;572.2;186.3;183.5;109.0;15.3;9.1;11.1;5.7;7.4;5.7;9.6;1.8;2.8;5.9;;;;;5510.4;4560.4;950.0;925.6;652.7;73.7;39.3;33.8;23.2;24.8;23.5;23.8;4.4;7.9;18.6;;;;
295;Camp sites;2005 August;962.6;747.9;214.7;212.6;114.1;17.7;13.3;12.4;2.3;28.0;11.9;1.9;3.6;2.0;5.4;;;;;7057.1;5949.4;1107.7;1102.0;722.7;73.9;65.7;31.9;8.2;100.9;55.3;5.8;4.7;11.6;21.4;;;;
296;Camp sites;2005 September;313.6;252.7;60.9;59.9;37.2;5.4;4.3;4.5;;2.3;1.8;1.1;;1.1;1.4;;;;;1642.2;1366.4;275.8;271.9;194.5;16.9;17.6;14.2;;7.7;6.2;2.0;;4.3;5.6;;;;
297;Camp sites;2005 3rd Quarter;2034.8;1572.9;461.9;456.0;260.3;38.4;26.7;28.0;8.7;37.8;19.3;12.5;5.6;5.9;12.7;1.7;;1.9;1.6;14209.7;11876.2;2333.5;2299.5;1569.9;164.5;122.7;79.8;34.0;133.4;84.9;31.5;9.4;23.8;45.6;4.4;;5.6;22.1
298;Camp sites;2005 October;143.8;102.7;41.1;40.4;33.4;2.8;;;;;;;;;;;;;;1143.7;850.8;292.9;290.5;258.0;15.6;;;;;;;;;;;;;
299;Camp sites;2005 November;14.4;7.3;7.1;6.7;2.5;2.5;;;;;;;;;;;;;;64.5;37.0;27.5;26.2;12.0;9.6;;;;;;;;;;;;;
300;Camp sites;2005 December;10.2;8.3;1.9;1.9;;;;;;;;;;;;;;;;43.1;36.2;6.9;6.8;;;;;;;;;;;;;;;
301;Camp sites;2005 4th Quarter;168.4;118.4;50.1;49.0;36.7;5.9;1.3;1.4;;1.3;;;;;;;;;;1251.3;924.0;327.3;323.6;273.4;27.1;5.4;4.1;;4.3;;;;;;;;;
302;Camp sites;2005 Total;3472.7;2700.8;771.9;762.2;482.7;66.5;42.8;42.1;10.5;44.6;22.0;15.9;8.9;9.1;17.3;3.1;1.2;2.8;2.6;22116.9;18375.5;3741.4;3696.7;2668.7;270.3;190.1;122.1;39.4;152.3;94.6;41.5;14.4;33.7;69.5;8.9;2.9;8.0;25.0
303;Camp sites;2006 January;11.6;8.4;3.3;3.2;1.6;;;;;;;;;;;;;;;79.4;63.0;16.5;16.3;9.0;;;;;;;;;;;;;;
304;Camp sites;2006 February;10.2;7.6;2.6;2.6;2.0;;;;;;;;;;;;;;;42.1;31.6;10.5;10.5;6.9;;;;;;;;;;;;;;
305;Camp sites;2006 March;24.3;16.3;8.0;7.8;4.9;1.2;;;;;;;;;;;;;;129.3;93.1;36.2;35.6;24.6;4.9;;;;;;;;;;;;;
306;Camp sites;2006 1st Quarter;46.1;32.2;13.9;13.7;8.4;2.1;;;;1.1;;;;;;;;;;250.8;187.6;63.2;62.4;40.5;9.4;;;;3.6;;;;;;;;;
307;Camp sites;2006 April;199.1;129.8;69.3;69.0;46.2;6.9;3.5;6.8;;1.6;;1.3;;;1.0;;;;;910.6;580.2;330.4;329.4;248.9;24.7;15.6;24.5;;3.9;;4.4;;;2.8;;;;
308;Camp sites;2006 May;473.7;403.3;70.3;69.4;45.7;8.6;5.2;4.4;;1.2;;;;;1.1;;;;;2237.0;1968.6;268.4;265.5;189.6;27.0;20.7;11.0;;3.9;;;;;3.1;;;;
309;Camp sites;2006 June;627.6;506.4;121.2;119.7;85.3;10.4;7.3;4.9;1.1;3.0;2.1;1.4;1.3;1.8;1.1;;;;;3628.2;3054.6;573.6;569.9;463.1;40.8;21.9;11.7;2.8;7.9;5.9;3.8;3.0;4.7;4.3;;;;
310;Camp sites;2006 2nd Quarter;1300.4;1039.5;260.9;258.0;177.2;25.9;16.0;16.1;2.4;5.8;2.7;3.7;2.1;2.9;3.2;1.4;;;;6775.8;5603.4;1172.4;1164.8;901.6;92.5;58.3;47.3;6.7;15.7;8.5;11.5;4.9;7.8;10.1;3.6;;;
311;Camp sites;2006 July;814.0;598.9;215.1;212.2;128.8;18.1;8.6;17.8;8.3;6.0;3.2;7.0;4.3;4.1;5.9;1.4;;;;5083.5;4016.8;1066.7;1058.7;763.9;68.0;30.1;62.1;35.8;14.7;10.2;28.0;15.7;10.5;19.8;4.4;;;
312;Camp sites;2006 August;851.3;651.9;199.5;197.1;90.8;15.0;10.3;21.1;5.8;27.7;11.6;3.2;3.3;4.1;4.2;1.2;;;;6223.9;5287.2;936.7;929.8;529.7;64.2;51.8;66.8;27.9;93.3;42.7;12.1;14.2;13.2;14.0;4.5;;;
