ID;Arbeidsgehandicapten;Persoonskenmerken;Beroepskenmerken;Perioden;WerkzameBeroepsbevolking_1
6028;Totaal;Onderwijsniveau: 3 hoog;074 Metaalarbeiders, machinemonteurs;2016;8
6029;Totaal;Onderwijsniveau: 3 hoog;074 Metaalarbeiders, machinemonteurs;2017;8
6030;Totaal;Onderwijsniveau: 3 hoog;0741 Metaalbewerkers en constructiewe.;2015;2
6031;Totaal;Onderwijsniveau: 3 hoog;0741 Metaalbewerkers en constructiewe.;2016;2
6032;Totaal;Onderwijsniveau: 3 hoog;0741 Metaalbewerkers en constructiewe.;2017;2
6033;Totaal;Onderwijsniveau: 3 hoog;0742 Lassers en plaatwerkers;2015;0
6034;Totaal;Onderwijsniveau: 3 hoog;0742 Lassers en plaatwerkers;2016;0
6035;Totaal;Onderwijsniveau: 3 hoog;0742 Lassers en plaatwerkers;2017;1
6036;Totaal;Onderwijsniveau: 3 hoog;0743 Automonteurs;2015;2
6037;Totaal;Onderwijsniveau: 3 hoog;0743 Automonteurs;2016;3
6038;Totaal;Onderwijsniveau: 3 hoog;0743 Automonteurs;2017;1
6039;Totaal;Onderwijsniveau: 3 hoog;0744 Machinemonteurs;2015;2
6040;Totaal;Onderwijsniveau: 3 hoog;0744 Machinemonteurs;2016;2
6041;Totaal;Onderwijsniveau: 3 hoog;0744 Machinemonteurs;2017;3
6042;Totaal;Onderwijsniveau: 3 hoog;075 Voedselverwerkende beroepen en ov...;2015;16
6043;Totaal;Onderwijsniveau: 3 hoog;075 Voedselverwerkende beroepen en ov...;2016;8
6044;Totaal;Onderwijsniveau: 3 hoog;075 Voedselverwerkende beroepen en ov...;2017;11
6045;Totaal;Onderwijsniveau: 3 hoog;0751 Slagers;2015;1
6046;Totaal;Onderwijsniveau: 3 hoog;0751 Slagers;2016;0
6047;Totaal;Onderwijsniveau: 3 hoog;0751 Slagers;2017;1
6048;Totaal;Onderwijsniveau: 3 hoog;0752 Bakkers;2015;1
6049;Totaal;Onderwijsniveau: 3 hoog;0752 Bakkers;2016;1
6050;Totaal;Onderwijsniveau: 3 hoog;0752 Bakkers;2017;1
6051;Totaal;Onderwijsniveau: 3 hoog;0753 Productcontroleurs;2015;5
6052;Totaal;Onderwijsniveau: 3 hoog;0753 Productcontroleurs;2016;3
6053;Totaal;Onderwijsniveau: 3 hoog;0753 Productcontroleurs;2017;1
6054;Totaal;Onderwijsniveau: 3 hoog;0754 Meubelmakers, kleermakers en sto.;2015;3
6055;Totaal;Onderwijsniveau: 3 hoog;0754 Meubelmakers, kleermakers en sto.;2016;2
6056;Totaal;Onderwijsniveau: 3 hoog;0754 Meubelmakers, kleermakers en sto.;2017;3
6057;Totaal;Onderwijsniveau: 3 hoog;0755 Medewerkers drukkerij en kunstni.;2015;6
6058;Totaal;Onderwijsniveau: 3 hoog;0755 Medewerkers drukkerij en kunstni.;2016;2
6059;Totaal;Onderwijsniveau: 3 hoog;0755 Medewerkers drukkerij en kunstni.;2017;5
6060;Totaal;Onderwijsniveau: 3 hoog;076 Elektriciens en elektronicamonteurs;2015;4
6061;Totaal;Onderwijsniveau: 3 hoog;076 Elektriciens en elektronicamonteurs;2016;5
6062;Totaal;Onderwijsniveau: 3 hoog;076 Elektriciens en elektronicamonteurs;2017;6
6063;Totaal;Onderwijsniveau: 3 hoog;0761 Elektriciens en elektronicamonteurs;2015;4
6064;Totaal;Onderwijsniveau: 3 hoog;0761 Elektriciens en elektronicamonteurs;2016;5
6065;Totaal;Onderwijsniveau: 3 hoog;0761 Elektriciens en elektronicamonteurs;2017;6
6066;Totaal;Onderwijsniveau: 3 hoog;077 Productiemachinebedieners en asse...;2015;5
6067;Totaal;Onderwijsniveau: 3 hoog;077 Productiemachinebedieners en asse...;2016;8
6068;Totaal;Onderwijsniveau: 3 hoog;077 Productiemachinebedieners en asse...;2017;8
6069;Totaal;Onderwijsniveau: 3 hoog;0771 Productiemachinebedieners;2015;5
6070;Totaal;Onderwijsniveau: 3 hoog;0771 Productiemachinebedieners;2016;7
6071;Totaal;Onderwijsniveau: 3 hoog;0771 Productiemachinebedieners;2017;5
6072;Totaal;Onderwijsniveau: 3 hoog;0772 Assemblagemedewerkers;2015;1
6073;Totaal;Onderwijsniveau: 3 hoog;0772 Assemblagemedewerkers;2016;2
6074;Totaal;Onderwijsniveau: 3 hoog;0772 Assemblagemedewerkers;2017;3
6075;Totaal;Onderwijsniveau: 3 hoog;078 Hulpkrachten bouw en industrie;2015;2
6076;Totaal;Onderwijsniveau: 3 hoog;078 Hulpkrachten bouw en industrie;2016;3
6077;Totaal;Onderwijsniveau: 3 hoog;078 Hulpkrachten bouw en industrie;2017;3
6078;Totaal;Onderwijsniveau: 3 hoog;0781 Hulpkrachten bouw en industrie;2015;2
6079;Totaal;Onderwijsniveau: 3 hoog;0781 Hulpkrachten bouw en industrie;2016;3
6080;Totaal;Onderwijsniveau: 3 hoog;0781 Hulpkrachten bouw en industrie;2017;3
6081;Totaal;Onderwijsniveau: 3 hoog;08 ICT beroepen;2015;207
6082;Totaal;Onderwijsniveau: 3 hoog;08 ICT beroepen;2016;221
6083;Totaal;Onderwijsniveau: 3 hoog;08 ICT beroepen;2017;214
6084;Totaal;Onderwijsniveau: 3 hoog;081 Specialisten ICT;2015;191
6085;Totaal;Onderwijsniveau: 3 hoog;081 Specialisten ICT;2016;200
6086;Totaal;Onderwijsniveau: 3 hoog;081 Specialisten ICT;2017;198
6087;Totaal;Onderwijsniveau: 3 hoog;0811 Software- en applicatieontwikkel.;2015;159
6088;Totaal;Onderwijsniveau: 3 hoog;0811 Software- en applicatieontwikkel.;2016;168
6089;Totaal;Onderwijsniveau: 3 hoog;0811 Software- en applicatieontwikkel.;2017;164
6090;Totaal;Onderwijsniveau: 3 hoog;0812 Databank- en netwerkspecialisten;2015;32
6091;Totaal;Onderwijsniveau: 3 hoog;0812 Databank- en netwerkspecialisten;2016;32
6092;Totaal;Onderwijsniveau: 3 hoog;0812 Databank- en netwerkspecialisten;2017;33
6093;Totaal;Onderwijsniveau: 3 hoog;082 Vakspecialisten ICT;2015;16
6094;Totaal;Onderwijsniveau: 3 hoog;082 Vakspecialisten ICT;2016;20
6095;Totaal;Onderwijsniveau: 3 hoog;082 Vakspecialisten ICT;2017;17
6096;Totaal;Onderwijsniveau: 3 hoog;0821 Gebruikersondersteuning ICT;2015;11
6097;Totaal;Onderwijsniveau: 3 hoog;0821 Gebruikersondersteuning ICT;2016;12
6098;Totaal;Onderwijsniveau: 3 hoog;0821 Gebruikersondersteuning ICT;2017;13
6099;Totaal;Onderwijsniveau: 3 hoog;0822 Radio- en televisietechnici;2015;5
6100;Totaal;Onderwijsniveau: 3 hoog;0822 Radio- en televisietechnici;2016;8
6101;Totaal;Onderwijsniveau: 3 hoog;0822 Radio- en televisietechnici;2017;3
6102;Totaal;Onderwijsniveau: 3 hoog;09 Agrarische beroepen;2015;20
6103;Totaal;Onderwijsniveau: 3 hoog;09 Agrarische beroepen;2016;18
6104;Totaal;Onderwijsniveau: 3 hoog;09 Agrarische beroepen;2017;19
6105;Totaal;Onderwijsniveau: 3 hoog;091 Tuinders, akkerbouwers en veetelers;2015;18
6106;Totaal;Onderwijsniveau: 3 hoog;091 Tuinders, akkerbouwers en veetelers;2016;16
6107;Totaal;Onderwijsniveau: 3 hoog;091 Tuinders, akkerbouwers en veetelers;2017;18
6108;Totaal;Onderwijsniveau: 3 hoog;0911 Land- en bosbouwers;2015;7
6109;Totaal;Onderwijsniveau: 3 hoog;0911 Land- en bosbouwers;2016;5
6110;Totaal;Onderwijsniveau: 3 hoog;0911 Land- en bosbouwers;2017;4
6111;Totaal;Onderwijsniveau: 3 hoog;0912 Hoveniers, tuinders en kwekers;2015;3
6112;Totaal;Onderwijsniveau: 3 hoog;0912 Hoveniers, tuinders en kwekers;2016;3
6113;Totaal;Onderwijsniveau: 3 hoog;0912 Hoveniers, tuinders en kwekers;2017;4
6114;Totaal;Onderwijsniveau: 3 hoog;0913 Veetelers;2015;8
6115;Totaal;Onderwijsniveau: 3 hoog;0913 Veetelers;2016;8
6116;Totaal;Onderwijsniveau: 3 hoog;0913 Veetelers;2017;10
6117;Totaal;Onderwijsniveau: 3 hoog;092 Hulpkrachten landbouw;2015;2
6118;Totaal;Onderwijsniveau: 3 hoog;092 Hulpkrachten landbouw;2016;2
6119;Totaal;Onderwijsniveau: 3 hoog;092 Hulpkrachten landbouw;2017;1
6120;Totaal;Onderwijsniveau: 3 hoog;0921 Hulpkrachten landbouw;2015;2
6121;Totaal;Onderwijsniveau: 3 hoog;0921 Hulpkrachten landbouw;2016;2
6122;Totaal;Onderwijsniveau: 3 hoog;0921 Hulpkrachten landbouw;2017;1
6123;Totaal;Onderwijsniveau: 3 hoog;10 Zorg en welzijn beroepen;2015;521
6124;Totaal;Onderwijsniveau: 3 hoog;10 Zorg en welzijn beroepen;2016;570
6125;Totaal;Onderwijsniveau: 3 hoog;10 Zorg en welzijn beroepen;2017;598
6126;Totaal;Onderwijsniveau: 3 hoog;101 Artsen, therapeuten en gespeciali...;2015;239
6127;Totaal;Onderwijsniveau: 3 hoog;101 Artsen, therapeuten en gespeciali...;2016;269
6128;Totaal;Onderwijsniveau: 3 hoog;101 Artsen, therapeuten en gespeciali...;2017;258
6129;Totaal;Onderwijsniveau: 3 hoog;1011 Artsen;2015;91
6130;Totaal;Onderwijsniveau: 3 hoog;1011 Artsen;2016;110
6131;Totaal;Onderwijsniveau: 3 hoog;1011 Artsen;2017;103
6132;Totaal;Onderwijsniveau: 3 hoog;1012 Gespecialiseerd verpleegkundigen;2015;74
6133;Totaal;Onderwijsniveau: 3 hoog;1012 Gespecialiseerd verpleegkundigen;2016;89
6134;Totaal;Onderwijsniveau: 3 hoog;1012 Gespecialiseerd verpleegkundigen;2017;87
6135;Totaal;Onderwijsniveau: 3 hoog;1013 Fysiotherapeuten;2015;74
6136;Totaal;Onderwijsniveau: 3 hoog;1013 Fysiotherapeuten;2016;70
6137;Totaal;Onderwijsniveau: 3 hoog;1013 Fysiotherapeuten;2017;68
6138;Totaal;Onderwijsniveau: 3 hoog;102 Specialisten op maatschappelijk g...;2015;105
6139;Totaal;Onderwijsniveau: 3 hoog;102 Specialisten op maatschappelijk g...;2016;128
6140;Totaal;Onderwijsniveau: 3 hoog;102 Specialisten op maatschappelijk g...;2017;127
6141;Totaal;Onderwijsniveau: 3 hoog;1021 Maatschappelijk werkers;2015;53
6142;Totaal;Onderwijsniveau: 3 hoog;1021 Maatschappelijk werkers;2016;58
6143;Totaal;Onderwijsniveau: 3 hoog;1021 Maatschappelijk werkers;2017;62
6144;Totaal;Onderwijsniveau: 3 hoog;1022 Psychologen en sociologen;2015;52
6145;Totaal;Onderwijsniveau: 3 hoog;1022 Psychologen en sociologen;2016;70
6146;Totaal;Onderwijsniveau: 3 hoog;1022 Psychologen en sociologen;2017;65
6147;Totaal;Onderwijsniveau: 3 hoog;103 Vakspecialisten gezondheidszorg;2015;69
6148;Totaal;Onderwijsniveau: 3 hoog;103 Vakspecialisten gezondheidszorg;2016;64
6149;Totaal;Onderwijsniveau: 3 hoog;103 Vakspecialisten gezondheidszorg;2017;84
6150;Totaal;Onderwijsniveau: 3 hoog;1031 Laboranten;2015;16
6151;Totaal;Onderwijsniveau: 3 hoog;1031 Laboranten;2016;13
6152;Totaal;Onderwijsniveau: 3 hoog;1031 Laboranten;2017;20
6153;Totaal;Onderwijsniveau: 3 hoog;1032 Apothekersassistenten;2015;1
6154;Totaal;Onderwijsniveau: 3 hoog;1032 Apothekersassistenten;2016;2
6155;Totaal;Onderwijsniveau: 3 hoog;1032 Apothekersassistenten;2017;4
6156;Totaal;Onderwijsniveau: 3 hoog;1033 Verpleegkundigen (mbo);2015;8
6157;Totaal;Onderwijsniveau: 3 hoog;1033 Verpleegkundigen (mbo);2016;7
6158;Totaal;Onderwijsniveau: 3 hoog;1033 Verpleegkundigen (mbo);2017;14
6159;Totaal;Onderwijsniveau: 3 hoog;1034 Medisch praktijkassistenten;2015;26
6160;Totaal;Onderwijsniveau: 3 hoog;1034 Medisch praktijkassistenten;2016;24
6161;Totaal;Onderwijsniveau: 3 hoog;1034 Medisch praktijkassistenten;2017;22
6162;Totaal;Onderwijsniveau: 3 hoog;1035 Medisch vakspecialisten;2015;17
6163;Totaal;Onderwijsniveau: 3 hoog;1035 Medisch vakspecialisten;2016;17
6164;Totaal;Onderwijsniveau: 3 hoog;1035 Medisch vakspecialisten;2017;25
6165;Totaal;Onderwijsniveau: 3 hoog;104 Sociaal werkers, groeps- en woonb...;2015;91
6166;Totaal;Onderwijsniveau: 3 hoog;104 Sociaal werkers, groeps- en woonb...;2016;88
6167;Totaal;Onderwijsniveau: 3 hoog;104 Sociaal werkers, groeps- en woonb...;2017;110
6168;Totaal;Onderwijsniveau: 3 hoog;1041 Sociaal werkers, groeps- en woon.;2015;91
6169;Totaal;Onderwijsniveau: 3 hoog;1041 Sociaal werkers, groeps- en woon.;2016;88
6170;Totaal;Onderwijsniveau: 3 hoog;1041 Sociaal werkers, groeps- en woon.;2017;110
6171;Totaal;Onderwijsniveau: 3 hoog;105 Verzorgenden;2015;18
6172;Totaal;Onderwijsniveau: 3 hoog;105 Verzorgenden;2016;20
6173;Totaal;Onderwijsniveau: 3 hoog;105 Verzorgenden;2017;19
6174;Totaal;Onderwijsniveau: 3 hoog;1051 Verzorgenden;2015;18
6175;Totaal;Onderwijsniveau: 3 hoog;1051 Verzorgenden;2016;20
6176;Totaal;Onderwijsniveau: 3 hoog;1051 Verzorgenden;2017;19
6177;Totaal;Onderwijsniveau: 3 hoog;11 Dienstverlenende beroepen;2015;74
6178;Totaal;Onderwijsniveau: 3 hoog;11 Dienstverlenende beroepen;2016;67
6179;Totaal;Onderwijsniveau: 3 hoog;11 Dienstverlenende beroepen;2017;74
6180;Totaal;Onderwijsniveau: 3 hoog;111 Medewerkers persoonlijke dienstve...;2015;53
6181;Totaal;Onderwijsniveau: 3 hoog;111 Medewerkers persoonlijke dienstve...;2016;53
6182;Totaal;Onderwijsniveau: 3 hoog;111 Medewerkers persoonlijke dienstve...;2017;62
6183;Totaal;Onderwijsniveau: 3 hoog;1111 Reisbegeleiders;2015;8
6184;Totaal;Onderwijsniveau: 3 hoog;1111 Reisbegeleiders;2016;5
6185;Totaal;Onderwijsniveau: 3 hoog;1111 Reisbegeleiders;2017;8
6186;Totaal;Onderwijsniveau: 3 hoog;1112 Koks;2015;5
6187;Totaal;Onderwijsniveau: 3 hoog;1112 Koks;2016;4
6188;Totaal;Onderwijsniveau: 3 hoog;1112 Koks;2017;8
6189;Totaal;Onderwijsniveau: 3 hoog;1113 Kelners en barpersoneel;2015;22
6190;Totaal;Onderwijsniveau: 3 hoog;1113 Kelners en barpersoneel;2016;20
6191;Totaal;Onderwijsniveau: 3 hoog;1113 Kelners en barpersoneel;2017;24
6192;Totaal;Onderwijsniveau: 3 hoog;1114 Kappers en schoonheidsspecialisten;2015;8
6193;Totaal;Onderwijsniveau: 3 hoog;1114 Kappers en schoonheidsspecialisten;2016;9
6194;Totaal;Onderwijsniveau: 3 hoog;1114 Kappers en schoonheidsspecialisten;2017;8
6195;Totaal;Onderwijsniveau: 3 hoog;1115 Conciërges en teamleiders schoon.;2015;7
6196;Totaal;Onderwijsniveau: 3 hoog;1115 Conciërges en teamleiders schoon.;2016;9
6197;Totaal;Onderwijsniveau: 3 hoog;1115 Conciërges en teamleiders schoon.;2017;9
6198;Totaal;Onderwijsniveau: 3 hoog;1116 Verleners van overige persoonlij.;2015;4
6199;Totaal;Onderwijsniveau: 3 hoog;1116 Verleners van overige persoonlij.;2016;5
6200;Totaal;Onderwijsniveau: 3 hoog;1116 Verleners van overige persoonlij.;2017;6
6201;Totaal;Onderwijsniveau: 3 hoog;112 Schoonmakers en keukenhulpen;2015;20
6202;Totaal;Onderwijsniveau: 3 hoog;112 Schoonmakers en keukenhulpen;2016;15
6203;Totaal;Onderwijsniveau: 3 hoog;112 Schoonmakers en keukenhulpen;2017;13
6204;Totaal;Onderwijsniveau: 3 hoog;1121 Schoonmakers;2015;16
6205;Totaal;Onderwijsniveau: 3 hoog;1121 Schoonmakers;2016;13
6206;Totaal;Onderwijsniveau: 3 hoog;1121 Schoonmakers;2017;12
6207;Totaal;Onderwijsniveau: 3 hoog;1122 Keukenhulpen;2015;5
6208;Totaal;Onderwijsniveau: 3 hoog;1122 Keukenhulpen;2016;1
6209;Totaal;Onderwijsniveau: 3 hoog;1122 Keukenhulpen;2017;1
6210;Totaal;Onderwijsniveau: 3 hoog;12 Transport en logistiek beroepen;2015;32
6211;Totaal;Onderwijsniveau: 3 hoog;12 Transport en logistiek beroepen;2016;27
6212;Totaal;Onderwijsniveau: 3 hoog;12 Transport en logistiek beroepen;2017;43
6213;Totaal;Onderwijsniveau: 3 hoog;121 Bestuurders voertuigen en bediene...;2015;20
6214;Totaal;Onderwijsniveau: 3 hoog;121 Bestuurders voertuigen en bediene...;2016;15
6215;Totaal;Onderwijsniveau: 3 hoog;121 Bestuurders voertuigen en bediene...;2017;24
6216;Totaal;Onderwijsniveau: 3 hoog;1211 Dekofficieren en piloten;2015;8
6217;Totaal;Onderwijsniveau: 3 hoog;1211 Dekofficieren en piloten;2016;5
6218;Totaal;Onderwijsniveau: 3 hoog;1211 Dekofficieren en piloten;2017;9
6219;Totaal;Onderwijsniveau: 3 hoog;1212 Chauffeurs auto's, taxi's en bes.;2015;4
6220;Totaal;Onderwijsniveau: 3 hoog;1212 Chauffeurs auto's, taxi's en bes.;2016;3
6221;Totaal;Onderwijsniveau: 3 hoog;1212 Chauffeurs auto's, taxi's en bes.;2017;6
6222;Totaal;Onderwijsniveau: 3 hoog;1213 Buschauffeurs en trambestuurders;2015;1
6223;Totaal;Onderwijsniveau: 3 hoog;1213 Buschauffeurs en trambestuurders;2016;2
6224;Totaal;Onderwijsniveau: 3 hoog;1213 Buschauffeurs en trambestuurders;2017;2
6225;Totaal;Onderwijsniveau: 3 hoog;1214 Vrachtwagenchauffeurs;2015;4
6226;Totaal;Onderwijsniveau: 3 hoog;1214 Vrachtwagenchauffeurs;2016;3
6227;Totaal;Onderwijsniveau: 3 hoog;1214 Vrachtwagenchauffeurs;2017;4
6228;Totaal;Onderwijsniveau: 3 hoog;1215 Bedieners mobiele machines;2015;3
6229;Totaal;Onderwijsniveau: 3 hoog;1215 Bedieners mobiele machines;2016;3
6230;Totaal;Onderwijsniveau: 3 hoog;1215 Bedieners mobiele machines;2017;3
6231;Totaal;Onderwijsniveau: 3 hoog;122 Hulpkrachten transport en logistiek;2015;12
6232;Totaal;Onderwijsniveau: 3 hoog;122 Hulpkrachten transport en logistiek;2016;12
6233;Totaal;Onderwijsniveau: 3 hoog;122 Hulpkrachten transport en logistiek;2017;19
6234;Totaal;Onderwijsniveau: 3 hoog;1221 Laders, lossers en vakkenvullers;2015;7
6235;Totaal;Onderwijsniveau: 3 hoog;1221 Laders, lossers en vakkenvullers;2016;7
6236;Totaal;Onderwijsniveau: 3 hoog;1221 Laders, lossers en vakkenvullers;2017;13
6237;Totaal;Onderwijsniveau: 3 hoog;1222 Vuilnisophalers en dagbladenbezo.;2015;5
6238;Totaal;Onderwijsniveau: 3 hoog;1222 Vuilnisophalers en dagbladenbezo.;2016;5
6239;Totaal;Onderwijsniveau: 3 hoog;1222 Vuilnisophalers en dagbladenbezo.;2017;5
6240;Totaal;Onderwijsniveau: 3 hoog;13 Beroepsklasse overig;2015;40
6241;Totaal;Onderwijsniveau: 3 hoog;13 Beroepsklasse overig;2016;40
6242;Totaal;Onderwijsniveau: 3 hoog;13 Beroepsklasse overig;2017;59
6243;Totaal;Onderwijsniveau: 3 hoog;131 Beroepssegment overig;2015;40
6244;Totaal;Onderwijsniveau: 3 hoog;131 Beroepssegment overig;2016;40
6245;Totaal;Onderwijsniveau: 3 hoog;131 Beroepssegment overig;2017;59
6246;Totaal;Onderwijsniveau: 3 hoog;1311 Beroepsgroep overig;2015;40
6247;Totaal;Onderwijsniveau: 3 hoog;1311 Beroepsgroep overig;2016;40
6248;Totaal;Onderwijsniveau: 3 hoog;1311 Beroepsgroep overig;2017;59
6249;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 1 (ISCO 2008);2015;37
6250;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 1 (ISCO 2008);2016;33
6251;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 1 (ISCO 2008);2017;36
6252;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 2 (ISCO 2008);2015;466
6253;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 2 (ISCO 2008);2016;450
6254;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 2 (ISCO 2008);2017;501
6255;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 3 (ISCO 2008);2015;518
6256;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 3 (ISCO 2008);2016;540
6257;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 3 (ISCO 2008);2017;583
6258;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 4 (ISCO 2008);2015;1992
6259;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 4 (ISCO 2008);2016;2074
6260;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau 4 (ISCO 2008);2017;2071
6261;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau onbekend (ISCO 2008);2015;39
6262;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau onbekend (ISCO 2008);2016;39
6263;Totaal;Onderwijsniveau: 3 hoog;Beroepsniveau onbekend (ISCO 2008);2017;57
6264;Totaal;Onderwijsniveau: weet niet of onbekend;Totaal;2015;53
6265;Totaal;Onderwijsniveau: weet niet of onbekend;Totaal;2016;77
6266;Totaal;Onderwijsniveau: weet niet of onbekend;Totaal;2017;97
6267;Totaal;Onderwijsniveau: weet niet of onbekend;01 Pedagogische beroepen;2015;1
6268;Totaal;Onderwijsniveau: weet niet of onbekend;01 Pedagogische beroepen;2016;2
6269;Totaal;Onderwijsniveau: weet niet of onbekend;01 Pedagogische beroepen;2017;2
6270;Totaal;Onderwijsniveau: weet niet of onbekend;011 Docenten;2015;0
6271;Totaal;Onderwijsniveau: weet niet of onbekend;011 Docenten;2016;1
6272;Totaal;Onderwijsniveau: weet niet of onbekend;011 Docenten;2017;1
6273;Totaal;Onderwijsniveau: weet niet of onbekend;0111 Docenten hoger onderwijs en hoog...;2015;0
6274;Totaal;Onderwijsniveau: weet niet of onbekend;0111 Docenten hoger onderwijs en hoog...;2016;0
6275;Totaal;Onderwijsniveau: weet niet of onbekend;0111 Docenten hoger onderwijs en hoog...;2017;0
6276;Totaal;Onderwijsniveau: weet niet of onbekend;0112 Docenten beroepsgerichte vakken ...;2015;0
6277;Totaal;Onderwijsniveau: weet niet of onbekend;0112 Docenten beroepsgerichte vakken ...;2016;0
6278;Totaal;Onderwijsniveau: weet niet of onbekend;0112 Docenten beroepsgerichte vakken ...;2017;0
6279;Totaal;Onderwijsniveau: weet niet of onbekend;0113 Docenten algemene vakken secunda...;2015;0
6280;Totaal;Onderwijsniveau: weet niet of onbekend;0113 Docenten algemene vakken secunda...;2016;0
6281;Totaal;Onderwijsniveau: weet niet of onbekend;0113 Docenten algemene vakken secunda...;2017;0
6282;Totaal;Onderwijsniveau: weet niet of onbekend;0114 Leerkrachten basisonderwijs;2015;0
6283;Totaal;Onderwijsniveau: weet niet of onbekend;0114 Leerkrachten basisonderwijs;2016;0
6284;Totaal;Onderwijsniveau: weet niet of onbekend;0114 Leerkrachten basisonderwijs;2017;0
6285;Totaal;Onderwijsniveau: weet niet of onbekend;0115 Onderwijskundigen en overige doc...;2015;0
6286;Totaal;Onderwijsniveau: weet niet of onbekend;0115 Onderwijskundigen en overige doc...;2016;0
6287;Totaal;Onderwijsniveau: weet niet of onbekend;0115 Onderwijskundigen en overige doc...;2017;0
6288;Totaal;Onderwijsniveau: weet niet of onbekend;012 Sportinstructeurs;2015;0
6289;Totaal;Onderwijsniveau: weet niet of onbekend;012 Sportinstructeurs;2016;0
6290;Totaal;Onderwijsniveau: weet niet of onbekend;012 Sportinstructeurs;2017;0
6291;Totaal;Onderwijsniveau: weet niet of onbekend;0121 Beroepsgroep sportinstructeurs;2015;0
6292;Totaal;Onderwijsniveau: weet niet of onbekend;0121 Beroepsgroep sportinstructeurs;2016;0
6293;Totaal;Onderwijsniveau: weet niet of onbekend;0121 Beroepsgroep sportinstructeurs;2017;0
6294;Totaal;Onderwijsniveau: weet niet of onbekend;013 Leidsters kinderopvang en onderwi.;2015;1
6295;Totaal;Onderwijsniveau: weet niet of onbekend;013 Leidsters kinderopvang en onderwi.;2016;1
6296;Totaal;Onderwijsniveau: weet niet of onbekend;013 Leidsters kinderopvang en onderwi.;2017;1
6297;Totaal;Onderwijsniveau: weet niet of onbekend;0131 Leidsters kinderopvang en onderw...;2015;1
6298;Totaal;Onderwijsniveau: weet niet of onbekend;0131 Leidsters kinderopvang en onderw...;2016;1
6299;Totaal;Onderwijsniveau: weet niet of onbekend;0131 Leidsters kinderopvang en onderw...;2017;1
6300;Totaal;Onderwijsniveau: weet niet of onbekend;02 Creatieve en taalkundige beroepen;2015;1
6301;Totaal;Onderwijsniveau: weet niet of onbekend;02 Creatieve en taalkundige beroepen;2016;1
6302;Totaal;Onderwijsniveau: weet niet of onbekend;02 Creatieve en taalkundige beroepen;2017;3
6303;Totaal;Onderwijsniveau: weet niet of onbekend;021 Auteurs en kunstenaars;2015;1
6304;Totaal;Onderwijsniveau: weet niet of onbekend;021 Auteurs en kunstenaars;2016;1
6305;Totaal;Onderwijsniveau: weet niet of onbekend;021 Auteurs en kunstenaars;2017;1
6306;Totaal;Onderwijsniveau: weet niet of onbekend;0211 Bibliothecarissen en conservatoren;2015;0
6307;Totaal;Onderwijsniveau: weet niet of onbekend;0211 Bibliothecarissen en conservatoren;2016;0
6308;Totaal;Onderwijsniveau: weet niet of onbekend;0211 Bibliothecarissen en conservatoren;2017;0
6309;Totaal;Onderwijsniveau: weet niet of onbekend;0212 Auteurs en taalkundigen;2015;0
6310;Totaal;Onderwijsniveau: weet niet of onbekend;0212 Auteurs en taalkundigen;2016;0
6311;Totaal;Onderwijsniveau: weet niet of onbekend;0212 Auteurs en taalkundigen;2017;0
6312;Totaal;Onderwijsniveau: weet niet of onbekend;0213 Journalisten;2015;0
6313;Totaal;Onderwijsniveau: weet niet of onbekend;0213 Journalisten;2016;0
6314;Totaal;Onderwijsniveau: weet niet of onbekend;0213 Journalisten;2017;0
6315;Totaal;Onderwijsniveau: weet niet of onbekend;0214 Beeldend kunstenaars;2015;0
6316;Totaal;Onderwijsniveau: weet niet of onbekend;0214 Beeldend kunstenaars;2016;0
