ID;Arbeidsgehandicapten;Persoonskenmerken;Beroepskenmerken;Perioden;WerkzameBeroepsbevolking_1
1016;Totaal;Arbeidsduur: deeltijd;1221 Laders, lossers en vakkenvullers;2017;171
1017;Totaal;Arbeidsduur: deeltijd;1222 Vuilnisophalers en dagbladenbezo.;2015;68
1018;Totaal;Arbeidsduur: deeltijd;1222 Vuilnisophalers en dagbladenbezo.;2016;68
1019;Totaal;Arbeidsduur: deeltijd;1222 Vuilnisophalers en dagbladenbezo.;2017;61
1020;Totaal;Arbeidsduur: deeltijd;13 Beroepsklasse overig;2015;41
1021;Totaal;Arbeidsduur: deeltijd;13 Beroepsklasse overig;2016;51
1022;Totaal;Arbeidsduur: deeltijd;13 Beroepsklasse overig;2017;61
1023;Totaal;Arbeidsduur: deeltijd;131 Beroepssegment overig;2015;41
1024;Totaal;Arbeidsduur: deeltijd;131 Beroepssegment overig;2016;51
1025;Totaal;Arbeidsduur: deeltijd;131 Beroepssegment overig;2017;61
1026;Totaal;Arbeidsduur: deeltijd;1311 Beroepsgroep overig;2015;41
1027;Totaal;Arbeidsduur: deeltijd;1311 Beroepsgroep overig;2016;51
1028;Totaal;Arbeidsduur: deeltijd;1311 Beroepsgroep overig;2017;61
1029;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 1 (ISCO 2008);2015;548
1030;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 1 (ISCO 2008);2016;539
1031;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 1 (ISCO 2008);2017;582
1032;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 2 (ISCO 2008);2015;1874
1033;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 2 (ISCO 2008);2016;1850
1034;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 2 (ISCO 2008);2017;1859
1035;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 3 (ISCO 2008);2015;623
1036;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 3 (ISCO 2008);2016;666
1037;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 3 (ISCO 2008);2017;685
1038;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 4 (ISCO 2008);2015;978
1039;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 4 (ISCO 2008);2016;983
1040;Totaal;Arbeidsduur: deeltijd;Beroepsniveau 4 (ISCO 2008);2017;1014
1041;Totaal;Arbeidsduur: deeltijd;Beroepsniveau onbekend (ISCO 2008);2015;30
1042;Totaal;Arbeidsduur: deeltijd;Beroepsniveau onbekend (ISCO 2008);2016;38
1043;Totaal;Arbeidsduur: deeltijd;Beroepsniveau onbekend (ISCO 2008);2017;52
1044;Totaal;Arbeidsduur: minder dan 12 uur per week;Totaal;2015;984
1045;Totaal;Arbeidsduur: minder dan 12 uur per week;Totaal;2016;949
1046;Totaal;Arbeidsduur: minder dan 12 uur per week;Totaal;2017;961
1047;Totaal;Arbeidsduur: minder dan 12 uur per week;01 Pedagogische beroepen;2015;92
1048;Totaal;Arbeidsduur: minder dan 12 uur per week;01 Pedagogische beroepen;2016;75
1049;Totaal;Arbeidsduur: minder dan 12 uur per week;01 Pedagogische beroepen;2017;78
1050;Totaal;Arbeidsduur: minder dan 12 uur per week;011 Docenten;2015;40
1051;Totaal;Arbeidsduur: minder dan 12 uur per week;011 Docenten;2016;28
1052;Totaal;Arbeidsduur: minder dan 12 uur per week;011 Docenten;2017;34
1053;Totaal;Arbeidsduur: minder dan 12 uur per week;0111 Docenten hoger onderwijs en hoog...;2015;7
1054;Totaal;Arbeidsduur: minder dan 12 uur per week;0111 Docenten hoger onderwijs en hoog...;2016;5
1055;Totaal;Arbeidsduur: minder dan 12 uur per week;0111 Docenten hoger onderwijs en hoog...;2017;8
1056;Totaal;Arbeidsduur: minder dan 12 uur per week;0112 Docenten beroepsgerichte vakken ...;2015;3
1057;Totaal;Arbeidsduur: minder dan 12 uur per week;0112 Docenten beroepsgerichte vakken ...;2016;1
1058;Totaal;Arbeidsduur: minder dan 12 uur per week;0112 Docenten beroepsgerichte vakken ...;2017;1
1059;Totaal;Arbeidsduur: minder dan 12 uur per week;0113 Docenten algemene vakken secunda...;2015;7
1060;Totaal;Arbeidsduur: minder dan 12 uur per week;0113 Docenten algemene vakken secunda...;2016;5
1061;Totaal;Arbeidsduur: minder dan 12 uur per week;0113 Docenten algemene vakken secunda...;2017;6
1062;Totaal;Arbeidsduur: minder dan 12 uur per week;0114 Leerkrachten basisonderwijs;2015;12
1063;Totaal;Arbeidsduur: minder dan 12 uur per week;0114 Leerkrachten basisonderwijs;2016;13
1064;Totaal;Arbeidsduur: minder dan 12 uur per week;0114 Leerkrachten basisonderwijs;2017;9
1065;Totaal;Arbeidsduur: minder dan 12 uur per week;0115 Onderwijskundigen en overige doc...;2015;10
1066;Totaal;Arbeidsduur: minder dan 12 uur per week;0115 Onderwijskundigen en overige doc...;2016;5
1067;Totaal;Arbeidsduur: minder dan 12 uur per week;0115 Onderwijskundigen en overige doc...;2017;9
1068;Totaal;Arbeidsduur: minder dan 12 uur per week;012 Sportinstructeurs;2015;13
1069;Totaal;Arbeidsduur: minder dan 12 uur per week;012 Sportinstructeurs;2016;19
1070;Totaal;Arbeidsduur: minder dan 12 uur per week;012 Sportinstructeurs;2017;16
1071;Totaal;Arbeidsduur: minder dan 12 uur per week;0121 Beroepsgroep sportinstructeurs;2015;13
1072;Totaal;Arbeidsduur: minder dan 12 uur per week;0121 Beroepsgroep sportinstructeurs;2016;19
1073;Totaal;Arbeidsduur: minder dan 12 uur per week;0121 Beroepsgroep sportinstructeurs;2017;16
1074;Totaal;Arbeidsduur: minder dan 12 uur per week;013 Leidsters kinderopvang en onderwi.;2015;39
1075;Totaal;Arbeidsduur: minder dan 12 uur per week;013 Leidsters kinderopvang en onderwi.;2016;28
1076;Totaal;Arbeidsduur: minder dan 12 uur per week;013 Leidsters kinderopvang en onderwi.;2017;28
1077;Totaal;Arbeidsduur: minder dan 12 uur per week;0131 Leidsters kinderopvang en onderw...;2015;39
1078;Totaal;Arbeidsduur: minder dan 12 uur per week;0131 Leidsters kinderopvang en onderw...;2016;28
1079;Totaal;Arbeidsduur: minder dan 12 uur per week;0131 Leidsters kinderopvang en onderw...;2017;28
1080;Totaal;Arbeidsduur: minder dan 12 uur per week;02 Creatieve en taalkundige beroepen;2015;18
1081;Totaal;Arbeidsduur: minder dan 12 uur per week;02 Creatieve en taalkundige beroepen;2016;23
1082;Totaal;Arbeidsduur: minder dan 12 uur per week;02 Creatieve en taalkundige beroepen;2017;19
1083;Totaal;Arbeidsduur: minder dan 12 uur per week;021 Auteurs en kunstenaars;2015;13
1084;Totaal;Arbeidsduur: minder dan 12 uur per week;021 Auteurs en kunstenaars;2016;14
1085;Totaal;Arbeidsduur: minder dan 12 uur per week;021 Auteurs en kunstenaars;2017;13
1086;Totaal;Arbeidsduur: minder dan 12 uur per week;0211 Bibliothecarissen en conservatoren;2015;0
1087;Totaal;Arbeidsduur: minder dan 12 uur per week;0211 Bibliothecarissen en conservatoren;2016;0
1088;Totaal;Arbeidsduur: minder dan 12 uur per week;0211 Bibliothecarissen en conservatoren;2017;0
1089;Totaal;Arbeidsduur: minder dan 12 uur per week;0212 Auteurs en taalkundigen;2015;3
1090;Totaal;Arbeidsduur: minder dan 12 uur per week;0212 Auteurs en taalkundigen;2016;4
1091;Totaal;Arbeidsduur: minder dan 12 uur per week;0212 Auteurs en taalkundigen;2017;4
1092;Totaal;Arbeidsduur: minder dan 12 uur per week;0213 Journalisten;2015;1
1093;Totaal;Arbeidsduur: minder dan 12 uur per week;0213 Journalisten;2016;2
1094;Totaal;Arbeidsduur: minder dan 12 uur per week;0213 Journalisten;2017;2
1095;Totaal;Arbeidsduur: minder dan 12 uur per week;0214 Beeldend kunstenaars;2015;4
1096;Totaal;Arbeidsduur: minder dan 12 uur per week;0214 Beeldend kunstenaars;2016;1
1097;Totaal;Arbeidsduur: minder dan 12 uur per week;0214 Beeldend kunstenaars;2017;1
1098;Totaal;Arbeidsduur: minder dan 12 uur per week;0215 Uitvoerend kunstenaars;2015;5
1099;Totaal;Arbeidsduur: minder dan 12 uur per week;0215 Uitvoerend kunstenaars;2016;6
1100;Totaal;Arbeidsduur: minder dan 12 uur per week;0215 Uitvoerend kunstenaars;2017;6
1101;Totaal;Arbeidsduur: minder dan 12 uur per week;022 Vakspecialisten op artistiek en c.;2015;5
1102;Totaal;Arbeidsduur: minder dan 12 uur per week;022 Vakspecialisten op artistiek en c.;2016;9
1103;Totaal;Arbeidsduur: minder dan 12 uur per week;022 Vakspecialisten op artistiek en c.;2017;5
1104;Totaal;Arbeidsduur: minder dan 12 uur per week;0221 Grafisch vormgevers en producton...;2015;3
1105;Totaal;Arbeidsduur: minder dan 12 uur per week;0221 Grafisch vormgevers en producton...;2016;5
1106;Totaal;Arbeidsduur: minder dan 12 uur per week;0221 Grafisch vormgevers en producton...;2017;4
1107;Totaal;Arbeidsduur: minder dan 12 uur per week;0222 Fotografen en interieurontwerpers;2015;2
1108;Totaal;Arbeidsduur: minder dan 12 uur per week;0222 Fotografen en interieurontwerpers;2016;4
1109;Totaal;Arbeidsduur: minder dan 12 uur per week;0222 Fotografen en interieurontwerpers;2017;2
1110;Totaal;Arbeidsduur: minder dan 12 uur per week;03 Commerciële beroepen;2015;177
1111;Totaal;Arbeidsduur: minder dan 12 uur per week;03 Commerciële beroepen;2016;164
1112;Totaal;Arbeidsduur: minder dan 12 uur per week;03 Commerciële beroepen;2017;154
1113;Totaal;Arbeidsduur: minder dan 12 uur per week;031 Adviseurs marketing, public relat.;2015;4
1114;Totaal;Arbeidsduur: minder dan 12 uur per week;031 Adviseurs marketing, public relat.;2016;4
1115;Totaal;Arbeidsduur: minder dan 12 uur per week;031 Adviseurs marketing, public relat.;2017;5
1116;Totaal;Arbeidsduur: minder dan 12 uur per week;0311 Adviseurs marketing, public rela...;2015;4
1117;Totaal;Arbeidsduur: minder dan 12 uur per week;0311 Adviseurs marketing, public rela...;2016;4
1118;Totaal;Arbeidsduur: minder dan 12 uur per week;0311 Adviseurs marketing, public rela...;2017;5
1119;Totaal;Arbeidsduur: minder dan 12 uur per week;032 Vertegenwoordigers en inkopers;2015;3
1120;Totaal;Arbeidsduur: minder dan 12 uur per week;032 Vertegenwoordigers en inkopers;2016;3
1121;Totaal;Arbeidsduur: minder dan 12 uur per week;032 Vertegenwoordigers en inkopers;2017;2
1122;Totaal;Arbeidsduur: minder dan 12 uur per week;0321 Vertegenwoordigers en inkopers;2015;3
1123;Totaal;Arbeidsduur: minder dan 12 uur per week;0321 Vertegenwoordigers en inkopers;2016;3
1124;Totaal;Arbeidsduur: minder dan 12 uur per week;0321 Vertegenwoordigers en inkopers;2017;2
1125;Totaal;Arbeidsduur: minder dan 12 uur per week;033 Verkopers;2015;170
1126;Totaal;Arbeidsduur: minder dan 12 uur per week;033 Verkopers;2016;157
1127;Totaal;Arbeidsduur: minder dan 12 uur per week;033 Verkopers;2017;146
1128;Totaal;Arbeidsduur: minder dan 12 uur per week;0331 Winkeliers en teamleiders detail...;2015;5
1129;Totaal;Arbeidsduur: minder dan 12 uur per week;0331 Winkeliers en teamleiders detail...;2016;6
1130;Totaal;Arbeidsduur: minder dan 12 uur per week;0331 Winkeliers en teamleiders detail...;2017;5
1131;Totaal;Arbeidsduur: minder dan 12 uur per week;0332 Verkoopmedewerkers detailhandel;2015;98
1132;Totaal;Arbeidsduur: minder dan 12 uur per week;0332 Verkoopmedewerkers detailhandel;2016;85
1133;Totaal;Arbeidsduur: minder dan 12 uur per week;0332 Verkoopmedewerkers detailhandel;2017;79
1134;Totaal;Arbeidsduur: minder dan 12 uur per week;0333 Kassamedewerkers;2015;43
1135;Totaal;Arbeidsduur: minder dan 12 uur per week;0333 Kassamedewerkers;2016;42
1136;Totaal;Arbeidsduur: minder dan 12 uur per week;0333 Kassamedewerkers;2017;42
1137;Totaal;Arbeidsduur: minder dan 12 uur per week;0334 Callcentermedewerkers outbound e...;2015;23
1138;Totaal;Arbeidsduur: minder dan 12 uur per week;0334 Callcentermedewerkers outbound e...;2016;23
1139;Totaal;Arbeidsduur: minder dan 12 uur per week;0334 Callcentermedewerkers outbound e...;2017;20
1140;Totaal;Arbeidsduur: minder dan 12 uur per week;04 Bedrijfseconomische en administrat...;2015;114
1141;Totaal;Arbeidsduur: minder dan 12 uur per week;04 Bedrijfseconomische en administrat...;2016;105
1142;Totaal;Arbeidsduur: minder dan 12 uur per week;04 Bedrijfseconomische en administrat...;2017;97
1143;Totaal;Arbeidsduur: minder dan 12 uur per week;041 Specialisten bedrijfsbeheer en ad.;2015;15
1144;Totaal;Arbeidsduur: minder dan 12 uur per week;041 Specialisten bedrijfsbeheer en ad.;2016;16
1145;Totaal;Arbeidsduur: minder dan 12 uur per week;041 Specialisten bedrijfsbeheer en ad.;2017;15
1146;Totaal;Arbeidsduur: minder dan 12 uur per week;0411 Accountants;2015;2
1147;Totaal;Arbeidsduur: minder dan 12 uur per week;0411 Accountants;2016;3
1148;Totaal;Arbeidsduur: minder dan 12 uur per week;0411 Accountants;2017;4
1149;Totaal;Arbeidsduur: minder dan 12 uur per week;0412 Financieel specialisten en economen;2015;2
1150;Totaal;Arbeidsduur: minder dan 12 uur per week;0412 Financieel specialisten en economen;2016;2
1151;Totaal;Arbeidsduur: minder dan 12 uur per week;0412 Financieel specialisten en economen;2017;2
1152;Totaal;Arbeidsduur: minder dan 12 uur per week;0413 Bedrijfskundigen en organisatiea.;2015;6
1153;Totaal;Arbeidsduur: minder dan 12 uur per week;0413 Bedrijfskundigen en organisatiea.;2016;5
1154;Totaal;Arbeidsduur: minder dan 12 uur per week;0413 Bedrijfskundigen en organisatiea.;2017;4
1155;Totaal;Arbeidsduur: minder dan 12 uur per week;0414 Beleidsadviseurs;2015;2
1156;Totaal;Arbeidsduur: minder dan 12 uur per week;0414 Beleidsadviseurs;2016;1
1157;Totaal;Arbeidsduur: minder dan 12 uur per week;0414 Beleidsadviseurs;2017;1
1158;Totaal;Arbeidsduur: minder dan 12 uur per week;0415 Specialisten personeels- en loop.;2015;3
1159;Totaal;Arbeidsduur: minder dan 12 uur per week;0415 Specialisten personeels- en loop.;2016;5
1160;Totaal;Arbeidsduur: minder dan 12 uur per week;0415 Specialisten personeels- en loop.;2017;4
1161;Totaal;Arbeidsduur: minder dan 12 uur per week;042 Vakspecialisten bedrijfsbeheer en...;2015;13
1162;Totaal;Arbeidsduur: minder dan 12 uur per week;042 Vakspecialisten bedrijfsbeheer en...;2016;12
1163;Totaal;Arbeidsduur: minder dan 12 uur per week;042 Vakspecialisten bedrijfsbeheer en...;2017;16
1164;Totaal;Arbeidsduur: minder dan 12 uur per week;0421 Boekhouders;2015;8
1165;Totaal;Arbeidsduur: minder dan 12 uur per week;0421 Boekhouders;2016;6
1166;Totaal;Arbeidsduur: minder dan 12 uur per week;0421 Boekhouders;2017;5
1167;Totaal;Arbeidsduur: minder dan 12 uur per week;0422 Zakelijke dienstverleners;2015;2
1168;Totaal;Arbeidsduur: minder dan 12 uur per week;0422 Zakelijke dienstverleners;2016;4
1169;Totaal;Arbeidsduur: minder dan 12 uur per week;0422 Zakelijke dienstverleners;2017;6
1170;Totaal;Arbeidsduur: minder dan 12 uur per week;0423 Directiesecretaresses;2015;3
1171;Totaal;Arbeidsduur: minder dan 12 uur per week;0423 Directiesecretaresses;2016;2
1172;Totaal;Arbeidsduur: minder dan 12 uur per week;0423 Directiesecretaresses;2017;5
1173;Totaal;Arbeidsduur: minder dan 12 uur per week;043 Administratief personeel;2015;86
1174;Totaal;Arbeidsduur: minder dan 12 uur per week;043 Administratief personeel;2016;78
1175;Totaal;Arbeidsduur: minder dan 12 uur per week;043 Administratief personeel;2017;66
1176;Totaal;Arbeidsduur: minder dan 12 uur per week;0431 Administratief medewerkers;2015;55
1177;Totaal;Arbeidsduur: minder dan 12 uur per week;0431 Administratief medewerkers;2016;49
1178;Totaal;Arbeidsduur: minder dan 12 uur per week;0431 Administratief medewerkers;2017;39
1179;Totaal;Arbeidsduur: minder dan 12 uur per week;0432 Secretaresses;2015;2
1180;Totaal;Arbeidsduur: minder dan 12 uur per week;0432 Secretaresses;2016;4
1181;Totaal;Arbeidsduur: minder dan 12 uur per week;0432 Secretaresses;2017;3
1182;Totaal;Arbeidsduur: minder dan 12 uur per week;0433 Receptionisten en telefonisten;2015;13
1183;Totaal;Arbeidsduur: minder dan 12 uur per week;0433 Receptionisten en telefonisten;2016;12
1184;Totaal;Arbeidsduur: minder dan 12 uur per week;0433 Receptionisten en telefonisten;2017;13
1185;Totaal;Arbeidsduur: minder dan 12 uur per week;0434 Boekhoudkundig medewerkers;2015;9
1186;Totaal;Arbeidsduur: minder dan 12 uur per week;0434 Boekhoudkundig medewerkers;2016;8
1187;Totaal;Arbeidsduur: minder dan 12 uur per week;0434 Boekhoudkundig medewerkers;2017;6
1188;Totaal;Arbeidsduur: minder dan 12 uur per week;0435 Transportplanners en logistiek m.;2015;6
1189;Totaal;Arbeidsduur: minder dan 12 uur per week;0435 Transportplanners en logistiek m.;2016;4
1190;Totaal;Arbeidsduur: minder dan 12 uur per week;0435 Transportplanners en logistiek m.;2017;6
1191;Totaal;Arbeidsduur: minder dan 12 uur per week;05 Managers;2015;8
1192;Totaal;Arbeidsduur: minder dan 12 uur per week;05 Managers;2016;9
1193;Totaal;Arbeidsduur: minder dan 12 uur per week;05 Managers;2017;7
1194;Totaal;Arbeidsduur: minder dan 12 uur per week;051 Algemeen directeuren;2015;2
1195;Totaal;Arbeidsduur: minder dan 12 uur per week;051 Algemeen directeuren;2016;3
1196;Totaal;Arbeidsduur: minder dan 12 uur per week;051 Algemeen directeuren;2017;3
1197;Totaal;Arbeidsduur: minder dan 12 uur per week;0511 Algemeen directeuren;2015;2
1198;Totaal;Arbeidsduur: minder dan 12 uur per week;0511 Algemeen directeuren;2016;3
1199;Totaal;Arbeidsduur: minder dan 12 uur per week;0511 Algemeen directeuren;2017;3
1200;Totaal;Arbeidsduur: minder dan 12 uur per week;052 Managers op administratief en com...;2015;3
1201;Totaal;Arbeidsduur: minder dan 12 uur per week;052 Managers op administratief en com...;2016;2
1202;Totaal;Arbeidsduur: minder dan 12 uur per week;052 Managers op administratief en com...;2017;2
1203;Totaal;Arbeidsduur: minder dan 12 uur per week;0521 Managers zakelijke en administra.;2015;3
1204;Totaal;Arbeidsduur: minder dan 12 uur per week;0521 Managers zakelijke en administra.;2016;1
1205;Totaal;Arbeidsduur: minder dan 12 uur per week;0521 Managers zakelijke en administra.;2017;1
1206;Totaal;Arbeidsduur: minder dan 12 uur per week;0522 Managers verkoop en marketing;2015;0
1207;Totaal;Arbeidsduur: minder dan 12 uur per week;0522 Managers verkoop en marketing;2016;0
1208;Totaal;Arbeidsduur: minder dan 12 uur per week;0522 Managers verkoop en marketing;2017;1
1209;Totaal;Arbeidsduur: minder dan 12 uur per week;053 Managers productie en gespecialis...;2015;1
1210;Totaal;Arbeidsduur: minder dan 12 uur per week;053 Managers productie en gespecialis...;2016;1
1211;Totaal;Arbeidsduur: minder dan 12 uur per week;053 Managers productie en gespecialis...;2017;1
1212;Totaal;Arbeidsduur: minder dan 12 uur per week;0531 Managers productie;2015;0
1213;Totaal;Arbeidsduur: minder dan 12 uur per week;0531 Managers productie;2016;0
1214;Totaal;Arbeidsduur: minder dan 12 uur per week;0531 Managers productie;2017;1
1215;Totaal;Arbeidsduur: minder dan 12 uur per week;0532 Managers logistiek;2015;0
1216;Totaal;Arbeidsduur: minder dan 12 uur per week;0532 Managers logistiek;2016;0
1217;Totaal;Arbeidsduur: minder dan 12 uur per week;0532 Managers logistiek;2017;0
1218;Totaal;Arbeidsduur: minder dan 12 uur per week;0533 Managers ICT;2015;0
1219;Totaal;Arbeidsduur: minder dan 12 uur per week;0533 Managers ICT;2016;0
1220;Totaal;Arbeidsduur: minder dan 12 uur per week;0533 Managers ICT;2017;0
1221;Totaal;Arbeidsduur: minder dan 12 uur per week;0534 Managers zorginstellingen;2015;0
1222;Totaal;Arbeidsduur: minder dan 12 uur per week;0534 Managers zorginstellingen;2016;0
1223;Totaal;Arbeidsduur: minder dan 12 uur per week;0534 Managers zorginstellingen;2017;0
1224;Totaal;Arbeidsduur: minder dan 12 uur per week;0535 Managers onderwijs;2015;0
1225;Totaal;Arbeidsduur: minder dan 12 uur per week;0535 Managers onderwijs;2016;0
1226;Totaal;Arbeidsduur: minder dan 12 uur per week;0535 Managers onderwijs;2017;0
1227;Totaal;Arbeidsduur: minder dan 12 uur per week;0536 Managers gespecialiseerde dienst.;2015;1
1228;Totaal;Arbeidsduur: minder dan 12 uur per week;0536 Managers gespecialiseerde dienst.;2016;0
1229;Totaal;Arbeidsduur: minder dan 12 uur per week;0536 Managers gespecialiseerde dienst.;2017;0
1230;Totaal;Arbeidsduur: minder dan 12 uur per week;054 Managers horeca, detailhandel en.;2015;1
1231;Totaal;Arbeidsduur: minder dan 12 uur per week;054 Managers horeca, detailhandel en.;2016;1
1232;Totaal;Arbeidsduur: minder dan 12 uur per week;054 Managers horeca, detailhandel en.;2017;0
1233;Totaal;Arbeidsduur: minder dan 12 uur per week;0541 Managers horeca;2015;1
1234;Totaal;Arbeidsduur: minder dan 12 uur per week;0541 Managers horeca;2016;0
1235;Totaal;Arbeidsduur: minder dan 12 uur per week;0541 Managers horeca;2017;0
1236;Totaal;Arbeidsduur: minder dan 12 uur per week;0542 Managers detail- en groothandel;2015;0
1237;Totaal;Arbeidsduur: minder dan 12 uur per week;0542 Managers detail- en groothandel;2016;1
1238;Totaal;Arbeidsduur: minder dan 12 uur per week;0542 Managers detail- en groothandel;2017;0
1239;Totaal;Arbeidsduur: minder dan 12 uur per week;0543 Managers commerciële en persoonl.;2015;0
1240;Totaal;Arbeidsduur: minder dan 12 uur per week;0543 Managers commerciële en persoonl.;2016;0
1241;Totaal;Arbeidsduur: minder dan 12 uur per week;0543 Managers commerciële en persoonl.;2017;0
1242;Totaal;Arbeidsduur: minder dan 12 uur per week;055 Managers z.n.d.;2015;1
1243;Totaal;Arbeidsduur: minder dan 12 uur per week;055 Managers z.n.d.;2016;2
1244;Totaal;Arbeidsduur: minder dan 12 uur per week;055 Managers z.n.d.;2017;0
1245;Totaal;Arbeidsduur: minder dan 12 uur per week;0551 Managers z.n.d.;2015;1
1246;Totaal;Arbeidsduur: minder dan 12 uur per week;0551 Managers z.n.d.;2016;2
1247;Totaal;Arbeidsduur: minder dan 12 uur per week;0551 Managers z.n.d.;2017;0
1248;Totaal;Arbeidsduur: minder dan 12 uur per week;06 Openbaar bestuur, veiligheid en ju.;2015;9
1249;Totaal;Arbeidsduur: minder dan 12 uur per week;06 Openbaar bestuur, veiligheid en ju.;2016;18
1250;Totaal;Arbeidsduur: minder dan 12 uur per week;06 Openbaar bestuur, veiligheid en ju.;2017;14
1251;Totaal;Arbeidsduur: minder dan 12 uur per week;061 Overheidsambtenaren en -bestuurders;2015;2
1252;Totaal;Arbeidsduur: minder dan 12 uur per week;061 Overheidsambtenaren en -bestuurders;2016;3
1253;Totaal;Arbeidsduur: minder dan 12 uur per week;061 Overheidsambtenaren en -bestuurders;2017;3
1254;Totaal;Arbeidsduur: minder dan 12 uur per week;0611 Overheidsbestuurders;2015;1
1255;Totaal;Arbeidsduur: minder dan 12 uur per week;0611 Overheidsbestuurders;2016;2
1256;Totaal;Arbeidsduur: minder dan 12 uur per week;0611 Overheidsbestuurders;2017;2
1257;Totaal;Arbeidsduur: minder dan 12 uur per week;0612 Overheidsambtenaren;2015;1
1258;Totaal;Arbeidsduur: minder dan 12 uur per week;0612 Overheidsambtenaren;2016;1
1259;Totaal;Arbeidsduur: minder dan 12 uur per week;0612 Overheidsambtenaren;2017;1
1260;Totaal;Arbeidsduur: minder dan 12 uur per week;062 Juristen;2015;1
1261;Totaal;Arbeidsduur: minder dan 12 uur per week;062 Juristen;2016;2
1262;Totaal;Arbeidsduur: minder dan 12 uur per week;062 Juristen;2017;1
1263;Totaal;Arbeidsduur: minder dan 12 uur per week;0621 Juristen;2015;1
1264;Totaal;Arbeidsduur: minder dan 12 uur per week;0621 Juristen;2016;2
1265;Totaal;Arbeidsduur: minder dan 12 uur per week;0621 Juristen;2017;1
1266;Totaal;Arbeidsduur: minder dan 12 uur per week;063 Beveiligingswerkers;2015;7
1267;Totaal;Arbeidsduur: minder dan 12 uur per week;063 Beveiligingswerkers;2016;13
1268;Totaal;Arbeidsduur: minder dan 12 uur per week;063 Beveiligingswerkers;2017;9
1269;Totaal;Arbeidsduur: minder dan 12 uur per week;0631 Politie-inspecteurs;2015;0
1270;Totaal;Arbeidsduur: minder dan 12 uur per week;0631 Politie-inspecteurs;2016;0
1271;Totaal;Arbeidsduur: minder dan 12 uur per week;0631 Politie-inspecteurs;2017;0
1272;Totaal;Arbeidsduur: minder dan 12 uur per week;0632 Politie en brandweer;2015;0
1273;Totaal;Arbeidsduur: minder dan 12 uur per week;0632 Politie en brandweer;2016;1
1274;Totaal;Arbeidsduur: minder dan 12 uur per week;0632 Politie en brandweer;2017;0
1275;Totaal;Arbeidsduur: minder dan 12 uur per week;0633 Beveiligingspersoneel;2015;6
1276;Totaal;Arbeidsduur: minder dan 12 uur per week;0633 Beveiligingspersoneel;2016;11
1277;Totaal;Arbeidsduur: minder dan 12 uur per week;0633 Beveiligingspersoneel;2017;9
1278;Totaal;Arbeidsduur: minder dan 12 uur per week;0634 Militaire beroepen;2015;0
1279;Totaal;Arbeidsduur: minder dan 12 uur per week;0634 Militaire beroepen;2016;1
1280;Totaal;Arbeidsduur: minder dan 12 uur per week;0634 Militaire beroepen;2017;0
1281;Totaal;Arbeidsduur: minder dan 12 uur per week;07 Technische beroepen;2015;51
1282;Totaal;Arbeidsduur: minder dan 12 uur per week;07 Technische beroepen;2016;46
1283;Totaal;Arbeidsduur: minder dan 12 uur per week;07 Technische beroepen;2017;52
1284;Totaal;Arbeidsduur: minder dan 12 uur per week;071 Ingenieurs en onderzoekers wis.;2015;5
1285;Totaal;Arbeidsduur: minder dan 12 uur per week;071 Ingenieurs en onderzoekers wis.;2016;6
1286;Totaal;Arbeidsduur: minder dan 12 uur per week;071 Ingenieurs en onderzoekers wis.;2017;5
1287;Totaal;Arbeidsduur: minder dan 12 uur per week;0711 Biologen en natuurwetenschappers;2015;0
1288;Totaal;Arbeidsduur: minder dan 12 uur per week;0711 Biologen en natuurwetenschappers;2016;0
1289;Totaal;Arbeidsduur: minder dan 12 uur per week;0711 Biologen en natuurwetenschappers;2017;0
1290;Totaal;Arbeidsduur: minder dan 12 uur per week;0712 Ingenieurs (geen elektrotechniek);2015;3
1291;Totaal;Arbeidsduur: minder dan 12 uur per week;0712 Ingenieurs (geen elektrotechniek);2016;4
1292;Totaal;Arbeidsduur: minder dan 12 uur per week;0712 Ingenieurs (geen elektrotechniek);2017;2
1293;Totaal;Arbeidsduur: minder dan 12 uur per week;0713 Elektrotechnisch ingenieurs;2015;0
1294;Totaal;Arbeidsduur: minder dan 12 uur per week;0713 Elektrotechnisch ingenieurs;2016;0
1295;Totaal;Arbeidsduur: minder dan 12 uur per week;0713 Elektrotechnisch ingenieurs;2017;0
1296;Totaal;Arbeidsduur: minder dan 12 uur per week;0714 Architecten;2015;2
1297;Totaal;Arbeidsduur: minder dan 12 uur per week;0714 Architecten;2016;1
1298;Totaal;Arbeidsduur: minder dan 12 uur per week;0714 Architecten;2017;2
1299;Totaal;Arbeidsduur: minder dan 12 uur per week;072 Vakspecialisten natuur en techniek;2015;1
1300;Totaal;Arbeidsduur: minder dan 12 uur per week;072 Vakspecialisten natuur en techniek;2016;5
