ID;Geslacht;Leeftijd;Onderwijssoort;Perioden;VavoStudenten_1
336;Mannen;Jonger dan 23 jaar;Vavo vmbo-t;2019/'20;1170
337;Mannen;Jonger dan 23 jaar;Vavo vmbo-t;2020/'21;690
338;Mannen;Jonger dan 23 jaar;Vavo vmbo-t;2021/'22;700
339;Mannen;Jonger dan 23 jaar;Vavo vmbo-t;2022/'23;870
340;Mannen;Jonger dan 23 jaar;Vavo vmbo-t;2023/'24;1180
341;Mannen;Jonger dan 23 jaar;Vavo vmbo-t;2024/'25;1180
342;Mannen;Jonger dan 23 jaar;Vavo havo;2006/'07;3320
343;Mannen;Jonger dan 23 jaar;Vavo havo;2007/'08;3720
344;Mannen;Jonger dan 23 jaar;Vavo havo;2008/'09;4750
345;Mannen;Jonger dan 23 jaar;Vavo havo;2009/'10;4670
346;Mannen;Jonger dan 23 jaar;Vavo havo;2010/'11;4590
347;Mannen;Jonger dan 23 jaar;Vavo havo;2011/'12;4170
348;Mannen;Jonger dan 23 jaar;Vavo havo;2012/'13;3700
349;Mannen;Jonger dan 23 jaar;Vavo havo;2013/'14;3790
350;Mannen;Jonger dan 23 jaar;Vavo havo;2014/'15;3840
351;Mannen;Jonger dan 23 jaar;Vavo havo;2015/'16;4390
352;Mannen;Jonger dan 23 jaar;Vavo havo;2016/'17;4520
353;Mannen;Jonger dan 23 jaar;Vavo havo;2017/'18;4560
354;Mannen;Jonger dan 23 jaar;Vavo havo;2018/'19;4380
355;Mannen;Jonger dan 23 jaar;Vavo havo;2019/'20;4100
356;Mannen;Jonger dan 23 jaar;Vavo havo;2020/'21;3020
357;Mannen;Jonger dan 23 jaar;Vavo havo;2021/'22;3440
358;Mannen;Jonger dan 23 jaar;Vavo havo;2022/'23;3460
359;Mannen;Jonger dan 23 jaar;Vavo havo;2023/'24;3990
360;Mannen;Jonger dan 23 jaar;Vavo havo;2024/'25;3710
361;Mannen;Jonger dan 23 jaar;Vavo vwo;2006/'07;1160
362;Mannen;Jonger dan 23 jaar;Vavo vwo;2007/'08;1360
363;Mannen;Jonger dan 23 jaar;Vavo vwo;2008/'09;1450
364;Mannen;Jonger dan 23 jaar;Vavo vwo;2009/'10;2140
365;Mannen;Jonger dan 23 jaar;Vavo vwo;2010/'11;1710
366;Mannen;Jonger dan 23 jaar;Vavo vwo;2011/'12;1480
367;Mannen;Jonger dan 23 jaar;Vavo vwo;2012/'13;1500
368;Mannen;Jonger dan 23 jaar;Vavo vwo;2013/'14;1360
369;Mannen;Jonger dan 23 jaar;Vavo vwo;2014/'15;1480
370;Mannen;Jonger dan 23 jaar;Vavo vwo;2015/'16;1580
371;Mannen;Jonger dan 23 jaar;Vavo vwo;2016/'17;1650
372;Mannen;Jonger dan 23 jaar;Vavo vwo;2017/'18;1760
373;Mannen;Jonger dan 23 jaar;Vavo vwo;2018/'19;1780
374;Mannen;Jonger dan 23 jaar;Vavo vwo;2019/'20;1780
375;Mannen;Jonger dan 23 jaar;Vavo vwo;2020/'21;1020
376;Mannen;Jonger dan 23 jaar;Vavo vwo;2021/'22;1440
377;Mannen;Jonger dan 23 jaar;Vavo vwo;2022/'23;1460
378;Mannen;Jonger dan 23 jaar;Vavo vwo;2023/'24;1860
379;Mannen;Jonger dan 23 jaar;Vavo vwo;2024/'25;1760
380;Mannen;23 jaar of ouder;Totaal vavo;2006/'07;540
381;Mannen;23 jaar of ouder;Totaal vavo;2007/'08;530
382;Mannen;23 jaar of ouder;Totaal vavo;2008/'09;570
383;Mannen;23 jaar of ouder;Totaal vavo;2009/'10;650
384;Mannen;23 jaar of ouder;Totaal vavo;2010/'11;440
385;Mannen;23 jaar of ouder;Totaal vavo;2011/'12;310
386;Mannen;23 jaar of ouder;Totaal vavo;2012/'13;270
387;Mannen;23 jaar of ouder;Totaal vavo;2013/'14;390
388;Mannen;23 jaar of ouder;Totaal vavo;2014/'15;520
389;Mannen;23 jaar of ouder;Totaal vavo;2015/'16;680
390;Mannen;23 jaar of ouder;Totaal vavo;2016/'17;660
391;Mannen;23 jaar of ouder;Totaal vavo;2017/'18;620
392;Mannen;23 jaar of ouder;Totaal vavo;2018/'19;510
393;Mannen;23 jaar of ouder;Totaal vavo;2019/'20;420
394;Mannen;23 jaar of ouder;Totaal vavo;2020/'21;400
395;Mannen;23 jaar of ouder;Totaal vavo;2021/'22;390
396;Mannen;23 jaar of ouder;Totaal vavo;2022/'23;390
397;Mannen;23 jaar of ouder;Totaal vavo;2023/'24;290
398;Mannen;23 jaar of ouder;Totaal vavo;2024/'25;310
399;Mannen;23 jaar of ouder;Vavo vmbo-t;2006/'07;200
400;Mannen;23 jaar of ouder;Vavo vmbo-t;2007/'08;180
401;Mannen;23 jaar of ouder;Vavo vmbo-t;2008/'09;180
402;Mannen;23 jaar of ouder;Vavo vmbo-t;2009/'10;160
403;Mannen;23 jaar of ouder;Vavo vmbo-t;2010/'11;130
404;Mannen;23 jaar of ouder;Vavo vmbo-t;2011/'12;80
405;Mannen;23 jaar of ouder;Vavo vmbo-t;2012/'13;80
406;Mannen;23 jaar of ouder;Vavo vmbo-t;2013/'14;80
407;Mannen;23 jaar of ouder;Vavo vmbo-t;2014/'15;100
408;Mannen;23 jaar of ouder;Vavo vmbo-t;2015/'16;140
409;Mannen;23 jaar of ouder;Vavo vmbo-t;2016/'17;120
410;Mannen;23 jaar of ouder;Vavo vmbo-t;2017/'18;100
411;Mannen;23 jaar of ouder;Vavo vmbo-t;2018/'19;70
412;Mannen;23 jaar of ouder;Vavo vmbo-t;2019/'20;70
413;Mannen;23 jaar of ouder;Vavo vmbo-t;2020/'21;70
414;Mannen;23 jaar of ouder;Vavo vmbo-t;2021/'22;50
415;Mannen;23 jaar of ouder;Vavo vmbo-t;2022/'23;60
416;Mannen;23 jaar of ouder;Vavo vmbo-t;2023/'24;50
417;Mannen;23 jaar of ouder;Vavo vmbo-t;2024/'25;40
418;Mannen;23 jaar of ouder;Vavo havo;2006/'07;260
419;Mannen;23 jaar of ouder;Vavo havo;2007/'08;260
420;Mannen;23 jaar of ouder;Vavo havo;2008/'09;290
421;Mannen;23 jaar of ouder;Vavo havo;2009/'10;370
422;Mannen;23 jaar of ouder;Vavo havo;2010/'11;250
423;Mannen;23 jaar of ouder;Vavo havo;2011/'12;170
424;Mannen;23 jaar of ouder;Vavo havo;2012/'13;140
425;Mannen;23 jaar of ouder;Vavo havo;2013/'14;220
426;Mannen;23 jaar of ouder;Vavo havo;2014/'15;270
427;Mannen;23 jaar of ouder;Vavo havo;2015/'16;290
428;Mannen;23 jaar of ouder;Vavo havo;2016/'17;360
429;Mannen;23 jaar of ouder;Vavo havo;2017/'18;350
430;Mannen;23 jaar of ouder;Vavo havo;2018/'19;300
431;Mannen;23 jaar of ouder;Vavo havo;2019/'20;210
432;Mannen;23 jaar of ouder;Vavo havo;2020/'21;200
433;Mannen;23 jaar of ouder;Vavo havo;2021/'22;190
434;Mannen;23 jaar of ouder;Vavo havo;2022/'23;180
435;Mannen;23 jaar of ouder;Vavo havo;2023/'24;140
436;Mannen;23 jaar of ouder;Vavo havo;2024/'25;140
437;Mannen;23 jaar of ouder;Vavo vwo;2006/'07;80
438;Mannen;23 jaar of ouder;Vavo vwo;2007/'08;80
439;Mannen;23 jaar of ouder;Vavo vwo;2008/'09;110
440;Mannen;23 jaar of ouder;Vavo vwo;2009/'10;130
441;Mannen;23 jaar of ouder;Vavo vwo;2010/'11;60
442;Mannen;23 jaar of ouder;Vavo vwo;2011/'12;60
443;Mannen;23 jaar of ouder;Vavo vwo;2012/'13;50
444;Mannen;23 jaar of ouder;Vavo vwo;2013/'14;90
445;Mannen;23 jaar of ouder;Vavo vwo;2014/'15;150
446;Mannen;23 jaar of ouder;Vavo vwo;2015/'16;240
447;Mannen;23 jaar of ouder;Vavo vwo;2016/'17;190
448;Mannen;23 jaar of ouder;Vavo vwo;2017/'18;160
449;Mannen;23 jaar of ouder;Vavo vwo;2018/'19;140
450;Mannen;23 jaar of ouder;Vavo vwo;2019/'20;140
451;Mannen;23 jaar of ouder;Vavo vwo;2020/'21;140
452;Mannen;23 jaar of ouder;Vavo vwo;2021/'22;150
453;Mannen;23 jaar of ouder;Vavo vwo;2022/'23;150
454;Mannen;23 jaar of ouder;Vavo vwo;2023/'24;90
455;Mannen;23 jaar of ouder;Vavo vwo;2024/'25;130
456;Vrouwen;Totaal leeftijd;Totaal vavo;2006/'07;5800
457;Vrouwen;Totaal leeftijd;Totaal vavo;2007/'08;6250
458;Vrouwen;Totaal leeftijd;Totaal vavo;2008/'09;7490
459;Vrouwen;Totaal leeftijd;Totaal vavo;2009/'10;8010
460;Vrouwen;Totaal leeftijd;Totaal vavo;2010/'11;7380
461;Vrouwen;Totaal leeftijd;Totaal vavo;2011/'12;6690
462;Vrouwen;Totaal leeftijd;Totaal vavo;2012/'13;6880
463;Vrouwen;Totaal leeftijd;Totaal vavo;2013/'14;6820
464;Vrouwen;Totaal leeftijd;Totaal vavo;2014/'15;6900
465;Vrouwen;Totaal leeftijd;Totaal vavo;2015/'16;7730
466;Vrouwen;Totaal leeftijd;Totaal vavo;2016/'17;8230
467;Vrouwen;Totaal leeftijd;Totaal vavo;2017/'18;8440
468;Vrouwen;Totaal leeftijd;Totaal vavo;2018/'19;8390
469;Vrouwen;Totaal leeftijd;Totaal vavo;2019/'20;8090
470;Vrouwen;Totaal leeftijd;Totaal vavo;2020/'21;4750
471;Vrouwen;Totaal leeftijd;Totaal vavo;2021/'22;6240
472;Vrouwen;Totaal leeftijd;Totaal vavo;2022/'23;6690
473;Vrouwen;Totaal leeftijd;Totaal vavo;2023/'24;8810
474;Vrouwen;Totaal leeftijd;Totaal vavo;2024/'25;8450
475;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2006/'07;1340
476;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2007/'08;1320
477;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2008/'09;1180
478;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2009/'10;1190
479;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2010/'11;1070
480;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2011/'12;990
481;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2012/'13;1110
482;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2013/'14;1140
483;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2014/'15;1130
484;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2015/'16;1190
485;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2016/'17;1200
486;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2017/'18;1320
487;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2018/'19;1220
488;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2019/'20;1100
489;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2020/'21;580
490;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2021/'22;690
491;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2022/'23;790
492;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2023/'24;1220
493;Vrouwen;Totaal leeftijd;Vavo vmbo-t;2024/'25;1260
494;Vrouwen;Totaal leeftijd;Vavo havo;2006/'07;3060
495;Vrouwen;Totaal leeftijd;Vavo havo;2007/'08;3360
496;Vrouwen;Totaal leeftijd;Vavo havo;2008/'09;4470
497;Vrouwen;Totaal leeftijd;Vavo havo;2009/'10;4360
498;Vrouwen;Totaal leeftijd;Vavo havo;2010/'11;4270
499;Vrouwen;Totaal leeftijd;Vavo havo;2011/'12;3890
500;Vrouwen;Totaal leeftijd;Vavo havo;2012/'13;3720
501;Vrouwen;Totaal leeftijd;Vavo havo;2013/'14;3900
502;Vrouwen;Totaal leeftijd;Vavo havo;2014/'15;3850
503;Vrouwen;Totaal leeftijd;Vavo havo;2015/'16;4430
504;Vrouwen;Totaal leeftijd;Vavo havo;2016/'17;4730
505;Vrouwen;Totaal leeftijd;Vavo havo;2017/'18;4750
506;Vrouwen;Totaal leeftijd;Vavo havo;2018/'19;4710
507;Vrouwen;Totaal leeftijd;Vavo havo;2019/'20;4460
508;Vrouwen;Totaal leeftijd;Vavo havo;2020/'21;2820
509;Vrouwen;Totaal leeftijd;Vavo havo;2021/'22;3570
510;Vrouwen;Totaal leeftijd;Vavo havo;2022/'23;3730
511;Vrouwen;Totaal leeftijd;Vavo havo;2023/'24;4890
512;Vrouwen;Totaal leeftijd;Vavo havo;2024/'25;4600
513;Vrouwen;Totaal leeftijd;Vavo vwo;2006/'07;1400
514;Vrouwen;Totaal leeftijd;Vavo vwo;2007/'08;1580
515;Vrouwen;Totaal leeftijd;Vavo vwo;2008/'09;1840
516;Vrouwen;Totaal leeftijd;Vavo vwo;2009/'10;2460
517;Vrouwen;Totaal leeftijd;Vavo vwo;2010/'11;2040
518;Vrouwen;Totaal leeftijd;Vavo vwo;2011/'12;1820
519;Vrouwen;Totaal leeftijd;Vavo vwo;2012/'13;2050
520;Vrouwen;Totaal leeftijd;Vavo vwo;2013/'14;1770
521;Vrouwen;Totaal leeftijd;Vavo vwo;2014/'15;1930
522;Vrouwen;Totaal leeftijd;Vavo vwo;2015/'16;2110
523;Vrouwen;Totaal leeftijd;Vavo vwo;2016/'17;2300
524;Vrouwen;Totaal leeftijd;Vavo vwo;2017/'18;2380
525;Vrouwen;Totaal leeftijd;Vavo vwo;2018/'19;2460
526;Vrouwen;Totaal leeftijd;Vavo vwo;2019/'20;2540
527;Vrouwen;Totaal leeftijd;Vavo vwo;2020/'21;1350
528;Vrouwen;Totaal leeftijd;Vavo vwo;2021/'22;1980
529;Vrouwen;Totaal leeftijd;Vavo vwo;2022/'23;2180
530;Vrouwen;Totaal leeftijd;Vavo vwo;2023/'24;2690
531;Vrouwen;Totaal leeftijd;Vavo vwo;2024/'25;2590
532;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2006/'07;4990
533;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2007/'08;5480
534;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2008/'09;6790
535;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2009/'10;7310
536;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2010/'11;6920
537;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2011/'12;6420
538;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2012/'13;6630
539;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2013/'14;6410
540;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2014/'15;6300
541;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2015/'16;6900
542;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2016/'17;7520
543;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2017/'18;7810
544;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2018/'19;7830
545;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2019/'20;7600
546;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2020/'21;4310
547;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2021/'22;5770
548;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2022/'23;6260
549;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2023/'24;8450
550;Vrouwen;Jonger dan 23 jaar;Totaal vavo;2024/'25;8070
551;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2006/'07;980
552;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2007/'08;1020
553;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2008/'09;920
554;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2009/'10;960
555;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2010/'11;890
556;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2011/'12;900
557;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2012/'13;1030
558;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2013/'14;1030
559;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2014/'15;990
560;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2015/'16;1010
561;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2016/'17;1050
562;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2017/'18;1200
563;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2018/'19;1140
564;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2019/'20;1020
565;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2020/'21;530
566;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2021/'22;620
567;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2022/'23;720
568;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2023/'24;1160
569;Vrouwen;Jonger dan 23 jaar;Vavo vmbo-t;2024/'25;1200
570;Vrouwen;Jonger dan 23 jaar;Vavo havo;2006/'07;2730
571;Vrouwen;Jonger dan 23 jaar;Vavo havo;2007/'08;3020
572;Vrouwen;Jonger dan 23 jaar;Vavo havo;2008/'09;4160
573;Vrouwen;Jonger dan 23 jaar;Vavo havo;2009/'10;4020
574;Vrouwen;Jonger dan 23 jaar;Vavo havo;2010/'11;4080
575;Vrouwen;Jonger dan 23 jaar;Vavo havo;2011/'12;3760
576;Vrouwen;Jonger dan 23 jaar;Vavo havo;2012/'13;3600
577;Vrouwen;Jonger dan 23 jaar;Vavo havo;2013/'14;3730
578;Vrouwen;Jonger dan 23 jaar;Vavo havo;2014/'15;3560
579;Vrouwen;Jonger dan 23 jaar;Vavo havo;2015/'16;4050
580;Vrouwen;Jonger dan 23 jaar;Vavo havo;2016/'17;4360
581;Vrouwen;Jonger dan 23 jaar;Vavo havo;2017/'18;4410
582;Vrouwen;Jonger dan 23 jaar;Vavo havo;2018/'19;4430
583;Vrouwen;Jonger dan 23 jaar;Vavo havo;2019/'20;4230
584;Vrouwen;Jonger dan 23 jaar;Vavo havo;2020/'21;2600
585;Vrouwen;Jonger dan 23 jaar;Vavo havo;2021/'22;3360
586;Vrouwen;Jonger dan 23 jaar;Vavo havo;2022/'23;3540
587;Vrouwen;Jonger dan 23 jaar;Vavo havo;2023/'24;4740
588;Vrouwen;Jonger dan 23 jaar;Vavo havo;2024/'25;4430
589;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2006/'07;1290
590;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2007/'08;1450
591;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2008/'09;1710
592;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2009/'10;2330
593;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2010/'11;1940
594;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2011/'12;1760
595;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2012/'13;2010
596;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2013/'14;1640
597;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2014/'15;1740
598;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2015/'16;1840
599;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2016/'17;2110
600;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2017/'18;2210
601;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2018/'19;2260
602;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2019/'20;2350
603;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2020/'21;1190
604;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2021/'22;1790
605;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2022/'23;2000
606;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2023/'24;2550
607;Vrouwen;Jonger dan 23 jaar;Vavo vwo;2024/'25;2440
608;Vrouwen;23 jaar of ouder;Totaal vavo;2006/'07;800
609;Vrouwen;23 jaar of ouder;Totaal vavo;2007/'08;770
610;Vrouwen;23 jaar of ouder;Totaal vavo;2008/'09;700
611;Vrouwen;23 jaar of ouder;Totaal vavo;2009/'10;700
612;Vrouwen;23 jaar of ouder;Totaal vavo;2010/'11;460
613;Vrouwen;23 jaar of ouder;Totaal vavo;2011/'12;280
614;Vrouwen;23 jaar of ouder;Totaal vavo;2012/'13;240
615;Vrouwen;23 jaar of ouder;Totaal vavo;2013/'14;410
616;Vrouwen;23 jaar of ouder;Totaal vavo;2014/'15;610
617;Vrouwen;23 jaar of ouder;Totaal vavo;2015/'16;840
618;Vrouwen;23 jaar of ouder;Totaal vavo;2016/'17;720
619;Vrouwen;23 jaar of ouder;Totaal vavo;2017/'18;630
620;Vrouwen;23 jaar of ouder;Totaal vavo;2018/'19;560
621;Vrouwen;23 jaar of ouder;Totaal vavo;2019/'20;500
622;Vrouwen;23 jaar of ouder;Totaal vavo;2020/'21;440
623;Vrouwen;23 jaar of ouder;Totaal vavo;2021/'22;470
624;Vrouwen;23 jaar of ouder;Totaal vavo;2022/'23;440
625;Vrouwen;23 jaar of ouder;Totaal vavo;2023/'24;350
626;Vrouwen;23 jaar of ouder;Totaal vavo;2024/'25;380
627;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2006/'07;360
628;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2007/'08;300
629;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2008/'09;270
630;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2009/'10;230
631;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2010/'11;180
632;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2011/'12;90
633;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2012/'13;80
634;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2013/'14;110
635;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2014/'15;130
636;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2015/'16;180
637;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2016/'17;150
638;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2017/'18;120
639;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2018/'19;80
640;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2019/'20;80
641;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2020/'21;60
642;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2021/'22;60
643;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2022/'23;70
644;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2023/'24;60
645;Vrouwen;23 jaar of ouder;Vavo vmbo-t;2024/'25;70
646;Vrouwen;23 jaar of ouder;Vavo havo;2006/'07;330
647;Vrouwen;23 jaar of ouder;Vavo havo;2007/'08;340
648;Vrouwen;23 jaar of ouder;Vavo havo;2008/'09;310
649;Vrouwen;23 jaar of ouder;Vavo havo;2009/'10;330
650;Vrouwen;23 jaar of ouder;Vavo havo;2010/'11;190
651;Vrouwen;23 jaar of ouder;Vavo havo;2011/'12;130
652;Vrouwen;23 jaar of ouder;Vavo havo;2012/'13;120
653;Vrouwen;23 jaar of ouder;Vavo havo;2013/'14;170
654;Vrouwen;23 jaar of ouder;Vavo havo;2014/'15;290
655;Vrouwen;23 jaar of ouder;Vavo havo;2015/'16;380
656;Vrouwen;23 jaar of ouder;Vavo havo;2016/'17;370
657;Vrouwen;23 jaar of ouder;Vavo havo;2017/'18;340
658;Vrouwen;23 jaar of ouder;Vavo havo;2018/'19;290
659;Vrouwen;23 jaar of ouder;Vavo havo;2019/'20;230
660;Vrouwen;23 jaar of ouder;Vavo havo;2020/'21;220
661;Vrouwen;23 jaar of ouder;Vavo havo;2021/'22;210
662;Vrouwen;23 jaar of ouder;Vavo havo;2022/'23;190
663;Vrouwen;23 jaar of ouder;Vavo havo;2023/'24;150
664;Vrouwen;23 jaar of ouder;Vavo havo;2024/'25;170
665;Vrouwen;23 jaar of ouder;Vavo vwo;2006/'07;120
666;Vrouwen;23 jaar of ouder;Vavo vwo;2007/'08;130
667;Vrouwen;23 jaar of ouder;Vavo vwo;2008/'09;120
668;Vrouwen;23 jaar of ouder;Vavo vwo;2009/'10;130
669;Vrouwen;23 jaar of ouder;Vavo vwo;2010/'11;100
670;Vrouwen;23 jaar of ouder;Vavo vwo;2011/'12;60
671;Vrouwen;23 jaar of ouder;Vavo vwo;2012/'13;50
672;Vrouwen;23 jaar of ouder;Vavo vwo;2013/'14;130
673;Vrouwen;23 jaar of ouder;Vavo vwo;2014/'15;190
674;Vrouwen;23 jaar of ouder;Vavo vwo;2015/'16;280
675;Vrouwen;23 jaar of ouder;Vavo vwo;2016/'17;190
676;Vrouwen;23 jaar of ouder;Vavo vwo;2017/'18;170
677;Vrouwen;23 jaar of ouder;Vavo vwo;2018/'19;200
678;Vrouwen;23 jaar of ouder;Vavo vwo;2019/'20;180
679;Vrouwen;23 jaar of ouder;Vavo vwo;2020/'21;160
680;Vrouwen;23 jaar of ouder;Vavo vwo;2021/'22;190
681;Vrouwen;23 jaar of ouder;Vavo vwo;2022/'23;180
682;Vrouwen;23 jaar of ouder;Vavo vwo;2023/'24;140
683;Vrouwen;23 jaar of ouder;Vavo vwo;2024/'25;150
