ID;TypeOfData;Periods;Total_1;GrossDomesticProduct_2;Total_3;ImportsOfGoods_4;ImportsOfServices_5;Total_6;Total_7;Total_8;HouseholdsIncludingNPISHs_9;GeneralGovernment_10;Total_11;EnterprisesAndHouseholds_12;GeneralGovernment_13;ChangesInInventoriesInclValuables_14;Total_15;ExportsOfGoods_16;ExportsOfServices_17;Total_18;Total_19;AAgricultureForestryAndFishing_20;Total_21;BMiningAndQuarrying_22;Total_23;k_1012ManufactureOfFoodAndBeverages_24;k_1315ManOfTextileLeatherProducts_25;k_1618ManWoodAndPaperprodPrinting_26;k_19ManufactureOfCokeAndPetroleum_27;k_2021ChemistryAndPharmaceuticals_28;k_2223ManPlasticsAndConstructionprod_29;k_2425ManOfBasicMetalsAndProducts_30;k_2627ElectricalAndElectronIndustry_31;k_28ManufactureOfMachineryNEC_32;k_2930TransportEquipment_33;k_3133OtherManufacturingAndRepair_34;DElectricityAndGasSupply_35;EWaterSupplyAndWasteManagement_36;FConstruction_37;Total_38;Total_39;GWholesaleAndRetailTrade_40;HTransportationAndStorage_41;IAccommodationAndFoodServing_42;JInformationAndCommunication_43;KFinancialInstitutions_44;LRentingBuyingSellingRealEstate_45;Total_46;MOtherSpecializedBusinessServices_47;Total_48;k_77RentingAndLeasingOfTangibleGoods_49;k_78EmploymentActivities_50;k_79TravelAgenciesTourOperatorsEtc_51;k_8082SecurityAndOtherServices_52;Total_53;Total_54;Total_55;OPublicAdministrationAndServices_56;PEducation_57;QHealthAndSocialWorkActivities_58;RUCultureRecreationOtherServices_59;TaxesLessSubsidiesOnProducts_60;TaxesOnProducts_61;SubsidiesOnProducts_62;GrossDomesticProduct_63;CompensationOfEmployees_64;NetOperatingSurplus_65;TaxesLessSubsidies_66;TaxesOnProductionAndImports_67;SubsidiesOnProductionAndImports_68;NetDomesticProductMarketPrices_69;ConsumptionOfFixedCapital_70;GrossDomesticProduct_71;GrossDomesticProduct_72;NetPrimaryIncomeFromRestOfWorld_73;PrimaryIncomeFromRestOfWorld_74;PrimaryIncomePaidToRestOfWorld_75;GrossNationalIncome_76;NetCurrentTransfersFromRestOfWorld_77;CurrentTransfersFromRestOfWorld_78;CurrentTransfersPaidToRestOfWorld_79;GrossDisposableNationalIncome_80;FinalConsumptionExpenditure_81;AdjustmChangeInPensionEntitlements_82;GrossNationalSavings_83;GrossCapitalFormation_84;SurplusOfTheNationOnIncome_85;NetExportsOfGoods_86;NetExportsOfServices_87;NetPrimaryIncomeFromRestOfWorld_88;NetCurrentTransfersFromRestOfWorld_89;AdjustmChangeInPensionEntitlements_90;SurplusOfNationOnCurrentTransaction_91;NetCapitalTransfersFromRestOfWorld_92;NetCapitalTransfersFromRestOfWorld_93;CapitalTransfersPaidToRestOfWorld_94;AcqLessDisposalsOfNonProdAssets_95;NationalNetLendingOrNetBorrowing_96;TotalFinalConsumptionExpenditure_97;Total_98;Total_99;Total_100;FoodProducts_101;BeveragesAndTobaccoProducts_102;Total_103;TextilesAndWearingApparel_104;ShoesLeatherAndRelatedProducts_105;HomeFurnishingAndHomeDecoration_106;ElectricalEquipment_107;TransportEquipmentAndParts_108;OtherDurableConsumerGoods_109;Total_110;EnergyAndWater_111;MotorFuelAndOtherGoods_112;Total_113;Housing_114;AccommodationAndFoodServices_115;RecreationalAndCulturalServices_116;TransportAndCommunicationServices_117;MedicalServicesAndWelfare_118;FinancialAndBusinessServices_119;OtherServices_120;DomesticFinalConsumption_121;ConsumptionByResidentsAbroad_122;ConsumptionNonResidentsInNetherlands_123;Total_124;IndividualConsumptionByGovernment_125;CollectiveConsumptionByGovernment_126;TotalFinalConsumptionExpenditure_127;ActualIndividualConsumption_128;ActualCollectiveFinalConsumption_129;TotalGrossFixedCapitalFormation_130;Total_131;Dwellings_132;Total_133;BuildingsOtherThanDwellings_134;OtherStructures_135;CostsOfOwnershipTransferOfLand_136;TransportEquipment_137;Total_138;Computers_139;TelecommunicationEquipment_140;OtherMachineryAndEquipment_141;CultivatedBiologicalResources_142;Total_143;ComputerSoftwareAndDatabases_144;ResearchAndDevelopment_145;OtherIntellectualPropertyProducts_146;SalesOfUsedFixedAssets_147;TotalGrossFixedCapitalFormation_148;Total_149;AAgricultureForestryAndFishing_150;BFIndustryAndEnergy_151;GNCommercialServices_152;OUNoncommercialServices_153;SalesOfUsedFixedAssets_154;TotalExportsOfGoodsAndServices_155;AgricultureForestryFishingProducts_156;MiningAndQuarrying_157;FoodBeveragesAndTobaccoProducts_158;TextilesWearingApparelAndLeather_159;WoodAndPaperProductsAndPrinting_160;CokeAndRefinedPetroleumProducts_161;ChemicalAndPharmaceuticalProducts_162;RubberPlasticsAndOtherMinerals_163;BasicMetalsAndMetalProducts_164;MachineryAndElectricalEquipment_165;ComputerElectronicOpticalProducts_166;TransportEquipment_167;OtherManufacturedProductsIE_168;OtherProducts_169;ConsumptionNonResidentsInNetherlands_170;CifFobAdjustment_171;Total_172;ExportsOfGoodsFromProduction_173;ReExports_174;Total_175;ConsumptionNonResidentsInNetherlands_176;OtherExportsOfServices_177;CifFobAdjustment_178;TotalImportsOfGoodsAndServices_179;AgricultureForestryFishingProducts_180;MiningAndQuarrying_181;FoodBeveragesAndTobaccoProducts_182;TextilesWearingApparelAndLeather_183;WoodAndPaperProductsAndPrinting_184;CokeAndRefinedPetroleumProducts_185;ChemicalAndPharmaceuticalProducts_186;RubberPlasticsAndOtherMinerals_187;BasicMetalsAndMetalProducts_188;MachineryAndElectricalEquipment_189;ComputerElectronicOpticalProducts_190;TransportEquipment_191;OtherManufacturedProductsIE_192;OtherProducts_193;ConsumptionByResidentsAbroad_194;CifFobAdjustment_195;Total_196;ImportsOfGoodsCif_197;CifFobAdjustmentAndReclassification_198;Total_199;ImportOfServicesCif_200;CifFobReclassification_201;Total_202;TaxesOnProducts_203;OtherTaxesOnProduction_204;Total_205;SubsidiesOnProducts_206;OtherSubsidiesOnProduction_207
10;Prices of 2021;1997 1st quarter;197405.0;141502.0;58133.0;42980.0;14274.0;197405.0;130638.0;103982.0;71842.0;32282.0;28250.0;24004.0;4139.0;-1547.0;68624.0;51596.0;16250.0;122811.0;32002.0;2782.0;21736.0;12094.0;13168.0;2589.0;404.0;1148.0;120.0;1773.0;1032.0;1924.0;889.0;1252.0;744.0;1587.0;1432.0;750.0;6886.0;58801.0;23885.0;14408.0;6424.0;3298.0;2445.0;7702.0;9475.0;16118.0;;;;2752.0;306.0;;32135.0;28409.0;17559.0;;;10780.0;3676.0;19169.0;19350.0;113.0;141502.0;;;14070.0;21053.0;6751.0;119859.0;21670.0;141502.0;141502.0;;;;;;;;;103982.0;;;26785.0;;;;;;;;;;;;;103982.0;71842.0;30930.0;9939.0;7050.0;3037.0;10455.0;2418.0;534.0;2633.0;365.0;4400.0;1539.0;11546.0;5223.0;6618.0;41108.0;14230.0;6880.0;3412.0;1595.0;3442.0;7105.0;5440.0;71984.0;1867.0;1849.0;32282.0;21405.0;10824.0;103982.0;93214.0;10824.0;28250.0;28770.0;8410.0;6822.0;4093.0;2206.0;461.0;2284.0;147.0;116.0;38.0;6864.0;246.0;4844.0;1560.0;3474.0;257.0;342.0;28250.0;28770.0;1033.0;5853.0;16270.0;5281.0;342.0;68624.0;;;;;;;;;;;;;;;1849.0;-366.0;51596.0;39336.0;15038.0;16250.0;1849.0;14834.0;-366.0;58133.0;;;;;;;;;;;;;;;1867.0;-366.0;42980.0;43874.0;-904.0;14274.0;13698.0;538.0;21053.0;19350.0;1615.0;6751.0;113.0;6486.0
11;Prices of 2021;1997 2nd quarter;204194.0;145004.0;61627.0;43554.0;16804.0;204194.0;137472.0;106920.0;72987.0;34060.0;30988.0;25857.0;5062.0;-674.0;69114.0;51854.0;16843.0;127655.0;30425.0;2457.0;19490.0;6431.0;13735.0;3488.0;385.0;1366.0;34.0;1581.0;1249.0;1710.0;962.0;1142.0;742.0;1660.0;1376.0;719.0;8276.0;62394.0;24736.0;15443.0;5754.0;3813.0;2995.0;8368.0;9804.0;17144.0;;;;3390.0;272.0;;34926.0;31641.0;20842.0;;;10891.0;3300.0;17527.0;17685.0;104.0;145004.0;;;13177.0;19550.0;5394.0;123334.0;21699.0;145004.0;145004.0;;;;;;;;;106920.0;;;30452.0;;;;;;;;;;;;;106920.0;72987.0;30682.0;11240.0;7576.0;3989.0;10253.0;2459.0;717.0;2986.0;420.0;3083.0;1742.0;10227.0;3014.0;7309.0;41512.0;13861.0;6865.0;3010.0;1756.0;3622.0;8050.0;5426.0;72147.0;3072.0;2156.0;34060.0;21470.0;12489.0;106920.0;94403.0;12489.0;30988.0;31237.0;9412.0;8401.0;4849.0;3085.0;371.0;2182.0;141.0;104.0;48.0;7803.0;278.0;4184.0;1513.0;2661.0;224.0;267.0;30988.0;31237.0;1259.0;7279.0;16944.0;5561.0;267.0;69114.0;;;;;;;;;;;;;;;2156.0;-388.0;51854.0;39413.0;14993.0;16843.0;2156.0;15025.0;-388.0;61627.0;;;;;;;;;;;;;;;3072.0;-388.0;43554.0;44501.0;-972.0;16804.0;16192.0;584.0;19550.0;17685.0;1735.0;5394.0;104.0;5000.0
12;Prices of 2021;1997 3rd quarter;199711.0;141143.0;60789.0;42836.0;17506.0;199711.0;133586.0;104442.0;73114.0;31304.0;27005.0;22086.0;4903.0;1876.0;68858.0;50459.0;18267.0;123181.0;29100.0;2786.0;19179.0;5354.0;14231.0;4266.0;346.0;1164.0;-27.0;1645.0;1055.0;1898.0;1149.0;1344.0;809.0;1457.0;1195.0;773.0;6983.0;62210.0;23416.0;14161.0;5851.0;3888.0;2738.0;8802.0;10148.0;17869.0;;;;4455.0;775.0;;31834.0;27679.0;16966.0;;;10652.0;4241.0;18679.0;18817.0;113.0;141143.0;;;16945.0;20804.0;3859.0;119515.0;21666.0;141143.0;141143.0;;;;;;;;;104442.0;;;28955.0;;;;;;;;;;;;;104442.0;73114.0;29889.0;11397.0;7525.0;4212.0;10220.0;2423.0;740.0;2954.0;481.0;2820.0;1803.0;9266.0;2387.0;6906.0;40993.0;14585.0;6664.0;3076.0;1961.0;3734.0;7499.0;4586.0;70969.0;5261.0;3167.0;31304.0;19757.0;11398.0;104442.0;93020.0;11398.0;27005.0;27250.0;9025.0;8162.0;4164.0;3479.0;568.0;2063.0;169.0;128.0;51.0;5249.0;138.0;3817.0;1415.0;2293.0;269.0;268.0;27005.0;27250.0;1178.0;4622.0;16233.0;5091.0;268.0;68858.0;;;;;;;;;;;;;;;3167.0;-356.0;50459.0;37240.0;15602.0;18267.0;3167.0;15683.0;-356.0;60789.0;;;;;;;;;;;;;;;5261.0;-356.0;42836.0;43764.0;-943.0;17506.0;16878.0;587.0;20804.0;18817.0;1913.0;3859.0;113.0;3546.0
13;Prices of 2021;1997 4th quarter;208687.0;149753.0;62019.0;43093.0;18684.0;208687.0;140659.0;106285.0;71818.0;34265.0;31408.0;25231.0;6115.0;2526.0;71757.0;51615.0;20119.0;130059.0;31965.0;2307.0;21661.0;9330.0;14455.0;3796.0;345.0;1401.0;272.0;1776.0;1156.0;1887.0;893.0;1206.0;611.0;1693.0;1210.0;756.0;8263.0;63782.0;23418.0;14650.0;5766.0;3476.0;2927.0;9999.0;10200.0;18124.0;;;;4151.0;156.0;;34423.0;30689.0;20666.0;;;10251.0;3763.0;20159.0;20168.0;90.0;149753.0;;;18447.0;23278.0;2731.0;128181.0;21623.0;149753.0;149753.0;;;;;;;;;106285.0;;;33995.0;;;;;;;;;;;;;106285.0;71818.0;31377.0;11349.0;7815.0;3816.0;9984.0;2704.0;670.0;3383.0;497.0;2210.0;1491.0;11039.0;4782.0;6488.0;39925.0;14430.0;6151.0;2827.0;1793.0;3113.0;7024.0;5597.0;71342.0;2310.0;1781.0;34265.0;20747.0;13379.0;106285.0;92933.0;13379.0;31408.0;31727.0;9048.0;9567.0;4939.0;3898.0;874.0;2469.0;246.0;197.0;60.0;6601.0;74.0;4651.0;1867.0;2647.0;259.0;334.0;31408.0;31727.0;1147.0;5434.0;18574.0;6366.0;334.0;71757.0;;;;;;;;;;;;;;;1781.0;-392.0;51615.0;38601.0;15403.0;20119.0;1781.0;18670.0;-392.0;62019.0;;;;;;;;;;;;;;;2310.0;-392.0;43093.0;44096.0;-1036.0;18684.0;17987.0;644.0;23278.0;20168.0;2934.0;2731.0;90.0;2358.0
14;Prices of 2021;1997;810026.0;577425.0;242655.0;172412.0;67570.0;810026.0;542325.0;421606.0;289743.0;131923.0;117901.0;97470.0;20212.0;2229.0;278390.0;205421.0;71653.0;503705.0;123481.0;10313.0;82066.0;33358.0;55579.0;13949.0;1474.0;5075.0;420.0;6766.0;4489.0;7404.0;3921.0;4942.0;2899.0;6407.0;5229.0;3004.0;30408.0;247226.0;95403.0;58640.0;23752.0;14783.0;11103.0;34719.0;39612.0;69263.0;;;;14628.0;1591.0;;133375.0;118461.0;76028.0;;;42616.0;15027.0;75321.0;75802.0;415.0;577425.0;;;63202.0;84456.0;17378.0;490914.0;86657.0;577425.0;577425.0;;;;;;;;;421606.0;;;120102.0;;;;;;;;;;;;;421606.0;289743.0;122888.0;43904.0;29967.0;15015.0;40873.0;10014.0;2647.0;11956.0;1759.0;12301.0;6575.0;42063.0;15235.0;27282.0;163475.0;57094.0;26407.0;12317.0;7115.0;13904.0;29660.0;20994.0;286439.0;12538.0;9182.0;131923.0;83417.0;48070.0;421606.0;373575.0;48070.0;117901.0;119124.0;36071.0;32865.0;18038.0;12612.0;2099.0;8977.0;696.0;538.0;195.0;26628.0;736.0;17605.0;6372.0;11186.0;1046.0;1209.0;117901.0;119124.0;4642.0;23140.0;68192.0;22315.0;1209.0;278390.0;;;;;;;;;;;;;;;9182.0;-1503.0;205421.0;154460.0;61010.0;71653.0;9182.0;64313.0;-1503.0;242655.0;;;;;;;;;;;;;;;12538.0;-1503.0;172412.0;176184.0;-3861.0;67570.0;65047.0;2358.0;84456.0;75802.0;8103.0;17378.0;415.0;15839.0
15;Prices of 2021;1998 1st quarter;212524.0;149670.0;64673.0;47506.0;16304.0;212524.0;140675.0;108429.0;75167.0;33400.0;30931.0;26254.0;4561.0;991.0;73853.0;55486.0;17538.0;129994.0;33693.0;2750.0;22722.0;10847.0;14268.0;2679.0;434.0;1193.0;146.0;1909.0;1139.0;1989.0;1055.0;1231.0;886.0;1905.0;1494.0;742.0;7792.0;63413.0;25806.0;15583.0;6887.0;3622.0;2911.0;8335.0;9674.0;17407.0;;;;3431.0;313.0;;32767.0;28884.0;17806.0;;;11016.0;3833.0;20130.0;20241.0;109.0;149670.0;;;14432.0;22024.0;7792.0;127241.0;22479.0;149670.0;149670.0;;;;;;;;;108429.0;;;31774.0;;;;;;;;;;;;;108429.0;75167.0;32199.0;10203.0;7354.0;2955.0;11357.0;2449.0;530.0;2857.0;435.0;4889.0;1726.0;11357.0;4849.0;6671.0;43273.0;14487.0;7251.0;3575.0;1896.0;3530.0;7691.0;5676.0;75379.0;2084.0;2133.0;33400.0;21998.0;11320.0;108429.0;97163.0;11320.0;30931.0;31652.0;9499.0;7857.0;4666.0;2630.0;472.0;2455.0;211.0;169.0;50.0;6737.0;194.0;5411.0;2013.0;3429.0;278.0;512.0;30931.0;31652.0;1026.0;5609.0;19042.0;5686.0;512.0;73853.0;;;;;;;;;;;;;;;2133.0;-394.0;55486.0;40358.0;17424.0;17538.0;2133.0;15890.0;-394.0;64673.0;;;;;;;;;;;;;;;2084.0;-394.0;47506.0;48480.0;-984.0;16304.0;15676.0;591.0;22024.0;20241.0;1691.0;7792.0;109.0;7943.0
16;Prices of 2021;1998 2nd quarter;215021.0;151636.0;65736.0;46075.0;18408.0;215021.0;143702.0;112311.0;77064.0;35356.0;31609.0;26475.0;5062.0;-414.0;73612.0;55058.0;18135.0;133644.0;31073.0;2290.0;20294.0;5785.0;14571.0;3634.0;417.0;1363.0;37.0;1632.0;1251.0;1748.0;1121.0;1155.0;880.0;1911.0;1465.0;710.0;8331.0;66979.0;26629.0;16622.0;6125.0;4231.0;3555.0;9040.0;10029.0;18199.0;;;;4028.0;282.0;;35565.0;32148.0;21121.0;;;11124.0;3435.0;18139.0;18280.0;105.0;151636.0;;;13424.0;20223.0;6123.0;129166.0;22507.0;151636.0;151636.0;;;;;;;;;112311.0;;;31336.0;;;;;;;;;;;;;112311.0;77064.0;32489.0;11439.0;7780.0;3944.0;11505.0;2695.0;776.0;3225.0;508.0;3569.0;1946.0;10253.0;2933.0;7390.0;43991.0;14185.0;7336.0;3139.0;2115.0;3735.0;8679.0;5718.0;76426.0;3227.0;2499.0;35356.0;22367.0;12895.0;112311.0;99398.0;12895.0;31609.0;31976.0;9079.0;8589.0;4915.0;3199.0;377.0;2465.0;205.0;154.0;64.0;7538.0;85.0;4743.0;2109.0;2498.0;234.0;377.0;31609.0;31976.0;992.0;6820.0;18343.0;5695.0;377.0;73612.0;;;;;;;;;;;;;;;2499.0;-418.0;55058.0;41235.0;16317.0;18135.0;2499.0;16020.0;-418.0;65736.0;;;;;;;;;;;;;;;3227.0;-418.0;46075.0;47100.0;-1054.0;18408.0;17742.0;635.0;20223.0;18280.0;1811.0;6123.0;105.0;5998.0
17;Prices of 2021;1998 3rd quarter;210589.0;146952.0;65598.0;45976.0;19208.0;210589.0;140985.0;110289.0;77693.0;32531.0;29255.0;24369.0;4883.0;1193.0;72514.0;53471.0;18858.0;128109.0;29344.0;2415.0;19824.0;5330.0;14733.0;4349.0;363.0;1152.0;-29.0;1626.0;1071.0;1921.0;1278.0;1299.0;942.0;1642.0;1302.0;764.0;7130.0;66329.0;24995.0;15167.0;6193.0;4154.0;3235.0;9569.0;10350.0;18697.0;;;;5119.0;798.0;;32363.0;28092.0;17194.0;;;10841.0;4362.0;19659.0;19698.0;106.0;146952.0;;;17544.0;21773.0;4304.0;124518.0;22476.0;146952.0;146952.0;;;;;;;;;110289.0;;;30502.0;;;;;;;;;;;;;110289.0;77693.0;31651.0;11262.0;7549.0;3981.0;11548.0;2691.0;795.0;3277.0;575.0;3272.0;2019.0;9479.0;2490.0;7031.0;43289.0;14861.0;6983.0;3194.0;2369.0;3829.0;8089.0;4845.0;75042.0;5809.0;3197.0;32531.0;20629.0;11761.0;110289.0;98520.0;11761.0;29255.0;29547.0;8864.0;8504.0;4496.0;3470.0;578.0;2405.0;238.0;182.0;67.0;5998.0;-14.0;4535.0;2042.0;2294.0;286.0;315.0;29255.0;29547.0;883.0;5370.0;17925.0;5176.0;315.0;72514.0;;;;;;;;;;;;;;;3197.0;-388.0;53471.0;38705.0;17029.0;18858.0;3197.0;16273.0;-388.0;65598.0;;;;;;;;;;;;;;;5809.0;-388.0;45976.0;46980.0;-1021.0;19208.0;18533.0;632.0;21773.0;19698.0;1998.0;4304.0;106.0;4248.0
18;Prices of 2021;1998 4th quarter;220008.0;156014.0;66810.0;46695.0;19756.0;220008.0;146899.0;112053.0;76305.0;35467.0;33745.0;27418.0;6247.0;827.0;76700.0;55683.0;20872.0;135176.0;32629.0;2428.0;22147.0;10007.0;14656.0;3841.0;350.0;1380.0;327.0;1711.0;1129.0;1817.0;972.0;1161.0;683.0;1848.0;1241.0;753.0;8237.0;67591.0;24694.0;15397.0;6101.0;3724.0;3521.0;10785.0;10411.0;18795.0;;;;4578.0;165.0;;34889.0;31079.0;20926.0;;;10383.0;3839.0;21412.0;21389.0;92.0;156014.0;;;19364.0;24674.0;3115.0;133637.0;22434.0;156014.0;156014.0;;;;;;;;;112053.0;;;34555.0;;;;;;;;;;;;;112053.0;76305.0;33433.0;11586.0;8019.0;3825.0;11096.0;2864.0;694.0;3738.0;589.0;2586.0;1647.0;11524.0;5072.0;6733.0;42132.0;14664.0;6498.0;2916.0;2269.0;3218.0;7505.0;5752.0;75637.0;2498.0;1779.0;35467.0;21631.0;13715.0;112053.0;98377.0;13715.0;33745.0;34106.0;9002.0;9984.0;5368.0;3860.0;909.0;3050.0;315.0;252.0;77.0;6845.0;-12.0;5547.0;2700.0;2617.0;269.0;375.0;33745.0;34106.0;981.0;5529.0;20832.0;6613.0;375.0;76700.0;;;;;;;;;;;;;;;1779.0;-426.0;55683.0;40172.0;17582.0;20872.0;1779.0;19456.0;-426.0;66810.0;;;;;;;;;;;;;;;2498.0;-426.0;46695.0;47777.0;-1117.0;19756.0;19006.0;691.0;24674.0;21389.0;3086.0;3115.0;92.0;2828.0
19;Prices of 2021;1998;858111.0;604262.0;262900.0;186219.0;73969.0;858111.0;572253.0;443070.0;306236.0;136766.0;125794.0;104810.0;20749.0;2581.0;296691.0;219609.0;75555.0;526905.0;126682.0;9841.0;84983.0;32159.0;58229.0;14312.0;1557.0;5085.0;482.0;6888.0;4591.0;7465.0;4435.0;4846.0;3379.0;7324.0;5511.0;2975.0;31499.0;264343.0;102028.0;62718.0;25253.0;16067.0;13222.0;37569.0;40448.0;73102.0;;;;17041.0;1644.0;;135647.0;120251.0;77044.0;;;43406.0;15518.0;79113.0;79387.0;408.0;604262.0;;;65305.0;88446.0;19752.0;514548.0;89893.0;604262.0;604262.0;;;;;;;;;443070.0;;;128327.0;;;;;;;;;;;;;443070.0;306236.0;129801.0;44480.0;30706.0;14666.0;45468.0;10703.0;2776.0;13097.0;2101.0;14096.0;7339.0;42613.0;15173.0;27794.0;172619.0;58185.0;27905.0;12815.0;8664.0;14305.0;31942.0;21941.0;302503.0;13648.0;9848.0;136766.0;86663.0;49678.0;443070.0;393486.0;49678.0;125794.0;127412.0;36554.0;34851.0;19432.0;13122.0;2152.0;10354.0;966.0;754.0;255.0;27187.0;253.0;20369.0;8871.0;10951.0;1106.0;1574.0;125794.0;127412.0;3890.0;23286.0;76325.0;23181.0;1574.0;296691.0;;;;;;;;;;;;;;;9848.0;-1627.0;219609.0;160355.0;68333.0;75555.0;9848.0;67723.0;-1627.0;262900.0;;;;;;;;;;;;;;;13648.0;-1627.0;186219.0;190304.0;-4182.0;73969.0;71241.0;2554.0;88446.0;79387.0;8481.0;19752.0;408.0;19105.0
20;Prices of 2021;1999 1st quarter;223696.0;156216.0;69162.0;50346.0;18036.0;223696.0;145591.0;114354.0;80280.0;34181.0;33622.0;28556.0;4939.0;-2555.0;79830.0;59827.0;19129.0;135308.0;34473.0;2804.0;23054.0;11331.0;14424.0;2652.0;434.0;1201.0;131.0;1898.0;1104.0;1940.0;1235.0;1205.0;962.0;1889.0;1439.0;815.0;8257.0;67218.0;26960.0;16449.0;7053.0;3729.0;3464.0;8731.0;9872.0;18798.0;;;;3676.0;353.0;;33365.0;29326.0;18230.0;;;11004.0;3987.0;21588.0;21786.0;127.0;156216.0;;;15673.0;23693.0;7994.0;132776.0;23491.0;156216.0;156216.0;;;;;;;;;114354.0;;;31084.0;;;;;;;;;;;;;114354.0;80280.0;34557.0;10187.0;7351.0;2939.0;13026.0;2689.0;579.0;3143.0;562.0;5889.0;1865.0;11670.0;4993.0;6848.0;45986.0;14830.0;7584.0;3852.0;2424.0;3610.0;8254.0;5966.0;80478.0;2070.0;2093.0;34181.0;22531.0;11570.0;114354.0;102880.0;11570.0;33622.0;34432.0;9528.0;8449.0;4983.0;2881.0;486.0;2883.0;307.0;255.0;61.0;7414.0;274.0;5746.0;2284.0;3497.0;225.0;582.0;33622.0;34432.0;1293.0;6093.0;20620.0;6135.0;582.0;79830.0;;;;;;;;;;;;;;;2093.0;-435.0;59827.0;41853.0;19886.0;19129.0;2093.0;17538.0;-435.0;69162.0;;;;;;;;;;;;;;;2070.0;-435.0;50346.0;51415.0;-1083.0;18036.0;17348.0;648.0;23693.0;21786.0;1809.0;7994.0;127.0;7828.0
21;Prices of 2021;1999 2nd quarter;228574.0;158714.0;71953.0;49789.0;20926.0;228574.0;150719.0;118027.0;81966.0;36125.0;34580.0;28903.0;5598.0;-2050.0;79902.0;59648.0;19811.0;139257.0;32037.0;2271.0;20770.0;5716.0;15042.0;3732.0;412.0;1376.0;37.0;1685.0;1268.0;1699.0;1267.0;1142.0;967.0;1978.0;1368.0;785.0;8986.0;70865.0;27607.0;17302.0;6288.0;4375.0;4224.0;9719.0;10180.0;19431.0;;;;4151.0;324.0;;36192.0;32622.0;21630.0;;;11081.0;3592.0;19769.0;19877.0;109.0;158714.0;;;14582.0;21996.0;6711.0;135233.0;23520.0;158714.0;158714.0;;;;;;;;;118027.0;;;32653.0;;;;;;;;;;;;;118027.0;81966.0;34519.0;11650.0;7946.0;3980.0;12826.0;2847.0;848.0;3460.0;632.0;4200.0;2074.0;10447.0;2882.0;7605.0;46453.0;14407.0;7669.0;3435.0;2624.0;3802.0;9260.0;5901.0;80939.0;3596.0;2476.0;36125.0;22928.0;13108.0;118027.0;104919.0;13108.0;34580.0;34865.0;9516.0;9361.0;5410.0;3446.0;398.0;2926.0;286.0;221.0;76.0;7710.0;131.0;5299.0;2474.0;2717.0;197.0;305.0;34580.0;34865.0;1199.0;6418.0;20709.0;6440.0;305.0;79902.0;;;;;;;;;;;;;;;2476.0;-435.0;59648.0;43123.0;18713.0;19811.0;2476.0;17706.0;-435.0;71953.0;;;;;;;;;;;;;;;3596.0;-435.0;49789.0;50870.0;-1110.0;20926.0;20223.0;674.0;21996.0;19877.0;1977.0;6711.0;109.0;6727.0
22;Prices of 2021;1999 3rd quarter;224859.0;154291.0;72233.0;50448.0;21370.0;224859.0;149299.0;115361.0;81998.0;33239.0;32070.0;26495.0;5565.0;1479.0;78420.0;57682.0;20551.0;134327.0;30789.0;2799.0;20406.0;4760.0;15403.0;4468.0;366.0;1179.0;-29.0;1809.0;1086.0;1885.0;1428.0;1299.0;992.0;1687.0;1222.0;856.0;7549.0;70164.0;26085.0;15928.0;6371.0;4323.0;3761.0;10234.0;10488.0;19986.0;;;;5217.0;899.0;;33132.0;28671.0;17744.0;;;10833.0;4561.0;20905.0;21035.0;124.0;154291.0;;;18738.0;23293.0;4649.0;130850.0;23486.0;154291.0;154291.0;;;;;;;;;115361.0;;;33615.0;;;;;;;;;;;;;115361.0;81998.0;33224.0;11644.0;7813.0;4103.0;12357.0;2588.0;828.0;3418.0;689.0;3739.0;2178.0;9755.0;2415.0;7340.0;45954.0;15309.0;7269.0;3469.0;2894.0;3896.0;8644.0;5082.0;79248.0;5943.0;3237.0;33239.0;21042.0;12049.0;115361.0;103317.0;12049.0;32070.0;32306.0;8915.0;9284.0;4885.0;3791.0;662.0;2492.0;318.0;250.0;78.0;6898.0;10.0;5046.0;2332.0;2545.0;246.0;270.0;32070.0;32306.0;1109.0;5507.0;19678.0;5832.0;270.0;78420.0;;;;;;;;;;;;;;;3237.0;-403.0;57682.0;39894.0;19619.0;20551.0;3237.0;17909.0;-403.0;72233.0;;;;;;;;;;;;;;;5943.0;-403.0;50448.0;51501.0;-1070.0;21370.0;20662.0;667.0;23293.0;21035.0;2179.0;4649.0;124.0;4451.0
