ID;HerkomstVanDeMoeder;Perioden;TotaalLevendGeborenKinderen_1;GemiddeldKindertalPerVrouw_2
627;Afrika;2026;5455;2.19
628;Afrika;2027;5782;2.21
629;Afrika;2028;6083;2.24
630;Afrika;2029;6356;2.27
631;Afrika;2030;6628;2.31
632;Afrika;2031;6893;2.34
633;Afrika;2032;7149;2.38
634;Afrika;2033;7386;2.41
635;Afrika;2034;7603;2.44
636;Afrika;2035;7795;2.46
637;Afrika;2036;7959;2.48
638;Afrika;2037;8089;2.5
639;Afrika;2038;8184;2.5
640;Afrika;2039;8257;2.5
641;Afrika;2040;8328;2.5
642;Afrika;2041;8392;2.5
643;Afrika;2042;8454;2.5
644;Afrika;2043;8516;2.5
645;Afrika;2044;8575;2.5
646;Afrika;2045;8635;2.5
647;Afrika;2046;8693;2.5
648;Afrika;2047;8750;2.5
649;Afrika;2048;8808;2.5
650;Afrika;2049;8866;2.5
651;Afrika;2050;8922;2.5
652;Afrika;2051;8979;2.5
653;Afrika;2052;9037;2.5
654;Afrika;2053;9093;2.5
655;Afrika;2054;9149;2.5
656;Afrika;2055;9205;2.5
657;Afrika;2056;9260;2.5
658;Afrika;2057;9312;2.5
659;Afrika;2058;9365;2.5
660;Afrika;2059;9415;2.5
661;Afrika;2060;9464;2.5
662;Afrika;2061;9510;2.5
663;Afrika;2062;9555;2.5
664;Afrika;2063;9599;2.5
665;Afrika;2064;9639;2.5
666;Afrika;2065;9679;2.5
667;Afrika;2066;9716;2.5
668;Afrika;2067;9749;2.5
669;Afrika;2068;9779;2.5
670;Afrika;2069;9809;2.5
671;Afrika;2070;9835;2.5
672;Latijns-Amerika;2023;1913;1.21
673;Latijns-Amerika;2024;1967;1.18
674;Latijns-Amerika;2025;2029;1.16
675;Latijns-Amerika;2026;2098;1.15
676;Latijns-Amerika;2027;2177;1.16
677;Latijns-Amerika;2028;2259;1.17
678;Latijns-Amerika;2029;2349;1.19
679;Latijns-Amerika;2030;2449;1.22
680;Latijns-Amerika;2031;2555;1.24
681;Latijns-Amerika;2032;2663;1.27
682;Latijns-Amerika;2033;2770;1.31
683;Latijns-Amerika;2034;2870;1.34
684;Latijns-Amerika;2035;2958;1.36
685;Latijns-Amerika;2036;3033;1.38
686;Latijns-Amerika;2037;3091;1.4
687;Latijns-Amerika;2038;3127;1.4
688;Latijns-Amerika;2039;3152;1.4
689;Latijns-Amerika;2040;3175;1.4
690;Latijns-Amerika;2041;3197;1.4
691;Latijns-Amerika;2042;3219;1.4
692;Latijns-Amerika;2043;3241;1.4
693;Latijns-Amerika;2044;3262;1.4
694;Latijns-Amerika;2045;3283;1.4
695;Latijns-Amerika;2046;3305;1.4
696;Latijns-Amerika;2047;3327;1.4
697;Latijns-Amerika;2048;3348;1.4
698;Latijns-Amerika;2049;3369;1.4
699;Latijns-Amerika;2050;3390;1.4
700;Latijns-Amerika;2051;3410;1.4
701;Latijns-Amerika;2052;3430;1.4
702;Latijns-Amerika;2053;3450;1.4
703;Latijns-Amerika;2054;3469;1.4
704;Latijns-Amerika;2055;3488;1.4
705;Latijns-Amerika;2056;3506;1.4
706;Latijns-Amerika;2057;3525;1.4
707;Latijns-Amerika;2058;3543;1.4
708;Latijns-Amerika;2059;3560;1.4
709;Latijns-Amerika;2060;3578;1.4
710;Latijns-Amerika;2061;3594;1.4
711;Latijns-Amerika;2062;3610;1.4
712;Latijns-Amerika;2063;3626;1.4
713;Latijns-Amerika;2064;3641;1.4
714;Latijns-Amerika;2065;3656;1.4
715;Latijns-Amerika;2066;3670;1.4
716;Latijns-Amerika;2067;3684;1.4
717;Latijns-Amerika;2068;3696;1.4
718;Latijns-Amerika;2069;3708;1.4
719;Latijns-Amerika;2070;3720;1.4
720;Noord-Amerika en Oceanië;2023;753;1.07
721;Noord-Amerika en Oceanië;2024;778;1.03
722;Noord-Amerika en Oceanië;2025;806;1.0
723;Noord-Amerika en Oceanië;2026;840;0.99
724;Noord-Amerika en Oceanië;2027;879;0.99
725;Noord-Amerika en Oceanië;2028;919;1.0
726;Noord-Amerika en Oceanië;2029;963;1.02
727;Noord-Amerika en Oceanië;2030;1010;1.05
728;Noord-Amerika en Oceanië;2031;1059;1.08
729;Noord-Amerika en Oceanië;2032;1107;1.11
730;Noord-Amerika en Oceanië;2033;1154;1.15
731;Noord-Amerika en Oceanië;2034;1198;1.18
732;Noord-Amerika en Oceanië;2035;1237;1.21
733;Noord-Amerika en Oceanië;2036;1267;1.23
734;Noord-Amerika en Oceanië;2037;1289;1.24
735;Noord-Amerika en Oceanië;2038;1299;1.25
736;Noord-Amerika en Oceanië;2039;1303;1.25
737;Noord-Amerika en Oceanië;2040;1307;1.25
738;Noord-Amerika en Oceanië;2041;1309;1.25
739;Noord-Amerika en Oceanië;2042;1313;1.25
740;Noord-Amerika en Oceanië;2043;1316;1.25
741;Noord-Amerika en Oceanië;2044;1319;1.25
742;Noord-Amerika en Oceanië;2045;1322;1.25
743;Noord-Amerika en Oceanië;2046;1325;1.25
744;Noord-Amerika en Oceanië;2047;1329;1.25
745;Noord-Amerika en Oceanië;2048;1332;1.25
746;Noord-Amerika en Oceanië;2049;1336;1.25
747;Noord-Amerika en Oceanië;2050;1340;1.25
748;Noord-Amerika en Oceanië;2051;1343;1.25
749;Noord-Amerika en Oceanië;2052;1347;1.25
750;Noord-Amerika en Oceanië;2053;1350;1.25
751;Noord-Amerika en Oceanië;2054;1354;1.25
752;Noord-Amerika en Oceanië;2055;1357;1.25
753;Noord-Amerika en Oceanië;2056;1361;1.25
754;Noord-Amerika en Oceanië;2057;1364;1.25
755;Noord-Amerika en Oceanië;2058;1368;1.25
756;Noord-Amerika en Oceanië;2059;1371;1.25
757;Noord-Amerika en Oceanië;2060;1375;1.25
758;Noord-Amerika en Oceanië;2061;1378;1.25
759;Noord-Amerika en Oceanië;2062;1381;1.25
760;Noord-Amerika en Oceanië;2063;1384;1.25
761;Noord-Amerika en Oceanië;2064;1388;1.25
762;Noord-Amerika en Oceanië;2065;1391;1.25
763;Noord-Amerika en Oceanië;2066;1394;1.25
764;Noord-Amerika en Oceanië;2067;1397;1.25
765;Noord-Amerika en Oceanië;2068;1400;1.25
766;Noord-Amerika en Oceanië;2069;1403;1.25
767;Noord-Amerika en Oceanië;2070;1405;1.25
768;Aziatisch Midden-Oosten;2023;6448;2.13
769;Aziatisch Midden-Oosten;2024;6895;2.13
770;Aziatisch Midden-Oosten;2025;7282;2.13
771;Aziatisch Midden-Oosten;2026;7607;2.13
772;Aziatisch Midden-Oosten;2027;7875;2.12
773;Aziatisch Midden-Oosten;2028;8091;2.12
774;Aziatisch Midden-Oosten;2029;8287;2.12
775;Aziatisch Midden-Oosten;2030;8482;2.12
776;Aziatisch Midden-Oosten;2031;8675;2.11
777;Aziatisch Midden-Oosten;2032;8862;2.11
778;Aziatisch Midden-Oosten;2033;9047;2.11
779;Aziatisch Midden-Oosten;2034;9231;2.1
780;Aziatisch Midden-Oosten;2035;9411;2.1
781;Aziatisch Midden-Oosten;2036;9586;2.1
782;Aziatisch Midden-Oosten;2037;9758;2.1
783;Aziatisch Midden-Oosten;2038;9928;2.1
784;Aziatisch Midden-Oosten;2039;10090;2.1
785;Aziatisch Midden-Oosten;2040;10247;2.1
786;Aziatisch Midden-Oosten;2041;10396;2.1
787;Aziatisch Midden-Oosten;2042;10537;2.1
788;Aziatisch Midden-Oosten;2043;10671;2.1
789;Aziatisch Midden-Oosten;2044;10796;2.1
790;Aziatisch Midden-Oosten;2045;10913;2.1
791;Aziatisch Midden-Oosten;2046;11021;2.1
792;Aziatisch Midden-Oosten;2047;11118;2.1
793;Aziatisch Midden-Oosten;2048;11209;2.1
794;Aziatisch Midden-Oosten;2049;11294;2.1
795;Aziatisch Midden-Oosten;2050;11370;2.1
796;Aziatisch Midden-Oosten;2051;11439;2.1
797;Aziatisch Midden-Oosten;2052;11504;2.1
798;Aziatisch Midden-Oosten;2053;11563;2.1
799;Aziatisch Midden-Oosten;2054;11621;2.1
800;Aziatisch Midden-Oosten;2055;11679;2.1
801;Aziatisch Midden-Oosten;2056;11728;2.1
802;Aziatisch Midden-Oosten;2057;11781;2.1
803;Aziatisch Midden-Oosten;2058;11832;2.1
804;Aziatisch Midden-Oosten;2059;11880;2.1
805;Aziatisch Midden-Oosten;2060;11925;2.1
806;Aziatisch Midden-Oosten;2061;11970;2.1
807;Aziatisch Midden-Oosten;2062;12013;2.1
808;Aziatisch Midden-Oosten;2063;12055;2.1
809;Aziatisch Midden-Oosten;2064;12094;2.1
810;Aziatisch Midden-Oosten;2065;12130;2.1
811;Aziatisch Midden-Oosten;2066;12165;2.1
812;Aziatisch Midden-Oosten;2067;12196;2.1
813;Aziatisch Midden-Oosten;2068;12226;2.1
814;Aziatisch Midden-Oosten;2069;12252;2.1
815;Aziatisch Midden-Oosten;2070;12273;2.1
816;Oostelijk Azië;2023;3499;0.94
817;Oostelijk Azië;2024;3644;0.91
818;Oostelijk Azië;2025;3806;0.9
819;Oostelijk Azië;2026;3993;0.89
820;Oostelijk Azië;2027;4200;0.9
821;Oostelijk Azië;2028;4417;0.92
822;Oostelijk Azië;2029;4646;0.95
823;Oostelijk Azië;2030;4894;0.98
824;Oostelijk Azië;2031;5156;1.01
825;Oostelijk Azië;2032;5418;1.05
826;Oostelijk Azië;2033;5671;1.09
827;Oostelijk Azië;2034;5903;1.12
828;Oostelijk Azië;2035;6106;1.15
829;Oostelijk Azië;2036;6273;1.18
830;Oostelijk Azië;2037;6393;1.19
831;Oostelijk Azië;2038;6457;1.2
832;Oostelijk Azië;2039;6488;1.2
833;Oostelijk Azië;2040;6520;1.2
834;Oostelijk Azië;2041;6552;1.2
835;Oostelijk Azië;2042;6584;1.2
836;Oostelijk Azië;2043;6615;1.2
837;Oostelijk Azië;2044;6649;1.2
838;Oostelijk Azië;2045;6683;1.2
839;Oostelijk Azië;2046;6719;1.2
840;Oostelijk Azië;2047;6754;1.2
841;Oostelijk Azië;2048;6787;1.2
842;Oostelijk Azië;2049;6822;1.2
843;Oostelijk Azië;2050;6852;1.2
844;Oostelijk Azië;2051;6885;1.2
845;Oostelijk Azië;2052;6917;1.2
846;Oostelijk Azië;2053;6948;1.2
847;Oostelijk Azië;2054;6979;1.2
848;Oostelijk Azië;2055;7005;1.2
849;Oostelijk Azië;2056;7036;1.2
850;Oostelijk Azië;2057;7063;1.2
851;Oostelijk Azië;2058;7092;1.2
852;Oostelijk Azië;2059;7117;1.2
853;Oostelijk Azië;2060;7144;1.2
854;Oostelijk Azië;2061;7169;1.2
855;Oostelijk Azië;2062;7194;1.2
856;Oostelijk Azië;2063;7219;1.2
857;Oostelijk Azië;2064;7243;1.2
858;Oostelijk Azië;2065;7267;1.2
859;Oostelijk Azië;2066;7289;1.2
860;Oostelijk Azië;2067;7312;1.2
861;Oostelijk Azië;2068;7333;1.2
862;Oostelijk Azië;2069;7354;1.2
863;Oostelijk Azië;2070;7375;1.2
