ID;Onderwijssoort;LevensbeschouwelijkeGrondslag;Schoolgrootte;Perioden;Onderwijsinstellingen_1;LeerlingenStudenten_2
1318;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2013/'14;276;20616
1319;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2014/'15;276;20533
1320;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2015/'16;278;20596
1321;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2016/'17;276;20240
1322;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2017/'18;282;20959
1323;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2018/'19;265;19260
1324;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2019/'20;270;19739
1325;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2020/'21;267;19353
1326;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2021/'22;261;18829
1327;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2022/'23;252;18078
1328;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2023/'24;246;17594
1329;Totaal primair onderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2024/'25;252;18305
1330;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1990/'91;1214;182847
1331;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1991/'92;1231;183779
1332;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1992/'93;1195;180062
1333;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1993/'94;1087;164207
1334;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1994/'95;1025;155976
1335;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1995/'96;877;135225
1336;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1996/'97;807;123571
1337;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1997/'98;777;119032
1338;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1998/'99;748;115154
1339;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1999/'00;721;111055
1340;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2000/'01;691;107515
1341;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2001/'02;702;109619
1342;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2002/'03;684;105900
1343;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2003/'04;697;107580
1344;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2004/'05;697;107993
1345;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2005/'06;682;105315
1346;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2006/'07;684;105698
1347;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2007/'08;682;104959
1348;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2008/'09;668;102607
1349;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2009/'10;689;105561
1350;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2010/'11;708;108585
1351;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2011/'12;724;111292
1352;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2012/'13;731;111398
1353;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2013/'14;721;110183
1354;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2014/'15;722;109343
1355;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2015/'16;703;107158
1356;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2016/'17;694;104927
1357;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2017/'18;679;103662
1358;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2018/'19;679;103231
1359;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2019/'20;663;100827
1360;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2020/'21;660;100238
1361;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2021/'22;657;99126
1362;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2022/'23;645;97249
1363;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2023/'24;644;96928
1364;Totaal primair onderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2024/'25;636;96603
1365;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1990/'91;1017;281518
1366;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1991/'92;977;268169
1367;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1992/'93;981;271622
1368;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1993/'94;1042;288701
1369;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1994/'95;1100;308399
1370;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1995/'96;1188;337508
1371;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1996/'97;1259;362639
1372;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1997/'98;1230;357995
1373;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1998/'99;1225;357646
1374;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1999/'00;1253;366044
1375;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2000/'01;1269;373656
1376;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2001/'02;1276;376758
1377;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2002/'03;1264;374676
1378;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2003/'04;1248;371684
1379;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2004/'05;1236;370359
1380;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2005/'06;1238;370992
1381;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2006/'07;1218;365135
1382;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2007/'08;1225;366130
1383;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2008/'09;1221;363975
1384;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2009/'10;1187;355244
1385;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2010/'11;1149;344977
1386;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2011/'12;1106;331624
1387;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2012/'13;1084;323944
1388;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2013/'14;1055;317568
1389;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2014/'15;1027;307843
1390;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2015/'16;1002;302389
1391;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2016/'17;990;296454
1392;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2017/'18;976;293924
1393;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2018/'19;981;296619
1394;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2019/'20;990;299728
1395;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2020/'21;987;298390
1396;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2021/'22;977;294800
1397;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2022/'23;976;293388
1398;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2023/'24;978;292486
1399;Totaal primair onderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2024/'25;970;290451
1400;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1990/'91;25;14166
1401;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1991/'92;21;11835
1402;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1992/'93;22;12536
1403;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1993/'94;25;14112
1404;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1994/'95;30;17005
1405;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1995/'96;41;23526
1406;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1996/'97;48;27677
1407;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1997/'98;56;32369
1408;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1998/'99;70;39975
1409;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1999/'00;78;45082
1410;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2000/'01;74;43779
1411;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2001/'02;86;50683
1412;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2002/'03;85;50896
1413;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2003/'04;91;54707
1414;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2004/'05;95;57687
1415;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2005/'06;99;60361
1416;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2006/'07;108;65653
1417;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2007/'08;117;71394
1418;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2008/'09;123;75859
1419;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2009/'10;123;76392
1420;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2010/'11;125;78864
1421;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2011/'12;129;80516
1422;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2012/'13;126;78857
1423;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2013/'14;119;74459
1424;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2014/'15;118;72865
1425;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2015/'16;112;69536
1426;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2016/'17;116;72447
1427;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2017/'18;114;71261
1428;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2018/'19;105;65865
1429;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2019/'20;97;60861
1430;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2020/'21;93;58513
1431;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2021/'22;89;56014
1432;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2022/'23;92;57628
1433;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2023/'24;92;56364
1434;Totaal primair onderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2024/'25;88;53463
1435;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1990/'91;0;0
1436;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1991/'92;0;0
1437;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1992/'93;0;0
1438;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1993/'94;0;0
1439;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1994/'95;0;0
1440;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1995/'96;0;0
1441;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1996/'97;0;0
1442;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1997/'98;0;0
1443;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1998/'99;0;0
1444;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1999/'00;0;0
1445;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2000/'01;0;0
1446;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2001/'02;0;0
1447;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2002/'03;0;0
1448;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2003/'04;0;0
1449;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2004/'05;0;0
1450;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2005/'06;0;0
1451;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2006/'07;0;0
1452;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2007/'08;1;1018
1453;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2008/'09;1;1035
1454;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2009/'10;2;2059
1455;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2010/'11;1;1056
1456;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2011/'12;1;1060
1457;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2012/'13;1;1079
1458;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2013/'14;2;2187
1459;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2014/'15;4;4303
1460;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2015/'16;4;4501
1461;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2016/'17;2;2411
1462;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2017/'18;1;1320
1463;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2018/'19;2;2370
1464;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2019/'20;2;2406
1465;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2020/'21;2;2344
1466;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2021/'22;2;2375
1467;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2022/'23;2;2298
1468;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2023/'24;1;1047
1469;Totaal primair onderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2024/'25;2;2101
1470;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1990/'91;0;0
1471;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1991/'92;0;0
1472;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1992/'93;0;0
1473;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1993/'94;0;0
1474;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1994/'95;0;0
1475;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1995/'96;0;0
1476;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1996/'97;0;0
1477;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1997/'98;0;0
1478;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1998/'99;0;0
1479;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1999/'00;0;0
1480;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2000/'01;0;0
1481;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2001/'02;0;0
1482;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2002/'03;0;0
1483;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2003/'04;0;0
1484;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2004/'05;0;0
1485;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2005/'06;0;0
1486;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2006/'07;0;0
1487;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2007/'08;0;0
1488;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2008/'09;0;0
1489;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2009/'10;0;0
1490;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2010/'11;0;0
1491;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2011/'12;0;0
1492;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2012/'13;0;0
1493;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2013/'14;0;0
1494;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2014/'15;0;0
1495;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2015/'16;1;3564
1496;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2016/'17;1;3338
1497;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2017/'18;1;3268
1498;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2018/'19;1;3304
1499;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2019/'20;1;3341
1500;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2020/'21;1;3303
1501;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2021/'22;1;3116
1502;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2022/'23;1;3017
1503;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2023/'24;1;2941
1504;Totaal primair onderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2024/'25;1;2921
1505;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1990/'91;0;0
1506;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1991/'92;0;0
1507;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1992/'93;0;0
1508;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1993/'94;0;0
1509;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1994/'95;0;0
1510;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1995/'96;0;0
1511;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1996/'97;0;0
1512;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1997/'98;0;0
1513;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1998/'99;0;0
1514;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;1999/'00;0;0
1515;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2000/'01;0;0
1516;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2001/'02;0;0
1517;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2002/'03;0;0
1518;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2003/'04;0;0
1519;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2004/'05;0;0
1520;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2005/'06;0;0
1521;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2006/'07;0;0
1522;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2007/'08;0;0
1523;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2008/'09;0;0
1524;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2009/'10;0;0
1525;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2010/'11;0;0
1526;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2011/'12;0;0
1527;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2012/'13;0;0
1528;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2013/'14;0;0
1529;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2014/'15;0;0
1530;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2015/'16;0;0
1531;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2016/'17;0;0
1532;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2017/'18;0;0
1533;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2018/'19;0;0
1534;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2019/'20;0;0
1535;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2020/'21;0;0
1536;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2021/'22;0;0
1537;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2022/'23;0;0
1538;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2023/'24;0;0
1539;Totaal primair onderwijs;Rooms-katholieke scholen;5 001 - 10 000 leerlingen/studenten;2024/'25;0;0
1540;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1990/'91;0;0
1541;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1991/'92;0;0
1542;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1992/'93;0;0
1543;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1993/'94;0;0
1544;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1994/'95;0;0
1545;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1995/'96;0;0
1546;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1996/'97;0;0
1547;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1997/'98;0;0
1548;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1998/'99;0;0
1549;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;1999/'00;0;0
1550;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2000/'01;0;0
1551;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2001/'02;0;0
1552;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2002/'03;0;0
1553;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2003/'04;0;0
1554;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2004/'05;0;0
1555;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2005/'06;0;0
1556;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2006/'07;0;0
1557;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2007/'08;0;0
1558;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2008/'09;0;0
1559;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2009/'10;0;0
1560;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2010/'11;0;0
1561;Totaal primair onderwijs;Rooms-katholieke scholen;Meer dan 10 000 leerlingen/studenten;2011/'12;0;0
