ID;Onderwijssoort;LevensbeschouwelijkeGrondslag;Schoolgrootte;Perioden;Onderwijsinstellingen_1;LeerlingenStudenten_2
5065;Basisonderwijs;Rooms-katholieke scholen;Totaal;2015/'16;1952;478178
5066;Basisonderwijs;Rooms-katholieke scholen;Totaal;2016/'17;1933;471174
5067;Basisonderwijs;Rooms-katholieke scholen;Totaal;2017/'18;1910;466675
5068;Basisonderwijs;Rooms-katholieke scholen;Totaal;2018/'19;1890;462499
5069;Basisonderwijs;Rooms-katholieke scholen;Totaal;2019/'20;1882;458430
5070;Basisonderwijs;Rooms-katholieke scholen;Totaal;2020/'21;1872;454001
5071;Basisonderwijs;Rooms-katholieke scholen;Totaal;2021/'22;1851;446304
5072;Basisonderwijs;Rooms-katholieke scholen;Totaal;2022/'23;1835;444628
5073;Basisonderwijs;Rooms-katholieke scholen;Totaal;2023/'24;1829;440571
5074;Basisonderwijs;Rooms-katholieke scholen;Totaal;2024/'25;1817;437084
5075;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1990/'91;362;26377
5076;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1991/'92;371;26645
5077;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1992/'93;376;27778
5078;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1993/'94;351;25579
5079;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1994/'95;300;21796
5080;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1995/'96;245;17647
5081;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1996/'97;218;16005
5082;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1997/'98;203;14854
5083;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1998/'99;196;14380
5084;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;1999/'00;199;14478
5085;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2000/'01;196;14813
5086;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2001/'02;193;14414
5087;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2002/'03;196;14339
5088;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2003/'04;183;13760
5089;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2004/'05;182;13750
5090;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2005/'06;186;13833
5091;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2006/'07;195;14537
5092;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2007/'08;192;14414
5093;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2008/'09;199;14962
5094;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2009/'10;209;15757
5095;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2010/'11;216;16072
5096;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2011/'12;219;16175
5097;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2012/'13;224;16680
5098;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2013/'14;238;17759
5099;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2014/'15;231;17093
5100;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2015/'16;241;17832
5101;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2016/'17;243;17762
5102;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2017/'18;245;18093
5103;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2018/'19;233;16860
5104;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2019/'20;238;17250
5105;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2020/'21;235;16792
5106;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2021/'22;231;16407
5107;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2022/'23;223;15882
5108;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2023/'24;214;15163
5109;Basisonderwijs;Rooms-katholieke scholen;<= 100 leerlingen/studenten;2024/'25;220;15885
5110;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1990/'91;1091;165963
5111;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1991/'92;1106;166590
5112;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1992/'93;1064;162185
5113;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1993/'94;957;146273
5114;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1994/'95;891;137356
5115;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1995/'96;742;116184
5116;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1996/'97;673;105040
5117;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1997/'98;643;100351
5118;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1998/'99;630;98761
5119;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;1999/'00;611;95681
5120;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2000/'01;604;94992
5121;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2001/'02;614;96895
5122;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2002/'03;599;93445
5123;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2003/'04;617;95945
5124;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2004/'05;614;95901
5125;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2005/'06;606;94233
5126;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2006/'07;604;94144
5127;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2007/'08;604;93611
5128;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2008/'09;593;91629
5129;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2009/'10;615;95254
5130;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2010/'11;632;98047
5131;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2011/'12;650;100664
5132;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2012/'13;654;100174
5133;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2013/'14;644;99163
5134;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2014/'15;649;98644
5135;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2015/'16;633;97157
5136;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2016/'17;621;94808
5137;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2017/'18;614;94264
5138;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2018/'19;607;92697
5139;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2019/'20;592;90173
5140;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2020/'21;592;89874
5141;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2021/'22;591;89238
5142;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2022/'23;584;88407
5143;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2023/'24;584;88104
5144;Basisonderwijs;Rooms-katholieke scholen;101 - 200 leerlingen/studenten;2024/'25;582;88999
5145;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1990/'91;1005;278839
5146;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1991/'92;966;265663
5147;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1992/'93;972;269480
5148;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1993/'94;1032;286293
5149;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1994/'95;1090;305895
5150;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1995/'96;1177;334641
5151;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1996/'97;1244;358858
5152;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1997/'98;1215;354168
5153;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1998/'99;1204;352132
5154;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;1999/'00;1224;358334
5155;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2000/'01;1229;362476
5156;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2001/'02;1231;364343
5157;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2002/'03;1218;361659
5158;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2003/'04;1195;357317
5159;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2004/'05;1182;355515
5160;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2005/'06;1181;355385
5161;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2006/'07;1164;350183
5162;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2007/'08;1167;350179
5163;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2008/'09;1163;347805
5164;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2009/'10;1127;338696
5165;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2010/'11;1089;328378
5166;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2011/'12;1051;315907
5167;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2012/'13;1034;309631
5168;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2013/'14;1008;303896
5169;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2014/'15;986;295994
5170;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2015/'16;966;292489
5171;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2016/'17;955;287054
5172;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2017/'18;940;284513
5173;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2018/'19;947;287495
5174;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2019/'20;956;290031
5175;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2020/'21;953;288702
5176;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2021/'22;942;285118
5177;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2022/'23;938;283280
5178;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2023/'24;942;282828
5179;Basisonderwijs;Rooms-katholieke scholen;201 - 500 leerlingen/studenten;2024/'25;929;279679
5180;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1990/'91;25;14166
5181;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1991/'92;21;11835
5182;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1992/'93;22;12536
5183;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1993/'94;25;14112
5184;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1994/'95;30;17005
5185;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1995/'96;41;23526
5186;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1996/'97;48;27677
5187;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1997/'98;56;32369
5188;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1998/'99;70;39975
5189;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;1999/'00;77;44525
5190;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2000/'01;73;43213
5191;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2001/'02;85;50157
5192;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2002/'03;84;50377
5193;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2003/'04;89;53701
5194;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2004/'05;94;57182
5195;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2005/'06;97;59345
5196;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2006/'07;105;64011
5197;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2007/'08;114;69610
5198;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2008/'09;120;73898
5199;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2009/'10;120;74250
5200;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2010/'11;122;76479
5201;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2011/'12;126;78489
5202;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2012/'13;123;76831
5203;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2013/'14;116;72276
5204;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2014/'15;115;70728
5205;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2015/'16;109;67315
5206;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2016/'17;113;70224
5207;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2017/'18;110;68485
5208;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2018/'19;102;64111
5209;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2019/'20;95;59620
5210;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2020/'21;91;57302
5211;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2021/'22;86;54246
5212;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2022/'23;89;55794
5213;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2023/'24;89;54476
5214;Basisonderwijs;Rooms-katholieke scholen;501 - 1 000 leerlingen/studenten;2024/'25;85;51510
5215;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1990/'91;0;0
5216;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1991/'92;0;0
5217;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1992/'93;0;0
5218;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1993/'94;0;0
5219;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1994/'95;0;0
5220;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1995/'96;0;0
5221;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1996/'97;0;0
5222;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1997/'98;0;0
5223;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1998/'99;0;0
5224;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;1999/'00;0;0
5225;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2000/'01;0;0
5226;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2001/'02;0;0
5227;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2002/'03;0;0
5228;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2003/'04;0;0
5229;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2004/'05;0;0
5230;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2005/'06;0;0
5231;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2006/'07;0;0
5232;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2007/'08;1;1018
5233;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2008/'09;1;1035
5234;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2009/'10;2;2059
5235;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2010/'11;1;1056
5236;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2011/'12;1;1060
5237;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2012/'13;1;1079
5238;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2013/'14;2;2187
5239;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2014/'15;3;3292
5240;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2015/'16;3;3385
5241;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2016/'17;1;1326
5242;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2017/'18;1;1320
5243;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2018/'19;1;1336
5244;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2019/'20;1;1356
5245;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2020/'21;1;1331
5246;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2021/'22;1;1295
5247;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2022/'23;1;1265
5248;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2023/'24;0;0
5249;Basisonderwijs;Rooms-katholieke scholen;1 001 - 2 000 leerlingen/studenten;2024/'25;1;1011
5250;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1990/'91;0;0
5251;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1991/'92;0;0
5252;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1992/'93;0;0
5253;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1993/'94;0;0
5254;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1994/'95;0;0
5255;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1995/'96;0;0
5256;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1996/'97;0;0
5257;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1997/'98;0;0
5258;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1998/'99;0;0
5259;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;1999/'00;0;0
5260;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2000/'01;0;0
5261;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2001/'02;0;0
5262;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2002/'03;0;0
5263;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2003/'04;0;0
5264;Basisonderwijs;Rooms-katholieke scholen;2 001 - 5 000 leerlingen/studenten;2004/'05;0;0
