ID;EconomischeActiviteit;Geslacht;DienstverbandArbeidsrelatie;Perioden;GemiddeldAantalBanen_1;Arbeidsjaren_2;OvereengekomenArbeidsduur_3;Overuren_4;BetaaldeArbeidsduur_5;OvereengekomenArbeidsuren_6;Overuren_7;BetaaldeArbeidsuren_8;TotaalLoonkosten_9;LonenEnSalarissen_10;SocialeLasten_11;LoonkostenPerArbeidsjaar_12
4706;Handel;To_taal man_nen en vrou_wen;Deeltijd;2003;621.0;257.1;710.0;7.0;717.0;441.0;4.0;445.0;;5.3;;
4707;Handel;To_taal man_nen en vrou_wen;Deeltijd;2004, 1e kwartaal;603.0;252.4;180.0;2.0;182.0;109.0;1.0;110.0;;1.3;;
4708;Handel;To_taal man_nen en vrou_wen;Deeltijd;2004, 2e kwartaal;607.0;254.2;172.0;2.0;173.0;104.0;1.0;105.0;;1.6;;
4709;Handel;To_taal man_nen en vrou_wen;Deeltijd;2004, 3e kwartaal;610.0;255.1;185.0;2.0;187.0;113.0;1.0;114.0;;1.2;;
4710;Handel;To_taal man_nen en vrou_wen;Deeltijd;2004, 4e kwartaal;601.0;251.9;186.0;1.0;187.0;112.0;1.0;113.0;;1.3;;
4711;Handel;To_taal man_nen en vrou_wen;Deeltijd;2004;605.0;253.4;723.0;7.0;729.0;437.0;4.0;441.0;;5.4;;
4712;Handel;To_taal man_nen en vrou_wen;Deeltijd;2005, 1e kwartaal;614.0;265.4;183.0;2.0;185.0;113.0;1.0;114.0;;1.4;;
4713;Handel;To_taal man_nen en vrou_wen;Deeltijd;2005, 2e kwartaal;618.0;266.7;183.0;2.0;185.0;113.0;1.0;114.0;;1.8;;
4714;Handel;To_taal man_nen en vrou_wen;Deeltijd;2005, 3e kwartaal;621.0;268.1;192.0;2.0;194.0;119.0;1.0;120.0;;1.4;;
4715;Handel;To_taal man_nen en vrou_wen;Deeltijd;2005, 4e kwartaal;617.0;266.5;186.0;1.0;188.0;115.0;1.0;116.0;;1.5;;
4716;Handel;To_taal man_nen en vrou_wen;Deeltijd;2005;618.0;266.7;745.0;7.0;752.0;460.0;4.0;464.0;;6.1;;
4717;Handel;To_taal man_nen en vrou_wen;Deeltijd;2006, 1e kwartaal;612.0;263.9;;;192.0;;;117.0;;;;
4718;Handel;To_taal man_nen en vrou_wen;Deeltijd;2006, 2e kwartaal;616.0;265.6;;;183.0;;;113.0;;;;
4719;Handel;To_taal man_nen en vrou_wen;Deeltijd;2006, 3e kwartaal;622.0;268.2;;;192.0;;;119.0;;;;
4720;Handel;To_taal man_nen en vrou_wen;Deeltijd;2006, 4e kwartaal;626.0;269.8;;;185.0;;;116.0;;;;
4721;Handel;To_taal man_nen en vrou_wen;Deeltijd;2006;619.0;266.9;;;751.0;;;465.0;;;;
4722;Handel;To_taal man_nen en vrou_wen;Deeltijd;2007, 1e kwartaal;628.0;269.2;;;188.0;;;118.0;;;;
4723;Handel;To_taal man_nen en vrou_wen;Deeltijd;2007, 2e kwartaal;635.0;269.5;;;180.0;;;115.0;;;;
4724;Handel;To_taal man_nen en vrou_wen;Deeltijd;2007, 3e kwartaal;650.0;278.5;;;191.0;;;124.0;;;;
4725;Handel;To_taal man_nen en vrou_wen;Deeltijd;2007, 4e kwartaal;653.0;280.5;;;186.0;;;121.0;;;;
4726;Handel;To_taal man_nen en vrou_wen;Deeltijd;2007;642.0;274.5;;;744.0;;;478.0;;;;
4727;Handel;To_taal man_nen en vrou_wen;Deeltijd;2008, 1e kwartaal*;656.0;282.2;;;184.0;;;121.0;;;;
4728;Handel;To_taal man_nen en vrou_wen;Deeltijd;2008, 2e kwartaal*;657.0;279.9;;;182.0;;;120.0;;;;
4729;Handel;To_taal man_nen en vrou_wen;Deeltijd;2008, 3e kwartaal*;666.0;285.3;;;188.0;;;125.0;;;;
4730;Handel;To_taal man_nen en vrou_wen;Deeltijd;2008, 4e kwartaal*;681.0;296.8;;;185.0;;;126.0;;;;
4731;Handel;To_taal man_nen en vrou_wen;Deeltijd;2008*;665.0;286.0;;;739.0;;;491.0;;;;
4732;Handel;To_taal man_nen en vrou_wen;Deeltijd;2009, 1e kwartaal*;665.0;286.0;;;184.0;;;122.0;;;;
4733;Handel;To_taal man_nen en vrou_wen;Deeltijd;2009, 2e kwartaal*;658.0;280.2;;;179.0;;;118.0;;;;
4734;Handel;To_taal man_nen en vrou_wen;Deeltijd;2009, 3e kwartaal*;660.0;282.1;;;188.0;;;124.0;;;;
4735;Handel;To_taal man_nen en vrou_wen;Deeltijd;2009, 4e kwartaal*;675.0;293.6;;;187.0;;;126.0;;;;
4736;Handel;To_taal man_nen en vrou_wen;Deeltijd;2009*;665.0;285.5;;;738.0;;;490.0;;;;
4737;Handel;To_taal man_nen en vrou_wen;Deeltijd;2010, 1e kwartaal*;;;;;;;;;;;;
4738;Handel;To_taal man_nen en vrou_wen;Deeltijd;2010, 2e kwartaal*;;;;;;;;;;;;
4739;Handel;To_taal man_nen en vrou_wen;Deeltijd;2010, 3e kwartaal*;;;;;;;;;;;;
4740;Handel;To_taal man_nen en vrou_wen;Deeltijd;2010, 4e kwartaal*;;;;;;;;;;;;
4741;Handel;To_taal man_nen en vrou_wen;Deeltijd;2010*;;;;;;;;;;;;
4742;Handel;To_taal man_nen en vrou_wen;Deeltijd;2011, 1e kwartaal*;;;;;;;;;;;;
4743;Handel;To_taal man_nen en vrou_wen;Vast;2001, 1e kwartaal;1139.0;876.2;334.0;4.0;338.0;380.0;4.0;384.0;;6.0;;
4744;Handel;To_taal man_nen en vrou_wen;Vast;2001, 2e kwartaal;1153.0;883.7;322.0;4.0;326.0;371.0;4.0;375.0;;7.0;;
4745;Handel;To_taal man_nen en vrou_wen;Vast;2001, 3e kwartaal;1163.0;888.1;337.0;4.0;340.0;391.0;4.0;395.0;;5.8;;
4746;Handel;To_taal man_nen en vrou_wen;Vast;2001, 4e kwartaal;1162.0;885.7;331.0;3.0;334.0;384.0;3.0;388.0;;6.2;;
4747;Handel;To_taal man_nen en vrou_wen;Vast;2001;1154.0;883.4;1323.0;14.0;1337.0;1527.0;16.0;1543.0;;25.0;;
4748;Handel;To_taal man_nen en vrou_wen;Vast;2002, 1e kwartaal;1155.0;871.7;323.0;3.0;326.0;373.0;4.0;377.0;;6.1;;
4749;Handel;To_taal man_nen en vrou_wen;Vast;2002, 2e kwartaal;1166.0;876.2;317.0;3.0;320.0;369.0;3.0;373.0;;7.3;;
4750;Handel;To_taal man_nen en vrou_wen;Vast;2002, 3e kwartaal;1171.0;878.0;336.0;3.0;339.0;394.0;3.0;397.0;;5.9;;
4751;Handel;To_taal man_nen en vrou_wen;Vast;2002, 4e kwartaal;1170.0;876.5;326.0;2.0;328.0;381.0;3.0;384.0;;6.2;;
4752;Handel;To_taal man_nen en vrou_wen;Vast;2002;1165.0;875.6;1302.0;12.0;1313.0;1517.0;13.0;1530.0;;25.5;;
4753;Handel;To_taal man_nen en vrou_wen;Vast;2003, 1e kwartaal;1157.0;857.8;319.0;3.0;322.0;369.0;4.0;372.0;;6.2;;
4754;Handel;To_taal man_nen en vrou_wen;Vast;2003, 2e kwartaal;1164.0;860.5;308.0;3.0;311.0;358.0;3.0;362.0;;7.5;;
4755;Handel;To_taal man_nen en vrou_wen;Vast;2003, 3e kwartaal;1165.0;860.3;333.0;3.0;336.0;388.0;3.0;391.0;;6.1;;
4756;Handel;To_taal man_nen en vrou_wen;Vast;2003, 4e kwartaal;1157.0;855.1;323.0;2.0;325.0;374.0;3.0;376.0;;6.3;;
4757;Handel;To_taal man_nen en vrou_wen;Vast;2003;1161.0;858.4;1282.0;11.0;1294.0;1488.0;13.0;1501.0;;26.0;;
4758;Handel;To_taal man_nen en vrou_wen;Vast;2004, 1e kwartaal;1135.0;852.3;326.0;3.0;329.0;370.0;4.0;373.0;;6.2;;
4759;Handel;To_taal man_nen en vrou_wen;Vast;2004, 2e kwartaal;1134.0;851.2;310.0;3.0;314.0;352.0;4.0;355.0;;7.6;;
4760;Handel;To_taal man_nen en vrou_wen;Vast;2004, 3e kwartaal;1131.0;848.6;336.0;3.0;339.0;380.0;3.0;383.0;;6.0;;
4761;Handel;To_taal man_nen en vrou_wen;Vast;2004, 4e kwartaal;1117.0;841.1;337.0;3.0;340.0;376.0;3.0;379.0;;6.3;;
4762;Handel;To_taal man_nen en vrou_wen;Vast;2004;1129.0;848.3;1309.0;12.0;1321.0;1478.0;13.0;1491.0;;26.2;;
4763;Handel;To_taal man_nen en vrou_wen;Vast;2005, 1e kwartaal;1120.0;840.5;322.0;3.0;325.0;360.0;4.0;364.0;;6.3;;
4764;Handel;To_taal man_nen en vrou_wen;Vast;2005, 2e kwartaal;1122.0;841.2;322.0;3.0;325.0;361.0;4.0;364.0;;7.8;;
4765;Handel;To_taal man_nen en vrou_wen;Vast;2005, 3e kwartaal;1125.0;841.9;336.0;3.0;339.0;378.0;4.0;382.0;;6.1;;
4766;Handel;To_taal man_nen en vrou_wen;Vast;2005, 4e kwartaal;1122.0;839.6;326.0;3.0;329.0;366.0;3.0;369.0;;6.4;;
4767;Handel;To_taal man_nen en vrou_wen;Vast;2005;1122.0;840.8;1306.0;12.0;1318.0;1465.0;14.0;1479.0;;26.6;;
4768;Handel;To_taal man_nen en vrou_wen;Vast;2006, 1e kwartaal;;;;;;;;;;;;
4769;Handel;To_taal man_nen en vrou_wen;Vast;2006, 2e kwartaal;;;;;;;;;;;;
4770;Handel;To_taal man_nen en vrou_wen;Vast;2006, 3e kwartaal;;;;;;;;;;;;
4771;Handel;To_taal man_nen en vrou_wen;Vast;2006, 4e kwartaal;;;;;;;;;;;;
4772;Handel;To_taal man_nen en vrou_wen;Vast;2006;;;;;;;;;;;;
4773;Handel;To_taal man_nen en vrou_wen;Vast;2007, 1e kwartaal;;;;;;;;;;;;
4774;Handel;To_taal man_nen en vrou_wen;Vast;2007, 2e kwartaal;;;;;;;;;;;;
4775;Handel;To_taal man_nen en vrou_wen;Vast;2007, 3e kwartaal;;;;;;;;;;;;
4776;Handel;To_taal man_nen en vrou_wen;Vast;2007, 4e kwartaal;;;;;;;;;;;;
4777;Handel;To_taal man_nen en vrou_wen;Vast;2007;;;;;;;;;;;;
4778;Handel;To_taal man_nen en vrou_wen;Vast;2008, 1e kwartaal*;;;;;;;;;;;;
4779;Handel;To_taal man_nen en vrou_wen;Vast;2008, 2e kwartaal*;;;;;;;;;;;;
4780;Handel;To_taal man_nen en vrou_wen;Vast;2008, 3e kwartaal*;;;;;;;;;;;;
4781;Handel;To_taal man_nen en vrou_wen;Vast;2008, 4e kwartaal*;;;;;;;;;;;;
4782;Handel;To_taal man_nen en vrou_wen;Vast;2008*;;;;;;;;;;;;
4783;Handel;To_taal man_nen en vrou_wen;Vast;2009, 1e kwartaal*;;;;;;;;;;;;
4784;Handel;To_taal man_nen en vrou_wen;Vast;2009, 2e kwartaal*;;;;;;;;;;;;
4785;Handel;To_taal man_nen en vrou_wen;Vast;2009, 3e kwartaal*;;;;;;;;;;;;
4786;Handel;To_taal man_nen en vrou_wen;Vast;2009, 4e kwartaal*;;;;;;;;;;;;
4787;Handel;To_taal man_nen en vrou_wen;Vast;2009*;;;;;;;;;;;;
4788;Handel;To_taal man_nen en vrou_wen;Vast;2010, 1e kwartaal*;;;;;;;;;;;;
4789;Handel;To_taal man_nen en vrou_wen;Vast;2010, 2e kwartaal*;;;;;;;;;;;;
4790;Handel;To_taal man_nen en vrou_wen;Vast;2010, 3e kwartaal*;;;;;;;;;;;;
4791;Handel;To_taal man_nen en vrou_wen;Vast;2010, 4e kwartaal*;;;;;;;;;;;;
4792;Handel;To_taal man_nen en vrou_wen;Vast;2010*;;;;;;;;;;;;
4793;Handel;To_taal man_nen en vrou_wen;Vast;2011, 1e kwartaal*;;;;;;;;;;;;
4794;Handel;To_taal man_nen en vrou_wen;Flexibel;2001, 1e kwartaal;103.0;36.2;151.0;1.0;152.0;16.0;0.0;16.0;;0.1;;
4795;Handel;To_taal man_nen en vrou_wen;Flexibel;2001, 2e kwartaal;106.0;37.1;145.0;1.0;146.0;15.0;0.0;16.0;;0.1;;
4796;Handel;To_taal man_nen en vrou_wen;Flexibel;2001, 3e kwartaal;109.0;37.9;152.0;1.0;153.0;16.0;0.0;17.0;;0.1;;
4797;Handel;To_taal man_nen en vrou_wen;Flexibel;2001, 4e kwartaal;109.0;37.7;149.0;1.0;149.0;16.0;0.0;16.0;;0.1;;
4798;Handel;To_taal man_nen en vrou_wen;Flexibel;2001;107.0;37.2;596.0;3.0;600.0;64.0;0.0;64.0;;0.5;;
4799;Handel;To_taal man_nen en vrou_wen;Flexibel;2002, 1e kwartaal;98.0;36.6;157.0;1.0;158.0;15.0;0.0;16.0;;0.1;;
4800;Handel;To_taal man_nen en vrou_wen;Flexibel;2002, 2e kwartaal;101.0;37.2;154.0;1.0;155.0;15.0;0.0;16.0;;0.1;;
4801;Handel;To_taal man_nen en vrou_wen;Flexibel;2002, 3e kwartaal;102.0;37.6;164.0;1.0;165.0;17.0;0.0;17.0;;0.1;;
4802;Handel;To_taal man_nen en vrou_wen;Flexibel;2002, 4e kwartaal;102.0;37.2;157.0;1.0;158.0;16.0;0.0;16.0;;0.1;;
4803;Handel;To_taal man_nen en vrou_wen;Flexibel;2002;101.0;37.2;632.0;4.0;637.0;64.0;0.0;64.0;;0.5;;
4804;Handel;To_taal man_nen en vrou_wen;Flexibel;2003, 1e kwartaal;99.0;40.4;172.0;2.0;174.0;17.0;0.0;17.0;;0.1;;
4805;Handel;To_taal man_nen en vrou_wen;Flexibel;2003, 2e kwartaal;101.0;40.8;165.0;3.0;168.0;17.0;0.0;17.0;;0.2;;
4806;Handel;To_taal man_nen en vrou_wen;Flexibel;2003, 3e kwartaal;102.0;40.8;177.0;3.0;180.0;18.0;0.0;18.0;;0.1;;
4807;Handel;To_taal man_nen en vrou_wen;Flexibel;2003, 4e kwartaal;101.0;40.4;172.0;2.0;174.0;17.0;0.0;18.0;;0.1;;
4808;Handel;To_taal man_nen en vrou_wen;Flexibel;2003;101.0;40.6;686.0;10.0;696.0;69.0;1.0;70.0;;0.6;;
4809;Handel;To_taal man_nen en vrou_wen;Flexibel;2004, 1e kwartaal;113.0;48.0;180.0;3.0;183.0;20.0;0.0;21.0;;0.2;;
4810;Handel;To_taal man_nen en vrou_wen;Flexibel;2004, 2e kwartaal;117.0;48.9;170.0;3.0;174.0;20.0;0.0;20.0;;0.2;;
4811;Handel;To_taal man_nen en vrou_wen;Flexibel;2004, 3e kwartaal;120.0;50.1;183.0;3.0;186.0;22.0;0.0;22.0;;0.2;;
4812;Handel;To_taal man_nen en vrou_wen;Flexibel;2004, 4e kwartaal;122.0;50.6;182.0;2.0;185.0;22.0;0.0;23.0;;0.2;;
4813;Handel;To_taal man_nen en vrou_wen;Flexibel;2004;118.0;49.4;716.0;12.0;728.0;85.0;1.0;86.0;;0.9;;
4814;Handel;To_taal man_nen en vrou_wen;Flexibel;2005, 1e kwartaal;113.0;44.8;168.0;2.0;170.0;19.0;0.0;19.0;;0.2;;
4815;Handel;To_taal man_nen en vrou_wen;Flexibel;2005, 2e kwartaal;114.0;45.1;167.0;3.0;170.0;19.0;0.0;19.0;;0.2;;
4816;Handel;To_taal man_nen en vrou_wen;Flexibel;2005, 3e kwartaal;113.0;44.8;175.0;3.0;177.0;20.0;0.0;20.0;;0.2;;
4817;Handel;To_taal man_nen en vrou_wen;Flexibel;2005, 4e kwartaal;111.0;43.9;170.0;2.0;173.0;19.0;0.0;19.0;;0.2;;
4818;Handel;To_taal man_nen en vrou_wen;Flexibel;2005;113.0;44.7;680.0;10.0;690.0;77.0;1.0;78.0;;0.7;;
4819;Handel;To_taal man_nen en vrou_wen;Flexibel;2006, 1e kwartaal;;;;;;;;;;;;
4820;Handel;To_taal man_nen en vrou_wen;Flexibel;2006, 2e kwartaal;;;;;;;;;;;;
4821;Handel;To_taal man_nen en vrou_wen;Flexibel;2006, 3e kwartaal;;;;;;;;;;;;
4822;Handel;To_taal man_nen en vrou_wen;Flexibel;2006, 4e kwartaal;;;;;;;;;;;;
4823;Handel;To_taal man_nen en vrou_wen;Flexibel;2006;;;;;;;;;;;;
4824;Handel;To_taal man_nen en vrou_wen;Flexibel;2007, 1e kwartaal;;;;;;;;;;;;
4825;Handel;To_taal man_nen en vrou_wen;Flexibel;2007, 2e kwartaal;;;;;;;;;;;;
4826;Handel;To_taal man_nen en vrou_wen;Flexibel;2007, 3e kwartaal;;;;;;;;;;;;
4827;Handel;To_taal man_nen en vrou_wen;Flexibel;2007, 4e kwartaal;;;;;;;;;;;;
4828;Handel;To_taal man_nen en vrou_wen;Flexibel;2007;;;;;;;;;;;;
4829;Handel;To_taal man_nen en vrou_wen;Flexibel;2008, 1e kwartaal*;;;;;;;;;;;;
4830;Handel;To_taal man_nen en vrou_wen;Flexibel;2008, 2e kwartaal*;;;;;;;;;;;;
4831;Handel;To_taal man_nen en vrou_wen;Flexibel;2008, 3e kwartaal*;;;;;;;;;;;;
4832;Handel;To_taal man_nen en vrou_wen;Flexibel;2008, 4e kwartaal*;;;;;;;;;;;;
4833;Handel;To_taal man_nen en vrou_wen;Flexibel;2008*;;;;;;;;;;;;
4834;Handel;To_taal man_nen en vrou_wen;Flexibel;2009, 1e kwartaal*;;;;;;;;;;;;
4835;Handel;To_taal man_nen en vrou_wen;Flexibel;2009, 2e kwartaal*;;;;;;;;;;;;
4836;Handel;To_taal man_nen en vrou_wen;Flexibel;2009, 3e kwartaal*;;;;;;;;;;;;
4837;Handel;To_taal man_nen en vrou_wen;Flexibel;2009, 4e kwartaal*;;;;;;;;;;;;
4838;Handel;To_taal man_nen en vrou_wen;Flexibel;2009*;;;;;;;;;;;;
4839;Handel;To_taal man_nen en vrou_wen;Flexibel;2010, 1e kwartaal*;;;;;;;;;;;;
4840;Handel;To_taal man_nen en vrou_wen;Flexibel;2010, 2e kwartaal*;;;;;;;;;;;;
4841;Handel;To_taal man_nen en vrou_wen;Flexibel;2010, 3e kwartaal*;;;;;;;;;;;;
4842;Handel;To_taal man_nen en vrou_wen;Flexibel;2010, 4e kwartaal*;;;;;;;;;;;;
4843;Handel;To_taal man_nen en vrou_wen;Flexibel;2010*;;;;;;;;;;;;
4844;Handel;To_taal man_nen en vrou_wen;Flexibel;2011, 1e kwartaal*;;;;;;;;;;;;
4845;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 1e kwartaal;672.0;565.8;367.0;5.0;371.0;246.0;3.0;250.0;;4.4;;
4846;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 2e kwartaal;681.0;570.8;354.0;4.0;358.0;241.0;3.0;244.0;;5.2;;
4847;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 3e kwartaal;686.0;573.1;369.0;4.0;374.0;253.0;3.0;256.0;;4.3;;
4848;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 4e kwartaal;683.0;570.9;364.0;4.0;367.0;249.0;2.0;251.0;;4.5;;
4849;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001;681.0;570.1;1453.0;17.0;1470.0;989.0;12.0;1000.0;;18.4;;
4850;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 1e kwartaal;675.0;562.0;358.0;4.0;362.0;242.0;3.0;244.0;;4.5;;
4851;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 2e kwartaal;682.0;565.9;351.0;4.0;355.0;240.0;2.0;242.0;;5.4;;
4852;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 3e kwartaal;685.0;567.1;373.0;4.0;377.0;256.0;2.0;258.0;;4.3;;
4853;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 4e kwartaal;683.0;565.9;362.0;3.0;365.0;247.0;2.0;249.0;;4.6;;
4854;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002;681.0;565.2;1445.0;14.0;1459.0;984.0;10.0;994.0;;18.8;;
4855;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 1e kwartaal;677.0;561.8;359.0;4.0;363.0;243.0;3.0;246.0;;4.6;;
4856;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 2e kwartaal;682.0;564.1;347.0;4.0;350.0;236.0;3.0;239.0;;5.5;;
4857;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 3e kwartaal;683.0;564.2;374.0;4.0;378.0;256.0;3.0;258.0;;4.5;;
4858;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 4e kwartaal;678.0;560.9;364.0;3.0;367.0;247.0;2.0;249.0;;4.7;;
4859;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003;680.0;562.8;1444.0;15.0;1458.0;982.0;10.0;992.0;;19.2;;
4860;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 1e kwartaal;677.0;559.2;360.0;4.0;364.0;244.0;3.0;246.0;;4.7;;
4861;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 2e kwartaal;679.0;560.1;343.0;4.0;346.0;233.0;3.0;235.0;;5.7;;
4862;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 3e kwartaal;679.0;559.2;370.0;4.0;374.0;251.0;3.0;254.0;;4.5;;
4863;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 4e kwartaal;672.0;554.9;371.0;3.0;374.0;249.0;2.0;252.0;;4.7;;
4864;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004;677.0;558.4;1443.0;15.0;1458.0;977.0;10.0;987.0;;19.6;;
4865;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 1e kwartaal;666.0;551.3;357.0;4.0;361.0;238.0;3.0;240.0;;4.6;;
4866;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 2e kwartaal;668.0;552.6;357.0;4.0;360.0;238.0;3.0;241.0;;5.7;;
4867;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 3e kwartaal;669.0;552.9;373.0;4.0;377.0;250.0;3.0;252.0;;4.4;;
4868;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 4e kwartaal;665.0;550.8;363.0;3.0;366.0;241.0;2.0;243.0;;4.7;;
4869;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005;667.0;551.9;1449.0;15.0;1464.0;966.0;10.0;977.0;;19.4;;
4870;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 1e kwartaal;676.0;559.2;;;373.0;;;253.0;;;;
4871;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 2e kwartaal;681.0;562.7;;;356.0;;;242.0;;;;
4872;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 3e kwartaal;685.0;566.1;;;373.0;;;255.0;;;;
4873;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 4e kwartaal;686.0;566.6;;;361.0;;;247.0;;;;
4874;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006;682.0;563.6;;;1463.0;;;997.0;;;;
4875;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 1e kwartaal;690.0;568.1;;;365.0;;;252.0;;;;
4876;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 2e kwartaal;700.0;575.6;;;354.0;;;248.0;;;;
4877;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 3e kwartaal;708.0;581.4;;;371.0;;;263.0;;;;
4878;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 4e kwartaal;708.0;581.4;;;362.0;;;256.0;;;;
4879;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007;702.0;576.7;;;1452.0;;;1019.0;;;;
4880;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 1e kwartaal*;708.0;578.3;;;355.0;;;252.0;;;;
4881;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 2e kwartaal*;719.0;587.8;;;357.0;;;256.0;;;;
4882;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 3e kwartaal*;724.0;590.7;;;369.0;;;267.0;;;;
4883;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 4e kwartaal*;722.0;587.4;;;356.0;;;257.0;;;;
4884;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008*;718.0;586.0;;;1436.0;;;1031.0;;;;
4885;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 1e kwartaal*;714.0;582.5;;;355.0;;;253.0;;;;
4886;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 2e kwartaal*;715.0;584.3;;;351.0;;;251.0;;;;
4887;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 3e kwartaal*;712.0;580.4;;;368.0;;;262.0;;;;
4888;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 4e kwartaal*;711.0;577.1;;;360.0;;;256.0;;;;
4889;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009*;713.0;581.1;;;1433.0;;;1022.0;;;;
4890;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 1e kwartaal*;699.0;569.1;;;354.0;;;247.0;;;;
4891;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 2e kwartaal*;707.0;576.0;;;344.0;;;243.0;;;;
4892;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 3e kwartaal*;710.0;577.3;;;367.0;;;260.0;;;;
4893;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 4e kwartaal*;717.0;580.9;;;365.0;;;261.0;;;;
4894;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010*;708.0;575.9;;;1429.0;;;1012.0;;;;
4895;Handel;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2011, 1e kwartaal*;;;;;;;;;;;;
4896;Handel;Man_nen;Voltijd;2001, 1e kwartaal;489.0;488.7;436.0;6.0;442.0;213.0;3.0;216.0;;4.1;;
4897;Handel;Man_nen;Voltijd;2001, 2e kwartaal;491.0;490.8;422.0;5.0;428.0;207.0;3.0;210.0;;4.8;;
4898;Handel;Man_nen;Voltijd;2001, 3e kwartaal;491.0;491.4;443.0;6.0;448.0;218.0;3.0;220.0;;4.0;;
4899;Handel;Man_nen;Voltijd;2001, 4e kwartaal;489.0;489.4;436.0;5.0;440.0;213.0;2.0;216.0;;4.2;;
4900;Handel;Man_nen;Voltijd;2001;490.0;490.1;1737.0;22.0;1758.0;851.0;11.0;862.0;;17.0;;
4901;Handel;Man_nen;Voltijd;2002, 1e kwartaal;482.0;482.2;431.0;5.0;436.0;208.0;2.0;210.0;;4.2;;
4902;Handel;Man_nen;Voltijd;2002, 2e kwartaal;483.0;483.5;424.0;5.0;429.0;205.0;2.0;207.0;;4.9;;
4903;Handel;Man_nen;Voltijd;2002, 3e kwartaal;484.0;483.8;452.0;5.0;456.0;218.0;2.0;221.0;;4.0;;
4904;Handel;Man_nen;Voltijd;2002, 4e kwartaal;483.0;483.0;438.0;4.0;442.0;211.0;2.0;213.0;;4.2;;
