ID;EconomischeActiviteit;Geslacht;DienstverbandArbeidsrelatie;Perioden;GemiddeldAantalBanen_1;Arbeidsjaren_2;OvereengekomenArbeidsduur_3;Overuren_4;BetaaldeArbeidsduur_5;OvereengekomenArbeidsuren_6;Overuren_7;BetaaldeArbeidsuren_8;TotaalLoonkosten_9;LonenEnSalarissen_10;SocialeLasten_11;LoonkostenPerArbeidsjaar_12
9575;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2008, 4e kwartaal*;77.0;42.5;;;239.0;;;18.0;;;;
9576;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2008*;77.0;43.0;;;968.0;;;75.0;;;;
9577;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2009, 1e kwartaal*;80.0;45.0;;;243.0;;;19.0;;;;
9578;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2009, 2e kwartaal*;78.0;43.3;;;235.0;;;18.0;;;;
9579;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2009, 3e kwartaal*;76.0;42.0;;;247.0;;;19.0;;;;
9580;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2009, 4e kwartaal*;77.0;42.5;;;243.0;;;19.0;;;;
9581;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2009*;78.0;43.2;;;967.0;;;75.0;;;;
9582;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2010, 1e kwartaal*;;;;;;;;;;;;
9583;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2010, 2e kwartaal*;;;;;;;;;;;;
9584;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2010, 3e kwartaal*;;;;;;;;;;;;
9585;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2010, 4e kwartaal*;;;;;;;;;;;;
9586;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2010*;;;;;;;;;;;;
9587;Gesubsidieerd onderwijs;Man_nen;Deeltijd;2011, 1e kwartaal*;;;;;;;;;;;;
9588;Gesubsidieerd onderwijs;Man_nen;Vast;2001, 1e kwartaal;181.0;155.3;372.0;0.0;372.0;67.0;0.0;67.0;;1.4;;
9589;Gesubsidieerd onderwijs;Man_nen;Vast;2001, 2e kwartaal;182.0;155.8;359.0;0.0;360.0;66.0;0.0;66.0;;1.8;;
9590;Gesubsidieerd onderwijs;Man_nen;Vast;2001, 3e kwartaal;181.0;155.4;378.0;0.0;378.0;69.0;0.0;69.0;;1.4;;
9591;Gesubsidieerd onderwijs;Man_nen;Vast;2001, 4e kwartaal;183.0;156.6;371.0;0.0;371.0;68.0;0.0;68.0;;1.5;;
9592;Gesubsidieerd onderwijs;Man_nen;Vast;2001;182.0;155.8;1479.0;1.0;1480.0;269.0;0.0;270.0;;6.1;;
9593;Gesubsidieerd onderwijs;Man_nen;Vast;2002, 1e kwartaal;182.0;156.6;369.0;0.0;369.0;67.0;0.0;67.0;;1.4;;
9594;Gesubsidieerd onderwijs;Man_nen;Vast;2002, 2e kwartaal;183.0;157.0;362.0;0.0;362.0;66.0;0.0;66.0;;1.8;;
9595;Gesubsidieerd onderwijs;Man_nen;Vast;2002, 3e kwartaal;182.0;157.2;386.0;0.0;386.0;70.0;0.0;70.0;;1.5;;
9596;Gesubsidieerd onderwijs;Man_nen;Vast;2002, 4e kwartaal;185.0;158.7;373.0;0.0;373.0;69.0;0.0;69.0;;1.7;;
9597;Gesubsidieerd onderwijs;Man_nen;Vast;2002;183.0;157.4;1490.0;0.0;1490.0;273.0;0.0;273.0;;6.4;;
9598;Gesubsidieerd onderwijs;Man_nen;Vast;2003, 1e kwartaal;192.0;162.9;365.0;0.0;365.0;70.0;0.0;70.0;;1.5;;
9599;Gesubsidieerd onderwijs;Man_nen;Vast;2003, 2e kwartaal;192.0;162.9;353.0;0.0;353.0;68.0;0.0;68.0;;2.0;;
9600;Gesubsidieerd onderwijs;Man_nen;Vast;2003, 3e kwartaal;188.0;159.6;382.0;1.0;383.0;72.0;0.0;72.0;;1.5;;
9601;Gesubsidieerd onderwijs;Man_nen;Vast;2003, 4e kwartaal;188.0;159.0;369.0;0.0;369.0;69.0;0.0;69.0;;1.7;;
9602;Gesubsidieerd onderwijs;Man_nen;Vast;2003;190.0;161.1;1468.0;2.0;1470.0;279.0;0.0;279.0;;6.7;;
9603;Gesubsidieerd onderwijs;Man_nen;Vast;2004, 1e kwartaal;182.0;153.8;364.0;0.0;365.0;66.0;0.0;66.0;;1.5;;
9604;Gesubsidieerd onderwijs;Man_nen;Vast;2004, 2e kwartaal;182.0;153.7;346.0;0.0;347.0;63.0;0.0;63.0;;1.9;;
9605;Gesubsidieerd onderwijs;Man_nen;Vast;2004, 3e kwartaal;181.0;152.1;374.0;0.0;374.0;68.0;0.0;68.0;;1.5;;
9606;Gesubsidieerd onderwijs;Man_nen;Vast;2004, 4e kwartaal;181.0;151.3;372.0;0.0;372.0;67.0;0.0;67.0;;1.7;;
9607;Gesubsidieerd onderwijs;Man_nen;Vast;2004;181.0;152.7;1457.0;2.0;1458.0;264.0;0.0;265.0;;6.6;;
9608;Gesubsidieerd onderwijs;Man_nen;Vast;2005, 1e kwartaal;176.0;149.2;360.0;0.0;361.0;63.0;0.0;64.0;;1.4;;
9609;Gesubsidieerd onderwijs;Man_nen;Vast;2005, 2e kwartaal;178.0;150.2;360.0;0.0;360.0;64.0;0.0;64.0;;1.9;;
9610;Gesubsidieerd onderwijs;Man_nen;Vast;2005, 3e kwartaal;177.0;149.5;378.0;0.0;378.0;67.0;0.0;67.0;;1.5;;
9611;Gesubsidieerd onderwijs;Man_nen;Vast;2005, 4e kwartaal;178.0;150.6;366.0;0.0;366.0;65.0;0.0;65.0;;1.7;;
9612;Gesubsidieerd onderwijs;Man_nen;Vast;2005;177.0;149.9;1464.0;1.0;1465.0;259.0;0.0;260.0;;6.6;;
9613;Gesubsidieerd onderwijs;Man_nen;Vast;2006, 1e kwartaal;;;;;;;;;;;;
9614;Gesubsidieerd onderwijs;Man_nen;Vast;2006, 2e kwartaal;;;;;;;;;;;;
9615;Gesubsidieerd onderwijs;Man_nen;Vast;2006, 3e kwartaal;;;;;;;;;;;;
9616;Gesubsidieerd onderwijs;Man_nen;Vast;2006, 4e kwartaal;;;;;;;;;;;;
9617;Gesubsidieerd onderwijs;Man_nen;Vast;2006;;;;;;;;;;;;
9618;Gesubsidieerd onderwijs;Man_nen;Vast;2007, 1e kwartaal;;;;;;;;;;;;
9619;Gesubsidieerd onderwijs;Man_nen;Vast;2007, 2e kwartaal;;;;;;;;;;;;
9620;Gesubsidieerd onderwijs;Man_nen;Vast;2007, 3e kwartaal;;;;;;;;;;;;
9621;Gesubsidieerd onderwijs;Man_nen;Vast;2007, 4e kwartaal;;;;;;;;;;;;
9622;Gesubsidieerd onderwijs;Man_nen;Vast;2007;;;;;;;;;;;;
9623;Gesubsidieerd onderwijs;Man_nen;Vast;2008, 1e kwartaal*;;;;;;;;;;;;
9624;Gesubsidieerd onderwijs;Man_nen;Vast;2008, 2e kwartaal*;;;;;;;;;;;;
9625;Gesubsidieerd onderwijs;Man_nen;Vast;2008, 3e kwartaal*;;;;;;;;;;;;
9626;Gesubsidieerd onderwijs;Man_nen;Vast;2008, 4e kwartaal*;;;;;;;;;;;;
9627;Gesubsidieerd onderwijs;Man_nen;Vast;2008*;;;;;;;;;;;;
9628;Gesubsidieerd onderwijs;Man_nen;Vast;2009, 1e kwartaal*;;;;;;;;;;;;
9629;Gesubsidieerd onderwijs;Man_nen;Vast;2009, 2e kwartaal*;;;;;;;;;;;;
9630;Gesubsidieerd onderwijs;Man_nen;Vast;2009, 3e kwartaal*;;;;;;;;;;;;
9631;Gesubsidieerd onderwijs;Man_nen;Vast;2009, 4e kwartaal*;;;;;;;;;;;;
9632;Gesubsidieerd onderwijs;Man_nen;Vast;2009*;;;;;;;;;;;;
9633;Gesubsidieerd onderwijs;Man_nen;Vast;2010, 1e kwartaal*;;;;;;;;;;;;
9634;Gesubsidieerd onderwijs;Man_nen;Vast;2010, 2e kwartaal*;;;;;;;;;;;;
9635;Gesubsidieerd onderwijs;Man_nen;Vast;2010, 3e kwartaal*;;;;;;;;;;;;
9636;Gesubsidieerd onderwijs;Man_nen;Vast;2010, 4e kwartaal*;;;;;;;;;;;;
9637;Gesubsidieerd onderwijs;Man_nen;Vast;2010*;;;;;;;;;;;;
9638;Gesubsidieerd onderwijs;Man_nen;Vast;2011, 1e kwartaal*;;;;;;;;;;;;
9639;Gesubsidieerd onderwijs;Man_nen;Flexibel;2001, 1e kwartaal;1.0;0.2;78.0;1.0;78.0;0.0;0.0;0.0;;0.0;;
9640;Gesubsidieerd onderwijs;Man_nen;Flexibel;2001, 2e kwartaal;1.0;0.2;72.0;1.0;73.0;0.0;0.0;0.0;;0.0;;
9641;Gesubsidieerd onderwijs;Man_nen;Flexibel;2001, 3e kwartaal;1.0;0.2;75.0;1.0;76.0;0.0;0.0;0.0;;0.0;;
9642;Gesubsidieerd onderwijs;Man_nen;Flexibel;2001, 4e kwartaal;1.0;0.2;73.0;0.0;74.0;0.0;0.0;0.0;;0.0;;
9643;Gesubsidieerd onderwijs;Man_nen;Flexibel;2001;1.0;0.2;298.0;2.0;300.0;0.0;0.0;0.0;;0.0;;
9644;Gesubsidieerd onderwijs;Man_nen;Flexibel;2002, 1e kwartaal;1.0;0.2;75.0;0.0;75.0;0.0;0.0;0.0;;0.0;;
9645;Gesubsidieerd onderwijs;Man_nen;Flexibel;2002, 2e kwartaal;1.0;0.2;72.0;0.0;72.0;0.0;0.0;0.0;;0.0;;
9646;Gesubsidieerd onderwijs;Man_nen;Flexibel;2002, 3e kwartaal;1.0;0.2;79.0;0.0;79.0;0.0;0.0;0.0;;0.0;;
9647;Gesubsidieerd onderwijs;Man_nen;Flexibel;2002, 4e kwartaal;1.0;0.3;77.0;0.0;77.0;0.0;0.0;0.0;;0.0;;
9648;Gesubsidieerd onderwijs;Man_nen;Flexibel;2002;1.0;0.2;303.0;0.0;303.0;0.0;0.0;0.0;;0.0;;
9649;Gesubsidieerd onderwijs;Man_nen;Flexibel;2003, 1e kwartaal;1.0;0.4;128.0;0.0;128.0;0.0;0.0;0.0;;0.0;;
9650;Gesubsidieerd onderwijs;Man_nen;Flexibel;2003, 2e kwartaal;1.0;0.4;119.0;0.0;119.0;0.0;0.0;0.0;;0.0;;
9651;Gesubsidieerd onderwijs;Man_nen;Flexibel;2003, 3e kwartaal;1.0;0.4;127.0;0.0;127.0;0.0;0.0;0.0;;0.0;;
9652;Gesubsidieerd onderwijs;Man_nen;Flexibel;2003, 4e kwartaal;1.0;0.3;122.0;0.0;122.0;0.0;0.0;0.0;;0.0;;
9653;Gesubsidieerd onderwijs;Man_nen;Flexibel;2003;1.0;0.4;497.0;0.0;497.0;1.0;0.0;1.0;;0.0;;
9654;Gesubsidieerd onderwijs;Man_nen;Flexibel;2004, 1e kwartaal;1.0;0.3;109.0;0.0;109.0;0.0;0.0;0.0;;0.0;;
9655;Gesubsidieerd onderwijs;Man_nen;Flexibel;2004, 2e kwartaal;1.0;0.3;103.0;0.0;103.0;0.0;0.0;0.0;;0.0;;
9656;Gesubsidieerd onderwijs;Man_nen;Flexibel;2004, 3e kwartaal;1.0;0.3;116.0;0.0;116.0;0.0;0.0;0.0;;0.0;;
9657;Gesubsidieerd onderwijs;Man_nen;Flexibel;2004, 4e kwartaal;1.0;0.3;122.0;0.0;122.0;0.0;0.0;0.0;;0.0;;
9658;Gesubsidieerd onderwijs;Man_nen;Flexibel;2004;1.0;0.3;449.0;0.0;449.0;1.0;0.0;1.0;;0.0;;
9659;Gesubsidieerd onderwijs;Man_nen;Flexibel;2005, 1e kwartaal;2.0;0.4;90.0;0.0;90.0;0.0;0.0;0.0;;0.0;;
9660;Gesubsidieerd onderwijs;Man_nen;Flexibel;2005, 2e kwartaal;2.0;0.4;89.0;0.0;89.0;0.0;0.0;0.0;;0.0;;
9661;Gesubsidieerd onderwijs;Man_nen;Flexibel;2005, 3e kwartaal;2.0;0.4;97.0;0.0;98.0;0.0;0.0;0.0;;0.0;;
9662;Gesubsidieerd onderwijs;Man_nen;Flexibel;2005, 4e kwartaal;1.0;0.4;103.0;0.0;103.0;0.0;0.0;0.0;;0.0;;
9663;Gesubsidieerd onderwijs;Man_nen;Flexibel;2005;2.0;0.4;376.0;1.0;377.0;1.0;0.0;1.0;;0.0;;
9664;Gesubsidieerd onderwijs;Man_nen;Flexibel;2006, 1e kwartaal;;;;;;;;;;;;
9665;Gesubsidieerd onderwijs;Man_nen;Flexibel;2006, 2e kwartaal;;;;;;;;;;;;
9666;Gesubsidieerd onderwijs;Man_nen;Flexibel;2006, 3e kwartaal;;;;;;;;;;;;
9667;Gesubsidieerd onderwijs;Man_nen;Flexibel;2006, 4e kwartaal;;;;;;;;;;;;
9668;Gesubsidieerd onderwijs;Man_nen;Flexibel;2006;;;;;;;;;;;;
9669;Gesubsidieerd onderwijs;Man_nen;Flexibel;2007, 1e kwartaal;;;;;;;;;;;;
9670;Gesubsidieerd onderwijs;Man_nen;Flexibel;2007, 2e kwartaal;;;;;;;;;;;;
9671;Gesubsidieerd onderwijs;Man_nen;Flexibel;2007, 3e kwartaal;;;;;;;;;;;;
9672;Gesubsidieerd onderwijs;Man_nen;Flexibel;2007, 4e kwartaal;;;;;;;;;;;;
9673;Gesubsidieerd onderwijs;Man_nen;Flexibel;2007;;;;;;;;;;;;
9674;Gesubsidieerd onderwijs;Man_nen;Flexibel;2008, 1e kwartaal*;;;;;;;;;;;;
9675;Gesubsidieerd onderwijs;Man_nen;Flexibel;2008, 2e kwartaal*;;;;;;;;;;;;
9676;Gesubsidieerd onderwijs;Man_nen;Flexibel;2008, 3e kwartaal*;;;;;;;;;;;;
9677;Gesubsidieerd onderwijs;Man_nen;Flexibel;2008, 4e kwartaal*;;;;;;;;;;;;
9678;Gesubsidieerd onderwijs;Man_nen;Flexibel;2008*;;;;;;;;;;;;
9679;Gesubsidieerd onderwijs;Man_nen;Flexibel;2009, 1e kwartaal*;;;;;;;;;;;;
9680;Gesubsidieerd onderwijs;Man_nen;Flexibel;2009, 2e kwartaal*;;;;;;;;;;;;
9681;Gesubsidieerd onderwijs;Man_nen;Flexibel;2009, 3e kwartaal*;;;;;;;;;;;;
9682;Gesubsidieerd onderwijs;Man_nen;Flexibel;2009, 4e kwartaal*;;;;;;;;;;;;
9683;Gesubsidieerd onderwijs;Man_nen;Flexibel;2009*;;;;;;;;;;;;
9684;Gesubsidieerd onderwijs;Man_nen;Flexibel;2010, 1e kwartaal*;;;;;;;;;;;;
9685;Gesubsidieerd onderwijs;Man_nen;Flexibel;2010, 2e kwartaal*;;;;;;;;;;;;
9686;Gesubsidieerd onderwijs;Man_nen;Flexibel;2010, 3e kwartaal*;;;;;;;;;;;;
9687;Gesubsidieerd onderwijs;Man_nen;Flexibel;2010, 4e kwartaal*;;;;;;;;;;;;
9688;Gesubsidieerd onderwijs;Man_nen;Flexibel;2010*;;;;;;;;;;;;
9689;Gesubsidieerd onderwijs;Man_nen;Flexibel;2011, 1e kwartaal*;;;;;;;;;;;;
9690;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 1e kwartaal;226.0;154.3;294.0;0.0;294.0;66.0;0.0;66.0;;1.1;;
9691;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 2e kwartaal;230.0;158.0;287.0;0.0;287.0;66.0;0.0;66.0;;1.4;;
9692;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 3e kwartaal;231.0;157.4;298.0;0.0;298.0;69.0;0.0;69.0;;1.2;;
9693;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 4e kwartaal;236.0;160.8;294.0;0.0;294.0;69.0;0.0;69.0;;1.3;;
9694;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001;231.0;157.6;1173.0;0.0;1173.0;271.0;0.0;271.0;;4.9;;
9695;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 1e kwartaal;239.0;163.4;290.0;0.0;290.0;69.0;0.0;69.0;;1.2;;
9696;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 2e kwartaal;244.0;166.0;285.0;0.0;285.0;69.0;0.0;69.0;;1.6;;
9697;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 3e kwartaal;245.0;167.4;303.0;0.0;303.0;74.0;0.0;74.0;;1.3;;
9698;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 4e kwartaal;252.0;171.6;293.0;0.0;294.0;74.0;0.0;74.0;;1.4;;
9699;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002;245.0;167.1;1171.0;0.0;1171.0;287.0;0.0;287.0;;5.5;;
9700;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 1e kwartaal;252.0;172.6;292.0;0.0;292.0;74.0;0.0;74.0;;1.3;;
9701;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 2e kwartaal;254.0;173.7;282.0;0.0;282.0;72.0;0.0;72.0;;1.7;;
9702;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 3e kwartaal;251.0;171.2;304.0;0.0;304.0;76.0;0.0;76.0;;1.4;;
9703;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 4e kwartaal;251.0;170.6;294.0;0.0;294.0;74.0;0.0;74.0;;1.5;;
9704;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003;252.0;172.0;1172.0;0.0;1173.0;295.0;0.0;296.0;;5.9;;
9705;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 1e kwartaal;256.0;177.3;296.0;0.0;296.0;76.0;0.0;76.0;;1.3;;
9706;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 2e kwartaal;259.0;178.8;281.0;0.0;281.0;73.0;0.0;73.0;;1.8;;
9707;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 3e kwartaal;259.0;178.6;304.0;0.0;304.0;79.0;0.0;79.0;;1.4;;
9708;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 4e kwartaal;260.0;179.7;304.0;0.0;304.0;79.0;0.0;79.0;;1.6;;
9709;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004;259.0;178.6;1186.0;0.0;1186.0;307.0;0.0;307.0;;6.1;;
9710;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 1e kwartaal;259.0;176.6;288.0;0.0;288.0;75.0;0.0;75.0;;1.4;;
9711;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 2e kwartaal;263.0;179.0;287.0;0.0;287.0;76.0;0.0;76.0;;1.8;;
9712;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 3e kwartaal;261.0;177.6;301.0;0.0;301.0;79.0;0.0;79.0;;1.5;;
9713;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 4e kwartaal;263.0;179.1;293.0;0.0;293.0;77.0;0.0;77.0;;1.6;;
9714;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005;262.0;178.1;1169.0;0.0;1169.0;306.0;0.0;306.0;;6.3;;
9715;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 1e kwartaal;257.0;174.1;;;297.0;;;76.0;;;;
9716;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 2e kwartaal;258.0;175.3;;;283.0;;;73.0;;;;
9717;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 3e kwartaal;252.0;170.7;;;297.0;;;75.0;;;;
9718;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 4e kwartaal;264.0;179.2;;;288.0;;;76.0;;;;
9719;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006;258.0;174.8;;;1164.0;;;300.0;;;;
9720;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 1e kwartaal;265.0;178.1;;;291.0;;;77.0;;;;
9721;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 2e kwartaal;267.0;179.8;;;283.0;;;76.0;;;;
9722;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 3e kwartaal;261.0;175.5;;;297.0;;;78.0;;;;
9723;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 4e kwartaal;272.0;183.8;;;287.0;;;78.0;;;;
9724;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007;266.0;179.3;;;1158.0;;;308.0;;;;
9725;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 1e kwartaal*;275.0;184.0;;;286.0;;;79.0;;;;
9726;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 2e kwartaal*;276.0;185.0;;;286.0;;;79.0;;;;
9727;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 3e kwartaal*;268.0;180.8;;;296.0;;;79.0;;;;
9728;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 4e kwartaal*;279.0;189.1;;;288.0;;;80.0;;;;
9729;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008*;275.0;184.7;;;1156.0;;;318.0;;;;
9730;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 1e kwartaal*;282.0;188.4;;;286.0;;;81.0;;;;
9731;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 2e kwartaal*;282.0;189.1;;;281.0;;;79.0;;;;
9732;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 3e kwartaal*;276.0;186.0;;;296.0;;;82.0;;;;
9733;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 4e kwartaal*;283.0;191.8;;;293.0;;;83.0;;;;
9734;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009*;281.0;188.8;;;1156.0;;;325.0;;;;
9735;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 1e kwartaal*;289.0;193.4;;;286.0;;;83.0;;;;
9736;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 2e kwartaal*;288.0;193.1;;;277.0;;;80.0;;;;
9737;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 3e kwartaal*;280.0;188.4;;;296.0;;;83.0;;;;
9738;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 4e kwartaal*;287.0;194.3;;;297.0;;;85.0;;;;
9739;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010*;286.0;192.3;;;1156.0;;;331.0;;;;
9740;Gesubsidieerd onderwijs;Vrou_wen;To_taal dienst_ver_band/ar_beids_re_la_tie;2011, 1e kwartaal*;;;;;;;;;;;;
9741;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2001, 1e kwartaal;67.0;66.7;430.0;0.0;430.0;29.0;0.0;29.0;;0.5;;
9742;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2001, 2e kwartaal;67.0;67.2;417.0;0.0;417.0;28.0;0.0;28.0;;0.6;;
9743;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2001, 3e kwartaal;68.0;67.7;437.0;0.0;437.0;30.0;0.0;30.0;;0.5;;
9744;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2001, 4e kwartaal;69.0;68.7;430.0;0.0;430.0;30.0;0.0;30.0;;0.5;;
9745;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2001;68.0;67.6;1714.0;0.0;1715.0;116.0;0.0;116.0;;2.0;;
9746;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2002, 1e kwartaal;69.0;69.5;424.0;0.0;424.0;29.0;0.0;29.0;;0.5;;
9747;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2002, 2e kwartaal;70.0;70.1;417.0;0.0;417.0;29.0;0.0;29.0;;0.6;;
9748;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2002, 3e kwartaal;71.0;71.0;444.0;0.0;444.0;31.0;0.0;31.0;;0.5;;
9749;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2002, 4e kwartaal;72.0;72.2;430.0;0.0;430.0;31.0;0.0;31.0;;0.6;;
9750;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2002;71.0;70.7;1715.0;0.0;1716.0;121.0;0.0;121.0;;2.2;;
9751;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2003, 1e kwartaal;79.0;78.7;426.0;0.0;426.0;34.0;0.0;34.0;;0.6;;
9752;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2003, 2e kwartaal;78.0;78.4;412.0;0.0;412.0;32.0;0.0;32.0;;0.7;;
9753;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2003, 3e kwartaal;76.0;76.2;446.0;0.0;446.0;34.0;0.0;34.0;;0.6;;
9754;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2003, 4e kwartaal;75.0;74.6;433.0;0.0;433.0;32.0;0.0;32.0;;0.6;;
9755;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2003;77.0;77.0;1717.0;0.0;1717.0;132.0;0.0;132.0;;2.5;;
9756;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2004, 1e kwartaal;83.0;83.1;428.0;0.0;428.0;36.0;0.0;36.0;;0.5;;
9757;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2004, 2e kwartaal;83.0;82.8;407.0;0.0;408.0;34.0;0.0;34.0;;0.7;;
9758;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2004, 3e kwartaal;82.0;82.3;441.0;0.0;441.0;36.0;0.0;36.0;;0.5;;
9759;Gesubsidieerd onderwijs;Vrou_wen;Voltijd;2004, 4e kwartaal;82.0;82.1;441.0;0.0;441.0;36.0;0.0;36.0;;0.6;;
