ID;Regions;Periods;GDP_1;GDPPerCapita_2;RelationGDPBasicPrices_3;TotalValueAddedAtBasicPrices_4;CompensationOfEmployees_5;TaxesNotProductRelated_6;SubsidiesNotProductRelated_7;GrossOperatingSurplus_8;CorrectionOperatingSurplus_9;TotalGrossOperatingSurplus_10
229;Aggl. Arnhem/Nijmegen;2000;15497.0;22.0;1203.0;14293.0;8362.0;153.0;131.0;5909.0;502.0;5407.0
230;Aggl. Arnhem/Nijmegen;2001;16607.0;24.0;1360.0;15247.0;9019.0;168.0;144.0;6204.0;553.0;5651.0
231;Zuidwest-Gelderland;1995;3222.0;15.0;221.0;3000.0;1555.0;43.0;11.0;1414.0;82.0;1332.0
232;Zuidwest-Gelderland;1996;3367.0;16.0;252.0;3116.0;1603.0;44.0;18.0;1487.0;85.0;1402.0
233;Zuidwest-Gelderland;1997;3603.62;16.63;284.21;3319.42;1709.76;44.1;22.95;1588.51;90.77;1497.74
234;Zuidwest-Gelderland;1998;3908.17;17.83;313.72;3594.45;1881.27;47.01;31.83;1698.0;99.05;1598.95
235;Zuidwest-Gelderland;1999;4244.0;19.0;341.0;3903.0;2057.0;52.0;29.0;1823.0;127.0;1696.0
236;Zuidwest-Gelderland;2000;4572.0;20.0;355.0;4217.0;2214.0;56.0;29.0;1976.0;148.0;1828.0
237;Zuidwest-Gelderland;2001;4898.0;22.0;401.0;4497.0;2393.0;62.0;33.0;2076.0;163.0;1913.0
238;Utrecht;1995;24673.0;23.0;1696.0;22978.0;13099.0;243.0;63.0;9699.0;629.0;9069.0
239;Utrecht;1996;26116.0;24.0;1952.0;24164.0;13786.0;255.0;113.0;10237.0;659.0;9578.0
240;Utrecht;1997;27695.03;25.55;2184.23;25510.8;14497.92;255.72;145.83;10902.98;697.59;10205.38
241;Utrecht;1998;30238.56;27.65;2427.32;27811.23;15807.61;270.93;228.22;11960.92;766.39;11194.53
242;Utrecht;1999;32932.0;30.0;2645.0;30287.0;17078.0;308.0;241.0;13141.0;989.0;12152.0
243;Utrecht;2000;34955.0;31.0;2714.0;32241.0;18173.0;327.0;250.0;13990.0;1133.0;12857.0
244;Utrecht;2001;37678.0;34.0;3085.0;34593.0;19635.0;361.0;275.0;14873.0;1255.0;13618.0
245;Kop van Noord-Holland;1995;4967.0;14.0;341.0;4626.0;2580.0;56.0;23.0;2012.0;127.0;1886.0
246;Kop van Noord-Holland;1996;5110.0;15.0;382.0;4728.0;2626.0;58.0;48.0;2091.0;129.0;1963.0
247;Kop van Noord-Holland;1997;5408.03;15.52;426.52;4981.52;2774.49;56.55;44.57;2195.05;136.22;2058.83
248;Kop van Noord-Holland;1998;5708.03;16.3;458.2;5249.83;2937.56;58.95;52.39;2305.71;144.67;2161.05
249;Kop van Noord-Holland;1999;6081.0;17.0;488.0;5593.0;3134.0;65.0;62.0;2456.0;183.0;2273.0
250;Kop van Noord-Holland;2000;6432.0;18.0;499.0;5933.0;3341.0;69.0;55.0;2578.0;209.0;2369.0
251;Kop van Noord-Holland;2001;6924.0;19.0;567.0;6357.0;3609.0;79.0;61.0;2730.0;231.0;2499.0
252;Alkmaar en omgeving;1995;3439.0;15.0;236.0;3203.0;1778.0;38.0;8.0;1395.0;88.0;1308.0
253;Alkmaar en omgeving;1996;3602.0;16.0;269.0;3333.0;1830.0;40.0;16.0;1479.0;91.0;1388.0
254;Alkmaar en omgeving;1997;3782.6;16.67;298.32;3484.27;1905.35;39.94;20.27;1559.26;95.28;1463.98
255;Alkmaar en omgeving;1998;4012.77;17.57;322.11;3690.65;2056.14;42.55;29.01;1620.97;101.7;1519.26
256;Alkmaar en omgeving;1999;4269.0;18.0;343.0;3926.0;2214.0;47.0;32.0;1698.0;128.0;1569.0
257;Alkmaar en omgeving;2000;4571.0;20.0;355.0;4216.0;2368.0;50.0;32.0;1830.0;148.0;1682.0
258;Alkmaar en omgeving;2001;4866.0;21.0;398.0;4468.0;2531.0;56.0;36.0;1918.0;162.0;1756.0
259;IJmond;1995;3417.0;20.0;235.0;3183.0;1620.0;32.0;5.0;1536.0;87.0;1449.0
260;IJmond;1996;3306.0;19.0;247.0;3059.0;1632.0;32.0;11.0;1405.0;83.0;1322.0
261;IJmond;1997;3646.87;21.41;287.62;3359.25;1784.61;33.46;14.12;1555.3;91.86;1463.44
262;IJmond;1998;3651.62;21.34;293.12;3358.5;1816.38;32.96;19.63;1528.8;92.55;1436.25
263;IJmond;1999;3482.0;20.0;280.0;3202.0;1843.0;40.0;18.0;1337.0;105.0;1233.0
264;IJmond;2000;3942.0;23.0;306.0;3636.0;1954.0;42.0;19.0;1659.0;128.0;1531.0
265;IJmond;2001;3709.0;21.0;304.0;3405.0;2079.0;46.0;26.0;1307.0;124.0;1183.0
266;Agglomeratie Haarlem;1995;3893.0;18.0;268.0;3625.0;2079.0;38.0;10.0;1518.0;99.0;1419.0
267;Agglomeratie Haarlem;1996;4055.0;19.0;303.0;3752.0;2169.0;39.0;18.0;1562.0;102.0;1460.0
268;Agglomeratie Haarlem;1997;4281.86;19.79;337.7;3944.16;2258.6;40.19;24.98;1670.34;107.85;1562.49
269;Agglomeratie Haarlem;1998;4314.46;19.92;346.33;3968.13;2316.61;40.47;36.36;1647.41;109.35;1538.06
270;Agglomeratie Haarlem;1999;4589.0;21.0;369.0;4220.0;2447.0;47.0;37.0;1763.0;138.0;1625.0
271;Agglomeratie Haarlem;2000;4768.0;22.0;370.0;4398.0;2549.0;49.0;38.0;1838.0;155.0;1683.0
272;Agglomeratie Haarlem;2001;5119.0;23.0;419.0;4700.0;2755.0;55.0;42.0;1931.0;171.0;1760.0
273;Zaanstreek;1995;2381.0;16.0;164.0;2218.0;1275.0;27.0;11.0;926.0;61.0;865.0
274;Zaanstreek;1996;2577.0;17.0;193.0;2385.0;1329.0;28.0;13.0;1042.0;65.0;977.0
275;Zaanstreek;1997;2766.44;18.54;218.18;2548.26;1428.91;28.36;22.26;1113.25;69.68;1043.56
276;Zaanstreek;1998;2832.87;18.92;227.4;2605.46;1495.15;28.24;28.94;1111.0;71.8;1039.21
277;Zaanstreek;1999;2974.0;20.0;239.0;2735.0;1614.0;28.0;25.0;1118.0;89.0;1029.0
278;Zaanstreek;2000;3092.0;20.0;240.0;2852.0;1688.0;30.0;26.0;1161.0;100.0;1060.0
279;Zaanstreek;2001;3308.0;22.0;271.0;3037.0;1821.0;33.0;28.0;1211.0;110.0;1101.0
280;Groot-Amsterdam;1995;32269.0;29.0;2217.0;30052.0;17174.0;318.0;113.0;12673.0;823.0;11850.0
281;Groot-Amsterdam;1996;33666.0;30.0;2516.0;31150.0;18025.0;323.0;172.0;12974.0;849.0;12125.0
282;Groot-Amsterdam;1997;36262.82;31.91;2859.95;33402.86;19088.15;321.36;224.19;14217.55;913.4;13304.15
283;Groot-Amsterdam;1998;39288.7;34.29;3153.8;36134.9;20931.34;341.83;314.11;15175.84;995.77;14180.07
284;Groot-Amsterdam;1999;42173.0;36.0;3388.0;38785.0;22482.0;384.0;315.0;16235.0;1267.0;14968.0
285;Groot-Amsterdam;2000;45463.0;39.0;3530.0;41933.0;24278.0;433.0;332.0;17554.0;1474.0;16080.0
286;Groot-Amsterdam;2001;48165.0;41.0;3944.0;44221.0;25922.0;486.0;372.0;18185.0;1604.0;16581.0
287;Het Gooi en Vechtstreek;1995;4649.0;20.0;319.0;4329.0;2325.0;48.0;11.0;1967.0;119.0;1849.0
288;Het Gooi en Vechtstreek;1996;4738.0;20.0;354.0;4384.0;2428.0;49.0;19.0;1926.0;120.0;1807.0
289;Het Gooi en Vechtstreek;1997;5240.29;22.51;413.29;4827.0;2573.45;49.76;25.11;2228.9;131.99;2096.91
290;Het Gooi en Vechtstreek;1998;5556.36;23.88;446.02;5110.34;2696.15;50.63;37.93;2401.5;140.83;2260.67
291;Het Gooi en Vechtstreek;1999;6057.0;26.0;487.0;5570.0;2929.0;57.0;37.0;2622.0;182.0;2440.0
292;Het Gooi en Vechtstreek;2000;6415.0;28.0;498.0;5917.0;3114.0;58.0;39.0;2784.0;208.0;2576.0
293;Het Gooi en Vechtstreek;2001;6520.0;28.0;534.0;5986.0;3215.0;62.0;41.0;2750.0;217.0;2533.0
294;Agglomeratie Leiden en Bollenstreek;1995;6429.0;17.0;442.0;5987.0;3421.0;68.0;22.0;2520.0;164.0;2356.0
295;Agglomeratie Leiden en Bollenstreek;1996;6651.0;18.0;497.0;6154.0;3545.0;71.0;38.0;2576.0;168.0;2408.0
296;Agglomeratie Leiden en Bollenstreek;1997;6919.36;18.19;545.71;6373.65;3691.01;70.44;51.4;2663.6;174.29;2489.31
297;Agglomeratie Leiden en Bollenstreek;1998;7252.03;18.99;582.14;6669.89;3866.81;73.11;62.92;2792.89;183.8;2609.08
298;Agglomeratie Leiden en Bollenstreek;1999;7847.0;20.0;630.0;7217.0;4171.0;82.0;71.0;3035.0;236.0;2799.0
299;Agglomeratie Leiden en Bollenstreek;2000;8269.0;21.0;642.0;7627.0;4426.0;85.0;74.0;3189.0;268.0;2921.0
300;Agglomeratie Leiden en Bollenstreek;2001;8833.0;23.0;723.0;8110.0;4752.0;95.0;80.0;3343.0;294.0;3049.0
301;Agglomeratie 's-Gravenhage;1995;16086.0;23.0;1105.0;14981.0;9021.0;147.0;60.0;5873.0;410.0;5462.0
302;Agglomeratie 's-Gravenhage;1996;16727.0;24.0;1250.0;15477.0;9220.0;151.0;96.0;6203.0;422.0;5780.0
303;Agglomeratie 's-Gravenhage;1997;17823.33;25.19;1405.68;16417.65;9826.79;150.51;126.34;6566.7;448.94;6117.76
304;Agglomeratie 's-Gravenhage;1998;18946.17;26.68;1520.85;17425.31;10538.62;156.95;178.48;6908.23;480.19;6428.04
305;Agglomeratie 's-Gravenhage;1999;19945.0;28.0;1602.0;18343.0;11265.0;182.0;253.0;7149.0;599.0;6550.0
306;Agglomeratie 's-Gravenhage;2000;21565.0;30.0;1675.0;19891.0;12130.0;192.0;263.0;7832.0;699.0;7132.0
307;Agglomeratie 's-Gravenhage;2001;23024.0;32.0;1885.0;21139.0;13062.0;208.0;290.0;8159.0;767.0;7392.0
308;Delft en Westland;1995;4980.0;23.0;342.0;4638.0;2370.0;59.0;41.0;2250.0;127.0;2123.0
309;Delft en Westland;1996;5187.0;23.0;388.0;4799.0;2462.0;62.0;54.0;2329.0;131.0;2198.0
310;Delft en Westland;1997;5552.89;24.72;437.94;5114.95;2570.99;63.11;73.8;2554.65;139.87;2414.78
311;Delft en Westland;1998;5904.98;26.01;474.01;5430.97;2752.97;64.71;72.47;2685.76;149.66;2536.1
312;Delft en Westland;1999;6222.0;27.0;500.0;5722.0;2965.0;70.0;58.0;2746.0;187.0;2559.0
313;Delft en Westland;2000;6669.0;29.0;518.0;6151.0;3198.0;73.0;52.0;2933.0;216.0;2716.0
314;Delft en Westland;2001;6999.0;30.0;573.0;6426.0;3469.0;84.0;53.0;2926.0;233.0;2693.0
315;Oost-Zuid-Holland;1995;5115.0;16.0;351.0;4763.0;2546.0;64.0;15.0;2168.0;130.0;2038.0
316;Oost-Zuid-Holland;1996;5332.0;17.0;398.0;4934.0;2635.0;66.0;26.0;2259.0;135.0;2124.0
317;Oost-Zuid-Holland;1997;5692.79;17.85;448.97;5243.81;2842.05;63.74;33.43;2371.46;143.39;2228.07
318;Oost-Zuid-Holland;1998;6091.53;19.02;488.98;5602.55;3027.64;68.99;45.94;2551.85;154.39;2397.46
319;Oost-Zuid-Holland;1999;6492.0;20.0;521.0;5970.0;3220.0;74.0;47.0;2724.0;195.0;2529.0
320;Oost-Zuid-Holland;2000;6928.0;22.0;538.0;6390.0;3426.0;78.0;47.0;2933.0;225.0;2708.0
321;Oost-Zuid-Holland;2001;7347.0;23.0;602.0;6745.0;3679.0;88.0;52.0;3031.0;245.0;2786.0
322;Groot-Rijnmond;1995;27478.0;21.0;1888.0;25589.0;13690.0;363.0;86.0;11623.0;701.0;10922.0
323;Groot-Rijnmond;1996;28069.0;21.0;2097.0;25971.0;14147.0;367.0;146.0;11604.0;708.0;10895.0
324;Groot-Rijnmond;1997;29664.46;22.56;2339.56;27324.91;14929.85;371.2;202.49;12226.35;747.2;11479.15
325;Groot-Rijnmond;1998;31476.13;23.81;2526.66;28949.46;15789.32;376.89;272.04;13055.29;797.76;12257.53
326;Groot-Rijnmond;1999;32623.0;24.0;2621.0;30003.0;16697.0;420.0;303.0;13189.0;980.0;12209.0
327;Groot-Rijnmond;2000;34982.0;26.0;2716.0;32266.0;17804.0;454.0;316.0;14323.0;1134.0;13189.0
328;Groot-Rijnmond;2001;37427.0;28.0;3065.0;34362.0;19009.0;493.0;338.0;15198.0;1247.0;13951.0
329;Zuidoost-Zuid-Holland;1995;7131.0;18.0;490.0;6641.0;3817.0;78.0;22.0;2769.0;182.0;2587.0
330;Zuidoost-Zuid-Holland;1996;7631.0;19.0;570.0;7061.0;4034.0;83.0;38.0;2983.0;193.0;2790.0
331;Zuidoost-Zuid-Holland;1997;8206.22;20.23;647.2;7559.02;4209.48;82.92;52.73;3319.34;206.7;3112.63
332;Zuidoost-Zuid-Holland;1998;8775.12;21.53;704.4;8070.72;4542.19;87.66;81.51;3522.37;222.4;3299.97
333;Zuidoost-Zuid-Holland;1999;9295.0;23.0;747.0;8548.0;4812.0;93.0;95.0;3738.0;279.0;3459.0
334;Zuidoost-Zuid-Holland;2000;9913.0;24.0;770.0;9144.0;5148.0;97.0;102.0;4000.0;321.0;3678.0
335;Zuidoost-Zuid-Holland;2001;10585.0;26.0;867.0;9718.0;5554.0;108.0;120.0;4175.0;353.0;3822.0
336;Zeeuwsch-Vlaanderen;1995;2614.0;24.0;180.0;2434.0;985.0;34.0;8.0;1423.0;67.0;1357.0
337;Zeeuwsch-Vlaanderen;1996;2511.0;23.0;188.0;2323.0;1044.0;34.0;18.0;1263.0;63.0;1200.0
338;Zeeuwsch-Vlaanderen;1997;2559.7;23.89;201.88;2357.82;1065.22;35.67;17.24;1274.18;64.47;1209.7
339;Zeeuwsch-Vlaanderen;1998;2580.44;24.08;207.14;2373.3;1106.18;34.11;21.24;1254.25;65.4;1188.85
340;Zeeuwsch-Vlaanderen;1999;2526.0;24.0;203.0;2323.0;1143.0;32.0;34.0;1182.0;76.0;1106.0
341;Zeeuwsch-Vlaanderen;2000;2942.0;27.0;228.0;2714.0;1202.0;34.0;25.0;1503.0;95.0;1408.0
342;Zeeuwsch-Vlaanderen;2001;2988.0;28.0;245.0;2743.0;1276.0;39.0;29.0;1457.0;100.0;1357.0
343;Overig Zeeland;1995;4260.0;16.0;293.0;3967.0;2040.0;59.0;15.0;1883.0;109.0;1774.0
344;Overig Zeeland;1996;4246.0;16.0;317.0;3928.0;2065.0;59.0;30.0;1834.0;107.0;1727.0
345;Overig Zeeland;1997;4387.05;16.74;345.99;4041.05;2191.31;61.07;32.13;1820.8;110.5;1710.3
346;Overig Zeeland;1998;4742.83;18.03;380.72;4362.11;2294.79;62.73;44.24;2048.84;120.21;1928.64
347;Overig Zeeland;1999;4940.0;19.0;397.0;4543.0;2455.0;69.0;59.0;2077.0;148.0;1929.0
348;Overig Zeeland;2000;5202.0;20.0;404.0;4798.0;2611.0;73.0;50.0;2164.0;169.0;1995.0
349;Overig Zeeland;2001;5794.0;22.0;474.0;5320.0;2779.0;84.0;57.0;2515.0;193.0;2322.0
350;West-Noord-Brabant;1995;11421.0;20.0;785.0;10636.0;5570.0;125.0;35.0;4976.0;291.0;4685.0
351;West-Noord-Brabant;1996;12105.0;21.0;905.0;11200.0;5791.0;133.0;58.0;5334.0;305.0;5029.0
352;West-Noord-Brabant;1997;13000.48;22.42;1025.31;11975.16;6085.17;131.85;76.02;5834.16;327.46;5506.7
353;West-Noord-Brabant;1998;13610.35;23.32;1092.54;12517.81;6530.98;136.45;103.9;5954.27;344.95;5609.32
354;West-Noord-Brabant;1999;14406.0;24.0;1157.0;13249.0;6915.0;165.0;116.0;6285.0;433.0;5853.0
355;West-Noord-Brabant;2000;15419.0;26.0;1197.0;14221.0;7403.0;175.0;113.0;6756.0;500.0;6256.0
356;West-Noord-Brabant;2001;16337.0;27.0;1338.0;14999.0;7889.0;195.0;124.0;7038.0;544.0;6494.0
357;Midden-Noord-Brabant;1995;7316.0;16.0;503.0;6813.0;4047.0;78.0;23.0;2711.0;187.0;2524.0
358;Midden-Noord-Brabant;1996;7652.0;17.0;572.0;7080.0;4171.0;81.0;44.0;2871.0;193.0;2678.0
359;Midden-Noord-Brabant;1997;7671.74;17.94;605.05;7066.69;4140.62;77.83;67.55;2915.79;193.24;2722.56
360;Midden-Noord-Brabant;1998;8127.74;18.78;652.43;7475.3;4390.7;76.82;72.43;3080.22;206.0;2874.22
361;Midden-Noord-Brabant;1999;8573.0;19.0;689.0;7884.0;4684.0;86.0;66.0;3180.0;257.0;2923.0
362;Midden-Noord-Brabant;2000;9198.0;21.0;714.0;8484.0;5062.0;92.0;65.0;3395.0;298.0;3097.0
363;Midden-Noord-Brabant;2001;9778.0;22.0;801.0;8977.0;5422.0;103.0;75.0;3526.0;326.0;3200.0
364;Noordoost-Noord-Brabant;1995;11303.0;20.0;777.0;10527.0;5774.0;147.0;37.0;4642.0;288.0;4354.0
365;Noordoost-Noord-Brabant;1996;11762.0;20.0;879.0;10883.0;5981.0;155.0;66.0;4813.0;297.0;4517.0
366;Noordoost-Noord-Brabant;1997;12246.69;20.2;965.86;11280.83;6618.66;150.64;708.84;5220.36;308.47;4911.89
367;Noordoost-Noord-Brabant;1998;13748.2;22.55;1103.6;12644.6;7175.97;163.84;122.83;5427.62;348.45;5079.18
368;Noordoost-Noord-Brabant;1999;14992.0;24.0;1204.0;13788.0;7765.0;185.0;124.0;5962.0;450.0;5512.0
369;Noordoost-Noord-Brabant;2000;16131.0;26.0;1253.0;14879.0;8386.0;203.0;125.0;6414.0;523.0;5891.0
370;Noordoost-Noord-Brabant;2001;17053.0;27.0;1396.0;15657.0;8937.0;225.0;145.0;6641.0;568.0;6073.0
371;Zuidoost-Noord-Brabant;1995;13068.0;19.0;898.0;12170.0;7035.0;131.0;37.0;5040.0;333.0;4707.0
372;Zuidoost-Noord-Brabant;1996;13855.0;20.0;1035.0;12819.0;7394.0;141.0;73.0;5358.0;350.0;5009.0
373;Zuidoost-Noord-Brabant;1997;14434.78;20.68;1138.43;13296.34;7820.29;138.24;376.8;5714.61;363.59;5351.02
374;Zuidoost-Noord-Brabant;1998;15539.35;22.13;1247.38;14291.97;8382.79;150.0;147.78;5906.95;393.84;5513.11
375;Zuidoost-Noord-Brabant;1999;16724.0;23.0;1343.0;15381.0;9010.0;168.0;204.0;6407.0;502.0;5904.0
376;Zuidoost-Noord-Brabant;2000;17980.0;25.0;1396.0;16584.0;9682.0;181.0;217.0;6937.0;583.0;6354.0
377;Zuidoost-Noord-Brabant;2001;18879.0;26.0;1546.0;17333.0;10362.0;203.0;252.0;7021.0;629.0;6392.0
378;Noord-Limburg;1995;4795.0;18.0;330.0;4466.0;2503.0;59.0;21.0;1924.0;122.0;1802.0
379;Noord-Limburg;1996;4977.0;18.0;372.0;4605.0;2585.0;64.0;36.0;1992.0;126.0;1866.0
380;Noord-Limburg;1997;5115.65;18.93;403.46;4712.19;2671.72;59.25;153.78;2135.01;128.86;2006.15
381;Noord-Limburg;1998;5475.73;20.19;439.55;5036.18;2845.54;64.84;63.64;2189.43;138.78;2050.65
382;Noord-Limburg;1999;5716.0;21.0;459.0;5257.0;3006.0;72.0;70.0;2248.0;172.0;2076.0
383;Noord-Limburg;2000;6069.0;22.0;471.0;5598.0;3204.0;79.0;68.0;2383.0;197.0;2186.0
384;Noord-Limburg;2001;6438.0;23.0;527.0;5911.0;3471.0;89.0;78.0;2429.0;214.0;2215.0
385;Midden-Limburg;1995;3573.0;17.0;246.0;3327.0;1899.0;44.0;11.0;1395.0;91.0;1304.0
386;Midden-Limburg;1996;3738.0;17.0;279.0;3459.0;1962.0;46.0;22.0;1473.0;94.0;1378.0
387;Midden-Limburg;1997;3900.06;17.95;307.59;3592.47;2071.28;44.29;83.15;1560.06;98.24;1461.82
388;Midden-Limburg;1998;4124.04;18.92;331.05;3792.99;2212.3;47.52;37.85;1571.02;104.52;1466.5
389;Midden-Limburg;1999;4383.0;20.0;352.0;4031.0;2360.0;52.0;31.0;1650.0;132.0;1519.0
390;Midden-Limburg;2000;4648.0;21.0;361.0;4287.0;2510.0;55.0;27.0;1750.0;151.0;1599.0
391;Midden-Limburg;2001;4930.0;22.0;404.0;4526.0;2666.0;61.0;37.0;1837.0;164.0;1673.0
392;Zuid-Limburg;1995;10826.0;17.0;744.0;10082.0;5584.0;111.0;38.0;4424.0;276.0;4148.0
393;Zuid-Limburg;1996;10891.0;17.0;814.0;10078.0;5793.0;118.0;67.0;4234.0;275.0;3960.0
394;Zuid-Limburg;1997;12046.86;18.55;950.1;11096.76;6137.77;123.23;85.94;4921.7;303.44;4618.25
395;Zuid-Limburg;1998;12879.1;19.83;1033.84;11845.26;6524.6;126.3;120.92;5315.28;326.42;4988.86
396;Zuid-Limburg;1999;13657.0;21.0;1097.0;12560.0;6909.0;138.0;114.0;5627.0;410.0;5217.0
397;Zuid-Limburg;2000;14244.0;22.0;1106.0;13138.0;7285.0;147.0;114.0;5819.0;462.0;5357.0
398;Zuid-Limburg;2001;14825.0;23.0;1214.0;13611.0;7676.0;160.0;121.0;5896.0;494.0;5402.0
399;Flevoland;1995;3951.0;15.0;272.0;3680.0;1799.0;63.0;19.0;1837.0;101.0;1736.0
400;Flevoland;1996;4046.0;15.0;302.0;3743.0;1882.0;63.0;37.0;1836.0;102.0;1734.0
401;Flevoland;1997;4442.21;15.46;350.35;4091.87;2056.35;61.57;34.76;2008.71;111.89;1896.82
402;Flevoland;1998;4817.46;16.06;386.71;4430.75;2237.48;69.13;47.09;2171.23;122.1;2049.13
403;Flevoland;1999;5384.0;17.0;433.0;4952.0;2518.0;77.0;77.0;2433.0;162.0;2272.0
404;Flevoland;2000;5820.0;18.0;452.0;5368.0;2767.0;84.0;57.0;2575.0;189.0;2386.0
405;Flevoland;2001;6511.0;19.0;533.0;5978.0;3096.0;98.0;74.0;2858.0;217.0;2641.0
406;Utrecht-West;1995;2430.0;16.0;167.0;2263.0;1249.0;32.0;8.0;990.0;62.0;928.0
407;Utrecht-West;1996;2565.0;17.0;192.0;2373.0;1289.0;32.0;13.0;1066.0;65.0;1001.0
408;Utrecht-West;1997;2772.12;17.86;218.63;2553.49;1391.88;32.71;15.35;1144.26;69.83;1074.43
409;Utrecht-West;1998;3032.73;19.44;243.44;2789.28;1524.75;33.66;25.94;1256.82;76.86;1179.95
410;Utrecht-West;1999;3250.0;21.0;261.0;2989.0;1623.0;38.0;23.0;1351.0;98.0;1253.0
411;Utrecht-West;2000;3476.0;22.0;270.0;3206.0;1742.0;41.0;24.0;1448.0;113.0;1335.0
412;Utrecht-West;2001;3709.0;23.0;304.0;3405.0;1875.0;45.0;26.0;1512.0;124.0;1388.0
413;Stadsgewest Amersfoort;1995;5142.0;21.0;353.0;4789.0;2562.0;49.0;12.0;2189.0;131.0;2058.0
414;Stadsgewest Amersfoort;1996;5417.0;22.0;405.0;5012.0;2682.0;52.0;23.0;2301.0;137.0;2164.0
415;Stadsgewest Amersfoort;1997;5749.98;22.7;453.49;5296.49;2778.86;52.87;27.84;2492.6;144.83;2347.77
416;Stadsgewest Amersfoort;1998;6324.65;24.63;507.69;5816.96;3062.35;54.78;44.22;2744.04;160.3;2583.75
417;Stadsgewest Amersfoort;1999;7036.0;27.0;565.0;6471.0;3309.0;64.0;49.0;3147.0;211.0;2936.0
418;Stadsgewest Amersfoort;2000;7560.0;29.0;587.0;6973.0;3539.0;68.0;52.0;3418.0;245.0;3173.0
419;Stadsgewest Amersfoort;2001;8154.0;31.0;668.0;7486.0;3825.0;75.0;58.0;3645.0;272.0;3373.0
420;Stadsgewest Utrecht;1995;14912.0;29.0;1025.0;13887.0;8087.0;138.0;37.0;5699.0;380.0;5319.0
421;Stadsgewest Utrecht;1996;15821.0;30.0;1182.0;14639.0;8561.0;146.0;65.0;5998.0;399.0;5598.0
422;Stadsgewest Utrecht;1997;16710.49;31.81;1317.91;15392.57;9011.57;145.23;89.96;6325.73;420.91;5904.82
423;Stadsgewest Utrecht;1998;18266.16;34.51;1466.27;16799.89;9821.11;155.84;135.97;6958.9;462.95;6495.95
424;Stadsgewest Utrecht;1999;19874.0;37.0;1596.0;18278.0;10671.0;177.0;149.0;7579.0;597.0;6982.0
425;Stadsgewest Utrecht;2000;20936.0;39.0;1626.0;19310.0;11293.0;187.0;153.0;7983.0;679.0;7304.0
426;Stadsgewest Utrecht;2001;22566.0;41.0;1848.0;20718.0;12176.0;204.0;167.0;8505.0;752.0;7753.0
427;Zuidoost-Utrecht;1995;2189.0;15.0;150.0;2039.0;1201.0;23.0;6.0;820.0;56.0;764.0
428;Zuidoost-Utrecht;1996;2313.0;16.0;173.0;2140.0;1254.0;25.0;12.0;872.0;58.0;814.0
429;Zuidoost-Utrecht;1997;2462.45;16.41;194.21;2268.24;1315.61;24.92;12.68;940.39;62.03;878.36
430;Zuidoost-Utrecht;1998;2615.02;17.25;209.91;2405.11;1399.39;26.64;22.09;1001.16;66.28;934.88
431;Zuidoost-Utrecht;1999;2771.0;18.0;223.0;2549.0;1476.0;29.0;21.0;1064.0;83.0;981.0
432;Zuidoost-Utrecht;2000;2983.0;19.0;232.0;2751.0;1599.0;31.0;21.0;1142.0;97.0;1045.0
433;Zuidoost-Utrecht;2001;3250.0;21.0;266.0;2984.0;1759.0;37.0;24.0;1211.0;108.0;1103.0
434;Amsterdam;1995;20761.0;29.0;1427.0;19334.0;11292.0;190.0;65.0;7918.0;530.0;7388.0
435;Amsterdam;1996;21764.0;30.0;1626.0;20137.0;11869.0;202.0;107.0;8174.0;549.0;7625.0
436;Amsterdam;1997;22929.49;32.0;1808.39;21121.11;12548.36;198.6;145.73;8519.88;577.56;7942.32
437;Amsterdam;1998;24821.51;34.35;1992.48;22829.02;13703.03;213.24;206.74;9119.49;629.1;8490.39
438;Amsterdam;1999;26611.0;36.0;2138.0;24473.0;14568.0;241.0;223.0;9888.0;799.0;9089.0
439;Amsterdam;2000;28678.0;39.0;2227.0;26451.0;15767.0;257.0;241.0;10669.0;930.0;9739.0
440;Amsterdam;2001;30546.0;42.0;2501.0;28045.0;16872.0;279.0;270.0;11164.0;1017.0;10147.0
441;Overig Agglomeratie Amsterdam;1995;3277.0;25.0;225.0;3052.0;1645.0;29.0;10.0;1388.0;84.0;1304.0
442;Overig Agglomeratie Amsterdam;1996;3409.0;26.0;255.0;3154.0;1724.0;30.0;14.0;1414.0;86.0;1328.0
443;Overig Agglomeratie Amsterdam;1997;3583.76;27.19;282.64;3301.12;1717.11;30.09;19.18;1573.09;90.27;1482.83
444;Overig Agglomeratie Amsterdam;1998;3989.74;30.04;320.27;3669.47;1966.9;31.48;29.16;1700.24;101.12;1599.13
445;Overig Agglomeratie Amsterdam;1999;4522.0;34.0;363.0;4159.0;2259.0;38.0;36.0;1898.0;136.0;1762.0
446;Overig Agglomeratie Amsterdam;2000;4829.0;36.0;375.0;4454.0;2426.0;42.0;36.0;2023.0;157.0;1866.0
447;Overig Agglomeratie Amsterdam;2001;4979.0;37.0;408.0;4571.0;2513.0;46.0;38.0;2051.0;166.0;1885.0
448;Edam-Volendam e.o.;1995;1425.0;11.0;98.0;1327.0;701.0;19.0;3.0;611.0;36.0;575.0
449;Edam-Volendam e.o.;1996;1536.0;12.0;115.0;1421.0;738.0;19.0;7.0;671.0;39.0;632.0
450;Edam-Volendam e.o.;1997;1636.25;12.46;129.05;1507.2;780.81;19.46;8.76;715.69;41.21;674.48
