ID;Zorgvormen;RegioS;Perioden;JongerenMetKostenZvwGGZ_1;GedeclareerdeEnToegekendeKosten_2
2454;1e lijns geestelijke gezondheidszorg;Amersfoort (GA);2013;1355.0;341.0
2455;1e lijns geestelijke gezondheidszorg;Amersfoort (GA);2014;;
2456;1e lijns geestelijke gezondheidszorg;Utrecht (GA);2011;2120.0;801.0
2457;1e lijns geestelijke gezondheidszorg;Utrecht (GA);2012;2350.0;561.0
2458;1e lijns geestelijke gezondheidszorg;Utrecht (GA);2013;2285.0;548.0
2459;1e lijns geestelijke gezondheidszorg;Utrecht (GA);2014;;
2460;1e lijns geestelijke gezondheidszorg;Amsterdam (GA);2011;2025.0;769.0
2461;1e lijns geestelijke gezondheidszorg;Amsterdam (GA);2012;2150.0;563.0
2462;1e lijns geestelijke gezondheidszorg;Amsterdam (GA);2013;2495.0;665.0
2463;1e lijns geestelijke gezondheidszorg;Amsterdam (GA);2014;;
2464;1e lijns geestelijke gezondheidszorg;Haarlem (GA);2011;750.0;243.0
2465;1e lijns geestelijke gezondheidszorg;Haarlem (GA);2012;815.0;182.0
2466;1e lijns geestelijke gezondheidszorg;Haarlem (GA);2013;820.0;178.0
2467;1e lijns geestelijke gezondheidszorg;Haarlem (GA);2014;;
2468;1e lijns geestelijke gezondheidszorg;Leiden (GA);2011;1100.0;387.0
2469;1e lijns geestelijke gezondheidszorg;Leiden (GA);2012;1105.0;258.0
2470;1e lijns geestelijke gezondheidszorg;Leiden (GA);2013;1085.0;242.0
2471;1e lijns geestelijke gezondheidszorg;Leiden (GA);2014;;
2472;1e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2011;1875.0;652.0
2473;1e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2012;1855.0;443.0
2474;1e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2013;1955.0;425.0
2475;1e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2014;;
2476;1e lijns geestelijke gezondheidszorg;Rotterdam (GA);2011;2700.0;968.0
2477;1e lijns geestelijke gezondheidszorg;Rotterdam (GA);2012;2340.0;538.0
2478;1e lijns geestelijke gezondheidszorg;Rotterdam (GA);2013;2070.0;468.0
2479;1e lijns geestelijke gezondheidszorg;Rotterdam (GA);2014;;
2480;1e lijns geestelijke gezondheidszorg;Dordrecht (GA);2011;1035.0;360.0
2481;1e lijns geestelijke gezondheidszorg;Dordrecht (GA);2012;1070.0;247.0
2482;1e lijns geestelijke gezondheidszorg;Dordrecht (GA);2013;970.0;213.0
2483;1e lijns geestelijke gezondheidszorg;Dordrecht (GA);2014;;
2484;1e lijns geestelijke gezondheidszorg;Breda (GA);2011;655.0;241.0
2485;1e lijns geestelijke gezondheidszorg;Breda (GA);2012;540.0;123.0
2486;1e lijns geestelijke gezondheidszorg;Breda (GA);2013;545.0;125.0
2487;1e lijns geestelijke gezondheidszorg;Breda (GA);2014;;
2488;1e lijns geestelijke gezondheidszorg;Tilburg (GA);2011;1055.0;356.0
2489;1e lijns geestelijke gezondheidszorg;Tilburg (GA);2012;915.0;220.0
2490;1e lijns geestelijke gezondheidszorg;Tilburg (GA);2013;760.0;177.0
2491;1e lijns geestelijke gezondheidszorg;Tilburg (GA);2014;;
2492;1e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2011;1310.0;539.0
2493;1e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2012;995.0;258.0
2494;1e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2013;900.0;242.0
2495;1e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2014;;
2496;1e lijns geestelijke gezondheidszorg;Eindhoven (GA);2011;885.0;305.0
2497;1e lijns geestelijke gezondheidszorg;Eindhoven (GA);2012;895.0;201.0
2498;1e lijns geestelijke gezondheidszorg;Eindhoven (GA);2013;975.0;211.0
2499;1e lijns geestelijke gezondheidszorg;Eindhoven (GA);2014;;
2500;1e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2011;505.0;182.0
2501;1e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2012;525.0;126.0
2502;1e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2013;475.0;114.0
2503;1e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2014;;
2504;1e lijns geestelijke gezondheidszorg;Heerlen (GA);2011;795.0;309.0
2505;1e lijns geestelijke gezondheidszorg;Heerlen (GA);2012;730.0;174.0
2506;1e lijns geestelijke gezondheidszorg;Heerlen (GA);2013;740.0;179.0
2507;1e lijns geestelijke gezondheidszorg;Heerlen (GA);2014;;
2508;1e lijns geestelijke gezondheidszorg;Maastricht (GA);2011;800.0;254.0
2509;1e lijns geestelijke gezondheidszorg;Maastricht (GA);2012;680.0;147.0
2510;1e lijns geestelijke gezondheidszorg;Maastricht (GA);2013;600.0;131.0
2511;1e lijns geestelijke gezondheidszorg;Maastricht (GA);2014;;
2512;1e lijns geestelijke gezondheidszorg;Aa en Hunze;2011;80.0;25.0
2513;1e lijns geestelijke gezondheidszorg;Aa en Hunze;2012;85.0;17.0
2514;1e lijns geestelijke gezondheidszorg;Aa en Hunze;2013;65.0;15.0
2515;1e lijns geestelijke gezondheidszorg;Aa en Hunze;2014;;
2516;1e lijns geestelijke gezondheidszorg;Aalburg;2011;80.0;29.0
2517;1e lijns geestelijke gezondheidszorg;Aalburg;2012;60.0;14.0
2518;1e lijns geestelijke gezondheidszorg;Aalburg;2013;60.0;14.0
2519;1e lijns geestelijke gezondheidszorg;Aalburg;2014;;
2520;1e lijns geestelijke gezondheidszorg;Aalsmeer;2011;165.0;53.0
2521;1e lijns geestelijke gezondheidszorg;Aalsmeer;2012;145.0;33.0
2522;1e lijns geestelijke gezondheidszorg;Aalsmeer;2013;140.0;31.0
2523;1e lijns geestelijke gezondheidszorg;Aalsmeer;2014;;
2524;1e lijns geestelijke gezondheidszorg;Aalten;2011;85.0;34.0
2525;1e lijns geestelijke gezondheidszorg;Aalten;2012;85.0;19.0
2526;1e lijns geestelijke gezondheidszorg;Aalten;2013;75.0;18.0
2527;1e lijns geestelijke gezondheidszorg;Aalten;2014;;
2528;1e lijns geestelijke gezondheidszorg;Achtkarspelen;2011;70.0;26.0
2529;1e lijns geestelijke gezondheidszorg;Achtkarspelen;2012;75.0;18.0
2530;1e lijns geestelijke gezondheidszorg;Achtkarspelen;2013;55.0;14.0
2531;1e lijns geestelijke gezondheidszorg;Achtkarspelen;2014;;
2532;1e lijns geestelijke gezondheidszorg;Alblasserdam;2011;100.0;35.0
2533;1e lijns geestelijke gezondheidszorg;Alblasserdam;2012;80.0;19.0
2534;1e lijns geestelijke gezondheidszorg;Alblasserdam;2013;65.0;16.0
2535;1e lijns geestelijke gezondheidszorg;Alblasserdam;2014;;
2536;1e lijns geestelijke gezondheidszorg;Albrandswaard;2011;95.0;33.0
2537;1e lijns geestelijke gezondheidszorg;Albrandswaard;2012;80.0;23.0
2538;1e lijns geestelijke gezondheidszorg;Albrandswaard;2013;75.0;17.0
2539;1e lijns geestelijke gezondheidszorg;Albrandswaard;2014;;
2540;1e lijns geestelijke gezondheidszorg;Alkmaar;2011;315.0;114.0
2541;1e lijns geestelijke gezondheidszorg;Alkmaar;2012;340.0;87.0
2542;1e lijns geestelijke gezondheidszorg;Alkmaar;2013;350.0;90.0
2543;1e lijns geestelijke gezondheidszorg;Alkmaar;2014;;
2544;1e lijns geestelijke gezondheidszorg;Almelo;2011;280.0;114.0
2545;1e lijns geestelijke gezondheidszorg;Almelo;2012;290.0;73.0
2546;1e lijns geestelijke gezondheidszorg;Almelo;2013;315.0;77.0
2547;1e lijns geestelijke gezondheidszorg;Almelo;2014;;
2548;1e lijns geestelijke gezondheidszorg;Almere;2011;775.0;326.0
2549;1e lijns geestelijke gezondheidszorg;Almere;2012;1150.0;337.0
2550;1e lijns geestelijke gezondheidszorg;Almere;2013;1090.0;277.0
2551;1e lijns geestelijke gezondheidszorg;Almere;2014;;
2552;1e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2011;265.0;88.0
2553;1e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2012;265.0;56.0
2554;1e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2013;285.0;65.0
2555;1e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2014;;
2556;1e lijns geestelijke gezondheidszorg;Alphen-Chaam;2011;30.0;9.0
2557;1e lijns geestelijke gezondheidszorg;Alphen-Chaam;2012;20.0;6.0
2558;1e lijns geestelijke gezondheidszorg;Alphen-Chaam;2013;25.0;5.0
2559;1e lijns geestelijke gezondheidszorg;Alphen-Chaam;2014;;
2560;1e lijns geestelijke gezondheidszorg;Ameland;2011;5.0;1.0
2561;1e lijns geestelijke gezondheidszorg;Ameland;2012;0.0;0.0
2562;1e lijns geestelijke gezondheidszorg;Ameland;2013;5.0;1.0
2563;1e lijns geestelijke gezondheidszorg;Ameland;2014;;
2564;1e lijns geestelijke gezondheidszorg;Amersfoort;2011;940.0;353.0
2565;1e lijns geestelijke gezondheidszorg;Amersfoort;2012;1080.0;351.0
2566;1e lijns geestelijke gezondheidszorg;Amersfoort;2013;1190.0;301.0
2567;1e lijns geestelijke gezondheidszorg;Amersfoort;2014;;
2568;1e lijns geestelijke gezondheidszorg;Amstelveen;2011;330.0;121.0
2569;1e lijns geestelijke gezondheidszorg;Amstelveen;2012;335.0;78.0
2570;1e lijns geestelijke gezondheidszorg;Amstelveen;2013;305.0;73.0
2571;1e lijns geestelijke gezondheidszorg;Amstelveen;2014;;
2572;1e lijns geestelijke gezondheidszorg;Amsterdam;2011;1140.0;441.0
2573;1e lijns geestelijke gezondheidszorg;Amsterdam;2012;1250.0;323.0
2574;1e lijns geestelijke gezondheidszorg;Amsterdam;2013;1465.0;407.0
2575;1e lijns geestelijke gezondheidszorg;Amsterdam;2014;;
2576;1e lijns geestelijke gezondheidszorg;Anna Paulowna;2011;60.0;25.0
2577;1e lijns geestelijke gezondheidszorg;Anna Paulowna;2012;;
2578;1e lijns geestelijke gezondheidszorg;Anna Paulowna;2013;;
2579;1e lijns geestelijke gezondheidszorg;Anna Paulowna;2014;;
2580;1e lijns geestelijke gezondheidszorg;Apeldoorn;2011;600.0;209.0
2581;1e lijns geestelijke gezondheidszorg;Apeldoorn;2012;760.0;174.0
2582;1e lijns geestelijke gezondheidszorg;Apeldoorn;2013;745.0;164.0
2583;1e lijns geestelijke gezondheidszorg;Apeldoorn;2014;;
2584;1e lijns geestelijke gezondheidszorg;Appingedam;2011;20.0;8.0
2585;1e lijns geestelijke gezondheidszorg;Appingedam;2012;15.0;4.0
2586;1e lijns geestelijke gezondheidszorg;Appingedam;2013;25.0;6.0
2587;1e lijns geestelijke gezondheidszorg;Appingedam;2014;;
2588;1e lijns geestelijke gezondheidszorg;Arnhem;2011;435.0;159.0
2589;1e lijns geestelijke gezondheidszorg;Arnhem;2012;440.0;112.0
2590;1e lijns geestelijke gezondheidszorg;Arnhem;2013;460.0;110.0
2591;1e lijns geestelijke gezondheidszorg;Arnhem;2014;;
2592;1e lijns geestelijke gezondheidszorg;Assen;2011;380.0;130.0
2593;1e lijns geestelijke gezondheidszorg;Assen;2012;325.0;103.0
2594;1e lijns geestelijke gezondheidszorg;Assen;2013;310.0;69.0
2595;1e lijns geestelijke gezondheidszorg;Assen;2014;;
2596;1e lijns geestelijke gezondheidszorg;Asten;2011;60.0;14.0
2597;1e lijns geestelijke gezondheidszorg;Asten;2012;55.0;14.0
2598;1e lijns geestelijke gezondheidszorg;Asten;2013;20.0;4.0
2599;1e lijns geestelijke gezondheidszorg;Asten;2014;;
2600;1e lijns geestelijke gezondheidszorg;Baarle-Nassau;2011;10.0;3.0
2601;1e lijns geestelijke gezondheidszorg;Baarle-Nassau;2012;15.0;4.0
2602;1e lijns geestelijke gezondheidszorg;Baarle-Nassau;2013;10.0;3.0
2603;1e lijns geestelijke gezondheidszorg;Baarle-Nassau;2014;;
2604;1e lijns geestelijke gezondheidszorg;Baarn;2011;125.0;48.0
2605;1e lijns geestelijke gezondheidszorg;Baarn;2012;155.0;39.0
2606;1e lijns geestelijke gezondheidszorg;Baarn;2013;145.0;37.0
2607;1e lijns geestelijke gezondheidszorg;Baarn;2014;;
2608;1e lijns geestelijke gezondheidszorg;Barendrecht;2011;350.0;152.0
2609;1e lijns geestelijke gezondheidszorg;Barendrecht;2012;305.0;80.0
2610;1e lijns geestelijke gezondheidszorg;Barendrecht;2013;265.0;68.0
2611;1e lijns geestelijke gezondheidszorg;Barendrecht;2014;;
2612;1e lijns geestelijke gezondheidszorg;Barneveld;2011;155.0;52.0
2613;1e lijns geestelijke gezondheidszorg;Barneveld;2012;145.0;39.0
2614;1e lijns geestelijke gezondheidszorg;Barneveld;2013;130.0;29.0
2615;1e lijns geestelijke gezondheidszorg;Barneveld;2014;;
2616;1e lijns geestelijke gezondheidszorg;Bedum;2011;25.0;8.0
2617;1e lijns geestelijke gezondheidszorg;Bedum;2012;35.0;8.0
2618;1e lijns geestelijke gezondheidszorg;Bedum;2013;30.0;7.0
2619;1e lijns geestelijke gezondheidszorg;Bedum;2014;;
2620;1e lijns geestelijke gezondheidszorg;Beek (L.);2011;75.0;28.0
2621;1e lijns geestelijke gezondheidszorg;Beek (L.);2012;80.0;21.0
2622;1e lijns geestelijke gezondheidszorg;Beek (L.);2013;60.0;16.0
2623;1e lijns geestelijke gezondheidszorg;Beek (L.);2014;;
2624;1e lijns geestelijke gezondheidszorg;Beemster;2011;15.0;5.0
2625;1e lijns geestelijke gezondheidszorg;Beemster;2012;15.0;4.0
2626;1e lijns geestelijke gezondheidszorg;Beemster;2013;15.0;2.0
2627;1e lijns geestelijke gezondheidszorg;Beemster;2014;;
2628;1e lijns geestelijke gezondheidszorg;Beesel;2011;20.0;6.0
2629;1e lijns geestelijke gezondheidszorg;Beesel;2012;20.0;4.0
2630;1e lijns geestelijke gezondheidszorg;Beesel;2013;20.0;5.0
2631;1e lijns geestelijke gezondheidszorg;Beesel;2014;;
2632;1e lijns geestelijke gezondheidszorg;Bellingwedde;2011;10.0;3.0
2633;1e lijns geestelijke gezondheidszorg;Bellingwedde;2012;5.0;1.0
2634;1e lijns geestelijke gezondheidszorg;Bellingwedde;2013;10.0;2.0
2635;1e lijns geestelijke gezondheidszorg;Bellingwedde;2014;;
2636;1e lijns geestelijke gezondheidszorg;Bergambacht;2011;55.0;19.0
2637;1e lijns geestelijke gezondheidszorg;Bergambacht;2012;45.0;10.0
2638;1e lijns geestelijke gezondheidszorg;Bergambacht;2013;40.0;11.0
2639;1e lijns geestelijke gezondheidszorg;Bergambacht;2014;;
2640;1e lijns geestelijke gezondheidszorg;Bergeijk;2011;95.0;38.0
2641;1e lijns geestelijke gezondheidszorg;Bergeijk;2012;120.0;29.0
2642;1e lijns geestelijke gezondheidszorg;Bergeijk;2013;130.0;31.0
2643;1e lijns geestelijke gezondheidszorg;Bergeijk;2014;;
2644;1e lijns geestelijke gezondheidszorg;Bergen (L.);2011;20.0;7.0
2645;1e lijns geestelijke gezondheidszorg;Bergen (L.);2012;25.0;7.0
2646;1e lijns geestelijke gezondheidszorg;Bergen (L.);2013;25.0;7.0
2647;1e lijns geestelijke gezondheidszorg;Bergen (L.);2014;;
2648;1e lijns geestelijke gezondheidszorg;Bergen (NH.);2011;105.0;38.0
2649;1e lijns geestelijke gezondheidszorg;Bergen (NH.);2012;110.0;26.0
2650;1e lijns geestelijke gezondheidszorg;Bergen (NH.);2013;95.0;23.0
2651;1e lijns geestelijke gezondheidszorg;Bergen (NH.);2014;;
2652;1e lijns geestelijke gezondheidszorg;Bergen op Zoom;2011;225.0;95.0
2653;1e lijns geestelijke gezondheidszorg;Bergen op Zoom;2012;260.0;66.0
2654;1e lijns geestelijke gezondheidszorg;Bergen op Zoom;2013;240.0;60.0
2655;1e lijns geestelijke gezondheidszorg;Bergen op Zoom;2014;;
2656;1e lijns geestelijke gezondheidszorg;Berkelland;2011;280.0;112.0
2657;1e lijns geestelijke gezondheidszorg;Berkelland;2012;235.0;64.0
2658;1e lijns geestelijke gezondheidszorg;Berkelland;2013;200.0;52.0
2659;1e lijns geestelijke gezondheidszorg;Berkelland;2014;;
2660;1e lijns geestelijke gezondheidszorg;Bernheze;2011;165.0;78.0
2661;1e lijns geestelijke gezondheidszorg;Bernheze;2012;135.0;34.0
2662;1e lijns geestelijke gezondheidszorg;Bernheze;2013;140.0;33.0
2663;1e lijns geestelijke gezondheidszorg;Bernheze;2014;;
2664;1e lijns geestelijke gezondheidszorg;Bernisse;2011;20.0;7.0
2665;1e lijns geestelijke gezondheidszorg;Bernisse;2012;20.0;4.0
2666;1e lijns geestelijke gezondheidszorg;Bernisse;2013;20.0;4.0
2667;1e lijns geestelijke gezondheidszorg;Bernisse;2014;;
2668;1e lijns geestelijke gezondheidszorg;Best;2011;230.0;84.0
2669;1e lijns geestelijke gezondheidszorg;Best;2012;185.0;41.0
2670;1e lijns geestelijke gezondheidszorg;Best;2013;190.0;45.0
2671;1e lijns geestelijke gezondheidszorg;Best;2014;;
2672;1e lijns geestelijke gezondheidszorg;Beuningen;2011;165.0;58.0
2673;1e lijns geestelijke gezondheidszorg;Beuningen;2012;175.0;40.0
2674;1e lijns geestelijke gezondheidszorg;Beuningen;2013;185.0;42.0
2675;1e lijns geestelijke gezondheidszorg;Beuningen;2014;;
2676;1e lijns geestelijke gezondheidszorg;Beverwijk;2011;80.0;28.0
2677;1e lijns geestelijke gezondheidszorg;Beverwijk;2012;75.0;19.0
2678;1e lijns geestelijke gezondheidszorg;Beverwijk;2013;80.0;19.0
2679;1e lijns geestelijke gezondheidszorg;Beverwijk;2014;;
2680;1e lijns geestelijke gezondheidszorg;het Bildt;2011;25.0;10.0
2681;1e lijns geestelijke gezondheidszorg;het Bildt;2012;30.0;6.0
2682;1e lijns geestelijke gezondheidszorg;het Bildt;2013;20.0;4.0
2683;1e lijns geestelijke gezondheidszorg;het Bildt;2014;;
2684;1e lijns geestelijke gezondheidszorg;De Bilt;2011;325.0;116.0
2685;1e lijns geestelijke gezondheidszorg;De Bilt;2012;315.0;75.0
2686;1e lijns geestelijke gezondheidszorg;De Bilt;2013;305.0;69.0
2687;1e lijns geestelijke gezondheidszorg;De Bilt;2014;;
2688;1e lijns geestelijke gezondheidszorg;Binnenmaas;2011;115.0;41.0
2689;1e lijns geestelijke gezondheidszorg;Binnenmaas;2012;95.0;22.0
2690;1e lijns geestelijke gezondheidszorg;Binnenmaas;2013;65.0;12.0
2691;1e lijns geestelijke gezondheidszorg;Binnenmaas;2014;;
2692;1e lijns geestelijke gezondheidszorg;Bladel;2011;150.0;55.0
2693;1e lijns geestelijke gezondheidszorg;Bladel;2012;140.0;33.0
2694;1e lijns geestelijke gezondheidszorg;Bladel;2013;170.0;41.0
2695;1e lijns geestelijke gezondheidszorg;Bladel;2014;;
2696;1e lijns geestelijke gezondheidszorg;Blaricum;2011;105.0;39.0
2697;1e lijns geestelijke gezondheidszorg;Blaricum;2012;90.0;22.0
2698;1e lijns geestelijke gezondheidszorg;Blaricum;2013;80.0;19.0
2699;1e lijns geestelijke gezondheidszorg;Blaricum;2014;;
2700;1e lijns geestelijke gezondheidszorg;Bloemendaal;2011;130.0;47.0
2701;1e lijns geestelijke gezondheidszorg;Bloemendaal;2012;140.0;31.0
2702;1e lijns geestelijke gezondheidszorg;Bloemendaal;2013;130.0;24.0
2703;1e lijns geestelijke gezondheidszorg;Bloemendaal;2014;;
2704;1e lijns geestelijke gezondheidszorg;Boarnsterhim;2011;50.0;14.0
2705;1e lijns geestelijke gezondheidszorg;Boarnsterhim;2012;55.0;12.0
2706;1e lijns geestelijke gezondheidszorg;Boarnsterhim;2013;50.0;10.0
2707;1e lijns geestelijke gezondheidszorg;Boarnsterhim;2014;;
2708;1e lijns geestelijke gezondheidszorg;Bodegraven-Reeuwijk;2011;180.0;65.0
2709;1e lijns geestelijke gezondheidszorg;Bodegraven-Reeuwijk;2012;155.0;34.0
2710;1e lijns geestelijke gezondheidszorg;Bodegraven-Reeuwijk;2013;145.0;28.0
2711;1e lijns geestelijke gezondheidszorg;Bodegraven-Reeuwijk;2014;;
2712;1e lijns geestelijke gezondheidszorg;Boekel;2011;75.0;25.0
2713;1e lijns geestelijke gezondheidszorg;Boekel;2012;60.0;15.0
2714;1e lijns geestelijke gezondheidszorg;Boekel;2013;45.0;10.0
2715;1e lijns geestelijke gezondheidszorg;Boekel;2014;;
2716;1e lijns geestelijke gezondheidszorg;Ten Boer;2011;10.0;4.0
2717;1e lijns geestelijke gezondheidszorg;Ten Boer;2012;15.0;3.0
2718;1e lijns geestelijke gezondheidszorg;Ten Boer;2013;20.0;5.0
2719;1e lijns geestelijke gezondheidszorg;Ten Boer;2014;;
2720;1e lijns geestelijke gezondheidszorg;Borger-Odoorn;2011;60.0;21.0
2721;1e lijns geestelijke gezondheidszorg;Borger-Odoorn;2012;40.0;8.0
2722;1e lijns geestelijke gezondheidszorg;Borger-Odoorn;2013;50.0;10.0
2723;1e lijns geestelijke gezondheidszorg;Borger-Odoorn;2014;;
2724;1e lijns geestelijke gezondheidszorg;Borne;2011;210.0;88.0
2725;1e lijns geestelijke gezondheidszorg;Borne;2012;170.0;46.0
2726;1e lijns geestelijke gezondheidszorg;Borne;2013;170.0;44.0
2727;1e lijns geestelijke gezondheidszorg;Borne;2014;;
2728;1e lijns geestelijke gezondheidszorg;Borsele;2011;45.0;15.0
2729;1e lijns geestelijke gezondheidszorg;Borsele;2012;60.0;14.0
2730;1e lijns geestelijke gezondheidszorg;Borsele;2013;65.0;14.0
2731;1e lijns geestelijke gezondheidszorg;Borsele;2014;;
2732;1e lijns geestelijke gezondheidszorg;Boskoop;2011;30.0;10.0
2733;1e lijns geestelijke gezondheidszorg;Boskoop;2012;25.0;4.0
2734;1e lijns geestelijke gezondheidszorg;Boskoop;2013;35.0;7.0
2735;1e lijns geestelijke gezondheidszorg;Boskoop;2014;;
2736;1e lijns geestelijke gezondheidszorg;Boxmeer;2011;190.0;81.0
2737;1e lijns geestelijke gezondheidszorg;Boxmeer;2012;145.0;37.0
2738;1e lijns geestelijke gezondheidszorg;Boxmeer;2013;125.0;34.0
2739;1e lijns geestelijke gezondheidszorg;Boxmeer;2014;;
2740;1e lijns geestelijke gezondheidszorg;Boxtel;2011;200.0;71.0
2741;1e lijns geestelijke gezondheidszorg;Boxtel;2012;115.0;25.0
2742;1e lijns geestelijke gezondheidszorg;Boxtel;2013;160.0;38.0
2743;1e lijns geestelijke gezondheidszorg;Boxtel;2014;;
2744;1e lijns geestelijke gezondheidszorg;Breda;2011;655.0;241.0
2745;1e lijns geestelijke gezondheidszorg;Breda;2012;540.0;123.0
2746;1e lijns geestelijke gezondheidszorg;Breda;2013;545.0;125.0
2747;1e lijns geestelijke gezondheidszorg;Breda;2014;;
2748;1e lijns geestelijke gezondheidszorg;Brielle;2011;65.0;22.0
2749;1e lijns geestelijke gezondheidszorg;Brielle;2012;30.0;6.0
2750;1e lijns geestelijke gezondheidszorg;Brielle;2013;20.0;4.0
2751;1e lijns geestelijke gezondheidszorg;Brielle;2014;;
2752;1e lijns geestelijke gezondheidszorg;Bronckhorst;2011;165.0;66.0
2753;1e lijns geestelijke gezondheidszorg;Bronckhorst;2012;155.0;39.0
2754;1e lijns geestelijke gezondheidszorg;Bronckhorst;2013;155.0;39.0
2755;1e lijns geestelijke gezondheidszorg;Bronckhorst;2014;;
2756;1e lijns geestelijke gezondheidszorg;Brummen;2011;115.0;43.0
2757;1e lijns geestelijke gezondheidszorg;Brummen;2012;105.0;26.0
2758;1e lijns geestelijke gezondheidszorg;Brummen;2013;130.0;33.0
2759;1e lijns geestelijke gezondheidszorg;Brummen;2014;;
2760;1e lijns geestelijke gezondheidszorg;Brunssum;2011;110.0;43.0
2761;1e lijns geestelijke gezondheidszorg;Brunssum;2012;100.0;24.0
2762;1e lijns geestelijke gezondheidszorg;Brunssum;2013;110.0;27.0
2763;1e lijns geestelijke gezondheidszorg;Brunssum;2014;;
2764;1e lijns geestelijke gezondheidszorg;Bunnik;2011;130.0;47.0
2765;1e lijns geestelijke gezondheidszorg;Bunnik;2012;125.0;30.0
2766;1e lijns geestelijke gezondheidszorg;Bunnik;2013;115.0;30.0
2767;1e lijns geestelijke gezondheidszorg;Bunnik;2014;;
2768;1e lijns geestelijke gezondheidszorg;Bunschoten;2011;215.0;90.0
2769;1e lijns geestelijke gezondheidszorg;Bunschoten;2012;300.0;84.0
2770;1e lijns geestelijke gezondheidszorg;Bunschoten;2013;285.0;78.0
2771;1e lijns geestelijke gezondheidszorg;Bunschoten;2014;;
2772;1e lijns geestelijke gezondheidszorg;Buren;2011;165.0;61.0
2773;1e lijns geestelijke gezondheidszorg;Buren;2012;185.0;43.0
2774;1e lijns geestelijke gezondheidszorg;Buren;2013;180.0;42.0
2775;1e lijns geestelijke gezondheidszorg;Buren;2014;;
2776;1e lijns geestelijke gezondheidszorg;Bussum;2011;350.0;130.0
2777;1e lijns geestelijke gezondheidszorg;Bussum;2012;325.0;80.0
2778;1e lijns geestelijke gezondheidszorg;Bussum;2013;315.0;72.0
2779;1e lijns geestelijke gezondheidszorg;Bussum;2014;;
2780;1e lijns geestelijke gezondheidszorg;Capelle aan den IJssel;2011;305.0;113.0
2781;1e lijns geestelijke gezondheidszorg;Capelle aan den IJssel;2012;280.0;67.0
2782;1e lijns geestelijke gezondheidszorg;Capelle aan den IJssel;2013;235.0;56.0
2783;1e lijns geestelijke gezondheidszorg;Capelle aan den IJssel;2014;;
2784;1e lijns geestelijke gezondheidszorg;Castricum;2011;80.0;28.0
2785;1e lijns geestelijke gezondheidszorg;Castricum;2012;100.0;28.0
2786;1e lijns geestelijke gezondheidszorg;Castricum;2013;95.0;24.0
2787;1e lijns geestelijke gezondheidszorg;Castricum;2014;;
2788;1e lijns geestelijke gezondheidszorg;Coevorden;2011;40.0;12.0
2789;1e lijns geestelijke gezondheidszorg;Coevorden;2012;35.0;7.0
2790;1e lijns geestelijke gezondheidszorg;Coevorden;2013;25.0;7.0
2791;1e lijns geestelijke gezondheidszorg;Coevorden;2014;;
2792;1e lijns geestelijke gezondheidszorg;Cranendonck;2011;95.0;36.0
2793;1e lijns geestelijke gezondheidszorg;Cranendonck;2012;80.0;19.0
2794;1e lijns geestelijke gezondheidszorg;Cranendonck;2013;85.0;18.0
2795;1e lijns geestelijke gezondheidszorg;Cranendonck;2014;;
2796;1e lijns geestelijke gezondheidszorg;Cromstrijen;2011;55.0;18.0
2797;1e lijns geestelijke gezondheidszorg;Cromstrijen;2012;50.0;10.0
2798;1e lijns geestelijke gezondheidszorg;Cromstrijen;2013;35.0;7.0
2799;1e lijns geestelijke gezondheidszorg;Cromstrijen;2014;;
2800;1e lijns geestelijke gezondheidszorg;Cuijk;2011;130.0;52.0
2801;1e lijns geestelijke gezondheidszorg;Cuijk;2012;110.0;32.0
2802;1e lijns geestelijke gezondheidszorg;Cuijk;2013;105.0;27.0
2803;1e lijns geestelijke gezondheidszorg;Cuijk;2014;;
2804;1e lijns geestelijke gezondheidszorg;Culemborg;2011;260.0;89.0
2805;1e lijns geestelijke gezondheidszorg;Culemborg;2012;255.0;61.0
2806;1e lijns geestelijke gezondheidszorg;Culemborg;2013;240.0;54.0
2807;1e lijns geestelijke gezondheidszorg;Culemborg;2014;;
2808;1e lijns geestelijke gezondheidszorg;Dalfsen;2011;70.0;25.0
2809;1e lijns geestelijke gezondheidszorg;Dalfsen;2012;70.0;18.0
2810;1e lijns geestelijke gezondheidszorg;Dalfsen;2013;65.0;16.0
2811;1e lijns geestelijke gezondheidszorg;Dalfsen;2014;;
