ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1BuitenlandseOuder_5;k_2eGeneratieMet2BuitenlandseOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
2873;17 jaar;Vrouwen;2017;75081;29642;8894;20748;8129;12619;21220;8422
2874;17 jaar;Vrouwen;2018;77747;29544;8865;20679;8090;12589;20970;8574
2875;17 jaar;Vrouwen;2019;77169;30068;8840;21228;8436;12792;21243;8825
2876;17 jaar;Vrouwen;2020;75968;30543;8813;21730;8777;12953;21467;9076
2877;17 jaar;Vrouwen;2021;74321;30963;8785;22178;9113;13065;21635;9328
2878;17 jaar;Vrouwen;2022;72630;31351;8763;22588;9431;13157;21781;9570
2879;17 jaar;Vrouwen;2023;70901;31727;8741;22986;9736;13250;21927;9800
2880;17 jaar;Vrouwen;2024;69287;32063;8726;23337;10027;13310;22043;10020
2881;17 jaar;Vrouwen;2025;67835;32348;8714;23634;10293;13341;22128;10220
2882;17 jaar;Vrouwen;2026;66653;32597;8707;23890;10544;13346;22187;10410
2883;17 jaar;Vrouwen;2027;65654;32806;8701;24105;10771;13334;22223;10583
2884;17 jaar;Vrouwen;2028;64983;32970;8694;24276;10977;13299;22238;10732
2885;17 jaar;Vrouwen;2029;64597;33108;8693;24415;11164;13251;22244;10864
2886;17 jaar;Vrouwen;2030;64426;33213;8693;24520;11324;13196;22240;10973
2887;17 jaar;Vrouwen;2031;64477;33286;8686;24600;11467;13133;22228;11058
2888;17 jaar;Vrouwen;2032;64685;33344;8686;24658;11595;13063;22215;11129
2889;17 jaar;Vrouwen;2033;65018;33374;8684;24690;11705;12985;22192;11182
2890;17 jaar;Vrouwen;2034;65471;33386;8685;24701;11735;12966;22173;11213
2891;17 jaar;Vrouwen;2035;66005;33382;8685;24697;11755;12942;22148;11234
2892;17 jaar;Vrouwen;2036;66602;33365;8688;24677;11764;12913;22124;11241
2893;17 jaar;Vrouwen;2037;67218;33335;8688;24647;11765;12882;22093;11242
2894;17 jaar;Vrouwen;2038;67820;33293;8687;24606;11756;12850;22060;11233
2895;17 jaar;Vrouwen;2039;68386;33256;8689;24567;11746;12821;22033;11223
2896;17 jaar;Vrouwen;2040;68911;33217;8689;24528;11736;12792;22006;11211
2897;17 jaar;Vrouwen;2041;69387;33180;8690;24490;11723;12767;21983;11197
2898;17 jaar;Vrouwen;2042;69808;33146;8690;24456;11713;12743;21963;11183
2899;17 jaar;Vrouwen;2043;70180;33114;8692;24422;11699;12723;21943;11171
2900;17 jaar;Vrouwen;2044;70502;33085;8693;24392;11694;12698;21926;11159
2901;17 jaar;Vrouwen;2045;70786;33061;8694;24367;11682;12685;21915;11146
2902;17 jaar;Vrouwen;2046;71028;33035;8695;24340;11672;12668;21903;11132
2903;17 jaar;Vrouwen;2047;71224;33015;8696;24319;11664;12655;21893;11122
2904;17 jaar;Vrouwen;2048;71357;32996;8698;24298;11655;12643;21885;11111
2905;17 jaar;Vrouwen;2049;71430;32974;8696;24278;11646;12632;21876;11098
2906;17 jaar;Vrouwen;2050;71424;32955;8696;24259;11638;12621;21868;11087
2907;18 jaar;Totaal mannen en vrouwen;2000;148261;40619;14960;25659;11806;13853;26656;13963
2908;18 jaar;Totaal mannen en vrouwen;2001;142930;41322;16232;25090;11494;13596;27662;13660
2909;18 jaar;Totaal mannen en vrouwen;2002;141197;41878;16537;25341;11378;13963;28308;13570
2910;18 jaar;Totaal mannen en vrouwen;2003;144965;43063;17128;25935;11806;14129;29217;13846
2911;18 jaar;Totaal mannen en vrouwen;2004;148325;43703;17397;26306;11817;14489;29725;13978
2912;18 jaar;Totaal mannen en vrouwen;2005;153186;44961;17410;27551;12476;15075;30579;14382
2913;18 jaar;Totaal mannen en vrouwen;2006;154190;46029;17595;28434;12430;16004;31658;14371
2914;18 jaar;Totaal mannen en vrouwen;2007;152098;47939;17843;30096;12776;17320;33251;14688
2915;18 jaar;Totaal mannen en vrouwen;2008;153485;49013;18050;30963;12825;18138;34346;14667
2916;18 jaar;Totaal mannen en vrouwen;2009;159836;51218;18065;33153;13735;19418;36069;15149
2917;18 jaar;Totaal mannen en vrouwen;2010;159582;51811;17965;33846;14043;19803;36412;15399
2918;18 jaar;Totaal mannen en vrouwen;2011;156639;52800;18138;34662;14134;20528;37514;15286
2919;18 jaar;Totaal mannen en vrouwen;2012;155358;52931;18123;34808;14350;20458;37544;15387
2920;18 jaar;Totaal mannen en vrouwen;2013;155154;54475;18210;36265;14512;21753;38853;15622
2921;18 jaar;Totaal mannen en vrouwen;2014;150515;54697;18452;36245;14595;21650;38821;15876
2922;18 jaar;Totaal mannen en vrouwen;2015;149180;56069;19053;37016;14620;22396;39975;16094
2923;18 jaar;Totaal mannen en vrouwen;2016;149218;58308;19434;38874;15259;23615;41933;16375
2924;18 jaar;Totaal mannen en vrouwen;2017;153621;60709;19604;41105;16220;24885;43700;17009
2925;18 jaar;Totaal mannen en vrouwen;2018;153993;61880;19276;42604;16714;25890;44149;17731
2926;18 jaar;Totaal mannen en vrouwen;2019;159120;61544;19192;42352;16566;25786;43684;17860
2927;18 jaar;Totaal mannen en vrouwen;2020;157919;62600;19125;43475;17278;26197;44219;18381
2928;18 jaar;Totaal mannen en vrouwen;2021;155468;63568;19062;44506;17978;26528;44662;18906
2929;18 jaar;Totaal mannen en vrouwen;2022;152099;64432;19008;45424;18660;26764;44998;19434
2930;18 jaar;Totaal mannen en vrouwen;2023;148643;65233;18966;46267;19318;26949;45292;19941
2931;18 jaar;Totaal mannen en vrouwen;2024;145106;66019;18934;47085;19947;27138;45594;20425
2932;18 jaar;Totaal mannen en vrouwen;2025;141806;66712;18907;47805;20542;27263;45830;20882
2933;18 jaar;Totaal mannen en vrouwen;2026;138839;67306;18887;48419;21090;27329;45997;21309
2934;18 jaar;Totaal mannen en vrouwen;2027;136427;67822;18882;48940;21597;27343;46116;21706
2935;18 jaar;Totaal mannen en vrouwen;2028;134376;68255;18875;49380;22066;27314;46188;22067
2936;18 jaar;Totaal mannen en vrouwen;2029;133005;68603;18871;49732;22487;27245;46218;22385
2937;18 jaar;Totaal mannen en vrouwen;2030;132223;68880;18865;50015;22863;27152;46223;22657
2938;18 jaar;Totaal mannen en vrouwen;2031;131869;69104;18865;50239;23204;27035;46217;22887
2939;18 jaar;Totaal mannen en vrouwen;2032;131974;69264;18860;50404;23500;26904;46195;23069
2940;18 jaar;Totaal mannen en vrouwen;2033;132402;69374;18858;50516;23754;26762;46161;23213
2941;18 jaar;Totaal mannen en vrouwen;2034;133085;69439;18857;50582;23976;26606;46114;23325
2942;18 jaar;Totaal mannen en vrouwen;2035;134005;69468;18857;50611;24047;26564;46075;23393
2943;18 jaar;Totaal mannen en vrouwen;2036;135112;69463;18859;50604;24085;26519;46027;23436
2944;18 jaar;Totaal mannen en vrouwen;2037;136338;69425;18860;50565;24105;26460;45972;23453
2945;18 jaar;Totaal mannen en vrouwen;2038;137598;69362;18861;50501;24102;26399;45910;23452
2946;18 jaar;Totaal mannen en vrouwen;2039;138828;69282;18862;50420;24088;26332;45843;23439
2947;18 jaar;Totaal mannen en vrouwen;2040;139988;69205;18864;50341;24071;26270;45788;23417
2948;18 jaar;Totaal mannen en vrouwen;2041;141056;69122;18867;50255;24045;26210;45731;23391
2949;18 jaar;Totaal mannen en vrouwen;2042;142023;69048;18869;50179;24018;26161;45685;23363
2950;18 jaar;Totaal mannen en vrouwen;2043;142880;68982;18870;50112;24002;26110;45645;23337
2951;18 jaar;Totaal mannen en vrouwen;2044;143649;68914;18870;50044;23978;26066;45606;23308
2952;18 jaar;Totaal mannen en vrouwen;2045;144313;68853;18872;49981;23957;26024;45571;23282
2953;18 jaar;Totaal mannen en vrouwen;2046;144894;68804;18874;49930;23940;25990;45548;23256
2954;18 jaar;Totaal mannen en vrouwen;2047;145391;68750;18873;49877;23919;25958;45521;23229
2955;18 jaar;Totaal mannen en vrouwen;2048;145790;68708;18876;49832;23901;25931;45499;23209
2956;18 jaar;Totaal mannen en vrouwen;2049;146069;68668;18877;49791;23885;25906;45483;23185
2957;18 jaar;Totaal mannen en vrouwen;2050;146215;68625;18876;49749;23867;25882;45466;23159
2958;18 jaar;Mannen;2000;75363;21123;7972;13151;6068;7083;13978;7145
2959;18 jaar;Mannen;2001;73056;21500;8624;12876;5874;7002;14557;6943
2960;18 jaar;Mannen;2002;72157;21543;8658;12885;5810;7075;14696;6847
2961;18 jaar;Mannen;2003;74207;22075;8787;13288;6035;7253;15058;7017
2962;18 jaar;Mannen;2004;75544;22264;8806;13458;6131;7327;15214;7050
2963;18 jaar;Mannen;2005;77745;22944;8921;14023;6379;7644;15675;7269
2964;18 jaar;Mannen;2006;79084;23420;8961;14459;6353;8106;16113;7307
2965;18 jaar;Mannen;2007;77691;24366;9054;15312;6435;8877;17048;7318
2966;18 jaar;Mannen;2008;77999;25014;9148;15866;6556;9310;17602;7412
2967;18 jaar;Mannen;2009;82009;25970;9156;16814;6988;9826;18342;7628
2968;18 jaar;Mannen;2010;81405;26327;8999;17328;7183;10145;18538;7789
2969;18 jaar;Mannen;2011;80127;26894;9144;17750;7143;10607;19281;7613
2970;18 jaar;Mannen;2012;79242;26863;9084;17779;7400;10379;19031;7832
2971;18 jaar;Mannen;2013;79295;27657;9086;18571;7456;11115;19754;7903
2972;18 jaar;Mannen;2014;76846;27763;9221;18542;7451;11091;19708;8055
2973;18 jaar;Mannen;2015;76550;28546;9481;19065;7528;11537;20285;8261
2974;18 jaar;Mannen;2016;75969;29514;9610;19904;7832;12072;21164;8350
2975;18 jaar;Mannen;2017;78504;30747;9690;21057;8315;12742;22054;8693
2976;18 jaar;Mannen;2018;78872;31436;9576;21860;8586;13274;22313;9123
2977;18 jaar;Mannen;2019;81336;31199;9521;21678;8480;13198;22098;9101
2978;18 jaar;Mannen;2020;80713;31732;9482;22250;8842;13408;22359;9373
2979;18 jaar;Mannen;2021;79459;32229;9447;22782;9205;13577;22578;9651
2980;18 jaar;Mannen;2022;77738;32668;9418;23250;9551;13699;22743;9925
2981;18 jaar;Mannen;2023;75971;33079;9397;23682;9887;13795;22889;10190
2982;18 jaar;Mannen;2024;74157;33490;9385;24105;10213;13892;23046;10444
2983;18 jaar;Mannen;2025;72471;33844;9372;24472;10515;13957;23163;10681
2984;18 jaar;Mannen;2026;70954;34152;9365;24787;10798;13989;23245;10907
2985;18 jaar;Mannen;2027;69717;34423;9366;25057;11058;13999;23309;11114
2986;18 jaar;Mannen;2028;68671;34641;9362;25279;11295;13984;23338;11303
2987;18 jaar;Mannen;2029;67969;34825;9364;25461;11513;13948;23354;11471
2988;18 jaar;Mannen;2030;67569;34969;9361;25608;11707;13901;23355;11614
2989;18 jaar;Mannen;2031;67391;35083;9361;25722;11879;13843;23350;11733
2990;18 jaar;Mannen;2032;67444;35169;9361;25808;12032;13776;23340;11829
2991;18 jaar;Mannen;2033;67661;35224;9359;25865;12164;13701;23321;11903
2992;18 jaar;Mannen;2034;68012;35257;9360;25897;12275;13622;23297;11960
2993;18 jaar;Mannen;2035;68483;35273;9360;25913;12311;13602;23276;11997
2994;18 jaar;Mannen;2036;69054;35273;9360;25913;12335;13578;23255;12018
2995;18 jaar;Mannen;2037;69684;35253;9361;25892;12345;13547;23225;12028
2996;18 jaar;Mannen;2038;70329;35221;9360;25861;12346;13515;23193;12028
2997;18 jaar;Mannen;2039;70961;35178;9360;25818;12335;13483;23157;12021
2998;18 jaar;Mannen;2040;71553;35140;9361;25779;12326;13453;23129;12011
2999;18 jaar;Mannen;2041;72100;35094;9362;25732;12312;13420;23098;11996
3000;18 jaar;Mannen;2042;72592;35058;9362;25696;12301;13395;23076;11982
3001;18 jaar;Mannen;2043;73034;35022;9363;25659;12289;13370;23053;11969
3002;18 jaar;Mannen;2044;73427;34989;9364;25625;12281;13344;23034;11955
3003;18 jaar;Mannen;2045;73768;34959;9364;25595;12269;13326;23018;11941
3004;18 jaar;Mannen;2046;74067;34932;9364;25568;12259;13309;23005;11927
3005;18 jaar;Mannen;2047;74320;34907;9365;25542;12249;13293;22993;11914
3006;18 jaar;Mannen;2048;74527;34883;9365;25518;12239;13279;22978;11905
3007;18 jaar;Mannen;2049;74668;34865;9365;25500;12234;13266;22973;11892
3008;18 jaar;Mannen;2050;74744;34842;9366;25476;12221;13255;22962;11880
3009;18 jaar;Vrouwen;2000;72898;19496;6988;12508;5738;6770;12678;6818
3010;18 jaar;Vrouwen;2001;69872;19824;7609;12215;5621;6594;13107;6717
3011;18 jaar;Vrouwen;2002;69040;20336;7878;12458;5570;6888;13613;6723
3012;18 jaar;Vrouwen;2003;70755;20991;8343;12648;5770;6878;14160;6831
3013;18 jaar;Vrouwen;2004;72782;21438;8591;12847;5683;7164;14511;6927
3014;18 jaar;Vrouwen;2005;75440;22018;8488;13530;6095;7435;14908;7110
3015;18 jaar;Vrouwen;2006;75105;22609;8635;13974;6075;7899;15545;7064
3016;18 jaar;Vrouwen;2007;74409;23571;8789;14782;6337;8445;16201;7370
3017;18 jaar;Vrouwen;2008;75489;23995;8901;15094;6265;8829;16741;7254
3018;18 jaar;Vrouwen;2009;77827;25249;8911;16338;6747;9591;17727;7522
3019;18 jaar;Vrouwen;2010;78176;25484;8966;16518;6859;9659;17873;7611
3020;18 jaar;Vrouwen;2011;76513;25906;8994;16912;6988;9924;18232;7674
3021;18 jaar;Vrouwen;2012;76115;26069;9038;17031;6951;10080;18516;7553
3022;18 jaar;Vrouwen;2013;75862;26815;9122;17693;7051;10642;19097;7718
3023;18 jaar;Vrouwen;2014;73670;26933;9232;17701;7141;10560;19110;7823
3024;18 jaar;Vrouwen;2015;72635;27518;9570;17948;7087;10861;19686;7832
3025;18 jaar;Vrouwen;2016;73244;28799;9825;18974;7431;11543;20771;8028
3026;18 jaar;Vrouwen;2017;75120;29959;9913;20046;7901;12145;21645;8314
3027;18 jaar;Vrouwen;2018;75124;30441;9699;20742;8126;12616;21833;8608
3028;18 jaar;Vrouwen;2019;77781;30348;9672;20676;8089;12587;21587;8761
3029;18 jaar;Vrouwen;2020;77204;30870;9644;21226;8436;12790;21861;9009
3030;18 jaar;Vrouwen;2021;76007;31340;9615;21725;8775;12950;22084;9256
3031;18 jaar;Vrouwen;2022;74361;31764;9592;22172;9108;13064;22256;9508
3032;18 jaar;Vrouwen;2023;72672;32154;9570;22584;9429;13155;22402;9752
3033;18 jaar;Vrouwen;2024;70946;32532;9551;22981;9735;13246;22549;9983
3034;18 jaar;Vrouwen;2025;69333;32869;9536;23333;10025;13308;22667;10202
3035;18 jaar;Vrouwen;2026;67883;33156;9524;23632;10295;13337;22752;10404
3036;18 jaar;Vrouwen;2027;66707;33402;9517;23885;10540;13345;22810;10592
3037;18 jaar;Vrouwen;2028;65710;33610;9510;24100;10768;13332;22845;10765
3038;18 jaar;Vrouwen;2029;65040;33774;9503;24271;10975;13296;22860;10914
3039;18 jaar;Vrouwen;2030;64655;33910;9503;24407;11157;13250;22865;11045
3040;18 jaar;Vrouwen;2031;64481;34018;9502;24516;11324;13192;22863;11155
3041;18 jaar;Vrouwen;2032;64531;34093;9498;24595;11466;13129;22853;11240
3042;18 jaar;Vrouwen;2033;64744;34147;9497;24650;11589;13061;22837;11310
3043;18 jaar;Vrouwen;2034;65075;34180;9496;24684;11701;12983;22815;11365
3044;18 jaar;Vrouwen;2035;65521;34196;9500;24696;11733;12963;22798;11398
3045;18 jaar;Vrouwen;2036;66055;34193;9500;24693;11755;12938;22776;11417
3046;18 jaar;Vrouwen;2037;66653;34173;9501;24672;11761;12911;22749;11424
3047;18 jaar;Vrouwen;2038;67267;34143;9502;24641;11759;12882;22720;11423
3048;18 jaar;Vrouwen;2039;67868;34103;9500;24603;11756;12847;22688;11415
3049;18 jaar;Vrouwen;2040;68435;34064;9503;24561;11741;12820;22658;11406
3050;18 jaar;Vrouwen;2041;68956;34028;9505;24523;11733;12790;22634;11394
3051;18 jaar;Vrouwen;2042;69430;33991;9506;24485;11719;12766;22611;11380
3052;18 jaar;Vrouwen;2043;69848;33958;9508;24450;11709;12741;22591;11367
3053;18 jaar;Vrouwen;2044;70222;33925;9506;24419;11701;12718;22573;11352
3054;18 jaar;Vrouwen;2045;70545;33894;9507;24387;11690;12697;22554;11340
3055;18 jaar;Vrouwen;2046;70830;33869;9508;24361;11678;12683;22541;11328
3056;18 jaar;Vrouwen;2047;71068;33846;9510;24336;11669;12667;22530;11316
3057;18 jaar;Vrouwen;2048;71265;33824;9510;24314;11662;12652;22520;11304
3058;18 jaar;Vrouwen;2049;71400;33804;9511;24293;11653;12640;22511;11293
3059;18 jaar;Vrouwen;2050;71471;33783;9510;24273;11645;12628;22503;11280
3060;19 jaar;Totaal mannen en vrouwen;2000;152051;40679;16058;24621;11819;12802;26070;14609
3061;19 jaar;Totaal mannen en vrouwen;2001;148295;42619;16970;25649;11800;13849;28067;14552
3062;19 jaar;Totaal mannen en vrouwen;2002;142983;43218;18138;25080;11490;13590;28956;14262
3063;19 jaar;Totaal mannen en vrouwen;2003;141259;43769;18437;25332;11375;13957;29589;14180
3064;19 jaar;Totaal mannen en vrouwen;2004;145015;44934;19009;25925;11804;14121;30480;14454
3065;19 jaar;Totaal mannen en vrouwen;2005;148367;45549;19254;26295;11812;14483;30967;14582
3066;19 jaar;Totaal mannen en vrouwen;2006;153213;46786;19243;27543;12473;15070;31804;14982
3067;19 jaar;Totaal mannen en vrouwen;2007;154212;47824;19400;28424;12426;15998;32858;14966
3068;19 jaar;Totaal mannen en vrouwen;2008;152129;49706;19621;30085;12769;17316;34429;15277
3069;19 jaar;Totaal mannen en vrouwen;2009;153506;50756;19807;30949;12818;18131;35508;15248
3070;19 jaar;Totaal mannen en vrouwen;2010;159837;52948;19808;33140;13730;19410;37225;15723
3071;19 jaar;Totaal mannen en vrouwen;2011;159584;53538;19703;33835;14040;19795;37574;15964
3072;19 jaar;Totaal mannen en vrouwen;2012;156650;54520;19869;34651;14128;20523;38675;15845
3073;19 jaar;Totaal mannen en vrouwen;2013;155370;54645;19847;34798;14347;20451;38714;15931
3074;19 jaar;Totaal mannen en vrouwen;2014;155171;56175;19926;36249;14501;21748;40020;16155
3075;19 jaar;Totaal mannen en vrouwen;2015;150541;56385;20155;36230;14588;21642;39991;16394
3076;19 jaar;Totaal mannen en vrouwen;2016;149207;57739;20735;37004;14616;22388;41143;16596
3077;19 jaar;Totaal mannen en vrouwen;2017;149242;59965;21100;38865;15258;23607;43102;16863
3078;19 jaar;Totaal mannen en vrouwen;2018;153636;62355;21263;41092;16215;24877;44871;17484
3079;19 jaar;Totaal mannen en vrouwen;2019;154005;63527;20938;42589;16707;25882;45327;18200
3080;19 jaar;Totaal mannen en vrouwen;2020;159126;63193;20856;42337;16560;25777;44865;18328
3081;19 jaar;Totaal mannen en vrouwen;2021;157924;64249;20789;43460;17272;26188;45407;18842
3082;19 jaar;Totaal mannen en vrouwen;2022;155476;65222;20728;44494;17974;26520;45853;19369
3083;19 jaar;Totaal mannen en vrouwen;2023;152116;66087;20678;45409;18654;26755;46191;19896
3084;19 jaar;Totaal mannen en vrouwen;2024;148663;66892;20640;46252;19310;26942;46489;20403
3085;19 jaar;Totaal mannen en vrouwen;2025;145135;67676;20607;47069;19938;27131;46790;20886
3086;19 jaar;Totaal mannen en vrouwen;2026;141841;68372;20582;47790;20537;27253;47029;21343
3087;19 jaar;Totaal mannen en vrouwen;2027;138882;68968;20565;48403;21084;27319;47195;21773
3088;19 jaar;Totaal mannen en vrouwen;2028;136471;69486;20561;48925;21589;27336;47319;22167
3089;19 jaar;Totaal mannen en vrouwen;2029;134429;69916;20552;49364;22057;27307;47387;22529
3090;19 jaar;Totaal mannen en vrouwen;2030;133061;70266;20551;49715;22477;27238;47420;22846
3091;19 jaar;Totaal mannen en vrouwen;2031;132276;70548;20548;50000;22859;27141;47425;23123
3092;19 jaar;Totaal mannen en vrouwen;2032;131923;70770;20547;50223;23197;27026;47420;23350
3093;19 jaar;Totaal mannen en vrouwen;2033;132026;70932;20544;50388;23493;26895;47398;23534
3094;19 jaar;Totaal mannen en vrouwen;2034;132453;71043;20541;50502;23747;26755;47364;23679
3095;19 jaar;Totaal mannen en vrouwen;2035;133135;71107;20540;50567;23970;26597;47319;23788
3096;19 jaar;Totaal mannen en vrouwen;2036;134054;71139;20544;50595;24037;26558;47281;23858
3097;19 jaar;Totaal mannen en vrouwen;2037;135158;71132;20543;50589;24078;26511;47232;23900
3098;19 jaar;Totaal mannen en vrouwen;2038;136381;71094;20545;50549;24097;26452;47178;23916
3099;19 jaar;Totaal mannen en vrouwen;2039;137641;71032;20546;50486;24097;26389;47117;23915
3100;19 jaar;Totaal mannen en vrouwen;2040;138866;70952;20547;50405;24081;26324;47051;23901
3101;19 jaar;Totaal mannen en vrouwen;2041;140021;70876;20550;50326;24064;26262;46995;23881
3102;19 jaar;Totaal mannen en vrouwen;2042;141086;70795;20554;50241;24040;26201;46941;23854
3103;19 jaar;Totaal mannen en vrouwen;2043;142048;70723;20555;50168;24016;26152;46895;23828
3104;19 jaar;Totaal mannen en vrouwen;2044;142909;70654;20555;50099;23997;26102;46852;23802
3105;19 jaar;Totaal mannen en vrouwen;2045;143676;70585;20556;50029;23970;26059;46813;23772
3106;19 jaar;Totaal mannen en vrouwen;2046;144337;70526;20559;49967;23951;26016;46780;23746
3107;19 jaar;Totaal mannen en vrouwen;2047;144917;70476;20561;49915;23932;25983;46757;23719
3108;19 jaar;Totaal mannen en vrouwen;2048;145413;70422;20559;49863;23910;25953;46730;23692
3109;19 jaar;Totaal mannen en vrouwen;2049;145811;70380;20562;49818;23895;25923;46709;23671
3110;19 jaar;Totaal mannen en vrouwen;2050;146094;70335;20559;49776;23876;25900;46688;23647
3111;19 jaar;Mannen;2000;77770;20503;7941;12562;6051;6511;13124;7379
3112;19 jaar;Mannen;2001;75344;21833;8687;13146;6066;7080;14465;7368
3113;19 jaar;Mannen;2002;73049;22184;9315;12869;5870;6999;15016;7168
3114;19 jaar;Mannen;2003;72156;22225;9349;12876;5804;7072;15153;7072
3115;19 jaar;Mannen;2004;74198;22755;9473;13282;6033;7249;15511;7244
3116;19 jaar;Mannen;2005;75533;22935;9485;13450;6128;7322;15661;7274
3117;19 jaar;Mannen;2006;77730;23601;9585;14016;6379;7637;16111;7490
3118;19 jaar;Mannen;2007;79059;24068;9616;14452;6351;8101;16542;7526
3119;19 jaar;Mannen;2008;77672;25000;9695;15305;6435;8870;17469;7531
3120;19 jaar;Mannen;2009;77976;25643;9783;15860;6556;9304;18019;7624
3121;19 jaar;Mannen;2010;81974;26589;9784;16805;6984;9821;18755;7834
3122;19 jaar;Mannen;2011;81372;26953;9633;17320;7180;10140;18959;7994
3123;19 jaar;Mannen;2012;80099;27517;9776;17741;7140;10601;19698;7819
3124;19 jaar;Mannen;2013;79215;27488;9715;17773;7399;10374;19454;8034
3125;19 jaar;Mannen;2014;79268;28281;9719;18562;7452;11110;20181;8100
3126;19 jaar;Mannen;2015;76826;28382;9849;18533;7447;11086;20136;8246
3127;19 jaar;Mannen;2016;76524;29163;10104;19059;7528;11531;20716;8447
3128;19 jaar;Mannen;2017;75951;30122;10226;19896;7829;12067;21593;8529
3129;19 jaar;Mannen;2018;78478;31354;10307;21047;8310;12737;22486;8868
3130;19 jaar;Mannen;2019;78842;32046;10192;21854;8585;13269;22751;9295
3131;19 jaar;Mannen;2020;81306;31812;10144;21668;8474;13194;22539;9273
3132;19 jaar;Mannen;2021;80682;32346;10105;22241;8839;13402;22802;9544
3133;19 jaar;Mannen;2022;79429;32846;10074;22772;9200;13572;23024;9822
3134;19 jaar;Mannen;2023;77710;33288;10046;23242;9548;13694;23191;10097
3135;19 jaar;Mannen;2024;75947;33700;10027;23673;9883;13790;23339;10361
3136;19 jaar;Mannen;2025;74143;34104;10012;24092;10206;13886;23491;10613
3137;19 jaar;Mannen;2026;72457;34463;10002;24461;10510;13951;23611;10852
3138;19 jaar;Mannen;2027;70944;34774;9996;24778;10792;13986;23696;11078
3139;19 jaar;Mannen;2028;69711;35041;9996;25045;11053;13992;23755;11286
3140;19 jaar;Mannen;2029;68664;35263;9994;25269;11290;13979;23789;11474
3141;19 jaar;Mannen;2030;67967;35445;9995;25450;11507;13943;23805;11640
3142;19 jaar;Mannen;2031;67567;35591;9995;25596;11703;13893;23807;11784
3143;19 jaar;Mannen;2032;67388;35705;9994;25711;11873;13838;23803;11902
3144;19 jaar;Mannen;2033;67442;35790;9993;25797;12026;13771;23791;11999
3145;19 jaar;Mannen;2034;67655;35848;9993;25855;12160;13695;23773;12075
3146;19 jaar;Mannen;2035;68006;35882;9993;25889;12272;13617;23750;12132
3147;19 jaar;Mannen;2036;68479;35897;9992;25905;12307;13598;23729;12168
3148;19 jaar;Mannen;2037;69048;35897;9994;25903;12330;13573;23707;12190
3149;19 jaar;Mannen;2038;69678;35877;9993;25884;12340;13544;23676;12201
3150;19 jaar;Mannen;2039;70319;35847;9996;25851;12338;13513;23646;12201
3151;19 jaar;Mannen;2040;70947;35805;9996;25809;12331;13478;23612;12193
3152;19 jaar;Mannen;2041;71543;35762;9996;25766;12318;13448;23581;12181
3153;19 jaar;Mannen;2042;72082;35723;9997;25726;12311;13415;23554;12169
3154;19 jaar;Mannen;2043;72576;35683;9998;25685;12295;13390;23529;12154
3155;19 jaar;Mannen;2044;73018;35648;9997;25651;12286;13365;23508;12140
3156;19 jaar;Mannen;2045;73410;35614;9999;25615;12272;13343;23488;12126
3157;19 jaar;Mannen;2046;73749;35585;10000;25585;12263;13322;23471;12114
3158;19 jaar;Mannen;2047;74045;35560;10000;25560;12255;13305;23459;12101
3159;19 jaar;Mannen;2048;74298;35535;10000;25535;12247;13288;23449;12086
3160;19 jaar;Mannen;2049;74507;35509;10000;25509;12235;13274;23435;12074
3161;19 jaar;Mannen;2050;74652;35487;10000;25487;12226;13261;23425;12062
3162;19 jaar;Vrouwen;2000;74281;20176;8117;12059;5768;6291;12946;7230
3163;19 jaar;Vrouwen;2001;72947;20789;8284;12505;5736;6769;13603;7186
3164;19 jaar;Vrouwen;2002;69929;21039;8825;12214;5623;6591;13943;7096
3165;19 jaar;Vrouwen;2003;69101;21546;9090;12456;5568;6888;14437;7109
3166;19 jaar;Vrouwen;2004;70819;22177;9535;12642;5767;6875;14969;7208
3167;19 jaar;Vrouwen;2005;72835;22613;9768;12845;5682;7163;15307;7306
3168;19 jaar;Vrouwen;2006;75486;23182;9656;13526;6091;7435;15691;7491
3169;19 jaar;Vrouwen;2007;75149;23760;9786;13974;6077;7897;16317;7443
3170;19 jaar;Vrouwen;2008;74460;24703;9925;14778;6335;8443;16959;7744
3171;19 jaar;Vrouwen;2009;75530;25113;10024;15089;6265;8824;17489;7624
3172;19 jaar;Vrouwen;2010;77861;26361;10025;16336;6746;9590;18471;7890
3173;19 jaar;Vrouwen;2011;78212;26585;10070;16515;6857;9658;18617;7968
3174;19 jaar;Vrouwen;2012;76552;27002;10094;16908;6986;9922;18976;8026
3175;19 jaar;Vrouwen;2013;76160;27152;10127;17025;6945;10080;19255;7897
3176;19 jaar;Vrouwen;2014;75902;27896;10205;17691;7052;10639;19841;8055
3177;19 jaar;Vrouwen;2015;73716;28002;10305;17697;7140;10557;19853;8149
3178;19 jaar;Vrouwen;2016;72681;28577;10632;17945;7086;10859;20427;8150
3179;19 jaar;Vrouwen;2017;73291;29843;10875;18968;7428;11540;21509;8334
3180;19 jaar;Vrouwen;2018;75162;30997;10957;20040;7900;12140;22383;8614
3181;19 jaar;Vrouwen;2019;75164;31480;10744;20736;8123;12613;22576;8904
3182;19 jaar;Vrouwen;2020;77820;31381;10712;20669;8084;12585;22328;9053
