ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1BuitenlandseOuder_5;k_2eGeneratieMet2BuitenlandseOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
8358;53 jaar;Mannen;2045;75509;36753;20048;16705;6925;9780;25661;11092
8359;53 jaar;Mannen;2046;74430;37241;20123;17118;6890;10228;26322;10919
8360;53 jaar;Mannen;2047;73700;37243;20090;17153;7140;10013;26185;11058
8361;53 jaar;Mannen;2048;73652;38020;20103;17917;7195;10722;26908;11112
8362;53 jaar;Mannen;2049;71618;38067;20169;17898;7195;10703;26890;11177
8363;53 jaar;Mannen;2050;71305;38687;20281;18406;7269;11137;27405;11282
8364;53 jaar;Vrouwen;2000;108959;15661;8633;7028;6536;492;4087;11574
8365;53 jaar;Vrouwen;2001;104134;17010;10372;6638;6122;516;4520;12490
8366;53 jaar;Vrouwen;2002;97079;17207;11193;6014;5528;486;5204;12003
8367;53 jaar;Vrouwen;2003;93347;17190;11556;5634;5162;472;5367;11823
8368;53 jaar;Vrouwen;2004;90804;18037;12342;5695;5123;572;6333;11704
8369;53 jaar;Vrouwen;2005;90461;17311;11149;6162;5148;1014;5918;11393
8370;53 jaar;Vrouwen;2006;93008;18282;12118;6164;4972;1192;6783;11499
8371;53 jaar;Vrouwen;2007;92554;18202;12402;5800;4650;1150;7128;11074
8372;53 jaar;Vrouwen;2008;92828;18941;13074;5867;4681;1186;7851;11090
8373;53 jaar;Vrouwen;2009;94269;19220;13264;5956;4652;1304;8144;11076
8374;53 jaar;Vrouwen;2010;95233;19626;13681;5945;4610;1335;8608;11018
8375;53 jaar;Vrouwen;2011;96517;20046;13814;6232;4711;1521;8803;11243
8376;53 jaar;Vrouwen;2012;97677;20636;14246;6390;4735;1655;9520;11116
8377;53 jaar;Vrouwen;2013;99840;21247;14527;6720;5065;1655;9801;11446
8378;53 jaar;Vrouwen;2014;98545;22614;16035;6579;4926;1653;11342;11272
8379;53 jaar;Vrouwen;2015;102200;22101;15331;6770;5206;1564;10529;11572
8380;53 jaar;Vrouwen;2016;101221;23691;16503;7188;5500;1688;11864;11827
8381;53 jaar;Vrouwen;2017;102336;24036;16736;7300;5656;1644;12037;11999
8382;53 jaar;Vrouwen;2018;102602;25317;17719;7598;5856;1742;12914;12403
8383;53 jaar;Vrouwen;2019;99898;25432;17791;7641;5973;1668;13059;12373
8384;53 jaar;Vrouwen;2020;97948;25651;17999;7652;6067;1585;13407;12244
8385;53 jaar;Vrouwen;2021;97436;25574;17833;7741;6111;1630;13094;12480
8386;53 jaar;Vrouwen;2022;97280;26955;19125;7830;6121;1709;14528;12427
8387;53 jaar;Vrouwen;2023;101187;28219;19863;8356;6613;1743;15281;12938
8388;53 jaar;Vrouwen;2024;98080;28550;20517;8033;6104;1929;16035;12515
8389;53 jaar;Vrouwen;2025;93197;28609;20664;7945;5887;2058;16337;12272
8390;53 jaar;Vrouwen;2026;88353;28789;20896;7893;5599;2294;16762;12027
8391;53 jaar;Vrouwen;2027;80575;28242;20819;7423;5073;2350;16671;11571
8392;53 jaar;Vrouwen;2028;76587;28451;20875;7576;5041;2535;16958;11493
8393;53 jaar;Vrouwen;2029;73139;28187;20308;7879;4837;3042;16868;11319
8394;53 jaar;Vrouwen;2030;72000;28308;19947;8361;4858;3503;16912;11396
8395;53 jaar;Vrouwen;2031;70285;29553;20602;8951;4905;4046;18133;11420
8396;53 jaar;Vrouwen;2032;70642;30318;20527;9791;5176;4615;18692;11626
8397;53 jaar;Vrouwen;2033;70147;30824;20538;10286;5195;5091;19231;11593
8398;53 jaar;Vrouwen;2034;71527;32033;20352;11681;5586;6095;20154;11879
8399;53 jaar;Vrouwen;2035;70262;32354;20240;12114;5558;6556;20676;11678
8400;53 jaar;Vrouwen;2036;67685;32244;20411;11833;5448;6385;20783;11461
8401;53 jaar;Vrouwen;2037;66985;32575;20509;12066;5394;6672;21197;11378
8402;53 jaar;Vrouwen;2038;68460;32905;20653;12252;5590;6662;21588;11317
8403;53 jaar;Vrouwen;2039;70169;33147;20698;12449;5506;6943;21847;11300
8404;53 jaar;Vrouwen;2040;72449;33674;20559;13115;5909;7206;22254;11420
8405;53 jaar;Vrouwen;2041;72179;34114;20566;13548;5892;7656;22853;11261
8406;53 jaar;Vrouwen;2042;71548;34905;20574;14331;6145;8186;23444;11461
8407;53 jaar;Vrouwen;2043;72434;35189;20551;14638;6076;8562;23974;11215
8408;53 jaar;Vrouwen;2044;74323;36330;20485;15845;6544;9301;24949;11381
8409;53 jaar;Vrouwen;2045;74657;36494;20471;16023;6654;9369;25112;11382
8410;53 jaar;Vrouwen;2046;73172;36860;20455;16405;6777;9628;25473;11387
8411;53 jaar;Vrouwen;2047;72828;36958;20437;16521;6739;9782;25745;11213
8412;53 jaar;Vrouwen;2048;72530;37639;20469;17170;6844;10326;26302;11337
8413;53 jaar;Vrouwen;2049;70651;37678;20497;17181;6933;10248;26326;11352
8414;53 jaar;Vrouwen;2050;69721;38060;20639;17421;6881;10540;26797;11263
8415;54 jaar;Totaal mannen en vrouwen;2000;156542;26480;16641;9839;9194;645;8814;17666
8416;54 jaar;Totaal mannen en vrouwen;2001;220927;32351;18135;14216;13207;1009;9061;23290
8417;54 jaar;Totaal mannen en vrouwen;2002;209896;34797;21148;13649;12539;1110;9540;25257
8418;54 jaar;Totaal mannen en vrouwen;2003;196529;34990;22651;12339;11319;1020;10703;24287
8419;54 jaar;Totaal mannen en vrouwen;2004;189073;34485;22976;11509;10507;1002;10817;23668
8420;54 jaar;Totaal mannen en vrouwen;2005;183813;35930;24376;11554;10394;1160;12716;23214
8421;54 jaar;Totaal mannen en vrouwen;2006;183341;34399;21886;12513;10460;2053;11827;22572
8422;54 jaar;Totaal mannen en vrouwen;2007;188230;36069;23422;12647;10182;2465;13475;22594
8423;54 jaar;Totaal mannen en vrouwen;2008;186995;35909;23991;11918;9470;2448;14083;21826
8424;54 jaar;Totaal mannen en vrouwen;2009;188011;36946;25127;11819;9351;2468;15266;21680
8425;54 jaar;Totaal mannen en vrouwen;2010;189380;37721;25710;12011;9379;2632;16124;21597
8426;54 jaar;Totaal mannen en vrouwen;2011;192273;38994;27006;11988;9260;2728;17535;21459
8427;54 jaar;Totaal mannen en vrouwen;2012;194573;39516;27041;12475;9534;2941;17686;21830
8428;54 jaar;Totaal mannen en vrouwen;2013;196565;41083;28115;12968;9702;3266;19238;21845
8429;54 jaar;Totaal mannen en vrouwen;2014;200642;42425;29126;13299;9981;3318;20197;22228
8430;54 jaar;Totaal mannen en vrouwen;2015;198425;45379;32253;13126;9848;3278;23230;22149
8431;54 jaar;Totaal mannen en vrouwen;2016;204948;44872;31088;13784;10518;3266;22009;22863
8432;54 jaar;Totaal mannen en vrouwen;2017;203444;47723;33342;14381;11008;3373;24510;23213
8433;54 jaar;Totaal mannen en vrouwen;2018;206341;48849;34060;14789;11334;3455;25184;23665
8434;54 jaar;Totaal mannen en vrouwen;2019;206688;51566;36136;15430;11938;3492;27087;24479
8435;54 jaar;Totaal mannen en vrouwen;2020;201697;51813;36451;15362;12036;3326;27377;24436
8436;54 jaar;Totaal mannen en vrouwen;2021;197203;52197;36813;15384;12168;3216;28008;24189
8437;54 jaar;Totaal mannen en vrouwen;2022;196493;51533;36015;15518;12269;3249;27112;24421
8438;54 jaar;Totaal mannen en vrouwen;2023;195475;54236;38427;15809;12432;3377;29665;24571
8439;54 jaar;Totaal mannen en vrouwen;2024;203768;56564;39681;16883;13281;3602;31066;25498
8440;54 jaar;Totaal mannen en vrouwen;2025;197025;57020;40601;16419;12477;3942;32270;24750
8441;54 jaar;Totaal mannen en vrouwen;2026;187633;56745;40566;16179;11941;4238;32584;24161
8442;54 jaar;Totaal mannen en vrouwen;2027;177011;56726;40686;16040;11441;4599;33089;23637
8443;54 jaar;Totaal mannen en vrouwen;2028;162015;55277;40316;14961;10204;4757;32779;22498
8444;54 jaar;Totaal mannen en vrouwen;2029;154403;55780;40451;15329;10089;5240;33516;22264
8445;54 jaar;Totaal mannen en vrouwen;2030;147194;55440;39420;16020;9873;6147;33372;22068
8446;54 jaar;Totaal mannen en vrouwen;2031;145543;55917;38793;17124;9955;7169;33672;22245
8447;54 jaar;Totaal mannen en vrouwen;2032;141663;57816;39708;18108;9979;8129;35703;22113
8448;54 jaar;Totaal mannen en vrouwen;2033;142219;59461;39690;19771;10487;9284;36910;22551
8449;54 jaar;Totaal mannen en vrouwen;2034;140686;60796;39764;21032;10619;10413;38220;22576
8450;54 jaar;Totaal mannen en vrouwen;2035;143907;63206;39528;23678;11366;12312;40077;23129
8451;54 jaar;Totaal mannen en vrouwen;2036;140605;64307;39634;24673;11352;13321;41455;22852
8452;54 jaar;Totaal mannen en vrouwen;2037;136144;64120;39988;24132;11057;13075;41786;22334
8453;54 jaar;Totaal mannen en vrouwen;2038;134694;64477;40095;24382;10947;13435;42390;22087
8454;54 jaar;Totaal mannen en vrouwen;2039;137839;65282;40322;24960;11364;13596;43179;22103
8455;54 jaar;Totaal mannen en vrouwen;2040;140647;65708;40383;25325;11374;13951;43671;22037
8456;54 jaar;Totaal mannen en vrouwen;2041;144697;66782;40248;26534;12016;14518;44542;22240
8457;54 jaar;Totaal mannen en vrouwen;2042;145546;67645;40254;27391;11976;15415;45608;22037
8458;54 jaar;Totaal mannen en vrouwen;2043;143711;69259;40262;28997;12310;16687;47107;22152
8459;54 jaar;Totaal mannen en vrouwen;2044;144777;70122;40285;29837;12359;17478;48188;21934
8460;54 jaar;Totaal mannen en vrouwen;2045;149862;72139;40185;31954;13238;18716;49956;22183
8461;54 jaar;Totaal mannen en vrouwen;2046;149662;72733;40102;32631;13539;19092;50448;22285
8462;54 jaar;Totaal mannen en vrouwen;2047;147114;73586;40160;33426;13630;19796;51468;22118
8463;54 jaar;Totaal mannen en vrouwen;2048;146043;73688;40111;33577;13842;19735;51605;22083
8464;54 jaar;Totaal mannen en vrouwen;2049;145695;75147;40160;34987;13999;20988;52883;22264
8465;54 jaar;Totaal mannen en vrouwen;2050;141806;75225;40250;34975;14083;20892;52884;22341
8466;54 jaar;Mannen;2000;79201;13816;8709;5107;4782;325;4681;9135
8467;54 jaar;Mannen;2001;112368;16719;9505;7214;6696;518;4944;11775
8468;54 jaar;Mannen;2002;106134;17833;10800;7033;6437;596;4997;12836
8469;54 jaar;Mannen;2003;99784;17838;11493;6345;5809;536;5489;12349
8470;54 jaar;Mannen;2004;96043;17350;11457;5893;5361;532;5440;11910
8471;54 jaar;Mannen;2005;93309;17957;12079;5878;5288;590;6387;11570
8472;54 jaar;Mannen;2006;93178;17149;10774;6375;5334;1041;5913;11236
8473;54 jaar;Mannen;2007;95531;17865;11362;6503;5227;1276;6708;11157
8474;54 jaar;Mannen;2008;94747;17792;11653;6139;4836;1303;6978;10814
8475;54 jaar;Mannen;2009;95493;18099;12127;5972;4685;1287;7448;10651
8476;54 jaar;Mannen;2010;95427;18600;12525;6075;4742;1333;8017;10583
8477;54 jaar;Mannen;2011;97357;19476;13414;6062;4663;1399;8970;10506
8478;54 jaar;Mannen;2012;98384;19580;13318;6262;4839;1423;8927;10653
8479;54 jaar;Mannen;2013;99219;20568;13971;6597;4979;1618;9774;10794
8480;54 jaar;Mannen;2014;101144;21304;14702;6602;4935;1667;10451;10853
8481;54 jaar;Mannen;2015;100218;22912;16344;6568;4939;1629;11962;10950
8482;54 jaar;Mannen;2016;103102;22906;15876;7030;5323;1707;11542;11364
8483;54 jaar;Mannen;2017;102565;24190;16974;7216;5526;1690;12728;11462
8484;54 jaar;Mannen;2018;104346;24983;17472;7511;5697;1814;13232;11751
8485;54 jaar;Mannen;2019;104430;26432;18578;7854;6099;1755;14270;12162
8486;54 jaar;Mannen;2020;102128;26570;18825;7745;6082;1663;14419;12151
8487;54 jaar;Mannen;2021;99579;26739;18982;7757;6122;1635;14705;12034
8488;54 jaar;Mannen;2022;99374;26154;18354;7800;6177;1623;14118;12036
8489;54 jaar;Mannen;2023;98512;27491;19487;8004;6329;1675;15253;12238
8490;54 jaar;Mannen;2024;102919;28563;20012;8551;6686;1865;15905;12658
8491;54 jaar;Mannen;2025;99264;28704;20292;8412;6395;2017;16366;12338
8492;54 jaar;Mannen;2026;94733;28373;20115;8258;6070;2188;16380;11993
8493;54 jaar;Mannen;2027;88941;28170;20002;8168;5854;2314;16457;11713
8494;54 jaar;Mannen;2028;81689;27270;19711;7559;5146;2413;16239;11031
8495;54 jaar;Mannen;2029;78041;27571;19796;7775;5064;2711;16694;10877
8496;54 jaar;Mannen;2030;74278;27481;19318;8163;5046;3117;16627;10854
8497;54 jaar;Mannen;2031;73756;27843;19057;8786;5111;3675;16886;10957
8498;54 jaar;Mannen;2032;71589;28503;19321;9182;5089;4093;17699;10804
8499;54 jaar;Mannen;2033;71788;29386;19378;10008;5324;4684;18349;11037
8500;54 jaar;Mannen;2034;70747;30216;19442;10774;5437;5337;19121;11095
8501;54 jaar;Mannen;2035;72595;31423;19394;12029;5794;6235;20056;11367
8502;54 jaar;Mannen;2036;70551;32204;19611;12593;5811;6782;20913;11291
8503;54 jaar;Mannen;2037;68657;32126;19794;12332;5624;6708;21137;10989
8504;54 jaar;Mannen;2038;67905;32152;19805;12347;5568;6779;21328;10824
8505;54 jaar;Mannen;2039;69581;32630;19890;12740;5790;6950;21730;10900
8506;54 jaar;Mannen;2040;70686;32815;19907;12908;5883;7025;21964;10851
8507;54 jaar;Mannen;2041;72468;33361;19907;13454;6124;7330;22427;10934
8508;54 jaar;Mannen;2042;73581;33787;19907;13880;6099;7781;22896;10891
8509;54 jaar;Mannen;2043;72377;34609;19907;14702;6180;8522;23806;10803
8510;54 jaar;Mannen;2044;72559;35193;19955;15238;6298;8940;24359;10834
8511;54 jaar;Mannen;2045;75761;36071;19918;16153;6713;9440;25153;10918
8512;54 jaar;Mannen;2046;75225;36503;19851;16652;6905;9747;25485;11018
8513;54 jaar;Mannen;2047;74156;36989;19926;17063;6866;10197;26145;10844
8514;54 jaar;Mannen;2048;73430;36991;19893;17098;7118;9980;26008;10983
8515;54 jaar;Mannen;2049;73381;37769;19908;17861;7172;10689;26731;11038
8516;54 jaar;Mannen;2050;71361;37811;19972;17839;7168;10671;26711;11100
8517;54 jaar;Vrouwen;2000;77341;12664;7932;4732;4412;320;4133;8531
8518;54 jaar;Vrouwen;2001;108555;15636;8632;7004;6514;490;4119;11517
8519;54 jaar;Vrouwen;2002;103764;16962;10347;6615;6100;515;4544;12418
8520;54 jaar;Vrouwen;2003;96745;17152;11159;5993;5508;485;5214;11938
8521;54 jaar;Vrouwen;2004;93031;17134;11519;5615;5144;471;5375;11759
8522;54 jaar;Vrouwen;2005;90504;17973;12296;5677;5108;569;6329;11644
8523;54 jaar;Vrouwen;2006;90160;17253;11112;6141;5129;1012;5918;11335
8524;54 jaar;Vrouwen;2007;92698;18205;12060;6145;4957;1188;6767;11438
8525;54 jaar;Vrouwen;2008;92242;18122;12340;5782;4636;1146;7108;11014
8526;54 jaar;Vrouwen;2009;92516;18849;13001;5848;4665;1183;7819;11030
8527;54 jaar;Vrouwen;2010;93954;19120;13183;5937;4638;1299;8107;11013
8528;54 jaar;Vrouwen;2011;94911;19523;13596;5927;4597;1330;8568;10955
8529;54 jaar;Vrouwen;2012;96189;19936;13722;6214;4698;1516;8758;11178
8530;54 jaar;Vrouwen;2013;97346;20514;14144;6370;4721;1649;9466;11048
8531;54 jaar;Vrouwen;2014;99501;21118;14420;6698;5047;1651;9745;11373
8532;54 jaar;Vrouwen;2015;98206;22468;15909;6559;4910;1649;11267;11201
8533;54 jaar;Vrouwen;2016;101854;21958;15210;6748;5188;1560;10462;11496
8534;54 jaar;Vrouwen;2017;100879;23533;16367;7166;5483;1683;11783;11750
8535;54 jaar;Vrouwen;2018;101992;23869;16591;7278;5638;1640;11953;11916
8536;54 jaar;Vrouwen;2019;102258;25134;17560;7574;5837;1737;12818;12316
8537;54 jaar;Vrouwen;2020;99567;25245;17626;7619;5957;1662;12961;12284
8538;54 jaar;Vrouwen;2021;97619;25463;17832;7631;6050;1581;13307;12156
8539;54 jaar;Vrouwen;2022;97121;25377;17659;7718;6092;1626;12993;12384
8540;54 jaar;Vrouwen;2023;96964;26744;18939;7805;6100;1705;14413;12331
8541;54 jaar;Vrouwen;2024;100852;27998;19666;8332;6593;1739;15160;12838
8542;54 jaar;Vrouwen;2025;97762;28316;20307;8009;6084;1925;15903;12413
8543;54 jaar;Vrouwen;2026;92900;28372;20452;7920;5869;2051;16203;12169
8544;54 jaar;Vrouwen;2027;88070;28556;20684;7872;5586;2286;16631;11925
8545;54 jaar;Vrouwen;2028;80324;28009;20606;7403;5058;2345;16542;11467
8546;54 jaar;Vrouwen;2029;76356;28215;20659;7556;5029;2527;16827;11388
8547;54 jaar;Vrouwen;2030;72919;27956;20099;7857;4828;3029;16743;11213
8548;54 jaar;Vrouwen;2031;71783;28079;19739;8340;4848;3492;16790;11289
8549;54 jaar;Vrouwen;2032;70075;29313;20387;8926;4893;4033;18004;11309
8550;54 jaar;Vrouwen;2033;70432;30073;20309;9764;5163;4601;18559;11514
8551;54 jaar;Vrouwen;2034;69940;30578;20321;10257;5182;5075;19099;11479
8552;54 jaar;Vrouwen;2035;71314;31781;20134;11647;5572;6075;20019;11762
8553;54 jaar;Vrouwen;2036;70051;32106;20025;12081;5542;6539;20542;11564
8554;54 jaar;Vrouwen;2037;67487;31994;20195;11799;5432;6367;20648;11346
8555;54 jaar;Vrouwen;2038;66789;32325;20291;12034;5382;6652;21062;11263
8556;54 jaar;Vrouwen;2039;68260;32650;20432;12218;5576;6642;21446;11204
8557;54 jaar;Vrouwen;2040;69963;32891;20476;12415;5490;6925;21705;11186
8558;54 jaar;Vrouwen;2041;72234;33417;20339;13078;5890;7188;22113;11304
8559;54 jaar;Vrouwen;2042;71965;33859;20348;13511;5877;7634;22713;11146
8560;54 jaar;Vrouwen;2043;71336;34648;20355;14293;6128;8165;23301;11347
8561;54 jaar;Vrouwen;2044;72220;34927;20330;14597;6061;8536;23827;11100
8562;54 jaar;Vrouwen;2045;74099;36069;20266;15803;6525;9278;24802;11267
8563;54 jaar;Vrouwen;2046;74433;36234;20253;15981;6636;9345;24964;11270
8564;54 jaar;Vrouwen;2047;72956;36599;20236;16363;6762;9601;25324;11275
8565;54 jaar;Vrouwen;2048;72613;36697;20216;16481;6727;9754;25596;11101
8566;54 jaar;Vrouwen;2049;72316;37376;20251;17125;6826;10299;26151;11225
8567;54 jaar;Vrouwen;2050;70445;37414;20279;17135;6915;10220;26174;11240
8568;55 jaar;Totaal mannen en vrouwen;2000;165546;25480;15339;10141;9489;652;7998;17482
8569;55 jaar;Totaal mannen en vrouwen;2001;155782;26412;16621;9791;9148;643;8836;17576
8570;55 jaar;Totaal mannen en vrouwen;2002;219789;32241;18092;14149;13146;1003;9072;23169
8571;55 jaar;Totaal mannen en vrouwen;2003;208851;34657;21070;13587;12482;1105;9544;25113
8572;55 jaar;Totaal mannen en vrouwen;2004;195580;34842;22560;12282;11267;1015;10688;24154
8573;55 jaar;Totaal mannen en vrouwen;2005;188180;34343;22885;11458;10460;998;10800;23543
8574;55 jaar;Totaal mannen en vrouwen;2006;182969;35759;24258;11501;10346;1155;12664;23095
8575;55 jaar;Totaal mannen en vrouwen;2007;182499;34254;21795;12459;10415;2044;11790;22464
8576;55 jaar;Totaal mannen en vrouwen;2008;187364;35895;23302;12593;10140;2453;13409;22486
8577;55 jaar;Totaal mannen en vrouwen;2009;186144;35728;23862;11866;9429;2437;14006;21722
8578;55 jaar;Totaal mannen en vrouwen;2010;187153;36747;24978;11769;9312;2457;15173;21574
8579;55 jaar;Totaal mannen en vrouwen;2011;188525;37506;25546;11960;9339;2621;16015;21491
8580;55 jaar;Totaal mannen en vrouwen;2012;191402;38760;26821;11939;9221;2718;17410;21350
8581;55 jaar;Totaal mannen en vrouwen;2013;193691;39277;26850;12427;9500;2927;17559;21718
8582;55 jaar;Totaal mannen en vrouwen;2014;195685;40818;27903;12915;9661;3254;19090;21728
8583;55 jaar;Totaal mannen en vrouwen;2015;199741;42147;28900;13247;9942;3305;20039;22108
8584;55 jaar;Totaal mannen en vrouwen;2016;197542;45047;31973;13074;9811;3263;23025;22022
8585;55 jaar;Totaal mannen en vrouwen;2017;204042;44550;30823;13727;10473;3254;21824;22726
8586;55 jaar;Totaal mannen en vrouwen;2018;202549;47370;33045;14325;10965;3360;24294;23076
8587;55 jaar;Totaal mannen en vrouwen;2019;205436;48476;33744;14732;11293;3439;24960;23516
8588;55 jaar;Totaal mannen en vrouwen;2020;205787;51161;35791;15370;11891;3479;26841;24320
8589;55 jaar;Totaal mannen en vrouwen;2021;200826;51402;36096;15306;11993;3313;27129;24273
8590;55 jaar;Totaal mannen en vrouwen;2022;196363;51780;36454;15326;12121;3205;27753;24027
8591;55 jaar;Totaal mannen en vrouwen;2023;195662;51121;35661;15460;12224;3236;26870;24251
8592;55 jaar;Totaal mannen en vrouwen;2024;194654;53791;38042;15749;12385;3364;29394;24397
8593;55 jaar;Totaal mannen en vrouwen;2025;202902;56101;39280;16821;13234;3587;30783;25318
8594;55 jaar;Totaal mannen en vrouwen;2026;196199;56548;40188;16360;12431;3929;31977;24571
8595;55 jaar;Totaal mannen en vrouwen;2027;186852;56278;40156;16122;11900;4222;32295;23983
8596;55 jaar;Totaal mannen en vrouwen;2028;176293;56250;40270;15980;11399;4581;32794;23456
8597;55 jaar;Totaal mannen en vrouwen;2029;161376;54811;39905;14906;10168;4738;32492;22319
8598;55 jaar;Totaal mannen en vrouwen;2030;153804;55311;40039;15272;10053;5219;33228;22083
8599;55 jaar;Totaal mannen en vrouwen;2031;146634;54979;39016;15963;9839;6124;33095;21884
8600;55 jaar;Totaal mannen en vrouwen;2032;144985;55463;38398;17065;9921;7144;33405;22058
8601;55 jaar;Totaal mannen en vrouwen;2033;141130;57345;39299;18046;9945;8101;35421;21924
8602;55 jaar;Totaal mannen en vrouwen;2034;141686;58978;39278;19700;10446;9254;36619;22359
8603;55 jaar;Totaal mannen en vrouwen;2035;140161;60307;39348;20959;10583;10376;37925;22382
8604;55 jaar;Totaal mannen en vrouwen;2036;143364;62710;39115;23595;11325;12270;39777;22933
8605;55 jaar;Totaal mannen en vrouwen;2037;140078;63808;39220;24588;11313;13275;41151;22657
8606;55 jaar;Totaal mannen en vrouwen;2038;135643;63618;39567;24051;11021;13030;41479;22139
8607;55 jaar;Totaal mannen en vrouwen;2039;134202;63973;39673;24300;10911;13389;42082;21891
8608;55 jaar;Totaal mannen en vrouwen;2040;137334;64772;39898;24874;11325;13549;42864;21908
8609;55 jaar;Totaal mannen en vrouwen;2041;140129;65199;39958;25241;11338;13903;43357;21842
8610;55 jaar;Totaal mannen en vrouwen;2042;144161;66271;39825;26446;11976;14470;44226;22045
8611;55 jaar;Totaal mannen en vrouwen;2043;145008;67130;39832;27298;11934;15364;45289;21841
8612;55 jaar;Totaal mannen en vrouwen;2044;143181;68741;39841;28900;12269;16631;46786;21955
8613;55 jaar;Totaal mannen en vrouwen;2045;144245;69601;39862;29739;12316;17423;47862;21739
8614;55 jaar;Totaal mannen en vrouwen;2046;149306;71614;39763;31851;13198;18653;49625;21989
8615;55 jaar;Totaal mannen en vrouwen;2047;149104;72210;39684;32526;13496;19030;50121;22089
8616;55 jaar;Totaal mannen en vrouwen;2048;146566;73062;39742;33320;13585;19735;51136;21926
8617;55 jaar;Totaal mannen en vrouwen;2049;145506;73161;39692;33469;13796;19673;51272;21889
8618;55 jaar;Totaal mannen en vrouwen;2050;145160;74612;39738;34874;13953;20921;52545;22067
8619;55 jaar;Mannen;2000;83760;13216;8097;5119;4803;316;4344;8872
8620;55 jaar;Mannen;2001;78738;13769;8692;5077;4754;323;4677;9092
8621;55 jaar;Mannen;2002;111669;16651;9479;7172;6657;515;4933;11718
8622;55 jaar;Mannen;2003;105495;17756;10761;6995;6403;592;4987;12769
8623;55 jaar;Mannen;2004;99206;17756;11444;6312;5779;533;5468;12288
8624;55 jaar;Mannen;2005;95503;17274;11412;5862;5334;528;5420;11854
8625;55 jaar;Mannen;2006;92798;17867;12020;5847;5261;586;6347;11520
8626;55 jaar;Mannen;2007;92670;17078;10737;6341;5305;1036;5883;11195
8627;55 jaar;Mannen;2008;95013;17779;11309;6470;5200;1270;6661;11118
8628;55 jaar;Mannen;2009;94237;17705;11597;6108;4812;1296;6929;10776
8629;55 jaar;Mannen;2010;94981;18004;12060;5944;4664;1280;7390;10614
8630;55 jaar;Mannen;2011;94920;18499;12452;6047;4722;1325;7951;10548
8631;55 jaar;Mannen;2012;96844;19356;13324;6032;4639;1393;8888;10468
8632;55 jaar;Mannen;2013;97866;19461;13228;6233;4817;1416;8848;10613
8633;55 jaar;Mannen;2014;98700;20435;13868;6567;4958;1609;9682;10753
8634;55 jaar;Mannen;2015;100618;21160;14590;6570;4911;1659;10352;10808
8635;55 jaar;Mannen;2016;99702;22737;16198;6539;4918;1621;11838;10899
8636;55 jaar;Mannen;2017;102571;22742;15743;6999;5300;1699;11431;11311
8637;55 jaar;Mannen;2018;102045;24007;16822;7185;5503;1682;12601;11406
8638;55 jaar;Mannen;2019;103823;24786;17309;7477;5671;1806;13098;11688
8639;55 jaar;Mannen;2020;103908;26222;18401;7821;6073;1748;14123;12099
8640;55 jaar;Mannen;2021;101624;26353;18642;7711;6055;1656;14270;12083
8641;55 jaar;Mannen;2022;99095;26522;18800;7722;6094;1628;14556;11966
8642;55 jaar;Mannen;2023;98896;25944;18178;7766;6150;1616;13977;11967
8643;55 jaar;Mannen;2024;98041;27265;19295;7970;6303;1667;15099;12166
8644;55 jaar;Mannen;2025;102419;28331;19814;8517;6662;1855;15747;12584
8645;55 jaar;Mannen;2026;98794;28465;20089;8376;6367;2009;16201;12264
8646;55 jaar;Mannen;2027;94290;28139;19914;8225;6047;2178;16219;11920
8647;55 jaar;Mannen;2028;88533;27938;19803;8135;5830;2305;16299;11639
8648;55 jaar;Mannen;2029;81329;27043;19516;7527;5124;2403;16084;10959
8649;55 jaar;Mannen;2030;77705;27341;19598;7743;5043;2700;16537;10804
8650;55 jaar;Mannen;2031;73959;27261;19129;8132;5027;3105;16478;10783
8651;55 jaar;Mannen;2032;73443;27621;18870;8751;5091;3660;16738;10883
8652;55 jaar;Mannen;2033;71289;28277;19130;9147;5069;4078;17547;10730
8653;55 jaar;Mannen;2034;71488;29155;19187;9968;5301;4667;18194;10961
8654;55 jaar;Mannen;2035;70453;29982;19249;10733;5420;5313;18963;11019
8655;55 jaar;Mannen;2036;72288;31184;19201;11983;5772;6211;19896;11288
8656;55 jaar;Mannen;2037;70259;31959;19414;12545;5788;6757;20748;11211
8657;55 jaar;Mannen;2038;68374;31882;19594;12288;5607;6681;20972;10910
8658;55 jaar;Mannen;2039;67629;31909;19606;12303;5549;6754;21163;10746
8659;55 jaar;Mannen;2040;69297;32382;19689;12693;5768;6925;21561;10821
8660;55 jaar;Mannen;2041;70398;32567;19706;12861;5860;7001;21796;10771
8661;55 jaar;Mannen;2042;72172;33109;19705;13404;6100;7304;22255;10854
8662;55 jaar;Mannen;2043;73277;33537;19709;13828;6076;7752;22724;10813
8663;55 jaar;Mannen;2044;72081;34356;19707;14649;6158;8491;23632;10724
8664;55 jaar;Mannen;2045;72262;34939;19754;15185;6277;8908;24183;10756
8665;55 jaar;Mannen;2046;75449;35814;19719;16095;6689;9406;24975;10839
8666;55 jaar;Mannen;2047;74913;36248;19654;16594;6881;9713;25309;10939
8667;55 jaar;Mannen;2048;73852;36729;19727;17002;6840;10162;25963;10766
8668;55 jaar;Mannen;2049;73130;36734;19696;17038;7092;9946;25830;10904
