ID;RegioS;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;CDA_5;CU_6;D66_7;GL_8;PvdA_9;SGP_10;SP_11;VVD_12;OverigeLandelijkeGroeperingEn_13;LokaleConfessioneleGroeperingEn_14;LokaleOnafhankelijkeGroeperingEn_15;LokaleProgressieveGroeperingEn_16;CDA_17;CU_18;D66_19;GL_20;PvdA_21;SGP_22;SP_23;VVD_24;OverigeLandelijkeGroeperingEn_25;LokaleConfessioneleGroeperingEn_26;LokaleOnafhankelijkeGroeperingEn_27;LokaleProgressieveGroeperingEn_28;TotaalPolitiekeGroeperingen_29;CDA_30;CU_31;D66_32;GL_33;PvdA_34;SGP_35;SP_36;VVD_37;OverigeLandelijkeGroeperingEn_38;LokaleConfessioneleGroeperingEn_39;LokaleOnafhankelijkeGroeperingEn_40;LokaleProgressieveGroeperingEn_41;TotaalPolitiekeGroeperingen_42;CDA_43;CU_44;D66_45;GL_46;PvdA_47;SGP_48;SP_49;VVD_50;OverigeLandelijkeGroeperingEn_51;LokaleConfessioneleGroeperingEn_52;LokaleOnafhankelijkeGroeperingEn_53;LokaleProgressieveGroeperingEn_54;TotaalPolitiekeGroeperingen_55;CDA_56;CU_57;D66_58;GL_59;PvdA_60;SGP_61;SP_62;VVD_63;OverigeLandelijkeGroeperingEn_64;LokaleConfessioneleGroeperingEn_65;LokaleOnafhankelijkeGroeperingEn_66;LokaleProgressieveGroeperingEn_67;TotaalPolitiekeGroeperingen_68;CDA_69;CU_70;D66_71;GL_72;PvdA_73;SGP_74;SP_75;VVD_76;OverigeLandelijkeGroeperingEn_77;LokaleConfessioneleGroeperingEn_78;LokaleOnafhankelijkeGroeperingEn_79;LokaleProgressieveGroeperingEn_80;TotaalPolitiekeGroeperingen_81;CDA_82;CU_83;D66_84;GL_85;PvdA_86;SGP_87;SP_88;VVD_89;OverigeLandelijkeGroeperingEn_90;LokaleConfessioneleGroeperingEn_91;LokaleOnafhankelijkeGroeperingEn_92;LokaleProgressieveGroeperingEn_93;TotaalPolitiekeGroeperingen_94;CDA_95;CU_96;D66_97;GL_98;PvdA_99;SGP_100;SP_101;VVD_102;OverigeLandelijkeGroeperingEn_103;LokaleConfessioneleGroeperingEn_104;LokaleOnafhankelijkeGroeperingEn_105;LokaleProgressieveGroeperingEn_106;TotaalPolitiekeGroeperingen_107;CDA_108;CU_109;D66_110;GL_111;PvdA_112;SGP_113;SP_114;VVD_115;OverigeLandelijkeGroeperingEn_116;LokaleConfessioneleGroeperingEn_117;LokaleOnafhankelijkeGroeperingEn_118;LokaleProgressieveGroeperingEn_119;TotaalPolitiekeGroeperingen_120;CDA_121;CU_122;D66_123;GL_124;PvdA_125;SGP_126;SP_127;VVD_128;OverigeLandelijkeGroeperingEn_129;LokaleConfessioneleGroeperingEn_130;LokaleOnafhankelijkeGroeperingEn_131;LokaleProgressieveGroeperingEn_132;TotaalPolitiekeGroeperingen_133;CDA_134;CU_135;D66_136;GL_137;PvdA_138;SGP_139;SP_140;VVD_141;OverigeLandelijkeGroeperingEn_142;LokaleConfessioneleGroeperingEn_143;LokaleOnafhankelijkeGroeperingEn_144;LokaleProgressieveGroeperingEn_145;Mannen_146;Vrouwen_147;LandsdeelCode_148;ProvincieCode_149;KamerkieskringCode_150;CoropCode_151;GemeenteCode_152
111;Eersel;13732;64.6;8866;8843;3098;0;0;0;0;0;0;1119;0;0;4626;0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;12.7;0.0;0.0;52.3;0.0;17;6;0;0;0;0;0;0;2;0;0;9;0;12;4;0;0;0;0;0;0;2;0;0;6;0;5;2;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;     ;CDA  ;4;30;18;36;770
112;Eibergen;12652;67.6;8556;8537;4123;0;0;948;2020;0;0;1002;0;0;444;0;48.3;0.0;0.0;11.1;23.7;0.0;0.0;11.7;0.0;0.0;5.2;0.0;17;8;0;0;2;4;0;0;2;0;0;1;0;13;6;0;0;2;3;0;0;1;0;0;1;0;4;2;0;0;0;1;0;0;1;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;2;25;7;14;229
113;Eijsden;9218;75.7;6977;6970;1778;0;0;0;1154;0;0;1338;0;0;2700;0;25.5;0.0;0.0;0.0;16.6;0.0;0.0;19.2;0.0;0.0;38.7;0.0;15;4;0;0;0;2;0;0;3;0;0;6;0;14;3;0;0;0;2;0;0;3;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;4;31;19;39;905
114;Eindhoven;161276;48.3;77955;77786;14449;1453;4764;5713;14088;0;5847;9673;0;0;18994;2805;18.6;1.9;6.1;7.3;18.1;0.0;7.5;12.4;0.0;0.0;24.4;3.6;45;9;0;3;3;9;0;3;6;0;0;11;1;30;5;0;2;1;6;0;2;4;0;0;9;1;15;4;0;1;2;3;0;1;2;0;0;2;0;6;2;0;1;1;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;3;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;18;36;772
115;Elburg;16062;70.4;11314;11306;2181;2150;492;0;1267;1827;0;1125;0;0;2264;0;19.3;19.0;4.4;0.0;11.2;16.2;0.0;10.0;0.0;0.0;20.0;0.0;19;4;4;0;0;2;3;0;2;0;0;4;0;16;3;3;0;0;1;3;0;2;0;0;4;0;3;1;1;0;0;1;0;0;0;0;0;0;0;4;1;1;0;0;0;1;0;0;0;0;1;0;4;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CU   ;     ;2;25;7;13;230
116;Emmen;83793;52.5;44024;43980;10370;2295;2038;1987;11344;0;2137;5468;0;0;8341;0;23.6;5.2;4.6;4.5;25.8;0.0;4.9;12.4;0.0;0.0;19.0;0.0;39;10;2;2;1;11;0;2;5;0;0;6;0;31;8;2;1;1;8;0;2;4;0;0;5;0;8;2;0;1;0;3;0;0;1;0;0;1;0;7;2;0;0;0;3;0;0;2;0;0;0;0;6;2;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;1;22;3;8;114
117;Enkhuizen;13109;61.6;8077;8061;726;0;468;0;1398;0;0;1036;0;793;2921;719;9.0;0.0;5.8;0.0;17.3;0.0;0.0;12.9;0.0;9.8;36.2;8.9;17;2;0;1;0;3;0;0;2;0;2;5;2;16;2;0;1;0;3;0;0;1;0;2;5;2;1;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;1;0;0;0;0;1;1;0;3;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;3;27;11;18;388
118;Enschede;116691;48.0;56064;55840;10138;3814;2443;4591;13825;0;0;9592;482;0;10955;0;18.2;6.8;4.4;8.2;24.8;0.0;0.0;17.2;0.9;0.0;19.6;0.0;39;8;3;1;3;10;0;0;7;0;0;7;0;31;7;3;1;2;8;0;0;5;0;0;5;0;8;1;0;0;1;2;0;0;2;0;0;2;0;6;2;1;0;0;2;0;0;0;0;0;1;0;6;2;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;2;23;4;12;153
119;Epe;25980;62.5;16237;16222;2926;0;0;1732;2302;0;0;3180;0;1607;4475;0;18.0;0.0;0.0;10.7;14.2;0.0;0.0;19.6;0.0;9.9;27.6;0.0;23;4;0;0;3;3;0;0;5;0;2;6;0;18;3;0;0;3;2;0;0;3;0;2;5;0;5;1;0;0;0;1;0;0;2;0;0;1;0;4;1;0;0;0;1;0;0;1;0;0;1;0;4;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;25;7;13;232
120;Ermelo;19920;66.4;13227;13216;4194;1944;0;0;0;777;815;1838;0;109;2050;1489;31.7;14.7;0.0;0.0;0.0;5.9;6.2;13.9;0.0;0.8;15.5;11.3;21;7;4;0;0;0;1;1;3;0;0;3;2;19;6;4;0;0;0;1;1;3;0;0;3;1;2;1;0;0;0;0;0;0;0;0;0;0;1;4;1;1;0;0;0;0;0;1;0;0;1;0;4;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;25;7;13;233
121;Etten-Leur;29666;49.9;14813;14793;3662;0;981;1082;2375;0;0;2258;0;0;4435;0;24.8;0.0;6.6;7.3;16.1;0.0;0.0;15.3;0.0;0.0;30.0;0.0;25;7;0;1;2;4;0;0;4;0;0;7;0;14;4;0;1;0;2;0;0;2;0;0;5;0;11;3;0;0;2;2;0;0;2;0;0;2;0;4;2;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;17;33;777
122;Ferwerderadiel;6763;68.0;4602;4597;1813;353;0;0;695;0;0;433;0;0;1303;0;39.4;7.7;0.0;0.0;15.1;0.0;0.0;9.4;0.0;0.0;28.3;0.0;13;5;1;0;0;2;0;0;1;0;0;4;0;11;4;1;0;0;2;0;0;1;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;1;21;2;4;1722
123;Franekeradeel;15492;62.7;9709;9697;2637;565;0;0;1850;0;0;822;0;0;3823;0;27.2;5.8;0.0;0.0;19.1;0.0;0.0;8.5;0.0;0.0;39.4;0.0;19;5;1;0;0;4;0;0;1;0;0;8;0;14;3;1;0;0;3;0;0;1;0;0;6;0;5;2;0;0;0;1;0;0;0;0;0;2;0;3;1;0;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;D66  ;1;21;2;4;70
124;Gaasterlân-Sleat;7770;73.2;5684;5680;1820;472;0;0;690;0;0;1547;0;0;1151;0;32.0;8.3;0.0;0.0;12.1;0.0;0.0;27.2;0.0;0.0;20.3;0.0;15;5;1;0;0;2;0;0;4;0;0;3;0;9;3;1;0;0;1;0;0;3;0;0;1;0;6;2;0;0;0;1;0;0;1;0;0;2;0;3;1;1;0;0;0;0;0;1;0;0;0;0;3;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;1;21;2;5;653
125;Geertruidenberg;16396;55.0;9025;9018;2166;0;0;881;918;0;0;1002;0;0;4051;0;24.0;0.0;0.0;9.8;10.2;0.0;0.0;11.1;0.0;0.0;44.9;0.0;19;5;0;0;2;2;0;0;2;0;0;8;0;12;3;0;0;1;0;0;0;1;0;0;7;0;7;2;0;0;1;2;0;0;1;0;0;1;0;4;0;0;0;1;0;0;0;0;0;0;3;0;4;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;17;33;779
126;Geldermalsen;18752;64.3;12053;12026;2793;0;729;0;2506;1729;0;2120;0;0;2149;0;23.2;0.0;6.1;0.0;20.8;14.4;0.0;17.6;0.0;0.0;17.9;0.0;19;5;0;1;0;4;3;0;3;0;0;3;0;16;5;0;0;0;4;3;0;3;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;2;0;4;0;0;1;0;1;1;0;1;0;0;0;0;3;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;2;25;6;16;236
127;Geldrop;21817;54.2;11815;11796;2376;0;358;0;0;0;0;1380;0;0;5769;1913;20.1;0.0;3.0;0.0;0.0;0.0;0.0;11.7;0.0;0.0;48.9;16.2;21;4;0;0;0;0;0;0;2;0;0;11;4;19;3;0;0;0;0;0;0;2;0;0;11;3;2;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;18;36;781
128;Gemert-Bakel;20943;61.0;12773;12681;5750;0;0;0;0;0;0;1135;0;0;4287;1509;45.3;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;33.8;11.9;21;10;0;0;0;0;0;0;2;0;0;7;2;15;5;0;0;0;0;0;0;2;0;0;6;2;6;5;0;0;0;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;1;0;0;0;1;3;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;18;36;1652
129;Gendringen;15949;61.4;9789;9773;4592;0;0;0;2317;0;0;1156;0;0;1708;0;47.0;0.0;0.0;0.0;23.7;0.0;0.0;11.8;0.0;0.0;17.5;0.0;19;9;0;0;0;5;0;0;2;0;0;3;0;18;8;0;0;0;5;0;0;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;25;7;14;237
130;Gennep;12994;54.3;7056;7024;1590;0;1555;0;1183;0;0;906;0;0;1790;0;22.6;0.0;22.1;0.0;16.8;0.0;0.0;12.9;0.0;0.0;25.5;0.0;17;4;0;4;0;3;0;0;2;0;0;4;0;13;2;0;4;0;1;0;0;2;0;0;4;0;4;2;0;0;0;2;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;CDA  ;4;31;19;37;907
131;Giessenlanden;10749;73.6;7906;7900;1504;1352;0;0;1398;405;0;1948;0;0;1293;0;19.0;17.1;0.0;0.0;17.7;5.1;0.0;24.7;0.0;0.0;16.4;0.0;15;3;2;0;0;3;1;0;4;0;0;2;0;12;2;2;0;0;2;1;0;3;0;0;2;0;3;1;0;0;0;1;0;0;1;0;0;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;28;14;30;689
132;Gilze en Rijen;18779;62.7;11782;11750;1762;0;0;0;2028;0;0;997;0;0;6963;0;15.0;0.0;0.0;0.0;17.3;0.0;0.0;8.5;0.0;0.0;59.3;0.0;19;3;0;0;0;3;0;0;1;0;0;12;0;17;3;0;0;0;2;0;0;1;0;0;11;0;2;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;17;34;784
133;Goedereede;8770;74.0;6490;6486;1019;682;0;0;909;2354;0;770;0;0;752;0;15.7;10.5;0.0;0.0;14.0;36.3;0.0;11.9;0.0;0.0;11.6;0.0;15;2;2;0;0;2;5;0;2;0;0;2;0;13;2;2;0;0;1;5;0;1;0;0;2;0;2;0;0;0;0;1;0;0;1;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;1;0;3;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;28;14;29;511
134;Goes;27945;54.0;15099;15090;3914;0;1104;2189;3063;0;0;2488;0;2332;0;0;25.9;0.0;7.3;14.5;20.3;0.0;0.0;16.5;0.0;15.5;0.0;0.0;25;7;0;2;3;5;0;0;4;0;4;0;0;18;6;0;1;1;3;0;0;3;0;4;0;0;7;1;0;1;2;2;0;0;1;0;0;0;0;4;1;0;0;1;1;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;29;16;32;664
135;Goirle;17363;61.0;10587;10572;1478;0;664;1079;1220;0;0;1056;0;0;5075;0;14.0;0.0;6.3;10.2;11.5;0.0;0.0;10.0;0.0;0.0;48.0;0.0;19;2;0;1;2;2;0;0;2;0;0;10;0;15;1;0;1;1;2;0;0;1;0;0;9;0;4;1;0;0;1;0;0;0;1;0;0;1;0;4;0;0;0;1;0;0;0;1;0;0;2;0;4;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;VVD  ;4;30;17;34;785
136;Gorinchem;26094;53.7;14001;13968;2113;0;643;991;3269;0;0;2604;0;1407;2941;0;15.1;0.0;4.6;7.1;23.4;0.0;0.0;18.6;0.0;10.1;21.1;0.0;23;4;0;1;1;6;0;0;5;0;2;4;0;17;3;0;0;1;5;0;0;3;0;2;3;0;6;1;0;1;0;1;0;0;2;0;0;1;0;4;0;0;0;0;1;0;0;1;0;1;1;0;4;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;3;28;14;30;512
137;Gorssel;10600;70.8;7507;7491;2135;0;497;0;1206;0;0;1975;0;0;1678;0;28.5;0.0;6.6;0.0;16.1;0.0;0.0;26.4;0.0;0.0;22.4;0.0;15;4;0;1;0;3;0;0;4;0;0;3;0;11;3;0;1;0;3;0;0;3;0;0;1;0;4;1;0;0;0;0;0;0;1;0;0;2;0;3;1;0;0;0;1;0;0;1;0;0;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;2;25;7;14;239
138;Gouda;53722;59.0;31697;31595;5117;2196;2356;3045;5340;1397;1509;5147;0;0;5488;0;16.2;7.0;7.5;9.6;16.9;4.4;4.8;16.3;0.0;0.0;17.4;0.0;35;6;2;3;3;6;2;1;6;0;0;6;0;26;4;2;2;2;3;2;1;5;0;0;5;0;9;2;0;1;1;3;0;0;1;0;0;1;0;5;1;1;1;0;1;0;0;1;0;0;0;0;5;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;3;28;15;28;513
139;Graafstroom;6770;80.5;5449;5436;1668;916;0;0;788;1084;0;980;0;0;0;0;30.7;16.9;0.0;0.0;14.5;19.9;0.0;18.0;0.0;0.0;0.0;0.0;13;4;2;0;0;2;3;0;2;0;0;0;0;12;3;2;0;0;2;3;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SGP  ;     ;3;28;14;30;693
140;Graft-De Rijp;4814;73.7;3546;3514;1161;0;0;0;1163;0;0;928;0;0;262;0;33.0;0.0;0.0;0.0;33.1;0.0;0.0;26.4;0.0;0.0;7.5;0.0;13;4;0;0;0;4;0;0;4;0;0;1;0;11;3;0;0;0;4;0;0;3;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;D66  ;3;27;11;23;365
141;Grave;9582;62.6;5995;5974;1083;0;472;531;486;0;0;856;0;0;2546;0;18.1;0.0;7.9;8.9;8.1;0.0;0.0;14.3;0.0;0.0;42.6;0.0;15;3;0;1;2;1;0;0;2;0;0;6;0;13;2;0;1;1;1;0;0;2;0;0;6;0;2;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;1;1;3;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;30;18;35;786
142;'s-Gravendeel;6928;61.5;4263;4256;1051;0;369;0;1579;616;0;641;0;0;0;0;24.7;0.0;8.7;0.0;37.1;14.5;0.0;15.1;0.0;0.0;0.0;0.0;13;3;0;1;0;5;2;0;2;0;0;0;0;9;2;0;1;0;2;2;0;2;0;0;0;0;4;1;0;0;0;3;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;3;28;14;30;517
143;'s-Gravenhage;349516;44.4;155227;154553;21529;0;9352;11116;31326;0;7839;33074;1006;3885;32630;2796;13.9;0.0;6.1;7.2;20.3;0.0;5.1;21.4;0.7;2.5;21.1;1.8;45;7;0;3;3;10;0;2;11;0;1;8;0;33;5;0;2;2;7;0;0;8;0;1;8;0;12;2;0;1;1;3;0;2;3;0;0;0;0;8;2;0;0;0;3;0;0;3;0;0;0;0;6;2;0;0;0;2;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;28;12;26;518
144;'s-Gravenzande;14596;58.3;8511;8503;3116;0;0;327;1120;0;0;1905;0;863;1172;0;36.6;0.0;0.0;3.8;13.2;0.0;0.0;22.4;0.0;10.1;13.8;0.0;17;6;0;0;0;2;0;0;4;0;2;3;0;14;5;0;0;0;1;0;0;3;0;2;3;0;3;1;0;0;0;1;0;0;1;0;0;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;VVD  ;3;28;14;27;519
145;Groenlo;7365;62.6;4612;4607;1795;0;0;0;690;0;0;351;0;0;1771;0;39.0;0.0;0.0;0.0;15.0;0.0;0.0;7.6;0.0;0.0;38.4;0.0;13;5;0;0;0;2;0;0;1;0;0;5;0;10;3;0;0;0;2;0;0;1;0;0;4;0;3;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;VVD  ;2;25;7;14;240
