ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemers_1;BanenVanWerknemersMutatie_2
9031;A Landbouw, bosbouw en visserij;Gennep;2008 december;0.25;
9032;A Landbouw, bosbouw en visserij;Gennep;2009 december;0.26;0.01
9033;A Landbouw, bosbouw en visserij;Gennep;2010 december;0.28;0.02
9034;A Landbouw, bosbouw en visserij;Gennep;2010 december;0.28;
9035;A Landbouw, bosbouw en visserij;Gennep;2011 december;0.27;-0.01
9036;A Landbouw, bosbouw en visserij;Gennep;2011 december;0.27;
9037;A Landbouw, bosbouw en visserij;Gennep;2012 december;0.28;0.01
9038;A Landbouw, bosbouw en visserij;Gennep;2012 december;0.28;
9039;A Landbouw, bosbouw en visserij;Gennep;2013 december;0.28;0.0
9040;A Landbouw, bosbouw en visserij;Gennep;2013 december;0.27;
9041;A Landbouw, bosbouw en visserij;Gennep;2014 december;0.14;-0.13
9042;A Landbouw, bosbouw en visserij;Giessenlanden;2008 december;0.06;
9043;A Landbouw, bosbouw en visserij;Giessenlanden;2009 december;0.08;0.02
9044;A Landbouw, bosbouw en visserij;Giessenlanden;2010 december;0.07;-0.01
9045;A Landbouw, bosbouw en visserij;Giessenlanden;2010 december;0.08;
9046;A Landbouw, bosbouw en visserij;Giessenlanden;2011 december;0.08;0.0
9047;A Landbouw, bosbouw en visserij;Giessenlanden;2011 december;0.08;
9048;A Landbouw, bosbouw en visserij;Giessenlanden;2012 december;0.07;-0.01
9049;A Landbouw, bosbouw en visserij;Giessenlanden;2012 december;0.08;
9050;A Landbouw, bosbouw en visserij;Giessenlanden;2013 december;;
9051;A Landbouw, bosbouw en visserij;Giessenlanden;2013 december;;
9052;A Landbouw, bosbouw en visserij;Giessenlanden;2014 december;0.06;
9053;A Landbouw, bosbouw en visserij;Gilze en Rijen;2008 december;0.18;
9054;A Landbouw, bosbouw en visserij;Gilze en Rijen;2009 december;;
9055;A Landbouw, bosbouw en visserij;Gilze en Rijen;2010 december;;
9056;A Landbouw, bosbouw en visserij;Gilze en Rijen;2010 december;;
9057;A Landbouw, bosbouw en visserij;Gilze en Rijen;2011 december;;
9058;A Landbouw, bosbouw en visserij;Gilze en Rijen;2011 december;0.18;
9059;A Landbouw, bosbouw en visserij;Gilze en Rijen;2012 december;0.17;0.0
9060;A Landbouw, bosbouw en visserij;Gilze en Rijen;2012 december;0.17;
9061;A Landbouw, bosbouw en visserij;Gilze en Rijen;2013 december;0.19;0.01
9062;A Landbouw, bosbouw en visserij;Gilze en Rijen;2013 december;0.19;
9063;A Landbouw, bosbouw en visserij;Gilze en Rijen;2014 december;0.18;0.0
9064;A Landbouw, bosbouw en visserij;Goedereede;2008 december;0.07;
9065;A Landbouw, bosbouw en visserij;Goedereede;2009 december;0.08;0.01
9066;A Landbouw, bosbouw en visserij;Goedereede;2010 december;0.08;0.0
9067;A Landbouw, bosbouw en visserij;Goedereede;2010 december;0.08;
9068;A Landbouw, bosbouw en visserij;Goedereede;2011 december;0.09;0.01
9069;A Landbouw, bosbouw en visserij;Goedereede;2011 december;0.09;
9070;A Landbouw, bosbouw en visserij;Goedereede;2012 december;0.09;0.0
9071;A Landbouw, bosbouw en visserij;Goedereede;2012 december;0.09;
9072;A Landbouw, bosbouw en visserij;Goedereede;2013 december;;
9073;A Landbouw, bosbouw en visserij;Goedereede;2013 december;;
9074;A Landbouw, bosbouw en visserij;Goedereede;2014 december;;
9075;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2008 december;;
9076;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2009 december;;
9077;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2010 december;;
9078;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2010 december;;
9079;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2011 december;;
9080;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2011 december;;
9081;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2012 december;;
9082;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2012 december;;
9083;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2013 december;0.44;-0.03
9084;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2013 december;0.43;
9085;A Landbouw, bosbouw en visserij;Goeree-Overflakkee;2014 december;0.42;-0.01
9086;A Landbouw, bosbouw en visserij;Goes;2008 december;0.11;
9087;A Landbouw, bosbouw en visserij;Goes;2009 december;0.09;-0.02
9088;A Landbouw, bosbouw en visserij;Goes;2010 december;0.1;0.01
9089;A Landbouw, bosbouw en visserij;Goes;2010 december;0.11;
9090;A Landbouw, bosbouw en visserij;Goes;2011 december;0.09;-0.02
9091;A Landbouw, bosbouw en visserij;Goes;2011 december;0.09;
9092;A Landbouw, bosbouw en visserij;Goes;2012 december;0.08;-0.01
9093;A Landbouw, bosbouw en visserij;Goes;2012 december;0.08;
9094;A Landbouw, bosbouw en visserij;Goes;2013 december;0.08;0.0
9095;A Landbouw, bosbouw en visserij;Goes;2013 december;0.08;
9096;A Landbouw, bosbouw en visserij;Goes;2014 december;0.13;0.05
9097;A Landbouw, bosbouw en visserij;Goirle;2008 december;0.05;
9098;A Landbouw, bosbouw en visserij;Goirle;2009 december;0.06;0.01
9099;A Landbouw, bosbouw en visserij;Goirle;2010 december;0.05;-0.01
9100;A Landbouw, bosbouw en visserij;Goirle;2010 december;0.06;
9101;A Landbouw, bosbouw en visserij;Goirle;2011 december;0.05;-0.01
9102;A Landbouw, bosbouw en visserij;Goirle;2011 december;0.05;
9103;A Landbouw, bosbouw en visserij;Goirle;2012 december;0.06;0.01
9104;A Landbouw, bosbouw en visserij;Goirle;2012 december;0.06;
9105;A Landbouw, bosbouw en visserij;Goirle;2013 december;0.09;0.02
9106;A Landbouw, bosbouw en visserij;Goirle;2013 december;0.09;
9107;A Landbouw, bosbouw en visserij;Goirle;2014 december;0.09;0.0
9108;A Landbouw, bosbouw en visserij;Gorinchem;2008 december;;
9109;A Landbouw, bosbouw en visserij;Gorinchem;2009 december;;
9110;A Landbouw, bosbouw en visserij;Gorinchem;2010 december;;
9111;A Landbouw, bosbouw en visserij;Gorinchem;2010 december;;
9112;A Landbouw, bosbouw en visserij;Gorinchem;2011 december;;
9113;A Landbouw, bosbouw en visserij;Gorinchem;2011 december;0.01;
9114;A Landbouw, bosbouw en visserij;Gorinchem;2012 december;0.01;0.0
9115;A Landbouw, bosbouw en visserij;Gorinchem;2012 december;0.01;
9116;A Landbouw, bosbouw en visserij;Gorinchem;2013 december;0.01;0.0
9117;A Landbouw, bosbouw en visserij;Gorinchem;2013 december;0.01;
9118;A Landbouw, bosbouw en visserij;Gorinchem;2014 december;0.01;0.0
9119;A Landbouw, bosbouw en visserij;Gouda;2008 december;;
9120;A Landbouw, bosbouw en visserij;Gouda;2009 december;;
9121;A Landbouw, bosbouw en visserij;Gouda;2010 december;;
9122;A Landbouw, bosbouw en visserij;Gouda;2010 december;;
9123;A Landbouw, bosbouw en visserij;Gouda;2011 december;;
9124;A Landbouw, bosbouw en visserij;Gouda;2011 december;;
9125;A Landbouw, bosbouw en visserij;Gouda;2012 december;;
9126;A Landbouw, bosbouw en visserij;Gouda;2012 december;;
9127;A Landbouw, bosbouw en visserij;Gouda;2013 december;;
9128;A Landbouw, bosbouw en visserij;Gouda;2013 december;;
9129;A Landbouw, bosbouw en visserij;Gouda;2014 december;;
9130;A Landbouw, bosbouw en visserij;Graafstroom;2008 december;0.13;
9131;A Landbouw, bosbouw en visserij;Graafstroom;2009 december;0.08;-0.05
9132;A Landbouw, bosbouw en visserij;Graafstroom;2010 december;0.09;0.01
9133;A Landbouw, bosbouw en visserij;Graafstroom;2010 december;0.1;
9134;A Landbouw, bosbouw en visserij;Graafstroom;2011 december;0.09;-0.01
9135;A Landbouw, bosbouw en visserij;Graafstroom;2011 december;0.09;
9136;A Landbouw, bosbouw en visserij;Graafstroom;2012 december;0.08;0.0
9137;A Landbouw, bosbouw en visserij;Graafstroom;2012 december;0.08;
9138;A Landbouw, bosbouw en visserij;Graafstroom;2013 december;;
9139;A Landbouw, bosbouw en visserij;Graafstroom;2013 december;;
9140;A Landbouw, bosbouw en visserij;Graafstroom;2014 december;;
9141;A Landbouw, bosbouw en visserij;Graft-De Rijp;2008 december;0.05;
9142;A Landbouw, bosbouw en visserij;Graft-De Rijp;2009 december;0.04;-0.01
9143;A Landbouw, bosbouw en visserij;Graft-De Rijp;2010 december;0.04;0.0
9144;A Landbouw, bosbouw en visserij;Graft-De Rijp;2010 december;0.05;
9145;A Landbouw, bosbouw en visserij;Graft-De Rijp;2011 december;0.04;-0.01
9146;A Landbouw, bosbouw en visserij;Graft-De Rijp;2011 december;0.04;
9147;A Landbouw, bosbouw en visserij;Graft-De Rijp;2012 december;0.05;0.01
9148;A Landbouw, bosbouw en visserij;Graft-De Rijp;2012 december;0.05;
9149;A Landbouw, bosbouw en visserij;Graft-De Rijp;2013 december;0.04;-0.01
9150;A Landbouw, bosbouw en visserij;Graft-De Rijp;2013 december;0.04;
9151;A Landbouw, bosbouw en visserij;Graft-De Rijp;2014 december;0.04;0.0
9152;A Landbouw, bosbouw en visserij;Grave;2008 december;0.04;
9153;A Landbouw, bosbouw en visserij;Grave;2009 december;0.04;0.0
9154;A Landbouw, bosbouw en visserij;Grave;2010 december;0.02;-0.02
9155;A Landbouw, bosbouw en visserij;Grave;2010 december;0.03;
9156;A Landbouw, bosbouw en visserij;Grave;2011 december;0.04;0.01
9157;A Landbouw, bosbouw en visserij;Grave;2011 december;0.04;
9158;A Landbouw, bosbouw en visserij;Grave;2012 december;0.04;0.0
9159;A Landbouw, bosbouw en visserij;Grave;2012 december;0.04;
9160;A Landbouw, bosbouw en visserij;Grave;2013 december;0.04;0.0
9161;A Landbouw, bosbouw en visserij;Grave;2013 december;0.04;
9162;A Landbouw, bosbouw en visserij;Grave;2014 december;0.03;-0.01
9163;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2008 december;1.01;
9164;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2009 december;1.02;0.01
9165;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2010 december;1.01;-0.01
9166;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2010 december;1.02;
9167;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2011 december;0.66;-0.36
9168;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2011 december;0.84;
9169;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2012 december;0.83;-0.01
9170;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2012 december;0.81;
9171;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2013 december;0.72;-0.09
9172;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2013 december;0.71;
9173;A Landbouw, bosbouw en visserij;'s-Gravenhage (gemeente);2014 december;0.68;-0.03
9174;A Landbouw, bosbouw en visserij;Groesbeek;2008 december;0.06;
9175;A Landbouw, bosbouw en visserij;Groesbeek;2009 december;0.06;0.0
9176;A Landbouw, bosbouw en visserij;Groesbeek;2010 december;0.08;0.02
9177;A Landbouw, bosbouw en visserij;Groesbeek;2010 december;0.09;
9178;A Landbouw, bosbouw en visserij;Groesbeek;2011 december;0.1;0.01
9179;A Landbouw, bosbouw en visserij;Groesbeek;2011 december;0.1;
9180;A Landbouw, bosbouw en visserij;Groesbeek;2012 december;0.07;-0.03
9181;A Landbouw, bosbouw en visserij;Groesbeek;2012 december;0.07;
9182;A Landbouw, bosbouw en visserij;Groesbeek;2013 december;0.04;-0.02
9183;A Landbouw, bosbouw en visserij;Groesbeek;2013 december;0.04;
9184;A Landbouw, bosbouw en visserij;Groesbeek;2014 december;0.05;0.0
9185;A Landbouw, bosbouw en visserij;Groningen (gemeente);2008 december;;
9186;A Landbouw, bosbouw en visserij;Groningen (gemeente);2009 december;0.04;
9187;A Landbouw, bosbouw en visserij;Groningen (gemeente);2010 december;;
9188;A Landbouw, bosbouw en visserij;Groningen (gemeente);2010 december;;
9189;A Landbouw, bosbouw en visserij;Groningen (gemeente);2011 december;;
9190;A Landbouw, bosbouw en visserij;Groningen (gemeente);2011 december;0.01;
9191;A Landbouw, bosbouw en visserij;Groningen (gemeente);2012 december;0.02;0.0
9192;A Landbouw, bosbouw en visserij;Groningen (gemeente);2012 december;0.02;
9193;A Landbouw, bosbouw en visserij;Groningen (gemeente);2013 december;0.02;0.0
9194;A Landbouw, bosbouw en visserij;Groningen (gemeente);2013 december;;
9195;A Landbouw, bosbouw en visserij;Groningen (gemeente);2014 december;;
9196;A Landbouw, bosbouw en visserij;Grootegast;2008 december;0.07;
9197;A Landbouw, bosbouw en visserij;Grootegast;2009 december;0.04;-0.03
9198;A Landbouw, bosbouw en visserij;Grootegast;2010 december;0.04;0.0
9199;A Landbouw, bosbouw en visserij;Grootegast;2010 december;0.05;
9200;A Landbouw, bosbouw en visserij;Grootegast;2011 december;0.05;0.0
9201;A Landbouw, bosbouw en visserij;Grootegast;2011 december;0.05;
9202;A Landbouw, bosbouw en visserij;Grootegast;2012 december;0.05;0.0
9203;A Landbouw, bosbouw en visserij;Grootegast;2012 december;;
9204;A Landbouw, bosbouw en visserij;Grootegast;2013 december;;
9205;A Landbouw, bosbouw en visserij;Grootegast;2013 december;;
9206;A Landbouw, bosbouw en visserij;Grootegast;2014 december;;
9207;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2008 december;0.05;
9208;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2009 december;0.03;-0.02
9209;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2010 december;0.04;0.01
9210;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2010 december;0.05;
9211;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2011 december;;
9212;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2011 december;;
9213;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2012 december;;
9214;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2012 december;0.04;
9215;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2013 december;0.05;0.01
9216;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2013 december;0.05;
9217;A Landbouw, bosbouw en visserij;Gulpen-Wittem;2014 december;0.03;-0.01
9218;A Landbouw, bosbouw en visserij;Haaksbergen;2008 december;0.09;
9219;A Landbouw, bosbouw en visserij;Haaksbergen;2009 december;0.09;0.0
9220;A Landbouw, bosbouw en visserij;Haaksbergen;2010 december;0.08;-0.01
9221;A Landbouw, bosbouw en visserij;Haaksbergen;2010 december;0.09;
9222;A Landbouw, bosbouw en visserij;Haaksbergen;2011 december;0.07;-0.02
9223;A Landbouw, bosbouw en visserij;Haaksbergen;2011 december;0.08;
9224;A Landbouw, bosbouw en visserij;Haaksbergen;2012 december;0.08;0.0
9225;A Landbouw, bosbouw en visserij;Haaksbergen;2012 december;0.08;
9226;A Landbouw, bosbouw en visserij;Haaksbergen;2013 december;0.07;-0.02
9227;A Landbouw, bosbouw en visserij;Haaksbergen;2013 december;0.07;
9228;A Landbouw, bosbouw en visserij;Haaksbergen;2014 december;0.07;0.01
9229;A Landbouw, bosbouw en visserij;Haaren;2008 december;0.48;
9230;A Landbouw, bosbouw en visserij;Haaren;2009 december;0.43;-0.05
9231;A Landbouw, bosbouw en visserij;Haaren;2010 december;0.47;0.04
9232;A Landbouw, bosbouw en visserij;Haaren;2010 december;0.47;
9233;A Landbouw, bosbouw en visserij;Haaren;2011 december;0.44;-0.03
9234;A Landbouw, bosbouw en visserij;Haaren;2011 december;0.44;
9235;A Landbouw, bosbouw en visserij;Haaren;2012 december;0.45;0.01
9236;A Landbouw, bosbouw en visserij;Haaren;2012 december;0.45;
9237;A Landbouw, bosbouw en visserij;Haaren;2013 december;0.52;0.06
9238;A Landbouw, bosbouw en visserij;Haaren;2013 december;0.52;
9239;A Landbouw, bosbouw en visserij;Haaren;2014 december;0.4;-0.11
9240;A Landbouw, bosbouw en visserij;Haarlem;2008 december;;
9241;A Landbouw, bosbouw en visserij;Haarlem;2009 december;;
9242;A Landbouw, bosbouw en visserij;Haarlem;2010 december;;
9243;A Landbouw, bosbouw en visserij;Haarlem;2010 december;;
9244;A Landbouw, bosbouw en visserij;Haarlem;2011 december;;
9245;A Landbouw, bosbouw en visserij;Haarlem;2011 december;0.03;
9246;A Landbouw, bosbouw en visserij;Haarlem;2012 december;0.03;0.0
9247;A Landbouw, bosbouw en visserij;Haarlem;2012 december;0.03;
9248;A Landbouw, bosbouw en visserij;Haarlem;2013 december;0.02;-0.01
9249;A Landbouw, bosbouw en visserij;Haarlem;2013 december;0.02;
9250;A Landbouw, bosbouw en visserij;Haarlem;2014 december;0.02;0.01
9251;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2008 december;;
9252;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2009 december;;
9253;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2010 december;;
9254;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2010 december;;
9255;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2011 december;;
9256;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2011 december;0.01;
9257;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2012 december;0.01;0.0
9258;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2012 december;0.01;
9259;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2013 december;0.01;0.0
9260;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2013 december;0.01;
9261;A Landbouw, bosbouw en visserij;Haarlemmerliede en Spaarnwoude;2014 december;0.01;0.0
9262;A Landbouw, bosbouw en visserij;Haarlemmermeer;2008 december;1.11;
9263;A Landbouw, bosbouw en visserij;Haarlemmermeer;2009 december;0.98;-0.13
9264;A Landbouw, bosbouw en visserij;Haarlemmermeer;2010 december;0.96;-0.02
9265;A Landbouw, bosbouw en visserij;Haarlemmermeer;2010 december;0.97;
9266;A Landbouw, bosbouw en visserij;Haarlemmermeer;2011 december;0.86;-0.11
9267;A Landbouw, bosbouw en visserij;Haarlemmermeer;2011 december;0.91;
9268;A Landbouw, bosbouw en visserij;Haarlemmermeer;2012 december;0.84;-0.06
9269;A Landbouw, bosbouw en visserij;Haarlemmermeer;2012 december;0.87;
9270;A Landbouw, bosbouw en visserij;Haarlemmermeer;2013 december;0.82;-0.05
9271;A Landbouw, bosbouw en visserij;Haarlemmermeer;2013 december;0.82;
9272;A Landbouw, bosbouw en visserij;Haarlemmermeer;2014 december;0.8;-0.02
9273;A Landbouw, bosbouw en visserij;Halderberge;2008 december;0.21;
9274;A Landbouw, bosbouw en visserij;Halderberge;2009 december;0.22;0.01
9275;A Landbouw, bosbouw en visserij;Halderberge;2010 december;0.22;0.0
9276;A Landbouw, bosbouw en visserij;Halderberge;2010 december;0.22;
9277;A Landbouw, bosbouw en visserij;Halderberge;2011 december;0.2;-0.02
9278;A Landbouw, bosbouw en visserij;Halderberge;2011 december;0.2;
9279;A Landbouw, bosbouw en visserij;Halderberge;2012 december;0.18;-0.02
9280;A Landbouw, bosbouw en visserij;Halderberge;2012 december;0.19;
9281;A Landbouw, bosbouw en visserij;Halderberge;2013 december;0.21;0.03
9282;A Landbouw, bosbouw en visserij;Halderberge;2013 december;0.21;
9283;A Landbouw, bosbouw en visserij;Halderberge;2014 december;0.2;-0.01
9284;A Landbouw, bosbouw en visserij;Hardenberg;2008 december;0.23;
9285;A Landbouw, bosbouw en visserij;Hardenberg;2009 december;0.23;0.0
9286;A Landbouw, bosbouw en visserij;Hardenberg;2010 december;0.26;0.03
9287;A Landbouw, bosbouw en visserij;Hardenberg;2010 december;0.29;
9288;A Landbouw, bosbouw en visserij;Hardenberg;2011 december;0.32;0.03
9289;A Landbouw, bosbouw en visserij;Hardenberg;2011 december;0.32;
9290;A Landbouw, bosbouw en visserij;Hardenberg;2012 december;0.36;0.04
9291;A Landbouw, bosbouw en visserij;Hardenberg;2012 december;0.37;
9292;A Landbouw, bosbouw en visserij;Hardenberg;2013 december;0.37;0.01
9293;A Landbouw, bosbouw en visserij;Hardenberg;2013 december;0.37;
9294;A Landbouw, bosbouw en visserij;Hardenberg;2014 december;0.35;-0.02
9295;A Landbouw, bosbouw en visserij;Harderwijk;2008 december;0.03;
9296;A Landbouw, bosbouw en visserij;Harderwijk;2009 december;0.03;0.0
9297;A Landbouw, bosbouw en visserij;Harderwijk;2010 december;0.02;-0.01
9298;A Landbouw, bosbouw en visserij;Harderwijk;2010 december;0.03;
9299;A Landbouw, bosbouw en visserij;Harderwijk;2011 december;0.03;0.0
9300;A Landbouw, bosbouw en visserij;Harderwijk;2011 december;0.03;
9301;A Landbouw, bosbouw en visserij;Harderwijk;2012 december;0.04;0.0
9302;A Landbouw, bosbouw en visserij;Harderwijk;2012 december;0.06;
9303;A Landbouw, bosbouw en visserij;Harderwijk;2013 december;0.05;-0.02
9304;A Landbouw, bosbouw en visserij;Harderwijk;2013 december;0.05;
9305;A Landbouw, bosbouw en visserij;Harderwijk;2014 december;0.05;0.0
9306;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2008 december;;
9307;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2009 december;;
9308;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2010 december;;
9309;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2010 december;;
9310;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2011 december;;
9311;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2011 december;0.02;
9312;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2012 december;0.02;0.01
9313;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2012 december;0.02;
9314;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2013 december;0.01;-0.01
9315;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2013 december;0.01;
9316;A Landbouw, bosbouw en visserij;Hardinxveld-Giessendam;2014 december;0.02;0.0
9317;A Landbouw, bosbouw en visserij;Haren;2008 december;;
9318;A Landbouw, bosbouw en visserij;Haren;2009 december;;
9319;A Landbouw, bosbouw en visserij;Haren;2010 december;0.02;
9320;A Landbouw, bosbouw en visserij;Haren;2010 december;0.03;
9321;A Landbouw, bosbouw en visserij;Haren;2011 december;0.02;-0.01
9322;A Landbouw, bosbouw en visserij;Haren;2011 december;0.02;
9323;A Landbouw, bosbouw en visserij;Haren;2012 december;0.02;0.0
9324;A Landbouw, bosbouw en visserij;Haren;2012 december;0.02;
9325;A Landbouw, bosbouw en visserij;Haren;2013 december;0.01;-0.01
9326;A Landbouw, bosbouw en visserij;Haren;2013 december;;
9327;A Landbouw, bosbouw en visserij;Haren;2014 december;;
9328;A Landbouw, bosbouw en visserij;Harenkarspel;2008 december;0.37;
9329;A Landbouw, bosbouw en visserij;Harenkarspel;2009 december;0.33;-0.04
9330;A Landbouw, bosbouw en visserij;Harenkarspel;2010 december;0.4;0.07
9331;A Landbouw, bosbouw en visserij;Harenkarspel;2010 december;0.35;
9332;A Landbouw, bosbouw en visserij;Harenkarspel;2011 december;0.33;-0.02
9333;A Landbouw, bosbouw en visserij;Harenkarspel;2011 december;0.33;
9334;A Landbouw, bosbouw en visserij;Harenkarspel;2012 december;0.37;0.04
9335;A Landbouw, bosbouw en visserij;Harenkarspel;2012 december;0.41;
9336;A Landbouw, bosbouw en visserij;Harenkarspel;2013 december;;
9337;A Landbouw, bosbouw en visserij;Harenkarspel;2013 december;;
9338;A Landbouw, bosbouw en visserij;Harenkarspel;2014 december;;
9339;A Landbouw, bosbouw en visserij;Harlingen;2008 december;0.06;
9340;A Landbouw, bosbouw en visserij;Harlingen;2009 december;0.06;0.0
9341;A Landbouw, bosbouw en visserij;Harlingen;2010 december;0.04;-0.02
9342;A Landbouw, bosbouw en visserij;Harlingen;2010 december;0.05;
9343;A Landbouw, bosbouw en visserij;Harlingen;2011 december;0.04;-0.01
9344;A Landbouw, bosbouw en visserij;Harlingen;2011 december;0.04;
9345;A Landbouw, bosbouw en visserij;Harlingen;2012 december;0.04;0.0
9346;A Landbouw, bosbouw en visserij;Harlingen;2012 december;0.04;
9347;A Landbouw, bosbouw en visserij;Harlingen;2013 december;0.04;0.0
9348;A Landbouw, bosbouw en visserij;Harlingen;2013 december;0.04;
9349;A Landbouw, bosbouw en visserij;Harlingen;2014 december;0.04;0.0
9350;A Landbouw, bosbouw en visserij;Hattem;2008 december;;
9351;A Landbouw, bosbouw en visserij;Hattem;2009 december;;
9352;A Landbouw, bosbouw en visserij;Hattem;2010 december;;
9353;A Landbouw, bosbouw en visserij;Hattem;2010 december;;
9354;A Landbouw, bosbouw en visserij;Hattem;2011 december;;
9355;A Landbouw, bosbouw en visserij;Hattem;2011 december;;
9356;A Landbouw, bosbouw en visserij;Hattem;2012 december;;
9357;A Landbouw, bosbouw en visserij;Hattem;2012 december;;
9358;A Landbouw, bosbouw en visserij;Hattem;2013 december;;
9359;A Landbouw, bosbouw en visserij;Hattem;2013 december;;
9360;A Landbouw, bosbouw en visserij;Hattem;2014 december;;
9361;A Landbouw, bosbouw en visserij;Heemskerk;2008 december;0.1;
9362;A Landbouw, bosbouw en visserij;Heemskerk;2009 december;0.45;0.35
9363;A Landbouw, bosbouw en visserij;Heemskerk;2010 december;0.47;0.02
9364;A Landbouw, bosbouw en visserij;Heemskerk;2010 december;0.49;
9365;A Landbouw, bosbouw en visserij;Heemskerk;2011 december;0.22;-0.27
9366;A Landbouw, bosbouw en visserij;Heemskerk;2011 december;0.22;
9367;A Landbouw, bosbouw en visserij;Heemskerk;2012 december;0.52;0.3
9368;A Landbouw, bosbouw en visserij;Heemskerk;2012 december;0.52;
9369;A Landbouw, bosbouw en visserij;Heemskerk;2013 december;0.53;0.01
9370;A Landbouw, bosbouw en visserij;Heemskerk;2013 december;0.53;
9371;A Landbouw, bosbouw en visserij;Heemskerk;2014 december;0.49;-0.04
9372;A Landbouw, bosbouw en visserij;Heemstede;2008 december;0.03;
9373;A Landbouw, bosbouw en visserij;Heemstede;2009 december;0.03;0.0
9374;A Landbouw, bosbouw en visserij;Heemstede;2010 december;0.03;0.0
9375;A Landbouw, bosbouw en visserij;Heemstede;2010 december;0.03;
9376;A Landbouw, bosbouw en visserij;Heemstede;2011 december;0.02;-0.01
9377;A Landbouw, bosbouw en visserij;Heemstede;2011 december;0.02;
9378;A Landbouw, bosbouw en visserij;Heemstede;2012 december;0.02;0.0
9379;A Landbouw, bosbouw en visserij;Heemstede;2012 december;0.02;
9380;A Landbouw, bosbouw en visserij;Heemstede;2013 december;0.02;0.0
9381;A Landbouw, bosbouw en visserij;Heemstede;2013 december;0.02;
9382;A Landbouw, bosbouw en visserij;Heemstede;2014 december;0.02;0.0
9383;A Landbouw, bosbouw en visserij;Heerde;2008 december;;
9384;A Landbouw, bosbouw en visserij;Heerde;2009 december;;
9385;A Landbouw, bosbouw en visserij;Heerde;2010 december;;
9386;A Landbouw, bosbouw en visserij;Heerde;2010 december;;
9387;A Landbouw, bosbouw en visserij;Heerde;2011 december;;
9388;A Landbouw, bosbouw en visserij;Heerde;2011 december;;
9389;A Landbouw, bosbouw en visserij;Heerde;2012 december;;
9390;A Landbouw, bosbouw en visserij;Heerde;2012 december;;
9391;A Landbouw, bosbouw en visserij;Heerde;2013 december;;
9392;A Landbouw, bosbouw en visserij;Heerde;2013 december;;
9393;A Landbouw, bosbouw en visserij;Heerde;2014 december;;
9394;A Landbouw, bosbouw en visserij;Heerenveen;2008 december;0.08;
