ID;GeslachtEnBedrijf;TypeEnOpleidendeInstantie;Perioden;GevolgdeCursussenOfOpleidingen_1;GevolgdeInterneOpleidingen_2;GevolgdeExterneOpleidingen_3;VerdelingCursussenOfOpleidingen_4;VerdelingInterneCursussenOpleidingen_5;VerdelingExterneCursussenOpleidingen_6;InterneEnExterneOpleidingsuren_7;GevolgdeInterneOpleidingsuren_8;GevolgdeExterneOpleidingsuren_9;VerdelingInterneEnExterneUren_10;VerdelingInterneOpleidingsuren_11;VerdelingExterneOpleidingsuren_12
250;E Productie en distributie van en ..;Totaal van de opleidingen;1999;27.0;16.0;11.0;100.0;100.0;100.0;825.0;245.0;580.0;100.0;100.0;100.0
251;E Productie en distributie van en ..;Totaal van de opleidingen;2005;;;;;;;301.0;;;100.0;;
252;E Productie en distributie van en ..;Talen;1999;1.0;0.0;1.0;2.0;0.0;5.0;14.0;0.0;13.0;2.0;0.0;2.0
253;E Productie en distributie van en ..;Talen;2005;;;;;;;9.0;;;3.0;;
254;E Productie en distributie van en ..;Verkoop en marketing;1999;4.0;3.0;1.0;13.0;18.0;6.0;57.0;18.0;39.0;7.0;7.0;7.0
255;E Productie en distributie van en ..;Verkoop en marketing;2005;;;;;;;19.0;;;6.0;;
256;E Productie en distributie van en ..;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
257;E Productie en distributie van en ..;Boekhouding/financiën/management/kantoor;2005;;;;;;;21.0;;;7.0;;
258;E Productie en distributie van en ..;Boekhouding en financiën;1999;1.0;0.0;1.0;3.0;2.0;5.0;30.0;7.0;23.0;4.0;3.0;4.0
259;E Productie en distributie van en ..;Boekhouding en financiën;2005;;;;;;;;;;;;
260;E Productie en distributie van en ..;Management;1999;1.0;0.0;1.0;4.0;3.0;5.0;25.0;4.0;20.0;3.0;2.0;4.0
261;E Productie en distributie van en ..;Management;2005;;;;;;;;;;;;
262;E Productie en distributie van en ..;Kantoorwerk;1999;0.0;0.0;0.0;1.0;1.0;1.0;6.0;2.0;4.0;1.0;1.0;1.0
263;E Productie en distributie van en ..;Kantoorwerk;2005;;;;;;;;;;;;
264;E Productie en distributie van en ..;Persoonlijke vaardigheden;1999;2.0;1.0;2.0;9.0;3.0;17.0;285.0;4.0;281.0;35.0;2.0;48.0
265;E Productie en distributie van en ..;Persoonlijke vaardigheden;2005;;;;;;;47.0;;;16.0;;
266;E Productie en distributie van en ..;Informatica;1999;4.0;3.0;1.0;15.0;16.0;13.0;69.0;44.0;25.0;8.0;18.0;4.0
267;E Productie en distributie van en ..;Informatica;2005;;;;;;;41.0;;;14.0;;
268;E Productie en distributie van en ..;Techniek, bouw en productie;1999;5.0;3.0;2.0;17.0;17.0;18.0;193.0;63.0;130.0;23.0;26.0;22.0
269;E Productie en distributie van en ..;Techniek, bouw en productie;2005;;;;;;;90.0;;;30.0;;
270;E Productie en distributie van en ..;Milieu en arbeidsomstandigheden;1999;10.0;6.0;3.0;35.0;40.0;28.0;141.0;102.0;39.0;17.0;42.0;7.0
271;E Productie en distributie van en ..;Milieu en arbeidsomstandigheden;2005;;;;;;;34.0;;;11.0;;
272;E Productie en distributie van en ..;Diensten;1999;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0
273;E Productie en distributie van en ..;Diensten;2005;;;;;;;2.0;;;1.0;;
274;E Productie en distributie van en ..;Overige typen;1999;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;0.0;1.0
275;E Productie en distributie van en ..;Overige typen;2005;;;;;;;39.0;;;13.0;;
276;E Productie en distributie van en ..;Hogescholen en universiteiten;1999;;;;;;;;;;;;
277;E Productie en distributie van en ..;Hogescholen en universiteiten;2005;;;;;;;;;23.0;;;11.0
278;E Productie en distributie van en ..;(Hoge-)scholen;1999;1.0;;1.0;2.0;;6.0;52.0;;52.0;6.0;;9.0
279;E Productie en distributie van en ..;(Hoge-)scholen;2005;;;;;;;;;;;;
280;E Productie en distributie van en ..;Universiteiten;1999;0.0;;0.0;0.0;;1.0;2.0;;2.0;0.0;;0.0
281;E Productie en distributie van en ..;Universiteiten;2005;;;;;;;;;;;;
282;E Productie en distributie van en ..;Opleidingsinstelling publieke sector;1999;3.0;;3.0;11.0;;26.0;57.0;;57.0;7.0;;10.0
283;E Productie en distributie van en ..;Opleidingsinstelling publieke sector;2005;;;;;;;;;23.0;;;11.0
284;E Productie en distributie van en ..;Particuliere opleidingsinstituten;1999;6.0;;6.0;21.0;;50.0;442.0;;442.0;54.0;;76.0
285;E Productie en distributie van en ..;Particuliere opleidingsinstituten;2005;;;;;;;;;97.0;;;46.0
286;E Productie en distributie van en ..;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
287;E Productie en distributie van en ..;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;18.0;;;9.0
288;E Productie en distributie van en ..;Leveranciers van apparatuur en software;1999;1.0;;1.0;4.0;;9.0;16.0;;16.0;2.0;;3.0
289;E Productie en distributie van en ..;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
290;E Productie en distributie van en ..;Moeder- en zusterbedrijven;1999;0.0;;0.0;1.0;;2.0;3.0;;3.0;0.0;;1.0
291;E Productie en distributie van en ..;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
292;E Productie en distributie van en ..;Vakbonden;1999;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0
293;E Productie en distributie van en ..;Vakbonden;2005;;;;;;;;;6.0;;;3.0
294;E Productie en distributie van en ..;KvK, branche- en werkgeversorg.;1999;0.0;;0.0;0.0;;1.0;2.0;;2.0;0.0;;0.0
295;E Productie en distributie van en ..;KvK, branche- en werkgeversorg.;2005;;;;;;;;;1.0;;;1.0
296;E Productie en distributie van en ..;Eigen bedrijf;1999;16.0;16.0;;60.0;;;245.0;245.0;;30.0;;
297;E Productie en distributie van en ..;Eigen bedrijf;2005;;;;;;;;;;;;
298;E Productie en distributie van en ..;Overige instanties;1999;1.0;;1.0;2.0;;6.0;6.0;;6.0;1.0;;1.0
299;E Productie en distributie van en ..;Overige instanties;2005;;;;;;;;;46.0;;;22.0
300;45 Bouwnijverheid;Totaal van de opleidingen;1999;306.0;72.0;234.0;100.0;100.0;100.0;6553.0;1313.0;5240.0;100.0;100.0;100.0
301;45 Bouwnijverheid;Totaal van de opleidingen;2005;;;;;;;4120.0;;;100.0;;
302;45 Bouwnijverheid;Talen;1999;1.0;0.0;0.0;0.0;0.0;0.0;24.0;11.0;13.0;0.0;1.0;0.0
303;45 Bouwnijverheid;Talen;2005;;;;;;;83.0;;;2.0;;
304;45 Bouwnijverheid;Verkoop en marketing;1999;4.0;1.0;3.0;1.0;1.0;1.0;77.0;20.0;56.0;1.0;2.0;1.0
305;45 Bouwnijverheid;Verkoop en marketing;2005;;;;;;;123.0;;;3.0;;
306;45 Bouwnijverheid;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
307;45 Bouwnijverheid;Boekhouding/financiën/management/kantoor;2005;;;;;;;177.0;;;4.0;;
308;45 Bouwnijverheid;Boekhouding en financiën;1999;3.0;1.0;2.0;1.0;1.0;1.0;82.0;19.0;63.0;1.0;1.0;1.0
309;45 Bouwnijverheid;Boekhouding en financiën;2005;;;;;;;;;;;;
310;45 Bouwnijverheid;Management;1999;11.0;5.0;7.0;4.0;6.0;3.0;465.0;106.0;359.0;7.0;8.0;7.0
311;45 Bouwnijverheid;Management;2005;;;;;;;;;;;;
312;45 Bouwnijverheid;Kantoorwerk;1999;1.0;0.0;1.0;0.0;1.0;0.0;23.0;9.0;14.0;0.0;1.0;0.0
313;45 Bouwnijverheid;Kantoorwerk;2005;;;;;;;;;;;;
314;45 Bouwnijverheid;Persoonlijke vaardigheden;1999;16.0;4.0;12.0;5.0;5.0;5.0;201.0;43.0;158.0;3.0;3.0;3.0
315;45 Bouwnijverheid;Persoonlijke vaardigheden;2005;;;;;;;339.0;;;8.0;;
316;45 Bouwnijverheid;Informatica;1999;17.0;5.0;12.0;5.0;6.0;5.0;360.0;74.0;287.0;6.0;6.0;5.0
317;45 Bouwnijverheid;Informatica;2005;;;;;;;261.0;;;6.0;;
318;45 Bouwnijverheid;Techniek, bouw en productie;1999;90.0;12.0;78.0;29.0;17.0;33.0;2446.0;257.0;2189.0;37.0;20.0;42.0
319;45 Bouwnijverheid;Techniek, bouw en productie;2005;;;;;;;2093.0;;;51.0;;
320;45 Bouwnijverheid;Milieu en arbeidsomstandigheden;1999;144.0;42.0;102.0;47.0;58.0;44.0;2453.0;715.0;1739.0;37.0;54.0;33.0
321;45 Bouwnijverheid;Milieu en arbeidsomstandigheden;2005;;;;;;;621.0;;;15.0;;
322;45 Bouwnijverheid;Diensten;1999;12.0;1.0;12.0;4.0;1.0;5.0;208.0;6.0;203.0;3.0;0.0;4.0
323;45 Bouwnijverheid;Diensten;2005;;;;;;;33.0;;;1.0;;
324;45 Bouwnijverheid;Overige typen;1999;7.0;2.0;5.0;2.0;3.0;2.0;213.0;54.0;159.0;3.0;4.0;3.0
325;45 Bouwnijverheid;Overige typen;2005;;;;;;;391.0;;;10.0;;
326;45 Bouwnijverheid;Hogescholen en universiteiten;1999;;;;;;;;;;;;
327;45 Bouwnijverheid;Hogescholen en universiteiten;2005;;;;;;;;;139.0;;;4.0
328;45 Bouwnijverheid;(Hoge-)scholen;1999;3.0;;3.0;1.0;;1.0;299.0;;299.0;5.0;;6.0
329;45 Bouwnijverheid;(Hoge-)scholen;2005;;;;;;;;;;;;
330;45 Bouwnijverheid;Universiteiten;1999;0.0;;0.0;0.0;;0.0;7.0;;7.0;0.0;;0.0
331;45 Bouwnijverheid;Universiteiten;2005;;;;;;;;;;;;
332;45 Bouwnijverheid;Opleidingsinstelling publieke sector;1999;61.0;;61.0;20.0;;26.0;1595.0;;1595.0;24.0;;30.0
333;45 Bouwnijverheid;Opleidingsinstelling publieke sector;2005;;;;;;;;;871.0;;;26.0
334;45 Bouwnijverheid;Particuliere opleidingsinstituten;1999;113.0;;113.0;37.0;;48.0;2267.0;;2267.0;35.0;;43.0
335;45 Bouwnijverheid;Particuliere opleidingsinstituten;2005;;;;;;;;;1552.0;;;46.0
336;45 Bouwnijverheid;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
337;45 Bouwnijverheid;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;285.0;;;9.0
338;45 Bouwnijverheid;Leveranciers van apparatuur en software;1999;7.0;;7.0;2.0;;3.0;108.0;;108.0;2.0;;2.0
339;45 Bouwnijverheid;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
340;45 Bouwnijverheid;Moeder- en zusterbedrijven;1999;2.0;;2.0;1.0;;1.0;47.0;;47.0;1.0;;1.0
341;45 Bouwnijverheid;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
342;45 Bouwnijverheid;Vakbonden;1999;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0
343;45 Bouwnijverheid;Vakbonden;2005;;;;;;;;;128.0;;;4.0
344;45 Bouwnijverheid;KvK, branche- en werkgeversorg.;1999;45.0;;45.0;15.0;;19.0;862.0;;862.0;13.0;;16.0
345;45 Bouwnijverheid;KvK, branche- en werkgeversorg.;2005;;;;;;;;;10.0;;;0.0
346;45 Bouwnijverheid;Eigen bedrijf;1999;72.0;72.0;;23.0;;;1313.0;1313.0;;20.0;;
347;45 Bouwnijverheid;Eigen bedrijf;2005;;;;;;;;;;;;
348;45 Bouwnijverheid;Overige instanties;1999;3.0;;3.0;1.0;;1.0;53.0;;53.0;1.0;;1.0
349;45 Bouwnijverheid;Overige instanties;2005;;;;;;;;;379.0;;;11.0
350;G Reparatie van consumentenartikelen ..;Totaal van de opleidingen;1999;568.0;280.0;289.0;100.0;100.0;100.0;14820.0;6656.0;8164.0;100.0;100.0;100.0
351;G Reparatie van consumentenartikelen ..;Totaal van de opleidingen;2005;;;;;;;6981.0;;;100.0;;
352;G Reparatie van consumentenartikelen ..;Talen;1999;8.0;2.0;6.0;1.0;1.0;2.0;333.0;56.0;277.0;2.0;1.0;3.0
353;G Reparatie van consumentenartikelen ..;Talen;2005;;;;;;;99.0;;;1.0;;
354;G Reparatie van consumentenartikelen ..;Verkoop en marketing;1999;124.0;72.0;52.0;22.0;26.0;18.0;4419.0;2742.0;1677.0;30.0;41.0;21.0
355;G Reparatie van consumentenartikelen ..;Verkoop en marketing;2005;;;;;;;2104.0;;;30.0;;
356;G Reparatie van consumentenartikelen ..;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
357;G Reparatie van consumentenartikelen ..;Boekhouding/financiën/management/kantoor;2005;;;;;;;392.0;;;6.0;;
358;G Reparatie van consumentenartikelen ..;Boekhouding en financiën;1999;7.0;1.0;6.0;1.0;0.0;2.0;403.0;31.0;373.0;3.0;0.0;5.0
359;G Reparatie van consumentenartikelen ..;Boekhouding en financiën;2005;;;;;;;;;;;;
360;G Reparatie van consumentenartikelen ..;Management;1999;31.0;13.0;17.0;5.0;5.0;6.0;1154.0;304.0;851.0;8.0;5.0;10.0
361;G Reparatie van consumentenartikelen ..;Management;2005;;;;;;;;;;;;
362;G Reparatie van consumentenartikelen ..;Kantoorwerk;1999;4.0;2.0;2.0;1.0;1.0;1.0;91.0;13.0;78.0;1.0;0.0;1.0
363;G Reparatie van consumentenartikelen ..;Kantoorwerk;2005;;;;;;;;;;;;
364;G Reparatie van consumentenartikelen ..;Persoonlijke vaardigheden;1999;86.0;55.0;31.0;15.0;20.0;11.0;1798.0;1050.0;748.0;12.0;16.0;9.0
365;G Reparatie van consumentenartikelen ..;Persoonlijke vaardigheden;2005;;;;;;;1117.0;;;16.0;;
366;G Reparatie van consumentenartikelen ..;Informatica;1999;90.0;38.0;51.0;16.0;14.0;18.0;1882.0;868.0;1014.0;13.0;13.0;12.0
367;G Reparatie van consumentenartikelen ..;Informatica;2005;;;;;;;402.0;;;6.0;;
368;G Reparatie van consumentenartikelen ..;Techniek, bouw en productie;1999;128.0;65.0;62.0;23.0;23.0;22.0;2813.0;908.0;1906.0;19.0;14.0;23.0
369;G Reparatie van consumentenartikelen ..;Techniek, bouw en productie;2005;;;;;;;1198.0;;;17.0;;
370;G Reparatie van consumentenartikelen ..;Milieu en arbeidsomstandigheden;1999;49.0;15.0;34.0;9.0;5.0;12.0;781.0;286.0;495.0;5.0;4.0;6.0
371;G Reparatie van consumentenartikelen ..;Milieu en arbeidsomstandigheden;2005;;;;;;;359.0;;;5.0;;
372;G Reparatie van consumentenartikelen ..;Diensten;1999;29.0;16.0;14.0;5.0;6.0;5.0;554.0;353.0;201.0;4.0;5.0;2.0
373;G Reparatie van consumentenartikelen ..;Diensten;2005;;;;;;;111.0;;;2.0;;
374;G Reparatie van consumentenartikelen ..;Overige typen;1999;13.0;1.0;12.0;2.0;0.0;4.0;590.0;46.0;544.0;4.0;1.0;7.0
375;G Reparatie van consumentenartikelen ..;Overige typen;2005;;;;;;;1198.0;;;17.0;;
376;G Reparatie van consumentenartikelen ..;Hogescholen en universiteiten;1999;;;;;;;;;;;;
377;G Reparatie van consumentenartikelen ..;Hogescholen en universiteiten;2005;;;;;;;;;228.0;;;6.0
378;G Reparatie van consumentenartikelen ..;(Hoge-)scholen;1999;9.0;;9.0;2.0;;3.0;989.0;;989.0;7.0;;12.0
379;G Reparatie van consumentenartikelen ..;(Hoge-)scholen;2005;;;;;;;;;;;;
380;G Reparatie van consumentenartikelen ..;Universiteiten;1999;2.0;;2.0;0.0;;1.0;72.0;;72.0;0.0;;1.0
381;G Reparatie van consumentenartikelen ..;Universiteiten;2005;;;;;;;;;;;;
382;G Reparatie van consumentenartikelen ..;Opleidingsinstelling publieke sector;1999;59.0;;59.0;10.0;;20.0;1699.0;;1699.0;11.0;;21.0
383;G Reparatie van consumentenartikelen ..;Opleidingsinstelling publieke sector;2005;;;;;;;;;686.0;;;18.0
384;G Reparatie van consumentenartikelen ..;Particuliere opleidingsinstituten;1999;132.0;;132.0;23.0;;46.0;3504.0;;3504.0;24.0;;43.0
385;G Reparatie van consumentenartikelen ..;Particuliere opleidingsinstituten;2005;;;;;;;;;1502.0;;;39.0
386;G Reparatie van consumentenartikelen ..;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
387;G Reparatie van consumentenartikelen ..;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;837.0;;;21.0
388;G Reparatie van consumentenartikelen ..;Leveranciers van apparatuur en software;1999;38.0;;38.0;7.0;;13.0;607.0;;607.0;4.0;;7.0
389;G Reparatie van consumentenartikelen ..;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
390;G Reparatie van consumentenartikelen ..;Moeder- en zusterbedrijven;1999;28.0;;28.0;5.0;;10.0;564.0;;564.0;4.0;;7.0
391;G Reparatie van consumentenartikelen ..;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
392;G Reparatie van consumentenartikelen ..;Vakbonden;1999;0.0;;0.0;0.0;;0.0;4.0;;4.0;0.0;;0.0
393;G Reparatie van consumentenartikelen ..;Vakbonden;2005;;;;;;;;;158.0;;;4.0
394;G Reparatie van consumentenartikelen ..;KvK, branche- en werkgeversorg.;1999;16.0;;16.0;3.0;;6.0;662.0;;662.0;4.0;;8.0
395;G Reparatie van consumentenartikelen ..;KvK, branche- en werkgeversorg.;2005;;;;;;;;;6.0;;;0.0
396;G Reparatie van consumentenartikelen ..;Eigen bedrijf;1999;280.0;280.0;;49.0;;;6656.0;6656.0;;45.0;;
397;G Reparatie van consumentenartikelen ..;Eigen bedrijf;2005;;;;;;;;;;;;
398;G Reparatie van consumentenartikelen ..;Overige instanties;1999;5.0;;5.0;1.0;;2.0;63.0;;63.0;0.0;;1.0
399;G Reparatie van consumentenartikelen ..;Overige instanties;2005;;;;;;;;;486.0;;;13.0
400;55 Logies-, maaltijden- en ..;Totaal van de opleidingen;1999;76.0;40.0;35.0;100.0;100.0;100.0;1232.0;509.0;724.0;100.0;100.0;100.0
401;55 Logies-, maaltijden- en ..;Totaal van de opleidingen;2005;;;;;;;1644.0;;;100.0;;
402;55 Logies-, maaltijden- en ..;Talen;1999;2.0;1.0;1.0;2.0;2.0;2.0;39.0;8.0;31.0;3.0;2.0;4.0
403;55 Logies-, maaltijden- en ..;Talen;2005;;;;;;;14.0;;;1.0;;
404;55 Logies-, maaltijden- en ..;Verkoop en marketing;1999;9.0;5.0;5.0;12.0;12.0;13.0;156.0;75.0;81.0;13.0;15.0;11.0
405;55 Logies-, maaltijden- en ..;Verkoop en marketing;2005;;;;;;;79.0;;;5.0;;
406;55 Logies-, maaltijden- en ..;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
407;55 Logies-, maaltijden- en ..;Boekhouding/financiën/management/kantoor;2005;;;;;;;268.0;;;16.0;;
408;55 Logies-, maaltijden- en ..;Boekhouding en financiën;1999;1.0;0.0;0.0;1.0;1.0;1.0;20.0;11.0;9.0;2.0;2.0;1.0
409;55 Logies-, maaltijden- en ..;Boekhouding en financiën;2005;;;;;;;;;;;;
410;55 Logies-, maaltijden- en ..;Management;1999;7.0;4.0;3.0;9.0;9.0;9.0;161.0;80.0;81.0;13.0;16.0;11.0
411;55 Logies-, maaltijden- en ..;Management;2005;;;;;;;;;;;;
412;55 Logies-, maaltijden- en ..;Kantoorwerk;1999;1.0;1.0;0.0;2.0;2.0;1.0;15.0;10.0;5.0;1.0;2.0;1.0
413;55 Logies-, maaltijden- en ..;Kantoorwerk;2005;;;;;;;;;;;;
414;55 Logies-, maaltijden- en ..;Persoonlijke vaardigheden;1999;19.0;13.0;5.0;24.0;33.0;15.0;256.0;164.0;92.0;21.0;32.0;13.0
415;55 Logies-, maaltijden- en ..;Persoonlijke vaardigheden;2005;;;;;;;165.0;;;10.0;;
416;55 Logies-, maaltijden- en ..;Informatica;1999;4.0;1.0;3.0;5.0;3.0;8.0;64.0;15.0;49.0;5.0;3.0;7.0
417;55 Logies-, maaltijden- en ..;Informatica;2005;;;;;;;46.0;;;3.0;;
418;55 Logies-, maaltijden- en ..;Techniek, bouw en productie;1999;1.0;1.0;0.0;2.0;2.0;1.0;35.0;8.0;27.0;3.0;2.0;4.0
419;55 Logies-, maaltijden- en ..;Techniek, bouw en productie;2005;;;;;;;1.0;;;0.0;;
420;55 Logies-, maaltijden- en ..;Milieu en arbeidsomstandigheden;1999;14.0;5.0;9.0;19.0;13.0;26.0;198.0;48.0;150.0;16.0;9.0;21.0
421;55 Logies-, maaltijden- en ..;Milieu en arbeidsomstandigheden;2005;;;;;;;48.0;;;3.0;;
422;55 Logies-, maaltijden- en ..;Diensten;1999;18.0;9.0;9.0;23.0;23.0;24.0;286.0;90.0;196.0;23.0;18.0;27.0
423;55 Logies-, maaltijden- en ..;Diensten;2005;;;;;;;882.0;;;54.0;;
424;55 Logies-, maaltijden- en ..;Overige typen;1999;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0
425;55 Logies-, maaltijden- en ..;Overige typen;2005;;;;;;;141.0;;;9.0;;
426;55 Logies-, maaltijden- en ..;Hogescholen en universiteiten;1999;;;;;;;;;;;;
427;55 Logies-, maaltijden- en ..;Hogescholen en universiteiten;2005;;;;;;;;;69.0;;;10.0
428;55 Logies-, maaltijden- en ..;(Hoge-)scholen;1999;0.0;;0.0;1.0;;1.0;46.0;;46.0;4.0;;6.0
429;55 Logies-, maaltijden- en ..;(Hoge-)scholen;2005;;;;;;;;;;;;
430;55 Logies-, maaltijden- en ..;Universiteiten;1999;0.0;;0.0;0.0;;0.0;1.0;;1.0;0.0;;0.0
431;55 Logies-, maaltijden- en ..;Universiteiten;2005;;;;;;;;;;;;
432;55 Logies-, maaltijden- en ..;Opleidingsinstelling publieke sector;1999;9.0;;9.0;12.0;;26.0;191.0;;191.0;16.0;;26.0
433;55 Logies-, maaltijden- en ..;Opleidingsinstelling publieke sector;2005;;;;;;;;;20.0;;;3.0
434;55 Logies-, maaltijden- en ..;Particuliere opleidingsinstituten;1999;21.0;;21.0;27.0;;58.0;392.0;;392.0;32.0;;54.0
435;55 Logies-, maaltijden- en ..;Particuliere opleidingsinstituten;2005;;;;;;;;;266.0;;;39.0
436;55 Logies-, maaltijden- en ..;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
437;55 Logies-, maaltijden- en ..;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;8.0;;;1.0
438;55 Logies-, maaltijden- en ..;Leveranciers van apparatuur en software;1999;1.0;;1.0;1.0;;2.0;8.0;;8.0;1.0;;1.0
439;55 Logies-, maaltijden- en ..;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
440;55 Logies-, maaltijden- en ..;Moeder- en zusterbedrijven;1999;2.0;;2.0;3.0;;6.0;27.0;;27.0;2.0;;4.0
441;55 Logies-, maaltijden- en ..;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
442;55 Logies-, maaltijden- en ..;Vakbonden;1999;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0
443;55 Logies-, maaltijden- en ..;Vakbonden;2005;;;;;;;;;5.0;;;1.0
444;55 Logies-, maaltijden- en ..;KvK, branche- en werkgeversorg.;1999;2.0;;2.0;2.0;;5.0;55.0;;55.0;4.0;;8.0
445;55 Logies-, maaltijden- en ..;KvK, branche- en werkgeversorg.;2005;;;;;;;;;2.0;;;0.0
446;55 Logies-, maaltijden- en ..;Eigen bedrijf;1999;40.0;40.0;;53.0;;;509.0;509.0;;41.0;;
447;55 Logies-, maaltijden- en ..;Eigen bedrijf;2005;;;;;;;;;;;;
448;55 Logies-, maaltijden- en ..;Overige instanties;1999;0.0;;0.0;0.0;;1.0;3.0;;3.0;0.0;;0.0
449;55 Logies-, maaltijden- en ..;Overige instanties;2005;;;;;;;;;306.0;;;45.0
450;I Vervoer, opslag en communicatie;Totaal van de opleidingen;1999;258.0;133.0;125.0;100.0;100.0;100.0;6363.0;3249.0;3114.0;100.0;100.0;100.0
451;I Vervoer, opslag en communicatie;Totaal van de opleidingen;2005;;;;;;;4579.0;;;100.0;;
452;I Vervoer, opslag en communicatie;Talen;1999;;;;;;;;;;;;
453;I Vervoer, opslag en communicatie;Talen;2005;;;;;;;64.0;;;1.0;;
454;I Vervoer, opslag en communicatie;Verkoop en marketing;1999;;;;;;;;;;;;
455;I Vervoer, opslag en communicatie;Verkoop en marketing;2005;;;;;;;424.0;;;9.0;;
456;I Vervoer, opslag en communicatie;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
457;I Vervoer, opslag en communicatie;Boekhouding/financiën/management/kantoor;2005;;;;;;;678.0;;;15.0;;
458;I Vervoer, opslag en communicatie;Boekhouding en financiën;1999;;;;;;;;;;;;
459;I Vervoer, opslag en communicatie;Boekhouding en financiën;2005;;;;;;;;;;;;
460;I Vervoer, opslag en communicatie;Management;1999;;;;;;;;;;;;
461;I Vervoer, opslag en communicatie;Management;2005;;;;;;;;;;;;
462;I Vervoer, opslag en communicatie;Kantoorwerk;1999;;;;;;;;;;;;
463;I Vervoer, opslag en communicatie;Kantoorwerk;2005;;;;;;;;;;;;
464;I Vervoer, opslag en communicatie;Persoonlijke vaardigheden;1999;;;;;;;;;;;;
465;I Vervoer, opslag en communicatie;Persoonlijke vaardigheden;2005;;;;;;;681.0;;;15.0;;
466;I Vervoer, opslag en communicatie;Informatica;1999;;;;;;;;;;;;
467;I Vervoer, opslag en communicatie;Informatica;2005;;;;;;;351.0;;;8.0;;
468;I Vervoer, opslag en communicatie;Techniek, bouw en productie;1999;;;;;;;;;;;;
469;I Vervoer, opslag en communicatie;Techniek, bouw en productie;2005;;;;;;;733.0;;;16.0;;
470;I Vervoer, opslag en communicatie;Milieu en arbeidsomstandigheden;1999;;;;;;;;;;;;
471;I Vervoer, opslag en communicatie;Milieu en arbeidsomstandigheden;2005;;;;;;;138.0;;;3.0;;
472;I Vervoer, opslag en communicatie;Diensten;1999;;;;;;;;;;;;
473;I Vervoer, opslag en communicatie;Diensten;2005;;;;;;;296.0;;;7.0;;
474;I Vervoer, opslag en communicatie;Overige typen;1999;;;;;;;;;;;;
475;I Vervoer, opslag en communicatie;Overige typen;2005;;;;;;;1213.0;;;27.0;;
476;I Vervoer, opslag en communicatie;Hogescholen en universiteiten;1999;;;;;;;;;;;;
477;I Vervoer, opslag en communicatie;Hogescholen en universiteiten;2005;;;;;;;;;237.0;;;11.0
478;I Vervoer, opslag en communicatie;(Hoge-)scholen;1999;2.0;;2.0;1.0;;2.0;155.0;;155.0;2.0;;5.0
479;I Vervoer, opslag en communicatie;(Hoge-)scholen;2005;;;;;;;;;;;;
480;I Vervoer, opslag en communicatie;Universiteiten;1999;6.0;;6.0;2.0;;5.0;131.0;;131.0;2.0;;4.0
481;I Vervoer, opslag en communicatie;Universiteiten;2005;;;;;;;;;;;;
482;I Vervoer, opslag en communicatie;Opleidingsinstelling publieke sector;1999;14.0;;14.0;5.0;;11.0;444.0;;444.0;7.0;;14.0
483;I Vervoer, opslag en communicatie;Opleidingsinstelling publieke sector;2005;;;;;;;;;229.0;;;11.0
484;I Vervoer, opslag en communicatie;Particuliere opleidingsinstituten;1999;83.0;;83.0;32.0;;66.0;1854.0;;1854.0;29.0;;60.0
485;I Vervoer, opslag en communicatie;Particuliere opleidingsinstituten;2005;;;;;;;;;1061.0;;;51.0
486;I Vervoer, opslag en communicatie;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
487;I Vervoer, opslag en communicatie;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;264.0;;;13.0
488;I Vervoer, opslag en communicatie;Leveranciers van apparatuur en software;1999;7.0;;7.0;3.0;;6.0;86.0;;86.0;1.0;;3.0
