ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersInternetomzet_1;OmzetontwikkelingTOVEenJaarEerder_2
395;4791 Postorderbedrijven, webwinkels;2015 januari;87.1;13.2
396;4791 Postorderbedrijven, webwinkels;2015 februari;78.8;13.0
397;4791 Postorderbedrijven, webwinkels;2015 maart;89.0;18.1
398;4791 Postorderbedrijven, webwinkels;2015 1e kwartaal;84.9;14.8
399;4791 Postorderbedrijven, webwinkels;2015 april;92.1;18.9
400;4791 Postorderbedrijven, webwinkels;2015 mei;90.4;12.7
401;4791 Postorderbedrijven, webwinkels;2015 juni;100.6;25.0
402;4791 Postorderbedrijven, webwinkels;2015 2e kwartaal;94.4;18.8
403;4791 Postorderbedrijven, webwinkels;2015 juli;99.0;25.5
404;4791 Postorderbedrijven, webwinkels;2015 augustus;95.0;22.7
405;4791 Postorderbedrijven, webwinkels;2015 september;106.0;29.7
406;4791 Postorderbedrijven, webwinkels;2015 3e kwartaal;100.0;26.0
407;4791 Postorderbedrijven, webwinkels;2015 oktober;101.0;22.4
408;4791 Postorderbedrijven, webwinkels;2015 november;118.0;29.2
409;4791 Postorderbedrijven, webwinkels;2015 december;143.0;29.7
410;4791 Postorderbedrijven, webwinkels;2015 4e kwartaal;120.7;27.4
411;4791 Postorderbedrijven, webwinkels;2015;100.0;22.2
412;4791 Postorderbedrijven, webwinkels;2016 januari;112.7;29.5
413;4791 Postorderbedrijven, webwinkels;2016 februari;101.0;28.2
414;4791 Postorderbedrijven, webwinkels;2016 maart;113.9;28.0
415;4791 Postorderbedrijven, webwinkels;2016 1e kwartaal;109.2;28.6
416;4791 Postorderbedrijven, webwinkels;2016 april;111.3;20.8
417;4791 Postorderbedrijven, webwinkels;2016 mei;114.8;27.0
418;4791 Postorderbedrijven, webwinkels;2016 juni;124.8;24.0
419;4791 Postorderbedrijven, webwinkels;2016 2e kwartaal;117.0;23.9
420;4791 Postorderbedrijven, webwinkels;2016 juli;117.6;18.7
421;4791 Postorderbedrijven, webwinkels;2016 augustus;117.1;23.2
422;4791 Postorderbedrijven, webwinkels;2016 september;122.1;15.1
423;4791 Postorderbedrijven, webwinkels;2016 3e kwartaal;118.9;18.9
424;4791 Postorderbedrijven, webwinkels;2016 oktober;124.4;23.1
425;4791 Postorderbedrijven, webwinkels;2016 november;147.7;25.3
426;4791 Postorderbedrijven, webwinkels;2016 december;160.5;12.2
427;4791 Postorderbedrijven, webwinkels;2016 4e kwartaal;144.2;19.5
428;4791 Postorderbedrijven, webwinkels;2016;122.3;22.3
429;4791 Postorderbedrijven, webwinkels;2017 januari;130.1;15.4
430;4791 Postorderbedrijven, webwinkels;2017 februari;119.2;18.1
431;4791 Postorderbedrijven, webwinkels;2017 maart;128.3;12.7
432;4791 Postorderbedrijven, webwinkels;2017 1e kwartaal;125.9;15.3
433;4791 Postorderbedrijven, webwinkels;2017 april;127.3;14.3
434;4791 Postorderbedrijven, webwinkels;2017 mei;141.8;23.5
435;4791 Postorderbedrijven, webwinkels;2017 juni;144.0;15.4
436;4791 Postorderbedrijven, webwinkels;2017 2e kwartaal;137.7;17.7
437;4791 Postorderbedrijven, webwinkels;2017 juli;141.9;20.7
438;4791 Postorderbedrijven, webwinkels;2017 augustus;138.1;17.9
439;4791 Postorderbedrijven, webwinkels;2017 september;146.3;19.9
440;4791 Postorderbedrijven, webwinkels;2017 3e kwartaal;142.1;19.5
441;4791 Postorderbedrijven, webwinkels;2017 oktober;148.8;19.6
442;4791 Postorderbedrijven, webwinkels;2017 november;180.5;22.2
443;4791 Postorderbedrijven, webwinkels;2017 december;194.6;21.3
444;4791 Postorderbedrijven, webwinkels;2017 4e kwartaal;174.7;21.1
445;4791 Postorderbedrijven, webwinkels;2017;145.1;18.6
446;4791 Postorderbedrijven, webwinkels;2018  januari;156.9;20.5
447;4791 Postorderbedrijven, webwinkels;2018 februari;136.5;14.5
448;4791 Postorderbedrijven, webwinkels;2018 maart;153.9;19.9
449;4791 Postorderbedrijven, webwinkels;2018 1e kwartaal;149.1;18.4
450;4791 Postorderbedrijven, webwinkels;2018 april;148.3;16.5
451;4791 Postorderbedrijven, webwinkels;2018 mei;156.6;10.4
452;4791 Postorderbedrijven, webwinkels;2018 juni;163.5;13.5
453;4791 Postorderbedrijven, webwinkels;2018 2e kwartaal;156.1;13.4
454;4791 Postorderbedrijven, webwinkels;2018 juli;160.3;13.0
455;4791 Postorderbedrijven, webwinkels;2018 augustus;155.8;12.9
456;4791 Postorderbedrijven, webwinkels;2018 september;159.8;9.2
457;4791 Postorderbedrijven, webwinkels;2018 3e kwartaal;158.6;11.7
458;4791 Postorderbedrijven, webwinkels;2018 oktober;168.5;13.2
459;4791 Postorderbedrijven, webwinkels;2018 november;201.9;11.8
460;4791 Postorderbedrijven, webwinkels;2018 december;203.7;4.7
461;4791 Postorderbedrijven, webwinkels;2018 4e kwartaal;191.4;9.6
462;4791 Postorderbedrijven, webwinkels;2018;163.8;12.9
463;4791 Postorderbedrijven, webwinkels;2019 januari;174.8;11.4
464;4791 Postorderbedrijven, webwinkels;2019 februari;152.7;11.9
465;4791 Postorderbedrijven, webwinkels;2019 maart;174.8;13.6
466;4791 Postorderbedrijven, webwinkels;2019 1e kwartaal;167.5;12.3
467;4791 Postorderbedrijven, webwinkels;2019 april;168.2;13.4
468;4791 Postorderbedrijven, webwinkels;2019 mei;187.0;19.4
469;4791 Postorderbedrijven, webwinkels;2019 juni;182.9;11.8
470;4791 Postorderbedrijven, webwinkels;2019 2e kwartaal;179.3;14.9
471;4791 Postorderbedrijven, webwinkels;2019 juli;184.7;15.3
472;4791 Postorderbedrijven, webwinkels;2019 augustus;175.6;12.7
473;4791 Postorderbedrijven, webwinkels;2019 september;186.7;16.8
474;4791 Postorderbedrijven, webwinkels;2019 3e kwartaal;182.4;14.9
475;4791 Postorderbedrijven, webwinkels;2019 oktober;185.8;10.3
476;4791 Postorderbedrijven, webwinkels;2019 november;221.6;9.8
477;4791 Postorderbedrijven, webwinkels;2019 december;248.9;22.2
478;4791 Postorderbedrijven, webwinkels;2019 4e kwartaal;218.8;14.3
479;4791 Postorderbedrijven, webwinkels;2019;187.0;14.1
480;4791 Postorderbedrijven, webwinkels;2020 januari;196.6;12.5
481;4791 Postorderbedrijven, webwinkels;2020 februari;177.6;16.3
482;4791 Postorderbedrijven, webwinkels;2020 maart;221.7;26.8
483;4791 Postorderbedrijven, webwinkels;2020 1e kwartaal;198.7;18.6
484;4791 Postorderbedrijven, webwinkels;2020 april;257.1;52.9
485;4791 Postorderbedrijven, webwinkels;2020 mei;267.0;42.8
486;4791 Postorderbedrijven, webwinkels;2020 juni;260.0;42.2
487;4791 Postorderbedrijven, webwinkels;2020 2e kwartaal;261.3;45.7
488;4791 Postorderbedrijven, webwinkels;2020 juli;241.3;30.6
489;4791 Postorderbedrijven, webwinkels;2020 augustus;236.3;34.6
490;4791 Postorderbedrijven, webwinkels;2020 september;242.9;30.0
491;4791 Postorderbedrijven, webwinkels;2020 3e kwartaal;240.2;31.7
492;4791 Postorderbedrijven, webwinkels;2020 oktober;271.3;46.0
493;4791 Postorderbedrijven, webwinkels;2020 november;324.9;46.6
494;4791 Postorderbedrijven, webwinkels;2020 december;348.8;40.1
495;4791 Postorderbedrijven, webwinkels;2020 4e kwartaal;315.0;44.0
496;4791 Postorderbedrijven, webwinkels;2020;253.8;35.7
497;4791 Postorderbedrijven, webwinkels;2021 januari;321.6;63.6
498;4791 Postorderbedrijven, webwinkels;2021 februari;292.8;64.8
499;4791 Postorderbedrijven, webwinkels;2021 maart;331.6;49.6
500;4791 Postorderbedrijven, webwinkels;2021 1e kwartaal;315.3;58.7
501;4791 Postorderbedrijven, webwinkels;2021 april;303.6;18.1
502;4791 Postorderbedrijven, webwinkels;2021 mei;308.3;15.5
503;4791 Postorderbedrijven, webwinkels;2021 juni;301.1;15.8
504;4791 Postorderbedrijven, webwinkels;2021 2e kwartaal;304.3;16.5
505;4791 Postorderbedrijven, webwinkels;2021 juli;274.2;13.6
506;4791 Postorderbedrijven, webwinkels;2021 augustus;264.6;12.0
507;4791 Postorderbedrijven, webwinkels;2021 september;275.5;13.4
508;4791 Postorderbedrijven, webwinkels;2021 3e kwartaal;271.4;13.0
509;4791 Postorderbedrijven, webwinkels;2021 oktober;282.6;4.2
510;4791 Postorderbedrijven, webwinkels;2021 november;359.0;10.5
511;4791 Postorderbedrijven, webwinkels;2021 december;375.3;7.6
512;4791 Postorderbedrijven, webwinkels;2021 4e kwartaal;338.9;7.6
513;4791 Postorderbedrijven, webwinkels;2021;307.5;21.2
514;4791 Postorderbedrijven, webwinkels;2022 januari;316.7;-1.5
515;4791 Postorderbedrijven, webwinkels;2022 februari;261.7;-10.6
516;4791 Postorderbedrijven, webwinkels;2022 maart;287.1;-13.4
517;4791 Postorderbedrijven, webwinkels;2022 1e kwartaal;288.5;-8.5
518;4791 Postorderbedrijven, webwinkels;2022 april;274.1;-9.7
519;4791 Postorderbedrijven, webwinkels;2022 mei;302.9;-1.7
520;4791 Postorderbedrijven, webwinkels;2022 juni;295.7;-1.8
521;4791 Postorderbedrijven, webwinkels;2022 2e kwartaal;290.9;-4.4
522;4791 Postorderbedrijven, webwinkels;2022 juli;286.9;4.6
523;4791 Postorderbedrijven, webwinkels;2022 augustus;272.9;3.1
524;4791 Postorderbedrijven, webwinkels;2022 september;290.0;5.3
525;4791 Postorderbedrijven, webwinkels;2022 3e kwartaal;283.3;4.4
526;4791 Postorderbedrijven, webwinkels;2022 oktober;302.4;7.0
527;4791 Postorderbedrijven, webwinkels;2022 november;379.3;5.7
528;4791 Postorderbedrijven, webwinkels;2022 december;359.8;-4.1
529;4791 Postorderbedrijven, webwinkels;2022 4e kwartaal;347.2;2.4
530;4791 Postorderbedrijven, webwinkels;2022;302.5;-1.6
531;4791 Postorderbedrijven, webwinkels;2023 januari;317.2;0.2
532;4791 Postorderbedrijven, webwinkels;2023 februari;279.4;6.7
533;4791 Postorderbedrijven, webwinkels;2023 maart;316.2;10.1
534;4791 Postorderbedrijven, webwinkels;2023 1e kwartaal;304.3;5.5
535;4791 Postorderbedrijven, webwinkels;2023 april;283.8;3.6
536;4791 Postorderbedrijven, webwinkels;2023 mei ;311.3;2.8
537;4791 Postorderbedrijven, webwinkels;2023 juni;300.6;1.7
538;4791 Postorderbedrijven, webwinkels;2023 2e kwartaal;298.6;2.6
539;4791 Postorderbedrijven, webwinkels;2023 juli;293.0;2.1
540;4791 Postorderbedrijven, webwinkels;2023 augustus;281.4;3.1
541;4791 Postorderbedrijven, webwinkels;2023 september;301.4;3.9
542;4791 Postorderbedrijven, webwinkels;2023 3e kwartaal ;292.0;3.1
543;4791 Postorderbedrijven, webwinkels;2023 oktober;323.0;6.8
544;4791 Postorderbedrijven, webwinkels;2023 november;392.5;3.5
545;4791 Postorderbedrijven, webwinkels;2023 december;360.1;0.1
546;4791 Postorderbedrijven, webwinkels;2023 4e kwartaal;358.5;3.3
547;4791 Postorderbedrijven, webwinkels;2023;313.3;3.6
548;4791 Postorderbedrijven, webwinkels;2024 januari;328.5;3.6
549;4791 Postorderbedrijven, webwinkels;2024 februari;303.6;8.7
550;4791 Postorderbedrijven, webwinkels;2024 maart;328.1;3.8
551;4791 Postorderbedrijven, webwinkels;2024 1e kwartaal;320.1;5.2
552;4791 Postorderbedrijven, webwinkels;2024 april;317.1;11.7
553;4791 Postorderbedrijven, webwinkels;2024 mei;333.0;7.0
554;4791 Postorderbedrijven, webwinkels;2024 juni;327.4;8.9
555;4791 Postorderbedrijven, webwinkels;2024 2e kwartaal;325.8;9.1
556;4791 Postorderbedrijven, webwinkels;2024 juli;328.0;11.9
557;4791 Postorderbedrijven, webwinkels;2024 augustus;311.3;10.6
558;4791 Postorderbedrijven, webwinkels;2024 september;335.9;11.4
559;4791 Postorderbedrijven, webwinkels;2024 3e kwartaal;325.1;11.3
560;4791 Postorderbedrijven, webwinkels;2024 oktober;351.7;8.9
561;4791 Postorderbedrijven, webwinkels;2024 november;406.9;3.7
562;4791 Postorderbedrijven, webwinkels;2024 december;412.5;14.5
563;4791 Postorderbedrijven, webwinkels;2024 4e kwartaal;390.4;8.9
564;4791 Postorderbedrijven, webwinkels;2024;340.3;8.6
565;4791 Postorderbedrijven, webwinkels;2025 januari;347.5;5.8
566;4791 Postorderbedrijven, webwinkels;2025 februari;324.6;6.9
567;Detailhandel in voeding,drogisterijwaren;2014 januari;;
568;Detailhandel in voeding,drogisterijwaren;2014 februari;;
569;Detailhandel in voeding,drogisterijwaren;2014 maart;;
570;Detailhandel in voeding,drogisterijwaren;2014 1e kwartaal;;
571;Detailhandel in voeding,drogisterijwaren;2014 april;;
572;Detailhandel in voeding,drogisterijwaren;2014 mei;;
573;Detailhandel in voeding,drogisterijwaren;2014 juni;;
574;Detailhandel in voeding,drogisterijwaren;2014 2e kwartaal;;
575;Detailhandel in voeding,drogisterijwaren;2014 juli;;
576;Detailhandel in voeding,drogisterijwaren;2014 augustus;;
577;Detailhandel in voeding,drogisterijwaren;2014 september;;
578;Detailhandel in voeding,drogisterijwaren;2014 3e kwartaal;;
579;Detailhandel in voeding,drogisterijwaren;2014 oktober;;
580;Detailhandel in voeding,drogisterijwaren;2014 november;;
581;Detailhandel in voeding,drogisterijwaren;2014 december;;
582;Detailhandel in voeding,drogisterijwaren;2014 4e kwartaal;;
583;Detailhandel in voeding,drogisterijwaren;2014;;
584;Detailhandel in voeding,drogisterijwaren;2015 januari;86.9;
585;Detailhandel in voeding,drogisterijwaren;2015 februari;81.1;
586;Detailhandel in voeding,drogisterijwaren;2015 maart;89.4;
587;Detailhandel in voeding,drogisterijwaren;2015 1e kwartaal;85.8;
588;Detailhandel in voeding,drogisterijwaren;2015 april;94.2;
589;Detailhandel in voeding,drogisterijwaren;2015 mei;92.1;
590;Detailhandel in voeding,drogisterijwaren;2015 juni;98.4;
591;Detailhandel in voeding,drogisterijwaren;2015 2e kwartaal;94.9;
592;Detailhandel in voeding,drogisterijwaren;2015 juli;96.1;
593;Detailhandel in voeding,drogisterijwaren;2015 augustus;94.0;
594;Detailhandel in voeding,drogisterijwaren;2015 september;109.5;
595;Detailhandel in voeding,drogisterijwaren;2015 3e kwartaal;99.9;
596;Detailhandel in voeding,drogisterijwaren;2015 oktober;114.0;
597;Detailhandel in voeding,drogisterijwaren;2015 november;115.6;
598;Detailhandel in voeding,drogisterijwaren;2015 december;128.8;
599;Detailhandel in voeding,drogisterijwaren;2015 4e kwartaal;119.5;
600;Detailhandel in voeding,drogisterijwaren;2015;100.0;
601;Detailhandel in voeding,drogisterijwaren;2016 januari;122.5;41.1
602;Detailhandel in voeding,drogisterijwaren;2016 februari;113.2;39.6
603;Detailhandel in voeding,drogisterijwaren;2016 maart;131.1;46.7
604;Detailhandel in voeding,drogisterijwaren;2016 1e kwartaal;122.3;42.6
605;Detailhandel in voeding,drogisterijwaren;2016 april;121.0;28.5
606;Detailhandel in voeding,drogisterijwaren;2016 mei;119.6;29.8
607;Detailhandel in voeding,drogisterijwaren;2016 juni;123.2;25.2
608;Detailhandel in voeding,drogisterijwaren;2016 2e kwartaal;121.3;27.8
609;Detailhandel in voeding,drogisterijwaren;2016 juli;112.9;17.6
610;Detailhandel in voeding,drogisterijwaren;2016 augustus;112.9;20.0
611;Detailhandel in voeding,drogisterijwaren;2016 september;124.1;13.3
612;Detailhandel in voeding,drogisterijwaren;2016 3e kwartaal;116.6;16.8
613;Detailhandel in voeding,drogisterijwaren;2016 oktober;136.5;19.8
614;Detailhandel in voeding,drogisterijwaren;2016 november;146.3;26.5
615;Detailhandel in voeding,drogisterijwaren;2016 december;154.0;19.6
616;Detailhandel in voeding,drogisterijwaren;2016 4e kwartaal;145.6;21.9
617;Detailhandel in voeding,drogisterijwaren;2016;126.4;26.4
618;Detailhandel in voeding,drogisterijwaren;2017 januari;151.2;23.4
619;Detailhandel in voeding,drogisterijwaren;2017 februari;138.8;22.7
620;Detailhandel in voeding,drogisterijwaren;2017 maart;158.2;20.7
621;Detailhandel in voeding,drogisterijwaren;2017 1e kwartaal;149.4;22.2
622;Detailhandel in voeding,drogisterijwaren;2017 april;159.3;31.6
623;Detailhandel in voeding,drogisterijwaren;2017 mei;166.6;39.3
624;Detailhandel in voeding,drogisterijwaren;2017 juni;166.6;35.3
625;Detailhandel in voeding,drogisterijwaren;2017 2e kwartaal;164.2;35.4
626;Detailhandel in voeding,drogisterijwaren;2017 juli;153.4;35.8
627;Detailhandel in voeding,drogisterijwaren;2017 augustus;156.3;38.5
628;Detailhandel in voeding,drogisterijwaren;2017 september;169.6;36.7
629;Detailhandel in voeding,drogisterijwaren;2017 3e kwartaal;159.8;37.0
630;Detailhandel in voeding,drogisterijwaren;2017 oktober;190.7;39.7
631;Detailhandel in voeding,drogisterijwaren;2017 november;207.2;41.6
632;Detailhandel in voeding,drogisterijwaren;2017 december;215.4;39.9
633;Detailhandel in voeding,drogisterijwaren;2017 4e kwartaal;204.4;40.4
634;Detailhandel in voeding,drogisterijwaren;2017;169.5;34.0
635;Detailhandel in voeding,drogisterijwaren;2018  januari;207.5;37.2
636;Detailhandel in voeding,drogisterijwaren;2018 februari;188.7;35.9
637;Detailhandel in voeding,drogisterijwaren;2018 maart;221.5;40.0
638;Detailhandel in voeding,drogisterijwaren;2018 1e kwartaal;205.9;37.8
639;Detailhandel in voeding,drogisterijwaren;2018 april;209.3;31.4
640;Detailhandel in voeding,drogisterijwaren;2018 mei;213.6;28.2
641;Detailhandel in voeding,drogisterijwaren;2018 juni;210.8;26.5
642;Detailhandel in voeding,drogisterijwaren;2018 2e kwartaal;211.2;28.7
643;Detailhandel in voeding,drogisterijwaren;2018 juli;198.7;29.5
644;Detailhandel in voeding,drogisterijwaren;2018 augustus;185.0;18.4
645;Detailhandel in voeding,drogisterijwaren;2018 september;207.2;22.2
646;Detailhandel in voeding,drogisterijwaren;2018 3e kwartaal;197.0;23.3
647;Detailhandel in voeding,drogisterijwaren;2018 oktober;234.7;23.1
648;Detailhandel in voeding,drogisterijwaren;2018 november;257.2;24.2
649;Detailhandel in voeding,drogisterijwaren;2018 december;242.9;12.8
650;Detailhandel in voeding,drogisterijwaren;2018 4e kwartaal;244.9;19.8
651;Detailhandel in voeding,drogisterijwaren;2018;214.8;26.7
652;Detailhandel in voeding,drogisterijwaren;2019 januari;251.3;21.1
653;Detailhandel in voeding,drogisterijwaren;2019 februari;236.4;25.3
654;Detailhandel in voeding,drogisterijwaren;2019 maart;268.5;21.2
655;Detailhandel in voeding,drogisterijwaren;2019 1e kwartaal;252.1;22.4
656;Detailhandel in voeding,drogisterijwaren;2019 april;268.9;28.5
657;Detailhandel in voeding,drogisterijwaren;2019 mei;273.7;28.1
658;Detailhandel in voeding,drogisterijwaren;2019 juni;273.3;29.6
659;Detailhandel in voeding,drogisterijwaren;2019 2e kwartaal;271.9;28.7
660;Detailhandel in voeding,drogisterijwaren;2019 juli;245.3;23.4
661;Detailhandel in voeding,drogisterijwaren;2019 augustus;248.3;34.2
662;Detailhandel in voeding,drogisterijwaren;2019 september;274.8;32.6
663;Detailhandel in voeding,drogisterijwaren;2019 3e kwartaal;256.1;30.0
664;Detailhandel in voeding,drogisterijwaren;2019 oktober;296.4;26.3
665;Detailhandel in voeding,drogisterijwaren;2019 november;316.8;23.2
666;Detailhandel in voeding,drogisterijwaren;2019 december;318.2;31.0
667;Detailhandel in voeding,drogisterijwaren;2019 4e kwartaal;310.5;26.8
668;Detailhandel in voeding,drogisterijwaren;2019;272.7;27.0
669;Detailhandel in voeding,drogisterijwaren;2020 januari;305.7;21.6
670;Detailhandel in voeding,drogisterijwaren;2020 februari;292.7;23.8
671;Detailhandel in voeding,drogisterijwaren;2020 maart;385.4;43.5
672;Detailhandel in voeding,drogisterijwaren;2020 1e kwartaal;327.9;30.1
673;Detailhandel in voeding,drogisterijwaren;2020 april;414.7;54.2
674;Detailhandel in voeding,drogisterijwaren;2020 mei;441.3;61.2
675;Detailhandel in voeding,drogisterijwaren;2020 juni;432.9;58.4
676;Detailhandel in voeding,drogisterijwaren;2020 2e kwartaal;429.6;58.0
677;Detailhandel in voeding,drogisterijwaren;2020 juli;399.6;62.9
678;Detailhandel in voeding,drogisterijwaren;2020 augustus;377.0;51.8
679;Detailhandel in voeding,drogisterijwaren;2020 september;412.1;50.0
680;Detailhandel in voeding,drogisterijwaren;2020 3e kwartaal;396.2;54.7
681;Detailhandel in voeding,drogisterijwaren;2020 oktober;467.3;57.6
682;Detailhandel in voeding,drogisterijwaren;2020 november;504.4;59.2
683;Detailhandel in voeding,drogisterijwaren;2020 december;544.6;71.2
684;Detailhandel in voeding,drogisterijwaren;2020 4e kwartaal;505.4;62.8
685;Detailhandel in voeding,drogisterijwaren;2020;414.8;52.1
686;Detailhandel in voeding,drogisterijwaren;2021 januari;546.8;78.9
687;Detailhandel in voeding,drogisterijwaren;2021 februari;522.5;78.5
688;Detailhandel in voeding,drogisterijwaren;2021 maart;598.8;55.4
689;Detailhandel in voeding,drogisterijwaren;2021 1e kwartaal;556.0;69.6
690;Detailhandel in voeding,drogisterijwaren;2021 april;564.2;36.1
691;Detailhandel in voeding,drogisterijwaren;2021 mei;547.8;24.1
692;Detailhandel in voeding,drogisterijwaren;2021 juni;544.8;25.9
693;Detailhandel in voeding,drogisterijwaren;2021 2e kwartaal;552.3;28.6
694;Detailhandel in voeding,drogisterijwaren;2021 juli;472.2;18.2
695;Detailhandel in voeding,drogisterijwaren;2021 augustus;439.7;16.6
696;Detailhandel in voeding,drogisterijwaren;2021 september;470.2;14.1
697;Detailhandel in voeding,drogisterijwaren;2021 3e kwartaal;460.7;16.3
698;Detailhandel in voeding,drogisterijwaren;2021 oktober;504.8;8.0
699;Detailhandel in voeding,drogisterijwaren;2021 november;559.5;10.9
700;Detailhandel in voeding,drogisterijwaren;2021 december;580.2;6.5
701;Detailhandel in voeding,drogisterijwaren;2021 4e kwartaal;548.2;8.5
702;Detailhandel in voeding,drogisterijwaren;2021;529.3;27.6
703;Detailhandel in voeding,drogisterijwaren;2022 januari;570.4;4.3
704;Detailhandel in voeding,drogisterijwaren;2022 februari;530.5;1.5
705;Detailhandel in voeding,drogisterijwaren;2022 maart;593.6;-0.9
706;Detailhandel in voeding,drogisterijwaren;2022 1e kwartaal;564.8;1.6
707;Detailhandel in voeding,drogisterijwaren;2022 april;552.4;-2.1
708;Detailhandel in voeding,drogisterijwaren;2022 mei;539.4;-1.5
709;Detailhandel in voeding,drogisterijwaren;2022 juni;542.6;-0.4
710;Detailhandel in voeding,drogisterijwaren;2022 2e kwartaal;544.8;-1.3
711;Detailhandel in voeding,drogisterijwaren;2022 juli;492.9;4.4
712;Detailhandel in voeding,drogisterijwaren;2022 augustus;468.3;6.5
713;Detailhandel in voeding,drogisterijwaren;2022 september;519.4;10.5
714;Detailhandel in voeding,drogisterijwaren;2022 3e kwartaal;493.5;7.1
715;Detailhandel in voeding,drogisterijwaren;2022 oktober;557.5;10.5
716;Detailhandel in voeding,drogisterijwaren;2022 november;620.4;10.9
717;Detailhandel in voeding,drogisterijwaren;2022 december;643.3;10.9
718;Detailhandel in voeding,drogisterijwaren;2022 4e kwartaal;607.1;10.8
719;Detailhandel in voeding,drogisterijwaren;2022;552.6;4.4
720;Detailhandel in voeding,drogisterijwaren;2023 januari;598.4;4.9
721;Detailhandel in voeding,drogisterijwaren;2023 februari;547.0;3.1
722;Detailhandel in voeding,drogisterijwaren;2023 maart;638.9;7.6
723;Detailhandel in voeding,drogisterijwaren;2023 1e kwartaal;594.7;5.3
724;Detailhandel in voeding,drogisterijwaren;2023 april;584.8;5.9
725;Detailhandel in voeding,drogisterijwaren;2023 mei ;619.9;14.9
726;Detailhandel in voeding,drogisterijwaren;2023 juni;624.0;15.0
727;Detailhandel in voeding,drogisterijwaren;2023 2e kwartaal;609.6;11.9
728;Detailhandel in voeding,drogisterijwaren;2023 juli;560.3;13.7
729;Detailhandel in voeding,drogisterijwaren;2023 augustus;558.1;19.2
730;Detailhandel in voeding,drogisterijwaren;2023 september;584.7;12.6
731;Detailhandel in voeding,drogisterijwaren;2023 3e kwartaal ;567.7;15.0
732;Detailhandel in voeding,drogisterijwaren;2023 oktober;622.1;11.6
733;Detailhandel in voeding,drogisterijwaren;2023 november;676.3;9.0
734;Detailhandel in voeding,drogisterijwaren;2023 december;642.9;-0.1
735;Detailhandel in voeding,drogisterijwaren;2023 4e kwartaal;647.1;6.6
736;Detailhandel in voeding,drogisterijwaren;2023;604.8;9.5
737;Detailhandel in voeding,drogisterijwaren;2024 januari;676.9;13.1
738;Detailhandel in voeding,drogisterijwaren;2024 februari;614.8;12.4
739;Detailhandel in voeding,drogisterijwaren;2024 maart;670.0;4.9
740;Detailhandel in voeding,drogisterijwaren;2024 1e kwartaal;653.9;10.0
741;Detailhandel in voeding,drogisterijwaren;2024 april;660.7;13.0
742;Detailhandel in voeding,drogisterijwaren;2024 mei;656.3;5.9
743;Detailhandel in voeding,drogisterijwaren;2024 juni;647.4;3.7
744;Detailhandel in voeding,drogisterijwaren;2024 2e kwartaal;654.8;7.4
745;Detailhandel in voeding,drogisterijwaren;2024 juli;621.2;10.9
746;Detailhandel in voeding,drogisterijwaren;2024 augustus;609.4;9.2
747;Detailhandel in voeding,drogisterijwaren;2024 september;656.3;12.3
748;Detailhandel in voeding,drogisterijwaren;2024 3e kwartaal;629.0;10.8
749;Detailhandel in voeding,drogisterijwaren;2024 oktober;701.5;12.8
750;Detailhandel in voeding,drogisterijwaren;2024 november;745.6;10.2
751;Detailhandel in voeding,drogisterijwaren;2024 december;697.4;8.5
752;Detailhandel in voeding,drogisterijwaren;2024 4e kwartaal;714.9;10.5
753;Detailhandel in voeding,drogisterijwaren;2024;663.1;9.7
754;Detailhandel in voeding,drogisterijwaren;2025 januari;717.1;6.0
755;Detailhandel in voeding,drogisterijwaren;2025 februari;681.1;10.8
756;Detailhandel in consumentenelektronica;2014 januari;;
757;Detailhandel in consumentenelektronica;2014 februari;;
758;Detailhandel in consumentenelektronica;2014 maart;;
759;Detailhandel in consumentenelektronica;2014 1e kwartaal;;
760;Detailhandel in consumentenelektronica;2014 april;;
761;Detailhandel in consumentenelektronica;2014 mei;;
762;Detailhandel in consumentenelektronica;2014 juni;;
763;Detailhandel in consumentenelektronica;2014 2e kwartaal;;
764;Detailhandel in consumentenelektronica;2014 juli;;
765;Detailhandel in consumentenelektronica;2014 augustus;;
766;Detailhandel in consumentenelektronica;2014 september;;
767;Detailhandel in consumentenelektronica;2014 3e kwartaal;;
768;Detailhandel in consumentenelektronica;2014 oktober;;
769;Detailhandel in consumentenelektronica;2014 november;;
770;Detailhandel in consumentenelektronica;2014 december;;
771;Detailhandel in consumentenelektronica;2014 4e kwartaal;;
772;Detailhandel in consumentenelektronica;2014;;
773;Detailhandel in consumentenelektronica;2015 januari;105.7;
774;Detailhandel in consumentenelektronica;2015 februari;85.0;
775;Detailhandel in consumentenelektronica;2015 maart;86.1;
776;Detailhandel in consumentenelektronica;2015 1e kwartaal;92.3;
777;Detailhandel in consumentenelektronica;2015 april;88.2;
778;Detailhandel in consumentenelektronica;2015 mei;85.9;
779;Detailhandel in consumentenelektronica;2015 juni;96.8;
780;Detailhandel in consumentenelektronica;2015 2e kwartaal;90.3;
781;Detailhandel in consumentenelektronica;2015 juli;99.8;
782;Detailhandel in consumentenelektronica;2015 augustus;103.0;
783;Detailhandel in consumentenelektronica;2015 september;100.5;
784;Detailhandel in consumentenelektronica;2015 3e kwartaal;101.1;
785;Detailhandel in consumentenelektronica;2015 oktober;100.9;
786;Detailhandel in consumentenelektronica;2015 november;108.3;
787;Detailhandel in consumentenelektronica;2015 december;140.0;
