ID;Bestedingscategorieen;Perioden;JaarmutatieHICP_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieHICP_3;ImpactOpDeJaarmutatieHICP_4
9092;072000 Gebruik van privévoertuigen;2023 februari;-1.5;6775;-0.12;-0.9
9093;072000 Gebruik van privévoertuigen;2023 maart;-9.1;6775;-0.75;-1.22
9094;072000 Gebruik van privévoertuigen;2023 april;-3.3;6775;-0.26;-0.77
9095;072000 Gebruik van privévoertuigen;2023 mei;-6.7;6775;-0.54;-1.19
9096;072000 Gebruik van privévoertuigen;2023 juni;-10.8;6775;-0.92;-1.59
9097;072000 Gebruik van privévoertuigen;2023 juli;-4.7;6775;-0.39;-0.89
9098;072000 Gebruik van privévoertuigen;2023 augustus;2.4;6775;0.16;-0.1
9099;072000 Gebruik van privévoertuigen;2023 september;5.1;6775;0.35;0.4
9100;072000 Gebruik van privévoertuigen;2023 oktober;3.2;6775;0.21;0.31
9101;072000 Gebruik van privévoertuigen;2023 november;4.4;6775;0.31;0.22
9102;072000 Gebruik van privévoertuigen;2023 december;6.7;6775;0.45;0.42
9103;072000 Gebruik van privévoertuigen;2023;-1.3;6775;-0.12;-0.5
9104;072000 Gebruik van privévoertuigen;2024 januari;5.2;7031;0.37;0.16
9105;072000 Gebruik van privévoertuigen;2024 februari;6.7;7031;0.46;0.3
9106;072000 Gebruik van privévoertuigen;2024 maart;7.5;7031;0.52;0.33
9107;072000 Gebruik van privévoertuigen;2024 april;8.1;7031;0.56;0.41
9108;072000 Gebruik van privévoertuigen;2024 mei;8.3;7031;0.57;0.41
9109;072000 Gebruik van privévoertuigen;2024 juni;7.2;7031;0.49;0.28
9110;072000 Gebruik van privévoertuigen;2024 juli;2.8;7031;0.19;-0.05
9111;072000 Gebruik van privévoertuigen;2024 augustus;-0.9;7031;-0.07;-0.33
9112;072000 Gebruik van privévoertuigen;2024 september;-3.7;7031;-0.28;-0.56
9113;072000 Gebruik van privévoertuigen;2024 oktober;-2.4;7031;-0.17;-0.44
9114;072000 Gebruik van privévoertuigen;2024 november;0.3;7031;0.02;-0.27
9115;072000 Gebruik van privévoertuigen;2024 december;2.8;7031;0.2;-0.08
9116;072000 Gebruik van privévoertuigen;2024;3.4;7031;0.24;0.01
9117;072000 Gebruik van privévoertuigen;2025 januari;2.4;6791;0.17;-0.05
9118;072000 Gebruik van privévoertuigen;2025 februari;1.4;6791;0.1;-0.16
9119;072000 Gebruik van privévoertuigen;2025 maart;-0.2;6791;-0.02;-0.28
9120;072100 Benodigdheden privé-voertuigen;2016 januari;0.6;330;0.0;0.0
9121;072100 Benodigdheden privé-voertuigen;2016 februari;0.1;330;0.0;0.0
9122;072100 Benodigdheden privé-voertuigen;2016 maart;-0.1;330;0.0;0.0
9123;072100 Benodigdheden privé-voertuigen;2016 april;-1.1;330;0.0;0.0
9124;072100 Benodigdheden privé-voertuigen;2016 mei;-0.4;330;0.0;0.0
9125;072100 Benodigdheden privé-voertuigen;2016 juni;-0.6;330;0.0;0.0
9126;072100 Benodigdheden privé-voertuigen;2016 juli;-0.1;330;0.0;0.0
9127;072100 Benodigdheden privé-voertuigen;2016 augustus;-0.2;330;0.0;0.0
9128;072100 Benodigdheden privé-voertuigen;2016 september;-1.1;330;0.0;0.0
9129;072100 Benodigdheden privé-voertuigen;2016 oktober;-1.8;330;-0.01;-0.01
9130;072100 Benodigdheden privé-voertuigen;2016 november;-0.6;330;0.0;0.0
9131;072100 Benodigdheden privé-voertuigen;2016 december;-0.9;330;0.0;-0.01
9132;072100 Benodigdheden privé-voertuigen;2016;-0.5;330;0.0;0.0
9133;072100 Benodigdheden privé-voertuigen;2017 januari;-3.6;366;-0.01;-0.02
9134;072100 Benodigdheden privé-voertuigen;2017 februari;-1.5;366;0.0;-0.01
9135;072100 Benodigdheden privé-voertuigen;2017 maart;-1.9;366;-0.01;-0.01
9136;072100 Benodigdheden privé-voertuigen;2017 april;-1.1;366;0.0;-0.01
9137;072100 Benodigdheden privé-voertuigen;2017 mei;-0.4;366;0.0;0.0
9138;072100 Benodigdheden privé-voertuigen;2017 juni;1.4;366;0.01;0.0
9139;072100 Benodigdheden privé-voertuigen;2017 juli;1.3;366;0.01;0.0
9140;072100 Benodigdheden privé-voertuigen;2017 augustus;-0.7;366;0.0;-0.01
9141;072100 Benodigdheden privé-voertuigen;2017 september;-3.7;366;-0.01;-0.02
9142;072100 Benodigdheden privé-voertuigen;2017 oktober;-4.3;366;-0.02;-0.02
9143;072100 Benodigdheden privé-voertuigen;2017 november;0.7;366;0.0;0.0
9144;072100 Benodigdheden privé-voertuigen;2017 december;0.4;366;0.0;0.0
9145;072100 Benodigdheden privé-voertuigen;2017;-1.1;366;0.0;-0.01
9146;072100 Benodigdheden privé-voertuigen;2018 januari;2.8;370;0.01;0.01
9147;072100 Benodigdheden privé-voertuigen;2018 februari;2.8;370;0.01;0.01
9148;072100 Benodigdheden privé-voertuigen;2018 maart;1.9;370;0.01;0.0
9149;072100 Benodigdheden privé-voertuigen;2018 april;-0.6;370;0.0;-0.01
9150;072100 Benodigdheden privé-voertuigen;2018 mei;-4.3;370;-0.02;-0.02
9151;072100 Benodigdheden privé-voertuigen;2018 juni;-2.1;370;-0.01;-0.01
9152;072100 Benodigdheden privé-voertuigen;2018 juli;-3.3;370;-0.01;-0.02
9153;072100 Benodigdheden privé-voertuigen;2018 augustus;-0.6;370;0.0;-0.01
9154;072100 Benodigdheden privé-voertuigen;2018 september;3.6;370;0.01;0.01
9155;072100 Benodigdheden privé-voertuigen;2018 oktober;4.2;370;0.01;0.01
9156;072100 Benodigdheden privé-voertuigen;2018 november;-2.6;370;-0.01;-0.02
9157;072100 Benodigdheden privé-voertuigen;2018 december;-2.6;370;-0.01;-0.02
9158;072100 Benodigdheden privé-voertuigen;2018;-0.1;370;0.0;-0.01
9159;072100 Benodigdheden privé-voertuigen;2019 januari;-2.8;265;-0.01;-0.02
9160;072100 Benodigdheden privé-voertuigen;2019 februari;-1.1;265;-0.01;-0.02
9161;072100 Benodigdheden privé-voertuigen;2019 maart;-3.1;265;-0.01;-0.02
9162;072100 Benodigdheden privé-voertuigen;2019 april;-0.9;265;0.0;-0.01
9163;072100 Benodigdheden privé-voertuigen;2019 mei;0.2;265;0.0;0.0
9164;072100 Benodigdheden privé-voertuigen;2019 juni;-1.8;265;-0.01;-0.01
9165;072100 Benodigdheden privé-voertuigen;2019 juli;-0.8;265;0.0;-0.01
9166;072100 Benodigdheden privé-voertuigen;2019 augustus;-1.6;265;-0.01;-0.01
9167;072100 Benodigdheden privé-voertuigen;2019 september;0.0;265;0.0;-0.01
9168;072100 Benodigdheden privé-voertuigen;2019 oktober;0.6;265;0.0;-0.01
9169;072100 Benodigdheden privé-voertuigen;2019 november;3.2;265;0.01;0.0
9170;072100 Benodigdheden privé-voertuigen;2019 december;5.3;265;0.01;0.01
9171;072100 Benodigdheden privé-voertuigen;2019;-0.3;265;0.0;-0.01
9172;072100 Benodigdheden privé-voertuigen;2020 januari;3.2;280;0.01;0.0
9173;072100 Benodigdheden privé-voertuigen;2020 februari;4.9;280;0.01;0.01
9174;072100 Benodigdheden privé-voertuigen;2020 maart;8.8;280;0.02;0.02
9175;072100 Benodigdheden privé-voertuigen;2020 april;9.5;280;0.03;0.02
9176;072100 Benodigdheden privé-voertuigen;2020 mei;11.8;280;0.03;0.03
9177;072100 Benodigdheden privé-voertuigen;2020 juni;9.6;280;0.03;0.02
9178;072100 Benodigdheden privé-voertuigen;2020 juli;9.4;280;0.02;0.02
9179;072100 Benodigdheden privé-voertuigen;2020 augustus;8.7;280;0.02;0.02
9180;072100 Benodigdheden privé-voertuigen;2020 september;7.4;280;0.02;0.02
9181;072100 Benodigdheden privé-voertuigen;2020 oktober;4.7;280;0.01;0.01
9182;072100 Benodigdheden privé-voertuigen;2020 november;3.8;280;0.01;0.01
9183;072100 Benodigdheden privé-voertuigen;2020 december;3.5;280;0.01;0.01
9184;072100 Benodigdheden privé-voertuigen;2020;7.1;280;0.02;0.02
9185;072100 Benodigdheden privé-voertuigen;2021 januari;3.9;316;0.01;0.01
9186;072100 Benodigdheden privé-voertuigen;2021 februari;-7.9;316;-0.03;-0.03
9187;072100 Benodigdheden privé-voertuigen;2021 maart;-0.4;316;0.0;-0.01
9188;072100 Benodigdheden privé-voertuigen;2021 april;-1.1;316;0.0;-0.01
9189;072100 Benodigdheden privé-voertuigen;2021 mei;0.1;316;0.0;-0.01
9190;072100 Benodigdheden privé-voertuigen;2021 juni;-5.5;316;-0.02;-0.02
9191;072100 Benodigdheden privé-voertuigen;2021 juli;-2.3;316;-0.01;-0.01
9192;072100 Benodigdheden privé-voertuigen;2021 augustus;-1.6;316;-0.01;-0.01
9193;072100 Benodigdheden privé-voertuigen;2021 september;1.8;316;0.01;0.0
9194;072100 Benodigdheden privé-voertuigen;2021 oktober;4.5;316;0.01;0.0
9195;072100 Benodigdheden privé-voertuigen;2021 november;-2.3;316;-0.01;-0.03
9196;072100 Benodigdheden privé-voertuigen;2021 december;4.2;316;0.01;-0.01
9197;072100 Benodigdheden privé-voertuigen;2021;-0.6;316;0.0;-0.01
9198;072100 Benodigdheden privé-voertuigen;2022 januari;4.1;314;0.01;-0.01
9199;072100 Benodigdheden privé-voertuigen;2022 februari;11.8;314;0.03;0.01
9200;072100 Benodigdheden privé-voertuigen;2022 maart;3.9;314;0.01;-0.02
9201;072100 Benodigdheden privé-voertuigen;2022 april;5.7;314;0.02;-0.02
9202;072100 Benodigdheden privé-voertuigen;2022 mei;4.4;314;0.01;-0.02
9203;072100 Benodigdheden privé-voertuigen;2022 juni;13.4;314;0.04;0.01
9204;072100 Benodigdheden privé-voertuigen;2022 juli;3.6;314;0.01;-0.02
9205;072100 Benodigdheden privé-voertuigen;2022 augustus;10.6;314;0.03;-0.01
9206;072100 Benodigdheden privé-voertuigen;2022 september;7.5;314;0.02;-0.03
9207;072100 Benodigdheden privé-voertuigen;2022 oktober;2.9;314;0.01;-0.04
9208;072100 Benodigdheden privé-voertuigen;2022 november;14.9;314;0.04;0.01
9209;072100 Benodigdheden privé-voertuigen;2022 december;8.9;314;0.03;-0.01
9210;072100 Benodigdheden privé-voertuigen;2022;7.6;314;0.02;-0.01
9211;072100 Benodigdheden privé-voertuigen;2023 januari;10.5;288;0.03;0.01
9212;072100 Benodigdheden privé-voertuigen;2023 februari;11.1;288;0.03;0.01
9213;072100 Benodigdheden privé-voertuigen;2023 maart;9.9;288;0.03;0.02
9214;072100 Benodigdheden privé-voertuigen;2023 april;9.2;288;0.03;0.01
9215;072100 Benodigdheden privé-voertuigen;2023 mei;10.1;288;0.03;0.01
9216;072100 Benodigdheden privé-voertuigen;2023 juni;2.8;288;0.01;-0.01
9217;072100 Benodigdheden privé-voertuigen;2023 juli;9.0;288;0.03;0.01
9218;072100 Benodigdheden privé-voertuigen;2023 augustus;4.7;288;0.01;0.0
9219;072100 Benodigdheden privé-voertuigen;2023 september;5.9;288;0.02;0.02
9220;072100 Benodigdheden privé-voertuigen;2023 oktober;13.6;288;0.04;0.04
9221;072100 Benodigdheden privé-voertuigen;2023 november;7.3;288;0.02;0.02
9222;072100 Benodigdheden privé-voertuigen;2023 december;4.4;288;0.01;0.01
9223;072100 Benodigdheden privé-voertuigen;2023;8.1;288;0.02;0.01
9224;072100 Benodigdheden privé-voertuigen;2024 januari;6.4;272;0.02;0.01
9225;072100 Benodigdheden privé-voertuigen;2024 februari;4.2;272;0.01;0.0
9226;072100 Benodigdheden privé-voertuigen;2024 maart;5.1;272;0.01;0.01
9227;072100 Benodigdheden privé-voertuigen;2024 april;2.8;272;0.01;0.0
9228;072100 Benodigdheden privé-voertuigen;2024 mei;2.9;272;0.01;0.0
9229;072100 Benodigdheden privé-voertuigen;2024 juni;5.7;272;0.02;0.01
9230;072100 Benodigdheden privé-voertuigen;2024 juli;7.8;272;0.02;0.01
9231;072100 Benodigdheden privé-voertuigen;2024 augustus;5.7;272;0.02;0.01
9232;072100 Benodigdheden privé-voertuigen;2024 september;4.3;272;0.01;0.0
9233;072100 Benodigdheden privé-voertuigen;2024 oktober;2.3;272;0.01;0.0
9234;072100 Benodigdheden privé-voertuigen;2024 november;3.1;272;0.01;0.0
9235;072100 Benodigdheden privé-voertuigen;2024 december;2.5;272;0.01;0.0
9236;072100 Benodigdheden privé-voertuigen;2024;4.4;272;0.01;0.0
9237;072100 Benodigdheden privé-voertuigen;2025 januari;0.3;345;0.0;-0.01
9238;072100 Benodigdheden privé-voertuigen;2025 februari;0.0;345;0.0;-0.01
9239;072100 Benodigdheden privé-voertuigen;2025 maart;2.2;345;0.01;0.0
9240;072200 Brandstoffen en smeermiddelen;2016 januari;-5.0;4143;-0.21;-0.23
9241;072200 Brandstoffen en smeermiddelen;2016 februari;-10.2;4143;-0.44;-0.47
9242;072200 Brandstoffen en smeermiddelen;2016 maart;-12.2;4143;-0.53;-0.58
9243;072200 Brandstoffen en smeermiddelen;2016 april;-10.4;4143;-0.45;-0.47
9244;072200 Brandstoffen en smeermiddelen;2016 mei;-9.7;4143;-0.42;-0.44
9245;072200 Brandstoffen en smeermiddelen;2016 juni;-8.5;4143;-0.37;-0.38
9246;072200 Brandstoffen en smeermiddelen;2016 juli;-10.7;4143;-0.47;-0.47
9247;072200 Brandstoffen en smeermiddelen;2016 augustus;-7.0;4143;-0.29;-0.31
9248;072200 Brandstoffen en smeermiddelen;2016 september;-1.7;4143;-0.06;-0.06
9249;072200 Brandstoffen en smeermiddelen;2016 oktober;2.2;4143;0.1;0.09
9250;072200 Brandstoffen en smeermiddelen;2016 november;-0.3;4143;0.0;-0.02
9251;072200 Brandstoffen en smeermiddelen;2016 december;7.3;4143;0.3;0.28
9252;072200 Brandstoffen en smeermiddelen;2016;-5.7;4143;-0.24;-0.25
9253;072200 Brandstoffen en smeermiddelen;2017 januari;11.8;4135;0.48;0.43
9254;072200 Brandstoffen en smeermiddelen;2017 februari;15.2;4135;0.6;0.55
9255;072200 Brandstoffen en smeermiddelen;2017 maart;11.0;4135;0.44;0.43
9256;072200 Brandstoffen en smeermiddelen;2017 april;9.0;4135;0.36;0.32
9257;072200 Brandstoffen en smeermiddelen;2017 mei;3.5;4135;0.15;0.13
9258;072200 Brandstoffen en smeermiddelen;2017 juni;0.0;4135;0.01;-0.03
9259;072200 Brandstoffen en smeermiddelen;2017 juli;2.6;4135;0.12;0.06
9260;072200 Brandstoffen en smeermiddelen;2017 augustus;5.0;4135;0.21;0.16
9261;072200 Brandstoffen en smeermiddelen;2017 september;5.3;4135;0.22;0.17
9262;072200 Brandstoffen en smeermiddelen;2017 oktober;2.0;4135;0.09;0.04
9263;072200 Brandstoffen en smeermiddelen;2017 november;6.1;4135;0.25;0.2
9264;072200 Brandstoffen en smeermiddelen;2017 december;1.5;4135;0.06;0.01
9265;072200 Brandstoffen en smeermiddelen;2017;5.9;4135;0.25;0.21
9266;072200 Brandstoffen en smeermiddelen;2018 januari;2.0;3759;0.08;0.01
9267;072200 Brandstoffen en smeermiddelen;2018 februari;-0.7;3759;-0.03;-0.08
9268;072200 Brandstoffen en smeermiddelen;2018 maart;0.3;3759;0.02;-0.02
9269;072200 Brandstoffen en smeermiddelen;2018 april;2.8;3759;0.1;0.07
9270;072200 Brandstoffen en smeermiddelen;2018 mei;9.7;3759;0.37;0.31
9271;072200 Brandstoffen en smeermiddelen;2018 juni;11.2;3759;0.42;0.37
9272;072200 Brandstoffen en smeermiddelen;2018 juli;11.5;3759;0.43;0.38
9273;072200 Brandstoffen en smeermiddelen;2018 augustus;11.1;3759;0.42;0.36
9274;072200 Brandstoffen en smeermiddelen;2018 september;9.1;3759;0.34;0.3
9275;072200 Brandstoffen en smeermiddelen;2018 oktober;9.6;3759;0.36;0.31
9276;072200 Brandstoffen en smeermiddelen;2018 november;1.9;3759;0.07;0.0
9277;072200 Brandstoffen en smeermiddelen;2018 december;-2.1;3759;-0.08;-0.15
9278;072200 Brandstoffen en smeermiddelen;2018;5.5;3759;0.21;0.15
9279;072200 Brandstoffen en smeermiddelen;2019 januari;-1.9;3906;-0.07;-0.15
9280;072200 Brandstoffen en smeermiddelen;2019 februari;2.2;3906;0.1;0.0
9281;072200 Brandstoffen en smeermiddelen;2019 maart;5.7;3906;0.23;0.12
9282;072200 Brandstoffen en smeermiddelen;2019 april;6.1;3906;0.27;0.15
9283;072200 Brandstoffen en smeermiddelen;2019 mei;3.4;3906;0.17;0.08
9284;072200 Brandstoffen en smeermiddelen;2019 juni;-0.1;3906;0.02;-0.1
9285;072200 Brandstoffen en smeermiddelen;2019 juli;0.5;3906;0.05;-0.06
9286;072200 Brandstoffen en smeermiddelen;2019 augustus;-1.9;3906;-0.05;-0.19
9287;072200 Brandstoffen en smeermiddelen;2019 september;-1.9;3906;-0.05;-0.17
9288;072200 Brandstoffen en smeermiddelen;2019 oktober;-1.5;3906;-0.04;-0.16
9289;072200 Brandstoffen en smeermiddelen;2019 november;3.5;3906;0.16;0.06
9290;072200 Brandstoffen en smeermiddelen;2019 december;9.5;3906;0.37;0.27
9291;072200 Brandstoffen en smeermiddelen;2019;1.9;3906;0.1;-0.01
9292;072200 Brandstoffen en smeermiddelen;2020 januari;9.6;4314;0.39;0.34
9293;072200 Brandstoffen en smeermiddelen;2020 februari;4.6;4314;0.18;0.14
9294;072200 Brandstoffen en smeermiddelen;2020 maart;-4.1;4314;-0.18;-0.23
9295;072200 Brandstoffen en smeermiddelen;2020 april;-13.4;4314;-0.58;-0.66
9296;072200 Brandstoffen en smeermiddelen;2020 mei;-14.1;4314;-0.63;-0.7
9297;072200 Brandstoffen en smeermiddelen;2020 juni;-7.9;4314;-0.34;-0.43
9298;072200 Brandstoffen en smeermiddelen;2020 juli;-7.1;4314;-0.31;-0.39
9299;072200 Brandstoffen en smeermiddelen;2020 augustus;-5.9;4314;-0.25;-0.27
9300;072200 Brandstoffen en smeermiddelen;2020 september;-6.7;4314;-0.29;-0.34
9301;072200 Brandstoffen en smeermiddelen;2020 oktober;-6.8;4314;-0.29;-0.35
9302;072200 Brandstoffen en smeermiddelen;2020 november;-8.9;4314;-0.38;-0.43
9303;072200 Brandstoffen en smeermiddelen;2020 december;-7.4;4314;-0.32;-0.38
9304;072200 Brandstoffen en smeermiddelen;2020;-5.8;4314;-0.25;-0.31
9305;072200 Brandstoffen en smeermiddelen;2021 januari;-5.4;3712;-0.25;-0.34
9306;072200 Brandstoffen en smeermiddelen;2021 februari;0.7;3712;0.01;-0.07
9307;072200 Brandstoffen en smeermiddelen;2021 maart;10.7;3712;0.4;0.34
9308;072200 Brandstoffen en smeermiddelen;2021 april;18.3;3712;0.66;0.62
9309;072200 Brandstoffen en smeermiddelen;2021 mei;19.8;3712;0.71;0.67
9310;072200 Brandstoffen en smeermiddelen;2021 juni;17.4;3712;0.64;0.6
9311;072200 Brandstoffen en smeermiddelen;2021 juli;18.1;3712;0.67;0.64
9312;072200 Brandstoffen en smeermiddelen;2021 augustus;18.3;3712;0.68;0.6
9313;072200 Brandstoffen en smeermiddelen;2021 september;20.4;3712;0.75;0.67
9314;072200 Brandstoffen en smeermiddelen;2021 oktober;27.3;3712;1.0;0.9
9315;072200 Brandstoffen en smeermiddelen;2021 november;33.1;3712;1.21;1.03
9316;072200 Brandstoffen en smeermiddelen;2021 december;27.8;3712;1.03;0.83
9317;072200 Brandstoffen en smeermiddelen;2021;16.8;3712;0.63;0.54
9318;072200 Brandstoffen en smeermiddelen;2022 januari;24.9;4222;0.96;0.7
9319;072200 Brandstoffen en smeermiddelen;2022 februari;24.0;4222;0.95;0.69
9320;072200 Brandstoffen en smeermiddelen;2022 maart;36.5;4222;1.46;1.03
9321;072200 Brandstoffen en smeermiddelen;2022 april;24.8;4222;0.99;0.57
9322;072200 Brandstoffen en smeermiddelen;2022 mei;27.3;4222;1.1;0.72
9323;072200 Brandstoffen en smeermiddelen;2022 juni;34.8;4222;1.41;1.05
9324;072200 Brandstoffen en smeermiddelen;2022 juli;24.6;4222;1.01;0.56
9325;072200 Brandstoffen en smeermiddelen;2022 augustus;16.8;4222;0.69;0.14
9326;072200 Brandstoffen en smeermiddelen;2022 september;11.4;4222;0.48;-0.23
9327;072200 Brandstoffen en smeermiddelen;2022 oktober;7.5;4222;0.32;-0.42
9328;072200 Brandstoffen en smeermiddelen;2022 november;-0.6;4222;-0.03;-0.55
9329;072200 Brandstoffen en smeermiddelen;2022 december;-7.0;4222;-0.3;-0.79
9330;072200 Brandstoffen en smeermiddelen;2022;18.1;4222;0.76;0.29
9331;072200 Brandstoffen en smeermiddelen;2023 januari;-5.5;3446;-0.24;-0.63
9332;072200 Brandstoffen en smeermiddelen;2023 februari;-9.4;3446;-0.41;-0.84
9333;072200 Brandstoffen en smeermiddelen;2023 maart;-20.8;3446;-0.99;-1.27
9334;072200 Brandstoffen en smeermiddelen;2023 april;-12.7;3446;-0.56;-0.85
9335;072200 Brandstoffen en smeermiddelen;2023 mei;-18.4;3446;-0.84;-1.2
9336;072200 Brandstoffen en smeermiddelen;2023 juni;-23.2;3446;-1.14;-1.52
9337;072200 Brandstoffen en smeermiddelen;2023 juli;-11.1;3446;-0.51;-0.78
9338;072200 Brandstoffen en smeermiddelen;2023 augustus;-0.6;3446;-0.04;-0.19
9339;072200 Brandstoffen en smeermiddelen;2023 september;5.5;3446;0.2;0.22
9340;072200 Brandstoffen en smeermiddelen;2023 oktober;0.3;3446;0.0;0.04
9341;072200 Brandstoffen en smeermiddelen;2023 november;2.0;3446;0.07;0.01
9342;072200 Brandstoffen en smeermiddelen;2023 december;6.6;3446;0.23;0.2
9343;072200 Brandstoffen en smeermiddelen;2023;-7.9;3446;-0.35;-0.57
9344;072200 Brandstoffen en smeermiddelen;2024 januari;4.3;3437;0.15;0.04
9345;072200 Brandstoffen en smeermiddelen;2024 februari;8.6;3437;0.3;0.21
9346;072200 Brandstoffen en smeermiddelen;2024 maart;11.1;3437;0.38;0.28
9347;072200 Brandstoffen en smeermiddelen;2024 april;12.8;3437;0.43;0.36
9348;072200 Brandstoffen en smeermiddelen;2024 mei;13.3;3437;0.44;0.37
9349;072200 Brandstoffen en smeermiddelen;2024 juni;10.2;3437;0.34;0.24
9350;072200 Brandstoffen en smeermiddelen;2024 juli;1.5;3437;0.04;-0.08
9351;072200 Brandstoffen en smeermiddelen;2024 augustus;-5.6;3437;-0.22;-0.36
9352;072200 Brandstoffen en smeermiddelen;2024 september;-11.3;3437;-0.45;-0.6
9353;072200 Brandstoffen en smeermiddelen;2024 oktober;-7.0;3437;-0.27;-0.41
9354;072200 Brandstoffen en smeermiddelen;2024 november;-1.5;3437;-0.06;-0.21
9355;072200 Brandstoffen en smeermiddelen;2024 december;2.8;3437;0.1;-0.04
9356;072200 Brandstoffen en smeermiddelen;2024;2.8;3437;0.1;-0.02
9357;072200 Brandstoffen en smeermiddelen;2025 januari;2.4;2973;0.08;-0.03
9358;072200 Brandstoffen en smeermiddelen;2025 februari;-0.5;2973;-0.02;-0.15
9359;072200 Brandstoffen en smeermiddelen;2025 maart;-5.1;2973;-0.17;-0.3
9360;072300 Onderhoud en rep. privévoertuigen;2016 januari;1.3;2023;0.03;0.02
9361;072300 Onderhoud en rep. privévoertuigen;2016 februari;3.4;2023;0.07;0.06
9362;072300 Onderhoud en rep. privévoertuigen;2016 maart;1.9;2023;0.04;0.03
9363;072300 Onderhoud en rep. privévoertuigen;2016 april;2.8;2023;0.06;0.06
9364;072300 Onderhoud en rep. privévoertuigen;2016 mei;2.6;2023;0.05;0.06
9365;072300 Onderhoud en rep. privévoertuigen;2016 juni;2.4;2023;0.05;0.05
9366;072300 Onderhoud en rep. privévoertuigen;2016 juli;1.8;2023;0.04;0.05
9367;072300 Onderhoud en rep. privévoertuigen;2016 augustus;2.1;2023;0.04;0.04
9368;072300 Onderhoud en rep. privévoertuigen;2016 september;1.8;2023;0.04;0.04
9369;072300 Onderhoud en rep. privévoertuigen;2016 oktober;2.9;2023;0.06;0.05
9370;072300 Onderhoud en rep. privévoertuigen;2016 november;3.6;2023;0.07;0.07
9371;072300 Onderhoud en rep. privévoertuigen;2016 december;3.0;2023;0.06;0.05
9372;072300 Onderhoud en rep. privévoertuigen;2016;2.5;2023;0.05;0.05
9373;072300 Onderhoud en rep. privévoertuigen;2017 januari;1.7;2110;0.04;0.0
9374;072300 Onderhoud en rep. privévoertuigen;2017 februari;2.1;2110;0.04;0.01
9375;072300 Onderhoud en rep. privévoertuigen;2017 maart;2.2;2110;0.04;0.03
9376;072300 Onderhoud en rep. privévoertuigen;2017 april;-0.2;2110;-0.01;-0.04
9377;072300 Onderhoud en rep. privévoertuigen;2017 mei;-0.6;2110;-0.01;-0.03
9378;072300 Onderhoud en rep. privévoertuigen;2017 juni;-2.0;2110;-0.04;-0.06
9379;072300 Onderhoud en rep. privévoertuigen;2017 juli;-3.4;2110;-0.07;-0.1
9380;072300 Onderhoud en rep. privévoertuigen;2017 augustus;-2.9;2110;-0.06;-0.09
9381;072300 Onderhoud en rep. privévoertuigen;2017 september;-1.6;2110;-0.03;-0.06
9382;072300 Onderhoud en rep. privévoertuigen;2017 oktober;-1.4;2110;-0.03;-0.06
9383;072300 Onderhoud en rep. privévoertuigen;2017 november;-2.3;2110;-0.05;-0.08
9384;072300 Onderhoud en rep. privévoertuigen;2017 december;-2.3;2110;-0.05;-0.08
9385;072300 Onderhoud en rep. privévoertuigen;2017;-0.9;2110;-0.02;-0.05
9386;072300 Onderhoud en rep. privévoertuigen;2018 januari;-3.3;2119;-0.07;-0.1
9387;072300 Onderhoud en rep. privévoertuigen;2018 februari;-5.2;2119;-0.11;-0.14
9388;072300 Onderhoud en rep. privévoertuigen;2018 maart;-2.8;2119;-0.06;-0.08
9389;072300 Onderhoud en rep. privévoertuigen;2018 april;-0.2;2119;0.0;-0.03
9390;072300 Onderhoud en rep. privévoertuigen;2018 mei;0.9;2119;0.02;-0.02
9391;072300 Onderhoud en rep. privévoertuigen;2018 juni;2.8;2119;0.06;0.02
9392;072300 Onderhoud en rep. privévoertuigen;2018 juli;3.6;2119;0.07;0.03
9393;072300 Onderhoud en rep. privévoertuigen;2018 augustus;3.8;2119;0.08;0.04
9394;072300 Onderhoud en rep. privévoertuigen;2018 september;3.3;2119;0.07;0.04
9395;072300 Onderhoud en rep. privévoertuigen;2018 oktober;4.0;2119;0.08;0.05
9396;072300 Onderhoud en rep. privévoertuigen;2018 november;3.9;2119;0.08;0.05
9397;072300 Onderhoud en rep. privévoertuigen;2018 december;3.1;2119;0.07;0.03
9398;072300 Onderhoud en rep. privévoertuigen;2018;1.1;2119;0.02;-0.01
9399;072300 Onderhoud en rep. privévoertuigen;2019 januari;6.6;1944;0.14;0.1
9400;072300 Onderhoud en rep. privévoertuigen;2019 februari;8.2;1944;0.16;0.12
9401;072300 Onderhoud en rep. privévoertuigen;2019 maart;5.5;1944;0.11;0.06
9402;072300 Onderhoud en rep. privévoertuigen;2019 april;4.8;1944;0.1;0.04
9403;072300 Onderhoud en rep. privévoertuigen;2019 mei;4.2;1944;0.08;0.04
9404;072300 Onderhoud en rep. privévoertuigen;2019 juni;3.3;1944;0.07;0.01
9405;072300 Onderhoud en rep. privévoertuigen;2019 juli;5.0;1944;0.1;0.05
9406;072300 Onderhoud en rep. privévoertuigen;2019 augustus;4.3;1944;0.08;0.03
9407;072300 Onderhoud en rep. privévoertuigen;2019 september;3.5;1944;0.07;0.02
9408;072300 Onderhoud en rep. privévoertuigen;2019 oktober;2.4;1944;0.04;-0.01
9409;072300 Onderhoud en rep. privévoertuigen;2019 november;3.1;1944;0.06;0.01
9410;072300 Onderhoud en rep. privévoertuigen;2019 december;3.9;1944;0.08;0.02
