ID;Bestedingscategorieen;Perioden;JaarmutatieHICP_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieHICP_3;ImpactOpDeJaarmutatieHICP_4
1797;012200 Mineraalwater, frisdr. en sappen;2025 januari;6.6;654;0.05;0.02
1798;012200 Mineraalwater, frisdr. en sappen;2025 februari;6.0;654;0.04;0.02
1799;012200 Mineraalwater, frisdr. en sappen;2025 maart;5.2;654;0.04;0.01
1800;020000 Alcoholhoudende dranken en tabak;2016 januari;1.5;3858;0.06;0.05
1801;020000 Alcoholhoudende dranken en tabak;2016 februari;1.4;3858;0.06;0.05
1802;020000 Alcoholhoudende dranken en tabak;2016 maart;0.9;3858;0.04;0.02
1803;020000 Alcoholhoudende dranken en tabak;2016 april;1.2;3858;0.05;0.06
1804;020000 Alcoholhoudende dranken en tabak;2016 mei;2.7;3858;0.1;0.11
1805;020000 Alcoholhoudende dranken en tabak;2016 juni;2.6;3858;0.1;0.11
1806;020000 Alcoholhoudende dranken en tabak;2016 juli;1.9;3858;0.07;0.1
1807;020000 Alcoholhoudende dranken en tabak;2016 augustus;1.8;3858;0.07;0.07
1808;020000 Alcoholhoudende dranken en tabak;2016 september;2.2;3858;0.09;0.09
1809;020000 Alcoholhoudende dranken en tabak;2016 oktober;2.2;3858;0.09;0.08
1810;020000 Alcoholhoudende dranken en tabak;2016 november;2.1;3858;0.08;0.07
1811;020000 Alcoholhoudende dranken en tabak;2016 december;2.2;3858;0.09;0.06
1812;020000 Alcoholhoudende dranken en tabak;2016;1.9;3858;0.07;0.07
1813;020000 Alcoholhoudende dranken en tabak;2017 januari;1.4;3383;0.06;-0.01
1814;020000 Alcoholhoudende dranken en tabak;2017 februari;1.5;3383;0.06;-0.01
1815;020000 Alcoholhoudende dranken en tabak;2017 maart;0.7;3383;0.03;0.01
1816;020000 Alcoholhoudende dranken en tabak;2017 april;0.3;3383;0.01;-0.04
1817;020000 Alcoholhoudende dranken en tabak;2017 mei;0.6;3383;0.02;0.0
1818;020000 Alcoholhoudende dranken en tabak;2017 juni;0.5;3383;0.02;-0.02
1819;020000 Alcoholhoudende dranken en tabak;2017 juli;0.8;3383;0.03;-0.02
1820;020000 Alcoholhoudende dranken en tabak;2017 augustus;1.3;3383;0.04;-0.01
1821;020000 Alcoholhoudende dranken en tabak;2017 september;0.8;3383;0.03;-0.02
1822;020000 Alcoholhoudende dranken en tabak;2017 oktober;0.9;3383;0.03;-0.01
1823;020000 Alcoholhoudende dranken en tabak;2017 november;1.1;3383;0.04;-0.02
1824;020000 Alcoholhoudende dranken en tabak;2017 december;0.8;3383;0.03;-0.01
1825;020000 Alcoholhoudende dranken en tabak;2017;0.9;3383;0.03;-0.01
1826;020000 Alcoholhoudende dranken en tabak;2018 januari;2.0;3502;0.07;0.02
1827;020000 Alcoholhoudende dranken en tabak;2018 februari;1.9;3502;0.07;0.03
1828;020000 Alcoholhoudende dranken en tabak;2018 maart;2.5;3502;0.08;0.05
1829;020000 Alcoholhoudende dranken en tabak;2018 april;2.8;3502;0.1;0.06
1830;020000 Alcoholhoudende dranken en tabak;2018 mei;3.0;3502;0.1;0.04
1831;020000 Alcoholhoudende dranken en tabak;2018 juni;3.1;3502;0.11;0.05
1832;020000 Alcoholhoudende dranken en tabak;2018 juli;2.9;3502;0.1;0.04
1833;020000 Alcoholhoudende dranken en tabak;2018 augustus;2.3;3502;0.08;0.02
1834;020000 Alcoholhoudende dranken en tabak;2018 september;2.9;3502;0.1;0.05
1835;020000 Alcoholhoudende dranken en tabak;2018 oktober;3.0;3502;0.1;0.04
1836;020000 Alcoholhoudende dranken en tabak;2018 november;3.2;3502;0.11;0.05
1837;020000 Alcoholhoudende dranken en tabak;2018 december;2.9;3502;0.1;0.04
1838;020000 Alcoholhoudende dranken en tabak;2018;2.7;3502;0.09;0.04
1839;020000 Alcoholhoudende dranken en tabak;2019 januari;2.7;3345;0.1;0.03
1840;020000 Alcoholhoudende dranken en tabak;2019 februari;3.2;3345;0.11;0.02
1841;020000 Alcoholhoudende dranken en tabak;2019 maart;3.6;3345;0.12;0.03
1842;020000 Alcoholhoudende dranken en tabak;2019 april;2.6;3345;0.09;-0.01
1843;020000 Alcoholhoudende dranken en tabak;2019 mei;1.5;3345;0.05;-0.03
1844;020000 Alcoholhoudende dranken en tabak;2019 juni;1.1;3345;0.04;-0.06
1845;020000 Alcoholhoudende dranken en tabak;2019 juli;1.3;3345;0.04;-0.05
1846;020000 Alcoholhoudende dranken en tabak;2019 augustus;1.7;3345;0.06;-0.05
1847;020000 Alcoholhoudende dranken en tabak;2019 september;1.1;3345;0.04;-0.06
1848;020000 Alcoholhoudende dranken en tabak;2019 oktober;1.4;3345;0.04;-0.05
1849;020000 Alcoholhoudende dranken en tabak;2019 november;1.0;3345;0.03;-0.06
1850;020000 Alcoholhoudende dranken en tabak;2019 december;0.8;3345;0.03;-0.07
1851;020000 Alcoholhoudende dranken en tabak;2019;1.8;3345;0.06;-0.03
1852;020000 Alcoholhoudende dranken en tabak;2020 januari;1.7;3314;0.06;0.0
1853;020000 Alcoholhoudende dranken en tabak;2020 februari;1.3;3314;0.05;0.0
1854;020000 Alcoholhoudende dranken en tabak;2020 maart;1.9;3314;0.06;0.03
1855;020000 Alcoholhoudende dranken en tabak;2020 april;1.9;3314;0.06;0.03
1856;020000 Alcoholhoudende dranken en tabak;2020 mei;6.6;3314;0.22;0.19
1857;020000 Alcoholhoudende dranken en tabak;2020 juni;10.3;3314;0.35;0.3
1858;020000 Alcoholhoudende dranken en tabak;2020 juli;11.0;3314;0.36;0.32
1859;020000 Alcoholhoudende dranken en tabak;2020 augustus;11.1;3314;0.37;0.37
1860;020000 Alcoholhoudende dranken en tabak;2020 september;11.2;3314;0.37;0.35
1861;020000 Alcoholhoudende dranken en tabak;2020 oktober;10.8;3314;0.36;0.33
1862;020000 Alcoholhoudende dranken en tabak;2020 november;10.6;3314;0.36;0.35
1863;020000 Alcoholhoudende dranken en tabak;2020 december;10.8;3314;0.36;0.34
1864;020000 Alcoholhoudende dranken en tabak;2020;7.4;3314;0.25;0.22
1865;020000 Alcoholhoudende dranken en tabak;2021 januari;9.5;3678;0.33;0.28
1866;020000 Alcoholhoudende dranken en tabak;2021 februari;10.2;3678;0.35;0.29
1867;020000 Alcoholhoudende dranken en tabak;2021 maart;9.8;3678;0.33;0.28
1868;020000 Alcoholhoudende dranken en tabak;2021 april;9.8;3678;0.33;0.28
1869;020000 Alcoholhoudende dranken en tabak;2021 mei;4.4;3678;0.16;0.09
1870;020000 Alcoholhoudende dranken en tabak;2021 juni;1.3;3678;0.05;-0.02
1871;020000 Alcoholhoudende dranken en tabak;2021 juli;2.2;3678;0.08;0.03
1872;020000 Alcoholhoudende dranken en tabak;2021 augustus;2.2;3678;0.08;-0.02
1873;020000 Alcoholhoudende dranken en tabak;2021 september;2.1;3678;0.08;-0.03
1874;020000 Alcoholhoudende dranken en tabak;2021 oktober;2.0;3678;0.07;-0.07
1875;020000 Alcoholhoudende dranken en tabak;2021 november;2.4;3678;0.09;-0.13
1876;020000 Alcoholhoudende dranken en tabak;2021 december;2.7;3678;0.1;-0.14
1877;020000 Alcoholhoudende dranken en tabak;2021;4.7;3678;0.17;0.07
1878;020000 Alcoholhoudende dranken en tabak;2022 januari;3.3;3756;0.13;-0.16
1879;020000 Alcoholhoudende dranken en tabak;2022 februari;2.6;3756;0.1;-0.18
1880;020000 Alcoholhoudende dranken en tabak;2022 maart;2.1;3756;0.08;-0.38
1881;020000 Alcoholhoudende dranken en tabak;2022 april;2.7;3756;0.1;-0.34
1882;020000 Alcoholhoudende dranken en tabak;2022 mei;3.3;3756;0.12;-0.27
1883;020000 Alcoholhoudende dranken en tabak;2022 juni;3.5;3756;0.13;-0.25
1884;020000 Alcoholhoudende dranken en tabak;2022 juli;1.5;3756;0.06;-0.4
1885;020000 Alcoholhoudende dranken en tabak;2022 augustus;1.7;3756;0.07;-0.47
1886;020000 Alcoholhoudende dranken en tabak;2022 september;2.0;3756;0.08;-0.6
1887;020000 Alcoholhoudende dranken en tabak;2022 oktober;2.2;3756;0.09;-0.57
1888;020000 Alcoholhoudende dranken en tabak;2022 november;2.6;3756;0.1;-0.34
1889;020000 Alcoholhoudende dranken en tabak;2022 december;2.7;3756;0.1;-0.32
1890;020000 Alcoholhoudende dranken en tabak;2022;2.5;3756;0.1;-0.36
1891;020000 Alcoholhoudende dranken en tabak;2023 januari;3.1;3029;0.11;-0.23
1892;020000 Alcoholhoudende dranken en tabak;2023 februari;3.6;3029;0.12;-0.22
1893;020000 Alcoholhoudende dranken en tabak;2023 maart;3.7;3029;0.12;-0.05
1894;020000 Alcoholhoudende dranken en tabak;2023 april;3.3;3029;0.11;-0.1
1895;020000 Alcoholhoudende dranken en tabak;2023 mei;4.1;3029;0.14;-0.11
1896;020000 Alcoholhoudende dranken en tabak;2023 juni;11.2;3029;0.36;0.13
1897;020000 Alcoholhoudende dranken en tabak;2023 juli;12.1;3029;0.38;0.21
1898;020000 Alcoholhoudende dranken en tabak;2023 augustus;13.1;3029;0.4;0.3
1899;020000 Alcoholhoudende dranken en tabak;2023 september;13.2;3029;0.39;0.42
1900;020000 Alcoholhoudende dranken en tabak;2023 oktober;12.8;3029;0.38;0.43
1901;020000 Alcoholhoudende dranken en tabak;2023 november;12.4;3029;0.38;0.34
1902;020000 Alcoholhoudende dranken en tabak;2023 december;12.0;3029;0.36;0.35
1903;020000 Alcoholhoudende dranken en tabak;2023;8.7;3029;0.27;0.12
1904;020000 Alcoholhoudende dranken en tabak;2024 januari;11.8;3446;0.37;0.28
1905;020000 Alcoholhoudende dranken en tabak;2024 februari;11.7;3446;0.37;0.29
1906;020000 Alcoholhoudende dranken en tabak;2024 maart;12.0;3446;0.38;0.29
1907;020000 Alcoholhoudende dranken en tabak;2024 april;12.6;3446;0.39;0.32
1908;020000 Alcoholhoudende dranken en tabak;2024 mei;13.0;3446;0.41;0.33
1909;020000 Alcoholhoudende dranken en tabak;2024 juni;19.0;3446;0.64;0.55
1910;020000 Alcoholhoudende dranken en tabak;2024 juli;22.9;3446;0.77;0.68
1911;020000 Alcoholhoudende dranken en tabak;2024 augustus;21.5;3446;0.73;0.64
1912;020000 Alcoholhoudende dranken en tabak;2024 september;21.6;3446;0.74;0.65
1913;020000 Alcoholhoudende dranken en tabak;2024 oktober;21.4;3446;0.73;0.64
1914;020000 Alcoholhoudende dranken en tabak;2024 november;21.2;3446;0.74;0.63
1915;020000 Alcoholhoudende dranken en tabak;2024 december;21.5;3446;0.74;0.63
1916;020000 Alcoholhoudende dranken en tabak;2024;17.7;3446;0.58;0.49
1917;020000 Alcoholhoudende dranken en tabak;2025 januari;21.0;4103;0.74;0.65
1918;020000 Alcoholhoudende dranken en tabak;2025 februari;20.1;4103;0.7;0.6
1919;020000 Alcoholhoudende dranken en tabak;2025 maart;20.2;4103;0.7;0.61
1920;021000 Alcoholhoudende dranken;2016 januari;0.3;1680;0.01;0.0
1921;021000 Alcoholhoudende dranken;2016 februari;0.5;1680;0.01;0.0
1922;021000 Alcoholhoudende dranken;2016 maart;0.5;1680;0.01;0.0
1923;021000 Alcoholhoudende dranken;2016 april;0.4;1680;0.01;0.01
1924;021000 Alcoholhoudende dranken;2016 mei;0.9;1680;0.01;0.02
1925;021000 Alcoholhoudende dranken;2016 juni;0.0;1680;0.0;0.0
1926;021000 Alcoholhoudende dranken;2016 juli;-0.4;1680;-0.01;0.0
1927;021000 Alcoholhoudende dranken;2016 augustus;-0.3;1680;0.0;-0.01
1928;021000 Alcoholhoudende dranken;2016 september;0.1;1680;0.0;0.0
1929;021000 Alcoholhoudende dranken;2016 oktober;0.1;1680;0.0;0.0
1930;021000 Alcoholhoudende dranken;2016 november;-0.2;1680;0.0;-0.01
1931;021000 Alcoholhoudende dranken;2016 december;0.4;1680;0.01;-0.01
1932;021000 Alcoholhoudende dranken;2016;0.2;1680;0.0;0.0
1933;021000 Alcoholhoudende dranken;2017 januari;-0.2;1568;0.0;-0.03
1934;021000 Alcoholhoudende dranken;2017 februari;0.5;1568;0.01;-0.02
1935;021000 Alcoholhoudende dranken;2017 maart;-0.4;1568;-0.01;-0.02
1936;021000 Alcoholhoudende dranken;2017 april;-1.3;1568;-0.02;-0.04
1937;021000 Alcoholhoudende dranken;2017 mei;-0.3;1568;-0.01;-0.02
1938;021000 Alcoholhoudende dranken;2017 juni;-0.1;1568;0.0;-0.02
1939;021000 Alcoholhoudende dranken;2017 juli;0.5;1568;0.01;-0.02
1940;021000 Alcoholhoudende dranken;2017 augustus;1.0;1568;0.02;-0.01
1941;021000 Alcoholhoudende dranken;2017 september;0.1;1568;0.0;-0.02
1942;021000 Alcoholhoudende dranken;2017 oktober;0.4;1568;0.01;-0.01
1943;021000 Alcoholhoudende dranken;2017 november;0.8;1568;0.01;-0.01
1944;021000 Alcoholhoudende dranken;2017 december;0.0;1568;0.0;-0.02
1945;021000 Alcoholhoudende dranken;2017;0.1;1568;0.0;-0.02
1946;021000 Alcoholhoudende dranken;2018 januari;1.6;1554;0.03;0.0
1947;021000 Alcoholhoudende dranken;2018 februari;1.5;1554;0.02;0.0
1948;021000 Alcoholhoudende dranken;2018 maart;2.5;1554;0.04;0.02
1949;021000 Alcoholhoudende dranken;2018 april;2.8;1554;0.04;0.03
1950;021000 Alcoholhoudende dranken;2018 mei;1.9;1554;0.03;0.0
1951;021000 Alcoholhoudende dranken;2018 juni;1.3;1554;0.02;-0.01
1952;021000 Alcoholhoudende dranken;2018 juli;1.3;1554;0.02;-0.01
1953;021000 Alcoholhoudende dranken;2018 augustus;0.6;1554;0.01;-0.02
1954;021000 Alcoholhoudende dranken;2018 september;1.9;1554;0.03;0.01
1955;021000 Alcoholhoudende dranken;2018 oktober;2.0;1554;0.03;0.0
1956;021000 Alcoholhoudende dranken;2018 november;2.1;1554;0.03;0.01
1957;021000 Alcoholhoudende dranken;2018 december;1.0;1554;0.02;-0.01
1958;021000 Alcoholhoudende dranken;2018;1.7;1554;0.03;0.0
1959;021000 Alcoholhoudende dranken;2019 januari;0.7;1435;0.01;-0.02
1960;021000 Alcoholhoudende dranken;2019 februari;0.8;1435;0.01;-0.03
1961;021000 Alcoholhoudende dranken;2019 maart;1.3;1435;0.02;-0.03
1962;021000 Alcoholhoudende dranken;2019 april;0.4;1435;0.0;-0.04
1963;021000 Alcoholhoudende dranken;2019 mei;0.4;1435;0.0;-0.03
1964;021000 Alcoholhoudende dranken;2019 juni;0.1;1435;0.0;-0.04
1965;021000 Alcoholhoudende dranken;2019 juli;0.6;1435;0.01;-0.03
1966;021000 Alcoholhoudende dranken;2019 augustus;1.5;1435;0.02;-0.02
1967;021000 Alcoholhoudende dranken;2019 september;0.2;1435;0.0;-0.04
1968;021000 Alcoholhoudende dranken;2019 oktober;0.6;1435;0.01;-0.03
1969;021000 Alcoholhoudende dranken;2019 november;0.2;1435;0.0;-0.04
1970;021000 Alcoholhoudende dranken;2019 december;0.0;1435;0.0;-0.04
1971;021000 Alcoholhoudende dranken;2019;0.6;1435;0.01;-0.03
1972;021000 Alcoholhoudende dranken;2020 januari;0.5;1444;0.01;-0.01
1973;021000 Alcoholhoudende dranken;2020 februari;-0.8;1444;-0.01;-0.03
1974;021000 Alcoholhoudende dranken;2020 maart;0.1;1444;0.0;-0.01
1975;021000 Alcoholhoudende dranken;2020 april;-0.9;1444;-0.01;-0.03
1976;021000 Alcoholhoudende dranken;2020 mei;-0.2;1444;0.0;-0.02
1977;021000 Alcoholhoudende dranken;2020 juni;0.6;1444;0.01;-0.01
1978;021000 Alcoholhoudende dranken;2020 juli;1.1;1444;0.02;-0.01
1979;021000 Alcoholhoudende dranken;2020 augustus;1.4;1444;0.02;0.02
1980;021000 Alcoholhoudende dranken;2020 september;1.7;1444;0.03;0.01
1981;021000 Alcoholhoudende dranken;2020 oktober;1.0;1444;0.02;0.0
1982;021000 Alcoholhoudende dranken;2020 november;1.0;1444;0.02;0.01
1983;021000 Alcoholhoudende dranken;2020 december;1.2;1444;0.02;0.0
1984;021000 Alcoholhoudende dranken;2020;0.5;1444;0.01;-0.01
1985;021000 Alcoholhoudende dranken;2021 januari;-0.1;1656;0.0;-0.02
1986;021000 Alcoholhoudende dranken;2021 februari;1.6;1656;0.03;0.0
1987;021000 Alcoholhoudende dranken;2021 maart;0.3;1656;0.01;-0.02
1988;021000 Alcoholhoudende dranken;2021 april;1.1;1656;0.02;-0.01
1989;021000 Alcoholhoudende dranken;2021 mei;-0.8;1656;-0.01;-0.05
1990;021000 Alcoholhoudende dranken;2021 juni;-0.9;1656;-0.01;-0.04
1991;021000 Alcoholhoudende dranken;2021 juli;1.7;1656;0.03;0.01
1992;021000 Alcoholhoudende dranken;2021 augustus;2.0;1656;0.04;-0.01
1993;021000 Alcoholhoudende dranken;2021 september;1.8;1656;0.03;-0.02
1994;021000 Alcoholhoudende dranken;2021 oktober;1.4;1656;0.03;-0.04
1995;021000 Alcoholhoudende dranken;2021 november;2.2;1656;0.04;-0.06
1996;021000 Alcoholhoudende dranken;2021 december;3.1;1656;0.05;-0.05
1997;021000 Alcoholhoudende dranken;2021;1.1;1656;0.02;-0.03
1998;021000 Alcoholhoudende dranken;2022 januari;4.6;1614;0.08;-0.05
1999;021000 Alcoholhoudende dranken;2022 februari;4.3;1614;0.07;-0.05
2000;021000 Alcoholhoudende dranken;2022 maart;4.2;1614;0.07;-0.13
2001;021000 Alcoholhoudende dranken;2022 april;5.7;1614;0.09;-0.09
2002;021000 Alcoholhoudende dranken;2022 mei;7.2;1614;0.12;-0.05
2003;021000 Alcoholhoudende dranken;2022 juni;7.9;1614;0.13;-0.03
2004;021000 Alcoholhoudende dranken;2022 juli;3.7;1614;0.06;-0.14
2005;021000 Alcoholhoudende dranken;2022 augustus;3.9;1614;0.07;-0.17
2006;021000 Alcoholhoudende dranken;2022 september;4.5;1614;0.08;-0.21
2007;021000 Alcoholhoudende dranken;2022 oktober;4.8;1614;0.08;-0.2
2008;021000 Alcoholhoudende dranken;2022 november;5.3;1614;0.09;-0.1
2009;021000 Alcoholhoudende dranken;2022 december;5.5;1614;0.09;-0.09
2010;021000 Alcoholhoudende dranken;2022;5.1;1614;0.08;-0.11
2011;021000 Alcoholhoudende dranken;2023 januari;6.3;1341;0.1;-0.05
2012;021000 Alcoholhoudende dranken;2023 februari;7.5;1341;0.11;-0.04
2013;021000 Alcoholhoudende dranken;2023 maart;7.9;1341;0.11;0.04
2014;021000 Alcoholhoudende dranken;2023 april;7.1;1341;0.1;0.01
2015;021000 Alcoholhoudende dranken;2023 mei;7.5;1341;0.11;0.0
2016;021000 Alcoholhoudende dranken;2023 juni;6.8;1341;0.1;0.0
2017;021000 Alcoholhoudende dranken;2023 juli;7.1;1341;0.1;0.02
2018;021000 Alcoholhoudende dranken;2023 augustus;6.1;1341;0.08;0.04
2019;021000 Alcoholhoudende dranken;2023 september;6.2;1341;0.08;0.09
2020;021000 Alcoholhoudende dranken;2023 oktober;5.3;1341;0.07;0.09
2021;021000 Alcoholhoudende dranken;2023 november;4.9;1341;0.06;0.04
2022;021000 Alcoholhoudende dranken;2023 december;3.8;1341;0.05;0.04
2023;021000 Alcoholhoudende dranken;2023;6.4;1341;0.09;0.02
2024;021000 Alcoholhoudende dranken;2024 januari;3.6;1434;0.05;0.01
2025;021000 Alcoholhoudende dranken;2024 februari;3.1;1434;0.05;0.01
2026;021000 Alcoholhoudende dranken;2024 maart;2.4;1434;0.04;-0.01
2027;021000 Alcoholhoudende dranken;2024 april;3.5;1434;0.05;0.01
2028;021000 Alcoholhoudende dranken;2024 mei;2.2;1434;0.03;-0.01
2029;021000 Alcoholhoudende dranken;2024 juni;3.1;1434;0.05;0.0
2030;021000 Alcoholhoudende dranken;2024 juli;2.5;1434;0.04;-0.01
2031;021000 Alcoholhoudende dranken;2024 augustus;2.7;1434;0.04;-0.01
2032;021000 Alcoholhoudende dranken;2024 september;3.0;1434;0.04;0.0
2033;021000 Alcoholhoudende dranken;2024 oktober;3.4;1434;0.05;0.0
2034;021000 Alcoholhoudende dranken;2024 november;3.0;1434;0.05;-0.01
2035;021000 Alcoholhoudende dranken;2024 december;3.3;1434;0.05;-0.01
2036;021000 Alcoholhoudende dranken;2024;3.0;1434;0.04;0.0
2037;021000 Alcoholhoudende dranken;2025 januari;3.1;1354;0.04;0.0
2038;021000 Alcoholhoudende dranken;2025 februari;1.1;1354;0.02;-0.04
2039;021000 Alcoholhoudende dranken;2025 maart;2.4;1354;0.03;-0.02
2040;021100 Gedistilleerde dranken;2016 januari;1.6;365;0.01;0.01
2041;021100 Gedistilleerde dranken;2016 februari;0.5;365;0.0;0.0
2042;021100 Gedistilleerde dranken;2016 maart;1.3;365;0.0;0.0
2043;021100 Gedistilleerde dranken;2016 april;-0.8;365;0.0;0.0
2044;021100 Gedistilleerde dranken;2016 mei;0.6;365;0.0;0.0
2045;021100 Gedistilleerde dranken;2016 juni;-1.2;365;0.0;0.0
2046;021100 Gedistilleerde dranken;2016 juli;-0.1;365;0.0;0.0
2047;021100 Gedistilleerde dranken;2016 augustus;0.1;365;0.0;0.0
2048;021100 Gedistilleerde dranken;2016 september;-0.1;365;0.0;0.0
2049;021100 Gedistilleerde dranken;2016 oktober;-0.2;365;0.0;0.0
2050;021100 Gedistilleerde dranken;2016 november;-1.5;365;-0.01;-0.01
2051;021100 Gedistilleerde dranken;2016 december;-0.2;365;0.0;0.0
2052;021100 Gedistilleerde dranken;2016;0.0;365;0.0;0.0
2053;021100 Gedistilleerde dranken;2017 januari;-0.2;329;0.0;-0.01
2054;021100 Gedistilleerde dranken;2017 februari;1.9;329;0.01;0.0
2055;021100 Gedistilleerde dranken;2017 maart;-0.7;329;0.0;-0.01
2056;021100 Gedistilleerde dranken;2017 april;1.8;329;0.01;0.0
2057;021100 Gedistilleerde dranken;2017 mei;1.2;329;0.0;0.0
2058;021100 Gedistilleerde dranken;2017 juni;2.2;329;0.01;0.0
2059;021100 Gedistilleerde dranken;2017 juli;-0.3;329;0.0;-0.01
2060;021100 Gedistilleerde dranken;2017 augustus;1.8;329;0.01;0.0
2061;021100 Gedistilleerde dranken;2017 september;0.5;329;0.0;0.0
2062;021100 Gedistilleerde dranken;2017 oktober;1.7;329;0.01;0.0
2063;021100 Gedistilleerde dranken;2017 november;4.4;329;0.01;0.01
2064;021100 Gedistilleerde dranken;2017 december;1.4;329;0.0;0.0
2065;021100 Gedistilleerde dranken;2017;1.3;329;0.0;0.0
2066;021100 Gedistilleerde dranken;2018 januari;1.9;334;0.01;0.0
2067;021100 Gedistilleerde dranken;2018 februari;-0.5;334;0.0;-0.01
2068;021100 Gedistilleerde dranken;2018 maart;5.2;334;0.02;0.01
2069;021100 Gedistilleerde dranken;2018 april;0.7;334;0.0;0.0
2070;021100 Gedistilleerde dranken;2018 mei;0.7;334;0.0;0.0
2071;021100 Gedistilleerde dranken;2018 juni;-0.5;334;0.0;-0.01
2072;021100 Gedistilleerde dranken;2018 juli;0.2;334;0.0;-0.01
2073;021100 Gedistilleerde dranken;2018 augustus;-1.2;334;0.0;-0.01
2074;021100 Gedistilleerde dranken;2018 september;-0.4;334;0.0;-0.01
2075;021100 Gedistilleerde dranken;2018 oktober;-0.4;334;0.0;-0.01
2076;021100 Gedistilleerde dranken;2018 november;-0.9;334;0.0;-0.01
2077;021100 Gedistilleerde dranken;2018 december;-1.6;334;-0.01;-0.01
2078;021100 Gedistilleerde dranken;2018;0.3;334;0.0;0.0
2079;021100 Gedistilleerde dranken;2019 januari;0.7;256;0.0;-0.01
2080;021100 Gedistilleerde dranken;2019 februari;2.0;256;0.0;-0.01
2081;021100 Gedistilleerde dranken;2019 maart;-0.8;256;-0.01;-0.02
2082;021100 Gedistilleerde dranken;2019 april;-2.2;256;-0.01;-0.02
2083;021100 Gedistilleerde dranken;2019 mei;-1.4;256;-0.01;-0.01
2084;021100 Gedistilleerde dranken;2019 juni;-1.2;256;-0.01;-0.01
2085;021100 Gedistilleerde dranken;2019 juli;1.0;256;0.0;-0.01
2086;021100 Gedistilleerde dranken;2019 augustus;1.5;256;0.0;-0.01
2087;021100 Gedistilleerde dranken;2019 september;1.4;256;0.0;0.0
2088;021100 Gedistilleerde dranken;2019 oktober;0.9;256;0.0;-0.01
2089;021100 Gedistilleerde dranken;2019 november;1.7;256;0.0;-0.01
2090;021100 Gedistilleerde dranken;2019 december;2.1;256;0.01;0.0
2091;021100 Gedistilleerde dranken;2019;0.4;256;0.0;-0.01
2092;021100 Gedistilleerde dranken;2020 januari;0.6;269;0.0;0.0
2093;021100 Gedistilleerde dranken;2020 februari;-1.2;269;0.0;-0.01
2094;021100 Gedistilleerde dranken;2020 maart;0.3;269;0.0;0.0
2095;021100 Gedistilleerde dranken;2020 april;-0.7;269;0.0;0.0
2096;021100 Gedistilleerde dranken;2020 mei;0.0;269;0.0;0.0
2097;021100 Gedistilleerde dranken;2020 juni;4.8;269;0.01;0.01
2098;021100 Gedistilleerde dranken;2020 juli;6.1;269;0.02;0.01
2099;021100 Gedistilleerde dranken;2020 augustus;3.9;269;0.01;0.01
2100;021100 Gedistilleerde dranken;2020 september;5.4;269;0.01;0.01
2101;021100 Gedistilleerde dranken;2020 oktober;5.0;269;0.01;0.01
2102;021100 Gedistilleerde dranken;2020 november;-1.7;269;0.0;-0.01
2103;021100 Gedistilleerde dranken;2020 december;-2.5;269;-0.01;-0.01
2104;021100 Gedistilleerde dranken;2020;1.7;269;0.0;0.0
2105;021100 Gedistilleerde dranken;2021 januari;-0.9;285;0.0;-0.01
2106;021100 Gedistilleerde dranken;2021 februari;2.6;285;0.01;0.0
2107;021100 Gedistilleerde dranken;2021 maart;-0.4;285;0.0;0.0
2108;021100 Gedistilleerde dranken;2021 april;3.9;285;0.01;0.01
2109;021100 Gedistilleerde dranken;2021 mei;-0.7;285;0.0;-0.01
2110;021100 Gedistilleerde dranken;2021 juni;-2.8;285;-0.01;-0.01
2111;021100 Gedistilleerde dranken;2021 juli;-3.8;285;-0.01;-0.01
2112;021100 Gedistilleerde dranken;2021 augustus;-1.3;285;0.0;-0.01
2113;021100 Gedistilleerde dranken;2021 september;-3.6;285;-0.01;-0.02
2114;021100 Gedistilleerde dranken;2021 oktober;-6.4;285;-0.02;-0.03
2115;021100 Gedistilleerde dranken;2021 november;0.7;285;0.0;-0.01
2116;021100 Gedistilleerde dranken;2021 december;1.0;285;0.0;-0.02
2117;021100 Gedistilleerde dranken;2021;-1.0;285;0.0;-0.01
2118;021100 Gedistilleerde dranken;2022 januari;2.4;277;0.01;-0.02
2119;021100 Gedistilleerde dranken;2022 februari;-2.7;277;-0.01;-0.03
2120;021100 Gedistilleerde dranken;2022 maart;-2.7;277;-0.01;-0.04
2121;021100 Gedistilleerde dranken;2022 april;-0.5;277;0.0;-0.04
2122;021100 Gedistilleerde dranken;2022 mei;0.3;277;0.0;-0.03
2123;021100 Gedistilleerde dranken;2022 juni;0.6;277;0.0;-0.03
2124;021100 Gedistilleerde dranken;2022 juli;0.9;277;0.0;-0.03
2125;021100 Gedistilleerde dranken;2022 augustus;1.0;277;0.0;-0.04
2126;021100 Gedistilleerde dranken;2022 september;-0.5;277;0.0;-0.05
2127;021100 Gedistilleerde dranken;2022 oktober;1.5;277;0.0;-0.04
2128;021100 Gedistilleerde dranken;2022 november;2.8;277;0.01;-0.02
2129;021100 Gedistilleerde dranken;2022 december;0.4;277;0.0;-0.03
2130;021100 Gedistilleerde dranken;2022;0.3;277;0.0;-0.03
2131;021100 Gedistilleerde dranken;2023 januari;2.0;245;0.01;-0.02
2132;021100 Gedistilleerde dranken;2023 februari;6.5;245;0.02;-0.01
2133;021100 Gedistilleerde dranken;2023 maart;6.0;245;0.02;0.0
