ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverChange_2
430;4519 Sale and repair of trucks, trailers;2009 1st quarter;115.4;-16.5
431;4519 Sale and repair of trucks, trailers;2009 2nd quarter;99.5;-22.0
432;4519 Sale and repair of trucks, trailers;2009 3rd quarter;94.8;-17.1
433;4519 Sale and repair of trucks, trailers;2009 4th quarter;100.0;-20.4
434;4519 Sale and repair of trucks, trailers;2009;102.4;-19.8
435;4519 Sale and repair of trucks, trailers;2010 1st quarter;94.8;-17.8
436;4519 Sale and repair of trucks, trailers;2010 2nd quarter;94.5;-5.0
437;4519 Sale and repair of trucks, trailers;2010 3rd quarter;89.8;-5.3
438;4519 Sale and repair of trucks, trailers;2010 4th quarter;98.9;-1.1
439;4519 Sale and repair of trucks, trailers;2010;94.5;-7.7
440;4519 Sale and repair of trucks, trailers;2011 1st quarter;111.0;17.1
441;4519 Sale and repair of trucks, trailers;2011 2nd quarter;116.6;23.3
442;4519 Sale and repair of trucks, trailers;2011 3rd quarter;111.0;23.6
443;4519 Sale and repair of trucks, trailers;2011 4th quarter;107.1;8.3
444;4519 Sale and repair of trucks, trailers;2011;111.4;17.9
445;4519 Sale and repair of trucks, trailers;2012 1st quarter;98.4;-11.4
446;4519 Sale and repair of trucks, trailers;2012 2nd quarter;94.4;-19.0
447;4519 Sale and repair of trucks, trailers;2012 3rd quarter;89.1;-19.7
448;4519 Sale and repair of trucks, trailers;2012 4th quarter;95.34;-11.0
449;4519 Sale and repair of trucks, trailers;2012;94.3;-15.4
450;452 Specialised repair of motor vehicles;1995 1st quarter;56.7;
451;452 Specialised repair of motor vehicles;1995 2nd quarter;58.9;
452;452 Specialised repair of motor vehicles;1995 3rd quarter;56.6;
453;452 Specialised repair of motor vehicles;1995 4th quarter;60.0;
454;452 Specialised repair of motor vehicles;1995;58.1;
455;452 Specialised repair of motor vehicles;1996 1st quarter;57.2;0.9
456;452 Specialised repair of motor vehicles;1996 2nd quarter;58.7;-0.4
457;452 Specialised repair of motor vehicles;1996 3rd quarter;57.8;2.1
458;452 Specialised repair of motor vehicles;1996 4th quarter;62.1;3.4
459;452 Specialised repair of motor vehicles;1996;58.9;1.5
460;452 Specialised repair of motor vehicles;1997 1st quarter;57.9;1.3
461;452 Specialised repair of motor vehicles;1997 2nd quarter;61.4;4.7
462;452 Specialised repair of motor vehicles;1997 3rd quarter;61.0;5.6
463;452 Specialised repair of motor vehicles;1997 4th quarter;65.5;5.5
464;452 Specialised repair of motor vehicles;1997;61.5;4.3
465;452 Specialised repair of motor vehicles;1998 1st quarter;62.5;8.0
466;452 Specialised repair of motor vehicles;1998 2nd quarter;67.3;9.6
467;452 Specialised repair of motor vehicles;1998 3rd quarter;67.8;11.1
468;452 Specialised repair of motor vehicles;1998 4th quarter;74.9;14.4
469;452 Specialised repair of motor vehicles;1998;68.1;10.9
470;452 Specialised repair of motor vehicles;1999 1st quarter;73.7;17.9
471;452 Specialised repair of motor vehicles;1999 2nd quarter;76.0;12.9
472;452 Specialised repair of motor vehicles;1999 3rd quarter;73.8;8.9
473;452 Specialised repair of motor vehicles;1999 4th quarter;82.6;10.3
474;452 Specialised repair of motor vehicles;1999;76.5;12.3
475;452 Specialised repair of motor vehicles;2000 1st quarter;77.7;5.5
476;452 Specialised repair of motor vehicles;2000 2nd quarter;80.9;6.4
477;452 Specialised repair of motor vehicles;2000 3rd quarter;79.3;7.4
478;452 Specialised repair of motor vehicles;2000 4th quarter;85.3;3.3
479;452 Specialised repair of motor vehicles;2000;80.8;5.6
480;452 Specialised repair of motor vehicles;2001 1st quarter;86.2;10.9
481;452 Specialised repair of motor vehicles;2001 2nd quarter;89.5;10.7
482;452 Specialised repair of motor vehicles;2001 3rd quarter;86.2;8.7
483;452 Specialised repair of motor vehicles;2001 4th quarter;94.9;11.2
484;452 Specialised repair of motor vehicles;2001;89.2;10.4
485;452 Specialised repair of motor vehicles;2002 1st quarter;94.7;9.8
486;452 Specialised repair of motor vehicles;2002 2nd quarter;96.7;8.1
487;452 Specialised repair of motor vehicles;2002 3rd quarter;92.7;7.6
488;452 Specialised repair of motor vehicles;2002 4th quarter;101.2;6.6
489;452 Specialised repair of motor vehicles;2002;96.3;8.0
490;452 Specialised repair of motor vehicles;2003 1st quarter;98.7;4.3
491;452 Specialised repair of motor vehicles;2003 2nd quarter;97.4;0.6
492;452 Specialised repair of motor vehicles;2003 3rd quarter;90.8;-2.0
493;452 Specialised repair of motor vehicles;2003 4th quarter;100.0;-1.1
494;452 Specialised repair of motor vehicles;2003;96.7;0.4
495;452 Specialised repair of motor vehicles;2004 1st quarter;95.6;-3.2
496;452 Specialised repair of motor vehicles;2004 2nd quarter;97.7;0.3
497;452 Specialised repair of motor vehicles;2004 3rd quarter;94.7;4.3
498;452 Specialised repair of motor vehicles;2004 4th quarter;102.1;2.1
499;452 Specialised repair of motor vehicles;2004;97.5;0.8
500;452 Specialised repair of motor vehicles;2005 1st quarter;97.1;1.6
501;452 Specialised repair of motor vehicles;2005 2nd quarter;102.7;5.1
502;452 Specialised repair of motor vehicles;2005 3rd quarter;97.1;2.6
503;452 Specialised repair of motor vehicles;2005 4th quarter;103.1;0.9
504;452 Specialised repair of motor vehicles;2005;100.0;2.5
505;452 Specialised repair of motor vehicles;2006 1st quarter;101.3;4.4
506;452 Specialised repair of motor vehicles;2006 2nd quarter;103.1;0.4
507;452 Specialised repair of motor vehicles;2006 3rd quarter;101.9;5.0
508;452 Specialised repair of motor vehicles;2006 4th quarter;110.8;7.5
509;452 Specialised repair of motor vehicles;2006;104.3;4.3
510;452 Specialised repair of motor vehicles;2007 1st quarter;108.3;6.8
511;452 Specialised repair of motor vehicles;2007 2nd quarter;108.4;5.2
512;452 Specialised repair of motor vehicles;2007 3rd quarter;102.7;0.8
513;452 Specialised repair of motor vehicles;2007 4th quarter;113.4;2.4
514;452 Specialised repair of motor vehicles;2007;108.2;3.8
515;452 Specialised repair of motor vehicles;2008 1st quarter;110.2;1.8
516;452 Specialised repair of motor vehicles;2008 2nd quarter;112.9;4.2
517;452 Specialised repair of motor vehicles;2008 3rd quarter;108.7;5.9
518;452 Specialised repair of motor vehicles;2008 4th quarter;119.2;5.1
519;452 Specialised repair of motor vehicles;2008;112.8;4.2
520;452 Specialised repair of motor vehicles;2009 1st quarter;108.9;-1.2
521;452 Specialised repair of motor vehicles;2009 2nd quarter;104.7;-7.3
522;452 Specialised repair of motor vehicles;2009 3rd quarter;99.8;-8.3
523;452 Specialised repair of motor vehicles;2009 4th quarter;114.7;-3.7
524;452 Specialised repair of motor vehicles;2009;107.0;-5.1
525;452 Specialised repair of motor vehicles;2010 1st quarter;108.6;-0.3
526;452 Specialised repair of motor vehicles;2010 2nd quarter;104.6;-0.1
527;452 Specialised repair of motor vehicles;2010 3rd quarter;102.0;2.3
528;452 Specialised repair of motor vehicles;2010 4th quarter;120.1;4.7
529;452 Specialised repair of motor vehicles;2010;108.8;1.7
530;452 Specialised repair of motor vehicles;2011 1st quarter;106.6;-1.9
531;452 Specialised repair of motor vehicles;2011 2nd quarter;110.3;5.5
532;452 Specialised repair of motor vehicles;2011 3rd quarter;102.9;0.9
533;452 Specialised repair of motor vehicles;2011 4th quarter;122.4;1.9
534;452 Specialised repair of motor vehicles;2011;110.6;1.6
535;452 Specialised repair of motor vehicles;2012 1st quarter;104.1;-2.3
536;452 Specialised repair of motor vehicles;2012 2nd quarter;105.7;-4.2
537;452 Specialised repair of motor vehicles;2012 3rd quarter;102.4;-0.5
538;452 Specialised repair of motor vehicles;2012 4th quarter;112.5;-8.1
539;452 Specialised repair of motor vehicles;2012;106.2;-4.0
540;453 Sale of motor vehicle parts;1995 1st quarter;;
541;453 Sale of motor vehicle parts;1995 2nd quarter;;
542;453 Sale of motor vehicle parts;1995 3rd quarter;;
543;453 Sale of motor vehicle parts;1995 4th quarter;;
544;453 Sale of motor vehicle parts;1995;;
545;453 Sale of motor vehicle parts;1996 1st quarter;;
546;453 Sale of motor vehicle parts;1996 2nd quarter;;
547;453 Sale of motor vehicle parts;1996 3rd quarter;;
548;453 Sale of motor vehicle parts;1996 4th quarter;;
549;453 Sale of motor vehicle parts;1996;;
550;453 Sale of motor vehicle parts;1997 1st quarter;;
551;453 Sale of motor vehicle parts;1997 2nd quarter;;
552;453 Sale of motor vehicle parts;1997 3rd quarter;;
553;453 Sale of motor vehicle parts;1997 4th quarter;;
554;453 Sale of motor vehicle parts;1997;;
555;453 Sale of motor vehicle parts;1998 1st quarter;;
556;453 Sale of motor vehicle parts;1998 2nd quarter;;
557;453 Sale of motor vehicle parts;1998 3rd quarter;;
558;453 Sale of motor vehicle parts;1998 4th quarter;;
559;453 Sale of motor vehicle parts;1998;;
560;453 Sale of motor vehicle parts;1999 1st quarter;;
561;453 Sale of motor vehicle parts;1999 2nd quarter;;
562;453 Sale of motor vehicle parts;1999 3rd quarter;;
563;453 Sale of motor vehicle parts;1999 4th quarter;;
564;453 Sale of motor vehicle parts;1999;;
565;453 Sale of motor vehicle parts;2000 1st quarter;;
566;453 Sale of motor vehicle parts;2000 2nd quarter;;
567;453 Sale of motor vehicle parts;2000 3rd quarter;;
568;453 Sale of motor vehicle parts;2000 4th quarter;;
569;453 Sale of motor vehicle parts;2000;;
570;453 Sale of motor vehicle parts;2001 1st quarter;;
571;453 Sale of motor vehicle parts;2001 2nd quarter;;
572;453 Sale of motor vehicle parts;2001 3rd quarter;;
573;453 Sale of motor vehicle parts;2001 4th quarter;;
574;453 Sale of motor vehicle parts;2001;;
575;453 Sale of motor vehicle parts;2002 1st quarter;;
576;453 Sale of motor vehicle parts;2002 2nd quarter;;
577;453 Sale of motor vehicle parts;2002 3rd quarter;;
578;453 Sale of motor vehicle parts;2002 4th quarter;;
579;453 Sale of motor vehicle parts;2002;;
580;453 Sale of motor vehicle parts;2003 1st quarter;89.7;
581;453 Sale of motor vehicle parts;2003 2nd quarter;92.8;
582;453 Sale of motor vehicle parts;2003 3rd quarter;85.8;
583;453 Sale of motor vehicle parts;2003 4th quarter;89.2;
584;453 Sale of motor vehicle parts;2003;89.4;
585;453 Sale of motor vehicle parts;2004 1st quarter;94.6;5.4
586;453 Sale of motor vehicle parts;2004 2nd quarter;98.4;6.1
587;453 Sale of motor vehicle parts;2004 3rd quarter;91.7;6.9
588;453 Sale of motor vehicle parts;2004 4th quarter;96.6;8.4
589;453 Sale of motor vehicle parts;2004;95.3;6.7
590;453 Sale of motor vehicle parts;2005 1st quarter;100.0;5.8
591;453 Sale of motor vehicle parts;2005 2nd quarter;103.8;5.5
592;453 Sale of motor vehicle parts;2005 3rd quarter;95.4;4.0
593;453 Sale of motor vehicle parts;2005 4th quarter;100.7;4.3
594;453 Sale of motor vehicle parts;2005;100.0;4.9
595;453 Sale of motor vehicle parts;2006 1st quarter;109.9;9.9
596;453 Sale of motor vehicle parts;2006 2nd quarter;113.7;9.5
597;453 Sale of motor vehicle parts;2006 3rd quarter;103.3;8.2
598;453 Sale of motor vehicle parts;2006 4th quarter;116.3;15.4
599;453 Sale of motor vehicle parts;2006;110.8;10.8
600;453 Sale of motor vehicle parts;2007 1st quarter;115.8;5.4
601;453 Sale of motor vehicle parts;2007 2nd quarter;120.2;5.8
602;453 Sale of motor vehicle parts;2007 3rd quarter;109.7;6.3
603;453 Sale of motor vehicle parts;2007 4th quarter;119.3;2.6
604;453 Sale of motor vehicle parts;2007;116.3;5.0
605;453 Sale of motor vehicle parts;2008 1st quarter;120.1;3.7
606;453 Sale of motor vehicle parts;2008 2nd quarter;120.4;0.2
607;453 Sale of motor vehicle parts;2008 3rd quarter;106.9;-2.6
608;453 Sale of motor vehicle parts;2008 4th quarter;105.5;-11.6
609;453 Sale of motor vehicle parts;2008;113.2;-2.6
610;453 Sale of motor vehicle parts;2009 1st quarter;97.5;-18.9
611;453 Sale of motor vehicle parts;2009 2nd quarter;105.8;-12.1
612;453 Sale of motor vehicle parts;2009 3rd quarter;99.5;-6.9
613;453 Sale of motor vehicle parts;2009 4th quarter;111.0;5.3
614;453 Sale of motor vehicle parts;2009;103.5;-8.6
615;453 Sale of motor vehicle parts;2010 1st quarter;116.1;19.2
616;453 Sale of motor vehicle parts;2010 2nd quarter;120.5;13.9
617;453 Sale of motor vehicle parts;2010 3rd quarter;119.3;20.0
618;453 Sale of motor vehicle parts;2010 4th quarter;132.7;19.5
619;453 Sale of motor vehicle parts;2010;122.2;18.1
620;453 Sale of motor vehicle parts;2011 1st quarter;132.7;14.3
621;453 Sale of motor vehicle parts;2011 2nd quarter;134.4;11.5
622;453 Sale of motor vehicle parts;2011 3rd quarter;133.6;12.0
623;453 Sale of motor vehicle parts;2011 4th quarter;145.2;9.4
624;453 Sale of motor vehicle parts;2011;136.5;11.7
625;453 Sale of motor vehicle parts;2012 1st quarter;136.0;2.5
626;453 Sale of motor vehicle parts;2012 2nd quarter;128.82;-4.2
627;453 Sale of motor vehicle parts;2012 3rd quarter;118.51;-11.3
628;453 Sale of motor vehicle parts;2012 4th quarter;130.48;-10.1
629;453 Sale of motor vehicle parts;2012;128.5;-5.9
630;454 Sale and repair of motorcycles;1995 1st quarter;;
631;454 Sale and repair of motorcycles;1995 2nd quarter;;
632;454 Sale and repair of motorcycles;1995 3rd quarter;;
633;454 Sale and repair of motorcycles;1995 4th quarter;;
634;454 Sale and repair of motorcycles;1995;;
635;454 Sale and repair of motorcycles;1996 1st quarter;;
636;454 Sale and repair of motorcycles;1996 2nd quarter;;
637;454 Sale and repair of motorcycles;1996 3rd quarter;;
638;454 Sale and repair of motorcycles;1996 4th quarter;;
639;454 Sale and repair of motorcycles;1996;;
640;454 Sale and repair of motorcycles;1997 1st quarter;;
641;454 Sale and repair of motorcycles;1997 2nd quarter;;
642;454 Sale and repair of motorcycles;1997 3rd quarter;;
643;454 Sale and repair of motorcycles;1997 4th quarter;;
644;454 Sale and repair of motorcycles;1997;;
645;454 Sale and repair of motorcycles;1998 1st quarter;;
646;454 Sale and repair of motorcycles;1998 2nd quarter;;
647;454 Sale and repair of motorcycles;1998 3rd quarter;;
648;454 Sale and repair of motorcycles;1998 4th quarter;;
649;454 Sale and repair of motorcycles;1998;;
650;454 Sale and repair of motorcycles;1999 1st quarter;;
651;454 Sale and repair of motorcycles;1999 2nd quarter;;
652;454 Sale and repair of motorcycles;1999 3rd quarter;;
653;454 Sale and repair of motorcycles;1999 4th quarter;;
654;454 Sale and repair of motorcycles;1999;;
655;454 Sale and repair of motorcycles;2000 1st quarter;;
656;454 Sale and repair of motorcycles;2000 2nd quarter;;
657;454 Sale and repair of motorcycles;2000 3rd quarter;;
658;454 Sale and repair of motorcycles;2000 4th quarter;;
659;454 Sale and repair of motorcycles;2000;;
660;454 Sale and repair of motorcycles;2001 1st quarter;;
661;454 Sale and repair of motorcycles;2001 2nd quarter;;
662;454 Sale and repair of motorcycles;2001 3rd quarter;;
663;454 Sale and repair of motorcycles;2001 4th quarter;;
664;454 Sale and repair of motorcycles;2001;;
665;454 Sale and repair of motorcycles;2002 1st quarter;;
666;454 Sale and repair of motorcycles;2002 2nd quarter;;
667;454 Sale and repair of motorcycles;2002 3rd quarter;;
668;454 Sale and repair of motorcycles;2002 4th quarter;;
669;454 Sale and repair of motorcycles;2002;;
670;454 Sale and repair of motorcycles;2003 1st quarter;106.5;
671;454 Sale and repair of motorcycles;2003 2nd quarter;133.7;
672;454 Sale and repair of motorcycles;2003 3rd quarter;102.3;
673;454 Sale and repair of motorcycles;2003 4th quarter;76.3;
674;454 Sale and repair of motorcycles;2003;104.7;
675;454 Sale and repair of motorcycles;2004 1st quarter;108.9;2.2
676;454 Sale and repair of motorcycles;2004 2nd quarter;136.8;2.3
677;454 Sale and repair of motorcycles;2004 3rd quarter;97.0;-5.2
678;454 Sale and repair of motorcycles;2004 4th quarter;73.7;-3.4
679;454 Sale and repair of motorcycles;2004;104.1;-0.6
680;454 Sale and repair of motorcycles;2005 1st quarter;104.3;-4.2
681;454 Sale and repair of motorcycles;2005 2nd quarter;127.3;-6.9
682;454 Sale and repair of motorcycles;2005 3rd quarter;94.1;-3.0
683;454 Sale and repair of motorcycles;2005 4th quarter;74.2;0.8
684;454 Sale and repair of motorcycles;2005;100.0;-3.9
685;454 Sale and repair of motorcycles;2006 1st quarter;104.0;-0.3
686;454 Sale and repair of motorcycles;2006 2nd quarter;130.1;2.1
687;454 Sale and repair of motorcycles;2006 3rd quarter;96.1;2.1
688;454 Sale and repair of motorcycles;2006 4th quarter;75.4;1.5
689;454 Sale and repair of motorcycles;2006;101.4;1.4
690;454 Sale and repair of motorcycles;2007 1st quarter;102.9;-1.0
691;454 Sale and repair of motorcycles;2007 2nd quarter;130.6;0.4
692;454 Sale and repair of motorcycles;2007 3rd quarter;97.7;1.6
693;454 Sale and repair of motorcycles;2007 4th quarter;75.2;-0.2
694;454 Sale and repair of motorcycles;2007;101.6;0.2
695;454 Sale and repair of motorcycles;2008 1st quarter;110.4;7.3
696;454 Sale and repair of motorcycles;2008 2nd quarter;126.2;-3.3
697;454 Sale and repair of motorcycles;2008 3rd quarter;93.4;-4.4
698;454 Sale and repair of motorcycles;2008 4th quarter;69.1;-8.2
699;454 Sale and repair of motorcycles;2008;99.8;-1.8
700;454 Sale and repair of motorcycles;2009 1st quarter;90.9;-17.7
701;454 Sale and repair of motorcycles;2009 2nd quarter;108.4;-14.1
702;454 Sale and repair of motorcycles;2009 3rd quarter;81.9;-12.3
703;454 Sale and repair of motorcycles;2009 4th quarter;66.9;-3.2
704;454 Sale and repair of motorcycles;2009;87.0;-12.8
705;454 Sale and repair of motorcycles;2010 1st quarter;88.2;-2.9
706;454 Sale and repair of motorcycles;2010 2nd quarter;118.8;9.6
707;454 Sale and repair of motorcycles;2010 3rd quarter;82.8;1.2
708;454 Sale and repair of motorcycles;2010 4th quarter;60.0;-10.2
709;454 Sale and repair of motorcycles;2010;87.5;0.5
710;454 Sale and repair of motorcycles;2011 1st quarter;85.5;-3.1
711;454 Sale and repair of motorcycles;2011 2nd quarter;108.9;-8.3
712;454 Sale and repair of motorcycles;2011 3rd quarter;71.2;-14.0
713;454 Sale and repair of motorcycles;2011 4th quarter;61.6;2.5
714;454 Sale and repair of motorcycles;2011;81.8;-6.5
715;454 Sale and repair of motorcycles;2012 1st quarter;90.2;5.5
716;454 Sale and repair of motorcycles;2012 2nd quarter;98.0;-10.0
717;454 Sale and repair of motorcycles;2012 3rd quarter;66.8;-6.2
718;454 Sale and repair of motorcycles;2012 4th quarter;55.5;-9.9
719;454 Sale and repair of motorcycles;2012;77.6;-5.1
