ID;RegioS;VervoerwijzenEnMotieven;Perioden;AantalInwonersOp1Januari_1;Respondenten_2;VerplaatsingenPerPersoonPerDag_3;AfgelegdeAfstandPerPersoonPerDag_4;ReisduurPerPersoonPerDag_5
6113;COROP: Het Gooi en Vechtstreek;5;1996/1997;;;0.07;1.04;2.59
6114;COROP: Het Gooi en Vechtstreek;5;1997/1998;;;0.07;1.13;2.96
6115;COROP: Het Gooi en Vechtstreek;5;1998/1999;;;0.06;1.13;2.58
6116;COROP: Het Gooi en Vechtstreek;5;1999/2000;;;0.04;1.04;2.02
6117;COROP: Het Gooi en Vechtstreek;5;2000/2001;;;0.04;1.01;1.87
6118;COROP: Het Gooi en Vechtstreek;5;2001/2002;;;0.03;0.79;1.46
6119;COROP: Het Gooi en Vechtstreek;5;2002/2003;;;0.03;0.72;1.71
6120;COROP: Het Gooi en Vechtstreek;6;1995/1996;;;0.03;0.15;0.36
6121;COROP: Het Gooi en Vechtstreek;6;1996/1997;;;0.03;0.14;0.4
6122;COROP: Het Gooi en Vechtstreek;6;1997/1998;;;0.03;0.24;0.54
6123;COROP: Het Gooi en Vechtstreek;6;1998/1999;;;0.03;0.34;0.88
6124;COROP: Het Gooi en Vechtstreek;6;1999/2000;;;0.02;0.25;0.71
6125;COROP: Het Gooi en Vechtstreek;6;2000/2001;;;0.02;0.11;0.32
6126;COROP: Het Gooi en Vechtstreek;6;2001/2002;;;0.03;0.12;0.36
6127;COROP: Het Gooi en Vechtstreek;6;2002/2003;;;0.03;0.15;0.38
6128;COROP: Het Gooi en Vechtstreek;7;1995/1996;;;0.78;2.2;10.14
6129;COROP: Het Gooi en Vechtstreek;7;1996/1997;;;0.81;2.42;11.12
6130;COROP: Het Gooi en Vechtstreek;7;1997/1998;;;0.8;2.53;11.59
6131;COROP: Het Gooi en Vechtstreek;7;1998/1999;;;0.77;2.28;10.69
6132;COROP: Het Gooi en Vechtstreek;7;1999/2000;;;0.78;2.25;10.69
6133;COROP: Het Gooi en Vechtstreek;7;2000/2001;;;0.77;2.25;10.43
6134;COROP: Het Gooi en Vechtstreek;7;2001/2002;;;0.74;2.18;10.01
6135;COROP: Het Gooi en Vechtstreek;7;2002/2003;;;0.79;2.08;10.0
6136;COROP: Het Gooi en Vechtstreek;8;1995/1996;;;0.58;0.64;7.66
6137;COROP: Het Gooi en Vechtstreek;8;1996/1997;;;0.57;0.65;7.68
6138;COROP: Het Gooi en Vechtstreek;8;1997/1998;;;0.58;0.7;8.2
6139;COROP: Het Gooi en Vechtstreek;8;1998/1999;;;0.57;0.66;8.08
6140;COROP: Het Gooi en Vechtstreek;8;1999/2000;;;0.57;0.62;7.41
6141;COROP: Het Gooi en Vechtstreek;8;2000/2001;;;0.6;0.66;7.93
6142;COROP: Het Gooi en Vechtstreek;8;2001/2002;;;0.62;0.68;8.45
6143;COROP: Het Gooi en Vechtstreek;8;2002/2003;;;0.6;0.61;7.77
6144;COROP: Het Gooi en Vechtstreek;9;1995/1996;;;0.03;0.84;1.66
6145;COROP: Het Gooi en Vechtstreek;9;1996/1997;;;0.04;1.02;1.42
6146;COROP: Het Gooi en Vechtstreek;9;1997/1998;;;0.04;1.19;1.43
6147;COROP: Het Gooi en Vechtstreek;9;1998/1999;;;0.03;0.9;1.39
6148;COROP: Het Gooi en Vechtstreek;9;1999/2000;;;0.03;0.84;1.06
6149;COROP: Het Gooi en Vechtstreek;9;2000/2001;;;0.03;0.71;0.95
6150;COROP: Het Gooi en Vechtstreek;9;2001/2002;;;0.05;1.09;1.7
6151;COROP: Het Gooi en Vechtstreek;9;2002/2003;;;0.05;1.02;1.56
6152;COROP: Het Gooi en Vechtstreek;Van en naar het werk;1995/1996;;;0.49;7.23;11.98
6153;COROP: Het Gooi en Vechtstreek;Van en naar het werk;1996/1997;;;0.48;7.01;11.56
6154;COROP: Het Gooi en Vechtstreek;Van en naar het werk;1997/1998;;;0.47;7.53;12.19
6155;COROP: Het Gooi en Vechtstreek;Van en naar het werk;1998/1999;;;0.48;8.01;12.98
6156;COROP: Het Gooi en Vechtstreek;Van en naar het werk;1999/2000;;;0.48;8.28;12.73
6157;COROP: Het Gooi en Vechtstreek;Van en naar het werk;2000/2001;;;0.48;8.21;12.63
6158;COROP: Het Gooi en Vechtstreek;Van en naar het werk;2001/2002;;;0.47;7.47;11.78
6159;COROP: Het Gooi en Vechtstreek;Van en naar het werk;2002/2003;;;0.5;7.67;12.28
6160;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;1995/1996;;;0.13;4.48;5.25
6161;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;1996/1997;;;0.12;4.14;4.58
6162;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;1997/1998;;;0.11;3.25;4.01
6163;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;1998/1999;;;0.12;3.3;4.32
6164;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;1999/2000;;;0.13;4.0;4.91
6165;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;2000/2001;;;0.12;3.88;4.53
6166;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;2001/2002;;;0.11;3.81;4.42
6167;COROP: Het Gooi en Vechtstreek;Zakelijk bezoek in werksfeer;2002/2003;;;0.11;3.0;3.59
6168;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;1995/1996;;;;;
6169;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;1996/1997;;;;;
6170;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;1997/1998;;;;;
6171;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;1998/1999;;;;;
6172;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;1999/2000;;;0.15;1.09;2.39
6173;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;2000/2001;;;0.16;1.04;2.42
6174;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;2001/2002;;;0.18;1.25;2.59
6175;COROP: Het Gooi en Vechtstreek;Diensten/ persoonlijke verzorging;2002/2003;;;0.17;1.15;2.35
6176;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;1995/1996;;;0.71;3.18;9.22
6177;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;1996/1997;;;0.69;3.09;8.9
6178;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;1997/1998;;;0.7;3.06;8.95
6179;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;1998/1999;;;0.72;3.11;9.16
6180;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;1999/2000;;;0.71;2.89;8.72
6181;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;2000/2001;;;0.71;3.08;9.1
6182;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;2001/2002;;;0.68;3.14;8.88
6183;COROP: Het Gooi en Vechtstreek;Winkelen, boodschappen doen;2002/2003;;;0.67;2.76;8.07
6184;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;1995/1996;;;0.27;1.54;4.51
6185;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;1996/1997;;;0.27;1.66;4.86
6186;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;1997/1998;;;0.25;1.64;4.67
6187;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;1998/1999;;;0.24;1.6;4.49
6188;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;1999/2000;;;0.25;1.88;4.98
6189;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;2000/2001;;;0.24;2.12;5.07
6190;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;2001/2002;;;0.21;1.52;3.75
6191;COROP: Het Gooi en Vechtstreek;Onderwijs, cursus volgen;2002/2003;;;0.2;1.09;3.04
6192;COROP: Het Gooi en Vechtstreek;Visite, logeren;1995/1996;;;0.46;6.96;10.38
6193;COROP: Het Gooi en Vechtstreek;Visite, logeren;1996/1997;;;0.43;6.73;9.59
6194;COROP: Het Gooi en Vechtstreek;Visite, logeren;1997/1998;;;0.44;7.28;10.18
6195;COROP: Het Gooi en Vechtstreek;Visite, logeren;1998/1999;;;0.47;7.97;10.94
6196;COROP: Het Gooi en Vechtstreek;Visite, logeren;1999/2000;;;0.46;8.59;11.42
6197;COROP: Het Gooi en Vechtstreek;Visite, logeren;2000/2001;;;0.45;8.48;11.16
6198;COROP: Het Gooi en Vechtstreek;Visite, logeren;2001/2002;;;0.42;7.86;10.13
6199;COROP: Het Gooi en Vechtstreek;Visite, logeren;2002/2003;;;0.44;8.54;10.96
6200;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;1995/1996;;;;;
6201;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;1996/1997;;;;;
6202;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;1997/1998;;;;;
6203;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;1998/1999;;;;;
6204;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;1999/2000;;;0.26;2.2;7.18
6205;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;2000/2001;;;0.25;1.89;6.62
6206;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;2001/2002;;;0.29;1.88;7.68
6207;COROP: Het Gooi en Vechtstreek;Toeren, wandelen;2002/2003;;;0.3;2.27;8.1
6208;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;1995/1996;;;;;
6209;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;1996/1997;;;;;
6210;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;1997/1998;;;;;
6211;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;1998/1999;;;;;
6212;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;1999/2000;;;0.39;3.75;7.11
6213;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;2000/2001;;;0.38;3.42;6.89
6214;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;2001/2002;;;0.42;4.77;8.09
6215;COROP: Het Gooi en Vechtstreek;Sociaal recreatief overig;2002/2003;;;0.4;5.07;7.9
6216;COROP: Het Gooi en Vechtstreek;Recreatief;1995/1996;;;0.64;6.0;14.47
6217;COROP: Het Gooi en Vechtstreek;Recreatief;1996/1997;;;0.67;6.19;15.24
6218;COROP: Het Gooi en Vechtstreek;Recreatief;1997/1998;;;0.7;6.53;16.33
6219;COROP: Het Gooi en Vechtstreek;Recreatief;1998/1999;;;0.69;6.38;15.69
6220;COROP: Het Gooi en Vechtstreek;Recreatief;1999/2000;;;0.65;5.95;14.28
6221;COROP: Het Gooi en Vechtstreek;Recreatief;2000/2001;;;0.63;5.31;13.51
6222;COROP: Het Gooi en Vechtstreek;Recreatief;2001/2002;;;0.7;6.65;15.77
6223;COROP: Het Gooi en Vechtstreek;Recreatief;2002/2003;;;0.69;7.34;16.0
6224;COROP: Het Gooi en Vechtstreek;Overige motieven;1995/1996;;;0.5;4.23;8.71
6225;COROP: Het Gooi en Vechtstreek;Overige motieven;1996/1997;;;0.51;4.42;8.81
6226;COROP: Het Gooi en Vechtstreek;Overige motieven;1997/1998;;;0.49;4.35;8.24
6227;COROP: Het Gooi en Vechtstreek;Overige motieven;1998/1999;;;0.51;4.84;8.86
6228;COROP: Het Gooi en Vechtstreek;Overige motieven;1999/2000;;;0.38;3.54;6.33
6229;COROP: Het Gooi en Vechtstreek;Overige motieven;2000/2001;;;0.41;2.96;5.74
6230;COROP: Het Gooi en Vechtstreek;Overige motieven;2001/2002;;;0.38;3.29;5.6
6231;COROP: Het Gooi en Vechtstreek;Overige motieven;2002/2003;;;0.35;3.35;5.17
6232;COROP: Agglomeratie Leiden/Bollenstreek;1;1995/1996;377711.0;8309.0;3.32;28.63;61.91
6233;COROP: Agglomeratie Leiden/Bollenstreek;1;1996/1997;379842.0;7801.0;3.35;28.97;62.46
6234;COROP: Agglomeratie Leiden/Bollenstreek;1;1997/1998;380941.0;7558.0;3.31;29.78;63.29
6235;COROP: Agglomeratie Leiden/Bollenstreek;1;1998/1999;382901.0;7382.0;3.3;30.08;63.11
6236;COROP: Agglomeratie Leiden/Bollenstreek;1;1999/2000;384588.0;7203.0;3.32;30.97;63.31
6237;COROP: Agglomeratie Leiden/Bollenstreek;1;2000/2001;386406.0;6712.0;3.25;29.64;61.43
6238;COROP: Agglomeratie Leiden/Bollenstreek;1;2001/2002;387554.0;5597.0;3.28;29.23;60.54
6239;COROP: Agglomeratie Leiden/Bollenstreek;1;2002/2003;387763.0;4185.0;3.33;31.42;63.11
6240;COROP: Agglomeratie Leiden/Bollenstreek;2;1995/1996;;;0.89;12.92;19.07
6241;COROP: Agglomeratie Leiden/Bollenstreek;2;1996/1997;;;0.9;12.87;19.14
6242;COROP: Agglomeratie Leiden/Bollenstreek;2;1997/1998;;;0.9;13.23;19.77
6243;COROP: Agglomeratie Leiden/Bollenstreek;2;1998/1999;;;0.94;13.64;20.74
6244;COROP: Agglomeratie Leiden/Bollenstreek;2;1999/2000;;;0.99;14.17;21.55
6245;COROP: Agglomeratie Leiden/Bollenstreek;2;2000/2001;;;0.96;13.62;20.43
6246;COROP: Agglomeratie Leiden/Bollenstreek;2;2001/2002;;;0.97;14.39;20.92
6247;COROP: Agglomeratie Leiden/Bollenstreek;2;2002/2003;;;1.0;15.79;22.9
6248;COROP: Agglomeratie Leiden/Bollenstreek;3;1995/1996;;;0.49;7.53;10.74
6249;COROP: Agglomeratie Leiden/Bollenstreek;3;1996/1997;;;0.5;7.37;10.73
6250;COROP: Agglomeratie Leiden/Bollenstreek;3;1997/1998;;;0.5;7.26;10.71
6251;COROP: Agglomeratie Leiden/Bollenstreek;3;1998/1999;;;0.52;6.9;10.29
6252;COROP: Agglomeratie Leiden/Bollenstreek;3;1999/2000;;;0.51;7.62;10.55
6253;COROP: Agglomeratie Leiden/Bollenstreek;3;2000/2001;;;0.47;6.81;9.65
6254;COROP: Agglomeratie Leiden/Bollenstreek;3;2001/2002;;;0.5;6.21;9.5
6255;COROP: Agglomeratie Leiden/Bollenstreek;3;2002/2003;;;0.5;7.89;10.74
6256;COROP: Agglomeratie Leiden/Bollenstreek;4;1995/1996;;;0.08;2.65;5.06
6257;COROP: Agglomeratie Leiden/Bollenstreek;4;1996/1997;;;0.08;3.02;5.73
6258;COROP: Agglomeratie Leiden/Bollenstreek;4;1997/1998;;;0.09;3.57;6.46
6259;COROP: Agglomeratie Leiden/Bollenstreek;4;1998/1999;;;0.09;3.97;6.69
6260;COROP: Agglomeratie Leiden/Bollenstreek;4;1999/2000;;;0.09;3.78;6.38
6261;COROP: Agglomeratie Leiden/Bollenstreek;4;2000/2001;;;0.09;3.37;6.08
6262;COROP: Agglomeratie Leiden/Bollenstreek;4;2001/2002;;;0.09;3.15;6.11
6263;COROP: Agglomeratie Leiden/Bollenstreek;4;2002/2003;;;0.08;2.83;5.62
6264;COROP: Agglomeratie Leiden/Bollenstreek;5;1995/1996;;;0.07;1.13;2.64
6265;COROP: Agglomeratie Leiden/Bollenstreek;5;1996/1997;;;0.08;1.22;3.2
6266;COROP: Agglomeratie Leiden/Bollenstreek;5;1997/1998;;;0.07;1.18;3.05
6267;COROP: Agglomeratie Leiden/Bollenstreek;5;1998/1999;;;0.07;1.18;2.64
6268;COROP: Agglomeratie Leiden/Bollenstreek;5;1999/2000;;;0.06;1.1;2.18
6269;COROP: Agglomeratie Leiden/Bollenstreek;5;2000/2001;;;0.05;1.2;2.14
6270;COROP: Agglomeratie Leiden/Bollenstreek;5;2001/2002;;;0.05;1.03;1.75
6271;COROP: Agglomeratie Leiden/Bollenstreek;5;2002/2003;;;0.04;0.75;1.4
6272;COROP: Agglomeratie Leiden/Bollenstreek;6;1995/1996;;;0.05;0.24;0.65
6273;COROP: Agglomeratie Leiden/Bollenstreek;6;1996/1997;;;0.04;0.21;0.62
6274;COROP: Agglomeratie Leiden/Bollenstreek;6;1997/1998;;;0.04;0.2;0.58
6275;COROP: Agglomeratie Leiden/Bollenstreek;6;1998/1999;;;0.04;0.2;0.56
6276;COROP: Agglomeratie Leiden/Bollenstreek;6;1999/2000;;;0.05;0.22;0.7
6277;COROP: Agglomeratie Leiden/Bollenstreek;6;2000/2001;;;0.05;0.26;0.79
6278;COROP: Agglomeratie Leiden/Bollenstreek;6;2001/2002;;;0.05;0.26;0.71
6279;COROP: Agglomeratie Leiden/Bollenstreek;6;2002/2003;;;0.05;0.25;0.64
6280;COROP: Agglomeratie Leiden/Bollenstreek;7;1995/1996;;;0.99;2.76;13.25
6281;COROP: Agglomeratie Leiden/Bollenstreek;7;1996/1997;;;0.98;2.73;12.82
6282;COROP: Agglomeratie Leiden/Bollenstreek;7;1997/1998;;;0.94;2.66;12.55
6283;COROP: Agglomeratie Leiden/Bollenstreek;7;1998/1999;;;0.92;2.54;12.21
6284;COROP: Agglomeratie Leiden/Bollenstreek;7;1999/2000;;;0.96;2.56;12.62
6285;COROP: Agglomeratie Leiden/Bollenstreek;7;2000/2001;;;0.98;2.77;13.34
6286;COROP: Agglomeratie Leiden/Bollenstreek;7;2001/2002;;;0.99;2.77;12.79
6287;COROP: Agglomeratie Leiden/Bollenstreek;7;2002/2003;;;1.02;2.79;12.95
6288;COROP: Agglomeratie Leiden/Bollenstreek;8;1995/1996;;;0.71;0.7;8.99
6289;COROP: Agglomeratie Leiden/Bollenstreek;8;1996/1997;;;0.72;0.69;8.69
6290;COROP: Agglomeratie Leiden/Bollenstreek;8;1997/1998;;;0.71;0.68;8.49
6291;COROP: Agglomeratie Leiden/Bollenstreek;8;1998/1999;;;0.67;0.65;8.34
6292;COROP: Agglomeratie Leiden/Bollenstreek;8;1999/2000;;;0.62;0.63;7.72
6293;COROP: Agglomeratie Leiden/Bollenstreek;8;2000/2001;;;0.6;0.62;7.41
6294;COROP: Agglomeratie Leiden/Bollenstreek;8;2001/2002;;;0.59;0.62;7.38
6295;COROP: Agglomeratie Leiden/Bollenstreek;8;2002/2003;;;0.6;0.61;7.47
6296;COROP: Agglomeratie Leiden/Bollenstreek;9;1995/1996;;;0.04;0.68;1.52
6297;COROP: Agglomeratie Leiden/Bollenstreek;9;1996/1997;;;0.04;0.85;1.54
6298;COROP: Agglomeratie Leiden/Bollenstreek;9;1997/1998;;;0.05;0.99;1.68
6299;COROP: Agglomeratie Leiden/Bollenstreek;9;1998/1999;;;0.05;1.0;1.64
6300;COROP: Agglomeratie Leiden/Bollenstreek;9;1999/2000;;;0.04;0.9;1.6
6301;COROP: Agglomeratie Leiden/Bollenstreek;9;2000/2001;;;0.04;0.99;1.6
6302;COROP: Agglomeratie Leiden/Bollenstreek;9;2001/2002;;;0.05;0.8;1.37
6303;COROP: Agglomeratie Leiden/Bollenstreek;9;2002/2003;;;0.05;0.5;1.39
6304;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;1995/1996;;;0.53;6.85;12.13
6305;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;1996/1997;;;0.53;6.95;12.13
6306;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;1997/1998;;;0.52;7.04;12.25
6307;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;1998/1999;;;0.53;7.43;12.93
6308;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;1999/2000;;;0.56;7.98;13.69
6309;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;2000/2001;;;0.56;7.82;13.27
6310;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;2001/2002;;;0.55;7.43;12.85
6311;COROP: Agglomeratie Leiden/Bollenstreek;Van en naar het werk;2002/2003;;;0.57;7.56;13.38
6312;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;2.92;4.07
6313;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;1996/1997;;;0.12;3.29;4.56
6314;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;1997/1998;;;0.12;3.31;4.49
6315;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;1998/1999;;;0.12;3.56;4.75
6316;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;3.44;4.73
6317;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;2000/2001;;;0.11;2.84;4.05
6318;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;2001/2002;;;0.11;3.04;3.95
6319;COROP: Agglomeratie Leiden/Bollenstreek;Zakelijk bezoek in werksfeer;2002/2003;;;0.1;3.01;3.83
6320;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;1995/1996;;;;;
6321;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;1996/1997;;;;;
6322;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;1997/1998;;;;;
6323;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;1998/1999;;;;;
6324;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;1999/2000;;;0.14;0.68;1.85
6325;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;2000/2001;;;0.12;0.69;1.82
6326;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;2001/2002;;;0.13;0.78;1.85
6327;COROP: Agglomeratie Leiden/Bollenstreek;Diensten/ persoonlijke verzorging;2002/2003;;;0.15;0.82;1.87
6328;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;1995/1996;;;0.71;2.52;8.77
6329;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;1996/1997;;;0.76;2.84;9.41
6330;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;1997/1998;;;0.75;2.95;9.37
6331;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;1998/1999;;;0.71;3.01;8.86
6332;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;1999/2000;;;0.69;3.04;8.58
6333;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;2000/2001;;;0.67;2.63;7.94
6334;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;2001/2002;;;0.67;2.54;7.78
6335;COROP: Agglomeratie Leiden/Bollenstreek;Winkelen, boodschappen doen;2002/2003;;;0.66;2.4;7.72
6336;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;1995/1996;;;0.3;1.69;4.93
6337;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;1996/1997;;;0.29;1.45;4.56
6338;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;1997/1998;;;0.27;1.42;4.41
6339;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;1998/1999;;;0.29;1.54;4.6
6340;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;1999/2000;;;0.31;1.74;4.92
6341;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;2000/2001;;;0.29;1.79;4.76
6342;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;2001/2002;;;0.28;1.95;4.85
6343;COROP: Agglomeratie Leiden/Bollenstreek;Onderwijs, cursus volgen;2002/2003;;;0.29;1.77;4.88
6344;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;1995/1996;;;0.51;6.19;10.18
6345;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;1996/1997;;;0.49;6.03;9.9
6346;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;1997/1998;;;0.47;6.0;9.88
6347;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;1998/1999;;;0.47;5.82;9.97
6348;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;1999/2000;;;0.47;6.07;10.01
6349;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;2000/2001;;;0.48;5.94;9.83
6350;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;2001/2002;;;0.47;6.27;10.14
6351;COROP: Agglomeratie Leiden/Bollenstreek;Visite, logeren;2002/2003;;;0.51;7.85;11.88
6352;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;1995/1996;;;;;
6353;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;1996/1997;;;;;
6354;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;1997/1998;;;;;
6355;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;1998/1999;;;;;
6356;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;1999/2000;;;0.23;1.9;6.63
6357;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;2000/2001;;;0.24;1.95;6.99
6358;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;2001/2002;;;0.23;1.74;6.58
6359;COROP: Agglomeratie Leiden/Bollenstreek;Toeren, wandelen;2002/2003;;;0.24;1.82;6.54
6360;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;1995/1996;;;;;
6361;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;1996/1997;;;;;
6362;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;1997/1998;;;;;
6363;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;1998/1999;;;;;
6364;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;1999/2000;;;0.42;3.15;7.03
6365;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;2000/2001;;;0.42;2.97;6.9
6366;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;2001/2002;;;0.43;3.12;7.18
6367;COROP: Agglomeratie Leiden/Bollenstreek;Sociaal recreatief overig;2002/2003;;;0.42;3.33;7.0
6368;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;1995/1996;;;0.72;5.09;14.81
6369;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;1996/1997;;;0.69;4.97;14.39
6370;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;1997/1998;;;0.73;5.9;15.99
6371;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;1998/1999;;;0.7;5.75;15.17
6372;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;1999/2000;;;0.65;5.05;13.66
6373;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;2000/2001;;;0.66;4.92;13.9
6374;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;2001/2002;;;0.66;4.86;13.76
6375;COROP: Agglomeratie Leiden/Bollenstreek;Recreatief;2002/2003;;;0.66;5.14;13.54
6376;COROP: Agglomeratie Leiden/Bollenstreek;Overige motieven;1995/1996;;;0.45;3.37;7.03
6377;COROP: Agglomeratie Leiden/Bollenstreek;Overige motieven;1996/1997;;;0.48;3.45;7.52
6378;COROP: Agglomeratie Leiden/Bollenstreek;Overige motieven;1997/1998;;;0.46;3.17;6.88
6379;COROP: Agglomeratie Leiden/Bollenstreek;Overige motieven;1998/1999;;;0.49;2.96;6.83
6380;COROP: Agglomeratie Leiden/Bollenstreek;Overige motieven;1999/2000;;;0.38;2.96;5.88
