ID;RegioS;VervoerwijzenEnMotieven;Perioden;AantalInwonersOp1Januari_1;Respondenten_2;VerplaatsingenPerPersoonPerDag_3;AfgelegdeAfstandPerPersoonPerDag_4;ReisduurPerPersoonPerDag_5
1898;Provincie Noord-Holland;Van en naar het werk;1997/1998;;;0.52;8.18;13.99
1899;Provincie Noord-Holland;Van en naar het werk;1998/1999;;;0.53;8.39;14.42
1900;Provincie Noord-Holland;Van en naar het werk;1999/2000;;;0.52;8.25;14.43
1901;Provincie Noord-Holland;Van en naar het werk;2000/2001;;;0.52;8.24;14.44
1902;Provincie Noord-Holland;Van en naar het werk;2001/2002;;;0.51;8.31;14.33
1903;Provincie Noord-Holland;Van en naar het werk;2002/2003;;;0.51;8.09;14.06
1904;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;3.1;4.17
1905;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;2.91;3.93
1906;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;1997/1998;;;0.1;2.8;3.8
1907;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;1998/1999;;;0.11;2.91;3.94
1908;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;2.86;3.91
1909;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;2000/2001;;;0.1;2.77;3.81
1910;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;2001/2002;;;0.1;2.75;3.86
1911;Provincie Noord-Holland;Zakelijk bezoek in werksfeer;2002/2003;;;0.1;2.63;3.71
1912;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;1995/1996;;;;;
1913;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;1996/1997;;;;;
1914;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;1997/1998;;;;;
1915;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;1998/1999;;;;;
1916;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;1999/2000;;;0.14;0.89;2.27
1917;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;2000/2001;;;0.14;0.94;2.23
1918;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;2001/2002;;;0.15;1.02;2.28
1919;Provincie Noord-Holland;Diensten/ persoonlijke verzorging;2002/2003;;;0.15;0.93;2.23
1920;Provincie Noord-Holland;Winkelen, boodschappen doen;1995/1996;;;0.73;3.16;9.85
1921;Provincie Noord-Holland;Winkelen, boodschappen doen;1996/1997;;;0.73;3.2;9.82
1922;Provincie Noord-Holland;Winkelen, boodschappen doen;1997/1998;;;0.72;3.23;9.81
1923;Provincie Noord-Holland;Winkelen, boodschappen doen;1998/1999;;;0.71;3.08;9.67
1924;Provincie Noord-Holland;Winkelen, boodschappen doen;1999/2000;;;0.67;2.88;9.09
1925;Provincie Noord-Holland;Winkelen, boodschappen doen;2000/2001;;;0.67;2.93;9.03
1926;Provincie Noord-Holland;Winkelen, boodschappen doen;2001/2002;;;0.69;2.98;9.16
1927;Provincie Noord-Holland;Winkelen, boodschappen doen;2002/2003;;;0.69;2.91;9.04
1928;Provincie Noord-Holland;Onderwijs, cursus volgen;1995/1996;;;0.27;1.59;4.92
1929;Provincie Noord-Holland;Onderwijs, cursus volgen;1996/1997;;;0.27;1.57;4.88
1930;Provincie Noord-Holland;Onderwijs, cursus volgen;1997/1998;;;0.26;1.52;4.65
1931;Provincie Noord-Holland;Onderwijs, cursus volgen;1998/1999;;;0.26;1.66;4.71
1932;Provincie Noord-Holland;Onderwijs, cursus volgen;1999/2000;;;0.26;1.79;4.93
1933;Provincie Noord-Holland;Onderwijs, cursus volgen;2000/2001;;;0.26;1.77;4.84
1934;Provincie Noord-Holland;Onderwijs, cursus volgen;2001/2002;;;0.25;1.69;4.66
1935;Provincie Noord-Holland;Onderwijs, cursus volgen;2002/2003;;;0.25;1.61;4.45
1936;Provincie Noord-Holland;Visite, logeren;1995/1996;;;0.46;7.03;10.89
1937;Provincie Noord-Holland;Visite, logeren;1996/1997;;;0.45;7.0;10.8
1938;Provincie Noord-Holland;Visite, logeren;1997/1998;;;0.45;7.37;11.14
1939;Provincie Noord-Holland;Visite, logeren;1998/1999;;;0.45;7.49;11.25
1940;Provincie Noord-Holland;Visite, logeren;1999/2000;;;0.44;7.29;11.16
1941;Provincie Noord-Holland;Visite, logeren;2000/2001;;;0.43;7.4;11.08
1942;Provincie Noord-Holland;Visite, logeren;2001/2002;;;0.43;7.35;10.78
1943;Provincie Noord-Holland;Visite, logeren;2002/2003;;;0.44;7.29;10.91
1944;Provincie Noord-Holland;Toeren, wandelen;1995/1996;;;;;
1945;Provincie Noord-Holland;Toeren, wandelen;1996/1997;;;;;
1946;Provincie Noord-Holland;Toeren, wandelen;1997/1998;;;;;
1947;Provincie Noord-Holland;Toeren, wandelen;1998/1999;;;;;
1948;Provincie Noord-Holland;Toeren, wandelen;1999/2000;;;0.22;2.05;6.8
1949;Provincie Noord-Holland;Toeren, wandelen;2000/2001;;;0.21;1.75;6.53
1950;Provincie Noord-Holland;Toeren, wandelen;2001/2002;;;0.22;1.78;6.74
1951;Provincie Noord-Holland;Toeren, wandelen;2002/2003;;;0.22;2.07;7.01
1952;Provincie Noord-Holland;Sociaal recreatief overig;1995/1996;;;;;
1953;Provincie Noord-Holland;Sociaal recreatief overig;1996/1997;;;;;
1954;Provincie Noord-Holland;Sociaal recreatief overig;1997/1998;;;;;
1955;Provincie Noord-Holland;Sociaal recreatief overig;1998/1999;;;;;
1956;Provincie Noord-Holland;Sociaal recreatief overig;1999/2000;;;0.39;3.56;7.54
1957;Provincie Noord-Holland;Sociaal recreatief overig;2000/2001;;;0.39;3.44;7.35
1958;Provincie Noord-Holland;Sociaal recreatief overig;2001/2002;;;0.38;3.37;7.13
1959;Provincie Noord-Holland;Sociaal recreatief overig;2002/2003;;;0.38;3.47;7.18
1960;Provincie Noord-Holland;Recreatief;1995/1996;;;0.68;5.76;15.38
1961;Provincie Noord-Holland;Recreatief;1996/1997;;;0.67;5.86;15.29
1962;Provincie Noord-Holland;Recreatief;1997/1998;;;0.67;6.04;15.59
1963;Provincie Noord-Holland;Recreatief;1998/1999;;;0.64;5.81;14.93
1964;Provincie Noord-Holland;Recreatief;1999/2000;;;0.61;5.61;14.34
1965;Provincie Noord-Holland;Recreatief;2000/2001;;;0.6;5.18;13.88
1966;Provincie Noord-Holland;Recreatief;2001/2002;;;0.6;5.14;13.87
1967;Provincie Noord-Holland;Recreatief;2002/2003;;;0.6;5.54;14.2
1968;Provincie Noord-Holland;Overige motieven;1995/1996;;;0.45;3.71;7.77
1969;Provincie Noord-Holland;Overige motieven;1996/1997;;;0.45;3.86;7.74
1970;Provincie Noord-Holland;Overige motieven;1997/1998;;;0.44;3.79;7.56
1971;Provincie Noord-Holland;Overige motieven;1998/1999;;;0.48;3.81;7.96
1972;Provincie Noord-Holland;Overige motieven;1999/2000;;;0.36;2.89;5.98
1973;Provincie Noord-Holland;Overige motieven;2000/2001;;;0.36;2.91;5.9
1974;Provincie Noord-Holland;Overige motieven;2001/2002;;;0.34;2.86;5.53
1975;Provincie Noord-Holland;Overige motieven;2002/2003;;;0.33;2.74;5.4
1976;Provincie Zuid-Holland;1;1995/1996;3332860.0;61731.0;3.15;30.03;62.83
1977;Provincie Zuid-Holland;1;1996/1997;3344695.0;57823.0;3.15;30.64;63.55
1978;Provincie Zuid-Holland;1;1997/1998;3359047.0;54591.0;3.16;31.29;64.39
1979;Provincie Zuid-Holland;1;1998/1999;3378770.0;55892.0;3.1;30.95;63.12
1980;Provincie Zuid-Holland;1;1999/2000;3397744.0;58837.0;3.04;30.59;61.95
1981;Provincie Zuid-Holland;1;2000/2001;3420700.0;55038.0;3.02;30.14;61.06
1982;Provincie Zuid-Holland;1;2001/2002;3423780.0;45406.0;2.98;29.7;60.07
1983;Provincie Zuid-Holland;1;2002/2003;3439982.0;34838.0;3.01;29.84;60.34
1984;Provincie Zuid-Holland;2;1995/1996;;;0.89;13.5;19.62
1985;Provincie Zuid-Holland;2;1996/1997;;;0.89;13.81;19.89
1986;Provincie Zuid-Holland;2;1997/1998;;;0.89;14.05;20.15
1987;Provincie Zuid-Holland;2;1998/1999;;;0.91;14.29;20.68
1988;Provincie Zuid-Holland;2;1999/2000;;;0.92;14.32;20.77
1989;Provincie Zuid-Holland;2;2000/2001;;;0.91;14.02;20.41
1990;Provincie Zuid-Holland;2;2001/2002;;;0.92;14.17;20.62
1991;Provincie Zuid-Holland;2;2002/2003;;;0.93;14.55;20.98
1992;Provincie Zuid-Holland;3;1995/1996;;;0.51;8.18;11.35
1993;Provincie Zuid-Holland;3;1996/1997;;;0.51;8.29;11.42
1994;Provincie Zuid-Holland;3;1997/1998;;;0.52;8.36;11.64
1995;Provincie Zuid-Holland;3;1998/1999;;;0.52;8.01;11.33
1996;Provincie Zuid-Holland;3;1999/2000;;;0.49;7.82;10.94
1997;Provincie Zuid-Holland;3;2000/2001;;;0.48;7.71;10.88
1998;Provincie Zuid-Holland;3;2001/2002;;;0.48;7.37;10.63
1999;Provincie Zuid-Holland;3;2002/2003;;;0.48;7.34;10.41
2000;Provincie Zuid-Holland;4;1995/1996;;;0.06;2.27;4.45
2001;Provincie Zuid-Holland;4;1996/1997;;;0.07;2.39;4.69
2002;Provincie Zuid-Holland;4;1997/1998;;;0.07;2.76;5.29
2003;Provincie Zuid-Holland;4;1998/1999;;;0.07;2.77;5.09
2004;Provincie Zuid-Holland;4;1999/2000;;;0.07;2.76;4.99
2005;Provincie Zuid-Holland;4;2000/2001;;;0.07;2.79;5.0
2006;Provincie Zuid-Holland;4;2001/2002;;;0.07;2.64;4.76
2007;Provincie Zuid-Holland;4;2002/2003;;;0.07;2.47;4.65
2008;Provincie Zuid-Holland;5;1995/1996;;;0.17;2.02;5.9
2009;Provincie Zuid-Holland;5;1996/1997;;;0.17;2.07;6.13
2010;Provincie Zuid-Holland;5;1997/1998;;;0.16;2.01;6.05
2011;Provincie Zuid-Holland;5;1998/1999;;;0.15;1.98;5.57
2012;Provincie Zuid-Holland;5;1999/2000;;;0.15;1.97;5.36
2013;Provincie Zuid-Holland;5;2000/2001;;;0.15;1.92;5.29
2014;Provincie Zuid-Holland;5;2001/2002;;;0.14;1.92;5.17
2015;Provincie Zuid-Holland;5;2002/2003;;;0.14;1.83;4.95
2016;Provincie Zuid-Holland;6;1995/1996;;;0.04;0.21;0.54
2017;Provincie Zuid-Holland;6;1996/1997;;;0.03;0.2;0.52
2018;Provincie Zuid-Holland;6;1997/1998;;;0.03;0.19;0.5
2019;Provincie Zuid-Holland;6;1998/1999;;;0.03;0.2;0.55
2020;Provincie Zuid-Holland;6;1999/2000;;;0.03;0.2;0.58
2021;Provincie Zuid-Holland;6;2000/2001;;;0.03;0.17;0.5
2022;Provincie Zuid-Holland;6;2001/2002;;;0.03;0.16;0.45
2023;Provincie Zuid-Holland;6;2002/2003;;;0.02;0.17;0.43
2024;Provincie Zuid-Holland;7;1995/1996;;;0.73;2.23;10.45
2025;Provincie Zuid-Holland;7;1996/1997;;;0.73;2.23;10.41
2026;Provincie Zuid-Holland;7;1997/1998;;;0.73;2.24;10.5
2027;Provincie Zuid-Holland;7;1998/1999;;;0.71;2.14;10.19
2028;Provincie Zuid-Holland;7;1999/2000;;;0.7;2.08;9.97
2029;Provincie Zuid-Holland;7;2000/2001;;;0.69;2.07;9.75
2030;Provincie Zuid-Holland;7;2001/2002;;;0.68;2.04;9.55
2031;Provincie Zuid-Holland;7;2002/2003;;;0.71;2.14;10.05
2032;Provincie Zuid-Holland;8;1995/1996;;;0.71;0.73;8.97
2033;Provincie Zuid-Holland;8;1996/1997;;;0.71;0.73;8.98
2034;Provincie Zuid-Holland;8;1997/1998;;;0.7;0.72;8.69
2035;Provincie Zuid-Holland;8;1998/1999;;;0.66;0.67;8.17
2036;Provincie Zuid-Holland;8;1999/2000;;;0.64;0.64;7.86
2037;Provincie Zuid-Holland;8;2000/2001;;;0.64;0.65;7.74
2038;Provincie Zuid-Holland;8;2001/2002;;;0.62;0.64;7.45
2039;Provincie Zuid-Holland;8;2002/2003;;;0.62;0.62;7.43
2040;Provincie Zuid-Holland;9;1995/1996;;;0.04;0.9;1.55
2041;Provincie Zuid-Holland;9;1996/1997;;;0.04;0.92;1.51
2042;Provincie Zuid-Holland;9;1997/1998;;;0.05;0.96;1.57
2043;Provincie Zuid-Holland;9;1998/1999;;;0.04;0.89;1.53
2044;Provincie Zuid-Holland;9;1999/2000;;;0.04;0.8;1.49
2045;Provincie Zuid-Holland;9;2000/2001;;;0.04;0.8;1.49
2046;Provincie Zuid-Holland;9;2001/2002;;;0.04;0.76;1.45
2047;Provincie Zuid-Holland;9;2002/2003;;;0.04;0.72;1.45
2048;Provincie Zuid-Holland;Van en naar het werk;1995/1996;;;0.5;6.82;12.17
2049;Provincie Zuid-Holland;Van en naar het werk;1996/1997;;;0.51;7.06;12.48
2050;Provincie Zuid-Holland;Van en naar het werk;1997/1998;;;0.51;7.37;12.98
2051;Provincie Zuid-Holland;Van en naar het werk;1998/1999;;;0.51;7.61;13.36
2052;Provincie Zuid-Holland;Van en naar het werk;1999/2000;;;0.52;7.85;13.82
2053;Provincie Zuid-Holland;Van en naar het werk;2000/2001;;;0.51;7.79;13.71
2054;Provincie Zuid-Holland;Van en naar het werk;2001/2002;;;0.51;7.69;13.47
2055;Provincie Zuid-Holland;Van en naar het werk;2002/2003;;;0.52;7.69;13.63
2056;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;3.03;4.05
2057;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;3.13;4.19
2058;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;1997/1998;;;0.11;3.02;4.1
2059;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;1998/1999;;;0.11;3.03;4.06
2060;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;3.06;4.09
2061;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;2000/2001;;;0.11;2.85;3.9
2062;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;2001/2002;;;0.1;2.72;3.75
2063;Provincie Zuid-Holland;Zakelijk bezoek in werksfeer;2002/2003;;;0.09;2.7;3.56
2064;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;1995/1996;;;;;
2065;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;1996/1997;;;;;
2066;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;1997/1998;;;;;
2067;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;1998/1999;;;;;
2068;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;1999/2000;;;0.13;0.84;1.99
2069;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;2000/2001;;;0.13;0.83;1.99
2070;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;2001/2002;;;0.13;0.83;2.01
2071;Provincie Zuid-Holland;Diensten/ persoonlijke verzorging;2002/2003;;;0.14;0.86;2.03
2072;Provincie Zuid-Holland;Winkelen, boodschappen doen;1995/1996;;;0.69;2.93;9.33
2073;Provincie Zuid-Holland;Winkelen, boodschappen doen;1996/1997;;;0.69;2.92;9.17
2074;Provincie Zuid-Holland;Winkelen, boodschappen doen;1997/1998;;;0.69;3.01;9.29
2075;Provincie Zuid-Holland;Winkelen, boodschappen doen;1998/1999;;;0.68;3.0;9.09
2076;Provincie Zuid-Holland;Winkelen, boodschappen doen;1999/2000;;;0.65;2.89;8.74
2077;Provincie Zuid-Holland;Winkelen, boodschappen doen;2000/2001;;;0.65;2.82;8.51
2078;Provincie Zuid-Holland;Winkelen, boodschappen doen;2001/2002;;;0.65;2.75;8.27
2079;Provincie Zuid-Holland;Winkelen, boodschappen doen;2002/2003;;;0.65;2.71;8.2
2080;Provincie Zuid-Holland;Onderwijs, cursus volgen;1995/1996;;;0.29;1.52;4.84
2081;Provincie Zuid-Holland;Onderwijs, cursus volgen;1996/1997;;;0.28;1.51;4.84
2082;Provincie Zuid-Holland;Onderwijs, cursus volgen;1997/1998;;;0.28;1.5;4.85
2083;Provincie Zuid-Holland;Onderwijs, cursus volgen;1998/1999;;;0.29;1.61;5.01
2084;Provincie Zuid-Holland;Onderwijs, cursus volgen;1999/2000;;;0.29;1.76;5.13
2085;Provincie Zuid-Holland;Onderwijs, cursus volgen;2000/2001;;;0.28;1.72;4.94
2086;Provincie Zuid-Holland;Onderwijs, cursus volgen;2001/2002;;;0.28;1.77;4.91
2087;Provincie Zuid-Holland;Onderwijs, cursus volgen;2002/2003;;;0.28;1.79;4.95
2088;Provincie Zuid-Holland;Visite, logeren;1995/1996;;;0.47;7.07;10.97
2089;Provincie Zuid-Holland;Visite, logeren;1996/1997;;;0.46;7.09;11.0
2090;Provincie Zuid-Holland;Visite, logeren;1997/1998;;;0.46;7.18;10.96
2091;Provincie Zuid-Holland;Visite, logeren;1998/1999;;;0.44;6.67;10.28
2092;Provincie Zuid-Holland;Visite, logeren;1999/2000;;;0.42;6.3;9.61
2093;Provincie Zuid-Holland;Visite, logeren;2000/2001;;;0.42;6.55;9.91
2094;Provincie Zuid-Holland;Visite, logeren;2001/2002;;;0.43;6.86;10.43
2095;Provincie Zuid-Holland;Visite, logeren;2002/2003;;;0.44;7.01;10.61
2096;Provincie Zuid-Holland;Toeren, wandelen;1995/1996;;;;;
2097;Provincie Zuid-Holland;Toeren, wandelen;1996/1997;;;;;
2098;Provincie Zuid-Holland;Toeren, wandelen;1997/1998;;;;;
2099;Provincie Zuid-Holland;Toeren, wandelen;1998/1999;;;;;
2100;Provincie Zuid-Holland;Toeren, wandelen;1999/2000;;;0.2;1.77;5.95
2101;Provincie Zuid-Holland;Toeren, wandelen;2000/2001;;;0.2;1.68;5.89
2102;Provincie Zuid-Holland;Toeren, wandelen;2001/2002;;;0.2;1.64;5.8
2103;Provincie Zuid-Holland;Toeren, wandelen;2002/2003;;;0.21;1.71;6.14
2104;Provincie Zuid-Holland;Sociaal recreatief overig;1995/1996;;;;;
2105;Provincie Zuid-Holland;Sociaal recreatief overig;1996/1997;;;;;
2106;Provincie Zuid-Holland;Sociaal recreatief overig;1997/1998;;;;;
2107;Provincie Zuid-Holland;Sociaal recreatief overig;1998/1999;;;;;
2108;Provincie Zuid-Holland;Sociaal recreatief overig;1999/2000;;;0.38;3.34;7.0
2109;Provincie Zuid-Holland;Sociaal recreatief overig;2000/2001;;;0.37;3.24;6.82
2110;Provincie Zuid-Holland;Sociaal recreatief overig;2001/2002;;;0.35;3.05;6.41
2111;Provincie Zuid-Holland;Sociaal recreatief overig;2002/2003;;;0.36;2.94;6.2
2112;Provincie Zuid-Holland;Recreatief;1995/1996;;;0.64;5.18;13.99
2113;Provincie Zuid-Holland;Recreatief;1996/1997;;;0.64;5.34;14.18
2114;Provincie Zuid-Holland;Recreatief;1997/1998;;;0.65;5.65;14.79
2115;Provincie Zuid-Holland;Recreatief;1998/1999;;;0.62;5.55;13.97
2116;Provincie Zuid-Holland;Recreatief;1999/2000;;;0.58;5.11;12.95
2117;Provincie Zuid-Holland;Recreatief;2000/2001;;;0.57;4.92;12.71
2118;Provincie Zuid-Holland;Recreatief;2001/2002;;;0.55;4.69;12.21
2119;Provincie Zuid-Holland;Recreatief;2002/2003;;;0.56;4.66;12.34
2120;Provincie Zuid-Holland;Overige motieven;1995/1996;;;0.45;3.49;7.49
2121;Provincie Zuid-Holland;Overige motieven;1996/1997;;;0.46;3.6;7.69
2122;Provincie Zuid-Holland;Overige motieven;1997/1998;;;0.44;3.55;7.43
2123;Provincie Zuid-Holland;Overige motieven;1998/1999;;;0.46;3.49;7.33
2124;Provincie Zuid-Holland;Overige motieven;1999/2000;;;0.35;2.78;5.62
2125;Provincie Zuid-Holland;Overige motieven;2000/2001;;;0.34;2.66;5.38
2126;Provincie Zuid-Holland;Overige motieven;2001/2002;;;0.33;2.38;5.02
2127;Provincie Zuid-Holland;Overige motieven;2002/2003;;;0.33;2.43;5.02
2128;Provincie Zeeland;1;1995/1996;367354.0;8456.0;3.13;29.83;58.03
2129;Provincie Zeeland;1;1996/1997;368426.0;7738.0;3.12;29.84;58.23
2130;Provincie Zeeland;1;1997/1998;369949.0;7264.0;3.15;32.68;60.32
2131;Provincie Zeeland;1;1998/1999;370571.0;7164.0;3.18;32.13;58.46
2132;Provincie Zeeland;1;1999/2000;371866.0;7359.0;3.25;31.16;57.29
2133;Provincie Zeeland;1;2000/2001;374920.0;7255.0;3.18;31.99;57.74
2134;Provincie Zeeland;1;2001/2002;377235.0;5916.0;3.11;31.94;57.21
2135;Provincie Zeeland;1;2002/2003;378348.0;4313.0;3.07;32.11;56.59
2136;Provincie Zeeland;2;1995/1996;;;0.95;14.35;19.95
2137;Provincie Zeeland;2;1996/1997;;;0.95;13.96;19.34
2138;Provincie Zeeland;2;1997/1998;;;0.95;15.22;20.17
2139;Provincie Zeeland;2;1998/1999;;;0.96;15.69;20.52
2140;Provincie Zeeland;2;1999/2000;;;1.01;15.79;20.87
2141;Provincie Zeeland;2;2000/2001;;;1.03;15.88;21.02
2142;Provincie Zeeland;2;2001/2002;;;1.08;15.92;21.52
2143;Provincie Zeeland;2;2002/2003;;;1.07;16.91;22.09
2144;Provincie Zeeland;3;1995/1996;;;0.48;8.09;10.73
2145;Provincie Zeeland;3;1996/1997;;;0.47;8.39;11.38
2146;Provincie Zeeland;3;1997/1998;;;0.51;9.77;12.58
2147;Provincie Zeeland;3;1998/1999;;;0.54;8.99;11.74
2148;Provincie Zeeland;3;1999/2000;;;0.54;8.35;11.25
2149;Provincie Zeeland;3;2000/2001;;;0.51;8.69;11.07
2150;Provincie Zeeland;3;2001/2002;;;0.52;8.61;11.19
2151;Provincie Zeeland;3;2002/2003;;;0.51;8.21;11.05
2152;Provincie Zeeland;4;1995/1996;;;0.03;1.73;2.48
2153;Provincie Zeeland;4;1996/1997;;;0.03;1.7;2.5
2154;Provincie Zeeland;4;1997/1998;;;0.02;1.61;2.16
2155;Provincie Zeeland;4;1998/1999;;;0.02;1.97;2.32
2156;Provincie Zeeland;4;1999/2000;;;0.02;1.74;2.05
2157;Provincie Zeeland;4;2000/2001;;;0.02;1.79;2.33
2158;Provincie Zeeland;4;2001/2002;;;0.03;2.18;2.77
2159;Provincie Zeeland;4;2002/2003;;;0.02;1.6;2.02
2160;Provincie Zeeland;5;1995/1996;;;0.07;1.24;2.76
2161;Provincie Zeeland;5;1996/1997;;;0.06;1.15;2.48
2162;Provincie Zeeland;5;1997/1998;;;0.06;1.21;2.55
2163;Provincie Zeeland;5;1998/1999;;;0.05;1.11;2.16
2164;Provincie Zeeland;5;1999/2000;;;0.04;1.06;1.94
2165;Provincie Zeeland;5;2000/2001;;;0.04;1.06;1.99
2166;Provincie Zeeland;5;2001/2002;;;0.04;0.91;1.91
2167;Provincie Zeeland;5;2002/2003;;;0.04;0.63;1.49
2168;Provincie Zeeland;6;1995/1996;;;0.03;0.18;0.44
2169;Provincie Zeeland;6;1996/1997;;;0.03;0.2;0.45
2170;Provincie Zeeland;6;1997/1998;;;0.03;0.17;0.39
2171;Provincie Zeeland;6;1998/1999;;;0.03;0.17;0.42
2172;Provincie Zeeland;6;1999/2000;;;0.03;0.23;0.56
2173;Provincie Zeeland;6;2000/2001;;;0.04;0.25;0.62
2174;Provincie Zeeland;6;2001/2002;;;0.04;0.23;0.59
2175;Provincie Zeeland;6;2002/2003;;;0.03;0.2;0.46
2176;Provincie Zeeland;7;1995/1996;;;0.89;2.5;11.87
2177;Provincie Zeeland;7;1996/1997;;;0.89;2.5;12.2
2178;Provincie Zeeland;7;1997/1998;;;0.89;2.49;12.41
2179;Provincie Zeeland;7;1998/1999;;;0.9;2.43;11.87
2180;Provincie Zeeland;7;1999/2000;;;0.95;2.49;12.08
2181;Provincie Zeeland;7;2000/2001;;;0.9;2.53;12.23
2182;Provincie Zeeland;7;2001/2002;;;0.82;2.33;11.16
2183;Provincie Zeeland;7;2002/2003;;;0.81;2.32;10.94
2184;Provincie Zeeland;8;1995/1996;;;0.64;0.65;8.14
2185;Provincie Zeeland;8;1996/1997;;;0.64;0.62;8.13
2186;Provincie Zeeland;8;1997/1998;;;0.63;0.59;7.85
2187;Provincie Zeeland;8;1998/1999;;;0.62;0.59;7.63
2188;Provincie Zeeland;8;1999/2000;;;0.61;0.58;7.14
2189;Provincie Zeeland;8;2000/2001;;;0.58;0.54;6.52
2190;Provincie Zeeland;8;2001/2002;;;0.53;0.52;6.3
2191;Provincie Zeeland;8;2002/2003;;;0.54;0.51;6.64
2192;Provincie Zeeland;9;1995/1996;;;0.05;1.09;1.66
2193;Provincie Zeeland;9;1996/1997;;;0.06;1.3;1.74
2194;Provincie Zeeland;9;1997/1998;;;0.06;1.61;2.22
2195;Provincie Zeeland;9;1998/1999;;;0.05;1.17;1.81
2196;Provincie Zeeland;9;1999/2000;;;0.05;0.92;1.4
2197;Provincie Zeeland;9;2000/2001;;;0.05;1.26;1.96
2198;Provincie Zeeland;9;2001/2002;;;0.05;1.24;1.77
2199;Provincie Zeeland;9;2002/2003;;;0.05;1.74;1.91
2200;Provincie Zeeland;Van en naar het werk;1995/1996;;;0.5;6.6;9.95
2201;Provincie Zeeland;Van en naar het werk;1996/1997;;;0.52;6.79;10.17
2202;Provincie Zeeland;Van en naar het werk;1997/1998;;;0.54;7.28;10.86
2203;Provincie Zeeland;Van en naar het werk;1998/1999;;;0.51;7.02;10.28
2204;Provincie Zeeland;Van en naar het werk;1999/2000;;;0.51;7.2;10.31
2205;Provincie Zeeland;Van en naar het werk;2000/2001;;;0.52;7.53;10.82
2206;Provincie Zeeland;Van en naar het werk;2001/2002;;;0.52;6.97;10.28
2207;Provincie Zeeland;Van en naar het werk;2002/2003;;;0.5;6.98;9.85
2208;Provincie Zeeland;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;2.72;3.83
2209;Provincie Zeeland;Zakelijk bezoek in werksfeer;1996/1997;;;0.1;2.41;3.31
2210;Provincie Zeeland;Zakelijk bezoek in werksfeer;1997/1998;;;0.1;2.92;3.7
2211;Provincie Zeeland;Zakelijk bezoek in werksfeer;1998/1999;;;0.1;2.97;3.78
2212;Provincie Zeeland;Zakelijk bezoek in werksfeer;1999/2000;;;0.12;3.14;3.97
2213;Provincie Zeeland;Zakelijk bezoek in werksfeer;2000/2001;;;0.13;3.64;4.6
2214;Provincie Zeeland;Zakelijk bezoek in werksfeer;2001/2002;;;0.13;3.03;4.42
2215;Provincie Zeeland;Zakelijk bezoek in werksfeer;2002/2003;;;0.11;3.06;4.11
2216;Provincie Zeeland;Diensten/ persoonlijke verzorging;1995/1996;;;;;
2217;Provincie Zeeland;Diensten/ persoonlijke verzorging;1996/1997;;;;;
2218;Provincie Zeeland;Diensten/ persoonlijke verzorging;1997/1998;;;;;
2219;Provincie Zeeland;Diensten/ persoonlijke verzorging;1998/1999;;;;;
2220;Provincie Zeeland;Diensten/ persoonlijke verzorging;1999/2000;;;0.14;0.96;1.85
2221;Provincie Zeeland;Diensten/ persoonlijke verzorging;2000/2001;;;0.13;0.99;1.79
2222;Provincie Zeeland;Diensten/ persoonlijke verzorging;2001/2002;;;0.15;1.72;2.57
2223;Provincie Zeeland;Diensten/ persoonlijke verzorging;2002/2003;;;0.16;1.64;2.59
2224;Provincie Zeeland;Winkelen, boodschappen doen;1995/1996;;;0.62;3.15;8.41
2225;Provincie Zeeland;Winkelen, boodschappen doen;1996/1997;;;0.65;3.47;8.68
2226;Provincie Zeeland;Winkelen, boodschappen doen;1997/1998;;;0.66;3.82;9.01
2227;Provincie Zeeland;Winkelen, boodschappen doen;1998/1999;;;0.65;3.58;8.41
