ID;AfzetEnInvoer;ProductenVolgensPRODCOMLijst;Perioden;PrijsindexcijfersExclusiefAccijns_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
8696;Totale afzet;10514  Kaas en wrongel;2005;100.0;;-0.1
8697;Totale afzet;10514  Kaas en wrongel;2006 januari;102.5;2.3;2.5
8698;Totale afzet;10514  Kaas en wrongel;2006 februari;102.3;-0.3;2.6
8699;Totale afzet;10514  Kaas en wrongel;2006 maart;102.3;0.0;1.9
8700;Totale afzet;10514  Kaas en wrongel;2006 april;102.0;-0.3;2.4
8701;Totale afzet;10514  Kaas en wrongel;2006 mei;101.8;-0.2;2.3
8702;Totale afzet;10514  Kaas en wrongel;2006 juni;101.9;0.1;2.1
8703;Totale afzet;10514  Kaas en wrongel;2006 juli;101.3;-0.6;1.3
8704;Totale afzet;10514  Kaas en wrongel;2006 augustus;101.3;-0.1;1.4
8705;Totale afzet;10514  Kaas en wrongel;2006 september;103.0;1.7;2.9
8706;Totale afzet;10514  Kaas en wrongel;2006 oktober;103.8;0.8;3.5
8707;Totale afzet;10514  Kaas en wrongel;2006 november;103.4;-0.3;3.1
8708;Totale afzet;10514  Kaas en wrongel;2006 december;103.7;0.2;3.4
8709;Totale afzet;10514  Kaas en wrongel;2006;102.4;;2.4
8710;Totale afzet;10514  Kaas en wrongel;2007 januari;104.1;0.4;1.5
8711;Totale afzet;10514  Kaas en wrongel;2007 februari;103.8;-0.3;1.5
8712;Totale afzet;10514  Kaas en wrongel;2007 maart;104.3;0.5;2.0
8713;Totale afzet;10514  Kaas en wrongel;2007 april;104.1;-0.2;2.1
8714;Totale afzet;10514  Kaas en wrongel;2007 mei;104.4;0.2;2.6
8715;Totale afzet;10514  Kaas en wrongel;2007 juni;104.8;0.4;2.9
8716;Totale afzet;10514  Kaas en wrongel;2007 juli;114.3;9.0;12.7
8717;Totale afzet;10514  Kaas en wrongel;2007 augustus;117.8;3.1;16.3
8718;Totale afzet;10514  Kaas en wrongel;2007 september;120.9;2.7;17.4
8719;Totale afzet;10514  Kaas en wrongel;2007 oktober;126.0;4.2;21.5
8720;Totale afzet;10514  Kaas en wrongel;2007 november;126.0;0.0;21.8
8721;Totale afzet;10514  Kaas en wrongel;2007 december;124.7;-1.1;20.2
8722;Totale afzet;10514  Kaas en wrongel;2007;112.9;;10.3
8723;Totale afzet;10514  Kaas en wrongel;2008 januari;127.9;2.6;22.9
8724;Totale afzet;10514  Kaas en wrongel;2008 februari;125.7;-1.8;21.0
8725;Totale afzet;10514  Kaas en wrongel;2008 maart;124.2;-1.2;19.0
8726;Totale afzet;10514  Kaas en wrongel;2008 april;124.0;-0.1;19.1
8727;Totale afzet;10514  Kaas en wrongel;2008 mei;122.9;-0.9;17.8
8728;Totale afzet;10514  Kaas en wrongel;2008 juni;124.0;0.9;18.3
8729;Totale afzet;10514  Kaas en wrongel;2008 juli;120.0;-3.2;5.0
8730;Totale afzet;10514  Kaas en wrongel;2008 augustus;119.4;-0.4;1.4
8731;Totale afzet;10514  Kaas en wrongel;2008 september;123.5;3.4;2.1
8732;Totale afzet;10514  Kaas en wrongel;2008 oktober;118.0;-4.5;-6.4
8733;Totale afzet;10514  Kaas en wrongel;2008 november;115.9;-1.8;-8.0
8734;Totale afzet;10514  Kaas en wrongel;2008 december;116.8;0.8;-6.3
8735;Totale afzet;10514  Kaas en wrongel;2008;121.9;;7.9
8736;Totale afzet;10514  Kaas en wrongel;2009 januari;116.1;-0.5;-9.2
8737;Totale afzet;10514  Kaas en wrongel;2009 februari;115.0;-0.9;-8.5
8738;Totale afzet;10514  Kaas en wrongel;2009 maart;112.9;-1.9;-9.1
8739;Totale afzet;10514  Kaas en wrongel;2009 april;101.5;-10.1;-18.1
8740;Totale afzet;10514  Kaas en wrongel;2009 mei;101.3;-0.2;-17.6
8741;Totale afzet;10514  Kaas en wrongel;2009 juni;101.5;0.2;-18.1
8742;Totale afzet;10514  Kaas en wrongel;2009 juli;104.6;3.1;-12.8
8743;Totale afzet;10514  Kaas en wrongel;2009 augustus;103.9;-0.6;-13.0
8744;Totale afzet;10514  Kaas en wrongel;2009 september;104.7;0.8;-15.2
8745;Totale afzet;10514  Kaas en wrongel;2009 oktober;106.0;1.2;-10.1
8746;Totale afzet;10514  Kaas en wrongel;2009 november;109.8;3.6;-5.2
8747;Totale afzet;10514  Kaas en wrongel;2009 december;111.2;1.3;-4.7
8748;Totale afzet;10514  Kaas en wrongel;2009;107.4;;-11.9
8749;Totale afzet;10514  Kaas en wrongel;2010 januari;111.4;0.2;-4.1
8750;Totale afzet;10514  Kaas en wrongel;2010 februari;111.3;-0.1;-3.3
8751;Totale afzet;10514  Kaas en wrongel;2010 maart;111.4;0.1;-1.4
8752;Totale afzet;10514  Kaas en wrongel;2010 april;114.7;3.0;13.0
8753;Totale afzet;10514  Kaas en wrongel;2010 mei;116.8;1.9;15.3
8754;Totale afzet;10514  Kaas en wrongel;2010 juni;115.5;-1.1;13.8
8755;Totale afzet;10514  Kaas en wrongel;2010 juli;116.0;0.4;10.9
8756;Totale afzet;10514  Kaas en wrongel;2010 augustus;115.6;-0.3;11.3
8757;Totale afzet;10514  Kaas en wrongel;2010 september;115.8;0.1;10.5
8758;Totale afzet;10514  Kaas en wrongel;2010 oktober;115.9;0.1;9.3
8759;Totale afzet;10514  Kaas en wrongel;2010 november;117.2;1.2;6.7
8760;Totale afzet;10514  Kaas en wrongel;2010 december;118.1;0.8;6.2
8761;Totale afzet;10514  Kaas en wrongel;2010;115.0;;7.1
8762;Totale afzet;10514  Kaas en wrongel;2011 januari;118.6;0.4;6.4
8763;Totale afzet;10514  Kaas en wrongel;2011 februari;119.0;0.4;7.0
8764;Totale afzet;10514  Kaas en wrongel;2011 maart;118.6;-0.4;6.5
8765;Totale afzet;10514  Kaas en wrongel;2011 april;119.4;0.7;4.2
8766;Totale afzet;10514  Kaas en wrongel;2011 mei;118.0;-1.2;1.0
8767;Totale afzet;10514  Kaas en wrongel;2011 juni;118.4;0.4;2.5
8768;Totale afzet;10514  Kaas en wrongel;2011 juli;117.1;-1.1;0.9
8769;Totale afzet;10514  Kaas en wrongel;2011 augustus;117.9;0.7;2.0
8770;Totale afzet;10514  Kaas en wrongel;2011 september;117.4;-0.5;1.4
8771;Totale afzet;10514  Kaas en wrongel;2011 oktober;117.3;-0.1;1.3
8772;Totale afzet;10514  Kaas en wrongel;2011 november;115.9;-1.2;-1.2
8773;Totale afzet;10514  Kaas en wrongel;2011 december;115.5;-0.3;-2.3
8774;Totale afzet;10514  Kaas en wrongel;2011;117.7;;2.4
8775;Totale afzet;10514  Kaas en wrongel;2012 januari;116.7;1.0;-1.6
8776;Totale afzet;10514  Kaas en wrongel;2012 februari;115.5;-1.0;-3.0
8777;Totale afzet;10514  Kaas en wrongel;2012 maart;114.8;-0.6;-3.2
8778;Totale afzet;10514  Kaas en wrongel;2012 april;114.0;-0.7;-4.5
8779;Totale afzet;10514  Kaas en wrongel;2012 mei;113.6;-0.4;-3.7
8780;Totale afzet;10514  Kaas en wrongel;2012 juni;113.8;0.2;-3.9
8781;Totale afzet;10514  Kaas en wrongel;2012 juli;113.7;0.0;-2.9
8782;Totale afzet;10514  Kaas en wrongel;2012 augustus;113.5;-0.2;-3.8
8783;Totale afzet;10514  Kaas en wrongel;2012 september;114.5;0.9;-2.4
8784;Totale afzet;10514  Kaas en wrongel;2012 oktober;116.2;1.5;-0.9
8785;Totale afzet;10514  Kaas en wrongel;2012 november;117.1;0.7;1.1
8786;Totale afzet;10514  Kaas en wrongel;2012 december;117.8;0.6;2.0
8787;Totale afzet;10514  Kaas en wrongel;2012;115.1;;-2.3
8788;Totale afzet;10515  Andere zuivelproducten;2000 januari;81.0;;
8789;Totale afzet;10515  Andere zuivelproducten;2000 februari;79.3;-2.1;
8790;Totale afzet;10515  Andere zuivelproducten;2000 maart;79.1;-0.2;
8791;Totale afzet;10515  Andere zuivelproducten;2000 april;79.3;0.3;
8792;Totale afzet;10515  Andere zuivelproducten;2000 mei;80.0;0.8;
8793;Totale afzet;10515  Andere zuivelproducten;2000 juni;80.9;1.1;
8794;Totale afzet;10515  Andere zuivelproducten;2000 juli;81.4;0.6;
8795;Totale afzet;10515  Andere zuivelproducten;2000 augustus;81.7;0.4;
8796;Totale afzet;10515  Andere zuivelproducten;2000 september;81.8;0.1;
8797;Totale afzet;10515  Andere zuivelproducten;2000 oktober;83.9;2.6;
8798;Totale afzet;10515  Andere zuivelproducten;2000 november;86.4;3.0;
8799;Totale afzet;10515  Andere zuivelproducten;2000 december;88.5;2.4;
8800;Totale afzet;10515  Andere zuivelproducten;2000;81.9;;
8801;Totale afzet;10515  Andere zuivelproducten;2001 januari;90.9;2.7;12.1
8802;Totale afzet;10515  Andere zuivelproducten;2001 februari;93.4;2.8;17.7
8803;Totale afzet;10515  Andere zuivelproducten;2001 maart;93.4;0.0;18.1
8804;Totale afzet;10515  Andere zuivelproducten;2001 april;93.6;0.2;18.0
8805;Totale afzet;10515  Andere zuivelproducten;2001 mei;93.6;0.0;17.0
8806;Totale afzet;10515  Andere zuivelproducten;2001 juni;93.7;0.1;15.8
8807;Totale afzet;10515  Andere zuivelproducten;2001 juli;94.9;1.3;16.6
8808;Totale afzet;10515  Andere zuivelproducten;2001 augustus;95.0;0.1;16.3
8809;Totale afzet;10515  Andere zuivelproducten;2001 september;94.5;-0.6;15.5
8810;Totale afzet;10515  Andere zuivelproducten;2001 oktober;95.3;0.9;13.6
8811;Totale afzet;10515  Andere zuivelproducten;2001 november;95.5;0.3;10.6
8812;Totale afzet;10515  Andere zuivelproducten;2001 december;94.5;-1.1;6.8
8813;Totale afzet;10515  Andere zuivelproducten;2001;94.0;;14.7
8814;Totale afzet;10515  Andere zuivelproducten;2002 januari;95.5;1.0;5.1
8815;Totale afzet;10515  Andere zuivelproducten;2002 februari;98.2;2.9;5.1
8816;Totale afzet;10515  Andere zuivelproducten;2002 maart;97.5;-0.7;4.4
8817;Totale afzet;10515  Andere zuivelproducten;2002 april;96.5;-1.1;3.1
8818;Totale afzet;10515  Andere zuivelproducten;2002 mei;94.8;-1.8;1.3
8819;Totale afzet;10515  Andere zuivelproducten;2002 juni;94.2;-0.6;0.6
8820;Totale afzet;10515  Andere zuivelproducten;2002 juli;93.2;-1.1;-1.7
8821;Totale afzet;10515  Andere zuivelproducten;2002 augustus;92.9;-0.4;-2.3
8822;Totale afzet;10515  Andere zuivelproducten;2002 september;93.3;0.5;-1.2
8823;Totale afzet;10515  Andere zuivelproducten;2002 oktober;91.7;-1.7;-3.8
8824;Totale afzet;10515  Andere zuivelproducten;2002 november;91.5;-0.2;-4.2
8825;Totale afzet;10515  Andere zuivelproducten;2002 december;90.7;-0.9;-4.0
8826;Totale afzet;10515  Andere zuivelproducten;2002;94.2;;0.1
8827;Totale afzet;10515  Andere zuivelproducten;2003 januari;90.1;-0.7;-5.7
8828;Totale afzet;10515  Andere zuivelproducten;2003 februari;90.7;0.7;-7.7
8829;Totale afzet;10515  Andere zuivelproducten;2003 maart;89.9;-0.8;-7.8
8830;Totale afzet;10515  Andere zuivelproducten;2003 april;90.8;0.9;-5.9
8831;Totale afzet;10515  Andere zuivelproducten;2003 mei;90.0;-0.9;-5.1
8832;Totale afzet;10515  Andere zuivelproducten;2003 juni;90.0;0.1;-4.4
8833;Totale afzet;10515  Andere zuivelproducten;2003 juli;91.0;1.1;-2.4
8834;Totale afzet;10515  Andere zuivelproducten;2003 augustus;90.5;-0.6;-2.5
8835;Totale afzet;10515  Andere zuivelproducten;2003 september;91.6;1.2;-1.8
8836;Totale afzet;10515  Andere zuivelproducten;2003 oktober;92.5;1.0;0.9
8837;Totale afzet;10515  Andere zuivelproducten;2003 november;92.6;0.2;1.3
8838;Totale afzet;10515  Andere zuivelproducten;2003 december;92.7;0.1;2.2
8839;Totale afzet;10515  Andere zuivelproducten;2003;91.0;;-3.3
8840;Totale afzet;10515  Andere zuivelproducten;2004 januari;93.1;0.4;3.3
8841;Totale afzet;10515  Andere zuivelproducten;2004 februari;93.3;0.3;3.0
8842;Totale afzet;10515  Andere zuivelproducten;2004 maart;93.4;0.1;3.9
8843;Totale afzet;10515  Andere zuivelproducten;2004 april;92.3;-1.2;1.7
8844;Totale afzet;10515  Andere zuivelproducten;2004 mei;92.5;0.2;2.8
8845;Totale afzet;10515  Andere zuivelproducten;2004 juni;93.8;1.4;4.1
8846;Totale afzet;10515  Andere zuivelproducten;2004 juli;94.6;0.9;3.9
8847;Totale afzet;10515  Andere zuivelproducten;2004 augustus;94.8;0.1;4.7
8848;Totale afzet;10515  Andere zuivelproducten;2004 september;97.5;2.9;6.4
8849;Totale afzet;10515  Andere zuivelproducten;2004 oktober;97.2;-0.3;5.1
8850;Totale afzet;10515  Andere zuivelproducten;2004 november;97.8;0.7;5.6
8851;Totale afzet;10515  Andere zuivelproducten;2004 december;97.3;-0.5;4.9
8852;Totale afzet;10515  Andere zuivelproducten;2004;94.8;;4.1
8853;Totale afzet;10515  Andere zuivelproducten;2005 januari;96.9;-0.4;4.1
8854;Totale afzet;10515  Andere zuivelproducten;2005 februari;96.3;-0.6;3.2
8855;Totale afzet;10515  Andere zuivelproducten;2005 maart;96.0;-0.4;2.7
8856;Totale afzet;10515  Andere zuivelproducten;2005 april;97.7;1.8;5.8
8857;Totale afzet;10515  Andere zuivelproducten;2005 mei;99.1;1.4;7.1
8858;Totale afzet;10515  Andere zuivelproducten;2005 juni;99.4;0.3;6.0
8859;Totale afzet;10515  Andere zuivelproducten;2005 juli;101.3;2.0;7.1
8860;Totale afzet;10515  Andere zuivelproducten;2005 augustus;100.8;-0.5;6.4
8861;Totale afzet;10515  Andere zuivelproducten;2005 september;102.0;1.2;4.6
8862;Totale afzet;10515  Andere zuivelproducten;2005 oktober;102.2;0.2;5.1
8863;Totale afzet;10515  Andere zuivelproducten;2005 november;104.0;1.8;6.3
8864;Totale afzet;10515  Andere zuivelproducten;2005 december;104.5;0.5;7.4
8865;Totale afzet;10515  Andere zuivelproducten;2005;100.0;;5.5
8866;Totale afzet;10515  Andere zuivelproducten;2006 januari;103.9;-0.5;7.3
8867;Totale afzet;10515  Andere zuivelproducten;2006 februari;103.6;-0.3;7.6
8868;Totale afzet;10515  Andere zuivelproducten;2006 maart;104.5;0.8;8.9
8869;Totale afzet;10515  Andere zuivelproducten;2006 april;105.2;0.7;7.7
8870;Totale afzet;10515  Andere zuivelproducten;2006 mei;103.3;-1.8;4.3
8871;Totale afzet;10515  Andere zuivelproducten;2006 juni;101.7;-1.5;2.4
8872;Totale afzet;10515  Andere zuivelproducten;2006 juli;101.4;-0.3;0.1
8873;Totale afzet;10515  Andere zuivelproducten;2006 augustus;103.3;1.9;2.5
8874;Totale afzet;10515  Andere zuivelproducten;2006 september;104.8;1.4;2.7
8875;Totale afzet;10515  Andere zuivelproducten;2006 oktober;107.6;2.7;5.3
8876;Totale afzet;10515  Andere zuivelproducten;2006 november;109.8;2.1;5.6
8877;Totale afzet;10515  Andere zuivelproducten;2006 december;111.9;1.9;7.1
8878;Totale afzet;10515  Andere zuivelproducten;2006;105.1;;5.1
8879;Totale afzet;10515  Andere zuivelproducten;2007 januari;115.5;3.2;11.1
8880;Totale afzet;10515  Andere zuivelproducten;2007 februari;116.1;0.5;12.0
8881;Totale afzet;10515  Andere zuivelproducten;2007 maart;116.9;0.7;11.9
8882;Totale afzet;10515  Andere zuivelproducten;2007 april;130.9;11.9;24.4
8883;Totale afzet;10515  Andere zuivelproducten;2007 mei;130.9;0.0;26.7
8884;Totale afzet;10515  Andere zuivelproducten;2007 juni;130.8;-0.1;28.6
8885;Totale afzet;10515  Andere zuivelproducten;2007 juli;154.9;18.5;52.8
8886;Totale afzet;10515  Andere zuivelproducten;2007 augustus;155.2;0.2;50.2
8887;Totale afzet;10515  Andere zuivelproducten;2007 september;156.9;1.1;49.7
8888;Totale afzet;10515  Andere zuivelproducten;2007 oktober;154.6;-1.4;43.7
8889;Totale afzet;10515  Andere zuivelproducten;2007 november;154.1;-0.4;40.3
8890;Totale afzet;10515  Andere zuivelproducten;2007 december;154.1;0.0;37.7
8891;Totale afzet;10515  Andere zuivelproducten;2007;139.2;;32.5
8892;Totale afzet;10515  Andere zuivelproducten;2008 januari;128.3;-16.7;11.1
8893;Totale afzet;10515  Andere zuivelproducten;2008 februari;122.7;-4.3;5.7
8894;Totale afzet;10515  Andere zuivelproducten;2008 maart;121.4;-1.1;3.9
8895;Totale afzet;10515  Andere zuivelproducten;2008 april;117.6;-3.2;-10.2
8896;Totale afzet;10515  Andere zuivelproducten;2008 mei;118.2;0.5;-9.7
8897;Totale afzet;10515  Andere zuivelproducten;2008 juni;119.1;0.7;-9.0
8898;Totale afzet;10515  Andere zuivelproducten;2008 juli;112.2;-5.8;-27.6
8899;Totale afzet;10515  Andere zuivelproducten;2008 augustus;111.8;-0.4;-28.0
8900;Totale afzet;10515  Andere zuivelproducten;2008 september;112.0;0.2;-28.6
8901;Totale afzet;10515  Andere zuivelproducten;2008 oktober;107.3;-4.2;-30.6
8902;Totale afzet;10515  Andere zuivelproducten;2008 november;107.2;-0.1;-30.4
8903;Totale afzet;10515  Andere zuivelproducten;2008 december;106.2;-0.9;-31.1
8904;Totale afzet;10515  Andere zuivelproducten;2008;115.3;;-17.2
8905;Totale afzet;10515  Andere zuivelproducten;2009 januari;100.2;-5.6;-21.9
8906;Totale afzet;10515  Andere zuivelproducten;2009 februari;99.5;-0.7;-18.9
8907;Totale afzet;10515  Andere zuivelproducten;2009 maart;99.0;-0.5;-18.5
8908;Totale afzet;10515  Andere zuivelproducten;2009 april;95.0;-4.0;-19.2
8909;Totale afzet;10515  Andere zuivelproducten;2009 mei;95.5;0.5;-19.2
8910;Totale afzet;10515  Andere zuivelproducten;2009 juni;94.3;-1.3;-20.8
8911;Totale afzet;10515  Andere zuivelproducten;2009 juli;93.8;-0.5;-16.4
8912;Totale afzet;10515  Andere zuivelproducten;2009 augustus;94.0;0.2;-15.9
8913;Totale afzet;10515  Andere zuivelproducten;2009 september;94.3;0.3;-15.9
8914;Totale afzet;10515  Andere zuivelproducten;2009 oktober;95.4;1.2;-11.1
8915;Totale afzet;10515  Andere zuivelproducten;2009 november;95.9;0.6;-10.5
8916;Totale afzet;10515  Andere zuivelproducten;2009 december;96.8;0.9;-8.8
8917;Totale afzet;10515  Andere zuivelproducten;2009;96.1;;-16.6
8918;Totale afzet;10515  Andere zuivelproducten;2010 januari;108.4;12.0;8.2
8919;Totale afzet;10515  Andere zuivelproducten;2010 februari;108.4;0.0;8.9
8920;Totale afzet;10515  Andere zuivelproducten;2010 maart;110.0;1.5;11.1
8921;Totale afzet;10515  Andere zuivelproducten;2010 april;110.5;0.5;16.3
8922;Totale afzet;10515  Andere zuivelproducten;2010 mei;113.7;2.9;19.1
8923;Totale afzet;10515  Andere zuivelproducten;2010 juni;116.6;2.5;23.7
8924;Totale afzet;10515  Andere zuivelproducten;2010 juli;120.9;3.7;28.9
8925;Totale afzet;10515  Andere zuivelproducten;2010 augustus;121.9;0.8;29.7
8926;Totale afzet;10515  Andere zuivelproducten;2010 september;121.1;-0.7;28.5
8927;Totale afzet;10515  Andere zuivelproducten;2010 oktober;119.3;-1.5;25.1
8928;Totale afzet;10515  Andere zuivelproducten;2010 november;117.9;-1.2;22.9
8929;Totale afzet;10515  Andere zuivelproducten;2010 december;116.8;-1.0;20.7
8930;Totale afzet;10515  Andere zuivelproducten;2010;115.5;;20.1
8931;Totale afzet;10515  Andere zuivelproducten;2011 januari;118.9;1.8;9.7
8932;Totale afzet;10515  Andere zuivelproducten;2011 februari;121.3;2.0;11.9
8933;Totale afzet;10515  Andere zuivelproducten;2011 maart;122.7;1.2;11.6
8934;Totale afzet;10515  Andere zuivelproducten;2011 april;123.7;0.8;11.9
8935;Totale afzet;10515  Andere zuivelproducten;2011 mei;126.7;2.5;11.4
8936;Totale afzet;10515  Andere zuivelproducten;2011 juni;132.8;4.8;13.9
8937;Totale afzet;10515  Andere zuivelproducten;2011 juli;136.2;2.6;12.6
8938;Totale afzet;10515  Andere zuivelproducten;2011 augustus;134.0;-1.6;9.9
8939;Totale afzet;10515  Andere zuivelproducten;2011 september;135.5;1.1;11.9
8940;Totale afzet;10515  Andere zuivelproducten;2011 oktober;132.4;-2.3;11.0
8941;Totale afzet;10515  Andere zuivelproducten;2011 november;132.4;0.0;12.3
8942;Totale afzet;10515  Andere zuivelproducten;2011 december;132.6;0.1;13.5
8943;Totale afzet;10515  Andere zuivelproducten;2011;129.1;;11.8
8944;Totale afzet;10515  Andere zuivelproducten;2012 januari;136.8;3.2;15.0
8945;Totale afzet;10515  Andere zuivelproducten;2012 februari;137.0;0.1;12.9
8946;Totale afzet;10515  Andere zuivelproducten;2012 maart;138.6;1.2;12.9
8947;Totale afzet;10515  Andere zuivelproducten;2012 april;136.6;-1.4;10.4
8948;Totale afzet;10515  Andere zuivelproducten;2012 mei;136.7;0.1;7.9
8949;Totale afzet;10515  Andere zuivelproducten;2012 juni;138.6;1.4;4.4
8950;Totale afzet;10515  Andere zuivelproducten;2012 juli;142.1;2.5;4.3
8951;Totale afzet;10515  Andere zuivelproducten;2012 augustus;142.0;-0.1;6.0
8952;Totale afzet;10515  Andere zuivelproducten;2012 september;141.8;-0.1;4.7
8953;Totale afzet;10515  Andere zuivelproducten;2012 oktober;143.0;0.9;8.0
8954;Totale afzet;10515  Andere zuivelproducten;2012 november;144.2;0.8;8.9
8955;Totale afzet;10515  Andere zuivelproducten;2012 december;142.6;-1.1;7.5
8956;Totale afzet;10515  Andere zuivelproducten;2012;140.0;;8.4
8957;Totale afzet;105151  Melk en room, ingedikt of me...;2000 januari;91.7;;
8958;Totale afzet;105151  Melk en room, ingedikt of me...;2000 februari;91.8;0.2;
8959;Totale afzet;105151  Melk en room, ingedikt of me...;2000 maart;91.8;0.0;
8960;Totale afzet;105151  Melk en room, ingedikt of me...;2000 april;92.8;1.0;
8961;Totale afzet;105151  Melk en room, ingedikt of me...;2000 mei;92.7;-0.1;
8962;Totale afzet;105151  Melk en room, ingedikt of me...;2000 juni;92.9;0.1;
8963;Totale afzet;105151  Melk en room, ingedikt of me...;2000 juli;94.5;1.7;
8964;Totale afzet;105151  Melk en room, ingedikt of me...;2000 augustus;94.5;0.0;
8965;Totale afzet;105151  Melk en room, ingedikt of me...;2000 september;94.5;0.0;
8966;Totale afzet;105151  Melk en room, ingedikt of me...;2000 oktober;100.0;5.9;
8967;Totale afzet;105151  Melk en room, ingedikt of me...;2000 november;100.4;0.4;
8968;Totale afzet;105151  Melk en room, ingedikt of me...;2000 december;100.6;0.2;
8969;Totale afzet;105151  Melk en room, ingedikt of me...;2000;94.8;;
8970;Totale afzet;105151  Melk en room, ingedikt of me...;2001 januari;100.8;0.2;10.0
8971;Totale afzet;105151  Melk en room, ingedikt of me...;2001 februari;102.8;1.9;11.9
8972;Totale afzet;105151  Melk en room, ingedikt of me...;2001 maart;102.2;-0.5;11.3
8973;Totale afzet;105151  Melk en room, ingedikt of me...;2001 april;102.3;0.0;10.2
8974;Totale afzet;105151  Melk en room, ingedikt of me...;2001 mei;101.2;-1.0;9.1
8975;Totale afzet;105151  Melk en room, ingedikt of me...;2001 juni;101.0;-0.2;8.8
8976;Totale afzet;105151  Melk en room, ingedikt of me...;2001 juli;103.1;2.0;9.1
8977;Totale afzet;105151  Melk en room, ingedikt of me...;2001 augustus;103.1;0.0;9.2
8978;Totale afzet;105151  Melk en room, ingedikt of me...;2001 september;102.8;-0.3;8.8
8979;Totale afzet;105151  Melk en room, ingedikt of me...;2001 oktober;103.5;0.8;3.6
8980;Totale afzet;105151  Melk en room, ingedikt of me...;2001 november;103.5;0.0;3.1
8981;Totale afzet;105151  Melk en room, ingedikt of me...;2001 december;103.5;-0.1;2.8
8982;Totale afzet;105151  Melk en room, ingedikt of me...;2001;102.5;;8.1
8983;Totale afzet;105151  Melk en room, ingedikt of me...;2002 januari;108.3;4.7;7.4
8984;Totale afzet;105151  Melk en room, ingedikt of me...;2002 februari;108.6;0.2;5.6
8985;Totale afzet;105151  Melk en room, ingedikt of me...;2002 maart;108.5;-0.1;6.1
8986;Totale afzet;105151  Melk en room, ingedikt of me...;2002 april;108.6;0.1;6.2
8987;Totale afzet;105151  Melk en room, ingedikt of me...;2002 mei;108.0;-0.6;6.7
8988;Totale afzet;105151  Melk en room, ingedikt of me...;2002 juni;107.6;-0.4;6.5
8989;Totale afzet;105151  Melk en room, ingedikt of me...;2002 juli;106.1;-1.4;2.9
8990;Totale afzet;105151  Melk en room, ingedikt of me...;2002 augustus;106.4;0.3;3.2
8991;Totale afzet;105151  Melk en room, ingedikt of me...;2002 september;107.3;0.9;4.4
8992;Totale afzet;105151  Melk en room, ingedikt of me...;2002 oktober;107.3;0.0;3.6
8993;Totale afzet;105151  Melk en room, ingedikt of me...;2002 november;107.3;0.0;3.6
8994;Totale afzet;105151  Melk en room, ingedikt of me...;2002 december;104.9;-2.3;1.4
8995;Totale afzet;105151  Melk en room, ingedikt of me...;2002;107.4;;4.8
8996;Totale afzet;105151  Melk en room, ingedikt of me...;2003 januari;104.0;-0.8;-4.0
8997;Totale afzet;105151  Melk en room, ingedikt of me...;2003 februari;104.0;0.0;-4.2
8998;Totale afzet;105151  Melk en room, ingedikt of me...;2003 maart;104.0;0.0;-4.2
8999;Totale afzet;105151  Melk en room, ingedikt of me...;2003 april;104.4;0.4;-3.9
9000;Totale afzet;105151  Melk en room, ingedikt of me...;2003 mei;104.4;0.0;-3.3
9001;Totale afzet;105151  Melk en room, ingedikt of me...;2003 juni;103.8;-0.6;-3.6
9002;Totale afzet;105151  Melk en room, ingedikt of me...;2003 juli;103.2;-0.5;-2.7
9003;Totale afzet;105151  Melk en room, ingedikt of me...;2003 augustus;103.3;0.0;-2.9
9004;Totale afzet;105151  Melk en room, ingedikt of me...;2003 september;103.5;0.2;-3.6
9005;Totale afzet;105151  Melk en room, ingedikt of me...;2003 oktober;103.6;0.1;-3.5
9006;Totale afzet;105151  Melk en room, ingedikt of me...;2003 november;103.6;0.0;-3.5
9007;Totale afzet;105151  Melk en room, ingedikt of me...;2003 december;103.0;-0.6;-1.8
9008;Totale afzet;105151  Melk en room, ingedikt of me...;2003;103.7;;-3.4
9009;Totale afzet;105151  Melk en room, ingedikt of me...;2004 januari;100.5;-2.4;-3.4
9010;Totale afzet;105151  Melk en room, ingedikt of me...;2004 februari;100.7;0.2;-3.1
9011;Totale afzet;105151  Melk en room, ingedikt of me...;2004 maart;101.2;0.5;-2.6
9012;Totale afzet;105151  Melk en room, ingedikt of me...;2004 april;100.9;-0.4;-3.4
9013;Totale afzet;105151  Melk en room, ingedikt of me...;2004 mei;100.6;-0.2;-3.6
9014;Totale afzet;105151  Melk en room, ingedikt of me...;2004 juni;100.6;0.0;-3.0
9015;Totale afzet;105151  Melk en room, ingedikt of me...;2004 juli;100.0;-0.6;-3.1
9016;Totale afzet;105151  Melk en room, ingedikt of me...;2004 augustus;100.1;0.1;-3.0
9017;Totale afzet;105151  Melk en room, ingedikt of me...;2004 september;100.4;0.2;-3.0
9018;Totale afzet;105151  Melk en room, ingedikt of me...;2004 oktober;100.6;0.3;-2.9
9019;Totale afzet;105151  Melk en room, ingedikt of me...;2004 november;99.7;-0.9;-3.7
9020;Totale afzet;105151  Melk en room, ingedikt of me...;2004 december;99.0;-0.7;-3.9
9021;Totale afzet;105151  Melk en room, ingedikt of me...;2004;100.4;;-3.2
9022;Totale afzet;105151  Melk en room, ingedikt of me...;2005 januari;101.1;2.1;0.6
9023;Totale afzet;105151  Melk en room, ingedikt of me...;2005 februari;101.1;0.0;0.4
