ID;AfzetEnInvoer;ProductenVolgensPRODCOMLijst;Perioden;PrijsindexcijfersExclusiefAccijns_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
1576;Totale afzet;07 Metaalertsen;2004 april;;;
1577;Totale afzet;07 Metaalertsen;2004 mei;;;
1578;Totale afzet;07 Metaalertsen;2004 juni;;;
1579;Totale afzet;07 Metaalertsen;2004 juli;;;
1580;Totale afzet;07 Metaalertsen;2004 augustus;;;
1581;Totale afzet;07 Metaalertsen;2004 september;;;
1582;Totale afzet;07 Metaalertsen;2004 oktober;;;
1583;Totale afzet;07 Metaalertsen;2004 november;;;
1584;Totale afzet;07 Metaalertsen;2004 december;;;
1585;Totale afzet;07 Metaalertsen;2004;;;
1586;Totale afzet;07 Metaalertsen;2005 januari;;;
1587;Totale afzet;07 Metaalertsen;2005 februari;;;
1588;Totale afzet;07 Metaalertsen;2005 maart;;;
1589;Totale afzet;07 Metaalertsen;2005 april;;;
1590;Totale afzet;07 Metaalertsen;2005 mei;;;
1591;Totale afzet;07 Metaalertsen;2005 juni;;;
1592;Totale afzet;07 Metaalertsen;2005 juli;;;
1593;Totale afzet;07 Metaalertsen;2005 augustus;;;
1594;Totale afzet;07 Metaalertsen;2005 september;;;
1595;Totale afzet;07 Metaalertsen;2005 oktober;;;
1596;Totale afzet;07 Metaalertsen;2005 november;;;
1597;Totale afzet;07 Metaalertsen;2005 december;;;
1598;Totale afzet;07 Metaalertsen;2005;;;
1599;Totale afzet;07 Metaalertsen;2006 januari;;;
1600;Totale afzet;07 Metaalertsen;2006 februari;;;
1601;Totale afzet;07 Metaalertsen;2006 maart;;;
1602;Totale afzet;07 Metaalertsen;2006 april;;;
1603;Totale afzet;07 Metaalertsen;2006 mei;;;
1604;Totale afzet;07 Metaalertsen;2006 juni;;;
1605;Totale afzet;07 Metaalertsen;2006 juli;;;
1606;Totale afzet;07 Metaalertsen;2006 augustus;;;
1607;Totale afzet;07 Metaalertsen;2006 september;;;
1608;Totale afzet;07 Metaalertsen;2006 oktober;;;
1609;Totale afzet;07 Metaalertsen;2006 november;;;
1610;Totale afzet;07 Metaalertsen;2006 december;;;
1611;Totale afzet;07 Metaalertsen;2006;;;
1612;Totale afzet;07 Metaalertsen;2007 januari;;;
1613;Totale afzet;07 Metaalertsen;2007 februari;;;
1614;Totale afzet;07 Metaalertsen;2007 maart;;;
1615;Totale afzet;07 Metaalertsen;2007 april;;;
1616;Totale afzet;07 Metaalertsen;2007 mei;;;
1617;Totale afzet;07 Metaalertsen;2007 juni;;;
1618;Totale afzet;07 Metaalertsen;2007 juli;;;
1619;Totale afzet;07 Metaalertsen;2007 augustus;;;
1620;Totale afzet;07 Metaalertsen;2007 september;;;
1621;Totale afzet;07 Metaalertsen;2007 oktober;;;
1622;Totale afzet;07 Metaalertsen;2007 november;;;
1623;Totale afzet;07 Metaalertsen;2007 december;;;
1624;Totale afzet;07 Metaalertsen;2007;;;
1625;Totale afzet;07 Metaalertsen;2008 januari;;;
1626;Totale afzet;07 Metaalertsen;2008 februari;;;
1627;Totale afzet;07 Metaalertsen;2008 maart;;;
1628;Totale afzet;07 Metaalertsen;2008 april;;;
1629;Totale afzet;07 Metaalertsen;2008 mei;;;
1630;Totale afzet;07 Metaalertsen;2008 juni;;;
1631;Totale afzet;07 Metaalertsen;2008 juli;;;
1632;Totale afzet;07 Metaalertsen;2008 augustus;;;
1633;Totale afzet;07 Metaalertsen;2008 september;;;
1634;Totale afzet;07 Metaalertsen;2008 oktober;;;
1635;Totale afzet;07 Metaalertsen;2008 november;;;
1636;Totale afzet;07 Metaalertsen;2008 december;;;
1637;Totale afzet;07 Metaalertsen;2008;;;
1638;Totale afzet;07 Metaalertsen;2009 januari;;;
1639;Totale afzet;07 Metaalertsen;2009 februari;;;
1640;Totale afzet;07 Metaalertsen;2009 maart;;;
1641;Totale afzet;07 Metaalertsen;2009 april;;;
1642;Totale afzet;07 Metaalertsen;2009 mei;;;
1643;Totale afzet;07 Metaalertsen;2009 juni;;;
1644;Totale afzet;07 Metaalertsen;2009 juli;;;
1645;Totale afzet;07 Metaalertsen;2009 augustus;;;
1646;Totale afzet;07 Metaalertsen;2009 september;;;
1647;Totale afzet;07 Metaalertsen;2009 oktober;;;
1648;Totale afzet;07 Metaalertsen;2009 november;;;
1649;Totale afzet;07 Metaalertsen;2009 december;;;
1650;Totale afzet;07 Metaalertsen;2009;;;
1651;Totale afzet;07 Metaalertsen;2010 januari;;;
1652;Totale afzet;07 Metaalertsen;2010 februari;;;
1653;Totale afzet;07 Metaalertsen;2010 maart;;;
1654;Totale afzet;07 Metaalertsen;2010 april;;;
1655;Totale afzet;07 Metaalertsen;2010 mei;;;
1656;Totale afzet;07 Metaalertsen;2010 juni;;;
1657;Totale afzet;07 Metaalertsen;2010 juli;;;
1658;Totale afzet;07 Metaalertsen;2010 augustus;;;
1659;Totale afzet;07 Metaalertsen;2010 september;;;
1660;Totale afzet;07 Metaalertsen;2010 oktober;;;
1661;Totale afzet;07 Metaalertsen;2010 november;;;
1662;Totale afzet;07 Metaalertsen;2010 december;;;
1663;Totale afzet;07 Metaalertsen;2010;;;
1664;Totale afzet;07 Metaalertsen;2011 januari;;;
1665;Totale afzet;07 Metaalertsen;2011 februari;;;
1666;Totale afzet;07 Metaalertsen;2011 maart;;;
1667;Totale afzet;07 Metaalertsen;2011 april;;;
1668;Totale afzet;07 Metaalertsen;2011 mei;;;
1669;Totale afzet;07 Metaalertsen;2011 juni;;;
1670;Totale afzet;07 Metaalertsen;2011 juli;;;
1671;Totale afzet;07 Metaalertsen;2011 augustus;;;
1672;Totale afzet;07 Metaalertsen;2011 september;;;
1673;Totale afzet;07 Metaalertsen;2011 oktober;;;
1674;Totale afzet;07 Metaalertsen;2011 november;;;
1675;Totale afzet;07 Metaalertsen;2011 december;;;
1676;Totale afzet;07 Metaalertsen;2011;;;
1677;Totale afzet;07 Metaalertsen;2012 januari;;;
1678;Totale afzet;07 Metaalertsen;2012 februari;;;
1679;Totale afzet;07 Metaalertsen;2012 maart;;;
1680;Totale afzet;07 Metaalertsen;2012 april;;;
1681;Totale afzet;07 Metaalertsen;2012 mei;;;
1682;Totale afzet;07 Metaalertsen;2012 juni;;;
1683;Totale afzet;07 Metaalertsen;2012 juli;;;
1684;Totale afzet;07 Metaalertsen;2012 augustus;;;
1685;Totale afzet;07 Metaalertsen;2012 september;;;
1686;Totale afzet;07 Metaalertsen;2012 oktober;;;
1687;Totale afzet;07 Metaalertsen;2012 november;;;
1688;Totale afzet;07 Metaalertsen;2012 december;;;
1689;Totale afzet;07 Metaalertsen;2012;;;
1690;Totale afzet;071 IJzererts;2000 januari;;;
1691;Totale afzet;071 IJzererts;2000 februari;;;
1692;Totale afzet;071 IJzererts;2000 maart;;;
1693;Totale afzet;071 IJzererts;2000 april;;;
1694;Totale afzet;071 IJzererts;2000 mei;;;
1695;Totale afzet;071 IJzererts;2000 juni;;;
1696;Totale afzet;071 IJzererts;2000 juli;;;
1697;Totale afzet;071 IJzererts;2000 augustus;;;
1698;Totale afzet;071 IJzererts;2000 september;;;
1699;Totale afzet;071 IJzererts;2000 oktober;;;
1700;Totale afzet;071 IJzererts;2000 november;;;
1701;Totale afzet;071 IJzererts;2000 december;;;
1702;Totale afzet;071 IJzererts;2000;;;
1703;Totale afzet;071 IJzererts;2001 januari;;;
1704;Totale afzet;071 IJzererts;2001 februari;;;
1705;Totale afzet;071 IJzererts;2001 maart;;;
1706;Totale afzet;071 IJzererts;2001 april;;;
1707;Totale afzet;071 IJzererts;2001 mei;;;
1708;Totale afzet;071 IJzererts;2001 juni;;;
1709;Totale afzet;071 IJzererts;2001 juli;;;
1710;Totale afzet;071 IJzererts;2001 augustus;;;
1711;Totale afzet;071 IJzererts;2001 september;;;
1712;Totale afzet;071 IJzererts;2001 oktober;;;
1713;Totale afzet;071 IJzererts;2001 november;;;
1714;Totale afzet;071 IJzererts;2001 december;;;
1715;Totale afzet;071 IJzererts;2001;;;
1716;Totale afzet;071 IJzererts;2002 januari;;;
1717;Totale afzet;071 IJzererts;2002 februari;;;
1718;Totale afzet;071 IJzererts;2002 maart;;;
1719;Totale afzet;071 IJzererts;2002 april;;;
1720;Totale afzet;071 IJzererts;2002 mei;;;
1721;Totale afzet;071 IJzererts;2002 juni;;;
1722;Totale afzet;071 IJzererts;2002 juli;;;
1723;Totale afzet;071 IJzererts;2002 augustus;;;
1724;Totale afzet;071 IJzererts;2002 september;;;
1725;Totale afzet;071 IJzererts;2002 oktober;;;
1726;Totale afzet;071 IJzererts;2002 november;;;
1727;Totale afzet;071 IJzererts;2002 december;;;
1728;Totale afzet;071 IJzererts;2002;;;
1729;Totale afzet;071 IJzererts;2003 januari;;;
1730;Totale afzet;071 IJzererts;2003 februari;;;
1731;Totale afzet;071 IJzererts;2003 maart;;;
1732;Totale afzet;071 IJzererts;2003 april;;;
1733;Totale afzet;071 IJzererts;2003 mei;;;
1734;Totale afzet;071 IJzererts;2003 juni;;;
1735;Totale afzet;071 IJzererts;2003 juli;;;
1736;Totale afzet;071 IJzererts;2003 augustus;;;
1737;Totale afzet;071 IJzererts;2003 september;;;
1738;Totale afzet;071 IJzererts;2003 oktober;;;
1739;Totale afzet;071 IJzererts;2003 november;;;
1740;Totale afzet;071 IJzererts;2003 december;;;
1741;Totale afzet;071 IJzererts;2003;;;
1742;Totale afzet;071 IJzererts;2004 januari;;;
1743;Totale afzet;071 IJzererts;2004 februari;;;
1744;Totale afzet;071 IJzererts;2004 maart;;;
1745;Totale afzet;071 IJzererts;2004 april;;;
1746;Totale afzet;071 IJzererts;2004 mei;;;
1747;Totale afzet;071 IJzererts;2004 juni;;;
1748;Totale afzet;071 IJzererts;2004 juli;;;
1749;Totale afzet;071 IJzererts;2004 augustus;;;
1750;Totale afzet;071 IJzererts;2004 september;;;
1751;Totale afzet;071 IJzererts;2004 oktober;;;
1752;Totale afzet;071 IJzererts;2004 november;;;
1753;Totale afzet;071 IJzererts;2004 december;;;
1754;Totale afzet;071 IJzererts;2004;;;
1755;Totale afzet;071 IJzererts;2005 januari;;;
1756;Totale afzet;071 IJzererts;2005 februari;;;
1757;Totale afzet;071 IJzererts;2005 maart;;;
1758;Totale afzet;071 IJzererts;2005 april;;;
1759;Totale afzet;071 IJzererts;2005 mei;;;
1760;Totale afzet;071 IJzererts;2005 juni;;;
1761;Totale afzet;071 IJzererts;2005 juli;;;
1762;Totale afzet;071 IJzererts;2005 augustus;;;
1763;Totale afzet;071 IJzererts;2005 september;;;
1764;Totale afzet;071 IJzererts;2005 oktober;;;
1765;Totale afzet;071 IJzererts;2005 november;;;
1766;Totale afzet;071 IJzererts;2005 december;;;
1767;Totale afzet;071 IJzererts;2005;;;
1768;Totale afzet;071 IJzererts;2006 januari;;;
1769;Totale afzet;071 IJzererts;2006 februari;;;
1770;Totale afzet;071 IJzererts;2006 maart;;;
1771;Totale afzet;071 IJzererts;2006 april;;;
1772;Totale afzet;071 IJzererts;2006 mei;;;
1773;Totale afzet;071 IJzererts;2006 juni;;;
1774;Totale afzet;071 IJzererts;2006 juli;;;
1775;Totale afzet;071 IJzererts;2006 augustus;;;
1776;Totale afzet;071 IJzererts;2006 september;;;
1777;Totale afzet;071 IJzererts;2006 oktober;;;
1778;Totale afzet;071 IJzererts;2006 november;;;
1779;Totale afzet;071 IJzererts;2006 december;;;
1780;Totale afzet;071 IJzererts;2006;;;
1781;Totale afzet;071 IJzererts;2007 januari;;;
1782;Totale afzet;071 IJzererts;2007 februari;;;
1783;Totale afzet;071 IJzererts;2007 maart;;;
1784;Totale afzet;071 IJzererts;2007 april;;;
1785;Totale afzet;071 IJzererts;2007 mei;;;
1786;Totale afzet;071 IJzererts;2007 juni;;;
1787;Totale afzet;071 IJzererts;2007 juli;;;
1788;Totale afzet;071 IJzererts;2007 augustus;;;
1789;Totale afzet;071 IJzererts;2007 september;;;
1790;Totale afzet;071 IJzererts;2007 oktober;;;
1791;Totale afzet;071 IJzererts;2007 november;;;
1792;Totale afzet;071 IJzererts;2007 december;;;
1793;Totale afzet;071 IJzererts;2007;;;
1794;Totale afzet;071 IJzererts;2008 januari;;;
1795;Totale afzet;071 IJzererts;2008 februari;;;
1796;Totale afzet;071 IJzererts;2008 maart;;;
1797;Totale afzet;071 IJzererts;2008 april;;;
1798;Totale afzet;071 IJzererts;2008 mei;;;
1799;Totale afzet;071 IJzererts;2008 juni;;;
1800;Totale afzet;071 IJzererts;2008 juli;;;
1801;Totale afzet;071 IJzererts;2008 augustus;;;
1802;Totale afzet;071 IJzererts;2008 september;;;
1803;Totale afzet;071 IJzererts;2008 oktober;;;
1804;Totale afzet;071 IJzererts;2008 november;;;
1805;Totale afzet;071 IJzererts;2008 december;;;
1806;Totale afzet;071 IJzererts;2008;;;
1807;Totale afzet;071 IJzererts;2009 januari;;;
1808;Totale afzet;071 IJzererts;2009 februari;;;
1809;Totale afzet;071 IJzererts;2009 maart;;;
1810;Totale afzet;071 IJzererts;2009 april;;;
1811;Totale afzet;071 IJzererts;2009 mei;;;
1812;Totale afzet;071 IJzererts;2009 juni;;;
1813;Totale afzet;071 IJzererts;2009 juli;;;
1814;Totale afzet;071 IJzererts;2009 augustus;;;
1815;Totale afzet;071 IJzererts;2009 september;;;
1816;Totale afzet;071 IJzererts;2009 oktober;;;
1817;Totale afzet;071 IJzererts;2009 november;;;
1818;Totale afzet;071 IJzererts;2009 december;;;
1819;Totale afzet;071 IJzererts;2009;;;
1820;Totale afzet;071 IJzererts;2010 januari;;;
1821;Totale afzet;071 IJzererts;2010 februari;;;
1822;Totale afzet;071 IJzererts;2010 maart;;;
1823;Totale afzet;071 IJzererts;2010 april;;;
1824;Totale afzet;071 IJzererts;2010 mei;;;
1825;Totale afzet;071 IJzererts;2010 juni;;;
1826;Totale afzet;071 IJzererts;2010 juli;;;
1827;Totale afzet;071 IJzererts;2010 augustus;;;
1828;Totale afzet;071 IJzererts;2010 september;;;
1829;Totale afzet;071 IJzererts;2010 oktober;;;
1830;Totale afzet;071 IJzererts;2010 november;;;
1831;Totale afzet;071 IJzererts;2010 december;;;
1832;Totale afzet;071 IJzererts;2010;;;
1833;Totale afzet;071 IJzererts;2011 januari;;;
1834;Totale afzet;071 IJzererts;2011 februari;;;
1835;Totale afzet;071 IJzererts;2011 maart;;;
1836;Totale afzet;071 IJzererts;2011 april;;;
1837;Totale afzet;071 IJzererts;2011 mei;;;
1838;Totale afzet;071 IJzererts;2011 juni;;;
1839;Totale afzet;071 IJzererts;2011 juli;;;
1840;Totale afzet;071 IJzererts;2011 augustus;;;
1841;Totale afzet;071 IJzererts;2011 september;;;
1842;Totale afzet;071 IJzererts;2011 oktober;;;
1843;Totale afzet;071 IJzererts;2011 november;;;
1844;Totale afzet;071 IJzererts;2011 december;;;
1845;Totale afzet;071 IJzererts;2011;;;
1846;Totale afzet;071 IJzererts;2012 januari;;;
1847;Totale afzet;071 IJzererts;2012 februari;;;
1848;Totale afzet;071 IJzererts;2012 maart;;;
1849;Totale afzet;071 IJzererts;2012 april;;;
1850;Totale afzet;071 IJzererts;2012 mei;;;
1851;Totale afzet;071 IJzererts;2012 juni;;;
1852;Totale afzet;071 IJzererts;2012 juli;;;
1853;Totale afzet;071 IJzererts;2012 augustus;;;
1854;Totale afzet;071 IJzererts;2012 september;;;
1855;Totale afzet;071 IJzererts;2012 oktober;;;
1856;Totale afzet;071 IJzererts;2012 november;;;
1857;Totale afzet;071 IJzererts;2012 december;;;
1858;Totale afzet;071 IJzererts;2012;;;
1859;Totale afzet;072 Non-ferrometaalertsen;2000 januari;;;
1860;Totale afzet;072 Non-ferrometaalertsen;2000 februari;;;
1861;Totale afzet;072 Non-ferrometaalertsen;2000 maart;;;
1862;Totale afzet;072 Non-ferrometaalertsen;2000 april;;;
1863;Totale afzet;072 Non-ferrometaalertsen;2000 mei;;;
1864;Totale afzet;072 Non-ferrometaalertsen;2000 juni;;;
1865;Totale afzet;072 Non-ferrometaalertsen;2000 juli;;;
1866;Totale afzet;072 Non-ferrometaalertsen;2000 augustus;;;
1867;Totale afzet;072 Non-ferrometaalertsen;2000 september;;;
1868;Totale afzet;072 Non-ferrometaalertsen;2000 oktober;;;
1869;Totale afzet;072 Non-ferrometaalertsen;2000 november;;;
1870;Totale afzet;072 Non-ferrometaalertsen;2000 december;;;
1871;Totale afzet;072 Non-ferrometaalertsen;2000;;;
1872;Totale afzet;072 Non-ferrometaalertsen;2001 januari;;;
1873;Totale afzet;072 Non-ferrometaalertsen;2001 februari;;;
1874;Totale afzet;072 Non-ferrometaalertsen;2001 maart;;;
1875;Totale afzet;072 Non-ferrometaalertsen;2001 april;;;
1876;Totale afzet;072 Non-ferrometaalertsen;2001 mei;;;
1877;Totale afzet;072 Non-ferrometaalertsen;2001 juni;;;
1878;Totale afzet;072 Non-ferrometaalertsen;2001 juli;;;
1879;Totale afzet;072 Non-ferrometaalertsen;2001 augustus;;;
1880;Totale afzet;072 Non-ferrometaalertsen;2001 september;;;
1881;Totale afzet;072 Non-ferrometaalertsen;2001 oktober;;;
1882;Totale afzet;072 Non-ferrometaalertsen;2001 november;;;
1883;Totale afzet;072 Non-ferrometaalertsen;2001 december;;;
1884;Totale afzet;072 Non-ferrometaalertsen;2001;;;
1885;Totale afzet;072 Non-ferrometaalertsen;2002 januari;;;
1886;Totale afzet;072 Non-ferrometaalertsen;2002 februari;;;
1887;Totale afzet;072 Non-ferrometaalertsen;2002 maart;;;
1888;Totale afzet;072 Non-ferrometaalertsen;2002 april;;;
1889;Totale afzet;072 Non-ferrometaalertsen;2002 mei;;;
1890;Totale afzet;072 Non-ferrometaalertsen;2002 juni;;;
1891;Totale afzet;072 Non-ferrometaalertsen;2002 juli;;;
1892;Totale afzet;072 Non-ferrometaalertsen;2002 augustus;;;
1893;Totale afzet;072 Non-ferrometaalertsen;2002 september;;;
1894;Totale afzet;072 Non-ferrometaalertsen;2002 oktober;;;
1895;Totale afzet;072 Non-ferrometaalertsen;2002 november;;;
1896;Totale afzet;072 Non-ferrometaalertsen;2002 december;;;
1897;Totale afzet;072 Non-ferrometaalertsen;2002;;;
1898;Totale afzet;072 Non-ferrometaalertsen;2003 januari;;;
1899;Totale afzet;072 Non-ferrometaalertsen;2003 februari;;;
1900;Totale afzet;072 Non-ferrometaalertsen;2003 maart;;;
1901;Totale afzet;072 Non-ferrometaalertsen;2003 april;;;
1902;Totale afzet;072 Non-ferrometaalertsen;2003 mei;;;
1903;Totale afzet;072 Non-ferrometaalertsen;2003 juni;;;
1904;Totale afzet;072 Non-ferrometaalertsen;2003 juli;;;
1905;Totale afzet;072 Non-ferrometaalertsen;2003 augustus;;;
1906;Totale afzet;072 Non-ferrometaalertsen;2003 september;;;
1907;Totale afzet;072 Non-ferrometaalertsen;2003 oktober;;;
1908;Totale afzet;072 Non-ferrometaalertsen;2003 november;;;
1909;Totale afzet;072 Non-ferrometaalertsen;2003 december;;;
1910;Totale afzet;072 Non-ferrometaalertsen;2003;;;
1911;Totale afzet;072 Non-ferrometaalertsen;2004 januari;;;
1912;Totale afzet;072 Non-ferrometaalertsen;2004 februari;;;
1913;Totale afzet;072 Non-ferrometaalertsen;2004 maart;;;
1914;Totale afzet;072 Non-ferrometaalertsen;2004 april;;;
1915;Totale afzet;072 Non-ferrometaalertsen;2004 mei;;;
1916;Totale afzet;072 Non-ferrometaalertsen;2004 juni;;;
1917;Totale afzet;072 Non-ferrometaalertsen;2004 juli;;;
1918;Totale afzet;072 Non-ferrometaalertsen;2004 augustus;;;
1919;Totale afzet;072 Non-ferrometaalertsen;2004 september;;;
1920;Totale afzet;072 Non-ferrometaalertsen;2004 oktober;;;
1921;Totale afzet;072 Non-ferrometaalertsen;2004 november;;;
1922;Totale afzet;072 Non-ferrometaalertsen;2004 december;;;
1923;Totale afzet;072 Non-ferrometaalertsen;2004;;;
1924;Totale afzet;072 Non-ferrometaalertsen;2005 januari;;;
1925;Totale afzet;072 Non-ferrometaalertsen;2005 februari;;;
1926;Totale afzet;072 Non-ferrometaalertsen;2005 maart;;;
1927;Totale afzet;072 Non-ferrometaalertsen;2005 april;;;
1928;Totale afzet;072 Non-ferrometaalertsen;2005 mei;;;
1929;Totale afzet;072 Non-ferrometaalertsen;2005 juni;;;
1930;Totale afzet;072 Non-ferrometaalertsen;2005 juli;;;
1931;Totale afzet;072 Non-ferrometaalertsen;2005 augustus;;;
1932;Totale afzet;072 Non-ferrometaalertsen;2005 september;;;
1933;Totale afzet;072 Non-ferrometaalertsen;2005 oktober;;;
1934;Totale afzet;072 Non-ferrometaalertsen;2005 november;;;
1935;Totale afzet;072 Non-ferrometaalertsen;2005 december;;;
1936;Totale afzet;072 Non-ferrometaalertsen;2005;;;
1937;Totale afzet;072 Non-ferrometaalertsen;2006 januari;;;
1938;Totale afzet;072 Non-ferrometaalertsen;2006 februari;;;
1939;Totale afzet;072 Non-ferrometaalertsen;2006 maart;;;
1940;Totale afzet;072 Non-ferrometaalertsen;2006 april;;;
1941;Totale afzet;072 Non-ferrometaalertsen;2006 mei;;;
1942;Totale afzet;072 Non-ferrometaalertsen;2006 juni;;;
1943;Totale afzet;072 Non-ferrometaalertsen;2006 juli;;;
1944;Totale afzet;072 Non-ferrometaalertsen;2006 augustus;;;
1945;Totale afzet;072 Non-ferrometaalertsen;2006 september;;;
1946;Totale afzet;072 Non-ferrometaalertsen;2006 oktober;;;
1947;Totale afzet;072 Non-ferrometaalertsen;2006 november;;;
1948;Totale afzet;072 Non-ferrometaalertsen;2006 december;;;
1949;Totale afzet;072 Non-ferrometaalertsen;2006;;;
1950;Totale afzet;072 Non-ferrometaalertsen;2007 januari;;;
1951;Totale afzet;072 Non-ferrometaalertsen;2007 februari;;;
1952;Totale afzet;072 Non-ferrometaalertsen;2007 maart;;;
1953;Totale afzet;072 Non-ferrometaalertsen;2007 april;;;
1954;Totale afzet;072 Non-ferrometaalertsen;2007 mei;;;
1955;Totale afzet;072 Non-ferrometaalertsen;2007 juni;;;
1956;Totale afzet;072 Non-ferrometaalertsen;2007 juli;;;
1957;Totale afzet;072 Non-ferrometaalertsen;2007 augustus;;;
1958;Totale afzet;072 Non-ferrometaalertsen;2007 september;;;
1959;Totale afzet;072 Non-ferrometaalertsen;2007 oktober;;;
1960;Totale afzet;072 Non-ferrometaalertsen;2007 november;;;
1961;Totale afzet;072 Non-ferrometaalertsen;2007 december;;;
1962;Totale afzet;072 Non-ferrometaalertsen;2007;;;
1963;Totale afzet;072 Non-ferrometaalertsen;2008 januari;;;
1964;Totale afzet;072 Non-ferrometaalertsen;2008 februari;;;
1965;Totale afzet;072 Non-ferrometaalertsen;2008 maart;;;
1966;Totale afzet;072 Non-ferrometaalertsen;2008 april;;;
1967;Totale afzet;072 Non-ferrometaalertsen;2008 mei;;;
1968;Totale afzet;072 Non-ferrometaalertsen;2008 juni;;;
1969;Totale afzet;072 Non-ferrometaalertsen;2008 juli;;;
1970;Totale afzet;072 Non-ferrometaalertsen;2008 augustus;;;
1971;Totale afzet;072 Non-ferrometaalertsen;2008 september;;;
1972;Totale afzet;072 Non-ferrometaalertsen;2008 oktober;;;
1973;Totale afzet;072 Non-ferrometaalertsen;2008 november;;;
1974;Totale afzet;072 Non-ferrometaalertsen;2008 december;;;
1975;Totale afzet;072 Non-ferrometaalertsen;2008;;;
1976;Totale afzet;072 Non-ferrometaalertsen;2009 januari;;;
1977;Totale afzet;072 Non-ferrometaalertsen;2009 februari;;;
1978;Totale afzet;072 Non-ferrometaalertsen;2009 maart;;;
1979;Totale afzet;072 Non-ferrometaalertsen;2009 april;;;
1980;Totale afzet;072 Non-ferrometaalertsen;2009 mei;;;
1981;Totale afzet;072 Non-ferrometaalertsen;2009 juni;;;
1982;Totale afzet;072 Non-ferrometaalertsen;2009 juli;;;
1983;Totale afzet;072 Non-ferrometaalertsen;2009 augustus;;;
1984;Totale afzet;072 Non-ferrometaalertsen;2009 september;;;
1985;Totale afzet;072 Non-ferrometaalertsen;2009 oktober;;;
1986;Totale afzet;072 Non-ferrometaalertsen;2009 november;;;
1987;Totale afzet;072 Non-ferrometaalertsen;2009 december;;;
1988;Totale afzet;072 Non-ferrometaalertsen;2009;;;
1989;Totale afzet;072 Non-ferrometaalertsen;2010 januari;;;
1990;Totale afzet;072 Non-ferrometaalertsen;2010 februari;;;
1991;Totale afzet;072 Non-ferrometaalertsen;2010 maart;;;
1992;Totale afzet;072 Non-ferrometaalertsen;2010 april;;;
1993;Totale afzet;072 Non-ferrometaalertsen;2010 mei;;;
1994;Totale afzet;072 Non-ferrometaalertsen;2010 juni;;;
1995;Totale afzet;072 Non-ferrometaalertsen;2010 juli;;;
1996;Totale afzet;072 Non-ferrometaalertsen;2010 augustus;;;
1997;Totale afzet;072 Non-ferrometaalertsen;2010 september;;;
1998;Totale afzet;072 Non-ferrometaalertsen;2010 oktober;;;
1999;Totale afzet;072 Non-ferrometaalertsen;2010 november;;;
2000;Totale afzet;072 Non-ferrometaalertsen;2010 december;;;
2001;Totale afzet;072 Non-ferrometaalertsen;2010;;;
2002;Totale afzet;072 Non-ferrometaalertsen;2011 januari;;;
2003;Totale afzet;072 Non-ferrometaalertsen;2011 februari;;;
2004;Totale afzet;072 Non-ferrometaalertsen;2011 maart;;;
2005;Totale afzet;072 Non-ferrometaalertsen;2011 april;;;
2006;Totale afzet;072 Non-ferrometaalertsen;2011 mei;;;
2007;Totale afzet;072 Non-ferrometaalertsen;2011 juni;;;
2008;Totale afzet;072 Non-ferrometaalertsen;2011 juli;;;
2009;Totale afzet;072 Non-ferrometaalertsen;2011 augustus;;;
2010;Totale afzet;072 Non-ferrometaalertsen;2011 september;;;
2011;Totale afzet;072 Non-ferrometaalertsen;2011 oktober;;;
2012;Totale afzet;072 Non-ferrometaalertsen;2011 november;;;
2013;Totale afzet;072 Non-ferrometaalertsen;2011 december;;;
2014;Totale afzet;072 Non-ferrometaalertsen;2011;;;
2015;Totale afzet;072 Non-ferrometaalertsen;2012 januari;;;
2016;Totale afzet;072 Non-ferrometaalertsen;2012 februari;;;
2017;Totale afzet;072 Non-ferrometaalertsen;2012 maart;;;
2018;Totale afzet;072 Non-ferrometaalertsen;2012 april;;;
2019;Totale afzet;072 Non-ferrometaalertsen;2012 mei;;;
2020;Totale afzet;072 Non-ferrometaalertsen;2012 juni;;;
2021;Totale afzet;072 Non-ferrometaalertsen;2012 juli;;;
2022;Totale afzet;072 Non-ferrometaalertsen;2012 augustus;;;
2023;Totale afzet;072 Non-ferrometaalertsen;2012 september;;;
2024;Totale afzet;072 Non-ferrometaalertsen;2012 oktober;;;
2025;Totale afzet;072 Non-ferrometaalertsen;2012 november;;;
2026;Totale afzet;072 Non-ferrometaalertsen;2012 december;;;
2027;Totale afzet;072 Non-ferrometaalertsen;2012;;;
2028;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 januari;;;
2029;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 februari;;;
2030;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 maart;;;
2031;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 april;;;
2032;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 mei;;;
2033;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 juni;;;
2034;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 juli;;;
2035;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 augustus;;;
2036;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 september;;;
2037;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 oktober;;;
2038;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 november;;;
2039;Totale afzet;0729  Andere non-ferrometaalertsen..;2000 december;;;
