ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
2515;Wijk 05 Groenekan;De Bilt                                 ;Wijk      ;WK031005  ;904;35;10;24;0;69;40;0;13;0;16;1;0;0;1;0;0;0;39;13;24;0;0;2;598;1;597;133;127;1;5;30;0;0;0;0;0;1;0;0;29;0;0;0;0;0
2516;Groenekan;De Bilt                                 ;Buurt     ;BU03100500;760;29;7;22;0;65;40;0;10;0;16;1;0;0;1;0;0;0;28;13;14;0;0;2;502;1;500;123;121;1;0;12;0;0;0;0;0;1;0;0;11;0;0;0;0;0
2517;Blauwkapel;De Bilt                                 ;Buurt     ;BU03100501;143;6;3;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;96;0;96;10;5;0;5;18;0;0;0;0;0;0;0;0;18;0;0;0;0;0
2518;Wijk 06 Achttienhoven-Westbroek;De Bilt                                 ;Wijk      ;WK031006  ;1540;12;0;12;0;33;18;0;1;0;14;1;0;0;1;0;0;0;7;4;2;0;0;1;1245;3;1242;187;85;2;100;56;0;0;0;0;0;0;0;0;56;0;0;0;0;0
2519;Achttienhoven-Westbroek;De Bilt                                 ;Buurt     ;BU03100600;1540;12;0;12;0;33;18;0;1;0;14;1;0;0;1;0;0;0;7;4;2;0;0;1;1245;3;1242;187;85;2;100;56;0;0;0;0;0;0;0;0;56;0;0;0;0;0
2520;Binnenmaas;Binnenmaas                              ;Gemeente  ;GM0585    ;7557;298;19;280;0;759;495;13;54;8;188;86;0;0;8;0;64;13;163;59;56;16;19;13;5336;46;5290;282;134;0;148;634;0;0;356;0;0;0;0;0;278;0;0;0;0;0
2521;Wijk 00 Heinenoord;Binnenmaas                              ;Wijk      ;WK058500  ;1617;80;0;80;0;125;62;4;0;0;59;31;0;0;1;0;28;2;15;6;6;1;0;2;1021;16;1005;154;91;0;64;190;0;0;171;0;0;0;0;0;19;0;0;0;0;0
2522;Heinenoord;Binnenmaas                              ;Buurt     ;BU05850000;43;2;0;2;0;13;13;0;0;0;0;0;0;0;0;0;0;0;5;2;3;0;0;0;21;1;20;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2523;Goidschalxoord;Binnenmaas                              ;Buurt     ;BU05850001;35;4;0;4;0;8;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;23;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2524;Blaak;Binnenmaas                              ;Buurt     ;BU05850002;71;7;0;7;0;16;9;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;49;5;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2525;Uitbreiding Dorp Heinenoord;Binnenmaas                              ;Buurt     ;BU05850003;32;1;0;1;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2526;Uitbreiding Dorp na 1971;Binnenmaas                              ;Buurt     ;BU05850004;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2527;Verspreide huizen Heinenoord;Binnenmaas                              ;Buurt     ;BU05850009;1424;67;0;67;0;59;4;4;0;0;51;30;0;0;0;0;28;2;10;4;3;1;0;2;916;10;905;154;91;0;64;188;0;0;171;0;0;0;0;0;17;0;0;0;0;0
2528;Wijk 01 Mijnsheerenland;Binnenmaas                              ;Wijk      ;WK058501  ;1596;61;0;61;0;104;90;1;2;0;10;4;0;0;1;0;3;0;60;17;14;7;19;3;1301;13;1289;6;0;0;6;61;0;0;0;0;0;0;0;0;61;0;0;0;0;0
2529;Mijnsheerenland;Binnenmaas                              ;Buurt     ;BU05850100;102;2;0;2;0;52;52;0;0;0;0;3;0;0;1;0;2;0;10;8;3;0;0;0;22;0;22;0;0;0;0;14;0;0;0;0;0;0;0;0;14;0;0;0;0;0
2530;Westdijk;Binnenmaas                              ;Buurt     ;BU05850101;93;7;0;7;0;4;4;0;0;0;0;0;0;0;0;0;0;0;5;1;0;5;0;0;76;2;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2531;Stougjesdijk (gedeeltelijk);Binnenmaas                              ;Buurt     ;BU05850102;70;2;0;2;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;62;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2532;Blaaksedijk (gedeeltelijk);Binnenmaas                              ;Buurt     ;BU05850103;118;6;0;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;110;2;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2533;Uitbreiding Dorp;Binnenmaas                              ;Buurt     ;BU05850104;58;1;0;1;0;32;32;0;0;0;0;0;0;0;0;0;0;0;8;5;3;0;0;0;2;0;2;0;0;0;0;14;0;0;0;0;0;0;0;0;14;0;0;0;0;0
2534;Verspr.h. Westmaas-Nieuwlandse polder;Binnenmaas                              ;Buurt     ;BU05850108;353;9;0;9;0;2;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;1;0;3;324;3;321;6;0;0;6;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2535;Verspreide huizen Moerkerken;Binnenmaas                              ;Buurt     ;BU05850109;803;34;0;34;0;7;3;0;0;0;4;1;0;0;0;0;1;0;31;4;9;1;19;0;705;6;699;0;0;0;0;25;0;0;0;0;0;0;0;0;25;0;0;0;0;0
2536;Wijk 02 Westmaas;Binnenmaas                              ;Wijk      ;WK058502  ;733;26;0;26;0;54;38;0;1;0;15;1;0;0;1;0;0;0;9;4;4;0;0;0;582;4;578;5;0;0;5;56;0;0;0;0;0;0;0;0;56;0;0;0;0;0
2537;Westmaas;Binnenmaas                              ;Buurt     ;BU05850200;72;3;0;3;0;34;32;0;0;0;2;1;0;0;1;0;0;0;2;0;2;0;0;0;32;0;32;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2538;Greup;Binnenmaas                              ;Buurt     ;BU05850201;175;13;0;13;0;6;0;0;0;0;6;0;0;0;0;0;0;0;2;0;2;0;0;0;152;0;152;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2539;Grote Riethure;Binnenmaas                              ;Buurt     ;BU05850202;11;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0
2540;Verspreide huizen polder Munnikenland;Binnenmaas                              ;Buurt     ;BU05850208;211;3;0;3;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;161;0;161;3;0;0;3;43;0;0;0;0;0;0;0;0;43;0;0;0;0;0
2541;Verspreide huizen in het Westen;Binnenmaas                              ;Buurt     ;BU05850209;264;7;0;7;0;9;2;0;1;0;6;0;0;0;0;0;0;0;5;4;1;0;0;0;237;4;233;3;0;0;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2542;Wijk 03 Maasdam;Binnenmaas                              ;Wijk      ;WK058503  ;1025;36;0;36;0;85;65;1;3;0;16;5;0;0;2;0;3;0;34;12;22;1;0;0;777;5;772;10;5;0;5;78;0;0;0;0;0;0;0;0;78;0;0;0;0;0
2543;Maasdam;Binnenmaas                              ;Buurt     ;BU05850300;49;5;0;5;0;14;13;1;1;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;8;0;8;0;0;0;0;19;0;0;0;0;0;0;0;0;19;0;0;0;0;0
2544;Cillaarshoek (gedeeltelijk);Binnenmaas                              ;Buurt     ;BU05850301;17;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2545;Sint Anthoniepolder;Binnenmaas                              ;Buurt     ;BU05850302;94;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;59;1;0;0;1;29;0;0;0;0;0;0;0;0;29;0;0;0;0;0
2546;Maasdam nieuwbouw;Binnenmaas                              ;Buurt     ;BU05850303;57;5;0;5;0;35;33;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;12;1;11;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2547;Bungalow plan;Binnenmaas                              ;Buurt     ;BU05850304;28;1;0;1;0;12;11;0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;5;0;5;1;1;0;0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0
2548;Bedrijfsterreinen;Binnenmaas                              ;Buurt     ;BU05850307;11;0;0;0;0;9;0;0;0;0;9;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2549;Verspreide huizen Maasdam;Binnenmaas                              ;Buurt     ;BU05850309;769;19;0;19;0;13;7;1;2;0;3;3;0;0;1;0;1;0;26;7;18;1;0;0;679;4;675;8;4;0;4;21;0;0;0;0;0;0;0;0;21;0;0;0;0;0
2550;Wijk 04 Puttershoek;Binnenmaas                              ;Wijk      ;WK058504  ;518;19;1;18;0;175;109;2;45;2;17;22;0;0;1;0;20;1;10;10;0;0;0;0;176;0;176;59;13;0;46;57;0;0;43;0;0;0;0;0;14;0;0;0;0;0
2551;Bebouwde Kom, oud gedeelte;Binnenmaas                              ;Buurt     ;BU05850400;70;6;0;6;0;22;21;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;25;0;25;0;0;0;0;15;0;0;11;0;0;0;0;0;4;0;0;0;0;0
2552;Rustenburgstraat (gedeeltelijk);Binnenmaas                              ;Buurt     ;BU05850401;20;1;0;1;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2553;Bebouwde Kom Plan Dorp;Binnenmaas                              ;Buurt     ;BU05850402;75;2;0;2;0;68;62;2;0;0;4;2;0;0;0;0;2;0;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2554;Bebouwde Kom Plan Oudeland;Binnenmaas                              ;Buurt     ;BU05850403;16;0;0;0;0;12;8;0;0;2;1;0;0;0;0;0;0;0;3;3;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2555;Plan De Grienden;Binnenmaas                              ;Buurt     ;BU05850405;26;1;0;1;0;14;14;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;7;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2556;Plan Zijdewinde;Binnenmaas                              ;Buurt     ;BU05850406;11;1;0;1;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;7;0;0;4;0;0;0;0;0;3;0;0;0;0;0
2557;Verspreide huizen in het Zuidoosten;Binnenmaas                              ;Buurt     ;BU05850408;191;5;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;109;0;109;57;12;0;46;19;0;0;13;0;0;0;0;0;5;0;0;0;0;0
2558;Suikerfabriek en verspr.h. Noordwesten;Binnenmaas                              ;Buurt     ;BU05850409;108;3;0;3;0;53;0;0;43;0;10;19;0;0;0;0;19;0;1;1;0;0;0;0;17;0;17;1;1;0;0;15;0;0;15;0;0;0;0;0;0;0;0;0;0;0
2559;Wijk 05 's-Gravendeel;Binnenmaas                              ;Wijk      ;WK058505  ;2068;76;18;58;0;216;131;5;3;6;72;23;0;0;3;0;10;11;36;11;11;6;0;9;1479;8;1471;47;26;0;21;191;0;0;142;0;0;0;0;0;49;0;0;0;0;0
2560;'s-Gravendeel;Binnenmaas                              ;Buurt     ;BU05850500;118;7;0;7;0;71;63;3;3;0;3;5;0;0;2;0;0;3;12;3;9;0;0;0;5;0;5;0;0;0;0;17;0;0;17;0;0;0;0;0;0;0;0;0;0;0
2561;Boendersweg-Strijensedijk (gedeeltelijk);Binnenmaas                              ;Buurt     ;BU05850501;56;5;0;5;0;9;4;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;42;2;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2562;Nieuw Bonaventura;Binnenmaas                              ;Buurt     ;BU05850502;55;5;0;5;0;40;40;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2563;Schenkeldijk;Binnenmaas                              ;Buurt     ;BU05850503;41;3;0;3;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2564;Mijlpolder;Binnenmaas                              ;Buurt     ;BU05850504;159;5;0;5;0;50;0;2;0;0;47;10;0;0;0;0;9;1;7;0;1;6;0;0;72;0;72;4;4;0;0;10;0;0;4;0;0;0;0;0;6;0;0;0;0;0
2565;Groot en Klein Koninkrijk;Binnenmaas                              ;Buurt     ;BU05850505;184;1;0;1;0;12;0;0;0;0;12;2;0;0;0;0;0;2;0;0;0;0;0;0;87;0;87;19;1;0;18;63;0;0;51;0;0;0;0;0;12;0;0;0;0;0
2566;Schuilingen;Binnenmaas                              ;Buurt     ;BU05850506;66;1;0;1;0;19;15;0;0;3;1;1;0;0;1;0;0;0;2;2;0;0;0;0;42;0;42;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2567;Verspreide huizen 's-Gravendeel;Binnenmaas                              ;Buurt     ;BU05850509;1389;49;18;31;0;9;2;0;0;3;3;4;0;0;0;0;0;4;9;0;0;0;0;9;1199;3;1195;21;18;0;3;99;0;0;69;0;0;0;0;0;30;0;0;0;0;0
2568;Bladel;Bladel                                  ;Gemeente  ;GM1728    ;7562;175;0;175;0;661;418;12;14;11;206;37;2;0;2;0;33;0;229;27;81;4;3;114;4214;10;4204;2216;1769;367;80;29;0;0;0;0;0;7;0;0;22;0;0;0;0;0
2569;Wijk 00 Bladel;Bladel                                  ;Wijk      ;WK172800  ;2589;57;0;57;0;333;208;10;0;11;104;4;0;0;1;0;3;0;95;19;26;3;3;43;1448;6;1442;639;582;53;4;12;0;0;0;0;0;2;0;0;10;0;0;0;0;0
2570;Bladel;Bladel                                  ;Buurt     ;BU17280000;428;15;0;15;0;254;205;10;0;10;30;3;0;0;1;0;2;0;29;7;19;3;0;0;118;0;118;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2571;Industrieterrein Bladel;Bladel                                  ;Buurt     ;BU17280001;96;4;0;4;0;71;0;0;0;0;70;0;0;0;0;0;0;0;2;2;0;0;0;0;15;0;15;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2572;Verspreide huizen ten noorden van Bladel;Bladel                                  ;Buurt     ;BU17280008;611;13;0;13;0;5;3;0;0;0;3;1;0;0;0;0;1;0;4;0;0;1;0;3;558;6;553;28;28;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2573;Verspreide huizen ten zuiden van Bladel;Bladel                                  ;Buurt     ;BU17280009;1454;25;0;25;0;3;0;0;0;1;2;0;0;0;0;0;0;0;60;9;7;0;3;41;756;0;756;599;542;53;4;11;0;0;0;0;0;2;0;0;9;0;0;0;0;0
2574;Wijk 01 Netersel;Bladel                                  ;Wijk      ;WK172801  ;971;15;0;15;0;19;19;0;0;0;0;0;0;0;0;0;0;0;15;0;5;0;0;10;570;0;570;350;204;105;40;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2575;Netersel;Bladel                                  ;Buurt     ;BU17280100;102;4;0;4;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;77;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2576;Verspreide huizen Netersel;Bladel                                  ;Buurt     ;BU17280109;870;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;5;0;0;10;493;0;493;348;203;105;40;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2577;Wijk 02 Hapert;Bladel                                  ;Wijk      ;WK172802  ;2068;54;0;54;0;218;113;2;14;0;89;28;0;0;0;0;27;0;96;8;37;0;0;51;712;3;709;951;728;187;36;10;0;0;0;0;0;5;0;0;5;0;0;0;0;0
2578;Hapert;Bladel                                  ;Buurt     ;BU17280200;236;8;0;8;0;121;110;2;0;0;8;10;0;0;0;0;9;0;12;8;0;0;0;3;59;0;59;26;12;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2579;Industrieterrein Hapert;Bladel                                  ;Buurt     ;BU17280201;55;2;0;2;0;47;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2580;Dalem;Bladel                                  ;Buurt     ;BU17280202;37;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2581;Verspreide huizen Hapert;Bladel                                  ;Buurt     ;BU17280209;1740;42;0;42;0;49;2;0;14;0;33;18;0;0;0;0;18;0;84;0;37;0;0;48;612;3;610;924;716;187;21;10;0;0;0;0;0;5;0;0;5;0;0;0;0;0
2582;Wijk 03 Hoogeloon;Bladel                                  ;Wijk      ;WK172803  ;1394;34;0;34;0;59;48;0;0;0;11;3;2;0;1;0;0;0;16;0;6;0;0;10;1114;2;1113;167;156;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2583;Hoogeloon;Bladel                                  ;Buurt     ;BU17280300;240;9;0;9;0;53;47;0;0;0;6;1;0;0;1;0;0;0;8;0;6;0;0;2;170;2;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2584;Hoogcasteren en omgeving;Bladel                                  ;Buurt     ;BU17280301;318;8;0;8;0;2;0;0;0;0;2;0;0;0;0;0;0;0;8;0;0;0;0;8;296;0;296;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2585;Verspreide huizen Hoogeloon;Bladel                                  ;Buurt     ;BU17280309;837;18;0;18;0;5;1;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;649;0;649;163;152;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2586;Wijk 04 Casteren;Bladel                                  ;Wijk      ;WK172804  ;540;14;0;14;0;32;31;0;0;0;2;2;0;0;0;0;2;0;8;0;8;0;0;0;371;0;371;110;99;11;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2587;Casteren;Bladel                                  ;Buurt     ;BU17280400;178;7;0;7;0;32;31;0;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;130;0;130;5;5;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2588;Verspreide huizen Casteren;Bladel                                  ;Buurt     ;BU17280409;362;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;240;0;240;105;94;11;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2589;Blaricum;Blaricum                                ;Gemeente  ;GM0376    ;1556;56;0;56;0;352;329;7;5;9;2;46;0;0;2;0;44;0;58;30;15;0;11;2;332;0;332;264;146;94;23;449;0;0;0;444;0;0;0;0;5;0;0;0;0;0
2590;Blaricum;Blaricum                                ;Wijk      ;WK037601  ;1117;56;0;56;0;352;329;7;5;9;2;46;0;0;2;0;44;0;58;30;15;0;11;2;332;0;332;263;146;94;22;10;0;0;0;5;0;0;0;0;5;0;0;0;0;0
2591;Bijvanck;Blaricum                                ;Buurt     ;BU03760101;102;6;0;6;0;59;56;3;0;0;0;0;0;0;0;0;0;0;34;28;6;0;0;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2592;Blaricum-Dorp;Blaricum                                ;Buurt     ;BU03760102;387;9;0;9;0;247;236;4;5;1;1;1;0;0;1;0;0;0;11;1;9;0;0;0;64;0;64;56;50;6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2593;Blaricummer Heide;Blaricum                                ;Buurt     ;BU03760103;84;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;27;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2594;Blaricummermeent;Blaricum                                ;Buurt     ;BU03760104;70;2;0;2;0;22;20;0;0;0;1;42;0;0;0;0;42;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0
2595;Crailo;Blaricum                                ;Buurt     ;BU03760105;36;1;0;1;0;25;17;0;0;7;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2596;De Kampen;Blaricum                                ;Buurt     ;BU03760106;233;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;196;9;5;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2597;Eemmeer-Blaricum;Blaricum                                ;Buurt     ;BU03760107;71;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;12;0;12;41;23;0;18;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0
2598;Stichtsebrug;Blaricum                                ;Buurt     ;BU03760108;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;1;0;1;17;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2599;Warandepark-De Eng;Blaricum                                ;Buurt     ;BU03760109;111;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;2;59;0;59;48;21;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2600;Groot water;Blaricum                                ;Wijk      ;WK037699  ;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;438;0;0;0;438;0;0;0;0;0;0;0;0;0;0
2601;Groot binnenwater;Blaricum                                ;Buurt     ;BU03769997;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;438;0;0;0;438;0;0;0;0;0;0;0;0;0;0
2602;Bloemendaal;Bloemendaal                             ;Gemeente  ;GM0377    ;4523;91;13;78;0;674;591;6;17;55;5;15;0;0;10;0;4;0;241;108;57;6;8;61;422;0;422;2533;1023;1505;5;77;0;0;0;0;0;4;0;0;74;469;0;0;0;469
2603;Wijk 00 Bloemendaal;Bloemendaal                             ;Wijk      ;WK037700  ;2064;35;5;30;0;193;172;3;3;14;1;11;0;0;7;0;4;0;90;20;28;1;0;41;12;0;12;1673;347;1325;1;50;0;0;0;0;0;2;0;0;48;0;0;0;0;0
2604;Bloemendaal;Bloemendaal                             ;Buurt     ;BU03770000;162;7;2;5;0;125;121;3;0;0;1;1;0;0;1;0;0;0;8;4;4;0;0;0;4;0;4;17;17;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2605;Veen en Duin;Bloemendaal                             ;Buurt     ;BU03770001;15;2;1;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2606;Wildhoef;Bloemendaal                             ;Buurt     ;BU03770002;19;0;0;0;0;9;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2607;Duinlustpark;Bloemendaal                             ;Buurt     ;BU03770003;69;1;0;1;0;27;24;0;0;3;0;2;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;39;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2608;Provinciaal Ziekenhuis;Bloemendaal                             ;Buurt     ;BU03770004;60;1;0;1;0;15;13;0;0;1;0;4;0;0;0;0;4;0;23;13;10;0;0;0;0;0;0;16;16;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2609;De Rijp;Bloemendaal                             ;Buurt     ;BU03770005;5;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2610;Verspreide huizen Bloemendaal;Bloemendaal                             ;Buurt     ;BU03770009;1735;24;1;23;0;9;1;0;3;5;0;5;0;0;5;0;0;0;58;3;13;0;0;41;1;0;1;1591;264;1325;1;48;0;0;0;0;0;1;0;0;46;0;0;0;0;0
2611;Wijk 01 Overveen;Bloemendaal                             ;Wijk      ;WK037701  ;422;20;6;14;0;89;79;0;2;6;2;0;0;0;0;0;0;0;93;82;4;5;3;0;24;0;24;189;176;13;0;8;0;0;0;0;0;2;0;0;6;0;0;0;0;0
2612;Overveen;Bloemendaal                             ;Buurt     ;BU03770100;92;10;5;5;0;73;71;0;0;2;0;0;0;0;0;0;0;0;6;1;4;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2613;Oldenhove;Bloemendaal                             ;Buurt     ;BU03770101;65;3;0;2;0;10;6;0;2;1;0;0;0;0;0;0;0;0;13;9;0;4;0;0;12;0;12;27;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2614;Overveen-West;Bloemendaal                             ;Buurt     ;BU03770109;266;7;1;7;0;6;1;0;0;3;1;0;0;0;0;0;0;0;75;72;0;0;3;0;11;0;11;160;147;13;0;7;0;0;0;0;0;2;0;0;6;0;0;0;0;0
2615;Wijk 02 Aerdenhout;Bloemendaal                             ;Wijk      ;WK037702  ;578;16;0;16;0;238;220;0;9;8;1;0;0;0;0;0;0;0;9;2;8;0;0;0;61;0;61;244;215;29;0;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0
