ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
6533;Self-employed;O-Q Government and care;2011 4th quarter;229.0;230.0;383.0;381.0;99.0;93.0;-2.0;18.0;6.0;8.0
6534;Self-employed;O-Q Government and care;2011;222.0;;367.0;;358.0;;-1.0;7.0;;
6535;Self-employed;O-Q Government and care;2012 1st quarter;237.0;234.0;383.0;382.0;94.0;95.0;20.0;30.0;5.0;2.0
6536;Self-employed;O-Q Government and care;2012 2nd quarter;235.0;235.0;378.0;378.0;96.0;94.0;16.0;15.0;0.0;-4.0
6537;Self-employed;O-Q Government and care;2012 3rd quarter;231.0;234.0;373.0;375.0;86.0;95.0;9.0;4.0;-1.0;-3.0
6538;Self-employed;O-Q Government and care;2012 4th quarter;237.0;235.0;379.0;376.0;102.0;96.0;8.0;-4.0;1.0;1.0
6539;Self-employed;O-Q Government and care;2012;235.0;;378.0;;379.0;;13.0;11.0;;
6540;Self-employed;O-Q Government and care;2013 1st quarter;237.0;238.0;377.0;380.0;91.0;91.0;0.0;-6.0;2.0;4.0
6541;Self-employed;O-Q Government and care;2013 2nd quarter;243.0;241.0;391.0;387.0;100.0;99.0;8.0;13.0;4.0;7.0
6542;Self-employed;O-Q Government and care;2013 3rd quarter;243.0;244.0;388.0;389.0;93.0;102.0;12.0;15.0;3.0;2.0
6543;Self-employed;O-Q Government and care;2013 4th quarter;242.0;243.0;380.0;385.0;106.0;99.0;5.0;1.0;-1.0;-3.0
6544;Self-employed;O-Q Government and care;2013;241.0;;384.0;;390.0;;6.0;6.0;;
6545;Self-employed;O-Q Government and care;2014 1st quarter;243.0;242.0;385.0;384.0;101.0;101.0;6.0;8.0;-1.0;-2.0
6546;Self-employed;O-Q Government and care;2014 2nd quarter;245.0;242.0;387.0;384.0;104.0;102.0;2.0;-4.0;0.0;0.0
6547;Self-employed;O-Q Government and care;2014 3rd quarter;238.0;241.0;380.0;384.0;86.0;94.0;-5.0;-8.0;-1.0;0.0
6548;Self-employed;O-Q Government and care;2014 4th quarter;242.0;240.0;391.0;385.0;106.0;99.0;0.0;11.0;-1.0;1.0
6549;Self-employed;O-Q Government and care;2014;242.0;;386.0;;397.0;;1.0;2.0;;
6550;Self-employed;O-Q Government and care;2015 1st quarter;243.0;241.0;386.0;385.0;100.0;99.0;0.0;1.0;0.0;1.0
6551;Self-employed;O-Q Government and care;2015 2nd quarter;245.0;244.0;392.0;390.0;100.0;99.0;0.0;5.0;3.0;5.0
6552;Self-employed;O-Q Government and care;2015 3rd quarter;243.0;246.0;391.0;396.0;92.0;102.0;5.0;11.0;3.0;6.0
6553;Self-employed;O-Q Government and care;2015 4th quarter;247.0;249.0;399.0;401.0;111.0;102.0;5.0;8.0;2.0;5.0
6554;Self-employed;O-Q Government and care;2015;244.0;;392.0;;402.0;;3.0;6.0;;
6555;Self-employed;O-Q Government and care;2016 1st quarter;257.0;252.0;413.0;405.0;107.0;106.0;14.0;27.0;3.0;4.0
6556;Self-employed;O-Q Government and care;2016 2nd quarter;250.0;252.0;403.0;402.0;104.0;103.0;6.0;11.0;0.0;-3.0
6557;Self-employed;O-Q Government and care;2016 3rd quarter;242.0;251.0;388.0;399.0;90.0;99.0;-1.0;-3.0;-1.0;-4.0
6558;Self-employed;O-Q Government and care;2016 4th quarter;258.0;254.0;408.0;403.0;115.0;107.0;11.0;8.0;2.0;4.0
6559;Self-employed;O-Q Government and care;2016;252.0;;403.0;;416.0;;7.0;11.0;;
6560;Self-employed;O-Q Government and care;2017 1st quarter;259.0;255.0;413.0;407.0;108.0;106.0;1.0;0.0;1.0;4.0
6561;Self-employed;O-Q Government and care;2017 2nd quarter;250.0;255.0;402.0;408.0;107.0;107.0;0.0;0.0;1.0;1.0
6562;Self-employed;O-Q Government and care;2017 3rd quarter;259.0;259.0;410.0;413.0;102.0;112.0;17.0;22.0;4.0;5.0
6563;Self-employed;O-Q Government and care;2017 4th quarter;266.0;263.0;421.0;416.0;120.0;112.0;8.0;13.0;3.0;3.0
6564;Self-employed;O-Q Government and care;2017;258.0;;412.0;;437.0;;6.0;9.0;;
6565;Self-employed;O-Q Government and care;2018 1st quarter;265.0;265.0;419.0;419.0;112.0;111.0;6.0;6.0;2.0;3.0
6566;Self-employed;O-Q Government and care;2018 2nd quarter;265.0;268.0;423.0;426.0;114.0;114.0;14.0;21.0;3.0;7.0
6567;Self-employed;O-Q Government and care;2018 3rd quarter;270.0;269.0;429.0;428.0;108.0;118.0;11.0;19.0;1.0;2.0
6568;Self-employed;O-Q Government and care;2018 4th quarter;261.0;268.0;419.0;426.0;123.0;114.0;-5.0;-2.0;-1.0;-2.0
6569;Self-employed;O-Q Government and care;2018;265.0;;423.0;;456.0;;7.0;11.0;;
6570;Self-employed;O-Q Government and care;2019 1st quarter;272.0;269.0;430.0;427.0;119.0;117.0;8.0;10.0;1.0;1.0
6571;Self-employed;O-Q Government and care;2019 2nd quarter;268.0;270.0;426.0;430.0;119.0;120.0;4.0;2.0;2.0;3.0
6572;Self-employed;O-Q Government and care;2019 3rd quarter;272.0;272.0;435.0;434.0;108.0;117.0;2.0;6.0;2.0;4.0
6573;Self-employed;O-Q Government and care;2019 4th quarter;277.0;275.0;441.0;438.0;127.0;119.0;16.0;22.0;2.0;3.0
6574;Self-employed;O-Q Government and care;2019;272.0;;433.0;;474.0;;7.0;10.0;;
6575;Self-employed;O-Q Government and care;2020 1st quarter;277.0;277.0;436.0;439.0;116.0;114.0;4.0;6.0;2.0;1.0
6576;Self-employed;O-Q Government and care;2020 2nd quarter;277.0;278.0;445.0;441.0;103.0;104.0;9.0;19.0;1.0;2.0
6577;Self-employed;O-Q Government and care;2020 3rd quarter;280.0;280.0;443.0;442.0;111.0;120.0;9.0;8.0;1.0;1.0
6578;Self-employed;O-Q Government and care;2020 4th quarter;281.0;281.0;443.0;443.0;122.0;116.0;4.0;2.0;2.0;1.0
6579;Self-employed;O-Q Government and care;2020;279.0;;442.0;;453.0;;6.0;9.0;;
6580;Self-employed;O-Q Government and care;2021 1st quarter;290.0;283.0;451.0;447.0;123.0;121.0;14.0;15.0;2.0;4.0
6581;Self-employed;O-Q Government and care;2021 2nd quarter;279.0;286.0;445.0;453.0;120.0;121.0;2.0;0.0;3.0;6.0
6582;Self-employed;O-Q Government and care;2021 3rd quarter;294.0;292.0;468.0;463.0;118.0;127.0;14.0;25.0;5.0;9.0
6583;Self-employed;O-Q Government and care;2021 4th quarter;297.0;299.0;472.0;474.0;134.0;128.0;16.0;29.0;7.0;11.0
6584;Self-employed;O-Q Government and care;2021;290.0;;459.0;;496.0;;11.0;17.0;;
6585;Self-employed;O-Q Government and care;2022 1st quarter;309.0;307.0;489.0;484.0;135.0;132.0;19.0;38.0;8.0;10.0
6586;Self-employed;O-Q Government and care;2022 2nd quarter;314.0;315.0;488.0;492.0;137.0;137.0;35.0;44.0;8.0;8.0
6587;Self-employed;O-Q Government and care;2022 3rd quarter;317.0;318.0;496.0;498.0;128.0;138.0;23.0;28.0;3.0;6.0
6588;Self-employed;O-Q Government and care;2022 4th quarter;314.0;314.0;503.0;502.0;136.0;130.0;17.0;31.0;-3.0;3.0
6589;Self-employed;O-Q Government and care;2022;314.0;;494.0;;536.0;;23.0;35.0;;
6590;Self-employed;O-Q Government and care;2023 1st quarter;315.0;312.0;507.0;503.0;135.0;132.0;6.0;18.0;-3.0;1.0
6591;Self-employed;O-Q Government and care;2023 2nd quarter;319.0;316.0;508.0;507.0;138.0;137.0;5.0;20.0;4.0;4.0
6592;Self-employed;O-Q Government and care;2023 3rd quarter;323.0;327.0;508.0;518.0;127.0;138.0;6.0;12.0;11.0;11.0
6593;Self-employed;O-Q Government and care;2023 4th quarter;340.0;340.0;531.0;531.0;152.0;145.0;26.0;27.0;13.0;13.0
6594;Self-employed;O-Q Government and care;2023;324.0;;514.0;;552.0;;11.0;19.0;;
6595;Self-employed;O-Q Government and care;2024 1st quarter;360.0;347.0;546.0;538.0;151.0;148.0;45.0;39.0;7.0;7.0
6596;Self-employed;O-Q Government and care;2024 2nd quarter;340.0;343.0;534.0;536.0;148.0;146.0;21.0;26.0;-4.0;-2.0
6597;Self-employed;O-Q Government and care;2024 3rd quarter;333.0;338.0;524.0;529.0;129.0;141.0;9.0;16.0;-6.0;-7.0
6598;Self-employed;O-Q Government and care;2024 4th quarter;336.0;335.0;523.0;525.0;148.0;141.0;-4.0;-7.0;-2.0;-4.0
6599;Self-employed;O-Q Government and care;2024;342.0;;532.0;;575.0;;18.0;18.0;;
6600;Self-employed;O Public administration and services;1995 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;;
6601;Self-employed;O Public administration and services;1995 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
6602;Self-employed;O Public administration and services;1995 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
6603;Self-employed;O Public administration and services;1995 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0
6604;Self-employed;O Public administration and services;1995;0.0;;0.0;;0.0;;;;;
6605;Self-employed;O Public administration and services;1996 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6606;Self-employed;O Public administration and services;1996 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6607;Self-employed;O Public administration and services;1996 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6608;Self-employed;O Public administration and services;1996 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6609;Self-employed;O Public administration and services;1996;0.0;;0.0;;0.0;;0.0;0.0;;
6610;Self-employed;O Public administration and services;1997 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6611;Self-employed;O Public administration and services;1997 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6612;Self-employed;O Public administration and services;1997 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6613;Self-employed;O Public administration and services;1997 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6614;Self-employed;O Public administration and services;1997;0.0;;0.0;;0.0;;0.0;0.0;;
6615;Self-employed;O Public administration and services;1998 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6616;Self-employed;O Public administration and services;1998 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6617;Self-employed;O Public administration and services;1998 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6618;Self-employed;O Public administration and services;1998 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6619;Self-employed;O Public administration and services;1998;0.0;;0.0;;0.0;;0.0;0.0;;
6620;Self-employed;O Public administration and services;1999 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6621;Self-employed;O Public administration and services;1999 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6622;Self-employed;O Public administration and services;1999 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6623;Self-employed;O Public administration and services;1999 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6624;Self-employed;O Public administration and services;1999;0.0;;0.0;;0.0;;0.0;0.0;;
6625;Self-employed;O Public administration and services;2000 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6626;Self-employed;O Public administration and services;2000 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6627;Self-employed;O Public administration and services;2000 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6628;Self-employed;O Public administration and services;2000 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6629;Self-employed;O Public administration and services;2000;0.0;;0.0;;0.0;;0.0;0.0;;
6630;Self-employed;O Public administration and services;2001 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6631;Self-employed;O Public administration and services;2001 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6632;Self-employed;O Public administration and services;2001 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6633;Self-employed;O Public administration and services;2001 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6634;Self-employed;O Public administration and services;2001;0.0;;0.0;;0.0;;0.0;0.0;;
6635;Self-employed;O Public administration and services;2002 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6636;Self-employed;O Public administration and services;2002 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6637;Self-employed;O Public administration and services;2002 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6638;Self-employed;O Public administration and services;2002 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6639;Self-employed;O Public administration and services;2002;0.0;;0.0;;0.0;;0.0;0.0;;
6640;Self-employed;O Public administration and services;2003 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6641;Self-employed;O Public administration and services;2003 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6642;Self-employed;O Public administration and services;2003 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6643;Self-employed;O Public administration and services;2003 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6644;Self-employed;O Public administration and services;2003;0.0;;0.0;;0.0;;0.0;0.0;;
6645;Self-employed;O Public administration and services;2004 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6646;Self-employed;O Public administration and services;2004 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6647;Self-employed;O Public administration and services;2004 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6648;Self-employed;O Public administration and services;2004 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6649;Self-employed;O Public administration and services;2004;0.0;;0.0;;0.0;;0.0;0.0;;
6650;Self-employed;O Public administration and services;2005 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6651;Self-employed;O Public administration and services;2005 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6652;Self-employed;O Public administration and services;2005 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6653;Self-employed;O Public administration and services;2005 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6654;Self-employed;O Public administration and services;2005;0.0;;0.0;;0.0;;0.0;0.0;;
6655;Self-employed;O Public administration and services;2006 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6656;Self-employed;O Public administration and services;2006 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6657;Self-employed;O Public administration and services;2006 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6658;Self-employed;O Public administration and services;2006 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6659;Self-employed;O Public administration and services;2006;0.0;;0.0;;0.0;;0.0;0.0;;
6660;Self-employed;O Public administration and services;2007 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6661;Self-employed;O Public administration and services;2007 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6662;Self-employed;O Public administration and services;2007 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6663;Self-employed;O Public administration and services;2007 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6664;Self-employed;O Public administration and services;2007;0.0;;0.0;;0.0;;0.0;0.0;;
6665;Self-employed;O Public administration and services;2008 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6666;Self-employed;O Public administration and services;2008 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6667;Self-employed;O Public administration and services;2008 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6668;Self-employed;O Public administration and services;2008 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6669;Self-employed;O Public administration and services;2008;0.0;;0.0;;0.0;;0.0;0.0;;
6670;Self-employed;O Public administration and services;2009 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6671;Self-employed;O Public administration and services;2009 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6672;Self-employed;O Public administration and services;2009 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6673;Self-employed;O Public administration and services;2009 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6674;Self-employed;O Public administration and services;2009;0.0;;0.0;;0.0;;0.0;0.0;;
6675;Self-employed;O Public administration and services;2010 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6676;Self-employed;O Public administration and services;2010 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6677;Self-employed;O Public administration and services;2010 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6678;Self-employed;O Public administration and services;2010 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6679;Self-employed;O Public administration and services;2010;0.0;;0.0;;0.0;;0.0;0.0;;
6680;Self-employed;O Public administration and services;2011 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6681;Self-employed;O Public administration and services;2011 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6682;Self-employed;O Public administration and services;2011 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6683;Self-employed;O Public administration and services;2011 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6684;Self-employed;O Public administration and services;2011;0.0;;0.0;;0.0;;0.0;0.0;;
6685;Self-employed;O Public administration and services;2012 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6686;Self-employed;O Public administration and services;2012 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6687;Self-employed;O Public administration and services;2012 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6688;Self-employed;O Public administration and services;2012 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6689;Self-employed;O Public administration and services;2012;0.0;;0.0;;0.0;;0.0;0.0;;
6690;Self-employed;O Public administration and services;2013 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6691;Self-employed;O Public administration and services;2013 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6692;Self-employed;O Public administration and services;2013 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6693;Self-employed;O Public administration and services;2013 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6694;Self-employed;O Public administration and services;2013;0.0;;0.0;;0.0;;0.0;0.0;;
6695;Self-employed;O Public administration and services;2014 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6696;Self-employed;O Public administration and services;2014 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6697;Self-employed;O Public administration and services;2014 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6698;Self-employed;O Public administration and services;2014 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6699;Self-employed;O Public administration and services;2014;0.0;;0.0;;0.0;;0.0;0.0;;
6700;Self-employed;O Public administration and services;2015 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6701;Self-employed;O Public administration and services;2015 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6702;Self-employed;O Public administration and services;2015 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6703;Self-employed;O Public administration and services;2015 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6704;Self-employed;O Public administration and services;2015;0.0;;0.0;;0.0;;0.0;0.0;;
6705;Self-employed;O Public administration and services;2016 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6706;Self-employed;O Public administration and services;2016 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6707;Self-employed;O Public administration and services;2016 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6708;Self-employed;O Public administration and services;2016 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6709;Self-employed;O Public administration and services;2016;0.0;;0.0;;0.0;;0.0;0.0;;
6710;Self-employed;O Public administration and services;2017 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6711;Self-employed;O Public administration and services;2017 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6712;Self-employed;O Public administration and services;2017 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6713;Self-employed;O Public administration and services;2017 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6714;Self-employed;O Public administration and services;2017;0.0;;0.0;;0.0;;0.0;0.0;;
6715;Self-employed;O Public administration and services;2018 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6716;Self-employed;O Public administration and services;2018 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6717;Self-employed;O Public administration and services;2018 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6718;Self-employed;O Public administration and services;2018 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6719;Self-employed;O Public administration and services;2018;0.0;;0.0;;0.0;;0.0;0.0;;
6720;Self-employed;O Public administration and services;2019 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6721;Self-employed;O Public administration and services;2019 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6722;Self-employed;O Public administration and services;2019 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6723;Self-employed;O Public administration and services;2019 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6724;Self-employed;O Public administration and services;2019;0.0;;0.0;;0.0;;0.0;0.0;;
