ID;SBI93;Bestemming;Perioden;Omzetontwikkeling_1;Aandeel_2
819;1500b Voedings- en genotmiddelenind.;Buitenland;1999 september;-1;96
820;1500b Voedings- en genotmiddelenind.;Buitenland;1999 3e kwartaal;-4;96
821;1500b Voedings- en genotmiddelenind.;Buitenland;1999 oktober;-3;96
822;1500b Voedings- en genotmiddelenind.;Buitenland;1999 november;10;96
823;1500b Voedings- en genotmiddelenind.;Buitenland;1999 december;10;96
824;1500b Voedings- en genotmiddelenind.;Buitenland;1999 4e kwartaal;6;96
825;1500b Voedings- en genotmiddelenind.;Buitenland;1999;-1;95
826;1500b Voedings- en genotmiddelenind.;Buitenland;2000 januari;0;97
827;1500b Voedings- en genotmiddelenind.;Buitenland;2000 februari;9;97
828;1500b Voedings- en genotmiddelenind.;Buitenland;2000 maart;4;98
829;1500b Voedings- en genotmiddelenind.;Buitenland;2000 1e kwartaal;4;97
830;1500b Voedings- en genotmiddelenind.;Buitenland;2000 april;-5;99
831;1500b Voedings- en genotmiddelenind.;Buitenland;2000 mei;18;99
832;1500b Voedings- en genotmiddelenind.;Buitenland;2000 juni;-1;99
833;1500b Voedings- en genotmiddelenind.;Buitenland;2000 2e kwartaal;4;99
834;1500b Voedings- en genotmiddelenind.;Buitenland;2000 juli;4;99
835;1500b Voedings- en genotmiddelenind.;Buitenland;2000 augustus;14;99
836;1500b Voedings- en genotmiddelenind.;Buitenland;2000 september;3;99
837;1500b Voedings- en genotmiddelenind.;Buitenland;2000 3e kwartaal;7;99
838;1500b Voedings- en genotmiddelenind.;Buitenland;2000 oktober;6;99
839;1500b Voedings- en genotmiddelenind.;Buitenland;2000 november;1;99
840;1500b Voedings- en genotmiddelenind.;Buitenland;2000 december;-5;99
841;1500b Voedings- en genotmiddelenind.;Buitenland;2000 4e kwartaal;1;99
842;1500b Voedings- en genotmiddelenind.;Buitenland;2000;4;97
843;1500b Voedings- en genotmiddelenind.;Buitenland;2001 januari;21;99
844;1500b Voedings- en genotmiddelenind.;Buitenland;2001 februari;6;99
845;1500b Voedings- en genotmiddelenind.;Buitenland;2001 maart;0;99
846;1500b Voedings- en genotmiddelenind.;Buitenland;2001 1e kwartaal;9;99
847;1500b Voedings- en genotmiddelenind.;Buitenland;2001 april;6;99
848;1500b Voedings- en genotmiddelenind.;Buitenland;2001 mei;5;99
849;1500b Voedings- en genotmiddelenind.;Buitenland;2001 juni;11;98
850;1500b Voedings- en genotmiddelenind.;Buitenland;2001 2e kwartaal;8;98
851;1500b Voedings- en genotmiddelenind.;Buitenland;2001 juli;11;98
852;1500b Voedings- en genotmiddelenind.;Buitenland;2001 augustus;5;98
853;1500b Voedings- en genotmiddelenind.;Buitenland;2001 september;0;98
854;1500b Voedings- en genotmiddelenind.;Buitenland;2001 3e kwartaal;5;98
855;1500b Voedings- en genotmiddelenind.;Buitenland;2001 oktober;12;98
856;1500b Voedings- en genotmiddelenind.;Buitenland;2001 november;6;97
857;1500b Voedings- en genotmiddelenind.;Buitenland;2001 december;1;97
858;1500b Voedings- en genotmiddelenind.;Buitenland;2001 4e kwartaal;6;97
859;1500b Voedings- en genotmiddelenind.;Buitenland;2001;7;97
860;1500b Voedings- en genotmiddelenind.;Buitenland;2002 januari;0;98
861;1500b Voedings- en genotmiddelenind.;Buitenland;2002 februari;6;97
862;1500b Voedings- en genotmiddelenind.;Buitenland;2002 maart;3;96
863;1500b Voedings- en genotmiddelenind.;Buitenland;2002 1e kwartaal;3;96
864;1500b Voedings- en genotmiddelenind.;Buitenland;2002 april;8;96
865;1500b Voedings- en genotmiddelenind.;Buitenland;2002 mei;-1;96
866;1500b Voedings- en genotmiddelenind.;Buitenland;2002 juni;-8;96
867;1500b Voedings- en genotmiddelenind.;Buitenland;2002 2e kwartaal;-1;96
868;1500b Voedings- en genotmiddelenind.;Buitenland;2002 juli;0;96
869;1500b Voedings- en genotmiddelenind.;Buitenland;2002 augustus;-8;96
870;1500b Voedings- en genotmiddelenind.;Buitenland;2002 september;2;95
871;1500b Voedings- en genotmiddelenind.;Buitenland;2002 3e kwartaal;-2;95
872;1500b Voedings- en genotmiddelenind.;Buitenland;2002 oktober;1;94
873;1500b Voedings- en genotmiddelenind.;Buitenland;2002 november;-3;94
874;1500b Voedings- en genotmiddelenind.;Buitenland;2002 december;4;93
875;1500b Voedings- en genotmiddelenind.;Buitenland;2002 4e kwartaal;1;93
876;1500b Voedings- en genotmiddelenind.;Buitenland;2002;1;94
877;1500b Voedings- en genotmiddelenind.;Buitenland;2003 januari;1;95
878;1500b Voedings- en genotmiddelenind.;Buitenland;2003 februari;-2;95
879;1500b Voedings- en genotmiddelenind.;Buitenland;2003 maart;-2;95
880;1500b Voedings- en genotmiddelenind.;Buitenland;2003 1e kwartaal;-1;94
881;1500b Voedings- en genotmiddelenind.;Buitenland;2003 april;3;95
882;1500b Voedings- en genotmiddelenind.;Buitenland;2003 mei;-4;96
883;1500b Voedings- en genotmiddelenind.;Buitenland;2003 juni;-1;96
884;1500b Voedings- en genotmiddelenind.;Buitenland;2003 2e kwartaal;-1;95
885;1500b Voedings- en genotmiddelenind.;Buitenland;2003 juli;-2;97
886;1500b Voedings- en genotmiddelenind.;Buitenland;2003 augustus;-2;95
887;1500b Voedings- en genotmiddelenind.;Buitenland;2003 september;8;95
888;1500b Voedings- en genotmiddelenind.;Buitenland;2003 3e kwartaal;1;95
889;1500b Voedings- en genotmiddelenind.;Buitenland;2003 oktober;3;96
890;1500b Voedings- en genotmiddelenind.;Buitenland;2003 november;-4;96
891;1500b Voedings- en genotmiddelenind.;Buitenland;2003 december;1;95
892;1500b Voedings- en genotmiddelenind.;Buitenland;2003 4e kwartaal;0;95
893;1500b Voedings- en genotmiddelenind.;Buitenland;2003;0;93
894;1500b Voedings- en genotmiddelenind.;Buitenland;2004 januari;-6;97
895;1500b Voedings- en genotmiddelenind.;Buitenland;2004 februari;-4;97
896;1500b Voedings- en genotmiddelenind.;Buitenland;2004 maart;8;97
897;1500b Voedings- en genotmiddelenind.;Buitenland;2004 1e kwartaal;-1;97
898;1500b Voedings- en genotmiddelenind.;Buitenland;2004 april;0;98
899;1500b Voedings- en genotmiddelenind.;Buitenland;2004 mei;-4;96
900;1500b Voedings- en genotmiddelenind.;Buitenland;2004 juni;11;96
901;1500b Voedings- en genotmiddelenind.;Buitenland;2004 2e kwartaal;3;95
902;1500b Voedings- en genotmiddelenind.;Buitenland;2004 juli;1;96
903;1500b Voedings- en genotmiddelenind.;Buitenland;2004 augustus;4;98
904;1500b Voedings- en genotmiddelenind.;Buitenland;2004 september;0;98
905;1500b Voedings- en genotmiddelenind.;Buitenland;2004 3e kwartaal;1;97
906;1500b Voedings- en genotmiddelenind.;Buitenland;2004 oktober;-4;95
907;1500b Voedings- en genotmiddelenind.;Buitenland;2004 november;8;98
908;1500b Voedings- en genotmiddelenind.;Buitenland;2004 december;10;97
909;1500b Voedings- en genotmiddelenind.;Buitenland;2004 4e kwartaal;4;96
910;1500b Voedings- en genotmiddelenind.;Buitenland;2004;4;94
911;1500b Voedings- en genotmiddelenind.;Buitenland;2005 januari;1;98
912;1500b Voedings- en genotmiddelenind.;Buitenland;2005 februari;2;98
913;1500b Voedings- en genotmiddelenind.;Buitenland;2005 maart;-1;98
914;1500b Voedings- en genotmiddelenind.;Buitenland;2005 1e kwartaal;1;98
915;1500b Voedings- en genotmiddelenind.;Buitenland;2005 april;1;98
916;1500b Voedings- en genotmiddelenind.;Buitenland;2005 mei;4;99
917;1500b Voedings- en genotmiddelenind.;Buitenland;2005 juni;5;98
918;1500b Voedings- en genotmiddelenind.;Buitenland;2005 2e kwartaal;3;99
919;1500b Voedings- en genotmiddelenind.;Buitenland;2005 juli;-2;98
920;1500b Voedings- en genotmiddelenind.;Buitenland;2005 augustus;5;99
921;1500b Voedings- en genotmiddelenind.;Buitenland;2005 september;1;98
922;1500b Voedings- en genotmiddelenind.;Buitenland;2005 3e kwartaal;3;97
923;1500b Voedings- en genotmiddelenind.;Buitenland;2005 oktober;0;98
924;1500b Voedings- en genotmiddelenind.;Buitenland;2005 november;2;99
925;1500b Voedings- en genotmiddelenind.;Buitenland;2005 december;0;98
926;1500b Voedings- en genotmiddelenind.;Buitenland;2005 4e kwartaal;1;98
927;1500b Voedings- en genotmiddelenind.;Buitenland;2005;2;97
928;1500b Voedings- en genotmiddelenind.;Buitenland;2006 januari;3;98
929;1500b Voedings- en genotmiddelenind.;Buitenland;2006 februari;11;99
930;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 januari;1;96
931;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 februari;1;95
932;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 maart;-2;95
933;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 1e kwartaal;0;95
934;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 april;15;95
935;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 mei;-3;94
936;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 juni;6;94
937;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 2e kwartaal;6;94
938;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 juli;9;94
939;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 augustus;4;94
940;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 september;9;94
941;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 3e kwartaal;7;94
942;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 oktober;12;94
943;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 november;8;93
944;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 december;11;93
945;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997 4e kwartaal;10;92
946;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1997;6;92
947;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 januari;1;95
948;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 februari;2;95
949;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 maart;16;95
950;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 1e kwartaal;7;95
951;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 april;4;94
952;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 mei;7;95
953;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 juni;4;96
954;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 2e kwartaal;5;95
955;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 juli;8;95
956;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 augustus;-9;94
957;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 september;0;94
958;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 3e kwartaal;0;93
959;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 oktober;-4;93
960;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 november;2;94
961;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 december;1;94
962;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998 4e kwartaal;-1;94
963;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1998;3;92
964;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 januari;-1;95
965;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 februari;-5;96
966;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 maart;-1;95
967;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 1e kwartaal;-2;95
968;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 april;-8;95
969;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 mei;-7;94
970;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 juni;1;94
971;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 2e kwartaal;-5;94
972;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 juli;-7;95
973;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 augustus;0;96
974;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 september;-4;96
975;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 3e kwartaal;-4;95
976;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 oktober;-8;97
977;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 november;2;96
978;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 december;4;96
979;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999 4e kwartaal;-1;96
980;1700a Textiel-, kleding- en lederind.;Bestemming totaal;1999;-3;94
981;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 januari;0;97
982;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 februari;7;97
983;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 maart;-1;97
984;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 1e kwartaal;2;97
985;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 april;0;99
986;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 mei;19;99
987;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 juni;-2;99
988;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 2e kwartaal;5;99
989;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 juli;-3;99
990;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 augustus;14;98
991;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 september;3;98
992;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 3e kwartaal;4;98
993;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 oktober;3;98
994;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 november;4;99
995;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 december;-7;98
996;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000 4e kwartaal;0;98
997;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2000;3;96
998;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 januari;11;96
999;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 februari;2;96
1000;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 maart;2;97
1001;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 1e kwartaal;5;96
1002;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 april;4;96
1003;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 mei;-4;97
1004;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 juni;2;97
1005;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 2e kwartaal;1;97
1006;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 juli;1;97
1007;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 augustus;1;95
1008;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 september;-10;96
1009;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 3e kwartaal;-3;96
1010;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 oktober;0;96
1011;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 november;-8;97
1012;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 december;-7;96
1013;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001 4e kwartaal;-4;95
1014;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2001;0;95
1015;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 januari;-8;95
1016;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 februari;-3;95
1017;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 maart;-4;92
1018;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 1e kwartaal;-4;92
1019;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 april;0;91
1020;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 mei;-3;92
1021;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 juni;-2;90
1022;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 2e kwartaal;-1;90
1023;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 juli;4;88
1024;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 augustus;0;91
1025;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 september;11;89
1026;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 3e kwartaal;5;90
1027;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 oktober;7;90
1028;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 november;0;91
1029;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 december;8;92
1030;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002 4e kwartaal;5;91
1031;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2002;2;90
1032;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 januari;-4;94
1033;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 februari;-4;94
1034;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 maart;-5;95
1035;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 1e kwartaal;-4;94
1036;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 april;-2;96
1037;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 mei;-5;95
1038;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 juni;-1;94
1039;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 2e kwartaal;-3;94
1040;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 juli;-5;94
1041;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 augustus;-12;92
1042;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 september;0;94
1043;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 3e kwartaal;-5;93
1044;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 oktober;-4;92
1045;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 november;-5;93
1046;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 december;3;90
1047;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003 4e kwartaal;-2;91
1048;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2003;-3;89
1049;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 januari;-2;90
1050;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 februari;-5;90
1051;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 maart;4;91
1052;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 1e kwartaal;0;90
1053;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 april;-5;90
1054;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 mei;-7;92
1055;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 juni;4;90
1056;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 2e kwartaal;-3;90
1057;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 juli;8;90
1058;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 augustus;-7;89
1059;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 september;1;92
1060;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 3e kwartaal;1;90
1061;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 oktober;-6;94
1062;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 november;4;92
1063;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 december;2;85
1064;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004 4e kwartaal;1;89
1065;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2004;0;86
1066;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 januari;-3;94
1067;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 februari;-1;91
1068;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 maart;2;92
1069;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 1e kwartaal;0;92
1070;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 april;7;91
1071;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 mei;4;93
1072;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 juni;5;95
1073;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 2e kwartaal;5;93
1074;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 juli;-5;93
1075;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 augustus;9;92
1076;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 september;-2;94
1077;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 3e kwartaal;0;93
1078;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 oktober;-4;94
1079;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 november;2;96
1080;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 december;2;96
1081;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005 4e kwartaal;0;95
1082;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2005;1;91
1083;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2006 januari;9;96
1084;1700a Textiel-, kleding- en lederind.;Bestemming totaal;2006 februari;3;96
1085;1700a Textiel-, kleding- en lederind.;Binnenland;1997 januari;5;95
1086;1700a Textiel-, kleding- en lederind.;Binnenland;1997 februari;7;94
1087;1700a Textiel-, kleding- en lederind.;Binnenland;1997 maart;1;94
1088;1700a Textiel-, kleding- en lederind.;Binnenland;1997 1e kwartaal;5;94
1089;1700a Textiel-, kleding- en lederind.;Binnenland;1997 april;14;94
1090;1700a Textiel-, kleding- en lederind.;Binnenland;1997 mei;-4;94
1091;1700a Textiel-, kleding- en lederind.;Binnenland;1997 juni;9;94
1092;1700a Textiel-, kleding- en lederind.;Binnenland;1997 2e kwartaal;6;94
1093;1700a Textiel-, kleding- en lederind.;Binnenland;1997 juli;6;93
1094;1700a Textiel-, kleding- en lederind.;Binnenland;1997 augustus;1;93
1095;1700a Textiel-, kleding- en lederind.;Binnenland;1997 september;12;93
1096;1700a Textiel-, kleding- en lederind.;Binnenland;1997 3e kwartaal;7;93
1097;1700a Textiel-, kleding- en lederind.;Binnenland;1997 oktober;12;94
1098;1700a Textiel-, kleding- en lederind.;Binnenland;1997 november;6;93
1099;1700a Textiel-, kleding- en lederind.;Binnenland;1997 december;15;92
1100;1700a Textiel-, kleding- en lederind.;Binnenland;1997 4e kwartaal;11;92
1101;1700a Textiel-, kleding- en lederind.;Binnenland;1997;7;92
1102;1700a Textiel-, kleding- en lederind.;Binnenland;1998 januari;-1;93
1103;1700a Textiel-, kleding- en lederind.;Binnenland;1998 februari;-1;93
1104;1700a Textiel-, kleding- en lederind.;Binnenland;1998 maart;12;93
1105;1700a Textiel-, kleding- en lederind.;Binnenland;1998 1e kwartaal;4;93
1106;1700a Textiel-, kleding- en lederind.;Binnenland;1998 april;4;92
1107;1700a Textiel-, kleding- en lederind.;Binnenland;1998 mei;7;92
1108;1700a Textiel-, kleding- en lederind.;Binnenland;1998 juni;1;94
1109;1700a Textiel-, kleding- en lederind.;Binnenland;1998 2e kwartaal;4;93
1110;1700a Textiel-, kleding- en lederind.;Binnenland;1998 juli;6;92
1111;1700a Textiel-, kleding- en lederind.;Binnenland;1998 augustus;-11;93
1112;1700a Textiel-, kleding- en lederind.;Binnenland;1998 september;-2;92
1113;1700a Textiel-, kleding- en lederind.;Binnenland;1998 3e kwartaal;-2;92
1114;1700a Textiel-, kleding- en lederind.;Binnenland;1998 oktober;-3;91
1115;1700a Textiel-, kleding- en lederind.;Binnenland;1998 november;2;92
1116;1700a Textiel-, kleding- en lederind.;Binnenland;1998 december;0;92
1117;1700a Textiel-, kleding- en lederind.;Binnenland;1998 4e kwartaal;0;92
1118;1700a Textiel-, kleding- en lederind.;Binnenland;1998;2;90
1119;1700a Textiel-, kleding- en lederind.;Binnenland;1999 januari;3;93
1120;1700a Textiel-, kleding- en lederind.;Binnenland;1999 februari;-3;96
1121;1700a Textiel-, kleding- en lederind.;Binnenland;1999 maart;3;95
1122;1700a Textiel-, kleding- en lederind.;Binnenland;1999 1e kwartaal;1;95
1123;1700a Textiel-, kleding- en lederind.;Binnenland;1999 april;-5;95
1124;1700a Textiel-, kleding- en lederind.;Binnenland;1999 mei;-7;94
1125;1700a Textiel-, kleding- en lederind.;Binnenland;1999 juni;1;94
1126;1700a Textiel-, kleding- en lederind.;Binnenland;1999 2e kwartaal;-4;94
1127;1700a Textiel-, kleding- en lederind.;Binnenland;1999 juli;-5;95
1128;1700a Textiel-, kleding- en lederind.;Binnenland;1999 augustus;-3;96
1129;1700a Textiel-, kleding- en lederind.;Binnenland;1999 september;-5;96
1130;1700a Textiel-, kleding- en lederind.;Binnenland;1999 3e kwartaal;-5;96
1131;1700a Textiel-, kleding- en lederind.;Binnenland;1999 oktober;-11;97
1132;1700a Textiel-, kleding- en lederind.;Binnenland;1999 november;4;96
1133;1700a Textiel-, kleding- en lederind.;Binnenland;1999 december;5;96
1134;1700a Textiel-, kleding- en lederind.;Binnenland;1999 4e kwartaal;-1;96
1135;1700a Textiel-, kleding- en lederind.;Binnenland;1999;-2;94
1136;1700a Textiel-, kleding- en lederind.;Binnenland;2000 januari;0;97
1137;1700a Textiel-, kleding- en lederind.;Binnenland;2000 februari;7;97
1138;1700a Textiel-, kleding- en lederind.;Binnenland;2000 maart;-2;97
1139;1700a Textiel-, kleding- en lederind.;Binnenland;2000 1e kwartaal;2;97
1140;1700a Textiel-, kleding- en lederind.;Binnenland;2000 april;0;98
1141;1700a Textiel-, kleding- en lederind.;Binnenland;2000 mei;21;98
1142;1700a Textiel-, kleding- en lederind.;Binnenland;2000 juni;-1;98
1143;1700a Textiel-, kleding- en lederind.;Binnenland;2000 2e kwartaal;6;97
1144;1700a Textiel-, kleding- en lederind.;Binnenland;2000 juli;0;98
1145;1700a Textiel-, kleding- en lederind.;Binnenland;2000 augustus;16;97
1146;1700a Textiel-, kleding- en lederind.;Binnenland;2000 september;6;97
1147;1700a Textiel-, kleding- en lederind.;Binnenland;2000 3e kwartaal;6;97
1148;1700a Textiel-, kleding- en lederind.;Binnenland;2000 oktober;8;97
1149;1700a Textiel-, kleding- en lederind.;Binnenland;2000 november;4;98
1150;1700a Textiel-, kleding- en lederind.;Binnenland;2000 december;-10;98
1151;1700a Textiel-, kleding- en lederind.;Binnenland;2000 4e kwartaal;1;97
1152;1700a Textiel-, kleding- en lederind.;Binnenland;2000;4;96
1153;1700a Textiel-, kleding- en lederind.;Binnenland;2001 januari;10;95
1154;1700a Textiel-, kleding- en lederind.;Binnenland;2001 februari;1;95
1155;1700a Textiel-, kleding- en lederind.;Binnenland;2001 maart;0;96
1156;1700a Textiel-, kleding- en lederind.;Binnenland;2001 1e kwartaal;3;96
1157;1700a Textiel-, kleding- en lederind.;Binnenland;2001 april;3;96
1158;1700a Textiel-, kleding- en lederind.;Binnenland;2001 mei;-3;97
1159;1700a Textiel-, kleding- en lederind.;Binnenland;2001 juni;0;95
1160;1700a Textiel-, kleding- en lederind.;Binnenland;2001 2e kwartaal;0;96
1161;1700a Textiel-, kleding- en lederind.;Binnenland;2001 juli;-1;96
1162;1700a Textiel-, kleding- en lederind.;Binnenland;2001 augustus;-2;93
1163;1700a Textiel-, kleding- en lederind.;Binnenland;2001 september;-13;94
1164;1700a Textiel-, kleding- en lederind.;Binnenland;2001 3e kwartaal;-6;94
1165;1700a Textiel-, kleding- en lederind.;Binnenland;2001 oktober;-2;94
1166;1700a Textiel-, kleding- en lederind.;Binnenland;2001 november;-7;96
