ID;SBI93;Bestemming;Perioden;Omzetontwikkeling_1;Aandeel_2
1167;1700a Textiel-, kleding- en lederind.;Binnenland;2001 december;-6;95
1168;1700a Textiel-, kleding- en lederind.;Binnenland;2001 4e kwartaal;-5;95
1169;1700a Textiel-, kleding- en lederind.;Binnenland;2001;-2;94
1170;1700a Textiel-, kleding- en lederind.;Binnenland;2002 januari;-7;94
1171;1700a Textiel-, kleding- en lederind.;Binnenland;2002 februari;-6;94
1172;1700a Textiel-, kleding- en lederind.;Binnenland;2002 maart;-8;91
1173;1700a Textiel-, kleding- en lederind.;Binnenland;2002 1e kwartaal;-6;91
1174;1700a Textiel-, kleding- en lederind.;Binnenland;2002 april;-4;89
1175;1700a Textiel-, kleding- en lederind.;Binnenland;2002 mei;-11;90
1176;1700a Textiel-, kleding- en lederind.;Binnenland;2002 juni;-5;89
1177;1700a Textiel-, kleding- en lederind.;Binnenland;2002 2e kwartaal;-6;88
1178;1700a Textiel-, kleding- en lederind.;Binnenland;2002 juli;-1;87
1179;1700a Textiel-, kleding- en lederind.;Binnenland;2002 augustus;2;89
1180;1700a Textiel-, kleding- en lederind.;Binnenland;2002 september;6;88
1181;1700a Textiel-, kleding- en lederind.;Binnenland;2002 3e kwartaal;2;89
1182;1700a Textiel-, kleding- en lederind.;Binnenland;2002 oktober;0;89
1183;1700a Textiel-, kleding- en lederind.;Binnenland;2002 november;-6;89
1184;1700a Textiel-, kleding- en lederind.;Binnenland;2002 december;3;90
1185;1700a Textiel-, kleding- en lederind.;Binnenland;2002 4e kwartaal;-1;90
1186;1700a Textiel-, kleding- en lederind.;Binnenland;2002;-2;88
1187;1700a Textiel-, kleding- en lederind.;Binnenland;2003 januari;-7;94
1188;1700a Textiel-, kleding- en lederind.;Binnenland;2003 februari;-6;95
1189;1700a Textiel-, kleding- en lederind.;Binnenland;2003 maart;-6;95
1190;1700a Textiel-, kleding- en lederind.;Binnenland;2003 1e kwartaal;-6;94
1191;1700a Textiel-, kleding- en lederind.;Binnenland;2003 april;-4;95
1192;1700a Textiel-, kleding- en lederind.;Binnenland;2003 mei;-2;93
1193;1700a Textiel-, kleding- en lederind.;Binnenland;2003 juni;5;94
1194;1700a Textiel-, kleding- en lederind.;Binnenland;2003 2e kwartaal;0;93
1195;1700a Textiel-, kleding- en lederind.;Binnenland;2003 juli;-9;94
1196;1700a Textiel-, kleding- en lederind.;Binnenland;2003 augustus;-14;92
1197;1700a Textiel-, kleding- en lederind.;Binnenland;2003 september;8;93
1198;1700a Textiel-, kleding- en lederind.;Binnenland;2003 3e kwartaal;-4;93
1199;1700a Textiel-, kleding- en lederind.;Binnenland;2003 oktober;-3;93
1200;1700a Textiel-, kleding- en lederind.;Binnenland;2003 november;-1;94
1201;1700a Textiel-, kleding- en lederind.;Binnenland;2003 december;7;92
1202;1700a Textiel-, kleding- en lederind.;Binnenland;2003 4e kwartaal;1;93
1203;1700a Textiel-, kleding- en lederind.;Binnenland;2003;-2;90
1204;1700a Textiel-, kleding- en lederind.;Binnenland;2004 januari;-2;90
1205;1700a Textiel-, kleding- en lederind.;Binnenland;2004 februari;-4;90
1206;1700a Textiel-, kleding- en lederind.;Binnenland;2004 maart;7;89
1207;1700a Textiel-, kleding- en lederind.;Binnenland;2004 1e kwartaal;1;89
1208;1700a Textiel-, kleding- en lederind.;Binnenland;2004 april;-4;91
1209;1700a Textiel-, kleding- en lederind.;Binnenland;2004 mei;-8;92
1210;1700a Textiel-, kleding- en lederind.;Binnenland;2004 juni;1;92
1211;1700a Textiel-, kleding- en lederind.;Binnenland;2004 2e kwartaal;-4;90
1212;1700a Textiel-, kleding- en lederind.;Binnenland;2004 juli;12;91
1213;1700a Textiel-, kleding- en lederind.;Binnenland;2004 augustus;-3;91
1214;1700a Textiel-, kleding- en lederind.;Binnenland;2004 september;-6;96
1215;1700a Textiel-, kleding- en lederind.;Binnenland;2004 3e kwartaal;1;92
1216;1700a Textiel-, kleding- en lederind.;Binnenland;2004 oktober;-5;93
1217;1700a Textiel-, kleding- en lederind.;Binnenland;2004 november;2;90
1218;1700a Textiel-, kleding- en lederind.;Binnenland;2004 december;-3;89
1219;1700a Textiel-, kleding- en lederind.;Binnenland;2004 4e kwartaal;-1;88
1220;1700a Textiel-, kleding- en lederind.;Binnenland;2004;-3;87
1221;1700a Textiel-, kleding- en lederind.;Binnenland;2005 januari;-6;95
1222;1700a Textiel-, kleding- en lederind.;Binnenland;2005 februari;0;90
1223;1700a Textiel-, kleding- en lederind.;Binnenland;2005 maart;1;91
1224;1700a Textiel-, kleding- en lederind.;Binnenland;2005 1e kwartaal;-1;91
1225;1700a Textiel-, kleding- en lederind.;Binnenland;2005 april;6;89
1226;1700a Textiel-, kleding- en lederind.;Binnenland;2005 mei;2;92
1227;1700a Textiel-, kleding- en lederind.;Binnenland;2005 juni;1;93
1228;1700a Textiel-, kleding- en lederind.;Binnenland;2005 2e kwartaal;2;91
1229;1700a Textiel-, kleding- en lederind.;Binnenland;2005 juli;-3;89
1230;1700a Textiel-, kleding- en lederind.;Binnenland;2005 augustus;3;90
1231;1700a Textiel-, kleding- en lederind.;Binnenland;2005 september;-1;91
1232;1700a Textiel-, kleding- en lederind.;Binnenland;2005 3e kwartaal;-1;90
1233;1700a Textiel-, kleding- en lederind.;Binnenland;2005 oktober;-7;91
1234;1700a Textiel-, kleding- en lederind.;Binnenland;2005 november;3;94
1235;1700a Textiel-, kleding- en lederind.;Binnenland;2005 december;1;95
1236;1700a Textiel-, kleding- en lederind.;Binnenland;2005 4e kwartaal;-1;93
1237;1700a Textiel-, kleding- en lederind.;Binnenland;2005;0;89
1238;1700a Textiel-, kleding- en lederind.;Binnenland;2006 januari;7;95
1239;1700a Textiel-, kleding- en lederind.;Binnenland;2006 februari;2;95
1240;1700a Textiel-, kleding- en lederind.;Buitenland;1997 januari;-3;97
1241;1700a Textiel-, kleding- en lederind.;Buitenland;1997 februari;-4;96
1242;1700a Textiel-, kleding- en lederind.;Buitenland;1997 maart;-5;95
1243;1700a Textiel-, kleding- en lederind.;Buitenland;1997 1e kwartaal;-3;95
1244;1700a Textiel-, kleding- en lederind.;Buitenland;1997 april;16;95
1245;1700a Textiel-, kleding- en lederind.;Buitenland;1997 mei;-2;94
1246;1700a Textiel-, kleding- en lederind.;Buitenland;1997 juni;4;95
1247;1700a Textiel-, kleding- en lederind.;Buitenland;1997 2e kwartaal;6;94
1248;1700a Textiel-, kleding- en lederind.;Buitenland;1997 juli;11;94
1249;1700a Textiel-, kleding- en lederind.;Buitenland;1997 augustus;7;95
1250;1700a Textiel-, kleding- en lederind.;Buitenland;1997 september;7;95
1251;1700a Textiel-, kleding- en lederind.;Buitenland;1997 3e kwartaal;8;95
1252;1700a Textiel-, kleding- en lederind.;Buitenland;1997 oktober;12;95
1253;1700a Textiel-, kleding- en lederind.;Buitenland;1997 november;9;93
1254;1700a Textiel-, kleding- en lederind.;Buitenland;1997 december;9;94
1255;1700a Textiel-, kleding- en lederind.;Buitenland;1997 4e kwartaal;10;93
1256;1700a Textiel-, kleding- en lederind.;Buitenland;1997;5;92
1257;1700a Textiel-, kleding- en lederind.;Buitenland;1998 januari;3;97
1258;1700a Textiel-, kleding- en lederind.;Buitenland;1998 februari;5;97
1259;1700a Textiel-, kleding- en lederind.;Buitenland;1998 maart;20;97
1260;1700a Textiel-, kleding- en lederind.;Buitenland;1998 1e kwartaal;9;97
1261;1700a Textiel-, kleding- en lederind.;Buitenland;1998 april;5;96
1262;1700a Textiel-, kleding- en lederind.;Buitenland;1998 mei;8;97
1263;1700a Textiel-, kleding- en lederind.;Buitenland;1998 juni;6;97
1264;1700a Textiel-, kleding- en lederind.;Buitenland;1998 2e kwartaal;6;96
1265;1700a Textiel-, kleding- en lederind.;Buitenland;1998 juli;10;97
1266;1700a Textiel-, kleding- en lederind.;Buitenland;1998 augustus;-8;95
1267;1700a Textiel-, kleding- en lederind.;Buitenland;1998 september;1;96
1268;1700a Textiel-, kleding- en lederind.;Buitenland;1998 3e kwartaal;2;95
1269;1700a Textiel-, kleding- en lederind.;Buitenland;1998 oktober;-5;94
1270;1700a Textiel-, kleding- en lederind.;Buitenland;1998 november;1;96
1271;1700a Textiel-, kleding- en lederind.;Buitenland;1998 december;1;96
1272;1700a Textiel-, kleding- en lederind.;Buitenland;1998 4e kwartaal;-1;95
1273;1700a Textiel-, kleding- en lederind.;Buitenland;1998;5;93
1274;1700a Textiel-, kleding- en lederind.;Buitenland;1999 januari;-4;96
1275;1700a Textiel-, kleding- en lederind.;Buitenland;1999 februari;-6;96
1276;1700a Textiel-, kleding- en lederind.;Buitenland;1999 maart;-4;96
1277;1700a Textiel-, kleding- en lederind.;Buitenland;1999 1e kwartaal;-4;96
1278;1700a Textiel-, kleding- en lederind.;Buitenland;1999 april;-10;95
1279;1700a Textiel-, kleding- en lederind.;Buitenland;1999 mei;-8;94
1280;1700a Textiel-, kleding- en lederind.;Buitenland;1999 juni;0;94
1281;1700a Textiel-, kleding- en lederind.;Buitenland;1999 2e kwartaal;-6;94
1282;1700a Textiel-, kleding- en lederind.;Buitenland;1999 juli;-8;95
1283;1700a Textiel-, kleding- en lederind.;Buitenland;1999 augustus;2;95
1284;1700a Textiel-, kleding- en lederind.;Buitenland;1999 september;-3;96
1285;1700a Textiel-, kleding- en lederind.;Buitenland;1999 3e kwartaal;-4;95
1286;1700a Textiel-, kleding- en lederind.;Buitenland;1999 oktober;-6;96
1287;1700a Textiel-, kleding- en lederind.;Buitenland;1999 november;2;96
1288;1700a Textiel-, kleding- en lederind.;Buitenland;1999 december;3;96
1289;1700a Textiel-, kleding- en lederind.;Buitenland;1999 4e kwartaal;-1;96
1290;1700a Textiel-, kleding- en lederind.;Buitenland;1999;-4;93
1291;1700a Textiel-, kleding- en lederind.;Buitenland;2000 januari;-1;97
1292;1700a Textiel-, kleding- en lederind.;Buitenland;2000 februari;7;97
1293;1700a Textiel-, kleding- en lederind.;Buitenland;2000 maart;0;97
1294;1700a Textiel-, kleding- en lederind.;Buitenland;2000 1e kwartaal;2;97
1295;1700a Textiel-, kleding- en lederind.;Buitenland;2000 april;-1;99
1296;1700a Textiel-, kleding- en lederind.;Buitenland;2000 mei;18;100
1297;1700a Textiel-, kleding- en lederind.;Buitenland;2000 juni;-3;99
1298;1700a Textiel-, kleding- en lederind.;Buitenland;2000 2e kwartaal;4;99
1299;1700a Textiel-, kleding- en lederind.;Buitenland;2000 juli;-4;99
1300;1700a Textiel-, kleding- en lederind.;Buitenland;2000 augustus;12;99
1301;1700a Textiel-, kleding- en lederind.;Buitenland;2000 september;1;99
1302;1700a Textiel-, kleding- en lederind.;Buitenland;2000 3e kwartaal;3;99
1303;1700a Textiel-, kleding- en lederind.;Buitenland;2000 oktober;-1;99
1304;1700a Textiel-, kleding- en lederind.;Buitenland;2000 november;4;99
1305;1700a Textiel-, kleding- en lederind.;Buitenland;2000 december;-5;99
1306;1700a Textiel-, kleding- en lederind.;Buitenland;2000 4e kwartaal;-1;99
1307;1700a Textiel-, kleding- en lederind.;Buitenland;2000;2;96
1308;1700a Textiel-, kleding- en lederind.;Buitenland;2001 januari;13;97
1309;1700a Textiel-, kleding- en lederind.;Buitenland;2001 februari;3;97
1310;1700a Textiel-, kleding- en lederind.;Buitenland;2001 maart;4;97
1311;1700a Textiel-, kleding- en lederind.;Buitenland;2001 1e kwartaal;7;97
1312;1700a Textiel-, kleding- en lederind.;Buitenland;2001 april;5;97
1313;1700a Textiel-, kleding- en lederind.;Buitenland;2001 mei;-5;98
1314;1700a Textiel-, kleding- en lederind.;Buitenland;2001 juni;4;98
1315;1700a Textiel-, kleding- en lederind.;Buitenland;2001 2e kwartaal;1;97
1316;1700a Textiel-, kleding- en lederind.;Buitenland;2001 juli;3;98
1317;1700a Textiel-, kleding- en lederind.;Buitenland;2001 augustus;3;97
1318;1700a Textiel-, kleding- en lederind.;Buitenland;2001 september;-7;98
1319;1700a Textiel-, kleding- en lederind.;Buitenland;2001 3e kwartaal;-1;97
1320;1700a Textiel-, kleding- en lederind.;Buitenland;2001 oktober;2;98
1321;1700a Textiel-, kleding- en lederind.;Buitenland;2001 november;-8;98
1322;1700a Textiel-, kleding- en lederind.;Buitenland;2001 december;-7;96
1323;1700a Textiel-, kleding- en lederind.;Buitenland;2001 4e kwartaal;-3;96
1324;1700a Textiel-, kleding- en lederind.;Buitenland;2001;1;96
1325;1700a Textiel-, kleding- en lederind.;Buitenland;2002 januari;-9;96
1326;1700a Textiel-, kleding- en lederind.;Buitenland;2002 februari;-1;96
1327;1700a Textiel-, kleding- en lederind.;Buitenland;2002 maart;-1;94
1328;1700a Textiel-, kleding- en lederind.;Buitenland;2002 1e kwartaal;-3;94
1329;1700a Textiel-, kleding- en lederind.;Buitenland;2002 april;3;94
1330;1700a Textiel-, kleding- en lederind.;Buitenland;2002 mei;4;93
1331;1700a Textiel-, kleding- en lederind.;Buitenland;2002 juni;1;91
1332;1700a Textiel-, kleding- en lederind.;Buitenland;2002 2e kwartaal;3;91
1333;1700a Textiel-, kleding- en lederind.;Buitenland;2002 juli;8;89
1334;1700a Textiel-, kleding- en lederind.;Buitenland;2002 augustus;-1;91
1335;1700a Textiel-, kleding- en lederind.;Buitenland;2002 september;14;91
1336;1700a Textiel-, kleding- en lederind.;Buitenland;2002 3e kwartaal;7;91
1337;1700a Textiel-, kleding- en lederind.;Buitenland;2002 oktober;12;91
1338;1700a Textiel-, kleding- en lederind.;Buitenland;2002 november;5;93
1339;1700a Textiel-, kleding- en lederind.;Buitenland;2002 december;12;92
1340;1700a Textiel-, kleding- en lederind.;Buitenland;2002 4e kwartaal;9;92
1341;1700a Textiel-, kleding- en lederind.;Buitenland;2002;5;91
1342;1700a Textiel-, kleding- en lederind.;Buitenland;2003 januari;-1;94
1343;1700a Textiel-, kleding- en lederind.;Buitenland;2003 februari;-2;94
1344;1700a Textiel-, kleding- en lederind.;Buitenland;2003 maart;-4;95
1345;1700a Textiel-, kleding- en lederind.;Buitenland;2003 1e kwartaal;-2;94
1346;1700a Textiel-, kleding- en lederind.;Buitenland;2003 april;-1;96
1347;1700a Textiel-, kleding- en lederind.;Buitenland;2003 mei;-7;96
1348;1700a Textiel-, kleding- en lederind.;Buitenland;2003 juni;-4;94
1349;1700a Textiel-, kleding- en lederind.;Buitenland;2003 2e kwartaal;-4;94
1350;1700a Textiel-, kleding- en lederind.;Buitenland;2003 juli;-2;95
1351;1700a Textiel-, kleding- en lederind.;Buitenland;2003 augustus;-11;93
1352;1700a Textiel-, kleding- en lederind.;Buitenland;2003 september;-5;94
1353;1700a Textiel-, kleding- en lederind.;Buitenland;2003 3e kwartaal;-6;93
1354;1700a Textiel-, kleding- en lederind.;Buitenland;2003 oktober;-5;91
1355;1700a Textiel-, kleding- en lederind.;Buitenland;2003 november;-8;92
1356;1700a Textiel-, kleding- en lederind.;Buitenland;2003 december;0;89
1357;1700a Textiel-, kleding- en lederind.;Buitenland;2003 4e kwartaal;-5;91
1358;1700a Textiel-, kleding- en lederind.;Buitenland;2003;-4;89
1359;1700a Textiel-, kleding- en lederind.;Buitenland;2004 januari;-2;90
1360;1700a Textiel-, kleding- en lederind.;Buitenland;2004 februari;-5;90
1361;1700a Textiel-, kleding- en lederind.;Buitenland;2004 maart;3;92
1362;1700a Textiel-, kleding- en lederind.;Buitenland;2004 1e kwartaal;-1;91
1363;1700a Textiel-, kleding- en lederind.;Buitenland;2004 april;-6;90
1364;1700a Textiel-, kleding- en lederind.;Buitenland;2004 mei;-6;91
1365;1700a Textiel-, kleding- en lederind.;Buitenland;2004 juni;7;89
1366;1700a Textiel-, kleding- en lederind.;Buitenland;2004 2e kwartaal;-2;89
1367;1700a Textiel-, kleding- en lederind.;Buitenland;2004 juli;5;89
1368;1700a Textiel-, kleding- en lederind.;Buitenland;2004 augustus;-10;88
1369;1700a Textiel-, kleding- en lederind.;Buitenland;2004 september;5;89
1370;1700a Textiel-, kleding- en lederind.;Buitenland;2004 3e kwartaal;1;88
1371;1700a Textiel-, kleding- en lederind.;Buitenland;2004 oktober;-7;95
1372;1700a Textiel-, kleding- en lederind.;Buitenland;2004 november;6;94
1373;1700a Textiel-, kleding- en lederind.;Buitenland;2004 december;6;83
1374;1700a Textiel-, kleding- en lederind.;Buitenland;2004 4e kwartaal;3;89
1375;1700a Textiel-, kleding- en lederind.;Buitenland;2004;1;86
1376;1700a Textiel-, kleding- en lederind.;Buitenland;2005 januari;0;93
1377;1700a Textiel-, kleding- en lederind.;Buitenland;2005 februari;-2;92
1378;1700a Textiel-, kleding- en lederind.;Buitenland;2005 maart;3;93
1379;1700a Textiel-, kleding- en lederind.;Buitenland;2005 1e kwartaal;1;92
1380;1700a Textiel-, kleding- en lederind.;Buitenland;2005 april;8;93
1381;1700a Textiel-, kleding- en lederind.;Buitenland;2005 mei;5;94
1382;1700a Textiel-, kleding- en lederind.;Buitenland;2005 juni;8;96
1383;1700a Textiel-, kleding- en lederind.;Buitenland;2005 2e kwartaal;7;94
1384;1700a Textiel-, kleding- en lederind.;Buitenland;2005 juli;-6;95
1385;1700a Textiel-, kleding- en lederind.;Buitenland;2005 augustus;14;94
1386;1700a Textiel-, kleding- en lederind.;Buitenland;2005 september;-2;96
1387;1700a Textiel-, kleding- en lederind.;Buitenland;2005 3e kwartaal;0;95
1388;1700a Textiel-, kleding- en lederind.;Buitenland;2005 oktober;-2;96
1389;1700a Textiel-, kleding- en lederind.;Buitenland;2005 november;2;97
1390;1700a Textiel-, kleding- en lederind.;Buitenland;2005 december;3;97
1391;1700a Textiel-, kleding- en lederind.;Buitenland;2005 4e kwartaal;1;96
1392;1700a Textiel-, kleding- en lederind.;Buitenland;2005;2;93
1393;1700a Textiel-, kleding- en lederind.;Buitenland;2006 januari;10;97
1394;1700a Textiel-, kleding- en lederind.;Buitenland;2006 februari;4;96
1395;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 januari;2;97
1396;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 februari;42;97
1397;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 maart;1;97
1398;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 1e kwartaal;12;97
1399;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 april;9;97
1400;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 mei;-5;97
1401;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 juni;2;97
1402;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 2e kwartaal;2;97
1403;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 juli;4;96
1404;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 augustus;-1;97
1405;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 september;5;96
1406;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 3e kwartaal;3;96
1407;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 oktober;2;96
1408;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 november;3;96
1409;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 december;4;96
1410;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997 4e kwartaal;3;96
1411;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1997;5;95
1412;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 januari;33;96
1413;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 februari;4;96
1414;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 maart;9;96
1415;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 1e kwartaal;14;96
1416;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 april;-3;97
1417;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 mei;0;97
1418;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 juni;2;97
1419;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 2e kwartaal;0;97
1420;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 juli;14;97
1421;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 augustus;-11;97
1422;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 september;-4;98
1423;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 3e kwartaal;0;97
1424;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 oktober;-7;98
1425;2000c Hout- en bouwmaterialenindustrie;Bestemming totaal;1998 november;-5;97
