ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
5709;Fees on building permits;Alkmaar en omgeving (CR);2021;10.0;38.0
5710;Fees on building permits;Alkmaar en omgeving (CR);2022;8.0;33.0
5711;Fees on building permits;Alkmaar en omgeving (CR);2023;9.0;35.0
5712;Fees on building permits;IJmond (CR);2017;4.0;22.0
5713;Fees on building permits;IJmond (CR);2018;5.0;23.0
5714;Fees on building permits;IJmond (CR);2019;2.0;12.0
5715;Fees on building permits;IJmond (CR);2020;5.0;25.0
5716;Fees on building permits;IJmond (CR);2021;5.0;26.0
5717;Fees on building permits;IJmond (CR);2022;7.0;34.0
5718;Fees on building permits;IJmond (CR);2023;5.0;25.0
5719;Fees on building permits;Agglomeratie Haarlem (CR);2017;8.0;35.0
5720;Fees on building permits;Agglomeratie Haarlem (CR);2018;9.0;40.0
5721;Fees on building permits;Agglomeratie Haarlem (CR);2019;10.0;44.0
5722;Fees on building permits;Agglomeratie Haarlem (CR);2020;9.0;39.0
5723;Fees on building permits;Agglomeratie Haarlem (CR);2021;9.0;38.0
5724;Fees on building permits;Agglomeratie Haarlem (CR);2022;7.0;28.0
5725;Fees on building permits;Agglomeratie Haarlem (CR);2023;10.0;41.0
5726;Fees on building permits;Zaanstreek (CR);2017;4.0;26.0
5727;Fees on building permits;Zaanstreek (CR);2018;5.0;26.0
5728;Fees on building permits;Zaanstreek (CR);2019;5.0;30.0
5729;Fees on building permits;Zaanstreek (CR);2020;6.0;36.0
5730;Fees on building permits;Zaanstreek (CR);2021;6.0;35.0
5731;Fees on building permits;Zaanstreek (CR);2022;6.0;37.0
5732;Fees on building permits;Zaanstreek (CR);2023;6.0;33.0
5733;Fees on building permits;Groot-Amsterdam (CR);2017;96.0;71.0
5734;Fees on building permits;Groot-Amsterdam (CR);2018;92.0;68.0
5735;Fees on building permits;Groot-Amsterdam (CR);2019;84.0;61.0
5736;Fees on building permits;Groot-Amsterdam (CR);2020;97.0;70.0
5737;Fees on building permits;Groot-Amsterdam (CR);2021;96.0;69.0
5738;Fees on building permits;Groot-Amsterdam (CR);2022;86.0;60.0
5739;Fees on building permits;Groot-Amsterdam (CR);2023;101.0;69.0
5740;Fees on building permits;Het Gooi en Vechtstreek (CR);2017;10.0;38.0
5741;Fees on building permits;Het Gooi en Vechtstreek (CR);2018;9.0;35.0
5742;Fees on building permits;Het Gooi en Vechtstreek (CR);2019;12.0;48.0
5743;Fees on building permits;Het Gooi en Vechtstreek (CR);2020;14.0;55.0
5744;Fees on building permits;Het Gooi en Vechtstreek (CR);2021;14.0;54.0
5745;Fees on building permits;Het Gooi en Vechtstreek (CR);2022;12.0;49.0
5746;Fees on building permits;Het Gooi en Vechtstreek (CR);2023;12.0;49.0
5747;Fees on building permits;Agglomeratie Leiden en Bollenstreek (CR);2017;14.0;32.0
5748;Fees on building permits;Agglomeratie Leiden en Bollenstreek (CR);2018;16.0;39.0
5749;Fees on building permits;Agglomeratie Leiden en Bollenstreek (CR);2019;15.0;36.0
5750;Fees on building permits;Agglomeratie Leiden en Bollenstreek (CR);2020;22.0;51.0
5751;Fees on building permits;Agglomeratie Leiden en Bollenstreek (CR);2021;14.0;33.0
5752;Fees on building permits;Agglomeratie Leiden en Bollenstreek (CR);2022;20.0;47.0
5753;Fees on building permits;Agglomeratie Leiden en Bollenstreek (CR);2023;16.0;36.0
5754;Fees on building permits;Agglomeratie 's-Gravenhage (CR);2017;41.0;48.0
5755;Fees on building permits;Agglomeratie 's-Gravenhage (CR);2018;37.0;43.0
5756;Fees on building permits;Agglomeratie 's-Gravenhage (CR);2019;29.0;33.0
5757;Fees on building permits;Agglomeratie 's-Gravenhage (CR);2020;35.0;39.0
5758;Fees on building permits;Agglomeratie 's-Gravenhage (CR);2021;39.0;44.0
5759;Fees on building permits;Agglomeratie 's-Gravenhage (CR);2022;28.0;31.0
5760;Fees on building permits;Agglomeratie 's-Gravenhage (CR);2023;32.0;35.0
5761;Fees on building permits;Delft en Westland (CR);2017;8.0;35.0
5762;Fees on building permits;Delft en Westland (CR);2018;9.0;40.0
5763;Fees on building permits;Delft en Westland (CR);2019;9.0;39.0
5764;Fees on building permits;Delft en Westland (CR);2020;11.0;46.0
5765;Fees on building permits;Delft en Westland (CR);2021;11.0;46.0
5766;Fees on building permits;Delft en Westland (CR);2022;10.0;41.0
5767;Fees on building permits;Delft en Westland (CR);2023;10.0;41.0
5768;Fees on building permits;Oost-Zuid-Holland (CR);2017;9.0;27.0
5769;Fees on building permits;Oost-Zuid-Holland (CR);2018;12.0;37.0
5770;Fees on building permits;Oost-Zuid-Holland (CR);2019;11.0;34.0
5771;Fees on building permits;Oost-Zuid-Holland (CR);2020;15.0;45.0
5772;Fees on building permits;Oost-Zuid-Holland (CR);2021;14.0;42.0
5773;Fees on building permits;Oost-Zuid-Holland (CR);2022;18.0;52.0
5774;Fees on building permits;Oost-Zuid-Holland (CR);2023;20.0;59.0
5775;Fees on building permits;Groot-Rijnmond (CR);2017;42.0;30.0
5776;Fees on building permits;Groot-Rijnmond (CR);2018;38.0;27.0
5777;Fees on building permits;Groot-Rijnmond (CR);2019;47.0;33.0
5778;Fees on building permits;Groot-Rijnmond (CR);2020;55.0;38.0
5779;Fees on building permits;Groot-Rijnmond (CR);2021;54.0;37.0
5780;Fees on building permits;Groot-Rijnmond (CR);2022;48.0;33.0
5781;Fees on building permits;Groot-Rijnmond (CR);2023;72.0;48.0
5782;Fees on building permits;Zuidoost-Zuid-Holland (CR);2017;11.0;27.0
5783;Fees on building permits;Zuidoost-Zuid-Holland (CR);2018;13.0;32.0
5784;Fees on building permits;Zuidoost-Zuid-Holland (CR);2019;12.0;32.0
5785;Fees on building permits;Zuidoost-Zuid-Holland (CR);2020;16.0;42.0
5786;Fees on building permits;Zuidoost-Zuid-Holland (CR);2021;18.0;49.0
5787;Fees on building permits;Zuidoost-Zuid-Holland (CR);2022;17.0;44.0
5788;Fees on building permits;Zuidoost-Zuid-Holland (CR);2023;13.0;34.0
5789;Fees on building permits;Zeeuwsch-Vlaanderen (CR);2017;5.0;49.0
5790;Fees on building permits;Zeeuwsch-Vlaanderen (CR);2018;5.0;47.0
5791;Fees on building permits;Zeeuwsch-Vlaanderen (CR);2019;6.0;52.0
5792;Fees on building permits;Zeeuwsch-Vlaanderen (CR);2020;4.0;41.0
5793;Fees on building permits;Zeeuwsch-Vlaanderen (CR);2021;5.0;45.0
5794;Fees on building permits;Zeeuwsch-Vlaanderen (CR);2022;7.0;64.0
5795;Fees on building permits;Zeeuwsch-Vlaanderen (CR);2023;5.0;48.0
5796;Fees on building permits;Overig Zeeland (CR);2017;7.0;26.0
5797;Fees on building permits;Overig Zeeland (CR);2018;11.0;41.0
5798;Fees on building permits;Overig Zeeland (CR);2019;12.0;42.0
5799;Fees on building permits;Overig Zeeland (CR);2020;11.0;38.0
5800;Fees on building permits;Overig Zeeland (CR);2021;15.0;52.0
5801;Fees on building permits;Overig Zeeland (CR);2022;14.0;49.0
5802;Fees on building permits;Overig Zeeland (CR);2023;10.0;34.0
5803;Fees on building permits;West-Noord-Brabant (CR);2017;18.0;29.0
5804;Fees on building permits;West-Noord-Brabant (CR);2018;19.0;30.0
5805;Fees on building permits;West-Noord-Brabant (CR);2019;16.0;26.0
5806;Fees on building permits;West-Noord-Brabant (CR);2020;21.0;34.0
5807;Fees on building permits;West-Noord-Brabant (CR);2021;26.0;40.0
5808;Fees on building permits;West-Noord-Brabant (CR);2022;22.0;35.0
5809;Fees on building permits;West-Noord-Brabant (CR);2023;23.0;36.0
5810;Fees on building permits;Midden-Noord-Brabant (CR);2017;19.0;40.0
5811;Fees on building permits;Midden-Noord-Brabant (CR);2018;18.0;37.0
5812;Fees on building permits;Midden-Noord-Brabant (CR);2019;15.0;32.0
5813;Fees on building permits;Midden-Noord-Brabant (CR);2020;18.0;38.0
5814;Fees on building permits;Midden-Noord-Brabant (CR);2021;21.0;42.0
5815;Fees on building permits;Midden-Noord-Brabant (CR);2022;17.0;34.0
5816;Fees on building permits;Midden-Noord-Brabant (CR);2023;17.0;33.0
5817;Fees on building permits;Noordoost-Noord-Brabant (CR);2017;20.0;30.0
5818;Fees on building permits;Noordoost-Noord-Brabant (CR);2018;22.0;34.0
5819;Fees on building permits;Noordoost-Noord-Brabant (CR);2019;21.0;33.0
5820;Fees on building permits;Noordoost-Noord-Brabant (CR);2020;25.0;38.0
5821;Fees on building permits;Noordoost-Noord-Brabant (CR);2021;28.0;42.0
5822;Fees on building permits;Noordoost-Noord-Brabant (CR);2022;26.0;39.0
5823;Fees on building permits;Noordoost-Noord-Brabant (CR);2023;21.0;31.0
5824;Fees on building permits;Zuidoost-Noord-Brabant (CR);2017;26.0;34.0
5825;Fees on building permits;Zuidoost-Noord-Brabant (CR);2018;29.0;37.0
5826;Fees on building permits;Zuidoost-Noord-Brabant (CR);2019;30.0;38.0
5827;Fees on building permits;Zuidoost-Noord-Brabant (CR);2020;30.0;39.0
5828;Fees on building permits;Zuidoost-Noord-Brabant (CR);2021;33.0;42.0
5829;Fees on building permits;Zuidoost-Noord-Brabant (CR);2022;35.0;44.0
5830;Fees on building permits;Zuidoost-Noord-Brabant (CR);2023;30.0;38.0
5831;Fees on building permits;Noord-Limburg (CR);2017;7.0;25.0
5832;Fees on building permits;Noord-Limburg (CR);2018;9.0;32.0
5833;Fees on building permits;Noord-Limburg (CR);2019;9.0;31.0
5834;Fees on building permits;Noord-Limburg (CR);2020;9.0;33.0
5835;Fees on building permits;Noord-Limburg (CR);2021;11.0;38.0
5836;Fees on building permits;Noord-Limburg (CR);2022;10.0;37.0
5837;Fees on building permits;Noord-Limburg (CR);2023;9.0;30.0
5838;Fees on building permits;Midden-Limburg (CR);2017;5.0;23.0
5839;Fees on building permits;Midden-Limburg (CR);2018;7.0;31.0
5840;Fees on building permits;Midden-Limburg (CR);2019;6.0;24.0
5841;Fees on building permits;Midden-Limburg (CR);2020;6.0;27.0
5842;Fees on building permits;Midden-Limburg (CR);2021;9.0;39.0
5843;Fees on building permits;Midden-Limburg (CR);2022;8.0;34.0
5844;Fees on building permits;Midden-Limburg (CR);2023;7.0;31.0
5845;Fees on building permits;Zuid-Limburg (CR);2017;12.0;21.0
5846;Fees on building permits;Zuid-Limburg (CR);2018;15.0;25.0
5847;Fees on building permits;Zuid-Limburg (CR);2019;15.0;25.0
5848;Fees on building permits;Zuid-Limburg (CR);2020;15.0;25.0
5849;Fees on building permits;Zuid-Limburg (CR);2021;18.0;30.0
5850;Fees on building permits;Zuid-Limburg (CR);2022;19.0;33.0
5851;Fees on building permits;Zuid-Limburg (CR);2023;17.0;29.0
5852;Fees on building permits;Flevoland (CR);2017;18.0;45.0
5853;Fees on building permits;Flevoland (CR);2018;17.0;42.0
5854;Fees on building permits;Flevoland (CR);2019;18.0;44.0
5855;Fees on building permits;Flevoland (CR);2020;21.0;49.0
5856;Fees on building permits;Flevoland (CR);2021;21.0;49.0
5857;Fees on building permits;Flevoland (CR);2022;20.0;46.0
5858;Fees on building permits;Flevoland (CR);2023;20.0;46.0
5859;Fees on building permits;Fewer than 5,000 inhabitants;2017;1.0;62.0
5860;Fees on building permits;Fewer than 5,000 inhabitants;2018;1.0;59.0
5861;Fees on building permits;Fewer than 5,000 inhabitants;2019;1.0;65.0
5862;Fees on building permits;Fewer than 5,000 inhabitants;2020;1.0;103.0
5863;Fees on building permits;Fewer than 5,000 inhabitants;2021;1.0;112.0
5864;Fees on building permits;Fewer than 5,000 inhabitants;2022;1.0;105.0
5865;Fees on building permits;Fewer than 5,000 inhabitants;2023;2.0;137.0
5866;Fees on building permits;5,000 to 9,999 inhabitants;2017;6.0;42.0
5867;Fees on building permits;5,000 to 9,999 inhabitants;2018;7.0;55.0
5868;Fees on building permits;5,000 to 9,999 inhabitants;2019;6.0;74.0
5869;Fees on building permits;5,000 to 9,999 inhabitants;2020;5.0;69.0
5870;Fees on building permits;5,000 to 9,999 inhabitants;2021;3.0;48.0
5871;Fees on building permits;5,000 to 9,999 inhabitants;2022;4.0;73.0
5872;Fees on building permits;5,000 to 9,999 inhabitants;2023;3.0;46.0
5873;Fees on building permits;10,000 to 19,999 inhabitants;2017;52.0;37.0
5874;Fees on building permits;10,000 to 19,999 inhabitants;2018;47.0;36.0
5875;Fees on building permits;10,000 to 19,999 inhabitants;2019;37.0;37.0
5876;Fees on building permits;10,000 to 19,999 inhabitants;2020;44.0;44.0
5877;Fees on building permits;10,000 to 19,999 inhabitants;2021;41.0;42.0
5878;Fees on building permits;10,000 to 19,999 inhabitants;2022;38.0;41.0
5879;Fees on building permits;10,000 to 19,999 inhabitants;2023;35.0;42.0
5880;Fees on building permits;20,000 to 49,999 inhabitants;2017;176.0;29.0
5881;Fees on building permits;20,000 to 49,999 inhabitants;2018;199.0;33.0
5882;Fees on building permits;20,000 to 49,999 inhabitants;2019;185.0;30.0
5883;Fees on building permits;20,000 to 49,999 inhabitants;2020;208.0;35.0
5884;Fees on building permits;20,000 to 49,999 inhabitants;2021;236.0;39.0
5885;Fees on building permits;20,000 to 49,999 inhabitants;2022;233.0;39.0
5886;Fees on building permits;20,000 to 49,999 inhabitants;2023;229.0;38.0
5887;Fees on building permits;50,000 to 99,999 inhabitants;2017;98.0;30.0
5888;Fees on building permits;50,000 to 99,999 inhabitants;2018;104.0;31.0
5889;Fees on building permits;50,000 to 99,999 inhabitants;2019;113.0;31.0
5890;Fees on building permits;50,000 to 99,999 inhabitants;2020;124.0;33.0
5891;Fees on building permits;50,000 to 99,999 inhabitants;2021;147.0;39.0
5892;Fees on building permits;50,000 to 99,999 inhabitants;2022;160.0;40.0
5893;Fees on building permits;50,000 to 99,999 inhabitants;2023;160.0;39.0
5894;Fees on building permits;100,000 to 149,999 inhabitants;2017;52.0;32.0
5895;Fees on building permits;100,000 to 149,999 inhabitants;2018;60.0;37.0
5896;Fees on building permits;100,000 to 149,999 inhabitants;2019;49.0;33.0
5897;Fees on building permits;100,000 to 149,999 inhabitants;2020;66.0;41.0
5898;Fees on building permits;100,000 to 149,999 inhabitants;2021;69.0;43.0
5899;Fees on building permits;100,000 to 149,999 inhabitants;2022;71.0;44.0
5900;Fees on building permits;100,000 to 149,999 inhabitants;2023;60.0;37.0
5901;Fees on building permits;150,000 to 249,999 inhabitants;2017;80.0;35.0
5902;Fees on building permits;150,000 to 249,999 inhabitants;2018;82.0;36.0
5903;Fees on building permits;150,000 to 249,999 inhabitants;2019;93.0;37.0
5904;Fees on building permits;150,000 to 249,999 inhabitants;2020;112.0;44.0
5905;Fees on building permits;150,000 to 249,999 inhabitants;2021;114.0;45.0
5906;Fees on building permits;150,000 to 249,999 inhabitants;2022;98.0;38.0
5907;Fees on building permits;150,000 to 249,999 inhabitants;2023;114.0;44.0
5908;Fees on building permits;250,000 inhabitants or more;2017;129.0;55.0
5909;Fees on building permits;250,000 inhabitants or more;2018;120.0;51.0
5910;Fees on building permits;250,000 inhabitants or more;2019;114.0;48.0
5911;Fees on building permits;250,000 inhabitants or more;2020;135.0;56.0
5912;Fees on building permits;250,000 inhabitants or more;2021;127.0;52.0
5913;Fees on building permits;250,000 inhabitants or more;2022;113.0;46.0
5914;Fees on building permits;250,000 inhabitants or more;2023;145.0;58.0
5915;Other fees;The Netherlands;2017;119.0;7.0
5916;Other fees;The Netherlands;2018;120.0;7.0
5917;Other fees;The Netherlands;2019;134.0;8.0
5918;Other fees;The Netherlands;2020;110.0;6.0
5919;Other fees;The Netherlands;2021;132.0;8.0
5920;Other fees;The Netherlands;2022;161.0;9.0
5921;Other fees;The Netherlands;2023;169.0;9.0
5922;Other fees;Noord-Nederland (LD);2017;12.0;7.0
5923;Other fees;Noord-Nederland (LD);2018;10.0;6.0
5924;Other fees;Noord-Nederland (LD);2019;10.0;6.0
5925;Other fees;Noord-Nederland (LD);2020;8.0;5.0
5926;Other fees;Noord-Nederland (LD);2021;10.0;6.0
5927;Other fees;Noord-Nederland (LD);2022;12.0;7.0
5928;Other fees;Noord-Nederland (LD);2023;12.0;7.0
5929;Other fees;Oost-Nederland (LD);2017;20.0;6.0
5930;Other fees;Oost-Nederland (LD);2018;20.0;5.0
5931;Other fees;Oost-Nederland (LD);2019;22.0;6.0
5932;Other fees;Oost-Nederland (LD);2020;20.0;6.0
5933;Other fees;Oost-Nederland (LD);2021;23.0;6.0
5934;Other fees;Oost-Nederland (LD);2022;30.0;8.0
5935;Other fees;Oost-Nederland (LD);2023;25.0;7.0
5936;Other fees;West-Nederland (LD);2017;70.0;9.0
5937;Other fees;West-Nederland (LD);2018;70.0;9.0
5938;Other fees;West-Nederland (LD);2019;79.0;10.0
5939;Other fees;West-Nederland (LD);2020;66.0;8.0
5940;Other fees;West-Nederland (LD);2021;82.0;10.0
5941;Other fees;West-Nederland (LD);2022;94.0;11.0
5942;Other fees;West-Nederland (LD);2023;108.0;13.0
5943;Other fees;Zuid-Nederland (LD);2017;18.0;5.0
5944;Other fees;Zuid-Nederland (LD);2018;20.0;5.0
5945;Other fees;Zuid-Nederland (LD);2019;22.0;6.0
5946;Other fees;Zuid-Nederland (LD);2020;16.0;4.0
5947;Other fees;Zuid-Nederland (LD);2021;18.0;5.0
5948;Other fees;Zuid-Nederland (LD);2022;24.0;7.0
5949;Other fees;Zuid-Nederland (LD);2023;24.0;6.0
5950;Other fees;Groningen (PV);2017;2.0;3.0
5951;Other fees;Groningen (PV);2018;2.0;4.0
5952;Other fees;Groningen (PV);2019;3.0;5.0
5953;Other fees;Groningen (PV);2020;2.0;4.0
5954;Other fees;Groningen (PV);2021;3.0;4.0
5955;Other fees;Groningen (PV);2022;5.0;8.0
5956;Other fees;Groningen (PV);2023;4.0;6.0
5957;Other fees;Fryslân (PV);2017;8.0;13.0
5958;Other fees;Fryslân (PV);2018;6.0;10.0
5959;Other fees;Fryslân (PV);2019;5.0;8.0
5960;Other fees;Fryslân (PV);2020;5.0;7.0
5961;Other fees;Fryslân (PV);2021;6.0;9.0
5962;Other fees;Fryslân (PV);2022;6.0;9.0
5963;Other fees;Fryslân (PV);2023;6.0;9.0
5964;Other fees;Drenthe (PV);2017;2.0;4.0
5965;Other fees;Drenthe (PV);2018;2.0;4.0
5966;Other fees;Drenthe (PV);2019;2.0;3.0
5967;Other fees;Drenthe (PV);2020;1.0;3.0
5968;Other fees;Drenthe (PV);2021;2.0;3.0
5969;Other fees;Drenthe (PV);2022;2.0;4.0
5970;Other fees;Drenthe (PV);2023;2.0;4.0
5971;Other fees;Overijssel (PV);2017;6.0;5.0
5972;Other fees;Overijssel (PV);2018;6.0;5.0
5973;Other fees;Overijssel (PV);2019;6.0;5.0
5974;Other fees;Overijssel (PV);2020;4.0;4.0
5975;Other fees;Overijssel (PV);2021;6.0;5.0
5976;Other fees;Overijssel (PV);2022;6.0;5.0
5977;Other fees;Overijssel (PV);2023;7.0;6.0
5978;Other fees;Flevoland (PV);2017;2.0;5.0
5979;Other fees;Flevoland (PV);2018;2.0;6.0
5980;Other fees;Flevoland (PV);2019;3.0;6.0
5981;Other fees;Flevoland (PV);2020;2.0;6.0
5982;Other fees;Flevoland (PV);2021;3.0;6.0
5983;Other fees;Flevoland (PV);2022;3.0;7.0
5984;Other fees;Flevoland (PV);2023;3.0;8.0
5985;Other fees;Gelderland (PV);2017;12.0;6.0
5986;Other fees;Gelderland (PV);2018;11.0;6.0
5987;Other fees;Gelderland (PV);2019;14.0;7.0
5988;Other fees;Gelderland (PV);2020;13.0;6.0
5989;Other fees;Gelderland (PV);2021;14.0;7.0
5990;Other fees;Gelderland (PV);2022;20.0;10.0
5991;Other fees;Gelderland (PV);2023;14.0;7.0
5992;Other fees;Utrecht (PV);2017;7.0;5.0
5993;Other fees;Utrecht (PV);2018;7.0;6.0
5994;Other fees;Utrecht (PV);2019;7.0;6.0
5995;Other fees;Utrecht (PV);2020;6.0;5.0
5996;Other fees;Utrecht (PV);2021;7.0;5.0
5997;Other fees;Utrecht (PV);2022;8.0;6.0
5998;Other fees;Utrecht (PV);2023;10.0;7.0
5999;Other fees;Noord-Holland (PV);2017;31.0;11.0
6000;Other fees;Noord-Holland (PV);2018;28.0;10.0
6001;Other fees;Noord-Holland (PV);2019;35.0;12.0
6002;Other fees;Noord-Holland (PV);2020;30.0;10.0
6003;Other fees;Noord-Holland (PV);2021;38.0;13.0
6004;Other fees;Noord-Holland (PV);2022;44.0;15.0
6005;Other fees;Noord-Holland (PV);2023;53.0;18.0
6006;Other fees;Zuid-Holland (PV);2017;28.0;8.0
6007;Other fees;Zuid-Holland (PV);2018;29.0;8.0
6008;Other fees;Zuid-Holland (PV);2019;32.0;9.0
6009;Other fees;Zuid-Holland (PV);2020;25.0;7.0
6010;Other fees;Zuid-Holland (PV);2021;31.0;8.0
6011;Other fees;Zuid-Holland (PV);2022;36.0;10.0
6012;Other fees;Zuid-Holland (PV);2023;40.0;11.0
6013;Other fees;Zeeland (PV);2017;5.0;12.0
6014;Other fees;Zeeland (PV);2018;5.0;13.0
6015;Other fees;Zeeland (PV);2019;5.0;13.0
6016;Other fees;Zeeland (PV);2020;5.0;12.0
6017;Other fees;Zeeland (PV);2021;5.0;13.0
6018;Other fees;Zeeland (PV);2022;6.0;14.0
6019;Other fees;Zeeland (PV);2023;5.0;13.0
6020;Other fees;Noord-Brabant (PV);2017;11.0;4.0
6021;Other fees;Noord-Brabant (PV);2018;13.0;5.0
6022;Other fees;Noord-Brabant (PV);2019;14.0;6.0
6023;Other fees;Noord-Brabant (PV);2020;12.0;5.0
6024;Other fees;Noord-Brabant (PV);2021;13.0;5.0
6025;Other fees;Noord-Brabant (PV);2022;17.0;6.0
6026;Other fees;Noord-Brabant (PV);2023;17.0;7.0
6027;Other fees;Limburg (PV);2017;7.0;6.0
6028;Other fees;Limburg (PV);2018;7.0;6.0
6029;Other fees;Limburg (PV);2019;8.0;7.0
6030;Other fees;Limburg (PV);2020;4.0;4.0
6031;Other fees;Limburg (PV);2021;5.0;4.0
6032;Other fees;Limburg (PV);2022;8.0;7.0
6033;Other fees;Limburg (PV);2023;7.0;6.0
