ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCriem_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorbereidGedragsbeinvloedMaatregel_29
345;Mannen;0 jaar;30 juni 2018;1025;900;755;315;460;250;15.0;215;165;115;10.0;;40.0;290.0;250.0;235.0;15.0;40.0;30.0;15.0;;;;;;;;;
346;Mannen;0 jaar;31 december 2018;870;720;605;245;375;195;;185;130;85;10.0;;35.0;270.0;215.0;200.0;15.0;55.0;35.0;20.0;;;;;;;;;
347;Mannen;0 jaar;30 juni 2019;965;830;700;280;440;225;15.0;210;155;115;20.0;;20.0;295.0;245.0;215.0;30.0;50.0;25.0;25.0;;;;;;;;;
348;Mannen;0 jaar;31 december 2019;845;715;605;190;435;250;10.0;185;135;95;10.0;;30.0;255.0;215.0;190.0;25.0;40.0;20.0;15.0;;;;;;;;;
349;Mannen;0 jaar;30 juni 2020;980;855;715;270;470;240;10.0;230;165;115;10.0;;40.0;280.0;230.0;215.0;20.0;45.0;25.0;20.0;;;;;;;;;
350;Mannen;0 jaar;31 december 2020;875;770;635;205;450;250;15.0;200;160;115;10.0;;35.0;265.0;220.0;195.0;25.0;45.0;30.0;15.0;;;;;;;;;
351;Mannen;1 jaar;31 maart 2015;885;710;530;150;390;195;45.0;185;240;225;;;15.0;405.0;360.0;355.0;;45.0;40.0;;;;;;;;;;
352;Mannen;1 jaar;30 juni 2015;965;765;600;175;445;250;45.0;185;220;205;;;10.0;410.0;365.0;355.0;10.0;45.0;40.0;;;;;;;;;;
353;Mannen;1 jaar;31 december 2015;1035;835;670;200;485;275;35.0;205;225;195;10.0;;20.0;405.0;355.0;340.0;10.0;55.0;50.0;;;;;;;;;;
354;Mannen;1 jaar;30 juni 2016;1175;1015;785;340;460;260;40.0;185;265;215;;;50.0;420.0;330.0;325.0;;85.0;85.0;;;;;;;;;;
355;Mannen;1 jaar;31 december 2016;1245;1100;865;435;460;245;40.0;210;275;210;10.0;;65.0;390.0;305.0;295.0;10.0;85.0;80.0;;;;;;;;;;
356;Mannen;1 jaar;30 juni 2017;1495;1360;1130;625;565;320;50.0;240;280;225;15.0;;50.0;420.0;355.0;350.0;10.0;65.0;65.0;;;;;;;;;;
357;Mannen;1 jaar;31 december 2017;1335;1200;1010;460;605;340;50.0;250;240;195;10.0;;45.0;400.0;340.0;335.0;;60.0;55.0;;;;;;;;;;
358;Mannen;1 jaar;30 juni 2018;1370;1230;1040;445;640;340;50.0;280;230;165;15.0;;55.0;370.0;310.0;300.0;10.0;60.0;60.0;;;;;;;;;;
359;Mannen;1 jaar;31 december 2018;1380;1240;1050;415;675;380;45.0;280;225;170;20.0;;45.0;370.0;320.0;315.0;10.0;50.0;50.0;;;;;;;;;;
360;Mannen;1 jaar;30 juni 2019;1420;1290;1115;485;675;365;50.0;285;220;175;15.0;;40.0;385.0;335.0;330.0;;50.0;50.0;;;;;;;;;;
361;Mannen;1 jaar;31 december 2019;1395;1240;1075;445;665;360;55.0;280;200;160;15.0;;25.0;375.0;315.0;300.0;15.0;60.0;55.0;;;;;;;;;;
362;Mannen;1 jaar;30 juni 2020;1305;1145;985;380;645;340;55.0;275;190;145;25.0;;25.0;355.0;300.0;290.0;10.0;55.0;45.0;;;;;;;;;;
363;Mannen;1 jaar;31 december 2020;1305;1150;995;365;670;375;50.0;285;200;150;25.0;;30.0;340.0;295.0;290.0;;45.0;40.0;;;;;;;;;;
364;Mannen;2 jaar;31 maart 2015;1525;1280;1055;220;865;480;235.0;320;290;280;;;10.0;530.0;435.0;425.0;;95.0;95.0;;;;;;;;;;
365;Mannen;2 jaar;30 juni 2015;1540;1320;1110;280;865;465;225.0;325;300;275;;;20.0;520.0;430.0;420.0;10.0;90.0;90.0;;;;;;;;;;
366;Mannen;2 jaar;31 december 2015;1520;1325;1140;310;870;460;190.0;310;270;260;;;;485.0;415.0;405.0;10.0;75.0;70.0;;;;;;;;;;
367;Mannen;2 jaar;30 juni 2016;1840;1665;1375;505;940;475;210.0;365;345;270;10.0;;70.0;485.0;415.0;410.0;10.0;65.0;65.0;;;;;;;;;;
368;Mannen;2 jaar;31 december 2016;1895;1715;1425;545;935;500;200.0;355;360;270;15.0;;80.0;475.0;400.0;390.0;10.0;75.0;75.0;;;;;;;;;;
369;Mannen;2 jaar;30 juni 2017;2110;1950;1675;710;1080;590;245.0;385;360;280;10.0;;80.0;485.0;375.0;370.0;;110.0;105.0;;;;;;;;;;
370;Mannen;2 jaar;31 december 2017;2020;1850;1565;665;1005;525;185.0;420;365;285;10.0;;80.0;490.0;395.0;385.0;10.0;100.0;95.0;;;;;;;;;;
371;Mannen;2 jaar;30 juni 2018;2245;2090;1805;670;1245;625;280.0;520;370;290;30.0;;60.0;520.0;430.0;420.0;10.0;90.0;90.0;;;;;;;;;;
372;Mannen;2 jaar;31 december 2018;2230;2060;1815;680;1260;655;240.0;515;315;240;30.0;;60.0;485.0;395.0;390.0;;85.0;85.0;;;;;;;;;;
373;Mannen;2 jaar;30 juni 2019;2270;2105;1895;695;1340;645;290.0;570;265;220;20.0;;30.0;460.0;375.0;370.0;;90.0;85.0;;;;;;;;;;
374;Mannen;2 jaar;31 december 2019;2185;2010;1830;655;1275;650;265.0;500;245;205;15.0;;25.0;450.0;375.0;365.0;10.0;75.0;75.0;;;;;;;;;;
375;Mannen;2 jaar;30 juni 2020;2250;2080;1900;675;1335;640;315.0;540;260;210;25.0;;35.0;480.0;410.0;400.0;10.0;70.0;70.0;;;;;;;;;;
376;Mannen;2 jaar;31 december 2020;2185;2000;1815;610;1315;655;270.0;535;255;205;20.0;;35.0;475.0;395.0;380.0;10.0;80.0;80.0;;;;;;;;;;
377;Mannen;3 jaar;31 maart 2015;2670;2420;2160;340;1900;1100;705.0;635;385;355;10.0;;25.0;605.0;510.0;505.0;;95.0;95.0;;;;;;;;;;
378;Mannen;3 jaar;30 juni 2015;2785;2535;2285;395;1990;1125;740.0;645;360;335;10.0;;20.0;590.0;490.0;485.0;10.0;95.0;95.0;;;;;;;;;;
379;Mannen;3 jaar;31 december 2015;2710;2460;2220;475;1850;985;665.0;650;355;330;10.0;;20.0;600.0;480.0;465.0;10.0;125.0;125.0;;;;;;;;;;
380;Mannen;3 jaar;30 juni 2016;3105;2895;2475;745;1900;960;690.0;680;505;335;30.0;;155.0;590.0;465.0;460.0;;125.0;125.0;;;;;;;;;;
381;Mannen;3 jaar;31 december 2016;3205;3000;2585;840;1900;975;660.0;700;510;330;35.0;;155.0;580.0;470.0;460.0;10.0;110.0;105.0;;;;;;;;;;
382;Mannen;3 jaar;30 juni 2017;3770;3610;3255;1155;2400;1200;850.0;955;485;335;20.0;;145.0;535.0;430.0;425.0;;105.0;105.0;;;;;;;;;;
383;Mannen;3 jaar;31 december 2017;3545;3375;3045;970;2350;1180;825.0;935;460;325;20.0;;125.0;545.0;430.0;425.0;10.0;115.0;110.0;;;;;;;;;;
384;Mannen;3 jaar;30 juni 2018;3820;3655;3325;975;2605;1225;980.0;1025;465;345;25.0;;100.0;570.0;435.0;420.0;10.0;135.0;130.0;;;;;;;;;;
385;Mannen;3 jaar;31 december 2018;3720;3540;3200;975;2460;1165;870.0;1000;455;340;30.0;;100.0;590.0;475.0;470.0;;110.0;110.0;;;;;;;;;;
386;Mannen;3 jaar;30 juni 2019;4165;3980;3685;1175;2870;1240;1080.0;1190;420;355;30.0;;40.0;635.0;515.0;510.0;;120.0;120.0;;;;;;;;;;
387;Mannen;3 jaar;31 december 2019;3990;3775;3535;1070;2775;1260;1005.0;1125;345;280;25.0;;45.0;620.0;495.0;480.0;10.0;125.0;120.0;;;;;;;;;;
388;Mannen;3 jaar;30 juni 2020;3720;3525;3305;1005;2595;1140;975.0;1060;310;245;30.0;;40.0;565.0;460.0;450.0;10.0;105.0;105.0;;;;;;;;;;
389;Mannen;3 jaar;31 december 2020;3715;3520;3300;950;2640;1230;1035.0;1015;310;260;30.0;;30.0;580.0;480.0;470.0;10.0;100.0;95.0;;;;;;;;;;
390;Mannen;4 jaar;31 maart 2015;3345;3075;2790;360;2530;1655;810.0;850;440;395;10.0;;35.0;705.0;575.0;570.0;;130.0;125.0;;;;;;;;;;
391;Mannen;4 jaar;30 juni 2015;3595;3355;3075;460;2745;1785;890.0;900;440;385;15.0;;45.0;690.0;555.0;550.0;10.0;135.0;135.0;;;;;;;;;;
392;Mannen;4 jaar;31 december 2015;3675;3440;3180;570;2755;1685;970.0;885;440;375;20.0;;50.0;620.0;485.0;480.0;10.0;135.0;135.0;;;;;;;;;;
393;Mannen;4 jaar;30 juni 2016;4170;3965;3540;875;2865;1630;1015.0;970;580;410;20.0;;170.0;630.0;495.0;490.0;;135.0;135.0;;;;;;;;;;
394;Mannen;4 jaar;31 december 2016;4170;3965;3500;935;2790;1505;1020.0;960;615;400;35.0;;200.0;645.0;500.0;495.0;;145.0;145.0;;;;;;;;;;
395;Mannen;4 jaar;30 juni 2017;4730;4555;4120;1370;3185;1805;1105.0;1130;600;395;35.0;;190.0;625.0;475.0;465.0;10.0;155.0;150.0;;;;;;;;;;
396;Mannen;4 jaar;31 december 2017;4635;4435;4010;1315;3090;1665;1095.0;1145;575;390;20.0;;180.0;640.0;485.0;480.0;;155.0;145.0;;;;;;;;;;
397;Mannen;4 jaar;30 juni 2018;5225;5045;4700;1295;3855;2025;1440.0;1400;520;375;40.0;;115.0;630.0;495.0;490.0;10.0;135.0;130.0;;;;;;;;;;
398;Mannen;4 jaar;31 december 2018;5005;4805;4440;1175;3625;1925;1345.0;1225;545;380;40.0;;135.0;675.0;520.0;510.0;10.0;155.0;150.0;;;;;;;;;;
399;Mannen;4 jaar;30 juni 2019;5270;5085;4760;1350;3850;1915;1475.0;1415;500;395;40.0;;70.0;705.0;540.0;535.0;;170.0;165.0;;;;;;;;;;
400;Mannen;4 jaar;31 december 2019;5120;4885;4580;1355;3650;1850;1325.0;1365;445;365;30.0;;50.0;710.0;555.0;540.0;10.0;155.0;150.0;;;;;;;;;;
401;Mannen;4 jaar;30 juni 2020;5075;4830;4520;1290;3675;1750;1460.0;1425;460;375;35.0;;60.0;730.0;575.0;570.0;;155.0;150.0;;;;;;;;;;
402;Mannen;4 jaar;31 december 2020;5080;4830;4570;1235;3735;1875;1505.0;1345;405;320;40.0;;50.0;715.0;570.0;560.0;10.0;145.0;145.0;;;;;;;;;;
403;Mannen;5 jaar;31 maart 2015;4460;4165;3830;405;3535;2755;565.0;850;535;470;20.0;;45.0;795.0;620.0;615.0;;175.0;175.0;;;;;;;;;;
404;Mannen;5 jaar;30 juni 2015;4655;4405;4080;505;3710;2915;625.0;895;540;470;20.0;;55.0;750.0;590.0;585.0;10.0;160.0;160.0;;;;;;;;;;
405;Mannen;5 jaar;31 december 2015;4395;4170;3845;640;3365;2555;640.0;880;520;455;20.0;;50.0;720.0;560.0;550.0;;165.0;165.0;;;;;;;;;;
406;Mannen;5 jaar;30 juni 2016;5080;4880;4455;1020;3665;2610;670.0;960;600;445;30.0;;135.0;685.0;515.0;510.0;;175.0;170.0;;;;;;;;;;
407;Mannen;5 jaar;31 december 2016;4890;4695;4280;1085;3455;2310;730.0;1010;600;430;35.0;;155.0;660.0;490.0;480.0;10.0;170.0;170.0;;;;;;;;;;
408;Mannen;5 jaar;30 juni 2017;5630;5430;5010;1535;3885;2780;790.0;1045;640;440;35.0;;175.0;705.0;525.0;520.0;;180.0;175.0;;;;;;;;;;
409;Mannen;5 jaar;31 december 2017;5280;5065;4620;1395;3660;2420;840.0;1105;685;455;45.0;;205.0;735.0;555.0;545.0;10.0;180.0;175.0;;;;;;;;;;
410;Mannen;5 jaar;30 juni 2018;5975;5745;5350;1410;4395;2860;1020.0;1325;595;430;60.0;;120.0;755.0;570.0;560.0;10.0;185.0;180.0;;;;;;;;;;
411;Mannen;5 jaar;31 december 2018;5890;5660;5295;1395;4330;2825;955.0;1305;575;420;50.0;;115.0;740.0;565.0;555.0;10.0;175.0;170.0;;;;;;;;;;
412;Mannen;5 jaar;30 juni 2019;6310;6110;5770;1535;4760;3005;1180.0;1535;575;445;45.0;;95.0;725.0;565.0;560.0;;155.0;155.0;;;;;;;;;;
413;Mannen;5 jaar;31 december 2019;5875;5655;5320;1425;4380;2655;1125.0;1465;545;420;45.0;;85.0;765.0;600.0;595.0;;165.0;165.0;;;;;;;;;;
414;Mannen;5 jaar;30 juni 2020;5920;5665;5350;1405;4380;2650;1120.0;1445;535;405;50.0;;95.0;825.0;625.0;615.0;10.0;200.0;195.0;;;;;;;;;;
415;Mannen;5 jaar;31 december 2020;5690;5450;5145;1335;4220;2475;1135.0;1470;500;390;40.0;;75.0;810.0;630.0;620.0;10.0;185.0;180.0;;;;;;;;;;
416;Mannen;6 jaar;31 maart 2015;6065;5775;5380;465;5045;4265;520.0;880;670;515;30.0;;135.0;820.0;625.0;620.0;10.0;195.0;195.0;;;;;;;;;;
417;Mannen;6 jaar;30 juni 2015;6255;5975;5620;575;5215;4400;590.0;905;640;530;35.0;;90.0;840.0;620.0;615.0;;225.0;220.0;;;;;;;;;;
418;Mannen;6 jaar;31 december 2015;5970;5710;5370;720;4835;4040;535.0;900;600;500;35.0;;75.0;795.0;595.0;585.0;10.0;200.0;200.0;;;;;;;;;;
419;Mannen;6 jaar;30 juni 2016;6700;6470;6005;1180;5110;4205;535.0;965;705;510;55.0;;160.0;775.0;570.0;560.0;10.0;205.0;200.0;;;;;;;;;;
420;Mannen;6 jaar;31 december 2016;6290;6055;5595;1255;4615;3690;490.0;995;695;505;50.0;;155.0;805.0;590.0;580.0;10.0;215.0;215.0;;;;;;;;;;
421;Mannen;6 jaar;30 juni 2017;7285;7080;6665;1755;5375;4425;605.0;975;700;490;55.0;;175.0;765.0;555.0;550.0;;210.0;205.0;;;;;;;;;;
422;Mannen;6 jaar;31 december 2017;6535;6340;5925;1585;4760;3710;615.0;1055;685;465;45.0;;190.0;730.0;525.0;520.0;10.0;200.0;200.0;;;;;;;;;;
423;Mannen;6 jaar;30 juni 2018;7490;7295;6870;1580;5785;4370;755.0;1430;680;485;70.0;;140.0;790.0;585.0;570.0;15.0;205.0;200.0;;;;;;;;;;
424;Mannen;6 jaar;31 december 2018;7260;7015;6605;1515;5615;4220;740.0;1425;690;480;65.0;;160.0;855.0;650.0;635.0;10.0;205.0;200.0;;;;;;;;;;
425;Mannen;6 jaar;30 juni 2019;7695;7480;7095;1735;5990;4415;860.0;1545;655;495;50.0;;115.0;835.0;635.0;625.0;;200.0;195.0;;;;;;;;;;
426;Mannen;6 jaar;31 december 2019;7190;6955;6605;1595;5525;4010;830.0;1475;595;450;50.0;;110.0;835.0;635.0;625.0;10.0;200.0;195.0;;;;;;;;;;
427;Mannen;6 jaar;30 juni 2020;7305;7040;6700;1610;5620;3985;945.0;1605;600;445;60.0;;110.0;835.0;650.0;645.0;;190.0;185.0;;;;;;;;;;
428;Mannen;6 jaar;31 december 2020;7020;6745;6400;1445;5410;3785;975.0;1555;620;435;60.0;;150.0;885.0;680.0;670.0;10.0;210.0;200.0;;;;;;;;;;
429;Mannen;7 jaar;31 maart 2015;8655;8335;7955;480;7610;6710;625.0;1025;735;570;65.0;;120.0;970.0;740.0;735.0;;230.0;230.0;;;;;;;;;;
430;Mannen;7 jaar;30 juni 2015;9035;8750;8380;670;7930;7045;660.0;1015;735;555;60.0;;135.0;920.0;695.0;690.0;;230.0;230.0;;;;;;;;;;
431;Mannen;7 jaar;31 december 2015;8255;7995;7600;765;7070;6215;630.0;1040;750;565;50.0;;150.0;880.0;630.0;620.0;;255.0;250.0;;;;;;;;;;
432;Mannen;7 jaar;30 juni 2016;9450;9230;8735;1295;7795;6695;640.0;1140;820;565;60.0;;205.0;855.0;585.0;575.0;;270.0;270.0;;;;;;;;;;
433;Mannen;7 jaar;31 december 2016;8725;8515;8025;1430;6960;5845;645.0;1195;795;525;70.0;;225.0;800.0;570.0;560.0;;235.0;235.0;;;;;;;;;;
434;Mannen;7 jaar;30 juni 2017;9835;9625;9180;1770;7995;7030;690.0;1090;830;540;85.0;;225.0;860.0;625.0;615.0;10.0;235.0;235.0;;;;;;;;;;
435;Mannen;7 jaar;31 december 2017;8865;8605;8125;1820;6825;5870;630.0;1080;840;545;85.0;;235.0;920.0;675.0;665.0;10.0;250.0;245.0;;;;;;;;;;
436;Mannen;7 jaar;30 juni 2018;10135;9925;9545;1770;8400;6900;750.0;1635;745;475;105.0;;180.0;875.0;630.0;620.0;;245.0;245.0;;;;;;;;;;
437;Mannen;7 jaar;31 december 2018;9540;9325;8945;1685;7860;6420;765.0;1575;735;455;115.0;;180.0;840.0;610.0;600.0;10.0;230.0;230.0;;;;;;;;;;
438;Mannen;7 jaar;30 juni 2019;10220;10005;9605;1940;8360;6810;830.0;1675;740;510;90.0;;160.0;895.0;660.0;650.0;10.0;235.0;230.0;;;;;;;;;;
439;Mannen;7 jaar;31 december 2019;9475;9230;8835;1900;7605;6025;850.0;1665;715;500;75.0;;155.0;945.0;710.0;700.0;15.0;235.0;230.0;;;;;;;;;;
440;Mannen;7 jaar;30 juni 2020;9310;9055;8680;1810;7480;5870;845.0;1665;700;465;80.0;;180.0;935.0;695.0;685.0;10.0;240.0;235.0;;;;;;;;;;
441;Mannen;7 jaar;31 december 2020;8825;8565;8205;1735;7020;5485;845.0;1555;680;475;65.0;;160.0;935.0;700.0;695.0;;235.0;230.0;;;;;;;;;;
442;Mannen;8 jaar;31 maart 2015;12005;11680;11320;560;10945;9760;835.0;1250;800;545;95.0;10.0;180.0;1020.0;770.0;765.0;;255.0;255.0;;;;;;;;;;
443;Mannen;8 jaar;30 juni 2015;12700;12400;12020;755;11525;10315;895.0;1305;825;570;95.0;10.0;180.0;985.0;730.0;725.0;10.0;255.0;255.0;;;;;;;;;;
444;Mannen;8 jaar;31 december 2015;12070;11810;11450;870;10865;9660;900.0;1305;820;560;100.0;;180.0;915.0;660.0;655.0;;255.0;255.0;;;;;;;;;;
445;Mannen;8 jaar;30 juni 2016;12760;12525;11995;1355;11070;9760;815.0;1400;950;595;105.0;10.0;280.0;935.0;665.0;650.0;15.0;270.0;265.0;;;;;;;;;;
446;Mannen;8 jaar;31 december 2016;12465;12200;11645;1505;10605;9200;825.0;1490;970;595;100.0;10.0;295.0;980.0;680.0;670.0;10.0;300.0;300.0;;;;;;;;;;
447;Mannen;8 jaar;30 juni 2017;13350;13125;12630;2035;11275;9985;920.0;1335;995;610;105.0;10.0;310.0;970.0;655.0;650.0;;315.0;310.0;;;;;;;;;;
448;Mannen;8 jaar;31 december 2017;12650;12415;11955;1815;10780;9495;910.0;1355;930;560;100.0;;300.0;915.0;645.0;645.0;;270.0;265.0;;;;;;;;;;
449;Mannen;8 jaar;30 juni 2018;13845;13610;13185;1940;11995;10150;910.0;2055;870;505;155.0;;230.0;965.0;705.0;700.0;10.0;260.0;260.0;;;;;;;;;;
450;Mannen;8 jaar;31 december 2018;13575;13335;12925;1890;11785;9850;905.0;2145;865;525;130.0;;235.0;990.0;720.0;715.0;;270.0;270.0;;;;;;;;;;
451;Mannen;8 jaar;30 juni 2019;13910;13660;13280;2165;11985;10055;905.0;2225;840;505;105.0;;250.0;980.0;710.0;700.0;10.0;270.0;265.0;;;;;;;;;;
452;Mannen;8 jaar;31 december 2019;13210;12955;12590;2065;11305;9445;880.0;2090;735;440;115.0;;195.0;965.0;710.0;700.0;10.0;255.0;250.0;;;;;;;;;;
453;Mannen;8 jaar;30 juni 2020;12870;12580;12155;2075;10870;8905;920.0;2165;785;480;115.0;;215.0;1030.0;765.0;760.0;;265.0;260.0;;;;;;;;;;
454;Mannen;8 jaar;31 december 2020;12400;12090;11650;2065;10360;8475;925.0;2065;850;520;115.0;;250.0;1080.0;810.0;795.0;15.0;270.0;265.0;;;;;;;;;;
455;Mannen;9 jaar;31 maart 2015;14110;13810;13395;575;13015;11640;975.0;1435;910;565;125.0;10.0;230.0;1035.0;740.0;735.0;;295.0;290.0;;;;;;;;;;
456;Mannen;9 jaar;30 juni 2015;14825;14535;14140;740;13685;12245;1060.0;1555;900;560;120.0;10.0;230.0;1025.0;740.0;735.0;;285.0;285.0;;;;;;;;;;
457;Mannen;9 jaar;31 december 2015;14855;14590;14225;990;13605;12120;1060.0;1680;865;545;110.0;10.0;235.0;970.0;680.0;675.0;;295.0;290.0;;;;;;;;;;
458;Mannen;9 jaar;30 juni 2016;15475;15250;14700;1510;13690;12120;980.0;1650;1010;580;130.0;10.0;325.0;980.0;665.0;655.0;10.0;320.0;315.0;;;;;;;;;;
459;Mannen;9 jaar;31 december 2016;14885;14650;14125;1515;13105;11490;1000.0;1705;1000;595;130.0;10.0;315.0;965.0;660.0;650.0;10.0;300.0;300.0;;;;;;;;;;
460;Mannen;9 jaar;30 juni 2017;15760;15525;14990;2325;13395;11840;1065.0;1640;1100;605;125.0;;405.0;1025.0;715.0;710.0;;310.0;310.0;;;;;;;;;;
461;Mannen;9 jaar;31 december 2017;15280;15040;14465;2010;13160;11510;1100.0;1675;1095;620;140.0;10.0;365.0;1025.0;690.0;680.0;10.0;335.0;330.0;;;;;;;;;;
462;Mannen;9 jaar;30 juni 2018;16210;15975;15540;2055;14290;12160;1120.0;2290;965;580;150.0;;260.0;1035.0;700.0;690.0;10.0;335.0;330.0;;;;;;;;;;
463;Mannen;9 jaar;31 december 2018;16490;16255;15840;2020;14635;12435;1135.0;2425;955;540;160.0;;280.0;1020.0;725.0;715.0;10.0;300.0;300.0;;;;;;;;;;
464;Mannen;9 jaar;30 juni 2019;16415;16190;15770;2330;14430;12175;1025.0;2620;990;555;160.0;;315.0;1045.0;760.0;755.0;10.0;285.0;285.0;;;;;;;;;;
465;Mannen;9 jaar;31 december 2019;16020;15745;15300;2255;13935;11690;985.0;2605;955;530;145.0;;315.0;1085.0;785.0;775.0;10.0;300.0;295.0;;;;;;;;;;
466;Mannen;9 jaar;30 juni 2020;15225;14940;14540;2260;13175;11025;970.0;2475;840;470;130.0;;270.0;1090.0;805.0;800.0;10.0;285.0;280.0;;;;;;;;;;
467;Mannen;9 jaar;31 december 2020;14765;14485;14085;2070;12800;10620;990.0;2425;815;455;125.0;;260.0;1070.0;785.0;775.0;10.0;285.0;280.0;;;;;;;;;;
468;Mannen;10 jaar;31 maart 2015;13965;13645;13210;590;12835;11485;980.0;1505;985;595;135.0;20.0;275.0;1130.0;825.0;820.0;;305.0;305.0;;;;;;;;;;
469;Mannen;10 jaar;30 juni 2015;14680;14380;13935;765;13465;12080;1055.0;1565;1010;605;140.0;25.0;290.0;1115.0;785.0;785.0;;335.0;335.0;;;;;;;;;;
470;Mannen;10 jaar;31 december 2015;14655;14400;13985;995;13350;11980;1070.0;1545;955;595;145.0;10.0;240.0;1020.0;685.0;680.0;;340.0;340.0;;;;;;;;;;
471;Mannen;10 jaar;30 juni 2016;14885;14660;14120;1410;13225;11735;1040.0;1625;1045;570;160.0;;355.0;980.0;645.0;640.0;10.0;335.0;330.0;;;;;;;;;;
472;Mannen;10 jaar;31 december 2016;15020;14760;14210;1660;13105;11480;1090.0;1730;1090;560;165.0;10.0;390.0;1020.0;685.0;680.0;;330.0;330.0;;;;;;;;;;
473;Mannen;10 jaar;30 juni 2017;15235;15005;14445;2235;12910;11515;1055.0;1495;1165;625;140.0;15.0;430.0;1040.0;690.0;685.0;;350.0;345.0;;;;;;;;;;
474;Mannen;10 jaar;31 december 2017;14695;14425;13850;2130;12360;10905;1045.0;1560;1170;635;150.0;10.0;435.0;1050.0;705.0;700.0;;340.0;340.0;;;;;;;;;;
475;Mannen;10 jaar;30 juni 2018;15745;15505;15025;2040;13795;11770;1115.0;2290;1070;580;170.0;;355.0;1085.0;745.0;735.0;10.0;345.0;340.0;;;;;;;;;;
476;Mannen;10 jaar;31 december 2018;16440;16170;15720;2065;14510;12340;1185.0;2470;1025;565;175.0;10.0;320.0;1110.0;750.0;735.0;10.0;365.0;360.0;;;;;;;;;;
477;Mannen;10 jaar;30 juni 2019;16160;15910;15410;2255;14065;11880;1095.0;2540;1105;600;145.0;10.0;395.0;1120.0;765.0;755.0;;360.0;355.0;;;;;;;;;;
478;Mannen;10 jaar;31 december 2019;16155;15890;15440;2280;14085;11890;1055.0;2570;1020;545;165.0;;350.0;1125.0;800.0;795.0;;325.0;320.0;;;;;;;;;;
479;Mannen;10 jaar;30 juni 2020;15160;14865;14375;2265;12995;10855;1040.0;2495;1045;535;170.0;;385.0;1165.0;850.0;840.0;10.0;315.0;315.0;;;;;;;;;;
480;Mannen;10 jaar;31 december 2020;15175;14880;14390;2210;13020;10830;965.0;2540;990;530;160.0;;335.0;1185.0;855.0;845.0;10.0;330.0;325.0;;;;;;;;;;
481;Mannen;11 jaar;31 maart 2015;13235;12890;12380;560;12015;10780;955.0;1435;1150;645;165.0;20.0;360.0;1260.0;885.0;880.0;;375.0;370.0;;;;;;;;;;
482;Mannen;11 jaar;30 juni 2015;13680;13395;12915;745;12475;11205;1005.0;1500;1160;665;180.0;25.0;335.0;1165.0;820.0;815.0;;345.0;340.0;;;;;;;;;;
483;Mannen;11 jaar;31 december 2015;13780;13530;13055;985;12435;11040;1085.0;1575;1100;620;165.0;30.0;340.0;1060.0;710.0;710.0;;350.0;350.0;;;;;;;;;;
484;Mannen;11 jaar;30 juni 2016;13745;13490;12870;1420;11915;10500;1065.0;1495;1190;620;170.0;15.0;455.0;1080.0;695.0;685.0;;390.0;385.0;;;;;;;;;;
485;Mannen;11 jaar;31 december 2016;13940;13685;13090;1545;12100;10610;1085.0;1590;1155;625;180.0;10.0;415.0;1050.0;660.0;655.0;;390.0;390.0;;;;;;;;;;
486;Mannen;11 jaar;30 juni 2017;13735;13510;12915;1990;11660;10365;980.0;1455;1225;615;190.0;10.0;480.0;1025.0;650.0;645.0;;370.0;370.0;;;;;;;;;;
487;Mannen;11 jaar;31 december 2017;13570;13290;12690;1965;11410;10035;1005.0;1525;1230;615;165.0;10.0;495.0;1080.0;710.0;705.0;10.0;365.0;360.0;;;;;;;;;;
488;Mannen;11 jaar;30 juni 2018;14100;13850;13275;1940;12070;10345;980.0;2005;1160;580;195.0;20.0;410.0;1075.0;700.0;695.0;;375.0;370.0;;;;;;;;;;
489;Mannen;11 jaar;31 december 2018;14675;14410;13870;1895;12695;10880;1040.0;2100;1115;570;180.0;;410.0;1095.0;715.0;705.0;10.0;380.0;375.0;;;;;;;;;;
490;Mannen;11 jaar;30 juni 2019;14375;14130;13555;2190;12190;10250;990.0;2300;1185;615;165.0;10.0;445.0;1150.0;765.0;765.0;;385.0;380.0;;;;;;;;;;
491;Mannen;11 jaar;31 december 2019;14735;14445;13905;2150;12550;10505;1015.0;2345;1115;570;170.0;10.0;405.0;1160.0;765.0;765.0;;390.0;385.0;;;;;;;;;;
