ID;RegioS;BevolkingUltimo2006_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
426;Schinnen;13.4;9.5;71;13.2;202;18.1;266
427;Schoonhoven;12.2;8.3;68;13.4;177;19.0;154
428;Schouwen-Duiveland;34.1;24.6;72;13.5;144;18.4;220
429;Sevenum;7.6;5.5;72;12.7;290;17.4;362
430;'s-Gravenhage (gemeente);473.9;320.6;68;13.4;162;19.2;134
431;'s-Hertogenbosch;135.6;98.4;73;13.9;107;18.8;184
432;Simpelveld;11.3;7.9;69;12.6;304;16.9;397
433;Sint Anthonis;11.8;8.3;70;13.0;239;18.2;247
434;Sint-Michielsgestel;27.9;19.5;70;13.8;117;19.4;122
435;Sint-Oedenrode;17.2;12.1;71;13.2;195;18.4;225
436;Sittard-Geleen;96.2;68.6;71;12.8;270;17.6;344
437;Skarsterlân;27.1;18.5;68;12.4;343;17.9;302
438;Sliedrecht;23.8;16.5;70;12.7;292;18.0;284
439;Slochteren;15.2;10.2;67;12.5;324;18.2;250
440;Sluis;24.3;17.7;73;13.2;198;17.5;352
441;Smallingerland;55.0;37.9;69;12.2;382;17.3;375
442;Sneek;33.1;23.0;70;12.4;346;17.3;367
443;Soest;45.4;31.8;70;14.8;45;20.9;49
444;Someren;18.1;12.7;70;12.5;338;17.5;349
445;Son en Breugel;15.3;10.6;69;14.9;44;21.1;42
446;Spijkenisse;73.9;51.5;70;13.1;217;18.4;221
447;Stadskanaal;34.1;23.9;70;11.5;430;16.0;439
448;Staphorst;15.9;9.7;61;11.4;436;18.3;238
449;Stede Broec;21.3;14.7;69;12.6;312;17.9;298
450;Steenbergen;23.3;16.3;70;13.3;179;18.6;200
451;Steenwijkerland;43.1;29.6;69;12.1;390;17.3;378
452;Stein (L.);26.3;18.8;71;13.0;246;17.7;326
453;Strijen;9.1;6.2;68;13.8;109;19.9;90
454;Ten Boer;7.2;4.8;67;12.1;389;17.7;320
455;Terneuzen;55.3;38.4;70;13.1;229;18.1;267
456;Terschelling;4.7;3.3;71;13.4;163;18.1;268
457;Texel;13.6;9.5;70;12.4;342;17.5;355
458;Teylingen;35.0;23.8;68;14.8;47;21.4;34
459;Tholen;25.2;16.3;65;11.9;408;17.9;297
460;Tiel;41.2;28.0;68;12.3;358;17.8;313
461;Tilburg;201.3;144.6;72;12.5;326;17.0;393
462;Tubbergen;20.7;13.9;67;12.0;391;17.6;337
463;Twenterand;33.5;22.3;67;11.4;433;16.8;406
464;Tynaarlo;31.7;22.2;70;14.0;85;19.7;100
465;Tytsjerksteradiel;32.3;22.2;69;12.5;335;17.8;306
466;Ubbergen;9.4;6.9;73;14.0;89;18.8;176
467;Uden;40.2;28.3;70;13.1;214;18.4;230
468;Uitgeest;12.1;8.3;69;13.9;100;19.9;87
469;Uithoorn;27.0;19.0;71;14.7;48;20.6;58
470;Urk;17.6;9.4;54;9.4;443;17.0;394
471;Utrecht (gemeente);288.4;205.5;71;13.6;137;18.6;210
472;Utrechtse Heuvelrug;48.8;34.3;70;15.9;21;22.3;23
473;Vaals;10.0;5.8;58;11.7;421;16.2;435
474;Valkenburg a/d Geul;17.2;12.6;73;13.3;186;17.8;316
475;Valkenswaard;30.9;22.3;72;13.5;147;18.4;231
476;Veendam;28.1;19.8;71;12.0;395;16.7;407
477;Veenendaal;61.7;41.4;67;12.5;334;18.2;246
478;Veere;21.9;15.2;69;13.0;237;18.4;224
479;Veghel;36.7;25.8;70;13.2;205;18.5;214
480;Veldhoven;43.3;30.9;71;13.6;136;18.8;177
481;Velsen;67.6;47.6;70;13.8;112;19.3;133
482;Venlo;92.1;66.0;72;12.3;364;16.6;419
483;Venray;39.1;27.8;71;12.7;296;17.5;350
484;Vianen;19.7;13.9;70;13.9;102;19.5;117
485;Vlaardingen;71.5;51.3;72;13.2;203;18.0;280
486;Vlagtwedde;16.6;11.7;71;11.3;437;15.7;442
487;Vlieland;1.1;0.8;67;13.3;191;19.0;153
488;Vlissingen;45.0;32.1;71;12.6;311;17.2;380
489;Vlist;9.8;6.7;68;13.7;129;19.7;99
490;Voerendaal;12.8;9.1;71;13.9;106;19.0;152
491;Voorschoten;22.8;15.7;69;16.1;20;23.0;16
492;Voorst;23.5;16.8;72;13.2;199;18.1;261
493;Vught;25.2;17.7;70;15.1;37;21.3;36
494;Waalre;16.5;11.3;68;16.1;19;22.9;17
495;Waalwijk;45.7;32.6;71;13.2;208;18.1;272
496;Waddinxveen;25.9;18.1;70;14.0;92;19.7;106
497;Wageningen;35.7;23.1;65;12.1;387;18.1;265
498;Wassenaar;25.6;16.1;63;20.4;3;32.0;2
499;Waterland;17.2;12.1;71;15.4;30;21.4;33
500;Weert;48.5;34.4;71;13.0;232;18.0;286
501;Weesp;17.6;12.9;73;14.6;54;19.6;107
502;Werkendam;26.5;17.9;67;13.2;209;19.2;144
503;Wervershoof;8.5;5.8;68;12.9;261;18.6;207
504;West Maas en Waal;18.3;12.8;70;13.1;218;18.4;223
505;Westerveld;19.3;13.7;71;13.6;142;18.8;181
506;Westervoort;15.6;11.0;70;12.3;359;17.3;376
507;Westland;98.9;70.3;71;13.6;139;18.8;185
508;Weststellingwerf;25.5;18.0;71;12.0;398;16.7;412
509;Westvoorne;14.1;9.9;70;16.3;17;22.8;19
510;Wierden;23.4;15.9;68;12.6;317;18.2;253
511;Wieringen;8.7;6.1;70;13.9;96;19.5;112
512;Wieringermeer;12.7;8.7;69;12.5;321;17.9;299
513;Wijchen;39.5;27.2;69;12.9;263;18.3;235
514;Wijdemeren;23.6;16.5;70;15.5;25;21.8;26
515;Wijk bij Duurstede;23.4;16.1;69;13.7;119;19.6;109
516;Winschoten;18.5;13.3;72;12.0;394;16.2;433
517;Winsum;14.0;9.4;67;12.3;362;18.1;273
518;Winterswijk;29.2;20.6;71;11.9;403;16.4;424
519;Woensdrecht;21.5;14.7;68;13.0;248;17.9;300
520;Woerden;48.0;33.0;69;14.2;77;20.3;70
521;Wormerland;15.9;11.1;70;13.6;138;19.2;139
522;Woudenberg;11.4;7.6;67;13.1;224;19.3;132
523;Woudrichem;14.3;9.6;67;13.0;245;19.0;158
524;Wûnseradiel;11.9;7.8;66;12.1;383;18.0;289
525;Wymbritseradiel;16.2;10.7;66;12.4;341;18.4;226
526;Zaanstad;141.4;100.3;71;13.1;223;18.0;276
527;Zaltbommel;26.2;17.3;66;12.8;279;19.0;160
528;Zandvoort;16.6;12.2;73;15.2;33;20.4;67
529;Zederik;13.5;8.9;66;12.8;272;19.1;148
530;Zeevang;6.3;4.3;67;14.2;70;20.8;52
531;Zeewolde;19.7;12.3;62;12.8;280;20.1;77
532;Zeist;60.3;42.1;70;15.7;23;22.0;24
533;Zevenaar;31.9;23.0;72;13.1;227;17.8;310
534;Zevenhuizen-Moerkapelle;10.4;7.1;69;13.4;168;19.2;137
535;Zijpe;11.6;7.9;69;13.1;222;18.7;192
536;Zoetermeer;118.0;83.0;70;13.9;93;19.5;118
537;Zoeterwoude;8.4;5.9;70;13.9;97;19.6;110
538;Zuidhorn;18.5;12.0;65;12.5;322;19.0;164
539;Zundert;20.8;14.9;71;13.0;230;17.8;305
540;Zutphen;46.6;32.9;71;12.6;298;17.6;336
541;Zwartewaterland;21.9;13.8;63;11.7;419;18.2;252
542;Zwijndrecht;44.4;31.6;71;13.7;120;19.0;159
543;Zwolle;114.6;82.2;72;13.1;221;17.9;294
