ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
2210;Totaal natuurlijke personen;Groningen (PV);2009 maart;17
2211;Totaal natuurlijke personen;Groningen (PV);2009 1e kwartaal;36
2212;Totaal natuurlijke personen;Groningen (PV);2009 april;10
2213;Totaal natuurlijke personen;Groningen (PV);2009 mei;14
2214;Totaal natuurlijke personen;Groningen (PV);2009 juni;12
2215;Totaal natuurlijke personen;Groningen (PV);2009 2e kwartaal;36
2216;Totaal natuurlijke personen;Groningen (PV);2009 juli;11
2217;Totaal natuurlijke personen;Groningen (PV);2009 augustus;8
2218;Totaal natuurlijke personen;Groningen (PV);2009 september;9
2219;Totaal natuurlijke personen;Groningen (PV);2009 3e kwartaal;28
2220;Totaal natuurlijke personen;Groningen (PV);2009 oktober;7
2221;Totaal natuurlijke personen;Groningen (PV);2009 november;19
2222;Totaal natuurlijke personen;Groningen (PV);2009 december;13
2223;Totaal natuurlijke personen;Groningen (PV);2009 4e kwartaal;39
2224;Totaal natuurlijke personen;Groningen (PV);2009;139
2225;Totaal natuurlijke personen;Groningen (PV);2010 januari;8
2226;Totaal natuurlijke personen;Groningen (PV);2010 februari;11
2227;Totaal natuurlijke personen;Groningen (PV);2010 maart;15
2228;Totaal natuurlijke personen;Groningen (PV);2010 1e kwartaal;34
2229;Totaal natuurlijke personen;Groningen (PV);2010 april;2
2230;Totaal natuurlijke personen;Groningen (PV);2010 mei;7
2231;Totaal natuurlijke personen;Groningen (PV);2010 juni;11
2232;Totaal natuurlijke personen;Groningen (PV);2010 2e kwartaal;20
2233;Totaal natuurlijke personen;Groningen (PV);2010 juli;16
2234;Totaal natuurlijke personen;Groningen (PV);2010 augustus;10
2235;Totaal natuurlijke personen;Groningen (PV);2010 september;8
2236;Totaal natuurlijke personen;Groningen (PV);2010 3e kwartaal;34
2237;Totaal natuurlijke personen;Groningen (PV);2010 oktober;12
2238;Totaal natuurlijke personen;Groningen (PV);2010 november;13
2239;Totaal natuurlijke personen;Groningen (PV);2010 december;7
2240;Totaal natuurlijke personen;Groningen (PV);2010 4e kwartaal;32
2241;Totaal natuurlijke personen;Groningen (PV);2010;120
2242;Totaal natuurlijke personen;Groningen (PV);2011 januari;12
2243;Totaal natuurlijke personen;Groningen (PV);2011 februari;13
2244;Totaal natuurlijke personen;Groningen (PV);2011 maart;15
2245;Totaal natuurlijke personen;Groningen (PV);2011 1e kwartaal;40
2246;Totaal natuurlijke personen;Groningen (PV);2011 april;12
2247;Totaal natuurlijke personen;Groningen (PV);2011 mei;11
2248;Totaal natuurlijke personen;Groningen (PV);2011 juni;2
2249;Totaal natuurlijke personen;Groningen (PV);2011 2e kwartaal;25
2250;Totaal natuurlijke personen;Groningen (PV);2011 juli;9
2251;Totaal natuurlijke personen;Groningen (PV);2011 augustus;11
2252;Totaal natuurlijke personen;Groningen (PV);2011 september;5
2253;Totaal natuurlijke personen;Groningen (PV);2011 3e kwartaal;25
2254;Totaal natuurlijke personen;Groningen (PV);2011 oktober;11
2255;Totaal natuurlijke personen;Groningen (PV);2011 november;12
2256;Totaal natuurlijke personen;Groningen (PV);2011 december;7
2257;Totaal natuurlijke personen;Groningen (PV);2011 4e kwartaal;30
2258;Totaal natuurlijke personen;Groningen (PV);2011;120
2259;Totaal natuurlijke personen;Groningen (PV);2012 januari;11
2260;Totaal natuurlijke personen;Groningen (PV);2012 februari;5
2261;Totaal natuurlijke personen;Groningen (PV);2012 maart;14
2262;Totaal natuurlijke personen;Groningen (PV);2012 1e kwartaal;30
2263;Totaal natuurlijke personen;Groningen (PV);2012 april;15
2264;Totaal natuurlijke personen;Groningen (PV);2012 mei;8
2265;Totaal natuurlijke personen;Groningen (PV);2012 juni;7
2266;Totaal natuurlijke personen;Groningen (PV);2012 2e kwartaal;30
2267;Totaal natuurlijke personen;Groningen (PV);2012 juli;13
2268;Totaal natuurlijke personen;Groningen (PV);2012 augustus;5
2269;Totaal natuurlijke personen;Groningen (PV);2012 september;11
2270;Totaal natuurlijke personen;Groningen (PV);2012 3e kwartaal;29
2271;Totaal natuurlijke personen;Groningen (PV);2012 oktober;16
2272;Totaal natuurlijke personen;Groningen (PV);2012 november;13
2273;Totaal natuurlijke personen;Groningen (PV);2012 december;8
2274;Totaal natuurlijke personen;Groningen (PV);2012 4e kwartaal;37
2275;Totaal natuurlijke personen;Groningen (PV);2012;126
2276;Totaal natuurlijke personen;Groningen (PV);2013 januari;13
2277;Totaal natuurlijke personen;Groningen (PV);2013 februari;12
2278;Totaal natuurlijke personen;Groningen (PV);2013 maart;15
2279;Totaal natuurlijke personen;Groningen (PV);2013 1e kwartaal;40
2280;Totaal natuurlijke personen;Groningen (PV);2013 april;11
2281;Totaal natuurlijke personen;Groningen (PV);2013 mei;12
2282;Totaal natuurlijke personen;Groningen (PV);2013 juni;16
2283;Totaal natuurlijke personen;Groningen (PV);2013 2e kwartaal;39
2284;Totaal natuurlijke personen;Groningen (PV);2013 juli;15
2285;Totaal natuurlijke personen;Groningen (PV);2013 augustus;15
2286;Totaal natuurlijke personen;Groningen (PV);2013 september;9
2287;Totaal natuurlijke personen;Groningen (PV);2013 3e kwartaal;39
2288;Totaal natuurlijke personen;Groningen (PV);2013 oktober;20
2289;Totaal natuurlijke personen;Groningen (PV);2013 november;20
2290;Totaal natuurlijke personen;Groningen (PV);2013 december;11
2291;Totaal natuurlijke personen;Groningen (PV);2013 4e kwartaal;51
2292;Totaal natuurlijke personen;Groningen (PV);2013;169
2293;Totaal natuurlijke personen;Groningen (PV);2014 januari;18
2294;Totaal natuurlijke personen;Groningen (PV);2014 februari;6
2295;Totaal natuurlijke personen;Groningen (PV);2014 maart;12
2296;Totaal natuurlijke personen;Groningen (PV);2014 1e kwartaal;36
2297;Totaal natuurlijke personen;Groningen (PV);2014 april;10
2298;Totaal natuurlijke personen;Groningen (PV);2014 mei;13
2299;Totaal natuurlijke personen;Groningen (PV);2014 juni;6
2300;Totaal natuurlijke personen;Groningen (PV);2014 2e kwartaal;29
2301;Totaal natuurlijke personen;Groningen (PV);2014 juli;9
2302;Totaal natuurlijke personen;Groningen (PV);2014 augustus;9
2303;Totaal natuurlijke personen;Groningen (PV);2014 september;10
2304;Totaal natuurlijke personen;Groningen (PV);2014 3e kwartaal;28
2305;Totaal natuurlijke personen;Groningen (PV);2014 oktober;3
2306;Totaal natuurlijke personen;Groningen (PV);2014 november;15
2307;Totaal natuurlijke personen;Groningen (PV);2014 december;7
2308;Totaal natuurlijke personen;Groningen (PV);2014 4e kwartaal;25
2309;Totaal natuurlijke personen;Groningen (PV);2014;118
2310;Totaal natuurlijke personen;Groningen (PV);2015 januari;12
2311;Totaal natuurlijke personen;Groningen (PV);2015 februari;5
2312;Totaal natuurlijke personen;Groningen (PV);2015 maart;8
2313;Totaal natuurlijke personen;Groningen (PV);2015 1e kwartaal;25
2314;Totaal natuurlijke personen;Groningen (PV);2015 april;3
2315;Totaal natuurlijke personen;Groningen (PV);2015 mei;6
2316;Totaal natuurlijke personen;Groningen (PV);2015 juni;1
2317;Totaal natuurlijke personen;Groningen (PV);2015 2e kwartaal;10
2318;Totaal natuurlijke personen;Groningen (PV);2015 juli;4
2319;Totaal natuurlijke personen;Groningen (PV);2015 augustus;5
2320;Totaal natuurlijke personen;Groningen (PV);2015 september;5
2321;Totaal natuurlijke personen;Groningen (PV);2015 3e kwartaal;14
2322;Totaal natuurlijke personen;Groningen (PV);2015 oktober;3
2323;Totaal natuurlijke personen;Groningen (PV);2015 november;3
2324;Totaal natuurlijke personen;Groningen (PV);2015 december;8
2325;Totaal natuurlijke personen;Groningen (PV);2015 4e kwartaal;14
2326;Totaal natuurlijke personen;Groningen (PV);2015;63
2327;Totaal natuurlijke personen;Groningen (PV);2016 januari;2
2328;Totaal natuurlijke personen;Groningen (PV);2016 februari;7
2329;Totaal natuurlijke personen;Groningen (PV);2016 maart;4
2330;Totaal natuurlijke personen;Groningen (PV);2016 1e kwartaal;13
2331;Totaal natuurlijke personen;Groningen (PV);2016 april;1
2332;Totaal natuurlijke personen;Groningen (PV);2016 mei;5
2333;Totaal natuurlijke personen;Groningen (PV);2016 juni;4
2334;Totaal natuurlijke personen;Groningen (PV);2016 2e kwartaal;10
2335;Totaal natuurlijke personen;Groningen (PV);2016 juli;7
2336;Totaal natuurlijke personen;Groningen (PV);2016 augustus;3
2337;Totaal natuurlijke personen;Groningen (PV);2016 september;7
2338;Totaal natuurlijke personen;Groningen (PV);2016 3e kwartaal;17
2339;Totaal natuurlijke personen;Groningen (PV);2016 oktober;2
2340;Totaal natuurlijke personen;Groningen (PV);2016 november;2
2341;Totaal natuurlijke personen;Groningen (PV);2016 december;1
2342;Totaal natuurlijke personen;Groningen (PV);2016 4e kwartaal;5
2343;Totaal natuurlijke personen;Groningen (PV);2016;45
2344;Totaal natuurlijke personen;Groningen (PV);2017 januari;1
2345;Totaal natuurlijke personen;Groningen (PV);2017 februari;3
2346;Totaal natuurlijke personen;Groningen (PV);2017 maart;1
2347;Totaal natuurlijke personen;Groningen (PV);2017 1e kwartaal;5
2348;Totaal natuurlijke personen;Groningen (PV);2017 april;3
2349;Totaal natuurlijke personen;Groningen (PV);2017 mei;1
2350;Totaal natuurlijke personen;Groningen (PV);2017 juni;2
2351;Totaal natuurlijke personen;Groningen (PV);2017 2e kwartaal;6
2352;Totaal natuurlijke personen;Groningen (PV);2017 juli;3
2353;Totaal natuurlijke personen;Groningen (PV);2017 augustus;3
2354;Totaal natuurlijke personen;Groningen (PV);2017 september;5
2355;Totaal natuurlijke personen;Groningen (PV);2017 3e kwartaal;11
2356;Totaal natuurlijke personen;Groningen (PV);2017 oktober;2
2357;Totaal natuurlijke personen;Groningen (PV);2017 november;3
2358;Totaal natuurlijke personen;Groningen (PV);2017 december;7
2359;Totaal natuurlijke personen;Groningen (PV);2017 4e kwartaal;12
2360;Totaal natuurlijke personen;Groningen (PV);2017;34
2361;Totaal natuurlijke personen;Groningen (PV);2018 januari;0
2362;Totaal natuurlijke personen;Groningen (PV);2018 februari;4
2363;Totaal natuurlijke personen;Groningen (PV);2018 maart;3
2364;Totaal natuurlijke personen;Groningen (PV);2018 1e kwartaal;7
2365;Totaal natuurlijke personen;Groningen (PV);2018 april;1
2366;Totaal natuurlijke personen;Groningen (PV);2018 mei;2
2367;Totaal natuurlijke personen;Groningen (PV);2018 juni;2
2368;Totaal natuurlijke personen;Groningen (PV);2018 2e kwartaal;5
2369;Totaal natuurlijke personen;Groningen (PV);2018 juli;4
2370;Totaal natuurlijke personen;Groningen (PV);2018 augustus;0
2371;Totaal natuurlijke personen;Groningen (PV);2018 september;2
2372;Totaal natuurlijke personen;Groningen (PV);2018 3e kwartaal;6
2373;Totaal natuurlijke personen;Groningen (PV);2018 oktober;1
2374;Totaal natuurlijke personen;Groningen (PV);2018 november;7
2375;Totaal natuurlijke personen;Groningen (PV);2018 december;2
2376;Totaal natuurlijke personen;Groningen (PV);2018 4e kwartaal;10
2377;Totaal natuurlijke personen;Groningen (PV);2018;28
2378;Totaal natuurlijke personen;Groningen (PV);2019 januari;1
2379;Totaal natuurlijke personen;Groningen (PV);2019 februari;3
2380;Totaal natuurlijke personen;Groningen (PV);2019 maart;0
2381;Totaal natuurlijke personen;Groningen (PV);2019 1e kwartaal;4
2382;Totaal natuurlijke personen;Groningen (PV);2019 april;3
2383;Totaal natuurlijke personen;Groningen (PV);2019 mei;1
2384;Totaal natuurlijke personen;Groningen (PV);2019 juni;7
2385;Totaal natuurlijke personen;Groningen (PV);2019 2e kwartaal;11
2386;Totaal natuurlijke personen;Groningen (PV);2019 juli;1
2387;Totaal natuurlijke personen;Groningen (PV);2019 augustus;4
2388;Totaal natuurlijke personen;Groningen (PV);2019 september;5
2389;Totaal natuurlijke personen;Groningen (PV);2019 3e kwartaal;10
2390;Totaal natuurlijke personen;Groningen (PV);2019 oktober;3
2391;Totaal natuurlijke personen;Groningen (PV);2019 november;2
2392;Totaal natuurlijke personen;Groningen (PV);2019 december;1
2393;Totaal natuurlijke personen;Groningen (PV);2019 4e kwartaal;6
2394;Totaal natuurlijke personen;Groningen (PV);2019;31
2395;Totaal natuurlijke personen;Groningen (PV);2020 januari;2
2396;Totaal natuurlijke personen;Groningen (PV);2020 februari;7
2397;Totaal natuurlijke personen;Groningen (PV);2020 maart;2
2398;Totaal natuurlijke personen;Groningen (PV);2020 1e kwartaal;11
2399;Totaal natuurlijke personen;Groningen (PV);2020 april;1
2400;Totaal natuurlijke personen;Groningen (PV);2020 mei;6
2401;Totaal natuurlijke personen;Groningen (PV);2020 juni;3
2402;Totaal natuurlijke personen;Groningen (PV);2020 2e kwartaal;10
2403;Totaal natuurlijke personen;Groningen (PV);2020 juli;1
2404;Totaal natuurlijke personen;Groningen (PV);2020 augustus;1
2405;Totaal natuurlijke personen;Groningen (PV);2020 september;1
2406;Totaal natuurlijke personen;Groningen (PV);2020 3e kwartaal;3
2407;Totaal natuurlijke personen;Groningen (PV);2020 oktober;0
2408;Totaal natuurlijke personen;Groningen (PV);2020 november;1
2409;Totaal natuurlijke personen;Groningen (PV);2020 december;1
2410;Totaal natuurlijke personen;Groningen (PV);2020 4e kwartaal;2
2411;Totaal natuurlijke personen;Groningen (PV);2020;26
2412;Totaal natuurlijke personen;Groningen (PV);2021 januari;1
2413;Totaal natuurlijke personen;Groningen (PV);2021 februari;0
2414;Totaal natuurlijke personen;Groningen (PV);2021 maart;4
2415;Totaal natuurlijke personen;Groningen (PV);2021 1e kwartaal;5
2416;Totaal natuurlijke personen;Groningen (PV);2021 april;2
2417;Totaal natuurlijke personen;Groningen (PV);2021 mei;1
2418;Totaal natuurlijke personen;Groningen (PV);2021 juni;5
2419;Totaal natuurlijke personen;Groningen (PV);2021 2e kwartaal;8
2420;Totaal natuurlijke personen;Groningen (PV);2021 juli;0
2421;Totaal natuurlijke personen;Groningen (PV);2021 augustus;2
2422;Totaal natuurlijke personen;Groningen (PV);2021 september;0
2423;Totaal natuurlijke personen;Groningen (PV);2021 3e kwartaal;2
2424;Totaal natuurlijke personen;Groningen (PV);2021 oktober;0
2425;Totaal natuurlijke personen;Groningen (PV);2021 november;1
2426;Totaal natuurlijke personen;Groningen (PV);2021 december;1
2427;Totaal natuurlijke personen;Groningen (PV);2021 4e kwartaal;2
2428;Totaal natuurlijke personen;Groningen (PV);2021;17
2429;Totaal natuurlijke personen;Groningen (PV);2022 januari;0
2430;Totaal natuurlijke personen;Groningen (PV);2022 februari;0
2431;Totaal natuurlijke personen;Groningen (PV);2022 maart;4
2432;Totaal natuurlijke personen;Groningen (PV);2022 1e kwartaal;4
2433;Totaal natuurlijke personen;Groningen (PV);2022 april;2
2434;Totaal natuurlijke personen;Groningen (PV);2022 mei;2
2435;Totaal natuurlijke personen;Groningen (PV);2022 juni;1
2436;Totaal natuurlijke personen;Groningen (PV);2022 2e kwartaal;5
2437;Totaal natuurlijke personen;Groningen (PV);2022 juli;2
2438;Totaal natuurlijke personen;Groningen (PV);2022 augustus;0
2439;Totaal natuurlijke personen;Groningen (PV);2022 september;0
2440;Totaal natuurlijke personen;Groningen (PV);2022 3e kwartaal;2
2441;Totaal natuurlijke personen;Groningen (PV);2022 oktober;3
2442;Totaal natuurlijke personen;Groningen (PV);2022 november;1
2443;Totaal natuurlijke personen;Groningen (PV);2022 december;1
2444;Totaal natuurlijke personen;Groningen (PV);2022 4e kwartaal;5
2445;Totaal natuurlijke personen;Groningen (PV);2022;16
2446;Totaal natuurlijke personen;Groningen (PV);2023 januari;1
2447;Totaal natuurlijke personen;Groningen (PV);2023 februari;1
2448;Totaal natuurlijke personen;Groningen (PV);2023 maart;0
2449;Totaal natuurlijke personen;Groningen (PV);2023 1e kwartaal;2
2450;Totaal natuurlijke personen;Groningen (PV);2023 april;0
2451;Totaal natuurlijke personen;Groningen (PV);2023 mei;3
2452;Totaal natuurlijke personen;Groningen (PV);2023 juni;1
2453;Totaal natuurlijke personen;Groningen (PV);2023 2e kwartaal;4
2454;Totaal natuurlijke personen;Groningen (PV);2023 juli;1
2455;Totaal natuurlijke personen;Groningen (PV);2023 augustus;3
2456;Totaal natuurlijke personen;Groningen (PV);2023 september;1
2457;Totaal natuurlijke personen;Groningen (PV);2023 3e kwartaal;5
2458;Totaal natuurlijke personen;Groningen (PV);2023 oktober;3
2459;Totaal natuurlijke personen;Groningen (PV);2023 november;4
2460;Totaal natuurlijke personen;Groningen (PV);2023 december;0
2461;Totaal natuurlijke personen;Groningen (PV);2023 4e kwartaal;7
2462;Totaal natuurlijke personen;Groningen (PV);2023;18
2463;Totaal natuurlijke personen;Groningen (PV);2024 januari;2
2464;Totaal natuurlijke personen;Groningen (PV);2024 februari;4
2465;Totaal natuurlijke personen;Groningen (PV);2024 maart;1
2466;Totaal natuurlijke personen;Groningen (PV);2024 1e kwartaal;7
2467;Totaal natuurlijke personen;Groningen (PV);2024 april;3
2468;Totaal natuurlijke personen;Groningen (PV);2024 mei;7
2469;Totaal natuurlijke personen;Groningen (PV);2024 juni;2
2470;Totaal natuurlijke personen;Groningen (PV);2024 2e kwartaal;12
2471;Totaal natuurlijke personen;Groningen (PV);2024 juli;2
2472;Totaal natuurlijke personen;Groningen (PV);2024 augustus;0
2473;Totaal natuurlijke personen;Groningen (PV);2024 september;6
2474;Totaal natuurlijke personen;Groningen (PV);2024 3e kwartaal;8
2475;Totaal natuurlijke personen;Groningen (PV);2024 oktober;2
2476;Totaal natuurlijke personen;Groningen (PV);2024 november;1
2477;Totaal natuurlijke personen;Groningen (PV);2024 december;2
2478;Totaal natuurlijke personen;Groningen (PV);2024 4e kwartaal;5
2479;Totaal natuurlijke personen;Groningen (PV);2024;32
2480;Totaal natuurlijke personen;Groningen (PV);2025 januari;2
2481;Totaal natuurlijke personen;Groningen (PV);2025 februari;4
2482;Totaal natuurlijke personen;Groningen (PV);2025 maart;2
2483;Totaal natuurlijke personen;Groningen (PV);2025 1e kwartaal;8
2484;Totaal natuurlijke personen;Fryslân (PV);2009 januari;6
2485;Totaal natuurlijke personen;Fryslân (PV);2009 februari;5
2486;Totaal natuurlijke personen;Fryslân (PV);2009 maart;8
2487;Totaal natuurlijke personen;Fryslân (PV);2009 1e kwartaal;19
2488;Totaal natuurlijke personen;Fryslân (PV);2009 april;11
2489;Totaal natuurlijke personen;Fryslân (PV);2009 mei;8
2490;Totaal natuurlijke personen;Fryslân (PV);2009 juni;10
2491;Totaal natuurlijke personen;Fryslân (PV);2009 2e kwartaal;29
2492;Totaal natuurlijke personen;Fryslân (PV);2009 juli;6
2493;Totaal natuurlijke personen;Fryslân (PV);2009 augustus;6
2494;Totaal natuurlijke personen;Fryslân (PV);2009 september;10
2495;Totaal natuurlijke personen;Fryslân (PV);2009 3e kwartaal;22
2496;Totaal natuurlijke personen;Fryslân (PV);2009 oktober;8
2497;Totaal natuurlijke personen;Fryslân (PV);2009 november;7
2498;Totaal natuurlijke personen;Fryslân (PV);2009 december;8
2499;Totaal natuurlijke personen;Fryslân (PV);2009 4e kwartaal;23
2500;Totaal natuurlijke personen;Fryslân (PV);2009;93
2501;Totaal natuurlijke personen;Fryslân (PV);2010 januari;8
2502;Totaal natuurlijke personen;Fryslân (PV);2010 februari;5
2503;Totaal natuurlijke personen;Fryslân (PV);2010 maart;6
2504;Totaal natuurlijke personen;Fryslân (PV);2010 1e kwartaal;19
2505;Totaal natuurlijke personen;Fryslân (PV);2010 april;20
2506;Totaal natuurlijke personen;Fryslân (PV);2010 mei;5
2507;Totaal natuurlijke personen;Fryslân (PV);2010 juni;13
2508;Totaal natuurlijke personen;Fryslân (PV);2010 2e kwartaal;38
2509;Totaal natuurlijke personen;Fryslân (PV);2010 juli;7
2510;Totaal natuurlijke personen;Fryslân (PV);2010 augustus;4
2511;Totaal natuurlijke personen;Fryslân (PV);2010 september;5
2512;Totaal natuurlijke personen;Fryslân (PV);2010 3e kwartaal;16
2513;Totaal natuurlijke personen;Fryslân (PV);2010 oktober;1
2514;Totaal natuurlijke personen;Fryslân (PV);2010 november;3
2515;Totaal natuurlijke personen;Fryslân (PV);2010 december;4
2516;Totaal natuurlijke personen;Fryslân (PV);2010 4e kwartaal;8
2517;Totaal natuurlijke personen;Fryslân (PV);2010;81
2518;Totaal natuurlijke personen;Fryslân (PV);2011 januari;4
2519;Totaal natuurlijke personen;Fryslân (PV);2011 februari;4
2520;Totaal natuurlijke personen;Fryslân (PV);2011 maart;12
2521;Totaal natuurlijke personen;Fryslân (PV);2011 1e kwartaal;20
2522;Totaal natuurlijke personen;Fryslân (PV);2011 april;6
2523;Totaal natuurlijke personen;Fryslân (PV);2011 mei;12
2524;Totaal natuurlijke personen;Fryslân (PV);2011 juni;5
2525;Totaal natuurlijke personen;Fryslân (PV);2011 2e kwartaal;23
2526;Totaal natuurlijke personen;Fryslân (PV);2011 juli;2
2527;Totaal natuurlijke personen;Fryslân (PV);2011 augustus;9
2528;Totaal natuurlijke personen;Fryslân (PV);2011 september;3
2529;Totaal natuurlijke personen;Fryslân (PV);2011 3e kwartaal;14
2530;Totaal natuurlijke personen;Fryslân (PV);2011 oktober;3
2531;Totaal natuurlijke personen;Fryslân (PV);2011 november;7
2532;Totaal natuurlijke personen;Fryslân (PV);2011 december;10
2533;Totaal natuurlijke personen;Fryslân (PV);2011 4e kwartaal;20
2534;Totaal natuurlijke personen;Fryslân (PV);2011;77
2535;Totaal natuurlijke personen;Fryslân (PV);2012 januari;6
2536;Totaal natuurlijke personen;Fryslân (PV);2012 februari;7
2537;Totaal natuurlijke personen;Fryslân (PV);2012 maart;8
2538;Totaal natuurlijke personen;Fryslân (PV);2012 1e kwartaal;21
2539;Totaal natuurlijke personen;Fryslân (PV);2012 april;1
2540;Totaal natuurlijke personen;Fryslân (PV);2012 mei;5
2541;Totaal natuurlijke personen;Fryslân (PV);2012 juni;10
2542;Totaal natuurlijke personen;Fryslân (PV);2012 2e kwartaal;16
2543;Totaal natuurlijke personen;Fryslân (PV);2012 juli;8
2544;Totaal natuurlijke personen;Fryslân (PV);2012 augustus;8
2545;Totaal natuurlijke personen;Fryslân (PV);2012 september;7
2546;Totaal natuurlijke personen;Fryslân (PV);2012 3e kwartaal;23
2547;Totaal natuurlijke personen;Fryslân (PV);2012 oktober;16
2548;Totaal natuurlijke personen;Fryslân (PV);2012 november;3
2549;Totaal natuurlijke personen;Fryslân (PV);2012 december;11
2550;Totaal natuurlijke personen;Fryslân (PV);2012 4e kwartaal;30
2551;Totaal natuurlijke personen;Fryslân (PV);2012;90
2552;Totaal natuurlijke personen;Fryslân (PV);2013 januari;6
2553;Totaal natuurlijke personen;Fryslân (PV);2013 februari;0
2554;Totaal natuurlijke personen;Fryslân (PV);2013 maart;4
2555;Totaal natuurlijke personen;Fryslân (PV);2013 1e kwartaal;10
2556;Totaal natuurlijke personen;Fryslân (PV);2013 april;6
2557;Totaal natuurlijke personen;Fryslân (PV);2013 mei;14
2558;Totaal natuurlijke personen;Fryslân (PV);2013 juni;10
2559;Totaal natuurlijke personen;Fryslân (PV);2013 2e kwartaal;30
2560;Totaal natuurlijke personen;Fryslân (PV);2013 juli;5
2561;Totaal natuurlijke personen;Fryslân (PV);2013 augustus;5
2562;Totaal natuurlijke personen;Fryslân (PV);2013 september;10
2563;Totaal natuurlijke personen;Fryslân (PV);2013 3e kwartaal;20
2564;Totaal natuurlijke personen;Fryslân (PV);2013 oktober;2
2565;Totaal natuurlijke personen;Fryslân (PV);2013 november;5
2566;Totaal natuurlijke personen;Fryslân (PV);2013 december;2
2567;Totaal natuurlijke personen;Fryslân (PV);2013 4e kwartaal;9
2568;Totaal natuurlijke personen;Fryslân (PV);2013;69
2569;Totaal natuurlijke personen;Fryslân (PV);2014 januari;10
2570;Totaal natuurlijke personen;Fryslân (PV);2014 februari;6
2571;Totaal natuurlijke personen;Fryslân (PV);2014 maart;5
2572;Totaal natuurlijke personen;Fryslân (PV);2014 1e kwartaal;21
2573;Totaal natuurlijke personen;Fryslân (PV);2014 april;5
2574;Totaal natuurlijke personen;Fryslân (PV);2014 mei;4
2575;Totaal natuurlijke personen;Fryslân (PV);2014 juni;2
2576;Totaal natuurlijke personen;Fryslân (PV);2014 2e kwartaal;11
2577;Totaal natuurlijke personen;Fryslân (PV);2014 juli;7
2578;Totaal natuurlijke personen;Fryslân (PV);2014 augustus;5
2579;Totaal natuurlijke personen;Fryslân (PV);2014 september;10
2580;Totaal natuurlijke personen;Fryslân (PV);2014 3e kwartaal;22
2581;Totaal natuurlijke personen;Fryslân (PV);2014 oktober;7
2582;Totaal natuurlijke personen;Fryslân (PV);2014 november;5
2583;Totaal natuurlijke personen;Fryslân (PV);2014 december;7
2584;Totaal natuurlijke personen;Fryslân (PV);2014 4e kwartaal;19
2585;Totaal natuurlijke personen;Fryslân (PV);2014;73
2586;Totaal natuurlijke personen;Fryslân (PV);2015 januari;7
2587;Totaal natuurlijke personen;Fryslân (PV);2015 februari;4
2588;Totaal natuurlijke personen;Fryslân (PV);2015 maart;6
2589;Totaal natuurlijke personen;Fryslân (PV);2015 1e kwartaal;17
2590;Totaal natuurlijke personen;Fryslân (PV);2015 april;4
2591;Totaal natuurlijke personen;Fryslân (PV);2015 mei;5
2592;Totaal natuurlijke personen;Fryslân (PV);2015 juni;3
2593;Totaal natuurlijke personen;Fryslân (PV);2015 2e kwartaal;12
2594;Totaal natuurlijke personen;Fryslân (PV);2015 juli;6
2595;Totaal natuurlijke personen;Fryslân (PV);2015 augustus;4
2596;Totaal natuurlijke personen;Fryslân (PV);2015 september;5
2597;Totaal natuurlijke personen;Fryslân (PV);2015 3e kwartaal;15
2598;Totaal natuurlijke personen;Fryslân (PV);2015 oktober;5
2599;Totaal natuurlijke personen;Fryslân (PV);2015 november;3
2600;Totaal natuurlijke personen;Fryslân (PV);2015 december;1
2601;Totaal natuurlijke personen;Fryslân (PV);2015 4e kwartaal;9
2602;Totaal natuurlijke personen;Fryslân (PV);2015;53
2603;Totaal natuurlijke personen;Fryslân (PV);2016 januari;0
2604;Totaal natuurlijke personen;Fryslân (PV);2016 februari;6
2605;Totaal natuurlijke personen;Fryslân (PV);2016 maart;6
2606;Totaal natuurlijke personen;Fryslân (PV);2016 1e kwartaal;12
2607;Totaal natuurlijke personen;Fryslân (PV);2016 april;4
2608;Totaal natuurlijke personen;Fryslân (PV);2016 mei;0
2609;Totaal natuurlijke personen;Fryslân (PV);2016 juni;4
2610;Totaal natuurlijke personen;Fryslân (PV);2016 2e kwartaal;8
2611;Totaal natuurlijke personen;Fryslân (PV);2016 juli;2
2612;Totaal natuurlijke personen;Fryslân (PV);2016 augustus;4
2613;Totaal natuurlijke personen;Fryslân (PV);2016 september;4
2614;Totaal natuurlijke personen;Fryslân (PV);2016 3e kwartaal;10
2615;Totaal natuurlijke personen;Fryslân (PV);2016 oktober;3
2616;Totaal natuurlijke personen;Fryslân (PV);2016 november;2
2617;Totaal natuurlijke personen;Fryslân (PV);2016 december;0
2618;Totaal natuurlijke personen;Fryslân (PV);2016 4e kwartaal;5
2619;Totaal natuurlijke personen;Fryslân (PV);2016;35
2620;Totaal natuurlijke personen;Fryslân (PV);2017 januari;2
2621;Totaal natuurlijke personen;Fryslân (PV);2017 februari;3
2622;Totaal natuurlijke personen;Fryslân (PV);2017 maart;3
2623;Totaal natuurlijke personen;Fryslân (PV);2017 1e kwartaal;8
2624;Totaal natuurlijke personen;Fryslân (PV);2017 april;3
2625;Totaal natuurlijke personen;Fryslân (PV);2017 mei;6
2626;Totaal natuurlijke personen;Fryslân (PV);2017 juni;3
2627;Totaal natuurlijke personen;Fryslân (PV);2017 2e kwartaal;12
2628;Totaal natuurlijke personen;Fryslân (PV);2017 juli;5
2629;Totaal natuurlijke personen;Fryslân (PV);2017 augustus;3
