ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
5705;Totaal natuurlijke personen;Oost-Groningen (CR);2019 4e kwartaal;1
5706;Totaal natuurlijke personen;Oost-Groningen (CR);2019;12
5707;Totaal natuurlijke personen;Oost-Groningen (CR);2020 januari;0
5708;Totaal natuurlijke personen;Oost-Groningen (CR);2020 februari;1
5709;Totaal natuurlijke personen;Oost-Groningen (CR);2020 maart;1
5710;Totaal natuurlijke personen;Oost-Groningen (CR);2020 1e kwartaal;2
5711;Totaal natuurlijke personen;Oost-Groningen (CR);2020 april;1
5712;Totaal natuurlijke personen;Oost-Groningen (CR);2020 mei;2
5713;Totaal natuurlijke personen;Oost-Groningen (CR);2020 juni;1
5714;Totaal natuurlijke personen;Oost-Groningen (CR);2020 2e kwartaal;4
5715;Totaal natuurlijke personen;Oost-Groningen (CR);2020 juli;0
5716;Totaal natuurlijke personen;Oost-Groningen (CR);2020 augustus;0
5717;Totaal natuurlijke personen;Oost-Groningen (CR);2020 september;0
5718;Totaal natuurlijke personen;Oost-Groningen (CR);2020 3e kwartaal;0
5719;Totaal natuurlijke personen;Oost-Groningen (CR);2020 oktober;0
5720;Totaal natuurlijke personen;Oost-Groningen (CR);2020 november;1
5721;Totaal natuurlijke personen;Oost-Groningen (CR);2020 december;0
5722;Totaal natuurlijke personen;Oost-Groningen (CR);2020 4e kwartaal;1
5723;Totaal natuurlijke personen;Oost-Groningen (CR);2020;7
5724;Totaal natuurlijke personen;Oost-Groningen (CR);2021 januari;0
5725;Totaal natuurlijke personen;Oost-Groningen (CR);2021 februari;0
5726;Totaal natuurlijke personen;Oost-Groningen (CR);2021 maart;3
5727;Totaal natuurlijke personen;Oost-Groningen (CR);2021 1e kwartaal;3
5728;Totaal natuurlijke personen;Oost-Groningen (CR);2021 april;0
5729;Totaal natuurlijke personen;Oost-Groningen (CR);2021 mei;0
5730;Totaal natuurlijke personen;Oost-Groningen (CR);2021 juni;0
5731;Totaal natuurlijke personen;Oost-Groningen (CR);2021 2e kwartaal;0
5732;Totaal natuurlijke personen;Oost-Groningen (CR);2021 juli;0
5733;Totaal natuurlijke personen;Oost-Groningen (CR);2021 augustus;2
5734;Totaal natuurlijke personen;Oost-Groningen (CR);2021 september;0
5735;Totaal natuurlijke personen;Oost-Groningen (CR);2021 3e kwartaal;2
5736;Totaal natuurlijke personen;Oost-Groningen (CR);2021 oktober;0
5737;Totaal natuurlijke personen;Oost-Groningen (CR);2021 november;1
5738;Totaal natuurlijke personen;Oost-Groningen (CR);2021 december;0
5739;Totaal natuurlijke personen;Oost-Groningen (CR);2021 4e kwartaal;1
5740;Totaal natuurlijke personen;Oost-Groningen (CR);2021;6
5741;Totaal natuurlijke personen;Oost-Groningen (CR);2022 januari;0
5742;Totaal natuurlijke personen;Oost-Groningen (CR);2022 februari;0
5743;Totaal natuurlijke personen;Oost-Groningen (CR);2022 maart;2
5744;Totaal natuurlijke personen;Oost-Groningen (CR);2022 1e kwartaal;2
5745;Totaal natuurlijke personen;Oost-Groningen (CR);2022 april;2
5746;Totaal natuurlijke personen;Oost-Groningen (CR);2022 mei;1
5747;Totaal natuurlijke personen;Oost-Groningen (CR);2022 juni;0
5748;Totaal natuurlijke personen;Oost-Groningen (CR);2022 2e kwartaal;3
5749;Totaal natuurlijke personen;Oost-Groningen (CR);2022 juli;0
5750;Totaal natuurlijke personen;Oost-Groningen (CR);2022 augustus;0
5751;Totaal natuurlijke personen;Oost-Groningen (CR);2022 september;0
5752;Totaal natuurlijke personen;Oost-Groningen (CR);2022 3e kwartaal;0
5753;Totaal natuurlijke personen;Oost-Groningen (CR);2022 oktober;0
5754;Totaal natuurlijke personen;Oost-Groningen (CR);2022 november;1
5755;Totaal natuurlijke personen;Oost-Groningen (CR);2022 december;0
5756;Totaal natuurlijke personen;Oost-Groningen (CR);2022 4e kwartaal;1
5757;Totaal natuurlijke personen;Oost-Groningen (CR);2022;6
5758;Totaal natuurlijke personen;Oost-Groningen (CR);2023 januari;1
5759;Totaal natuurlijke personen;Oost-Groningen (CR);2023 februari;0
5760;Totaal natuurlijke personen;Oost-Groningen (CR);2023 maart;0
5761;Totaal natuurlijke personen;Oost-Groningen (CR);2023 1e kwartaal;1
5762;Totaal natuurlijke personen;Oost-Groningen (CR);2023 april;0
5763;Totaal natuurlijke personen;Oost-Groningen (CR);2023 mei;1
5764;Totaal natuurlijke personen;Oost-Groningen (CR);2023 juni;0
5765;Totaal natuurlijke personen;Oost-Groningen (CR);2023 2e kwartaal;1
5766;Totaal natuurlijke personen;Oost-Groningen (CR);2023 juli;0
5767;Totaal natuurlijke personen;Oost-Groningen (CR);2023 augustus;1
5768;Totaal natuurlijke personen;Oost-Groningen (CR);2023 september;0
5769;Totaal natuurlijke personen;Oost-Groningen (CR);2023 3e kwartaal;1
5770;Totaal natuurlijke personen;Oost-Groningen (CR);2023 oktober;1
5771;Totaal natuurlijke personen;Oost-Groningen (CR);2023 november;3
5772;Totaal natuurlijke personen;Oost-Groningen (CR);2023 december;0
5773;Totaal natuurlijke personen;Oost-Groningen (CR);2023 4e kwartaal;4
5774;Totaal natuurlijke personen;Oost-Groningen (CR);2023;7
5775;Totaal natuurlijke personen;Oost-Groningen (CR);2024 januari;1
5776;Totaal natuurlijke personen;Oost-Groningen (CR);2024 februari;1
5777;Totaal natuurlijke personen;Oost-Groningen (CR);2024 maart;1
5778;Totaal natuurlijke personen;Oost-Groningen (CR);2024 1e kwartaal;3
5779;Totaal natuurlijke personen;Oost-Groningen (CR);2024 april;1
5780;Totaal natuurlijke personen;Oost-Groningen (CR);2024 mei;1
5781;Totaal natuurlijke personen;Oost-Groningen (CR);2024 juni;1
5782;Totaal natuurlijke personen;Oost-Groningen (CR);2024 2e kwartaal;3
5783;Totaal natuurlijke personen;Oost-Groningen (CR);2024 juli;1
5784;Totaal natuurlijke personen;Oost-Groningen (CR);2024 augustus;0
5785;Totaal natuurlijke personen;Oost-Groningen (CR);2024 september;2
5786;Totaal natuurlijke personen;Oost-Groningen (CR);2024 3e kwartaal;3
5787;Totaal natuurlijke personen;Oost-Groningen (CR);2024 oktober;1
5788;Totaal natuurlijke personen;Oost-Groningen (CR);2024 november;0
5789;Totaal natuurlijke personen;Oost-Groningen (CR);2024 december;1
5790;Totaal natuurlijke personen;Oost-Groningen (CR);2024 4e kwartaal;2
5791;Totaal natuurlijke personen;Oost-Groningen (CR);2024;11
5792;Totaal natuurlijke personen;Oost-Groningen (CR);2025 januari;0
5793;Totaal natuurlijke personen;Oost-Groningen (CR);2025 februari;3
5794;Totaal natuurlijke personen;Oost-Groningen (CR);2025 maart;1
5795;Totaal natuurlijke personen;Oost-Groningen (CR);2025 1e kwartaal;4
5796;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 januari;3
5797;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 februari;1
5798;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 maart;2
5799;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 1e kwartaal;6
5800;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 april;3
5801;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 mei;0
5802;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 juni;0
5803;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 2e kwartaal;3
5804;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 juli;3
5805;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 augustus;0
5806;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 september;2
5807;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 3e kwartaal;5
5808;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 oktober;0
5809;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 november;1
5810;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 december;4
5811;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009 4e kwartaal;5
5812;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2009;19
5813;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 januari;0
5814;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 februari;1
5815;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 maart;0
5816;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 1e kwartaal;1
5817;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 april;0
5818;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 mei;1
5819;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 juni;0
5820;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 2e kwartaal;1
5821;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 juli;0
5822;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 augustus;0
5823;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 september;1
5824;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 3e kwartaal;1
5825;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 oktober;1
5826;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 november;4
5827;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 december;1
5828;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010 4e kwartaal;6
5829;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2010;9
5830;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 januari;0
5831;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 februari;2
5832;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 maart;4
5833;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 1e kwartaal;6
5834;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 april;1
5835;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 mei;2
5836;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 juni;0
5837;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 2e kwartaal;3
5838;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 juli;0
5839;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 augustus;0
5840;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 september;1
5841;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 3e kwartaal;1
5842;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 oktober;1
5843;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 november;0
5844;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 december;2
5845;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011 4e kwartaal;3
5846;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2011;13
5847;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 januari;2
5848;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 februari;0
5849;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 maart;0
5850;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 1e kwartaal;2
5851;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 april;1
5852;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 mei;1
5853;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 juni;1
5854;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 2e kwartaal;3
5855;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 juli;1
5856;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 augustus;1
5857;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 september;2
5858;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 3e kwartaal;4
5859;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 oktober;1
5860;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 november;1
5861;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 december;0
5862;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012 4e kwartaal;2
5863;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2012;11
5864;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 januari;0
5865;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 februari;0
5866;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 maart;4
5867;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 1e kwartaal;4
5868;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 april;1
5869;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 mei;2
5870;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 juni;1
5871;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 2e kwartaal;4
5872;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 juli;1
5873;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 augustus;2
5874;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 september;0
5875;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 3e kwartaal;3
5876;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 oktober;0
5877;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 november;0
5878;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 december;1
5879;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013 4e kwartaal;1
5880;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2013;12
5881;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 januari;3
5882;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 februari;0
5883;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 maart;1
5884;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 1e kwartaal;4
5885;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 april;0
5886;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 mei;3
5887;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 juni;0
5888;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 2e kwartaal;3
5889;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 juli;0
5890;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 augustus;1
5891;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 september;1
5892;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 3e kwartaal;2
5893;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 oktober;0
5894;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 november;1
5895;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 december;0
5896;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014 4e kwartaal;1
5897;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2014;10
5898;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 januari;0
5899;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 februari;0
5900;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 maart;0
5901;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 1e kwartaal;0
5902;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 april;0
5903;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 mei;0
5904;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 juni;0
5905;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 2e kwartaal;0
5906;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 juli;0
5907;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 augustus;0
5908;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 september;0
5909;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 3e kwartaal;0
5910;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 oktober;0
5911;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 november;0
5912;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 december;5
5913;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015 4e kwartaal;5
5914;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2015;5
5915;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 januari;0
5916;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 februari;0
5917;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 maart;0
5918;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 1e kwartaal;0
5919;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 april;0
5920;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 mei;0
5921;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 juni;0
5922;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 2e kwartaal;0
5923;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 juli;0
5924;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 augustus;0
5925;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 september;0
5926;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 3e kwartaal;0
5927;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 oktober;0
5928;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 november;0
5929;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 december;0
5930;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016 4e kwartaal;0
5931;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2016;0
5932;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 januari;0
5933;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 februari;1
5934;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 maart;0
5935;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 1e kwartaal;1
5936;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 april;0
5937;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 mei;0
5938;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 juni;0
5939;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 2e kwartaal;0
5940;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 juli;0
5941;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 augustus;0
5942;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 september;1
5943;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 3e kwartaal;1
5944;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 oktober;0
5945;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 november;1
5946;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 december;0
5947;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017 4e kwartaal;1
5948;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2017;3
5949;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 januari;0
5950;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 februari;0
5951;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 maart;0
5952;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 1e kwartaal;0
5953;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 april;0
5954;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 mei;0
5955;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 juni;0
5956;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 2e kwartaal;0
5957;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 juli;0
5958;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 augustus;0
5959;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 september;0
5960;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 3e kwartaal;0
5961;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 oktober;1
5962;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 november;1
5963;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 december;0
5964;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018 4e kwartaal;2
5965;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2018;2
5966;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 januari;0
5967;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 februari;0
5968;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 maart;0
5969;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 1e kwartaal;0
5970;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 april;0
5971;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 mei;0
5972;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 juni;0
5973;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 2e kwartaal;0
5974;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 juli;0
5975;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 augustus;1
5976;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 september;1
5977;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 3e kwartaal;2
5978;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 oktober;0
5979;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 november;1
5980;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 december;0
5981;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019 4e kwartaal;1
5982;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2019;3
5983;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 januari;0
5984;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 februari;2
5985;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 maart;0
5986;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 1e kwartaal;2
5987;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 april;0
5988;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 mei;2
5989;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 juni;0
5990;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 2e kwartaal;2
5991;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 juli;1
5992;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 augustus;0
5993;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 september;0
5994;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 3e kwartaal;1
5995;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 oktober;0
5996;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 november;0
5997;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 december;0
5998;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020 4e kwartaal;0
5999;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2020;5
6000;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 januari;0
6001;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 februari;0
6002;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 maart;0
6003;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 1e kwartaal;0
6004;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 april;2
6005;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 mei;0
6006;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 juni;0
6007;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 2e kwartaal;2
6008;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 juli;0
6009;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 augustus;0
6010;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 september;0
6011;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 3e kwartaal;0
6012;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 oktober;0
6013;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 november;0
6014;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 december;0
6015;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021 4e kwartaal;0
6016;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2021;2
6017;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 januari;0
6018;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 februari;0
6019;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 maart;0
6020;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 1e kwartaal;0
6021;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 april;0
6022;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 mei;0
6023;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 juni;0
6024;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 2e kwartaal;0
6025;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 juli;1
6026;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 augustus;0
6027;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 september;0
6028;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 3e kwartaal;1
6029;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 oktober;0
6030;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 november;0
6031;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 december;1
6032;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022 4e kwartaal;1
6033;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2022;2
6034;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 januari;0
6035;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 februari;0
6036;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 maart;0
6037;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 1e kwartaal;0
6038;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 april;0
6039;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 mei;1
6040;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 juni;0
6041;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 2e kwartaal;1
6042;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 juli;0
6043;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 augustus;0
6044;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 september;0
6045;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 3e kwartaal;0
6046;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 oktober;0
6047;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 november;0
6048;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 december;0
6049;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023 4e kwartaal;0
6050;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2023;1
6051;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 januari;0
6052;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 februari;0
6053;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 maart;0
6054;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 1e kwartaal;0
6055;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 april;0
6056;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 mei;0
6057;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 juni;0
6058;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 2e kwartaal;0
6059;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 juli;0
6060;Totaal natuurlijke personen;Delfzijl en omgeving (CR);2024 augustus;0
