ID;Geslacht;Leeftijd;Perioden;TotaalNietNatuurlijkeDood_1;Per100000MannenVrouwen_2;TotaalZelfdoding_3;Per100000MannenVrouwen_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;OphangenVerwurgen_9;MedicijnenEnOfAlcohol_10;VoorTreinOfMetro_11;Verdrinken_12;SpringenVanHoogte_13;OverigeWijzeVanZelfdoding_14;OnbekendeWijzeVanZelfdoding_15;PsychischeStoornissen_16;FysiekeStoornissen_17;HuiselijkeOmstandigheden_18;OverigMotiefVanZelfdoding_19;OnbekendMotiefVanZelfdoding_20;TotaalMoordEnDoodslag_21;Per100000MannenVrouwen_22;OphangenVerwurgenVerstikken_23;DoodslaanSchoppen_24;Vuurwapen_25;Steekwapen_26;Slagwapen_27;OverigeWijzeVanMoordEnDoodslag_28;OnbekendeWijzeVanMoordEnDoodslag_29;OvervalBeroving_30;HuiselijkeOmstandigheden_31;RuzieGeenHuiselijkeOmstandigheden_32;CriminelenOnderling_33;GeenMotief_34;OverigMotiefVanMoordEnDoodslag_35;OnbekendMotiefVanMoordEnDoodslag_36;WoningVanHetSlachtoffer_37;WoningVanAnderen_38;Horecagelegenheid_39;OpenbareWeg_40;OverigePleeglocatieVanMoord_41;OnbekendePleeglocatieVanMoord_42;TotaalWegverkeersdoden_43;Per100000MannenVrouwen_44;Voetganger_45;Fiets_46;BromSnorfiets_47;Motorfiets_48;Personenauto_49;BestelautoVrachtauto_50;OverigeDeelname_51;OnbekendeDeelname_52;Groningen_53;Friesland_54;Drenthe_55;Overijssel_56;Flevoland_57;Gelderland_58;Utrecht_59;NoordHolland_60;ZuidHolland_61;Zeeland_62;NoordBrabant_63;Limburg_64;ProvincieOnbekend_65;Buitenland_66;Onbekend_67;TotaalBedrijfsongeval_68;Per100000MannenVrouwen_69;LandbouwEnVisserij_70;IndustrieEnDelfstoffenwinning_71;Bouwnijverheid_72;VervoerOpslagCommunicatie_73;OverigeBedrijfstakVanBedrijfsongeval_74;OnbekendeBedrijfstakVanBedrijfsong_75;MachineGereedschap_76;HijskraanTakelLiftED_77;DeelVanGebouwenLaddersSteigers_78;SchuivendeOfVallendeGoederenLading_79;OverigBelangrijksteVoorwerp_80;OnbekendBelangrijksteVoorwerp_81;TotaalPriveOngeval_82;Per100000MannenVrouwen_83;Spelen_84;HuishoudelijkWerk_85;DoeHetZelven_86;Slapen_87;Sporten_88;VanNaarInToiletBadkamer_89;OverigeActiviteitVanPriveOngeval_90;OnbekendeActiviteitVanPriveOngeval_91;Vallen_92;Object_93;Verbranden_94;Verdrinken_95;Verstikken_96;OverigeOorzaakVanPriveOngeval_97;OnbekendeOorzaakVanPriveOngeval_98;InEnOmHetHuis_99;VerpleegOfZiekenhuis_100;OpenbareWeg_101;RecreatieOfNatuurgebied_102;OverigeLocatieVanPriveOngeval_103;OnbekendeLocatieVanPriveOngeval_104;TotaalOverigeEnOnbekendeGevallen_105;Per100000MannenVrouwen_106
281;Mannen;60 tot 70 jaar;2005;277;36.9;98;13.1;19;41.0;10.0;28.0;49;11;8;14;6;10;0;34;11;13;11;29;9;1.2;0;1;1;4;2;1;0;1;1;3;0;0;0;4;4;1;1;1;2;0;41;5.5;5;13;6;3;13;1;0;0;1;1;3;1;1;5;3;2;7;2;10;4;0;1;0;5;0.7;2;3;0;0;0;0;0;2;0;1;2;0;111;14.8;1;0;5;14;0;11;47;33;63;3;6;16;11;9;3;48;11;6;17;11;18;13;1.7
282;Mannen;60 tot 70 jaar;2006;335;42.7;122;15.5;21;54.0;20.0;27.0;56;16;8;8;17;17;0;53;27;13;13;16;4;0.5;0;0;0;2;1;0;1;0;1;0;0;0;1;2;4;0;0;0;0;0;54;6.9;5;21;5;5;17;1;0;0;2;5;4;3;1;8;3;12;6;1;6;3;0;0;0;9;1.1;3;1;1;1;3;0;0;4;2;1;1;1;117;14.9;1;4;8;5;2;7;41;49;70;3;5;16;13;4;6;49;10;2;20;10;26;29;3.7
283;Mannen;60 tot 70 jaar;2007;300;36.0;128;15.4;22;60.0;12.0;34.0;60;20;13;12;10;13;0;51;19;14;26;18;5;0.6;0;0;2;1;1;0;1;2;0;0;0;0;0;3;0;2;2;1;0;0;44;5.3;7;11;6;1;15;3;0;1;2;4;0;2;2;8;3;6;7;2;4;3;0;1;0;8;1.0;3;2;1;0;1;1;1;1;0;2;4;0;101;12.1;0;8;10;6;0;10;32;35;71;0;2;7;10;5;6;55;8;4;5;11;18;14;1.7
284;Mannen;60 tot 70 jaar;2008;312;35.7;122;14.0;24;59.0;11.0;28.0;68;15;9;12;6;12;0;64;14;14;7;23;8;0.9;1;0;0;3;2;2;0;0;0;1;0;0;0;7;6;0;1;1;0;0;47;5.4;2;17;3;2;17;3;1;2;2;3;2;4;1;8;1;10;4;0;10;2;0;0;0;5;0.6;2;0;3;0;0;0;1;0;1;1;1;1;111;12.7;0;2;5;8;0;3;48;45;66;1;1;13;15;6;9;55;7;0;14;8;27;19;2.2
285;Mannen;60 tot 70 jaar;2009;361;39.9;137;15.1;28;59.0;12.0;38.0;61;19;11;11;8;26;1;65;16;16;14;26;10;1.1;1;0;2;3;0;1;3;1;0;1;0;1;0;7;3;4;1;1;1;0;50;5.5;3;23;3;5;12;3;0;1;3;2;3;8;2;5;2;5;7;2;9;2;0;0;0;8;0.9;0;2;3;0;2;1;1;0;2;1;2;2;135;14.9;1;4;9;3;2;8;59;49;100;2;4;10;9;6;4;65;14;7;14;12;23;21;2.3
286;Mannen;60 tot 70 jaar;2010;396;42.5;169;18.1;30;75.0;17.0;47.0;69;23;17;19;16;24;1;67;11;10;16;65;8;0.9;0;0;3;3;1;0;1;2;1;0;1;0;0;4;5;1;1;1;0;0;44;4.7;2;15;10;2;10;3;2;0;1;2;2;4;1;8;2;5;10;1;4;2;0;2;0;7;0.8;1;0;3;1;1;1;1;0;2;0;3;1;136;14.6;0;0;4;2;1;0;34;95;88;2;4;11;17;3;11;61;14;5;16;10;30;32;3.4
287;Mannen;60 tot 70 jaar;2011;388;40.6;150;15.7;29;65.0;16.0;40.0;61;20;20;22;10;17;0;82;9;8;20;31;8;0.8;1;4;1;0;1;0;1;1;0;0;0;0;1;6;5;1;0;2;0;0;57;6.0;5;24;6;2;12;5;2;1;1;0;2;2;1;8;3;13;9;2;8;6;0;2;0;9;0.9;1;0;3;2;0;3;2;1;2;0;3;1;139;14.5;1;0;11;8;0;7;46;66;101;2;3;9;10;11;3;64;10;6;8;14;37;25;2.6
288;Mannen;70 tot 80 jaar;1996;363;91.8;84;21.2;10;44.0;23.0;7.0;50;8;5;8;7;6;0;22;24;5;14;19;3;0.8;1;1;0;0;0;0;1;0;0;0;0;0;0;3;0;1;0;1;0;1;90;22.8;9;45;10;1;22;0;0;3;0;6;2;14;2;19;1;11;15;1;11;7;0;0;1;1;0.3;0;0;1;0;0;0;0;0;1;0;0;0;172;43.5;0;10;5;4;1;0;15;137;138;0;9;1;19;1;4;71;4;2;3;8;84;13;3.3
289;Mannen;70 tot 80 jaar;1997;303;75.3;72;17.9;6;40.0;18.0;8.0;33;9;5;9;8;8;0;27;11;4;10;20;3;0.7;0;0;0;1;1;1;0;0;0;0;0;0;0;3;0;1;0;0;0;2;72;17.9;9;30;8;1;24;0;0;0;1;5;6;8;0;15;6;9;8;2;8;4;0;0;0;1;0.2;1;0;0;0;0;0;0;0;0;0;1;0;138;34.3;0;2;3;3;0;0;16;114;117;3;4;2;4;1;7;37;6;7;0;1;87;17;4.2
290;Mannen;70 tot 80 jaar;1998;303;73.8;67;16.3;3;33.0;20.0;11.0;29;7;2;15;3;9;2;29;10;2;7;19;3;0.7;0;0;0;1;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;3;79;19.3;11;24;4;3;33;0;1;3;3;7;5;6;0;12;5;9;14;2;10;6;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;134;32.7;1;3;1;4;1;2;18;104;119;2;2;3;6;0;2;47;4;6;3;8;66;20;4.9
291;Mannen;70 tot 80 jaar;1999;314;74.9;76;18.1;8;41.0;20.0;7.0;38;8;4;11;5;8;2;34;7;3;5;27;1;0.2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;84;20.0;15;26;11;0;30;2;0;0;1;3;2;11;2;7;6;11;14;5;16;6;0;0;0;1;0.2;1;0;0;0;0;0;0;0;1;0;0;0;137;32.7;0;3;2;1;0;2;17;112;114;2;1;4;11;0;5;44;5;2;5;4;77;15;3.6
292;Mannen;70 tot 80 jaar;2000;327;76.8;74;17.4;10;37.0;23.0;4.0;39;6;5;10;5;9;0;21;16;4;8;25;3;0.7;1;1;0;1;0;0;0;0;0;0;0;0;0;3;0;2;1;0;0;0;78;18.3;6;24;12;1;34;1;0;0;2;7;4;7;1;16;1;11;9;2;12;5;1;0;0;2;0.5;1;0;0;1;0;0;0;0;0;0;1;1;162;38.0;0;1;5;4;0;3;29;120;128;1;3;10;9;2;9;45;12;4;8;10;83;8;1.9
293;Mannen;70 tot 80 jaar;2001;346;80.1;73;16.9;10;36.0;18.0;9.0;35;9;3;7;10;9;0;21;18;6;9;19;2;0.5;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;77;17.8;9;30;12;0;26;0;0;0;3;1;5;8;0;12;4;11;12;4;14;3;0;0;0;1;0.2;0;0;0;1;0;0;0;0;0;1;0;0;180;41.7;0;8;3;2;1;12;26;128;154;0;4;8;8;1;5;58;16;7;9;1;89;13;3.0
294;Mannen;70 tot 80 jaar;2002;356;81.3;78;17.8;13;40.0;20.0;5.0;35;9;8;8;5;12;1;28;16;4;7;23;6;1.4;0;4;0;1;0;0;1;2;0;1;0;0;0;3;2;0;0;2;1;1;66;15.1;5;28;6;1;23;2;1;0;3;2;3;3;1;13;3;5;14;1;12;6;0;0;0;3;0.7;2;0;0;0;1;0;1;0;0;0;2;0;187;42.7;0;5;2;4;2;5;50;119;136;2;6;10;5;5;23;60;17;7;9;6;88;16;3.7
295;Mannen;70 tot 80 jaar;2003;355;80.0;70;15.8;5;35.0;15.0;15.0;32;5;2;13;8;9;1;31;16;3;8;12;8;1.8;1;3;0;0;2;1;1;2;0;3;0;0;0;3;3;1;1;1;2;0;65;14.7;7;27;12;0;17;0;1;1;2;5;2;5;2;4;5;9;14;3;10;3;0;1;0;1;0.2;0;0;0;0;1;0;0;0;0;0;1;0;190;42.8;0;5;7;9;2;13;40;114;160;1;3;3;15;1;7;78;24;5;1;8;74;21;4.7
296;Mannen;70 tot 80 jaar;2004;335;74.5;54;12.0;9;31.0;8.0;6.0;29;6;6;6;3;4;0;21;15;3;8;7;2;0.4;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;64;14.2;10;24;13;0;17;0;0;0;4;4;1;7;1;6;6;10;6;1;11;7;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;195;43.4;1;4;4;7;2;19;62;96;149;4;6;6;14;4;12;67;32;7;12;14;63;20;4.4
297;Mannen;70 tot 80 jaar;2005;365;79.7;71;15.5;11;34.0;18.0;8.0;41;12;6;5;3;3;1;25;17;7;9;13;4;0.9;1;0;0;1;0;0;2;3;0;0;0;0;0;1;4;0;0;0;0;0;69;15.1;5;31;13;1;18;0;0;1;1;7;2;5;2;6;3;10;13;3;10;7;0;0;0;5;1.1;3;0;0;2;0;0;1;0;0;1;3;0;199;43.5;1;6;14;9;1;16;61;91;164;2;4;10;14;2;3;79;25;12;9;5;69;17;3.7
298;Mannen;70 tot 80 jaar;2006;390;83.6;76;16.3;7;33.0;20.0;16.0;43;10;0;12;6;5;0;24;19;6;11;16;3;0.6;0;0;0;1;0;0;2;1;0;0;0;0;0;2;1;1;0;0;1;0;61;13.1;4;27;12;0;17;1;0;0;2;1;5;9;0;11;2;10;6;2;8;5;0;0;0;2;0.4;0;0;2;0;0;0;0;0;2;0;0;0;225;48.2;0;5;13;9;0;10;68;120;183;0;5;7;15;4;11;92;34;3;8;11;77;23;4.9
299;Mannen;70 tot 80 jaar;2007;361;75.8;66;13.9;7;29.0;19.0;11.0;32;11;3;9;3;7;1;33;15;3;6;9;2;0.4;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;64;13.4;10;29;5;0;16;3;0;1;1;5;0;6;0;11;3;8;9;2;11;7;0;1;0;2;0.4;1;1;0;0;0;0;0;0;1;1;0;0;195;40.9;0;5;12;9;1;11;57;100;168;0;1;5;12;4;5;75;22;9;3;18;68;32;6.7
300;Mannen;70 tot 80 jaar;2008;400;82.0;76;15.6;18;35.0;16.0;7.0;34;11;2;13;5;9;2;25;17;6;13;15;1;0.2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;61;12.5;6;28;9;0;17;0;0;1;2;2;5;3;0;12;4;9;7;0;13;4;0;0;0;5;1.0;3;0;0;1;1;0;0;0;1;0;4;0;221;45.3;0;7;12;13;1;17;64;107;170;2;8;6;20;2;13;92;31;3;8;12;75;36;7.4
301;Mannen;70 tot 80 jaar;2009;391;78.1;83;16.6;19;41.0;12.0;11.0;40;6;6;12;4;15;0;33;17;6;8;19;2;0.4;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;61;12.2;5;32;6;1;17;0;0;0;1;6;0;6;0;7;3;10;8;1;16;3;0;0;0;5;1.0;4;0;0;0;1;0;1;0;1;0;3;0;208;41.5;0;4;9;6;2;16;67;104;166;2;3;6;18;4;9;85;28;7;9;16;63;32;6.4
302;Mannen;70 tot 80 jaar;2010;423;82.2;76;14.8;9;38.0;20.0;9.0;38;5;10;9;6;8;0;38;9;1;5;23;2;0.4;0;0;1;1;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;51;9.9;5;24;2;1;15;1;0;3;1;3;3;4;0;7;4;9;5;4;9;2;0;0;0;5;1.0;5;0;0;0;0;0;0;1;0;0;3;1;242;47.0;0;1;9;20;2;7;43;160;196;4;1;6;16;1;18;95;36;3;7;16;85;47;9.1
303;Mannen;70 tot 80 jaar;2011;411;77.8;84;15.9;16;43.0;17.0;8.0;42;12;7;7;5;11;0;26;14;9;10;25;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;10.6;6;29;9;0;11;1;0;0;1;5;3;0;0;6;4;6;8;3;15;4;0;1;0;3;0.6;2;0;0;0;1;0;0;0;0;1;1;1;219;41.5;0;4;3;6;3;13;65;125;187;1;4;11;9;2;5;88;37;8;9;14;63;49;9.3
304;Mannen;80 jaar of ouder;1996;464;318.2;63;43.2;5;18.0;37.0;3.0;32;11;1;9;6;3;1;12;15;3;11;22;2;1.4;0;2;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;59;40.5;7;25;8;0;17;0;0;2;3;6;3;7;1;4;4;2;12;1;8;6;0;0;2;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;330;226.3;1;4;1;8;0;0;21;295;306;2;9;2;6;1;4;150;12;7;2;3;156;10;6.9
305;Mannen;80 jaar of ouder;1997;484;327.9;63;42.7;10;18.0;33.0;2.0;35;6;0;11;4;7;0;13;22;2;7;19;2;1.4;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;61;41.3;12;28;8;0;13;0;0;0;2;3;0;8;2;7;5;10;9;3;8;4;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;347;235.1;0;16;4;5;1;0;32;289;309;2;10;4;15;1;6;81;9;4;2;10;241;11;7.5
306;Mannen;80 jaar of ouder;1998;443;297.3;68;45.6;3;20.0;40.0;5.0;33;7;2;13;4;7;2;16;19;3;8;22;2;1.3;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;1;0;0;0;1;41;27.5;11;16;2;2;10;0;0;0;1;2;4;1;1;2;2;7;6;2;9;4;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;320;214.7;1;8;3;5;0;5;26;272;291;1;9;1;16;1;1;66;20;4;2;2;226;12;8.1
307;Mannen;80 jaar of ouder;1999;463;307.8;55;36.6;2;15.0;32.0;6.0;26;10;2;7;7;3;0;17;12;2;5;19;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;40.6;12;23;7;1;18;0;0;0;3;4;2;4;1;7;1;8;13;2;10;6;0;0;0;1;0.7;1;0;0;0;0;0;0;0;0;0;1;0;338;224.7;0;6;0;4;0;4;32;292;319;1;8;2;4;1;3;66;18;6;0;1;247;8;5.3
308;Mannen;80 jaar of ouder;2000;504;325.8;60;38.8;5;17.0;36.0;2.0;27;9;5;8;5;6;0;21;16;1;3;19;1;0.6;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;52;33.6;11;23;7;0;10;0;0;1;4;3;1;2;4;7;1;7;9;0;9;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;378;244.3;0;7;1;6;0;19;32;313;343;0;10;5;13;2;5;79;27;8;6;4;254;13;8.4
309;Mannen;80 jaar of ouder;2001;560;347.6;54;33.5;1;17.0;32.0;4.0;26;7;4;8;5;4;0;18;12;4;7;13;2;1.2;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;58;36.0;16;23;7;0;11;1;0;0;0;3;5;5;1;7;6;10;11;0;6;4;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;436;270.6;1;6;4;11;0;12;49;353;408;1;7;3;10;1;6;93;46;5;4;5;283;10;6.2
310;Mannen;80 jaar of ouder;2002;545;326.4;53;31.7;5;12.0;29.0;7.0;30;6;0;7;6;4;0;19;13;3;4;14;2;1.2;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;75;44.9;14;21;17;0;23;0;0;0;4;6;2;6;0;11;2;12;15;2;11;4;0;0;0;1;0.6;1;0;0;0;0;0;0;1;0;0;0;0;408;244.3;0;5;3;8;1;7;55;329;378;1;3;6;8;1;11;90;45;6;5;10;252;6;3.6
311;Mannen;80 jaar of ouder;2003;553;320.0;45;26.0;4;15.0;25.0;1.0;24;5;1;3;4;8;0;17;12;0;6;10;5;2.9;1;0;0;2;0;0;2;1;0;0;0;0;0;4;2;1;0;0;2;0;67;38.8;7;28;13;0;18;1;0;0;1;1;5;8;1;6;4;14;13;1;8;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;419;242.4;0;11;0;13;0;20;59;316;387;2;8;2;16;3;1;99;65;8;3;7;237;17;9.8
312;Mannen;80 jaar of ouder;2004;605;337.9;57;31.8;5;16.0;30.0;6.0;23;9;2;8;8;7;0;11;22;2;9;13;3;1.7;0;1;1;0;1;0;0;1;0;1;0;0;0;1;2;0;0;0;1;0;69;38.5;9;24;14;0;22;0;0;0;2;5;1;5;1;12;1;12;10;1;14;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;446;249.1;0;4;5;18;0;31;102;286;406;1;6;3;18;2;10;128;90;9;5;10;204;30;16.8
313;Mannen;80 jaar of ouder;2005;655;353.8;50;27.0;5;25.0;18.0;2.0;26;7;0;7;8;2;0;13;17;4;8;8;4;2.2;2;0;0;0;1;0;1;1;0;0;0;0;0;3;4;0;0;0;0;0;54;29.2;10;20;9;0;14;0;0;1;3;3;4;7;1;11;4;6;5;0;10;0;0;0;0;3;1.6;2;1;0;0;0;0;1;0;0;0;2;0;488;263.6;0;19;2;15;0;34;114;304;457;1;6;4;14;1;5;133;92;7;4;12;240;56;30.3
314;Mannen;80 jaar of ouder;2006;713;372.5;61;31.9;8;17.0;29.0;7.0;28;6;4;8;8;5;2;14;23;4;9;11;3;1.6;1;1;0;1;0;0;0;0;0;0;0;0;1;2;2;1;0;0;0;0;63;32.9;8;26;12;0;16;0;1;0;3;2;1;7;1;9;3;7;11;2;13;4;0;0;0;1;0.5;0;0;1;0;0;0;0;0;1;0;0;0;524;273.7;0;10;8;17;0;27;165;297;483;2;8;5;18;1;7;146;109;13;4;18;234;61;31.9
315;Mannen;80 jaar of ouder;2007;700;353.0;43;21.7;2;20.0;20.0;1.0;21;10;3;4;5;0;0;16;14;3;5;5;2;1.0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;66;33.3;5;35;13;0;11;2;0;0;0;5;4;5;0;12;4;9;12;1;6;7;0;1;0;1;0.5;1;0;0;0;0;0;0;0;0;0;1;0;509;256.7;0;8;9;21;0;40;149;282;470;0;4;8;23;1;3;155;99;11;5;15;224;79;39.8
316;Mannen;80 jaar of ouder;2008;718;348.9;46;22.4;3;17.0;25.0;1.0;16;7;2;8;8;5;0;14;8;1;9;14;3;1.5;0;2;0;0;1;0;0;0;0;1;0;0;0;2;1;0;0;0;2;0;49;23.8;2;22;15;0;9;1;0;0;2;3;5;7;0;7;4;5;5;4;5;2;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;537;260.9;0;10;5;24;0;36;155;307;494;2;4;3;21;2;11;150;114;10;4;15;244;83;40.3
317;Mannen;80 jaar of ouder;2009;801;374.2;57;26.6;8;15.0;31.0;3.0;32;10;3;6;3;3;0;14;20;6;7;10;1;0.5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;70;32.7;4;25;17;0;22;1;0;1;5;1;1;1;0;11;8;14;13;1;9;6;0;0;0;1;0.5;1;0;0;0;0;0;0;1;0;0;0;0;575;268.7;0;6;12;18;0;42;157;340;533;0;5;4;24;4;5;160;121;12;7;22;253;97;45.3
318;Mannen;80 jaar of ouder;2010;856;383.4;50;22.4;2;15.0;30.0;3.0;22;8;1;11;5;3;0;17;9;2;1;21;3;1.3;0;0;0;2;1;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;66;29.6;8;31;11;0;16;0;0;0;1;1;4;7;3;12;3;10;13;0;7;5;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;638;285.7;0;8;7;35;0;31;118;439;583;1;4;6;20;3;21;180;148;9;6;22;273;99;44.3
319;Mannen;80 jaar of ouder;2011;883;378.5;55;23.6;4;26.0;19.0;6.0;22;13;1;5;11;3;0;16;18;4;4;13;3;1.3;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;80;34.3;9;45;12;0;14;0;0;0;5;4;1;6;3;11;4;10;13;3;14;6;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;649;278.2;0;10;2;24;0;33;160;420;610;2;5;4;13;2;13;187;145;20;5;21;271;96;41.2
320;Vrouwen;Totaal alle leeftijden;1996;2193;27.9;534;6.8;160;180.0;89.0;105.0;179;115;49;73;72;36;10;277;52;33;45;127;66;0.8;14;1;13;24;2;3;9;0;8;4;2;3;7;42;29;10;0;2;3;22;348;4.4;62;85;19;8;161;3;3;7;12;18;16;33;5;42;27;46;39;10;61;29;2;1;7;1;0.0;0;1;0;0;0;0;0;0;1;0;0;0;1170;14.9;8;56;0;25;2;0;51;1028;1017;12;38;19;46;26;12;552;36;10;13;11;548;74;0.9
321;Vrouwen;Totaal alle leeftijden;1997;2111;26.7;528;6.7;178;155.0;88.0;107.0;196;121;55;60;55;39;2;260;48;35;46;139;63;0.8;18;1;11;13;7;6;7;3;5;4;1;4;5;41;25;6;1;5;3;23;346;4.4;56;97;21;12;152;2;6;0;10;17;17;25;10;50;21;44;50;8;56;32;0;6;0;1;0.0;0;0;0;0;1;0;0;0;0;0;1;0;1120;14.2;11;65;4;32;3;0;71;934;970;11;34;15;52;20;18;314;38;12;15;15;726;53;0.7
322;Vrouwen;Totaal alle leeftijden;1998;2025;25.5;517;6.5;149;166.0;84.0;118.0;172;128;59;59;45;49;5;265;45;39;42;126;47;0.6;14;1;10;12;5;1;4;1;3;6;0;2;1;34;18;3;1;3;5;17;303;3.8;52;71;16;6;154;0;3;1;12;8;9;26;6;39;15;44;53;13;49;27;1;1;0;2;0.0;0;0;0;0;0;2;0;0;0;0;1;1;1099;13.8;7;35;0;32;0;21;77;927;963;2;43;10;55;13;13;247;90;9;7;9;737;57;0.7
323;Vrouwen;Totaal alle leeftijden;1999;2174;27.2;502;6.3;163;163.0;80.0;96.0;180;131;49;51;52;37;2;265;35;30;48;124;59;0.7;13;6;10;17;5;1;7;4;7;9;2;7;5;25;24;4;0;8;7;16;295;3.7;36;65;28;7;150;3;0;6;7;23;14;22;4;52;22;45;38;10;46;9;3;0;0;1;0.0;0;1;0;0;0;0;0;0;1;0;0;0;1260;15.8;9;40;0;25;2;34;84;1066;1138;6;29;18;42;15;12;251;89;13;10;16;881;57;0.7
324;Vrouwen;Totaal alle leeftijden;2000;2146;26.7;501;6.2;148;183.0;67.0;103.0;158;119;63;66;50;40;5;258;38;28;33;144;60;0.7;19;0;6;22;1;2;10;1;7;5;1;3;5;38;28;10;1;4;6;11;284;3.5;26;83;21;6;138;6;2;2;7;18;14;21;7;36;10;38;43;12;55;23;0;0;0;2;0.0;1;0;0;0;1;0;0;0;0;0;2;0;1244;15.5;14;65;1;34;1;46;97;986;1040;14;31;34;69;25;31;323;106;8;27;20;760;55;0.7
325;Vrouwen;Totaal alle leeftijden;2001;2325;28.7;463;5.7;146;154.0;65.0;98.0;148;121;63;43;48;37;3;245;40;32;22;124;68;0.8;8;1;11;26;5;8;9;0;12;9;4;8;5;30;43;11;0;5;6;3;253;3.1;38;70;11;5;122;5;0;2;7;12;14;21;5;30;11;38;35;9;50;20;1;0;0;2;0.0;1;0;1;0;0;0;0;0;1;0;1;0;1484;18.3;6;47;2;43;0;48;148;1190;1316;8;35;17;60;28;20;346;135;11;15;15;962;55;0.7
326;Vrouwen;Totaal alle leeftijden;2002;2204;27.0;505;6.2;154;172.0;79.0;100.0;178;120;54;52;59;37;5;276;41;34;33;121;61;0.7;13;4;9;20;1;5;9;0;8;9;1;2;6;35;27;14;1;9;4;6;263;3.2;45;61;18;7;126;5;1;0;19;15;13;19;6;33;11;36;31;6;55;18;0;1;0;2;0.0;0;1;0;0;1;0;0;0;2;0;0;0;1323;16.2;12;42;0;34;3;40;173;1019;1154;8;23;27;40;31;40;339;162;23;16;22;761;50;0.6
327;Vrouwen;Totaal alle leeftijden;2003;2291;28.0;484;5.9;137;153.0;91.0;103.0;159;123;59;43;60;37;3;263;42;19;35;125;73;0.9;11;4;12;30;2;7;7;7;7;21;0;1;11;26;31;18;1;7;14;2;272;3.3;39;79;20;5;114;13;0;2;18;18;8;22;8;40;12;40;38;10;39;19;0;0;0;3;0.0;1;0;0;1;0;1;1;1;0;1;0;0;1372;16.7;3;52;1;63;2;72;232;947;1225;9;26;23;44;29;16;351;247;15;21;18;720;87;1.1
328;Vrouwen;Totaal alle leeftijden;2004;2182;26.5;492;6.0;136;168.0;66.0;122.0;179;129;51;53;57;18;5;290;47;30;40;85;53;0.6;13;2;10;15;1;3;9;4;7;2;1;1;13;25;28;9;1;7;4;4;243;3.0;24;69;18;8;118;5;1;0;9;15;11;22;11;29;13;25;34;7;49;16;0;2;0;4;0.0;0;0;0;0;4;0;0;1;2;0;1;0;1280;15.6;13;40;2;54;0;60;259;852;1106;4;21;25;64;38;22;357;228;23;19;25;628;110;1.3
329;Vrouwen;Totaal alle leeftijden;2005;2273;27.6;499;6.1;152;167.0;68.0;112.0;185;128;50;51;51;32;2;254;46;34;39;126;57;0.7;14;0;7;17;6;3;10;4;9;3;1;2;8;30;41;4;2;4;5;1;207;2.5;32;72;10;3;88;2;0;0;4;15;3;17;6;34;19;28;24;5;39;12;0;1;0;2;0.0;0;1;0;0;1;0;0;1;0;0;1;0;1335;16.2;8;60;4;57;0;94;322;790;1155;7;38;17;65;38;15;387;285;16;16;19;612;173;2.1
