ID;Geslacht;Leeftijd;Perioden;TotaalNietNatuurlijkeDood_1;Per100000MannenVrouwen_2;TotaalZelfdoding_3;Per100000MannenVrouwen_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;OphangenVerwurgen_9;MedicijnenEnOfAlcohol_10;VoorTreinOfMetro_11;Verdrinken_12;SpringenVanHoogte_13;OverigeWijzeVanZelfdoding_14;OnbekendeWijzeVanZelfdoding_15;PsychischeStoornissen_16;FysiekeStoornissen_17;HuiselijkeOmstandigheden_18;OverigMotiefVanZelfdoding_19;OnbekendMotiefVanZelfdoding_20;TotaalMoordEnDoodslag_21;Per100000MannenVrouwen_22;OphangenVerwurgenVerstikken_23;DoodslaanSchoppen_24;Vuurwapen_25;Steekwapen_26;Slagwapen_27;OverigeWijzeVanMoordEnDoodslag_28;OnbekendeWijzeVanMoordEnDoodslag_29;OvervalBeroving_30;HuiselijkeOmstandigheden_31;RuzieGeenHuiselijkeOmstandigheden_32;CriminelenOnderling_33;GeenMotief_34;OverigMotiefVanMoordEnDoodslag_35;OnbekendMotiefVanMoordEnDoodslag_36;WoningVanHetSlachtoffer_37;WoningVanAnderen_38;Horecagelegenheid_39;OpenbareWeg_40;OverigePleeglocatieVanMoord_41;OnbekendePleeglocatieVanMoord_42;TotaalWegverkeersdoden_43;Per100000MannenVrouwen_44;Voetganger_45;Fiets_46;BromSnorfiets_47;Motorfiets_48;Personenauto_49;BestelautoVrachtauto_50;OverigeDeelname_51;OnbekendeDeelname_52;Groningen_53;Friesland_54;Drenthe_55;Overijssel_56;Flevoland_57;Gelderland_58;Utrecht_59;NoordHolland_60;ZuidHolland_61;Zeeland_62;NoordBrabant_63;Limburg_64;ProvincieOnbekend_65;Buitenland_66;Onbekend_67;TotaalBedrijfsongeval_68;Per100000MannenVrouwen_69;LandbouwEnVisserij_70;IndustrieEnDelfstoffenwinning_71;Bouwnijverheid_72;VervoerOpslagCommunicatie_73;OverigeBedrijfstakVanBedrijfsongeval_74;OnbekendeBedrijfstakVanBedrijfsong_75;MachineGereedschap_76;HijskraanTakelLiftED_77;DeelVanGebouwenLaddersSteigers_78;SchuivendeOfVallendeGoederenLading_79;OverigBelangrijksteVoorwerp_80;OnbekendBelangrijksteVoorwerp_81;TotaalPriveOngeval_82;Per100000MannenVrouwen_83;Spelen_84;HuishoudelijkWerk_85;DoeHetZelven_86;Slapen_87;Sporten_88;VanNaarInToiletBadkamer_89;OverigeActiviteitVanPriveOngeval_90;OnbekendeActiviteitVanPriveOngeval_91;Vallen_92;Object_93;Verbranden_94;Verdrinken_95;Verstikken_96;OverigeOorzaakVanPriveOngeval_97;OnbekendeOorzaakVanPriveOngeval_98;InEnOmHetHuis_99;VerpleegOfZiekenhuis_100;OpenbareWeg_101;RecreatieOfNatuurgebied_102;OverigeLocatieVanPriveOngeval_103;OnbekendeLocatieVanPriveOngeval_104;TotaalOverigeEnOnbekendeGevallen_105;Per100000MannenVrouwen_106
41;Totaal mannen en vrouwen;15 tot 20 jaar;2005;127;12.9;38;3.9;38;0.0;0.0;0.0;18;2;13;0;5;0;0;11;0;5;5;17;5;0.5;1;0;0;2;2;0;0;1;0;1;0;0;1;2;1;2;0;2;0;0;66;6.7;3;12;22;1;28;0;0;0;0;1;2;4;1;18;3;7;7;2;16;5;0;0;0;2;0.2;0;0;1;1;0;0;0;1;1;0;0;0;11;1.1;0;1;2;0;1;2;3;2;2;1;1;2;1;3;1;9;0;0;2;0;0;5;0.5
42;Totaal mannen en vrouwen;15 tot 20 jaar;2006;127;12.8;44;4.4;44;0.0;0.0;0.0;18;2;13;1;7;3;0;23;1;10;2;8;7;0.7;1;0;1;4;0;1;0;1;0;2;0;0;0;4;2;0;0;4;0;1;61;6.1;2;16;15;1;23;2;0;2;0;6;1;4;1;14;2;7;10;4;12;0;0;0;0;1;0.1;0;0;0;0;1;0;0;1;0;0;0;0;8;0.8;2;0;0;1;0;0;3;2;1;0;2;2;1;2;0;3;1;0;2;1;1;6;0.6
43;Totaal mannen en vrouwen;15 tot 20 jaar;2007;133;13.3;33;3.3;33;0.0;0.0;0.0;12;0;13;1;6;1;0;8;0;7;4;14;9;0.9;1;2;0;4;1;1;0;1;1;4;1;0;2;0;2;0;1;4;2;0;79;7.9;5;15;25;2;28;3;1;0;1;1;3;3;2;16;10;10;16;1;13;3;0;0;0;2;0.2;0;1;1;0;0;0;1;0;0;1;0;0;7;0.7;0;1;0;0;0;0;5;1;0;0;0;4;2;1;0;2;1;1;3;0;0;3;0.3
44;Totaal mannen en vrouwen;15 tot 20 jaar;2008;109;10.8;29;2.9;29;0.0;0.0;0.0;13;0;10;1;3;2;0;16;0;5;1;7;2;0.2;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;62;6.2;4;12;18;2;26;0;0;0;2;2;1;4;2;7;5;9;6;5;15;4;0;0;0;2;0.2;0;0;1;0;0;1;0;0;0;1;1;0;10;1.0;2;0;0;2;0;1;4;1;2;0;0;3;1;2;2;6;1;0;1;2;0;4;0.4
45;Totaal mannen en vrouwen;15 tot 20 jaar;2009;136;13.4;44;4.3;44;0.0;0.0;0.0;16;2;18;1;4;3;0;17;1;9;1;16;8;0.8;0;0;3;5;0;0;0;0;0;2;0;1;0;5;4;1;1;0;1;1;67;6.6;4;10;14;1;35;2;1;0;3;1;4;5;2;12;1;6;10;4;13;3;0;3;0;3;0.3;2;0;1;0;0;0;0;0;0;2;0;1;8;0.8;1;0;0;0;1;0;3;3;2;1;0;1;2;1;1;2;0;0;4;2;0;6;0.6
46;Totaal mannen en vrouwen;15 tot 20 jaar;2010;117;11.6;49;4.8;49;0.0;0.0;0.0;20;0;19;1;6;3;0;15;0;9;1;24;7;0.7;0;1;3;2;0;1;0;0;2;4;0;0;0;1;3;0;1;3;0;0;46;4.5;1;9;11;2;19;3;0;1;1;2;0;6;1;8;2;6;7;2;9;1;0;1;0;2;0.2;1;0;0;1;0;0;0;2;0;0;0;0;10;1.0;0;0;0;2;0;0;4;4;0;0;1;5;2;2;0;3;0;0;4;1;2;3;0.3
47;Totaal mannen en vrouwen;15 tot 20 jaar;2011;104;10.4;40;4.0;40;0.0;0.0;0.0;15;0;17;0;5;3;0;15;0;7;1;17;6;0.6;1;0;3;2;0;0;0;1;0;2;1;0;2;0;3;0;1;2;0;0;45;4.5;4;11;12;0;16;0;0;2;2;2;1;0;0;9;3;9;7;0;9;2;0;1;0;1;0.1;0;0;1;0;0;0;0;0;0;0;1;0;9;0.9;0;0;1;0;1;0;2;5;2;1;0;1;2;3;0;4;0;2;1;0;2;3;0.3
48;Totaal mannen en vrouwen;20 tot 30 jaar;1996;692;29.5;232;9.9;204;19.0;0.0;9.0;95;30;42;9;26;27;3;99;7;17;26;83;55;2.3;5;1;24;21;0;0;4;1;1;4;3;1;4;41;10;4;4;13;1;23;286;12.2;16;9;14;33;199;8;2;5;16;17;13;29;6;35;30;28;35;6;46;20;1;1;3;11;0.5;1;2;2;5;1;0;0;0;1;3;5;2;61;2.6;2;0;2;4;0;0;19;34;10;6;7;3;3;27;5;37;2;4;6;5;7;47;2.0
49;Totaal mannen en vrouwen;20 tot 30 jaar;1997;666;29.1;252;11.0;225;19.0;0.0;8.0;109;29;50;7;25;28;4;108;9;29;21;85;57;2.5;5;0;22;17;5;2;6;2;2;10;2;1;3;37;10;3;3;18;4;19;264;11.5;6;14;6;36;186;9;7;0;9;12;17;23;10;39;19;19;27;12;56;15;0;6;0;21;0.9;2;5;10;3;1;0;3;0;4;3;8;3;53;2.3;1;1;1;11;2;0;21;16;7;3;10;3;2;24;4;32;0;3;7;5;6;19;0.8
50;Totaal mannen en vrouwen;20 tot 30 jaar;1998;559;25.1;202;9.1;173;18.0;0.0;11.0;90;23;43;3;23;18;2;100;4;26;26;46;45;2.0;4;1;21;12;2;4;1;1;0;5;2;4;0;33;10;4;2;13;4;12;226;10.1;12;9;10;27;162;3;2;1;8;15;6;27;6;23;7;27;42;8;35;21;0;1;0;16;0.7;3;2;4;2;5;0;1;0;5;3;6;1;46;2.1;0;1;2;5;0;0;18;20;10;0;7;8;4;16;1;23;1;5;9;3;5;24;1.1
51;Totaal mannen en vrouwen;20 tot 30 jaar;1999;565;26.1;198;9.1;176;18.0;2.0;2.0;85;19;38;8;23;25;0;96;5;32;13;52;46;2.1;2;0;20;18;1;1;4;3;3;9;6;5;2;18;11;3;4;11;5;12;238;11.0;12;10;10;34;159;12;0;1;7;18;9;25;6;33;17;24;40;5;38;15;0;1;0;13;0.6;2;1;7;2;1;0;0;1;3;1;7;1;48;2.2;3;1;0;3;3;1;16;21;12;7;2;6;3;17;1;20;2;2;8;4;12;22;1.0
52;Totaal mannen en vrouwen;20 tot 30 jaar;2000;502;23.8;154;7.3;138;12.0;0.0;4.0;67;16;26;5;23;16;1;69;1;19;21;44;42;2.0;7;1;14;16;1;2;1;1;3;9;1;1;3;24;10;6;6;9;1;10;232;11.0;14;10;11;26;157;13;0;1;4;13;7;16;8;32;12;35;31;9;49;16;0;0;0;11;0.5;2;1;4;3;1;0;1;0;2;2;6;0;51;2.4;2;1;1;9;1;0;16;21;7;4;3;4;4;27;2;34;2;2;6;2;5;12;0.6
53;Totaal mannen en vrouwen;20 tot 30 jaar;2001;484;23.5;160;7.8;147;8.0;0.0;5.0;47;21;36;9;24;23;0;59;5;10;21;65;42;2.0;3;2;20;11;0;2;4;0;1;3;7;3;2;26;9;6;5;13;4;5;197;9.6;6;13;10;22;126;18;0;2;12;11;13;14;3;16;9;23;25;4;49;17;1;0;0;18;0.9;2;1;7;4;2;2;3;1;7;3;3;1;58;2.8;0;0;0;6;0;1;27;24;16;0;6;1;5;25;5;29;3;7;5;6;8;9;0.4
54;Totaal mannen en vrouwen;20 tot 30 jaar;2002;480;23.7;160;7.9;143;13.0;0.0;4.0;64;19;30;4;30;12;1;79;6;19;17;39;49;2.4;4;3;18;19;1;2;2;2;2;5;4;1;4;31;11;12;3;16;3;4;211;10.4;5;11;7;28;143;15;1;1;16;13;10;12;6;26;15;25;30;6;36;15;0;1;0;12;0.6;2;2;5;3;0;0;4;0;2;1;5;0;30;1.5;1;0;1;4;1;2;8;13;6;1;0;4;1;16;2;16;1;1;2;5;5;18;0.9
55;Totaal mannen en vrouwen;20 tot 30 jaar;2003;460;23.1;167;8.4;151;13.0;1.0;2.0;85;13;27;4;20;17;1;69;0;18;11;69;35;1.8;1;1;9;17;2;1;4;1;2;13;5;0;2;12;8;7;3;12;4;1;201;10.1;6;8;10;32;135;10;0;0;11;13;15;23;5;30;6;13;23;4;50;7;0;1;0;13;0.7;2;4;5;1;0;1;4;5;3;0;1;0;28;1.4;0;0;1;4;1;2;18;2;2;2;1;4;2;17;0;17;2;4;4;0;1;16;0.8
56;Totaal mannen en vrouwen;20 tot 30 jaar;2004;405;20.6;138;7.0;125;10.0;1.0;2.0;47;13;31;6;22;18;1;65;1;13;22;37;32;1.6;2;0;14;11;2;1;2;3;3;2;6;0;8;10;11;6;1;10;2;2;164;8.3;5;13;7;30;105;3;0;1;6;5;3;14;4;25;8;18;31;7;33;10;0;0;0;7;0.4;1;1;1;2;2;0;1;2;3;1;0;0;48;2.4;0;0;0;6;2;1;28;11;12;1;2;5;3;23;2;28;2;3;8;5;2;16;0.8
57;Totaal mannen en vrouwen;20 tot 30 jaar;2005;369;18.8;153;7.8;143;8.0;0.0;2.0;67;20;27;2;14;23;0;69;2;15;17;50;28;1.4;0;3;8;13;0;1;3;1;1;4;3;2;2;15;4;2;3;15;2;2;130;6.6;5;12;6;11;91;4;1;0;3;12;4;14;5;17;9;24;11;0;26;5;0;0;0;6;0.3;2;1;3;0;0;0;2;2;1;1;0;0;39;2.0;0;0;0;6;2;3;21;7;5;2;3;4;5;19;1;22;2;0;6;6;3;13;0.7
58;Totaal mannen en vrouwen;20 tot 30 jaar;2006;357;18.3;166;8.5;157;7.0;0.0;2.0;68;14;40;5;26;12;1;86;2;20;13;45;18;0.9;2;0;3;10;1;1;1;1;1;3;1;1;3;8;3;4;1;7;1;2;118;6.0;7;3;13;14;76;5;0;0;5;8;11;10;3;15;4;12;17;5;22;6;0;0;0;5;0.3;0;0;4;1;0;0;0;2;1;1;1;0;31;1.6;1;0;0;4;0;0;16;10;6;0;3;2;1;17;2;18;0;4;4;3;2;19;1.0
59;Totaal mannen en vrouwen;20 tot 30 jaar;2007;360;18.4;135;6.9;125;8.0;1.0;1.0;56;11;32;3;11;21;1;73;1;9;19;33;28;1.4;2;0;13;8;3;0;2;2;0;4;2;3;2;15;8;6;4;8;1;1;141;7.2;9;12;9;21;80;10;0;0;7;4;6;12;2;14;9;21;16;5;31;14;0;0;0;7;0.4;0;2;3;0;1;1;2;1;2;1;0;1;37;1.9;0;0;0;1;2;0;21;13;14;0;0;7;2;12;2;16;3;2;6;8;2;12;0.6
60;Totaal mannen en vrouwen;20 tot 30 jaar;2008;343;17.3;143;7.2;134;7.0;0.0;2.0;71;22;21;5;16;8;0;80;0;18;16;29;30;1.5;0;1;9;16;1;2;1;0;0;2;2;1;3;22;8;6;0;15;1;0;117;5.9;2;6;6;14;82;7;0;0;7;5;1;12;3;21;11;12;17;4;16;8;0;0;0;8;0.4;4;2;2;0;0;0;2;2;1;1;2;0;30;1.5;0;0;0;7;1;0;13;9;3;2;5;1;0;16;3;21;0;2;1;2;4;15;0.8
61;Totaal mannen en vrouwen;20 tot 30 jaar;2009;348;17.4;139;6.9;130;8.0;1.0;0.0;57;15;32;2;15;17;1;77;2;14;11;35;22;1.1;0;3;11;5;1;2;0;1;1;3;4;0;2;11;6;5;1;9;1;0;116;5.8;5;7;6;21;72;5;0;0;6;4;6;7;2;18;9;11;18;5;24;6;0;0;0;10;0.5;2;2;3;2;0;1;1;1;3;2;1;2;51;2.5;1;0;0;3;0;2;25;20;10;0;1;6;5;26;3;28;2;1;10;1;9;10;0.5
62;Totaal mannen en vrouwen;20 tot 30 jaar;2010;335;16.5;148;7.3;140;7.0;0.0;1.0;75;19;26;3;16;9;0;67;1;11;5;64;22;1.1;1;2;6;11;2;0;0;0;0;4;3;2;1;12;6;2;2;10;2;0;100;4.9;7;7;5;15;60;5;0;1;7;5;2;6;3;16;8;11;8;6;19;9;0;0;0;6;0.3;1;2;0;1;2;0;1;1;0;1;2;1;42;2.1;1;1;0;5;1;3;9;22;8;0;1;7;1;18;7;26;0;0;10;5;1;17;0.8
63;Totaal mannen en vrouwen;20 tot 30 jaar;2011;379;18.5;189;9.2;173;14.0;0.0;2.0;85;18;38;4;27;17;0;98;3;19;15;54;30;1.5;0;1;17;11;1;0;0;0;4;5;4;0;8;9;13;1;3;12;1;0;97;4.7;6;9;4;19;56;2;0;1;3;4;2;7;2;14;5;19;9;6;15;6;0;5;0;12;0.6;1;4;3;2;1;1;3;2;2;0;4;1;38;1.9;0;0;1;5;0;0;15;17;6;1;0;10;2;15;4;22;0;0;10;4;2;13;0.6
64;Totaal mannen en vrouwen;30 tot 40 jaar;1996;636;24.8;324;12.6;183;87.0;2.0;52.0;139;63;34;8;41;37;2;137;14;47;38;88;44;1.7;3;2;21;16;1;0;1;0;2;3;2;1;0;36;12;6;4;10;1;11;143;5.6;6;3;2;27;98;5;1;1;8;2;4;11;4;15;10;25;11;5;33;14;0;0;1;20;0.8;2;9;5;2;2;0;3;0;5;5;4;3;69;2.7;0;2;1;4;1;0;21;40;14;3;5;9;8;29;1;42;1;1;9;7;9;36;1.4
65;Totaal mannen en vrouwen;30 tot 40 jaar;1997;645;25.0;330;12.8;182;95.0;2.0;51.0;150;63;24;14;30;48;1;152;9;41;33;95;42;1.6;3;2;16;13;2;2;4;1;0;4;4;0;2;31;8;2;5;9;0;18;151;5.8;7;13;8;30;86;7;0;0;8;10;7;14;4;20;8;15;23;5;21;16;0;0;0;27;1.0;6;8;6;3;4;0;5;1;3;5;7;6;80;3.1;2;1;1;11;2;0;28;35;14;6;2;6;3;43;6;45;2;6;10;5;12;15;0.6
66;Totaal mannen en vrouwen;30 tot 40 jaar;1998;630;24.2;324;12.5;193;76.0;0.0;55.0;163;41;45;8;15;49;3;139;9;49;30;97;42;1.6;5;2;18;11;1;0;5;0;1;5;3;0;0;33;9;5;4;7;6;11;143;5.5;10;10;6;20;93;4;0;0;4;3;7;9;5;23;9;14;20;5;28;15;1;0;0;20;0.8;3;8;4;4;0;1;3;1;4;5;6;1;74;2.8;5;1;2;9;3;1;25;28;17;8;4;12;6;22;5;39;1;9;13;8;4;27;1.0
67;Totaal mannen en vrouwen;30 tot 40 jaar;1999;630;24.1;302;11.5;182;77.0;2.0;41.0;132;62;29;6;30;42;1;146;18;45;34;59;56;2.1;2;4;29;18;0;1;2;1;5;13;6;1;2;28;12;7;2;22;2;11;140;5.3;6;10;11;26;77;8;1;1;3;11;6;15;3;18;10;21;26;5;17;5;0;0;0;20;0.8;6;2;7;5;0;0;3;0;7;4;6;0;89;3.4;2;2;1;7;4;1;33;39;14;6;5;10;12;38;4;51;1;4;11;8;14;23;0.9
68;Totaal mannen en vrouwen;30 tot 40 jaar;2000;582;22.1;282;10.7;180;71.0;1.0;30.0;123;36;43;14;25;37;4;128;3;43;27;81;42;1.6;1;0;26;14;0;0;1;0;2;4;6;1;1;28;10;4;5;10;3;10;143;5.4;11;18;4;21;75;14;0;0;6;4;4;6;6;15;11;25;19;4;36;7;0;0;0;22;0.8;3;4;5;7;3;0;7;0;1;2;11;1;77;2.9;1;1;0;13;1;1;21;39;7;8;6;10;4;37;5;44;2;2;11;3;15;16;0.6
69;Totaal mannen en vrouwen;30 tot 40 jaar;2001;648;24.5;322;12.2;201;86.0;1.0;34.0;137;50;42;12;33;47;1;154;5;39;30;94;51;1.9;2;1;20;19;3;3;3;2;3;9;5;4;3;25;19;8;3;17;2;2;157;5.9;5;17;5;36;79;12;1;2;3;6;5;7;6;16;8;27;19;6;36;18;0;0;0;17;0.6;4;3;4;1;4;1;1;1;5;3;7;0;79;3.0;3;1;0;12;1;0;34;28;17;4;5;7;9;34;3;48;3;7;11;2;8;22;0.8
70;Totaal mannen en vrouwen;30 tot 40 jaar;2002;634;24.1;323;12.3;204;75.0;1.0;43.0;151;42;33;13;41;43;0;162;12;41;37;71;58;2.2;5;2;26;20;2;1;2;2;3;9;10;0;4;30;15;9;5;19;8;2;135;5.1;7;12;9;33;68;5;0;1;10;3;6;8;2;16;1;22;27;2;28;9;0;1;0;15;0.6;3;4;4;1;1;2;1;3;1;4;5;1;79;3.0;1;1;0;15;2;1;29;30;13;0;8;7;9;38;4;56;4;2;10;3;4;24;0.9
71;Totaal mannen en vrouwen;30 tot 40 jaar;2003;594;22.9;263;10.1;153;67.0;0.0;43.0;136;34;31;7;24;29;2;126;5;31;24;77;49;1.9;2;0;26;17;1;0;3;2;2;15;9;0;6;15;17;7;3;14;5;3;151;5.8;7;12;13;28;77;12;0;2;9;10;9;6;3;18;8;23;22;3;25;14;0;1;0;21;0.8;1;6;7;2;4;1;2;5;8;3;3;0;85;3.3;0;1;1;15;1;4;36;27;18;3;9;9;5;36;5;47;4;8;14;5;7;25;1.0
72;Totaal mannen en vrouwen;30 tot 40 jaar;2004;534;21.0;269;10.6;175;55.0;3.0;36.0;117;42;32;14;24;38;2;131;7;35;21;75;47;1.9;6;0;19;21;0;0;1;3;2;10;10;0;11;11;17;5;7;17;0;1;96;3.8;6;8;1;21;55;5;0;0;6;4;4;6;5;15;2;12;14;0;16;11;0;1;0;15;0.6;1;3;6;1;3;1;5;2;3;3;2;0;77;3.0;1;1;1;12;0;4;41;17;14;0;5;4;5;45;4;55;4;4;7;3;4;30;1.2
73;Totaal mannen en vrouwen;30 tot 40 jaar;2005;550;22.3;279;11.3;174;60.0;2.0;43.0;124;51;39;15;22;28;0;130;7;45;25;72;42;1.7;3;0;19;10;3;3;4;2;3;3;6;1;0;27;18;6;4;13;1;0;109;4.4;6;9;5;29;55;5;0;0;4;3;2;11;2;11;4;16;16;3;26;10;0;1;0;17;0.7;0;4;8;1;4;0;4;4;1;3;5;0;84;3.4;2;0;0;12;1;5;52;12;20;1;3;7;11;39;3;49;9;8;11;6;1;19;0.8
74;Totaal mannen en vrouwen;30 tot 40 jaar;2006;461;19.2;240;10.0;163;52.0;3.0;22.0;120;29;35;11;21;23;1;108;4;50;19;59;32;1.3;1;2;13;12;3;0;1;0;3;2;4;1;1;21;10;11;5;3;3;0;85;3.5;3;7;7;14;51;3;0;0;1;2;3;5;4;17;8;16;11;1;10;7;0;0;0;15;0.6;3;2;4;3;3;0;1;6;3;0;5;0;70;2.9;1;2;1;4;0;4;42;16;18;3;3;3;10;32;1;48;5;6;4;3;4;19;0.8
75;Totaal mannen en vrouwen;30 tot 40 jaar;2007;421;18.1;221;9.5;149;45.0;0.0;27.0;87;46;34;5;21;27;1;103;4;39;22;53;28;1.2;3;0;12;10;2;1;0;1;6;3;2;1;3;12;12;6;4;3;3;0;86;3.7;9;4;3;14;46;10;0;0;6;3;2;8;1;9;7;14;8;3;19;5;0;1;0;9;0.4;2;0;3;2;1;1;1;1;2;1;3;1;62;2.7;0;1;3;8;0;5;31;14;10;3;2;3;7;33;4;40;5;5;5;4;3;15;0.6
76;Totaal mannen en vrouwen;30 tot 40 jaar;2008;445;19.6;222;9.8;162;38.0;0.0;22.0;97;38;37;10;17;23;0;117;4;41;23;37;34;1.5;3;0;11;16;1;1;2;1;2;5;2;1;4;19;13;3;2;14;1;1;84;3.7;3;7;4;13;51;5;1;0;6;6;3;7;0;7;4;12;18;2;9;9;0;1;0;18;0.8;3;4;7;0;1;3;5;1;6;1;2;3;71;3.1;2;2;0;6;2;2;39;18;16;0;2;7;4;40;2;47;5;2;7;6;4;16;0.7
77;Totaal mannen en vrouwen;30 tot 40 jaar;2009;396;17.9;204;9.2;140;43.0;1.0;20.0;89;34;30;6;20;24;1;107;4;24;20;49;33;1.5;4;0;14;14;1;0;0;0;2;7;5;0;6;13;13;5;3;8;3;1;76;3.4;6;7;2;20;36;5;0;0;2;2;7;10;2;12;3;11;9;1;13;3;0;1;0;10;0.5;2;1;0;2;0;5;0;2;2;0;3;3;63;2.8;0;0;0;8;0;1;38;16;6;0;2;4;7;43;1;42;9;1;4;3;4;10;0.5
78;Totaal mannen en vrouwen;30 tot 40 jaar;2010;369;17.1;198;9.2;132;46.0;0.0;20.0;88;34;24;5;17;27;3;86;5;28;13;66;30;1.4;3;2;8;15;1;0;1;0;6;5;1;0;1;17;18;1;2;6;1;2;60;2.8;6;5;4;10;34;1;0;0;3;5;2;5;0;6;3;6;7;2;15;4;0;2;0;7;0.3;2;1;3;0;1;0;1;0;3;1;0;2;52;2.4;0;0;3;5;0;5;15;24;10;3;0;5;6;24;4;25;4;3;10;8;2;22;1.0
79;Totaal mannen en vrouwen;30 tot 40 jaar;2011;379;18.0;218;10.4;164;31.0;0.0;23.0;96;38;32;9;25;18;0;110;3;22;19;64;20;1.0;1;0;8;7;2;1;1;0;2;2;1;0;1;14;8;2;4;3;3;0;57;2.7;6;2;3;8;31;7;0;0;3;4;2;3;3;6;3;4;6;0;13;6;0;4;0;13;0.6;2;4;6;1;0;0;3;1;4;3;2;0;57;2.7;0;0;2;8;1;1;19;26;11;4;1;5;5;28;3;28;3;2;9;8;7;14;0.7
80;Totaal mannen en vrouwen;40 tot 50 jaar;1996;616;26.3;333;14.2;85;161.0;4.0;83.0;148;47;32;30;26;45;5;143;12;37;42;99;34;1.5;3;1;14;9;2;1;4;2;3;5;1;1;2;20;15;4;2;3;2;8;124;5.3;10;13;3;13;77;5;1;2;3;6;4;5;3;19;11;17;17;5;26;6;0;0;2;16;0.7;5;2;6;2;1;0;2;1;4;2;6;1;80;3.4;0;6;2;5;3;0;22;42;37;4;8;9;6;14;2;45;4;8;9;4;10;29;1.2
81;Totaal mannen en vrouwen;40 tot 50 jaar;1997;594;25.6;305;13.1;72;120.0;4.0;109.0;136;51;30;17;23;48;0;147;6;38;30;84;27;1.2;2;1;12;8;2;1;1;0;0;2;2;1;3;19;9;0;0;8;1;9;128;5.5;9;21;5;13;68;9;2;1;8;6;1;10;1;17;4;12;24;6;25;12;0;2;0;14;0.6;2;4;5;3;0;0;3;0;4;2;3;2;94;4.0;0;1;2;7;1;0;24;59;37;1;9;11;11;20;5;53;3;5;11;9;13;26;1.1
82;Totaal mannen en vrouwen;40 tot 50 jaar;1998;572;24.6;291;12.5;90;103.0;7.0;91.0;119;58;33;21;18;41;1;136;11;41;35;68;32;1.4;4;1;12;9;6;0;0;1;1;3;1;2;1;23;9;2;1;9;2;9;110;4.7;10;10;2;20;62;6;0;0;3;0;7;5;2;16;6;13;18;2;25;12;1;0;0;18;0.8;2;5;5;2;4;0;4;0;2;6;4;2;96;4.1;2;4;3;10;1;2;22;52;50;0;8;11;8;18;1;60;1;5;11;6;13;25;1.1
83;Totaal mannen en vrouwen;40 tot 50 jaar;1999;581;24.9;326;13.9;104;114.0;5.0;103.0;133;74;35;13;26;45;0;175;11;32;30;78;37;1.6;3;6;14;12;1;1;0;0;1;10;2;3;4;17;15;5;2;8;3;4;105;4.5;7;15;4;8;66;3;0;2;3;6;7;7;4;20;6;10;10;2;20;8;1;1;0;10;0.4;1;2;4;2;0;1;4;0;0;4;2;0;89;3.8;1;2;2;10;1;4;32;37;40;2;11;7;5;19;5;53;5;9;8;5;9;14;0.6
84;Totaal mannen en vrouwen;40 tot 50 jaar;2000;653;27.6;367;15.5;119;141.0;2.0;105.0;160;82;39;19;36;28;3;180;13;31;36;107;37;1.6;3;1;17;10;3;0;3;1;1;5;3;0;0;27;9;8;4;6;1;9;115;4.9;10;15;8;22;49;5;3;3;5;5;3;9;4;22;5;18;12;0;24;8;0;0;0;25;1.1;5;6;5;5;4;0;3;0;3;2;11;6;97;4.1;0;4;0;9;1;3;33;47;38;4;8;13;3;28;3;58;2;6;16;4;11;12;0.5
85;Totaal mannen en vrouwen;40 tot 50 jaar;2001;647;27.0;332;13.9;109;135.0;5.0;83.0;152;58;45;12;23;42;0;152;17;39;28;96;45;1.9;1;3;16;16;4;3;2;0;3;10;6;4;2;20;22;7;0;12;1;3;105;4.4;10;19;5;11;52;7;0;1;7;6;5;9;3;14;5;14;13;7;15;7;0;0;0;12;0.5;3;3;5;1;0;0;2;0;4;0;6;0;130;5.4;0;4;5;6;2;6;51;56;52;4;4;14;10;38;8;74;8;5;19;6;18;23;1.0
86;Totaal mannen en vrouwen;40 tot 50 jaar;2002;644;26.5;353;14.5;128;123.0;4.0;98.0;162;65;36;18;25;47;0;164;15;41;54;79;24;1.0;1;0;6;12;2;1;2;1;1;6;0;0;4;12;5;11;0;6;1;1;115;4.7;8;16;5;22;57;7;0;0;2;8;6;8;5;10;6;13;21;3;23;9;0;1;0;14;0.6;3;2;6;1;2;0;3;1;5;0;4;1;107;4.4;1;5;2;9;3;3;41;43;36;2;9;17;9;29;5;61;9;3;19;5;10;31;1.3
87;Totaal mannen en vrouwen;40 tot 50 jaar;2003;650;26.4;351;14.3;128;118.0;4.0;101.0;161;60;37;15;36;42;0;165;12;43;31;100;28;1.1;3;2;7;11;1;1;3;4;0;13;4;0;1;6;7;8;3;8;2;0;110;4.5;6;12;4;19;54;13;1;1;11;7;2;7;4;15;4;15;16;1;16;12;0;0;0;22;0.9;3;9;4;2;4;0;4;4;3;4;6;1;102;4.1;1;2;2;14;3;2;46;32;45;3;4;6;5;33;6;63;8;7;9;4;11;37;1.5
