ID;WijkenEnBuurten1997;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;Inwoners_10;Mannen_11;Vouwen_12;Personen014Jaar_13;Personen1524Jaar_14;Personen2544Jaar_15;Personen4564Jaar_16;Personen65JaarEnOuder_17;NietInGezinsverbandLevendePersonen_18;Gezinnen_19;GezinnenMetKinderen_20;GezinsgrootteGemiddelde_21;Allochtonen_22;GemiddeldInkomenPerInwoner_23;GemiddeldInkomenPerInkomensontvanger_24;HogeInkomens_25;LageInkomens_26;NietActieven_27;GemiddeldeWOZWaardeVanWoningen_28;Vestigingen_29;IndustrieEnNijverheid_30;TotaalCommercieleDienstverlening_31;Groothandel_32;Detailhandel_33;Horeca_34;ZakelijkeDienstverlening_35;OverigeCommercieleDienstverlening_36;OverigeNietCommDienstverlening_37
9145;62001;W   ;5.0;Vianen                             ;620;01 ;   ;140.0;;;1420;730;690;20.0;13.0;30.0;29.0;8.0;11.0;380;69.0;3.3;;9938.0;16132.0;29.0;36.0;12.0;104.0;5;25.0;70.0;25.0;8.0;3.0;11.0;22.0;5.0
9146;6200100;B   ;5.0;Vianen                             ;620;01 ;00 ;121.0;4124.0;1.0;950;490;470;22.0;13.0;32.0;26.0;7.0;13.0;250;72.0;3.3;;9030.0;15497.0;32.0;34.0;15.0;98.0;3;;;;;;;;
9147;6200101;B   ;5.0;Vianen                             ;620;01 ;01 ;404.0;4131.0;1.0;10;10;10;;;;;;;10;;;;;;;;;;3;;;;;;;;
9148;6200107;B   ;5.0;Vianen                             ;620;01 ;07 ;73.0;4124.0;1.0;310;170;150;16.0;13.0;23.0;37.0;11.0;8.0;90;66.0;3.2;;11571.0;15996.0;20.0;38.0;;122.0;3;;;;;;;;
9149;6200108;B   ;5.0;Vianen                             ;620;01 ;08 ;157.0;4124.0;3.0;120;80;50;17.0;;30.0;33.0;;13.0;40;;;;;;;;;;1;;;;;;;;
9150;6200109;B   ;5.0;Vianen                             ;620;01 ;09 ;111.0;4124.0;2.0;20;10;10;;;;;;;10;;;;;;;;;;1;;;;;;;;
9151;62002;W   ;5.0;Vianen                             ;620;02 ;   ;87.0;;;2050;1040;990;20.0;13.0;32.0;25.0;10.0;10.0;580;66.0;3.2;1.0;9144.0;14589.0;21.0;38.0;11.0;89.0;4;29.0;57.0;17.0;9.0;3.0;8.0;21.0;14.0
9152;6200200;B   ;5.0;Vianen                             ;620;02 ;00 ;106.0;4121.0;1.0;880;450;420;23.0;12.0;34.0;22.0;9.0;13.0;230;71.0;3.2;2.0;9461.0;15202.0;24.0;37.0;14.0;86.0;3;;;;;;;;
9153;6200201;B   ;5.0;Vianen                             ;620;02 ;01 ;85.0;4122.0;1.0;780;400;380;19.0;15.0;33.0;24.0;9.0;8.0;230;65.0;3.2;;8826.0;14521.0;22.0;34.0;;88.0;3;;;;;;;;
9154;6200202;B   ;5.0;Vianen                             ;620;02 ;02 ;47.0;4121.0;1.0;160;90;80;23.0;9.0;29.0;32.0;7.0;9.0;40;;;;8781.0;13727.0;;38.0;;;1;;;;;;;;
9155;6200209;B   ;5.0;Vianen                             ;620;02 ;09 ;45.0;4121.0;1.0;220;110;110;10.0;14.0;23.0;34.0;18.0;8.0;80;56.0;2.8;;9416.0;13409.0;;53.0;;;2;;;;;;;;
9156;622;G   ;1.0;Vlaardingen                        ;622;   ;   ;2715.0;;;74350;36270;38090;16.0;12.0;31.0;24.0;17.0;24.0;19750;57.0;2.9;7.0;9711.0;14408.0;21.0;41.0;20.0;62.0;9;17.0;67.0;10.0;23.0;6.0;11.0;17.0;16.0
9157;62201;W   ;1.0;Vlaardingen                        ;622;01 ;   ;3352.0;;;15340;7570;7760;15.0;13.0;34.0;22.0;16.0;26.0;3900;59.0;2.9;7.0;9371.0;13455.0;16.0;43.0;22.0;52.0;7;11.0;76.0;7.0;39.0;11.0;9.0;10.0;13.0
9158;6220100;B   ;1.0;Vlaardingen                        ;622;01 ;00 ;3352.0;3131.0;1.0;15330;7580;7760;15.0;13.0;34.0;22.0;16.0;26.0;3910;59.0;2.9;7.0;9371.0;13455.0;16.0;43.0;22.0;52.0;7;11.0;76.0;7.0;39.0;11.0;9.0;10.0;13.0
9159;62202;W   ;2.0;Vlaardingen                        ;622;02 ;   ;1992.0;;;12290;5930;6360;16.0;12.0;31.0;23.0;17.0;25.0;3280;55.0;2.8;12.0;8917.0;13409.0;17.0;44.0;23.0;49.0;5;14.0;66.0;6.0;29.0;7.0;11.0;12.0;20.0
9160;6220200;B   ;2.0;Vlaardingen                        ;622;02 ;00 ;1992.0;3132.0;1.0;12290;5930;6360;16.0;12.0;31.0;23.0;17.0;25.0;3270;55.0;2.8;12.0;8917.0;13409.0;17.0;44.0;23.0;49.0;5;14.0;66.0;6.0;29.0;7.0;11.0;12.0;20.0
9161;62203;W   ;2.0;Vlaardingen                        ;622;03 ;   ;1895.0;;;1050;460;590;2.0;5.0;15.0;28.0;50.0;41.0;290;19.0;2.2;2.0;11004.0;12638.0;15.0;56.0;39.0;57.0;6;32.0;64.0;21.0;4.0;2.0;9.0;27.0;3.0
9162;6220300;B   ;2.0;Vlaardingen                        ;622;03 ;00 ;1895.0;3133.0;1.0;1050;470;600;2.0;5.0;15.0;28.0;50.0;41.0;280;19.0;2.2;2.0;11004.0;12638.0;15.0;56.0;39.0;57.0;6;32.0;64.0;21.0;4.0;2.0;9.0;27.0;3.0
9163;62204;W   ;1.0;Vlaardingen                        ;622;04 ;   ;3123.0;;;6580;3360;3230;19.0;12.0;39.0;22.0;8.0;26.0;1620;64.0;3.0;7.0;10029.0;15678.0;25.0;33.0;16.0;67.0;6;22.0;61.0;12.0;10.0;5.0;15.0;20.0;17.0
9164;6220400;B   ;1.0;Vlaardingen                        ;622;04 ;00 ;3123.0;3134.0;1.0;6580;3350;3230;19.0;12.0;39.0;22.0;8.0;26.0;1620;64.0;3.0;7.0;10029.0;15678.0;25.0;33.0;16.0;67.0;6;22.0;61.0;12.0;10.0;5.0;15.0;20.0;17.0
9165;62205;W   ;1.0;Vlaardingen                        ;622;05 ;   ;2596.0;;;12860;6350;6520;18.0;12.0;33.0;23.0;15.0;23.0;3410;59.0;2.9;11.0;9030.0;13908.0;19.0;43.0;23.0;61.0;6;11.0;67.0;5.0;28.0;7.0;11.0;16.0;22.0
9166;6220500;B   ;1.0;Vlaardingen                        ;622;05 ;00 ;2596.0;3135.0;1.0;12870;6340;6520;18.0;12.0;33.0;23.0;15.0;23.0;3410;59.0;2.9;11.0;9030.0;13908.0;19.0;43.0;23.0;61.0;6;11.0;67.0;5.0;28.0;7.0;11.0;16.0;22.0
9167;62206;W   ;1.0;Vlaardingen                        ;622;06 ;   ;3042.0;;;11100;5140;5950;12.0;9.0;23.0;27.0;29.0;27.0;3070;45.0;2.7;5.0;10482.0;14385.0;22.0;42.0;26.0;63.0;6;10.0;64.0;5.0;30.0;4.0;11.0;15.0;26.0
9168;6220600;B   ;1.0;Vlaardingen                        ;622;06 ;00 ;3042.0;3136.0;1.0;11100;5140;5960;12.0;9.0;23.0;27.0;29.0;27.0;3070;45.0;2.7;5.0;10482.0;14385.0;22.0;42.0;26.0;63.0;6;10.0;64.0;5.0;30.0;4.0;11.0;15.0;26.0
9169;62207;W   ;2.0;Vlaardingen                        ;622;07 ;   ;2398.0;;;15110;7460;7660;18.0;13.0;30.0;28.0;12.0;16.0;4180;63.0;3.0;2.0;10460.0;16291.0;32.0;34.0;13.0;84.0;6;16.0;62.0;11.0;11.0;3.0;18.0;18.0;23.0
9170;6220700;B   ;2.0;Vlaardingen                        ;622;07 ;00 ;2398.0;3137.0;1.0;15120;7450;7660;18.0;13.0;30.0;28.0;12.0;16.0;4180;63.0;3.0;2.0;10460.0;16291.0;32.0;34.0;13.0;84.0;6;16.0;62.0;11.0;11.0;3.0;18.0;18.0;23.0
9171;62208;W   ;4.0;Vlaardingen                        ;622;08 ;   ;981.0;;;0;0;10;;;;;;;10;;;;;;;;;;1;;;;;;;;
9172;6220800;B   ;4.0;Vlaardingen                        ;622;08 ;00 ;981.0;3138.0;1.0;10;0;0;;;;;;;0;;;;;;;;;;1;;;;;;;;
9173;623;G   ;5.0;Vlist                              ;623;   ;   ;349.0;;;9790;4980;4810;20.0;13.0;29.0;24.0;13.0;14.0;2620;64.0;3.2;0.0;9257.0;15224.0;25.0;37.0;13.0;100.0;6;24.0;61.0;10.0;16.0;6.0;9.0;20.0;16.0
9174;62300;W   ;5.0;Vlist                              ;623;00 ;   ;420.0;;;3790;1930;1860;16.0;14.0;28.0;27.0;15.0;14.0;1060;63.0;3.1;;9802.0;15497.0;24.0;36.0;13.0;98.0;5;20.0;63.0;12.0;18.0;7.0;10.0;16.0;18.0
9175;6230000;B   ;5.0;Vlist                              ;623;00 ;00 ;447.0;2851.0;1.0;640;330;310;16.0;13.0;34.0;27.0;10.0;19.0;170;64.0;3.1;;11299.0;18333.0;32.0;25.0;;99.0;4;21.0;64.0;6.0;22.0;12.0;9.0;16.0;15.0
9176;6230001;B   ;5.0;Vlist                              ;623;00 ;01 ;158.0;2851.0;1.0;260;150;110;14.0;15.0;26.0;26.0;19.0;18.0;70;63.0;3.3;;9098.0;14997.0;20.0;29.0;;;1;;;;;;;;
9177;6230002;B   ;5.0;Vlist                              ;623;00 ;02 ;368.0;2851.0;1.0;190;90;100;29.0;12.0;38.0;14.0;7.0;10.0;50;69.0;3.3;;9779.0;17856.0;;40.0;;;1;;;;;;;;
9178;6230003;B   ;5.0;Vlist                              ;623;00 ;03 ;54.0;2851.0;1.0;110;60;40;16.0;17.0;28.0;28.0;11.0;;30;;;;8304.0;14135.0;;42.0;;;1;;;;;;;;
9179;6230004;B   ;5.0;Vlist                              ;623;00 ;04 ;84.0;2851.0;1.0;30;20;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
9180;6230005;B   ;5.0;Vlist                              ;623;00 ;05 ;464.0;2851.0;1.0;350;170;170;14.0;14.0;17.0;35.0;20.0;7.0;120;49.0;2.9;;12343.0;18015.0;28.0;32.0;;145.0;1;;;;;;;;
9181;6230006;B   ;5.0;Vlist                              ;623;00 ;06 ;451.0;2851.0;1.0;700;330;360;16.0;8.0;33.0;20.0;22.0;19.0;200;57.0;2.9;;9076.0;13545.0;19.0;40.0;19.0;82.0;2;;;;;;;;
9182;6230007;B   ;5.0;Vlist                              ;623;00 ;07 ;474.0;2851.0;1.0;1180;590;600;14.0;16.0;23.0;34.0;13.0;11.0;350;66.0;3.0;;9507.0;14839.0;27.0;37.0;16.0;81.0;3;;;;;;;;
9183;6230008;B   ;5.0;Vlist                              ;623;00 ;08 ;410.0;2851.0;1.0;250;130;110;22.0;19.0;21.0;23.0;14.0;10.0;60;73.0;3.7;;7306.0;12729.0;;51.0;;;1;;;;;;;;
9184;6230009;B   ;5.0;Vlist                              ;623;00 ;09 ;35.0;2851.0;1.0;80;40;30;28.0;;33.0;15.0;;;20;;;;;;;;;;1;;;;;;;;
9185;62301;W   ;5.0;Vlist                              ;623;01 ;   ;394.0;;;580;290;280;33.0;10.0;42.0;12.0;2.0;7.0;150;83.0;3.6;;8327.0;16359.0;30.0;26.0;;88.0;2;;;;;;;;
9186;6230100;B   ;5.0;Vlist                              ;623;01 ;00 ;394.0;2851.0;1.0;580;290;290;33.0;10.0;42.0;12.0;2.0;7.0;150;83.0;3.6;;8327.0;16359.0;30.0;26.0;;88.0;2;;;;;;;;
9187;62302;W   ;5.0;Vlist                              ;623;02 ;   ;319.0;;;4740;2380;2340;21.0;13.0;29.0;24.0;13.0;15.0;1230;61.0;3.3;0.0;9098.0;14952.0;26.0;39.0;15.0;99.0;5;28.0;59.0;10.0;16.0;5.0;8.0;22.0;13.0
9188;6230200;B   ;5.0;Vlist                              ;623;02 ;00 ;401.0;2821.0;1.0;2950;1480;1470;18.0;12.0;28.0;25.0;17.0;19.0;790;57.0;3.1;1.0;9666.0;14544.0;24.0;41.0;19.0;84.0;5;25.0;60.0;6.0;20.0;6.0;5.0;23.0;15.0
9189;6230201;B   ;5.0;Vlist                              ;623;02 ;01 ;274.0;2821.0;1.0;600;310;300;30.0;12.0;37.0;17.0;5.0;8.0;150;72.0;3.6;;8690.0;19127.0;42.0;29.0;;104.0;1;;;;;;;;
9190;6230202;B   ;5.0;Vlist                              ;623;02 ;02 ;273.0;2821.0;1.0;220;100;110;15.0;19.0;24.0;32.0;10.0;11.0;60;68.0;3.4;;8463.0;14113.0;27.0;48.0;;132.0;3;;;;;;;;
9191;6230203;B   ;5.0;Vlist                              ;623;02 ;03 ;25.0;2821.0;1.0;300;150;150;29.0;13.0;29.0;18.0;12.0;7.0;70;64.0;3.8;;6171.0;12729.0;23.0;44.0;;159.0;1;;;;;;;;
9192;6230204;B   ;5.0;Vlist                              ;623;02 ;04 ;64.0;2821.0;1.0;40;20;10;;;;;;;10;;;;;;;;;;1;;;;;;;;
9193;6230205;B   ;5.0;Vlist                              ;623;02 ;05 ;23.0;2821.0;1.0;340;170;160;20.0;15.0;29.0;26.0;9.0;10.0;100;62.0;3.4;;9960.0;16200.0;25.0;27.0;;156.0;2;;;;;;;;
9194;6230206;B   ;5.0;Vlist                              ;623;02 ;06 ;52.0;2821.0;1.0;110;50;50;26.0;;24.0;25.0;;;20;;;;;;;;;;1;;;;;;;;
9195;6230207;B   ;5.0;Vlist                              ;623;02 ;07 ;44.0;2821.0;1.0;150;70;70;33.0;11.0;24.0;22.0;9.0;11.0;30;;;;5831.0;12366.0;;;;;1;;;;;;;;
9196;6230208;B   ;5.0;Vlist                              ;623;02 ;08 ;130.0;2821.0;1.0;40;20;20;;;;;;;0;;;;;;;;;;1;;;;;;;;
9197;62303;W   ;5.0;Vlist                              ;623;03 ;   ;54.0;;;690;360;320;23.0;16.0;28.0;25.0;9.0;10.0;170;69.0;3.5;;7896.0;14725.0;23.0;37.0;;128.0;3;;;;;;;;
9198;6230300;B   ;5.0;Vlist                              ;623;03 ;00 ;45.0;2855.0;1.0;570;300;270;22.0;17.0;28.0;25.0;8.0;10.0;150;69.0;3.5;;8077.0;14952.0;23.0;36.0;;126.0;3;;;;;;;;
9199;6230301;B   ;5.0;Vlist                              ;623;03 ;01 ;99.0;2855.0;1.0;120;60;50;28.0;;25.0;21.0;;14.0;30;;;;;;;;;;1;;;;;;;;
9200;624;G   ;1.0;Voorburg                           ;624;   ;   ;2999.0;;;39360;18480;20880;15.0;9.0;30.0;26.0;20.0;29.0;9930;55.0;2.8;4.0;11708.0;16313.0;27.0;32.0;18.0;87.0;8;14.0;62.0;7.0;17.0;4.0;17.0;16.0;24.0
9201;62400;W   ;1.0;Voorburg                           ;624;00 ;   ;2999.0;;;39360;18470;20880;15.0;9.0;30.0;26.0;20.0;29.0;9930;55.0;2.8;4.0;11708.0;16313.0;27.0;32.0;18.0;87.0;8;14.0;62.0;7.0;17.0;4.0;17.0;16.0;24.0
9202;6240001;B   ;2.0;Voorburg                           ;624;00 ;01 ;1994.0;2275.0;1.0;4270;2040;2230;18.0;10.0;29.0;25.0;17.0;25.0;1050;63.0;3.1;2.0;11662.0;17924.0;34.0;29.0;18.0;120.0;5;15.0;59.0;5.0;12.0;5.0;21.0;16.0;26.0
9203;6240002;B   ;2.0;Voorburg                           ;624;00 ;02 ;2006.0;2271.0;1.0;4910;2390;2510;22.0;10.0;25.0;28.0;15.0;17.0;1330;61.0;3.1;1.0;12479.0;19694.0;41.0;29.0;13.0;146.0;5;12.0;54.0;5.0;8.0;2.0;20.0;20.0;33.0
9204;6240003;B   ;2.0;Voorburg                           ;624;00 ;03 ;1950.0;2272.0;1.0;2030;1010;1030;15.0;11.0;23.0;36.0;15.0;19.0;560;54.0;2.9;1.0;12660.0;18287.0;39.0;29.0;19.0;133.0;4;14.0;63.0;5.0;8.0;2.0;27.0;22.0;23.0
9205;6240004;B   ;1.0;Voorburg                           ;624;00 ;04 ;3539.0;2274.0;1.0;9100;4440;4660;16.0;10.0;38.0;22.0;14.0;31.0;2220;61.0;2.8;6.0;10981.0;15247.0;21.0;31.0;15.0;65.0;6;22.0;58.0;7.0;18.0;2.0;18.0;14.0;20.0
9206;6240005;B   ;1.0;Voorburg                           ;624;00 ;05 ;3866.0;2273.0;4.0;7210;3280;3940;10.0;8.0;35.0;24.0;22.0;41.0;1660;47.0;2.6;6.0;11413.0;14725.0;18.0;33.0;22.0;59.0;5;7.0;69.0;7.0;28.0;6.0;12.0;15.0;24.0
9207;6240006;B   ;1.0;Voorburg                           ;624;00 ;06 ;3247.0;2273.0;1.0;4380;1980;2410;12.0;10.0;27.0;27.0;24.0;31.0;1140;52.0;2.7;5.0;10618.0;14317.0;19.0;38.0;23.0;62.0;4;11.0;39.0;5.0;6.0;1.0;14.0;13.0;50.0
9208;6240007;B   ;1.0;Voorburg                           ;624;00 ;07 ;2673.0;2272.0;1.0;4750;2080;2670;11.0;8.0;19.0;30.0;32.0;28.0;1260;46.0;2.7;1.0;12865.0;17334.0;37.0;30.0;19.0;100.0;5;18.0;63.0;11.0;8.0;1.0;20.0;23.0;20.0
9209;6240008;B   ;2.0;Voorburg                           ;624;00 ;08 ;2055.0;2271.0;2.0;2690;1250;1440;13.0;7.0;28.0;26.0;25.0;28.0;720;47.0;2.7;1.0;12683.0;16835.0;33.0;35.0;18.0;107.0;6;10.0;72.0;7.0;28.0;8.0;15.0;14.0;17.0
9210;625;G   ;4.0;Voorhout                           ;625;   ;   ;963.0;;;11880;6000;5890;24.0;11.0;36.0;20.0;9.0;15.0;3090;68.0;3.3;1.0;9870.0;16722.0;31.0;30.0;96.0;117.0;0;17.0;64.0;18.0;16.0;4.0;10.0;17.0;19.0
9211;62500;W   ;4.0;Voorhout                           ;625;00 ;   ;963.0;;;11880;5990;5880;24.0;11.0;36.0;20.0;9.0;15.0;3090;68.0;3.3;1.0;9870.0;16722.0;31.0;30.0;96.0;115.0;0;17.0;64.0;18.0;16.0;4.0;10.0;17.0;19.0
9212;6250000;B   ;4.0;Voorhout                           ;625;00 ;00 ;954.0;2215.0;1.0;5190;2600;2600;17.0;13.0;25.0;28.0;17.0;17.0;1380;60.0;3.1;1.0;10051.0;16087.0;28.0;34.0;14.0;104.0;5;17.0;60.0;10.0;23.0;4.0;8.0;14.0;23.0
9213;6250001;B   ;4.0;Voorhout                           ;625;00 ;01 ;751.0;2215.0;1.0;1150;600;560;23.0;12.0;46.0;16.0;3.0;19.0;280;69.0;3.3;;10142.0;16631.0;27.0;22.0;84.0;118.0;0;21.0;69.0;33.0;8.0;4.0;4.0;19.0;10.0
9214;6250002;B   ;5.0;Voorhout                           ;625;00 ;02 ;92.0;2215.0;1.0;40;10;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
9215;6250007;B   ;3.0;Voorhout                           ;625;00 ;07 ;1124.0;2215.0;1.0;4980;2510;2480;32.0;7.0;47.0;12.0;2.0;11.0;1290;77.0;3.4;1.0;9734.0;17720.0;36.0;25.0;54.0;128.0;0;11.0;66.0;16.0;13.0;2.0;16.0;19.0;24.0
9216;6250009;B   ;5.0;Voorhout                           ;625;00 ;09 ;364.0;2215.0;1.0;530;280;250;18.0;16.0;30.0;26.0;10.0;17.0;130;66.0;3.3;;8803.0;14907.0;23.0;38.0;;115.0;3;;;;;;;;
9217;626;G   ;2.0;Voorschoten                        ;626;   ;   ;1573.0;;;22910;11190;11720;18.0;11.0;29.0;26.0;16.0;19.0;6100;59.0;3.0;2.0;11095.0;17357.0;32.0;31.0;14.0;124.0;7;14.0;65.0;8.0;20.0;5.0;17.0;15.0;21.0
9218;62600;W   ;2.0;Voorschoten                        ;626;00 ;   ;1563.0;;;22910;11180;11720;18.0;11.0;29.0;26.0;16.0;19.0;6100;59.0;3.0;2.0;11095.0;17357.0;32.0;31.0;14.0;124.0;7;14.0;64.0;8.0;19.0;5.0;17.0;15.0;21.0
9219;6260001;B   ;2.0;Voorschoten                        ;626;00 ;01 ;2139.0;2253.0;1.0;6270;3100;3170;20.0;12.0;29.0;27.0;12.0;17.0;1670;65.0;3.1;2.0;10687.0;17402.0;34.0;29.0;14.0;119.0;5;15.0;59.0;9.0;10.0;2.0;21.0;18.0;25.0
9220;6260002;B   ;3.0;Voorschoten                        ;626;00 ;02 ;1149.0;2253.0;1.0;2620;1230;1390;15.0;9.0;25.0;25.0;26.0;27.0;660;51.0;2.9;0.0;13591.0;19785.0;41.0;24.0;15.0;126.0;4;8.0;57.0;7.0;9.0;2.0;26.0;12.0;35.0
9221;6260004;B   ;3.0;Voorschoten                        ;626;00 ;04 ;1110.0;2252.0;1.0;1990;940;1050;16.0;10.0;22.0;31.0;21.0;14.0;600;49.0;2.9;1.0;13523.0;20760.0;43.0;28.0;17.0;165.0;4;7.0;66.0;16.0;9.0;5.0;27.0;9.0;27.0
9222;6260006;B   ;2.0;Voorschoten                        ;626;00 ;06 ;1573.0;2251.0;1.0;1990;980;1000;20.0;14.0;25.0;30.0;10.0;14.0;540;64.0;3.2;1.0;10097.0;17607.0;37.0;32.0;93.0;138.0;0;;;;;;;;
9223;6260007;B   ;2.0;Voorschoten                        ;626;00 ;07 ;1516.0;2251.0;1.0;3900;1940;1960;15.0;11.0;32.0;24.0;18.0;26.0;1030;53.0;2.8;6.0;9302.0;13568.0;16.0;39.0;21.0;87.0;4;21.0;59.0;6.0;18.0;5.0;15.0;14.0;20.0
9224;6260008;B   ;3.0;Voorschoten                        ;626;00 ;08 ;1402.0;2251.0;1.0;1770;840;930;27.0;9.0;37.0;18.0;9.0;17.0;440;72.0;3.3;2.0;11186.0;18718.0;34.0;31.0;12.0;169.0;3;;;;;;;;
9225;6260009;B   ;4.0;Voorschoten                        ;626;00 ;09 ;749.0;2254.0;2.0;290;160;130;17.0;12.0;30.0;30.0;10.0;19.0;80;62.0;3.2;;10255.0;17992.0;28.0;23.0;;112.0;3;;;;;;;;
9226;6260010;B   ;3.0;Voorschoten                        ;626;00 ;10 ;1205.0;2251.0;1.0;590;290;310;17.0;10.0;24.0;29.0;21.0;16.0;170;50.0;2.9;;13976.0;21872.0;52.0;23.0;;158.0;3;;;;;;;;
9227;6260011;B   ;2.0;Voorschoten                        ;626;00 ;11 ;1579.0;2251.0;2.0;490;230;260;10.0;10.0;33.0;28.0;20.0;40.0;110;47.0;2.6;2.0;10301.0;14793.0;17.0;39.0;;94.0;5;14.0;79.0;6.0;45.0;9.0;7.0;12.0;7.0
9228;6260012;B   ;2.0;Voorschoten                        ;626;00 ;12 ;1511.0;2252.0;1.0;1500;730;770;21.0;11.0;27.0;23.0;19.0;16.0;410;61.0;3.1;1.0;10868.0;17720.0;36.0;27.0;13.0;130.0;3;;;;;;;;
9229;6260013;B   ;3.0;Voorschoten                        ;626;00 ;13 ;1456.0;2252.0;1.0;1310;660;650;19.0;11.0;33.0;24.0;12.0;18.0;340;64.0;3.1;;11072.0;16381.0;29.0;32.0;84.0;126.0;0;10.0;74.0;10.0;29.0;4.0;16.0;15.0;16.0
9230;6260014;B   ;5.0;Voorschoten                        ;626;00 ;14 ;438.0;2252.0;4.0;190;80;100;16.0;10.0;21.0;32.0;21.0;8.0;60;48.0;2.9;;8894.0;14158.0;33.0;35.0;;194.0;2;;;;;;;;
9231;627;G   ;3.0;Waddinxveen                        ;627;   ;   ;1306.0;;;26130;13060;13080;21.0;13.0;31.0;24.0;10.0;14.0;7000;64.0;3.2;3.0;9371.0;16087.0;30.0;33.0;11.0;88.0;7;19.0;67.0;13.0;16.0;4.0;14.0;19.0;14.0
9232;62700;W   ;3.0;Waddinxveen                        ;627;00 ;   ;1306.0;;;26130;13060;13080;21.0;13.0;31.0;24.0;10.0;14.0;7000;64.0;3.2;3.0;9371.0;16109.0;30.0;33.0;11.0;88.0;7;19.0;67.0;13.0;16.0;4.0;14.0;19.0;14.0
9233;6270000;B   ;3.0;Waddinxveen                        ;627;00 ;00 ;1268.0;2741.0;4.0;6340;3200;3130;19.0;15.0;29.0;27.0;11.0;13.0;1740;63.0;3.2;1.0;9439.0;15837.0;29.0;35.0;96.0;93.0;0;23.0;63.0;11.0;19.0;5.0;12.0;17.0;14.0
9234;6270001;B   ;2.0;Waddinxveen                        ;627;00 ;01 ;1731.0;2741.0;1.0;2580;1260;1320;17.0;12.0;29.0;25.0;17.0;20.0;700;55.0;2.9;5.0;9552.0;14725.0;23.0;38.0;15.0;70.0;4;20.0;63.0;8.0;26.0;5.0;14.0;10.0;17.0
9235;6270002;B   ;3.0;Waddinxveen                        ;627;00 ;02 ;1408.0;2741.0;1.0;2630;1310;1320;21.0;13.0;34.0;24.0;8.0;17.0;710;62.0;3.1;12.0;8667.0;15134.0;21.0;27.0;15.0;71.0;3;;;;;;;;
9236;6270003;B   ;2.0;Waddinxveen                        ;627;00 ;03 ;1654.0;2742.0;1.0;5480;2650;2830;17.0;15.0;23.0;30.0;16.0;16.0;1510;59.0;3.1;3.0;9938.0;15882.0;30.0;35.0;11.0;80.0;5;11.0;58.0;6.0;18.0;2.0;21.0;13.0;30.0
9237;6270004;B   ;4.0;Waddinxveen                        ;627;00 ;04 ;754.0;2741.0;1.0;590;300;290;17.0;12.0;32.0;25.0;14.0;15.0;160;62.0;3.0;2.0;9166.0;15043.0;20.0;38.0;15.0;82.0;3;;;;;;;;
9238;6270007;B   ;5.0;Waddinxveen                        ;627;00 ;07 ;410.0;2741.0;1.0;380;200;190;20.0;13.0;29.0;28.0;10.0;11.0;100;58.0;3.2;;8259.0;14453.0;25.0;30.0;;135.0;2;;;;;;;;
9239;6270008;B   ;3.0;Waddinxveen                        ;627;00 ;08 ;1172.0;2742.0;1.0;390;200;180;26.0;13.0;26.0;24.0;11.0;10.0;110;68.0;3.5;;8100.0;13704.0;21.0;39.0;;115.0;2;;;;;;;;
9240;6270009;B   ;4.0;Waddinxveen                        ;627;00 ;09 ;933.0;2743.0;2.0;7730;3920;3820;28.0;12.0;37.0;18.0;5.0;11.0;1960;74.0;3.5;2.0;9257.0;17856.0;37.0;29.0;86.0;103.0;0;15.0;79.0;22.0;9.0;3.0;15.0;30.0;7.0
9241;628;G   ;4.0;Warmond                            ;628;   ;   ;578.0;;;5310;2510;2800;18.0;12.0;27.0;26.0;18.0;24.0;1290;63.0;3.1;0.0;10346.0;15723.0;25.0;40.0;13.0;122.0;6;19.0;59.0;11.0;15.0;9.0;13.0;11.0;22.0
9242;62800;W   ;4.0;Warmond                            ;628;00 ;   ;578.0;;;5320;2510;2800;18.0;12.0;27.0;26.0;18.0;24.0;1290;63.0;3.1;0.0;10346.0;15723.0;25.0;40.0;13.0;122.0;6;19.0;59.0;11.0;15.0;9.0;13.0;11.0;22.0
9243;6280000;B   ;4.0;Warmond                            ;628;00 ;00 ;620.0;2361.0;1.0;4900;2310;2590;18.0;12.0;26.0;26.0;18.0;25.0;1180;64.0;3.2;0.0;10346.0;15723.0;25.0;40.0;13.0;121.0;5;20.0;58.0;11.0;16.0;6.0;14.0;12.0;21.0
9244;6280001;B   ;5.0;Warmond                            ;628;00 ;01 ;267.0;2361.0;1.0;190;110;90;16.0;6.0;30.0;29.0;19.0;10.0;60;58.0;2.9;;11458.0;16472.0;32.0;32.0;;;2;;;;;;;;
9245;6280009;B   ;5.0;Warmond                            ;628;00 ;09 ;130.0;2362.0;3.0;220;100;120;21.0;6.0;30.0;30.0;13.0;21.0;60;54.0;3.1;;9620.0;15179.0;28.0;35.0;;;3;;;;;;;;
