ID;SoortGezin;Regio;Gezinnen_1
403;Echtpaar met eigen kinderen;Zuid-Holland, gem. 500 en minder inw.;1
404;Echtpaar met eigen kinderen;Zeeland, gem. 20001 - 50000 inw.;1
405;Echtpaar met eigen kinderen;Vlissingen;1
406;Echtpaar met eigen kinderen;Zeeland, gem. 10001 - 20000 inw.;97
407;Echtpaar met eigen kinderen;Zeeland, gem. 5001 - 10000 inw.;23
408;Echtpaar met eigen kinderen;Zeeland, gem. 2001 - 5000 inw.;181
409;Echtpaar met eigen kinderen;Zeeland, gem. 1001 - 2000 inw.;36
410;Echtpaar met eigen kinderen;Zeeland, gem. 501 - 1000 inw.;5
411;Echtpaar met eigen kinderen;Zeeland, gem. 500 en minder inw.;0
412;Echtpaar met eigen kinderen;Noord-Brabant, gem. 50001 - 100000 inw.;60
413;Echtpaar met eigen kinderen;Eindhoven;42
414;Echtpaar met eigen kinderen;Tilburg;18
415;Echtpaar met eigen kinderen;Noord-Brabant, gem. 20001 - 50000 inw.;312
416;Echtpaar met eigen kinderen;Bergen op Zoom;63
417;Echtpaar met eigen kinderen;Breda;40
418;Echtpaar met eigen kinderen;Helmond;23
419;Echtpaar met eigen kinderen;'s-Hertogenbosch;140
420;Echtpaar met eigen kinderen;Roosendaal en Nispen;46
421;Echtpaar met eigen kinderen;Noord-Brabant, gem. 10001 - 20000 inw.;76
422;Echtpaar met eigen kinderen;Noord-Brabant, gem. 5001 - 10000 inw.;285
423;Echtpaar met eigen kinderen;Noord-Brabant, gem. 2001 - 5000 inw.;358
424;Echtpaar met eigen kinderen;Noord-Brabant, gem. 1001 - 2000 inw.;294
425;Echtpaar met eigen kinderen;Noord-Brabant, gem. 501 - 1000 inw.;4
426;Echtpaar met eigen kinderen;Limburg, gem. 50001 - 100000 inw.;28
427;Echtpaar met eigen kinderen;Maastricht;28
428;Echtpaar met eigen kinderen;Limburg, gem. 20001 - 50000 inw.;81
429;Echtpaar met eigen kinderen;Heerlen;38
430;Echtpaar met eigen kinderen;Kerkrade;10
431;Echtpaar met eigen kinderen;Venlo;33
432;Echtpaar met eigen kinderen;Limburg, gem. 10001 - 20000 inw.;121
433;Echtpaar met eigen kinderen;Limburg, gem. 5001 - 10000 inw.;13
434;Echtpaar met eigen kinderen;Limburg, gem. 2001 - 5000 inw.;12
435;Echtpaar met eigen kinderen;Limburg, gem. 1001 - 2000 inw.;27
436;Echtpaar met eigen kinderen;Limburg, gem. 501 - 1000 inw.;1
437;Echtpaar met eigen kinderen;Limburg, gem. 500 en minder inw.;0
438;Echtpaar met andere personen;Nederland;239
439;Echtpaar met andere personen;Groningen (provincie);37
440;Echtpaar met andere personen;Friesland;18
441;Echtpaar met andere personen;Drenthe;4
442;Echtpaar met andere personen;Overijssel;12
443;Echtpaar met andere personen;Gelderland;39
444;Echtpaar met andere personen;Utrecht (provincie);3
445;Echtpaar met andere personen;Noord-Holland;28
446;Echtpaar met andere personen;Zuid-Holland;62
447;Echtpaar met andere personen;Zeeland;10
448;Echtpaar met andere personen;Noord-Brabant;24
449;Echtpaar met andere personen;Limburg;2
450;Echtpaar met andere personen;Gemeenten met meer dan 100000 inwoners;75
451;Echtpaar met andere personen;Gemeenten met 50001 - 100000 inwoners;10
452;Echtpaar met andere personen;Gemeenten met 20001 - 50000 inwoners;19
453;Echtpaar met andere personen;Gemeenten met 10001 - 20000 inwoners;33
454;Echtpaar met andere personen;Gemeenten met 5001 - 10000 inwoners;31
455;Echtpaar met andere personen;Gemeenten met 2001 - 5000 inwoners;57
456;Echtpaar met andere personen;Gemeenten met 1001 - 2000 inwoners;12
457;Echtpaar met andere personen;Gemeenten met 501 - 1000 inwoners;2
458;Echtpaar met andere personen;Gemeenten met 500 of minder inwoners;0
459;Echtpaar met andere personen;Groningen, gem. 100001 en meer inw.;12
460;Echtpaar met andere personen;Groningen;12
461;Echtpaar met andere personen;Groningen, gem. 10001 - 20000 inw.;11
462;Echtpaar met andere personen;Groningen, gem. 5001 - 10000 inw.;8
463;Echtpaar met andere personen;Groningen, gem. 2001 - 5000 inw.;3
464;Echtpaar met andere personen;Groningen, gem. 1001 - 2000 inw.;3
465;Echtpaar met andere personen;Friesland, gem. 20001 - 50000 inw.;5
466;Echtpaar met andere personen;Leeuwarden;5
467;Echtpaar met andere personen;Friesland, gem. 10001 - 20000 inw.;4
468;Echtpaar met andere personen;Friesland, gem. 5001 - 10000 inw.;9
469;Echtpaar met andere personen;Friesland, gem. 2001 - 5000 inw.;0
470;Echtpaar met andere personen;Friesland, gem. 1001 - 2000 inw.;0
471;Echtpaar met andere personen;Friesland, gem. 501 - 1000 inw.;0
472;Echtpaar met andere personen;Drenthe, gem. 20001 - 50000 inw.;0
473;Echtpaar met andere personen;Emmen;0
474;Echtpaar met andere personen;Drenthe, gem. 10001 - 20000 inw.;4
475;Echtpaar met andere personen;Drenthe, gem. 5001 - 10000 inw.;0
476;Echtpaar met andere personen;Drenthe, gem. 2001 - 5000 inw.;0
477;Echtpaar met andere personen;Drenthe, gem. 1001 - 2000 inw.;0
478;Echtpaar met andere personen;Overijssel, gem. 50001 - 100000 inw.;1
479;Echtpaar met andere personen;Enschede;1
480;Echtpaar met andere personen;Overijssel, gem. 20001 - 50000 inw.;2
481;Echtpaar met andere personen;Almelo;0
482;Echtpaar met andere personen;Deventer;1
483;Echtpaar met andere personen;Hengelo (O.);0
484;Echtpaar met andere personen;Lonneker;0
485;Echtpaar met andere personen;Zwolle;1
486;Echtpaar met andere personen;Overijssel, gem. 10001 - 20000 inw.;4
487;Echtpaar met andere personen;Overijssel, gem. 5001 - 10000 inw.;0
488;Echtpaar met andere personen;Overijssel, gem. 2001 - 5000 inw.;5
489;Echtpaar met andere personen;Overijssel, gem. 1001 - 2000 inw.;0
490;Echtpaar met andere personen;Overijssel, gem. 501 - 1000 inw.;0
491;Echtpaar met andere personen;Gelderland, gem. 50001 - 100000 inw.;6
492;Echtpaar met andere personen;Apeldoorn;2
493;Echtpaar met andere personen;Arnhem;2
494;Echtpaar met andere personen;Nijmegen;2
495;Echtpaar met andere personen;Gelderland, gem. 20001 - 50000 inw.;2
496;Echtpaar met andere personen;Ede;0
497;Echtpaar met andere personen;Rheden;2
498;Echtpaar met andere personen;Gelderland, gem. 10001 - 20000 inw.;4
499;Echtpaar met andere personen;Gelderland, gem. 5001 - 10000 inw.;8
500;Echtpaar met andere personen;Gelderland, gem. 2001 - 5000 inw.;15
501;Echtpaar met andere personen;Gelderland, gem. 1001 - 2000 inw.;3
502;Echtpaar met andere personen;Gelderland, gem. 501 - 1000 inw.;1
503;Echtpaar met andere personen;Gelderland, gem. 500 en minder inw.;0
504;Echtpaar met andere personen;Utrecht, gem. 100001 en meer inw.;1
505;Echtpaar met andere personen;Utrecht;1
506;Echtpaar met andere personen;Utrecht, gem. 20001 - 50000 inw.;0
507;Echtpaar met andere personen;Amersfoort;0
508;Echtpaar met andere personen;Zeist;0
509;Echtpaar met andere personen;Utrecht, gem. 10001 - 20000 inw.;0
510;Echtpaar met andere personen;Utrecht, gem. 5001 - 10000 inw.;0
511;Echtpaar met andere personen;Utrecht, gem. 2001 - 5000 inw.;2
512;Echtpaar met andere personen;Utrecht, gem. 1001 - 2000 inw.;0
513;Echtpaar met andere personen;Utrecht, gem. 501 - 1000 inw.;0
514;Echtpaar met andere personen;Utrecht, gem. 500 en minder inw.;0
515;Echtpaar met andere personen;Noord-Holland, gem. 100001 en meer inw.;22
516;Echtpaar met andere personen;Amsterdam;17
517;Echtpaar met andere personen;Haarlem;5
518;Echtpaar met andere personen;Noord-Holland, gem. 50001 - 100000 inw.;0
519;Echtpaar met andere personen;Hilversum;0
520;Echtpaar met andere personen;Noord-Holland, gem. 20001 - 50000 inw.;3
521;Echtpaar met andere personen;Alkmaar;1
522;Echtpaar met andere personen;Bussum;2
523;Echtpaar met andere personen;Haarlemmermeer;0
524;Echtpaar met andere personen;Helder (Den);0
525;Echtpaar met andere personen;Velsen;0
526;Echtpaar met andere personen;Zaandam;0
527;Echtpaar met andere personen;Noord-Holland, gem. 10001 - 20000 inw.;0
528;Echtpaar met andere personen;Noord-Holland, gem. 5001 - 10000 inw.;0
529;Echtpaar met andere personen;Noord-Holland, gem. 2001 - 5000 inw.;3
530;Echtpaar met andere personen;Noord-Holland, gem. 1001 - 2000 inw.;0
531;Echtpaar met andere personen;Noord-Holland, gem. 501 - 1000 inw.;0
532;Echtpaar met andere personen;Noord-Holland, gem. 500 en minder inw.;0
533;Echtpaar met andere personen;Zuid-Holland, gem. 100001 en meer inw.;40
534;Echtpaar met andere personen;'s-Gravenhage;2
535;Echtpaar met andere personen;Rotterdam;38
536;Echtpaar met andere personen;Zuid-Holland, gem. 50001 - 100000 inw.;2
537;Echtpaar met andere personen;Delft;0
538;Echtpaar met andere personen;Dordrecht;1
539;Echtpaar met andere personen;Leiden;1
540;Echtpaar met andere personen;Schiedam;0
541;Echtpaar met andere personen;Zuid-Holland, gem. 20001 - 50000 inw.;4
542;Echtpaar met andere personen;Gouda;2
543;Echtpaar met andere personen;Vlaardingen;2
544;Echtpaar met andere personen;Zuid-Holland, gem. 10001 - 20000 inw.;3
545;Echtpaar met andere personen;Zuid-Holland, gem. 5001 - 10000 inw.;3
546;Echtpaar met andere personen;Zuid-Holland, gem. 2001 - 5000 inw.;9
547;Echtpaar met andere personen;Zuid-Holland, gem. 1001 - 2000 inw.;0
548;Echtpaar met andere personen;Zuid-Holland, gem. 501 - 1000 inw.;1
549;Echtpaar met andere personen;Zuid-Holland, gem. 500 en minder inw.;0
550;Echtpaar met andere personen;Zeeland, gem. 20001 - 50000 inw.;0
551;Echtpaar met andere personen;Vlissingen;0
552;Echtpaar met andere personen;Zeeland, gem. 10001 - 20000 inw.;1
553;Echtpaar met andere personen;Zeeland, gem. 5001 - 10000 inw.;0
554;Echtpaar met andere personen;Zeeland, gem. 2001 - 5000 inw.;8
555;Echtpaar met andere personen;Zeeland, gem. 1001 - 2000 inw.;1
556;Echtpaar met andere personen;Zeeland, gem. 501 - 1000 inw.;0
557;Echtpaar met andere personen;Zeeland, gem. 500 en minder inw.;0
558;Echtpaar met andere personen;Noord-Brabant, gem. 50001 - 100000 inw.;1
559;Echtpaar met andere personen;Eindhoven;1
560;Echtpaar met andere personen;Tilburg;0
561;Echtpaar met andere personen;Noord-Brabant, gem. 20001 - 50000 inw.;2
562;Echtpaar met andere personen;Bergen op Zoom;0
563;Echtpaar met andere personen;Breda;0
564;Echtpaar met andere personen;Helmond;0
565;Echtpaar met andere personen;'s-Hertogenbosch;2
566;Echtpaar met andere personen;Roosendaal en Nispen;0
567;Echtpaar met andere personen;Noord-Brabant, gem. 10001 - 20000 inw.;2
568;Echtpaar met andere personen;Noord-Brabant, gem. 5001 - 10000 inw.;3
569;Echtpaar met andere personen;Noord-Brabant, gem. 2001 - 5000 inw.;11
570;Echtpaar met andere personen;Noord-Brabant, gem. 1001 - 2000 inw.;5
571;Echtpaar met andere personen;Noord-Brabant, gem. 501 - 1000 inw.;0
572;Echtpaar met andere personen;Limburg, gem. 50001 - 100000 inw.;0
573;Echtpaar met andere personen;Maastricht;0
574;Echtpaar met andere personen;Limburg, gem. 20001 - 50000 inw.;1
575;Echtpaar met andere personen;Heerlen;1
576;Echtpaar met andere personen;Kerkrade;0
577;Echtpaar met andere personen;Venlo;0
578;Echtpaar met andere personen;Limburg, gem. 10001 - 20000 inw.;0
579;Echtpaar met andere personen;Limburg, gem. 5001 - 10000 inw.;0
580;Echtpaar met andere personen;Limburg, gem. 2001 - 5000 inw.;1
581;Echtpaar met andere personen;Limburg, gem. 1001 - 2000 inw.;0
582;Echtpaar met andere personen;Limburg, gem. 501 - 1000 inw.;0
583;Echtpaar met andere personen;Limburg, gem. 500 en minder inw.;0
584;Echtpaar eigen kind. en andere pers.;Nederland;633
585;Echtpaar eigen kind. en andere pers.;Groningen (provincie);108
586;Echtpaar eigen kind. en andere pers.;Friesland;47
587;Echtpaar eigen kind. en andere pers.;Drenthe;22
588;Echtpaar eigen kind. en andere pers.;Overijssel;40
589;Echtpaar eigen kind. en andere pers.;Gelderland;75
590;Echtpaar eigen kind. en andere pers.;Utrecht (provincie);15
591;Echtpaar eigen kind. en andere pers.;Noord-Holland;101
592;Echtpaar eigen kind. en andere pers.;Zuid-Holland;131
593;Echtpaar eigen kind. en andere pers.;Zeeland;18
594;Echtpaar eigen kind. en andere pers.;Noord-Brabant;65
595;Echtpaar eigen kind. en andere pers.;Limburg;11
596;Echtpaar eigen kind. en andere pers.;Gemeenten met meer dan 100000 inwoners;188
597;Echtpaar eigen kind. en andere pers.;Gemeenten met 50001 - 100000 inwoners;33
598;Echtpaar eigen kind. en andere pers.;Gemeenten met 20001 - 50000 inwoners;50
599;Echtpaar eigen kind. en andere pers.;Gemeenten met 10001 - 20000 inwoners;113
600;Echtpaar eigen kind. en andere pers.;Gemeenten met 5001 - 10000 inwoners;84
601;Echtpaar eigen kind. en andere pers.;Gemeenten met 2001 - 5000 inwoners;122
602;Echtpaar eigen kind. en andere pers.;Gemeenten met 1001 - 2000 inwoners;31
603;Echtpaar eigen kind. en andere pers.;Gemeenten met 501 - 1000 inwoners;11
604;Echtpaar eigen kind. en andere pers.;Gemeenten met 500 of minder inwoners;1
605;Echtpaar eigen kind. en andere pers.;Groningen, gem. 100001 en meer inw.;42
606;Echtpaar eigen kind. en andere pers.;Groningen;42
607;Echtpaar eigen kind. en andere pers.;Groningen, gem. 10001 - 20000 inw.;37
608;Echtpaar eigen kind. en andere pers.;Groningen, gem. 5001 - 10000 inw.;14
609;Echtpaar eigen kind. en andere pers.;Groningen, gem. 2001 - 5000 inw.;14
610;Echtpaar eigen kind. en andere pers.;Groningen, gem. 1001 - 2000 inw.;1
611;Echtpaar eigen kind. en andere pers.;Friesland, gem. 20001 - 50000 inw.;9
612;Echtpaar eigen kind. en andere pers.;Leeuwarden;9
613;Echtpaar eigen kind. en andere pers.;Friesland, gem. 10001 - 20000 inw.;22
614;Echtpaar eigen kind. en andere pers.;Friesland, gem. 5001 - 10000 inw.;13
615;Echtpaar eigen kind. en andere pers.;Friesland, gem. 2001 - 5000 inw.;2
616;Echtpaar eigen kind. en andere pers.;Friesland, gem. 1001 - 2000 inw.;0
617;Echtpaar eigen kind. en andere pers.;Friesland, gem. 501 - 1000 inw.;1
618;Echtpaar eigen kind. en andere pers.;Drenthe, gem. 20001 - 50000 inw.;3
619;Echtpaar eigen kind. en andere pers.;Emmen;3
620;Echtpaar eigen kind. en andere pers.;Drenthe, gem. 10001 - 20000 inw.;14
621;Echtpaar eigen kind. en andere pers.;Drenthe, gem. 5001 - 10000 inw.;4
622;Echtpaar eigen kind. en andere pers.;Drenthe, gem. 2001 - 5000 inw.;1
623;Echtpaar eigen kind. en andere pers.;Drenthe, gem. 1001 - 2000 inw.;0
624;Echtpaar eigen kind. en andere pers.;Overijssel, gem. 50001 - 100000 inw.;8
625;Echtpaar eigen kind. en andere pers.;Enschede;8
626;Echtpaar eigen kind. en andere pers.;Overijssel, gem. 20001 - 50000 inw.;13
627;Echtpaar eigen kind. en andere pers.;Almelo;4
628;Echtpaar eigen kind. en andere pers.;Deventer;3
629;Echtpaar eigen kind. en andere pers.;Hengelo (O.);1
630;Echtpaar eigen kind. en andere pers.;Lonneker;1
631;Echtpaar eigen kind. en andere pers.;Zwolle;4
632;Echtpaar eigen kind. en andere pers.;Overijssel, gem. 10001 - 20000 inw.;5
633;Echtpaar eigen kind. en andere pers.;Overijssel, gem. 5001 - 10000 inw.;0
634;Echtpaar eigen kind. en andere pers.;Overijssel, gem. 2001 - 5000 inw.;13
635;Echtpaar eigen kind. en andere pers.;Overijssel, gem. 1001 - 2000 inw.;0
636;Echtpaar eigen kind. en andere pers.;Overijssel, gem. 501 - 1000 inw.;1
637;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 50001 - 100000 inw.;10
638;Echtpaar eigen kind. en andere pers.;Apeldoorn;4
639;Echtpaar eigen kind. en andere pers.;Arnhem;4
640;Echtpaar eigen kind. en andere pers.;Nijmegen;2
641;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 20001 - 50000 inw.;1
642;Echtpaar eigen kind. en andere pers.;Ede;0
643;Echtpaar eigen kind. en andere pers.;Rheden;1
644;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 10001 - 20000 inw.;6
645;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 5001 - 10000 inw.;28
646;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 2001 - 5000 inw.;20
647;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 1001 - 2000 inw.;10
648;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 501 - 1000 inw.;0
649;Echtpaar eigen kind. en andere pers.;Gelderland, gem. 500 en minder inw.;0
650;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 100001 en meer inw.;2
651;Echtpaar eigen kind. en andere pers.;Utrecht;2
652;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 20001 - 50000 inw.;0
653;Echtpaar eigen kind. en andere pers.;Amersfoort;0
654;Echtpaar eigen kind. en andere pers.;Zeist;0
655;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 10001 - 20000 inw.;3
656;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 5001 - 10000 inw.;0
657;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 2001 - 5000 inw.;4
658;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 1001 - 2000 inw.;3
659;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 501 - 1000 inw.;3
660;Echtpaar eigen kind. en andere pers.;Utrecht, gem. 500 en minder inw.;0
661;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 100001 en meer inw.;67
662;Echtpaar eigen kind. en andere pers.;Amsterdam;59
663;Echtpaar eigen kind. en andere pers.;Haarlem;8
664;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 50001 - 100000 inw.;1
665;Echtpaar eigen kind. en andere pers.;Hilversum;1
666;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 20001 - 50000 inw.;10
667;Echtpaar eigen kind. en andere pers.;Alkmaar;3
668;Echtpaar eigen kind. en andere pers.;Bussum;0
669;Echtpaar eigen kind. en andere pers.;Haarlemmermeer;0
670;Echtpaar eigen kind. en andere pers.;Helder (Den);1
671;Echtpaar eigen kind. en andere pers.;Velsen;2
672;Echtpaar eigen kind. en andere pers.;Zaandam;4
673;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 10001 - 20000 inw.;1
674;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 5001 - 10000 inw.;10
675;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 2001 - 5000 inw.;10
676;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 1001 - 2000 inw.;1
677;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 501 - 1000 inw.;0
678;Echtpaar eigen kind. en andere pers.;Noord-Holland, gem. 500 en minder inw.;1
679;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 100001 en meer inw.;77
680;Echtpaar eigen kind. en andere pers.;'s-Gravenhage;4
681;Echtpaar eigen kind. en andere pers.;Rotterdam;73
682;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 50001 - 100000 inw.;8
683;Echtpaar eigen kind. en andere pers.;Delft;0
684;Echtpaar eigen kind. en andere pers.;Dordrecht;3
685;Echtpaar eigen kind. en andere pers.;Leiden;3
686;Echtpaar eigen kind. en andere pers.;Schiedam;2
687;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 20001 - 50000 inw.;1
688;Echtpaar eigen kind. en andere pers.;Gouda;0
689;Echtpaar eigen kind. en andere pers.;Vlaardingen;1
690;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 10001 - 20000 inw.;10
691;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 5001 - 10000 inw.;5
692;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 2001 - 5000 inw.;25
693;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 1001 - 2000 inw.;2
694;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 501 - 1000 inw.;3
695;Echtpaar eigen kind. en andere pers.;Zuid-Holland, gem. 500 en minder inw.;0
696;Echtpaar eigen kind. en andere pers.;Zeeland, gem. 20001 - 50000 inw.;0
697;Echtpaar eigen kind. en andere pers.;Vlissingen;0
698;Echtpaar eigen kind. en andere pers.;Zeeland, gem. 10001 - 20000 inw.;3
699;Echtpaar eigen kind. en andere pers.;Zeeland, gem. 5001 - 10000 inw.;2
700;Echtpaar eigen kind. en andere pers.;Zeeland, gem. 2001 - 5000 inw.;10
701;Echtpaar eigen kind. en andere pers.;Zeeland, gem. 1001 - 2000 inw.;1
702;Echtpaar eigen kind. en andere pers.;Zeeland, gem. 501 - 1000 inw.;2
703;Echtpaar eigen kind. en andere pers.;Zeeland, gem. 500 en minder inw.;0
704;Echtpaar eigen kind. en andere pers.;Noord-Brabant, gem. 50001 - 100000 inw.;5
705;Echtpaar eigen kind. en andere pers.;Eindhoven;4
706;Echtpaar eigen kind. en andere pers.;Tilburg;1
707;Echtpaar eigen kind. en andere pers.;Noord-Brabant, gem. 20001 - 50000 inw.;9
708;Echtpaar eigen kind. en andere pers.;Bergen op Zoom;2
709;Echtpaar eigen kind. en andere pers.;Breda;1
710;Echtpaar eigen kind. en andere pers.;Helmond;0
711;Echtpaar eigen kind. en andere pers.;'s-Hertogenbosch;3
712;Echtpaar eigen kind. en andere pers.;Roosendaal en Nispen;3
713;Echtpaar eigen kind. en andere pers.;Noord-Brabant, gem. 10001 - 20000 inw.;6
714;Echtpaar eigen kind. en andere pers.;Noord-Brabant, gem. 5001 - 10000 inw.;8
715;Echtpaar eigen kind. en andere pers.;Noord-Brabant, gem. 2001 - 5000 inw.;23
716;Echtpaar eigen kind. en andere pers.;Noord-Brabant, gem. 1001 - 2000 inw.;13
717;Echtpaar eigen kind. en andere pers.;Noord-Brabant, gem. 501 - 1000 inw.;1
718;Echtpaar eigen kind. en andere pers.;Limburg, gem. 50001 - 100000 inw.;1
719;Echtpaar eigen kind. en andere pers.;Maastricht;1
720;Echtpaar eigen kind. en andere pers.;Limburg, gem. 20001 - 50000 inw.;4
721;Echtpaar eigen kind. en andere pers.;Heerlen;1
722;Echtpaar eigen kind. en andere pers.;Kerkrade;0
723;Echtpaar eigen kind. en andere pers.;Venlo;3
724;Echtpaar eigen kind. en andere pers.;Limburg, gem. 10001 - 20000 inw.;6
725;Echtpaar eigen kind. en andere pers.;Limburg, gem. 5001 - 10000 inw.;0
726;Echtpaar eigen kind. en andere pers.;Limburg, gem. 2001 - 5000 inw.;0
727;Echtpaar eigen kind. en andere pers.;Limburg, gem. 1001 - 2000 inw.;0
728;Echtpaar eigen kind. en andere pers.;Limburg, gem. 501 - 1000 inw.;0
729;Echtpaar eigen kind. en andere pers.;Limburg, gem. 500 en minder inw.;0
730;Totaal gezinnen zonder echtpaar;Nederland;1493
731;Totaal gezinnen zonder echtpaar;Groningen (provincie);207
732;Totaal gezinnen zonder echtpaar;Friesland;189
733;Totaal gezinnen zonder echtpaar;Drenthe;78
734;Totaal gezinnen zonder echtpaar;Overijssel;119
735;Totaal gezinnen zonder echtpaar;Gelderland;122
736;Totaal gezinnen zonder echtpaar;Utrecht (provincie);38
737;Totaal gezinnen zonder echtpaar;Noord-Holland;201
738;Totaal gezinnen zonder echtpaar;Zuid-Holland;335
739;Totaal gezinnen zonder echtpaar;Zeeland;32
740;Totaal gezinnen zonder echtpaar;Noord-Brabant;126
741;Totaal gezinnen zonder echtpaar;Limburg;46
742;Totaal gezinnen zonder echtpaar;Gemeenten met meer dan 100000 inwoners;484
743;Totaal gezinnen zonder echtpaar;Gemeenten met 50001 - 100000 inwoners;79
744;Totaal gezinnen zonder echtpaar;Gemeenten met 20001 - 50000 inwoners;196
745;Totaal gezinnen zonder echtpaar;Gemeenten met 10001 - 20000 inwoners;280
746;Totaal gezinnen zonder echtpaar;Gemeenten met 5001 - 10000 inwoners;180
747;Totaal gezinnen zonder echtpaar;Gemeenten met 2001 - 5000 inwoners;207
748;Totaal gezinnen zonder echtpaar;Gemeenten met 1001 - 2000 inwoners;56
749;Totaal gezinnen zonder echtpaar;Gemeenten met 501 - 1000 inwoners;10
750;Totaal gezinnen zonder echtpaar;Gemeenten met 500 of minder inwoners;1
751;Totaal gezinnen zonder echtpaar;Groningen, gem. 100001 en meer inw.;79
752;Totaal gezinnen zonder echtpaar;Groningen;79
753;Totaal gezinnen zonder echtpaar;Groningen, gem. 10001 - 20000 inw.;63
754;Totaal gezinnen zonder echtpaar;Groningen, gem. 5001 - 10000 inw.;37
755;Totaal gezinnen zonder echtpaar;Groningen, gem. 2001 - 5000 inw.;27
756;Totaal gezinnen zonder echtpaar;Groningen, gem. 1001 - 2000 inw.;1
757;Totaal gezinnen zonder echtpaar;Friesland, gem. 20001 - 50000 inw.;50
758;Totaal gezinnen zonder echtpaar;Leeuwarden;50
759;Totaal gezinnen zonder echtpaar;Friesland, gem. 10001 - 20000 inw.;79
760;Totaal gezinnen zonder echtpaar;Friesland, gem. 5001 - 10000 inw.;54
761;Totaal gezinnen zonder echtpaar;Friesland, gem. 2001 - 5000 inw.;5
762;Totaal gezinnen zonder echtpaar;Friesland, gem. 1001 - 2000 inw.;0
763;Totaal gezinnen zonder echtpaar;Friesland, gem. 501 - 1000 inw.;1
764;Totaal gezinnen zonder echtpaar;Drenthe, gem. 20001 - 50000 inw.;9
765;Totaal gezinnen zonder echtpaar;Emmen;9
766;Totaal gezinnen zonder echtpaar;Drenthe, gem. 10001 - 20000 inw.;54
767;Totaal gezinnen zonder echtpaar;Drenthe, gem. 5001 - 10000 inw.;11
768;Totaal gezinnen zonder echtpaar;Drenthe, gem. 2001 - 5000 inw.;4
769;Totaal gezinnen zonder echtpaar;Drenthe, gem. 1001 - 2000 inw.;0
770;Totaal gezinnen zonder echtpaar;Overijssel, gem. 50001 - 100000 inw.;16
771;Totaal gezinnen zonder echtpaar;Enschede;16
772;Totaal gezinnen zonder echtpaar;Overijssel, gem. 20001 - 50000 inw.;53
773;Totaal gezinnen zonder echtpaar;Almelo;2
774;Totaal gezinnen zonder echtpaar;Deventer;15
775;Totaal gezinnen zonder echtpaar;Hengelo (O.);5
776;Totaal gezinnen zonder echtpaar;Lonneker;1
777;Totaal gezinnen zonder echtpaar;Zwolle;30
778;Totaal gezinnen zonder echtpaar;Overijssel, gem. 10001 - 20000 inw.;13
779;Totaal gezinnen zonder echtpaar;Overijssel, gem. 5001 - 10000 inw.;6
780;Totaal gezinnen zonder echtpaar;Overijssel, gem. 2001 - 5000 inw.;26
781;Totaal gezinnen zonder echtpaar;Overijssel, gem. 1001 - 2000 inw.;1
782;Totaal gezinnen zonder echtpaar;Overijssel, gem. 501 - 1000 inw.;4
783;Totaal gezinnen zonder echtpaar;Gelderland, gem. 50001 - 100000 inw.;20
784;Totaal gezinnen zonder echtpaar;Apeldoorn;2
785;Totaal gezinnen zonder echtpaar;Arnhem;11
786;Totaal gezinnen zonder echtpaar;Nijmegen;7
787;Totaal gezinnen zonder echtpaar;Gelderland, gem. 20001 - 50000 inw.;1
788;Totaal gezinnen zonder echtpaar;Ede;0
789;Totaal gezinnen zonder echtpaar;Rheden;1
790;Totaal gezinnen zonder echtpaar;Gelderland, gem. 10001 - 20000 inw.;18
791;Totaal gezinnen zonder echtpaar;Gelderland, gem. 5001 - 10000 inw.;31
792;Totaal gezinnen zonder echtpaar;Gelderland, gem. 2001 - 5000 inw.;46
793;Totaal gezinnen zonder echtpaar;Gelderland, gem. 1001 - 2000 inw.;6
