ID;Vakantiekenmerken;Perioden;TotaalAantalVakanties_1;GemiddeldeVakantieduur_2;Belgie_3;Frankrijk_4;Spanje_5;Oostenrijk_6;GrootBrittannie_7;Duitsland_8;Italie_9;Griekenland_10;Turkije_11;OverigeLanden_12;TotaalSeizoenrecreatieveLogiesvormen_13;TotaalToeristischeLogiesvormen_14;WoningVanFamilieVriendenOfKennissen_15;WoningVanAndereParticulier_16;Hotel_17;Appartement_18;ZomerhuisjeVakantiebungalow_19;TentBungalowtent_20;CaravanVouwwagenCamper_21;OverigeToeristischeLogiesvormen_22;Auto_23;TreinAutoslaaptrein_24;Touringcar_25;Vliegtuig_26;OverigeVervoermiddelen_27;GeorganiseerdeReisPerAuto_28;GeorganiseerdeReisPerTouringcar_29;GeorganiseerdeReisPerVliegtuig_30;GeorganiseerdeReisMetOverigVervoer_31;NietGeorganiseerdeReizen_32;TotaleUitgavenVoorVakanties_33;TotaalGemUitgavenPerVakantieganger_34;MetEigenVervoer_35;MetOverigVervoer_36
106;Overige seizoenrecreatieve logiesvormen;2002;10.0;;6.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;10.0;;;;;;;;;;10.0;0.0;0.0;0.0;0.0;;;;;10.0;;;;
107;Overige seizoenrecreatieve logiesvormen;2003;20.0;;0.0;4.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;12.0;;;;;;;;;;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;;;;
108;Toeristische logiesvormen;2000;11022.0;13.4;631.0;2107.0;1339.0;870.0;332.0;1156.0;604.0;582.0;369.0;3032.0;;11022.0;;460.0;3888.0;2220.0;1493.0;1128.0;1451.0;382.0;5712.0;280.0;1028.0;3800.0;202.0;1778.0;1028.0;3722.0;276.0;4218.0;7602.0;690.0;451.0;948.0
109;Toeristische logiesvormen;2001;11289.0;13.3;625.0;2041.0;1537.0;988.0;;1167.0;648.0;570.0;521.0;;;11289.0;;519.0;4088.0;2183.0;1757.0;1002.0;1364.0;375.0;5681.0;317.0;1135.0;3975.0;182.0;1814.0;1134.0;3790.0;294.0;4257.0;7930.0;702.0;458.0;950.0
110;Toeristische logiesvormen;2002;12573.0;12.9;852.0;2468.0;1614.0;1027.0;457.0;1451.0;739.0;559.0;613.0;2794.0;;12573.0;1275.0;550.0;3590.0;1935.0;1733.0;1267.0;1517.0;707.0;7094.0;352.0;838.0;3870.0;419.0;2296.0;838.0;3870.0;593.0;4975.0;;683.0;474.0;951.0
111;Toeristische logiesvormen;2003;12541.0;12.9;946.0;2250.0;1535.0;1058.0;396.0;1442.0;696.0;526.0;707.0;2985.0;;12541.0;;;;;;;;;6847.0;300.0;844.0;4252.0;298.0;2399.0;838.0;4252.0;525.0;4527.0;8829.0;704.0;484.0;960.0
112;TL: woning familie, vrienden, kennissen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;TL: woning familie, vrienden, kennissen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;TL: woning familie, vrienden, kennissen;2002;1275.0;12.6;54.0;202.0;86.0;36.0;164.0;157.0;31.0;12.0;6.0;528.0;;1275.0;1275.0;;;;;;;;667.0;43.0;4.0;516.0;45.0;21.0;4.0;516.0;79.0;654.0;729.0;572.0;320.0;837.0
115;TL: woning familie, vrienden, kennissen;2003;1086.0;12.8;59.0;171.0;116.0;38.0;130.0;80.0;29.0;3.0;14.0;446.0;;;;;;;;;;;515.0;50.0;12.0;488.0;22.0;9.0;12.0;488.0;58.0;520.0;624.0;574.0;296.0;820.0
116;TL: woning van andere particulier;2000;460.0;14.4;16.0;47.0;23.0;15.0;31.0;32.0;8.0;0.0;7.0;281.0;;460.0;;460.0;;;;;;;162.0;25.0;16.0;255.0;2.0;37.0;16.0;235.0;2.0;171.0;318.0;692.0;;905.0
117;TL: woning van andere particulier;2001;519.0;14.9;7.0;51.0;72.0;32.0;;42.0;10.0;9.0;0.0;;;519.0;;519.0;;;;;;;224.0;15.0;25.0;255.0;0.0;20.0;25.0;208.0;2.0;264.0;337.0;650.0;;889.0
118;TL: woning van andere particulier;2002;550.0;12.9;37.0;110.0;60.0;68.0;14.0;93.0;15.0;3.0;0.0;150.0;;550.0;;550.0;;;;;;;435.0;11.0;3.0;89.0;12.0;191.0;3.0;89.0;19.0;247.0;315.0;573.0;454.0;
119;TL: woning van andere particulier;2003;601.0;12.5;82.0;108.0;47.0;95.0;21.0;74.0;20.0;3.0;0.0;152.0;;;;;;;;;;;480.0;16.0;10.0;80.0;15.0;252.0;10.0;80.0;29.0;230.0;304.0;507.0;430.0;760.0
120;TL: hotel;2000;3888.0;11.2;85.0;197.0;493.0;421.0;179.0;431.0;202.0;169.0;258.0;1453.0;;3888.0;;;3888.0;;;;;;978.0;128.0;799.0;1914.0;69.0;333.0;799.0;1884.0;136.0;735.0;3459.0;890.0;506.0;1021.0
121;TL: hotel;2001;4088.0;11.3;56.0;259.0;585.0;488.0;;391.0;247.0;204.0;394.0;;;4088.0;;;4088.0;;;;;;865.0;191.0;910.0;2058.0;65.0;319.0;910.0;2006.0;158.0;696.0;3742.0;915.0;605.0;999.0
122;TL: hotel;2002;3590.0;10.9;57.0;303.0;570.0;365.0;133.0;362.0;248.0;153.0;474.0;925.0;;3590.0;;;3590.0;;;;;;946.0;124.0;606.0;1799.0;114.0;490.0;606.0;1799.0;213.0;482.0;3278.0;913.0;613.0;1021.0
123;TL: hotel;2003;3903.0;11.1;113.0;277.0;591.0;372.0;109.0;422.0;215.0;111.0;533.0;1161.0;;;;;;;;;;;985.0;119.0;600.0;2093.0;106.0;488.0;600.0;2093.0;209.0;514.0;3616.0;926.0;620.0;1031.0
124;TL: pension, bed & breakfast;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;TL: pension, bed & breakfast;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;TL: pension, bed & breakfast;2002;428.0;9.6;11.0;20.0;20.0;188.0;49.0;73.0;11.0;5.0;0.0;51.0;;428.0;;;;;;;;428.0;264.0;31.0;30.0;66.0;37.0;45.0;30.0;66.0;53.0;234.0;;702.0;;
127;TL: pension, bed & breakfast;2003;393.0;10.2;8.0;17.0;14.0;174.0;41.0;37.0;7.0;0.0;4.0;92.0;;;;;;;;;;;240.0;24.0;34.0;81.0;14.0;61.0;34.0;81.0;34.0;184.0;258.0;657.0;544.0;826.0
128;TL: appartement;2000;2220.0;12.0;47.0;204.0;517.0;298.0;13.0;135.0;73.0;397.0;97.0;440.0;;2220.0;;;;2220.0;;;;;800.0;34.0;101.0;1275.0;10.0;354.0;101.0;1261.0;29.0;475.0;1545.0;696.0;484.0;816.0
129;TL: appartement;2001;2183.0;12.1;47.0;236.0;490.0;327.0;;153.0;69.0;305.0;120.0;;;2183.0;;;;2183.0;;;;;817.0;69.0;106.0;1186.0;5.0;340.0;106.0;1161.0;46.0;531.0;1505.0;689.0;483.0;811.0
130;TL: appartement;2002;1935.0;12.1;22.0;231.0;535.0;219.0;4.0;126.0;54.0;342.0;125.0;277.0;;1935.0;;;;1935.0;;;;;707.0;46.0;100.0;1064.0;19.0;370.0;100.0;1064.0;63.0;338.0;1479.0;764.0;559.0;879.0
131;TL: appartement;2003;2091.0;12.3;48.0;228.0;478.0;251.0;9.0;183.0;69.0;371.0;146.0;308.0;;;;;;;;;;;823.0;45.0;79.0;1121.0;23.0;456.0;79.0;1121.0;67.0;368.0;1545.0;739.0;525.0;874.0
132;TL: zomerhuisje, vakantiebungalow;2000;1493.0;11.8;354.0;344.0;137.0;36.0;42.0;292.0;35.0;7.0;0.0;246.0;;1493.0;;;;;1493.0;;;;1245.0;18.0;21.0;172.0;37.0;551.0;21.0;162.0;30.0;729.0;639.0;428.0;362.0;
133;TL: zomerhuisje, vakantiebungalow;2001;1757.0;11.6;383.0;341.0;168.0;61.0;;347.0;43.0;18.0;0.0;;;1757.0;;;;;1757.0;;;;1452.0;20.0;3.0;255.0;28.0;663.0;3.0;227.0;28.0;836.0;781.0;445.0;369.0;782.0
134;TL: zomerhuisje, vakantiebungalow;2002;1733.0;11.2;467.0;287.0;167.0;43.0;19.0;387.0;51.0;20.0;4.0;287.0;;1733.0;;;;;1733.0;;;;1462.0;44.0;2.0;181.0;45.0;801.0;2.0;181.0;57.0;692.0;768.0;443.0;378.0;
135;TL: zomerhuisje, vakantiebungalow;2003;1610.0;11.2;436.0;267.0;132.0;27.0;14.0;351.0;72.0;17.0;5.0;290.0;;;;;;;;;;;1369.0;9.0;18.0;196.0;19.0;858.0;18.0;196.0;22.0;518.0;747.0;464.0;383.0;
136;TL: tent, vakantiebungalow;2000;1128.0;17.1;60.0;486.0;47.0;15.0;16.0;83.0;154.0;0.0;0.0;268.0;;1128.0;;;;;;1128.0;;;909.0;32.0;50.0;103.0;34.0;199.0;50.0;100.0;16.0;763.0;627.0;556.0;433.0;
137;TL: tent, vakantiebungalow;2001;1002.0;16.9;42.0;473.0;83.0;22.0;;44.0;146.0;17.0;0.0;;;1002.0;;;;;;1002.0;;;815.0;16.0;61.0;75.0;36.0;205.0;61.0;54.0;13.0;669.0;505.0;504.0;406.0;
138;TL: tent, vakantiebungalow;2002;1267.0;17.2;71.0;588.0;71.0;26.0;39.0;61.0;182.0;11.0;0.0;217.0;;1267.0;;;;;;1267.0;;;1101.0;23.0;56.0;38.0;49.0;155.0;56.0;38.0;27.0;991.0;656.0;517.0;469.0;
139;TL: tent, vakantiebungalow;2003;1041.0;16.5;59.0;498.0;51.0;36.0;30.0;55.0;120.0;3.0;0.0;189.0;;;;;;;;;;;921.0;16.0;34.0;50.0;20.0;79.0;34.0;50.0;23.0;856.0;548.0;527.0;478.0;
140;TL: caravan, vouwwagen;2000;1451.0;19.5;58.0;732.0;115.0;54.0;23.0;140.0;121.0;2.0;0.0;207.0;;1451.0;;;;;;;1451.0;;1396.0;28.0;8.0;8.0;12.0;267.0;8.0;8.0;27.0;1142.0;718.0;495.0;489.0;
141;TL: caravan, vouwwagen;2001;1364.0;19.4;74.0;630.0;127.0;50.0;;135.0;127.0;0.0;0.0;;;1364.0;;;;;;;1364.0;;1345.0;2.0;3.0;4.0;9.0;239.0;3.0;4.0;9.0;1108.0;677.0;496.0;493.0;
142;TL: caravan, vouwwagen;2002;1396.0;18.7;108.0;653.0;92.0;47.0;23.0;126.0;127.0;2.0;0.0;217.0;;1396.0;;;;;;;1396.0;;1314.0;7.0;2.0;30.0;44.0;194.0;2.0;30.0;14.0;1156.0;738.0;528.0;502.0;
143;TL: caravan, vouwwagen;2003;1235.0;18.9;93.0;557.0;96.0;41.0;23.0;107.0;147.0;3.0;1.0;166.0;;;;;;;;;;;1188.0;7.0;2.0;17.0;21.0;100.0;2.0;17.0;24.0;1092.0;664.0;538.0;542.0;
144;TL: camper;2000;190.0;;6.0;67.0;6.0;0.0;11.0;24.0;3.0;0.0;0.0;73.0;;190.0;;;;;;;190.0;;159.0;0.0;0.0;30.0;0.0;22.0;0.0;30.0;0.0;137.0;;;;
145;TL: camper;2001;161.0;;0.0;47.0;7.0;0.0;;27.0;3.0;0.0;0.0;;;161.0;;;;;;;161.0;;120.0;0.0;0.0;40.0;0.0;17.0;0.0;40.0;0.0;103.0;;;;
146;TL: camper;2002;121.0;;6.0;30.0;4.0;13.0;;19.0;2.0;3.0;0.0;46.0;;121.0;;;;;;;;121.0;109.0;0.0;0.0;8.0;5.0;8.0;0.0;8.0;3.0;103.0;;;;
147;TL: camper;2003;214.0;21.1;15.0;84.0;5.0;8.0;5.0;37.0;2.0;0.0;0.0;59.0;;;;;;;;;;;183.0;0.0;0.0;29.0;2.0;22.0;;29.0;2.0;161.0;205.0;957.0;523.0;
148;TL: boot;2000;46.0;;0.0;2.0;0.0;0.0;3.0;15.0;0.0;7.0;4.0;15.0;;46.0;;;;;;;;46.0;0.0;3.0;0.0;23.0;20.0;0.0;0.0;23.0;23.0;0.0;;;;
149;TL: boot;2001;104.0;;10.0;0.0;2.0;0.0;;22.0;0.0;18.0;5.0;;;104.0;;;;;;;;161.0;5.0;0.0;8.0;58.0;33.0;0.0;8.0;58.0;27.0;12.0;;;;
150;TL: boot;2002;100.0;;6.0;7.0;7.0;2.0;2.0;33.0;1.0;10.0;5.0;28.0;;100.0;;;;;;;;100.0;5.0;7.0;12.0;36.0;41.0;2.0;12.0;36.0;43.0;7.0;;;;
151;TL: boot;2003;130.0;;2.0;14.0;1.0;4.0;2.0;61.0;0.0;10.0;2.0;35.0;;;;;;;;;;;46.0;2.0;4.0;35.0;42.0;36.0;4.0;35.0;37.0;17.0;;;;
152;TL: jeugdherberg of andere groepsacc.;2000;75.0;;0.0;19.0;0.0;19.0;14.0;5.0;0.0;0.0;4.0;14.0;;75.0;;;;;;;;75.0;14.0;2.0;32.0;14.0;13.0;0.0;32.0;14.0;0.0;29.0;;;;
153;TL: jeugdherberg of andere groepsacc.;2001;47.0;;5.0;6.0;0.0;8.0;;4.0;2.0;0.0;0.0;;;47.0;;;;;;;;64.0;21.0;0.0;4.0;18.0;3.0;3.0;4.0;12.0;3.0;24.0;;;;
154;TL: jeugdherberg of andere groepsacc.;2002;91.0;;10.0;14.0;1.0;18.0;4.0;12.0;6.0;0.0;0.0;26.0;;91.0;;;;;;;;91.0;41.0;16.0;22.0;8.0;4.0;12.0;22.0;8.0;19.0;29.0;;;;
155;TL: jeugdherberg of andere groepsacc.;2003;114.0;;21.0;14.0;0.0;12.0;6.0;22.0;4.0;0.0;3.0;31.0;;;;;;;;;;;38.0;7.0;41.0;26.0;2.0;21.0;34.0;26.0;6.0;26.0;;;;
156;Overige toeristische logiesvormen;2000;70.0;;6.0;9.0;0.0;11.0;1.0;0.0;8.0;0.0;0.0;36.0;;70.0;;;;;;;;70.0;51.0;10.0;0.0;4.0;5.0;15.0;0.0;4.0;13.0;37.0;;;;
157;Overige toeristische logiesvormen;2001;64.0;;0.0;4.0;3.0;0.0;;2.0;0.0;0.0;2.0;;;64.0;;;;;;;;;17.0;4.0;14.0;24.0;4.0;8.0;14.0;19.0;8.0;14.0;;;;
158;Overige toeristische logiesvormen;2002;88.0;;2.0;23.0;1.0;3.0;5.0;3.0;9.0;0.0;0.0;42.0;;88.0;;;;;;;;88.0;46.0;1.0;1.0;34.0;6.0;8.0;1.0;34.0;3.0;42.0;;;;
159;Overige toeristische logiesvormen;2003;123.0;;11.0;14.0;5.0;2.0;6.0;11.0;13.0;5.0;0.0;57.0;;;;;;;;;;;58.0;4.0;11.0;37.0;12.0;16.0;11.0;37.0;17.0;42.0;;;;
160;Geboekt bij een reisbureau;2000;5059.0;;97.0;520.0;929.0;297.0;207.0;196.0;231.0;473.0;315.0;1794.0;;5052.0;;239.0;2412.0;1376.0;467.0;241.0;181.0;135.0;;;;;107.0;;;;;;;;;
161;Geboekt bij een reisbureau;2001;5046.0;12.6;160.0;502.0;995.0;279.0;;185.0;268.0;437.0;412.0;;;5046.0;;205.0;2428.0;1332.0;542.0;201.0;169.0;170.0;;;;;106.0;;;;;;;;;
162;Geboekt bij een reisbureau;2002;5316.0;12.4;127.0;595.0;1108.0;344.0;138.0;239.0;319.0;477.0;551.0;1357.0;;5316.0;277.0;176.0;2536.0;1318.0;428.0;182.0;153.0;241.0;;;;;139.0;;;;;;;;;
163;Geboekt bij een reisbureau;2003;5461.0;12.5;136.0;510.0;1014.0;350.0;92.0;366.0;260.0;466.0;637.0;1588.0;0.0;5461.0;212.0;169.0;2723.0;1353.0;506.0;110.0;85.0;271.0;;;;;150.0;;;;;;;;;
164;Geboekt bij een bank, VVV e.d.;2000;598.0;;52.0;82.0;112.0;38.0;33.0;51.0;22.0;15.0;165.0;;;552.0;;15.0;251.0;109.0;120.0;19.0;17.0;21.0;;;;;9.0;;;;;;;;;
165;Geboekt bij een bank, VVV e.d.;2001;582.0;11.6;18.0;71.0;89.0;46.0;;108.0;40.0;32.0;30.0;;;563.0;;24.0;198.0;126.0;150.0;36.0;12.0;17.0;;;;;11.0;;;;;;;;;
166;Geboekt bij een bank, VVV e.d.;2002;772.0;12.1;33.0;118.0;116.0;71.0;36.0;61.0;26.0;28.0;51.0;227.0;;772.0;117.0;40.0;272.0;149.0;97.0;26.0;33.0;38.0;;;;;14.0;;;;;;;;;
167;Geboekt bij een bank, VVV e.d.;2003;968.0;12.4;46.0;86.0;138.0;102.0;32.0;117.0;54.0;40.0;60.0;295.0;0.0;968.0;85.0;70.0;342.0;217.0;106.0;21.0;53.0;85.0;;;;;41.0;;;;;;;;;
168;Rechtstreeks geboekt bij reisorganisatie;2000;1200.0;;51.0;285.0;159.0;75.0;43.0;85.0;70.0;82.0;44.0;307.0;;1200.0;;35.0;490.0;260.0;178.0;104.0;111.0;22.0;;;;;21.0;;;;;;;;;
169;Rechtstreeks geboekt bij reisorganisatie;2001;1423.0;12.6;38.0;273.0;215.0;132.0;;132.0;86.0;67.0;79.0;;;1423.0;;27.0;767.0;195.0;228.0;96.0;74.0;36.0;;;;;25.0;;;;;;;;;
170;Rechtstreeks geboekt bij reisorganisatie;2002;874.0;11.6;1.0;97.0;157.0;59.0;168.0;41.0;44.0;47.0;8.0;246.0;;874.0;226.0;43.0;255.0;107.0;57.0;47.0;31.0;118.0;;;;;73.0;;;;;;;;;
171;Rechtstreeks geboekt bij reisorganisatie;2003;962.0;12.5;3.0;120.0;176.0;43.0;169.0;57.0;57.0;17.0;11.0;324.0;8.0;953.0;269.0;81.0;275.0;93.0;27.0;52.0;45.0;128.0;;;;;70.0;;;;;;;;;
172;Geb. boekingscentr. hotel- bungalowketen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;Geb. boekingscentr. hotel- bungalowketen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;Geb. boekingscentr. hotel- bungalowketen;2002;637.0;9.6;227.0;124.0;11.0;15.0;5.0;215.0;17.0;0.0;0.0;37.0;;637.0;0.0;44.0;45.0;22.0;458.0;21.0;42.0;0.0;;;;;12.0;;;;;;;;;
175;Geb. boekingscentr. hotel- bungalowketen;2003;631.0;9.7;247.0;47.0;8.0;44.0;7.0;225.0;3.0;0.0;0.0;76.0;0.0;631.0;0.0;51.0;49.0;60.0;453.0;2.0;11.0;6.0;;;;;0.0;;;;;;;;;
176;Log. rechtstr. geres. eigenaar/beheerder;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Log. rechtstr. geres. eigenaar/beheerder;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Log. rechtstr. geres. eigenaar/beheerder;2002;;;;;;;;;;;;;;;10.0;195.0;339.0;320.0;197.0;62.0;122.0;216.0;;;;;28.0;;;;;;;;;
179;Log. rechtstr. geres. eigenaar/beheerder;2003;2028.0;13.0;276.0;489.0;79.0;423.0;31.0;397.0;96.0;0.0;0.0;237.0;2.0;2026.0;4.0;187.0;395.0;357.0;387.0;192.0;298.0;205.0;;;;;;;;;;;;;;
180;Logies niet vooraf geboekt;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Logies niet vooraf geboekt;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Logies niet vooraf geboekt;2002;;;;;;;;;;;;;;;644.0;52.0;143.0;18.0;495.0;930.0;1137.0;96.0;;;;;115.0;;;;;;;;;
183;Logies niet vooraf geboekt;2003;2501.0;15.1;238.0;998.0;126.0;95.0;68.0;280.0;227.0;4.0;0.0;465.0;;2501.0;517.0;43.0;118.0;11.0;130.0;663.0;955.0;63.0;;;;;;;;;;;;;;
184;Vaste standplaats, eigen onderkomen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Vaste standplaats, eigen onderkomen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Vaste standplaats, eigen onderkomen;2002;600.0;14.5;113.0;180.0;28.0;5.0;0.0;56.0;26.0;1.0;0.0;189.0;600.0;;;;;;;;;;523.0;0.0;0.0;52.0;21.0;;;;;;;458.0;428.0;
187;Vaste standplaats, eigen onderkomen;2003;456.0;14.8;95.0;64.0;58.0;21.0;0.0;47.0;19.0;0.0;0.0;152.0;456.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;191.0;420.0;353.0;
188;Fiets;2000;34.0;;19.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;34.0;;0.0;11.0;3.0;6.0;11.0;0.0;4.0;;;;;34.0;;;;;;;;;
189;Fiets;2001;19.0;;10.0;2.0;0.0;0.0;;4.0;0.0;0.0;0.0;;0.0;19.0;;0.0;7.0;0.0;0.0;12.0;0.0;0.0;;;;;19.0;;;;;;;;;
190;Fiets;2002;39.0;;0.0;10.0;0.0;0.0;1.0;19.0;0.0;0.0;0.0;9.0;14.0;25.0;0.0;3.0;11.0;0.0;0.0;11.0;0.0;0.0;;;;;39.0;;;;;;;;;
191;Fiets;2003;9.0;;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;9.0;0.0;0.0;4.0;;0.0;5.0;0.0;0.0;;;;;;;;;;;;;;
192;Auto, kampeerauto;2000;6114.0;14.0;674.0;1962.0;269.0;694.0;90.0;1085.0;368.0;2.0;0.0;970.0;402.0;5712.0;;162.0;978.0;800.0;1245.0;909.0;1396.0;224.0;6114.0;;;;;;;;;;2717.0;444.0;441.0;
193;Auto, kampeerauto;2001;6130.0;14.2;682.0;1913.0;293.0;726.0;;1009.0;375.0;5.0;0.0;;448.0;5681.0;;224.0;865.0;817.0;1452.0;815.0;1345.0;164.0;6130.0;;;;;;;;;;2743.0;448.0;447.0;
194;Auto, kampeerauto;2002;7617.0;13.5;911.0;2268.0;331.0;765.0;155.0;1321.0;493.0;11.0;0.0;1363.0;523.0;7094.0;667.0;435.0;946.0;707.0;1462.0;1101.0;1422.0;356.0;7617.0;;;;;;;;;;3598.0;472.0;471.0;
195;Auto, kampeerauto;2003;7253.0;13.2;984.0;2035.0;323.0;854.0;121.0;1228.0;470.0;7.0;1.0;1231.0;406.0;6847.0;515.0;480.0;985.0;823.0;1369.0;921.0;1371.0;383.0;;;;;;;;;;;3478.0;479.0;476.0;
196;Trein, autoslaaptrein;2000;280.0;13.2;5.0;58.0;9.0;50.0;14.0;23.0;25.0;0.0;0.0;95.0;0.0;280.0;;25.0;128.0;34.0;18.0;32.0;28.0;15.0;;280.0;;;;;;;;;194.0;694.0;;694.0
197;Trein, autoslaaptrein;2001;317.0;10.9;18.0;109.0;4.0;57.0;;36.0;15.0;0.0;0.0;;0.0;316.0;;15.0;191.0;69.0;20.0;16.0;2.0;4.0;;317.0;;;;;;;;;237.0;747.0;;747.0
198;Trein, autoslaaptrein;2002;352.0;10.5;29.0;96.0;4.0;60.0;24.0;35.0;39.0;6.0;0.0;58.0;0.0;352.0;43.0;11.0;124.0;46.0;44.0;23.0;7.0;54.0;;352.0;;;;;;;;;228.0;649.0;;649.0
199;Trein, autoslaaptrein;2003;307.0;9.8;21.0;93.0;;40.0;6.0;82.0;12.0;2.0;0.0;51.0;7.0;300.0;50.0;16.0;119.0;45.0;9.0;16.0;7.0;38.0;;;;;;;;;;;199.0;648.0;;648.0
200;Touringcar;2000;1039.0;9.9;12.0;129.0;264.0;137.0;107.0;111.0;76.0;0.0;0.0;202.0;10.0;1028.0;;16.0;799.0;101.0;21.0;50.0;8.0;32.0;;;1039.0;;;;;;;;559.0;538.0;;538.0
201;Touringcar;2001;1135.0;9.7;22.0;105.0;290.0;194.0;;156.0;120.0;0.0;0.0;;0.0;1134.0;;25.0;910.0;106.0;3.0;61.0;3.0;27.0;;;1135.0;;;;;;;;643.0;567.0;;567.0
202;Touringcar;2002;838.0;10.6;6.0;145.0;212.0;169.0;21.0;85.0;63.0;2.0;0.0;136.0;0.0;838.0;4.0;3.0;606.0;100.0;2.0;56.0;2.0;66.0;;;838.0;;;;;;;;530.0;632.0;;632.0
203;Touringcar;2003;844.0;9.7;20.0;96.0;209.0;148.0;22.0;127.0;45.0;2.0;0.0;174.0;4.0;844.0;12.0;10.0;600.0;79.0;18.0;34.0;2.0;90.0;;;;;;;;;;;517.0;612.0;;612.0
204;Vliegtuig;2000;3842.0;13.5;0.0;58.0;874.0;15.0;38.0;12.0;134.0;580.0;374.0;1756.0;43.0;3800.0;;255.0;1914.0;1275.0;172.0;103.0;8.0;72.0;;;;3842.0;;;;;;;4126.0;1074.0;;1074.0
205;Vliegtuig;2001;3993.0;13.5;0.0;17.0;1018.0;16.0;;2.0;139.0;565.0;521.0;;19.0;3975.0;;255.0;2058.0;1186.0;255.0;75.0;4.0;140.0;;;;3993.0;;;;;;;4326.0;1084.0;;1084.0
206;Vliegtuig;2002;3926.0;12.9;0.0;57.0;1058.0;10.0;131.0;1.0;148.0;537.0;610.0;1372.0;55.0;3870.0;516.0;89.0;1799.0;1064.0;181.0;38.0;38.0;144.0;;;;3926.0;;;;;;;4232.0;1078.0;;1078.0
207;Vliegtuig;2003;4290.0;13.4;;68.0;1038.0;18.0;142.0;3.0;173.0;514.0;706.0;1628.0;38.0;4252.0;488.0;80.0;2093.0;1121.0;196.0;50.0;46.0;179.0;;;;;;;;;;;4601.0;1072.0;;1072.0
208;Boot;2000;40.0;;6.0;6.0;0.0;0.0;5.0;15.0;0.0;0.0;0.0;8.0;20.0;20.0;;0.0;0.0;0.0;0.0;0.0;0.0;20.0;;;;;40.0;;;;;;;;;
209;Boot;2001;47.0;;17.0;0.0;0.0;0.0;;16.0;0.0;0.0;0.0;;14.0;33.0;;0.0;0.0;0.0;0.0;0.0;0.0;33.0;;;;;47.0;;;;;;;;;
210;Boot;2002;44.0;;4.0;5.0;1.0;0.0;7.0;23.0;0.0;0.0;0.0;4.0;0.0;44.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;39.0;;;;;44.0;;;;;;;;;
211;Boot;2003;44.0;;2.0;0.0;0.0;0.0;3.0;30.0;0.0;0.0;0.0;9.0;2.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;;;;;;;;;;;;;1250.0;
212;Veerboot, ferry;2000;102.0;;0.0;0.0;0.0;0.0;87.0;0.0;0.0;0.0;0.0;15.0;0.0;102.0;;2.0;48.0;5.0;25.0;9.0;12.0;1.0;;;;;102.0;;;;;;;;;
213;Veerboot, ferry;2001;93.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;93.0;;0.0;42.0;5.0;24.0;5.0;9.0;7.0;;;;;93.0;;;;;;;;;
214;Veerboot, ferry;2002;120.0;;0.0;0.0;0.0;0.0;104.0;0.0;0.0;0.0;0.0;14.0;0.0;120.0;33.0;8.0;23.0;0.0;13.0;12.0;14.0;17.0;;;;;120.0;;;;;;;;;
215;Veerboot, ferry;2003;129.0;;0.0;0.0;3.0;0.0;99.0;0.0;5.0;0.0;0.0;21.0;2.0;126.0;13.0;7.0;42.0;6.0;13.0;7.0;21.0;18.0;;;;;;;;;;;;;;
216;Overige vervoermiddelen;2000;53.0;;3.0;13.0;0.0;2.0;5.0;2.0;0.0;0.0;0.0;30.0;8.0;46.0;;0.0;9.0;3.0;7.0;13.0;0.0;13.0;;;;;53.0;;;;;;;;;
217;Overige vervoermiddelen;2001;54.0;;2.0;24.0;5.0;2.0;;9.0;0.0;0.0;0.0;;16.0;38.0;;0.0;16.0;0.0;4.0;19.0;0.0;0.0;;;;;54.0;;;;;;;;;
218;Overige vervoermiddelen;2002;236.0;;15.0;66.0;35.0;28.0;12.0;22.0;22.0;3.0;3.0;31.0;7.0;229.0;12.0;0.0;75.0;19.0;32.0;26.0;35.0;32.0;;;;;236.0;;;;;;;;;
