ID;BedrijfstakkenBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
517;Vervaardiging duurzame consumentenart.;2019 1e kwartaal;106.9;-2.5;106.7;2.4;15.7;33.9;17.2;4.8;4.9;12.3;2.1;2.4;6.0;-33.3;;;;;;;;;;
518;Vervaardiging duurzame consumentenart.;2019 2e kwartaal;108.9;2.0;106.9;2.3;19.0;12.6;23.9;6.6;5.2;6.9;2.5;5.7;7.0;-12.5;;;;;;;;;;
519;Vervaardiging duurzame consumentenart.;2019 3e kwartaal;96.0;-1.7;107.4;2.1;0.2;11.6;5.2;9.1;5.3;5.3;8.0;3.4;8.0;166.7;;;;;;;;;;
520;Vervaardiging duurzame consumentenart.;2019 4e kwartaal;110.6;-3.3;108.0;2.8;12.3;21.1;11.8;9.9;5.2;3.5;11.1;7.7;5.0;-28.6;;;;;;;;;;
521;Vervaardiging duurzame consumentenart.;2019;105.6;-1.4;107.2;2.4;;;;;;;;;26.0;-3.7;;;;;;;;;;
522;Vervaardiging duurzame consumentenart.;2020 1e kwartaal;110.2;3.1;109.3;2.4;2.3;36.7;3.9;7.7;5.9;17.8;10.1;8.6;5.0;-16.7;;;;;;;;;;
523;Vervaardiging duurzame consumentenart.;2020 2e kwartaal;93.5;-14.2;109.6;2.6;-84.9;1.2;-36.4;23.4;2.9;1.3;1.8;0.5;7.0;0.0;;;;;;;;;;
524;Vervaardiging duurzame consumentenart.;2020 3e kwartaal;93.2;-2.9;109.5;2.0;-0.7;3.2;-7.8;25.9;5.6;11.8;6.7;1.7;6.0;-25.0;;;;;;;;;;
525;Vervaardiging duurzame consumentenart.;2020 4e kwartaal;105.5;-4.6;109.7;1.6;-1.0;5.0;-2.3;20.8;2.0;14.9;4.1;3.4;7.0;40.0;;;;;;;;;;
526;Vervaardiging duurzame consumentenart.;2020;100.6;-4.7;109.5;2.1;;;;;;;;;25.0;-3.8;;;;;;;;;;
527;Vervaardiging duurzame consumentenart.;2021 1e kwartaal;108.5;-1.6;110.3;0.9;1.7;32.6;7.6;18.8;2.8;7.0;2.2;-2.0;1.0;-80.0;;;;;;;;;;
528;Vervaardiging duurzame consumentenart.;2021 2e kwartaal;111.6;19.3;110.9;1.2;14.8;24.0;4.5;19.7;3.2;6.5;2.3;3.1;3.0;-57.1;;;;;;;;;;
529;Vervaardiging duurzame consumentenart.;2021 3e kwartaal;105.5;13.2;113.0;3.2;7.7;46.9;23.2;10.5;3.1;6.7;6.0;4.6;3.0;-50.0;;;;;;;;;;
530;Vervaardiging duurzame consumentenart.;2021 4e kwartaal;121.5;15.2;114.5;4.4;27.9;41.3;24.6;6.0;5.0;11.8;3.2;4.7;4.0;-42.9;;;;;;;;;;
531;Vervaardiging duurzame consumentenart.;2021;111.8;11.1;112.2;2.4;;;;;;;;;11.0;-56.0;;;;;;;;;;
532;Vervaardiging duurzame consumentenart.;2022 1e kwartaal;119.8;10.5;118.1;7.0;5.1;51.6;29.8;4.5;3.6;14.7;4.9;1.2;5.0;400.0;;;;;;;;;;
533;Vervaardiging duurzame consumentenart.;2022 2e kwartaal;125.8;12.7;121.0;9.0;17.9;62.8;18.2;7.8;2.8;0.9;1.4;1.8;2.0;-33.3;;;;;;;;;;
534;Vervaardiging duurzame consumentenart.;2022 3e kwartaal;112.9;7.0;125.0;10.7;1.9;57.2;15.4;12.6;3.7;6.3;-0.8;1.7;4.0;33.3;;;;;;;;;;
535;Vervaardiging duurzame consumentenart.;2022 4e kwartaal;126.7;4.3;126.7;10.7;-0.1;56.2;7.2;17.2;7.6;-0.4;0.6;2.3;3.0;-25.0;;;;;;;;;;
536;Vervaardiging duurzame consumentenart.;2022;121.3;8.5;122.7;9.4;;;;;;;;;14.0;27.3;;;;;;;;;;
537;Vervaardiging duurzame consumentenart.;2023 1e kwartaal;123.5;3.0;131.1;11.0;-9.7;53.2;4.5;11.9;10.5;3.7;2.2;2.4;10.0;100.0;;;;;;;;;;
538;Vervaardiging duurzame consumentenart.;2023 2e kwartaal;;;131.6;8.8;5.4;25.4;6.5;14.7;4.7;4.1;2.9;-1.0;5.0;150.0;;;;;;;;;;
539;F Bouwnijverheid;2008 1e kwartaal;;;;;;;;;;;;;159.0;-5.9;;;;;;;;;;
540;F Bouwnijverheid;2008 2e kwartaal;;;;;;;;;;;;;146.0;-2.7;;;;;;;;;;
541;F Bouwnijverheid;2008 3e kwartaal;;;;;;;;;;;;;160.0;-9.1;;;;;;;;;;
542;F Bouwnijverheid;2008 4e kwartaal;;;;;8.2;30.6;3.9;12.2;1.5;1.8;;;194.0;36.6;;;;;;;;;;
543;F Bouwnijverheid;2008;;;;;;;;;;;;;659.0;3.5;;;;;;;;;;
544;F Bouwnijverheid;2009 1e kwartaal;100.9;;;;-27.7;-4.6;-13.7;18.8;1.1;-6.2;;;253.0;59.1;;;;;;;;;;
545;F Bouwnijverheid;2009 2e kwartaal;118.1;;;;-14.4;-21.4;-23.9;32.8;2.1;-12.3;;;255.0;74.7;;;;;;;;;;
546;F Bouwnijverheid;2009 3e kwartaal;103.4;;;;-22.5;-25.0;-30.4;34.5;2.2;-13.2;;;258.0;61.3;;;;;;;;;;
547;F Bouwnijverheid;2009 4e kwartaal;124.0;;;;-19.4;-19.5;-28.5;35.0;0.8;-13.4;;;286.0;47.4;;;;;;;;;;
548;F Bouwnijverheid;2009;111.6;;;;;;;;;;;;1052.0;59.6;591.4;93429.0;91956.0;1473.0;85779.0;53647.0;21181.0;9008.0;1943.0;7650.0
549;F Bouwnijverheid;2010 1e kwartaal;82.8;-18.0;;;-27.8;-12.8;-19.0;42.3;0.4;-9.2;;;351.0;38.7;;;;;;;;;;
550;F Bouwnijverheid;2010 2e kwartaal;107.2;-9.2;;;13.6;-10.4;-13.5;42.1;0.1;-12.8;;;301.0;18.0;;;;;;;;;;
551;F Bouwnijverheid;2010 3e kwartaal;95.6;-7.6;;;-14.2;-16.2;-15.3;39.0;0.7;-14.9;;;258.0;0.0;;;;;;;;;;
552;F Bouwnijverheid;2010 4e kwartaal;117.1;-5.6;;;-5.6;-10.4;-17.5;40.8;2.0;-9.6;;;244.0;-14.7;;;;;;;;;;
553;F Bouwnijverheid;2010;100.6;-9.8;;;;;;;;;;;1154.0;9.7;578.3;86293.0;84245.0;2049.0;79419.0;47788.0;20827.0;8758.0;2046.0;6875.0
554;F Bouwnijverheid;2011 1e kwartaal;90.5;9.4;;;-12.1;3.3;-9.3;31.5;0.3;-3.1;;;283.0;-19.4;;;;;;;;;;
555;F Bouwnijverheid;2011 2e kwartaal;110.1;2.8;;;-4.5;1.1;-3.5;34.5;1.2;-7.0;;;228.0;-24.3;;;;;;;;;;
556;F Bouwnijverheid;2011 3e kwartaal;97.9;2.4;;;-7.4;4.4;-5.7;32.8;0.7;-1.5;;;279.0;8.1;;;;;;;;;;
557;F Bouwnijverheid;2011 4e kwartaal;119.8;2.3;;;-12.5;-6.1;-25.5;39.5;1.2;-10.8;;;305.0;25.0;;;;;;;;;;
558;F Bouwnijverheid;2011;104.6;3.9;;;;;;;;;;;1095.0;-5.1;568.6;90272.0;87866.0;2406.0;83662.0;51063.0;21619.0;8988.0;1991.0;6610.0
559;F Bouwnijverheid;2012 1e kwartaal;82.3;-9.1;;;-30.8;-6.8;-26.9;43.5;1.0;-13.2;;;358.0;26.5;;;;;;;;;;
560;F Bouwnijverheid;2012 2e kwartaal;102.5;-6.9;;;-24.9;-4.2;-29.2;44.5;2.7;-18.4;;;384.0;68.4;;;;;;;;;;
561;F Bouwnijverheid;2012 3e kwartaal;93.6;-4.3;;;-41.7;-16.2;-33.5;48.1;3.5;-20.9;;;355.0;27.2;;;;;;;;;;
562;F Bouwnijverheid;2012 4e kwartaal;108.7;-9.2;;;-30.0;-17.4;-42.8;49.4;1.6;-19.5;;;372.0;22.0;;;;;;;;;;
563;F Bouwnijverheid;2012;96.8;-7.5;;;;;;;;;;;1469.0;34.2;552.2;82983.0;80431.0;2552.0;77862.0;46450.0;20956.0;8560.0;1895.0;5121.0
564;F Bouwnijverheid;2013 1e kwartaal;74.6;-9.3;;;-36.4;-11.9;-44.0;58.2;0.5;-21.8;;;501.0;39.9;;;;;;;;;;
565;F Bouwnijverheid;2013 2e kwartaal;95.7;-6.6;;;-24.7;-14.6;-32.3;51.2;1.2;-20.0;;;464.0;20.8;;;;;;;;;;
566;F Bouwnijverheid;2013 3e kwartaal;88.7;-5.2;;;-15.6;-15.9;-32.7;43.6;2.0;-6.6;;;362.0;2.0;;;;;;;;;;
567;F Bouwnijverheid;2013 4e kwartaal;109.8;1.0;;;-4.3;-8.8;-32.6;38.2;2.0;-8.6;;;295.0;-20.7;;;;;;;;;;
568;F Bouwnijverheid;2013;92.2;-4.7;;;;;;;;;;;1622.0;10.4;524.8;78233.0;75755.0;2478.0;73134.0;43388.0;19792.0;8159.0;1795.0;5100.0
569;F Bouwnijverheid;2014 1e kwartaal;78.2;4.8;;;-21.0;-4.2;-27.5;47.0;1.1;-6.4;;;268.0;-46.5;;;;;;;;;;
570;F Bouwnijverheid;2014 2e kwartaal;94.4;-1.4;;;9.2;-3.9;-13.4;42.6;0.7;-2.9;;;254.0;-45.3;;;;;;;;;;
571;F Bouwnijverheid;2014 3e kwartaal;87.6;-1.3;;;5.0;-2.4;-12.4;35.2;1.7;-2.0;;;246.0;-32.0;;;;;;;;;;
572;F Bouwnijverheid;2014 4e kwartaal;118.1;7.6;;;3.3;-0.9;-12.0;29.1;1.6;-1.3;;;220.0;-25.4;;;;;;;;;;
573;F Bouwnijverheid;2014;94.6;2.6;;;;;;;;;;;988.0;-39.1;518.8;78848.0;76716.0;2132.0;72311.0;43462.0;19340.0;7972.0;1538.0;6536.0
574;F Bouwnijverheid;2015 1e kwartaal;82.8;5.9;;;4.4;3.5;-11.5;27.6;0.9;1.8;;;246.0;-8.2;;;;;;;;;;
575;F Bouwnijverheid;2015 2e kwartaal;103.8;9.9;;;37.8;9.9;2.4;27.0;2.4;6.8;;;203.0;-20.1;;;;;;;;;;
576;F Bouwnijverheid;2015 3e kwartaal;95.0;8.4;;;21.4;19.6;13.5;17.3;0.1;5.6;;;154.0;-37.4;;;;;;;;;;
577;F Bouwnijverheid;2015 4e kwartaal;118.5;0.3;;;19.8;23.0;7.8;19.3;1.8;4.2;;;201.0;-8.6;;;;;;;;;;
578;F Bouwnijverheid;2015;100.0;5.7;;;;;;;;;;;804.0;-18.6;515.0;82715.0;80595.0;2120.0;75517.0;46466.0;19529.0;8031.0;1491.0;7198.0
579;F Bouwnijverheid;2016 1e kwartaal;88.3;6.6;;;9.8;19.3;-1.4;20.0;0.5;13.8;;;155.0;-37.0;;;;;;;;;;
580;F Bouwnijverheid;2016 2e kwartaal;107.8;3.9;;;38.1;21.1;9.5;21.4;1.3;14.0;;;139.0;-31.5;;;;;;;;;;
581;F Bouwnijverheid;2016 3e kwartaal;102.0;7.4;;;34.4;32.0;24.8;9.9;0.4;12.9;;;133.0;-13.6;;;;;;;;;;
582;F Bouwnijverheid;2016 4e kwartaal;127.3;7.4;;;45.6;31.4;20.7;16.8;0.5;14.9;;;112.0;-44.3;;;;;;;;;;
583;F Bouwnijverheid;2016;106.3;6.3;;;;;;;;;;;539.0;-33.0;534.8;88959.0;88133.0;826.0;80640.0;50135.0;20424.0;8502.0;1579.0;8318.0
584;F Bouwnijverheid;2017 1e kwartaal;93.7;6.1;;;25.9;42.1;23.6;12.9;0.3;16.3;;;143.0;-7.7;;;;;;;;;;
585;F Bouwnijverheid;2017 2e kwartaal;114.6;6.3;;;42.4;36.3;31.5;13.3;0.2;13.4;;;125.0;-10.1;;;;;;;;;;
586;F Bouwnijverheid;2017 3e kwartaal;106.1;4.0;;;40.2;51.0;31.8;10.3;0.1;13.5;;;97.0;-27.1;;;;;;;;;;
587;F Bouwnijverheid;2017 4e kwartaal;137.1;7.7;;;41.8;56.3;30.0;4.7;0.5;15.0;;;104.0;-7.1;;;;;;;;;;
588;F Bouwnijverheid;2017;112.9;6.1;;;;;;;;;;;469.0;-13.0;562.4;94932.0;91733.0;3199.0;85004.0;54230.0;20644.0;8559.0;1570.0;9928.0
589;F Bouwnijverheid;2018 1e kwartaal;101.3;8.1;;;33.5;66.3;35.2;4.0;0.4;17.5;;;108.0;-24.5;;;;;;;;;;
590;F Bouwnijverheid;2018 2e kwartaal;128.4;12.0;;;57.6;61.0;31.9;3.9;0.2;18.7;;;103.0;-17.6;;;;;;;;;;
591;F Bouwnijverheid;2018 3e kwartaal;116.2;9.5;;;47.6;70.0;39.8;2.9;0.4;12.4;;;120.0;23.7;;;;;;;;;;
592;F Bouwnijverheid;2018 4e kwartaal;151.4;10.4;;;37.2;52.9;26.8;4.7;0.4;13.4;;;121.0;16.3;;;;;;;;;;
593;F Bouwnijverheid;2018;124.3;10.1;;;;;;;;;;;452.0;-3.6;588.2;105972.0;101599.0;4373.0;94594.0;60827.0;22501.0;9535.0;1731.0;11378.0
594;F Bouwnijverheid;2019 1e kwartaal;113.3;11.9;;;25.1;56.0;25.6;6.7;0.4;11.7;;;116.0;7.4;;;;;;;;;;
595;F Bouwnijverheid;2019 2e kwartaal;137.8;7.3;;;48.0;45.2;24.7;5.8;0.7;9.8;;;115.0;11.7;;;;;;;;;;
596;F Bouwnijverheid;2019 3e kwartaal;127.3;9.6;;;27.1;34.0;17.8;7.9;0.2;5.1;;;134.0;11.7;;;;;;;;;;
597;F Bouwnijverheid;2019 4e kwartaal;154.9;2.3;;;16.2;23.5;11.6;7.5;1.2;5.9;;;142.0;17.4;;;;;;;;;;
598;F Bouwnijverheid;2019;133.3;7.3;;;;;;;;;;;507.0;12.2;618.4;115767.0;110768.0;4999.0;102710.0;66419.0;23913.0;10261.0;2117.0;13057.0
599;F Bouwnijverheid;2020 1e kwartaal;124.1;9.6;;;1.4;30.4;7.6;10.0;0.3;7.1;;;125.0;7.8;;;;;;;;;;
600;F Bouwnijverheid;2020 2e kwartaal;138.2;0.3;;;-43.3;0.3;-19.5;15.1;0.4;-2.5;;;117.0;1.7;;;;;;;;;;
601;F Bouwnijverheid;2020 3e kwartaal;129.0;1.3;;;-2.6;2.8;-3.1;14.5;0.1;0.7;;;95.0;-29.1;;;;;;;;;;
602;F Bouwnijverheid;2020 4e kwartaal;159.0;2.6;;;13.2;9.2;2.3;12.4;0.1;-1.3;;;101.0;-28.9;;;;;;;;;;
603;F Bouwnijverheid;2020;137.6;3.2;;;;;;;;;;;438.0;-13.6;652.5;120356.0;116634.0;3722.0;105953.0;67833.0;25367.0;10354.0;2399.0;14403.0
604;F Bouwnijverheid;2021 1e kwartaal;126.9;2.2;;;0.2;21.5;10.5;15.7;0.1;1.8;;;81.0;-35.2;;;;;;;;;;
605;F Bouwnijverheid;2021 2e kwartaal;152.1;10.1;;;28.2;38.5;21.0;12.3;0.0;4.6;;;78.0;-33.3;;;;;;;;;;
606;F Bouwnijverheid;2021 3e kwartaal;138.4;7.3;;;20.6;63.0;14.7;10.6;0.0;6.5;;;72.0;-24.2;;;;;;;;;;
607;F Bouwnijverheid;2021 4e kwartaal;175.2;10.2;;;26.1;62.6;21.7;6.5;0.0;5.5;;;86.0;-14.9;;;;;;;;;;
608;F Bouwnijverheid;2021;148.1;7.7;;;;;;;;;;;317.0;-27.6;688.1;129675.0;125234.0;4441.0;113682.0;73205.0;26717.0;11150.0;2610.0;15993.0
609;F Bouwnijverheid;2022 1e kwartaal;138.1;8.9;;;12.3;74.5;22.1;5.1;0.0;3.9;;;81.0;0.0;;;;;;;;;;
610;F Bouwnijverheid;2022 2e kwartaal;166.4;9.4;;;14.9;84.5;15.7;6.7;0.2;-1.8;;;76.0;-2.6;;;;;;;;;;
611;F Bouwnijverheid;2022 3e kwartaal;150.3;8.6;;;12.5;69.9;15.0;8.5;0.0;1.3;;;88.0;22.2;;;;;;;;;;
612;F Bouwnijverheid;2022 4e kwartaal;191.7;9.4;;;11.1;74.3;11.5;8.0;0.4;-1.8;;;95.0;10.5;;;;;;;;;;
613;F Bouwnijverheid;2022;161.6;9.1;;;;;;;;;;;340.0;7.3;;;;;;;;;;
614;F Bouwnijverheid;2023 1e kwartaal;153.6;11.2;;;0.5;63.9;15.7;7.3;4.0;-3.4;;;94.0;16.0;;;;;;;;;;
615;F Bouwnijverheid;2023 2e kwartaal;;;;;20.3;32.4;14.2;13.7;3.5;1.5;;;113.0;48.7;;;;;;;;;;
616;45 Autohandel en -reparatie;2008 1e kwartaal;119.1;2.0;;;;;;;;;;;19.0;-62.7;;;;;;;;;;
617;45 Autohandel en -reparatie;2008 2e kwartaal;112.3;-2.8;;;7.0;16.6;8.9;;;;;;20.0;-42.9;;;;;;;;;;
618;45 Autohandel en -reparatie;2008 3e kwartaal;101.2;-4.5;;;-13.2;16.1;-1.0;;;;;;38.0;-20.8;;;;;;;;;;
619;45 Autohandel en -reparatie;2008 4e kwartaal;94.8;-12.4;;;-16.3;12.9;4.7;;;;;;53.0;165.0;;;;;;;;;;
620;45 Autohandel en -reparatie;2008;106.9;-4.3;;;;;;;;;;;130.0;-15.6;;;;;;;;;;
621;45 Autohandel en -reparatie;2009 1e kwartaal;97.6;-18.1;;;-37.6;8.5;-21.8;;;;;;72.0;278.9;;;;;;;;;;
622;45 Autohandel en -reparatie;2009 2e kwartaal;91.4;-18.6;;;-41.5;-10.9;-26.9;;;;;;120.0;500.0;;;;;;;;;;
623;45 Autohandel en -reparatie;2009 3e kwartaal;84.7;-16.4;;;-50.3;-10.1;-31.4;;;;;;37.0;-2.6;;;;;;;;;;
624;45 Autohandel en -reparatie;2009 4e kwartaal;86.8;-8.4;;;-35.8;-3.9;-19.7;;;;;;48.0;-9.4;;;;;;;;;;
625;45 Autohandel en -reparatie;2009;90.1;-15.7;;;;;;;;;;;277.0;113.1;147.1;54279.0;54133.0;146.0;52886.0;41690.0;4335.0;6297.0;564.0;1394.0
626;45 Autohandel en -reparatie;2010 1e kwartaal;99.0;1.5;;;8.0;17.1;-8.7;;;;;;52.0;-27.8;;;;;;;;;;
627;45 Autohandel en -reparatie;2010 2e kwartaal;98.8;8.1;;;9.5;14.3;-1.1;;;;;;33.0;-72.5;;;;;;;;;;
628;45 Autohandel en -reparatie;2010 3e kwartaal;93.9;10.9;;;-20.0;10.9;-6.5;;;;;;52.0;40.5;;;;;;;;;;
629;45 Autohandel en -reparatie;2010 4e kwartaal;98.9;14.0;;;9.2;10.5;4.8;;;;;;41.0;-14.6;;;;;;;;;;
630;45 Autohandel en -reparatie;2010;97.7;8.4;;;;;;;;;;;178.0;-35.7;153.4;58122.0;57981.0;140.0;56116.0;44980.0;4619.0;5917.0;599.0;2006.0
631;45 Autohandel en -reparatie;2011 1e kwartaal;110.7;11.8;;;48.9;29.6;5.4;;;;;;41.0;-21.2;;;;;;;;;;
632;45 Autohandel en -reparatie;2011 2e kwartaal;108.1;9.4;;;-3.1;10.8;-1.6;;;;;;37.0;12.1;;;;;;;;;;
633;45 Autohandel en -reparatie;2011 3e kwartaal;98.8;5.2;;;-12.8;14.5;-1.4;;;;;;43.0;-17.3;;;;;;;;;;
634;45 Autohandel en -reparatie;2011 4e kwartaal;100.7;1.7;;;-7.2;3.3;-1.1;20.4;10.2;-6.8;;;41.0;0.0;;;;;;;;;;
635;45 Autohandel en -reparatie;2011;104.6;7.1;;;;;;;;;;;162.0;-9.0;157.3;66034.0;65818.0;216.0;63881.0;52152.0;4848.0;6247.0;635.0;2153.0
636;45 Autohandel en -reparatie;2012 1e kwartaal;106.5;-3.8;;;6.0;23.5;4.2;32.1;10.5;-0.4;;;48.0;17.1;;;;;;;;;;
637;45 Autohandel en -reparatie;2012 2e kwartaal;110.8;2.5;;;-23.0;-1.9;-11.4;38.7;14.9;-11.7;;;44.0;18.9;;;;;;;;;;
638;45 Autohandel en -reparatie;2012 3e kwartaal;87.4;-11.5;;;-58.7;6.1;-34.3;46.7;13.8;-15.3;;;41.0;-4.7;;;;;;;;;;
639;45 Autohandel en -reparatie;2012 4e kwartaal;90.6;-10.0;;;-43.3;1.9;-33.4;47.4;18.9;-23.1;;;60.0;46.3;;;;;;;;;;
640;45 Autohandel en -reparatie;2012;98.8;-5.5;;;;;;;;;;;193.0;19.1;153.9;63198.0;62979.0;219.0;61546.0;50505.0;4842.0;5574.0;624.0;1652.0
641;45 Autohandel en -reparatie;2013 1e kwartaal;89.3;-16.2;;;-9.2;8.9;-36.1;49.7;16.7;-21.1;;;58.0;20.8;;;;;;;;;;
642;45 Autohandel en -reparatie;2013 2e kwartaal;92.9;-16.2;;;-25.2;-6.2;-32.5;50.0;12.6;-11.1;;;59.0;34.1;;;;;;;;;;
643;45 Autohandel en -reparatie;2013 3e kwartaal;85.4;-2.3;;;-39.3;-3.0;-25.4;46.7;11.7;-2.7;;;62.0;51.2;;;;;;;;;;
644;45 Autohandel en -reparatie;2013 4e kwartaal;101.5;12.0;;;-10.5;-2.4;-18.4;50.6;14.4;-13.7;;;57.0;-5.0;;;;;;;;;;
645;45 Autohandel en -reparatie;2013;92.2;-6.7;;;;;;;;;;;236.0;22.3;151.3;60287.0;60083.0;204.0;58697.0;47998.0;4793.0;5293.0;613.0;1590.0
646;45 Autohandel en -reparatie;2014 1e kwartaal;90.6;1.5;;;10.6;13.5;-6.0;42.6;12.1;-8.6;;;42.0;-27.6;;;;;;;;;;
647;45 Autohandel en -reparatie;2014 2e kwartaal;91.9;-1.1;;;-9.6;-1.8;-20.0;43.0;13.3;-13.9;;;34.0;-42.4;;;;;;;;;;
648;45 Autohandel en -reparatie;2014 3e kwartaal;85.0;-0.5;;;-17.5;-6.7;-23.9;42.9;11.0;2.5;;;61.0;-1.6;;;;;;;;;;
649;45 Autohandel en -reparatie;2014 4e kwartaal;95.1;-6.3;;;13.5;-0.7;-6.9;39.8;13.4;-1.3;;;53.0;-7.0;;;;;;;;;;
650;45 Autohandel en -reparatie;2014;90.6;-1.8;;;;;;;;;;;190.0;-19.5;152.2;58359.0;58160.0;199.0;56682.0;46162.0;4681.0;5258.0;581.0;1678.0
651;45 Autohandel en -reparatie;2015 1e kwartaal;92.1;1.7;;;8.7;11.9;-18.2;35.3;9.9;4.9;;;40.0;-4.8;;;;;;;;;;
652;45 Autohandel en -reparatie;2015 2e kwartaal;96.9;5.4;;;8.9;-1.6;-5.5;33.5;8.4;2.3;;;34.0;0.0;;;;;;;;;;
653;45 Autohandel en -reparatie;2015 3e kwartaal;94.0;10.6;;;-13.4;-2.3;-4.7;27.1;13.5;11.1;;;36.0;-41.0;;;;;;;;;;
654;45 Autohandel en -reparatie;2015 4e kwartaal;117.0;23.0;;;24.5;1.0;-3.1;24.3;14.8;2.8;;;34.0;-35.8;;;;;;;;;;
655;45 Autohandel en -reparatie;2015;100.0;10.3;;;;;;;;;;;144.0;-24.2;147.8;66118.0;65868.0;250.0;63835.0;53038.0;4609.0;5590.0;598.0;2283.0
656;45 Autohandel en -reparatie;2016 1e kwartaal;98.7;7.2;;;-12.7;13.4;-5.0;16.6;12.1;19.7;;;27.0;-32.5;;;;;;;;;;
657;45 Autohandel en -reparatie;2016 2e kwartaal;104.8;8.1;;;13.0;0.9;2.0;23.8;8.7;11.0;;;27.0;-20.6;;;;;;;;;;
658;45 Autohandel en -reparatie;2016 3e kwartaal;95.0;1.1;;;-7.2;0.5;0.0;19.5;10.0;6.6;;;33.0;-8.3;;;;;;;;;;
659;45 Autohandel en -reparatie;2016 4e kwartaal;108.1;-7.6;;;16.9;3.2;5.9;17.9;8.4;-1.3;;;22.0;-35.3;;;;;;;;;;
660;45 Autohandel en -reparatie;2016;101.7;1.7;;;;;;;;;;;109.0;-24.3;155.0;66341.0;66105.0;236.0;64009.0;52925.0;4862.0;5593.0;629.0;2332.0
661;45 Autohandel en -reparatie;2017 1e kwartaal;106.7;8.1;;;16.7;16.8;7.5;18.8;8.0;12.4;;;37.0;37.0;;;;;;;;;;
662;45 Autohandel en -reparatie;2017 2e kwartaal;110.1;5.1;;;15.5;2.9;5.8;15.5;8.1;15.8;;;18.0;-33.3;;;;;;;;;;
663;45 Autohandel en -reparatie;2017 3e kwartaal;98.8;4.0;;;6.3;0.7;9.3;15.9;9.0;12.1;;;24.0;-27.3;;;;;;;;;;
664;45 Autohandel en -reparatie;2017 4e kwartaal;108.7;0.6;;;26.9;5.2;8.1;17.2;5.8;8.1;;;29.0;31.8;;;;;;;;;;
665;45 Autohandel en -reparatie;2017;106.1;4.4;;;;;;;;;;;108.0;-0.9;159.8;70395.0;70160.0;235.0;67800.0;56283.0;4986.0;5899.0;632.0;2595.0
666;45 Autohandel en -reparatie;2018 1e kwartaal;112.6;5.5;;;24.0;20.9;19.4;14.6;5.9;13.5;;;12.0;-67.6;;;;;;;;;;
667;45 Autohandel en -reparatie;2018 2e kwartaal;117.8;7.0;;;13.9;6.9;22.0;11.1;5.6;5.8;;;28.0;55.6;;;;;;;;;;
668;45 Autohandel en -reparatie;2018 3e kwartaal;103.0;4.2;;;-12.9;6.9;23.2;10.1;5.3;-0.7;;;28.0;16.7;;;;;;;;;;
669;45 Autohandel en -reparatie;2018 4e kwartaal;109.6;0.8;;;22.6;8.6;12.4;9.1;6.1;1.2;;;16.0;-44.8;;;;;;;;;;
670;45 Autohandel en -reparatie;2018;110.7;4.4;;;;;;;;;;;84.0;-22.2;159.0;73235.0;73031.0;205.0;70676.0;58693.0;5137.0;6207.0;639.0;2559.0
671;45 Autohandel en -reparatie;2019 1e kwartaal;113.7;1.0;;;19.2;25.0;-0.6;13.4;6.2;3.7;;;29.0;141.7;;;;;;;;;;
672;45 Autohandel en -reparatie;2019 2e kwartaal;117.1;-0.6;;;0.0;1.9;5.7;14.6;4.9;-0.3;;;24.0;-14.3;;;;;;;;;;
673;45 Autohandel en -reparatie;2019 3e kwartaal;107.4;4.3;;;-23.8;1.8;0.2;17.1;8.4;-5.3;;;40.0;42.9;;;;;;;;;;
674;45 Autohandel en -reparatie;2019 4e kwartaal;118.4;7.9;;;8.5;6.0;-2.1;16.1;11.7;-6.2;;;19.0;18.8;;;;;;;;;;
675;45 Autohandel en -reparatie;2019;114.1;3.1;;;;;;;;;;;112.0;33.3;164.7;78693.0;78469.0;224.0;75783.0;62883.0;5474.0;6716.0;711.0;2910.0
676;45 Autohandel en -reparatie;2020 1e kwartaal;111.4;-2.0;;;-9.0;18.8;-3.6;15.7;9.7;1.6;;;23.0;-20.7;;;;;;;;;;
677;45 Autohandel en -reparatie;2020 2e kwartaal;87.5;-25.3;;;-81.6;-13.1;-38.2;35.6;5.9;-3.9;;;16.0;-33.3;;;;;;;;;;
678;45 Autohandel en -reparatie;2020 3e kwartaal;106.9;-0.5;;;3.2;-0.8;-11.2;41.0;6.1;-10.8;;;18.0;-55.0;;;;;;;;;;
679;45 Autohandel en -reparatie;2020 4e kwartaal;118.1;-0.2;;;-8.4;2.0;-13.8;40.1;6.7;-14.8;;;9.0;-52.6;;;;;;;;;;
680;45 Autohandel en -reparatie;2020;106.0;-7.2;;;;;;;;;;;66.0;-41.1;162.1;72549.0;72304.0;245.0;69835.0;58105.0;5368.0;5661.0;701.0;2713.0
