ID;BedrijfstakkenBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
2301;74 Design, fotografie, vertaalbureaus;2021 4e kwartaal;204.4;23.1;;;39.0;26.1;22.4;9.7;7.1;12.8;9.0;4.8;8.0;14.3;;;;;;;;;;
2302;74 Design, fotografie, vertaalbureaus;2021;165.9;18.4;;;;;;;;;;;29.0;-27.5;121.5;7514.0;7392.0;122.0;5273.0;2395.0;1530.0;1168.0;181.0;2241.0
2303;74 Design, fotografie, vertaalbureaus;2022 1e kwartaal;175.4;28.1;;;4.2;40.7;25.3;11.9;7.6;16.0;7.9;4.0;7.0;-22.2;;;;;;;;;;
2304;74 Design, fotografie, vertaalbureaus;2022 2e kwartaal;201.8;28.7;;;21.7;20.5;31.5;6.5;6.2;11.8;12.5;8.6;1.0;-85.7;;;;;;;;;;
2305;74 Design, fotografie, vertaalbureaus;2022 3e kwartaal;199.8;20.7;;;9.3;18.9;20.2;8.5;7.8;6.1;9.7;0.6;10.0;100.0;;;;;;;;;;
2306;74 Design, fotografie, vertaalbureaus;2022 4e kwartaal;233.6;14.3;;;20.6;41.7;17.4;8.2;7.9;3.9;2.7;0.6;14.0;75.0;;;;;;;;;;
2307;74 Design, fotografie, vertaalbureaus;2022;202.6;22.1;;;;;;;;;;;32.0;10.3;;;;;;;;;;
2308;74 Design, fotografie, vertaalbureaus;2023 1e kwartaal;199.5;13.8;;;17.0;50.1;25.9;10.1;8.6;7.9;11.7;2.9;8.0;14.3;;;;;;;;;;
2309;74 Design, fotografie, vertaalbureaus;2023 2e kwartaal;;;;;22.2;20.7;20.2;14.5;10.1;16.0;10.9;2.5;10.0;900.0;;;;;;;;;;
2310;N Verhuur en overige zakelijke diensten;2008 1e kwartaal;77.4;10.1;89.1;2.7;;;;;;;;;84.0;7.7;;;;;;;;;;
2311;N Verhuur en overige zakelijke diensten;2008 2e kwartaal;83.7;9.5;89.3;2.9;;;;;;;;;71.0;-15.5;;;;;;;;;;
2312;N Verhuur en overige zakelijke diensten;2008 3e kwartaal;87.4;6.2;89.5;2.9;;;;;;;;;70.0;-27.1;;;;;;;;;;
2313;N Verhuur en overige zakelijke diensten;2008 4e kwartaal;86.6;3.3;90.7;2.7;;;;;;;;;105.0;31.3;;;;;;;;;;
2314;N Verhuur en overige zakelijke diensten;2008;84.3;7.3;89.6;2.8;;;;;;;;;330.0;-2.4;;;;;;;;;;
2315;N Verhuur en overige zakelijke diensten;2009 1e kwartaal;76.0;-1.8;93.0;4.4;;;;;;;;;134.0;59.5;;;;;;;;;;
2316;N Verhuur en overige zakelijke diensten;2009 2e kwartaal;77.9;-6.9;93.0;4.1;;;;;;;;;153.0;115.5;;;;;;;;;;
2317;N Verhuur en overige zakelijke diensten;2009 3e kwartaal;82.5;-5.6;91.9;2.7;;;;;;;;;162.0;131.4;;;;;;;;;;
2318;N Verhuur en overige zakelijke diensten;2009 4e kwartaal;79.1;-8.6;93.1;2.6;;;;;;;;;140.0;33.3;;;;;;;;;;
2319;N Verhuur en overige zakelijke diensten;2009;79.3;-5.9;92.8;3.5;;;;;;;;;589.0;78.5;440.2;49683.0;49086.0;597.0;46138.0;19815.0;16366.0;5993.0;3965.0;3545.0
2320;N Verhuur en overige zakelijke diensten;2010 1e kwartaal;69.7;-8.3;94.4;1.5;;;;;;;;;139.0;3.7;;;;;;;;;;
2321;N Verhuur en overige zakelijke diensten;2010 2e kwartaal;76.7;-1.5;94.1;1.1;;;;;;;;;134.0;-12.4;;;;;;;;;;
2322;N Verhuur en overige zakelijke diensten;2010 3e kwartaal;85.0;3.1;92.7;0.8;;;;;;;;;113.0;-30.2;;;;;;;;;;
2323;N Verhuur en overige zakelijke diensten;2010 4e kwartaal;82.6;4.5;93.8;0.8;;;;;;;;;120.0;-14.3;;;;;;;;;;
2324;N Verhuur en overige zakelijke diensten;2010;78.7;-0.7;93.7;1.0;;;;;;;;;506.0;-14.1;458.2;49584.0;48994.0;589.0;45817.0;19822.0;16348.0;5802.0;3845.0;3767.0
2325;N Verhuur en overige zakelijke diensten;2011 1e kwartaal;74.3;6.7;95.4;1.2;;;;;;;;;126.0;-9.4;;;;;;;;;;
2326;N Verhuur en overige zakelijke diensten;2011 2e kwartaal;82.7;7.8;95.5;1.5;;;;;;;;;111.0;-17.2;;;;;;;;;;
2327;N Verhuur en overige zakelijke diensten;2011 3e kwartaal;88.5;4.1;94.2;1.7;;;;;;;;;123.0;8.8;;;;;;;;;;
2328;N Verhuur en overige zakelijke diensten;2011 4e kwartaal;85.6;3.6;95.4;1.7;15.4;2.7;-14.9;28.3;6.8;-8.3;1.4;0.6;131.0;9.2;;;;;;;;;;
2329;N Verhuur en overige zakelijke diensten;2011;82.9;5.3;95.1;1.5;;;;;;;;;491.0;-3.0;460.6;52897.0;52406.0;492.0;48779.0;22344.0;17053.0;6044.0;3339.0;4118.0
2330;N Verhuur en overige zakelijke diensten;2012 1e kwartaal;75.9;2.1;96.6;1.2;-5.1;36.7;-9.5;35.2;9.5;3.2;0.8;-0.4;138.0;9.5;;;;;;;;;;
2331;N Verhuur en overige zakelijke diensten;2012 2e kwartaal;85.6;3.5;96.2;0.7;18.4;-0.7;-6.1;35.9;11.5;-9.1;-0.8;-0.9;113.0;1.8;;;;;;;;;;
2332;N Verhuur en overige zakelijke diensten;2012 3e kwartaal;93.0;5.1;95.4;1.3;9.1;3.0;-22.2;42.5;18.6;-3.6;-0.8;-0.7;119.0;-3.3;;;;;;;;;;
2333;N Verhuur en overige zakelijke diensten;2012 4e kwartaal;85.9;0.3;96.7;1.4;2.1;1.0;-26.2;35.7;11.4;-7.1;-3.7;0.2;118.0;-9.9;;;;;;;;;;
2334;N Verhuur en overige zakelijke diensten;2012;84.8;2.3;96.2;1.1;;;;;;;;;488.0;-0.6;459.5;53605.0;53107.0;498.0;49179.0;22720.0;16855.0;5815.0;3789.0;4426.0
2335;N Verhuur en overige zakelijke diensten;2013 1e kwartaal;75.8;-0.1;98.5;2.0;-15.2;34.3;-19.5;43.7;13.2;-10.4;-4.3;-5.0;155.0;12.3;;;;;;;;;;
2336;N Verhuur en overige zakelijke diensten;2013 2e kwartaal;86.8;1.4;98.6;2.5;26.9;0.0;-8.6;34.4;16.3;-1.1;1.4;0.8;167.0;47.8;;;;;;;;;;
2337;N Verhuur en overige zakelijke diensten;2013 3e kwartaal;92.2;-0.9;97.8;2.5;1.4;-3.0;-15.1;45.2;12.4;-5.7;-4.6;-0.6;195.0;63.9;;;;;;;;;;
2338;N Verhuur en overige zakelijke diensten;2013 4e kwartaal;90.2;5.0;98.2;1.5;7.2;0.0;-15.8;32.9;14.5;2.7;0.5;0.3;153.0;29.7;;;;;;;;;;
2339;N Verhuur en overige zakelijke diensten;2013;86.3;1.7;98.3;2.1;;;;;;;;;670.0;37.3;457.3;54343.0;53868.0;475.0;49511.0;22435.0;17795.0;5645.0;3636.0;4832.0
2340;N Verhuur en overige zakelijke diensten;2014 1e kwartaal;77.6;2.3;99.2;0.7;-9.3;22.3;-21.7;28.6;15.6;-1.2;0.6;0.0;129.0;-16.8;;;;;;;;;;
2341;N Verhuur en overige zakelijke diensten;2014 2e kwartaal;89.4;3.0;99.0;0.4;21.3;3.8;2.4;26.3;14.1;-2.5;1.9;-0.2;128.0;-23.4;;;;;;;;;;
2342;N Verhuur en overige zakelijke diensten;2014 3e kwartaal;97.2;5.5;98.2;0.5;1.1;9.7;-10.2;31.7;12.5;-4.3;1.0;0.4;115.0;-41.0;;;;;;;;;;
2343;N Verhuur en overige zakelijke diensten;2014 4e kwartaal;95.7;6.1;99.6;1.5;7.5;2.6;-8.3;22.8;10.1;0.6;1.5;0.2;107.0;-30.1;;;;;;;;;;
2344;N Verhuur en overige zakelijke diensten;2014;90.0;4.3;99.0;0.8;;;;;;;;;479.0;-28.5;456.3;56951.0;56493.0;458.0;51200.0;22056.0;18774.0;6830.0;3542.0;5751.0
2345;N Verhuur en overige zakelijke diensten;2015 1e kwartaal;83.6;7.7;100.7;1.5;7.8;24.6;-7.1;22.1;10.6;6.9;1.8;1.6;115.0;-10.9;;;;;;;;;;
2346;N Verhuur en overige zakelijke diensten;2015 2e kwartaal;99.0;10.7;100.2;1.2;22.0;1.1;3.7;22.3;10.5;11.6;2.2;0.1;84.0;-34.4;;;;;;;;;;
2347;N Verhuur en overige zakelijke diensten;2015 3e kwartaal;109.3;12.4;99.2;0.9;1.2;0.4;-3.1;18.1;9.1;1.6;1.7;-0.1;84.0;-27.0;;;;;;;;;;
2348;N Verhuur en overige zakelijke diensten;2015 4e kwartaal;108.1;13.0;99.9;0.4;13.6;5.8;2.9;19.6;9.9;7.4;1.4;-0.5;91.0;-15.0;;;;;;;;;;
2349;N Verhuur en overige zakelijke diensten;2015;100.0;11.1;100.0;1.0;;;;;;;;;374.0;-21.9;466.6;64088.0;63480.0;609.0;57352.0;25421.0;20176.0;8004.0;3750.0;6737.0
2350;N Verhuur en overige zakelijke diensten;2016 1e kwartaal;93.6;12.0;101.3;0.6;9.8;33.1;3.0;13.5;11.3;4.6;;;97.0;-15.7;;;;;;;;;;
2351;N Verhuur en overige zakelijke diensten;2016 2e kwartaal;107.1;8.2;101.5;1.3;26.5;7.7;12.6;14.6;8.5;7.8;;;80.0;-4.8;;;;;;;;;;
2352;N Verhuur en overige zakelijke diensten;2016 3e kwartaal;118.1;8.0;100.7;1.5;2.5;8.0;-1.6;14.4;8.6;3.3;;;64.0;-23.8;;;;;;;;;;
2353;N Verhuur en overige zakelijke diensten;2016 4e kwartaal;116.1;7.3;101.3;1.3;5.4;4.3;-0.9;14.7;9.3;10.7;;;70.0;-23.1;;;;;;;;;;
2354;N Verhuur en overige zakelijke diensten;2016;108.7;8.7;101.2;1.2;;;;;;;;;311.0;-16.8;484.4;70503.0;69992.0;511.0;62701.0;27714.0;21426.0;9634.0;3928.0;7802.0
2355;N Verhuur en overige zakelijke diensten;2017 1e kwartaal;102.7;9.7;102.5;1.2;22.0;28.7;11.9;12.3;8.3;16.0;1.5;0.9;69.0;-28.9;;;;;;;;;;
2356;N Verhuur en overige zakelijke diensten;2017 2e kwartaal;118.9;11.0;102.6;1.1;35.5;7.1;15.1;8.9;7.1;4.4;1.3;0.7;82.0;2.5;;;;;;;;;;
2357;N Verhuur en overige zakelijke diensten;2017 3e kwartaal;128.7;9.0;102.2;1.5;20.5;9.5;18.0;6.7;7.8;9.9;1.3;0.0;71.0;10.9;;;;;;;;;;
2358;N Verhuur en overige zakelijke diensten;2017 4e kwartaal;124.0;6.9;103.1;1.8;18.7;11.7;13.8;7.4;7.5;6.9;1.6;1.0;61.0;-12.9;;;;;;;;;;
2359;N Verhuur en overige zakelijke diensten;2017;118.6;9.1;102.6;1.4;;;;;;;;;283.0;-9.0;502.2;80019.0;79572.0;447.0;71043.0;31001.0;24231.0;11527.0;4285.0;8977.0
2360;N Verhuur en overige zakelijke diensten;2018 1e kwartaal;112.2;9.2;104.8;2.3;14.2;39.3;15.3;7.6;6.1;10.8;2.2;0.5;59.0;-14.5;;;;;;;;;;
2361;N Verhuur en overige zakelijke diensten;2018 2e kwartaal;130.1;9.5;106.4;3.6;34.6;6.8;20.9;5.8;5.1;9.6;1.4;1.2;64.0;-22.0;;;;;;;;;;
2362;N Verhuur en overige zakelijke diensten;2018 3e kwartaal;141.4;9.9;106.5;4.2;20.9;11.3;15.7;4.5;4.7;14.1;1.8;1.3;62.0;-12.7;;;;;;;;;;
2363;N Verhuur en overige zakelijke diensten;2018 4e kwartaal;137.4;10.7;108.8;5.5;19.0;15.3;12.9;4.9;4.5;13.4;2.2;1.6;64.0;4.9;;;;;;;;;;
2364;N Verhuur en overige zakelijke diensten;2018;130.3;9.9;106.6;3.9;;;;;;;;;249.0;-12.0;522.7;89449.0;88921.0;528.0;79241.0;34024.0;27144.0;12996.0;5077.0;10209.0
2365;N Verhuur en overige zakelijke diensten;2019 1e kwartaal;119.6;6.6;111.2;6.0;22.3;45.5;15.8;6.2;4.1;15.8;;;64.0;8.5;;;;;;;;;;
2366;N Verhuur en overige zakelijke diensten;2019 2e kwartaal;138.0;6.0;111.6;4.9;29.7;8.5;25.7;6.6;3.9;8.8;;;76.0;18.8;;;;;;;;;;
2367;N Verhuur en overige zakelijke diensten;2019 3e kwartaal;147.8;4.5;110.5;3.8;16.8;13.1;15.6;7.3;4.9;9.7;;;66.0;6.5;;;;;;;;;;
2368;N Verhuur en overige zakelijke diensten;2019 4e kwartaal;142.3;3.6;111.9;2.8;4.1;20.0;12.4;3.8;4.8;5.8;;;73.0;14.1;;;;;;;;;;
2369;N Verhuur en overige zakelijke diensten;2019;136.9;5.1;111.3;4.3;;;;;;;;;279.0;12.0;544.3;95993.0;95419.0;574.0;83842.0;34751.0;28120.0;13073.0;7899.0;12151.0
2370;N Verhuur en overige zakelijke diensten;2020 1e kwartaal;115.6;-3.4;115.5;3.9;15.0;52.7;13.3;5.7;4.5;10.2;0.8;0.8;68.0;6.2;;;;;;;;;;
2371;N Verhuur en overige zakelijke diensten;2020 2e kwartaal;96.1;-30.3;117.1;5.0;-68.7;-9.9;-35.0;16.0;2.9;0.9;-1.4;-1.8;85.0;11.8;;;;;;;;;;
2372;N Verhuur en overige zakelijke diensten;2020 3e kwartaal;114.5;-22.5;116.0;5.1;11.6;1.1;3.0;24.2;4.7;1.8;0.3;0.2;52.0;-21.2;;;;;;;;;;
2373;N Verhuur en overige zakelijke diensten;2020 4e kwartaal;116.6;-18.0;116.6;4.2;-15.7;9.4;-11.8;24.1;4.4;6.8;-0.4;0.4;46.0;-37.0;;;;;;;;;;
2374;N Verhuur en overige zakelijke diensten;2020;110.7;-19.1;116.3;4.5;;;;;;;;;251.0;-10.0;546.3;80458.0;79862.0;597.0;74759.0;30722.0;26195.0;10596.0;7245.0;5700.0
2375;N Verhuur en overige zakelijke diensten;2021 1e kwartaal;100.8;-12.7;118.3;2.4;-6.0;39.2;-3.5;21.9;3.1;2.6;-0.3;0.5;36.0;-47.1;;;;;;;;;;
2376;N Verhuur en overige zakelijke diensten;2021 2e kwartaal;122.4;27.3;118.6;1.2;28.1;6.0;13.6;17.0;4.1;2.0;0.3;1.4;41.0;-51.8;;;;;;;;;;
2377;N Verhuur en overige zakelijke diensten;2021 3e kwartaal;144.6;26.2;118.5;2.1;15.5;4.6;26.6;13.5;2.5;10.7;0.2;0.4;30.0;-42.3;;;;;;;;;;
2378;N Verhuur en overige zakelijke diensten;2021 4e kwartaal;148.4;27.3;120.0;3.0;25.8;22.5;26.3;6.8;2.9;10.8;0.5;0.9;34.0;-26.1;;;;;;;;;;
2379;N Verhuur en overige zakelijke diensten;2021;129.1;16.6;118.9;2.2;;;;;;;;;141.0;-43.8;554.8;94282.0;93587.0;696.0;84032.0;26913.0;35164.0;13628.0;8326.0;10250.0
2380;N Verhuur en overige zakelijke diensten;2022 1e kwartaal;130.3;29.2;123.8;4.6;5.9;54.7;11.9;7.0;3.4;6.9;1.3;0.2;49.0;36.1;;;;;;;;;;
2381;N Verhuur en overige zakelijke diensten;2022 2e kwartaal;155.8;27.3;127.1;7.2;27.4;25.5;28.5;6.3;2.5;7.7;2.2;0.4;31.0;-24.4;;;;;;;;;;
2382;N Verhuur en overige zakelijke diensten;2022 3e kwartaal;176.5;22.1;129.2;9.0;17.0;16.3;21.9;4.7;4.3;8.6;1.1;0.7;27.0;-10.0;;;;;;;;;;
2383;N Verhuur en overige zakelijke diensten;2022 4e kwartaal;171.1;15.3;132.5;10.4;11.5;38.7;14.8;6.8;5.8;1.3;0.9;0.9;57.0;67.6;;;;;;;;;;
2384;N Verhuur en overige zakelijke diensten;2022;158.4;22.8;128.1;7.8;;;;;;;;;164.0;16.3;;;;;;;;;;
2385;N Verhuur en overige zakelijke diensten;2023 1e kwartaal;152.3;16.9;139.8;12.9;8.5;67.0;18.8;8.4;5.0;3.8;0.0;0.4;34.0;-30.6;;;;;;;;;;
2386;N Verhuur en overige zakelijke diensten;2023 2e kwartaal;;;;;29.4;12.9;24.8;10.4;4.8;5.9;-0.4;0.8;51.0;64.5;;;;;;;;;;
2387;77 Verhuur van roerende goederen;2008 1e kwartaal;;;94.3;-0.6;48.4;27.7;24.3;;;;;;8.0;-11.1;;;;;;;;;;
2388;77 Verhuur van roerende goederen;2008 2e kwartaal;;;95.3;0.0;28.6;5.1;14.2;;;;;;5.0;-37.5;;;;;;;;;;
2389;77 Verhuur van roerende goederen;2008 3e kwartaal;;;96.4;1.0;11.8;21.4;8.2;;;;;;4.0;-63.6;;;;;;;;;;
2390;77 Verhuur van roerende goederen;2008 4e kwartaal;;;96.0;0.6;-17.5;4.0;6.3;;;;;;12.0;140.0;;;;;;;;;;
2391;77 Verhuur van roerende goederen;2008;;;95.5;0.3;;;;;;;;;29.0;-12.1;;;;;;;;;;
2392;77 Verhuur van roerende goederen;2009 1e kwartaal;;;97.0;2.9;-25.3;11.6;-27.0;;;;;;15.0;87.5;;;;;;;;;;
2393;77 Verhuur van roerende goederen;2009 2e kwartaal;;;97.4;2.3;-5.4;-1.9;-32.8;;;;;;17.0;240.0;;;;;;;;;;
2394;77 Verhuur van roerende goederen;2009 3e kwartaal;;;98.1;1.7;-41.1;-6.1;-49.0;;;;;;17.0;325.0;;;;;;;;;;
2395;77 Verhuur van roerende goederen;2009 4e kwartaal;;;98.0;2.1;-41.6;-11.5;-33.8;;;;;;18.0;50.0;;;;;;;;;;
2396;77 Verhuur van roerende goederen;2009;;;97.6;2.2;;;;;;;;;67.0;131.0;39.0;10638.0;10482.0;156.0;10147.0;4588.0;1235.0;1168.0;3156.0;491.0
2397;77 Verhuur van roerende goederen;2010 1e kwartaal;;;99.0;2.1;-3.8;-0.9;-13.5;;;;;;21.0;40.0;;;;;;;;;;
2398;77 Verhuur van roerende goederen;2010 2e kwartaal;;;98.5;1.1;14.8;0.8;-6.3;;;;;;9.0;-47.1;;;;;;;;;;
2399;77 Verhuur van roerende goederen;2010 3e kwartaal;;;98.1;0.0;6.7;-1.6;12.3;46.8;16.6;;;;17.0;0.0;;;;;;;;;;
2400;77 Verhuur van roerende goederen;2010 4e kwartaal;;;98.4;0.4;-4.8;-7.0;9.3;34.9;14.8;;;;23.0;27.8;;;;;;;;;;
2401;77 Verhuur van roerende goederen;2010;;;98.5;0.9;;;;;;;;;70.0;4.5;40.5;10627.0;10395.0;232.0;9840.0;4396.0;1276.0;1145.0;3022.0;787.0
2402;77 Verhuur van roerende goederen;2011 1e kwartaal;;;100.0;1.0;9.3;17.8;-11.4;35.8;17.4;;;;17.0;-19.0;;;;;;;;;;
2403;77 Verhuur van roerende goederen;2011 2e kwartaal;;;100.4;1.9;31.6;-3.8;11.0;35.1;8.4;;;;6.0;-33.3;;;;;;;;;;
2404;77 Verhuur van roerende goederen;2011 3e kwartaal;;;99.7;1.6;3.9;-0.3;-1.7;36.3;3.9;;;;13.0;-23.5;;;;;;;;;;
2405;77 Verhuur van roerende goederen;2011 4e kwartaal;;;99.7;1.3;2.7;-3.2;-11.8;12.2;9.8;-5.1;-3.2;-3.2;11.0;-52.2;;;;;;;;;;
2406;77 Verhuur van roerende goederen;2011;;;99.9;1.4;;;;;;;;;47.0;-32.9;39.2;11108.0;10968.0;141.0;10218.0;5365.0;1324.0;1062.0;2466.0;890.0
2407;77 Verhuur van roerende goederen;2012 1e kwartaal;;;99.6;-0.4;-11.8;7.1;-11.8;24.1;11.1;-2.3;6.2;-3.6;12.0;-29.4;;;;;;;;;;
2408;77 Verhuur van roerende goederen;2012 2e kwartaal;;;99.7;-0.7;10.7;-7.3;-16.4;27.1;15.2;-2.3;6.9;-0.8;12.0;100.0;;;;;;;;;;
2409;77 Verhuur van roerende goederen;2012 3e kwartaal;;;100.3;0.6;-21.8;-18.0;-10.0;30.0;22.5;-17.5;0.4;-3.6;14.0;7.7;;;;;;;;;;
2410;77 Verhuur van roerende goederen;2012 4e kwartaal;;;100.3;0.5;0.0;-7.1;-7.9;32.0;16.1;-4.2;2.2;-0.8;16.0;45.5;;;;;;;;;;
2411;77 Verhuur van roerende goederen;2012;;;100.0;0.0;;;;;;;;;54.0;14.9;44.1;11748.0;11571.0;177.0;10940.0;5390.0;1516.0;1151.0;2883.0;807.0
2412;77 Verhuur van roerende goederen;2013 1e kwartaal;;;101.3;1.6;-8.9;7.6;-13.8;31.6;17.3;-7.3;3.8;0.8;19.0;58.3;;;;;;;;;;
2413;77 Verhuur van roerende goederen;2013 2e kwartaal;;;101.0;1.3;-2.9;-8.7;-9.8;39.7;16.8;-8.0;-5.1;-8.7;15.0;25.0;;;;;;;;;;
2414;77 Verhuur van roerende goederen;2013 3e kwartaal;;;101.0;0.7;-8.0;-13.4;-5.5;33.9;17.2;4.8;0.3;-2.4;6.0;-57.1;;;;;;;;;;
2415;77 Verhuur van roerende goederen;2013 4e kwartaal;;;100.7;0.5;11.4;-9.3;-12.7;37.3;21.9;3.8;3.9;0.7;17.0;6.2;;;;;;;;;;
2416;77 Verhuur van roerende goederen;2013;;;101.0;1.0;;;;;;;;;57.0;5.6;42.0;11796.0;11659.0;138.0;10922.0;5566.0;1450.0;1116.0;2790.0;875.0
2417;77 Verhuur van roerende goederen;2014 1e kwartaal;;;101.6;0.4;-1.1;11.2;-13.2;31.5;21.9;-1.7;7.0;0.0;12.0;-36.8;;;;;;;;;;
2418;77 Verhuur van roerende goederen;2014 2e kwartaal;;;101.0;0.0;32.2;-11.6;1.5;27.7;14.9;-10.6;6.6;-2.4;11.0;-26.7;;;;;;;;;;
2419;77 Verhuur van roerende goederen;2014 3e kwartaal;;;100.8;-0.3;17.7;-2.8;1.2;20.9;16.5;8.2;8.6;2.3;16.0;166.7;;;;;;;;;;
2420;77 Verhuur van roerende goederen;2014 4e kwartaal;;;101.0;0.3;16.2;-2.1;-9.1;26.4;12.4;13.5;6.2;0.3;16.0;-5.9;;;;;;;;;;
2421;77 Verhuur van roerende goederen;2014;;;101.1;0.1;;;;;;;;;55.0;-3.5;41.4;11709.0;11539.0;170.0;10758.0;5451.0;1469.0;1051.0;2788.0;951.0
2422;77 Verhuur van roerende goederen;2015 1e kwartaal;;;101.0;-0.6;-6.6;-13.2;-11.0;24.4;18.7;15.8;0.6;3.7;15.0;25.0;;;;;;;;;;
2423;77 Verhuur van roerende goederen;2015 2e kwartaal;;;99.8;-1.2;40.1;13.1;-3.7;19.1;14.6;24.9;6.0;2.6;8.0;-27.3;;;;;;;;;;
2424;77 Verhuur van roerende goederen;2015 3e kwartaal;;;99.6;-1.2;25.1;8.7;2.4;19.1;13.7;17.1;8.2;1.8;9.0;-43.8;;;;;;;;;;
2425;77 Verhuur van roerende goederen;2015 4e kwartaal;;;99.6;-1.4;26.5;-0.5;-15.4;15.6;12.5;6.6;4.7;-2.4;13.0;-18.8;;;;;;;;;;
2426;77 Verhuur van roerende goederen;2015;;;100.0;-1.1;;;;;;;;;45.0;-18.2;42.7;12342.0;12080.0;262.0;11292.0;5514.0;1600.0;1283.0;2895.0;1050.0
2427;77 Verhuur van roerende goederen;2016 1e kwartaal;;;100.7;-0.3;17.0;19.2;1.6;14.6;14.7;23.5;8.9;-2.1;18.0;20.0;;;;;;;;;;
2428;77 Verhuur van roerende goederen;2016 2e kwartaal;;;100.7;1.0;46.0;9.3;11.2;18.6;12.2;14.7;7.6;-0.8;14.0;75.0;;;;;;;;;;
2429;77 Verhuur van roerende goederen;2016 3e kwartaal;;;100.1;0.5;2.6;2.4;9.9;13.3;11.6;13.3;7.3;0.6;9.0;0.0;;;;;;;;;;
2430;77 Verhuur van roerende goederen;2016 4e kwartaal;;;100.3;0.7;15.0;3.5;2.9;16.5;10.9;27.9;8.1;3.4;12.0;-7.7;;;;;;;;;;
2431;77 Verhuur van roerende goederen;2016;;;100.5;0.5;;;;;;;;;53.0;17.8;45.6;13406.0;13244.0;162.0;12260.0;6170.0;1755.0;1269.0;3067.0;1146.0
2432;77 Verhuur van roerende goederen;2017 1e kwartaal;;;100.7;0.0;21.1;12.0;10.3;16.1;8.4;23.6;6.6;0.0;13.0;-27.8;;;;;;;;;;
2433;77 Verhuur van roerende goederen;2017 2e kwartaal;;;100.4;-0.4;48.0;1.4;26.6;9.7;8.5;11.5;9.0;3.8;8.0;-42.9;;;;;;;;;;
2434;77 Verhuur van roerende goederen;2017 3e kwartaal;;;100.2;0.1;15.3;8.6;6.6;10.3;8.1;7.8;6.8;2.4;9.0;0.0;;;;;;;;;;
2435;77 Verhuur van roerende goederen;2017 4e kwartaal;;;100.9;0.6;11.1;3.6;24.8;9.0;10.8;16.7;7.4;7.9;4.0;-66.7;;;;;;;;;;
2436;77 Verhuur van roerende goederen;2017;;;100.6;0.1;;;;;;;;;34.0;-35.8;49.4;16172.0;16055.0;117.0;14614.0;7297.0;1923.0;2011.0;3383.0;1558.0
2437;77 Verhuur van roerende goederen;2018 1e kwartaal;;;101.3;0.6;-2.2;6.0;10.4;9.9;9.6;10.8;2.6;-2.7;13.0;0.0;;;;;;;;;;
2438;77 Verhuur van roerende goederen;2018 2e kwartaal;;;102.9;2.5;40.4;2.5;28.6;7.6;11.2;18.7;5.6;1.7;6.0;-25.0;;;;;;;;;;
2439;77 Verhuur van roerende goederen;2018 3e kwartaal;;;103.3;3.1;18.5;3.2;28.0;4.3;8.2;18.7;0.9;3.0;5.0;-44.4;;;;;;;;;;
2440;77 Verhuur van roerende goederen;2018 4e kwartaal;;;105.1;4.1;11.0;4.7;11.4;5.6;7.9;23.1;5.7;5.7;5.0;25.0;;;;;;;;;;
2441;77 Verhuur van roerende goederen;2018;;;103.1;2.6;;;;;;;;;29.0;-14.7;51.7;19100.0;18945.0;155.0;17230.0;8314.0;2161.0;2720.0;4035.0;1870.0
2442;77 Verhuur van roerende goederen;2019 1e kwartaal;;;108.0;6.6;15.3;17.2;20.3;5.8;6.6;17.1;9.8;4.2;10.0;-23.1;;;;;;;;;;
2443;77 Verhuur van roerende goederen;2019 2e kwartaal;;;107.2;4.2;24.9;4.2;16.3;6.2;4.8;8.1;7.4;0.5;12.0;100.0;;;;;;;;;;
2444;77 Verhuur van roerende goederen;2019 3e kwartaal;;;106.2;2.8;7.8;1.6;11.1;6.6;4.7;7.6;3.5;2.4;10.0;100.0;;;;;;;;;;
2445;77 Verhuur van roerende goederen;2019 4e kwartaal;;;107.7;2.5;4.2;-0.6;4.7;4.9;7.7;8.8;3.7;1.8;8.0;60.0;;;;;;;;;;
2446;77 Verhuur van roerende goederen;2019;;;107.3;4.0;;;;;;;;;40.0;37.9;52.7;22537.0;22375.0;162.0;19084.0;7866.0;2220.0;2340.0;6658.0;3453.0
2447;77 Verhuur van roerende goederen;2020 1e kwartaal;;;109.7;1.5;1.2;16.5;21.8;7.4;9.7;5.7;0.8;1.8;8.0;-20.0;;;;;;;;;;
2448;77 Verhuur van roerende goederen;2020 2e kwartaal;;;111.7;4.2;-75.2;-5.7;-38.1;15.0;6.0;-5.3;-1.4;-1.6;8.0;-33.3;;;;;;;;;;
2449;77 Verhuur van roerende goederen;2020 3e kwartaal;;;111.3;4.8;5.2;-4.8;-8.4;25.6;10.1;2.2;0.4;-0.7;7.0;-30.0;;;;;;;;;;
