ID;SectorsBranchesSIC2008;Periods;TotalOrders_1;DomesticOrders_2;ForeignOrders_3;TotalOrders_4;DomesticOrders_5;ForeignOrders_6
626;20-21 Chemistry and pharmaceuticals;2005 December;78.7;64.8;84.0;;;
627;20-21 Chemistry and pharmaceuticals;2005 4th quarter;82.5;64.6;89.6;;;
628;20-21 Chemistry and pharmaceuticals;2005;81.9;57.9;91.8;;;
629;20-21 Chemistry and pharmaceuticals;2006 January;88.0;73.1;93.8;11.7;37.1;4.9
630;20-21 Chemistry and pharmaceuticals;2006 February;93.1;71.8;101.7;18.0;40.2;12.3
631;20-21 Chemistry and pharmaceuticals;2006 March;100.4;76.3;110.1;22.6;43.7;17.1
632;20-21 Chemistry and pharmaceuticals;2006 1st quarter;93.8;73.7;101.9;17.5;40.4;11.5
633;20-21 Chemistry and pharmaceuticals;2006 April;95.9;75.6;103.9;20.2;49.4;12.9
634;20-21 Chemistry and pharmaceuticals;2006 May;96.4;78.6;103.2;22.0;38.4;17.1
635;20-21 Chemistry and pharmaceuticals;2006 June;100.3;83.2;106.8;19.8;42.5;13.5
636;20-21 Chemistry and pharmaceuticals;2006 2nd quarter;97.5;79.1;104.6;20.7;43.2;14.5
637;20-21 Chemistry and pharmaceuticals;2006 July;95.1;81.6;100.1;16.7;42.9;9.2
638;20-21 Chemistry and pharmaceuticals;2006 August;96.1;84.0;100.5;17.3;44.3;9.6
639;20-21 Chemistry and pharmaceuticals;2006 September;98.7;77.6;107.1;10.7;25.2;6.6
640;20-21 Chemistry and pharmaceuticals;2006 3rd quarter;96.6;81.1;102.6;14.8;37.2;8.4
641;20-21 Chemistry and pharmaceuticals;2006 October;99.2;81.8;106.0;18.2;27.8;15.3
642;20-21 Chemistry and pharmaceuticals;2006 November;103.1;88.6;108.4;21.3;36.3;16.6
643;20-21 Chemistry and pharmaceuticals;2006 December;96.0;86.9;98.9;22.0;34.1;17.7
644;20-21 Chemistry and pharmaceuticals;2006 4th quarter;99.4;85.8;104.4;20.5;32.8;16.5
645;20-21 Chemistry and pharmaceuticals;2006;96.9;79.9;103.4;18.3;38.1;12.7
646;20-21 Chemistry and pharmaceuticals;2007 January;102.8;87.8;108.4;16.8;20.1;15.6
647;20-21 Chemistry and pharmaceuticals;2007 February;101.3;86.5;106.8;8.8;20.5;5.0
648;20-21 Chemistry and pharmaceuticals;2007 March;110.8;93.9;117.2;10.4;23.1;6.4
649;20-21 Chemistry and pharmaceuticals;2007 1st quarter;105.0;89.4;110.8;11.9;21.2;8.8
650;20-21 Chemistry and pharmaceuticals;2007 April;103.9;92.6;107.7;8.3;22.5;3.7
651;20-21 Chemistry and pharmaceuticals;2007 May;108.9;97.1;112.8;13.0;23.5;9.3
652;20-21 Chemistry and pharmaceuticals;2007 June;111.1;98.3;115.5;10.8;18.1;8.1
653;20-21 Chemistry and pharmaceuticals;2007 2nd quarter;108.0;96.0;112.0;10.7;21.3;7.0
654;20-21 Chemistry and pharmaceuticals;2007 July;108.3;92.4;114.1;13.9;13.2;14.0
655;20-21 Chemistry and pharmaceuticals;2007 August;108.9;93.3;114.6;13.3;11.1;14.0
656;20-21 Chemistry and pharmaceuticals;2007 September;103.4;86.4;109.9;4.8;11.3;2.6
657;20-21 Chemistry and pharmaceuticals;2007 3rd quarter;106.9;90.7;112.9;10.6;11.9;10.0
658;20-21 Chemistry and pharmaceuticals;2007 October;107.2;87.2;115.0;8.1;6.6;8.5
659;20-21 Chemistry and pharmaceuticals;2007 November;107.3;90.9;113.5;4.1;2.6;4.7
660;20-21 Chemistry and pharmaceuticals;2007 December;98.2;91.1;100.1;2.3;4.8;1.2
661;20-21 Chemistry and pharmaceuticals;2007 4th quarter;104.2;89.7;109.5;4.8;4.6;4.9
662;20-21 Chemistry and pharmaceuticals;2007;106.0;91.5;111.3;9.4;14.4;7.7
663;20-21 Chemistry and pharmaceuticals;2008 January;108.5;87.8;116.5;5.5;0.0;7.5
664;20-21 Chemistry and pharmaceuticals;2008 February;111.7;97.4;116.7;10.3;12.6;9.3
665;20-21 Chemistry and pharmaceuticals;2008 March;110.6;94.4;116.6;-0.2;0.5;-0.5
666;20-21 Chemistry and pharmaceuticals;2008 1st quarter;110.3;93.2;116.6;5.0;4.3;5.2
667;20-21 Chemistry and pharmaceuticals;2008 April;111.7;90.7;119.8;7.5;-2.1;11.2
668;20-21 Chemistry and pharmaceuticals;2008 May;110.8;97.0;115.8;1.7;-0.1;2.7
669;20-21 Chemistry and pharmaceuticals;2008 June;116.8;104.0;121.2;5.1;5.8;4.9
670;20-21 Chemistry and pharmaceuticals;2008 2nd quarter;113.1;97.2;118.9;4.8;1.3;6.2
671;20-21 Chemistry and pharmaceuticals;2008 July;121.7;109.0;126.0;12.4;18.0;10.4
672;20-21 Chemistry and pharmaceuticals;2008 August;110.0;106.6;110.3;1.0;14.3;-3.8
673;20-21 Chemistry and pharmaceuticals;2008 September;114.4;110.0;114.9;10.6;27.3;4.5
674;20-21 Chemistry and pharmaceuticals;2008 3rd quarter;115.4;108.5;117.1;8.0;19.7;3.7
675;20-21 Chemistry and pharmaceuticals;2008 October;112.1;102.4;115.0;4.6;17.4;0.0
676;20-21 Chemistry and pharmaceuticals;2008 November;86.3;81.1;87.5;-19.6;-10.8;-22.9
677;20-21 Chemistry and pharmaceuticals;2008 December;68.9;65.4;69.6;-29.8;-28.2;-30.5
678;20-21 Chemistry and pharmaceuticals;2008 4th quarter;89.1;83.0;90.7;-14.5;-7.5;-17.2
679;20-21 Chemistry and pharmaceuticals;2008;107.0;95.5;110.8;0.9;4.4;-0.4
680;20-21 Chemistry and pharmaceuticals;2009 January;70.7;60.4;74.5;-34.8;-31.2;-36.1
681;20-21 Chemistry and pharmaceuticals;2009 February;69.7;60.4;73.0;-37.6;-38.0;-37.4
682;20-21 Chemistry and pharmaceuticals;2009 March;76.2;68.7;78.8;-31.1;-27.2;-32.4
683;20-21 Chemistry and pharmaceuticals;2009 1st quarter;72.2;63.2;75.4;-34.5;-32.2;-35.3
684;20-21 Chemistry and pharmaceuticals;2009 April;74.8;66.2;77.8;-33.0;-27.0;-35.1
685;20-21 Chemistry and pharmaceuticals;2009 May;78.8;74.6;79.8;-28.9;-23.1;-31.1
686;20-21 Chemistry and pharmaceuticals;2009 June;86.5;80.3;88.3;-25.9;-22.8;-27.1
687;20-21 Chemistry and pharmaceuticals;2009 2nd quarter;80.0;73.7;82.0;-29.2;-24.2;-31.1
688;20-21 Chemistry and pharmaceuticals;2009 July;90.5;81.9;93.4;-25.6;-24.9;-25.9
689;20-21 Chemistry and pharmaceuticals;2009 August;86.2;79.7;88.1;-21.6;-25.2;-20.1
690;20-21 Chemistry and pharmaceuticals;2009 September;92.1;90.2;91.9;-19.5;-18.0;-20.0
691;20-21 Chemistry and pharmaceuticals;2009 3rd quarter;89.6;83.9;91.1;-22.3;-22.7;-22.2
692;20-21 Chemistry and pharmaceuticals;2009 October;97.1;89.0;99.5;-13.4;-13.1;-13.5
693;20-21 Chemistry and pharmaceuticals;2009 November;89.7;88.2;89.3;3.9;8.8;2.1
694;20-21 Chemistry and pharmaceuticals;2009 December;86.0;90.1;82.9;24.8;37.8;19.1
695;20-21 Chemistry and pharmaceuticals;2009 4th quarter;90.9;89.1;90.6;2.1;7.4;-0.1
696;20-21 Chemistry and pharmaceuticals;2009;83.2;77.5;84.8;-22.2;-18.9;-23.5
697;20-21 Chemistry and pharmaceuticals;2010 January;88.8;91.3;87.9;25.6;51.2;18.0
698;20-21 Chemistry and pharmaceuticals;2010 February;87.1;81.2;89.5;25.0;34.4;22.6
699;20-21 Chemistry and pharmaceuticals;2010 March;100.0;96.5;101.3;31.2;40.5;28.6
700;20-21 Chemistry and pharmaceuticals;2010 1st quarter;92.0;89.7;92.9;27.4;42.0;23.2
701;20-21 Chemistry and pharmaceuticals;2010 April;101.2;101.4;101.1;35.3;53.2;29.9
702;20-21 Chemistry and pharmaceuticals;2010 May;101.5;104.7;100.3;28.8;40.3;25.7
703;20-21 Chemistry and pharmaceuticals;2010 June;106.1;109.6;104.8;22.7;36.5;18.7
704;20-21 Chemistry and pharmaceuticals;2010 2nd quarter;102.9;105.2;102.1;28.6;42.8;24.5
705;20-21 Chemistry and pharmaceuticals;2010 July;102.9;101.3;103.6;13.7;23.7;10.9
706;20-21 Chemistry and pharmaceuticals;2010 August;100.3;97.1;101.5;16.4;21.8;15.2
707;20-21 Chemistry and pharmaceuticals;2010 September;102.3;105.0;101.2;11.1;16.4;10.1
708;20-21 Chemistry and pharmaceuticals;2010 3rd quarter;101.8;101.1;102.1;13.7;20.5;12.0
709;20-21 Chemistry and pharmaceuticals;2010 October;103.6;101.7;104.3;6.7;14.3;4.8
710;20-21 Chemistry and pharmaceuticals;2010 November;104.7;104.0;105.0;16.7;17.9;17.6
711;20-21 Chemistry and pharmaceuticals;2010 December;101.5;106.4;99.6;18.0;18.1;20.1
712;20-21 Chemistry and pharmaceuticals;2010 4th quarter;103.3;104.0;103.0;13.6;16.8;13.7
713;20-21 Chemistry and pharmaceuticals;2010;100.0;100.0;100.0;20.2;29.1;18.0
714;20-21 Chemistry and pharmaceuticals;2011 January;108.8;112.6;107.3;22.5;23.3;22.1
715;20-21 Chemistry and pharmaceuticals;2011 February;112.2;119.1;109.6;28.8;46.7;22.5
716;20-21 Chemistry and pharmaceuticals;2011 March;122.7;133.8;118.5;22.7;38.7;17.0
717;20-21 Chemistry and pharmaceuticals;2011 1st quarter;114.6;121.8;111.8;24.6;35.9;20.3
718;20-21 Chemistry and pharmaceuticals;2011 April;111.2;127.6;104.9;9.9;25.8;3.8
719;20-21 Chemistry and pharmaceuticals;2011 May;116.8;131.9;111.0;15.1;26.0;10.7
720;20-21 Chemistry and pharmaceuticals;2011 June;117.0;122.7;114.8;10.3;12.0;9.5
721;20-21 Chemistry and pharmaceuticals;2011 2nd quarter;115.0;127.4;110.2;11.7;21.1;8.0
722;20-21 Chemistry and pharmaceuticals;2011 July;117.6;127.2;113.8;14.3;25.6;9.8
723;20-21 Chemistry and pharmaceuticals;2011 August;111.9;120.1;108.7;11.6;23.7;7.1
724;20-21 Chemistry and pharmaceuticals;2011 September;108.7;115.3;106.2;6.3;9.8;4.9
725;20-21 Chemistry and pharmaceuticals;2011 3rd quarter;112.7;120.9;109.6;10.7;19.5;7.3
726;20-21 Chemistry and pharmaceuticals;2011 October;102.2;100.4;102.9;-1.4;-1.3;-1.3
727;20-21 Chemistry and pharmaceuticals;2011 November;97.7;104.1;95.2;-6.7;0.1;-9.3
728;20-21 Chemistry and pharmaceuticals;2011 December;96.6;106.9;92.6;-4.8;0.5;-7.0
729;20-21 Chemistry and pharmaceuticals;2011 4th quarter;98.8;103.8;96.9;-4.3;-0.2;-5.9
730;20-21 Chemistry and pharmaceuticals;2011;110.3;118.5;107.1;10.3;18.5;7.1
731;20-21 Chemistry and pharmaceuticals;2012 January;108.1;118.0;104.2;-0.6;4.8;-2.9
732;20-21 Chemistry and pharmaceuticals;2012 February;113.3;126.6;108.1;1.0;6.3;-1.4
733;20-21 Chemistry and pharmaceuticals;2012 March;124.2;138.5;118.6;1.2;3.5;0.1
734;20-21 Chemistry and pharmaceuticals;2012 1st quarter;115.2;127.7;110.3;0.6;4.8;-1.3
735;20-21 Chemistry and pharmaceuticals;2012 April;113.3;125.6;108.5;1.9;-1.6;3.4
736;20-21 Chemistry and pharmaceuticals;2012 May;118.0;135.8;111.1;1.0;3.0;0.1
737;20-21 Chemistry and pharmaceuticals;2012 June;115.0;122.4;112.1;-1.7;-0.2;-2.4
738;20-21 Chemistry and pharmaceuticals;2012 2nd quarter;115.4;127.9;110.6;0.4;0.4;0.3
739;20-21 Chemistry and pharmaceuticals;2012 July;118.4;124.6;116.0;0.7;-2.0;1.9
740;20-21 Chemistry and pharmaceuticals;2012 August;113.8;126.9;108.7;1.7;5.7;0.0
741;20-21 Chemistry and pharmaceuticals;2012 September;115.8;129.6;110.5;6.5;12.4;4.0
742;20-21 Chemistry and pharmaceuticals;2012 3rd quarter;116.0;127.0;111.7;2.9;5.1;2.0
743;20-21 Chemistry and pharmaceuticals;2012 October;118.1;131.3;113.0;15.6;30.8;9.8
744;20-21 Chemistry and pharmaceuticals;2012 November;116.5;134.8;109.4;19.2;29.5;14.9
745;20-21 Chemistry and pharmaceuticals;2012 December;108.0;127.1;100.5;11.8;18.9;8.5
746;20-21 Chemistry and pharmaceuticals;2012 4th quarter;114.2;131.1;107.6;15.5;26.3;11.1
747;20-21 Chemistry and pharmaceuticals;2012;115.2;128.4;110.1;4.5;8.4;2.7
748;20-21 Chemistry and pharmaceuticals;2013 January;112.7;126.3;107.4;4.3;7.0;3.1
749;20-21 Chemistry and pharmaceuticals;2013 February;108.0;121.5;102.7;-4.7;-4.0;-5.0
750;20-21 Chemistry and pharmaceuticals;2013 March;111.5;119.6;108.3;-10.2;-13.6;-8.7
751;20-21 Chemistry and pharmaceuticals;2013 1st quarter;110.7;122.5;106.1;-3.9;-4.1;-3.8
752;20-21 Chemistry and pharmaceuticals;2013 April;101.5;103.1;100.8;-10.4;-17.9;-7.1
753;20-21 Chemistry and pharmaceuticals;2013 May;110.0;120.5;105.9;-6.8;-11.3;-4.7
754;20-21 Chemistry and pharmaceuticals;2013 June;113.4;127.5;107.9;-1.4;4.2;-3.7
755;20-21 Chemistry and pharmaceuticals;2013 2nd quarter;108.3;117.0;104.9;-6.2;-8.5;-5.2
756;20-21 Chemistry and pharmaceuticals;2013 July;116.0;131.2;110.0;-2.0;5.3;-5.2
757;20-21 Chemistry and pharmaceuticals;2013 August;105.2;124.9;97.6;-7.6;-1.6;-10.2
758;20-21 Chemistry and pharmaceuticals;2013 September;112.4;128.4;106.2;-2.9;-0.9;-3.9
759;20-21 Chemistry and pharmaceuticals;2013 3rd quarter;111.2;128.2;104.6;-4.1;0.9;-6.4
760;20-21 Chemistry and pharmaceuticals;2013 October;110.7;119.7;107.2;-6.3;-8.8;-5.1
761;20-21 Chemistry and pharmaceuticals;2013 November;105.9;111.8;103.6;-9.1;-17.1;-5.3
762;20-21 Chemistry and pharmaceuticals;2013 December;107.1;128.5;98.8;-0.8;1.1;-1.7
763;20-21 Chemistry and pharmaceuticals;2013 4th quarter;107.9;120.0;103.2;-5.5;-8.4;-4.1
764;20-21 Chemistry and pharmaceuticals;2013;109.5;121.9;104.7;-4.9;-5.1;-4.9
765;20 Manufacture of chemicals;2005 January;79.1;52.7;91.0;;;
766;20 Manufacture of chemicals;2005 February;78.7;49.8;91.9;;;
767;20 Manufacture of chemicals;2005 March;81.9;52.1;95.5;;;
768;20 Manufacture of chemicals;2005 1st quarter;79.9;51.5;92.8;;;
769;20 Manufacture of chemicals;2005 April;80.3;49.5;94.3;;;
770;20 Manufacture of chemicals;2005 May;79.6;55.8;90.2;;;
771;20 Manufacture of chemicals;2005 June;84.5;57.5;96.7;;;
772;20 Manufacture of chemicals;2005 2nd quarter;81.5;54.3;93.7;;;
773;20 Manufacture of chemicals;2005 July;81.7;55.3;93.5;;;
774;20 Manufacture of chemicals;2005 August;80.9;56.7;91.7;;;
775;20 Manufacture of chemicals;2005 September;89.8;60.3;103.1;;;
776;20 Manufacture of chemicals;2005 3rd quarter;84.1;57.4;96.1;;;
777;20 Manufacture of chemicals;2005 October;84.9;62.4;94.8;;;
778;20 Manufacture of chemicals;2005 November;85.7;63.6;95.4;;;
779;20 Manufacture of chemicals;2005 December;80.8;63.9;87.9;;;
780;20 Manufacture of chemicals;2005 4th quarter;83.8;63.3;92.7;;;
781;20 Manufacture of chemicals;2005;82.3;56.6;93.8;;;
782;20 Manufacture of chemicals;2006 January;89.4;70.5;97.4;13.0;33.8;7.0
783;20 Manufacture of chemicals;2006 February;95.2;69.4;106.7;21.0;39.4;16.1
784;20 Manufacture of chemicals;2006 March;102.5;73.2;115.5;25.2;40.5;20.9
785;20 Manufacture of chemicals;2006 1st quarter;95.7;71.0;106.5;19.8;37.8;14.8
786;20 Manufacture of chemicals;2006 April;99.0;73.7;110.2;23.3;48.9;16.9
787;20 Manufacture of chemicals;2006 May;98.5;76.2;108.1;23.7;36.6;19.8
788;20 Manufacture of chemicals;2006 June;103.3;81.2;112.7;22.2;41.2;16.5
789;20 Manufacture of chemicals;2006 2nd quarter;100.3;77.0;110.3;23.1;42.0;17.7
790;20 Manufacture of chemicals;2006 July;96.6;78.8;104.0;18.2;42.5;11.2
791;20 Manufacture of chemicals;2006 August;97.7;82.6;103.7;20.8;45.7;13.1
792;20 Manufacture of chemicals;2006 September;101.6;76.1;112.6;13.1;26.2;9.2
793;20 Manufacture of chemicals;2006 3rd quarter;98.6;79.2;106.8;17.2;37.8;11.1
794;20 Manufacture of chemicals;2006 October;101.4;80.1;110.5;19.4;28.4;16.6
795;20 Manufacture of chemicals;2006 November;106.0;86.9;113.7;23.7;36.6;19.2
796;20 Manufacture of chemicals;2006 December;97.0;85.4;101.3;20.0;33.6;15.2
797;20 Manufacture of chemicals;2006 4th quarter;101.5;84.1;108.5;21.1;32.9;17.0
798;20 Manufacture of chemicals;2006;99.0;77.8;108.0;20.3;37.4;15.1
799;20 Manufacture of chemicals;2007 January;104.0;86.8;110.8;16.3;23.1;13.8
800;20 Manufacture of chemicals;2007 February;103.5;85.8;110.6;8.7;23.6;3.7
801;20 Manufacture of chemicals;2007 March;113.2;93.3;121.3;10.4;27.5;5.0
802;20 Manufacture of chemicals;2007 1st quarter;106.9;88.6;114.2;11.7;24.8;7.2
803;20 Manufacture of chemicals;2007 April;106.1;91.1;111.9;7.2;23.6;1.5
804;20 Manufacture of chemicals;2007 May;112.1;95.5;118.6;13.8;25.3;9.7
805;20 Manufacture of chemicals;2007 June;113.3;96.7;119.8;9.7;19.1;6.3
806;20 Manufacture of chemicals;2007 2nd quarter;110.5;94.4;116.8;10.2;22.6;5.8
807;20 Manufacture of chemicals;2007 July;110.4;91.4;118.1;14.3;16.0;13.6
808;20 Manufacture of chemicals;2007 August;110.5;91.8;118.1;13.1;11.1;13.9
809;20 Manufacture of chemicals;2007 September;104.6;84.6;112.9;3.0;11.2;0.3
810;20 Manufacture of chemicals;2007 3rd quarter;108.5;89.3;116.4;10.0;12.8;9.0
811;20 Manufacture of chemicals;2007 October;107.9;84.5;117.8;6.4;5.5;6.6
812;20 Manufacture of chemicals;2007 November;108.1;88.5;116.2;2.0;1.8;2.2
813;20 Manufacture of chemicals;2007 December;99.6;89.3;103.1;2.7;4.6;1.8
814;20 Manufacture of chemicals;2007 4th quarter;105.2;87.4;112.4;3.7;3.9;3.6
815;20 Manufacture of chemicals;2007;107.8;89.9;114.9;8.8;15.5;6.4
816;20 Manufacture of chemicals;2008 January;109.7;87.1;119.3;5.5;0.3;7.7
817;20 Manufacture of chemicals;2008 February;113.5;97.0;119.9;9.7;13.1;8.4
818;20 Manufacture of chemicals;2008 March;113.1;94.5;120.5;-0.1;1.3;-0.7
819;20 Manufacture of chemicals;2008 1st quarter;112.1;92.9;119.9;4.9;4.8;5.0
820;20 Manufacture of chemicals;2008 April;113.0;89.7;122.9;6.5;-1.5;9.8
821;20 Manufacture of chemicals;2008 May;113.2;96.8;119.5;1.0;1.4;0.8
822;20 Manufacture of chemicals;2008 June;119.6;103.7;125.6;5.6;7.2;4.8
823;20 Manufacture of chemicals;2008 2nd quarter;115.3;96.7;122.7;4.3;2.4;5.1
824;20 Manufacture of chemicals;2008 July;124.7;109.5;130.3;13.0;19.8;10.3
825;20 Manufacture of chemicals;2008 August;114.0;108.0;115.2;3.2;17.6;-2.5
826;20 Manufacture of chemicals;2008 September;118.4;110.9;120.2;13.2;31.1;6.5
827;20 Manufacture of chemicals;2008 3rd quarter;119.0;109.5;121.9;9.7;22.6;4.8
828;20 Manufacture of chemicals;2008 October;114.4;101.6;119.0;6.0;20.2;1.0
829;20 Manufacture of chemicals;2008 November;87.2;80.1;89.3;-19.3;-9.5;-23.1
830;20 Manufacture of chemicals;2008 December;67.4;63.1;68.5;-32.3;-29.3;-33.6
831;20 Manufacture of chemicals;2008 4th quarter;89.7;81.6;92.3;-14.8;-6.7;-17.9
832;20 Manufacture of chemicals;2008;109.0;95.2;114.2;1.2;5.8;-0.7
833;20 Manufacture of chemicals;2009 January;68.8;57.7;73.2;-37.3;-33.8;-38.6
834;20 Manufacture of chemicals;2009 February;68.2;57.6;72.4;-39.9;-40.6;-39.6
835;20 Manufacture of chemicals;2009 March;74.7;66.6;77.4;-34.0;-29.5;-35.8
836;20 Manufacture of chemicals;2009 1st quarter;70.6;60.6;74.3;-37.1;-34.7;-38.0
837;20 Manufacture of chemicals;2009 April;72.5;63.8;75.6;-35.8;-28.9;-38.5
838;20 Manufacture of chemicals;2009 May;78.5;73.1;79.9;-30.7;-24.5;-33.1
839;20 Manufacture of chemicals;2009 June;85.8;78.9;87.7;-28.3;-23.9;-30.2
840;20 Manufacture of chemicals;2009 2nd quarter;78.9;71.9;81.1;-31.5;-25.6;-33.9
841;20 Manufacture of chemicals;2009 July;90.2;80.9;93.4;-27.7;-26.1;-28.3
842;20 Manufacture of chemicals;2009 August;85.7;79.4;87.5;-24.8;-26.5;-24.0
843;20 Manufacture of chemicals;2009 September;91.9;90.4;91.0;-22.4;-18.5;-24.3
844;20 Manufacture of chemicals;2009 3rd quarter;89.3;83.6;90.6;-25.0;-23.7;-25.6
845;20 Manufacture of chemicals;2009 October;95.9;87.3;98.5;-16.2;-14.1;-17.2
846;20 Manufacture of chemicals;2009 November;89.6;87.9;89.0;2.8;9.7;-0.3
847;20 Manufacture of chemicals;2009 December;85.8;89.5;82.5;27.3;41.8;20.4
848;20 Manufacture of chemicals;2009 4th quarter;90.4;88.2;90.0;0.9;8.1;-2.5
849;20 Manufacture of chemicals;2009;82.3;76.1;84.0;-24.5;-20.0;-26.4
850;20 Manufacture of chemicals;2010 January;88.5;90.8;87.5;28.6;57.4;19.5
851;20 Manufacture of chemicals;2010 February;86.4;80.9;88.7;26.7;40.5;22.5
852;20 Manufacture of chemicals;2010 March;99.8;96.4;101.2;33.6;44.7;30.7
853;20 Manufacture of chemicals;2010 1st quarter;91.6;89.4;92.5;29.8;47.4;24.4
854;20 Manufacture of chemicals;2010 April;101.0;101.3;100.9;39.3;58.8;33.5
855;20 Manufacture of chemicals;2010 May;101.6;104.5;100.4;29.4;43.0;25.7
856;20 Manufacture of chemicals;2010 June;106.1;109.5;104.7;23.7;38.8;19.4
857;20 Manufacture of chemicals;2010 2nd quarter;102.9;105.1;102.0;30.4;46.1;25.8
858;20 Manufacture of chemicals;2010 July;102.9;101.3;103.6;14.1;25.2;10.9
859;20 Manufacture of chemicals;2010 August;99.6;96.7;100.9;16.2;21.8;15.3
860;20 Manufacture of chemicals;2010 September;103.5;105.8;102.6;12.6;17.0;12.7
861;20 Manufacture of chemicals;2010 3rd quarter;102.0;101.3;102.4;14.3;21.2;12.9
862;20 Manufacture of chemicals;2010 October;103.9;102.0;104.8;8.3;16.8;6.4
863;20 Manufacture of chemicals;2010 November;104.5;104.3;104.6;16.6;18.7;17.5
864;20 Manufacture of chemicals;2010 December;102.1;106.5;100.3;19.0;19.0;21.6
865;20 Manufacture of chemicals;2010 4th quarter;103.5;104.3;103.2;14.4;18.2;14.7
866;20 Manufacture of chemicals;2010;100.0;100.0;100.0;21.5;31.4;19.1
867;20 Manufacture of chemicals;2011 January;109.0;113.2;107.2;23.2;24.7;22.5
868;20 Manufacture of chemicals;2011 February;113.0;120.7;109.7;30.8;49.2;23.7
869;20 Manufacture of chemicals;2011 March;123.1;135.1;118.0;23.3;40.1;16.6
870;20 Manufacture of chemicals;2011 1st quarter;115.0;123.0;111.6;25.6;37.6;20.7
871;20 Manufacture of chemicals;2011 April;111.9;129.2;104.6;10.8;27.5;3.7
872;20 Manufacture of chemicals;2011 May;116.3;133.4;109.1;14.5;27.7;8.7
873;20 Manufacture of chemicals;2011 June;116.2;124.2;112.9;9.5;13.4;7.8
874;20 Manufacture of chemicals;2011 2nd quarter;114.8;128.9;108.9;11.6;22.7;6.7
875;20 Manufacture of chemicals;2011 July;119.0;128.8;114.8;15.6;27.1;10.8
876;20 Manufacture of chemicals;2011 August;112.1;121.5;108.1;12.6;25.6;7.1
877;20 Manufacture of chemicals;2011 September;108.9;116.2;105.8;5.2;9.8;3.1
878;20 Manufacture of chemicals;2011 3rd quarter;113.3;122.2;109.6;11.1;20.6;7.0
879;20 Manufacture of chemicals;2011 October;101.8;101.2;102.1;-2.0;-0.8;-2.6
880;20 Manufacture of chemicals;2011 November;98.4;105.2;95.5;-5.8;0.9;-8.7
881;20 Manufacture of chemicals;2011 December;95.8;107.8;90.8;-6.2;1.2;-9.5
882;20 Manufacture of chemicals;2011 4th quarter;98.7;104.7;96.1;-4.7;0.4;-6.9
883;20 Manufacture of chemicals;2011;110.5;119.7;106.6;10.5;19.7;6.5
884;20 Manufacture of chemicals;2012 January;109.1;119.6;104.6;0.1;5.7;-2.4
885;20 Manufacture of chemicals;2012 February;115.2;128.9;109.4;1.9;6.8;-0.3
886;20 Manufacture of chemicals;2012 March;125.3;141.1;118.7;1.8;4.4;0.6
887;20 Manufacture of chemicals;2012 1st quarter;116.5;129.9;110.9;1.3;5.6;-0.7
888;20 Manufacture of chemicals;2012 April;115.1;127.5;110.0;2.9;-1.3;5.2
889;20 Manufacture of chemicals;2012 May;119.3;138.1;111.4;2.6;3.5;2.1
890;20 Manufacture of chemicals;2012 June;113.4;123.9;109.0;-2.4;-0.2;-3.5
891;20 Manufacture of chemicals;2012 2nd quarter;115.9;129.8;110.1;1.0;0.7;1.2
892;20 Manufacture of chemicals;2012 July;117.5;125.9;113.9;-1.3;-2.3;-0.8
893;20 Manufacture of chemicals;2012 August;113.5;128.7;107.0;1.2;5.9;-1.0
894;20 Manufacture of chemicals;2012 September;117.7;132.0;111.6;8.1;13.6;5.5
895;20 Manufacture of chemicals;2012 3rd quarter;116.2;128.9;110.8;2.6;5.5;1.2
896;20 Manufacture of chemicals;2012 October;118.1;132.9;111.9;16.0;31.3;9.6
897;20 Manufacture of chemicals;2012 November;117.1;136.4;109.1;19.0;29.7;14.2
898;20 Manufacture of chemicals;2012 December;107.4;129.2;98.3;12.1;19.9;8.3
899;20 Manufacture of chemicals;2012 4th quarter;114.2;132.8;106.4;15.7;26.8;10.7
900;20 Manufacture of chemicals;2012;115.7;130.4;109.6;4.8;8.9;2.8
901;20 Manufacture of chemicals;2013 January;113.0;127.0;107.1;3.6;6.2;2.4
902;20 Manufacture of chemicals;2013 February;108.9;122.5;103.2;-5.5;-5.0;-5.7
903;20 Manufacture of chemicals;2013 March;111.3;120.1;107.6;-11.2;-14.9;-9.4
904;20 Manufacture of chemicals;2013 1st quarter;111.1;123.2;106.0;-4.7;-5.1;-4.4
905;20 Manufacture of chemicals;2013 April;101.9;102.9;101.5;-11.5;-19.3;-7.7
906;20 Manufacture of chemicals;2013 May;109.9;119.4;105.9;-7.9;-13.5;-4.9
907;20 Manufacture of chemicals;2013 June;112.6;126.6;106.7;-0.7;2.2;-2.1
908;20 Manufacture of chemicals;2013 2nd quarter;108.1;116.3;104.7;-6.7;-10.4;-4.9
909;20 Manufacture of chemicals;2013 July;114.5;129.4;108.2;-2.6;2.8;-5.0
910;20 Manufacture of chemicals;2013 August;104.9;124.7;96.6;-7.6;-3.1;-9.7
911;20 Manufacture of chemicals;2013 September;112.2;125.1;106.7;-4.7;-5.2;-4.4
912;20 Manufacture of chemicals;2013 3rd quarter;110.5;126.4;103.8;-4.9;-1.9;-6.3
913;20 Manufacture of chemicals;2013 October;111.1;115.3;109.3;-5.9;-13.2;-2.3
914;20 Manufacture of chemicals;2013 November;104.9;107.3;103.9;-10.4;-21.3;-4.8
