ID;KenmerkenLeasevoertuigen;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
954;Hybride auto's:  C inclusief MPV/SUV;2001;;;;;;;;
955;Hybride auto's:  C inclusief MPV/SUV;2002 1e kwartaal;;;;;;;;
956;Hybride auto's:  C inclusief MPV/SUV;2002 2e kwartaal;;;;;;;;
957;Hybride auto's:  C inclusief MPV/SUV;2002 3e kwartaal;;;;;;;;
958;Hybride auto's:  C inclusief MPV/SUV;2002 4e kwartaal;;;;;;;;
959;Hybride auto's:  C inclusief MPV/SUV;2002;;;;;;;;
960;Hybride auto's:  C inclusief MPV/SUV;2003 1e kwartaal;;;;;;;;
961;Hybride auto's:  C inclusief MPV/SUV;2003 2e kwartaal;;;;;;;;
962;Hybride auto's:  C inclusief MPV/SUV;2003 3e kwartaal;;;;;;;;
963;Hybride auto's:  C inclusief MPV/SUV;2003 4e kwartaal;;;;;;;;
964;Hybride auto's:  C inclusief MPV/SUV;2003 ;;;;;;;;
965;Hybride auto's:  C inclusief MPV/SUV;2004 1e kwartaal;;;;;;;;
966;Hybride auto's:  C inclusief MPV/SUV;2004 2e kwartaal;;;;;;;;
967;Hybride auto's:  C inclusief MPV/SUV;2004 3e kwartaal;;;;;;;;
968;Hybride auto's:  C inclusief MPV/SUV;2004 4e kwartaal;;;;;;;;
969;Hybride auto's:  C inclusief MPV/SUV;2004;;;;;;;;
970;Hybride auto's:  C inclusief MPV/SUV;2005 1e kwartaal;;;;;;;;
971;Hybride auto's:  C inclusief MPV/SUV;2005 2e kwartaal;;;;;;;;
972;Hybride auto's:  C inclusief MPV/SUV;2005 3e kwartaal;;;;;;;;
973;Hybride auto's:  C inclusief MPV/SUV;2005 4e kwartaal;;;;;;;;
974;Hybride auto's:  C inclusief MPV/SUV;2005;;;;;;;;
975;Hybride auto's:  C inclusief MPV/SUV;2006 1e kwartaal;;;;;;;;
976;Hybride auto's:  C inclusief MPV/SUV;2006 2e kwartaal;;;;;;;;
977;Hybride auto's:  C inclusief MPV/SUV;2006 3e kwartaal;;;;;;;;
978;Hybride auto's:  C inclusief MPV/SUV;2006 4e kwartaal;;;;;;;;
979;Hybride auto's:  C inclusief MPV/SUV;2006;;;;;;;;
980;Hybride auto's:  C inclusief MPV/SUV;2007 1e kwartaal;;;;;;;;
981;Hybride auto's:  C inclusief MPV/SUV;2007 2e kwartaal;;;;;;;;
982;Hybride auto's:  C inclusief MPV/SUV;2007 3e kwartaal;;;;;;;;
983;Hybride auto's:  C inclusief MPV/SUV;2007 4e kwartaal;;;;;;;;
984;Hybride auto's:  C inclusief MPV/SUV;2007;;;;;;;;
985;Hybride auto's:  C inclusief MPV/SUV;2008 1e kwartaal;;;;;;;;
986;Hybride auto's:  C inclusief MPV/SUV;2008 2e kwartaal;;;;;;;;
987;Hybride auto's:  C inclusief MPV/SUV;2008 3e kwartaal;;;;;;;;
988;Hybride auto's:  C inclusief MPV/SUV;2008 4e kwartaal;;;;;;;;
989;Hybride auto's:  C inclusief MPV/SUV;2008;;;;;;;;
990;Hybride auto's:  C inclusief MPV/SUV;2009 1e kwartaal;;;;;;;;
991;Hybride auto's:  C inclusief MPV/SUV;2009 2e kwartaal;;;;;;;;
992;Hybride auto's:  C inclusief MPV/SUV;2009 3e kwartaal;;;;;;;;
993;Hybride auto's:  C inclusief MPV/SUV;2009 4e kwartaal;;;;;;;;
994;Hybride auto's:  C inclusief MPV/SUV;2009;;;;;;;;
995;Hybride auto's:  C inclusief MPV/SUV;2010 1e kwartaal;;;;;;;;
996;Hybride auto's:  C inclusief MPV/SUV;2010 2e kwartaal;;;;;;;;
997;Hybride auto's:  C inclusief MPV/SUV;2010 3e kwartaal;;;;;;;;
998;Hybride auto's:  C inclusief MPV/SUV;2010 4e kwartaal;;;;;;;;
999;Hybride auto's:  C inclusief MPV/SUV;2010;;;;;;;;
1000;Hybride auto's:  C inclusief MPV/SUV;2011 1e kwartaal;;;;;;;;
1001;Hybride auto's:  C inclusief MPV/SUV;2011 2e kwartaal;;;;;;;;
1002;Hybride auto's:  C inclusief MPV/SUV;2011 3e kwartaal;;;;;;;;
1003;Hybride auto's:  C inclusief MPV/SUV;2011 4e kwartaal;;;;;;;;
1004;Hybride auto's:  C inclusief MPV/SUV;2011;;;;;;;;
1005;Hybride auto's:  C inclusief MPV/SUV;2012 1e kwartaal;;;;;;;;
1006;Hybride auto's:  C inclusief MPV/SUV;2012 2e kwartaal;;;;;;;;
1007;Hybride auto's:  C inclusief MPV/SUV;2012 3e kwartaal;;;;;;;;
1008;Hybride auto's:  C inclusief MPV/SUV;2012 4e kwartaal;;;;;;;;
1009;Hybride auto's:  C inclusief MPV/SUV;2012;;;;;;;;
1010;Hybride auto's:  C inclusief MPV/SUV;2013 1e kwartaal;;;;;;;;
1011;Hybride auto's:  C inclusief MPV/SUV;2013 2e kwartaal;;;;;;;;
1012;Hybride auto's:  C inclusief MPV/SUV;2013 3e kwartaal;;;;;;;;
1013;Hybride auto's:  C inclusief MPV/SUV;2013 4e kwartaal;;;;;;;;
1014;Hybride auto's:  C inclusief MPV/SUV;2013;;;;;;;;
1015;Hybride auto's:  C inclusief MPV/SUV;2014 1e kwartaal;;;;;;;;
1016;Hybride auto's:  C inclusief MPV/SUV;2014 2e kwartaal;;;;;;;;
1017;Hybride auto's:  C inclusief MPV/SUV;2014 3e kwartaal;;;;;;;;
1018;Hybride auto's:  C inclusief MPV/SUV;2014 4e kwartaal;;;;;;;;
1019;Hybride auto's:  C inclusief MPV/SUV;2014;;;;;;;;
1020;Hybride auto's:  C inclusief MPV/SUV;2015 1e kwartaal;;;;;;;;
1021;Hybride auto's:  C inclusief MPV/SUV;2015 2e kwartaal;;;;;;;;
1022;Hybride auto's:  C inclusief MPV/SUV;2015 3e kwartaal;;;;;;;;
1023;Hybride auto's:  C inclusief MPV/SUV;2015 4e kwartaal;;;;;;;;
1024;Hybride auto's:  C inclusief MPV/SUV;2015;;;;;;;;
1025;Hybride auto's:  C inclusief MPV/SUV;2016 1e kwartaal;;;;;;;;
1026;Hybride auto's:  C inclusief MPV/SUV;2016 2e kwartaal;;;;;;;;
1027;Hybride auto's:  C inclusief MPV/SUV;2016 3e kwartaal;;;;;;;;
1028;Hybride auto's:  C inclusief MPV/SUV;2016 4e kwartaal;;;;;;;;
1029;Hybride auto's:  C inclusief MPV/SUV;2016;;;;;;;;
1030;Hybride auto's:  C inclusief MPV/SUV;2017 1e kwartaal;;;;;;;;
1031;Hybride auto's:  C inclusief MPV/SUV;2017 2e kwartaal;;;;;;;;
1032;Hybride auto's:  C inclusief MPV/SUV;2017 3e kwartaal;;;;;;;;
1033;Hybride auto's:  C inclusief MPV/SUV;2017 4e kwartaal;;;;;;;;
1034;Hybride auto's:  C inclusief MPV/SUV;2017;;;;;;;;
1035;Hybride auto's:  C inclusief MPV/SUV;2018 1e kwartaal;;;;;;;;
1036;Hybride auto's:  C inclusief MPV/SUV;2018 2e kwartaal;;;;;;;;
1037;Hybride auto's:  C inclusief MPV/SUV;2018 3e kwartaal;;;;;;;;
1038;Hybride auto's:  C inclusief MPV/SUV;2018 4e kwartaal;;;;;;;;
1039;Hybride auto's:  C inclusief MPV/SUV;2018;;;;;;;;
1040;Hybride auto's:  C inclusief MPV/SUV;2019 1e kwartaal;;;;;;;;
1041;Hybride auto's:  C inclusief MPV/SUV;2019 2e kwartaal;;;;;;;;
1042;Hybride auto's:  C inclusief MPV/SUV;2019 3e kwartaal;;;;;;;;
1043;Hybride auto's:  C inclusief MPV/SUV;2019 4e kwartaal;;;;;;;;
1044;Hybride auto's:  C inclusief MPV/SUV;2019;;;;;;;;
1045;Hybride auto's:  C inclusief MPV/SUV;2020 1e kwartaal;;;;;;;;
1046;Hybride auto's:  C inclusief MPV/SUV;2020 2e kwartaal;;;;;;;;
1047;Hybride auto's:  C inclusief MPV/SUV;2020 3e kwartaal;;;;;;;;
1048;Hybride auto's:  C inclusief MPV/SUV;2020 4e kwartaal;100.0;;;;98.2;;;
1049;Hybride auto's:  C inclusief MPV/SUV;2020;;;;;;;;
1050;Hybride auto's:  C inclusief MPV/SUV;2021 1e kwartaal;100.2;0.2;;12.6;98.9;0.7;;16.3
1051;Hybride auto's:  C inclusief MPV/SUV;2021 2e kwartaal;99.8;-0.4;;12.6;99.5;0.6;;16.3
1052;Hybride auto's:  C inclusief MPV/SUV;2021 3e kwartaal;99.7;-0.1;;12.6;99.9;0.4;;16.3
1053;Hybride auto's:  C inclusief MPV/SUV;2021 4e kwartaal;100.3;0.6;0.4;12.6;101.8;1.9;3.6;16.3
1054;Hybride auto's:  C inclusief MPV/SUV;2021;100.0;;;12.6;100.0;;;16.3
1055;Hybride auto's:  C inclusief MPV/SUV;2022 1e kwartaal;102.4;2.1;2.2;12.6;104.3;2.5;5.5;16.3
1056;Hybride auto's:  C inclusief MPV/SUV;2022 2e kwartaal;106.5;4.0;6.7;12.6;108.9;4.4;9.4;16.3
1057;Hybride auto's:  C inclusief MPV/SUV;2022 3e kwartaal;109.1;2.4;9.4;12.6;111.2;2.2;11.4;16.3
1058;Hybride auto's:  C inclusief MPV/SUV;2022 4e kwartaal;113.8;4.3;13.4;12.6;115.5;3.8;13.5;16.3
1059;Hybride auto's:  C inclusief MPV/SUV;2022;107.9;;7.9;12.6;110.0;;10.0;16.3
1060;Hybride auto's:  C inclusief MPV/SUV;2023 1e kwartaal;116.6;2.5;13.8;12.6;118.8;2.9;13.9;16.3
1061;Hybride auto's:  C inclusief MPV/SUV;2023 2e kwartaal;116.9;0.2;9.7;12.6;119.1;0.3;9.4;16.3
1062;Hybride auto's:  C inclusief MPV/SUV;2023 3e kwartaal;116.6;-0.2;6.9;12.6;119.7;0.5;7.6;16.3
1063;Hybride auto's:  C inclusief MPV/SUV;2023 4e kwartaal;118.0;1.2;3.7;12.6;120.7;0.8;4.5;16.3
1064;Hybride auto's:  C inclusief MPV/SUV;2023;117.0;;8.4;12.6;119.6;;8.7;16.3
1065;Hybride auto's:  C inclusief MPV/SUV;2024 1e kwartaal;118.7;0.6;1.9;12.6;121.2;0.4;2.0;16.3
1066;Hybride auto's:  C inclusief MPV/SUV;2024 2e kwartaal;117.9;-0.7;0.9;12.6;120.6;-0.5;1.2;16.3
1067;Hybride auto's:  C inclusief MPV/SUV;2024 3e kwartaal;117.8;-0.1;1.1;12.6;120.5;-0.1;0.7;16.3
1068;Hybride auto's:  C inclusief MPV/SUV;2024 4e kwartaal;118.5;0.5;0.4;12.6;120.9;0.3;0.2;16.3
1069;Hybride auto's:  C inclusief MPV/SUV;2024;118.2;;1.1;12.6;120.8;;1.0;16.3
1070;Hybride auto's:  C inclusief MPV/SUV;2025 1e kwartaal;121.4;2.5;2.2;12.6;123.6;2.3;2.0;16.3
1071;Hybride auto's: D inclusief MPV/SUV;2001 3e kwartaal;;;;;;;;
1072;Hybride auto's: D inclusief MPV/SUV;2001 4e kwartaal;;;;;;;;
1073;Hybride auto's: D inclusief MPV/SUV;2001;;;;;;;;
1074;Hybride auto's: D inclusief MPV/SUV;2002 1e kwartaal;;;;;;;;
1075;Hybride auto's: D inclusief MPV/SUV;2002 2e kwartaal;;;;;;;;
1076;Hybride auto's: D inclusief MPV/SUV;2002 3e kwartaal;;;;;;;;
1077;Hybride auto's: D inclusief MPV/SUV;2002 4e kwartaal;;;;;;;;
1078;Hybride auto's: D inclusief MPV/SUV;2002;;;;;;;;
1079;Hybride auto's: D inclusief MPV/SUV;2003 1e kwartaal;;;;;;;;
1080;Hybride auto's: D inclusief MPV/SUV;2003 2e kwartaal;;;;;;;;
1081;Hybride auto's: D inclusief MPV/SUV;2003 3e kwartaal;;;;;;;;
1082;Hybride auto's: D inclusief MPV/SUV;2003 4e kwartaal;;;;;;;;
1083;Hybride auto's: D inclusief MPV/SUV;2003 ;;;;;;;;
1084;Hybride auto's: D inclusief MPV/SUV;2004 1e kwartaal;;;;;;;;
1085;Hybride auto's: D inclusief MPV/SUV;2004 2e kwartaal;;;;;;;;
1086;Hybride auto's: D inclusief MPV/SUV;2004 3e kwartaal;;;;;;;;
1087;Hybride auto's: D inclusief MPV/SUV;2004 4e kwartaal;;;;;;;;
1088;Hybride auto's: D inclusief MPV/SUV;2004;;;;;;;;
1089;Hybride auto's: D inclusief MPV/SUV;2005 1e kwartaal;;;;;;;;
1090;Hybride auto's: D inclusief MPV/SUV;2005 2e kwartaal;;;;;;;;
1091;Hybride auto's: D inclusief MPV/SUV;2005 3e kwartaal;;;;;;;;
1092;Hybride auto's: D inclusief MPV/SUV;2005 4e kwartaal;;;;;;;;
1093;Hybride auto's: D inclusief MPV/SUV;2005;;;;;;;;
1094;Hybride auto's: D inclusief MPV/SUV;2006 1e kwartaal;;;;;;;;
1095;Hybride auto's: D inclusief MPV/SUV;2006 2e kwartaal;;;;;;;;
1096;Hybride auto's: D inclusief MPV/SUV;2006 3e kwartaal;;;;;;;;
1097;Hybride auto's: D inclusief MPV/SUV;2006 4e kwartaal;;;;;;;;
1098;Hybride auto's: D inclusief MPV/SUV;2006;;;;;;;;
1099;Hybride auto's: D inclusief MPV/SUV;2007 1e kwartaal;;;;;;;;
1100;Hybride auto's: D inclusief MPV/SUV;2007 2e kwartaal;;;;;;;;
1101;Hybride auto's: D inclusief MPV/SUV;2007 3e kwartaal;;;;;;;;
1102;Hybride auto's: D inclusief MPV/SUV;2007 4e kwartaal;;;;;;;;
1103;Hybride auto's: D inclusief MPV/SUV;2007;;;;;;;;
1104;Hybride auto's: D inclusief MPV/SUV;2008 1e kwartaal;;;;;;;;
1105;Hybride auto's: D inclusief MPV/SUV;2008 2e kwartaal;;;;;;;;
1106;Hybride auto's: D inclusief MPV/SUV;2008 3e kwartaal;;;;;;;;
1107;Hybride auto's: D inclusief MPV/SUV;2008 4e kwartaal;;;;;;;;
1108;Hybride auto's: D inclusief MPV/SUV;2008;;;;;;;;
1109;Hybride auto's: D inclusief MPV/SUV;2009 1e kwartaal;;;;;;;;
1110;Hybride auto's: D inclusief MPV/SUV;2009 2e kwartaal;;;;;;;;
1111;Hybride auto's: D inclusief MPV/SUV;2009 3e kwartaal;;;;;;;;
1112;Hybride auto's: D inclusief MPV/SUV;2009 4e kwartaal;;;;;;;;
1113;Hybride auto's: D inclusief MPV/SUV;2009;;;;;;;;
1114;Hybride auto's: D inclusief MPV/SUV;2010 1e kwartaal;;;;;;;;
1115;Hybride auto's: D inclusief MPV/SUV;2010 2e kwartaal;;;;;;;;
1116;Hybride auto's: D inclusief MPV/SUV;2010 3e kwartaal;;;;;;;;
1117;Hybride auto's: D inclusief MPV/SUV;2010 4e kwartaal;;;;;;;;
1118;Hybride auto's: D inclusief MPV/SUV;2010;;;;;;;;
1119;Hybride auto's: D inclusief MPV/SUV;2011 1e kwartaal;;;;;;;;
1120;Hybride auto's: D inclusief MPV/SUV;2011 2e kwartaal;;;;;;;;
1121;Hybride auto's: D inclusief MPV/SUV;2011 3e kwartaal;;;;;;;;
1122;Hybride auto's: D inclusief MPV/SUV;2011 4e kwartaal;;;;;;;;
1123;Hybride auto's: D inclusief MPV/SUV;2011;;;;;;;;
1124;Hybride auto's: D inclusief MPV/SUV;2012 1e kwartaal;;;;;;;;
1125;Hybride auto's: D inclusief MPV/SUV;2012 2e kwartaal;;;;;;;;
1126;Hybride auto's: D inclusief MPV/SUV;2012 3e kwartaal;;;;;;;;
1127;Hybride auto's: D inclusief MPV/SUV;2012 4e kwartaal;;;;;;;;
1128;Hybride auto's: D inclusief MPV/SUV;2012;;;;;;;;
1129;Hybride auto's: D inclusief MPV/SUV;2013 1e kwartaal;;;;;;;;
1130;Hybride auto's: D inclusief MPV/SUV;2013 2e kwartaal;;;;;;;;
1131;Hybride auto's: D inclusief MPV/SUV;2013 3e kwartaal;;;;;;;;
1132;Hybride auto's: D inclusief MPV/SUV;2013 4e kwartaal;;;;;;;;
1133;Hybride auto's: D inclusief MPV/SUV;2013;;;;;;;;
1134;Hybride auto's: D inclusief MPV/SUV;2014 1e kwartaal;;;;;;;;
1135;Hybride auto's: D inclusief MPV/SUV;2014 2e kwartaal;;;;;;;;
1136;Hybride auto's: D inclusief MPV/SUV;2014 3e kwartaal;;;;;;;;
1137;Hybride auto's: D inclusief MPV/SUV;2014 4e kwartaal;;;;;;;;
1138;Hybride auto's: D inclusief MPV/SUV;2014;;;;;;;;
1139;Hybride auto's: D inclusief MPV/SUV;2015 1e kwartaal;;;;;;;;
1140;Hybride auto's: D inclusief MPV/SUV;2015 2e kwartaal;;;;;;;;
1141;Hybride auto's: D inclusief MPV/SUV;2015 3e kwartaal;;;;;;;;
1142;Hybride auto's: D inclusief MPV/SUV;2015 4e kwartaal;;;;;;;;
1143;Hybride auto's: D inclusief MPV/SUV;2015;;;;;;;;
1144;Hybride auto's: D inclusief MPV/SUV;2016 1e kwartaal;;;;;;;;
1145;Hybride auto's: D inclusief MPV/SUV;2016 2e kwartaal;;;;;;;;
1146;Hybride auto's: D inclusief MPV/SUV;2016 3e kwartaal;;;;;;;;
1147;Hybride auto's: D inclusief MPV/SUV;2016 4e kwartaal;;;;;;;;
1148;Hybride auto's: D inclusief MPV/SUV;2016;;;;;;;;
1149;Hybride auto's: D inclusief MPV/SUV;2017 1e kwartaal;;;;;;;;
1150;Hybride auto's: D inclusief MPV/SUV;2017 2e kwartaal;;;;;;;;
1151;Hybride auto's: D inclusief MPV/SUV;2017 3e kwartaal;;;;;;;;
1152;Hybride auto's: D inclusief MPV/SUV;2017 4e kwartaal;;;;;;;;
1153;Hybride auto's: D inclusief MPV/SUV;2017;;;;;;;;
1154;Hybride auto's: D inclusief MPV/SUV;2018 1e kwartaal;;;;;;;;
1155;Hybride auto's: D inclusief MPV/SUV;2018 2e kwartaal;;;;;;;;
1156;Hybride auto's: D inclusief MPV/SUV;2018 3e kwartaal;;;;;;;;
1157;Hybride auto's: D inclusief MPV/SUV;2018 4e kwartaal;;;;;;;;
1158;Hybride auto's: D inclusief MPV/SUV;2018;;;;;;;;
1159;Hybride auto's: D inclusief MPV/SUV;2019 1e kwartaal;;;;;;;;
1160;Hybride auto's: D inclusief MPV/SUV;2019 2e kwartaal;;;;;;;;
1161;Hybride auto's: D inclusief MPV/SUV;2019 3e kwartaal;;;;;;;;
1162;Hybride auto's: D inclusief MPV/SUV;2019 4e kwartaal;;;;;;;;
1163;Hybride auto's: D inclusief MPV/SUV;2019;;;;;;;;
1164;Hybride auto's: D inclusief MPV/SUV;2020 1e kwartaal;;;;;;;;
1165;Hybride auto's: D inclusief MPV/SUV;2020 2e kwartaal;;;;;;;;
1166;Hybride auto's: D inclusief MPV/SUV;2020 3e kwartaal;;;;;;;;
1167;Hybride auto's: D inclusief MPV/SUV;2020 4e kwartaal;100.0;;;;98.2;;;
1168;Hybride auto's: D inclusief MPV/SUV;2020;;;;;;;;
1169;Hybride auto's: D inclusief MPV/SUV;2021 1e kwartaal;100.2;0.2;;4.3;98.9;0.7;;5.5
1170;Hybride auto's: D inclusief MPV/SUV;2021 2e kwartaal;99.8;-0.4;;4.3;99.5;0.6;;5.5
1171;Hybride auto's: D inclusief MPV/SUV;2021 3e kwartaal;99.7;-0.1;;4.3;99.9;0.4;;5.5
1172;Hybride auto's: D inclusief MPV/SUV;2021 4e kwartaal;100.3;0.6;0.4;4.3;101.8;1.9;3.6;5.5
1173;Hybride auto's: D inclusief MPV/SUV;2021;100.0;;;4.3;100.0;;;5.5
1174;Hybride auto's: D inclusief MPV/SUV;2022 1e kwartaal;102.4;2.1;2.2;4.3;104.3;2.5;5.5;5.5
1175;Hybride auto's: D inclusief MPV/SUV;2022 2e kwartaal;106.5;4.0;6.7;4.3;108.9;4.4;9.4;5.5
1176;Hybride auto's: D inclusief MPV/SUV;2022 3e kwartaal;109.1;2.4;9.4;4.3;111.2;2.2;11.4;5.5
1177;Hybride auto's: D inclusief MPV/SUV;2022 4e kwartaal;113.8;4.3;13.4;4.3;115.5;3.8;13.5;5.5
1178;Hybride auto's: D inclusief MPV/SUV;2022;107.9;;7.9;4.3;110.0;;10.0;5.5
1179;Hybride auto's: D inclusief MPV/SUV;2023 1e kwartaal;116.6;2.5;13.8;4.3;118.8;2.9;13.9;5.5
1180;Hybride auto's: D inclusief MPV/SUV;2023 2e kwartaal;116.9;0.2;9.7;4.3;119.1;0.3;9.4;5.5
1181;Hybride auto's: D inclusief MPV/SUV;2023 3e kwartaal;116.6;-0.2;6.9;4.3;119.7;0.5;7.6;5.5
1182;Hybride auto's: D inclusief MPV/SUV;2023 4e kwartaal;118.0;1.2;3.7;4.3;120.7;0.8;4.5;5.5
1183;Hybride auto's: D inclusief MPV/SUV;2023;117.0;;8.4;4.3;119.6;;8.7;5.5
1184;Hybride auto's: D inclusief MPV/SUV;2024 1e kwartaal;118.0;0.0;1.2;4.3;120.7;0.0;1.6;5.5
1185;Hybride auto's: D inclusief MPV/SUV;2024 2e kwartaal;118.5;0.4;1.4;4.3;121.2;0.4;1.7;5.5
1186;Hybride auto's: D inclusief MPV/SUV;2024 3e kwartaal;117.9;-0.5;1.1;4.3;120.0;-0.9;0.3;5.5
1187;Hybride auto's: D inclusief MPV/SUV;2024 4e kwartaal;115.8;-1.7;-1.8;4.3;117.9;-1.7;-2.3;5.5
1188;Hybride auto's: D inclusief MPV/SUV;2024;117.5;;0.5;4.3;119.9;;0.3;5.5
1189;Hybride auto's: D inclusief MPV/SUV;2025 1e kwartaal;118.1;1.9;0.1;4.3;120.3;2.0;-0.4;5.5
1190;Personenauto's: Volledig elektrisch;2001 3e kwartaal;;;;;;;;
1191;Personenauto's: Volledig elektrisch;2001 4e kwartaal;;;;;;;;
1192;Personenauto's: Volledig elektrisch;2001;;;;;;;;
1193;Personenauto's: Volledig elektrisch;2002 1e kwartaal;;;;;;;;
1194;Personenauto's: Volledig elektrisch;2002 2e kwartaal;;;;;;;;
1195;Personenauto's: Volledig elektrisch;2002 3e kwartaal;;;;;;;;
1196;Personenauto's: Volledig elektrisch;2002 4e kwartaal;;;;;;;;
1197;Personenauto's: Volledig elektrisch;2002;;;;;;;;
1198;Personenauto's: Volledig elektrisch;2003 1e kwartaal;;;;;;;;
1199;Personenauto's: Volledig elektrisch;2003 2e kwartaal;;;;;;;;
1200;Personenauto's: Volledig elektrisch;2003 3e kwartaal;;;;;;;;
1201;Personenauto's: Volledig elektrisch;2003 4e kwartaal;;;;;;;;
1202;Personenauto's: Volledig elektrisch;2003 ;;;;;;;;
1203;Personenauto's: Volledig elektrisch;2004 1e kwartaal;;;;;;;;
1204;Personenauto's: Volledig elektrisch;2004 2e kwartaal;;;;;;;;
1205;Personenauto's: Volledig elektrisch;2004 3e kwartaal;;;;;;;;
1206;Personenauto's: Volledig elektrisch;2004 4e kwartaal;;;;;;;;
1207;Personenauto's: Volledig elektrisch;2004;;;;;;;;
1208;Personenauto's: Volledig elektrisch;2005 1e kwartaal;;;;;;;;
1209;Personenauto's: Volledig elektrisch;2005 2e kwartaal;;;;;;;;
1210;Personenauto's: Volledig elektrisch;2005 3e kwartaal;;;;;;;;
1211;Personenauto's: Volledig elektrisch;2005 4e kwartaal;;;;;;;;
1212;Personenauto's: Volledig elektrisch;2005;;;;;;;;
1213;Personenauto's: Volledig elektrisch;2006 1e kwartaal;;;;;;;;
1214;Personenauto's: Volledig elektrisch;2006 2e kwartaal;;;;;;;;
1215;Personenauto's: Volledig elektrisch;2006 3e kwartaal;;;;;;;;
1216;Personenauto's: Volledig elektrisch;2006 4e kwartaal;;;;;;;;
1217;Personenauto's: Volledig elektrisch;2006;;;;;;;;
1218;Personenauto's: Volledig elektrisch;2007 1e kwartaal;;;;;;;;
1219;Personenauto's: Volledig elektrisch;2007 2e kwartaal;;;;;;;;
1220;Personenauto's: Volledig elektrisch;2007 3e kwartaal;;;;;;;;
1221;Personenauto's: Volledig elektrisch;2007 4e kwartaal;;;;;;;;
1222;Personenauto's: Volledig elektrisch;2007;;;;;;;;
1223;Personenauto's: Volledig elektrisch;2008 1e kwartaal;;;;;;;;
1224;Personenauto's: Volledig elektrisch;2008 2e kwartaal;;;;;;;;
1225;Personenauto's: Volledig elektrisch;2008 3e kwartaal;;;;;;;;
1226;Personenauto's: Volledig elektrisch;2008 4e kwartaal;;;;;;;;
1227;Personenauto's: Volledig elektrisch;2008;;;;;;;;
1228;Personenauto's: Volledig elektrisch;2009 1e kwartaal;;;;;;;;
1229;Personenauto's: Volledig elektrisch;2009 2e kwartaal;;;;;;;;
1230;Personenauto's: Volledig elektrisch;2009 3e kwartaal;;;;;;;;
1231;Personenauto's: Volledig elektrisch;2009 4e kwartaal;;;;;;;;
1232;Personenauto's: Volledig elektrisch;2009;;;;;;;;
1233;Personenauto's: Volledig elektrisch;2010 1e kwartaal;;;;;;;;
1234;Personenauto's: Volledig elektrisch;2010 2e kwartaal;;;;;;;;
1235;Personenauto's: Volledig elektrisch;2010 3e kwartaal;;;;;;;;
1236;Personenauto's: Volledig elektrisch;2010 4e kwartaal;;;;;;;;
1237;Personenauto's: Volledig elektrisch;2010;;;;;;;;
1238;Personenauto's: Volledig elektrisch;2011 1e kwartaal;;;;;;;;
1239;Personenauto's: Volledig elektrisch;2011 2e kwartaal;;;;;;;;
1240;Personenauto's: Volledig elektrisch;2011 3e kwartaal;;;;;;;;
1241;Personenauto's: Volledig elektrisch;2011 4e kwartaal;;;;;;;;
1242;Personenauto's: Volledig elektrisch;2011;;;;;;;;
1243;Personenauto's: Volledig elektrisch;2012 1e kwartaal;;;;;;;;
1244;Personenauto's: Volledig elektrisch;2012 2e kwartaal;;;;;;;;
1245;Personenauto's: Volledig elektrisch;2012 3e kwartaal;;;;;;;;
1246;Personenauto's: Volledig elektrisch;2012 4e kwartaal;;;;;;;;
1247;Personenauto's: Volledig elektrisch;2012;;;;;;;;
1248;Personenauto's: Volledig elektrisch;2013 1e kwartaal;;;;;;;;
1249;Personenauto's: Volledig elektrisch;2013 2e kwartaal;;;;;;;;
1250;Personenauto's: Volledig elektrisch;2013 3e kwartaal;;;;;;;;
1251;Personenauto's: Volledig elektrisch;2013 4e kwartaal;;;;;;;;
1252;Personenauto's: Volledig elektrisch;2013;;;;;;;;
1253;Personenauto's: Volledig elektrisch;2014 1e kwartaal;;;;;;;;
1254;Personenauto's: Volledig elektrisch;2014 2e kwartaal;;;;;;;;
1255;Personenauto's: Volledig elektrisch;2014 3e kwartaal;;;;;;;;
1256;Personenauto's: Volledig elektrisch;2014 4e kwartaal;;;;;;;;
1257;Personenauto's: Volledig elektrisch;2014;;;;;;;;
1258;Personenauto's: Volledig elektrisch;2015 1e kwartaal;;;;;;;;
1259;Personenauto's: Volledig elektrisch;2015 2e kwartaal;;;;;;;;
1260;Personenauto's: Volledig elektrisch;2015 3e kwartaal;;;;;;;;
1261;Personenauto's: Volledig elektrisch;2015 4e kwartaal;;;;;;;;
1262;Personenauto's: Volledig elektrisch;2015;;;;;;;;
1263;Personenauto's: Volledig elektrisch;2016 1e kwartaal;;;;;;;;
1264;Personenauto's: Volledig elektrisch;2016 2e kwartaal;;;;;;;;
1265;Personenauto's: Volledig elektrisch;2016 3e kwartaal;;;;;;;;
1266;Personenauto's: Volledig elektrisch;2016 4e kwartaal;;;;;;;;
1267;Personenauto's: Volledig elektrisch;2016;;;;;;;;
1268;Personenauto's: Volledig elektrisch;2017 1e kwartaal;;;;;;;;
1269;Personenauto's: Volledig elektrisch;2017 2e kwartaal;;;;;;;;
1270;Personenauto's: Volledig elektrisch;2017 3e kwartaal;;;;;;;;
1271;Personenauto's: Volledig elektrisch;2017 4e kwartaal;;;;;;;;
1272;Personenauto's: Volledig elektrisch;2017;;;;;;;;
