ID;Geslacht;Kenmerken;Perioden;TotaalWerknemers_1;WilMeerUrenWerken_2;WilGelijkAantalUrenWerken_3;WilMinderUrenWerkenStoppenMetWerk_4;TotaalWerknemers100_5;WilMeerUrenWerken_6;WilGelijkAantalUrenWerken_7;WilMinderUrenWerkenStoppenMetWerk_8
226;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;1993;;;;;;;;
227;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;1994;;;;;;;;
228;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;1995;;;;;;;;
229;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;1996;1901.0;141.0;1510.0;250.0;1901.0;7.4;79.4;13.2
230;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;1997;1957.0;147.0;1571.0;238.0;1957.0;7.5;80.3;12.2
231;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;1998;1992.0;140.0;1582.0;270.0;1992.0;7.0;79.4;13.6
232;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;1999;2024.0;130.0;1621.0;273.0;2024.0;6.4;80.1;13.5
233;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;2000;1993.0;123.0;1621.0;249.0;1993.0;6.2;81.3;12.5
234;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;2001;1957.0;102.0;1604.0;251.0;1957.0;5.2;81.9;12.8
235;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;2002;1897.0;108.0;1563.0;227.0;1897.0;5.7;82.4;11.9
236;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;2003;1845.0;114.0;1525.0;206.0;1845.0;6.2;82.7;11.2
237;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;2004;1813.0;120.0;1510.0;183.0;1813.0;6.6;83.3;10.1
238;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;2005;1781.0;143.0;1453.0;185.0;1781.0;8.0;81.6;10.4
239;Mannen en vrouwen;25 tot 50 jarigen zonder kinderen;2006;1780.0;153.0;1470.0;157.0;1780.0;8.6;82.6;8.8
240;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1992;;;;;;;;
241;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1993;;;;;;;;
242;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1994;;;;;;;;
243;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1995;;;;;;;;
244;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1996;1496.0;137.0;1178.0;181.0;1496.0;9.1;78.7;12.1
245;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1997;1583.0;128.0;1257.0;198.0;1583.0;8.1;79.4;12.5
246;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1998;1681.0;129.0;1336.0;216.0;1681.0;7.6;79.5;12.8
247;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;1999;1809.0;116.0;1451.0;242.0;1809.0;6.4;80.2;13.4
248;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;2000;1851.0;130.0;1468.0;252.0;1851.0;7.0;79.3;13.6
249;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;2001;1954.0;124.0;1561.0;269.0;1954.0;6.3;79.9;13.8
250;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;2002;1996.0;117.0;1630.0;248.0;1996.0;5.9;81.7;12.4
251;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;2003;2001.0;128.0;1641.0;232.0;2001.0;6.4;82.0;11.6
252;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;2004;1982.0;143.0;1607.0;232.0;1982.0;7.2;81.1;11.7
253;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;2005;2002.0;156.0;1613.0;232.0;2002.0;7.8;80.6;11.6
254;Mannen en vrouwen;Arbeidsduur: 12 tot 24 uur;2006;2094.0;165.0;1708.0;221.0;2094.0;7.9;81.6;10.5
255;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1992;650.0;120.0;493.0;38.0;650.0;18.4;75.8;5.8
256;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1993;663.0;122.0;501.0;41.0;663.0;18.4;75.5;6.1
257;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1994;708.0;157.0;508.0;43.0;708.0;22.2;71.8;6.0
258;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1995;761.0;167.0;548.0;46.0;761.0;21.9;72.0;6.1
259;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1996;759.0;161.0;550.0;47.0;759.0;21.2;72.5;6.2
260;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1997;791.0;160.0;578.0;52.0;791.0;20.2;73.1;6.6
261;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1998;864.0;154.0;650.0;59.0;864.0;17.9;75.3;6.9
262;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;1999;898.0;140.0;690.0;68.0;898.0;15.5;76.9;7.6
263;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;2000;948.0;154.0;719.0;75.0;948.0;16.3;75.8;7.9
264;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;2001;992.0;128.0;790.0;73.0;992.0;12.9;79.7;7.4
265;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;2002;1029.0;135.0;824.0;70.0;1029.0;13.1;80.1;6.8
266;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;2003;1022.0;151.0;802.0;68.0;1022.0;14.8;78.5;6.7
267;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;2004;1016.0;175.0;780.0;61.0;1016.0;17.2;76.8;6.0
268;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;2005;1037.0;214.0;760.0;62.0;1037.0;20.7;73.3;6.0
269;Mannen en vrouwen;Arbeidsduur: 24 tot 35 uur per week;2006;1057.0;209.0;789.0;60.0;1057.0;19.7;74.6;5.6
270;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1992;652.0;79.0;503.0;69.0;652.0;12.2;77.2;10.6
271;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1993;690.0;95.0;511.0;84.0;690.0;13.8;74.1;12.1
272;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1994;704.0;97.0;525.0;82.0;704.0;13.8;74.6;11.7
273;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1995;765.0;114.0;568.0;83.0;765.0;14.9;74.3;10.8
274;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1996;818.0;127.0;602.0;88.0;818.0;15.6;73.6;10.8
275;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1997;876.0;130.0;648.0;99.0;876.0;14.8;73.9;11.3
276;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1998;949.0;122.0;705.0;122.0;949.0;12.9;74.3;12.8
277;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;1999;1014.0;110.0;766.0;138.0;1014.0;10.8;75.5;13.6
278;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2000;1083.0;113.0;822.0;147.0;1083.0;10.4;75.9;13.6
279;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2001;1130.0;109.0;880.0;141.0;1130.0;9.6;77.9;12.5
280;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2002;1215.0;111.0;967.0;138.0;1215.0;9.1;79.5;11.4
281;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2003;1269.0;123.0;1018.0;128.0;1269.0;9.7;80.2;10.1
282;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2004;1271.0;146.0;991.0;134.0;1271.0;11.5;78.0;10.5
283;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2005;1323.0;161.0;1034.0;128.0;1323.0;12.2;78.1;9.7
284;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2006;1354.0;168.0;1065.0;122.0;1354.0;12.4;78.6;9.0
285;Mannen;Totaal werknemers;1992;3335.0;166.0;2895.0;274.0;3335.0;5.0;86.8;8.2
286;Mannen;Totaal werknemers;1993;3301.0;165.0;2825.0;311.0;3301.0;5.0;85.6;9.4
287;Mannen;Totaal werknemers;1994;3260.0;176.0;2785.0;299.0;3260.0;5.4;85.4;9.2
288;Mannen;Totaal werknemers;1995;3322.0;190.0;2826.0;305.0;3322.0;5.7;85.1;9.2
289;Mannen;Totaal werknemers;1996;3364.0;192.0;2832.0;340.0;3364.0;5.7;84.2;10.1
290;Mannen;Totaal werknemers;1997;3417.0;186.0;2891.0;341.0;3417.0;5.4;84.6;10.0
291;Mannen;Totaal werknemers;1998;3525.0;181.0;2971.0;373.0;3525.0;5.1;84.3;10.6
292;Mannen;Totaal werknemers;1999;3612.0;181.0;3042.0;390.0;3612.0;5.0;84.2;10.8
293;Mannen;Totaal werknemers;2000;3618.0;178.0;3054.0;385.0;3618.0;4.9;84.4;10.7
294;Mannen;Totaal werknemers;2001;3663.0;160.0;3107.0;396.0;3663.0;4.4;84.8;10.8
295;Mannen;Totaal werknemers;2002;3616.0;157.0;3113.0;346.0;3616.0;4.3;86.1;9.6
296;Mannen;Totaal werknemers;2003;3551.0;164.0;3067.0;320.0;3551.0;4.6;86.4;9.0
297;Mannen;Totaal werknemers;2004;3464.0;174.0;2989.0;302.0;3464.0;5.0;86.3;8.7
298;Mannen;Totaal werknemers;2005;3411.0;191.0;2919.0;301.0;3411.0;5.6;85.6;8.8
299;Mannen;Totaal werknemers;2006;3432.0;199.0;2970.0;263.0;3432.0;5.8;86.5;7.7
300;Mannen;15 tot 20 jaar;1992;91.0;7.0;76.0;8.0;91.0;8.0;83.8;8.2
301;Mannen;15 tot 20 jaar;1993;87.0;8.0;68.0;11.0;87.0;8.7;78.1;13.2
302;Mannen;15 tot 20 jaar;1994;76.0;7.0;61.0;8.0;76.0;9.8;80.1;10.1
303;Mannen;15 tot 20 jaar;1995;74.0;9.0;58.0;6.0;74.0;12.8;78.9;8.3
304;Mannen;15 tot 20 jaar;1996;90.0;11.0;69.0;9.0;90.0;12.5;77.3;10.3
305;Mannen;15 tot 20 jaar;1997;97.0;10.0;78.0;8.0;97.0;10.3;80.9;8.8
306;Mannen;15 tot 20 jaar;1998;101.0;13.0;81.0;7.0;101.0;12.9;80.0;7.1
307;Mannen;15 tot 20 jaar;1999;117.0;13.0;94.0;10.0;117.0;11.0;80.3;8.7
308;Mannen;15 tot 20 jaar;2000;118.0;15.0;91.0;13.0;118.0;12.7;76.7;10.6
309;Mannen;15 tot 20 jaar;2001;130.0;12.0;105.0;13.0;130.0;9.3;80.6;10.1
310;Mannen;15 tot 20 jaar;2002;112.0;12.0;89.0;11.0;112.0;10.9;79.7;9.4
311;Mannen;15 tot 20 jaar;2003;119.0;13.0;97.0;9.0;119.0;11.0;81.5;7.5
312;Mannen;15 tot 20 jaar;2004;110.0;16.0;85.0;10.0;110.0;14.3;76.6;9.2
313;Mannen;15 tot 20 jaar;2005;102.0;11.0;81.0;9.0;102.0;11.3;80.0;8.7
314;Mannen;15 tot 20 jaar;2006;103.0;11.0;82.0;10.0;103.0;10.8;79.4;9.8
315;Mannen;20 tot 25 jaar;1992;367.0;33.0;316.0;18.0;367.0;9.0;86.2;4.9
316;Mannen;20 tot 25 jaar;1993;349.0;37.0;286.0;26.0;349.0;10.7;82.0;7.3
317;Mannen;20 tot 25 jaar;1994;328.0;41.0;273.0;14.0;328.0;12.4;83.3;4.3
318;Mannen;20 tot 25 jaar;1995;317.0;41.0;264.0;12.0;317.0;12.8;83.3;3.9
319;Mannen;20 tot 25 jaar;1996;300.0;41.0;248.0;11.0;300.0;13.6;82.7;3.7
320;Mannen;20 tot 25 jaar;1997;306.0;38.0;252.0;16.0;306.0;12.6;82.4;5.1
321;Mannen;20 tot 25 jaar;1998;291.0;35.0;242.0;15.0;291.0;12.0;83.0;5.0
322;Mannen;20 tot 25 jaar;1999;309.0;30.0;263.0;16.0;309.0;9.6;85.3;5.1
323;Mannen;20 tot 25 jaar;2000;312.0;34.0;261.0;17.0;312.0;10.8;83.7;5.5
324;Mannen;20 tot 25 jaar;2001;307.0;28.0;260.0;18.0;307.0;9.3;84.9;5.8
325;Mannen;20 tot 25 jaar;2002;313.0;23.0;272.0;17.0;313.0;7.5;87.0;5.5
326;Mannen;20 tot 25 jaar;2003;298.0;32.0;253.0;13.0;298.0;10.6;85.1;4.2
327;Mannen;20 tot 25 jaar;2004;275.0;35.0;228.0;12.0;275.0;12.6;83.0;4.4
328;Mannen;20 tot 25 jaar;2005;276.0;37.0;223.0;16.0;276.0;13.6;80.8;5.7
329;Mannen;20 tot 25 jaar;2006;283.0;32.0;237.0;14.0;283.0;11.4;83.8;4.8
330;Mannen;25 tot 30 jaar;1992;542.0;46.0;470.0;26.0;542.0;8.5;86.8;4.7
331;Mannen;25 tot 30 jaar;1993;536.0;42.0;466.0;28.0;536.0;7.8;87.0;5.2
332;Mannen;25 tot 30 jaar;1994;502.0;45.0;433.0;24.0;502.0;8.9;86.3;4.8
333;Mannen;25 tot 30 jaar;1995;510.0;52.0;436.0;21.0;510.0;10.3;85.6;4.1
334;Mannen;25 tot 30 jaar;1996;514.0;52.0;434.0;28.0;514.0;10.1;84.4;5.5
335;Mannen;25 tot 30 jaar;1997;509.0;45.0;438.0;26.0;509.0;8.9;85.9;5.1
336;Mannen;25 tot 30 jaar;1998;528.0;47.0;451.0;30.0;528.0;8.9;85.4;5.7
337;Mannen;25 tot 30 jaar;1999;513.0;44.0;438.0;30.0;513.0;8.7;85.5;5.9
338;Mannen;25 tot 30 jaar;2000;478.0;35.0;416.0;27.0;478.0;7.4;87.0;5.6
339;Mannen;25 tot 30 jaar;2001;449.0;30.0;393.0;27.0;449.0;6.6;87.5;5.9
340;Mannen;25 tot 30 jaar;2002;423.0;34.0;362.0;26.0;423.0;8.1;85.7;6.2
341;Mannen;25 tot 30 jaar;2003;405.0;31.0;355.0;20.0;405.0;7.5;87.6;4.8
342;Mannen;25 tot 30 jaar;2004;385.0;34.0;332.0;20.0;385.0;8.8;86.1;5.1
343;Mannen;25 tot 30 jaar;2005;388.0;37.0;330.0;21.0;388.0;9.5;84.9;5.5
344;Mannen;25 tot 30 jaar;2006;384.0;38.0;327.0;19.0;384.0;9.9;85.2;4.8
345;Mannen;30 tot 35 jaar;1992;526.0;29.0;459.0;37.0;526.0;5.6;87.4;7.0
346;Mannen;30 tot 35 jaar;1993;514.0;29.0;443.0;43.0;514.0;5.6;86.1;8.4
347;Mannen;30 tot 35 jaar;1994;523.0;28.0;455.0;40.0;523.0;5.4;86.9;7.7
348;Mannen;30 tot 35 jaar;1995;531.0;35.0;457.0;38.0;531.0;6.6;86.1;7.2
349;Mannen;30 tot 35 jaar;1996;539.0;32.0;458.0;48.0;539.0;6.0;85.1;9.0
350;Mannen;30 tot 35 jaar;1997;539.0;31.0;463.0;45.0;539.0;5.8;85.8;8.4
351;Mannen;30 tot 35 jaar;1998;550.0;33.0;467.0;50.0;550.0;6.0;84.9;9.1
352;Mannen;30 tot 35 jaar;1999;550.0;29.0;468.0;54.0;550.0;5.3;85.0;9.7
353;Mannen;30 tot 35 jaar;2000;552.0;31.0;471.0;50.0;552.0;5.5;85.4;9.0
354;Mannen;30 tot 35 jaar;2001;550.0;25.0;475.0;50.0;550.0;4.5;86.4;9.1
355;Mannen;30 tot 35 jaar;2002;530.0;23.0;467.0;40.0;530.0;4.3;88.1;7.6
356;Mannen;30 tot 35 jaar;2003;498.0;27.0;432.0;39.0;498.0;5.5;86.7;7.8
357;Mannen;30 tot 35 jaar;2004;488.0;25.0;428.0;34.0;488.0;5.2;87.8;7.0
358;Mannen;30 tot 35 jaar;2005;453.0;32.0;389.0;32.0;453.0;7.0;86.0;7.1
359;Mannen;30 tot 35 jaar;2006;435.0;31.0;377.0;27.0;435.0;7.2;86.7;6.1
360;Mannen;35 tot 40 jaar;1992;477.0;22.0;414.0;42.0;477.0;4.6;86.7;8.8
361;Mannen;35 tot 40 jaar;1993;470.0;20.0;407.0;44.0;470.0;4.2;86.5;9.3
362;Mannen;35 tot 40 jaar;1994;477.0;23.0;414.0;40.0;477.0;4.8;86.8;8.3
363;Mannen;35 tot 40 jaar;1995;492.0;21.0;429.0;41.0;492.0;4.3;87.3;8.4
364;Mannen;35 tot 40 jaar;1996;501.0;21.0;430.0;50.0;501.0;4.2;85.8;10.0
365;Mannen;35 tot 40 jaar;1997;506.0;26.0;434.0;46.0;506.0;5.1;85.9;9.0
366;Mannen;35 tot 40 jaar;1998;519.0;21.0;441.0;57.0;519.0;4.0;85.1;10.9
367;Mannen;35 tot 40 jaar;1999;522.0;29.0;444.0;49.0;522.0;5.6;85.1;9.3
368;Mannen;35 tot 40 jaar;2000;538.0;26.0;462.0;51.0;538.0;4.8;85.8;9.4
369;Mannen;35 tot 40 jaar;2001;536.0;20.0;460.0;56.0;536.0;3.7;85.9;10.4
370;Mannen;35 tot 40 jaar;2002;525.0;25.0;459.0;42.0;525.0;4.7;87.3;8.0
371;Mannen;35 tot 40 jaar;2003;512.0;20.0;452.0;40.0;512.0;3.9;88.2;7.9
372;Mannen;35 tot 40 jaar;2004;497.0;19.0;441.0;38.0;497.0;3.7;88.7;7.6
373;Mannen;35 tot 40 jaar;2005;493.0;24.0;433.0;36.0;493.0;4.9;87.9;7.3
374;Mannen;35 tot 40 jaar;2006;487.0;25.0;431.0;31.0;487.0;5.2;88.5;6.3
375;Mannen;40 tot 45 jaar;1992;461.0;15.0;412.0;34.0;461.0;3.3;89.4;7.3
376;Mannen;40 tot 45 jaar;1993;448.0;13.0;400.0;35.0;448.0;2.9;89.3;7.8
377;Mannen;40 tot 45 jaar;1994;440.0;14.0;390.0;36.0;440.0;3.1;88.7;8.2
378;Mannen;40 tot 45 jaar;1995;444.0;15.0;389.0;40.0;444.0;3.3;87.6;9.0
379;Mannen;40 tot 45 jaar;1996;447.0;15.0;387.0;46.0;447.0;3.3;86.5;10.2
380;Mannen;40 tot 45 jaar;1997;454.0;15.0;391.0;48.0;454.0;3.3;86.0;10.7
381;Mannen;40 tot 45 jaar;1998;464.0;15.0;403.0;46.0;464.0;3.2;86.9;10.0
382;Mannen;40 tot 45 jaar;1999;477.0;16.0;409.0;52.0;477.0;3.3;85.7;11.0
383;Mannen;40 tot 45 jaar;2000;482.0;15.0;418.0;49.0;482.0;3.1;86.6;10.3
384;Mannen;40 tot 45 jaar;2001;499.0;17.0;432.0;50.0;499.0;3.4;86.6;10.0
385;Mannen;40 tot 45 jaar;2002;494.0;17.0;433.0;45.0;494.0;3.4;87.6;9.0
386;Mannen;40 tot 45 jaar;2003;495.0;18.0;436.0;41.0;495.0;3.5;88.1;8.4
387;Mannen;40 tot 45 jaar;2004;483.0;18.0;434.0;31.0;483.0;3.8;89.8;6.5
388;Mannen;40 tot 45 jaar;2005;473.0;20.0;422.0;31.0;473.0;4.3;89.2;6.6
389;Mannen;40 tot 45 jaar;2006;475.0;23.0;428.0;25.0;475.0;4.8;89.9;5.2
390;Mannen;45 tot 50 jaar;1992;401.0;8.0;361.0;33.0;401.0;1.9;89.9;8.2
391;Mannen;45 tot 50 jaar;1993;418.0;9.0;372.0;37.0;418.0;2.1;89.0;8.9
392;Mannen;45 tot 50 jaar;1994;429.0;11.0;376.0;42.0;429.0;2.6;87.6;9.8
393;Mannen;45 tot 50 jaar;1995;453.0;11.0;394.0;48.0;453.0;2.4;87.1;10.5
394;Mannen;45 tot 50 jaar;1996;437.0;11.0;376.0;49.0;437.0;2.5;86.2;11.3
395;Mannen;45 tot 50 jaar;1997;436.0;12.0;377.0;48.0;436.0;2.7;86.3;11.0
396;Mannen;45 tot 50 jaar;1998;429.0;9.0;372.0;48.0;429.0;2.2;86.6;11.2
397;Mannen;45 tot 50 jaar;1999;434.0;12.0;371.0;51.0;434.0;2.8;85.5;11.7
398;Mannen;45 tot 50 jaar;2000;435.0;12.0;373.0;50.0;435.0;2.8;85.7;11.5
399;Mannen;45 tot 50 jaar;2001;444.0;14.0;385.0;44.0;444.0;3.3;86.7;10.0
400;Mannen;45 tot 50 jaar;2002;445.0;12.0;394.0;39.0;445.0;2.7;88.5;8.8
401;Mannen;45 tot 50 jaar;2003;439.0;12.0;392.0;35.0;439.0;2.7;89.4;7.9
402;Mannen;45 tot 50 jaar;2004;442.0;14.0;392.0;37.0;442.0;3.1;88.6;8.3
403;Mannen;45 tot 50 jaar;2005;435.0;17.0;385.0;34.0;435.0;3.8;88.4;7.8
404;Mannen;45 tot 50 jaar;2006;441.0;17.0;393.0;31.0;441.0;3.8;89.2;6.9
405;Mannen;50 tot 55 jaar;1992;271.0;4.0;230.0;37.0;271.0;1.5;84.9;13.6
406;Mannen;50 tot 55 jaar;1993;290.0;5.0;245.0;40.0;290.0;1.8;84.6;13.6
407;Mannen;50 tot 55 jaar;1994;291.0;5.0;242.0;44.0;291.0;1.7;83.3;15.0
408;Mannen;50 tot 55 jaar;1995;304.0;5.0;247.0;52.0;304.0;1.6;81.5;17.0
409;Mannen;50 tot 55 jaar;1996;335.0;6.0;276.0;53.0;335.0;1.8;82.3;15.9
410;Mannen;50 tot 55 jaar;1997;354.0;5.0;294.0;55.0;354.0;1.5;83.1;15.5
411;Mannen;50 tot 55 jaar;1998;401.0;7.0;333.0;61.0;401.0;1.7;83.1;15.2
412;Mannen;50 tot 55 jaar;1999;423.0;6.0;353.0;65.0;423.0;1.4;83.3;15.3
413;Mannen;50 tot 55 jaar;2000;413.0;6.0;347.0;60.0;413.0;1.6;83.9;14.6
414;Mannen;50 tot 55 jaar;2001;431.0;10.0;357.0;64.0;431.0;2.3;82.9;14.8
415;Mannen;50 tot 55 jaar;2002;412.0;6.0;353.0;52.0;412.0;1.5;85.8;12.8
416;Mannen;50 tot 55 jaar;2003;398.0;7.0;345.0;46.0;398.0;1.8;86.6;11.5
417;Mannen;50 tot 55 jaar;2004;386.0;9.0;339.0;38.0;386.0;2.3;87.7;9.9
418;Mannen;50 tot 55 jaar;2005;388.0;7.0;339.0;41.0;388.0;1.9;87.5;10.6
419;Mannen;50 tot 55 jaar;2006;397.0;13.0;349.0;35.0;397.0;3.2;87.9;8.9
420;Mannen;55 tot 60 jaar;1992;167.0;2.0;132.0;34.0;167.0;1.1;78.7;20.2
421;Mannen;55 tot 60 jaar;1993;161.0;2.0;119.0;40.0;161.0;1.1;74.0;24.8
422;Mannen;55 tot 60 jaar;1994;163.0;;120.0;42.0;163.0;;73.8;25.6
423;Mannen;55 tot 60 jaar;1995;171.0;;131.0;38.0;171.0;;77.1;22.3
424;Mannen;55 tot 60 jaar;1996;174.0;3.0;135.0;37.0;174.0;1.5;77.4;21.1
425;Mannen;55 tot 60 jaar;1997;188.0;3.0;146.0;40.0;188.0;1.4;77.5;21.0
426;Mannen;55 tot 60 jaar;1998;206.0;;156.0;48.0;206.0;;75.9;23.4
427;Mannen;55 tot 60 jaar;1999;223.0;2.0;173.0;49.0;223.0;0.8;77.4;21.8
428;Mannen;55 tot 60 jaar;2000;238.0;4.0;181.0;54.0;238.0;1.5;75.7;22.7
429;Mannen;55 tot 60 jaar;2001;267.0;3.0;205.0;59.0;267.0;1.1;76.9;21.9
430;Mannen;55 tot 60 jaar;2002;299.0;4.0;239.0;57.0;299.0;1.2;79.9;18.9
431;Mannen;55 tot 60 jaar;2003;322.0;4.0;259.0;60.0;322.0;1.2;80.3;18.5
432;Mannen;55 tot 60 jaar;2004;323.0;3.0;260.0;60.0;323.0;1.1;80.5;18.4
433;Mannen;55 tot 60 jaar;2005;337.0;4.0;270.0;62.0;337.0;1.3;80.2;18.5
434;Mannen;55 tot 60 jaar;2006;342.0;7.0;283.0;52.0;342.0;2.2;82.8;15.1
435;Mannen;60 tot 65 jaar;1992;32.0;;25.0;7.0;32.0;;77.3;21.7
436;Mannen;60 tot 65 jaar;1993;28.0;;19.0;8.0;28.0;;69.1;29.2
437;Mannen;60 tot 65 jaar;1994;31.0;;20.0;10.0;31.0;;64.1;33.2
438;Mannen;60 tot 65 jaar;1995;28.0;;19.0;9.0;28.0;;67.0;31.8
439;Mannen;60 tot 65 jaar;1996;27.0;;19.0;8.0;27.0;;69.7;30.0
440;Mannen;60 tot 65 jaar;1997;29.0;;20.0;9.0;29.0;;69.2;30.8
441;Mannen;60 tot 65 jaar;1998;36.0;;25.0;11.0;36.0;;68.6;30.4
442;Mannen;60 tot 65 jaar;1999;44.0;;29.0;15.0;44.0;;66.1;33.5
443;Mannen;60 tot 65 jaar;2000;50.0;;36.0;14.0;50.0;;70.6;28.4
444;Mannen;60 tot 65 jaar;2001;52.0;;35.0;16.0;52.0;;68.0;30.2
445;Mannen;60 tot 65 jaar;2002;63.0;;45.0;17.0;63.0;;71.4;27.5
446;Mannen;60 tot 65 jaar;2003;64.0;;45.0;18.0;64.0;;71.0;27.9
447;Mannen;60 tot 65 jaar;2004;73.0;;50.0;22.0;73.0;;68.1;30.6
448;Mannen;60 tot 65 jaar;2005;66.0;;46.0;19.0;66.0;;70.1;28.2
449;Mannen;60 tot 65 jaar;2006;85.0;;62.0;21.0;85.0;;73.4;25.1
450;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1992;;;;;;;;
451;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1993;;;;;;;;
452;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1994;;;;;;;;
453;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1995;;;;;;;;
454;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1996;483.0;23.0;419.0;41.0;483.0;4.7;86.7;8.5
455;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1997;466.0;24.0;403.0;40.0;466.0;5.1;86.3;8.6
456;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1998;496.0;22.0;431.0;43.0;496.0;4.3;87.0;8.7
457;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;1999;496.0;24.0;429.0;42.0;496.0;4.9;86.6;8.5
458;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;2000;511.0;23.0;437.0;51.0;511.0;4.5;85.6;9.9
459;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;2001;508.0;19.0;440.0;49.0;508.0;3.7;86.6;9.7
460;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;2002;508.0;18.0;452.0;38.0;508.0;3.6;88.9;7.4
461;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;2003;495.0;19.0;438.0;37.0;495.0;3.9;88.5;7.5
462;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;2004;489.0;19.0;433.0;37.0;489.0;3.8;88.6;7.6
463;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;2005;471.0;21.0;415.0;35.0;471.0;4.4;88.1;7.4
464;Mannen;25 tot 50 jarigen jongste kind 0-3 jaar;2006;457.0;24.0;402.0;31.0;457.0;5.2;88.0;6.8
465;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1992;;;;;;;;
466;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1993;;;;;;;;
467;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1994;;;;;;;;
468;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1995;;;;;;;;
469;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1996;454.0;16.0;404.0;34.0;454.0;3.5;89.0;7.5
470;Mannen;25 tot 50 jarigen jongste kind 4-11 jaar;1997;474.0;18.0;419.0;36.0;474.0;3.9;88.4;7.7
