ID;Bestedingscategorieen;Perioden;CPI_1;CPIAfgeleid_2;MaandmutatieCPI_3;MaandmutatieCPIAfgeleid_4;JaarmutatieCPI_5;JaarmutatieCPIAfgeleid_6;Wegingscoefficient_7
2625;011130 Brood;2022 augustus;114.7;111.55;0.6;0.6;9.6;9.6;797.0
2626;011130 Brood;2022 september;115.07;111.9;0.3;0.3;9.4;9.4;797.0
2627;011130 Brood;2022 oktober;115.69;112.5;0.5;0.5;10.0;10.0;797.0
2628;011130 Brood;2022 november;120.79;117.47;4.4;4.4;15.4;15.4;797.0
2629;011130 Brood;2022 december;123.69;120.28;2.4;2.4;17.4;17.4;797.0
2630;011130 Brood;2022;113.9;110.77;;;8.8;8.8;797.0
2631;011130 Brood;2023 januari;128.53;125.0;3.9;3.9;19.3;19.3;796.0
2632;011130 Brood;2023 februari;133.07;129.41;3.5;3.5;21.7;21.7;796.0
2633;011130 Brood;2023 maart;132.64;128.98;-0.3;-0.3;20.6;20.6;796.0
2634;011130 Brood;2023 april;130.76;127.16;-1.4;-1.4;17.5;17.5;796.0
2635;011130 Brood;2023 mei;133.04;129.38;1.7;1.7;19.3;19.3;796.0
2636;011130 Brood;2023 juni;133.73;130.05;0.5;0.5;18.3;18.3;796.0
2637;011130 Brood;2023 juli;134.36;130.66;0.5;0.5;17.8;17.8;796.0
2638;011130 Brood;2023 augustus;133.33;129.66;-0.8;-0.8;16.2;16.2;796.0
2639;011130 Brood;2023 september;132.41;128.76;-0.7;-0.7;15.1;15.1;796.0
2640;011130 Brood;2023 oktober;132.61;128.96;0.2;0.2;14.6;14.6;796.0
2641;011130 Brood;2023 november;132.75;129.09;0.1;0.1;9.9;9.9;796.0
2642;011130 Brood;2023 december;132.44;128.79;-0.2;-0.2;7.1;7.1;796.0
2643;011130 Brood;2023;132.47;128.83;;;16.3;16.3;796.0
2644;011130 Brood;2024 januari;131.11;127.51;-1.0;-1.0;2.0;2.0;802.0
2645;011130 Brood;2024 februari;131.89;128.26;0.6;0.6;-0.9;-0.9;802.0
2646;011130 Brood;2024 maart;132.15;128.51;0.2;0.2;-0.4;-0.4;802.0
2647;011130 Brood;2024 april;131.84;128.21;-0.2;-0.2;0.8;0.8;802.0
2648;011130 Brood;2024 mei;132.08;128.45;0.2;0.2;-0.7;-0.7;802.0
2649;011130 Brood;2024 juni;132.64;128.99;0.4;0.4;-0.8;-0.8;802.0
2650;011130 Brood;2024 juli;132.2;128.56;-0.3;-0.3;-1.6;-1.6;802.0
2651;011130 Brood;2024 augustus;131.88;128.25;-0.2;-0.2;-1.1;-1.1;802.0
2652;011130 Brood;2024 september;130.62;127.03;-1.0;-1.0;-1.4;-1.3;802.0
2653;011130 Brood;2024 oktober;131.69;128.07;0.8;0.8;-0.7;-0.7;802.0
2654;011130 Brood;2024 november;133.18;129.52;1.1;1.1;0.3;0.3;802.0
2655;011130 Brood;2024 december;132.95;129.29;-0.2;-0.2;0.4;0.4;802.0
2656;011130 Brood;2024;132.02;128.39;;;-0.3;-0.3;802.0
2657;011130 Brood;2025 januari;133.34;129.67;0.3;0.3;1.7;1.7;764.0
2658;011130 Brood;2025 februari;133.48;129.81;0.1;0.1;1.2;1.2;764.0
2659;011130 Brood;2025 maart;132.07;128.44;-1.1;-1.1;-0.1;-0.1;764.0
2660;011140 Overige bakkerijproducten;1996 januari;78.38;78.38;;;;;1176.0
2661;011140 Overige bakkerijproducten;1996 februari;78.47;78.47;0.1;0.1;;;1176.0
2662;011140 Overige bakkerijproducten;1996 maart;78.6;78.6;0.2;0.2;;;1176.0
2663;011140 Overige bakkerijproducten;1996 april;78.96;78.96;0.5;0.5;;;1176.0
2664;011140 Overige bakkerijproducten;1996 mei;78.91;78.91;-0.1;-0.1;;;1176.0
2665;011140 Overige bakkerijproducten;1996 juni;78.52;78.52;-0.5;-0.5;;;1176.0
2666;011140 Overige bakkerijproducten;1996 juli;78.6;78.6;0.1;0.1;;;1176.0
2667;011140 Overige bakkerijproducten;1996 augustus;78.66;78.66;0.1;0.1;;;1176.0
2668;011140 Overige bakkerijproducten;1996 september;79.15;79.15;0.6;0.6;;;1176.0
2669;011140 Overige bakkerijproducten;1996 oktober;78.7;78.7;-0.6;-0.6;;;1176.0
2670;011140 Overige bakkerijproducten;1996 november;79.2;79.2;0.6;0.6;;;1176.0
2671;011140 Overige bakkerijproducten;1996 december;79.17;79.17;0.0;0.0;;;1176.0
2672;011140 Overige bakkerijproducten;1996;78.78;78.78;;;;;1176.0
2673;011140 Overige bakkerijproducten;1997 januari;79.32;79.32;0.2;0.2;1.2;1.2;1176.0
2674;011140 Overige bakkerijproducten;1997 februari;79.1;79.1;-0.3;-0.3;0.8;0.8;1176.0
2675;011140 Overige bakkerijproducten;1997 maart;79.13;79.13;0.0;0.0;0.7;0.7;1176.0
2676;011140 Overige bakkerijproducten;1997 april;78.94;78.94;-0.2;-0.2;0.0;0.0;1176.0
2677;011140 Overige bakkerijproducten;1997 mei;79.13;79.13;0.2;0.2;0.3;0.3;1176.0
2678;011140 Overige bakkerijproducten;1997 juni;79.08;79.08;-0.1;-0.1;0.7;0.7;1176.0
2679;011140 Overige bakkerijproducten;1997 juli;79.65;79.65;0.7;0.7;1.3;1.3;1176.0
2680;011140 Overige bakkerijproducten;1997 augustus;79.23;79.23;-0.5;-0.5;0.7;0.7;1176.0
2681;011140 Overige bakkerijproducten;1997 september;79.8;79.8;0.7;0.7;0.8;0.8;1176.0
2682;011140 Overige bakkerijproducten;1997 oktober;79.86;79.86;0.1;0.1;1.5;1.5;1176.0
2683;011140 Overige bakkerijproducten;1997 november;79.48;79.48;-0.5;-0.5;0.4;0.4;1176.0
2684;011140 Overige bakkerijproducten;1997 december;80.14;80.14;0.8;0.8;1.2;1.2;1176.0
2685;011140 Overige bakkerijproducten;1997;79.41;79.41;;;0.8;0.8;1176.0
2686;011140 Overige bakkerijproducten;1998 januari;79.63;79.63;-0.6;-0.6;0.4;0.4;1176.0
2687;011140 Overige bakkerijproducten;1998 februari;79.54;79.54;-0.1;-0.1;0.6;0.6;1176.0
2688;011140 Overige bakkerijproducten;1998 maart;79.75;79.75;0.3;0.3;0.8;0.8;1176.0
2689;011140 Overige bakkerijproducten;1998 april;79.84;79.84;0.1;0.1;1.1;1.1;1176.0
2690;011140 Overige bakkerijproducten;1998 mei;80.15;80.15;0.4;0.4;1.3;1.3;1176.0
2691;011140 Overige bakkerijproducten;1998 juni;80.14;80.14;0.0;0.0;1.3;1.3;1176.0
2692;011140 Overige bakkerijproducten;1998 juli;79.92;79.92;-0.3;-0.3;0.3;0.3;1176.0
2693;011140 Overige bakkerijproducten;1998 augustus;80.21;80.21;0.4;0.4;1.2;1.2;1176.0
2694;011140 Overige bakkerijproducten;1998 september;79.97;79.97;-0.3;-0.3;0.2;0.2;1176.0
2695;011140 Overige bakkerijproducten;1998 oktober;79.91;79.91;-0.1;-0.1;0.1;0.1;1176.0
2696;011140 Overige bakkerijproducten;1998 november;80.45;80.45;0.7;0.7;1.2;1.2;1176.0
2697;011140 Overige bakkerijproducten;1998 december;80.4;80.4;-0.1;-0.1;0.3;0.3;1176.0
2698;011140 Overige bakkerijproducten;1998;79.99;79.99;;;0.7;0.7;1176.0
2699;011140 Overige bakkerijproducten;1999 januari;80.53;80.53;0.2;0.2;1.1;1.1;1176.0
2700;011140 Overige bakkerijproducten;1999 februari;80.81;80.81;0.3;0.3;1.6;1.6;1176.0
2701;011140 Overige bakkerijproducten;1999 maart;80.95;80.95;0.2;0.2;1.5;1.5;1176.0
2702;011140 Overige bakkerijproducten;1999 april;81.03;81.03;0.1;0.1;1.5;1.5;1176.0
2703;011140 Overige bakkerijproducten;1999 mei;80.99;80.99;0.0;0.0;1.0;1.0;1176.0
2704;011140 Overige bakkerijproducten;1999 juni;81.27;81.27;0.3;0.3;1.4;1.4;1176.0
2705;011140 Overige bakkerijproducten;1999 juli;81.67;81.67;0.5;0.5;2.2;2.2;1176.0
2706;011140 Overige bakkerijproducten;1999 augustus;81.64;81.64;0.0;0.0;1.8;1.8;1176.0
2707;011140 Overige bakkerijproducten;1999 september;81.73;81.73;0.1;0.1;2.2;2.2;1176.0
2708;011140 Overige bakkerijproducten;1999 oktober;81.52;81.52;-0.3;-0.3;2.0;2.0;1176.0
2709;011140 Overige bakkerijproducten;1999 november;81.82;81.82;0.4;0.4;1.7;1.7;1176.0
2710;011140 Overige bakkerijproducten;1999 december;81.68;81.68;-0.2;-0.2;1.6;1.6;1176.0
2711;011140 Overige bakkerijproducten;1999;81.3;81.3;;;1.6;1.6;1176.0
2712;011140 Overige bakkerijproducten;2000 januari;81.76;81.76;0.1;0.1;1.5;1.5;839.0
2713;011140 Overige bakkerijproducten;2000 februari;81.86;81.86;0.1;0.1;1.3;1.3;839.0
2714;011140 Overige bakkerijproducten;2000 maart;82.2;82.2;0.4;0.4;1.5;1.5;839.0
2715;011140 Overige bakkerijproducten;2000 april;82.23;82.23;0.0;0.0;1.5;1.5;839.0
2716;011140 Overige bakkerijproducten;2000 mei;82.02;82.02;-0.3;-0.3;1.3;1.3;839.0
2717;011140 Overige bakkerijproducten;2000 juni;82.11;82.11;0.1;0.1;1.0;1.0;839.0
2718;011140 Overige bakkerijproducten;2000 juli;82.24;82.24;0.2;0.2;0.7;0.7;839.0
2719;011140 Overige bakkerijproducten;2000 augustus;82.49;82.49;0.3;0.3;1.0;1.0;839.0
2720;011140 Overige bakkerijproducten;2000 september;83.02;83.02;0.6;0.6;1.6;1.6;839.0
2721;011140 Overige bakkerijproducten;2000 oktober;83.5;83.5;0.6;0.6;2.4;2.4;839.0
2722;011140 Overige bakkerijproducten;2000 november;83.82;83.82;0.4;0.4;2.4;2.4;839.0
2723;011140 Overige bakkerijproducten;2000 december;83.78;83.78;0.0;0.0;2.6;2.6;839.0
2724;011140 Overige bakkerijproducten;2000;82.59;82.59;;;1.6;1.6;839.0
2725;011140 Overige bakkerijproducten;2001 januari;84.65;84.65;1.0;1.0;3.5;3.5;839.0
2726;011140 Overige bakkerijproducten;2001 februari;84.93;84.93;0.3;0.3;3.8;3.8;839.0
2727;011140 Overige bakkerijproducten;2001 maart;85.61;85.61;0.8;0.8;4.1;4.1;839.0
2728;011140 Overige bakkerijproducten;2001 april;86.04;86.04;0.5;0.5;4.6;4.6;839.0
2729;011140 Overige bakkerijproducten;2001 mei;86.43;86.43;0.5;0.5;5.4;5.4;839.0
2730;011140 Overige bakkerijproducten;2001 juni;86.35;86.35;-0.1;-0.1;5.2;5.2;839.0
2731;011140 Overige bakkerijproducten;2001 juli;86.68;86.68;0.4;0.4;5.4;5.4;839.0
2732;011140 Overige bakkerijproducten;2001 augustus;87.34;87.34;0.8;0.8;5.9;5.9;839.0
2733;011140 Overige bakkerijproducten;2001 september;87.53;87.53;0.2;0.2;5.4;5.4;839.0
2734;011140 Overige bakkerijproducten;2001 oktober;87.48;87.48;-0.1;-0.1;4.8;4.8;839.0
2735;011140 Overige bakkerijproducten;2001 november;87.03;87.03;-0.5;-0.5;3.8;3.8;839.0
2736;011140 Overige bakkerijproducten;2001 december;87.67;87.67;0.7;0.7;4.6;4.6;839.0
2737;011140 Overige bakkerijproducten;2001;86.48;86.48;;;4.7;4.7;839.0
2738;011140 Overige bakkerijproducten;2002 januari;88.27;88.27;0.7;0.7;4.3;4.3;839.0
2739;011140 Overige bakkerijproducten;2002 februari;88.33;88.33;0.1;0.1;4.0;4.0;839.0
2740;011140 Overige bakkerijproducten;2002 maart;88.59;88.59;0.3;0.3;3.5;3.5;839.0
2741;011140 Overige bakkerijproducten;2002 april;89.44;89.44;1.0;1.0;4.0;4.0;839.0
2742;011140 Overige bakkerijproducten;2002 mei;89.43;89.43;0.0;0.0;3.5;3.5;839.0
2743;011140 Overige bakkerijproducten;2002 juni;89.62;89.62;0.2;0.2;3.8;3.8;839.0
2744;011140 Overige bakkerijproducten;2002 juli;89.54;89.54;-0.1;-0.1;3.3;3.3;839.0
2745;011140 Overige bakkerijproducten;2002 augustus;89.77;89.77;0.3;0.3;2.8;2.8;839.0
2746;011140 Overige bakkerijproducten;2002 september;89.79;89.79;0.0;0.0;2.6;2.6;839.0
2747;011140 Overige bakkerijproducten;2002 oktober;89.63;89.63;-0.2;-0.2;2.5;2.5;839.0
2748;011140 Overige bakkerijproducten;2002 november;89.51;89.51;-0.1;-0.1;2.8;2.8;839.0
2749;011140 Overige bakkerijproducten;2002 december;89.4;89.4;-0.1;-0.1;2.0;2.0;839.0
2750;011140 Overige bakkerijproducten;2002;89.28;89.28;;;3.2;3.2;839.0
2751;011140 Overige bakkerijproducten;2003 januari;89.88;89.88;0.5;0.5;1.8;1.8;839.0
2752;011140 Overige bakkerijproducten;2003 februari;89.59;89.59;-0.3;-0.3;1.4;1.4;839.0
2753;011140 Overige bakkerijproducten;2003 maart;90.12;90.12;0.6;0.6;1.7;1.7;839.0
2754;011140 Overige bakkerijproducten;2003 april;90.94;90.94;0.9;0.9;1.7;1.7;839.0
2755;011140 Overige bakkerijproducten;2003 mei;91.07;91.07;0.1;0.1;1.8;1.8;839.0
2756;011140 Overige bakkerijproducten;2003 juni;91.32;91.32;0.3;0.3;1.9;1.9;839.0
2757;011140 Overige bakkerijproducten;2003 juli;91.49;91.49;0.2;0.2;2.2;2.2;839.0
2758;011140 Overige bakkerijproducten;2003 augustus;90.92;90.92;-0.6;-0.6;1.3;1.3;839.0
2759;011140 Overige bakkerijproducten;2003 september;90.94;90.94;0.0;0.0;1.3;1.3;839.0
2760;011140 Overige bakkerijproducten;2003 oktober;91.15;91.15;0.2;0.2;1.7;1.7;839.0
2761;011140 Overige bakkerijproducten;2003 november;89.17;89.17;-2.2;-2.2;-0.4;-0.4;839.0
2762;011140 Overige bakkerijproducten;2003 december;89.56;89.56;0.4;0.4;0.2;0.2;839.0
2763;011140 Overige bakkerijproducten;2003;90.51;90.51;;;1.4;1.4;839.0
2764;011140 Overige bakkerijproducten;2004 januari;88.68;88.68;-1.0;-1.0;-1.3;-1.3;839.0
2765;011140 Overige bakkerijproducten;2004 februari;89.26;89.26;0.7;0.7;-0.4;-0.4;839.0
2766;011140 Overige bakkerijproducten;2004 maart;88.81;88.81;-0.5;-0.5;-1.5;-1.5;839.0
2767;011140 Overige bakkerijproducten;2004 april;88.9;88.9;0.1;0.1;-2.2;-2.2;839.0
2768;011140 Overige bakkerijproducten;2004 mei;89.15;89.15;0.3;0.3;-2.1;-2.1;839.0
2769;011140 Overige bakkerijproducten;2004 juni;89.1;89.1;-0.1;-0.1;-2.4;-2.4;839.0
2770;011140 Overige bakkerijproducten;2004 juli;89.28;89.28;0.2;0.2;-2.4;-2.4;839.0
2771;011140 Overige bakkerijproducten;2004 augustus;88.94;88.94;-0.4;-0.4;-2.2;-2.2;839.0
2772;011140 Overige bakkerijproducten;2004 september;88.45;88.45;-0.6;-0.6;-2.7;-2.7;839.0
2773;011140 Overige bakkerijproducten;2004 oktober;89.08;89.08;0.7;0.7;-2.3;-2.3;839.0
2774;011140 Overige bakkerijproducten;2004 november;88.58;88.58;-0.6;-0.6;-0.7;-0.7;839.0
2775;011140 Overige bakkerijproducten;2004 december;87.93;87.93;-0.7;-0.7;-1.8;-1.8;839.0
2776;011140 Overige bakkerijproducten;2004;88.85;88.85;;;-1.8;-1.8;839.0
2777;011140 Overige bakkerijproducten;2005 januari;87.78;87.78;-0.2;-0.2;-1.0;-1.0;839.0
2778;011140 Overige bakkerijproducten;2005 februari;87.59;87.59;-0.2;-0.2;-1.9;-1.9;839.0
2779;011140 Overige bakkerijproducten;2005 maart;87.83;87.83;0.3;0.3;-1.1;-1.1;839.0
2780;011140 Overige bakkerijproducten;2005 april;87.86;87.86;0.0;0.0;-1.2;-1.2;839.0
2781;011140 Overige bakkerijproducten;2005 mei;88.1;88.1;0.3;0.3;-1.2;-1.2;839.0
2782;011140 Overige bakkerijproducten;2005 juni;88.22;88.22;0.1;0.1;-1.0;-1.0;839.0
2783;011140 Overige bakkerijproducten;2005 juli;88.35;88.35;0.1;0.1;-1.0;-1.0;839.0
2784;011140 Overige bakkerijproducten;2005 augustus;88.19;88.19;-0.2;-0.2;-0.8;-0.8;839.0
2785;011140 Overige bakkerijproducten;2005 september;87.29;87.29;-1.0;-1.0;-1.3;-1.3;839.0
2786;011140 Overige bakkerijproducten;2005 oktober;87.65;87.65;0.4;0.4;-1.6;-1.6;839.0
2787;011140 Overige bakkerijproducten;2005 november;87.17;87.17;-0.5;-0.5;-1.6;-1.6;839.0
2788;011140 Overige bakkerijproducten;2005 december;87.11;87.11;-0.1;-0.1;-0.9;-0.9;839.0
2789;011140 Overige bakkerijproducten;2005;87.76;87.76;;;-1.2;-1.2;839.0
2790;011140 Overige bakkerijproducten;2006 januari;87.45;87.45;0.4;0.4;-0.4;-0.4;1048.0
2791;011140 Overige bakkerijproducten;2006 februari;87.33;87.33;-0.1;-0.1;-0.3;-0.3;1048.0
2792;011140 Overige bakkerijproducten;2006 maart;86.83;86.83;-0.6;-0.6;-1.1;-1.1;1048.0
2793;011140 Overige bakkerijproducten;2006 april;86.6;86.6;-0.3;-0.3;-1.4;-1.4;1048.0
2794;011140 Overige bakkerijproducten;2006 mei;86.66;86.66;0.1;0.1;-1.6;-1.6;1048.0
2795;011140 Overige bakkerijproducten;2006 juni;86.28;86.28;-0.4;-0.4;-2.2;-2.2;1048.0
2796;011140 Overige bakkerijproducten;2006 juli;86.15;86.15;-0.2;-0.2;-2.5;-2.5;1048.0
2797;011140 Overige bakkerijproducten;2006 augustus;86.76;86.76;0.7;0.7;-1.6;-1.6;1048.0
2798;011140 Overige bakkerijproducten;2006 september;86.66;86.66;-0.1;-0.1;-0.7;-0.7;1048.0
2799;011140 Overige bakkerijproducten;2006 oktober;87.05;87.05;0.5;0.5;-0.7;-0.7;1048.0
2800;011140 Overige bakkerijproducten;2006 november;87.38;87.38;0.4;0.4;0.2;0.2;1048.0
2801;011140 Overige bakkerijproducten;2006 december;87.18;87.18;-0.2;-0.2;0.1;0.1;1048.0
2802;011140 Overige bakkerijproducten;2006;86.86;86.86;;;-1.0;-1.0;1048.0
2803;011140 Overige bakkerijproducten;2007 januari;86.98;86.98;-0.2;-0.2;-0.5;-0.5;1031.0
2804;011140 Overige bakkerijproducten;2007 februari;87.73;87.73;0.9;0.9;0.5;0.5;1031.0
2805;011140 Overige bakkerijproducten;2007 maart;87.77;87.77;0.0;0.0;1.1;1.1;1031.0
2806;011140 Overige bakkerijproducten;2007 april;87.79;87.79;0.0;0.0;1.4;1.4;1031.0
2807;011140 Overige bakkerijproducten;2007 mei;87.87;87.87;0.1;0.1;1.4;1.4;1031.0
2808;011140 Overige bakkerijproducten;2007 juni;87.63;87.63;-0.3;-0.3;1.6;1.6;1031.0
2809;011140 Overige bakkerijproducten;2007 juli;87.07;87.07;-0.6;-0.6;1.1;1.1;1031.0
2810;011140 Overige bakkerijproducten;2007 augustus;87.07;87.07;0.0;0.0;0.4;0.4;1031.0
2811;011140 Overige bakkerijproducten;2007 september;87.47;87.47;0.5;0.5;0.9;0.9;1031.0
2812;011140 Overige bakkerijproducten;2007 oktober;88.49;88.49;1.2;1.2;1.7;1.7;1031.0
2813;011140 Overige bakkerijproducten;2007 november;90.31;90.31;2.1;2.1;3.4;3.4;1031.0
2814;011140 Overige bakkerijproducten;2007 december;90.8;90.8;0.5;0.5;4.2;4.2;1031.0
2815;011140 Overige bakkerijproducten;2007;88.08;88.08;;;1.4;1.4;1031.0
2816;011140 Overige bakkerijproducten;2008 januari;91.14;91.14;0.4;0.4;4.8;4.8;1050.0
2817;011140 Overige bakkerijproducten;2008 februari;91.36;91.36;0.2;0.2;4.1;4.1;1050.0
2818;011140 Overige bakkerijproducten;2008 maart;91.59;91.59;0.3;0.3;4.4;4.4;1050.0
2819;011140 Overige bakkerijproducten;2008 april;91.78;91.78;0.2;0.2;4.5;4.5;1050.0
2820;011140 Overige bakkerijproducten;2008 mei;91.45;91.45;-0.4;-0.4;4.1;4.1;1050.0
2821;011140 Overige bakkerijproducten;2008 juni;91.83;91.83;0.4;0.4;4.8;4.8;1050.0
2822;011140 Overige bakkerijproducten;2008 juli;92.43;92.43;0.7;0.7;6.2;6.2;1050.0
2823;011140 Overige bakkerijproducten;2008 augustus;92.74;92.74;0.3;0.3;6.5;6.5;1050.0
2824;011140 Overige bakkerijproducten;2008 september;92.81;92.81;0.1;0.1;6.1;6.1;1050.0
2825;011140 Overige bakkerijproducten;2008 oktober;93.16;93.16;0.4;0.4;5.3;5.3;1050.0
2826;011140 Overige bakkerijproducten;2008 november;93.7;93.7;0.6;0.6;3.8;3.8;1050.0
2827;011140 Overige bakkerijproducten;2008 december;93.93;93.93;0.2;0.2;3.4;3.4;1050.0
2828;011140 Overige bakkerijproducten;2008;92.33;92.33;;;4.8;4.8;1050.0
2829;011140 Overige bakkerijproducten;2009 januari;93.11;93.11;-0.9;-0.9;2.2;2.2;1111.0
2830;011140 Overige bakkerijproducten;2009 februari;93.86;93.86;0.8;0.8;2.7;2.7;1111.0
2831;011140 Overige bakkerijproducten;2009 maart;94.2;94.2;0.4;0.4;2.8;2.8;1111.0
2832;011140 Overige bakkerijproducten;2009 april;94.85;94.85;0.7;0.7;3.3;3.3;1111.0
2833;011140 Overige bakkerijproducten;2009 mei;93.99;93.99;-0.9;-0.9;2.8;2.8;1111.0
2834;011140 Overige bakkerijproducten;2009 juni;94.06;94.06;0.1;0.1;2.4;2.4;1111.0
2835;011140 Overige bakkerijproducten;2009 juli;93.57;93.57;-0.5;-0.5;1.2;1.2;1111.0
2836;011140 Overige bakkerijproducten;2009 augustus;93.44;93.44;-0.1;-0.1;0.8;0.8;1111.0
2837;011140 Overige bakkerijproducten;2009 september;94.02;94.02;0.6;0.6;1.3;1.3;1111.0
2838;011140 Overige bakkerijproducten;2009 oktober;94.34;94.34;0.3;0.3;1.3;1.3;1111.0
2839;011140 Overige bakkerijproducten;2009 november;93.75;93.75;-0.6;-0.6;0.1;0.1;1111.0
2840;011140 Overige bakkerijproducten;2009 december;93.71;93.71;0.0;0.0;-0.2;-0.2;1111.0
2841;011140 Overige bakkerijproducten;2009;93.91;93.91;;;1.7;1.7;1111.0
2842;011140 Overige bakkerijproducten;2010 januari;93.13;93.13;-0.6;-0.6;0.0;0.0;1167.0
2843;011140 Overige bakkerijproducten;2010 februari;93.77;93.77;0.7;0.7;-0.1;-0.1;1167.0
2844;011140 Overige bakkerijproducten;2010 maart;93.25;93.25;-0.6;-0.6;-1.0;-1.0;1167.0
2845;011140 Overige bakkerijproducten;2010 april;93.49;93.49;0.3;0.3;-1.4;-1.4;1167.0
2846;011140 Overige bakkerijproducten;2010 mei;93.59;93.59;0.1;0.1;-0.4;-0.4;1167.0
2847;011140 Overige bakkerijproducten;2010 juni;93.41;93.41;-0.2;-0.2;-0.7;-0.7;1167.0
2848;011140 Overige bakkerijproducten;2010 juli;93.54;93.54;0.1;0.1;0.0;0.0;1167.0
2849;011140 Overige bakkerijproducten;2010 augustus;93.87;93.87;0.4;0.4;0.5;0.5;1167.0
2850;011140 Overige bakkerijproducten;2010 september;93.13;93.13;-0.8;-0.8;-0.9;-0.9;1167.0
2851;011140 Overige bakkerijproducten;2010 oktober;93.6;93.6;0.5;0.5;-0.8;-0.8;1167.0
2852;011140 Overige bakkerijproducten;2010 november;93.37;93.37;-0.2;-0.2;-0.4;-0.4;1167.0
2853;011140 Overige bakkerijproducten;2010 december;93.43;93.43;0.1;0.1;-0.3;-0.3;1167.0
2854;011140 Overige bakkerijproducten;2010;93.47;93.47;;;-0.5;-0.5;1167.0
2855;011140 Overige bakkerijproducten;2011 januari;93.23;93.23;-0.2;-0.2;0.1;0.1;1211.0
2856;011140 Overige bakkerijproducten;2011 februari;93.75;93.75;0.6;0.6;0.0;0.0;1211.0
2857;011140 Overige bakkerijproducten;2011 maart;93.8;93.8;0.1;0.1;0.6;0.6;1211.0
2858;011140 Overige bakkerijproducten;2011 april;94.53;94.53;0.8;0.8;1.1;1.1;1211.0
2859;011140 Overige bakkerijproducten;2011 mei;94.65;94.65;0.1;0.1;1.1;1.1;1211.0
2860;011140 Overige bakkerijproducten;2011 juni;94.82;94.82;0.2;0.2;1.5;1.5;1211.0
2861;011140 Overige bakkerijproducten;2011 juli;94.88;94.88;0.1;0.1;1.4;1.4;1211.0
2862;011140 Overige bakkerijproducten;2011 augustus;94.87;94.87;0.0;0.0;1.1;1.1;1211.0
2863;011140 Overige bakkerijproducten;2011 september;94.93;94.93;0.1;0.1;1.9;1.9;1211.0
2864;011140 Overige bakkerijproducten;2011 oktober;95.23;95.23;0.3;0.3;1.7;1.7;1211.0
2865;011140 Overige bakkerijproducten;2011 november;95.65;95.65;0.4;0.4;2.4;2.4;1211.0
2866;011140 Overige bakkerijproducten;2011 december;95.46;95.46;-0.2;-0.2;2.2;2.2;1211.0
2867;011140 Overige bakkerijproducten;2011;94.65;94.65;;;1.3;1.3;1211.0
2868;011140 Overige bakkerijproducten;2012 januari;94.72;94.72;-0.8;-0.8;1.6;1.6;1179.0
2869;011140 Overige bakkerijproducten;2012 februari;96.37;96.37;1.7;1.7;2.8;2.8;1179.0
2870;011140 Overige bakkerijproducten;2012 maart;95.65;95.65;-0.7;-0.7;2.0;2.0;1179.0
2871;011140 Overige bakkerijproducten;2012 april;96.28;96.28;0.7;0.7;1.9;1.9;1179.0
2872;011140 Overige bakkerijproducten;2012 mei;96.18;96.18;-0.1;-0.1;1.6;1.6;1179.0
2873;011140 Overige bakkerijproducten;2012 juni;96.56;96.56;0.4;0.4;1.8;1.8;1179.0
2874;011140 Overige bakkerijproducten;2012 juli;96.27;96.27;-0.3;-0.3;1.5;1.5;1179.0
2875;011140 Overige bakkerijproducten;2012 augustus;96.04;96.04;-0.2;-0.2;1.2;1.2;1179.0
2876;011140 Overige bakkerijproducten;2012 september;96.74;96.74;0.7;0.7;1.9;1.9;1179.0
2877;011140 Overige bakkerijproducten;2012 oktober;97.07;97.07;0.3;0.3;1.9;1.9;1179.0
2878;011140 Overige bakkerijproducten;2012 november;97.19;97.19;0.1;0.1;1.6;1.6;1179.0
2879;011140 Overige bakkerijproducten;2012 december;97.85;97.85;0.7;0.7;2.5;2.5;1179.0
2880;011140 Overige bakkerijproducten;2012;96.41;96.41;;;1.9;1.9;1179.0
2881;011140 Overige bakkerijproducten;2013 januari;97.08;97.08;-0.8;-0.8;2.5;2.5;1152.0
2882;011140 Overige bakkerijproducten;2013 februari;97.53;97.53;0.5;0.5;1.2;1.2;1152.0
2883;011140 Overige bakkerijproducten;2013 maart;97.85;97.85;0.3;0.3;2.3;2.3;1152.0
2884;011140 Overige bakkerijproducten;2013 april;97.07;97.07;-0.8;-0.8;0.8;0.8;1152.0
2885;011140 Overige bakkerijproducten;2013 mei;98.17;98.17;1.1;1.1;2.1;2.1;1152.0
2886;011140 Overige bakkerijproducten;2013 juni;97.73;97.73;-0.4;-0.4;1.2;1.2;1152.0
2887;011140 Overige bakkerijproducten;2013 juli;97.87;97.87;0.1;0.1;1.7;1.7;1152.0
2888;011140 Overige bakkerijproducten;2013 augustus;98.01;98.01;0.1;0.1;2.1;2.1;1152.0
2889;011140 Overige bakkerijproducten;2013 september;97.4;97.4;-0.6;-0.6;0.7;0.7;1152.0
2890;011140 Overige bakkerijproducten;2013 oktober;97.8;97.8;0.4;0.4;0.8;0.8;1152.0
2891;011140 Overige bakkerijproducten;2013 november;96.82;96.82;-1.0;-1.0;-0.4;-0.4;1152.0
2892;011140 Overige bakkerijproducten;2013 december;97.59;97.59;0.8;0.8;-0.3;-0.3;1152.0
2893;011140 Overige bakkerijproducten;2013;97.58;97.58;;;1.2;1.2;1152.0
