ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
682;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Gelderland (PV);2007;13680;0.88;4883;357;3.16
683;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Gelderland (PV);2008;11465;0.74;4240;370;2.72
684;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Gelderland (PV);2009;10160;0.65;3789;373;2.42
685;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Gelderland (PV);2010;9585;0.61;3548;370;2.25
686;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Utrecht (PV);2004;7370;0.81;2218;301;2.45
687;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Utrecht (PV);2005;7910;0.87;2475;313;2.71
688;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Utrecht (PV);2006;8120;0.88;2570;316;2.8
689;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Utrecht (PV);2007;6680;0.72;2210;331;2.39
690;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Utrecht (PV);2008;5550;0.59;1835;331;1.96
691;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Utrecht (PV);2009;4700;0.5;1596;340;1.68
692;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Utrecht (PV);2010;4655;0.49;1613;346;1.69
693;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Holland (PV);2004;20385;1.0;5693;279;2.79
694;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Holland (PV);2005;19855;0.97;5840;294;2.85
695;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Holland (PV);2006;19015;0.93;5954;313;2.9
696;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Holland (PV);2007;16350;0.8;5326;326;2.59
697;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Holland (PV);2008;14020;0.67;4634;330;2.23
698;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Holland (PV);2009;10990;0.52;3794;345;1.81
699;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Holland (PV);2010;9935;0.47;3460;348;1.63
700;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zuid-Holland (PV);2004;28955;1.07;8298;287;3.07
701;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zuid-Holland (PV);2005;27395;1.01;8441;308;3.12
702;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zuid-Holland (PV);2006;28485;1.05;9133;321;3.38
703;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zuid-Holland (PV);2007;24985;0.92;8333;334;3.08
704;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zuid-Holland (PV);2008;20305;0.74;6909;340;2.53
705;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zuid-Holland (PV);2009;16335;0.59;5706;349;2.07
706;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zuid-Holland (PV);2010;14355;0.52;5123;357;1.85
707;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zeeland (PV);2004;4390;1.47;1235;281;4.13
708;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zeeland (PV);2005;4445;1.48;1278;288;4.27
709;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zeeland (PV);2006;3900;1.3;1250;320;4.16
710;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zeeland (PV);2007;3635;1.21;1234;339;4.11
711;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zeeland (PV);2008;3045;1.01;1061;348;3.51
712;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zeeland (PV);2009;2590;0.85;954;368;3.14
713;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Zeeland (PV);2010;2300;0.75;858;373;2.82
714;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Brabant (PV);2004;15145;0.8;3896;257;2.06
715;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Brabant (PV);2005;16815;0.89;4562;271;2.41
716;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Brabant (PV);2006;17255;0.91;5031;292;2.65
717;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Brabant (PV);2007;15425;0.81;4719;306;2.48
718;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Brabant (PV);2008;12310;0.64;3865;314;2.01
719;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Brabant (PV);2009;10035;0.52;3230;322;1.67
720;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Noord-Brabant (PV);2010;8525;0.44;2833;332;1.45
721;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Limburg (PV);2004;8285;0.91;2462;297;2.7
722;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Limburg (PV);2005;8755;0.96;2656;303;2.91
723;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Limburg (PV);2006;8890;0.98;2859;322;3.14
724;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Limburg (PV);2007;7375;0.81;2537;344;2.79
725;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Limburg (PV);2008;6625;0.73;2290;346;2.51
726;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Limburg (PV);2009;5535;0.6;1921;347;2.09
727;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;7;Limburg (PV);2010;5310;0.58;1828;344;1.99
728;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Nederland;2004;435375;3.42;39821;91;3.12
729;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Nederland;2005;440985;3.45;50043;113;3.91
730;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Nederland;2006;449770;3.51;53505;119;4.18
731;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Nederland;2007;430680;3.36;52780;123;4.11
732;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Nederland;2008;429290;3.31;53228;124;4.11
733;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Nederland;2009;431560;3.31;55423;128;4.25
734;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Nederland;2010;429925;3.27;56335;131;4.29
735;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Groningen (PV);2004;17755;3.85;1766;99;3.83
736;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Groningen (PV);2005;16825;3.64;1848;110;4.0
737;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Groningen (PV);2006;17095;3.7;1968;115;4.26
738;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Groningen (PV);2007;16265;3.53;1983;122;4.3
739;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Groningen (PV);2008;16070;3.46;2056;128;4.43
740;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Groningen (PV);2009;16125;3.46;2194;136;4.71
741;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Groningen (PV);2010;16365;3.5;2169;133;4.63
742;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Friesland (PV);2004;17115;3.41;1586;93;3.16
743;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Friesland (PV);2005;17565;3.5;1919;109;3.82
744;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Friesland (PV);2006;18830;3.75;2327;124;4.63
745;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Friesland (PV);2007;18600;3.7;2398;129;4.77
746;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Friesland (PV);2008;18755;3.71;2422;129;4.79
747;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Friesland (PV);2009;18675;3.67;2466;132;4.85
748;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Friesland (PV);2010;18645;3.65;2390;128;4.68
749;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Drenthe (PV);2004;15140;3.99;1620;107;4.27
750;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Drenthe (PV);2005;15025;3.95;1941;129;5.11
751;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Drenthe (PV);2006;15310;4.01;2029;133;5.31
752;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Drenthe (PV);2007;15140;3.95;2047;135;5.35
753;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Drenthe (PV);2008;15435;4.0;2126;138;5.51
754;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Drenthe (PV);2009;15435;3.98;2164;140;5.58
755;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Drenthe (PV);2010;16225;4.17;2332;144;5.99
756;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Overijssel (PV);2004;33705;3.94;3269;97;3.82
757;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Overijssel (PV);2005;34545;4.02;3978;115;4.63
758;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Overijssel (PV);2006;35325;4.09;4322;122;5.01
759;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Overijssel (PV);2007;33525;3.88;4238;126;4.9
760;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Overijssel (PV);2008;35075;4.02;4486;128;5.14
761;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Overijssel (PV);2009;35325;4.02;4861;138;5.53
762;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Overijssel (PV);2010;31420;3.56;4401;140;4.98
763;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Flevoland (PV);2004;7445;2.83;660;89;2.5
764;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Flevoland (PV);2005;7405;2.76;824;111;3.07
765;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Flevoland (PV);2006;7540;2.77;846;112;3.11
766;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Flevoland (PV);2007;7285;2.64;853;117;3.09
767;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Flevoland (PV);2008;7445;2.64;887;119;3.15
768;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Flevoland (PV);2009;7505;2.62;936;125;3.27
769;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Flevoland (PV);2010;6835;2.35;860;126;2.96
770;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Gelderland (PV);2004;49915;3.26;4237;85;2.76
771;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Gelderland (PV);2005;53330;3.47;6415;120;4.17
772;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Gelderland (PV);2006;53750;3.48;6673;124;4.32
773;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Gelderland (PV);2007;51820;3.35;6639;128;4.29
774;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Gelderland (PV);2008;51085;3.28;6650;130;4.27
775;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Gelderland (PV);2009;51345;3.27;6900;134;4.4
776;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Gelderland (PV);2010;51865;3.29;7102;137;4.51
777;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Utrecht (PV);2004;26605;2.94;2203;83;2.43
778;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Utrecht (PV);2005;27330;3.0;2837;104;3.11
779;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Utrecht (PV);2006;28685;3.12;3163;110;3.44
780;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Utrecht (PV);2007;26805;2.89;3031;113;3.27
781;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Utrecht (PV);2008;26030;2.77;2918;112;3.11
782;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Utrecht (PV);2009;25600;2.7;2987;117;3.15
783;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Utrecht (PV);2010;26445;2.77;3140;119;3.29
784;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Holland (PV);2004;68665;3.37;5814;85;2.85
785;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Holland (PV);2005;67885;3.32;6944;102;3.39
786;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Holland (PV);2006;68645;3.35;7296;106;3.56
787;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Holland (PV);2007;65195;3.18;7117;109;3.47
788;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Holland (PV);2008;63905;3.08;7092;111;3.41
789;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Holland (PV);2009;63585;3.03;7362;116;3.51
790;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Holland (PV);2010;65420;3.09;7703;118;3.64
791;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zuid-Holland (PV);2004;97270;3.6;8743;90;3.24
792;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zuid-Holland (PV);2005;96635;3.57;11067;115;4.09
793;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zuid-Holland (PV);2006;99125;3.66;11705;118;4.33
794;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zuid-Holland (PV);2007;93215;3.45;11150;120;4.13
795;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zuid-Holland (PV);2008;89790;3.29;10712;119;3.92
796;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zuid-Holland (PV);2009;89755;3.26;10912;122;3.96
797;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zuid-Holland (PV);2010;89615;3.23;11475;128;4.14
798;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zeeland (PV);2004;12315;4.12;1223;99;4.1
799;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zeeland (PV);2005;12575;4.2;1517;121;5.07
800;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zeeland (PV);2006;12635;4.21;1600;127;5.33
801;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zeeland (PV);2007;12565;4.18;1617;129;5.39
802;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zeeland (PV);2008;12555;4.15;1680;134;5.56
803;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zeeland (PV);2009;12545;4.13;1770;141;5.83
804;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Zeeland (PV);2010;12870;4.22;1887;147;6.19
805;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Brabant (PV);2004;56905;3.01;5219;92;2.76
806;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Brabant (PV);2005;57855;3.05;6343;110;3.35
807;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Brabant (PV);2006;58295;3.07;6898;118;3.63
808;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Brabant (PV);2007;58105;3.05;7087;122;3.72
809;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Brabant (PV);2008;59835;3.11;7408;124;3.85
810;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Brabant (PV);2009;61850;3.2;7885;127;4.07
811;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Noord-Brabant (PV);2010;59465;3.05;7771;131;3.99
812;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Limburg (PV);2004;32540;3.56;3480;107;3.81
813;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Limburg (PV);2005;34015;3.73;4409;130;4.83
814;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Limburg (PV);2006;34540;3.79;4678;135;5.13
815;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Limburg (PV);2007;32150;3.54;4619;144;5.08
816;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Limburg (PV);2008;33310;3.65;4792;144;5.25
817;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Limburg (PV);2009;33820;3.69;4985;147;5.43
818;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;8;Limburg (PV);2010;34755;3.78;5104;147;5.55
819;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Nederland;2004;352300;2.76;37384;106;2.93
820;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Nederland;2005;292615;2.29;29519;101;2.31
821;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Nederland;2006;286560;2.24;30193;105;2.36
822;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Nederland;2007;297320;2.32;32025;108;2.5
823;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Nederland;2008;315425;2.43;35373;112;2.73
824;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Nederland;2009;324560;2.49;37348;115;2.86
825;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Nederland;2010;339430;2.58;39431;116;3.0
826;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Groningen (PV);2004;12770;2.77;1288;101;2.79
827;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Groningen (PV);2005;12815;2.77;1254;98;2.72
828;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Groningen (PV);2006;13500;2.92;1231;91;2.67
829;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Groningen (PV);2007;13510;2.93;1365;101;2.96
830;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Groningen (PV);2008;13605;2.93;1576;116;3.39
831;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Groningen (PV);2009;13170;2.83;1604;122;3.44
832;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Groningen (PV);2010;13690;2.92;1698;124;3.63
833;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Friesland (PV);2004;15975;3.19;1736;109;3.46
834;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Friesland (PV);2005;14655;2.92;1663;114;3.31
835;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Friesland (PV);2006;13665;2.72;1633;119;3.25
836;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Friesland (PV);2007;14365;2.86;1806;126;3.59
837;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Friesland (PV);2008;15225;3.01;2019;133;3.99
838;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Friesland (PV);2009;15505;3.05;2064;133;4.06
839;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Friesland (PV);2010;16040;3.14;2146;134;4.2
840;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Drenthe (PV);2004;11560;3.05;4164;360;10.98
841;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Drenthe (PV);2005;10365;2.73;3645;352;9.59
842;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Drenthe (PV);2006;10820;2.83;3320;307;8.69
843;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Drenthe (PV);2007;10515;2.75;3015;287;7.87
844;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Drenthe (PV);2008;11295;2.93;2805;248;7.27
845;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Drenthe (PV);2009;12070;3.11;2578;214;6.64
846;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Drenthe (PV);2010;12640;3.25;2007;159;5.15
847;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Overijssel (PV);2004;27260;3.18;3038;111;3.55
848;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Overijssel (PV);2005;22175;2.58;2300;104;2.68
849;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Overijssel (PV);2006;22660;2.63;2477;109;2.87
850;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Overijssel (PV);2007;24125;2.79;2708;112;3.13
851;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Overijssel (PV);2008;26260;3.01;2972;113;3.41
852;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Overijssel (PV);2009;27715;3.16;3428;124;3.9
853;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Overijssel (PV);2010;28730;3.25;3600;125;4.08
854;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Flevoland (PV);2004;5495;2.09;433;79;1.64
855;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Flevoland (PV);2005;4885;1.82;363;74;1.35
856;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Flevoland (PV);2006;4940;1.81;398;80;1.46
857;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Flevoland (PV);2007;4830;1.75;442;92;1.6
858;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Flevoland (PV);2008;5160;1.83;502;97;1.78
859;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Flevoland (PV);2009;5615;1.96;607;108;2.12
860;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Flevoland (PV);2010;5675;1.95;633;112;2.18
861;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Gelderland (PV);2004;45725;2.98;5413;118;3.53
862;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Gelderland (PV);2005;35400;2.3;3688;104;2.4
863;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Gelderland (PV);2006;36240;2.35;3952;109;2.56
864;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Gelderland (PV);2007;38110;2.46;4176;110;2.7
865;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Gelderland (PV);2008;41360;2.65;4771;115;3.06
866;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Gelderland (PV);2009;43365;2.76;5159;119;3.29
867;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Gelderland (PV);2010;45740;2.9;5563;122;3.53
868;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Utrecht (PV);2004;22160;2.45;2333;105;2.58
869;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Utrecht (PV);2005;18310;2.01;1935;106;2.12
870;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Utrecht (PV);2006;17775;1.93;1718;97;1.87
871;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Utrecht (PV);2007;18160;1.96;1800;99;1.94
872;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Utrecht (PV);2008;19315;2.06;1957;101;2.09
873;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Utrecht (PV);2009;19620;2.07;2129;109;2.25
874;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Utrecht (PV);2010;20840;2.18;2336;112;2.44
875;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2004;51840;2.54;4539;88;2.22
876;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2005;44465;2.17;3699;83;1.81
877;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2006;39150;1.91;3734;95;1.82
878;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2007;39050;1.9;3966;102;1.93
879;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2008;41150;1.98;4399;107;2.12
880;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2009;41925;2.0;4524;108;2.16
881;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Holland (PV);2010;43425;2.05;4872;112;2.3
882;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2004;77845;2.88;7413;95;2.74
883;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2005;58045;2.14;5277;91;1.95
884;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2006;57450;2.12;5632;98;2.08
885;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2007;60020;2.22;6007;100;2.22
886;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2008;62855;2.3;6793;108;2.49
887;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2009;63460;2.31;7109;112;2.58
888;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zuid-Holland (PV);2010;65455;2.36;7618;116;2.75
889;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zeeland (PV);2004;10915;3.66;956;88;3.2
890;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zeeland (PV);2005;8765;2.93;702;80;2.34
891;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zeeland (PV);2006;7925;2.64;796;100;2.65
892;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zeeland (PV);2007;8780;2.92;872;99;2.91
893;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zeeland (PV);2008;9445;3.12;962;102;3.18
894;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zeeland (PV);2009;9850;3.24;1082;110;3.56
895;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Zeeland (PV);2010;10125;3.32;1180;117;3.87
896;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2004;45505;2.41;3659;80;1.94
897;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2005;40570;2.14;3199;79;1.69
898;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2006;40245;2.12;3337;83;1.75
899;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2007;42440;2.23;3657;86;1.92
900;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2008;44690;2.32;4145;93;2.16
901;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2009;46250;2.39;4420;96;2.28
902;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Noord-Brabant (PV);2010;49440;2.54;4894;99;2.51
903;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Limburg (PV);2004;25250;2.77;2412;96;2.64
904;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Limburg (PV);2005;22160;2.43;1794;81;1.97
905;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Limburg (PV);2006;22180;2.43;1965;89;2.16
906;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Limburg (PV);2007;23410;2.58;2211;94;2.43
907;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Limburg (PV);2008;25065;2.74;2473;99;2.71
