ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
226;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gelderland (PV);2006;4435;0.29;532;120;0.34
227;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gelderland (PV);2007;6665;0.43;520;78;0.34
228;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gelderland (PV);2008;9320;0.6;739;79;0.47
229;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gelderland (PV);2009;10995;0.7;917;83;0.58
230;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Gelderland (PV);2010;12660;0.8;1090;86;0.69
231;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Utrecht (PV);2004;2740;0.3;377;138;0.42
232;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Utrecht (PV);2005;1900;0.21;196;103;0.21
233;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Utrecht (PV);2006;2270;0.25;108;48;0.12
234;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Utrecht (PV);2007;3195;0.34;156;49;0.17
235;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Utrecht (PV);2008;4265;0.45;244;57;0.26
236;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Utrecht (PV);2009;5015;0.53;333;66;0.35
237;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Utrecht (PV);2010;5575;0.58;399;72;0.42
238;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Holland (PV);2004;5070;0.25;266;53;0.13
239;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Holland (PV);2005;3920;0.19;173;44;0.08
240;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Holland (PV);2006;3765;0.18;173;46;0.08
241;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Holland (PV);2007;5515;0.27;281;51;0.14
242;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Holland (PV);2008;7740;0.37;447;58;0.22
243;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Holland (PV);2009;9990;0.48;634;63;0.3
244;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Holland (PV);2010;11100;0.52;780;70;0.37
245;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zuid-Holland (PV);2004;8035;0.3;550;68;0.2
246;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zuid-Holland (PV);2005;5530;0.2;307;55;0.11
247;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zuid-Holland (PV);2006;5365;0.2;252;47;0.09
248;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zuid-Holland (PV);2007;8360;0.31;406;49;0.15
249;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zuid-Holland (PV);2008;12340;0.45;742;60;0.27
250;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zuid-Holland (PV);2009;14830;0.54;1000;67;0.36
251;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zuid-Holland (PV);2010;17405;0.63;1309;75;0.47
252;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeeland (PV);2004;995;0.33;52;52;0.17
253;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeeland (PV);2005;550;0.18;15;28;0.05
254;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeeland (PV);2006;835;0.28;42;51;0.14
255;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeeland (PV);2007;1315;0.44;62;47;0.21
256;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeeland (PV);2008;1890;0.63;105;56;0.35
257;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeeland (PV);2009;2290;0.75;146;64;0.48
258;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeeland (PV);2010;2465;0.81;176;72;0.58
259;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Brabant (PV);2004;5295;0.28;354;67;0.19
260;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Brabant (PV);2005;3960;0.21;166;42;0.09
261;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Brabant (PV);2006;4510;0.24;187;42;0.1
262;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Brabant (PV);2007;6740;0.35;306;45;0.16
263;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Brabant (PV);2008;10030;0.52;555;55;0.29
264;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Brabant (PV);2009;12140;0.63;746;61;0.39
265;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Noord-Brabant (PV);2010;15690;0.81;1076;69;0.55
266;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Limburg (PV);2004;2975;0.33;254;85;0.28
267;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Limburg (PV);2005;2695;0.29;161;60;0.18
268;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Limburg (PV);2006;3030;0.33;161;53;0.18
269;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Limburg (PV);2007;4440;0.49;244;55;0.27
270;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Limburg (PV);2008;5710;0.62;360;63;0.39
271;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Limburg (PV);2009;6665;0.73;470;70;0.51
272;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Limburg (PV);2010;7525;0.82;561;75;0.61
273;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederland;2004;66325;0.52;1629;25;0.13
274;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederland;2005;58795;0.46;976;17;0.08
275;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederland;2006;59755;0.47;974;16;0.08
276;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederland;2007;55040;0.43;951;17;0.07
277;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederland;2008;50005;0.39;873;17;0.07
278;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederland;2009;41205;0.32;719;17;0.06
279;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Nederland;2010;37405;0.28;638;17;0.05
280;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Groningen (PV);2004;3440;0.75;69;20;0.15
281;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Groningen (PV);2005;2680;0.58;35;13;0.08
282;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Groningen (PV);2006;2520;0.55;34;13;0.07
283;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Groningen (PV);2007;2300;0.5;29;13;0.06
284;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Groningen (PV);2008;2135;0.46;39;18;0.08
285;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Groningen (PV);2009;1980;0.43;45;23;0.1
286;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Groningen (PV);2010;1895;0.4;41;21;0.09
287;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Friesland (PV);2004;2850;0.57;62;22;0.12
288;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Friesland (PV);2005;2795;0.56;47;17;0.09
289;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Friesland (PV);2006;3255;0.65;65;20;0.13
290;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Friesland (PV);2007;2870;0.57;54;19;0.11
291;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Friesland (PV);2008;2285;0.45;48;21;0.09
292;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Friesland (PV);2009;1790;0.35;34;19;0.07
293;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Friesland (PV);2010;1690;0.33;28;17;0.06
294;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Drenthe (PV);2004;2615;0.69;64;24;0.17
295;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Drenthe (PV);2005;1925;0.51;21;11;0.06
296;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Drenthe (PV);2006;1755;0.46;19;11;0.05
297;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Drenthe (PV);2007;1685;0.44;31;19;0.08
298;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Drenthe (PV);2008;1570;0.41;31;20;0.08
299;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Drenthe (PV);2009;1515;0.39;26;17;0.07
300;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Drenthe (PV);2010;1595;0.41;30;19;0.08
301;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overijssel (PV);2004;5075;0.59;108;21;0.13
302;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overijssel (PV);2005;4775;0.56;81;17;0.09
303;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overijssel (PV);2006;4580;0.53;76;17;0.09
304;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overijssel (PV);2007;4120;0.48;72;17;0.08
305;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overijssel (PV);2008;3640;0.42;57;16;0.07
306;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overijssel (PV);2009;3005;0.34;49;16;0.06
307;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Overijssel (PV);2010;2855;0.32;44;15;0.05
308;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Flevoland (PV);2004;1295;0.49;21;17;0.08
309;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Flevoland (PV);2005;1000;0.37;8;8;0.03
310;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Flevoland (PV);2006;995;0.36;8;8;0.03
311;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Flevoland (PV);2007;985;0.36;12;12;0.04
312;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Flevoland (PV);2008;805;0.29;12;15;0.04
313;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Flevoland (PV);2009;910;0.32;9;10;0.03
314;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Flevoland (PV);2010;990;0.34;12;12;0.04
315;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gelderland (PV);2004;8470;0.55;232;27;0.15
316;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gelderland (PV);2005;6570;0.43;110;17;0.07
317;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gelderland (PV);2006;6885;0.45;122;18;0.08
318;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gelderland (PV);2007;6360;0.41;129;20;0.08
319;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gelderland (PV);2008;5770;0.37;119;21;0.08
320;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gelderland (PV);2009;4815;0.31;98;20;0.06
321;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Gelderland (PV);2010;4125;0.26;76;19;0.05
322;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Utrecht (PV);2004;3235;0.36;109;34;0.12
323;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Utrecht (PV);2005;3225;0.35;71;22;0.08
324;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Utrecht (PV);2006;3070;0.33;49;16;0.05
325;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Utrecht (PV);2007;2775;0.3;53;19;0.06
326;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Utrecht (PV);2008;2675;0.29;49;18;0.05
327;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Utrecht (PV);2009;2445;0.26;48;20;0.05
328;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Utrecht (PV);2010;2400;0.25;46;19;0.05
329;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Holland (PV);2004;9675;0.47;243;25;0.12
330;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Holland (PV);2005;9075;0.44;168;18;0.08
331;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Holland (PV);2006;9505;0.46;175;18;0.09
332;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Holland (PV);2007;8855;0.43;169;19;0.08
333;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Holland (PV);2008;8115;0.39;151;19;0.07
334;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Holland (PV);2009;6500;0.31;127;20;0.06
335;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Holland (PV);2010;6015;0.28;114;19;0.05
336;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zuid-Holland (PV);2004;10810;0.4;359;33;0.13
337;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zuid-Holland (PV);2005;10320;0.38;217;21;0.08
338;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zuid-Holland (PV);2006;10585;0.39;195;18;0.07
339;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zuid-Holland (PV);2007;9365;0.35;169;18;0.06
340;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zuid-Holland (PV);2008;8260;0.3;149;18;0.05
341;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zuid-Holland (PV);2009;6295;0.23;112;18;0.04
342;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zuid-Holland (PV);2010;5690;0.21;102;18;0.04
343;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeeland (PV);2004;2230;0.75;22;10;0.07
344;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeeland (PV);2005;2310;0.77;25;11;0.08
345;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeeland (PV);2006;2560;0.85;34;13;0.11
346;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeeland (PV);2007;2480;0.83;32;13;0.11
347;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeeland (PV);2008;2135;0.71;25;12;0.08
348;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeeland (PV);2009;1850;0.61;21;11;0.07
349;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeeland (PV);2010;1635;0.54;19;12;0.06
350;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Brabant (PV);2004;9820;0.52;189;19;0.1
351;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Brabant (PV);2005;8495;0.45;112;13;0.06
352;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Brabant (PV);2006;8185;0.43;107;13;0.06
353;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Brabant (PV);2007;7545;0.4;107;14;0.06
354;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Brabant (PV);2008;7260;0.38;109;15;0.06
355;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Brabant (PV);2009;5640;0.29;82;14;0.04
356;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Noord-Brabant (PV);2010;4665;0.24;66;14;0.03
357;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Limburg (PV);2004;6805;0.75;150;22;0.16
358;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Limburg (PV);2005;5620;0.62;82;15;0.09
359;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Limburg (PV);2006;5870;0.64;90;15;0.1
360;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Limburg (PV);2007;5700;0.63;95;17;0.1
361;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Limburg (PV);2008;5365;0.59;83;16;0.09
362;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Limburg (PV);2009;4455;0.49;67;15;0.07
363;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Limburg (PV);2010;3855;0.42;60;16;0.07
364;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederland;2004;119180;0.94;17583;148;1.38
365;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederland;2005;66675;0.52;11314;170;0.89
366;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederland;2006;56665;0.44;10637;188;0.83
367;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederland;2007;59540;0.46;12262;206;0.96
368;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederland;2008;80850;0.62;18501;229;1.43
369;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederland;2009;98100;0.75;24419;249;1.87
370;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Nederland;2010;107350;0.82;28174;262;2.14
371;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Groningen (PV);2004;3675;0.8;489;133;1.06
372;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Groningen (PV);2005;2025;0.44;315;156;0.68
373;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Groningen (PV);2006;1755;0.38;294;168;0.64
374;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Groningen (PV);2007;1925;0.42;365;190;0.79
375;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Groningen (PV);2008;3485;0.75;832;239;1.79
376;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Groningen (PV);2009;3950;0.85;1059;268;2.27
377;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Groningen (PV);2010;4500;0.96;1240;276;2.65
378;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Friesland (PV);2004;4395;0.88;675;153;1.35
379;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Friesland (PV);2005;3560;0.71;586;165;1.17
380;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Friesland (PV);2006;2610;0.52;521;200;1.04
381;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Friesland (PV);2007;3025;0.6;660;218;1.31
382;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Friesland (PV);2008;4420;0.87;1112;252;2.2
383;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Friesland (PV);2009;5005;0.98;1374;274;2.7
384;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Friesland (PV);2010;5235;1.03;1467;280;2.87
385;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Drenthe (PV);2004;3310;0.87;811;245;2.14
386;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Drenthe (PV);2005;970;0.25;415;429;1.09
387;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Drenthe (PV);2006;1550;0.41;445;287;1.17
388;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Drenthe (PV);2007;2480;0.65;737;297;1.92
389;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Drenthe (PV);2008;3510;0.91;1045;298;2.71
390;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Drenthe (PV);2009;3935;1.01;1154;293;2.97
391;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Drenthe (PV);2010;4255;1.09;1279;300;3.28
392;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overijssel (PV);2004;8550;1.0;1313;154;1.53
393;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overijssel (PV);2005;5115;0.6;875;171;1.02
394;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overijssel (PV);2006;4565;0.53;869;190;1.01
395;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overijssel (PV);2007;4855;0.56;961;198;1.11
396;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overijssel (PV);2008;6815;0.78;1506;221;1.73
397;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overijssel (PV);2009;8340;0.95;2123;255;2.42
398;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Overijssel (PV);2010;8195;0.93;2217;271;2.51
399;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Flevoland (PV);2004;1525;0.58;192;126;0.73
400;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Flevoland (PV);2005;580;0.22;85;146;0.32
401;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Flevoland (PV);2006;660;0.24;105;158;0.38
402;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Flevoland (PV);2007;765;0.28;141;185;0.51
403;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Flevoland (PV);2008;1145;0.41;248;217;0.88
404;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Flevoland (PV);2009;1330;0.46;322;242;1.12
405;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Flevoland (PV);2010;1480;0.51;384;260;1.32
406;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gelderland (PV);2004;15895;1.04;2354;148;1.54
407;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gelderland (PV);2005;7110;0.46;1319;186;0.86
408;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gelderland (PV);2006;7445;0.48;1411;190;0.91
409;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gelderland (PV);2007;8150;0.53;1704;209;1.1
410;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gelderland (PV);2008;10730;0.69;2528;236;1.62
411;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gelderland (PV);2009;12575;0.8;3259;259;2.08
412;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Gelderland (PV);2010;13860;0.88;3793;274;2.41
413;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Utrecht (PV);2004;8055;0.89;1124;139;1.24
414;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Utrecht (PV);2005;4760;0.52;776;163;0.85
415;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Utrecht (PV);2006;3775;0.41;659;175;0.72
416;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Utrecht (PV);2007;3810;0.41;718;189;0.78
417;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Utrecht (PV);2008;4840;0.52;996;206;1.06
418;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Utrecht (PV);2009;5425;0.57;1238;228;1.31
419;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Utrecht (PV);2010;5895;0.62;1400;237;1.47
420;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Holland (PV);2004;17805;0.87;2249;126;1.1
421;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Holland (PV);2005;11860;0.58;1654;139;0.81
422;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Holland (PV);2006;7850;0.38;1284;164;0.63
423;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Holland (PV);2007;7225;0.35;1337;185;0.65
424;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Holland (PV);2008;9465;0.46;1979;209;0.95
425;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Holland (PV);2009;12385;0.59;2794;226;1.33
426;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Holland (PV);2010;14295;0.68;3434;240;1.62
427;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zuid-Holland (PV);2004;28045;1.04;4043;144;1.5
428;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zuid-Holland (PV);2005;13470;0.5;2241;166;0.83
429;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zuid-Holland (PV);2006;11840;0.44;2168;183;0.8
430;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zuid-Holland (PV);2007;11550;0.43;2277;197;0.84
431;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zuid-Holland (PV);2008;15040;0.55;3296;219;1.21
432;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zuid-Holland (PV);2009;18785;0.68;4552;242;1.65
433;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zuid-Holland (PV);2010;20920;0.75;5458;261;1.97
434;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeeland (PV);2004;3300;1.11;492;149;1.65
435;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeeland (PV);2005;1630;0.54;270;165;0.9
436;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeeland (PV);2006;1460;0.49;278;190;0.92
437;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeeland (PV);2007;1805;0.6;369;205;1.23
438;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeeland (PV);2008;2650;0.88;607;229;2.01
439;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeeland (PV);2009;3250;1.07;847;260;2.79
440;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeeland (PV);2010;3605;1.18;1029;285;3.38
441;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Brabant (PV);2004;15720;0.83;2284;145;1.21
442;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Brabant (PV);2005;9730;0.51;1626;167;0.86
443;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Brabant (PV);2006;7855;0.41;1469;187;0.77
444;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Brabant (PV);2007;8340;0.44;1662;199;0.87
445;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Brabant (PV);2008;11775;0.61;2611;222;1.36
446;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Brabant (PV);2009;14610;0.75;3461;237;1.79
447;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Noord-Brabant (PV);2010;15645;0.8;3884;248;1.99
448;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Limburg (PV);2004;8905;0.98;1557;175;1.71
449;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Limburg (PV);2005;5865;0.64;1152;196;1.26
450;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Limburg (PV);2006;5305;0.58;1134;214;1.24
451;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Limburg (PV);2007;5615;0.62;1331;237;1.46
452;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Limburg (PV);2008;6975;0.76;1739;249;1.9
453;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Limburg (PV);2009;8510;0.93;2237;263;2.44
454;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Limburg (PV);2010;9460;1.03;2589;274;2.82
