ID;EnergySourcesTechniques;Periods;NumberOfSystemsNewlyInstalled_1;NumberOfSystemsDecommissioned_2;NumberOfSystemsAtTheEndOfYear_3;ElectricalPowerNewlyInstalled_4;ElectricalPowerDecommissioned_5;ElectricalPowerAtTheEndOfTheYear_6;ThermalPowerNewlyInstalled_7;ThermalPowerDecommissioned_8;ThermalPowerAtTheEndOfTheYear_9;SolarPanelsNewlyInstalled_10;SolarPanelsDecommissioned_11;SolarPanelsAtTheEndOfTheYear_12;ElectricalInKWh_13;ElectricalInTotElectricityCons_14;Thermal_15;BiogasForUsefulFinalUse_16;ProductionOfBiogas_17;FlaredBiogas_18;EnergeticUseOfBiomass_19
249;Solar thermal, total;1999;;;;;;;;;;49.0;3.0;310.0;;;;;;;
250;Solar thermal, total;2000;;;;;;;;;;55.0;6.0;360.0;;;;;;;
251;Solar thermal, total;2001;;;;;;;;;;59.0;3.0;416.0;;;;;;;
252;Solar thermal, total;2002;;;;;;;;;;63.0;4.0;475.0;;;;;;;
253;Solar thermal, total;2003;;;;;;;;;;52.0;3.0;524.0;;;;;;;
254;Solar thermal, total;2004;;;;;;;;;;62.0;5.0;582.0;;;;;;;
255;Solar thermal, total;2005;;;;;;;;;;49.0;10.0;620.0;;;;;;;
256;Solar thermal, total;2006;;;;;;;;;;39.0;13.0;646.0;;;;;;;
257;Solar thermal, total;2007;;;;;;;;;;48.0;21.0;673.0;;;;;;;
258;Solar thermal, total;2008;;;;;;;;;;52.0;21.0;704.0;;;;;;;
259;Solar thermal, total;2009;;;;;;;;;;80.0;22.0;761.0;;;;;;;
260;Solar thermal, total;2010;;;;;;;;;;76.0;26.0;811.0;;;;;;;
261;Solar thermal, total;2011;;;;;;;;;;64.0;32.0;843.0;;;;;;;
262;Solar thermal, total;2012;;;;;;;;;;63.0;41.0;865.0;;;;;;;
263;Solar thermal, total;2013;;;;;;;;;;;;;;;;;;;
264;Solar thermal, covered systems <= 6m2;1990;544.0;0.0;2129.0;;;;;0.0;;2.0;0.0;6.0;;;;;;;
265;Solar thermal, covered systems <= 6m2;1991;1815.0;0.0;3944.0;;;;;0.0;;5.0;0.0;11.0;;;;;;;
266;Solar thermal, covered systems <= 6m2;1992;2135.0;0.0;6079.0;;;;;0.0;;7.0;0.0;18.0;;;;;;;
267;Solar thermal, covered systems <= 6m2;1993;1914.0;12.0;7981.0;;;;;;;6.0;0.0;24.0;;;;;;;
268;Solar thermal, covered systems <= 6m2;1994;2505.0;5.0;10481.0;;;;;;;8.0;0.0;32.0;;;;;;;
269;Solar thermal, covered systems <= 6m2;1995;3375.0;52.0;13804.0;;;;;;;11.0;0.0;43.0;;;;;;;
270;Solar thermal, covered systems <= 6m2;1996;4495.0;124.0;18175.0;;;;;;;15.0;0.0;57.0;;;;;;;
271;Solar thermal, covered systems <= 6m2;1997;7917.0;233.0;25859.0;;;;;;;22.0;1.0;78.0;;;;;;;
272;Solar thermal, covered systems <= 6m2;1998;7526.0;326.0;33059.0;;;;;;;20.0;1.0;98.0;;;;;;;
273;Solar thermal, covered systems <= 6m2;1999;8565.0;142.0;41482.0;;;;;;;26.0;0.0;123.0;;;;;;;
274;Solar thermal, covered systems <= 6m2;2000;7971.0;184.0;49269.0;;;;;;;25.0;0.0;147.0;;;;;;;
275;Solar thermal, covered systems <= 6m2;2001;8736.0;126.0;57879.0;;;;;;;27.0;0.0;174.0;;;;;;;
276;Solar thermal, covered systems <= 6m2;2002;10035.0;240.0;67674.0;;;;;;;28.0;1.0;201.0;;;;;;;
277;Solar thermal, covered systems <= 6m2;2003;8385.0;125.0;75934.0;;;;;;;23.0;0.0;225.0;;;;;;;
278;Solar thermal, covered systems <= 6m2;2004;7844.0;249.0;83529.0;;;;;;;21.0;1.0;245.0;;;;;;;
279;Solar thermal, covered systems <= 6m2;2005;7294.0;544.0;90279.0;;;;;;;18.0;2.0;261.0;;;;;;;
280;Solar thermal, covered systems <= 6m2;2006;5626.0;1815.0;94090.0;;;;;;;13.0;5.0;269.0;;;;;;;
281;Solar thermal, covered systems <= 6m2;2007;6365.0;2135.0;98320.0;;;;;;;17.0;7.0;280.0;;;;;;;
282;Solar thermal, covered systems <= 6m2;2008;7284.0;1914.0;103690.0;;;;;;;20.0;6.0;294.0;;;;;;;
283;Solar thermal, covered systems <= 6m2;2009;11522.0;2501.0;112711.0;;;;;;;34.0;8.0;320.0;;;;;;;
284;Solar thermal, covered systems <= 6m2;2010;10397.0;3300.0;119808.0;;;;;;;32.0;11.0;341.0;;;;;;;
285;Solar thermal, covered systems <= 6m2;2011;10235.0;4454.0;125589.0;;;;;;;28.0;15.0;354.0;;;;;;;
286;Solar thermal, covered systems <= 6m2;2012;9384.0;7804.0;127169.0;;;;;;;28.0;21.0;360.0;;;;;;;
287;Solar thermal, covered systems <= 6m2;2013;;;;;;;;;;;;;;;;;;;
288;Solar thermal, covered systems > 6 m2;1990;;;;;;;;;;1.0;0.0;11.0;;;;;;;
289;Solar thermal, covered systems > 6 m2;1991;;;;;;;;;;1.0;1.0;11.0;;;;;;;
290;Solar thermal, covered systems > 6 m2;1992;;;;;;;;;;1.0;1.0;11.0;;;;;;;
291;Solar thermal, covered systems > 6 m2;1993;;;;;;;;;;2.0;0.0;13.0;;;;;;;
292;Solar thermal, covered systems > 6 m2;1994;;;;;;;;;;2.0;0.0;15.0;;;;;;;
293;Solar thermal, covered systems > 6 m2;1995;;;;;;;;;;2.0;0.0;16.0;;;;;;;
294;Solar thermal, covered systems > 6 m2;1996;;;;;;;;;;2.0;0.0;18.0;;;;;;;
295;Solar thermal, covered systems > 6 m2;1997;;;;;;;;;;4.0;1.0;21.0;;;;;;;
296;Solar thermal, covered systems > 6 m2;1998;;;;;;;;;;4.0;0.0;24.0;;;;;;;
297;Solar thermal, covered systems > 6 m2;1999;;;;;;;;;;2.0;0.0;26.0;;;;;;;
298;Solar thermal, covered systems > 6 m2;2000;;;;;;;;;;3.0;2.0;28.0;;;;;;;
299;Solar thermal, covered systems > 6 m2;2001;;;;;;;;;;3.0;1.0;30.0;;;;;;;
300;Solar thermal, covered systems > 6 m2;2002;;;;;;;;;;6.0;1.0;36.0;;;;;;;
301;Solar thermal, covered systems > 6 m2;2003;;;;;;;;;;4.0;0.0;40.0;;;;;;;
302;Solar thermal, covered systems > 6 m2;2004;;;;;;;;;;5.0;0.0;44.0;;;;;;;
303;Solar thermal, covered systems > 6 m2;2005;;;;;;;;;;3.0;0.0;46.0;;;;;;;
304;Solar thermal, covered systems > 6 m2;2006;;;;;;;;;;2.0;0.0;48.0;;;;;;;
305;Solar thermal, covered systems > 6 m2;2007;;;;;;;;;;2.0;1.0;50.0;;;;;;;
306;Solar thermal, covered systems > 6 m2;2008;;;;;;;;;;3.0;4.0;49.0;;;;;;;
307;Solar thermal, covered systems > 6 m2;2009;;;;;;;;;;11.0;2.0;58.0;;;;;;;
308;Solar thermal, covered systems > 6 m2;2010;;;;;;;;;;18.0;2.0;74.0;;;;;;;
309;Solar thermal, covered systems > 6 m2;2011;;;;;;;;;;9.0;4.0;78.0;;;;;;;
310;Solar thermal, covered systems > 6 m2;2012;;;;;;;;;;8.0;1.0;85.0;;;;;;;
311;Solar thermal, covered systems > 6 m2;2013;;;;;;;;;;;;;;;;;;;
312;Solar thermal, uncovered systems;1990;;;;;;;;;;9.0;1.0;60.0;;;;;;;
313;Solar thermal, uncovered systems;1991;;;;;;;;;;9.0;4.0;65.0;;;;;;;
314;Solar thermal, uncovered systems;1992;;;;;;;;;;14.0;2.0;76.0;;;;;;;
315;Solar thermal, uncovered systems;1993;;;;;;;;;;11.0;4.0;83.0;;;;;;;
316;Solar thermal, uncovered systems;1994;;;;;;;;;;12.0;2.0;93.0;;;;;;;
317;Solar thermal, uncovered systems;1995;;;;;;;;;;13.0;2.0;103.0;;;;;;;
318;Solar thermal, uncovered systems;1996;;;;;;;;;;12.0;4.0;112.0;;;;;;;
319;Solar thermal, uncovered systems;1997;;;;;;;;;;17.0;4.0;124.0;;;;;;;
320;Solar thermal, uncovered systems;1998;;;;;;;;;;22.0;3.0;143.0;;;;;;;
321;Solar thermal, uncovered systems;1999;;;;;;;;;;21.0;3.0;161.0;;;;;;;
322;Solar thermal, uncovered systems;2000;;;;;;;;;;28.0;3.0;186.0;;;;;;;
323;Solar thermal, uncovered systems;2001;;;;;;;;;;28.0;2.0;212.0;;;;;;;
324;Solar thermal, uncovered systems;2002;;;;;;;;;;29.0;3.0;238.0;;;;;;;
325;Solar thermal, uncovered systems;2003;;;;;;;;;;25.0;3.0;260.0;;;;;;;
326;Solar thermal, uncovered systems;2004;;;;;;;;;;36.0;4.0;292.0;;;;;;;
327;Solar thermal, uncovered systems;2005;;;;;;;;;;29.0;8.0;313.0;;;;;;;
328;Solar thermal, uncovered systems;2006;;;;;;;;;;24.0;8.0;330.0;;;;;;;
329;Solar thermal, uncovered systems;2007;;;;;;;;;;28.0;14.0;344.0;;;;;;;
330;Solar thermal, uncovered systems;2008;;;;;;;;;;28.0;11.0;361.0;;;;;;;
331;Solar thermal, uncovered systems;2009;;;;;;;;;;34.0;12.0;383.0;;;;;;;
332;Solar thermal, uncovered systems;2010;;;;;;;;;;27.0;13.0;396.0;;;;;;;
333;Solar thermal, uncovered systems;2011;;;;;;;;;;27.0;14.0;410.0;;;;;;;
334;Solar thermal, uncovered systems;2012;;;;;;;;;;27.0;19.0;419.0;;;;;;;
335;Solar thermal, uncovered systems;2013;;;;;;;;;;;;;;;;;;;
336;Geothermal, total;1990;;;;;;;;;;;;;;;2.0;;;;
337;Geothermal, total;1991;;;;;;;;;;;;;;;2.0;;;;
338;Geothermal, total;1992;;;;;;;;;;;;;;;2.0;;;;
339;Geothermal, total;1993;;;;;;;;;;;;;;;4.0;;;;
340;Geothermal, total;1994;;;;;;;;;;;;;;;132.0;;;;
341;Geothermal, total;1995;;;;;;;;;;;;;;;138.0;;;;
342;Geothermal, total;1996;;;;;;;;;;;;;;;149.0;;;;
343;Geothermal, total;1997;;;;;;;;;;;;;;;185.0;;;;
344;Geothermal, total;1998;;;;;;;;;;;;;;;243.0;;;;
345;Geothermal, total;1999;;;;;;;;;;;;;;;294.0;;;;
346;Geothermal, total;2000;;;;;;;;;;;;;;;359.0;;;;
347;Geothermal, total;2001;;;;;;;;;;;;;;;416.0;;;;
348;Geothermal, total;2002;;;;;;;;;;;;;;;510.0;;;;
349;Geothermal, total;2003;;;;;;;;;;;;;;;618.0;;;;
350;Geothermal, total;2004;;;;;;;;;;;;;;;829.0;;;;
351;Geothermal, total;2005;;;;;;;;;;;;;;;1098.0;;;;
352;Geothermal, total;2006;;;;;;;;;;;;;;;1438.0;;;;
353;Geothermal, total;2007;;;;;;;;;;;;;;;1857.0;;;;
354;Geothermal, total;2008;;;;;;;;;;;;;;;2447.0;;;;
355;Geothermal, total;2009;;;;;;;;;;;;;;;2985.0;;;;
356;Geothermal, total;2010;;;;;;;;;;;;;;;3677.0;;;;
357;Geothermal, total;2011;;;;;;;;;;;;;;;4157.0;;;;
358;Geothermal, total;2012;;;;;;;;;;;;;;;4783.0;;;;
359;Geothermal, total;2013;;;;;;;;;;;;;;;;;;;
360;Geothermal, deep;1990;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
361;Geothermal, deep;1991;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
362;Geothermal, deep;1992;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
363;Geothermal, deep;1993;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
364;Geothermal, deep;1994;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
365;Geothermal, deep;1995;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
366;Geothermal, deep;1996;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
367;Geothermal, deep;1997;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
368;Geothermal, deep;1998;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
369;Geothermal, deep;1999;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
370;Geothermal, deep;2000;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
371;Geothermal, deep;2001;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
372;Geothermal, deep;2002;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
373;Geothermal, deep;2003;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
374;Geothermal, deep;2004;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
375;Geothermal, deep;2005;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
376;Geothermal, deep;2006;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
377;Geothermal, deep;2007;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
378;Geothermal, deep;2008;1.0;0.0;1.0;;;;;0.0;;;;;;;96.0;;;;
379;Geothermal, deep;2009;0.0;0.0;1.0;;;;;0.0;;;;;;;142.0;;;;
380;Geothermal, deep;2010;0.0;0.0;2.0;;;;;0.0;;;;;;;318.0;;;;
381;Geothermal, deep;2011;2.0;0.0;4.0;;;;;0.0;;;;;;;316.0;;;;
382;Geothermal, deep;2012;2.0;0.0;6.0;;;;;0.0;;;;;;;495.0;;;;
383;Geothermal, deep;2013;;;;;;;;;;;;;;;;;;;
384;Geothermal, shallow, total;1990;;;;;;;;;;;;;;;2.0;;;;
385;Geothermal, shallow, total;1991;;;;;;;;;;;;;;;2.0;;;;
386;Geothermal, shallow, total;1992;;;;;;;;;;;;;;;2.0;;;;
387;Geothermal, shallow, total;1993;;;;;;;;;;;;;;;4.0;;;;
388;Geothermal, shallow, total;1994;;;;;;;;;;;;;;;132.0;;;;
389;Geothermal, shallow, total;1995;;;;;;;;;;;;;;;138.0;;;;
390;Geothermal, shallow, total;1996;;;;;;;;;;;;;;;149.0;;;;
391;Geothermal, shallow, total;1997;;;;;;;;;;;;;;;185.0;;;;
392;Geothermal, shallow, total;1998;;;;;;;;;;;;;;;243.0;;;;
393;Geothermal, shallow, total;1999;;;;;;;;;;;;;;;294.0;;;;
394;Geothermal, shallow, total;2000;;;;;;;;;;;;;;;359.0;;;;
395;Geothermal, shallow, total;2001;;;;;;;;;;;;;;;416.0;;;;
396;Geothermal, shallow, total;2002;;;;;;;;;;;;;;;510.0;;;;
397;Geothermal, shallow, total;2003;;;;;;;;;;;;;;;618.0;;;;
398;Geothermal, shallow, total;2004;;;;;;;;;;;;;;;829.0;;;;
399;Geothermal, shallow, total;2005;;;;;;;;;;;;;;;1098.0;;;;
400;Geothermal, shallow, total;2006;;;;;;;;;;;;;;;1438.0;;;;
401;Geothermal, shallow, total;2007;;;;;;;;;;;;;;;1857.0;;;;
402;Geothermal, shallow, total;2008;;;;;;;;;;;;;;;2351.0;;;;
403;Geothermal, shallow, total;2009;;;;;;;;;;;;;;;2843.0;;;;
404;Geothermal, shallow, total;2010;;;;;;;;;;;;;;;3359.0;;;;
405;Geothermal, shallow, total;2011;;;;;;;;;;;;;;;3841.0;;;;
406;Geothermal, shallow, total;2012;;;;;;;;;;;;;;;4288.0;;;;
407;Geothermal, shallow, total;2013;;;;;;;;;;;;;;;;;;;
408;Geoth., shallow, heat, total;1990;;;;;;;;;;;;;;;2.0;;;;
409;Geoth., shallow, heat, total;1991;;;;;;;;;;;;;;;2.0;;;;
410;Geoth., shallow, heat, total;1992;;;;;;;;;;;;;;;2.0;;;;
411;Geoth., shallow, heat, total;1993;;;;;;;;;;;;;;;4.0;;;;
412;Geoth., shallow, heat, total;1994;;;;;;;;;;;;;;;132.0;;;;
413;Geoth., shallow, heat, total;1995;;;;;;;;;;;;;;;138.0;;;;
414;Geoth., shallow, heat, total;1996;;;;;;;;;;;;;;;149.0;;;;
415;Geoth., shallow, heat, total;1997;;;;;;;;;;;;;;;185.0;;;;
416;Geoth., shallow, heat, total;1998;;;;;;;;;;;;;;;243.0;;;;
417;Geoth., shallow, heat, total;1999;;;;;;;;;;;;;;;294.0;;;;
418;Geoth., shallow, heat, total;2000;;;;;;;;;;;;;;;359.0;;;;
419;Geoth., shallow, heat, total;2001;;;;;;;;;;;;;;;416.0;;;;
420;Geoth., shallow, heat, total;2002;;;;;;;;;;;;;;;510.0;;;;
421;Geoth., shallow, heat, total;2003;;;;;;;;;;;;;;;618.0;;;;
422;Geoth., shallow, heat, total;2004;;;;;;;;;;;;;;;829.0;;;;
423;Geoth., shallow, heat, total;2005;;;;;;;;;;;;;;;1098.0;;;;
424;Geoth., shallow, heat, total;2006;;;;;;;;;;;;;;;1438.0;;;;
425;Geoth., shallow, heat, total;2007;;;;;;;;;;;;;;;1857.0;;;;
426;Geoth., shallow, heat, total;2008;;;;;;;;;;;;;;;2351.0;;;;
427;Geoth., shallow, heat, total;2009;;;;;;;;;;;;;;;2843.0;;;;
428;Geoth., shallow, heat, total;2010;;;;;;;;;;;;;;;3359.0;;;;
429;Geoth., shallow, heat, total;2011;;;;;;;;;;;;;;;3841.0;;;;
430;Geoth., shallow, heat, total;2012;;;;;;;;;;;;;;;4288.0;;;;
431;Geoth., shallow, heat, total;2013;;;;;;;;;;;;;;;;;;;
432;Geoth., shallow, heat pumps, houses;1990;;;;;;;;;;;;;;;;;;;
433;Geoth., shallow, heat pumps, houses;1991;;;;;;;;;;;;;;;;;;;
434;Geoth., shallow, heat pumps, houses;1992;;;;;;;;;;;;;;;;;;;
435;Geoth., shallow, heat pumps, houses;1993;;;;;;;;;;;;;;;;;;;
436;Geoth., shallow, heat pumps, houses;1994;;0.0;48.0;;;;;0.0;3.0;;;;;;32.0;;;;
437;Geoth., shallow, heat pumps, houses;1995;18.0;0.0;66.0;;;;0.0;0.0;3.0;;;;;;32.0;;;;
438;Geoth., shallow, heat pumps, houses;1996;66.0;0.0;132.0;;;;0.0;0.0;4.0;;;;;;34.0;;;;
439;Geoth., shallow, heat pumps, houses;1997;492.0;0.0;624.0;;;;3.0;0.0;7.0;;;;;;48.0;;;;
440;Geoth., shallow, heat pumps, houses;1998;378.0;0.0;1002.0;;;;6.0;0.0;13.0;;;;;;71.0;;;;
441;Geoth., shallow, heat pumps, houses;1999;279.0;0.0;1281.0;;;;2.0;0.0;15.0;;;;;;82.0;;;;
442;Geoth., shallow, heat pumps, houses;2000;454.0;0.0;1735.0;;;;4.0;0.0;19.0;;;;;;97.0;;;;
443;Geoth., shallow, heat pumps, houses;2001;179.0;0.0;1914.0;;;;2.0;0.0;21.0;;;;;;104.0;;;;
444;Geoth., shallow, heat pumps, houses;2002;517.0;0.0;2431.0;;;;5.0;0.0;26.0;;;;;;129.0;;;;
445;Geoth., shallow, heat pumps, houses;2003;753.0;0.0;3184.0;;;;8.0;0.0;33.0;;;;;;161.0;;;;
446;Geoth., shallow, heat pumps, houses;2004;707.0;0.0;3891.0;;;;8.0;0.0;41.0;;;;;;191.0;;;;
447;Geoth., shallow, heat pumps, houses;2005;1481.0;10.0;5362.0;;;;9.0;1.0;50.0;;;;;;229.0;;;;
448;Geoth., shallow, heat pumps, houses;2006;2565.0;10.0;7918.0;;;;23.0;1.0;72.0;;;;;;322.0;;;;
449;Geoth., shallow, heat pumps, houses;2007;2687.0;10.0;10595.0;;;;23.0;1.0;94.0;;;;;;417.0;;;;
450;Geoth., shallow, heat pumps, houses;2008;3323.0;10.0;13908.0;;;;40.0;1.0;133.0;;;;;;588.0;;;;
451;Geoth., shallow, heat pumps, houses;2009;4560.0;10.0;18459.0;;;;56.0;1.0;188.0;;;;;;828.0;;;;
452;Geoth., shallow, heat pumps, houses;2010;5040.0;18.0;23481.0;;;;46.0;0.0;233.0;;;;;;1043.0;;;;
453;Geoth., shallow, heat pumps, houses;2011;4890.0;66.0;28305.0;;;;44.0;0.0;277.0;;;;;;1244.0;;;;
454;Geoth., shallow, heat pumps, houses;2012;4843.0;492.0;32656.0;;;;39.0;3.0;313.0;;;;;;1413.0;;;;
455;Geoth., shallow, heat pumps, houses;2013;;;;;;;;;;;;;;;;;;;
456;Geoth., shallow, heat pumps, comm.build.;1990;;;;;;;;;;;;;;;;;;;
457;Geoth., shallow, heat pumps, comm.build.;1991;;;;;;;;;;;;;;;;;;;
458;Geoth., shallow, heat pumps, comm.build.;1992;;;;;;;;;;;;;;;;;;;
459;Geoth., shallow, heat pumps, comm.build.;1993;;;;;;;;;;;;;;;;;;;
460;Geoth., shallow, heat pumps, comm.build.;1994;;0.0;42.0;;;;;0.0;11.0;;;;;;95.0;;;;
461;Geoth., shallow, heat pumps, comm.build.;1995;23.0;0.0;65.0;;;;1.0;0.0;12.0;;;;;;99.0;;;;
462;Geoth., shallow, heat pumps, comm.build.;1996;34.0;0.0;99.0;;;;1.0;0.0;13.0;;;;;;104.0;;;;
463;Geoth., shallow, heat pumps, comm.build.;1997;89.0;0.0;188.0;;;;4.0;0.0;17.0;;;;;;119.0;;;;
464;Geoth., shallow, heat pumps, comm.build.;1998;49.0;0.0;237.0;;;;6.0;0.0;23.0;;;;;;144.0;;;;
465;Geoth., shallow, heat pumps, comm.build.;1999;127.0;0.0;364.0;;;;7.0;0.0;30.0;;;;;;174.0;;;;
466;Geoth., shallow, heat pumps, comm.build.;2000;211.0;0.0;575.0;;;;10.0;0.0;40.0;;;;;;212.0;;;;
467;Geoth., shallow, heat pumps, comm.build.;2001;350.0;0.0;925.0;;;;9.0;0.0;49.0;;;;;;249.0;;;;
468;Geoth., shallow, heat pumps, comm.build.;2002;386.0;0.0;1311.0;;;;15.0;0.0;64.0;;;;;;307.0;;;;
469;Geoth., shallow, heat pumps, comm.build.;2003;242.0;0.0;1553.0;;;;16.0;0.0;80.0;;;;;;370.0;;;;
470;Geoth., shallow, heat pumps, comm.build.;2004;720.0;0.0;2273.0;;;;42.0;0.0;121.0;;;;;;543.0;;;;
471;Geoth., shallow, heat pumps, comm.build.;2005;664.0;8.0;2928.0;;;;54.0;2.0;174.0;;;;;;760.0;;;;
472;Geoth., shallow, heat pumps, comm.build.;2006;881.0;8.0;3801.0;;;;55.0;2.0;226.0;;;;;;980.0;;;;
473;Geoth., shallow, heat pumps, comm.build.;2007;896.0;8.0;4689.0;;;;82.0;2.0;306.0;;;;;;1298.0;;;;
474;Geoth., shallow, heat pumps, comm.build.;2008;777.0;8.0;5458.0;;;;79.0;2.0;383.0;;;;;;1596.0;;;;
475;Geoth., shallow, heat pumps, comm.build.;2009;749.0;8.0;6198.0;;;;65.0;2.0;445.0;;;;;;1834.0;;;;
476;Geoth., shallow, heat pumps, comm.build.;2010;633.0;23.0;6808.0;;;;71.0;1.0;516.0;;;;;;2119.0;;;;
477;Geoth., shallow, heat pumps, comm.build.;2011;969.0;34.0;7743.0;;;;77.0;1.0;591.0;;;;;;2419.0;;;;
478;Geoth., shallow, heat pumps, comm.build.;2012;943.0;89.0;8597.0;;;;74.0;4.0;662.0;;;;;;2698.0;;;;
479;Geoth., shallow, heat pumps, comm.build.;2013;;;;;;;;;;;;;;;;;;;
480;Geoth., shallow, heat without heat pumps;1990;;;;;;;;;;;;;;;2.0;;;;
481;Geoth., shallow, heat without heat pumps;1991;;;;;;;;;;;;;;;2.0;;;;
482;Geoth., shallow, heat without heat pumps;1992;;;;;;;;;;;;;;;2.0;;;;
483;Geoth., shallow, heat without heat pumps;1993;;;;;;;;;;;;;;;4.0;;;;
484;Geoth., shallow, heat without heat pumps;1994;;;;;;;;;;;;;;;5.0;;;;
485;Geoth., shallow, heat without heat pumps;1995;;;;;;;;;;;;;;;7.0;;;;
486;Geoth., shallow, heat without heat pumps;1996;;;;;;;;;;;;;;;11.0;;;;
487;Geoth., shallow, heat without heat pumps;1997;;;;;;;;;;;;;;;19.0;;;;
488;Geoth., shallow, heat without heat pumps;1998;;;;;;;;;;;;;;;28.0;;;;
489;Geoth., shallow, heat without heat pumps;1999;;;;;;;;;;;;;;;39.0;;;;
490;Geoth., shallow, heat without heat pumps;2000;;;;;;;;;;;;;;;50.0;;;;
491;Geoth., shallow, heat without heat pumps;2001;;;;;;;;;;;;;;;63.0;;;;
492;Geoth., shallow, heat without heat pumps;2002;;;;;;;;;;;;;;;74.0;;;;
493;Geoth., shallow, heat without heat pumps;2003;;;;;;;;;;;;;;;87.0;;;;
494;Geoth., shallow, heat without heat pumps;2004;;;;;;;;;;;;;;;94.0;;;;
495;Geoth., shallow, heat without heat pumps;2005;;;;;;;;;;;;;;;109.0;;;;
496;Geoth., shallow, heat without heat pumps;2006;;;;;;;;;;;;;;;136.0;;;;
497;Geoth., shallow, heat without heat pumps;2007;;;;;;;;;;;;;;;142.0;;;;
498;Geoth., shallow, heat without heat pumps;2008;;;;;;;;;;;;;;;167.0;;;;
499;Geoth., shallow, heat without heat pumps;2009;;;;;;;;;;;;;;;181.0;;;;
500;Geoth., shallow, heat without heat pumps;2010;;;;;;;;;;;;;;;198.0;;;;
501;Geoth., shallow, heat without heat pumps;2011;;;;;;;;;;;;;;;178.0;;;;
502;Geoth., shallow, heat without heat pumps;2012;;;;;;;;;;;;;;;177.0;;;;
503;Geoth., shallow, heat without heat pumps;2013;;;;;;;;;;;;;;;;;;;
504;Geoth., shallow, cold;1990;;;;;;;;;;;;;;;;;;;
505;Geoth., shallow, cold;1991;;;;;;;;;;;;;;;;;;;
506;Geoth., shallow, cold;1992;;;;;;;;;;;;;;;;;;;
507;Geoth., shallow, cold;1993;;;;;;;;;;;;;;;;;;;
508;Geoth., shallow, cold;1994;;;;;;;;;;;;;;;;;;;
509;Geoth., shallow, cold;1995;;;;;;;;;;;;;;;;;;;
510;Geoth., shallow, cold;1996;;;;;;;;;;;;;;;;;;;
511;Geoth., shallow, cold;1997;;;;;;;;;;;;;;;;;;;
512;Geoth., shallow, cold;1998;;;;;;;;;;;;;;;;;;;
513;Geoth., shallow, cold;1999;;;;;;;;;;;;;;;;;;;
514;Geoth., shallow, cold;2000;;;;;;;;;;;;;;;;;;;
515;Geoth., shallow, cold;2001;;;;;;;;;;;;;;;;;;;
516;Geoth., shallow, cold;2002;;;;;;;;;;;;;;;;;;;
517;Geoth., shallow, cold;2003;;;;;;;;;;;;;;;;;;;
518;Geoth., shallow, cold;2004;;;;;;;;;;;;;;;;;;;
519;Geoth., shallow, cold;2005;;;;;;;;;;;;;;;;;;;
520;Geoth., shallow, cold;2006;;;;;;;;;;;;;;;;;;;
521;Geoth., shallow, cold;2007;;;;;;;;;;;;;;;;;;;
522;Geoth., shallow, cold;2008;;;;;;;;;;;;;;;;;;;
523;Geoth., shallow, cold;2009;;;;;;;;;;;;;;;;;;;
524;Geoth., shallow, cold;2010;;;;;;;;;;;;;;;;;;;
525;Geoth., shallow, cold;2011;;;;;;;;;;;;;;;;;;;
526;Geoth., shallow, cold;2012;;;;;;;;;;;;;;;;;;;
527;Geoth., shallow, cold;2013;;;;;;;;;;;;;;;;;;;
528;Aerothermal heat, total;1990;;;;;;;;;;;;;;;;;;;
529;Aerothermal heat, total;1991;;;;;;;;;;;;;;;;;;;
530;Aerothermal heat, total;1992;;;;;;;;;;;;;;;;;;;
531;Aerothermal heat, total;1993;;;;;;;;;;;;;;;;;;;
532;Aerothermal heat, total;1994;;;1806.0;;;;;;8.0;;;;;;26.0;;;;
533;Aerothermal heat, total;1995;33.0;;1839.0;;;;1.0;;9.0;;;;;;29.0;;;;
534;Aerothermal heat, total;1996;86.0;;1925.0;;;;2.0;;11.0;;;;;;32.0;;;;
535;Aerothermal heat, total;1997;1114.0;;3039.0;;;;8.0;;19.0;;;;;;54.0;;;;
