ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
1915;Groessen;226;Duiven                       ;26;                             De Lijmers ;25;Gld;Ja ;Nee;Groessen                     
1916;538;373;Bergen                       ;55;                     Noord-Kennemerland ;27;NH.;Ja ;Nee;Groet                        
1917;Groeve, De;1730;Tynaarlo                     ;14;                 Noorddrents randgebied ;22;D. ;Ja ;Nee;Groeve, De                   
1918;Groeze;918;Helden                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Groeze                       
1919;30;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Grolloo                      
1920;Groningen;14;Groningen                    ;7;                         Stad Groningen ;20;Gr.;Ja ;Ja ;Groningen                    
1921;Gronsveld;905;Eijsden                      ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Ja ;Nee;Gronsveld                    
1922;Groot Dochteren;262;Lochem                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Nee;Nee;Groot Dochteren              
1923;Groot Loo;798;Hilvarenbeek                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Groot Loo                    
1924;Groot- en Klein-Welsden;936;Margraten                    ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Groot- en Klein-Welsden      
1925;Groot-Abeele;718;Vlissingen                   ;95;                   Kanaalzone Walcheren ;29;Z. ;Nee;Nee;Groot-Abeele                 
1926;Groot-Ammers;694;Liesveld                     ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Ja ;Nee;Groot-Ammers                 
1927;Groot-Doenrade;962;Schinnen                     ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Groot-Doenrade               
1928;Groot-Wetsinge;53;Winsum                       ;6;         Groninger centrale Weidestreek ;20;Gr.;Nee;Nee;Groot-Wetsinge               
1929;Groote Aard;861;Veldhoven                    ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Groote Aard                  
1930;Groote Haar;512;Gorinchem                    ;76;         Industriegebied Alblasserwaard ;28;ZH.;Nee;Nee;Groote Haar                  
1931;Groote Heide, Op de;1658;Heeze-Leende                 ;117;Valkenswaard en oostelijke randgemeenten;30;NB.;Nee;Nee;Groote Heide, Op de          
1932;Groote Hoeven;847;Someren                      ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Groote Hoeven                
1933;539;893;Bergen                       ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Groote Horst                 
1934;Groote Keeten;476;Zijpe                        ;52;Overige gemeenten Kop van Noord-Holland ;27;NH.;Nee;Nee;Groote Keeten                
1935;Groote Lindt;642;Zwijndrecht                  ;87;                  Oostelijk IJsselmonde ;28;ZH.;Nee;Nee;Groote Lindt                 
1936;Groote Peel;1652;Gemert-Bakel                 ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Groote Peel                  
1937;Groote Polder;1709;Moerdijk                     ;101;         Zeekleigebied in Noord-Brabant ;30;NB.;Nee;Nee;Groote Polder                
1938;Grootebroek;532;Stede Broec                  ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Ja ;Nee;Grootebroek                  
1939;Grootegast;15;Grootegast                   ;5;     Groninger zuidelijk Westerkwartier ;20;Gr.;Ja ;Ja ;Grootegast                   
1940;436;888;Beek                         ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Grootgenhout                 
1941;Grootschermer;458;Schermer                     ;56;             Noordhollands Middengewest ;27;NH.;Ja ;Nee;Grootschermer                
1942;Grosthuizen;558;Wester-Koggenland            ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Nee;Nee;Grosthuizen                  
1943;Grote Koolwijk;828;Oss                          ;111;                               Maaskant ;30;NB.;Nee;Nee;Grote Koolwijk               
1944;Grote Veld (ged.);262;Lochem                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Nee;Nee;Grote Veld (ged.)            
1945;Grote Veld (ged.);286;Vorden                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Nee;Nee;Grote Veld (ged.)            
1946;Grote Zilk;576;Noordwijkerhout              ;68;             Zuidhollandse Bollenstreek ;28;ZH.;Nee;Nee;Grote Zilk                   
1947;Grote en Kleine Heide;983;Venlo                        ;121;           Industriegebied Venlo-Beesel ;31;L. ;Nee;Nee;Grote en Kleine Heide        
1948;707;55;Boarnsterhim                 ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Grou                         
1949;Grubbenvorst;1507;Horst aan de Maas            ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Grubbenvorst                 
1950;Gulpen;1729;Gulpen-Wittem                ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Ja ;Nee;Gulpen                       
1951;Gulpen-Wittem;1729;Gulpen-Wittem                ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Ja ;Gulpen-Wittem                
1952;Gun;993;Meerlo-Wanssum               ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Gun                          
1953;Guttecoven;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Ja ;Nee;Guttecoven                   
1954;Gytsjerk;737;Tytsjerksteradiel            ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Gytsjerk                     
1955;Haaften;304;Neerijnen                    ;38;                      Westelijke Betuwe ;25;Gld;Ja ;Nee;Haaften                      
1956;Haagje;316;Driebergen-Rijsenburg        ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Haagje                       
1957;Haagje, 't;1708;Steenwijkerland              ;19;                   Noordwest-Overijssel ;23;O. ;Nee;Nee;Haagje, 't                   
1958;55;738;Aalburg                      ;105;                        Land van Altena ;30;NB.;Nee;Nee;Haagoord                     
1959;863;758;Breda                        ;103;                                  Breda ;30;NB.;Nee;Nee;Haagse-Beemden               
1960;Haaksbergen;158;Haaksbergen                  ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Ja ;Haaksbergen                  
1961;Haakswold;1690;De Wolden                    ;18;                  Zuiddrents randgebied ;22;D. ;Nee;Nee;Haakswold                    
1962;Haal, De;431;Oostzaan                     ;57;                              Waterland ;27;NH.;Nee;Nee;Haal, De                     
1963;Haalderen;1705;Lingewaard                   ;37;                      Oostelijke Betuwe ;25;Gld;Ja ;Nee;Haalderen                    
1964;Haaldersbroek;479;Zaanstad                     ;58;                             Zaanstreek ;27;NH.;Nee;Nee;Haaldersbroek                
1965;Haamstede;1676;Schouwen-Duiveland           ;93;                     Schouwen-Duiveland ;29;Z. ;Nee;Nee;Haamstede                    
1966;Haanrade;928;Kerkrade                     ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Haanrade                     
1967;Haansberg;777;Etten-Leur                   ;104;                        Gebied om Breda ;30;NB.;Nee;Nee;Haansberg                    
1968;991;109;Coevorden                    ;18;                  Zuiddrents randgebied ;22;D. ;Ja ;Nee;Haantje, 't                  
1969;Haantje, 't;81;Leeuwarderadeel              ;12;                      Friese bouwstreek ;21;F. ;Nee;Nee;Haantje, 't                  
1970;Haantje, 't;603;Rijswijk                     ;80;               Randgebied 's-Gravenhage ;28;ZH.;Nee;Nee;Haantje, 't                  
1971;Haanwijk;845;Sint-Michielsgestel          ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Haanwijk                     
1972;Haanwijk;632;Woerden                      ;49;                   Utrechts weidegebied ;26;U. ;Nee;Nee;Haanwijk                     
1973;193;306;Amerongen                    ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Haar                         
1974;Haar;289;Wageningen                   ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld;Nee;Nee;Haar                         
1975;Haar, De;160;Hardenberg                   ;21;                   Noordoost-Overijssel ;23;O. ;Nee;Nee;Haar, De                     
1976;Haar, De;278;Ruurlo                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Nee;Nee;Haar, De                     
1977;992;109;Coevorden                    ;18;                  Zuiddrents randgebied ;22;D. ;Nee;Nee;Haar, De                     
1978;921;313;Bunschoten                   ;43;          Utrechtse Vallei en Eemgebied ;26;U. ;Nee;Nee;Haar, De                     
1979;Haar, De;25;Marum                        ;5;     Groninger zuidelijk Westerkwartier ;20;Gr.;Nee;Nee;Haar, De                     
1980;Haar, Ter;48;Vlagtwedde                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Haar, Ter                    
1981;Haaren;788;Haaren                       ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Ja ;Ja ;Haaren                       
1982;Haarle;183;Tubbergen                    ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Nee;Haarle                       
1983;Haarle;163;Hellendoorn                  ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Nee;Haarle                       
1984;Haarlem;392;Haarlem                      ;60;                                Haarlem ;27;NH.;Ja ;Ja ;Haarlem                      
1985;Haarlemmerliede;393;Haarlemmerliede c.a.         ;62;              Noordhollandse Meerlanden ;27;NH.;Ja ;Nee;Haarlemmerliede              
1986;Haarlemmerliede c.a.;393;Haarlemmerliede c.a.         ;62;              Noordhollandse Meerlanden ;27;NH.;Nee;Ja ;Haarlemmerliede c.a.         
1987;Haarlemmerliede-Penningsv;393;Haarlemmerliede c.a.         ;62;              Noordhollandse Meerlanden ;27;NH.;Nee;Nee;Haarlemmerliede-Penningsv.   
1988;Haarlemmermeer;394;Haarlemmermeer               ;62;              Noordhollandse Meerlanden ;27;NH.;Nee;Ja ;Haarlemmermeer               
1989;762;211;Borculo                      ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Ja ;Nee;Haarlo                       
1990;Haarsteeg;797;Heusden                      ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Ja ;Nee;Haarsteeg                    
1991;69;197;Aalten                       ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Nee;Nee;Haart                        
1992;Haarzuilens;344;Utrecht                      ;47;                           Stad Utrecht ;26;U. ;Ja ;Nee;Haarzuilens                  
1993;Haasdal;951;Nuth                         ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Haasdal                      
1994;Haastrecht;623;Vlist                        ;75;                         Krimpenerwaard ;28;ZH.;Ja ;Nee;Haastrecht                   
1995;Haelen;914;Haelen                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Ja ;Ja ;Haelen                       
1996;Haelensche Broek;914;Haelen                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Haelensche Broek             
1997;Haerst;193;Zwolle                       ;20;                    IJssel-, Vechtdelta ;23;O. ;Nee;Nee;Haerst                       
1998;Hagenkamp;772;Eindhoven                    ;113;                              Eindhoven ;30;NB.;Nee;Nee;Hagenkamp                    
1999;Hagestein;620;Vianen                       ;46;                Nieuwegein, IJsselstein ;26;U. ;Ja ;Nee;Hagestein                    
2000;Haghorst;798;Hilvarenbeek                 ;108;                      Gebied om Tilburg ;30;NB.;Ja ;Nee;Haghorst                     
2001;Haiink;1674;Roosendaal                   ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Nee;Nee;Haiink                       
2002;Hal;788;Haaren                       ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Hal                          
2003;Halder;845;Sint-Michielsgestel          ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Halder                       
2004;Halderberge;1655;Halderberge                  ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Nee;Ja ;Halderberge                  
2005;Haler;925;Hunsel                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Ja ;Nee;Haler                        
2006;Halerbrug;1731;Midden-Drenthe               ;17;                    Drentse zandgronden ;22;D. ;Nee;Nee;Halerbrug                    
2007;Halfweg;553;Lisse                        ;68;             Zuidhollandse Bollenstreek ;28;ZH.;Nee;Nee;Halfweg                      
2008;Halfweg;393;Haarlemmerliede c.a.         ;62;              Noordhollandse Meerlanden ;27;NH.;Ja ;Nee;Halfweg                      
2009;Halfweg;180;Staphorst                    ;20;                    IJssel-, Vechtdelta ;23;O. ;Nee;Nee;Halfweg                      
2010;Halfweg;1730;Tynaarlo                     ;14;                 Noorddrents randgebied ;22;D. ;Nee;Nee;Halfweg                      
2011;900;213;Brummen                      ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld;Ja ;Nee;Hall                         
2012;Halle;298;Zelhem                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Ja ;Nee;Halle                        
2013;Hallum;1722;Ferwerderadiel               ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Hallum                       
2014;Hallumer Hoek;1722;Ferwerderadiel               ;12;                      Friese bouwstreek ;21;F. ;Nee;Nee;Hallumer Hoek                
2015;567;748;Bergen op Zoom               ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Ja ;Nee;Halsteren                    
2016;Halte;762;Deurne                       ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Halte                        
2017;Halvinkhuizen;273;Putten                       ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Halvinkhuizen                
2018;Ham;860;Veghel                       ;112;                        Midden-Meijerij ;30;NB.;Nee;Nee;Ham                          
2019;Ham;928;Kerkrade                     ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Ham                          
