ID;Vissoort;Perioden;AanvoerVerseVis_1;AanvoerDiepvriesvis_2
2105;8;2010 augustus;14                                ;10                                
2106;8;2010 september;8                                 ;13                                
2107;8;2010 oktober;6                                 ;9                                 
2108;8;2010 november;0                                 ;1                                 
2109;8;2010 december;.                                 ;.                                 
2110;8;2010;83                                ;228                               
2111;8;2011 januari;0                                 ;.                                 
2112;8;2011 februari;.                                 ;7                                 
2113;8;2011 maart;3                                 ;117                               
2114;8;2011 april;0                                 ;238                               
2115;8;2011 mei;1                                 ;83                                
2116;8;2011 juni;12                                ;22                                
2117;8;2011 juli;22                                ;0                                 
2118;8;2011 augustus;10                                ;.                                 
2119;8;2011 september;6                                 ;.                                 
2120;8;2011 oktober;1                                 ;.                                 
2121;8;2011 november;0                                 ;.                                 
2122;8;2011 december;.                                 ;.                                 
2123;8;2011;55                                ;467                               
2124;8;2012 januari;0                                 ;1                                 
2125;8;2012 februari;0                                 ;11                                
2126;8;2012 maart;0                                 ;15                                
2127;8;2012 april;0                                 ;42                                
2128;8;2012 mei;1                                 ;102                               
2129;8;2012 juni;13                                ;.                                 
2130;8;2012 juli;20                                ;.                                 
2131;8;2012 augustus;11                                ;.                                 
2132;8;2012 september;1                                 ;.                                 
2133;8;2012 oktober;0                                 ;.                                 
2134;8;2012 november;0                                 ;.                                 
2135;8;2012 december;0                                 ;.                                 
2136;8;2012;47                                ;170                               
2137;8;2013 januari;.                                 ;.                                 
2138;8;2013 februari;.                                 ;.                                 
2139;8;2013 maart;.                                 ;.                                 
2140;8;2013 april;.                                 ;.                                 
2141;8;2013 mei;.                                 ;.                                 
2142;8;2013 juni;.                                 ;.                                 
2143;8;2013 juli;.                                 ;.                                 
2144;8;2013 augustus;.                                 ;.                                 
2145;8;2013 september;.                                 ;.                                 
2146;8;2013 oktober;.                                 ;.                                 
2147;8;2013 november;.                                 ;.                                 
2148;8;2013 december;.                                 ;.                                 
2149;8;2013;.                                 ;.                                 
2150;8;2014 januari;.                                 ;.                                 
2151;8;2014 februari;.                                 ;.                                 
2152;8;2014 maart;.                                 ;.                                 
2153;8;2014 april;.                                 ;.                                 
2154;8;2014 mei;.                                 ;.                                 
2155;8;2014 juni;.                                 ;.                                 
2156;8;2014 juli;.                                 ;.                                 
2157;8;2014 augustus;.                                 ;.                                 
2158;8;2014 september;.                                 ;.                                 
2159;8;2014 oktober;.                                 ;.                                 
2160;9;1994 januari;.                                 ;.                                 
2161;9;1994 februari;.                                 ;.                                 
2162;9;1994 maart;.                                 ;.                                 
2163;9;1994 april;.                                 ;.                                 
2164;9;1994 mei;1                                 ;.                                 
2165;9;1994 juni;1                                 ;.                                 
2166;9;1994 juli;3                                 ;.                                 
2167;9;1994 augustus;.                                 ;.                                 
2168;9;1994 september;1                                 ;.                                 
2169;9;1994 oktober;.                                 ;.                                 
2170;9;1994 november;.                                 ;.                                 
2171;9;1994 december;.                                 ;.                                 
2172;9;1994;5                                 ;.                                 
2173;9;1995 januari;.                                 ;.                                 
2174;9;1995 februari;.                                 ;.                                 
2175;9;1995 maart;.                                 ;.                                 
2176;9;1995 april;.                                 ;.                                 
2177;9;1995 mei;.                                 ;.                                 
2178;9;1995 juni;.                                 ;.                                 
2179;9;1995 juli;.                                 ;.                                 
2180;9;1995 augustus;.                                 ;.                                 
2181;9;1995 september;.                                 ;.                                 
2182;9;1995 oktober;.                                 ;.                                 
2183;9;1995 november;.                                 ;.                                 
2184;9;1995 december;.                                 ;.                                 
2185;9;1995;.                                 ;.                                 
2186;9;1996 januari;1                                 ;.                                 
2187;9;1996 februari;.                                 ;.                                 
2188;9;1996 maart;.                                 ;.                                 
2189;9;1996 april;1                                 ;.                                 
2190;9;1996 mei;1                                 ;.                                 
2191;9;1996 juni;1                                 ;.                                 
2192;9;1996 juli;.                                 ;.                                 
2193;9;1996 augustus;.                                 ;.                                 
2194;9;1996 september;.                                 ;.                                 
2195;9;1996 oktober;.                                 ;.                                 
2196;9;1996 november;.                                 ;.                                 
2197;9;1996 december;.                                 ;.                                 
2198;9;1996;7                                 ;.                                 
2199;9;1997 januari;.                                 ;.                                 
2200;9;1997 februari;1                                 ;.                                 
2201;9;1997 maart;.                                 ;.                                 
2202;9;1997 april;.                                 ;.                                 
2203;9;1997 mei;1                                 ;.                                 
2204;9;1997 juni;1                                 ;.                                 
2205;9;1997 juli;1                                 ;.                                 
2206;9;1997 augustus;1                                 ;.                                 
2207;9;1997 september;.                                 ;.                                 
2208;9;1997 oktober;.                                 ;.                                 
2209;9;1997 november;.                                 ;.                                 
2210;9;1997 december;1                                 ;.                                 
2211;9;1997;7                                 ;.                                 
2212;9;1998 januari;1                                 ;.                                 
2213;9;1998 februari;.                                 ;.                                 
2214;9;1998 maart;1                                 ;.                                 
2215;9;1998 april;1                                 ;.                                 
2216;9;1998 mei;1                                 ;.                                 
2217;9;1998 juni;1                                 ;.                                 
2218;9;1998 juli;1                                 ;.                                 
2219;9;1998 augustus;.                                 ;.                                 
2220;9;1998 september;.                                 ;.                                 
2221;9;1998 oktober;.                                 ;.                                 
2222;9;1998 november;.                                 ;.                                 
2223;9;1998 december;.                                 ;.                                 
2224;9;1998;7                                 ;.                                 
2225;9;1999 januari;1                                 ;.                                 
2226;9;1999 februari;.                                 ;.                                 
2227;9;1999 maart;1                                 ;.                                 
2228;9;1999 april;1                                 ;.                                 
2229;9;1999 mei;1                                 ;.                                 
2230;9;1999 juni;1                                 ;.                                 
2231;9;1999 juli;1                                 ;.                                 
2232;9;1999 augustus;.                                 ;.                                 
2233;9;1999 september;.                                 ;.                                 
2234;9;1999 oktober;.                                 ;.                                 
2235;9;1999 november;.                                 ;.                                 
2236;9;1999 december;.                                 ;.                                 
2237;9;1999;4                                 ;.                                 
2238;9;2000 januari;.                                 ;.                                 
2239;9;2000 februari;.                                 ;.                                 
2240;9;2000 maart;.                                 ;.                                 
2241;9;2000 april;.                                 ;.                                 
2242;9;2000 mei;.                                 ;.                                 
2243;9;2000 juni;.                                 ;.                                 
2244;9;2000 juli;.                                 ;.                                 
2245;9;2000 augustus;.                                 ;.                                 
2246;9;2000 september;.                                 ;.                                 
2247;9;2000 oktober;.                                 ;.                                 
2248;9;2000 november;.                                 ;.                                 
2249;9;2000 december;.                                 ;.                                 
2250;9;2000;2                                 ;.                                 
2251;9;2001 januari;.                                 ;.                                 
2252;9;2001 februari;.                                 ;.                                 
2253;9;2001 maart;.                                 ;.                                 
2254;9;2001 april;.                                 ;.                                 
2255;9;2001 mei;.                                 ;.                                 
2256;9;2001 juni;.                                 ;.                                 
2257;9;2001 juli;.                                 ;.                                 
2258;9;2001 augustus;.                                 ;.                                 
2259;9;2001 september;.                                 ;.                                 
2260;9;2001 oktober;.                                 ;.                                 
2261;9;2001 november;.                                 ;.                                 
2262;9;2001 december;.                                 ;.                                 
2263;9;2001;.                                 ;.                                 
2264;9;2002 januari;.                                 ;.                                 
2265;9;2002 februari;.                                 ;.                                 
2266;9;2002 maart;.                                 ;.                                 
2267;9;2002 april;.                                 ;.                                 
2268;9;2002 mei;.                                 ;.                                 
2269;9;2002 juni;.                                 ;.                                 
2270;9;2002 juli;.                                 ;.                                 
2271;9;2002 augustus;.                                 ;.                                 
2272;9;2002 september;.                                 ;.                                 
2273;9;2002 oktober;.                                 ;.                                 
2274;9;2002 november;.                                 ;.                                 
2275;9;2002 december;.                                 ;.                                 
2276;9;2002;.                                 ;.                                 
2277;9;2003 januari;.                                 ;.                                 
2278;9;2003 februari;.                                 ;.                                 
2279;9;2003 maart;.                                 ;.                                 
2280;9;2003 april;.                                 ;.                                 
2281;9;2003 mei;.                                 ;.                                 
2282;9;2003 juni;.                                 ;.                                 
2283;9;2003 juli;.                                 ;.                                 
2284;9;2003 augustus;.                                 ;.                                 
2285;9;2003 september;.                                 ;.                                 
2286;9;2003 oktober;.                                 ;.                                 
2287;9;2003 november;.                                 ;.                                 
2288;9;2003 december;.                                 ;.                                 
2289;9;2003;.                                 ;.                                 
2290;9;2004 januari;.                                 ;.                                 
2291;9;2004 februari;.                                 ;.                                 
2292;9;2004 maart;.                                 ;.                                 
2293;9;2004 april;.                                 ;.                                 
2294;9;2004 mei;.                                 ;.                                 
2295;9;2004 juni;.                                 ;.                                 
2296;9;2004 juli;.                                 ;.                                 
2297;9;2004 augustus;.                                 ;.                                 
2298;9;2004 september;.                                 ;.                                 
2299;9;2004 oktober;.                                 ;.                                 
2300;9;2004 november;.                                 ;.                                 
2301;9;2004 december;.                                 ;.                                 
2302;9;2004;.                                 ;.                                 
2303;9;2005 januari;.                                 ;.                                 
2304;9;2005 februari;.                                 ;.                                 
2305;9;2005 maart;.                                 ;.                                 
2306;9;2005 april;.                                 ;.                                 
2307;9;2005 mei;.                                 ;.                                 
2308;9;2005 juni;.                                 ;.                                 
2309;9;2005 juli;.                                 ;.                                 
2310;9;2005 augustus;.                                 ;.                                 
2311;9;2005 september;.                                 ;.                                 
2312;9;2005 oktober;.                                 ;.                                 
2313;9;2005 november;.                                 ;.                                 
2314;9;2005 december;.                                 ;.                                 
2315;9;2005;.                                 ;.                                 
2316;9;2006 januari;.                                 ;.                                 
2317;9;2006 februari;.                                 ;.                                 
2318;9;2006 maart;.                                 ;.                                 
2319;9;2006 april;.                                 ;.                                 
2320;9;2006 mei;.                                 ;.                                 
2321;9;2006 juni;.                                 ;.                                 
2322;9;2006 juli;.                                 ;.                                 
2323;9;2006 augustus;.                                 ;.                                 
2324;9;2006 september;.                                 ;.                                 
2325;9;2006 oktober;.                                 ;.                                 
2326;9;2006 november;.                                 ;.                                 
2327;9;2006 december;.                                 ;.                                 
2328;9;2006;.                                 ;.                                 
2329;9;2007 januari;.                                 ;.                                 
2330;9;2007 februari;.                                 ;.                                 
2331;9;2007 maart;.                                 ;.                                 
2332;9;2007 april;.                                 ;.                                 
2333;9;2007 mei;.                                 ;.                                 
2334;9;2007 juni;.                                 ;.                                 
2335;9;2007 juli;.                                 ;.                                 
2336;9;2007 augustus;.                                 ;.                                 
2337;9;2007 september;.                                 ;.                                 
2338;9;2007 oktober;.                                 ;.                                 
2339;9;2007 november;.                                 ;.                                 
2340;9;2007 december;.                                 ;.                                 
2341;9;2007;.                                 ;.                                 
2342;9;2008 januari;.                                 ;.                                 
2343;9;2008 februari;.                                 ;.                                 
2344;9;2008 maart;.                                 ;.                                 
2345;9;2008 april;.                                 ;.                                 
2346;9;2008 mei;.                                 ;.                                 
2347;9;2008 juni;.                                 ;.                                 
2348;9;2008 juli;.                                 ;.                                 
2349;9;2008 augustus;.                                 ;.                                 
2350;9;2008 september;.                                 ;.                                 
2351;9;2008 oktober;.                                 ;.                                 
2352;9;2008 november;.                                 ;.                                 
2353;9;2008 december;.                                 ;.                                 
2354;9;2008;.                                 ;.                                 
2355;9;2009 januari;.                                 ;.                                 
2356;9;2009 februari;.                                 ;.                                 
2357;9;2009 maart;.                                 ;.                                 
2358;9;2009 april;.                                 ;.                                 
2359;9;2009 mei;.                                 ;.                                 
2360;9;2009 juni;.                                 ;.                                 
2361;9;2009 juli;.                                 ;.                                 
2362;9;2009 augustus;.                                 ;.                                 
2363;9;2009 september;.                                 ;.                                 
2364;9;2009 oktober;.                                 ;.                                 
2365;9;2009 november;.                                 ;.                                 
2366;9;2009 december;.                                 ;.                                 
2367;9;2009;.                                 ;.                                 
2368;9;2010 januari;0                                 ;.                                 
2369;9;2010 februari;0                                 ;.                                 
2370;9;2010 maart;.                                 ;.                                 
2371;9;2010 april;.                                 ;.                                 
2372;9;2010 mei;0                                 ;.                                 
2373;9;2010 juni;0                                 ;.                                 
2374;9;2010 juli;1                                 ;.                                 
2375;9;2010 augustus;1                                 ;.                                 
2376;9;2010 september;0                                 ;.                                 
2377;9;2010 oktober;0                                 ;.                                 
2378;9;2010 november;0                                 ;.                                 
2379;9;2010 december;0                                 ;.                                 
2380;9;2010;4                                 ;.                                 
2381;9;2011 januari;0                                 ;.                                 
2382;9;2011 februari;.                                 ;.                                 
2383;9;2011 maart;0                                 ;.                                 
2384;9;2011 april;0                                 ;.                                 
2385;9;2011 mei;0                                 ;.                                 
2386;9;2011 juni;0                                 ;.                                 
2387;9;2011 juli;1                                 ;.                                 
2388;9;2011 augustus;0                                 ;.                                 
2389;9;2011 september;0                                 ;.                                 
2390;9;2011 oktober;.                                 ;.                                 
2391;9;2011 november;.                                 ;.                                 
2392;9;2011 december;.                                 ;.                                 
2393;9;2011;2                                 ;.                                 
2394;9;2012 januari;.                                 ;.                                 
2395;9;2012 februari;0                                 ;.                                 
2396;9;2012 maart;0                                 ;.                                 
2397;9;2012 april;.                                 ;.                                 
2398;9;2012 mei;0                                 ;.                                 
2399;9;2012 juni;0                                 ;.                                 
2400;9;2012 juli;0                                 ;.                                 
2401;9;2012 augustus;0                                 ;.                                 
2402;9;2012 september;0                                 ;.                                 
2403;9;2012 oktober;.                                 ;.                                 
2404;9;2012 november;0                                 ;.                                 
2405;9;2012 december;.                                 ;.                                 
2406;9;2012;1                                 ;.                                 
2407;9;2013 januari;.                                 ;.                                 
2408;9;2013 februari;.                                 ;.                                 
2409;9;2013 maart;.                                 ;.                                 
2410;9;2013 april;.                                 ;.                                 
2411;9;2013 mei;.                                 ;.                                 
2412;9;2013 juni;.                                 ;.                                 
2413;9;2013 juli;.                                 ;.                                 
2414;9;2013 augustus;.                                 ;.                                 
2415;9;2013 september;.                                 ;.                                 
2416;9;2013 oktober;.                                 ;.                                 
2417;9;2013 november;.                                 ;.                                 
2418;9;2013 december;.                                 ;.                                 
2419;9;2013;.                                 ;.                                 
2420;9;2014 januari;.                                 ;.                                 
2421;9;2014 februari;.                                 ;.                                 
2422;9;2014 maart;.                                 ;.                                 
2423;9;2014 april;.                                 ;.                                 
2424;9;2014 mei;.                                 ;.                                 
2425;9;2014 juni;.                                 ;.                                 
2426;9;2014 juli;.                                 ;.                                 
2427;9;2014 augustus;.                                 ;.                                 
2428;9;2014 september;.                                 ;.                                 
2429;9;2014 oktober;.                                 ;.                                 
2430;10;1994 januari;.                                 ;12529                             
2431;10;1994 februari;.                                 ;16253                             
2432;10;1994 maart;.                                 ;14815                             
2433;10;1994 april;59                                ;6708                              
2434;10;1994 mei;288                               ;4300                              
2435;10;1994 juni;79                                ;442                               
2436;10;1994 juli;45                                ;4582                              
2437;10;1994 augustus;174                               ;10136                             
2438;10;1994 september;182                               ;6043                              
2439;10;1994 oktober;138                               ;20831                             
2440;10;1994 november;723                               ;17326                             
2441;10;1994 december;200                               ;7860                              
2442;10;1994;1888                              ;121822                            
2443;10;1995 januari;4                                 ;13483                             
2444;10;1995 februari;4                                 ;16258                             
2445;10;1995 maart;9                                 ;10075                             
2446;10;1995 april;269                               ;10616                             
2447;10;1995 mei;312                               ;3976                              
2448;10;1995 juni;60                                ;235                               
2449;10;1995 juli;41                                ;2493                              
2450;10;1995 augustus;289                               ;2730                              
2451;10;1995 september;303                               ;13561                             
2452;10;1995 oktober;305                               ;21571                             
2453;10;1995 november;415                               ;33632                             
2454;10;1995 december;7                                 ;10886                             
2455;10;1995;2019                              ;139516                            
2456;10;1996 januari;1                                 ;20416                             
2457;10;1996 februari;3                                 ;23359                             
2458;10;1996 maart;2                                 ;17616                             
2459;10;1996 april;233                               ;12431                             
2460;10;1996 mei;215                               ;9079                              
2461;10;1996 juni;94                                ;1252                              
2462;10;1996 juli;82                                ;4250                              
2463;10;1996 augustus;132                               ;9816                              
2464;10;1996 september;1187                              ;19063                             
2465;10;1996 oktober;396                               ;31968                             
2466;10;1996 november;280                               ;37465                             
2467;10;1996 december;.                                 ;18861                             
2468;10;1996;2532                              ;205991                            
2469;10;1997 januari;.                                 ;29069                             
2470;10;1997 februari;.                                 ;17428                             
2471;10;1997 maart;.                                 ;19505                             
2472;10;1997 april;2                                 ;14280                             
2473;10;1997 mei;131                               ;12593                             
2474;10;1997 juni;50                                ;10183                             
2475;10;1997 juli;51                                ;9359                              
2476;10;1997 augustus;457                               ;10726                             
2477;10;1997 september;1104                              ;21081                             
2478;10;1997 oktober;78                                ;24183                             
2479;10;1997 november;4                                 ;30728                             
2480;10;1997 december;3                                 ;27704                             
2481;10;1997;1880                              ;226839                            
2482;10;1998 januari;3                                 ;7144                              
2483;10;1998 februari;3                                 ;21458                             
2484;10;1998 maart;6                                 ;9296                              
2485;10;1998 april;36                                ;17680                             
2486;10;1998 mei;154                               ;13628                             
2487;10;1998 juni;50                                ;12458                             
2488;10;1998 juli;52                                ;3141                              
2489;10;1998 augustus;109                               ;3497                              
2490;10;1998 september;251                               ;17616                             
2491;10;1998 oktober;111                               ;33238                             
2492;10;1998 november;1                                 ;29015                             
2493;10;1998 december;.                                 ;23113                             
2494;10;1998;776                               ;191283                            
2495;10;1999 januari;.                                 ;5561                              
2496;10;1999 februari;.                                 ;20347                             
2497;10;1999 maart;.                                 ;10576                             
2498;10;1999 april;48                                ;11576                             
2499;10;1999 mei;109                               ;9484                              
2500;10;1999 juni;47                                ;8670                              
2501;10;1999 juli;36                                ;3318                              
2502;10;1999 augustus;34                                ;468                               
2503;10;1999 september;333                               ;2267                              
2504;10;1999 oktober;877                               ;25611                             
2505;10;1999 november;644                               ;41951                             
2506;10;1999 december;800                               ;11807                             
2507;10;1999;2931                              ;152307                            
2508;10;2000 januari;.                                 ;9912                              
2509;10;2000 februari;108                               ;9044                              
2510;10;2000 maart;238                               ;9909                              
2511;10;2000 april;27                                ;7853                              
2512;10;2000 mei;149                               ;12712                             
2513;10;2000 juni;48                                ;8439                              
2514;10;2000 juli;27                                ;1217                              
2515;10;2000 augustus;32                                ;609                               
2516;10;2000 september;853                               ;2583                              
2517;10;2000 oktober;766                               ;17251                             
2518;10;2000 november;15                                ;25127                             
2519;10;2000 december;1                                 ;9380                              
2520;10;2000;2263                              ;114034                            
2521;10;2001 januari;.                                 ;9313                              
2522;10;2001 februari;.                                 ;10976                             
2523;10;2001 maart;55                                ;5773                              
2524;10;2001 april;888                               ;4587                              
2525;10;2001 mei;883                               ;6422                              
2526;10;2001 juni;56                                ;7874                              
2527;10;2001 juli;27                                ;6206                              
2528;10;2001 augustus;30                                ;72                                
2529;10;2001 september;632                               ;3669                              
2530;10;2001 oktober;557                               ;11531                             
2531;10;2001 november;1441                              ;21145                             
2532;10;2001 december;746                               ;26254                             
2533;10;2001;5314                              ;113823                            
2534;10;2002 januari;.                                 ;.                                 
2535;10;2002 februari;.                                 ;.                                 
2536;10;2002 maart;.                                 ;.                                 
2537;10;2002 april;.                                 ;.                                 
2538;10;2002 mei;.                                 ;.                                 
2539;10;2002 juni;.                                 ;.                                 
2540;10;2002 juli;.                                 ;.                                 
2541;10;2002 augustus;.                                 ;.                                 
2542;10;2002 september;.                                 ;.                                 
2543;10;2002 oktober;.                                 ;.                                 
2544;10;2002 november;.                                 ;.                                 
2545;10;2002 december;.                                 ;.                                 
2546;10;2002;.                                 ;.                                 
2547;10;2003 januari;.                                 ;.                                 
2548;10;2003 februari;.                                 ;.                                 
2549;10;2003 maart;.                                 ;.                                 
2550;10;2003 april;.                                 ;.                                 
2551;10;2003 mei;.                                 ;.                                 
2552;10;2003 juni;.                                 ;.                                 
2553;10;2003 juli;.                                 ;.                                 
2554;10;2003 augustus;.                                 ;.                                 
2555;10;2003 september;.                                 ;.                                 
2556;10;2003 oktober;.                                 ;.                                 
2557;10;2003 november;.                                 ;.                                 
2558;10;2003 december;.                                 ;.                                 
2559;10;2003;.                                 ;.                                 
2560;10;2004 januari;.                                 ;.                                 
2561;10;2004 februari;.                                 ;.                                 
2562;10;2004 maart;.                                 ;.                                 
2563;10;2004 april;.                                 ;.                                 
2564;10;2004 mei;.                                 ;.                                 
2565;10;2004 juni;.                                 ;.                                 
2566;10;2004 juli;.                                 ;.                                 
2567;10;2004 augustus;.                                 ;.                                 
2568;10;2004 september;.                                 ;.                                 
2569;10;2004 oktober;.                                 ;.                                 
2570;10;2004 november;.                                 ;.                                 
2571;10;2004 december;.                                 ;.                                 
2572;10;2004;.                                 ;.                                 
2573;10;2005 januari;.                                 ;.                                 
2574;10;2005 februari;.                                 ;.                                 
2575;10;2005 maart;.                                 ;.                                 
2576;10;2005 april;.                                 ;.                                 
2577;10;2005 mei;.                                 ;.                                 
2578;10;2005 juni;.                                 ;.                                 
2579;10;2005 juli;.                                 ;.                                 
2580;10;2005 augustus;.                                 ;.                                 
2581;10;2005 september;.                                 ;.                                 
2582;10;2005 oktober;.                                 ;.                                 
2583;10;2005 november;.                                 ;.                                 
2584;10;2005 december;.                                 ;.                                 
2585;10;2005;.                                 ;.                                 
2586;10;2006 januari;.                                 ;.                                 
2587;10;2006 februari;.                                 ;.                                 
2588;10;2006 maart;.                                 ;.                                 
2589;10;2006 april;.                                 ;.                                 
2590;10;2006 mei;.                                 ;.                                 
2591;10;2006 juni;.                                 ;.                                 
2592;10;2006 juli;.                                 ;.                                 
2593;10;2006 augustus;.                                 ;.                                 
2594;10;2006 september;.                                 ;.                                 
2595;10;2006 oktober;.                                 ;.                                 
2596;10;2006 november;.                                 ;.                                 
2597;10;2006 december;.                                 ;.                                 
2598;10;2006;.                                 ;.                                 
2599;10;2007 januari;.                                 ;.                                 
2600;10;2007 februari;.                                 ;.                                 
2601;10;2007 maart;.                                 ;.                                 
2602;10;2007 april;.                                 ;.                                 
2603;10;2007 mei;.                                 ;.                                 
2604;10;2007 juni;.                                 ;.                                 
2605;10;2007 juli;.                                 ;.                                 
2606;10;2007 augustus;.                                 ;.                                 
2607;10;2007 september;.                                 ;.                                 
2608;10;2007 oktober;.                                 ;.                                 
2609;10;2007 november;.                                 ;.                                 
