ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
499;4939 Other passenger transport by road;2009;87.7;8.7
500;4939 Other passenger transport by road;2010 1st quarter;88.3;6.8
501;4939 Other passenger transport by road;2010 2nd quarter;92.8;-0.4
502;4939 Other passenger transport by road;2010 3rd quarter;86.8;-1.1
503;4939 Other passenger transport by road;2010 4th quarter;87.9;0.6
504;4939 Other passenger transport by road;2010;88.9;1.4
505;4939 Other passenger transport by road;2011 1st quarter;88.5;0.2
506;4939 Other passenger transport by road;2011 2nd quarter;95.3;2.7
507;4939 Other passenger transport by road;2011 3rd quarter;93.0;7.1
508;4939 Other passenger transport by road;2011 4th quarter;87.7;-0.2
509;4939 Other passenger transport by road;2011;91.1;2.5
510;4939 Other passenger transport by road;2012 1st quarter;87.8;-0.8
511;4939 Other passenger transport by road;2012 2nd quarter;95.3;0.0
512;4939 Other passenger transport by road;2012 3rd quarter;89.2;-4.1
513;4939 Other passenger transport by road;2012 4th quarter;93.9;7.1
514;4939 Other passenger transport by road;2012;91.6;0.5
515;4939 Other passenger transport by road;2013 1st quarter;89.3;1.7
516;4939 Other passenger transport by road;2013 2nd quarter;96.6;1.4
517;4939 Other passenger transport by road;2013 3rd quarter;93.6;4.9
518;4939 Other passenger transport by road;2013 4th quarter;102.1;8.7
519;4939 Other passenger transport by road;2013;95.4;4.2
520;4939 Other passenger transport by road;2014 1st quarter;90.6;1.5
521;4939 Other passenger transport by road;2014 2nd quarter;99.8;3.3
522;4939 Other passenger transport by road;2014 3rd quarter;96.7;3.3
523;4939 Other passenger transport by road;2014 4th quarter;97.3;-4.7
524;4939 Other passenger transport by road;2014;96.1;0.7
525;4939 Other passenger transport by road;2015 1st quarter;94.1;3.9
526;4939 Other passenger transport by road;2015 2nd quarter;102.2;2.4
527;4939 Other passenger transport by road;2015 3rd quarter;100.6;4.0
528;4939 Other passenger transport by road;2015 4th quarter;103.1;6.0
529;4939 Other passenger transport by road;2015;100.0;4.1
530;4939 Other passenger transport by road;2016 1st quarter;96.5;2.5
531;4939 Other passenger transport by road;2016 2nd quarter;104.6;2.4
532;4939 Other passenger transport by road;2016 3rd quarter;99.9;-0.7
533;4939 Other passenger transport by road;2016 4th quarter;107.7;4.4
534;4939 Other passenger transport by road;2016;102.2;2.2
535;4939 Other passenger transport by road;2017 1st quarter;96.1;-0.4
536;4939 Other passenger transport by road;2017 2nd quarter;104.8;0.2
537;4939 Other passenger transport by road;2017 3rd quarter;104.7;4.8
538;4939 Other passenger transport by road;2017 4th quarter;108.7;1.0
539;4939 Other passenger transport by road;2017;103.6;1.4
540;4939 Other passenger transport by road;2018 1st quarter;102.4;6.6
541;4939 Other passenger transport by road;2018 2nd quarter;111.5;6.4
542;4939 Other passenger transport by road;2018 3rd quarter;109.0;4.2
543;4939 Other passenger transport by road;2018 4th quarter;113.5;4.4
544;4939 Other passenger transport by road;2018;109.1;5.3
545;4939 Other passenger transport by road;2019 1st quarter;104.4;2.0
546;4939 Other passenger transport by road;2019 2nd quarter;116.4;4.4
547;4939 Other passenger transport by road;2019 3rd quarter;117.0;7.3
548;4939 Other passenger transport by road;2019 4th quarter;128.2;13.0
549;4939 Other passenger transport by road;2019;116.5;6.8
550;4939 Other passenger transport by road;2020 1st quarter;106.8;2.3
551;4939 Other passenger transport by road;2020 2nd quarter;74.2;-36.2
552;4939 Other passenger transport by road;2020 3rd quarter;91.8;-21.5
553;4939 Other passenger transport by road;2020 4th quarter;101.5;-20.9
554;4939 Other passenger transport by road;2020;93.6;-19.7
555;4939 Other passenger transport by road;2021 1st quarter;82.6;-22.7
556;4939 Other passenger transport by road;2021 2nd quarter;96.0;29.3
557;4939 Other passenger transport by road;2021 3rd quarter;103.2;12.5
558;4939 Other passenger transport by road;2021 4rd quarter;117.0;15.2
559;4939 Other passenger transport by road;2021;99.7;6.5
560;4939 Other passenger transport by road;2022 1st quarter;106.8;29.3
561;4939 Other passenger transport by road;2022 2nd quarter;131.4;36.8
562;4939 Other passenger transport by road;2022 3rd quarter;126.4;22.4
563;4939 Other passenger transport by road;2022 4th quarter;136.4;16.6
564;4939 Other passenger transport by road;2022;125.2;25.6
565;4939 Other passenger transport by road;2023 1st quarter;123.7;15.9
566;4939 Other passenger transport by road;2023 2nd quarter;140.8;7.2
567;4939 Other passenger transport by road;2023 3rd quarter;140.0;10.7
568;4939 Other passenger transport by road;2023 4th quarter;156.6;14.8
569;4939 Other passenger transport by road;2023;140.3;12.0
570;494 Freight transport by road;2005 1st quarter;69.1;
571;494 Freight transport by road;2005 2nd quarter;78.2;
572;494 Freight transport by road;2005 3rd quarter;77.2;
573;494 Freight transport by road;2005 4th quarter;88.2;
574;494 Freight transport by road;2005;78.2;
575;494 Freight transport by road;2006 1st quarter;77.4;12.1
576;494 Freight transport by road;2006 2nd quarter;87.8;12.2
577;494 Freight transport by road;2006 3rd quarter;85.5;10.8
578;494 Freight transport by road;2006 4th quarter;96.4;9.4
579;494 Freight transport by road;2006;86.8;11.0
580;494 Freight transport by road;2007 1st quarter;85.5;10.4
581;494 Freight transport by road;2007 2nd quarter;95.3;8.5
582;494 Freight transport by road;2007 3rd quarter;92.6;8.3
583;494 Freight transport by road;2007 4th quarter;100.5;4.2
584;494 Freight transport by road;2007;93.5;7.7
585;494 Freight transport by road;2008 1st quarter;90.4;5.8
586;494 Freight transport by road;2008 2nd quarter;100.1;5.1
587;494 Freight transport by road;2008 3rd quarter;97.7;5.5
588;494 Freight transport by road;2008 4th quarter;100.9;0.4
589;494 Freight transport by road;2008;97.3;4.1
590;494 Freight transport by road;2009 1st quarter;80.1;-11.4
591;494 Freight transport by road;2009 2nd quarter;86.8;-13.3
592;494 Freight transport by road;2009 3rd quarter;84.4;-13.7
593;494 Freight transport by road;2009 4th quarter;91.6;-9.2
594;494 Freight transport by road;2009;85.7;-11.9
595;494 Freight transport by road;2010 1st quarter;77.0;-3.9
596;494 Freight transport by road;2010 2nd quarter;88.7;2.2
597;494 Freight transport by road;2010 3rd quarter;88.1;4.4
598;494 Freight transport by road;2010 4th quarter;98.8;7.9
599;494 Freight transport by road;2010;88.2;2.8
600;494 Freight transport by road;2011 1st quarter;85.8;11.4
601;494 Freight transport by road;2011 2nd quarter;94.6;6.6
602;494 Freight transport by road;2011 3rd quarter;91.6;4.0
603;494 Freight transport by road;2011 4th quarter;97.6;-1.2
604;494 Freight transport by road;2011;92.4;4.8
605;494 Freight transport by road;2012 1st quarter;87.1;1.5
606;494 Freight transport by road;2012 2nd quarter;97.2;2.8
607;494 Freight transport by road;2012 3rd quarter;94.1;2.8
608;494 Freight transport by road;2012 4th quarter;98.5;0.9
609;494 Freight transport by road;2012;94.2;2.0
610;494 Freight transport by road;2013 1st quarter;85.8;-1.4
611;494 Freight transport by road;2013 2nd quarter;94.3;-3.0
612;494 Freight transport by road;2013 3rd quarter;92.4;-1.9
613;494 Freight transport by road;2013 4th quarter;101.4;2.9
614;494 Freight transport by road;2013;93.5;-0.8
615;494 Freight transport by road;2014 1st quarter;88.2;2.8
616;494 Freight transport by road;2014 2nd quarter;97.8;3.7
617;494 Freight transport by road;2014 3rd quarter;97.5;5.6
618;494 Freight transport by road;2014 4th quarter;104.0;2.6
619;494 Freight transport by road;2014;96.9;3.7
620;494 Freight transport by road;2015 1st quarter;91.5;3.7
621;494 Freight transport by road;2015 2nd quarter;101.3;3.5
622;494 Freight transport by road;2015 3rd quarter;98.5;1.0
623;494 Freight transport by road;2015 4th quarter;108.7;4.5
624;494 Freight transport by road;2015;100.0;3.2
625;494 Freight transport by road;2016 1st quarter;94.4;3.1
626;494 Freight transport by road;2016 2nd quarter;103.6;2.3
627;494 Freight transport by road;2016 3rd quarter;101.2;2.7
628;494 Freight transport by road;2016 4th quarter;112.5;3.5
629;494 Freight transport by road;2016;102.9;2.9
630;494 Freight transport by road;2017 1st quarter;101.1;7.1
631;494 Freight transport by road;2017 2nd quarter;110.3;6.5
632;494 Freight transport by road;2017 3rd quarter;107.2;5.9
633;494 Freight transport by road;2017 4th quarter;118.2;5.0
634;494 Freight transport by road;2017;109.2;6.1
635;494 Freight transport by road;2018 1st quarter;106.0;4.8
636;494 Freight transport by road;2018 2nd quarter;116.9;6.0
637;494 Freight transport by road;2018 3rd quarter;114.1;6.4
638;494 Freight transport by road;2018 4th quarter;125.4;6.1
639;494 Freight transport by road;2018;115.6;5.9
640;494 Freight transport by road;2019 1st quarter;112.0;5.7
641;494 Freight transport by road;2019 2nd quarter;124.0;6.1
642;494 Freight transport by road;2019 3rd quarter;119.4;4.7
643;494 Freight transport by road;2019 4th quarter;127.8;1.9
644;494 Freight transport by road;2019;120.8;4.5
645;494 Freight transport by road;2020 1st quarter;115.3;2.9
646;494 Freight transport by road;2020 2nd quarter;111.0;-10.5
647;494 Freight transport by road;2020 3rd quarter;116.1;-2.7
648;494 Freight transport by road;2020 4th quarter;129.8;1.6
649;494 Freight transport by road;2020;118.1;-2.3
650;494 Freight transport by road;2021 1st quarter;117.1;1.5
651;494 Freight transport by road;2021 2nd quarter;131.8;18.7
652;494 Freight transport by road;2021 3rd quarter;130.4;12.3
653;494 Freight transport by road;2021 4rd quarter;145.6;12.1
654;494 Freight transport by road;2021;131.2;11.1
655;494 Freight transport by road;2022 1st quarter;136.1;16.2
656;494 Freight transport by road;2022 2nd quarter;154.0;16.9
657;494 Freight transport by road;2022 3rd quarter;151.2;15.9
658;494 Freight transport by road;2022 4th quarter;161.6;11.0
659;494 Freight transport by road;2022;150.7;14.9
660;494 Freight transport by road;2023 1st quarter;141.6;4.1
661;494 Freight transport by road;2023 2nd quarter;148.2;-3.7
662;494 Freight transport by road;2023 3rd quarter;144.2;-4.6
663;494 Freight transport by road;2023 4th quarter;155.6;-3.7
664;494 Freight transport by road;2023;147.4;-2.2
665;4941 Freight road transport, no removals;2005 1st quarter;68.7;
666;4941 Freight road transport, no removals;2005 2nd quarter;77.8;
667;4941 Freight road transport, no removals;2005 3rd quarter;76.9;
668;4941 Freight road transport, no removals;2005 4th quarter;87.8;
669;4941 Freight road transport, no removals;2005;77.8;
670;4941 Freight road transport, no removals;2006 1st quarter;77.0;12.1
671;4941 Freight road transport, no removals;2006 2nd quarter;87.3;12.2
672;4941 Freight road transport, no removals;2006 3rd quarter;85.1;10.8
673;4941 Freight road transport, no removals;2006 4th quarter;96.0;9.4
674;4941 Freight road transport, no removals;2006;86.4;11.0
675;4941 Freight road transport, no removals;2007 1st quarter;85.0;10.4
676;4941 Freight road transport, no removals;2007 2nd quarter;94.8;8.5
677;4941 Freight road transport, no removals;2007 3rd quarter;92.2;8.3
678;4941 Freight road transport, no removals;2007 4th quarter;100.1;4.2
679;4941 Freight road transport, no removals;2007;93.0;7.7
680;4941 Freight road transport, no removals;2008 1st quarter;90.0;5.8
681;4941 Freight road transport, no removals;2008 2nd quarter;99.6;5.1
682;4941 Freight road transport, no removals;2008 3rd quarter;97.3;5.5
683;4941 Freight road transport, no removals;2008 4th quarter;100.5;0.4
684;4941 Freight road transport, no removals;2008;96.8;4.1
685;4941 Freight road transport, no removals;2009 1st quarter;79.8;-11.3
686;4941 Freight road transport, no removals;2009 2nd quarter;86.7;-13.0
687;4941 Freight road transport, no removals;2009 3rd quarter;84.1;-13.6
688;4941 Freight road transport, no removals;2009 4th quarter;91.5;-8.9
689;4941 Freight road transport, no removals;2009;85.5;-11.7
690;4941 Freight road transport, no removals;2010 1st quarter;77.0;-3.5
691;4941 Freight road transport, no removals;2010 2nd quarter;88.8;2.4
692;4941 Freight road transport, no removals;2010 3rd quarter;87.9;4.6
693;4941 Freight road transport, no removals;2010 4th quarter;98.9;8.0
694;4941 Freight road transport, no removals;2010;88.2;3.1
695;4941 Freight road transport, no removals;2011 1st quarter;85.9;11.5
696;4941 Freight road transport, no removals;2011 2nd quarter;94.8;6.7
697;4941 Freight road transport, no removals;2011 3rd quarter;91.5;4.1
698;4941 Freight road transport, no removals;2011 4th quarter;97.7;-1.2
699;4941 Freight road transport, no removals;2011;92.5;4.9
700;4941 Freight road transport, no removals;2012 1st quarter;87.2;1.5
701;4941 Freight road transport, no removals;2012 2nd quarter;97.5;2.9
702;4941 Freight road transport, no removals;2012 3rd quarter;94.2;2.9
703;4941 Freight road transport, no removals;2012 4th quarter;98.7;1.0
704;4941 Freight road transport, no removals;2012;94.4;2.1
705;4941 Freight road transport, no removals;2013 1st quarter;86.0;-1.3
706;4941 Freight road transport, no removals;2013 2nd quarter;94.5;-3.1
707;4941 Freight road transport, no removals;2013 3rd quarter;92.3;-2.0
708;4941 Freight road transport, no removals;2013 4th quarter;101.5;2.9
709;4941 Freight road transport, no removals;2013;93.6;-0.9
710;4941 Freight road transport, no removals;2014 1st quarter;88.4;2.8
711;4941 Freight road transport, no removals;2014 2nd quarter;98.0;3.7
712;4941 Freight road transport, no removals;2014 3rd quarter;97.5;5.6
713;4941 Freight road transport, no removals;2014 4th quarter;104.1;2.6
714;4941 Freight road transport, no removals;2014;97.0;3.7
715;4941 Freight road transport, no removals;2015 1st quarter;91.6;3.6
716;4941 Freight road transport, no removals;2015 2nd quarter;101.6;3.6
717;4941 Freight road transport, no removals;2015 3rd quarter;98.3;0.8
718;4941 Freight road transport, no removals;2015 4th quarter;108.6;4.2
719;4941 Freight road transport, no removals;2015;100.0;3.1
720;4941 Freight road transport, no removals;2016 1st quarter;94.4;3.0
721;4941 Freight road transport, no removals;2016 2nd quarter;103.6;2.0
722;4941 Freight road transport, no removals;2016 3rd quarter;100.8;2.6
723;4941 Freight road transport, no removals;2016 4th quarter;112.2;3.4
724;4941 Freight road transport, no removals;2016;102.7;2.7
725;4941 Freight road transport, no removals;2017 1st quarter;100.9;6.9
726;4941 Freight road transport, no removals;2017 2nd quarter;110.4;6.6
727;4941 Freight road transport, no removals;2017 3rd quarter;106.6;5.8
728;4941 Freight road transport, no removals;2017 4th quarter;118.0;5.2
729;4941 Freight road transport, no removals;2017;109.0;6.1
730;4941 Freight road transport, no removals;2018 1st quarter;106.1;5.1
731;4941 Freight road transport, no removals;2018 2nd quarter;117.0;6.0
732;4941 Freight road transport, no removals;2018 3rd quarter;113.7;6.6
733;4941 Freight road transport, no removals;2018 4th quarter;125.3;6.2
734;4941 Freight road transport, no removals;2018;115.5;6.0
735;4941 Freight road transport, no removals;2019 1st quarter;112.0;5.6
736;4941 Freight road transport, no removals;2019 2nd quarter;124.1;6.1
737;4941 Freight road transport, no removals;2019 3rd quarter;119.0;4.7
738;4941 Freight road transport, no removals;2019 4th quarter;127.7;1.8
739;4941 Freight road transport, no removals;2019;120.7;4.5
740;4941 Freight road transport, no removals;2020 1st quarter;115.1;2.8
741;4941 Freight road transport, no removals;2020 2nd quarter;111.3;-10.3
742;4941 Freight road transport, no removals;2020 3rd quarter;115.9;-2.6
743;4941 Freight road transport, no removals;2020 4th quarter;129.8;1.7
744;4941 Freight road transport, no removals;2020;118.1;-2.2
745;4941 Freight road transport, no removals;2021 1st quarter;117.3;1.9
746;4941 Freight road transport, no removals;2021 2nd quarter;132.2;18.7
747;4941 Freight road transport, no removals;2021 3rd quarter;130.2;12.3
748;4941 Freight road transport, no removals;2021 4rd quarter;145.5;12.1
749;4941 Freight road transport, no removals;2021;131.3;11.2
750;4941 Freight road transport, no removals;2022 1st quarter;136.3;16.1
751;4941 Freight road transport, no removals;2022 2nd quarter;154.3;16.7
752;4941 Freight road transport, no removals;2022 3rd quarter;150.9;15.9
753;4941 Freight road transport, no removals;2022 4th quarter;161.3;10.9
754;4941 Freight road transport, no removals;2022;150.7;14.8
755;4941 Freight road transport, no removals;2023 1st quarter;141.4;3.8
756;4941 Freight road transport, no removals;2023 2nd quarter;148.2;-4.0
757;4941 Freight road transport, no removals;2023 3rd quarter;143.8;-4.7
758;4941 Freight road transport, no removals;2023 4th quarter;155.2;-3.8
759;4941 Freight road transport, no removals;2023;147.1;-2.3
760;4942 Removal services;2005 1st quarter;85.4;
761;4942 Removal services;2005 2nd quarter;95.6;
762;4942 Removal services;2005 3rd quarter;94.1;
763;4942 Removal services;2005 4th quarter;103.8;
764;4942 Removal services;2005;94.7;
765;4942 Removal services;2006 1st quarter;95.7;12.1
766;4942 Removal services;2006 2nd quarter;107.3;12.2
767;4942 Removal services;2006 3rd quarter;104.2;10.8
768;4942 Removal services;2006 4th quarter;113.6;9.4
769;4942 Removal services;2006;105.2;11.0
770;4942 Removal services;2007 1st quarter;105.7;10.4
771;4942 Removal services;2007 2nd quarter;116.5;8.5
772;4942 Removal services;2007 3rd quarter;112.9;8.3
773;4942 Removal services;2007 4th quarter;118.3;4.2
774;4942 Removal services;2007;113.3;7.7
775;4942 Removal services;2008 1st quarter;111.8;5.8
776;4942 Removal services;2008 2nd quarter;122.4;5.1
777;4942 Removal services;2008 3rd quarter;119.1;5.5
778;4942 Removal services;2008 4th quarter;118.8;0.4
779;4942 Removal services;2008;118.0;4.1
780;4942 Removal services;2009 1st quarter;93.0;-16.8
781;4942 Removal services;2009 2nd quarter;93.8;-23.4
782;4942 Removal services;2009 3rd quarter;99.4;-16.5
783;4942 Removal services;2009 4th quarter;95.0;-20.1
784;4942 Removal services;2009;95.3;-19.3
785;4942 Removal services;2010 1st quarter;78.8;-15.4
786;4942 Removal services;2010 2nd quarter;86.9;-7.4
787;4942 Removal services;2010 3rd quarter;95.7;-3.7
788;4942 Removal services;2010 4th quarter;97.5;2.6
789;4942 Removal services;2010;89.7;-5.9
790;4942 Removal services;2011 1st quarter;82.4;4.7
791;4942 Removal services;2011 2nd quarter;86.4;-0.5
792;4942 Removal services;2011 3rd quarter;96.2;0.5
793;4942 Removal services;2011 4th quarter;96.4;-1.1
794;4942 Removal services;2011;90.4;0.7
795;4942 Removal services;2012 1st quarter;83.8;1.7
796;4942 Removal services;2012 2nd quarter;85.6;-1.0
797;4942 Removal services;2012 3rd quarter;93.5;-2.9
798;4942 Removal services;2012 4th quarter;91.0;-5.7
799;4942 Removal services;2012;88.5;-2.1
800;4942 Removal services;2013 1st quarter;78.4;-6.5
801;4942 Removal services;2013 2nd quarter;86.3;0.8
802;4942 Removal services;2013 3rd quarter;95.6;2.3
803;4942 Removal services;2013 4th quarter;96.2;5.7
804;4942 Removal services;2013;89.1;0.7
805;4942 Removal services;2014 1st quarter;82.5;5.3
806;4942 Removal services;2014 2nd quarter;89.8;4.0
807;4942 Removal services;2014 3rd quarter;100.0;4.5
808;4942 Removal services;2014 4th quarter;98.6;2.5
809;4942 Removal services;2014;92.7;4.0
810;4942 Removal services;2015 1st quarter;87.2;5.7
811;4942 Removal services;2015 2nd quarter;90.0;0.2
812;4942 Removal services;2015 3rd quarter;109.1;9.1
813;4942 Removal services;2015 4th quarter;113.7;15.3
814;4942 Removal services;2015;100.0;7.8
815;4942 Removal services;2016 1st quarter;93.4;7.0
816;4942 Removal services;2016 2nd quarter;104.5;16.1
817;4942 Removal services;2016 3rd quarter;117.8;8.1
818;4942 Removal services;2016 4th quarter;124.6;9.5
819;4942 Removal services;2016;110.1;10.1
820;4942 Removal services;2017 1st quarter;105.5;13.0
821;4942 Removal services;2017 2nd quarter;106.3;1.7
822;4942 Removal services;2017 3rd quarter;128.1;8.7
823;4942 Removal services;2017 4th quarter;124.8;0.2
824;4942 Removal services;2017;116.2;5.5
825;4942 Removal services;2018 1st quarter;102.5;-2.8
826;4942 Removal services;2018 2nd quarter;114.0;7.2
827;4942 Removal services;2018 3rd quarter;129.0;0.7
828;4942 Removal services;2018 4th quarter;129.5;3.8
829;4942 Removal services;2018;118.7;2.2
830;4942 Removal services;2019 1st quarter;111.9;9.1
831;4942 Removal services;2019 2nd quarter;119.6;5.0
832;4942 Removal services;2019 3rd quarter;133.1;3.2
833;4942 Removal services;2019 4th quarter;132.3;2.2
834;4942 Removal services;2019;124.2;4.6
835;4942 Removal services;2020 1st quarter;121.1;8.2
836;4942 Removal services;2020 2nd quarter;97.5;-18.5
837;4942 Removal services;2020 3rd quarter;125.5;-5.7
838;4942 Removal services;2020 4th quarter;129.0;-2.5
839;4942 Removal services;2020;118.3;-4.8
840;4942 Removal services;2021 1st quarter;107.2;-11.4
841;4942 Removal services;2021 2nd quarter;115.6;18.6
842;4942 Removal services;2021 3rd quarter;138.4;10.3
843;4942 Removal services;2021 4rd quarter;148.6;15.2
844;4942 Removal services;2021;127.5;7.8
845;4942 Removal services;2022 1st quarter;128.7;20.0
846;4942 Removal services;2022 2nd quarter;143.3;23.9
847;4942 Removal services;2022 3rd quarter;162.6;17.4
848;4942 Removal services;2022 4th quarter;172.5;16.1
849;4942 Removal services;2022;151.8;19.0
850;4942 Removal services;2023 1st quarter;148.6;15.5
851;4942 Removal services;2023 2nd quarter;150.3;4.9
852;4942 Removal services;2023 3rd quarter;159.3;-2.0
853;4942 Removal services;2023 4th quarter;169.7;-1.6
854;4942 Removal services;2023;157.0;3.4
855;50 Water transport;2005 1st quarter;111.0;
856;50 Water transport;2005 2nd quarter;122.1;
857;50 Water transport;2005 3rd quarter;125.0;
858;50 Water transport;2005 4th quarter;121.8;
859;50 Water transport;2005;120.0;
860;50 Water transport;2006 1st quarter;105.0;-5.4
861;50 Water transport;2006 2nd quarter;98.1;-19.7
862;50 Water transport;2006 3rd quarter;101.0;-19.2
863;50 Water transport;2006 4th quarter;96.0;-21.2
864;50 Water transport;2006;100.0;-16.6
865;50 Water transport;2007 1st quarter;99.3;-5.4
866;50 Water transport;2007 2nd quarter;108.4;10.6
867;50 Water transport;2007 3rd quarter;114.7;13.6
868;50 Water transport;2007 4th quarter;112.3;17.0
869;50 Water transport;2007;108.7;8.7
870;50 Water transport;2008 1st quarter;108.0;8.7
871;50 Water transport;2008 2nd quarter;113.2;4.4
872;50 Water transport;2008 3rd quarter;115.7;0.9
873;50 Water transport;2008 4th quarter;117.6;4.8
874;50 Water transport;2008;113.6;4.6
875;50 Water transport;2009 1st quarter;93.4;-13.5
876;50 Water transport;2009 2nd quarter;91.2;-19.5
877;50 Water transport;2009 3rd quarter;91.3;-21.1
878;50 Water transport;2009 4th quarter;88.2;-25.0
879;50 Water transport;2009;91.0;-19.9
880;50 Water transport;2010 1st quarter;81.9;-12.3
881;50 Water transport;2010 2nd quarter;87.6;-3.9
882;50 Water transport;2010 3rd quarter;89.5;-2.0
883;50 Water transport;2010 4th quarter;87.1;-1.3
884;50 Water transport;2010;86.5;-4.9
885;50 Water transport;2011 1st quarter;80.2;-2.1
886;50 Water transport;2011 2nd quarter;90.9;3.8
887;50 Water transport;2011 3rd quarter;93.7;4.7
888;50 Water transport;2011 4th quarter;93.6;7.5
889;50 Water transport;2011;89.6;3.6
890;50 Water transport;2012 1st quarter;89.2;11.2
891;50 Water transport;2012 2nd quarter;93.1;2.4
892;50 Water transport;2012 3rd quarter;94.3;0.6
893;50 Water transport;2012 4th quarter;97.0;3.6
894;50 Water transport;2012;93.4;4.2
895;50 Water transport;2013 1st quarter;87.6;-1.7
896;50 Water transport;2013 2nd quarter;98.9;6.2
897;50 Water transport;2013 3rd quarter;102.3;8.5
898;50 Water transport;2013 4th quarter;102.3;5.5
899;50 Water transport;2013;97.8;4.7
900;50 Water transport;2014 1st quarter;93.3;6.4
901;50 Water transport;2014 2nd quarter;99.7;0.8
902;50 Water transport;2014 3rd quarter;101.5;-0.7
903;50 Water transport;2014 4th quarter;101.8;-0.5
904;50 Water transport;2014;99.1;1.3
905;50 Water transport;2015 1st quarter;91.7;-1.7
906;50 Water transport;2015 2nd quarter;101.7;1.9
907;50 Water transport;2015 3rd quarter;104.0;2.4
908;50 Water transport;2015 4th quarter;102.6;0.8
909;50 Water transport;2015;100.0;0.9
910;50 Water transport;2016 1st quarter;87.4;-4.7
911;50 Water transport;2016 2nd quarter;93.5;-8.1
912;50 Water transport;2016 3rd quarter;91.7;-11.8
913;50 Water transport;2016 4th quarter;93.5;-8.9
914;50 Water transport;2016;91.5;-8.5
915;50 Water transport;2017 1st quarter;91.6;4.8
916;50 Water transport;2017 2nd quarter;96.9;3.6
917;50 Water transport;2017 3rd quarter;97.2;6.0
918;50 Water transport;2017 4th quarter;95.6;2.3
919;50 Water transport;2017;95.3;4.2
920;50 Water transport;2018 1st quarter;87.7;-4.3
921;50 Water transport;2018 2nd quarter;97.7;0.9
922;50 Water transport;2018 3rd quarter;104.7;7.8
923;50 Water transport;2018 4th quarter;108.9;13.9
924;50 Water transport;2018;99.8;4.7
925;50 Water transport;2019 1st quarter;93.5;6.5
926;50 Water transport;2019 2nd quarter;98.5;0.8
927;50 Water transport;2019 3rd quarter;98.9;-5.6
928;50 Water transport;2019 4th quarter;97.0;-10.9
929;50 Water transport;2019;97.0;-2.8
930;50 Water transport;2020 1st quarter;95.2;1.9
931;50 Water transport;2020 2nd quarter;91.5;-7.1
932;50 Water transport;2020 3rd quarter;89.4;-9.7
933;50 Water transport;2020 4th quarter;93.7;-3.4
934;50 Water transport;2020;92.5;-4.7
935;50 Water transport;2021 1st quarter;88.9;-6.6
936;50 Water transport;2021 2nd quarter;97.2;6.2
937;50 Water transport;2021 3rd quarter;106.6;19.2
938;50 Water transport;2021 4rd quarter;124.0;32.3
939;50 Water transport;2021;104.2;12.7
940;50 Water transport;2022 1st quarter;113.0;27.1
941;50 Water transport;2022 2nd quarter;136.7;40.6
942;50 Water transport;2022 3rd quarter;152.8;43.4
943;50 Water transport;2022 4th quarter;140.8;13.6
944;50 Water transport;2022;135.8;30.4
945;50 Water transport;2023 1st quarter;121.9;7.9
946;50 Water transport;2023 2nd quarter;128.5;-6.0
947;50 Water transport;2023 3rd quarter;126.0;-17.5
948;50 Water transport;2023 4th quarter;128.2;-9.0
949;50 Water transport;2023;126.2;-7.1
950;501-502 Sea water transport;2005 1st quarter;128.2;
951;501-502 Sea water transport;2005 2nd quarter;138.7;
952;501-502 Sea water transport;2005 3rd quarter;140.8;
953;501-502 Sea water transport;2005 4th quarter;135.3;
954;501-502 Sea water transport;2005;135.7;
955;501-502 Sea water transport;2006 1st quarter;113.5;-11.5
956;501-502 Sea water transport;2006 2nd quarter;100.3;-27.7
957;501-502 Sea water transport;2006 3rd quarter;101.8;-27.7
958;501-502 Sea water transport;2006 4th quarter;96.6;-28.6
959;501-502 Sea water transport;2006;103.1;-24.1
960;501-502 Sea water transport;2007 1st quarter;104.7;-7.8
961;501-502 Sea water transport;2007 2nd quarter;111.4;11.1
962;501-502 Sea water transport;2007 3rd quarter;118.3;16.2
963;501-502 Sea water transport;2007 4th quarter;114.7;18.8
964;501-502 Sea water transport;2007;112.3;9.0
965;501-502 Sea water transport;2008 1st quarter;110.9;5.9
966;501-502 Sea water transport;2008 2nd quarter;115.7;3.9
967;501-502 Sea water transport;2008 3rd quarter;117.9;-0.4
968;501-502 Sea water transport;2008 4th quarter;121.4;5.8
969;501-502 Sea water transport;2008;116.5;3.7
970;501-502 Sea water transport;2009 1st quarter;98.7;-11.0
971;501-502 Sea water transport;2009 2nd quarter;93.2;-19.4
972;501-502 Sea water transport;2009 3rd quarter;91.1;-22.7
973;501-502 Sea water transport;2009 4th quarter;85.9;-29.2
974;501-502 Sea water transport;2009;92.2;-20.8
975;501-502 Sea water transport;2010 1st quarter;83.4;-15.5
976;501-502 Sea water transport;2010 2nd quarter;87.0;-6.7
977;501-502 Sea water transport;2010 3rd quarter;86.2;-5.4
978;501-502 Sea water transport;2010 4th quarter;83.3;-3.0
979;501-502 Sea water transport;2010;85.0;-7.9
980;501-502 Sea water transport;2011 1st quarter;76.7;-8.0
981;501-502 Sea water transport;2011 2nd quarter;83.8;-3.7
982;501-502 Sea water transport;2011 3rd quarter;90.2;4.6
983;501-502 Sea water transport;2011 4th quarter;88.9;6.7
984;501-502 Sea water transport;2011;84.9;-0.1
985;501-502 Sea water transport;2012 1st quarter;89.8;17.1
