ID;Geslacht;Leeftijd;Herkomstland;VerblijfsduurInNederland;Perioden;BevolkingGeborenBuitenNederland_1
683;Totaal mannen en vrouwen;Totaal;Indonesië;37 jaar;2024;557
684;Totaal mannen en vrouwen;Totaal;Indonesië;38 jaar;2022;830
685;Totaal mannen en vrouwen;Totaal;Indonesië;38 jaar;2023;493
686;Totaal mannen en vrouwen;Totaal;Indonesië;38 jaar;2024;483
687;Totaal mannen en vrouwen;Totaal;Indonesië;39 jaar;2022;898
688;Totaal mannen en vrouwen;Totaal;Indonesië;39 jaar;2023;813
689;Totaal mannen en vrouwen;Totaal;Indonesië;39 jaar;2024;477
690;Totaal mannen en vrouwen;Totaal;Indonesië;40 jaar;2022;1142
691;Totaal mannen en vrouwen;Totaal;Indonesië;40 jaar;2023;882
692;Totaal mannen en vrouwen;Totaal;Indonesië;40 jaar;2024;800
693;Totaal mannen en vrouwen;Totaal;Indonesië;41 jaar;2022;1290
694;Totaal mannen en vrouwen;Totaal;Indonesië;41 jaar;2023;1121
695;Totaal mannen en vrouwen;Totaal;Indonesië;41 jaar;2024;867
696;Totaal mannen en vrouwen;Totaal;Indonesië;42 jaar;2022;1265
697;Totaal mannen en vrouwen;Totaal;Indonesië;42 jaar;2023;1271
698;Totaal mannen en vrouwen;Totaal;Indonesië;42 jaar;2024;1106
699;Totaal mannen en vrouwen;Totaal;Indonesië;43 jaar;2022;1027
700;Totaal mannen en vrouwen;Totaal;Indonesië;43 jaar;2023;1247
701;Totaal mannen en vrouwen;Totaal;Indonesië;43 jaar;2024;1251
702;Totaal mannen en vrouwen;Totaal;Indonesië;44 jaar;2022;861
703;Totaal mannen en vrouwen;Totaal;Indonesië;44 jaar;2023;1009
704;Totaal mannen en vrouwen;Totaal;Indonesië;44 jaar;2024;1226
705;Totaal mannen en vrouwen;Totaal;Indonesië;45 jaar;2022;795
706;Totaal mannen en vrouwen;Totaal;Indonesië;45 jaar;2023;831
707;Totaal mannen en vrouwen;Totaal;Indonesië;45 jaar;2024;989
708;Totaal mannen en vrouwen;Totaal;Indonesië;46 jaar;2022;859
709;Totaal mannen en vrouwen;Totaal;Indonesië;46 jaar;2023;776
710;Totaal mannen en vrouwen;Totaal;Indonesië;46 jaar;2024;814
711;Totaal mannen en vrouwen;Totaal;Indonesië;47 jaar;2022;766
712;Totaal mannen en vrouwen;Totaal;Indonesië;47 jaar;2023;830
713;Totaal mannen en vrouwen;Totaal;Indonesië;47 jaar;2024;758
714;Totaal mannen en vrouwen;Totaal;Indonesië;48 jaar;2022;708
715;Totaal mannen en vrouwen;Totaal;Indonesië;48 jaar;2023;732
716;Totaal mannen en vrouwen;Totaal;Indonesië;48 jaar;2024;793
717;Totaal mannen en vrouwen;Totaal;Indonesië;49 jaar;2022;814
718;Totaal mannen en vrouwen;Totaal;Indonesië;49 jaar;2023;685
719;Totaal mannen en vrouwen;Totaal;Indonesië;49 jaar;2024;705
720;Totaal mannen en vrouwen;Totaal;Indonesië;50 jaar;2022;737
721;Totaal mannen en vrouwen;Totaal;Indonesië;50 jaar;2023;782
722;Totaal mannen en vrouwen;Totaal;Indonesië;50 jaar;2024;669
723;Totaal mannen en vrouwen;Totaal;Indonesië;51 jaar;2022;774
724;Totaal mannen en vrouwen;Totaal;Indonesië;51 jaar;2023;711
725;Totaal mannen en vrouwen;Totaal;Indonesië;51 jaar;2024;756
726;Totaal mannen en vrouwen;Totaal;Indonesië;52 jaar;2022;617
727;Totaal mannen en vrouwen;Totaal;Indonesië;52 jaar;2023;728
728;Totaal mannen en vrouwen;Totaal;Indonesië;52 jaar;2024;684
729;Totaal mannen en vrouwen;Totaal;Indonesië;53 jaar;2022;826
730;Totaal mannen en vrouwen;Totaal;Indonesië;53 jaar;2023;592
731;Totaal mannen en vrouwen;Totaal;Indonesië;53 jaar;2024;702
732;Totaal mannen en vrouwen;Totaal;Indonesië;54 jaar;2022;1124
733;Totaal mannen en vrouwen;Totaal;Indonesië;54 jaar;2023;800
734;Totaal mannen en vrouwen;Totaal;Indonesië;54 jaar;2024;569
735;Totaal mannen en vrouwen;Totaal;Indonesië;55 jaar;2022;1849
736;Totaal mannen en vrouwen;Totaal;Indonesië;55 jaar;2023;1088
737;Totaal mannen en vrouwen;Totaal;Indonesië;55 jaar;2024;766
738;Totaal mannen en vrouwen;Totaal;Indonesië;56 jaar;2022;2414
739;Totaal mannen en vrouwen;Totaal;Indonesië;56 jaar;2023;1784
740;Totaal mannen en vrouwen;Totaal;Indonesië;56 jaar;2024;1060
741;Totaal mannen en vrouwen;Totaal;Indonesië;57 jaar;2022;1811
742;Totaal mannen en vrouwen;Totaal;Indonesië;57 jaar;2023;2352
743;Totaal mannen en vrouwen;Totaal;Indonesië;57 jaar;2024;1733
744;Totaal mannen en vrouwen;Totaal;Indonesië;58 jaar;2022;953
745;Totaal mannen en vrouwen;Totaal;Indonesië;58 jaar;2023;1755
746;Totaal mannen en vrouwen;Totaal;Indonesië;58 jaar;2024;2277
747;Totaal mannen en vrouwen;Totaal;Indonesië;59 jaar;2022;5549
748;Totaal mannen en vrouwen;Totaal;Indonesië;59 jaar;2023;916
749;Totaal mannen en vrouwen;Totaal;Indonesië;59 jaar;2024;1692
750;Totaal mannen en vrouwen;Totaal;Indonesië;60 jaar of meer;2022;48776
751;Totaal mannen en vrouwen;Totaal;Indonesië;60 jaar of meer;2023;51640
752;Totaal mannen en vrouwen;Totaal;Indonesië;60 jaar of meer;2024;49941
753;Totaal mannen en vrouwen;Totaal;Indonesië;Onbekend;2022;344
754;Totaal mannen en vrouwen;Totaal;Indonesië;Onbekend;2023;319
755;Totaal mannen en vrouwen;Totaal;Indonesië;Onbekend;2024;296
756;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2022;173449
757;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2023;175318
758;Totaal mannen en vrouwen;Totaal;Marokko;Totaal;2024;176308
759;Totaal mannen en vrouwen;Totaal;Marokko;Minder dan 1 jaar;2022;3387
760;Totaal mannen en vrouwen;Totaal;Marokko;Minder dan 1 jaar;2023;4250
761;Totaal mannen en vrouwen;Totaal;Marokko;Minder dan 1 jaar;2024;3609
762;Totaal mannen en vrouwen;Totaal;Marokko;1 jaar;2022;2792
763;Totaal mannen en vrouwen;Totaal;Marokko;1 jaar;2023;3112
764;Totaal mannen en vrouwen;Totaal;Marokko;1 jaar;2024;3711
765;Totaal mannen en vrouwen;Totaal;Marokko;2 jaar;2022;3615
766;Totaal mannen en vrouwen;Totaal;Marokko;2 jaar;2023;2633
767;Totaal mannen en vrouwen;Totaal;Marokko;2 jaar;2024;2916
768;Totaal mannen en vrouwen;Totaal;Marokko;3 jaar;2022;3289
769;Totaal mannen en vrouwen;Totaal;Marokko;3 jaar;2023;3507
770;Totaal mannen en vrouwen;Totaal;Marokko;3 jaar;2024;2517
771;Totaal mannen en vrouwen;Totaal;Marokko;4 jaar;2022;2487
772;Totaal mannen en vrouwen;Totaal;Marokko;4 jaar;2023;3221
773;Totaal mannen en vrouwen;Totaal;Marokko;4 jaar;2024;3423
774;Totaal mannen en vrouwen;Totaal;Marokko;5 jaar;2022;2090
775;Totaal mannen en vrouwen;Totaal;Marokko;5 jaar;2023;2419
776;Totaal mannen en vrouwen;Totaal;Marokko;5 jaar;2024;3138
777;Totaal mannen en vrouwen;Totaal;Marokko;6 jaar;2022;1935
778;Totaal mannen en vrouwen;Totaal;Marokko;6 jaar;2023;2048
779;Totaal mannen en vrouwen;Totaal;Marokko;6 jaar;2024;2380
780;Totaal mannen en vrouwen;Totaal;Marokko;7 jaar;2022;2177
781;Totaal mannen en vrouwen;Totaal;Marokko;7 jaar;2023;1895
782;Totaal mannen en vrouwen;Totaal;Marokko;7 jaar;2024;2019
783;Totaal mannen en vrouwen;Totaal;Marokko;8 jaar;2022;2164
784;Totaal mannen en vrouwen;Totaal;Marokko;8 jaar;2023;2154
785;Totaal mannen en vrouwen;Totaal;Marokko;8 jaar;2024;1864
786;Totaal mannen en vrouwen;Totaal;Marokko;9 jaar;2022;1966
787;Totaal mannen en vrouwen;Totaal;Marokko;9 jaar;2023;2139
788;Totaal mannen en vrouwen;Totaal;Marokko;9 jaar;2024;2126
789;Totaal mannen en vrouwen;Totaal;Marokko;10 jaar;2022;2287
790;Totaal mannen en vrouwen;Totaal;Marokko;10 jaar;2023;1946
791;Totaal mannen en vrouwen;Totaal;Marokko;10 jaar;2024;2123
792;Totaal mannen en vrouwen;Totaal;Marokko;11 jaar;2022;2115
793;Totaal mannen en vrouwen;Totaal;Marokko;11 jaar;2023;2260
794;Totaal mannen en vrouwen;Totaal;Marokko;11 jaar;2024;1921
795;Totaal mannen en vrouwen;Totaal;Marokko;12 jaar;2022;2234
796;Totaal mannen en vrouwen;Totaal;Marokko;12 jaar;2023;2101
797;Totaal mannen en vrouwen;Totaal;Marokko;12 jaar;2024;2241
798;Totaal mannen en vrouwen;Totaal;Marokko;13 jaar;2022;1938
799;Totaal mannen en vrouwen;Totaal;Marokko;13 jaar;2023;2211
800;Totaal mannen en vrouwen;Totaal;Marokko;13 jaar;2024;2083
801;Totaal mannen en vrouwen;Totaal;Marokko;14 jaar;2022;1693
802;Totaal mannen en vrouwen;Totaal;Marokko;14 jaar;2023;1915
803;Totaal mannen en vrouwen;Totaal;Marokko;14 jaar;2024;2191
804;Totaal mannen en vrouwen;Totaal;Marokko;15 jaar;2022;1978
805;Totaal mannen en vrouwen;Totaal;Marokko;15 jaar;2023;1677
806;Totaal mannen en vrouwen;Totaal;Marokko;15 jaar;2024;1906
807;Totaal mannen en vrouwen;Totaal;Marokko;16 jaar;2022;2176
808;Totaal mannen en vrouwen;Totaal;Marokko;16 jaar;2023;1967
809;Totaal mannen en vrouwen;Totaal;Marokko;16 jaar;2024;1670
810;Totaal mannen en vrouwen;Totaal;Marokko;17 jaar;2022;3075
811;Totaal mannen en vrouwen;Totaal;Marokko;17 jaar;2023;2165
812;Totaal mannen en vrouwen;Totaal;Marokko;17 jaar;2024;1952
813;Totaal mannen en vrouwen;Totaal;Marokko;18 jaar;2022;3903
814;Totaal mannen en vrouwen;Totaal;Marokko;18 jaar;2023;3054
815;Totaal mannen en vrouwen;Totaal;Marokko;18 jaar;2024;2150
816;Totaal mannen en vrouwen;Totaal;Marokko;19 jaar;2022;4164
817;Totaal mannen en vrouwen;Totaal;Marokko;19 jaar;2023;3881
818;Totaal mannen en vrouwen;Totaal;Marokko;19 jaar;2024;3036
819;Totaal mannen en vrouwen;Totaal;Marokko;20 jaar;2022;3975
820;Totaal mannen en vrouwen;Totaal;Marokko;20 jaar;2023;4134
821;Totaal mannen en vrouwen;Totaal;Marokko;20 jaar;2024;3860
822;Totaal mannen en vrouwen;Totaal;Marokko;21 jaar;2022;3449
823;Totaal mannen en vrouwen;Totaal;Marokko;21 jaar;2023;3949
824;Totaal mannen en vrouwen;Totaal;Marokko;21 jaar;2024;4106
825;Totaal mannen en vrouwen;Totaal;Marokko;22 jaar;2022;3573
826;Totaal mannen en vrouwen;Totaal;Marokko;22 jaar;2023;3429
827;Totaal mannen en vrouwen;Totaal;Marokko;22 jaar;2024;3924
828;Totaal mannen en vrouwen;Totaal;Marokko;23 jaar;2022;3809
829;Totaal mannen en vrouwen;Totaal;Marokko;23 jaar;2023;3551
830;Totaal mannen en vrouwen;Totaal;Marokko;23 jaar;2024;3415
831;Totaal mannen en vrouwen;Totaal;Marokko;24 jaar;2022;3490
832;Totaal mannen en vrouwen;Totaal;Marokko;24 jaar;2023;3789
833;Totaal mannen en vrouwen;Totaal;Marokko;24 jaar;2024;3534
834;Totaal mannen en vrouwen;Totaal;Marokko;25 jaar;2022;3416
835;Totaal mannen en vrouwen;Totaal;Marokko;25 jaar;2023;3475
836;Totaal mannen en vrouwen;Totaal;Marokko;25 jaar;2024;3759
837;Totaal mannen en vrouwen;Totaal;Marokko;26 jaar;2022;2438
838;Totaal mannen en vrouwen;Totaal;Marokko;26 jaar;2023;3398
839;Totaal mannen en vrouwen;Totaal;Marokko;26 jaar;2024;3446
840;Totaal mannen en vrouwen;Totaal;Marokko;27 jaar;2022;2346
841;Totaal mannen en vrouwen;Totaal;Marokko;27 jaar;2023;2423
842;Totaal mannen en vrouwen;Totaal;Marokko;27 jaar;2024;3374
843;Totaal mannen en vrouwen;Totaal;Marokko;28 jaar;2022;3834
844;Totaal mannen en vrouwen;Totaal;Marokko;28 jaar;2023;2332
845;Totaal mannen en vrouwen;Totaal;Marokko;28 jaar;2024;2413
846;Totaal mannen en vrouwen;Totaal;Marokko;29 jaar;2022;4417
847;Totaal mannen en vrouwen;Totaal;Marokko;29 jaar;2023;3815
848;Totaal mannen en vrouwen;Totaal;Marokko;29 jaar;2024;2315
849;Totaal mannen en vrouwen;Totaal;Marokko;30 jaar;2022;5224
850;Totaal mannen en vrouwen;Totaal;Marokko;30 jaar;2023;4390
851;Totaal mannen en vrouwen;Totaal;Marokko;30 jaar;2024;3795
852;Totaal mannen en vrouwen;Totaal;Marokko;31 jaar;2022;5559
853;Totaal mannen en vrouwen;Totaal;Marokko;31 jaar;2023;5193
854;Totaal mannen en vrouwen;Totaal;Marokko;31 jaar;2024;4364
855;Totaal mannen en vrouwen;Totaal;Marokko;32 jaar;2022;5444
856;Totaal mannen en vrouwen;Totaal;Marokko;32 jaar;2023;5522
857;Totaal mannen en vrouwen;Totaal;Marokko;32 jaar;2024;5160
858;Totaal mannen en vrouwen;Totaal;Marokko;33 jaar;2022;5325
859;Totaal mannen en vrouwen;Totaal;Marokko;33 jaar;2023;5408
860;Totaal mannen en vrouwen;Totaal;Marokko;33 jaar;2024;5496
861;Totaal mannen en vrouwen;Totaal;Marokko;34 jaar;2022;4756
862;Totaal mannen en vrouwen;Totaal;Marokko;34 jaar;2023;5297
863;Totaal mannen en vrouwen;Totaal;Marokko;34 jaar;2024;5373
864;Totaal mannen en vrouwen;Totaal;Marokko;35 jaar;2022;4458
865;Totaal mannen en vrouwen;Totaal;Marokko;35 jaar;2023;4717
866;Totaal mannen en vrouwen;Totaal;Marokko;35 jaar;2024;5264
867;Totaal mannen en vrouwen;Totaal;Marokko;36 jaar;2022;3778
868;Totaal mannen en vrouwen;Totaal;Marokko;36 jaar;2023;4430
869;Totaal mannen en vrouwen;Totaal;Marokko;36 jaar;2024;4686
870;Totaal mannen en vrouwen;Totaal;Marokko;37 jaar;2022;3188
871;Totaal mannen en vrouwen;Totaal;Marokko;37 jaar;2023;3754
872;Totaal mannen en vrouwen;Totaal;Marokko;37 jaar;2024;4412
873;Totaal mannen en vrouwen;Totaal;Marokko;38 jaar;2022;3119
874;Totaal mannen en vrouwen;Totaal;Marokko;38 jaar;2023;3163
875;Totaal mannen en vrouwen;Totaal;Marokko;38 jaar;2024;3725
876;Totaal mannen en vrouwen;Totaal;Marokko;39 jaar;2022;3978
877;Totaal mannen en vrouwen;Totaal;Marokko;39 jaar;2023;3094
878;Totaal mannen en vrouwen;Totaal;Marokko;39 jaar;2024;3138
879;Totaal mannen en vrouwen;Totaal;Marokko;40 jaar;2022;4987
880;Totaal mannen en vrouwen;Totaal;Marokko;40 jaar;2023;3941
881;Totaal mannen en vrouwen;Totaal;Marokko;40 jaar;2024;3078
882;Totaal mannen en vrouwen;Totaal;Marokko;41 jaar;2022;6290
883;Totaal mannen en vrouwen;Totaal;Marokko;41 jaar;2023;4943
884;Totaal mannen en vrouwen;Totaal;Marokko;41 jaar;2024;3917
885;Totaal mannen en vrouwen;Totaal;Marokko;42 jaar;2022;4569
886;Totaal mannen en vrouwen;Totaal;Marokko;42 jaar;2023;6229
887;Totaal mannen en vrouwen;Totaal;Marokko;42 jaar;2024;4892
888;Totaal mannen en vrouwen;Totaal;Marokko;43 jaar;2022;4319
889;Totaal mannen en vrouwen;Totaal;Marokko;43 jaar;2023;4511
890;Totaal mannen en vrouwen;Totaal;Marokko;43 jaar;2024;6178
891;Totaal mannen en vrouwen;Totaal;Marokko;44 jaar;2022;3377
892;Totaal mannen en vrouwen;Totaal;Marokko;44 jaar;2023;4281
893;Totaal mannen en vrouwen;Totaal;Marokko;44 jaar;2024;4470
894;Totaal mannen en vrouwen;Totaal;Marokko;45 jaar;2022;3072
895;Totaal mannen en vrouwen;Totaal;Marokko;45 jaar;2023;3350
896;Totaal mannen en vrouwen;Totaal;Marokko;45 jaar;2024;4242
897;Totaal mannen en vrouwen;Totaal;Marokko;46 jaar;2022;4077
898;Totaal mannen en vrouwen;Totaal;Marokko;46 jaar;2023;3019
899;Totaal mannen en vrouwen;Totaal;Marokko;46 jaar;2024;3309
900;Totaal mannen en vrouwen;Totaal;Marokko;47 jaar;2022;1842
901;Totaal mannen en vrouwen;Totaal;Marokko;47 jaar;2023;3988
902;Totaal mannen en vrouwen;Totaal;Marokko;47 jaar;2024;2974
903;Totaal mannen en vrouwen;Totaal;Marokko;48 jaar;2022;1343
904;Totaal mannen en vrouwen;Totaal;Marokko;48 jaar;2023;1815
905;Totaal mannen en vrouwen;Totaal;Marokko;48 jaar;2024;3913
906;Totaal mannen en vrouwen;Totaal;Marokko;49 jaar;2022;1121
907;Totaal mannen en vrouwen;Totaal;Marokko;49 jaar;2023;1320
908;Totaal mannen en vrouwen;Totaal;Marokko;49 jaar;2024;1794
909;Totaal mannen en vrouwen;Totaal;Marokko;50 jaar;2022;1415
910;Totaal mannen en vrouwen;Totaal;Marokko;50 jaar;2023;1098
911;Totaal mannen en vrouwen;Totaal;Marokko;50 jaar;2024;1300
912;Totaal mannen en vrouwen;Totaal;Marokko;51 jaar;2022;1973
913;Totaal mannen en vrouwen;Totaal;Marokko;51 jaar;2023;1361
914;Totaal mannen en vrouwen;Totaal;Marokko;51 jaar;2024;1079
915;Totaal mannen en vrouwen;Totaal;Marokko;52 jaar;2022;1016
916;Totaal mannen en vrouwen;Totaal;Marokko;52 jaar;2023;1877
917;Totaal mannen en vrouwen;Totaal;Marokko;52 jaar;2024;1307
918;Totaal mannen en vrouwen;Totaal;Marokko;53 jaar;2022;674
919;Totaal mannen en vrouwen;Totaal;Marokko;53 jaar;2023;959
920;Totaal mannen en vrouwen;Totaal;Marokko;53 jaar;2024;1792
921;Totaal mannen en vrouwen;Totaal;Marokko;54 jaar;2022;186
922;Totaal mannen en vrouwen;Totaal;Marokko;54 jaar;2023;641
923;Totaal mannen en vrouwen;Totaal;Marokko;54 jaar;2024;913
924;Totaal mannen en vrouwen;Totaal;Marokko;55 jaar;2022;1342
925;Totaal mannen en vrouwen;Totaal;Marokko;55 jaar;2023;175
926;Totaal mannen en vrouwen;Totaal;Marokko;55 jaar;2024;598
927;Totaal mannen en vrouwen;Totaal;Marokko;56 jaar;2022;624
928;Totaal mannen en vrouwen;Totaal;Marokko;56 jaar;2023;1250
929;Totaal mannen en vrouwen;Totaal;Marokko;56 jaar;2024;166
930;Totaal mannen en vrouwen;Totaal;Marokko;57 jaar;2022;112
931;Totaal mannen en vrouwen;Totaal;Marokko;57 jaar;2023;572
932;Totaal mannen en vrouwen;Totaal;Marokko;57 jaar;2024;1169
933;Totaal mannen en vrouwen;Totaal;Marokko;58 jaar;2022;24
934;Totaal mannen en vrouwen;Totaal;Marokko;58 jaar;2023;104
935;Totaal mannen en vrouwen;Totaal;Marokko;58 jaar;2024;525
936;Totaal mannen en vrouwen;Totaal;Marokko;59 jaar;2022;1
937;Totaal mannen en vrouwen;Totaal;Marokko;59 jaar;2023;23
938;Totaal mannen en vrouwen;Totaal;Marokko;59 jaar;2024;97
939;Totaal mannen en vrouwen;Totaal;Marokko;60 jaar of meer;2022;29
940;Totaal mannen en vrouwen;Totaal;Marokko;60 jaar of meer;2023;29
941;Totaal mannen en vrouwen;Totaal;Marokko;60 jaar of meer;2024;47
942;Totaal mannen en vrouwen;Totaal;Marokko;Onbekend;2022;15
943;Totaal mannen en vrouwen;Totaal;Marokko;Onbekend;2023;14
944;Totaal mannen en vrouwen;Totaal;Marokko;Onbekend;2024;13
945;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2022;102850
946;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2023;105717
947;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Totaal;2024;107793
948;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Minder dan 1 jaar;2022;6016
949;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Minder dan 1 jaar;2023;5862
950;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Minder dan 1 jaar;2024;5222
951;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;1 jaar;2022;5010
952;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;1 jaar;2023;5409
953;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;1 jaar;2024;5269
954;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2 jaar;2022;4852
955;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2 jaar;2023;4690
956;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2 jaar;2024;5062
957;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;3 jaar;2022;4142
958;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;3 jaar;2023;4617
959;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;3 jaar;2024;4404
960;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;4 jaar;2022;3701
961;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;4 jaar;2023;3987
962;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;4 jaar;2024;4405
963;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;5 jaar;2022;2981
964;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;5 jaar;2023;3548
965;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;5 jaar;2024;3820
966;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;6 jaar;2022;2692
967;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;6 jaar;2023;2881
968;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;6 jaar;2024;3409
969;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;7 jaar;2022;2580
970;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;7 jaar;2023;2594
971;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;7 jaar;2024;2779
972;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;8 jaar;2022;2439
973;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;8 jaar;2023;2490
974;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;8 jaar;2024;2504
975;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;9 jaar;2022;2299
976;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;9 jaar;2023;2368
977;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;9 jaar;2024;2419
978;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;10 jaar;2022;2249
979;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;10 jaar;2023;2248
980;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;10 jaar;2024;2307
981;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;11 jaar;2022;2257
982;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;11 jaar;2023;2191
983;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;11 jaar;2024;2186
984;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;12 jaar;2022;2200
985;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;12 jaar;2023;2214
986;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;12 jaar;2024;2153
987;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;13 jaar;2022;1986
988;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;13 jaar;2023;2156
989;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;13 jaar;2024;2172
990;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;14 jaar;2022;1778
991;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;14 jaar;2023;1934
992;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;14 jaar;2024;2122
993;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;15 jaar;2022;1463
994;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;15 jaar;2023;1751
995;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;15 jaar;2024;1898
996;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;16 jaar;2022;1245
997;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;16 jaar;2023;1436
998;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;16 jaar;2024;1714
999;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;17 jaar;2022;1345
1000;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;17 jaar;2023;1223
1001;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;17 jaar;2024;1413
1002;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;18 jaar;2022;1621
1003;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;18 jaar;2023;1330
1004;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;18 jaar;2024;1207
1005;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;19 jaar;2022;2134
1006;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;19 jaar;2023;1602
1007;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;19 jaar;2024;1305
1008;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;20 jaar;2022;3020
1009;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;20 jaar;2023;2095
1010;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;20 jaar;2024;1578
1011;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;21 jaar;2022;3683
1012;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;21 jaar;2023;2968
1013;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;21 jaar;2024;2064
1014;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;22 jaar;2022;3311
1015;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;22 jaar;2023;3626
1016;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;22 jaar;2024;2927
1017;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;23 jaar;2022;2847
1018;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;23 jaar;2023;3267
1019;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;23 jaar;2024;3585
1020;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;24 jaar;2022;1667
1021;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;24 jaar;2023;2806
1022;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;24 jaar;2024;3221
1023;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;25 jaar;2022;1365
1024;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;25 jaar;2023;1651
1025;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;25 jaar;2024;2768
1026;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;26 jaar;2022;1001
1027;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;26 jaar;2023;1352
1028;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;26 jaar;2024;1628
1029;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;27 jaar;2022;919
1030;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;27 jaar;2023;983
1031;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;27 jaar;2024;1338
1032;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;28 jaar;2022;1027
