ID;Geslacht;Leeftijd;Herkomstland;VerblijfsduurInNederland;Perioden;BevolkingGeborenBuitenNederland_1
1033;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;28 jaar;2023;910
1034;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;28 jaar;2024;973
1035;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;29 jaar;2022;1131
1036;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;29 jaar;2023;1011
1037;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;29 jaar;2024;893
1038;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;30 jaar;2022;1760
1039;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;30 jaar;2023;1111
1040;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;30 jaar;2024;997
1041;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;31 jaar;2022;1886
1042;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;31 jaar;2023;1732
1043;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;31 jaar;2024;1102
1044;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;32 jaar;2022;1907
1045;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;32 jaar;2023;1851
1046;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;32 jaar;2024;1710
1047;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;33 jaar;2022;1961
1048;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;33 jaar;2023;1882
1049;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;33 jaar;2024;1835
1050;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;34 jaar;2022;1845
1051;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;34 jaar;2023;1937
1052;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;34 jaar;2024;1857
1053;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;35 jaar;2022;1556
1054;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;35 jaar;2023;1828
1055;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;35 jaar;2024;1917
1056;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;36 jaar;2022;1226
1057;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;36 jaar;2023;1531
1058;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;36 jaar;2024;1805
1059;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;37 jaar;2022;668
1060;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;37 jaar;2023;1208
1061;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;37 jaar;2024;1510
1062;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;38 jaar;2022;601
1063;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;38 jaar;2023;660
1064;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;38 jaar;2024;1189
1065;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;39 jaar;2022;687
1066;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;39 jaar;2023;594
1067;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;39 jaar;2024;656
1068;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;40 jaar;2022;721
1069;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;40 jaar;2023;678
1070;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;40 jaar;2024;581
1071;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;41 jaar;2022;1137
1072;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;41 jaar;2023;708
1073;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;41 jaar;2024;670
1074;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;42 jaar;2022;922
1075;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;42 jaar;2023;1116
1076;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;42 jaar;2024;697
1077;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;43 jaar;2022;930
1078;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;43 jaar;2023;905
1079;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;43 jaar;2024;1095
1080;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;44 jaar;2022;837
1081;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;44 jaar;2023;919
1082;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;44 jaar;2024;895
1083;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;45 jaar;2022;700
1084;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;45 jaar;2023;820
1085;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;45 jaar;2024;897
1086;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;46 jaar;2022;668
1087;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;46 jaar;2023;688
1088;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;46 jaar;2024;808
1089;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;47 jaar;2022;549
1090;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;47 jaar;2023;658
1091;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;47 jaar;2024;679
1092;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;48 jaar;2022;560
1093;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;48 jaar;2023;531
1094;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;48 jaar;2024;638
1095;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;49 jaar;2022;503
1096;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;49 jaar;2023;553
1097;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;49 jaar;2024;522
1098;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;50 jaar;2022;504
1099;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;50 jaar;2023;492
1100;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;50 jaar;2024;542
1101;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;51 jaar;2022;559
1102;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;51 jaar;2023;496
1103;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;51 jaar;2024;484
1104;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;52 jaar;2022;507
1105;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;52 jaar;2023;552
1106;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;52 jaar;2024;491
1107;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;53 jaar;2022;427
1108;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;53 jaar;2023;495
1109;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;53 jaar;2024;541
1110;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;54 jaar;2022;330
1111;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;54 jaar;2023;415
1112;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;54 jaar;2024;487
1113;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;55 jaar;2022;538
1114;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;55 jaar;2023;321
1115;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;55 jaar;2024;409
1116;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;56 jaar;2022;551
1117;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;56 jaar;2023;531
1118;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;56 jaar;2024;314
1119;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;57 jaar;2022;418
1120;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;57 jaar;2023;537
1121;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;57 jaar;2024;511
1122;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;58 jaar;2022;363
1123;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;58 jaar;2023;407
1124;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;58 jaar;2024;522
1125;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;59 jaar;2022;268
1126;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;59 jaar;2023;356
1127;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;59 jaar;2024;400
1128;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;60 jaar of meer;2022;1752
1129;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;60 jaar of meer;2023;1957
1130;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;60 jaar of meer;2024;2241
1131;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Onbekend;2022;48
1132;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Onbekend;2023;48
1133;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;Onbekend;2024;46
1134;Totaal mannen en vrouwen;Totaal;Suriname;Totaal;2022;177945
1135;Totaal mannen en vrouwen;Totaal;Suriname;Totaal;2023;177890
1136;Totaal mannen en vrouwen;Totaal;Suriname;Totaal;2024;178703
1137;Totaal mannen en vrouwen;Totaal;Suriname;Minder dan 1 jaar;2022;2681
1138;Totaal mannen en vrouwen;Totaal;Suriname;Minder dan 1 jaar;2023;2989
1139;Totaal mannen en vrouwen;Totaal;Suriname;Minder dan 1 jaar;2024;3925
1140;Totaal mannen en vrouwen;Totaal;Suriname;1 jaar;2022;2695
1141;Totaal mannen en vrouwen;Totaal;Suriname;1 jaar;2023;2471
1142;Totaal mannen en vrouwen;Totaal;Suriname;1 jaar;2024;2811
1143;Totaal mannen en vrouwen;Totaal;Suriname;2 jaar;2022;3202
1144;Totaal mannen en vrouwen;Totaal;Suriname;2 jaar;2023;2556
1145;Totaal mannen en vrouwen;Totaal;Suriname;2 jaar;2024;2323
1146;Totaal mannen en vrouwen;Totaal;Suriname;3 jaar;2022;2823
1147;Totaal mannen en vrouwen;Totaal;Suriname;3 jaar;2023;3071
1148;Totaal mannen en vrouwen;Totaal;Suriname;3 jaar;2024;2422
1149;Totaal mannen en vrouwen;Totaal;Suriname;4 jaar;2022;2455
1150;Totaal mannen en vrouwen;Totaal;Suriname;4 jaar;2023;2750
1151;Totaal mannen en vrouwen;Totaal;Suriname;4 jaar;2024;2931
1152;Totaal mannen en vrouwen;Totaal;Suriname;5 jaar;2022;1979
1153;Totaal mannen en vrouwen;Totaal;Suriname;5 jaar;2023;2383
1154;Totaal mannen en vrouwen;Totaal;Suriname;5 jaar;2024;2668
1155;Totaal mannen en vrouwen;Totaal;Suriname;6 jaar;2022;1830
1156;Totaal mannen en vrouwen;Totaal;Suriname;6 jaar;2023;1932
1157;Totaal mannen en vrouwen;Totaal;Suriname;6 jaar;2024;2319
1158;Totaal mannen en vrouwen;Totaal;Suriname;7 jaar;2022;1786
1159;Totaal mannen en vrouwen;Totaal;Suriname;7 jaar;2023;1785
1160;Totaal mannen en vrouwen;Totaal;Suriname;7 jaar;2024;1891
1161;Totaal mannen en vrouwen;Totaal;Suriname;8 jaar;2022;1854
1162;Totaal mannen en vrouwen;Totaal;Suriname;8 jaar;2023;1747
1163;Totaal mannen en vrouwen;Totaal;Suriname;8 jaar;2024;1741
1164;Totaal mannen en vrouwen;Totaal;Suriname;9 jaar;2022;1785
1165;Totaal mannen en vrouwen;Totaal;Suriname;9 jaar;2023;1809
1166;Totaal mannen en vrouwen;Totaal;Suriname;9 jaar;2024;1709
1167;Totaal mannen en vrouwen;Totaal;Suriname;10 jaar;2022;1910
1168;Totaal mannen en vrouwen;Totaal;Suriname;10 jaar;2023;1746
1169;Totaal mannen en vrouwen;Totaal;Suriname;10 jaar;2024;1765
1170;Totaal mannen en vrouwen;Totaal;Suriname;11 jaar;2022;1953
1171;Totaal mannen en vrouwen;Totaal;Suriname;11 jaar;2023;1871
1172;Totaal mannen en vrouwen;Totaal;Suriname;11 jaar;2024;1714
1173;Totaal mannen en vrouwen;Totaal;Suriname;12 jaar;2022;2172
1174;Totaal mannen en vrouwen;Totaal;Suriname;12 jaar;2023;1916
1175;Totaal mannen en vrouwen;Totaal;Suriname;12 jaar;2024;1848
1176;Totaal mannen en vrouwen;Totaal;Suriname;13 jaar;2022;2189
1177;Totaal mannen en vrouwen;Totaal;Suriname;13 jaar;2023;2148
1178;Totaal mannen en vrouwen;Totaal;Suriname;13 jaar;2024;1886
1179;Totaal mannen en vrouwen;Totaal;Suriname;14 jaar;2022;1996
1180;Totaal mannen en vrouwen;Totaal;Suriname;14 jaar;2023;2155
1181;Totaal mannen en vrouwen;Totaal;Suriname;14 jaar;2024;2118
1182;Totaal mannen en vrouwen;Totaal;Suriname;15 jaar;2022;1777
1183;Totaal mannen en vrouwen;Totaal;Suriname;15 jaar;2023;1970
1184;Totaal mannen en vrouwen;Totaal;Suriname;15 jaar;2024;2123
1185;Totaal mannen en vrouwen;Totaal;Suriname;16 jaar;2022;1863
1186;Totaal mannen en vrouwen;Totaal;Suriname;16 jaar;2023;1748
1187;Totaal mannen en vrouwen;Totaal;Suriname;16 jaar;2024;1944
1188;Totaal mannen en vrouwen;Totaal;Suriname;17 jaar;2022;2218
1189;Totaal mannen en vrouwen;Totaal;Suriname;17 jaar;2023;1839
1190;Totaal mannen en vrouwen;Totaal;Suriname;17 jaar;2024;1721
1191;Totaal mannen en vrouwen;Totaal;Suriname;18 jaar;2022;2520
1192;Totaal mannen en vrouwen;Totaal;Suriname;18 jaar;2023;2187
1193;Totaal mannen en vrouwen;Totaal;Suriname;18 jaar;2024;1814
1194;Totaal mannen en vrouwen;Totaal;Suriname;19 jaar;2022;2312
1195;Totaal mannen en vrouwen;Totaal;Suriname;19 jaar;2023;2491
1196;Totaal mannen en vrouwen;Totaal;Suriname;19 jaar;2024;2163
1197;Totaal mannen en vrouwen;Totaal;Suriname;20 jaar;2022;2407
1198;Totaal mannen en vrouwen;Totaal;Suriname;20 jaar;2023;2280
1199;Totaal mannen en vrouwen;Totaal;Suriname;20 jaar;2024;2461
1200;Totaal mannen en vrouwen;Totaal;Suriname;21 jaar;2022;2424
1201;Totaal mannen en vrouwen;Totaal;Suriname;21 jaar;2023;2378
1202;Totaal mannen en vrouwen;Totaal;Suriname;21 jaar;2024;2248
1203;Totaal mannen en vrouwen;Totaal;Suriname;22 jaar;2022;2098
1204;Totaal mannen en vrouwen;Totaal;Suriname;22 jaar;2023;2399
1205;Totaal mannen en vrouwen;Totaal;Suriname;22 jaar;2024;2337
1206;Totaal mannen en vrouwen;Totaal;Suriname;23 jaar;2022;2794
1207;Totaal mannen en vrouwen;Totaal;Suriname;23 jaar;2023;2069
1208;Totaal mannen en vrouwen;Totaal;Suriname;23 jaar;2024;2377
1209;Totaal mannen en vrouwen;Totaal;Suriname;24 jaar;2022;2301
1210;Totaal mannen en vrouwen;Totaal;Suriname;24 jaar;2023;2752
1211;Totaal mannen en vrouwen;Totaal;Suriname;24 jaar;2024;2048
1212;Totaal mannen en vrouwen;Totaal;Suriname;25 jaar;2022;2373
1213;Totaal mannen en vrouwen;Totaal;Suriname;25 jaar;2023;2286
1214;Totaal mannen en vrouwen;Totaal;Suriname;25 jaar;2024;2714
1215;Totaal mannen en vrouwen;Totaal;Suriname;26 jaar;2022;1680
1216;Totaal mannen en vrouwen;Totaal;Suriname;26 jaar;2023;2347
1217;Totaal mannen en vrouwen;Totaal;Suriname;26 jaar;2024;2267
1218;Totaal mannen en vrouwen;Totaal;Suriname;27 jaar;2022;2146
1219;Totaal mannen en vrouwen;Totaal;Suriname;27 jaar;2023;1663
1220;Totaal mannen en vrouwen;Totaal;Suriname;27 jaar;2024;2322
1221;Totaal mannen en vrouwen;Totaal;Suriname;28 jaar;2022;4747
1222;Totaal mannen en vrouwen;Totaal;Suriname;28 jaar;2023;2124
1223;Totaal mannen en vrouwen;Totaal;Suriname;28 jaar;2024;1650
1224;Totaal mannen en vrouwen;Totaal;Suriname;29 jaar;2022;4355
1225;Totaal mannen en vrouwen;Totaal;Suriname;29 jaar;2023;4710
1226;Totaal mannen en vrouwen;Totaal;Suriname;29 jaar;2024;2107
1227;Totaal mannen en vrouwen;Totaal;Suriname;30 jaar;2022;4157
1228;Totaal mannen en vrouwen;Totaal;Suriname;30 jaar;2023;4325
1229;Totaal mannen en vrouwen;Totaal;Suriname;30 jaar;2024;4674
1230;Totaal mannen en vrouwen;Totaal;Suriname;31 jaar;2022;4253
1231;Totaal mannen en vrouwen;Totaal;Suriname;31 jaar;2023;4117
1232;Totaal mannen en vrouwen;Totaal;Suriname;31 jaar;2024;4294
1233;Totaal mannen en vrouwen;Totaal;Suriname;32 jaar;2022;2837
1234;Totaal mannen en vrouwen;Totaal;Suriname;32 jaar;2023;4210
1235;Totaal mannen en vrouwen;Totaal;Suriname;32 jaar;2024;4081
1236;Totaal mannen en vrouwen;Totaal;Suriname;33 jaar;2022;1930
1237;Totaal mannen en vrouwen;Totaal;Suriname;33 jaar;2023;2808
1238;Totaal mannen en vrouwen;Totaal;Suriname;33 jaar;2024;4165
1239;Totaal mannen en vrouwen;Totaal;Suriname;34 jaar;2022;2787
1240;Totaal mannen en vrouwen;Totaal;Suriname;34 jaar;2023;1908
1241;Totaal mannen en vrouwen;Totaal;Suriname;34 jaar;2024;2782
1242;Totaal mannen en vrouwen;Totaal;Suriname;35 jaar;2022;2616
1243;Totaal mannen en vrouwen;Totaal;Suriname;35 jaar;2023;2750
1244;Totaal mannen en vrouwen;Totaal;Suriname;35 jaar;2024;1886
1245;Totaal mannen en vrouwen;Totaal;Suriname;36 jaar;2022;2482
1246;Totaal mannen en vrouwen;Totaal;Suriname;36 jaar;2023;2588
1247;Totaal mannen en vrouwen;Totaal;Suriname;36 jaar;2024;2716
1248;Totaal mannen en vrouwen;Totaal;Suriname;37 jaar;2022;1594
1249;Totaal mannen en vrouwen;Totaal;Suriname;37 jaar;2023;2459
1250;Totaal mannen en vrouwen;Totaal;Suriname;37 jaar;2024;2559
1251;Totaal mannen en vrouwen;Totaal;Suriname;38 jaar;2022;2210
1252;Totaal mannen en vrouwen;Totaal;Suriname;38 jaar;2023;1577
1253;Totaal mannen en vrouwen;Totaal;Suriname;38 jaar;2024;2427
1254;Totaal mannen en vrouwen;Totaal;Suriname;39 jaar;2022;1718
1255;Totaal mannen en vrouwen;Totaal;Suriname;39 jaar;2023;2184
1256;Totaal mannen en vrouwen;Totaal;Suriname;39 jaar;2024;1559
1257;Totaal mannen en vrouwen;Totaal;Suriname;40 jaar;2022;2390
1258;Totaal mannen en vrouwen;Totaal;Suriname;40 jaar;2023;1691
1259;Totaal mannen en vrouwen;Totaal;Suriname;40 jaar;2024;2156
1260;Totaal mannen en vrouwen;Totaal;Suriname;41 jaar;2022;9991
1261;Totaal mannen en vrouwen;Totaal;Suriname;41 jaar;2023;2372
1262;Totaal mannen en vrouwen;Totaal;Suriname;41 jaar;2024;1678
1263;Totaal mannen en vrouwen;Totaal;Suriname;42 jaar;2022;9808
1264;Totaal mannen en vrouwen;Totaal;Suriname;42 jaar;2023;9877
1265;Totaal mannen en vrouwen;Totaal;Suriname;42 jaar;2024;2356
1266;Totaal mannen en vrouwen;Totaal;Suriname;43 jaar;2022;3659
1267;Totaal mannen en vrouwen;Totaal;Suriname;43 jaar;2023;9658
1268;Totaal mannen en vrouwen;Totaal;Suriname;43 jaar;2024;9761
1269;Totaal mannen en vrouwen;Totaal;Suriname;44 jaar;2022;2176
1270;Totaal mannen en vrouwen;Totaal;Suriname;44 jaar;2023;3602
1271;Totaal mannen en vrouwen;Totaal;Suriname;44 jaar;2024;9522
1272;Totaal mannen en vrouwen;Totaal;Suriname;45 jaar;2022;3128
1273;Totaal mannen en vrouwen;Totaal;Suriname;45 jaar;2023;2151
1274;Totaal mannen en vrouwen;Totaal;Suriname;45 jaar;2024;3539
1275;Totaal mannen en vrouwen;Totaal;Suriname;46 jaar;2022;18320
1276;Totaal mannen en vrouwen;Totaal;Suriname;46 jaar;2023;3096
1277;Totaal mannen en vrouwen;Totaal;Suriname;46 jaar;2024;2133
1278;Totaal mannen en vrouwen;Totaal;Suriname;47 jaar;2022;8081
1279;Totaal mannen en vrouwen;Totaal;Suriname;47 jaar;2023;18049
1280;Totaal mannen en vrouwen;Totaal;Suriname;47 jaar;2024;3053
1281;Totaal mannen en vrouwen;Totaal;Suriname;48 jaar;2022;4589
1282;Totaal mannen en vrouwen;Totaal;Suriname;48 jaar;2023;7943
1283;Totaal mannen en vrouwen;Totaal;Suriname;48 jaar;2024;17764
1284;Totaal mannen en vrouwen;Totaal;Suriname;49 jaar;2022;3344
1285;Totaal mannen en vrouwen;Totaal;Suriname;49 jaar;2023;4506
1286;Totaal mannen en vrouwen;Totaal;Suriname;49 jaar;2024;7806
1287;Totaal mannen en vrouwen;Totaal;Suriname;50 jaar;2022;3505
1288;Totaal mannen en vrouwen;Totaal;Suriname;50 jaar;2023;3291
1289;Totaal mannen en vrouwen;Totaal;Suriname;50 jaar;2024;4425
1290;Totaal mannen en vrouwen;Totaal;Suriname;51 jaar;2022;2623
1291;Totaal mannen en vrouwen;Totaal;Suriname;51 jaar;2023;3442
1292;Totaal mannen en vrouwen;Totaal;Suriname;51 jaar;2024;3245
1293;Totaal mannen en vrouwen;Totaal;Suriname;52 jaar;2022;1891
1294;Totaal mannen en vrouwen;Totaal;Suriname;52 jaar;2023;2560
1295;Totaal mannen en vrouwen;Totaal;Suriname;52 jaar;2024;3385
1296;Totaal mannen en vrouwen;Totaal;Suriname;53 jaar;2022;1263
1297;Totaal mannen en vrouwen;Totaal;Suriname;53 jaar;2023;1843
1298;Totaal mannen en vrouwen;Totaal;Suriname;53 jaar;2024;2503
1299;Totaal mannen en vrouwen;Totaal;Suriname;54 jaar;2022;1024
1300;Totaal mannen en vrouwen;Totaal;Suriname;54 jaar;2023;1234
1301;Totaal mannen en vrouwen;Totaal;Suriname;54 jaar;2024;1794
1302;Totaal mannen en vrouwen;Totaal;Suriname;55 jaar;2022;937
1303;Totaal mannen en vrouwen;Totaal;Suriname;55 jaar;2023;1001
1304;Totaal mannen en vrouwen;Totaal;Suriname;55 jaar;2024;1210
1305;Totaal mannen en vrouwen;Totaal;Suriname;56 jaar;2022;708
1306;Totaal mannen en vrouwen;Totaal;Suriname;56 jaar;2023;917
1307;Totaal mannen en vrouwen;Totaal;Suriname;56 jaar;2024;969
1308;Totaal mannen en vrouwen;Totaal;Suriname;57 jaar;2022;448
1309;Totaal mannen en vrouwen;Totaal;Suriname;57 jaar;2023;679
1310;Totaal mannen en vrouwen;Totaal;Suriname;57 jaar;2024;895
1311;Totaal mannen en vrouwen;Totaal;Suriname;58 jaar;2022;455
1312;Totaal mannen en vrouwen;Totaal;Suriname;58 jaar;2023;436
1313;Totaal mannen en vrouwen;Totaal;Suriname;58 jaar;2024;657
1314;Totaal mannen en vrouwen;Totaal;Suriname;59 jaar;2022;355
1315;Totaal mannen en vrouwen;Totaal;Suriname;59 jaar;2023;437
1316;Totaal mannen en vrouwen;Totaal;Suriname;59 jaar;2024;415
1317;Totaal mannen en vrouwen;Totaal;Suriname;60 jaar of meer;2022;1270
1318;Totaal mannen en vrouwen;Totaal;Suriname;60 jaar of meer;2023;1538
1319;Totaal mannen en vrouwen;Totaal;Suriname;60 jaar of meer;2024;1860
1320;Totaal mannen en vrouwen;Totaal;Suriname;Onbekend;2022;71
1321;Totaal mannen en vrouwen;Totaal;Suriname;Onbekend;2023;69
1322;Totaal mannen en vrouwen;Totaal;Suriname;Onbekend;2024;67
1323;Totaal mannen en vrouwen;Totaal;Turkije;Totaal;2022;204953
1324;Totaal mannen en vrouwen;Totaal;Turkije;Totaal;2023;215721
1325;Totaal mannen en vrouwen;Totaal;Turkije;Totaal;2024;225506
1326;Totaal mannen en vrouwen;Totaal;Turkije;Minder dan 1 jaar;2022;9622
1327;Totaal mannen en vrouwen;Totaal;Turkije;Minder dan 1 jaar;2023;14911
1328;Totaal mannen en vrouwen;Totaal;Turkije;Minder dan 1 jaar;2024;14336
1329;Totaal mannen en vrouwen;Totaal;Turkije;1 jaar;2022;6228
1330;Totaal mannen en vrouwen;Totaal;Turkije;1 jaar;2023;8919
1331;Totaal mannen en vrouwen;Totaal;Turkije;1 jaar;2024;13838
1332;Totaal mannen en vrouwen;Totaal;Turkije;2 jaar;2022;7091
1333;Totaal mannen en vrouwen;Totaal;Turkije;2 jaar;2023;5940
1334;Totaal mannen en vrouwen;Totaal;Turkije;2 jaar;2024;8509
1335;Totaal mannen en vrouwen;Totaal;Turkije;3 jaar;2022;5402
1336;Totaal mannen en vrouwen;Totaal;Turkije;3 jaar;2023;6845
1337;Totaal mannen en vrouwen;Totaal;Turkije;3 jaar;2024;5716
1338;Totaal mannen en vrouwen;Totaal;Turkije;4 jaar;2022;4623
1339;Totaal mannen en vrouwen;Totaal;Turkije;4 jaar;2023;5260
1340;Totaal mannen en vrouwen;Totaal;Turkije;4 jaar;2024;6662
1341;Totaal mannen en vrouwen;Totaal;Turkije;5 jaar;2022;3204
1342;Totaal mannen en vrouwen;Totaal;Turkije;5 jaar;2023;4501
1343;Totaal mannen en vrouwen;Totaal;Turkije;5 jaar;2024;5116
1344;Totaal mannen en vrouwen;Totaal;Turkije;6 jaar;2022;2541
1345;Totaal mannen en vrouwen;Totaal;Turkije;6 jaar;2023;3127
1346;Totaal mannen en vrouwen;Totaal;Turkije;6 jaar;2024;4408
1347;Totaal mannen en vrouwen;Totaal;Turkije;7 jaar;2022;2386
1348;Totaal mannen en vrouwen;Totaal;Turkije;7 jaar;2023;2481
1349;Totaal mannen en vrouwen;Totaal;Turkije;7 jaar;2024;3052
1350;Totaal mannen en vrouwen;Totaal;Turkije;8 jaar;2022;2404
1351;Totaal mannen en vrouwen;Totaal;Turkije;8 jaar;2023;2326
1352;Totaal mannen en vrouwen;Totaal;Turkije;8 jaar;2024;2426
1353;Totaal mannen en vrouwen;Totaal;Turkije;9 jaar;2022;2360
1354;Totaal mannen en vrouwen;Totaal;Turkije;9 jaar;2023;2355
1355;Totaal mannen en vrouwen;Totaal;Turkije;9 jaar;2024;2278
1356;Totaal mannen en vrouwen;Totaal;Turkije;10 jaar;2022;2500
1357;Totaal mannen en vrouwen;Totaal;Turkije;10 jaar;2023;2323
1358;Totaal mannen en vrouwen;Totaal;Turkije;10 jaar;2024;2305
1359;Totaal mannen en vrouwen;Totaal;Turkije;11 jaar;2022;2542
1360;Totaal mannen en vrouwen;Totaal;Turkije;11 jaar;2023;2462
