ID;Destination;Periods;ValueAtCurrentPrices_1;ValueAtPricesOf2015_2;VolumeChangesOnPreviousYear_3;PriceIndices_4
2644;78 Employment activities;2007;430.0;430.0;21.5;100.1
2645;78 Employment activities;2008;483.0;482.0;12.1;100.3
2646;78 Employment activities;2009;409.0;409.0;-15.1;100.0
2647;78 Employment activities;2010;248.0;246.0;-39.9;100.8
2648;78 Employment activities;2011;418.0;421.0;71.4;99.2
2649;78 Employment activities;2012;362.0;364.0;-13.6;99.5
2650;78 Employment activities;2013;341.0;344.0;-5.5;99.2
2651;78 Employment activities;2014;345.0;349.0;1.5;98.9
2652;78 Employment activities;2015;357.0;357.0;2.3;100.0
2653;78 Employment activities;2016;441.0;445.0;24.6;99.1
2654;78 Employment activities;2017;477.0;479.0;7.7;99.5
2655;78 Employment activities;2018;507.0;498.0;4.0;101.7
2656;78 Employment activities;2019;546.0;521.0;4.5;104.8
2657;78 Employment activities;2020;545.0;507.0;-2.7;107.6
2658;78 Employment activities;2021;588.0;536.0;5.9;109.6
2659;78 Employment activities;2022;;;;
2660;79 Travel agencies, tour operators etc;1995;52.0;34.0;;154.4
2661;79 Travel agencies, tour operators etc;1996;56.0;40.0;17.3;141.8
2662;79 Travel agencies, tour operators etc;1997;72.0;53.0;33.9;136.1
2663;79 Travel agencies, tour operators etc;1998;74.0;59.0;11.1;125.9
2664;79 Travel agencies, tour operators etc;1999;85.0;70.0;18.9;121.6
2665;79 Travel agencies, tour operators etc;2000;84.0;72.0;3.5;116.1
2666;79 Travel agencies, tour operators etc;2001;93.0;83.0;14.3;112.4
2667;79 Travel agencies, tour operators etc;2002;93.0;84.0;2.2;110.1
2668;79 Travel agencies, tour operators etc;2003;90.0;84.0;-1.1;107.7
2669;79 Travel agencies, tour operators etc;2004;104.0;98.0;17.8;105.6
2670;79 Travel agencies, tour operators etc;2005;120.0;115.0;16.3;104.8
2671;79 Travel agencies, tour operators etc;2006;144.0;139.0;21.7;103.3
2672;79 Travel agencies, tour operators etc;2007;170.0;161.0;15.3;105.8
2673;79 Travel agencies, tour operators etc;2008;128.0;124.0;-22.9;103.4
2674;79 Travel agencies, tour operators etc;2009;131.0;127.0;2.3;103.4
2675;79 Travel agencies, tour operators etc;2010;126.0;124.0;-2.3;101.8
2676;79 Travel agencies, tour operators etc;2011;150.0;148.0;19.8;101.1
2677;79 Travel agencies, tour operators etc;2012;156.0;156.0;5.3;99.8
2678;79 Travel agencies, tour operators etc;2013;166.0;166.0;6.4;99.8
2679;79 Travel agencies, tour operators etc;2014;187.0;188.0;13.3;99.3
2680;79 Travel agencies, tour operators etc;2015;285.0;285.0;51.3;100.0
2681;79 Travel agencies, tour operators etc;2016;330.0;334.0;17.2;98.8
2682;79 Travel agencies, tour operators etc;2017;363.0;365.0;9.4;99.3
2683;79 Travel agencies, tour operators etc;2018;460.0;452.0;23.7;101.8
2684;79 Travel agencies, tour operators etc;2019;487.0;471.0;4.1;103.5
2685;79 Travel agencies, tour operators etc;2020;459.0;435.0;-7.6;105.6
2686;79 Travel agencies, tour operators etc;2021;427.0;398.0;-8.5;107.3
2687;79 Travel agencies, tour operators etc;2022;;;;
2688;80-82 Security, other business services;1995;269.0;270.0;;99.8
2689;80-82 Security, other business services;1996;297.0;302.0;11.9;98.5
2690;80-82 Security, other business services;1997;348.0;358.0;18.5;97.3
2691;80-82 Security, other business services;1998;419.0;436.0;21.8;96.2
2692;80-82 Security, other business services;1999;421.0;448.0;2.9;94.0
2693;80-82 Security, other business services;2000;447.0;468.0;4.5;95.5
2694;80-82 Security, other business services;2001;500.0;519.0;10.7;96.4
2695;80-82 Security, other business services;2002;468.0;488.0;-5.8;95.8
2696;80-82 Security, other business services;2003;459.0;482.0;-1.3;95.2
2697;80-82 Security, other business services;2004;470.0;489.0;1.3;96.2
2698;80-82 Security, other business services;2005;492.0;511.0;4.7;96.2
2699;80-82 Security, other business services;2006;506.0;520.0;1.6;97.4
2700;80-82 Security, other business services;2007;568.0;582.0;12.1;97.5
2701;80-82 Security, other business services;2008;625.0;637.0;9.3;98.2
2702;80-82 Security, other business services;2009;729.0;742.0;16.5;98.3
2703;80-82 Security, other business services;2010;571.0;579.0;-21.9;98.6
2704;80-82 Security, other business services;2011;658.0;672.0;16.1;97.9
2705;80-82 Security, other business services;2012;661.0;670.0;-0.3;98.6
2706;80-82 Security, other business services;2013;718.0;726.0;8.3;98.9
2707;80-82 Security, other business services;2014;655.0;658.0;-9.3;99.5
2708;80-82 Security, other business services;2015;632.0;632.0;-4.0;100.0
2709;80-82 Security, other business services;2016;772.0;766.0;21.2;100.8
2710;80-82 Security, other business services;2017;869.0;860.0;12.3;101.0
2711;80-82 Security, other business services;2018;894.0;863.0;0.3;103.6
2712;80-82 Security, other business services;2019;929.0;876.0;1.5;106.1
2713;80-82 Security, other business services;2020;1031.0;960.0;9.6;107.4
2714;80-82 Security, other business services;2021;1118.0;1019.0;6.2;109.7
2715;80-82 Security, other business services;2022;;;;
2716;80 Security and investigation;1995;;;;
2717;80 Security and investigation;1996;;;;
2718;80 Security and investigation;1997;;;;
2719;80 Security and investigation;1998;;;;
2720;80 Security and investigation;1999;;;;
2721;80 Security and investigation;2000;;;;
2722;80 Security and investigation;2001;;;;
2723;80 Security and investigation;2002;;;;
2724;80 Security and investigation;2003;;;;
2725;80 Security and investigation;2004;;;;
2726;80 Security and investigation;2005;;;;
2727;80 Security and investigation;2006;;;;
2728;80 Security and investigation;2007;;;;
2729;80 Security and investigation;2008;;;;
2730;80 Security and investigation;2009;;;;
2731;80 Security and investigation;2010;;;;
2732;80 Security and investigation;2011;;;;
2733;80 Security and investigation;2012;;;;
2734;80 Security and investigation;2013;;;;
2735;80 Security and investigation;2014;;;;
2736;80 Security and investigation;2015;50.0;50.0;;100.0
2737;80 Security and investigation;2016;70.0;70.0;40.0;100.0
2738;80 Security and investigation;2017;71.0;71.0;1.4;100.0
2739;80 Security and investigation;2018;67.0;64.0;-9.9;104.7
2740;80 Security and investigation;2019;93.0;86.0;34.3;108.2
2741;80 Security and investigation;2020;72.0;67.0;-22.6;108.2
2742;80 Security and investigation;2021;80.0;73.0;9.7;109.5
2743;80 Security and investigation;2022;;;;
2744;81 Cleaning activities, gardening etc.;1995;;;;
2745;81 Cleaning activities, gardening etc.;1996;;;;
2746;81 Cleaning activities, gardening etc.;1997;;;;
2747;81 Cleaning activities, gardening etc.;1998;;;;
2748;81 Cleaning activities, gardening etc.;1999;;;;
2749;81 Cleaning activities, gardening etc.;2000;;;;
2750;81 Cleaning activities, gardening etc.;2001;;;;
2751;81 Cleaning activities, gardening etc.;2002;;;;
2752;81 Cleaning activities, gardening etc.;2003;;;;
2753;81 Cleaning activities, gardening etc.;2004;;;;
2754;81 Cleaning activities, gardening etc.;2005;;;;
2755;81 Cleaning activities, gardening etc.;2006;;;;
2756;81 Cleaning activities, gardening etc.;2007;;;;
2757;81 Cleaning activities, gardening etc.;2008;;;;
2758;81 Cleaning activities, gardening etc.;2009;;;;
2759;81 Cleaning activities, gardening etc.;2010;;;;
2760;81 Cleaning activities, gardening etc.;2011;;;;
2761;81 Cleaning activities, gardening etc.;2012;;;;
2762;81 Cleaning activities, gardening etc.;2013;;;;
2763;81 Cleaning activities, gardening etc.;2014;;;;
2764;81 Cleaning activities, gardening etc.;2015;302.0;302.0;;100.0
2765;81 Cleaning activities, gardening etc.;2016;341.0;338.0;11.9;100.9
2766;81 Cleaning activities, gardening etc.;2017;358.0;356.0;5.3;100.6
2767;81 Cleaning activities, gardening etc.;2018;410.0;400.0;12.3;102.6
2768;81 Cleaning activities, gardening etc.;2019;396.0;375.0;-6.1;105.5
2769;81 Cleaning activities, gardening etc.;2020;488.0;457.0;21.7;106.9
2770;81 Cleaning activities, gardening etc.;2021;557.0;508.0;11.3;109.6
2771;81 Cleaning activities, gardening etc.;2022;;;;
2772;82 Other business services;1995;;;;
2773;82 Other business services;1996;;;;
2774;82 Other business services;1997;;;;
2775;82 Other business services;1998;;;;
2776;82 Other business services;1999;;;;
2777;82 Other business services;2000;;;;
2778;82 Other business services;2001;;;;
2779;82 Other business services;2002;;;;
2780;82 Other business services;2003;;;;
2781;82 Other business services;2004;;;;
2782;82 Other business services;2005;;;;
2783;82 Other business services;2006;;;;
2784;82 Other business services;2007;;;;
2785;82 Other business services;2008;;;;
2786;82 Other business services;2009;;;;
2787;82 Other business services;2010;;;;
2788;82 Other business services;2011;;;;
2789;82 Other business services;2012;;;;
2790;82 Other business services;2013;;;;
2791;82 Other business services;2014;;;;
2792;82 Other business services;2015;280.0;280.0;;100.0
2793;82 Other business services;2016;361.0;358.0;27.9;100.8
2794;82 Other business services;2017;440.0;433.0;21.1;101.5
2795;82 Other business services;2018;417.0;400.0;-7.7;104.3
2796;82 Other business services;2019;440.0;414.0;3.6;106.2
2797;82 Other business services;2020;471.0;437.0;5.5;107.8
2798;82 Other business services;2021;481.0;439.0;0.4;109.6
2799;82 Other business services;2022;;;;
2800;O-Q Government and care;1995;13450.0;17762.0;;75.7
2801;O-Q Government and care;1996;14353.0;18815.0;5.9;76.3
2802;O-Q Government and care;1997;14414.0;18848.0;0.2;76.5
2803;O-Q Government and care;1998;15211.0;19787.0;5.0;76.9
2804;O-Q Government and care;1999;17028.0;21913.0;10.7;77.7
2805;O-Q Government and care;2000;18346.0;22914.0;4.6;80.1
2806;O-Q Government and care;2001;19989.0;24107.0;5.2;82.9
2807;O-Q Government and care;2002;21975.0;25846.0;7.2;85.0
2808;O-Q Government and care;2003;24324.0;28123.0;8.8;86.5
2809;O-Q Government and care;2004;24122.0;27667.0;-1.6;87.2
2810;O-Q Government and care;2005;24799.0;28158.0;1.8;88.1
2811;O-Q Government and care;2006;27065.0;30130.0;7.0;89.8
2812;O-Q Government and care;2007;28529.0;31061.0;3.1;91.8
2813;O-Q Government and care;2008;30717.0;32599.0;5.0;94.2
2814;O-Q Government and care;2009;32073.0;33717.0;3.4;95.1
2815;O-Q Government and care;2010;32207.0;33016.0;-2.1;97.6
2816;O-Q Government and care;2011;31592.0;32218.0;-2.4;98.1
2817;O-Q Government and care;2012;29994.0;30450.0;-5.5;98.5
2818;O-Q Government and care;2013;29412.0;29411.0;-3.4;100.0
2819;O-Q Government and care;2014;27550.0;27490.0;-6.5;100.2
2820;O-Q Government and care;2015;29426.0;29426.0;7.0;100.0
2821;O-Q Government and care;2016;29408.0;29494.0;0.2;99.7
2822;O-Q Government and care;2017;30169.0;29951.0;1.6;100.7
2823;O-Q Government and care;2018;31442.0;30599.0;2.2;102.8
2824;O-Q Government and care;2019;32625.0;31067.0;1.5;105.0
2825;O-Q Government and care;2020;34369.0;32229.0;3.7;106.6
2826;O-Q Government and care;2021;35657.0;32473.0;0.8;109.8
2827;O-Q Government and care;2022;36942.0;31622.0;-2.6;116.8
2828;O Public administration and services;1995;8429.0;11542.0;;73.0
2829;O Public administration and services;1996;9357.0;12704.0;10.1;73.7
2830;O Public administration and services;1997;9272.0;12560.0;-1.1;73.8
2831;O Public administration and services;1998;9880.0;13272.0;5.7;74.4
2832;O Public administration and services;1999;11137.0;14720.0;10.9;75.7
2833;O Public administration and services;2000;11926.0;15244.0;3.6;78.2
2834;O Public administration and services;2001;13130.0;16195.0;6.2;81.1
2835;O Public administration and services;2002;14594.0;17518.0;8.2;83.3
2836;O Public administration and services;2003;15636.0;18354.0;4.8;85.2
2837;O Public administration and services;2004;14863.0;17318.0;-5.6;85.8
2838;O Public administration and services;2005;15468.0;17829.0;2.9;86.8
2839;O Public administration and services;2006;16937.0;19089.0;7.1;88.7
2840;O Public administration and services;2007;17690.0;19406.0;1.7;91.2
2841;O Public administration and services;2008;19430.0;20631.0;6.3;94.2
2842;O Public administration and services;2009;20298.0;21426.0;3.9;94.7
2843;O Public administration and services;2010;20206.0;20742.0;-3.2;97.4
2844;O Public administration and services;2011;19666.0;19998.0;-3.6;98.3
2845;O Public administration and services;2012;18121.0;18309.0;-8.4;99.0
2846;O Public administration and services;2013;17463.0;17387.0;-5.0;100.4
2847;O Public administration and services;2014;16066.0;15987.0;-8.1;100.5
2848;O Public administration and services;2015;16866.0;16866.0;5.5;100.0
2849;O Public administration and services;2016;16939.0;17004.0;0.8;99.6
2850;O Public administration and services;2017;17809.0;17615.0;3.6;101.1
2851;O Public administration and services;2018;18726.0;18118.0;2.9;103.4
2852;O Public administration and services;2019;18989.0;17947.0;-0.9;105.8
2853;O Public administration and services;2020;20270.0;18929.0;5.5;107.1
2854;O Public administration and services;2021;20686.0;18745.0;-1.0;110.4
2855;O Public administration and services;2022;;;;
2856;84 Public administration and services;1995;8429.0;11542.0;;73.0
2857;84 Public administration and services;1996;9357.0;12704.0;10.1;73.7
2858;84 Public administration and services;1997;9272.0;12560.0;-1.1;73.8
2859;84 Public administration and services;1998;9880.0;13272.0;5.7;74.4
2860;84 Public administration and services;1999;11137.0;14720.0;10.9;75.7
2861;84 Public administration and services;2000;11926.0;15244.0;3.6;78.2
2862;84 Public administration and services;2001;13130.0;16195.0;6.2;81.1
2863;84 Public administration and services;2002;14594.0;17518.0;8.2;83.3
2864;84 Public administration and services;2003;15636.0;18354.0;4.8;85.2
2865;84 Public administration and services;2004;14863.0;17318.0;-5.6;85.8
2866;84 Public administration and services;2005;15468.0;17829.0;2.9;86.8
2867;84 Public administration and services;2006;16937.0;19089.0;7.1;88.7
2868;84 Public administration and services;2007;17690.0;19406.0;1.7;91.2
2869;84 Public administration and services;2008;19430.0;20631.0;6.3;94.2
2870;84 Public administration and services;2009;20298.0;21426.0;3.9;94.7
2871;84 Public administration and services;2010;20206.0;20742.0;-3.2;97.4
2872;84 Public administration and services;2011;19666.0;19998.0;-3.6;98.3
2873;84 Public administration and services;2012;18121.0;18309.0;-8.4;99.0
2874;84 Public administration and services;2013;17463.0;17387.0;-5.0;100.4
2875;84 Public administration and services;2014;16066.0;15987.0;-8.1;100.5
2876;84 Public administration and services;2015;16866.0;16866.0;5.5;100.0
2877;84 Public administration and services;2016;16939.0;17004.0;0.8;99.6
2878;84 Public administration and services;2017;17809.0;17615.0;3.6;101.1
2879;84 Public administration and services;2018;18726.0;18118.0;2.9;103.4
2880;84 Public administration and services;2019;18989.0;17947.0;-0.9;105.8
2881;84 Public administration and services;2020;20270.0;18929.0;5.5;107.1
2882;84 Public administration and services;2021;20686.0;18745.0;-1.0;110.4
2883;84 Public administration and services;2022;;;;
2884;P Education;1995;2870.0;3677.0;;78.0
2885;P Education;1996;2861.0;3630.0;-1.3;78.8
2886;P Education;1997;3041.0;3872.0;6.7;78.5
2887;P Education;1998;3047.0;3884.0;0.3;78.5
2888;P Education;1999;3303.0;4194.0;8.0;78.7
2889;P Education;2000;3544.0;4393.0;4.7;80.7
2890;P Education;2001;3865.0;4606.0;4.9;83.9
2891;P Education;2002;4334.0;5056.0;9.8;85.7
2892;P Education;2003;4562.0;5253.0;3.9;86.8
2893;P Education;2004;4530.0;5173.0;-1.5;87.6
2894;P Education;2005;4688.0;5316.0;2.8;88.2
2895;P Education;2006;5272.0;5896.0;10.9;89.4
2896;P Education;2007;5574.0;6135.0;4.1;90.8
2897;P Education;2008;5849.0;6321.0;3.0;92.5
2898;P Education;2009;5787.0;6138.0;-2.9;94.3
2899;P Education;2010;5527.0;5719.0;-6.8;96.6
2900;P Education;2011;5670.0;5846.0;2.2;97.0
2901;P Education;2012;5549.0;5686.0;-2.7;97.6
2902;P Education;2013;5575.0;5637.0;-0.9;98.9
2903;P Education;2014;5957.0;5985.0;6.2;99.5
2904;P Education;2015;6234.0;6234.0;4.2;100.0
2905;P Education;2016;6013.0;5992.0;-3.9;100.4
2906;P Education;2017;6155.0;6089.0;1.6;101.1
2907;P Education;2018;6346.0;6170.0;1.3;102.9
2908;P Education;2019;6645.0;6343.0;2.8;104.8
2909;P Education;2020;7055.0;6577.0;3.7;107.3
2910;P Education;2021;7535.0;6778.0;3.1;111.2
2911;P Education;2022;;;;
2912;85 Education;1995;2870.0;3677.0;;78.0
2913;85 Education;1996;2861.0;3630.0;-1.3;78.8
2914;85 Education;1997;3041.0;3872.0;6.7;78.5
2915;85 Education;1998;3047.0;3884.0;0.3;78.5
2916;85 Education;1999;3303.0;4194.0;8.0;78.7
2917;85 Education;2000;3544.0;4393.0;4.7;80.7
2918;85 Education;2001;3865.0;4606.0;4.9;83.9
2919;85 Education;2002;4334.0;5056.0;9.8;85.7
2920;85 Education;2003;4562.0;5253.0;3.9;86.8
2921;85 Education;2004;4530.0;5173.0;-1.5;87.6
2922;85 Education;2005;4688.0;5316.0;2.8;88.2
2923;85 Education;2006;5272.0;5896.0;10.9;89.4
2924;85 Education;2007;5574.0;6135.0;4.1;90.8
2925;85 Education;2008;5849.0;6321.0;3.0;92.5
2926;85 Education;2009;5787.0;6138.0;-2.9;94.3
2927;85 Education;2010;5527.0;5719.0;-6.8;96.6
2928;85 Education;2011;5670.0;5846.0;2.2;97.0
2929;85 Education;2012;5549.0;5686.0;-2.7;97.6
2930;85 Education;2013;5575.0;5637.0;-0.9;98.9
2931;85 Education;2014;5957.0;5985.0;6.2;99.5
2932;85 Education;2015;6234.0;6234.0;4.2;100.0
2933;85 Education;2016;6013.0;5992.0;-3.9;100.4
2934;85 Education;2017;6155.0;6089.0;1.6;101.1
2935;85 Education;2018;6346.0;6170.0;1.3;102.9
2936;85 Education;2019;6645.0;6343.0;2.8;104.8
2937;85 Education;2020;7055.0;6577.0;3.7;107.3
2938;85 Education;2021;7535.0;6778.0;3.1;111.2
2939;85 Education;2022;;;;
2940;Q Health and social work activities;1995;2151.0;2567.0;;83.8
2941;Q Health and social work activities;1996;2135.0;2552.0;-0.6;83.7
2942;Q Health and social work activities;1997;2101.0;2480.0;-2.8;84.7
2943;Q Health and social work activities;1998;2284.0;2696.0;8.7;84.7
2944;Q Health and social work activities;1999;2588.0;3065.0;13.7;84.4
2945;Q Health and social work activities;2000;2876.0;3332.0;8.7;86.3
2946;Q Health and social work activities;2001;2994.0;3377.0;1.4;88.6
2947;Q Health and social work activities;2002;3047.0;3367.0;-0.3;90.5
2948;Q Health and social work activities;2003;4126.0;4551.0;35.1;90.7
2949;Q Health and social work activities;2004;4729.0;5166.0;13.5;91.5
2950;Q Health and social work activities;2005;4643.0;5019.0;-2.9;92.5
2951;Q Health and social work activities;2006;4856.0;5161.0;2.8;94.1
2952;Q Health and social work activities;2007;5265.0;5523.0;7.0;95.3
2953;Q Health and social work activities;2008;5438.0;5657.0;2.4;96.1
2954;Q Health and social work activities;2009;5988.0;6150.0;8.7;97.4
2955;Q Health and social work activities;2010;6474.0;6536.0;6.3;99.0
2956;Q Health and social work activities;2011;6256.0;6359.0;-2.7;98.4
2957;Q Health and social work activities;2012;6324.0;6442.0;1.3;98.2
2958;Q Health and social work activities;2013;6374.0;6378.0;-1.0;99.9
2959;Q Health and social work activities;2014;5527.0;5518.0;-13.5;100.2
2960;Q Health and social work activities;2015;6326.0;6326.0;14.6;100.0
2961;Q Health and social work activities;2016;6456.0;6498.0;2.7;99.4
2962;Q Health and social work activities;2017;6205.0;6246.0;-3.9;99.3
2963;Q Health and social work activities;2018;6370.0;6309.0;1.0;101.0
2964;Q Health and social work activities;2019;6991.0;6784.0;7.5;103.0
2965;Q Health and social work activities;2020;7044.0;6722.0;-0.9;104.8
2966;Q Health and social work activities;2021;7436.0;6952.0;3.4;107.0
2967;Q Health and social work activities;2022;;;;
2968;86 Human health activities;1995;1099.0;1304.0;;84.3
2969;86 Human health activities;1996;1110.0;1315.0;0.8;84.4
2970;86 Human health activities;1997;1110.0;1314.0;-0.1;84.5
2971;86 Human health activities;1998;1243.0;1470.0;11.9;84.6
2972;86 Human health activities;1999;1391.0;1644.0;11.8;84.6
2973;86 Human health activities;2000;1566.0;1808.0;10.0;86.6
2974;86 Human health activities;2001;1670.0;1884.0;4.2;88.6
2975;86 Human health activities;2002;1752.0;1928.0;2.3;90.9
2976;86 Human health activities;2003;2303.0;2543.0;31.9;90.6
2977;86 Human health activities;2004;2594.0;2845.0;11.9;91.2
2978;86 Human health activities;2005;2611.0;2834.0;-0.4;92.1
2979;86 Human health activities;2006;2762.0;2958.0;4.4;93.4
2980;86 Human health activities;2007;3015.0;3178.0;7.5;94.9
2981;86 Human health activities;2008;3114.0;3256.0;2.5;95.6
2982;86 Human health activities;2009;3405.0;3519.0;8.1;96.8
2983;86 Human health activities;2010;3653.0;3730.0;6.0;97.9
2984;86 Human health activities;2011;3588.0;3681.0;-1.3;97.5
2985;86 Human health activities;2012;3666.0;3763.0;2.2;97.4
2986;86 Human health activities;2013;3744.0;3768.0;0.1;99.4
2987;86 Human health activities;2014;3307.0;3319.0;-11.9;99.6
2988;86 Human health activities;2015;3923.0;3923.0;18.2;100.0
2989;86 Human health activities;2016;4069.0;4084.0;4.1;99.6
2990;86 Human health activities;2017;3848.0;3860.0;-5.5;99.7
2991;86 Human health activities;2018;3987.0;3932.0;1.9;101.4
2992;86 Human health activities;2019;4266.0;4118.0;4.7;103.6
2993;86 Human health activities;2020;4364.0;4141.0;0.6;105.4
2994;86 Human health activities;2021;4537.0;4214.0;1.8;107.7
2995;86 Human health activities;2022;;;;
2996;87-88 Care and social work;1995;1052.0;1261.0;;83.4
2997;87-88 Care and social work;1996;1025.0;1235.0;-2.1;83.0
2998;87-88 Care and social work;1997;991.0;1164.0;-5.8;85.2
2999;87-88 Care and social work;1998;1041.0;1223.0;5.1;85.1
3000;87-88 Care and social work;1999;1197.0;1417.0;15.9;84.4
3001;87-88 Care and social work;2000;1310.0;1520.0;7.3;86.2
3002;87-88 Care and social work;2001;1324.0;1489.0;-2.1;88.9
3003;87-88 Care and social work;2002;1295.0;1435.0;-3.6;90.2
3004;87-88 Care and social work;2003;1823.0;2003.0;39.5;91.0
3005;87-88 Care and social work;2004;2135.0;2316.0;15.6;92.2
3006;87-88 Care and social work;2005;2032.0;2180.0;-5.9;93.2
3007;87-88 Care and social work;2006;2094.0;2199.0;0.9;95.2
3008;87-88 Care and social work;2007;2250.0;2340.0;6.4;96.2
3009;87-88 Care and social work;2008;2324.0;2396.0;2.4;97.0
3010;87-88 Care and social work;2009;2583.0;2626.0;9.6;98.4
3011;87-88 Care and social work;2010;2821.0;2800.0;6.6;100.7
3012;87-88 Care and social work;2011;2668.0;2673.0;-4.5;99.8
3013;87-88 Care and social work;2012;2658.0;2676.0;0.1;99.3
3014;87-88 Care and social work;2013;2630.0;2608.0;-2.6;100.9
3015;87-88 Care and social work;2014;2220.0;2198.0;-15.7;101.0
3016;87-88 Care and social work;2015;2403.0;2403.0;9.3;100.0
3017;87-88 Care and social work;2016;2387.0;2414.0;0.5;98.9
3018;87-88 Care and social work;2017;2357.0;2387.0;-1.1;98.8
3019;87-88 Care and social work;2018;2383.0;2377.0;-0.4;100.3
3020;87-88 Care and social work;2019;2725.0;2668.0;12.3;102.1
3021;87-88 Care and social work;2020;2680.0;2582.0;-3.2;103.8
3022;87-88 Care and social work;2021;2899.0;2740.0;6.1;105.8
3023;87-88 Care and social work;2022;;;;
3024;R-U Culture, recreation, other services;1995;852.0;938.0;;90.8
3025;R-U Culture, recreation, other services;1996;868.0;972.0;3.6;89.3
3026;R-U Culture, recreation, other services;1997;1027.0;1152.0;18.5;89.1
3027;R-U Culture, recreation, other services;1998;1073.0;1223.0;6.1;87.7
3028;R-U Culture, recreation, other services;1999;1221.0;1411.0;15.4;86.5
3029;R-U Culture, recreation, other services;2000;1270.0;1431.0;1.4;88.8
3030;R-U Culture, recreation, other services;2001;1295.0;1446.0;1.1;89.5
3031;R-U Culture, recreation, other services;2002;1363.0;1502.0;3.9;90.7
3032;R-U Culture, recreation, other services;2003;1294.0;1426.0;-5.1;90.7
3033;R-U Culture, recreation, other services;2004;1455.0;1593.0;11.7;91.4
3034;R-U Culture, recreation, other services;2005;1516.0;1661.0;4.3;91.3
3035;R-U Culture, recreation, other services;2006;1635.0;1778.0;7.1;92.0
3036;R-U Culture, recreation, other services;2007;1673.0;1784.0;0.4;93.8
3037;R-U Culture, recreation, other services;2008;1789.0;1884.0;5.6;94.9
3038;R-U Culture, recreation, other services;2009;1542.0;1605.0;-14.8;96.1
3039;R-U Culture, recreation, other services;2010;1560.0;1610.0;0.3;96.9
3040;R-U Culture, recreation, other services;2011;1601.0;1647.0;2.3;97.2
3041;R-U Culture, recreation, other services;2012;1555.0;1590.0;-3.4;97.8
3042;R-U Culture, recreation, other services;2013;1664.0;1690.0;6.3;98.4
3043;R-U Culture, recreation, other services;2014;1741.0;1754.0;3.8;99.2
3044;R-U Culture, recreation, other services;2015;1717.0;1717.0;-2.1;100.0
3045;R-U Culture, recreation, other services;2016;2030.0;2033.0;18.4;99.9
3046;R-U Culture, recreation, other services;2017;2134.0;2134.0;5.0;100.0
3047;R-U Culture, recreation, other services;2018;2136.0;2093.0;-1.9;102.0
3048;R-U Culture, recreation, other services;2019;2254.0;2176.0;4.0;103.6
3049;R-U Culture, recreation, other services;2020;1968.0;1869.0;-14.1;105.3
3050;R-U Culture, recreation, other services;2021;2085.0;1941.0;3.8;107.4
3051;R-U Culture, recreation, other services;2022;2369.0;2122.0;9.4;111.6
3052;R Culture, sports and recreation;1995;441.0;426.0;;103.5
3053;R Culture, sports and recreation;1996;469.0;472.0;10.9;99.3
3054;R Culture, sports and recreation;1997;554.0;566.0;19.8;97.9
3055;R Culture, sports and recreation;1998;616.0;652.0;15.2;94.5
3056;R Culture, sports and recreation;1999;656.0;712.0;9.3;92.1
3057;R Culture, sports and recreation;2000;694.0;734.0;3.0;94.5
3058;R Culture, sports and recreation;2001;728.0;773.0;5.3;94.2
3059;R Culture, sports and recreation;2002;726.0;760.0;-1.6;95.5
3060;R Culture, sports and recreation;2003;684.0;725.0;-4.7;94.4
3061;R Culture, sports and recreation;2004;783.0;829.0;14.3;94.5
3062;R Culture, sports and recreation;2005;732.0;781.0;-5.7;93.7
3063;R Culture, sports and recreation;2006;802.0;854.0;9.3;94.0
3064;R Culture, sports and recreation;2007;859.0;899.0;5.4;95.5
3065;R Culture, sports and recreation;2008;879.0;915.0;1.7;96.1
3066;R Culture, sports and recreation;2009;817.0;842.0;-8.0;97.0
3067;R Culture, sports and recreation;2010;864.0;882.0;4.8;97.9
3068;R Culture, sports and recreation;2011;882.0;899.0;1.9;98.1
3069;R Culture, sports and recreation;2012;887.0;903.0;0.5;98.2
3070;R Culture, sports and recreation;2013;911.0;922.0;2.1;98.8
3071;R Culture, sports and recreation;2014;988.0;991.0;7.5;99.7
3072;R Culture, sports and recreation;2015;990.0;990.0;-0.1;100.0
3073;R Culture, sports and recreation;2016;1252.0;1257.0;27.0;99.6
3074;R Culture, sports and recreation;2017;1291.0;1298.0;3.3;99.4
3075;R Culture, sports and recreation;2018;1305.0;1298.0;0.0;100.5
3076;R Culture, sports and recreation;2019;1371.0;1347.0;3.8;101.8
3077;R Culture, sports and recreation;2020;1046.0;1021.0;-24.2;102.5
3078;R Culture, sports and recreation;2021;1080.0;1040.0;1.9;103.8
3079;R Culture, sports and recreation;2022;;;;
3080;90-92 Arts, culture and lotteries;1995;285.0;293.0;;97.3
3081;90-92 Arts, culture and lotteries;1996;305.0;325.0;10.9;93.9
3082;90-92 Arts, culture and lotteries;1997;362.0;392.0;20.7;92.4
3083;90-92 Arts, culture and lotteries;1998;407.0;450.0;14.9;90.4
3084;90-92 Arts, culture and lotteries;1999;423.0;483.0;7.4;87.5
3085;90-92 Arts, culture and lotteries;2000;453.0;498.0;3.1;90.9
3086;90-92 Arts, culture and lotteries;2001;491.0;539.0;8.2;91.1
3087;90-92 Arts, culture and lotteries;2002;493.0;531.0;-1.4;92.8
3088;90-92 Arts, culture and lotteries;2003;470.0;506.0;-4.7;92.8
