ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
1752;1 or more employed persons;422 Construction of utility projects;2017 February;92.4;-1.5
1753;1 or more employed persons;422 Construction of utility projects;2017 March;111.9;2.3
1754;1 or more employed persons;422 Construction of utility projects;2017 1st quarter;89.3;-2.7
1755;1 or more employed persons;422 Construction of utility projects;2017 April;96.6;-12.5
1756;1 or more employed persons;422 Construction of utility projects;2017 May;109.5;5.5
1757;1 or more employed persons;422 Construction of utility projects;2017 June;124.7;-0.1
1758;1 or more employed persons;422 Construction of utility projects;2017 2nd quarter;110.3;-2.4
1759;1 or more employed persons;422 Construction of utility projects;2017 July;110.4;-1.2
1760;1 or more employed persons;422 Construction of utility projects;2017 August;80.0;0.6
1761;1 or more employed persons;422 Construction of utility projects;2017 September;117.5;-2.2
1762;1 or more employed persons;422 Construction of utility projects;2017 3rd quarter;102.6;-1.1
1763;1 or more employed persons;422 Construction of utility projects;2017 October;131.6;9.3
1764;1 or more employed persons;422 Construction of utility projects;2017 November;134.0;6.9
1765;1 or more employed persons;422 Construction of utility projects;2017 December;156.3;-2.0
1766;1 or more employed persons;422 Construction of utility projects;2017 4th quarter;140.6;4.1
1767;1 or more employed persons;422 Construction of utility projects;2017;110.7;-0.2
1768;1 or more employed persons;429 Other civil engineering;2005 January;35.2;9.6
1769;1 or more employed persons;429 Other civil engineering;2005 February;59.7;3.3
1770;1 or more employed persons;429 Other civil engineering;2005 March;103.7;-0.1
1771;1 or more employed persons;429 Other civil engineering;2005 1st quarter;66.2;2.5
1772;1 or more employed persons;429 Other civil engineering;2005 April;76.3;9.8
1773;1 or more employed persons;429 Other civil engineering;2005 May;68.3;6.5
1774;1 or more employed persons;429 Other civil engineering;2005 June;69.2;15.0
1775;1 or more employed persons;429 Other civil engineering;2005 2nd quarter;71.3;10.3
1776;1 or more employed persons;429 Other civil engineering;2005 July;68.9;17.0
1777;1 or more employed persons;429 Other civil engineering;2005 August;32.1;21.6
1778;1 or more employed persons;429 Other civil engineering;2005 September;83.2;7.8
1779;1 or more employed persons;429 Other civil engineering;2005 3rd quarter;61.4;13.4
1780;1 or more employed persons;429 Other civil engineering;2005 October;84.1;4.9
1781;1 or more employed persons;429 Other civil engineering;2005 November;83.6;10.1
1782;1 or more employed persons;429 Other civil engineering;2005 December;78.1;-1.7
1783;1 or more employed persons;429 Other civil engineering;2005 4th quarter;81.9;4.4
1784;1 or more employed persons;429 Other civil engineering;2005;70.2;7.2
1785;1 or more employed persons;429 Other civil engineering;2006 January;32.4;-7.8
1786;1 or more employed persons;429 Other civil engineering;2006 February;63.5;6.5
1787;1 or more employed persons;429 Other civil engineering;2006 March;120.4;16.2
1788;1 or more employed persons;429 Other civil engineering;2006 1st quarter;72.1;9.0
1789;1 or more employed persons;429 Other civil engineering;2006 April;76.2;-0.1
1790;1 or more employed persons;429 Other civil engineering;2006 May;82.2;20.3
1791;1 or more employed persons;429 Other civil engineering;2006 June;73.7;6.4
1792;1 or more employed persons;429 Other civil engineering;2006 2nd quarter;77.3;8.5
1793;1 or more employed persons;429 Other civil engineering;2006 July;72.5;5.2
1794;1 or more employed persons;429 Other civil engineering;2006 August;37.7;17.6
1795;1 or more employed persons;429 Other civil engineering;2006 September;94.3;13.4
1796;1 or more employed persons;429 Other civil engineering;2006 3rd quarter;68.2;11.0
1797;1 or more employed persons;429 Other civil engineering;2006 October;94.4;12.2
1798;1 or more employed persons;429 Other civil engineering;2006 November;94.0;12.5
1799;1 or more employed persons;429 Other civil engineering;2006 December;88.7;13.6
1800;1 or more employed persons;429 Other civil engineering;2006 4th quarter;92.4;12.7
1801;1 or more employed persons;429 Other civil engineering;2006;77.5;10.4
1802;1 or more employed persons;429 Other civil engineering;2007 January;40.2;24.1
1803;1 or more employed persons;429 Other civil engineering;2007 February;74.0;16.5
1804;1 or more employed persons;429 Other civil engineering;2007 March;132.9;10.3
1805;1 or more employed persons;429 Other civil engineering;2007 1st quarter;82.4;14.2
1806;1 or more employed persons;429 Other civil engineering;2007 April;80.8;6.0
1807;1 or more employed persons;429 Other civil engineering;2007 May;86.7;5.6
1808;1 or more employed persons;429 Other civil engineering;2007 June;76.8;4.3
1809;1 or more employed persons;429 Other civil engineering;2007 2nd quarter;81.4;5.3
1810;1 or more employed persons;429 Other civil engineering;2007 July;70.3;-2.9
1811;1 or more employed persons;429 Other civil engineering;2007 August;42.2;11.9
1812;1 or more employed persons;429 Other civil engineering;2007 September;90.6;-3.9
1813;1 or more employed persons;429 Other civil engineering;2007 3rd quarter;67.7;-0.7
1814;1 or more employed persons;429 Other civil engineering;2007 October;99.5;5.4
1815;1 or more employed persons;429 Other civil engineering;2007 November;93.0;-1.0
1816;1 or more employed persons;429 Other civil engineering;2007 December;91.3;2.9
1817;1 or more employed persons;429 Other civil engineering;2007 4th quarter;94.6;2.4
1818;1 or more employed persons;429 Other civil engineering;2007;81.5;5.2
1819;1 or more employed persons;429 Other civil engineering;2008 January;41.1;2.1
1820;1 or more employed persons;429 Other civil engineering;2008 February;79.0;6.8
1821;1 or more employed persons;429 Other civil engineering;2008 March;141.9;6.8
1822;1 or more employed persons;429 Other civil engineering;2008 1st quarter;87.3;6.0
1823;1 or more employed persons;429 Other civil engineering;2008 April;96.4;19.4
1824;1 or more employed persons;429 Other civil engineering;2008 May;86.5;-0.2
1825;1 or more employed persons;429 Other civil engineering;2008 June;83.7;9.0
1826;1 or more employed persons;429 Other civil engineering;2008 2nd quarter;88.9;9.1
1827;1 or more employed persons;429 Other civil engineering;2008 July;75.1;6.8
1828;1 or more employed persons;429 Other civil engineering;2008 August;44.6;5.6
1829;1 or more employed persons;429 Other civil engineering;2008 September;98.1;8.3
1830;1 or more employed persons;429 Other civil engineering;2008 3rd quarter;72.6;7.2
1831;1 or more employed persons;429 Other civil engineering;2008 October;101.3;1.8
1832;1 or more employed persons;429 Other civil engineering;2008 November;90.3;-2.9
1833;1 or more employed persons;429 Other civil engineering;2008 December;90.3;-1.1
1834;1 or more employed persons;429 Other civil engineering;2008 4th quarter;94.0;-0.7
1835;1 or more employed persons;429 Other civil engineering;2008;85.7;5.1
1836;1 or more employed persons;429 Other civil engineering;2009 January;62.8;52.7
1837;1 or more employed persons;429 Other civil engineering;2009 February;53.9;-31.8
1838;1 or more employed persons;429 Other civil engineering;2009 March;130.2;-8.2
1839;1 or more employed persons;429 Other civil engineering;2009 1st quarter;82.3;-5.8
1840;1 or more employed persons;429 Other civil engineering;2009 April;76.7;-20.4
1841;1 or more employed persons;429 Other civil engineering;2009 May;85.0;-1.7
1842;1 or more employed persons;429 Other civil engineering;2009 June;90.0;7.5
1843;1 or more employed persons;429 Other civil engineering;2009 2nd quarter;83.9;-5.6
1844;1 or more employed persons;429 Other civil engineering;2009 July;91.9;22.3
1845;1 or more employed persons;429 Other civil engineering;2009 August;72.6;62.8
1846;1 or more employed persons;429 Other civil engineering;2009 September;66.9;-31.8
1847;1 or more employed persons;429 Other civil engineering;2009 3rd quarter;77.1;6.2
1848;1 or more employed persons;429 Other civil engineering;2009 October;92.2;-8.9
1849;1 or more employed persons;429 Other civil engineering;2009 November;91.0;0.7
1850;1 or more employed persons;429 Other civil engineering;2009 December;109.9;21.8
1851;1 or more employed persons;429 Other civil engineering;2009 4th quarter;97.7;4.0
1852;1 or more employed persons;429 Other civil engineering;2009;85.3;-0.5
1853;1 or more employed persons;429 Other civil engineering;2010 January;57.4;-8.6
1854;1 or more employed persons;429 Other civil engineering;2010 February;74.8;38.7
1855;1 or more employed persons;429 Other civil engineering;2010 March;125.3;-3.8
1856;1 or more employed persons;429 Other civil engineering;2010 1st quarter;85.8;4.3
1857;1 or more employed persons;429 Other civil engineering;2010 April;110.2;43.6
1858;1 or more employed persons;429 Other civil engineering;2010 May;103.2;21.4
1859;1 or more employed persons;429 Other civil engineering;2010 June;116.1;29.1
1860;1 or more employed persons;429 Other civil engineering;2010 2nd quarter;109.9;30.9
1861;1 or more employed persons;429 Other civil engineering;2010 July;105.3;14.6
1862;1 or more employed persons;429 Other civil engineering;2010 August;76.4;5.3
1863;1 or more employed persons;429 Other civil engineering;2010 September;87.2;30.3
1864;1 or more employed persons;429 Other civil engineering;2010 3rd quarter;89.6;16.2
1865;1 or more employed persons;429 Other civil engineering;2010 October;112.8;22.3
1866;1 or more employed persons;429 Other civil engineering;2010 November;112.8;24.0
1867;1 or more employed persons;429 Other civil engineering;2010 December;118.4;7.7
1868;1 or more employed persons;429 Other civil engineering;2010 4th quarter;114.7;17.4
1869;1 or more employed persons;429 Other civil engineering;2010;100.0;17.3
1870;1 or more employed persons;429 Other civil engineering;2011 January;79.7;39.0
1871;1 or more employed persons;429 Other civil engineering;2011 February;79.9;6.8
1872;1 or more employed persons;429 Other civil engineering;2011 March;88.6;-29.3
1873;1 or more employed persons;429 Other civil engineering;2011 1st quarter;82.7;-3.6
1874;1 or more employed persons;429 Other civil engineering;2011 April;99.8;-9.4
1875;1 or more employed persons;429 Other civil engineering;2011 May;101.5;-1.7
1876;1 or more employed persons;429 Other civil engineering;2011 June;99.1;-14.7
1877;1 or more employed persons;429 Other civil engineering;2011 2nd quarter;100.1;-8.8
1878;1 or more employed persons;429 Other civil engineering;2011 July;94.0;-10.8
1879;1 or more employed persons;429 Other civil engineering;2011 August;79.2;3.6
1880;1 or more employed persons;429 Other civil engineering;2011 September;100.7;15.5
1881;1 or more employed persons;429 Other civil engineering;2011 3rd quarter;91.3;1.8
1882;1 or more employed persons;429 Other civil engineering;2011 October;91.9;-18.5
1883;1 or more employed persons;429 Other civil engineering;2011 November;105.0;-6.9
1884;1 or more employed persons;429 Other civil engineering;2011 December;141.8;19.7
1885;1 or more employed persons;429 Other civil engineering;2011 4th quarter;112.9;-1.5
1886;1 or more employed persons;429 Other civil engineering;2011;96.8;-3.2
1887;1 or more employed persons;429 Other civil engineering;2012 January;66.1;-17.1
1888;1 or more employed persons;429 Other civil engineering;2012 February;74.7;-6.4
1889;1 or more employed persons;429 Other civil engineering;2012 March;65.8;-25.7
1890;1 or more employed persons;429 Other civil engineering;2012 1st quarter;68.9;-16.7
1891;1 or more employed persons;429 Other civil engineering;2012 April;107.4;7.6
1892;1 or more employed persons;429 Other civil engineering;2012 May;119.0;17.3
1893;1 or more employed persons;429 Other civil engineering;2012 June;120.7;21.8
1894;1 or more employed persons;429 Other civil engineering;2012 2nd quarter;115.7;15.6
1895;1 or more employed persons;429 Other civil engineering;2012 July;105.1;11.8
1896;1 or more employed persons;429 Other civil engineering;2012 August;71.5;-9.7
1897;1 or more employed persons;429 Other civil engineering;2012 September;105.2;4.4
1898;1 or more employed persons;429 Other civil engineering;2012 3rd quarter;93.9;2.9
1899;1 or more employed persons;429 Other civil engineering;2012 October;108.6;18.1
1900;1 or more employed persons;429 Other civil engineering;2012 November;117.5;11.9
1901;1 or more employed persons;429 Other civil engineering;2012 December;130.7;-7.8
1902;1 or more employed persons;429 Other civil engineering;2012 4th quarter;118.9;5.3
1903;1 or more employed persons;429 Other civil engineering;2012;99.4;2.7
1904;1 or more employed persons;429 Other civil engineering;2013 January;68.9;4.1
1905;1 or more employed persons;429 Other civil engineering;2013 February;71.1;-4.8
1906;1 or more employed persons;429 Other civil engineering;2013 March;90.8;37.9
1907;1 or more employed persons;429 Other civil engineering;2013 1st quarter;76.9;11.6
1908;1 or more employed persons;429 Other civil engineering;2013 April;94.5;-12.0
1909;1 or more employed persons;429 Other civil engineering;2013 May;105.1;-11.7
1910;1 or more employed persons;429 Other civil engineering;2013 June;108.3;-10.3
1911;1 or more employed persons;429 Other civil engineering;2013 2nd quarter;102.6;-11.3
1912;1 or more employed persons;429 Other civil engineering;2013 July;105.2;0.1
1913;1 or more employed persons;429 Other civil engineering;2013 August;83.9;17.4
1914;1 or more employed persons;429 Other civil engineering;2013 September;109.6;4.2
1915;1 or more employed persons;429 Other civil engineering;2013 3rd quarter;99.6;6.0
1916;1 or more employed persons;429 Other civil engineering;2013 October;121.8;12.2
1917;1 or more employed persons;429 Other civil engineering;2013 November;118.8;1.1
1918;1 or more employed persons;429 Other civil engineering;2013 December;135.6;3.8
1919;1 or more employed persons;429 Other civil engineering;2013 4th quarter;125.4;5.5
1920;1 or more employed persons;429 Other civil engineering;2013;101.1;1.8
1921;1 or more employed persons;429 Other civil engineering;2014 January;73.9;7.3
1922;1 or more employed persons;429 Other civil engineering;2014 February;85.6;20.4
1923;1 or more employed persons;429 Other civil engineering;2014 March;93.2;2.7
1924;1 or more employed persons;429 Other civil engineering;2014 1st quarter;84.2;9.5
1925;1 or more employed persons;429 Other civil engineering;2014 April;129.3;36.8
1926;1 or more employed persons;429 Other civil engineering;2014 May;123.5;17.6
1927;1 or more employed persons;429 Other civil engineering;2014 June;136.1;25.6
1928;1 or more employed persons;429 Other civil engineering;2014 2nd quarter;129.7;26.3
1929;1 or more employed persons;429 Other civil engineering;2014 July;125.1;18.8
1930;1 or more employed persons;429 Other civil engineering;2014 August;109.9;30.9
1931;1 or more employed persons;429 Other civil engineering;2014 September;151.8;38.5
1932;1 or more employed persons;429 Other civil engineering;2014 3rd quarter;128.9;29.4
1933;1 or more employed persons;429 Other civil engineering;2014 October;288.7;137.0
1934;1 or more employed persons;429 Other civil engineering;2014 November;227.3;91.3
1935;1 or more employed persons;429 Other civil engineering;2014 December;235.7;73.8
1936;1 or more employed persons;429 Other civil engineering;2014 4th quarter;250.5;99.8
1937;1 or more employed persons;429 Other civil engineering;2014;148.3;46.7
1938;1 or more employed persons;429 Other civil engineering;2015 January;95.4;29.2
1939;1 or more employed persons;429 Other civil engineering;2015 February;112.2;31.0
1940;1 or more employed persons;429 Other civil engineering;2015 March;148.5;59.4
1941;1 or more employed persons;429 Other civil engineering;2015 1st quarter;118.7;41.0
1942;1 or more employed persons;429 Other civil engineering;2015 April;123.6;-4.5
1943;1 or more employed persons;429 Other civil engineering;2015 May;193.0;56.2
1944;1 or more employed persons;429 Other civil engineering;2015 June;158.0;16.1
1945;1 or more employed persons;429 Other civil engineering;2015 2nd quarter;158.2;22.0
1946;1 or more employed persons;429 Other civil engineering;2015 July;176.4;41.0
1947;1 or more employed persons;429 Other civil engineering;2015 August;127.0;15.5
1948;1 or more employed persons;429 Other civil engineering;2015 September;194.3;28.0
1949;1 or more employed persons;429 Other civil engineering;2015 3rd quarter;165.9;28.7
1950;1 or more employed persons;429 Other civil engineering;2015 October;198.7;-31.2
1951;1 or more employed persons;429 Other civil engineering;2015 November;171.4;-24.6
1952;1 or more employed persons;429 Other civil engineering;2015 December;146.9;-37.7
1953;1 or more employed persons;429 Other civil engineering;2015 4th quarter;172.4;-31.2
1954;1 or more employed persons;429 Other civil engineering;2015;153.8;3.7
1955;1 or more employed persons;429 Other civil engineering;2016 January;74.4;-22.1
1956;1 or more employed persons;429 Other civil engineering;2016 February;85.0;-24.3
1957;1 or more employed persons;429 Other civil engineering;2016 March;69.9;-53.0
1958;1 or more employed persons;429 Other civil engineering;2016 1st quarter;76.4;-35.6
1959;1 or more employed persons;429 Other civil engineering;2016 April;102.6;-16.9
1960;1 or more employed persons;429 Other civil engineering;2016 May;108.8;-43.6
1961;1 or more employed persons;429 Other civil engineering;2016 June;117.7;-25.5
1962;1 or more employed persons;429 Other civil engineering;2016 2nd quarter;109.7;-30.7
1963;1 or more employed persons;429 Other civil engineering;2016 July;110.1;-37.6
1964;1 or more employed persons;429 Other civil engineering;2016 August;109.9;-13.4
1965;1 or more employed persons;429 Other civil engineering;2016 September;202.1;4.0
1966;1 or more employed persons;429 Other civil engineering;2016 3rd quarter;140.7;-15.2
1967;1 or more employed persons;429 Other civil engineering;2016 October;111.6;-43.9
1968;1 or more employed persons;429 Other civil engineering;2016 November;132.4;-22.8
1969;1 or more employed persons;429 Other civil engineering;2016 December;143.8;-2.1
1970;1 or more employed persons;429 Other civil engineering;2016 4th quarter;129.3;-25.0
1971;1 or more employed persons;429 Other civil engineering;2016;114.0;-25.9
1972;1 or more employed persons;429 Other civil engineering;2017 January;78.7;5.8
1973;1 or more employed persons;429 Other civil engineering;2017 February;80.5;-5.3
1974;1 or more employed persons;429 Other civil engineering;2017 March;102.7;47.0
1975;1 or more employed persons;429 Other civil engineering;2017 1st quarter;87.3;14.2
1976;1 or more employed persons;429 Other civil engineering;2017 April;;
1977;1 or more employed persons;429 Other civil engineering;2017 May;;
1978;1 or more employed persons;429 Other civil engineering;2017 June;;
1979;1 or more employed persons;429 Other civil engineering;2017 2nd quarter;;
1980;1 or more employed persons;429 Other civil engineering;2017 July;106.9;-2.9
1981;1 or more employed persons;429 Other civil engineering;2017 August;96.9;-11.8
1982;1 or more employed persons;429 Other civil engineering;2017 September;117.7;-41.8
1983;1 or more employed persons;429 Other civil engineering;2017 3rd quarter;107.2;-23.8
1984;1 or more employed persons;429 Other civil engineering;2017 October;;
1985;1 or more employed persons;429 Other civil engineering;2017 November;;
1986;1 or more employed persons;429 Other civil engineering;2017 December;;
1987;1 or more employed persons;429 Other civil engineering;2017 4th quarter;;
1988;1 or more employed persons;429 Other civil engineering;2017;;
1989;1 or more employed persons;43 Specialised construction activities;2005 January;55.2;-3.1
1990;1 or more employed persons;43 Specialised construction activities;2005 February;69.5;-0.3
1991;1 or more employed persons;43 Specialised construction activities;2005 March;84.0;-1.2
1992;1 or more employed persons;43 Specialised construction activities;2005 1st quarter;69.6;-1.4
1993;1 or more employed persons;43 Specialised construction activities;2005 April;85.2;7.5
1994;1 or more employed persons;43 Specialised construction activities;2005 May;80.6;7.6
1995;1 or more employed persons;43 Specialised construction activities;2005 June;100.3;11.9
1996;1 or more employed persons;43 Specialised construction activities;2005 2nd quarter;88.7;9.1
1997;1 or more employed persons;43 Specialised construction activities;2005 July;83.7;3.9
1998;1 or more employed persons;43 Specialised construction activities;2005 August;61.7;12.1
1999;1 or more employed persons;43 Specialised construction activities;2005 September;96.4;10.9
2000;1 or more employed persons;43 Specialised construction activities;2005 3rd quarter;80.6;8.7
2001;1 or more employed persons;43 Specialised construction activities;2005 October;90.7;3.6
2002;1 or more employed persons;43 Specialised construction activities;2005 November;97.7;7.0
2003;1 or more employed persons;43 Specialised construction activities;2005 December;115.4;10.0
2004;1 or more employed persons;43 Specialised construction activities;2005 4th quarter;101.3;7.1
2005;1 or more employed persons;43 Specialised construction activities;2005;85.0;6.1
2006;1 or more employed persons;43 Specialised construction activities;2006 January;60.3;9.2
2007;1 or more employed persons;43 Specialised construction activities;2006 February;75.5;8.5
2008;1 or more employed persons;43 Specialised construction activities;2006 March;94.9;12.9
2009;1 or more employed persons;43 Specialised construction activities;2006 1st quarter;76.9;10.5
2010;1 or more employed persons;43 Specialised construction activities;2006 April;84.2;-1.1
2011;1 or more employed persons;43 Specialised construction activities;2006 May;93.1;15.6
2012;1 or more employed persons;43 Specialised construction activities;2006 June;102.8;2.5
2013;1 or more employed persons;43 Specialised construction activities;2006 2nd quarter;93.4;5.3
2014;1 or more employed persons;43 Specialised construction activities;2006 July;88.2;5.3
2015;1 or more employed persons;43 Specialised construction activities;2006 August;67.6;9.6
2016;1 or more employed persons;43 Specialised construction activities;2006 September;100.5;4.3
2017;1 or more employed persons;43 Specialised construction activities;2006 3rd quarter;85.4;6.0
2018;1 or more employed persons;43 Specialised construction activities;2006 October;101.4;11.8
2019;1 or more employed persons;43 Specialised construction activities;2006 November;106.2;8.6
2020;1 or more employed persons;43 Specialised construction activities;2006 December;122.4;6.1
2021;1 or more employed persons;43 Specialised construction activities;2006 4th quarter;110.0;8.6
2022;1 or more employed persons;43 Specialised construction activities;2006;91.4;7.5
2023;1 or more employed persons;43 Specialised construction activities;2007 January;67.1;11.3
2024;1 or more employed persons;43 Specialised construction activities;2007 February;85.4;13.1
2025;1 or more employed persons;43 Specialised construction activities;2007 March;110.4;16.3
2026;1 or more employed persons;43 Specialised construction activities;2007 1st quarter;87.6;14.0
2027;1 or more employed persons;43 Specialised construction activities;2007 April;94.5;12.2
2028;1 or more employed persons;43 Specialised construction activities;2007 May;100.3;7.7
2029;1 or more employed persons;43 Specialised construction activities;2007 June;116.6;13.4
2030;1 or more employed persons;43 Specialised construction activities;2007 2nd quarter;103.8;11.1
2031;1 or more employed persons;43 Specialised construction activities;2007 July;98.5;11.7
2032;1 or more employed persons;43 Specialised construction activities;2007 August;75.8;12.2
2033;1 or more employed persons;43 Specialised construction activities;2007 September;108.6;8.1
2034;1 or more employed persons;43 Specialised construction activities;2007 3rd quarter;94.3;10.4
2035;1 or more employed persons;43 Specialised construction activities;2007 October;115.5;13.9
2036;1 or more employed persons;43 Specialised construction activities;2007 November;118.4;11.6
2037;1 or more employed persons;43 Specialised construction activities;2007 December;125.9;2.8
2038;1 or more employed persons;43 Specialised construction activities;2007 4th quarter;119.9;9.0
2039;1 or more employed persons;43 Specialised construction activities;2007;101.4;10.9
2040;1 or more employed persons;43 Specialised construction activities;2008 January;79.0;17.7
2041;1 or more employed persons;43 Specialised construction activities;2008 February;101.3;18.7
2042;1 or more employed persons;43 Specialised construction activities;2008 March;112.1;1.6
2043;1 or more employed persons;43 Specialised construction activities;2008 1st quarter;97.5;11.3
2044;1 or more employed persons;43 Specialised construction activities;2008 April;115.4;22.1
2045;1 or more employed persons;43 Specialised construction activities;2008 May;109.3;8.9
2046;1 or more employed persons;43 Specialised construction activities;2008 June;128.0;9.9
2047;1 or more employed persons;43 Specialised construction activities;2008 2nd quarter;117.6;13.3
2048;1 or more employed persons;43 Specialised construction activities;2008 July;109.9;11.6
2049;1 or more employed persons;43 Specialised construction activities;2008 August;82.1;8.4
2050;1 or more employed persons;43 Specialised construction activities;2008 September;125.4;15.4
2051;1 or more employed persons;43 Specialised construction activities;2008 3rd quarter;105.8;12.2
2052;1 or more employed persons;43 Specialised construction activities;2008 October;128.4;11.2
2053;1 or more employed persons;43 Specialised construction activities;2008 November;120.4;1.6
2054;1 or more employed persons;43 Specialised construction activities;2008 December;134.5;6.8
2055;1 or more employed persons;43 Specialised construction activities;2008 4th quarter;127.7;6.5
2056;1 or more employed persons;43 Specialised construction activities;2008;112.2;10.6
2057;1 or more employed persons;43 Specialised construction activities;2009 January;81.1;2.5
2058;1 or more employed persons;43 Specialised construction activities;2009 February;98.1;-3.2
2059;1 or more employed persons;43 Specialised construction activities;2009 March;119.8;6.9
2060;1 or more employed persons;43 Specialised construction activities;2009 1st quarter;99.6;2.2
2061;1 or more employed persons;43 Specialised construction activities;2009 April;112.5;-2.5
2062;1 or more employed persons;43 Specialised construction activities;2009 May;106.7;-2.3
2063;1 or more employed persons;43 Specialised construction activities;2009 June;119.5;-6.6
2064;1 or more employed persons;43 Specialised construction activities;2009 2nd quarter;112.9;-4.0
2065;1 or more employed persons;43 Specialised construction activities;2009 July;112.4;2.3
2066;1 or more employed persons;43 Specialised construction activities;2009 August;71.2;-13.3
2067;1 or more employed persons;43 Specialised construction activities;2009 September;115.4;-8.0
2068;1 or more employed persons;43 Specialised construction activities;2009 3rd quarter;99.6;-5.8
2069;1 or more employed persons;43 Specialised construction activities;2009 October;116.2;-9.5
2070;1 or more employed persons;43 Specialised construction activities;2009 November;113.7;-5.5
2071;1 or more employed persons;43 Specialised construction activities;2009 December;120.8;-10.2
2072;1 or more employed persons;43 Specialised construction activities;2009 4th quarter;116.9;-8.5
2073;1 or more employed persons;43 Specialised construction activities;2009;107.3;-4.3
2074;1 or more employed persons;43 Specialised construction activities;2010 January;67.8;-16.3
2075;1 or more employed persons;43 Specialised construction activities;2010 February;80.9;-17.5
2076;1 or more employed persons;43 Specialised construction activities;2010 March;108.3;-9.6
2077;1 or more employed persons;43 Specialised construction activities;2010 1st quarter;85.7;-14.0
2078;1 or more employed persons;43 Specialised construction activities;2010 April;102.8;-8.6
2079;1 or more employed persons;43 Specialised construction activities;2010 May;97.2;-9.0
2080;1 or more employed persons;43 Specialised construction activities;2010 June;115.5;-3.4
2081;1 or more employed persons;43 Specialised construction activities;2010 2nd quarter;105.2;-6.9
2082;1 or more employed persons;43 Specialised construction activities;2010 July;104.6;-7.0
2083;1 or more employed persons;43 Specialised construction activities;2010 August;73.4;3.1
2084;1 or more employed persons;43 Specialised construction activities;2010 September;109.4;-5.2
2085;1 or more employed persons;43 Specialised construction activities;2010 3rd quarter;95.8;-3.9
2086;1 or more employed persons;43 Specialised construction activities;2010 October;110.2;-5.1
2087;1 or more employed persons;43 Specialised construction activities;2010 November;112.0;-1.5
2088;1 or more employed persons;43 Specialised construction activities;2010 December;117.9;-2.4
2089;1 or more employed persons;43 Specialised construction activities;2010 4th quarter;113.4;-3.0
2090;1 or more employed persons;43 Specialised construction activities;2010;100.0;-6.8
2091;1 or more employed persons;43 Specialised construction activities;2011 January;74.8;10.4
2092;1 or more employed persons;43 Specialised construction activities;2011 February;91.8;13.5
2093;1 or more employed persons;43 Specialised construction activities;2011 March;110.4;1.9
2094;1 or more employed persons;43 Specialised construction activities;2011 1st quarter;92.3;7.8
2095;1 or more employed persons;43 Specialised construction activities;2011 April;106.0;3.0
2096;1 or more employed persons;43 Specialised construction activities;2011 May;113.6;16.9
2097;1 or more employed persons;43 Specialised construction activities;2011 June;111.0;-3.9
2098;1 or more employed persons;43 Specialised construction activities;2011 2nd quarter;110.2;4.8
2099;1 or more employed persons;43 Specialised construction activities;2011 July;103.9;-0.6
2100;1 or more employed persons;43 Specialised construction activities;2011 August;77.9;6.1
2101;1 or more employed persons;43 Specialised construction activities;2011 September;115.1;5.2
2102;1 or more employed persons;43 Specialised construction activities;2011 3rd quarter;99.0;3.3
2103;1 or more employed persons;43 Specialised construction activities;2011 October;109.7;-0.5
2104;1 or more employed persons;43 Specialised construction activities;2011 November;116.0;3.6
2105;1 or more employed persons;43 Specialised construction activities;2011 December;124.1;5.2
2106;1 or more employed persons;43 Specialised construction activities;2011 4th quarter;116.6;2.8
2107;1 or more employed persons;43 Specialised construction activities;2011;104.5;4.5
2108;1 or more employed persons;43 Specialised construction activities;2012 January;73.4;-2.0
2109;1 or more employed persons;43 Specialised construction activities;2012 February;82.2;-10.4
2110;1 or more employed persons;43 Specialised construction activities;2012 March;100.4;-9.1
2111;1 or more employed persons;43 Specialised construction activities;2012 1st quarter;85.3;-7.6
2112;1 or more employed persons;43 Specialised construction activities;2012 April;95.3;-10.1
2113;1 or more employed persons;43 Specialised construction activities;2012 May;98.1;-13.6
2114;1 or more employed persons;43 Specialised construction activities;2012 June;108.4;-2.4
2115;1 or more employed persons;43 Specialised construction activities;2012 2nd quarter;100.6;-8.7
2116;1 or more employed persons;43 Specialised construction activities;2012 July;96.1;-7.6
2117;1 or more employed persons;43 Specialised construction activities;2012 August;75.6;-2.9
2118;1 or more employed persons;43 Specialised construction activities;2012 September;107.2;-6.9
2119;1 or more employed persons;43 Specialised construction activities;2012 3rd quarter;93.0;-6.1
2120;1 or more employed persons;43 Specialised construction activities;2012 October;103.2;-5.9
2121;1 or more employed persons;43 Specialised construction activities;2012 November;107.4;-7.5
2122;1 or more employed persons;43 Specialised construction activities;2012 December;107.4;-13.4
2123;1 or more employed persons;43 Specialised construction activities;2012 4th quarter;106.0;-9.1
2124;1 or more employed persons;43 Specialised construction activities;2012;96.2;-7.9
2125;1 or more employed persons;43 Specialised construction activities;2013 January;65.8;-10.3
2126;1 or more employed persons;43 Specialised construction activities;2013 February;76.4;-7.1
2127;1 or more employed persons;43 Specialised construction activities;2013 March;90.4;-9.9
2128;1 or more employed persons;43 Specialised construction activities;2013 1st quarter;77.6;-9.1
2129;1 or more employed persons;43 Specialised construction activities;2013 April;91.3;-4.2
2130;1 or more employed persons;43 Specialised construction activities;2013 May;95.1;-3.2
2131;1 or more employed persons;43 Specialised construction activities;2013 June;101.4;-6.5
2132;1 or more employed persons;43 Specialised construction activities;2013 2nd quarter;95.9;-4.7
