ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
4545;10 or more employed persons;421 Construction of roads and railways;2012 June;119.5;9.2
4546;10 or more employed persons;421 Construction of roads and railways;2012 2nd quarter;113.3;0.5
4547;10 or more employed persons;421 Construction of roads and railways;2012 July;104.9;-4.8
4548;10 or more employed persons;421 Construction of roads and railways;2012 August;80.8;-4.1
4549;10 or more employed persons;421 Construction of roads and railways;2012 September;138.2;8.8
4550;10 or more employed persons;421 Construction of roads and railways;2012 3rd quarter;108.0;0.8
4551;10 or more employed persons;421 Construction of roads and railways;2012 October;127.3;0.5
4552;10 or more employed persons;421 Construction of roads and railways;2012 November;149.0;3.9
4553;10 or more employed persons;421 Construction of roads and railways;2012 December;158.4;-9.9
4554;10 or more employed persons;421 Construction of roads and railways;2012 4th quarter;144.9;-2.5
4555;10 or more employed persons;421 Construction of roads and railways;2012;110.8;0.1
4556;10 or more employed persons;421 Construction of roads and railways;2013 January;63.8;22.6
4557;10 or more employed persons;421 Construction of roads and railways;2013 February;63.3;-14.9
4558;10 or more employed persons;421 Construction of roads and railways;2013 March;95.5;-8.6
4559;10 or more employed persons;421 Construction of roads and railways;2013 1st quarter;74.2;-3.6
4560;10 or more employed persons;421 Construction of roads and railways;2013 April;100.2;-6.6
4561;10 or more employed persons;421 Construction of roads and railways;2013 May;111.2;-1.7
4562;10 or more employed persons;421 Construction of roads and railways;2013 June;116.2;-2.8
4563;10 or more employed persons;421 Construction of roads and railways;2013 2nd quarter;109.2;-3.6
4564;10 or more employed persons;421 Construction of roads and railways;2013 July;102.7;-2.1
4565;10 or more employed persons;421 Construction of roads and railways;2013 August;80.4;-0.5
4566;10 or more employed persons;421 Construction of roads and railways;2013 September;128.3;-7.2
4567;10 or more employed persons;421 Construction of roads and railways;2013 3rd quarter;103.8;-3.9
4568;10 or more employed persons;421 Construction of roads and railways;2013 October;123.3;-3.1
4569;10 or more employed persons;421 Construction of roads and railways;2013 November;131.9;-11.5
4570;10 or more employed persons;421 Construction of roads and railways;2013 December;139.8;-11.7
4571;10 or more employed persons;421 Construction of roads and railways;2013 4th quarter;131.7;-9.1
4572;10 or more employed persons;421 Construction of roads and railways;2013;104.7;-5.5
4573;10 or more employed persons;421 Construction of roads and railways;2014 January;53.8;-15.7
4574;10 or more employed persons;421 Construction of roads and railways;2014 February;69.7;10.0
4575;10 or more employed persons;421 Construction of roads and railways;2014 March;88.2;-7.7
4576;10 or more employed persons;421 Construction of roads and railways;2014 1st quarter;70.6;-4.9
4577;10 or more employed persons;421 Construction of roads and railways;2014 April;96.2;-4.0
4578;10 or more employed persons;421 Construction of roads and railways;2014 May;105.1;-5.5
4579;10 or more employed persons;421 Construction of roads and railways;2014 June;105.5;-9.2
4580;10 or more employed persons;421 Construction of roads and railways;2014 2nd quarter;102.3;-6.3
4581;10 or more employed persons;421 Construction of roads and railways;2014 July;102.1;-0.6
4582;10 or more employed persons;421 Construction of roads and railways;2014 August;79.2;-1.5
4583;10 or more employed persons;421 Construction of roads and railways;2014 September;121.7;-5.1
4584;10 or more employed persons;421 Construction of roads and railways;2014 3rd quarter;101.0;-2.7
4585;10 or more employed persons;421 Construction of roads and railways;2014 October;118.6;-3.8
4586;10 or more employed persons;421 Construction of roads and railways;2014 November;123.3;-6.5
4587;10 or more employed persons;421 Construction of roads and railways;2014 December;154.9;10.7
4588;10 or more employed persons;421 Construction of roads and railways;2014 4th quarter;132.2;0.4
4589;10 or more employed persons;421 Construction of roads and railways;2014;101.5;-3.1
4590;10 or more employed persons;421 Construction of roads and railways;2015 January;54.8;1.8
4591;10 or more employed persons;421 Construction of roads and railways;2015 February;62.9;-9.8
4592;10 or more employed persons;421 Construction of roads and railways;2015 March;89.4;1.4
4593;10 or more employed persons;421 Construction of roads and railways;2015 1st quarter;69.0;-2.2
4594;10 or more employed persons;421 Construction of roads and railways;2015 April;87.0;-9.6
4595;10 or more employed persons;421 Construction of roads and railways;2015 May;92.1;-12.4
4596;10 or more employed persons;421 Construction of roads and railways;2015 June;113.7;7.7
4597;10 or more employed persons;421 Construction of roads and railways;2015 2nd quarter;97.6;-4.6
4598;10 or more employed persons;421 Construction of roads and railways;2015 July;106.8;4.6
4599;10 or more employed persons;421 Construction of roads and railways;2015 August;105.8;33.5
4600;10 or more employed persons;421 Construction of roads and railways;2015 September;118.5;-2.7
4601;10 or more employed persons;421 Construction of roads and railways;2015 3rd quarter;110.4;9.2
4602;10 or more employed persons;421 Construction of roads and railways;2015 October;131.2;10.7
4603;10 or more employed persons;421 Construction of roads and railways;2015 November;135.5;9.9
4604;10 or more employed persons;421 Construction of roads and railways;2015 December;146.4;-5.5
4605;10 or more employed persons;421 Construction of roads and railways;2015 4th quarter;137.7;4.1
4606;10 or more employed persons;421 Construction of roads and railways;2015;103.7;2.1
4607;10 or more employed persons;421 Construction of roads and railways;2016 January;52.1;-5.0
4608;10 or more employed persons;421 Construction of roads and railways;2016 February;72.3;15.0
4609;10 or more employed persons;421 Construction of roads and railways;2016 March;93.4;4.4
4610;10 or more employed persons;421 Construction of roads and railways;2016 1st quarter;72.6;5.1
4611;10 or more employed persons;421 Construction of roads and railways;2016 April;95.8;10.2
4612;10 or more employed persons;421 Construction of roads and railways;2016 May;94.7;2.9
4613;10 or more employed persons;421 Construction of roads and railways;2016 June;113.1;-0.5
4614;10 or more employed persons;421 Construction of roads and railways;2016 2nd quarter;101.2;3.8
4615;10 or more employed persons;421 Construction of roads and railways;2016 July;107.5;0.6
4616;10 or more employed persons;421 Construction of roads and railways;2016 August;87.8;-17.0
4617;10 or more employed persons;421 Construction of roads and railways;2016 September;111.2;-6.1
4618;10 or more employed persons;421 Construction of roads and railways;2016 3rd quarter;102.2;-7.4
4619;10 or more employed persons;421 Construction of roads and railways;2016 October;126.7;-3.5
4620;10 or more employed persons;421 Construction of roads and railways;2016 November;129.2;-4.6
4621;10 or more employed persons;421 Construction of roads and railways;2016 December;166.0;13.4
4622;10 or more employed persons;421 Construction of roads and railways;2016 4th quarter;140.6;2.1
4623;10 or more employed persons;421 Construction of roads and railways;2016;104.2;0.5
4624;10 or more employed persons;421 Construction of roads and railways;2017 January;54.3;4.1
4625;10 or more employed persons;421 Construction of roads and railways;2017 February;69.5;-3.8
4626;10 or more employed persons;421 Construction of roads and railways;2017 March;108.4;16.1
4627;10 or more employed persons;421 Construction of roads and railways;2017 1st quarter;77.4;6.6
4628;10 or more employed persons;421 Construction of roads and railways;2017 April;100.8;5.2
4629;10 or more employed persons;421 Construction of roads and railways;2017 May;116.2;22.7
4630;10 or more employed persons;421 Construction of roads and railways;2017 June;127.5;12.7
4631;10 or more employed persons;421 Construction of roads and railways;2017 2nd quarter;114.8;13.4
4632;10 or more employed persons;421 Construction of roads and railways;2017 July;125.3;16.6
4633;10 or more employed persons;421 Construction of roads and railways;2017 August;95.7;9.0
4634;10 or more employed persons;421 Construction of roads and railways;2017 September;128.1;15.1
4635;10 or more employed persons;421 Construction of roads and railways;2017 3rd quarter;116.4;13.9
4636;10 or more employed persons;421 Construction of roads and railways;2017 October;138.5;9.3
4637;10 or more employed persons;421 Construction of roads and railways;2017 November;139.9;8.2
4638;10 or more employed persons;421 Construction of roads and railways;2017 December;177.6;7.0
4639;10 or more employed persons;421 Construction of roads and railways;2017 4th quarter;152.0;8.1
4640;10 or more employed persons;421 Construction of roads and railways;2017;115.1;10.6
4641;10 or more employed persons;422 Construction of utility projects;2005 January;52.8;10.0
4642;10 or more employed persons;422 Construction of utility projects;2005 February;56.3;3.6
4643;10 or more employed persons;422 Construction of utility projects;2005 March;60.0;-0.1
4644;10 or more employed persons;422 Construction of utility projects;2005 1st quarter;56.4;4.1
4645;10 or more employed persons;422 Construction of utility projects;2005 April;85.6;9.8
4646;10 or more employed persons;422 Construction of utility projects;2005 May;79.0;6.6
4647;10 or more employed persons;422 Construction of utility projects;2005 June;97.5;14.9
4648;10 or more employed persons;422 Construction of utility projects;2005 2nd quarter;87.4;10.7
4649;10 or more employed persons;422 Construction of utility projects;2005 July;101.7;17.1
4650;10 or more employed persons;422 Construction of utility projects;2005 August;55.8;21.8
4651;10 or more employed persons;422 Construction of utility projects;2005 September;93.6;7.5
4652;10 or more employed persons;422 Construction of utility projects;2005 3rd quarter;83.7;14.3
4653;10 or more employed persons;422 Construction of utility projects;2005 October;95.7;4.5
4654;10 or more employed persons;422 Construction of utility projects;2005 November;110.1;10.4
4655;10 or more employed persons;422 Construction of utility projects;2005 December;123.5;-2.3
4656;10 or more employed persons;422 Construction of utility projects;2005 4th quarter;109.8;3.6
4657;10 or more employed persons;422 Construction of utility projects;2005;84.3;8.0
4658;10 or more employed persons;422 Construction of utility projects;2006 January;48.3;-8.6
4659;10 or more employed persons;422 Construction of utility projects;2006 February;59.8;6.3
4660;10 or more employed persons;422 Construction of utility projects;2006 March;69.7;16.2
4661;10 or more employed persons;422 Construction of utility projects;2006 1st quarter;59.3;5.1
4662;10 or more employed persons;422 Construction of utility projects;2006 April;85.5;-0.2
4663;10 or more employed persons;422 Construction of utility projects;2006 May;94.8;20.0
4664;10 or more employed persons;422 Construction of utility projects;2006 June;103.6;6.2
4665;10 or more employed persons;422 Construction of utility projects;2006 2nd quarter;94.6;8.3
4666;10 or more employed persons;422 Construction of utility projects;2006 July;106.8;5.0
4667;10 or more employed persons;422 Construction of utility projects;2006 August;65.7;17.6
4668;10 or more employed persons;422 Construction of utility projects;2006 September;106.1;13.4
4669;10 or more employed persons;422 Construction of utility projects;2006 3rd quarter;92.9;10.9
4670;10 or more employed persons;422 Construction of utility projects;2006 October;107.4;12.2
4671;10 or more employed persons;422 Construction of utility projects;2006 November;123.5;12.1
4672;10 or more employed persons;422 Construction of utility projects;2006 December;140.3;13.6
4673;10 or more employed persons;422 Construction of utility projects;2006 4th quarter;123.7;12.7
4674;10 or more employed persons;422 Construction of utility projects;2006;92.6;9.8
4675;10 or more employed persons;422 Construction of utility projects;2007 January;60.1;24.5
4676;10 or more employed persons;422 Construction of utility projects;2007 February;69.6;16.3
4677;10 or more employed persons;422 Construction of utility projects;2007 March;76.8;10.1
4678;10 or more employed persons;422 Construction of utility projects;2007 1st quarter;68.8;16.1
4679;10 or more employed persons;422 Construction of utility projects;2007 April;90.3;5.7
4680;10 or more employed persons;422 Construction of utility projects;2007 May;100.2;5.6
4681;10 or more employed persons;422 Construction of utility projects;2007 June;108.0;4.3
4682;10 or more employed persons;422 Construction of utility projects;2007 2nd quarter;99.5;5.2
4683;10 or more employed persons;422 Construction of utility projects;2007 July;103.1;-3.4
4684;10 or more employed persons;422 Construction of utility projects;2007 August;73.1;11.3
4685;10 or more employed persons;422 Construction of utility projects;2007 September;101.7;-4.2
4686;10 or more employed persons;422 Construction of utility projects;2007 3rd quarter;92.7;-0.2
4687;10 or more employed persons;422 Construction of utility projects;2007 October;113.1;5.4
4688;10 or more employed persons;422 Construction of utility projects;2007 November;122.1;-1.1
4689;10 or more employed persons;422 Construction of utility projects;2007 December;144.7;3.1
4690;10 or more employed persons;422 Construction of utility projects;2007 4th quarter;126.6;2.4
4691;10 or more employed persons;422 Construction of utility projects;2007;96.9;4.6
4692;10 or more employed persons;422 Construction of utility projects;2008 January;60.9;1.3
4693;10 or more employed persons;422 Construction of utility projects;2008 February;74.0;6.4
4694;10 or more employed persons;422 Construction of utility projects;2008 March;82.1;6.9
4695;10 or more employed persons;422 Construction of utility projects;2008 1st quarter;72.3;5.1
4696;10 or more employed persons;422 Construction of utility projects;2008 April;108.1;19.7
4697;10 or more employed persons;422 Construction of utility projects;2008 May;99.9;-0.3
4698;10 or more employed persons;422 Construction of utility projects;2008 June;117.6;8.9
4699;10 or more employed persons;422 Construction of utility projects;2008 2nd quarter;108.5;9.1
4700;10 or more employed persons;422 Construction of utility projects;2008 July;110.4;7.0
4701;10 or more employed persons;422 Construction of utility projects;2008 August;77.5;6.0
4702;10 or more employed persons;422 Construction of utility projects;2008 September;110.3;8.4
4703;10 or more employed persons;422 Construction of utility projects;2008 3rd quarter;99.4;7.3
4704;10 or more employed persons;422 Construction of utility projects;2008 October;115.0;1.6
4705;10 or more employed persons;422 Construction of utility projects;2008 November;118.4;-3.1
4706;10 or more employed persons;422 Construction of utility projects;2008 December;142.7;-1.4
4707;10 or more employed persons;422 Construction of utility projects;2008 4th quarter;125.3;-1.0
4708;10 or more employed persons;422 Construction of utility projects;2008;101.4;4.6
4709;10 or more employed persons;422 Construction of utility projects;2009 January;68.6;12.7
4710;10 or more employed persons;422 Construction of utility projects;2009 February;91.7;23.9
4711;10 or more employed persons;422 Construction of utility projects;2009 March;122.9;49.8
4712;10 or more employed persons;422 Construction of utility projects;2009 1st quarter;94.4;30.6
4713;10 or more employed persons;422 Construction of utility projects;2009 April;121.6;12.5
4714;10 or more employed persons;422 Construction of utility projects;2009 May;110.2;10.3
4715;10 or more employed persons;422 Construction of utility projects;2009 June;131.4;11.7
4716;10 or more employed persons;422 Construction of utility projects;2009 2nd quarter;121.1;11.5
4717;10 or more employed persons;422 Construction of utility projects;2009 July;119.2;8.0
4718;10 or more employed persons;422 Construction of utility projects;2009 August;107.9;39.2
4719;10 or more employed persons;422 Construction of utility projects;2009 September;114.7;4.0
4720;10 or more employed persons;422 Construction of utility projects;2009 3rd quarter;113.9;14.6
4721;10 or more employed persons;422 Construction of utility projects;2009 October;140.5;22.2
4722;10 or more employed persons;422 Construction of utility projects;2009 November;139.5;17.8
4723;10 or more employed persons;422 Construction of utility projects;2009 December;141.3;-1.0
4724;10 or more employed persons;422 Construction of utility projects;2009 4th quarter;140.4;12.0
4725;10 or more employed persons;422 Construction of utility projects;2009;117.4;15.8
4726;10 or more employed persons;422 Construction of utility projects;2010 January;62.7;-8.6
4727;10 or more employed persons;422 Construction of utility projects;2010 February;74.9;-18.3
4728;10 or more employed persons;422 Construction of utility projects;2010 March;98.5;-19.9
4729;10 or more employed persons;422 Construction of utility projects;2010 1st quarter;78.7;-16.6
4730;10 or more employed persons;422 Construction of utility projects;2010 April;98.9;-18.7
4731;10 or more employed persons;422 Construction of utility projects;2010 May;90.8;-17.6
4732;10 or more employed persons;422 Construction of utility projects;2010 June;112.3;-14.5
4733;10 or more employed persons;422 Construction of utility projects;2010 2nd quarter;100.7;-16.8
4734;10 or more employed persons;422 Construction of utility projects;2010 July;102.1;-14.4
4735;10 or more employed persons;422 Construction of utility projects;2010 August;76.6;-29.0
4736;10 or more employed persons;422 Construction of utility projects;2010 September;109.9;-4.1
4737;10 or more employed persons;422 Construction of utility projects;2010 3rd quarter;96.2;-15.6
4738;10 or more employed persons;422 Construction of utility projects;2010 October;111.6;-20.6
4739;10 or more employed persons;422 Construction of utility projects;2010 November;126.5;-9.3
4740;10 or more employed persons;422 Construction of utility projects;2010 December;135.2;-4.3
4741;10 or more employed persons;422 Construction of utility projects;2010 4th quarter;124.4;-11.4
4742;10 or more employed persons;422 Construction of utility projects;2010;100.0;-14.9
4743;10 or more employed persons;422 Construction of utility projects;2011 January;59.7;-4.8
4744;10 or more employed persons;422 Construction of utility projects;2011 February;75.0;0.2
4745;10 or more employed persons;422 Construction of utility projects;2011 March;100.4;1.9
4746;10 or more employed persons;422 Construction of utility projects;2011 1st quarter;78.4;-0.4
4747;10 or more employed persons;422 Construction of utility projects;2011 April;94.3;-4.7
4748;10 or more employed persons;422 Construction of utility projects;2011 May;101.6;11.9
4749;10 or more employed persons;422 Construction of utility projects;2011 June;97.9;-12.9
4750;10 or more employed persons;422 Construction of utility projects;2011 2nd quarter;97.9;-2.7
4751;10 or more employed persons;422 Construction of utility projects;2011 July;89.5;-12.3
4752;10 or more employed persons;422 Construction of utility projects;2011 August;77.3;0.9
4753;10 or more employed persons;422 Construction of utility projects;2011 September;109.0;-0.9
4754;10 or more employed persons;422 Construction of utility projects;2011 3rd quarter;91.9;-4.4
4755;10 or more employed persons;422 Construction of utility projects;2011 October;104.7;-6.2
4756;10 or more employed persons;422 Construction of utility projects;2011 November;120.2;-5.0
4757;10 or more employed persons;422 Construction of utility projects;2011 December;142.0;5.0
4758;10 or more employed persons;422 Construction of utility projects;2011 4th quarter;122.3;-1.7
4759;10 or more employed persons;422 Construction of utility projects;2011;97.6;-2.4
4760;10 or more employed persons;422 Construction of utility projects;2012 January;60.2;0.8
4761;10 or more employed persons;422 Construction of utility projects;2012 February;77.1;2.8
4762;10 or more employed persons;422 Construction of utility projects;2012 March;96.6;-3.8
4763;10 or more employed persons;422 Construction of utility projects;2012 1st quarter;78.0;-0.5
4764;10 or more employed persons;422 Construction of utility projects;2012 April;93.8;-0.5
4765;10 or more employed persons;422 Construction of utility projects;2012 May;109.3;7.5
4766;10 or more employed persons;422 Construction of utility projects;2012 June;117.5;20.1
4767;10 or more employed persons;422 Construction of utility projects;2012 2nd quarter;106.9;9.1
4768;10 or more employed persons;422 Construction of utility projects;2012 July;97.5;8.9
4769;10 or more employed persons;422 Construction of utility projects;2012 August;90.2;16.7
4770;10 or more employed persons;422 Construction of utility projects;2012 September;99.5;-8.7
4771;10 or more employed persons;422 Construction of utility projects;2012 3rd quarter;95.7;4.1
4772;10 or more employed persons;422 Construction of utility projects;2012 October;129.7;23.9
4773;10 or more employed persons;422 Construction of utility projects;2012 November;138.9;15.6
4774;10 or more employed persons;422 Construction of utility projects;2012 December;141.7;-0.2
4775;10 or more employed persons;422 Construction of utility projects;2012 4th quarter;136.8;11.9
4776;10 or more employed persons;422 Construction of utility projects;2012;104.3;6.9
4777;10 or more employed persons;422 Construction of utility projects;2013 January;67.7;12.5
4778;10 or more employed persons;422 Construction of utility projects;2013 February;75.1;-2.6
4779;10 or more employed persons;422 Construction of utility projects;2013 March;92.6;-4.1
4780;10 or more employed persons;422 Construction of utility projects;2013 1st quarter;78.5;0.7
4781;10 or more employed persons;422 Construction of utility projects;2013 April;96.8;3.2
4782;10 or more employed persons;422 Construction of utility projects;2013 May;115.8;5.9
4783;10 or more employed persons;422 Construction of utility projects;2013 June;122.6;4.4
4784;10 or more employed persons;422 Construction of utility projects;2013 2nd quarter;111.7;4.6
4785;10 or more employed persons;422 Construction of utility projects;2013 July;113.0;15.9
4786;10 or more employed persons;422 Construction of utility projects;2013 August;91.0;0.9
4787;10 or more employed persons;422 Construction of utility projects;2013 September;111.4;12.0
4788;10 or more employed persons;422 Construction of utility projects;2013 3rd quarter;105.1;9.8
4789;10 or more employed persons;422 Construction of utility projects;2013 October;122.4;-5.6
4790;10 or more employed persons;422 Construction of utility projects;2013 November;128.5;-7.5
4791;10 or more employed persons;422 Construction of utility projects;2013 December;139.7;-1.4
4792;10 or more employed persons;422 Construction of utility projects;2013 4th quarter;130.2;-4.8
4793;10 or more employed persons;422 Construction of utility projects;2013;106.4;2.0
4794;10 or more employed persons;422 Construction of utility projects;2014 January;77.1;13.8
4795;10 or more employed persons;422 Construction of utility projects;2014 February;92.1;22.6
4796;10 or more employed persons;422 Construction of utility projects;2014 March;110.7;19.5
4797;10 or more employed persons;422 Construction of utility projects;2014 1st quarter;93.3;18.8
4798;10 or more employed persons;422 Construction of utility projects;2014 April;110.9;14.6
4799;10 or more employed persons;422 Construction of utility projects;2014 May;108.5;-6.3
4800;10 or more employed persons;422 Construction of utility projects;2014 June;119.6;-2.4
4801;10 or more employed persons;422 Construction of utility projects;2014 2nd quarter;113.0;1.1
4802;10 or more employed persons;422 Construction of utility projects;2014 July;109.7;-3.0
4803;10 or more employed persons;422 Construction of utility projects;2014 August;71.4;-21.5
4804;10 or more employed persons;422 Construction of utility projects;2014 September;114.0;2.3
4805;10 or more employed persons;422 Construction of utility projects;2014 3rd quarter;98.4;-6.4
4806;10 or more employed persons;422 Construction of utility projects;2014 October;117.3;-4.2
4807;10 or more employed persons;422 Construction of utility projects;2014 November;114.0;-11.3
4808;10 or more employed persons;422 Construction of utility projects;2014 December;134.4;-3.8
4809;10 or more employed persons;422 Construction of utility projects;2014 4th quarter;121.9;-6.4
4810;10 or more employed persons;422 Construction of utility projects;2014;106.6;0.2
4811;10 or more employed persons;422 Construction of utility projects;2015 January;59.2;-23.2
4812;10 or more employed persons;422 Construction of utility projects;2015 February;71.5;-22.3
4813;10 or more employed persons;422 Construction of utility projects;2015 March;98.8;-10.8
4814;10 or more employed persons;422 Construction of utility projects;2015 1st quarter;76.5;-18.0
4815;10 or more employed persons;422 Construction of utility projects;2015 April;94.8;-14.5
4816;10 or more employed persons;422 Construction of utility projects;2015 May;93.0;-14.3
4817;10 or more employed persons;422 Construction of utility projects;2015 June;107.6;-10.1
4818;10 or more employed persons;422 Construction of utility projects;2015 2nd quarter;98.5;-12.9
4819;10 or more employed persons;422 Construction of utility projects;2015 July;102.9;-6.2
4820;10 or more employed persons;422 Construction of utility projects;2015 August;71.2;-0.3
4821;10 or more employed persons;422 Construction of utility projects;2015 September;107.9;-5.3
4822;10 or more employed persons;422 Construction of utility projects;2015 3rd quarter;94.0;-4.4
4823;10 or more employed persons;422 Construction of utility projects;2015 October;111.1;-5.3
4824;10 or more employed persons;422 Construction of utility projects;2015 November;116.0;1.7
4825;10 or more employed persons;422 Construction of utility projects;2015 December;139.9;4.1
4826;10 or more employed persons;422 Construction of utility projects;2015 4th quarter;122.3;0.3
4827;10 or more employed persons;422 Construction of utility projects;2015;97.8;-8.3
4828;10 or more employed persons;422 Construction of utility projects;2016 January;72.2;21.9
4829;10 or more employed persons;422 Construction of utility projects;2016 February;93.7;31.0
4830;10 or more employed persons;422 Construction of utility projects;2016 March;107.4;8.8
4831;10 or more employed persons;422 Construction of utility projects;2016 1st quarter;91.1;19.1
4832;10 or more employed persons;422 Construction of utility projects;2016 April;109.1;15.1
4833;10 or more employed persons;422 Construction of utility projects;2016 May;101.7;9.4
4834;10 or more employed persons;422 Construction of utility projects;2016 June;124.2;15.4
4835;10 or more employed persons;422 Construction of utility projects;2016 2nd quarter;111.7;13.4
4836;10 or more employed persons;422 Construction of utility projects;2016 July;110.8;7.7
4837;10 or more employed persons;422 Construction of utility projects;2016 August;77.1;8.3
4838;10 or more employed persons;422 Construction of utility projects;2016 September;118.1;9.4
4839;10 or more employed persons;422 Construction of utility projects;2016 3rd quarter;102.0;8.5
4840;10 or more employed persons;422 Construction of utility projects;2016 October;117.4;5.7
4841;10 or more employed persons;422 Construction of utility projects;2016 November;122.9;6.0
4842;10 or more employed persons;422 Construction of utility projects;2016 December;159.4;13.9
4843;10 or more employed persons;422 Construction of utility projects;2016 4th quarter;133.3;8.9
4844;10 or more employed persons;422 Construction of utility projects;2016;109.5;12.0
4845;10 or more employed persons;422 Construction of utility projects;2017 January;61.9;-14.3
4846;10 or more employed persons;422 Construction of utility projects;2017 February;91.6;-2.3
4847;10 or more employed persons;422 Construction of utility projects;2017 March;107.8;0.3
4848;10 or more employed persons;422 Construction of utility projects;2017 1st quarter;87.1;-4.5
4849;10 or more employed persons;422 Construction of utility projects;2017 April;92.8;-15.0
4850;10 or more employed persons;422 Construction of utility projects;2017 May;105.6;3.8
4851;10 or more employed persons;422 Construction of utility projects;2017 June;120.8;-2.7
4852;10 or more employed persons;422 Construction of utility projects;2017 2nd quarter;106.4;-4.7
4853;10 or more employed persons;422 Construction of utility projects;2017 July;106.9;-3.5
4854;10 or more employed persons;422 Construction of utility projects;2017 August;76.5;-0.7
4855;10 or more employed persons;422 Construction of utility projects;2017 September;112.5;-4.7
4856;10 or more employed persons;422 Construction of utility projects;2017 3rd quarter;98.7;-3.3
4857;10 or more employed persons;422 Construction of utility projects;2017 October;126.5;7.7
4858;10 or more employed persons;422 Construction of utility projects;2017 November;128.5;4.5
4859;10 or more employed persons;422 Construction of utility projects;2017 December;154.6;-3.1
4860;10 or more employed persons;422 Construction of utility projects;2017 4th quarter;136.5;2.4
4861;10 or more employed persons;422 Construction of utility projects;2017;107.2;-2.2
4862;10 or more employed persons;429 Other civil engineering;2005 January;35.5;10.0
4863;10 or more employed persons;429 Other civil engineering;2005 February;60.6;3.6
4864;10 or more employed persons;429 Other civil engineering;2005 March;105.8;-0.1
4865;10 or more employed persons;429 Other civil engineering;2005 1st quarter;67.3;2.7
4866;10 or more employed persons;429 Other civil engineering;2005 April;77.0;9.8
4867;10 or more employed persons;429 Other civil engineering;2005 May;68.9;6.6
4868;10 or more employed persons;429 Other civil engineering;2005 June;69.0;14.9
4869;10 or more employed persons;429 Other civil engineering;2005 2nd quarter;71.7;10.3
4870;10 or more employed persons;429 Other civil engineering;2005 July;69.0;17.1
4871;10 or more employed persons;429 Other civil engineering;2005 August;31.9;21.8
4872;10 or more employed persons;429 Other civil engineering;2005 September;83.8;7.5
4873;10 or more employed persons;429 Other civil engineering;2005 3rd quarter;61.6;13.3
4874;10 or more employed persons;429 Other civil engineering;2005 October;84.7;4.5
4875;10 or more employed persons;429 Other civil engineering;2005 November;84.2;10.4
4876;10 or more employed persons;429 Other civil engineering;2005 December;77.6;-2.3
4877;10 or more employed persons;429 Other civil engineering;2005 4th quarter;82.2;4.1
4878;10 or more employed persons;429 Other civil engineering;2005;70.7;7.2
4879;10 or more employed persons;429 Other civil engineering;2006 January;32.5;-8.6
4880;10 or more employed persons;429 Other civil engineering;2006 February;64.4;6.3
4881;10 or more employed persons;429 Other civil engineering;2006 March;122.9;16.2
4882;10 or more employed persons;429 Other civil engineering;2006 1st quarter;73.3;8.8
4883;10 or more employed persons;429 Other civil engineering;2006 April;76.9;-0.2
4884;10 or more employed persons;429 Other civil engineering;2006 May;82.6;19.9
4885;10 or more employed persons;429 Other civil engineering;2006 June;73.3;6.2
4886;10 or more employed persons;429 Other civil engineering;2006 2nd quarter;77.6;8.3
4887;10 or more employed persons;429 Other civil engineering;2006 July;72.5;4.9
4888;10 or more employed persons;429 Other civil engineering;2006 August;37.5;17.6
4889;10 or more employed persons;429 Other civil engineering;2006 September;94.9;13.4
4890;10 or more employed persons;429 Other civil engineering;2006 3rd quarter;68.3;10.9
4891;10 or more employed persons;429 Other civil engineering;2006 October;95.1;12.2
4892;10 or more employed persons;429 Other civil engineering;2006 November;94.4;12.1
4893;10 or more employed persons;429 Other civil engineering;2006 December;88.1;13.6
4894;10 or more employed persons;429 Other civil engineering;2006 4th quarter;92.5;12.6
4895;10 or more employed persons;429 Other civil engineering;2006;77.9;10.3
4896;10 or more employed persons;429 Other civil engineering;2007 January;40.4;24.3
4897;10 or more employed persons;429 Other civil engineering;2007 February;74.8;16.1
4898;10 or more employed persons;429 Other civil engineering;2007 March;135.1;10.0
4899;10 or more employed persons;429 Other civil engineering;2007 1st quarter;83.4;13.9
4900;10 or more employed persons;429 Other civil engineering;2007 April;81.1;5.5
4901;10 or more employed persons;429 Other civil engineering;2007 May;87.1;5.5
4902;10 or more employed persons;429 Other civil engineering;2007 June;76.3;4.1
4903;10 or more employed persons;429 Other civil engineering;2007 2nd quarter;81.5;5.1
4904;10 or more employed persons;429 Other civil engineering;2007 July;69.9;-3.5
4905;10 or more employed persons;429 Other civil engineering;2007 August;41.7;11.1
4906;10 or more employed persons;429 Other civil engineering;2007 September;90.9;-4.3
4907;10 or more employed persons;429 Other civil engineering;2007 3rd quarter;67.5;-1.2
4908;10 or more employed persons;429 Other civil engineering;2007 October;100.0;5.2
4909;10 or more employed persons;429 Other civil engineering;2007 November;93.2;-1.3
4910;10 or more employed persons;429 Other civil engineering;2007 December;90.7;3.0
4911;10 or more employed persons;429 Other civil engineering;2007 4th quarter;94.6;2.3
4912;10 or more employed persons;429 Other civil engineering;2007;81.8;4.9
4913;10 or more employed persons;429 Other civil engineering;2008 January;40.8;1.0
4914;10 or more employed persons;429 Other civil engineering;2008 February;79.3;6.0
4915;10 or more employed persons;429 Other civil engineering;2008 March;143.9;6.5
4916;10 or more employed persons;429 Other civil engineering;2008 1st quarter;88.0;5.5
